Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to7,Feature log2 fold change topic 4to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000114853,ZBTB47,284,1.58183,212,1.06446,38,-1.6138,57,-1.2606,123,0.17889,176,0.75673,63,-0.8455,123,0.17919,75,-0.5918
ENSG00000010282,HHATL,284,1.94695,10,-3.2401,42,-1.1731,40,-1.5075,361,2.43968,86,-0.0878,60,-0.6336,69,-0.4157,15,-2.6396
ENSG00000181061,HIGD1A,284,0.88655,64,-1.4198,328,1.13589,94,-1.0830,161,-0.0296,160,-0.0360,348,1.23674,57,-1.6089,191,0.24391
ENSG00000249992,TMEM158,284,2.71199,1,-5.1110,100,0.74057,19,-2.1142,11,-2.5963,15,-2.0902,143,1.35702,124,1.10508,0,-7.4562
ENSG00000211456,SACM1L,284,2.79813,58,-0.0611,3,-4.3889,21,-1.9344,23,-1.4833,19,-1.7318,154,1.55905,95,0.71880,9,-2.7955
ENSG00000076201,PTPN23,284,2.77065,1,-5.0745,34,-0.9122,27,-1.5511,68,0.15851,9,-2.8030,84,0.49888,95,0.70689,55,-0.1738
ENSG00000114650,SCAP,284,2.26502,139,0.94721,11,-2.9275,22,-2.2403,61,-0.3692,31,-1.3665,79,0.02728,193,1.52189,44,-0.8614
ENSG00000114646,CSPG5,284,1.11364,2,-6.1798,2,-5.8253,174,0.43793,59,-1.3606,51,-1.5592,214,0.64327,257,0.94678,157,0.14598
ENSG00000173473,SMARCC1,284,2.37088,126,0.87473,90,0.32317,30,-1.6447,77,0.07831,99,0.47798,20,-1.9422,48,-0.6696,17,-2.1427
ENSG00000132153,DHX30,284,1.52316,173,0.66880,74,-0.6595,33,-2.2164,134,0.26243,64,-0.8840,130,0.20599,302,1.63885,74,-0.6659
ENSG00000047849,MAP4,284,-0.4672,293,-0.4153,397,0.05772,217,-1.1038,477,0.34744,921,1.45995,332,-0.2220,923,1.46444,104,-1.9673
ENSG00000164050,PLXNB1,284,0.79690,56,-1.7131,139,-0.3370,141,-0.4159,446,1.58588,184,0.10021,59,-1.6400,196,0.19792,147,-0.2519
ENSG00000232112,TMA7,284,-0.7314,217,-1.1321,773,0.85684,317,-0.7261,551,0.30323,549,0.29732,411,-0.1628,665,0.60700,748,0.80075
ENSG00000164054,SHISA5,284,1.60158,146,0.46983,44,-1.3780,38,-1.9077,72,-0.6394,22,-2.3889,145,0.45527,197,0.96465,245,1.33779
ENSG00000010256,UQCRC1,284,0.79924,20,-3.1810,391,1.35179,94,-1.1617,139,-0.3375,58,-1.6540,229,0.45085,402,1.40193,172,-0.0047
ENSG00000068745,IP6K2,284,2.24676,87,0.17462,85,0.13633,17,-2.6120,85,0.14199,36,-1.1644,126,0.77438,148,1.03993,15,-2.4042
ENSG00000178467,P4HTM,284,2.20554,1,-5.4493,130,0.78594,37,-1.4150,56,-0.5382,21,-1.9927,122,0.68699,164,1.18599,27,-1.6167
ENSG00000178252,WDR6,284,1.71576,2,-5.7970,182,0.93004,32,-2.0767,74,-0.4968,38,-1.5055,58,-0.8690,389,2.34040,74,-0.4950
ENSG00000178057,NDUFAF3,284,1.23055,56,-1.3298,327,1.48279,55,-1.6426,293,1.28953,94,-0.5430,86,-0.6786,169,0.37007,79,-0.8125
ENSG00000178035,IMPDH2,284,2.38404,12,-2.6344,2,-4.8538,21,-2.1886,101,0.50972,45,-0.7522,65,-0.1932,226,1.92147,58,-0.3598
ENSG00000067560,RHOA,284,-0.3332,160,-1.2037,783,1.32497,164,-1.4358,570,0.78211,391,0.16871,251,-0.5227,620,0.92302,501,0.56835
ENSG00000173402,DAG1,284,1.84782,1,-5.7108,107,0.18015,55,-1.0512,28,-1.8573,23,-2.1444,52,-0.9150,242,1.55048,187,1.09963
ENSG00000164061,BSN,284,2.81469,91,0.66187,2,-4.5753,21,-1.8840,5,-3.5034,6,-3.2632,187,1.92869,1,-5.5307,61,0.02465
ENSG00000176095,IP6K1,284,2.32031,1,-5.3693,35,-1.1613,54,-0.6497,94,0.34648,59,-0.3877,184,1.48700,25,-1.6533,4,-4.1575
ENSG00000164076,CAMKV,284,2.08713,1,-5.5339,81,-0.0749,60,-0.6747,0,-8.6988,6,-3.7428,380,2.70947,19,-2.2270,2,-5.1587
ENSG00000114353,GNAI2,284,0.23676,478,1.09837,259,0.09216,116,-1.4077,384,0.72837,221,-0.1581,145,-0.8030,195,-0.3530,502,1.18398
ENSG00000012171,SEMA3B,284,1.38461,36,-1.8387,27,-2.2579,31,-2.4509,600,2.90930,232,1.03556,28,-2.2032,62,-1.0526,83,-0.5965
ENSG00000068001,HYAL2,284,1.75291,150,0.64009,8,-3.6313,11,-3.6160,6,-3.9982,0,-9.8246,19,-2.4502,0,-7.4441,693,3.87939
ENSG00000114383,TUSC2,284,2.56865,1,-5.2028,153,1.35661,29,-1.5786,66,-0.0185,45,-0.6202,89,0.44430,5,-3.7786,48,-0.5079
ENSG00000090097,PCBP4,284,1.52062,2,-5.9565,4,-4.7306,29,-2.3923,538,2.82783,152,0.46301,32,-1.8999,182,0.75617,56,-1.0961
ENSG00000248487,ABHD14A,284,2.35939,1,-5.3424,67,-0.1591,17,-2.5151,59,-0.3367,13,-2.6180,95,0.39080,279,2.32503,20,-1.9662
ENSG00000162244,RPL29,284,-1.8668,1456,0.64761,1624,0.82869,557,-1.0833,956,-0.0283,2205,1.35603,340,-1.5990,1003,0.04740,1582,0.78528
ENSG00000164091,WDR82,284,1.82544,2,-5.2685,3,-4.9908,60,-0.9242,69,-0.5173,58,-0.7890,339,2.17632,99,0.03395,65,-0.6026
ENSG00000163930,BAP1,284,2.01456,172,1.09620,2,-5.1151,82,-0.1332,9,-3.3047,33,-1.4868,101,0.22064,89,0.01743,34,-1.4456
ENSG00000010322,NISCH,284,1.87685,72,-0.4134,105,0.17506,56,-1.0105,117,0.33916,42,-1.2249,172,0.98201,93,-0.0243,21,-2.2292
ENSG00000114902,SPCS1,284,1.21864,1,-6.2091,258,1.05482,55,-1.6580,114,-0.2693,77,-0.8556,105,-0.3957,287,1.24079,275,1.16232
ENSG00000272573,MUSTN1,284,1.02681,275,0.97270,118,-0.3840,17,-3.6609,10,-4.0059,2,-5.9332,30,-2.4286,0,-7.7214,1027,3.83679
ENSG00000163931,TKT,284,2.24804,1,-5.4195,2,-4.9023,41,-1.2164,113,0.59437,46,-0.8100,51,-0.6385,219,1.73808,54,-0.5539
ENSG00000113811,SELENOK,284,0.71541,230,0.37312,306,0.84117,102,-1.1095,129,-0.5339,110,-0.7680,119,-0.6513,381,1.21806,213,0.25004
ENSG00000187672,ERC2,284,2.87850,9,-2.7453,10,-2.6092,39,-0.8223,4,-3.8756,29,-1.0448,181,1.91494,11,-2.5249,22,-1.4762
ENSG00000157500,APPL1,284,3.18395,47,-0.1469,2,-4.3606,29,-1.1322,70,0.47894,50,-0.0659,55,0.07980,0,-6.4956,0,-7.3615
ENSG00000168297,PXK,284,1.76206,38,-1.4781,27,-1.9843,27,-2.3132,378,2.33305,126,0.36256,62,-0.7392,86,-0.2363,92,-0.1289
ENSG00000168291,PDHB,284,2.67826,1,-5.1323,2,-4.6382,53,-0.3673,51,-0.3607,28,-1.2275,54,-0.2611,59,-0.1334,74,0.22525
ENSG00000168309,FAM107A,284,-2.1987,1012,-0.2893,3348,1.70705,851,-0.7194,461,-1.4807,751,-0.7482,630,-1.0132,3073,1.54862,1660,0.49361
ENSG00000163618,CADPS,284,3.41938,1,-4.7084,2,-4.2359,19,-1.6560,3,-3.9870,5,-3.1624,168,2.18676,30,-0.7134,0,-6.9653
ENSG00000163630,SYNPR,284,2.62118,1,-5.1688,2,-4.6969,30,-1.4448,14,-2.3182,4,-3.9626,239,2.25294,73,0.16387,48,-0.4679
ENSG00000163634,THOC7,284,2.31213,52,-0.5672,128,0.85164,34,-1.4879,37,-1.0801,43,-0.8696,61,-0.3270,145,1.05685,21,-1.9055
ENSG00000151276,MAGI1,284,2.70227,106,0.84051,2,-4.6452,12,-2.8648,37,-0.8338,26,-1.3228,118,1.02044,131,1.19607,6,-3.3640
ENSG00000144749,LRIG1,284,1.95567,2,-5.5169,19,-2.3072,90,-0.0007,61,-0.6156,21,-2.2040,45,-1.0540,156,0.88261,136,0.65475
ENSG00000144746,ARL6IP5,284,1.23717,160,0.28962,41,-1.7858,59,-1.5353,271,1.15887,72,-0.9455,174,0.42285,198,0.63382,168,0.36244
ENSG00000114861,FOXP1,284,2.61268,116,0.91590,61,-0.1214,20,-2.0867,87,0.44147,51,-0.3996,63,-0.0741,0,-6.8362,47,-0.5313
ENSG00000175161,CADM2,284,1.18652,55,-1.3966,4,-5.1157,116,-0.3497,150,0.13813,101,-0.4786,330,1.45327,166,0.29809,97,-0.5428
ENSG00000083937,CHMP2B,284,2.79736,79,0.40997,2,-4.4953,21,-1.8895,158,1.59931,41,-0.6069,65,0.11438,2,-4.8858,12,-2.3838
ENSG00000163320,CGGBP1,284,2.09553,1,-5.5278,128,0.67132,34,-1.6613,64,-0.4106,28,-1.6571,66,-0.3847,206,1.48872,96,0.20510
ENSG00000269028,MTRNR2L12,284,-5.7837,10903,-0.4295,10398,-0.5025,25581,1.54531,6470,-1.2215,15949,0.16488,6848,-1.1363,9563,-0.6306,9700,-0.6089
ENSG00000080822,CLDND1,284,-0.8909,161,-1.7371,37,-3.8748,115,-2.6020,2968,3.39144,1636,2.01896,116,-2.2170,197,-1.4345,214,-1.3130
ENSG00000081154,PCNP,284,0.92982,1,-6.4518,577,2.23694,76,-1.3919,161,0.01419,130,-0.3209,129,-0.3316,238,0.63461,93,-0.8398
ENSG00000114391,RPL24,284,-1.8239,798,-0.2633,1841,1.09158,604,-0.8850,1360,0.58333,2006,1.24048,362,-1.4609,1078,0.20877,1196,0.37518
ENSG00000170017,ALCAM,284,1.77294,50,-1.0387,50,-1.0565,44,-1.5294,323,2.02154,75,-0.4264,59,-0.7928,92,-0.1178,85,-0.2511
ENSG00000114439,BBX,284,2.19959,54,-0.5979,43,-0.9461,25,-2.0603,200,1.52886,113,0.55761,46,-0.8313,97,0.31287,20,-2.1005
ENSG00000196776,CD47,284,1.57116,1,-5.9243,157,0.55347,21,-2.8884,376,2.11189,82,-0.4681,115,0.06275,154,0.52598,78,-0.5459
ENSG00000198919,DZIP3,284,2.74126,1,-5.0927,2,-4.6207,16,-2.4015,30,-1.1209,36,-0.8497,94,0.65520,208,2.07988,28,-1.1971
ENSG00000144834,TAGLN3,284,1.88589,22,-2.1924,2,-5.1922,46,-1.3320,39,-1.3178,19,-2.3693,445,2.83847,115,0.31835,14,-2.8422
ENSG00000144848,ATG3,284,2.31425,4,-4.1313,15,-2.4094,34,-1.4975,142,1.02153,125,0.80840,48,-0.7109,116,0.69365,38,-1.0422
ENSG00000114573,ATP6V1A,284,1.82153,81,-0.2741,45,-1.1561,46,-1.3842,27,-1.9246,28,-1.8774,237,1.49040,216,1.32155,59,-0.7637
ENSG00000172020,GAP43,284,0.97535,2,-6.3936,2,-5.9419,153,-0.0369,70,-1.2180,150,-0.0586,468,1.87671,228,0.61177,52,-1.6591
ENSG00000185565,LSAMP,284,1.30201,32,-2.1087,99,-0.4138,107,-0.3763,66,-1.0112,46,-1.5484,222,0.88360,226,0.91372,141,0.14131
ENSG00000113845,TIMMDC1,284,2.58431,16,-2.1446,2,-4.7200,29,-1.5298,129,1.07412,46,-0.5608,28,-1.3296,122,0.98463,56,-0.2746
ENSG00000138495,COX17,284,0.57097,15,-3.7531,1049,3.10904,59,-2.1824,143,-0.5032,104,-0.9904,53,-1.9861,244,0.32834,254,0.39255
ENSG00000065518,NDUFB4,284,0.32381,37,-2.7511,265,0.21352,148,-0.8763,290,0.36028,127,-0.9227,207,-0.1742,578,1.53125,395,0.86651
ENSG00000173230,GOLGB1,284,1.79096,125,0.37742,381,2.38016,40,-1.6658,21,-2.3151,85,-0.2248,55,-0.8834,36,-1.5015,35,-1.5794
ENSG00000114023,FAM162A,284,2.14731,1,-5.4907,4,-4.4299,46,-1.0961,57,-0.5520,26,-1.7248,130,0.73589,219,1.64583,78,-0.0838
ENSG00000065534,MYLK,284,1.60139,43,-1.4013,206,1.03699,37,-1.9661,228,1.21328,108,-0.0202,8,-3.7989,60,-0.9036,224,1.17866
ENSG00000160145,KALRN,284,2.57539,1,-5.1984,208,1.93294,29,-1.5756,10,-2.7211,2,-4.7217,151,1.34886,28,-1.3394,4,-4.1648
ENSG00000114544,SLC41A3,284,2.59438,45,-0.6107,2,-4.7137,40,-0.9823,22,-1.6357,8,-3.1688,109,0.80245,87,0.42880,79,0.28374
ENSG00000144908,ALDH1L1,284,2.92556,1,-4.9805,20,-1.5803,58,0.01655,0,-8.1466,11,-2.4281,41,-0.5063,72,0.34764,29,-1.0364
ENSG00000114631,PODXL2,284,1.28679,94,-0.5021,16,-3.0554,71,-1.1550,97,-0.4477,93,-0.5232,364,1.74186,220,0.84974,106,-0.3159
ENSG00000074416,MGLL,284,1.24670,39,-1.8493,67,-1.0448,142,0.14333,49,-1.5111,22,-2.6561,121,-0.1499,167,0.36393,279,1.21623
ENSG00000058262,SEC61A1,284,1.70670,93,-0.1513,159,0.69924,48,-1.4455,95,-0.1192,46,-1.2091,55,-0.9705,234,1.35749,78,-0.4243
ENSG00000163902,RPN1,284,2.29104,1,-5.3895,7,-3.3818,30,-1.6973,127,0.82253,21,-1.9640,39,-1.0173,131,0.86534,185,1.47158
ENSG00000075785,RAB7A,284,0.79642,23,-2.9712,373,1.26631,80,-1.4596,231,0.45789,93,-0.9510,187,0.12060,381,1.29994,187,0.12423
ENSG00000169714,CNBP,284,0.86520,10,-4.0411,173,0.06579,83,-1.3156,262,0.73214,113,-0.5943,112,-0.6090,467,1.74818,240,0.58620
ENSG00000181789,COPG1,284,2.75019,2,-5.0646,70,0.19915,16,-2.3671,67,0.11354,20,-1.7035,112,0.96428,68,0.15211,56,-0.1480
ENSG00000184897,H1FX,284,0.89494,123,-0.4338,185,0.19806,94,-1.0759,117,-0.5188,54,-1.6641,376,1.38500,307,1.03031,137,-0.2686
ENSG00000004399,PLXND1,284,2.69151,32,-1.0520,5,-3.7702,31,-1.3462,61,-0.0539,22,-1.5711,106,0.82116,25,-1.3926,103,0.77957
ENSG00000017260,ATP2C1,284,2.01745,23,-1.9734,38,-1.2673,34,-1.7407,132,0.66302,67,-0.4068,136,0.70727,163,1.00851,71,-0.3187
ENSG00000198585,NUDT16,284,2.67571,100,0.71568,2,-4.6620,21,-1.9696,44,-0.5717,103,0.75800,55,-0.2438,83,0.40717,12,-2.4734
ENSG00000091527,CDV3,284,2.28237,68,-0.1826,87,0.20295,36,-1.4244,55,-0.5262,62,-0.3390,62,-0.3222,60,-0.3720,99,0.40743
ENSG00000091513,TF,284,-0.5828,34,-3.7053,416,0.00874,61,-3.2625,3316,4.46759,537,0.41592,20,-4.4794,46,-3.2661,64,-2.7838
ENSG00000154917,RAB6B,284,0.96403,3,-5.5739,36,-2.2143,123,-0.4930,29,-2.5355,33,-2.3423,801,3.02399,102,-0.6637,101,-0.6803
ENSG00000158186,MRAS,284,2.75847,1,-5.0820,2,-4.6100,53,-0.3018,6,-3.3188,22,-1.5549,107,0.89238,79,0.39947,25,-1.3828
ENSG00000114115,RBP1,284,0.84871,8,-4.4584,1301,4.31819,51,-2.1407,33,-2.4204,44,-2.0222,15,-3.5774,76,-1.2015,49,-1.8484
ENSG00000114125,RNF7,284,1.69189,119,0.21038,221,1.23893,36,-1.9367,67,-0.6732,35,-1.6542,92,-0.1798,154,0.63659,132,0.37557
ENSG00000163714,U2SURP,284,2.40394,24,-1.6857,181,1.52562,22,-2.0886,51,-0.5270,68,-0.0940,66,-0.1427,56,-0.3986,49,-0.5988
ENSG00000082996,RNF13,284,1.13267,94,-0.6279,225,0.74372,47,-1.9916,607,2.60124,140,-0.0221,44,-1.7581,65,-1.1822,54,-1.4568
ENSG00000070087,PFN2,284,0.78824,160,-0.1336,259,0.63634,89,-1.2795,165,-0.0839,62,-1.5636,180,0.05273,540,1.93630,83,-1.1231
ENSG00000120742,SERP1,284,1.13338,13,-3.5246,239,0.84262,81,-1.0872,55,-1.4310,37,-2.0073,121,-0.2442,348,1.49343,282,1.12450
ENSG00000198843,SELENOT,284,1.38786,94,-0.4164,59,-1.1275,55,-1.4934,187,0.67574,42,-1.6071,142,0.22643,252,1.18109,192,0.72300
ENSG00000152601,MBNL1,284,2.54973,1,-5.2151,115,0.85995,21,-2.0608,96,0.55802,39,-0.8600,105,0.71135,46,-0.5895,40,-0.8113
ENSG00000114850,SSR3,284,1.64316,113,0.09118,59,-0.9061,46,-1.5715,86,-0.3259,48,-1.1979,63,-0.8118,223,1.21407,219,1.18351
ENSG00000186432,KPNA4,284,2.18701,1,-5.4624,121,0.65485,36,-1.5146,60,-0.4472,18,-2.2509,84,0.06084,181,1.33718,74,-0.1365
ENSG00000163590,PPM1L,284,2.97096,2,-4.3850,49,-0.2243,23,-1.6192,21,-1.5103,16,-1.8717,102,0.95103,40,-0.5381,70,0.34909
ENSG00000163536,SERPINI1,284,1.49132,1,-5.9877,2,-5.5163,42,-1.8366,289,1.52679,74,-0.6937,439,2.33668,100,-0.2342,32,-1.9493
ENSG00000173905,GOLIM4,284,1.62748,1,-5.8801,147,0.49396,64,-1.0081,25,-2.2064,69,-0.6884,42,-1.4059,391,2.25278,75,-0.5517
ENSG00000008952,SEC62,284,-0.8269,870,0.94899,586,0.30089,243,-1.3192,754,0.70976,802,0.81291,443,-0.1406,679,0.53672,433,-0.1761
ENSG00000013297,CLDN11,284,0.37023,18,-3.7387,328,0.60436,35,-3.1721,1521,3.82610,315,0.54191,17,-3.7861,1,-7.7299,73,-1.7094
ENSG00000154310,TNIK,284,3.02329,1,-4.9234,78,0.54602,44,-0.4498,13,-2.1111,29,-0.9602,38,-0.5713,30,-0.9253,12,-2.2870
ENSG00000177565,TBL1XR1,284,2.17587,1,-5.4704,71,-0.1976,27,-1.9510,66,-0.3158,38,-1.1349,157,1.08111,117,0.58592,126,0.71225
ENSG00000172667,ZMAT3,284,2.82226,1,-5.0428,15,-2.1042,34,-1.0778,22,-1.4785,37,-0.7319,89,0.63721,107,0.92962,28,-1.1740
ENSG00000136521,NDUFB5,284,1.80141,1,-5.7459,166,0.85083,60,-0.9458,87,-0.1756,37,-1.4603,98,0.00544,162,0.80897,98,-0.0013
ENSG00000114757,PEX5L,284,1.97700,2,-5.5715,17,-2.4949,30,-1.9455,286,1.99157,119,0.45282,216,1.46710,13,-2.7921,14,-2.7025
ENSG00000114416,FXR1,284,1.60269,11,-3.3921,182,0.82566,35,-2.0318,160,0.62018,119,0.13880,78,-0.5219,208,1.05474,125,0.21352
ENSG00000242808,SOX2-OT,284,-0.3301,214,-0.7574,123,-1.5878,111,-2.0741,1856,3.11572,700,1.13452,94,-1.9908,329,-0.0993,161,-1.1884
ENSG00000181449,SOX2,284,0.94869,1,-6.4357,112,-0.5299,105,-0.8104,81,-1.0198,65,-1.3521,64,-1.3677,677,2.60343,192,0.31175
ENSG00000114796,KLHL24,284,2.67873,1,-5.1320,51,-0.3329,20,-2.0394,150,1.41372,70,0.14752,37,-0.8182,75,0.25953,15,-2.1480
ENSG00000180834,MAP6D1,284,2.30118,7,-3.4538,2,-4.9003,3,-4.8714,413,3.16952,123,0.77791,15,-2.3907,34,-1.2065,20,-1.9622
ENSG00000114770,ABCC5,284,3.31557,1,-4.7622,2,-4.2897,13,-2.3362,26,-0.9867,16,-1.7075,142,1.78013,40,-0.3313,30,-0.7707
ENSG00000161203,AP2M1,284,0.23265,31,-3.0685,280,0.21359,159,-0.8502,153,-0.7259,115,-1.1559,671,1.70206,531,1.27665,236,-0.0599
ENSG00000163888,CAMK2N2,284,2.28066,1,-5.3967,42,-0.9349,50,-0.8285,12,-2.7785,12,-2.6997,116,0.65568,184,1.44535,70,-0.1488
ENSG00000175166,PSMD2,284,1.75304,86,-0.2483,111,0.15155,49,-1.3404,57,-0.8607,36,-1.5514,158,0.73260,259,1.58734,17,-2.6587
ENSG00000114867,EIF4G1,284,1.82599,115,0.27202,277,1.78240,42,-1.5364,65,-0.6055,52,-0.9392,77,-0.3554,28,-1.8787,93,-0.0648
ENSG00000175182,FAM131A,284,1.47191,144,0.32679,142,0.30894,37,-2.0921,12,-3.3307,22,-2.4733,537,2.75755,30,-2.0508,88,-0.4391
ENSG00000187068,C3orf70,284,2.74415,1,-5.0909,2,-4.6189,30,-1.3467,55,-0.1740,18,-1.8657,56,-0.1708,115,0.99645,92,0.63460
ENSG00000073803,MAP3K13,284,2.18018,3,-4.8621,34,-1.3136,41,-1.2819,108,0.46196,37,-1.1682,91,0.19834,240,1.85137,7,-3.5637
ENSG00000136527,TRA2B,284,2.52238,1,-5.2326,129,1.03467,22,-2.0611,79,0.22789,47,-0.5661,69,0.00794,77,0.17382,49,-0.5189
ENSG00000244405,ETV5,284,3.49588,1,-4.6700,2,-4.1975,27,-1.0152,10,-2.2623,20,-1.2728,106,1.36341,0,-6.3330,23,-1.0761
ENSG00000156976,EIF4A2,284,-0.0372,370,0.38381,95,-1.6970,131,-1.4935,234,-0.3382,161,-0.9072,690,1.43937,789,1.68458,339,0.24522
ENSG00000114279,FGF12,284,2.50066,1,-5.2474,2,-4.7756,52,-0.5600,0,-8.4099,18,-2.0337,130,1.02324,146,1.22464,40,-0.8448
ENSG00000189058,APOD,284,-1.8573,777,-0.3398,3349,2.15765,355,-1.8410,1967,1.16688,667,-0.5753,216,-2.2559,493,-1.0347,2429,1.54173
ENSG00000061938,TNK2,284,1.92369,34,-1.5071,95,0.05466,59,-0.8545,81,-0.1866,45,-1.0957,113,0.32855,143,0.71558,69,-0.4465
ENSG00000180370,PAK2,284,2.05713,2,-5.5524,324,2.32578,25,-2.1962,114,0.44905,40,-1.1643,46,-0.9560,24,-1.9100,97,0.19701
ENSG00000075711,DLG1,284,1.85439,24,-2.0484,2,-5.2343,41,-1.5649,230,1.46330,239,1.53521,111,0.24005,48,-1.0538,41,-1.2731
ENSG00000182899,RPL35A,284,-1.9416,798,-0.3878,2270,1.31779,647,-0.9046,1189,0.23807,2281,1.32677,483,-1.1504,927,-0.1558,1463,0.57213
ENSG00000169020,ATP5ME,284,-1.6721,1036,0.30796,1186,0.52721,520,-0.9721,1551,0.97365,1528,0.94775,427,-1.0625,1369,0.76375,779,-0.1431
ENSG00000168993,CPLX1,284,1.84710,7,-3.7421,19,-2.4307,82,-0.3073,3,-4.8397,1,-6.4246,276,1.79672,163,0.86608,64,-0.6151
ENSG00000159692,CTBP1,284,1.41248,41,-1.6441,197,0.78290,63,-1.2412,113,-0.1068,52,-1.2962,251,1.19438,113,-0.1045,150,0.34220
ENSG00000068078,FGFR3,284,0.46550,52,-2.1031,3,-6.2349,289,0.73688,27,-3.0702,19,-3.5642,135,-0.6962,626,1.84341,240,0.20026
ENSG00000168924,LETM1,284,3.35901,1,-4.7394,2,-4.2670,18,-1.7623,56,0.22541,17,-1.5432,124,1.56317,0,-6.4023,24,-1.0627
ENSG00000243449,C4orf48,284,-0.8526,285,-0.8459,188,-1.4700,251,-1.2907,1881,2.35455,931,1.03694,278,-0.8846,861,0.90340,211,-1.2995
ENSG00000185818,NAT8L,284,0.30154,29,-3.0937,448,1.05628,232,-0.0187,133,-0.8696,73,-1.7648,369,0.73227,354,0.66328,193,-0.3000
ENSG00000123933,MXD4,284,2.61282,33,-1.0405,11,-2.6252,44,-0.8086,44,-0.6094,23,-1.5909,45,-0.5777,80,0.31430,94,0.57435
ENSG00000087274,ADD1,284,0.61798,176,-0.1453,489,1.55787,90,-1.4376,242,0.35920,78,-1.3712,302,0.72149,214,0.16723,170,-0.2012
ENSG00000197386,HTT,284,2.65932,1,-5.1443,24,-1.4659,36,-1.1180,72,0.17288,17,-2.0051,74,0.21961,97,0.64845,60,-0.1038
ENSG00000163956,LRPAP1,284,1.40430,83,-0.5899,282,1.39159,55,-1.4884,55,-1.2042,24,-2.4330,164,0.47762,130,0.10431,218,0.94966
ENSG00000072832,CRMP1,284,2.09517,1,-5.5281,2,-5.0565,56,-0.7987,13,-2.7174,13,-2.7586,295,2.17733,75,-0.1758,101,0.28199
ENSG00000109501,WFS1,284,1.78434,2,-5.7478,3,-5.1455,73,-0.6126,9,-3.4412,21,-2.3355,134,0.49128,397,2.45899,45,-1.1913
ENSG00000074211,PPP2R2C,284,1.62345,9,-3.6867,2,-5.4119,100,-0.1576,72,-0.6104,93,-0.2232,238,1.30935,155,0.58141,39,-1.5321
ENSG00000179010,MRFAP1,284,-0.0126,97,-1.6382,111,-1.4422,130,-1.4754,533,1.01468,332,0.23523,428,0.64848,769,1.66530,356,0.34950
ENSG00000178988,MRFAP1L1,284,1.88455,16,-2.5887,138,0.61735,42,-1.4961,110,0.25179,85,-0.1570,90,-0.0685,161,0.87841,73,-0.3912
ENSG00000170871,KIAA0232,284,2.48559,2,-5.2335,10,-2.7826,32,-1.4548,60,-0.2280,60,-0.2292,98,0.53835,173,1.51219,22,-1.7468
ENSG00000071127,WDR1,284,2.13089,14,-2.5744,131,0.73566,40,-1.3806,61,-0.4749,18,-2.2714,50,-0.7790,88,0.10480,187,1.35226
ENSG00000038219,BOD1L1,284,2.33414,13,-2.5344,83,0.15506,45,-1.0030,66,-0.1923,95,0.38572,94,0.36063,30,-1.3911,54,-0.4909
ENSG00000118564,FBXL5,284,2.05512,13,-2.8237,141,0.79348,29,-1.9868,119,0.52348,42,-1.0701,78,-0.1442,137,0.75727,102,0.26870
ENSG00000237765,FAM200B,284,1.73064,1,-5.8001,2,-5.3283,65,-0.8791,148,0.59795,246,1.46747,52,-1.0322,180,0.92663,47,-1.1696
ENSG00000151552,QDPR,284,-0.8205,225,-1.1658,94,-2.4543,226,-1.4349,2382,2.93747,1272,1.62706,193,-1.3943,188,-1.4371,255,-0.9804
ENSG00000168214,RBPJ,284,1.87349,93,-0.0134,23,-2.0912,39,-1.6444,211,1.32593,165,0.90990,46,-1.1019,85,-0.1621,69,-0.4732
ENSG00000169851,PCDH7,284,2.78269,1,-5.0670,2,-4.5950,25,-1.6705,11,-2.4632,8,-2.9843,286,2.80654,27,-1.2055,13,-2.2529
ENSG00000047365,ARAP2,284,2.80782,93,0.68962,2,-4.5795,19,-2.0913,158,1.60279,68,0.18398,46,-0.4342,0,-6.7138,0,-7.5779
ENSG00000109790,KLHL5,284,2.19015,381,2.83531,11,-2.8867,24,-2.1459,15,-2.5094,84,0.06977,23,-1.8424,25,-1.7790,44,-0.9057
ENSG00000163682,RPL9,284,-2.1560,1627,0.50893,2281,1.07281,669,-1.1076,1380,0.24321,2589,1.29315,433,-1.5318,1478,0.35268,1460,0.33338
ENSG00000163683,SMIM14,284,2.71916,41,-0.6493,2,-4.6346,36,-1.0533,84,0.45953,59,-0.1037,41,-0.6531,28,-1.2153,69,0.14808
ENSG00000078140,UBE2K,284,1.92190,2,-5.5546,179,1.08720,40,-1.5465,79,-0.2357,21,-2.1677,187,1.16242,90,-0.0397,102,0.15630
ENSG00000163697,APBB2,284,2.27687,49,-0.6845,25,-1.7111,27,-1.8735,198,1.57942,99,0.40265,32,-1.3289,2,-5.3496,125,0.78557
ENSG00000154277,UCHL1,284,-0.2128,62,-2.4779,281,-0.2251,103,-2.0695,190,-0.8240,138,-1.3058,1342,2.52603,1125,2.15449,64,-2.4371
