Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000185818,NAT8L,258,0.08443,204,-0.2924,272,0.16190,216,-0.1996,320,0.42577,187,-0.4297,266,0.13859,266,0.12414,191,-0.3933
ENSG00000123933,MXD4,49,0.39237,48,0.29808,75,1.03240,28,-0.5538,39,-0.0322,22,-0.9271,38,-0.0982,21,-0.9533,31,-0.3865
ENSG00000159733,ZFYVE28,15,-0.6503,47,1.27083,24,0.14186,11,-0.9579,40,0.98248,29,0.46128,18,-0.3291,10,-1.1132,12,-0.8441
ENSG00000063978,RNF4,25,-0.5153,40,0.24534,14,-1.3492,49,0.55503,50,0.60458,61,0.91385,37,0.11910,26,-0.4256,15,-1.2869
ENSG00000125386,FAM193A,14,-0.4381,11,-0.7332,41,1.31713,21,0.20584,15,-0.2957,15,-0.3539,25,0.54839,5,-1.8818,16,-0.2039
ENSG00000087274,ADD1,169,-0.2633,156,-0.3601,205,0.06532,231,0.25946,311,0.74733,235,0.29051,170,-0.2494,201,0.03431,144,-0.4831
ENSG00000109736,MFSD10,32,-0.6756,25,-0.9820,51,0.08784,25,-1.0080,68,0.56800,35,-0.4988,83,1.04773,54,0.17488,39,-0.3062
ENSG00000197386,HTT,78,-0.0316,60,-0.4352,110,0.52787,63,-0.3641,93,0.25754,54,-0.5979,101,0.44155,70,-0.2002,64,-0.3275
ENSG00000159788,RGS12,66,0.37141,24,-1.2208,129,1.47301,25,-1.1837,93,0.88725,11,-2.3427,68,0.41645,11,-2.3170,31,-0.8580
ENSG00000163956,LRPAP1,128,-0.7835,211,0.05076,190,-0.1197,255,0.35322,176,-0.2370,274,0.46932,186,-0.1621,290,0.56668,224,0.14779
ENSG00000132406,TMEM128,17,-0.2826,14,-0.5844,23,0.22360,17,-0.2833,18,-0.1752,28,0.48331,27,0.52674,9,-1.2885,26,0.40152
ENSG00000168824,NSG1,74,-1.1209,135,-0.1220,125,-0.2433,217,0.64381,130,-0.1824,180,0.33980,165,0.22360,174,0.28138,164,0.19008
ENSG00000168818,STX18,14,-0.7619,21,-0.0729,24,0.15498,14,-0.6982,23,0.09341,25,0.18641,37,0.93383,14,-0.6881,20,-0.1236
ENSG00000072832,CRMP1,145,-0.5480,161,-0.3319,173,-0.2257,190,-0.0789,302,0.67311,249,0.35538,186,-0.1264,185,-0.1175,274,0.51093
ENSG00000181215,C4orf50,12,-0.7572,24,0.34834,18,-0.0747,2,-2.9550,11,-0.8263,38,1.10531,28,0.64079,20,0.03227,19,-0.0004
ENSG00000152969,JAKMIP1,45,-0.7287,71,0.02545,83,0.26741,66,-0.1024,72,0.03558,113,0.77135,64,-0.1590,77,0.15525,71,0.01509
ENSG00000109501,WFS1,88,-0.0236,34,-1.4717,106,0.27012,78,-0.2007,259,1.83237,15,-2.6202,93,0.06784,42,-1.1653,86,-0.0525
ENSG00000074211,PPP2R2C,149,-0.5959,207,-0.0400,225,0.09604,219,0.04934,244,0.22528,216,0.02810,235,0.17957,262,0.33976,192,-0.1584
ENSG00000013288,MAN2B2,23,-1.1816,41,-0.2571,28,-0.8305,39,-0.3433,54,0.18826,53,0.15994,89,1.17843,55,0.19574,35,-0.4759
ENSG00000179010,MRFAP1,295,-0.4681,327,-0.2660,333,-0.2376,414,0.10481,321,-0.2956,409,0.08849,564,0.69589,471,0.31560,267,-0.5794
ENSG00000170846,AC093323.1,49,-0.3523,44,-0.4842,82,0.48953,63,0.05857,90,0.63720,72,0.26048,63,0.05742,37,-0.7669,55,-0.1495
ENSG00000178988,MRFAP1L1,74,-0.7460,113,-0.0273,98,-0.2557,137,0.27810,120,0.06551,150,0.42269,125,0.14485,141,0.32657,110,-0.0763
ENSG00000186222,BLOC1S4,14,-0.2235,8,-0.9451,6,-1.4406,16,0.07495,24,0.69658,18,0.23405,12,-0.4145,14,-0.1379,33,1.22056
ENSG00000170871,KIAA0232,48,-0.5473,49,-0.4552,49,-0.4577,46,-0.5439,111,0.84676,77,0.24501,69,0.09359,114,0.90518,43,-0.6431
ENSG00000132405,TBC1D14,44,-0.3989,34,-0.7387,39,-0.5365,81,0.61585,41,-0.4764,55,-0.0048,90,0.91052,61,0.13814,31,-0.9141
ENSG00000173011,TADA2B,10,-1.3125,16,-0.4705,31,0.51261,20,-0.1783,35,0.72425,19,-0.2764,28,0.37397,8,-1.4857,42,1.01798
ENSG00000109519,GRPEL1,38,0.05139,47,0.40101,38,0.02835,34,-0.1242,39,0.08079,64,0.90549,33,-0.1930,25,-0.6218,17,-1.1749
ENSG00000196526,AFAP1,18,0.38883,9,-0.7659,16,0.10441,4,-1.7425,25,0.88241,18,0.28557,14,-0.0610,11,-0.4894,14,-0.0770
ENSG00000163995,ABLIM2,47,-0.3729,52,-0.1926,85,0.59261,46,-0.3879,89,0.67618,32,-0.9185,73,0.39703,65,0.16036,36,-0.7502
ENSG00000071127,WDR1,60,-0.3114,61,-0.2557,76,0.09416,85,0.27062,107,0.64885,52,-0.5117,100,0.60250,32,-1.2426,57,-0.3483
ENSG00000178163,ZNF518B,13,-0.2622,21,0.49987,12,-0.3988,9,-0.7775,24,0.70047,19,0.35568,17,0.18961,10,-0.6789,13,-0.2025
ENSG00000157869,RAB28,18,-0.0641,12,-0.6460,22,0.23972,4,-2.2479,20,0.15250,25,0.45389,19,0.06068,29,0.70312,18,-0.0205
ENSG00000038219,BOD1L1,71,-0.4233,90,-0.0163,116,0.38860,85,-0.0953,99,0.13654,87,-0.0594,109,0.33453,87,-0.0606,73,-0.3332
ENSG00000137449,CPEB2,29,-0.0409,36,0.31401,15,-1.0408,25,-0.2476,30,0.02781,51,0.87898,19,-0.7570,31,0.06327,42,0.56775
ENSG00000118564,FBXL5,53,-0.4640,37,-0.9667,48,-0.5715,79,0.19660,107,0.69526,79,0.20123,91,0.48364,51,-0.4795,77,0.15614
ENSG00000237765,FAM200B,77,0.34404,42,-0.6607,56,-0.2030,92,0.58082,55,-0.2403,68,0.09364,51,-0.3746,102,0.75903,31,-1.0876
ENSG00000169762,TAPT1,24,-0.4941,25,-0.3820,30,-0.1479,13,-1.3422,42,0.39372,34,0.05425,35,0.10277,46,0.55826,51,0.70951
ENSG00000169744,LDB2,46,-1.5799,87,-0.5188,93,-0.4095,144,0.26917,212,0.91351,164,0.48716,102,-0.3030,178,0.62402,161,0.45294
ENSG00000151552,QDPR,169,-0.4043,218,0.03107,181,-0.2571,167,-0.3814,105,-1.0856,279,0.43198,259,0.34922,291,0.49639,251,0.25929
ENSG00000002549,LAP3,31,0.30662,15,-0.8548,15,-0.8362,21,-0.2826,51,1.11358,10,-1.4737,27,0.07794,30,0.26625,26,0.03641
ENSG00000118579,MED28,44,-0.3182,49,-0.1114,45,-0.2522,84,0.74357,51,-0.0724,31,-0.8268,49,-0.1197,89,0.83782,47,-0.1724
ENSG00000163257,DCAF16,16,-0.1240,11,-0.6228,5,-1.8967,21,0.30858,35,1.13153,30,0.85381,13,-0.5381,14,-0.2836,18,0.01673
ENSG00000145147,SLIT2,11,-1.7813,21,-0.6808,32,-0.0526,56,0.88670,28,-0.2261,20,-0.7524,66,1.35701,30,-0.1271,20,-0.7764
ENSG00000163138,PACRGL,15,-0.6363,25,0.18226,16,-0.5327,29,0.38952,23,0.05911,30,0.43598,24,0.13030,24,0.07877,22,-0.0541
ENSG00000185774,KCNIP4,91,-1.0086,119,-0.5324,90,-0.9604,205,0.32663,238,0.57360,161,-0.0640,224,0.53255,141,-0.2717,256,0.69058
ENSG00000152990,ADGRA3,26,1.11066,10,-0.5584,15,0.12063,1,-3.9809,27,1.05858,0,-4.6410,15,0.11134,10,-0.4999,11,-0.3705
ENSG00000109606,DHX15,34,-0.8715,41,-0.5332,42,-0.5003,79,0.49371,81,0.54863,59,0.04148,78,0.53909,58,0.00667,52,-0.1760
ENSG00000109610,SOD3,18,0.69182,11,-0.1404,39,1.91552,1,-3.0007,27,1.24969,0,-8.1551,6,-1.1357,0,-4.3843,11,-0.2543
ENSG00000053900,ANAPC4,12,-1.0901,13,-0.9225,10,-1.2542,55,1.43310,15,-0.6160,21,-0.1519,49,1.44560,9,-1.4070,11,-1.0752
ENSG00000250317,SMIM20,36,0.11736,50,0.64450,47,0.56428,11,-1.7003,27,-0.3383,22,-0.6518,41,0.37545,30,-0.1570,27,-0.3512
ENSG00000168214,RBPJ,44,-0.3190,49,-0.1214,63,0.28082,38,-0.5109,43,-0.3116,66,0.35085,62,0.28172,57,0.11534,54,0.02960
ENSG00000109689,STIM2,20,-0.0327,13,-0.7060,41,1.15121,19,-0.0896,23,0.19277,30,0.62493,18,-0.2466,7,-1.5470,15,-0.4294
ENSG00000169851,PCDH7,93,-0.7590,119,-0.3219,168,0.21819,179,0.32108,245,0.83856,197,0.47008,140,-0.0826,98,-0.6234,140,-0.0726
ENSG00000047365,ARAP2,18,-0.2779,11,-0.9754,26,0.30151,15,-0.4771,47,1.33811,30,0.57493,19,-0.1961,17,-0.2889,11,-0.9138
ENSG00000065882,TBC1D1,13,-0.6450,12,-0.6630,20,0.09689,7,-1.5082,34,0.94479,25,0.40036,26,0.53415,10,-0.9070,24,0.35654
ENSG00000109790,KLHL5,21,-0.1002,10,-1.1290,31,0.52643,11,-1.0618,21,-0.1061,43,1.05850,26,0.24631,12,-0.9219,24,0.10047
ENSG00000157796,WDR19,12,-0.2714,23,0.81622,14,-0.0076,3,-2.2342,9,-0.6285,22,0.76396,18,0.50554,8,-0.7210,12,-0.1902
ENSG00000035928,RFC1,38,0.23544,25,-0.4348,32,-0.0497,38,0.22873,43,0.42741,37,0.18138,33,-0.0023,17,-1.0034,29,-0.1765
ENSG00000163682,RPL9,1208,0.30210,1182,0.23340,1103,0.12183,1064,0.06459,722,-0.5423,713,-0.5601,1116,0.15705,761,-0.4613,1043,0.03403
ENSG00000121897,LIAS,13,-0.0371,10,-0.5025,29,1.18654,8,-0.8079,22,0.71474,12,-0.2498,7,-1.0781,29,1.19155,2,-2.5415
ENSG00000163683,SMIM14,47,-0.5970,51,-0.4377,91,0.48242,100,0.63818,63,-0.1089,83,0.33352,65,-0.0736,57,-0.2733,73,0.12560
ENSG00000078140,UBE2K,68,-0.6872,79,-0.4107,85,-0.2883,121,0.26612,159,0.70838,140,0.49997,108,0.09606,114,0.15961,78,-0.4327
ENSG00000121892,PDS5A,30,-0.3392,21,-0.8413,20,-0.9198,44,0.29535,64,0.89308,54,0.62641,41,0.19268,39,0.07779,20,-0.9300
ENSG00000163697,APBB2,26,-0.2353,22,-0.4961,14,-1.1629,35,0.27247,29,-0.0657,29,-0.0495,30,0.00097,58,1.07427,31,0.04130
ENSG00000154277,UCHL1,1086,-1.1083,2026,-0.0666,1519,-0.5159,3209,0.67915,2301,0.13537,3013,0.57400,1953,-0.1379,2866,0.49184,2235,0.08933
ENSG00000064042,LIMCH1,96,-0.5238,117,-0.1751,153,0.25229,173,0.45375,179,0.50603,83,-0.7101,153,0.28535,138,0.09314,95,-0.4912
ENSG00000109133,TMEM33,45,-0.6856,54,-0.3423,46,-0.5914,97,0.59185,88,0.44185,70,0.05538,65,-0.0682,95,0.55511,71,0.07961
ENSG00000014824,SLC30A9,72,-0.4891,92,-0.0724,92,-0.0675,82,-0.2452,122,0.37564,124,0.40549,108,0.19944,102,0.09488,85,-0.2022
ENSG00000124406,ATP8A1,76,-1.3936,75,-1.3096,166,-0.1049,209,0.26504,229,0.41503,266,0.65533,230,0.47706,208,0.25491,184,0.05871
ENSG00000183783,KCTD8,14,-1.3084,30,-0.0279,15,-1.0644,38,0.32214,54,0.89017,38,0.31445,36,0.26393,35,0.20449,31,-0.0041
ENSG00000151806,GUF1,15,-0.7175,15,-0.7194,34,0.55966,41,0.89850,10,-1.3421,42,0.94125,27,0.20610,28,0.27177,7,-1.8326
ENSG00000163281,GNPDA2,11,-1.1911,17,-0.5014,28,0.30350,20,-0.2473,29,0.35328,29,0.36304,36,0.78918,25,0.08317,14,-0.7186
ENSG00000163285,GABRG1,68,0.82318,34,-0.3802,57,0.43107,21,-1.1334,24,-0.9118,43,-0.0269,62,0.65569,18,-1.3501,22,-1.0154
ENSG00000260878,AC104072.1,23,-1.0825,14,-1.6889,43,-0.0437,78,0.91515,82,0.99723,36,-0.3082,48,0.14740,30,-0.6014,63,0.54578
ENSG00000151834,GABRA2,63,-0.3365,39,-1.0335,90,0.25959,59,-0.4022,157,1.18365,43,-0.8817,77,0.00710,95,0.33765,80,0.07321
ENSG00000109158,GABRA4,33,-1.0941,35,-0.9426,51,-0.3691,67,0.05717,97,0.65810,68,0.07837,91,0.63517,70,0.13191,73,0.20014
ENSG00000163288,GABRB1,38,-0.3123,20,-1.2121,68,0.63940,55,0.31278,72,0.73275,37,-0.3235,64,0.61955,17,-1.5017,28,-0.7414
ENSG00000260918,AC107398.3,78,-0.7478,71,-0.8248,106,-0.2118,191,0.73198,158,0.42417,130,0.10437,120,-0.0142,142,0.25347,141,0.23878
ENSG00000169019,COMMD8,10,-1.3578,20,-0.2500,15,-0.6988,32,0.46101,23,-0.0589,22,-0.1313,28,0.25704,42,0.90772,33,0.50887
ENSG00000109171,SLAIN2,12,-0.1331,21,0.74086,13,0.00675,6,-1.2519,24,0.93215,15,0.14005,10,-0.4230,14,0.02409,9,-0.5786
ENSG00000075539,FRYL,19,0.19840,9,-0.9629,15,-0.1736,15,-0.1917,12,-0.5047,33,1.05202,19,0.22560,14,-0.2728,12,-0.5052
ENSG00000109180,OCIAD1,207,-0.8923,257,-0.4936,303,-0.2343,489,0.53229,478,0.49314,511,0.60353,328,-0.1222,467,0.45427,297,-0.2668
ENSG00000145247,OCIAD2,32,-0.7935,62,0.27014,62,0.27192,101,1.08419,48,-0.1241,29,-0.9108,36,-0.6465,82,0.72636,55,0.07460
ENSG00000109184,DCUN1D4,27,-0.6950,21,-1.0437,29,-0.5347,81,1.10356,35,-0.2704,61,0.62119,52,0.41692,33,-0.3455,36,-0.2023
ENSG00000163069,SGCB,51,-0.3595,48,-0.4404,53,-0.2900,71,0.16721,102,0.76459,77,0.30899,70,0.16908,56,-0.2075,50,-0.3633
ENSG00000109189,USP46,76,-0.5496,90,-0.2577,54,-1.0176,181,0.87751,74,-0.5566,82,-0.4051,122,0.25881,191,0.96885,94,-0.1795
ENSG00000226950,DANCR,61,0.16439,67,0.29176,46,-0.2987,58,0.07029,74,0.45769,30,-0.9510,44,-0.3905,38,-0.6134,90,0.76343
ENSG00000145216,FIP1L1,25,-0.2637,37,0.38533,26,-0.1685,26,-0.1328,35,0.32347,22,-0.3904,32,0.20012,23,-0.3582,33,0.23311
ENSG00000072201,LNX1,27,-1.4775,55,-0.3380,64,-0.1062,76,0.18329,129,1.04884,35,-1.0331,65,-0.0764,114,0.83770,92,0.47603
ENSG00000134853,PDGFRA,32,1.09120,7,-1.2872,24,0.46962,8,-1.2668,18,0.04321,3,-2.5994,26,0.72588,8,-1.1729,11,-0.7285
ENSG00000157404,KIT,18,-1.3382,18,-1.2439,34,-0.2779,12,-1.8584,48,0.28502,3,-3.5760,129,2.61024,21,-1.0086,15,-1.4342
ENSG00000128039,SRD5A3,14,-0.5616,9,-1.1809,15,-0.3812,23,0.22505,37,1.01495,32,0.77091,25,0.37599,12,-0.7702,12,-0.7037
ENSG00000134851,TMEM165,25,-0.2281,17,-0.7846,14,-1.1093,25,-0.2403,33,0.19440,31,0.12049,34,0.25730,37,0.36506,45,0.68655
ENSG00000134852,CLOCK,16,-1.0677,23,-0.5156,23,-0.4860,35,0.15796,29,-0.1128,38,0.30472,49,0.83011,37,0.24824,30,-0.0548
ENSG00000090989,EXOC1,30,-0.3481,29,-0.4014,29,-0.4060,29,-0.3652,28,-0.4118,74,1.14159,37,-0.0076,32,-0.2396,53,0.56656
ENSG00000128050,PAICS,45,-0.2341,34,-0.6328,64,0.35385,63,0.31687,97,1.05168,35,-0.6073,57,0.19965,29,-0.8805,38,-0.4481
ENSG00000174780,SRP72,67,-0.1513,35,-1.1203,50,-0.6009,57,-0.3829,109,0.63701,61,-0.2763,96,0.48184,107,0.61434,61,-0.2867
ENSG00000171476,HOPX,574,-0.1865,359,-0.8927,544,-0.2534,1150,0.96645,1415,1.33234,86,-3.0005,423,-0.7013,653,0.03269,831,0.42186
ENSG00000047315,POLR2B,42,-0.9213,44,-0.7837,47,-0.6814,93,0.39416,84,0.22736,95,0.42803,90,0.38830,83,0.20887,91,0.34836
ENSG00000163453,IGFBP7,176,1.12845,68,-0.5632,201,1.20142,87,-0.1842,70,-0.5220,19,-2.4312,75,-0.4452,39,-1.3884,87,-0.1751
ENSG00000150471,ADGRL3,63,-0.6076,73,-0.3305,99,0.15954,82,-0.1393,145,0.77992,96,0.09920,95,0.10141,111,0.33103,67,-0.4591
ENSG00000145242,EPHA5,26,-0.7631,63,0.66191,23,-0.8965,32,-0.3804,42,0.00439,91,1.30816,41,-0.0177,41,-0.0311,30,-0.4886
ENSG00000145241,CENPC,13,-0.2398,28,0.95885,31,1.12606,18,0.27994,10,-0.5778,9,-0.7091,10,-0.6967,14,-0.1270,11,-0.4878
ENSG00000033178,UBA6,19,-0.1909,4,-2.5400,12,-0.8510,6,-1.8683,38,0.92816,45,1.20805,27,0.42356,23,0.11700,16,-0.5016
ENSG00000083896,YTHDC1,47,-0.1883,49,-0.0959,60,0.20961,72,0.50199,64,0.32259,47,-0.1519,54,0.06081,50,-0.0684,31,-0.7926
ENSG00000132467,UTP3,14,-1.2463,17,-0.9077,29,-0.0881,57,0.99464,32,0.03945,29,-0.0905,44,0.60848,32,0.02237,30,-0.0642
ENSG00000018189,RUFY3,125,-1.0257,274,0.26841,173,-0.4533,401,0.89621,249,0.11216,309,0.46381,242,0.07646,170,-0.4835,239,0.04965
ENSG00000132463,GRSF1,78,-0.8952,122,-0.1304,78,-0.8264,100,-0.4369,150,0.19475,179,0.47784,185,0.60910,181,0.49672,125,-0.0941
ENSG00000173542,MOB1B,41,-0.6534,21,-1.6220,46,-0.4526,123,1.15298,122,1.14251,20,-1.6691,68,0.19829,70,0.22209,51,-0.2863
ENSG00000156136,DCK,28,-0.7764,26,-0.8442,23,-0.9915,107,1.45784,33,-0.4818,58,0.42140,56,0.41532,33,-0.4728,43,-0.0466
ENSG00000080493,SLC4A4,90,1.34366,12,-1.9231,63,0.53454,23,-1.0134,89,1.11030,10,-2.2766,38,-0.3170,11,-2.0560,33,-0.4698
ENSG00000163626,COX18,12,-0.2308,14,-0.0642,21,0.61906,10,-0.5248,19,0.48007,15,0.12206,12,-0.3015,11,-0.3386,17,0.28731
ENSG00000132466,ANKRD17,60,-0.2318,62,-0.1580,120,0.89863,57,-0.2855,94,0.50194,59,-0.2331,74,0.13613,53,-0.4064,43,-0.7321
ENSG00000169116,PARM1,54,-1.2660,94,-0.3371,53,-1.2074,57,-1.0952,80,-0.5827,254,1.30385,129,0.17769,252,1.28979,125,0.11854
ENSG00000163743,RCHY1,27,-0.6210,41,0.06114,37,-0.0944,17,-1.2743,37,-0.1065,55,0.52496,56,0.63782,50,0.36024,31,-0.3561
ENSG00000138769,CDKL2,13,-0.7914,5,-1.9517,26,0.35755,10,-1.0600,16,-0.4425,27,0.43162,30,0.65785,52,1.53429,7,-1.6878
ENSG00000138757,G3BP2,161,-1.0137,239,-0.3346,255,-0.2340,325,0.14800,377,0.39103,429,0.60117,338,0.23663,291,-0.0244,340,0.22435
ENSG00000138768,USO1,28,-1.1666,38,-0.5997,62,0.13761,58,0.04542,54,-0.0572,60,0.09240,97,1.02367,44,-0.3954,56,-0.0248
ENSG00000138744,NAAA,9,-1.1105,10,-0.7867,17,-0.0273,22,0.34892,30,0.86848,28,0.73409,21,0.29832,12,-0.5384,14,-0.3332
ENSG00000198301,SDAD1,27,-0.4158,31,-0.1603,41,0.26962,59,0.85210,51,0.61024,29,-0.2819,39,0.19334,18,-0.9837,21,-0.7695
ENSG00000156219,ART3,10,-0.8803,6,-1.3936,20,0.32249,32,1.07880,50,1.86431,2,-3.1326,11,-0.7104,16,-0.0747,16,-0.0950
ENSG00000138760,SCARB2,73,-0.3098,60,-0.5852,85,-0.0477,141,0.76663,83,-0.0912,92,0.07523,121,0.57770,47,-0.9501,70,-0.3553
ENSG00000138758,SEPTIN11,108,-0.4312,131,-0.0908,157,0.19892,225,0.79618,186,0.47305,131,-0.0879,107,-0.4469,133,-0.0565,131,-0.0882
ENSG00000118816,CCNI,282,0.17050,360,0.54595,161,-0.7222,98,-1.4655,162,-0.7105,365,0.56997,346,0.54679,213,-0.2893,206,-0.3471
ENSG00000138764,CCNG2,42,-0.3282,36,-0.5445,61,0.28567,90,0.93669,90,0.94092,34,-0.6148,46,-0.1490,26,-1.0332,45,-0.1965
ENSG00000138767,CNOT6L,14,-0.1836,7,-1.2078,13,-0.2853,6,-1.4690,17,0.14007,25,0.68947,26,0.91143,9,-0.8531,17,0.13281
ENSG00000169288,MRPL1,41,-0.4158,41,-0.3539,52,0.01188,67,0.39883,66,0.38872,64,0.31816,45,-0.2334,51,-0.0282,58,0.17860
ENSG00000163291,PAQR3,14,-0.9684,19,-0.3868,11,-1.2599,26,0.05059,20,-0.3287,24,-0.0739,31,0.40304,46,0.99256,39,0.69666
ENSG00000152784,PRDM8,39,-0.8474,60,-0.1134,19,-1.8374,23,-1.5481,25,-1.4297,131,1.15873,73,0.21055,160,1.52121,71,0.14075
ENSG00000138670,RASGEF1B,13,-0.9629,22,-0.0074,26,0.23833,37,0.79733,39,0.87099,6,-1.9140,18,-0.3630,39,0.87081,18,-0.3831
ENSG00000273156,AC124016.2,24,-0.6984,20,-0.8599,44,0.33903,19,-0.9338,21,-0.8057,22,-0.7139,74,1.43216,27,-0.4351,43,0.30549
ENSG00000138668,HNRNPD,92,-0.3366,96,-0.2349,151,0.48587,119,0.09160,114,0.02502,130,0.23216,131,0.27742,87,-0.3947,89,-0.3538
ENSG00000152795,HNRNPDL,216,-0.6726,219,-0.5971,393,0.32431,349,0.13129,375,0.25053,358,0.17606,390,0.35040,309,-0.0607,316,-0.0235
ENSG00000145293,ENOPH1,89,-0.3605,108,-0.0230,89,-0.3180,182,0.82606,117,0.10974,125,0.21338,119,0.14882,91,-0.2902,76,-0.5614
ENSG00000249242,TMEM150C,24,-0.4318,20,-0.7113,28,-0.1623,27,-0.2486,25,-0.3544,50,0.74705,23,-0.5002,67,1.26147,33,0.08549
ENSG00000145284,SCD5,404,-0.0453,259,-0.7322,292,-0.5492,339,-0.3176,485,0.24950,530,0.39600,586,0.63727,324,-0.3851,352,-0.2560
ENSG00000138674,SEC31A,33,-0.8936,52,-0.1269,49,-0.2250,78,0.53750,78,0.52348,75,0.46099,56,-0.0118,49,-0.2151,60,0.10533
ENSG00000138663,COPS4,60,-0.5765,84,-0.0071,69,-0.3180,56,-0.6276,110,0.41915,157,1.02267,79,-0.1198,94,0.16506,81,-0.0631
ENSG00000163319,MRPS18C,63,-0.6005,131,0.61709,120,0.47663,145,0.78395,85,-0.0772,71,-0.3580,85,-0.0767,67,-0.4526,68,-0.4307
ENSG00000163624,CDS1,32,-0.6616,18,-1.4581,26,-0.9163,71,0.65421,59,0.36111,52,0.14401,59,0.39552,83,0.92171,29,-0.7363
ENSG00000163625,WDFY3,37,-0.6202,37,-0.5723,35,-0.6735,56,0.07496,56,0.06035,75,0.53739,91,0.99715,49,-0.1340,26,-1.1049
ENSG00000180769,WDFY3-AS2,22,0.57675,7,-1.1144,35,1.30792,17,0.13062,14,-0.1101,17,0.11412,9,-0.8494,9,-0.8195,11,-0.5502
ENSG00000109339,MAPK10,144,-1.0862,253,-0.1376,237,-0.2444,226,-0.3152,246,-0.1866,337,0.31857,359,0.47324,420,0.68029,317,0.21754
ENSG00000163629,PTPN13,14,-0.3437,12,-0.5081,24,0.57179,11,-0.5983,42,1.52867,5,-1.6302,14,-0.3193,11,-0.6001,23,0.52322
ENSG00000172493,AFF1,18,0.28783,7,-1.1998,13,-0.2662,18,0.28471,14,-0.0681,12,-0.2821,26,0.98930,8,-0.9877,7,-1.1772
ENSG00000145332,KLHL8,10,-1.2056,14,-0.6678,19,-0.1449,27,0.36662,19,-0.1703,32,0.64655,26,0.38245,29,0.51989,21,-0.0377
ENSG00000198189,HSD17B11,26,-0.3067,21,-0.6492,38,0.29411,55,0.89860,35,0.15376,22,-0.5417,30,-0.1008,39,0.35952,25,-0.3734
ENSG00000170502,NUDT9,33,-0.7468,61,0.25241,48,-0.1285,39,-0.4426,80,0.68260,50,-0.0658,65,0.40301,55,0.07573,44,-0.2753
ENSG00000152583,SPARCL1,2545,0.42943,1052,-1.0009,1784,-0.1877,2318,0.22875,3111,0.71207,1493,-0.4649,2217,0.17574,1216,-0.7806,1602,-0.3553
ENSG00000118785,SPP1,64,1.38301,15,-1.0989,8,-1.9960,6,-2.3337,1,-4.6364,25,-0.3714,34,0.14279,57,0.96083,38,0.28892
ENSG00000163644,PPM1K,139,-0.4818,139,-0.4324,190,0.05263,156,-0.2567,194,0.08742,178,-0.0458,263,0.65877,211,0.21836,150,-0.3184
ENSG00000138642,HERC6,13,-0.3885,12,-0.4200,21,0.42075,8,-1.1044,16,-0.0120,23,0.56550,22,0.52225,16,-0.0368,13,-0.3458
ENSG00000145337,PYURF,55,-0.7244,122,0.57921,59,-0.5729,70,-0.3025,102,0.28591,78,-0.1386,84,-0.0179,131,0.69813,96,0.18329
ENSG00000138641,HERC3,16,-1.2678,15,-1.2073,25,-0.4994,47,0.50748,77,1.33304,26,-0.4408,50,0.68728,34,-0.0061,22,-0.6596
ENSG00000177432,NAP1L5,102,-1.1655,218,0.08481,176,-0.2518,322,0.72021,106,-1.0275,335,0.78939,224,0.14447,232,0.18674,231,0.17675
ENSG00000138640,FAM13A,21,-1.2146,42,-0.0886,33,-0.4699,42,-0.1049,59,0.44711,32,-0.4989,64,0.66262,65,0.60210,47,0.08963
ENSG00000145335,SNCA,237,-1.2514,524,0.05475,369,-0.4916,660,0.42865,477,-0.0942,1218,1.48602,470,-0.1294,455,-0.1670,447,-0.1937
ENSG00000163104,SMARCAD1,10,-0.6782,17,0.11206,19,0.33774,24,0.66380,19,0.28466,18,0.18527,14,-0.1380,9,-0.8094,17,0.13416
ENSG00000163110,PDLIM5,46,1.18124,17,-0.6040,24,-0.0654,2,-3.3693,25,0.04925,15,-0.6988,32,0.49032,14,-0.8720,17,-0.5275
ENSG00000138696,BMPR1B,24,1.61899,1,-2.9018,12,0.13469,5,-1.2207,19,0.91446,10,-0.1242,9,-0.2051,1,-2.7491,2,-2.1421
ENSG00000138698,RAP1GDS1,67,-0.8874,98,-0.2273,109,-0.0693,227,1.14351,104,-0.1455,134,0.25791,115,0.02796,115,0.01378,100,-0.2022
ENSG00000168785,TSPAN5,68,-1.0168,86,-0.5888,76,-0.7723,181,0.58710,237,1.04161,152,0.29738,107,-0.2762,176,0.54586,125,-0.0125
ENSG00000151247,EIF4E,73,-0.2328,74,-0.2077,57,-0.5952,86,0.03111,132,0.73276,111,0.44462,78,-0.1295,70,-0.2892,92,0.14744
ENSG00000164024,METAP1,13,-0.8008,30,0.53071,29,0.46865,14,-0.6270,27,0.36324,38,0.94298,22,0.07354,16,-0.4404,10,-1.0891
ENSG00000197894,ADH5,64,-0.2452,64,-0.2416,54,-0.4914,93,0.35151,73,-0.0217,72,-0.0596,95,0.44026,80,0.11307,64,-0.2393
