ensembl,gene,dataset,layer,top,marker_anno,SpD,layer_combo
ENSG00000034510,TMSB10,spatialDLPFC,L6,82,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000095596,CYP26A1,spatialDLPFC,L6,83,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000101489,CELF4,spatialDLPFC,L6,84,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000147408,CSGALNACT1,spatialDLPFC,L6,85,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000112290,WASF1,spatialDLPFC,L6,86,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000107295,SH3GL2,spatialDLPFC,L6,87,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000108924,HLF,spatialDLPFC,L6,88,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000114450,GNB4,spatialDLPFC,L6,89,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000128573,FOXP2,spatialDLPFC,L6,90,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000155886,SLC24A2,spatialDLPFC,L6,91,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000166913,YWHAB,spatialDLPFC,L6,92,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000138814,PPP3CA,spatialDLPFC,L6,93,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000176788,BASP1,spatialDLPFC,L6,94,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000173598,NUDT4,spatialDLPFC,L6,95,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000131711,MAP1B,spatialDLPFC,L6,96,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000160145,KALRN,spatialDLPFC,L6,97,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000168702,LRP1B,spatialDLPFC,L6,98,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000128989,ARPP19,spatialDLPFC,L6,99,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000048707,VPS13D,spatialDLPFC,L6,100,Sp09D07 ~ L6,Sp09D07,Sp09D07 ~ L6
ENSG00000104722,NEFM,spatialDLPFC,L4,1,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000100285,NEFH,spatialDLPFC,L4,2,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000277586,NEFL,spatialDLPFC,L4,3,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000105711,SCN1B,spatialDLPFC,L4,4,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000100097,LGALS1,spatialDLPFC,L4,5,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000211445,GPX3,spatialDLPFC,L4,6,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000172348,RCAN2,spatialDLPFC,L4,7,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000091482,SMPX,spatialDLPFC,L4,8,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000143858,SYT2,spatialDLPFC,L4,9,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000139190,VAMP1,spatialDLPFC,L4,10,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000168824,NSG1,spatialDLPFC,L4,11,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000143153,ATP1B1,spatialDLPFC,L4,12,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000163399,ATP1A1,spatialDLPFC,L4,13,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000131711,MAP1B,spatialDLPFC,L4,14,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000125827,TMX4,spatialDLPFC,L4,15,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000109107,ALDOC,spatialDLPFC,L4,16,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000197043,ANXA6,spatialDLPFC,L4,17,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000109971,HSPA8,spatialDLPFC,L4,18,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000106683,LIMK1,spatialDLPFC,L4,19,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000167815,PRDX2,spatialDLPFC,L4,20,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000086289,EPDR1,spatialDLPFC,L4,21,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000258947,TUBB3,spatialDLPFC,L4,22,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000165868,HSPA12A,spatialDLPFC,L4,23,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000014641,MDH1,spatialDLPFC,L4,24,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000126247,CAPNS1,spatialDLPFC,L4,25,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000102144,PGK1,spatialDLPFC,L4,26,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000172020,GAP43,spatialDLPFC,L4,27,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000111640,GAPDH,spatialDLPFC,L4,28,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000177301,KCNA2,spatialDLPFC,L4,29,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000104435,STMN2,spatialDLPFC,L4,30,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000143013,LMO4,spatialDLPFC,L4,31,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000067225,PKM,spatialDLPFC,L4,32,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000154277,UCHL1,spatialDLPFC,L4,33,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000173267,SNCG,spatialDLPFC,L4,34,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000204262,COL5A2,spatialDLPFC,L4,35,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000146242,TPBG,spatialDLPFC,L4,36,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000110955,ATP5F1B,spatialDLPFC,L4,37,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000123416,TUBA1B,spatialDLPFC,L4,38,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000148798,INA,spatialDLPFC,L4,39,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000174996,KLC2,spatialDLPFC,L4,40,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000159363,ATP13A2,spatialDLPFC,L4,41,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000100362,PVALB,spatialDLPFC,L4,42,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000187730,GABRD,spatialDLPFC,L4,43,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000122012,SV2C,spatialDLPFC,L4,44,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000143198,MGST3,spatialDLPFC,L4,45,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000164830,OXR1,spatialDLPFC,L4,46,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000165678,GHITM,spatialDLPFC,L4,47,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000141367,CLTC,spatialDLPFC,L4,48,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000069482,GAL,spatialDLPFC,L4,49,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000082397,EPB41L3,spatialDLPFC,L4,50,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000115457,IGFBP2,spatialDLPFC,L4,51,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000142168,SOD1,spatialDLPFC,L4,52,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000126432,PRDX5,spatialDLPFC,L4,53,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000178741,COX5A,spatialDLPFC,L4,54,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000211450,SELENOH,spatialDLPFC,L4,55,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000136003,ISCU,spatialDLPFC,L4,56,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000073969,NSF,spatialDLPFC,L4,57,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000106018,VIPR2,spatialDLPFC,L4,58,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000181649,PHLDA2,spatialDLPFC,L4,59,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000022355,GABRA1,spatialDLPFC,L4,60,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000144285,SCN1A,spatialDLPFC,L4,61,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000127445,PIN1,spatialDLPFC,L4,62,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000162188,GNG3,spatialDLPFC,L4,63,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000111669,TPI1,spatialDLPFC,L4,64,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000162631,NTNG1,spatialDLPFC,L4,65,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000165169,DYNLT3,spatialDLPFC,L4,66,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000127838,PNKD,spatialDLPFC,L4,67,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000140941,MAP1LC3B,spatialDLPFC,L4,68,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000105976,MET,spatialDLPFC,L4,69,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000187664,HAPLN4,spatialDLPFC,L4,70,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000180155,LYNX1,spatialDLPFC,L4,71,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000106615,RHEB,spatialDLPFC,L4,72,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000120053,GOT1,spatialDLPFC,L4,73,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000107295,SH3GL2,spatialDLPFC,L4,74,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000137642,SORL1,spatialDLPFC,L4,75,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000103415,HMOX2,spatialDLPFC,L4,76,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000243678,NME2,spatialDLPFC,L4,77,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000125868,DSTN,spatialDLPFC,L4,78,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000173660,UQCRH,spatialDLPFC,L4,79,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000147416,ATP6V1B2,spatialDLPFC,L4,80,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000146360,GPR6,spatialDLPFC,L4,81,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000118194,TNNT2,spatialDLPFC,L4,82,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000128245,YWHAH,spatialDLPFC,L4,83,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000174469,CNTNAP2,spatialDLPFC,L4,84,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000140545,MFGE8,spatialDLPFC,L4,85,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000105402,NAPA,spatialDLPFC,L4,86,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000099624,ATP5F1D,spatialDLPFC,L4,87,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000152234,ATP5F1A,spatialDLPFC,L4,88,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000130540,SULT4A1,spatialDLPFC,L4,89,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000168993,CPLX1,spatialDLPFC,L4,90,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000152556,PFKM,spatialDLPFC,L4,91,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000178127,NDUFV2,spatialDLPFC,L4,92,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000111674,ENO2,spatialDLPFC,L4,93,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000154146,NRGN,spatialDLPFC,L4,94,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000152214,RIT2,spatialDLPFC,L4,95,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000091664,SLC17A6,spatialDLPFC,L4,96,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000133318,RTN3,spatialDLPFC,L4,97,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000215397,SCRT2,spatialDLPFC,L4,98,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000075415,SLC25A3,spatialDLPFC,L4,99,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000184524,CEND1,spatialDLPFC,L4,100,Sp09D08 ~ L4,Sp09D08,Sp09D08 ~ L4
ENSG00000197971,MBP,spatialDLPFC,WM,1,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000182379,NXPH4,spatialDLPFC,WM,2,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000128422,KRT17,spatialDLPFC,WM,3,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000123560,PLP1,spatialDLPFC,WM,4,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000064787,BCAS1,spatialDLPFC,WM,5,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000168314,MOBP,spatialDLPFC,WM,6,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000180354,MTURN,spatialDLPFC,WM,7,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000160781,PAQR6,spatialDLPFC,WM,8,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000122585,NPY,spatialDLPFC,WM,9,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000080822,CLDND1,spatialDLPFC,WM,10,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000136541,ERMN,spatialDLPFC,WM,11,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000173786,CNP,spatialDLPFC,WM,12,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000240583,AQP1,spatialDLPFC,WM,13,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000118523,CCN2,spatialDLPFC,WM,14,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000197430,OPALIN,spatialDLPFC,WM,15,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000091513,TF,spatialDLPFC,WM,16,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000198121,LPAR1,spatialDLPFC,WM,17,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000170381,SEMA3E,spatialDLPFC,WM,18,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000187164,SHTN1,spatialDLPFC,WM,19,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000105695,MAG,spatialDLPFC,WM,20,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000242808,SOX2-OT,spatialDLPFC,WM,21,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000078804,TP53INP2,spatialDLPFC,WM,22,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000184007,PTP4A2,spatialDLPFC,WM,23,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000244274,DBNDD2,spatialDLPFC,WM,24,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000164124,TMEM144,spatialDLPFC,WM,25,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000172005,MAL,spatialDLPFC,WM,26,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000204655,MOG,spatialDLPFC,WM,27,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000148826,NKX6-2,spatialDLPFC,WM,28,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000064393,HIPK2,spatialDLPFC,WM,29,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000136960,ENPP2,spatialDLPFC,WM,30,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000013297,CLDN11,spatialDLPFC,WM,31,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000165023,DIRAS2,spatialDLPFC,WM,32,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000118785,SPP1,spatialDLPFC,WM,33,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000167641,PPP1R14A,spatialDLPFC,WM,34,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000126803,HSPA2,spatialDLPFC,WM,35,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000103089,FA2H,spatialDLPFC,WM,36,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000124920,MYRF,spatialDLPFC,WM,37,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000106829,TLE4,spatialDLPFC,WM,38,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000109099,PMP22,spatialDLPFC,WM,39,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000019144,PHLDB1,spatialDLPFC,WM,40,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000283462,AC008505.1,spatialDLPFC,WM,41,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000065809,FAM107B,spatialDLPFC,WM,42,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000167755,KLK6,spatialDLPFC,WM,43,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000129538,RNASE1,spatialDLPFC,WM,44,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000141540,TTYH2,spatialDLPFC,WM,45,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000139629,GALNT6,spatialDLPFC,WM,46,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000011426,ANLN,spatialDLPFC,WM,47,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000084453,SLCO1A2,spatialDLPFC,WM,48,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000239922,AC092958.1,spatialDLPFC,WM,49,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000115935,WIPF1,spatialDLPFC,WM,50,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000176485,PLAAT3,spatialDLPFC,WM,51,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000182601,HS3ST4,spatialDLPFC,WM,52,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000118407,FILIP1,spatialDLPFC,WM,53,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000118298,CA14,spatialDLPFC,WM,54,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000035664,DAPK2,spatialDLPFC,WM,55,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000101265,RASSF2,spatialDLPFC,WM,56,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000184221,OLIG1,spatialDLPFC,WM,57,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000099194,SCD,spatialDLPFC,WM,58,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000261329,AC016597.1,spatialDLPFC,WM,59,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000172508,CARNS1,spatialDLPFC,WM,60,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000169562,GJB1,spatialDLPFC,WM,61,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000124374,PAIP2B,spatialDLPFC,WM,62,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000108387,SEPTIN4,spatialDLPFC,WM,63,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000113578,FGF1,spatialDLPFC,WM,64,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000021300,PLEKHB1,spatialDLPFC,WM,65,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000102934,PLLP,spatialDLPFC,WM,66,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000086205,FOLH1,spatialDLPFC,WM,67,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000107902,LHPP,spatialDLPFC,WM,68,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000126860,EVI2A,spatialDLPFC,WM,69,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000207955,AL359091.1,spatialDLPFC,WM,70,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000160223,ICOSLG,spatialDLPFC,WM,71,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000175305,CCNE2,spatialDLPFC,WM,72,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000184144,CNTN2,spatialDLPFC,WM,73,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000119280,C1orf198,spatialDLPFC,WM,74,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000187775,DNAH17,spatialDLPFC,WM,75,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000204278,TMEM235,spatialDLPFC,WM,76,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000183230,CTNNA3,spatialDLPFC,WM,77,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000129250,KIF1C,spatialDLPFC,WM,78,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000128283,CDC42EP1,spatialDLPFC,WM,79,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000171840,NINJ2,spatialDLPFC,WM,80,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000079435,LIPE,spatialDLPFC,WM,81,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000150656,CNDP1,spatialDLPFC,WM,82,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000176890,TYMS,spatialDLPFC,WM,83,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000198835,GJC2,spatialDLPFC,WM,84,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000237949,LINC00844,spatialDLPFC,WM,85,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000170775,GPR37,spatialDLPFC,WM,86,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000176381,PRR18,spatialDLPFC,WM,87,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000054690,PLEKHH1,spatialDLPFC,WM,88,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000065600,PACC1,spatialDLPFC,WM,89,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000188153,COL4A5,spatialDLPFC,WM,90,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000171246,NPTX1,spatialDLPFC,WM,91,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000113269,RNF130,spatialDLPFC,WM,92,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000104419,NDRG1,spatialDLPFC,WM,93,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000066322,ELOVL1,spatialDLPFC,WM,94,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000167552,TUBA1A,spatialDLPFC,WM,95,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000196187,TMEM63A,spatialDLPFC,WM,96,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000100242,SUN2,spatialDLPFC,WM,97,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000162630,B3GALT2,spatialDLPFC,WM,98,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000139737,SLAIN1,spatialDLPFC,WM,99,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
ENSG00000164161,HHIP,spatialDLPFC,WM,100,Sp09D09 ~ WM,Sp09D09,Sp09D09 ~ WM
