ensembl,gene,dataset,layer,top,marker_anno,SpD,layer_combo
ENSG00000256422,LINC02552,HumanPilot,Layer3,60,Layer3,NA,NA
ENSG00000049449,RCN1,HumanPilot,Layer3,61,Layer3,NA,NA
ENSG00000135426,TESPA1,HumanPilot,Layer3,62,Layer3,NA,NA
ENSG00000235026,DPP10-AS1,HumanPilot,Layer3,63,Layer3,NA,NA
ENSG00000176136,MC5R,HumanPilot,Layer3,64,Layer3,NA,NA
ENSG00000111790,FGFR1OP2,HumanPilot,Layer3,65,Layer3,NA,NA
ENSG00000179593,ALOX15B,HumanPilot,Layer3,66,Layer3,NA,NA
ENSG00000172995,ARPP21,HumanPilot,Layer3,67,Layer3,NA,NA
ENSG00000237250,AL359924.1,HumanPilot,Layer3,68,Layer3,NA,NA
ENSG00000184602,SNN,HumanPilot,Layer3,69,Layer3,NA,NA
ENSG00000165606,DRGX,HumanPilot,Layer3,70,Layer3,NA,NA
ENSG00000234147,AL035446.1,HumanPilot,Layer3,71,Layer3,NA,NA
ENSG00000123119,NECAB1,HumanPilot,Layer3,72,Layer3,NA,NA
ENSG00000167858,TEKT1,HumanPilot,Layer3,73,Layer3,NA,NA
ENSG00000136099,PCDH8,HumanPilot,Layer3,74,Layer3,NA,NA
ENSG00000054803,CBLN4,HumanPilot,Layer3,75,Layer3,NA,NA
ENSG00000238121,LINC00426,HumanPilot,Layer3,76,Layer3,NA,NA
ENSG00000006625,GGCT,HumanPilot,Layer3,77,Layer3,NA,NA
ENSG00000233725,LINC00284,HumanPilot,Layer3,78,Layer3,NA,NA
ENSG00000267653,AC002546.1,HumanPilot,Layer3,79,Layer3,NA,NA
ENSG00000167434,CA4,HumanPilot,Layer3,80,Layer3,NA,NA
ENSG00000026559,KCNG1,HumanPilot,Layer3,81,Layer3,NA,NA
ENSG00000105976,MET,HumanPilot,Layer3,82,Layer3,NA,NA
ENSG00000146360,GPR6,HumanPilot,Layer3,83,Layer3,NA,NA
ENSG00000171617,ENC1,HumanPilot,Layer3,84,Layer3,NA,NA
ENSG00000162992,NEUROD1,HumanPilot,Layer3,85,Layer3,NA,NA
ENSG00000254762,AP001107.7,HumanPilot,Layer3,86,Layer3,NA,NA
ENSG00000225675,LINC01771,HumanPilot,Layer3,87,Layer3,NA,NA
ENSG00000235016,SEMA3F-AS1,HumanPilot,Layer3,88,Layer3,NA,NA
ENSG00000267122,AC004490.1,HumanPilot,Layer3,89,Layer3,NA,NA
ENSG00000275342,PRAG1,HumanPilot,Layer3,90,Layer3,NA,NA
ENSG00000138207,RBP4,HumanPilot,Layer3,91,Layer3,NA,NA
ENSG00000112706,IMPG1,HumanPilot,Layer3,92,Layer3,NA,NA
ENSG00000146426,TIAM2,HumanPilot,Layer3,93,Layer3,NA,NA
ENSG00000205279,CTXN3,HumanPilot,Layer3,94,Layer3,NA,NA
ENSG00000107984,DKK1,HumanPilot,Layer3,95,Layer3,NA,NA
ENSG00000227051,C14orf132,HumanPilot,Layer3,96,Layer3,NA,NA
ENSG00000272554,AC012087.1,HumanPilot,Layer3,97,Layer3,NA,NA
ENSG00000185070,FLRT2,HumanPilot,Layer3,98,Layer3,NA,NA
ENSG00000163818,LZTFL1,HumanPilot,Layer3,99,Layer3,NA,NA
ENSG00000165995,CACNB2,HumanPilot,Layer3,100,Layer3,NA,NA
ENSG00000139190,VAMP1,HumanPilot,Layer4,1,Layer4,NA,NA
ENSG00000138472,GUCA1C,HumanPilot,Layer4,2,Layer4,NA,NA
ENSG00000100285,NEFH,HumanPilot,Layer4,3,Layer4,NA,NA
ENSG00000234919,LINC01827,HumanPilot,Layer4,4,Layer4,NA,NA
ENSG00000105711,SCN1B,HumanPilot,Layer4,5,Layer4,NA,NA
ENSG00000165553,NGB,HumanPilot,Layer4,6,Layer4,NA,NA
ENSG00000100362,PVALB,HumanPilot,Layer4,7,Layer4,NA,NA
ENSG00000146242,TPBG,HumanPilot,Layer4,8,Layer4,NA,NA
ENSG00000148942,SLC5A12,HumanPilot,Layer4,9,Layer4,NA,NA
ENSG00000104722,NEFM,HumanPilot,Layer4,10,Layer4,NA,NA
ENSG00000114805,PLCH1,HumanPilot,Layer4,11,Layer4,NA,NA
ENSG00000118194,TNNT2,HumanPilot,Layer4,12,Layer4,NA,NA
ENSG00000005022,SLC25A5,HumanPilot,Layer4,13,Layer4,NA,NA
ENSG00000198963,RORB,HumanPilot,Layer4,14,Layer4,NA,NA
ENSG00000196090,PTPRT,HumanPilot,Layer4,15,Layer4,NA,NA
ENSG00000143858,SYT2,HumanPilot,Layer4,16,Layer4,NA,NA
ENSG00000141750,STAC2,HumanPilot,Layer4,17,Layer4,NA,NA
ENSG00000127838,PNKD,HumanPilot,Layer4,18,Layer4,NA,NA
ENSG00000139780,METTL21C,HumanPilot,Layer4,19,Layer4,NA,NA
ENSG00000170035,UBE2E3,HumanPilot,Layer4,20,Layer4,NA,NA
ENSG00000251185,AC025244.1,HumanPilot,Layer4,21,Layer4,NA,NA
ENSG00000170324,FRMPD2,HumanPilot,Layer4,22,Layer4,NA,NA
ENSG00000277586,NEFL,HumanPilot,Layer4,23,Layer4,NA,NA
ENSG00000182108,DEXI,HumanPilot,Layer4,24,Layer4,NA,NA
ENSG00000164442,CITED2,HumanPilot,Layer4,25,Layer4,NA,NA
ENSG00000140795,MYLK3,HumanPilot,Layer4,26,Layer4,NA,NA
ENSG00000181234,TMEM132C,HumanPilot,Layer4,27,Layer4,NA,NA
ENSG00000069482,GAL,HumanPilot,Layer4,28,Layer4,NA,NA
ENSG00000100097,LGALS1,HumanPilot,Layer4,29,Layer4,NA,NA
ENSG00000211445,GPX3,HumanPilot,Layer4,30,Layer4,NA,NA
ENSG00000139641,ESYT1,HumanPilot,Layer4,31,Layer4,NA,NA
ENSG00000172348,RCAN2,HumanPilot,Layer4,32,Layer4,NA,NA
ENSG00000091482,SMPX,HumanPilot,Layer4,33,Layer4,NA,NA
ENSG00000266588,AC006441.4,HumanPilot,Layer4,34,Layer4,NA,NA
ENSG00000168824,NSG1,HumanPilot,Layer4,35,Layer4,NA,NA
ENSG00000137821,LRRC49,HumanPilot,Layer4,36,Layer4,NA,NA
ENSG00000167815,PRDX2,HumanPilot,Layer4,37,Layer4,NA,NA
ENSG00000105976,MET,HumanPilot,Layer4,38,Layer4,NA,NA
ENSG00000100580,TMED8,HumanPilot,Layer4,39,Layer4,NA,NA
ENSG00000215595,C20orf202,HumanPilot,Layer4,40,Layer4,NA,NA
ENSG00000002822,MAD1L1,HumanPilot,Layer4,41,Layer4,NA,NA
ENSG00000196542,SPTSSB,HumanPilot,Layer4,42,Layer4,NA,NA
ENSG00000169116,PARM1,HumanPilot,Layer4,43,Layer4,NA,NA
ENSG00000162373,BEND5,HumanPilot,Layer4,44,Layer4,NA,NA
ENSG00000122012,SV2C,HumanPilot,Layer4,45,Layer4,NA,NA
ENSG00000170043,TRAPPC1,HumanPilot,Layer4,46,Layer4,NA,NA
ENSG00000144285,SCN1A,HumanPilot,Layer4,47,Layer4,NA,NA
ENSG00000260220,CCDC187,HumanPilot,Layer4,48,Layer4,NA,NA
ENSG00000148798,INA,HumanPilot,Layer4,49,Layer4,NA,NA
ENSG00000086289,EPDR1,HumanPilot,Layer4,50,Layer4,NA,NA
ENSG00000233005,AC018742.1,HumanPilot,Layer4,51,Layer4,NA,NA
ENSG00000106683,LIMK1,HumanPilot,Layer4,52,Layer4,NA,NA
ENSG00000162631,NTNG1,HumanPilot,Layer4,53,Layer4,NA,NA
ENSG00000162694,EXTL2,HumanPilot,Layer4,54,Layer4,NA,NA
ENSG00000180875,GREM2,HumanPilot,Layer4,55,Layer4,NA,NA
ENSG00000115539,PDCL3,HumanPilot,Layer4,56,Layer4,NA,NA
ENSG00000135925,WNT10A,HumanPilot,Layer4,57,Layer4,NA,NA
ENSG00000139637,C12orf10,HumanPilot,Layer4,58,Layer4,NA,NA
ENSG00000125827,TMX4,HumanPilot,Layer4,59,Layer4,NA,NA
ENSG00000163866,SMIM12,HumanPilot,Layer4,60,Layer4,NA,NA
ENSG00000136280,CCM2,HumanPilot,Layer4,61,Layer4,NA,NA
ENSG00000129159,KCNC1,HumanPilot,Layer4,62,Layer4,NA,NA
ENSG00000169641,LUZP1,HumanPilot,Layer4,63,Layer4,NA,NA
ENSG00000173267,SNCG,HumanPilot,Layer4,64,Layer4,NA,NA
ENSG00000152784,PRDM8,HumanPilot,Layer4,65,Layer4,NA,NA
ENSG00000118816,CCNI,HumanPilot,Layer4,66,Layer4,NA,NA
ENSG00000163497,FEV,HumanPilot,Layer4,67,Layer4,NA,NA
ENSG00000185385,OR7A17,HumanPilot,Layer4,68,Layer4,NA,NA
ENSG00000100604,CHGA,HumanPilot,Layer4,69,Layer4,NA,NA
ENSG00000140015,KCNH5,HumanPilot,Layer4,70,Layer4,NA,NA
ENSG00000174429,ABRA,HumanPilot,Layer4,71,Layer4,NA,NA
ENSG00000072657,TRHDE,HumanPilot,Layer4,72,Layer4,NA,NA
ENSG00000264364,DYNLL2,HumanPilot,Layer4,73,Layer4,NA,NA
ENSG00000205856,C22orf42,HumanPilot,Layer4,74,Layer4,NA,NA
ENSG00000164620,RELL2,HumanPilot,Layer4,75,Layer4,NA,NA
ENSG00000163888,CAMK2N2,HumanPilot,Layer4,76,Layer4,NA,NA
ENSG00000143867,OSR1,HumanPilot,Layer4,77,Layer4,NA,NA
ENSG00000151287,TEX30,HumanPilot,Layer4,78,Layer4,NA,NA
ENSG00000156299,TIAM1,HumanPilot,Layer4,79,Layer4,NA,NA
ENSG00000149761,NUDT22,HumanPilot,Layer4,80,Layer4,NA,NA
ENSG00000104756,KCTD9,HumanPilot,Layer4,81,Layer4,NA,NA
ENSG00000140941,MAP1LC3B,HumanPilot,Layer4,82,Layer4,NA,NA
ENSG00000163624,CDS1,HumanPilot,Layer4,83,Layer4,NA,NA
ENSG00000111640,GAPDH,HumanPilot,Layer4,84,Layer4,NA,NA
ENSG00000128335,APOL2,HumanPilot,Layer4,85,Layer4,NA,NA
ENSG00000181649,PHLDA2,HumanPilot,Layer4,86,Layer4,NA,NA
ENSG00000174469,CNTNAP2,HumanPilot,Layer4,87,Layer4,NA,NA
ENSG00000184752,NDUFA12,HumanPilot,Layer4,88,Layer4,NA,NA
ENSG00000006432,MAP3K9,HumanPilot,Layer4,89,Layer4,NA,NA
ENSG00000085662,AKR1B1,HumanPilot,Layer4,90,Layer4,NA,NA
ENSG00000205309,NT5M,HumanPilot,Layer4,91,Layer4,NA,NA
ENSG00000166510,CCDC68,HumanPilot,Layer4,92,Layer4,NA,NA
ENSG00000173660,UQCRH,HumanPilot,Layer4,93,Layer4,NA,NA
ENSG00000177301,KCNA2,HumanPilot,Layer4,94,Layer4,NA,NA
ENSG00000025772,TOMM34,HumanPilot,Layer4,95,Layer4,NA,NA
ENSG00000138777,PPA2,HumanPilot,Layer4,96,Layer4,NA,NA
ENSG00000280587,LINC01348,HumanPilot,Layer4,97,Layer4,NA,NA
ENSG00000159363,ATP13A2,HumanPilot,Layer4,98,Layer4,NA,NA
ENSG00000073578,SDHA,HumanPilot,Layer4,99,Layer4,NA,NA
ENSG00000100422,CERK,HumanPilot,Layer4,100,Layer4,NA,NA
ENSG00000183036,PCP4,HumanPilot,Layer5,1,Layer5,NA,NA
ENSG00000145349,CAMK2D,HumanPilot,Layer5,2,Layer5,NA,NA
ENSG00000143499,SMYD2,HumanPilot,Layer5,3,Layer5,NA,NA
ENSG00000186854,TRABD2A,HumanPilot,Layer5,4,Layer5,NA,NA
ENSG00000034510,TMSB10,HumanPilot,Layer5,5,Layer5,NA,NA
ENSG00000147246,HTR2C,HumanPilot,Layer5,6,Layer5,NA,NA
ENSG00000171724,VAT1L,HumanPilot,Layer5,7,Layer5,NA,NA
ENSG00000163914,RHO,HumanPilot,Layer5,8,Layer5,NA,NA
ENSG00000153823,PID1,HumanPilot,Layer5,9,Layer5,NA,NA
ENSG00000117245,KIF17,HumanPilot,Layer5,10,Layer5,NA,NA
ENSG00000041353,RAB27B,HumanPilot,Layer5,11,Layer5,NA,NA
ENSG00000006468,ETV1,HumanPilot,Layer5,12,Layer5,NA,NA
ENSG00000074706,IPCEF1,HumanPilot,Layer5,13,Layer5,NA,NA
ENSG00000177519,RPRM,HumanPilot,Layer5,14,Layer5,NA,NA
ENSG00000173852,DPY19L1,HumanPilot,Layer5,15,Layer5,NA,NA
ENSG00000196937,FAM3C,HumanPilot,Layer5,16,Layer5,NA,NA
ENSG00000082014,SMARCD3,HumanPilot,Layer5,17,Layer5,NA,NA
ENSG00000157216,SSBP3,HumanPilot,Layer5,18,Layer5,NA,NA
ENSG00000145692,BHMT,HumanPilot,Layer5,19,Layer5,NA,NA
ENSG00000107593,PKD2L1,HumanPilot,Layer5,20,Layer5,NA,NA
ENSG00000135116,HRK,HumanPilot,Layer5,21,Layer5,NA,NA
ENSG00000153820,SPHKAP,HumanPilot,Layer5,22,Layer5,NA,NA
ENSG00000119866,BCL11A,HumanPilot,Layer5,23,Layer5,NA,NA
ENSG00000250910,AC097467.3,HumanPilot,Layer5,24,Layer5,NA,NA
ENSG00000067057,PFKP,HumanPilot,Layer5,25,Layer5,NA,NA
ENSG00000152611,CAPSL,HumanPilot,Layer5,26,Layer5,NA,NA
ENSG00000232110,AL353751.1,HumanPilot,Layer5,27,Layer5,NA,NA
ENSG00000115252,PDE1A,HumanPilot,Layer5,28,Layer5,NA,NA
ENSG00000198785,GRIN3A,HumanPilot,Layer5,29,Layer5,NA,NA
ENSG00000074416,MGLL,HumanPilot,Layer5,30,Layer5,NA,NA
ENSG00000197702,PARVA,HumanPilot,Layer5,31,Layer5,NA,NA
ENSG00000186867,QRFPR,HumanPilot,Layer5,32,Layer5,NA,NA
ENSG00000248485,PCP4L1,HumanPilot,Layer5,33,Layer5,NA,NA
ENSG00000169282,KCNAB1,HumanPilot,Layer5,34,Layer5,NA,NA
ENSG00000189068,VSTM1,HumanPilot,Layer5,35,Layer5,NA,NA
ENSG00000155719,OTOA,HumanPilot,Layer5,36,Layer5,NA,NA
ENSG00000198846,TOX,HumanPilot,Layer5,37,Layer5,NA,NA
ENSG00000227071,FOCAD-AS1,HumanPilot,Layer5,38,Layer5,NA,NA
ENSG00000174521,TTC9B,HumanPilot,Layer5,39,Layer5,NA,NA
ENSG00000152595,MEPE,HumanPilot,Layer5,40,Layer5,NA,NA
ENSG00000117632,STMN1,HumanPilot,Layer5,41,Layer5,NA,NA
ENSG00000133398,MED10,HumanPilot,Layer5,42,Layer5,NA,NA
ENSG00000228999,AC068490.1,HumanPilot,Layer5,43,Layer5,NA,NA
ENSG00000071575,TRIB2,HumanPilot,Layer5,44,Layer5,NA,NA
ENSG00000153266,FEZF2,HumanPilot,Layer5,45,Layer5,NA,NA
ENSG00000122254,HS3ST2,HumanPilot,Layer5,46,Layer5,NA,NA
ENSG00000206531,CD200R1L,HumanPilot,Layer5,47,Layer5,NA,NA
ENSG00000083720,OXCT1,HumanPilot,Layer5,48,Layer5,NA,NA
ENSG00000221986,MYBPHL,HumanPilot,Layer5,49,Layer5,NA,NA
ENSG00000060558,GNA15,HumanPilot,Layer5,50,Layer5,NA,NA
ENSG00000065989,PDE4A,HumanPilot,Layer5,51,Layer5,NA,NA
ENSG00000063015,SEZ6,HumanPilot,Layer5,52,Layer5,NA,NA
ENSG00000158258,CLSTN2,HumanPilot,Layer5,53,Layer5,NA,NA
ENSG00000134986,NREP,HumanPilot,Layer5,54,Layer5,NA,NA
ENSG00000267424,AC020934.1,HumanPilot,Layer5,55,Layer5,NA,NA
ENSG00000055813,CCDC85A,HumanPilot,Layer5,56,Layer5,NA,NA
ENSG00000170231,FABP6,HumanPilot,Layer5,57,Layer5,NA,NA
ENSG00000003137,CYP26B1,HumanPilot,Layer5,58,Layer5,NA,NA
ENSG00000244242,IFITM10,HumanPilot,Layer5,59,Layer5,NA,NA
ENSG00000241322,CDRT1,HumanPilot,Layer5,60,Layer5,NA,NA
ENSG00000137267,TUBB2A,HumanPilot,Layer5,61,Layer5,NA,NA
ENSG00000101460,MAP1LC3A,HumanPilot,Layer5,62,Layer5,NA,NA
ENSG00000038295,TLL1,HumanPilot,Layer5,63,Layer5,NA,NA
ENSG00000154978,VOPP1,HumanPilot,Layer5,64,Layer5,NA,NA
ENSG00000111863,ADTRP,HumanPilot,Layer5,65,Layer5,NA,NA
ENSG00000157152,SYN2,HumanPilot,Layer5,66,Layer5,NA,NA
ENSG00000125266,EFNB2,HumanPilot,Layer5,67,Layer5,NA,NA
ENSG00000185149,NPY2R,HumanPilot,Layer5,68,Layer5,NA,NA
ENSG00000182568,SATB1,HumanPilot,Layer5,69,Layer5,NA,NA
ENSG00000148660,CAMK2G,HumanPilot,Layer5,70,Layer5,NA,NA
ENSG00000248690,HAS2-AS1,HumanPilot,Layer5,71,Layer5,NA,NA
ENSG00000186297,GABRA5,HumanPilot,Layer5,72,Layer5,NA,NA
ENSG00000278946,AC005609.4,HumanPilot,Layer5,73,Layer5,NA,NA
ENSG00000106772,PRUNE2,HumanPilot,Layer5,74,Layer5,NA,NA
ENSG00000177432,NAP1L5,HumanPilot,Layer5,75,Layer5,NA,NA
ENSG00000040731,CDH10,HumanPilot,Layer5,76,Layer5,NA,NA
ENSG00000139517,LNX2,HumanPilot,Layer5,77,Layer5,NA,NA
ENSG00000118308,LRMP,HumanPilot,Layer5,78,Layer5,NA,NA
ENSG00000189108,IL1RAPL2,HumanPilot,Layer5,79,Layer5,NA,NA
ENSG00000020256,ZFP64,HumanPilot,Layer5,80,Layer5,NA,NA
ENSG00000117724,CENPF,HumanPilot,Layer5,81,Layer5,NA,NA
ENSG00000196353,CPNE4,HumanPilot,Layer5,82,Layer5,NA,NA
ENSG00000204851,PNMA8B,HumanPilot,Layer5,83,Layer5,NA,NA
ENSG00000142634,EFHD2,HumanPilot,Layer5,84,Layer5,NA,NA
ENSG00000139278,GLIPR1,HumanPilot,Layer5,85,Layer5,NA,NA
ENSG00000107165,TYRP1,HumanPilot,Layer5,86,Layer5,NA,NA
ENSG00000111728,ST8SIA1,HumanPilot,Layer5,87,Layer5,NA,NA
ENSG00000106089,STX1A,HumanPilot,Layer5,88,Layer5,NA,NA
ENSG00000182463,TSHZ2,HumanPilot,Layer5,89,Layer5,NA,NA
ENSG00000226674,TEX41,HumanPilot,Layer5,90,Layer5,NA,NA
ENSG00000067715,SYT1,HumanPilot,Layer5,91,Layer5,NA,NA
ENSG00000065154,OAT,HumanPilot,Layer5,92,Layer5,NA,NA
ENSG00000186472,PCLO,HumanPilot,Layer5,93,Layer5,NA,NA
ENSG00000224717,AC098936.1,HumanPilot,Layer5,94,Layer5,NA,NA
ENSG00000161281,COX7A1,HumanPilot,Layer5,95,Layer5,NA,NA
ENSG00000231200,LINC01830,HumanPilot,Layer5,96,Layer5,NA,NA
ENSG00000103657,HERC1,HumanPilot,Layer5,97,Layer5,NA,NA
ENSG00000254587,AP003066.1,HumanPilot,Layer5,98,Layer5,NA,NA
ENSG00000167912,AC090152.1,HumanPilot,Layer5,99,Layer5,NA,NA
ENSG00000146151,HMGCLL1,HumanPilot,Layer5,100,Layer5,NA,NA
ENSG00000129009,ISLR,HumanPilot,Layer6,1,Layer6,NA,NA
ENSG00000153234,NR4A2,HumanPilot,Layer6,2,Layer6,NA,NA
ENSG00000140563,MCTP2,HumanPilot,Layer6,3,Layer6,NA,NA
ENSG00000276644,DACH1,HumanPilot,Layer6,4,Layer6,NA,NA
ENSG00000196358,NTNG2,HumanPilot,Layer6,5,Layer6,NA,NA
ENSG00000271824,SMIM32,HumanPilot,Layer6,6,Layer6,NA,NA
ENSG00000082556,OPRK1,HumanPilot,Layer6,7,Layer6,NA,NA
ENSG00000108960,MMD,HumanPilot,Layer6,8,Layer6,NA,NA
ENSG00000128422,KRT17,HumanPilot,Layer6,9,Layer6,NA,NA
ENSG00000172673,THEMIS,HumanPilot,Layer6,10,Layer6,NA,NA
ENSG00000171246,NPTX1,HumanPilot,Layer6,11,Layer6,NA,NA
ENSG00000060656,PTPRU,HumanPilot,Layer6,12,Layer6,NA,NA
ENSG00000162745,OLFML2B,HumanPilot,Layer6,13,Layer6,NA,NA
ENSG00000075886,TUBA3D,HumanPilot,Layer6,14,Layer6,NA,NA
ENSG00000196407,THEM5,HumanPilot,Layer6,15,Layer6,NA,NA
ENSG00000162630,B3GALT2,HumanPilot,Layer6,16,Layer6,NA,NA
ENSG00000115593,SMYD1,HumanPilot,Layer6,17,Layer6,NA,NA
ENSG00000124772,CPNE5,HumanPilot,Layer6,18,Layer6,NA,NA
ENSG00000118242,MREG,HumanPilot,Layer6,19,Layer6,NA,NA
ENSG00000175471,MCTP1,HumanPilot,Layer6,20,Layer6,NA,NA
ENSG00000180616,SSTR2,HumanPilot,Layer6,21,Layer6,NA,NA
ENSG00000167178,ISLR2,HumanPilot,Layer6,22,Layer6,NA,NA
ENSG00000165023,DIRAS2,HumanPilot,Layer6,23,Layer6,NA,NA
ENSG00000115159,GPD2,HumanPilot,Layer6,24,Layer6,NA,NA
ENSG00000196376,SLC35F1,HumanPilot,Layer6,25,Layer6,NA,NA
ENSG00000168702,LRP1B,HumanPilot,Layer6,26,Layer6,NA,NA
ENSG00000075213,SEMA3A,HumanPilot,Layer6,27,Layer6,NA,NA
ENSG00000163630,SYNPR,HumanPilot,Layer6,28,Layer6,NA,NA
ENSG00000167964,RAB26,HumanPilot,Layer6,29,Layer6,NA,NA
ENSG00000135046,ANXA1,HumanPilot,Layer6,30,Layer6,NA,NA
ENSG00000218336,TENM3,HumanPilot,Layer6,31,Layer6,NA,NA
ENSG00000117154,IGSF21,HumanPilot,Layer6,32,Layer6,NA,NA
ENSG00000166257,SCN3B,HumanPilot,Layer6,33,Layer6,NA,NA
ENSG00000224982,TMEM233,HumanPilot,Layer6,34,Layer6,NA,NA
ENSG00000169032,MAP2K1,HumanPilot,Layer6,35,Layer6,NA,NA
ENSG00000172575,RASGRP1,HumanPilot,Layer6,36,Layer6,NA,NA
ENSG00000167077,MEI1,HumanPilot,Layer6,37,Layer6,NA,NA
ENSG00000136535,TBR1,HumanPilot,Layer6,38,Layer6,NA,NA
ENSG00000186469,GNG2,HumanPilot,Layer6,39,Layer6,NA,NA
ENSG00000114450,GNB4,HumanPilot,Layer6,40,Layer6,NA,NA
ENSG00000152503,TRIM36,HumanPilot,Layer6,41,Layer6,NA,NA
ENSG00000198574,SH2D1B,HumanPilot,Layer6,42,Layer6,NA,NA
ENSG00000248540,AC010931.2,HumanPilot,Layer6,43,Layer6,NA,NA
ENSG00000170290,SLN,HumanPilot,Layer6,44,Layer6,NA,NA
ENSG00000170381,SEMA3E,HumanPilot,Layer6,45,Layer6,NA,NA
ENSG00000182601,HS3ST4,HumanPilot,Layer6,46,Layer6,NA,NA
ENSG00000113441,LNPEP,HumanPilot,Layer6,47,Layer6,NA,NA
ENSG00000182575,NXPH3,HumanPilot,Layer6,48,Layer6,NA,NA
ENSG00000102780,DGKH,HumanPilot,Layer6,49,Layer6,NA,NA
ENSG00000118407,FILIP1,HumanPilot,Layer6,50,Layer6,NA,NA
ENSG00000050730,TNIP3,HumanPilot,Layer6,51,Layer6,NA,NA
ENSG00000187122,SLIT1,HumanPilot,Layer6,52,Layer6,NA,NA
ENSG00000118946,PCDH17,HumanPilot,Layer6,53,Layer6,NA,NA
ENSG00000132359,RAP1GAP2,HumanPilot,Layer6,54,Layer6,NA,NA
ENSG00000165643,SOHLH1,HumanPilot,Layer6,55,Layer6,NA,NA
ENSG00000113361,CDH6,HumanPilot,Layer6,56,Layer6,NA,NA
ENSG00000163873,GRIK3,HumanPilot,Layer6,57,Layer6,NA,NA
ENSG00000050165,DKK3,HumanPilot,Layer6,58,Layer6,NA,NA
ENSG00000158089,GALNT14,HumanPilot,Layer6,59,Layer6,NA,NA
ENSG00000154027,AK5,HumanPilot,Layer6,60,Layer6,NA,NA
ENSG00000152154,TMEM178A,HumanPilot,Layer6,61,Layer6,NA,NA
ENSG00000170893,TRH,HumanPilot,Layer6,62,Layer6,NA,NA
ENSG00000167941,SOST,HumanPilot,Layer6,63,Layer6,NA,NA
ENSG00000133424,LARGE1,HumanPilot,Layer6,64,Layer6,NA,NA
ENSG00000118523,CTGF,HumanPilot,Layer6,65,Layer6,NA,NA
ENSG00000175906,ARL4D,HumanPilot,Layer6,66,Layer6,NA,NA
ENSG00000111670,GNPTAB,HumanPilot,Layer6,67,Layer6,NA,NA
ENSG00000255399,TBX5-AS1,HumanPilot,Layer6,68,Layer6,NA,NA
ENSG00000082497,SERTAD4,HumanPilot,Layer6,69,Layer6,NA,NA
ENSG00000203685,STUM,HumanPilot,Layer6,70,Layer6,NA,NA
ENSG00000122254,HS3ST2,HumanPilot,Layer6,71,Layer6,NA,NA
ENSG00000149735,GPHA2,HumanPilot,Layer6,72,Layer6,NA,NA
ENSG00000102471,NDFIP2,HumanPilot,Layer6,73,Layer6,NA,NA
ENSG00000167323,STIM1,HumanPilot,Layer6,74,Layer6,NA,NA
ENSG00000108684,ASIC2,HumanPilot,Layer6,75,Layer6,NA,NA
ENSG00000158258,CLSTN2,HumanPilot,Layer6,76,Layer6,NA,NA
ENSG00000144339,TMEFF2,HumanPilot,Layer6,77,Layer6,NA,NA
ENSG00000138650,PCDH10,HumanPilot,Layer6,78,Layer6,NA,NA
ENSG00000163618,CADPS,HumanPilot,Layer6,79,Layer6,NA,NA
ENSG00000144369,FAM171B,HumanPilot,Layer6,80,Layer6,NA,NA
ENSG00000259277,AC127522.1,HumanPilot,Layer6,81,Layer6,NA,NA
ENSG00000058866,DGKG,HumanPilot,Layer6,82,Layer6,NA,NA
ENSG00000134313,KIDINS220,HumanPilot,Layer6,83,Layer6,NA,NA
ENSG00000167618,LAIR2,HumanPilot,Layer6,84,Layer6,NA,NA
ENSG00000182379,NXPH4,HumanPilot,Layer6,85,Layer6,NA,NA
ENSG00000187672,ERC2,HumanPilot,Layer6,86,Layer6,NA,NA
ENSG00000107338,SHB,HumanPilot,Layer6,87,Layer6,NA,NA
ENSG00000171509,RXFP1,HumanPilot,Layer6,88,Layer6,NA,NA
ENSG00000106829,TLE4,HumanPilot,Layer6,89,Layer6,NA,NA
ENSG00000143126,CELSR2,HumanPilot,Layer6,90,Layer6,NA,NA
ENSG00000088986,DYNLL1,HumanPilot,Layer6,91,Layer6,NA,NA
ENSG00000051382,PIK3CB,HumanPilot,Layer6,92,Layer6,NA,NA
ENSG00000197045,GMFB,HumanPilot,Layer6,93,Layer6,NA,NA
ENSG00000176956,LY6H,HumanPilot,Layer6,94,Layer6,NA,NA
ENSG00000163527,STT3B,HumanPilot,Layer6,95,Layer6,NA,NA
ENSG00000095713,CRTAC1,HumanPilot,Layer6,96,Layer6,NA,NA
ENSG00000054938,CHRDL2,HumanPilot,Layer6,97,Layer6,NA,NA
ENSG00000153904,DDAH1,HumanPilot,Layer6,98,Layer6,NA,NA
ENSG00000249853,HS3ST5,HumanPilot,Layer6,99,Layer6,NA,NA
ENSG00000138190,EXOC6,HumanPilot,Layer6,100,Layer6,NA,NA
ENSG00000184113,CLDN5,spatialDLPFC,L1,1,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000149591,TAGLN,spatialDLPFC,L1,2,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000101335,MYL9,spatialDLPFC,L1,3,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000107796,ACTA2,spatialDLPFC,L1,4,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
ENSG00000175899,A2M,spatialDLPFC,L1,5,Sp09D01 ~ L1,Sp09D01,Sp09D01 ~ L1
