Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000106853,PTGR1,112,1.80853,17,-1.2317,24,-0.8492,13,-1.5866,49,0.43784,46,0.35642,31,-0.3026
ENSG00000242616,GNG10,112,0.29047,81,-0.2084,93,-0.0002,86,-0.1116,118,0.42361,91,-0.0338,69,-0.4974
ENSG00000148154,UGCG,112,1.35552,25,-1.0204,30,-0.8887,28,-0.8204,75,0.76555,61,0.40388,37,-0.4687
ENSG00000106868,SUSD1,112,3.14443,7,-1.4924,5,-2.3315,20,0.01759,18,-0.1957,23,0.27480,9,-1.2558
ENSG00000119314,PTBP3,112,2.84784,4,-2.3856,11,-1.3169,19,-0.2865,19,-0.3190,29,0.46358,9,-1.3559
ENSG00000119471,HSDL2,112,2.22300,50,0.80392,28,-0.1404,49,0.76170,6,-2.4952,16,-1.0077,13,-1.3266
ENSG00000148153,INIP,112,2.53849,22,-0.2435,14,-1.1053,17,-0.6449,21,-0.3751,21,-0.3095,23,-0.2161
ENSG00000148158,SNX30,112,2.16354,16,-1.0110,17,-1.1279,27,-0.1968,19,-0.8291,15,-1.1204,58,1.10871
ENSG00000285447,ZNF883,112,3.36984,19,0.10712,8,-1.4442,1,-3.3802,12,-0.7032,9,-1.0492,15,-0.3440
ENSG00000119321,FKBP15,112,3.20684,18,-0.1333,4,-2.5032,25,0.36827,12,-0.7248,13,-0.6659,15,-0.3770
ENSG00000136868,SLC31A1,112,3.23208,18,-0.0541,14,-0.5346,8,-1.3647,9,-1.2147,14,-0.4696,4,-2.4725
ENSG00000176386,CDC26,112,2.29242,26,-0.2077,19,-0.7706,27,-0.1428,18,-0.7905,26,-0.1799,25,-0.2508
ENSG00000136875,PRPF4,112,2.85446,3,-2.6984,12,-1.1401,28,0.33600,21,-0.0904,11,-1.1900,19,-0.3007
ENSG00000119431,HDHD3,112,3.06359,13,-0.7349,11,-1.0638,11,-0.8613,15,-0.4701,17,-0.2839,10,-1.1330
ENSG00000148218,ALAD,112,2.15252,46,0.58859,21,-0.7762,34,0.13968,17,-0.9754,23,-0.4791,26,-0.3068
ENSG00000148229,POLE3,112,1.93948,32,-0.1334,20,-1.0397,17,-1.0453,41,0.28397,28,-0.3704,38,0.13118
ENSG00000138835,RGS3,112,2.84197,16,-0.5461,9,-1.6610,27,0.25782,20,-0.2166,18,-0.3712,14,-0.7165
ENSG00000095397,WHRN,112,3.37607,13,-0.4612,4,-2.4321,2,-2.7333,29,0.85247,7,-1.4971,10,-1.0076
ENSG00000136888,ATP6V1G1,112,-0.3822,125,-0.2126,115,-0.4369,164,0.21239,208,0.66238,186,0.45663,106,-0.4922
ENSG00000157693,TMEM268,112,1.46293,24,-0.9944,30,-0.7780,29,-0.7134,59,0.43472,32,-0.6077,64,0.59085
ENSG00000148219,ASTN2,112,1.56751,27,-0.7126,23,-1.1420,161,2.25470,21,-1.1430,5,-3.2929,58,0.52258
ENSG00000119401,TRIM32,112,2.88628,4,-2.4851,9,-1.6350,25,0.19857,25,0.23445,17,-0.3905,13,-0.8159
ENSG00000078725,BRINP1,112,0.13184,25,-2.0943,72,-0.6950,18,-2.5775,179,1.00986,181,1.02798,86,-0.2888
ENSG00000136861,CDK5RAP2,112,2.40851,13,-1.1669,15,-1.0734,0,-6.4006,28,0.04851,43,0.76585,16,-0.9192
ENSG00000106780,MEGF9,112,1.20652,42,-0.3661,38,-0.6623,46,-0.2252,65,0.36217,45,-0.2597,59,0.18119
ENSG00000119402,FBXW2,112,1.57591,17,-1.4075,28,-0.8137,52,0.29629,35,-0.3330,42,-0.0194,55,0.43823
ENSG00000095261,PSMD5,112,3.04666,11,-0.9205,7,-1.9255,14,-0.5552,22,0.11559,19,-0.1124,11,-1.0045
ENSG00000119396,RAB14,112,-0.1868,110,-0.2161,91,-0.6391,146,0.22980,182,0.65310,128,0.02107,144,0.22938
ENSG00000148180,GSN,112,0.20272,421,2.55777,89,-0.2010,137,0.52883,45,-1.2508,25,-2.1376,55,-0.9409
ENSG00000148175,STOM,112,1.82275,89,1.41267,51,0.68677,20,-0.9494,13,-1.7001,9,-2.1709,9,-2.1055
ENSG00000136848,DAB2IP,112,1.55145,27,-0.7028,31,-0.6806,27,-0.7436,40,-0.1463,76,1.00435,23,-1.0228
ENSG00000119421,NDUFA8,112,-0.7489,162,-0.1790,157,-0.3038,270,0.62447,275,0.73094,178,-0.0402,146,-0.3669
ENSG00000106852,LHX6,112,1.87179,7,-2.3667,16,-1.4965,215,3.28474,5,-2.9485,17,-1.1778,16,-1.3002
ENSG00000119446,RBM18,112,1.37694,23,-1.0903,30,-0.8929,62,0.41277,45,-0.1077,45,-0.1240,64,0.49594
ENSG00000056586,RC3H2,112,1.39617,34,-0.5238,36,-0.5536,55,0.23813,29,-0.8166,38,-0.3757,70,0.69120
ENSG00000011454,RABGAP1,112,0.88855,37,-0.8221,50,-0.4918,70,0.13952,61,-0.0878,37,-0.8924,109,0.96394
ENSG00000165209,STRBP,112,0.98300,38,-0.7256,34,-1.0996,16,-1.9790,113,1.14427,77,0.41837,53,-0.2082
ENSG00000119522,DENND1A,112,2.06739,24,-0.4717,25,-0.5532,28,-0.2693,15,-1.2322,31,-0.0815,36,0.16009
ENSG00000106689,LHX2,112,0.77206,38,-0.8918,73,0.12912,10,-2.7625,63,-0.1530,117,0.96296,40,-0.8606
ENSG00000236668,AC006450.3,112,3.31483,8,-1.1674,13,-0.7052,0,-4.8774,8,-1.3399,25,0.48783,2,-2.9056
ENSG00000119408,NEK6,112,2.91519,10,-1.1507,19,-0.2330,1,-4.1352,14,-0.7239,13,-0.8269,15,-0.6075
ENSG00000136930,PSMB7,112,-0.6799,129,-0.4650,160,-0.1760,183,0.07731,252,0.65752,183,0.08606,165,-0.0907
ENSG00000136942,RPL35,112,-2.7720,1507,1.21364,775,0.17037,746,0.06648,665,-0.1232,602,-0.2888,650,-0.1628
ENSG00000136950,ARPC5L,112,-0.5806,72,-1.2387,131,-0.4416,103,-0.7054,282,0.99590,232,0.62208,141,-0.2430
ENSG00000173611,SCAI,112,1.20464,16,-1.7753,25,-1.3783,45,-0.2600,81,0.75450,80,0.73635,47,-0.1978
ENSG00000119414,PPP6C,112,1.03454,44,-0.4260,41,-0.6828,47,-0.3544,71,0.33538,63,0.12323,63,0.12915
ENSG00000136933,RABEPK,112,2.44068,23,-0.2435,21,-0.5041,23,-0.2389,17,-0.7205,9,-1.7023,29,0.12964
ENSG00000044574,HSPA5,112,-0.8094,166,-0.2102,146,-0.5106,271,0.56599,231,0.34424,212,0.19318,222,0.27360
ENSG00000165219,GAPVD1,112,2.12994,18,-0.8334,17,-1.1045,40,0.37587,27,-0.2833,18,-0.8790,41,0.45263
ENSG00000119487,MAPKAP1,112,1.56210,47,0.11991,31,-0.6164,18,-1.3462,45,0.08494,50,0.24365,35,-0.3584
ENSG00000196814,MVB12B,112,2.21609,33,0.10545,22,-0.6223,45,0.62542,20,-0.7156,19,-0.7908,21,-0.6186
ENSG00000169155,ZBTB43,112,2.95692,10,-1.0923,10,-1.3796,19,-0.1959,19,-0.1964,16,-0.4768,14,-0.6577
ENSG00000136828,RALGPS1,112,2.11911,11,-1.5647,20,-0.8912,46,0.56746,25,-0.3839,22,-0.6198,37,0.22730
ENSG00000136895,GARNL3,112,2.03668,28,-0.2586,26,-0.4568,57,0.84322,4,-3.0273,0,-7.3525,62,1.11462
ENSG00000136856,SLC2A8,112,2.13575,17,-0.9548,23,-0.6038,21,-0.5970,37,0.28318,10,-1.7875,37,0.28189
ENSG00000197958,RPL12,112,-2.1842,1203,1.52252,580,0.41930,418,-0.2094,367,-0.4426,376,-0.4046,342,-0.5560
ENSG00000148356,LRSAM1,112,1.82984,16,-1.2162,23,-0.9343,52,0.51444,40,0.11417,28,-0.4714,39,0.08216
ENSG00000136854,STXBP1,112,-2.3027,179,-1.6056,417,-0.4339,531,0.03614,739,0.62515,605,0.26387,784,0.73461
ENSG00000187024,PTRH1,112,2.53382,12,-1.0911,12,-1.3385,26,0.00478,27,0.09265,23,-0.1841,18,-0.5586
ENSG00000095370,SH2D3C,112,2.76842,6,-2.0201,11,-1.3460,19,-0.2912,22,-0.1207,15,-0.7144,25,0.08967
ENSG00000136807,CDK9,112,1.64203,44,0.09850,23,-1.0640,30,-0.4868,55,0.50667,34,-0.3224,40,-0.0657
ENSG00000136877,FPGS,112,3.45526,14,-0.3441,6,-1.9000,18,0.01472,12,-0.6177,8,-1.2116,11,-0.7417
ENSG00000106991,ENG,112,2.93583,42,1.05656,21,-0.0616,12,-0.8436,5,-2.3187,6,-1.9693,5,-2.1134
ENSG00000106992,AK1,112,-0.2156,206,0.75211,128,-0.0033,151,0.25384,120,-0.1112,68,-1.0199,155,0.32992
ENSG00000160408,ST6GALNAC6,112,-0.3046,138,0.02356,174,0.54002,163,0.28232,82,-0.8293,77,-0.9328,172,0.40796
ENSG00000136840,ST6GALNAC4,112,3.23308,18,-0.1176,11,-1.0415,1,-3.8158,16,-0.2510,8,-1.4133,13,-0.5649
ENSG00000136908,DPM2,112,0.39588,46,-0.9613,74,-0.3122,54,-0.7161,120,0.56454,128,0.68006,62,-0.5454
ENSG00000167106,FAM102A,112,1.28780,80,0.73145,35,-0.6898,45,-0.1822,25,-1.1132,63,0.37474,51,0.03104
ENSG00000148339,SLC25A25,112,1.77772,5,-3.0340,21,-1.1042,28,-0.4730,46,0.31924,41,0.10454,48,0.37987
ENSG00000148334,PTGES2,112,0.22064,52,-0.9597,92,-0.1176,106,0.13176,91,-0.1127,115,0.29210,107,0.17291
ENSG00000171159,C9orf16,112,-2.5575,576,-0.1086,733,0.37305,483,-0.3795,659,0.11142,669,0.13576,635,0.04673
ENSG00000148337,CIZ1,112,1.96367,22,-0.7065,27,-0.4782,9,-1.9327,40,0.22629,21,-0.7741,39,0.18597
ENSG00000106976,DNM1,112,-2.6349,215,-1.6754,452,-0.7105,724,0.16626,1077,0.90682,856,0.47957,871,0.51080
ENSG00000167110,GOLGA2,112,1.18059,39,-0.4847,33,-0.9036,60,0.16099,53,-0.0101,36,-0.6568,88,0.88514
ENSG00000175854,SWI5,112,2.43987,29,0.11272,29,0.13414,9,-1.5985,13,-1.1464,21,-0.4471,10,-1.5680
ENSG00000167112,TRUB2,112,0.83035,35,-0.9524,45,-0.7295,60,-0.1569,94,0.60979,63,-0.1004,81,0.33476
ENSG00000167113,COQ4,112,0.93571,56,-0.1670,47,-0.5394,69,0.14999,60,-0.0544,70,0.20928,61,-0.0215
ENSG00000167114,SLC27A4,112,0.95168,30,-1.1027,34,-1.1205,77,0.33870,73,0.29917,58,-0.0977,93,0.72224
ENSG00000167118,URM1,112,1.68978,58,0.58315,28,-0.7121,13,-1.6858,47,0.26597,44,0.15079,24,-0.8585
ENSG00000207955,AL359091.1,112,3.53576,81,2.72567,4,-2.2816,5,-1.8948,0,-8.6039,1,-4.1168,4,-2.2558
ENSG00000167123,CERCAM,112,3.58932,71,2.50262,4,-2.2993,0,-4.3066,2,-2.7674,0,-6.4021,7,-1.4276
ENSG00000197694,SPTAN1,112,-1.7733,279,-0.4043,352,-0.0599,364,0.00709,450,0.37983,425,0.27846,397,0.15938
ENSG00000119333,WDR34,112,3.15069,13,-0.5729,13,-0.7905,9,-1.1217,14,-0.5625,7,-1.5422,14,-0.5282
ENSG00000119335,SET,112,-0.8734,238,0.28899,172,-0.2771,201,0.02703,243,0.35343,235,0.29945,188,-0.0872
ENSG00000160445,ZER1,112,0.13346,68,-0.6204,79,-0.5066,55,-0.9335,129,0.39440,126,0.35724,135,0.48583
ENSG00000107021,TBC1D13,112,1.90973,19,-0.9463,39,0.17840,22,-0.7459,20,-0.9173,23,-0.7367,35,-0.0214
ENSG00000167136,ENDOG,112,1.15494,40,-0.4849,42,-0.5174,79,0.57838,60,0.15605,53,-0.0598,43,-0.3784
ENSG00000198917,SPOUT1,112,3.01811,18,-0.2341,6,-2.0717,11,-0.9182,6,-1.8952,15,-0.5381,32,0.75743
ENSG00000136802,LRRC8A,112,1.00558,71,0.27523,56,-0.1166,59,-0.0231,73,0.35743,46,-0.4257,35,-0.8717
ENSG00000175287,PHYHD1,112,3.65805,34,1.15979,15,-0.1298,0,-6.2428,0,-8.7159,1,-4.0652,3,-2.5934
ENSG00000148341,SH3GLB2,112,-0.3014,112,-0.2994,113,-0.3724,77,-0.8605,167,0.35681,173,0.42663,166,0.35378
ENSG00000148343,MIGA2,112,2.74881,20,-0.2768,13,-1.1329,5,-2.3535,24,0.02977,22,-0.1470,14,-0.8014
ENSG00000167130,DOLPP1,112,3.10156,14,-0.5807,9,-1.3933,21,0.08778,15,-0.4740,11,-0.9411,13,-0.6802
ENSG00000095321,CRAT,112,1.52633,36,-0.3022,29,-0.8173,41,-0.1101,37,-0.3035,36,-0.3474,62,0.60460
ENSG00000119383,PTPA,112,-0.2661,92,-0.5693,114,-0.3101,138,0.05971,144,0.13937,131,-0.0167,189,0.62536
ENSG00000188483,IER5L,112,2.75426,14,-0.7377,12,-1.1547,9,-1.4572,20,-0.2909,28,0.30737,13,-0.9950
ENSG00000148335,NTMT1,112,1.47399,33,-0.4669,29,-0.8302,100,1.28354,55,0.33188,34,-0.4624,24,-0.9927
ENSG00000148331,ASB6,112,2.06598,15,-1.1437,11,-1.9604,37,0.19945,35,0.11502,21,-0.7031,54,0.87583
ENSG00000136827,TOR1A,112,1.49402,21,-1.1204,28,-0.9185,48,0.08860,67,0.71778,35,-0.4237,44,-0.0243
ENSG00000136819,C9orf78,112,0.58632,59,-0.4033,51,-0.8068,76,-0.0139,89,0.25268,89,0.25322,98,0.40961
ENSG00000136878,USP20,112,2.04905,20,-0.7568,22,-0.7488,38,0.19536,32,-0.0394,24,-0.5104,29,-0.1983
ENSG00000187239,FNBP1,112,2.44370,57,1.17842,25,-0.1344,13,-1.1240,12,-1.2951,11,-1.4087,12,-1.2442
ENSG00000148358,GPR107,112,2.04227,30,-0.1693,21,-0.8704,37,0.15671,21,-0.7273,31,-0.1057,33,-0.0270
ENSG00000107130,NCS1,112,-1.2022,146,-0.8049,333,0.67687,178,-0.5033,157,-0.7355,319,0.45091,242,-0.0305
ENSG00000130707,ASS1,112,0.57200,10,-2.9531,42,-1.1409,25,-1.6968,129,0.90363,194,1.76916,25,-1.7914
ENSG00000107164,FUBP3,112,2.44885,35,0.38844,17,-0.8519,29,0.10261,16,-0.8696,17,-0.7443,21,-0.4039
ENSG00000130713,EXOSC2,112,2.99494,8,-1.4792,10,-1.3958,14,-0.6580,15,-0.5330,24,0.20953,12,-0.8465
ENSG00000097007,ABL1,112,2.43885,30,0.16385,10,-1.7632,55,1.14095,9,-1.7690,23,-0.2778,27,-0.0281
ENSG00000126878,AIF1L,112,2.14329,143,2.65225,20,-0.8267,32,0.02240,6,-2.4688,5,-2.8126,10,-1.7371
ENSG00000126883,NUP214,112,3.10163,19,-0.1268,12,-0.9476,2,-3.4015,12,-0.7867,16,-0.4106,13,-0.6897
ENSG00000160539,PLPP7,112,2.75089,6,-1.9762,13,-1.1148,18,-0.4021,29,0.34216,14,-0.8626,17,-0.5262
ENSG00000130723,PRRC2B,112,-0.1425,80,-0.6489,114,-0.1432,114,-0.1158,112,-0.1440,130,0.10319,172,0.60218
ENSG00000130714,POMT1,112,1.92379,21,-0.8074,27,-0.5531,9,-1.9924,39,0.14294,37,0.05746,31,-0.2199
ENSG00000130717,UCK1,112,1.84092,43,0.22486,29,-0.4849,52,0.53544,37,-0.0085,21,-0.9481,22,-0.8199
ENSG00000107263,RAPGEF1,112,1.19910,50,-0.1009,46,-0.3069,39,-0.4790,41,-0.4134,29,-0.9734,84,0.80996
ENSG00000160563,MED27,112,2.35163,16,-0.8327,15,-1.1452,8,-1.7868,35,0.33397,29,0.04102,22,-0.3884
ENSG00000196358,NTNG2,112,3.06030,14,-0.5353,19,-0.1213,5,-1.9003,6,-1.9414,22,0.09868,2,-3.5314
ENSG00000107290,SETX,112,2.04581,29,-0.2277,22,-0.7795,12,-1.4497,22,-0.6586,30,-0.1678,43,0.45685
ENSG00000125482,TTF1,112,2.98006,11,-0.9498,8,-1.6964,24,0.19348,13,-0.7393,8,-1.5978,28,0.45477
ENSG00000125484,GTF3C4,112,2.59497,9,-1.5797,21,-0.3873,22,-0.1792,21,-0.2848,9,-1.6762,22,-0.2559
ENSG00000165698,SPACA9,112,2.06033,21,-0.6793,18,-1.0904,31,-0.0858,24,-0.5027,33,0.00651,38,0.26173
ENSG00000165699,TSC1,112,2.25181,17,-0.8083,21,-0.6547,29,-0.0588,21,-0.5605,25,-0.2737,26,-0.2112
ENSG00000148308,GTF3C5,112,2.49590,15,-0.8174,17,-0.8673,29,0.16547,21,-0.3975,21,-0.3469,18,-0.5962
ENSG00000160271,RALGDS,112,1.45298,68,0.60694,30,-0.8224,47,0.02691,34,-0.4718,27,-0.8816,65,0.60633
ENSG00000148296,SURF6,112,1.78338,28,-0.4467,22,-1.0548,32,-0.2896,26,-0.6563,46,0.32167,48,0.37521
ENSG00000148297,MED22,112,2.54704,19,-0.4280,19,-0.6366,12,-1.1764,18,-0.6060,15,-0.8886,27,0.06872
ENSG00000148303,RPL7A,112,-2.6375,1003,0.68650,707,0.17005,633,-0.0462,756,0.25412,648,-0.0119,549,-0.2890
ENSG00000148290,SURF1,112,0.63209,118,0.72523,83,0.20536,61,-0.3246,51,-0.6313,71,-0.0925,55,-0.5187
ENSG00000148291,SURF2,112,1.43030,38,-0.2917,35,-0.5466,33,-0.5269,57,0.35937,51,0.13956,33,-0.5731
ENSG00000148248,SURF4,112,1.05524,47,-0.3097,41,-0.6903,23,-1.3570,86,0.70192,53,-0.1591,65,0.20899
ENSG00000148300,REXO4,112,2.90621,23,0.08694,12,-1.1603,32,0.56797,7,-1.8102,16,-0.4908,13,-0.8006
ENSG00000160326,SLC2A6,112,1.64572,17,-1.3470,24,-1.0171,41,-0.0119,50,0.33277,50,0.33036,35,-0.2492
ENSG00000197859,ADAMTSL2,112,2.82445,14,-0.7213,9,-1.5664,24,0.11290,17,-0.4602,6,-2.1226,31,0.55449
ENSG00000235106,BRD3OS,112,1.14466,42,-0.4128,40,-0.6123,66,0.28020,49,-0.1999,51,-0.1145,67,0.34801
ENSG00000169925,BRD3,112,2.07612,29,-0.1902,25,-0.4867,41,0.36222,21,-0.6836,15,-1.2229,34,0.07157
ENSG00000196363,WDR5,112,2.17828,12,-1.3662,18,-0.9653,16,-0.9524,28,-0.1672,32,0.05899,34,0.16682
ENSG00000186350,RXRA,112,1.69497,42,0.06813,36,-0.2435,25,-0.7432,29,-0.5403,19,-1.1928,53,0.47749
ENSG00000130558,OLFM1,112,-3.3783,286,-2.0079,839,-0.5078,363,-1.6546,1940,1.06126,1901,1.02071,1152,0.10219
ENSG00000196422,PPP1R26,112,2.26889,17,-0.8740,27,-0.1896,18,-0.7442,18,-0.8378,30,0.02211,18,-0.8098
ENSG00000160345,C9orf116,112,2.77281,11,-1.0714,12,-1.1854,0,-5.3985,23,-0.0223,32,0.57218,10,-1.2967
ENSG00000122140,MRPS2,112,1.47947,30,-0.6459,30,-0.7996,45,0.00573,46,0.02702,42,-0.1403,54,0.29493
ENSG00000107147,KCNT1,112,1.65788,18,-1.2515,18,-1.4911,60,0.60729,51,0.39405,37,-0.1802,47,0.24906
ENSG00000130559,CAMSAP1,112,0.82586,19,-1.8495,36,-1.1554,76,0.21399,77,0.24073,91,0.55010,90,0.52289
ENSG00000130560,UBAC1,112,1.16611,48,-0.1834,47,-0.2693,45,-0.2823,52,-0.0672,63,0.26271,40,-0.5044
ENSG00000148411,NACC2,112,1.35516,62,0.37912,64,0.62311,29,-0.7757,21,-1.3554,45,-0.1424,21,-1.3647
ENSG00000238227,TMEM250,112,1.53616,31,-0.5233,33,-0.5708,41,-0.0955,36,-0.3152,49,0.20618,42,-0.0771
ENSG00000160360,GPSM1,112,1.64565,36,-0.2030,29,-0.7063,17,-1.3021,39,-0.0860,34,-0.3139,55,0.50472
ENSG00000165684,SNAPC4,112,3.16126,6,-1.6878,14,-0.7099,9,-1.1947,13,-0.6100,9,-1.2610,16,-0.3885
ENSG00000165688,PMPCA,112,1.43096,22,-1.1044,33,-0.6694,44,-0.0722,42,-0.1592,43,-0.1468,63,0.51557
ENSG00000148384,INPP5E,112,2.85262,10,-1.1826,11,-1.3105,27,0.29958,13,-0.8430,17,-0.4160,19,-0.2590
ENSG00000148396,SEC16A,112,1.79615,27,-0.5423,19,-1.2761,47,0.33734,36,-0.0774,38,0.00507,42,0.17000
ENSG00000148400,NOTCH1,112,3.12725,32,0.75514,17,-0.2993,9,-1.2359,5,-2.1207,7,-1.5487,7,-1.5832
ENSG00000172889,EGFL7,112,0.20288,78,-0.3507,87,-0.2465,71,-0.4969,136,0.57397,85,-0.2447,113,0.24040
ENSG00000165716,DIPK1B,112,0.63061,32,-1.2890,52,-0.7071,78,0.06655,113,0.71948,87,0.24515,74,-0.0339
ENSG00000233016,SNHG7,112,0.59509,87,0.19036,66,-0.3005,80,0.07355,90,0.27363,76,-0.0227,61,-0.3669
ENSG00000244187,TMEM141,112,0.14553,100,-0.0291,94,-0.1616,78,-0.4014,167,0.88670,114,0.19642,48,-1.2201
ENSG00000196642,RABL6,112,-0.0354,77,-0.5958,90,-0.4755,61,-0.9482,113,-0.0234,217,1.17530,108,-0.0877
ENSG00000232434,AJM1,112,1.45395,38,-0.2728,42,-0.1634,24,-0.9925,36,-0.4182,30,-0.6718,61,0.48739
ENSG00000054148,PHPT1,112,-1.0937,298,0.41570,259,0.26150,245,0.10338,228,-0.0064,249,0.14387,167,-0.5264
ENSG00000107223,EDF1,112,-1.7043,432,0.35131,330,-0.0924,402,0.23829,457,0.48842,326,-0.0963,329,-0.0810
ENSG00000159069,FBXW5,112,0.41479,90,0.07154,92,0.14791,82,-0.0685,72,-0.2923,63,-0.5068,97,0.20447
ENSG00000107317,PTGDS,112,-3.0786,4379,2.88704,1081,0.44414,816,-0.1220,306,-1.6897,176,-2.5216,441,-1.1264
ENSG00000148362,PAXX,112,0.56134,82,0.07623,71,-0.2075,121,0.68500,55,-0.5843,83,0.09131,73,-0.1209
ENSG00000107331,ABCA2,112,0.04620,248,1.35484,65,-0.9607,124,0.21586,98,-0.1689,105,-0.0602,129,0.30319
ENSG00000107281,NPDC1,112,-1.5276,201,-0.6497,212,-0.7146,433,0.54643,411,0.51510,407,0.49725,378,0.36177
ENSG00000177239,MAN1B1,112,1.35895,33,-0.5757,42,-0.3042,21,-1.2602,55,0.21739,57,0.27370,37,-0.4431
ENSG00000176978,DPP7,112,0.73942,86,0.31289,57,-0.3998,74,0.08387,79,0.20855,72,0.05597,54,-0.4378
ENSG00000176884,GRIN1,112,-1.8339,158,-1.3251,281,-0.5771,420,0.16643,403,0.11296,508,0.52365,634,0.93830
ENSG00000176101,SSNA1,112,0.55411,116,0.61837,67,-0.3346,70,-0.1864,88,0.20090,76,-0.0654,65,-0.3107
ENSG00000176058,TPRN,112,2.45573,49,0.93773,13,-1.2711,6,-2.0940,25,-0.1023,22,-0.3218,18,-0.6766
ENSG00000187713,TMEM203,112,1.27977,34,-0.6154,33,-0.8039,48,-0.1019,74,0.67389,41,-0.3712,52,0.03543
ENSG00000212864,RNF208,112,0.38953,49,-0.8713,87,-0.0069,30,-1.6148,87,0.00267,82,-0.0944,128,0.67732
ENSG00000188229,TUBB4B,112,-1.5886,195,-0.7600,234,-0.6128,394,0.33168,583,1.10192,313,-0.0358,363,0.21931
ENSG00000188986,NELFB,112,0.98286,68,0.18887,47,-0.5139,58,-0.0674,50,-0.3051,45,-0.4717,85,0.60490
ENSG00000187609,EXD3,112,3.30204,8,-1.1565,9,-1.2841,0,-6.2350,13,-0.5228,11,-0.8326,18,-0.0156
ENSG00000188747,NOXA1,112,2.94058,9,-1.3290,10,-1.4226,9,-1.3308,20,-0.1341,23,0.07788,14,-0.7053
ENSG00000165802,NSMF,112,-1.2961,321,0.31906,325,0.46671,163,-0.7315,169,-0.7194,265,0.01706,324,0.36648
ENSG00000182154,MRPL41,112,-0.8167,178,-0.1059,208,0.18309,321,0.83389,183,-0.0710,196,0.05226,139,-0.5261
ENSG00000148399,DPH7,112,3.25954,14,-0.4757,7,-1.6671,6,-1.7309,14,-0.4940,13,-0.6426,16,-0.2363
ENSG00000165724,ZMYND19,112,2.14691,13,-1.3404,14,-1.4650,28,-0.2013,29,-0.1633,34,0.11338,39,0.35133
ENSG00000197070,ARRDC1,112,2.94342,18,-0.3031,14,-0.7551,8,-1.3940,18,-0.3054,7,-1.6666,17,-0.3544
ENSG00000203993,ARRDC1-AS1,112,3.27040,20,0.06240,10,-1.1029,0,-6.4415,12,-0.7233,14,-0.4942,11,-0.9081
ENSG00000181090,EHMT1,112,3.06107,11,-0.9638,13,-0.9129,9,-1.2447,11,-1.0154,10,-1.1706,22,0.13722
ENSG00000148408,CACNA1B,112,1.18986,19,-1.5612,33,-0.9345,74,0.50677,49,-0.1491,63,0.26944,69,0.43804
ENSG00000015171,ZMYND11,112,0.58629,79,0.03872,71,-0.1568,47,-0.7546,62,-0.3705,63,-0.3486,115,0.71303
ENSG00000151240,DIP2C,112,1.52806,18,-1.2975,25,-1.0827,75,0.85442,35,-0.3832,50,0.22298,49,0.18881
ENSG00000107929,LARP4B,112,1.49092,30,-0.6115,34,-0.5182,15,-1.6375,39,-0.2527,45,-9.5832,61,0.54248
ENSG00000107937,GTPBP4,112,1.91161,36,0.03423,21,-1.0127,19,-0.9213,42,0.29025,32,-0.1926,33,-0.1488
ENSG00000067064,IDI1,112,-0.2020,93,-0.4764,96,-0.5571,165,0.41175,196,0.76683,138,0.13689,117,-0.1442
ENSG00000047056,WDR37,112,2.18848,17,-0.9060,17,-1.1183,47,0.64902,34,0.14246,28,-0.1412,17,-0.9148
ENSG00000185736,ADARB2,112,3.07266,43,1.18951,13,-0.8373,27,0.44236,5,-2.1195,10,-1.1856,1,-3.7811
ENSG00000067057,PFKP,112,-0.9626,96,-1.1824,160,-0.5350,164,-0.3834,392,1.14812,225,0.11710,241,0.24104
ENSG00000107959,PITRM1,112,1.08464,39,-0.5620,40,-0.7048,82,0.56893,59,0.06735,62,0.15157,53,-0.1113
ENSG00000067082,KLF6,112,2.08467,28,-0.2064,18,-1.1307,14,-1.2073,41,0.39898,25,-0.4131,33,0.00618
ENSG00000187134,AKR1C1,112,3.27241,15,-0.3124,7,-1.7800,11,-0.7475,16,-0.2733,20,0.12771,4,-2.4270
ENSG00000196139,AKR1C3,112,3.58759,20,0.23615,14,-0.4123,0,-5.8027,3,-2.5060,10,-0.8518,4,-2.2922
ENSG00000196372,ASB13,112,2.80708,10,-1.2145,17,-0.5212,43,1.01210,12,-0.9929,12,-1.0793,8,-1.6801
ENSG00000108021,TASOR2,112,2.86264,11,-1.1157,13,-1.0139,2,-3.1777,17,-0.4783,22,-0.0450,19,-0.2727
ENSG00000057608,GDI2,112,0.29432,85,-0.1307,75,-0.4237,159,0.87031,117,0.40421,62,-0.6488,95,0.04139
ENSG00000134452,FBH1,112,2.09035,19,-0.7792,18,-1.0504,26,-0.3238,28,-0.2318,38,0.27874,29,-0.1848
ENSG00000134453,RBM17,112,1.35979,68,0.52823,33,-0.7247,47,-0.0377,45,-0.1073,52,0.10411,38,-0.3930
ENSG00000170525,PFKFB3,112,1.68801,43,0.10491,29,-0.6544,29,-0.5056,46,0.21895,38,-0.0898,29,-0.5586
