Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000198925,ATG9A,60,-0.4161,67,-0.2100,105,0.56743,85,0.21378,107,0.60865,48,-0.7022
ENSG00000115661,STK16,31,0.70999,19,-0.2655,22,0.01237,30,0.52590,16,-0.4812,7,-1.7526
ENSG00000127824,TUBA4A,183,-0.4797,255,0.13790,517,1.38571,331,0.56245,126,-1.0006,49,-2.4166
ENSG00000135924,DNAJB2,115,-0.6276,182,0.21925,182,0.18612,230,0.58755,90,-0.9407,205,0.38443
ENSG00000054356,PTPRN,177,-0.4243,244,0.17398,454,1.25272,327,0.65128,116,-1.0358,45,-2.4547
ENSG00000072195,SPEG,22,-0.2001,18,-0.6371,40,0.79207,35,0.57094,32,0.39722,13,-0.9949
ENSG00000123989,CHPF,73,-0.4111,84,-0.1355,149,0.85768,92,0.02564,112,0.35435,58,-0.7213
ENSG00000188760,TMEM198,24,-0.1611,30,0.32474,48,1.08588,33,0.40917,2,-3.5156,14,-0.8946
ENSG00000124006,OBSL1,46,0.10612,41,-0.0977,43,-0.0158,28,-0.7109,48,0.18247,54,0.35931
ENSG00000114923,SLC4A3,72,0.40482,57,-0.0578,128,1.38226,37,-0.7443,16,-1.9436,30,-1.0266
ENSG00000116106,EPHA4,40,-1.2369,108,0.56943,200,1.62030,89,0.14416,58,-0.5583,9,-3.2095
ENSG00000267034,AC010980.1,19,0.00123,22,0.34807,28,0.70182,39,1.27782,0,-5.1936,0,-5.9974
ENSG00000163082,SGPP2,18,-0.3651,8,-1.6798,74,2.34638,15,-0.6099,31,0.59672,2,-3.1234
ENSG00000116120,FARSB,34,-0.8386,51,-0.1036,107,1.19588,83,0.73477,56,0.07670,15,-1.9130
ENSG00000123983,ACSL3,98,-0.0030,90,-0.1746,166,0.90860,135,0.54141,22,-2.2792,87,-0.2057
ENSG00000171951,SCG2,102,-0.6285,119,-0.3551,262,1.03356,126,-0.2245,311,1.36433,13,-3.5803
ENSG00000085449,WDFY1,20,-0.8555,36,0.22705,42,0.47478,57,0.99208,13,-1.4279,32,0.01899
ENSG00000135900,MRPL44,30,-0.3390,34,-0.1238,48,0.45999,53,0.62785,36,-0.0195,26,-0.5554
ENSG00000135919,SERPINE2,177,0.14962,144,-0.2479,92,-0.9181,197,0.30158,138,-0.2808,244,0.67440
ENSG00000036257,CUL3,38,-0.6788,57,0.06932,89,0.80902,80,0.62602,40,-0.5089,43,-0.4198
ENSG00000135905,DOCK10,9,-1.2286,33,1.19519,5,-1.9019,15,-0.3360,9,-1.2083,38,1.19063
ENSG00000168958,MFF,59,-0.4971,103,0.58677,78,0.02244,86,0.18170,35,-1.2303,93,0.32506
ENSG00000173744,AGFG1,24,-0.8517,54,0.65687,51,0.42948,55,0.54886,33,-0.2986,19,-1.1289
ENSG00000153820,SPHKAP,40,0.02325,12,-2.0038,155,2.72300,43,0.14623,8,-2.3250,6,-2.7632
ENSG00000153823,PID1,28,-0.1926,53,1.13591,58,1.08376,23,-0.4946,1,-4.1630,4,-2.8826
ENSG00000187957,DNER,169,-0.2439,173,-0.2032,227,0.27108,184,-0.0753,115,-0.8303,332,0.93921
ENSG00000153827,TRIP12,44,-0.4199,43,-0.4550,66,0.29737,67,0.31771,71,0.42018,64,0.23569
ENSG00000163053,SLC16A14,12,-0.6922,24,0.53825,39,1.28829,19,0.06358,17,-0.1651,0,-6.8514
ENSG00000135932,CAB39,72,-0.4079,108,0.37312,146,0.83049,106,0.27325,67,-0.4687,39,-1.3149
ENSG00000135916,ITM2C,827,0.03782,681,-0.3271,433,-0.9964,741,-0.1477,586,-0.5247,1712,1.32633
ENSG00000204128,C2orf72,65,0.71017,42,-0.1384,23,-1.0420,69,0.69075,27,-0.8365,32,-0.5600
ENSG00000173692,PSMD1,72,-0.6160,107,0.11723,183,1.03594,154,0.72306,56,-0.9242,55,-0.9593
ENSG00000115053,NCL,133,-0.4189,176,0.10425,159,-0.0765,218,0.45375,174,0.07456,164,-0.0275
ENSG00000187514,PTMA,435,-1.0130,604,-0.4421,359,-1.2012,712,-0.1215,1616,1.32293,1371,1.00965
ENSG00000156973,PDE6D,24,-0.4309,38,0.44838,20,-0.6388,20,-0.6244,31,0.02193,47,0.74895
ENSG00000144524,COPS7B,20,-0.1966,24,0.17395,34,0.75011,40,0.99956,0,-4.7299,14,-0.7132
ENSG00000135930,EIF4E2,25,-0.2737,32,0.18231,58,1.20984,16,-0.9104,23,-0.3743,21,-0.5101
ENSG00000115468,EFHD1,37,-1.1986,46,-0.8287,13,-2.6259,56,-0.4312,30,-1.3666,318,3.06349
ENSG00000204120,GIGYF2,22,-0.4399,28,-0.0079,24,-0.2276,34,0.32470,43,0.72442,23,-0.3257
ENSG00000182600,SNORC,87,-1.2999,77,-1.4900,32,-2.6693,90,-1.1221,180,-0.0252,832,3.20243
ENSG00000066248,NGEF,29,-1.7936,164,1.53000,120,0.61564,136,0.84254,14,-2.6561,10,-3.1231
ENSG00000085978,ATG16L1,12,-0.8479,18,-0.1585,32,0.80210,24,0.30387,29,0.63163,13,-0.6540
ENSG00000077044,DGKD,17,-0.4256,27,0.50456,36,0.90322,25,0.27499,12,-0.8825,8,-1.4414
ENSG00000188042,ARL4C,60,0.18965,52,-0.0829,94,0.92998,54,-0.0268,51,-0.0909,13,-2.2079
ENSG00000157985,AGAP1,59,-0.3947,96,0.55733,55,-0.4664,93,0.40353,37,-1.0613,89,0.32684
ENSG00000132321,IQCA1,13,-0.2371,17,0.28484,18,0.26836,16,0.13538,1,-3.6851,24,0.78300
ENSG00000198612,COPS8,90,-0.2922,133,0.48285,130,0.36084,143,0.52656,45,-1.3089,74,-0.5652
ENSG00000124831,LRRFIP1,31,-0.5481,32,-0.4690,64,0.71580,65,0.75393,59,0.57905,20,-1.1564
ENSG00000132329,RAMP1,181,-0.0680,178,-0.0977,108,-0.8748,81,-1.3235,272,0.62790,322,0.93152
ENSG00000184182,UBE2F,47,0.01345,46,-0.0365,65,0.53375,34,-0.5270,58,0.34329,33,-0.5665
ENSG00000132323,ILKAP,23,-0.3903,29,0.03463,32,0.21379,21,-0.4576,37,0.46508,32,0.20809
ENSG00000144485,HES6,43,0.32536,12,-1.7974,34,-0.1156,47,0.40135,27,-0.4984,74,1.22871
ENSG00000132326,PER2,10,-0.7093,18,0.41358,24,0.84123,13,-0.1671,25,0.85302,0,-6.6593
ENSG00000204104,TRAF3IP1,18,0.03884,20,0.27146,25,0.53630,24,0.51142,5,-1.8417,11,-0.7383
ENSG00000065802,ASB1,25,-0.5506,34,-0.0085,29,-0.3057,29,-0.2964,64,1.07789,35,0.01611
ENSG00000068024,HDAC4,19,-0.4746,28,0.21270,27,0.15887,24,-0.0674,29,0.23581,25,0.01783
ENSG00000130414,NDUFA10,96,-0.3912,107,-0.1950,196,0.85496,150,0.38349,114,-0.0788,86,-0.5256
ENSG00000172428,COPS9,840,0.40872,855,0.44407,500,-0.5074,548,-0.3627,457,-0.6512,584,-0.2604
ENSG00000063660,GPC1,98,0.12647,84,-0.1669,128,0.55338,122,0.47808,64,-0.5858,57,-0.7539
ENSG00000188542,DUSP28,25,0.36822,22,0.09661,21,0.00138,9,-1.3490,16,-0.3956,27,0.41773
ENSG00000142327,RNPEPL1,14,-0.8345,26,0.26229,14,-0.6923,32,0.58266,11,-1.0676,43,1.10964
ENSG00000142330,CAPN10,13,-0.4078,18,0.24303,10,-0.7366,17,0.11448,14,-0.2528,26,0.77420
ENSG00000130294,KIF1A,372,-0.0448,331,-0.2657,656,0.93780,539,0.58814,197,-1.0499,252,-0.6675
ENSG00000122085,MTERF4,11,-1.1017,29,0.70766,26,0.40023,29,0.56533,3,-2.7242,26,0.40193
ENSG00000115685,PPP1R7,70,-0.6681,143,0.71177,130,0.41926,98,-0.0560,111,0.15639,44,-1.2981
ENSG00000115677,HDLBP,102,-0.3305,98,-0.3936,160,0.45529,143,0.26830,164,0.50395,106,-0.2231
ENSG00000168385,SEPTIN2,149,0.13373,138,-0.0035,68,-1.1292,110,-0.3797,134,-0.0518,224,0.81920
ENSG00000115694,STK25,117,-0.2781,126,-0.1433,206,0.70728,171,0.38453,135,-0.0143,89,-0.6710
ENSG00000176720,BOK,13,-1.9555,26,-0.9450,14,-1.6975,50,0.21572,8,-2.4915,199,3.17884
ENSG00000176946,THAP4,31,0.18692,39,0.63644,26,-0.1206,38,0.52142,6,-2.3558,16,-0.9207
ENSG00000168397,ATG4B,40,-0.2219,42,-0.0949,79,0.98321,46,0.06521,33,-0.4803,34,-0.4158
ENSG00000168395,ING5,17,-0.5129,25,0.17521,21,-0.1945,32,0.55395,25,0.12642,22,-0.0955
ENSG00000180902,D2HGDH,27,-0.0214,21,-0.4481,33,0.34038,24,-0.1579,53,1.16945,10,-1.5483
ENSG00000188011,RTP5,18,-0.2046,49,2.14498,19,-0.1086,1,-4.3286,6,-1.7336,2,-3.2728
ENSG00000224318,CHL1-AS2,16,0.37307,16,0.36393,17,0.38569,13,-0.0079,1,-3.3228,11,-0.3227
ENSG00000134121,CHL1,101,-0.7663,183,0.33434,335,1.37058,218,0.58333,43,-1.9700,73,-1.1881
ENSG00000144619,CNTN4,12,-0.6288,23,0.53689,24,0.52601,17,-0.0512,29,0.84018,0,-6.8264
ENSG00000113851,CRBN,37,-0.3443,46,0.04789,60,0.50211,75,0.88947,16,-1.6147,40,-0.1557
ENSG00000175928,LRRN1,18,0.20063,15,-0.1351,14,-0.2400,12,-0.4192,28,0.98281,8,-1.0253
ENSG00000150995,ITPR1,34,-1.0015,98,1.03950,90,0.69005,100,0.86253,20,-1.7192,7,-3.1719
ENSG00000134107,BHLHE40,26,-0.9906,35,-0.4384,87,1.15103,49,0.16053,84,1.09122,17,-1.5325
ENSG00000134108,ARL8B,105,-0.1629,87,-0.5008,260,1.46002,160,0.55789,27,-2.2066,86,-0.4611
ENSG00000196277,GRM7,16,-0.2573,7,-1.5777,93,3.44394,8,-1.3152,0,-5.1543,2,-3.2652
ENSG00000196220,SRGAP3,45,-0.0162,36,-0.4084,113,1.66854,48,0.09527,24,-0.9548,13,-1.8538
ENSG00000206573,THUMPD3-AS1,15,-0.2618,22,0.40799,19,0.12400,26,0.62667,7,-1.3737,15,-0.2364
ENSG00000134077,THUMPD3,17,-0.0653,16,-0.2446,22,0.32623,16,-0.1870,24,0.46449,16,-0.1974
ENSG00000168137,SETD5,16,0.06164,18,0.28366,20,0.46435,19,0.35057,3,-2.2112,13,-0.2902
ENSG00000156959,LHFPL4,26,-0.0561,32,0.31822,54,1.18725,34,0.38548,0,-5.7173,12,-1.2087
ENSG00000163719,MTMR14,13,-0.5265,17,0.00569,21,0.32345,26,0.68807,8,-1.0938,22,0.41357
ENSG00000134072,CAMK1,36,-1.0697,120,1.30919,79,0.30673,73,0.17128,28,-1.3508,36,-0.9507
ENSG00000171148,TADA3,94,-0.0774,90,-0.1472,94,-0.0704,140,0.60440,115,0.27029,65,-0.6504
ENSG00000241553,ARPC4,123,-0.4415,166,0.12254,215,0.54174,206,0.46792,121,-0.4065,127,-0.3273
ENSG00000156990,RPUSD3,30,-0.2803,44,0.47559,46,0.45147,35,0.00112,23,-0.6327,26,-0.4433
ENSG00000171135,JAGN1,19,-0.7971,20,-0.7767,47,0.72088,46,0.70900,15,-1.1058,57,1.09673
ENSG00000163703,CRELD1,36,-0.3306,36,-0.3428,114,1.76440,45,0.06493,12,-1.9521,31,-0.5307
ENSG00000163704,PRRT3,17,-1.1734,44,0.57684,70,1.33159,55,0.89099,11,-1.6114,5,-2.7636
ENSG00000125037,EMC3,43,-0.8078,77,0.24999,90,0.48299,99,0.65088,58,-0.2409,53,-0.3837
ENSG00000254999,BRK1,173,-0.3923,317,0.82232,165,-0.4159,161,-0.4553,268,0.38008,135,-0.7403
ENSG00000157014,TATDN2,22,-1.1743,58,0.63313,42,-0.0239,62,0.64711,66,0.73894,10,-2.1123
ENSG00000157020,SEC13,22,-0.9357,47,0.44247,43,0.21657,30,-0.3859,33,-0.2273,58,0.71704
ENSG00000157087,ATP2B2,165,-0.3758,190,-0.1125,477,1.54761,326,0.82075,70,-1.6572,33,-2.7678
ENSG00000132164,SLC6A11,26,0.97121,15,-0.1707,3,-2.5169,11,-0.6397,16,-0.0549,19,0.27158
ENSG00000157103,SLC6A1,213,-0.1589,213,-0.1644,185,-0.3684,156,-0.6395,115,-1.1157,549,1.55297
ENSG00000197548,ATG7,11,-0.5862,12,-0.3669,36,1.56896,23,0.67656,0,-4.5988,15,-0.0198
ENSG00000144560,VGLL4,34,-0.3562,30,-0.5704,35,-0.2824,31,-0.4437,78,1.09653,59,0.57943
ENSG00000157152,SYN2,297,-0.6165,582,0.69291,788,1.12039,550,0.47337,198,-1.1696,30,-3.9669
ENSG00000075975,MKRN2,16,-0.3874,24,0.29919,31,0.71660,17,-0.2354,14,-0.5978,20,-0.0470
ENSG00000132155,RAF1,28,-0.2086,35,0.17261,26,-0.3297,43,0.48988,23,-0.5142,36,0.22339
ENSG00000144712,CAND2,8,-1.2115,22,0.61477,30,1.06724,9,-0.9155,23,0.56288,8,-1.1320
ENSG00000144713,RPL32,1737,-0.1338,1862,-0.0020,789,-1.3545,1067,-0.8899,3367,1.02899,2492,0.48956
ENSG00000144711,IQSEC1,126,-0.2190,143,0.01930,200,0.59144,258,1.05121,67,-1.1735,67,-1.1683
ENSG00000163517,HDAC11,49,-0.1430,32,-0.9092,55,0.05055,72,0.51234,28,-0.9808,107,1.23571
ENSG00000170876,TMEM43,15,-0.8531,17,-0.6839,28,0.23483,31,0.40260,60,1.58647,13,-0.9377
ENSG00000170860,LSM3,67,-0.7075,155,0.93661,72,-0.5168,78,-0.3844,90,-0.1619,110,0.16838
ENSG00000225733,FGD5-AS1,117,-0.1043,111,-0.1941,118,-0.0748,102,-0.3127,127,0.04554,185,0.68353
ENSG00000177463,NR2C2,17,-0.9389,40,0.63008,37,0.38253,27,-0.1254,17,-0.8248,38,0.45907
ENSG00000131368,MRPS25,50,-0.2079,67,0.33278,80,0.58720,33,-0.8578,55,-0.0230,48,-0.2486
ENSG00000131381,RBSN,39,0.18049,47,0.58714,55,0.74670,28,-0.3448,6,-2.5380,21,-0.8449
ENSG00000131370,SH3BP5,37,-0.6751,61,0.24701,106,1.18537,67,0.36407,18,-1.6953,44,-0.3455
ENSG00000144597,EAF1,17,-0.1794,20,0.20125,36,1.14457,26,0.57982,5,-1.8550,6,-1.7198
ENSG00000206560,ANKRD28,23,-0.1582,23,-0.1337,37,0.61955,19,-0.4757,11,-1.2198,42,0.86129
ENSG00000154813,DPH3,13,-0.8151,19,-0.2109,22,0.08649,22,0.10600,33,0.79972,26,0.33850
ENSG00000131378,RFTN1,16,-1.3101,37,0.18146,78,1.49960,35,0.09902,28,-0.2860,22,-0.6797
ENSG00000154822,PLCL2,23,-0.0672,10,-1.3786,54,1.48613,45,1.14744,18,-0.3750,3,-2.8378
ENSG00000131374,TBC1D5,37,0.03406,33,-0.2060,35,-0.0758,23,-0.7245,39,0.11348,56,0.70192
ENSG00000182568,SATB1,102,0.45444,39,-1.2642,183,1.44081,107,0.46136,57,-0.5680,21,-2.0701
ENSG00000144566,RAB5A,88,-0.1197,96,0.04531,126,0.50393,96,0.04182,86,-0.1275,72,-0.4113
ENSG00000114166,KAT2B,47,0.26447,29,-0.5904,13,-1.7459,55,0.49981,16,-1.4738,90,1.40880
ENSG00000151789,ZNF385D,27,-0.0485,35,0.45279,32,0.22568,57,1.21968,11,-1.4761,0,-6.7401
ENSG00000182247,UBE2E2,33,-0.9322,76,0.60606,79,0.56578,50,-0.1846,89,0.78107,14,-2.1397
ENSG00000170142,UBE2E1,50,0.27991,38,-0.2430,40,-0.1486,25,-0.8470,59,0.49437,48,0.15055
ENSG00000197885,NKIRAS1,23,-0.8591,45,0.41402,67,1.04209,37,0.02604,38,0.06836,15,-1.3619
ENSG00000174748,RPL15,845,-0.1860,1027,0.19035,703,-0.4562,723,-0.4122,1303,0.56773,983,0.08834
ENSG00000174738,NR1D2,29,-0.1807,27,-0.3248,58,1.02634,35,0.14469,0,-5.7032,51,0.78957
ENSG00000151090,THRB,48,-0.0057,78,1.01002,75,0.74090,50,0.04951,3,-3.9497,7,-2.9316
ENSG00000077097,TOP2B,60,-0.2998,67,-0.1039,106,0.69282,91,0.41926,56,-0.3847,58,-0.3061
ENSG00000179796,LRRC3B,36,0.80676,29,0.34623,13,-0.9394,29,0.27703,13,-1.0052,10,-1.4188
ENSG00000187118,CMC1,33,0.22272,38,0.51935,20,-0.6373,33,0.17407,0,-5.8361,40,0.53235
ENSG00000163512,AZI2,42,0.11559,30,-0.5079,65,0.85084,67,0.91800,11,-1.9027,28,-0.5207
ENSG00000163527,STT3B,26,-0.9326,53,0.37812,64,0.63140,106,1.58447,3,-4.0237,21,-1.1821
ENSG00000144645,OSBPL10,9,-1.3690,23,0.12902,34,0.77242,67,2.12329,3,-2.9196,3,-2.7895
ENSG00000152642,GPD1L,29,-0.7400,50,0.25115,93,1.32651,69,0.75414,24,-0.9619,8,-2.5801
ENSG00000144635,DYNC1LI1,23,-0.7284,29,-0.3003,78,1.45148,36,0.10041,26,-0.4244,30,-0.2158
ENSG00000170266,GLB1,21,0.27313,17,-0.0850,18,-0.0184,12,-0.6449,23,0.38490,16,-0.2204
ENSG00000170275,CRTAP,34,-0.5313,25,-1.0412,30,-0.6188,53,0.28381,68,0.70989,91,1.22646
ENSG00000153558,FBXL2,16,-1.4218,38,0.12688,78,1.37702,48,0.48313,49,0.51089,4,-3.1082
ENSG00000153560,UBP1,35,-0.4993,49,0.12623,69,0.69575,58,0.41058,53,0.25717,18,-1.4682
ENSG00000163539,CLASP2,134,-0.1856,143,-0.0555,242,0.85144,192,0.43931,60,-1.4121,133,-0.1746
ENSG00000170248,PDCD6IP,34,-0.4215,33,-0.4831,80,1.09282,41,-0.0548,58,0.49488,29,-0.5998
ENSG00000172995,ARPP21,83,-0.2070,131,0.71666,191,1.28806,78,-0.2670,33,-1.6002,9,-3.5239
ENSG00000178567,EPM2AIP1,29,-0.7512,58,0.52087,54,0.31146,65,0.62731,16,-1.6125,48,0.12980
ENSG00000076242,MLH1,12,-0.2892,17,0.28502,14,-0.0567,19,0.45860,0,-4.4826,24,0.85769
ENSG00000093167,LRRFIP2,13,-1.0555,23,-0.1020,27,0.21868,25,0.04871,32,0.50168,35,0.67092
ENSG00000144674,GOLGA4,29,-0.3576,37,0.07570,19,-1.0140,48,0.50136,51,0.60053,35,-0.0498
ENSG00000144677,CTDSPL,19,-0.2520,27,0.43912,38,0.93280,27,0.36524,3,-2.7102,14,-0.7361
ENSG00000060971,ACAA1,62,0.05480,56,-0.1347,54,-0.1790,70,0.24237,37,-0.7549,85,0.57289
ENSG00000172939,OXSR1,15,-0.3430,16,-0.1993,24,0.49483,25,0.52998,11,-0.7925,22,0.32886
ENSG00000114742,WDR48,31,-0.7471,58,0.44890,55,0.26618,59,0.38365,44,-0.1091,38,-0.3478
ENSG00000114745,GORASP1,19,-0.7235,14,-1.2750,22,-0.4471,34,0.25155,40,0.54426,70,1.57375
ENSG00000168329,CX3CR1,35,0.83575,30,0.52332,7,-1.8237,10,-1.3224,2,-3.5053,37,0.78771
ENSG00000144659,SLC25A38,15,-0.9626,30,0.29573,31,0.27603,37,0.59394,36,0.54584,14,-1.0117
ENSG00000168028,RPSA,597,-0.0480,634,0.06566,354,-0.8727,508,-0.3025,704,0.23238,871,0.59691
ENSG00000168314,MOBP,27,-3.1182,162,-0.2301,20,-3.3380,142,-0.4157,28,-2.8579,898,3.46330
ENSG00000170011,MYRIP,28,0.13955,18,-0.7265,54,1.22726,25,-0.0973,29,0.12287,13,-1.1443
ENSG00000114784,EIF1B,126,-0.3287,188,0.45313,202,0.50507,154,0.04473,149,-0.0072,66,-1.2827
ENSG00000168032,ENTPD3,14,-0.5081,18,-0.1259,35,1.01760,10,-0.9667,38,1.15788,6,-1.7052
ENSG00000188846,RPL14,604,-0.2623,640,-0.1549,379,-0.9611,450,-0.6940,1612,1.51671,624,-0.1730
ENSG00000168036,CTNNB1,135,-0.6337,217,0.25311,201,0.08783,267,0.56884,186,-0.0394,168,-0.2068
ENSG00000182606,TRAK1,51,-0.1842,43,-0.4952,89,0.78265,79,0.56706,52,-0.1349,43,-0.4471
ENSG00000187094,CCK,655,0.00246,1321,1.61051,689,0.08390,135,-2.4333,336,-1.0586,124,-2.5505
ENSG00000114812,VIPR1,12,-0.8038,21,0.14719,43,1.39206,32,0.85399,11,-0.8420,2,-2.9348
ENSG00000093183,SEC22C,27,-0.6920,37,-0.1736,28,-0.5627,45,0.19202,21,-1.0052,99,1.62536
ENSG00000008324,SS18L2,26,-0.7911,50,0.37610,40,-0.0353,30,-0.5065,92,1.42422,15,-1.5778
ENSG00000114857,NKTR,16,-0.6809,20,-0.2898,22,-0.0855,33,0.56969,45,1.09195,16,-0.5915
ENSG00000114853,ZBTB47,43,-0.2149,41,-0.2749,53,0.16201,45,-0.1214,40,-0.2773,78,0.82139
ENSG00000010282,HHATL,67,0.61412,42,-0.2918,58,0.28412,60,0.31874,17,-1.6682,42,-0.2730
ENSG00000181061,HIGD1A,221,-0.2084,284,0.27286,324,0.45800,366,0.66735,109,-1.2847,167,-0.6275
ENSG00000144647,POMGNT2,23,-0.6575,37,0.25325,48,0.62751,21,-0.7023,59,1.00750,15,-1.2521
ENSG00000163788,SNRK,34,0.21221,24,-0.4241,56,1.02656,28,-0.1600,33,0.10987,12,-1.4381
ENSG00000160746,ANO10,12,-0.6741,11,-0.7249,23,0.48998,19,0.17983,8,-1.0558,40,1.50635
ENSG00000179152,TCAIM,13,-0.4243,15,-0.0804,14,-0.2525,35,1.34112,17,0.05965,7,-1.1901
ENSG00000163807,KIAA1143,22,-0.3748,21,-0.4331,47,0.95560,30,0.18703,27,0.01372,24,-0.1418
ENSG00000169964,TMEM42,18,-0.7464,25,-0.1797,43,0.77203,21,-0.3864,25,-0.1120,43,0.76630
ENSG00000163812,ZDHHC3,26,-0.2235,26,-0.2174,47,0.76311,30,-0.0009,27,-0.1786,29,-0.0270
ENSG00000075914,EXOSC7,16,-0.7173,29,0.37601,33,0.56909,33,0.53187,21,-0.1623,13,-0.9197
ENSG00000249992,TMEM158,54,-0.9997,147,0.91242,113,0.27788,222,1.52013,11,-3.2734,14,-2.9013
ENSG00000011376,LARS2,18,-0.0875,19,-0.0112,15,-0.4084,11,-0.9203,41,1.32928,12,-0.6936
ENSG00000211456,SACM1L,23,-0.9872,43,0.16095,77,1.13027,77,1.14012,25,-0.7607,9,-2.2516
ENSG00000163818,LZTFL1,22,-0.3173,30,0.20364,46,0.94573,38,0.57430,12,-1.2156,13,-1.1014
ENSG00000160799,CCDC12,35,-0.5785,44,-0.1563,64,0.49229,49,0.05741,41,-0.2309,70,0.63940
ENSG00000181555,SETD2,13,-0.9339,27,0.31756,37,0.82903,40,0.97090,0,-4.8965,24,0.09029
ENSG00000088727,KIF9,34,0.77769,22,-0.1313,25,0.13824,10,-1.3656,23,-0.0467,17,-0.4759
ENSG00000114648,KLHL18,15,-0.5227,23,0.20653,47,1.44831,19,-0.1363,17,-0.3464,6,-1.8799
ENSG00000076201,PTPN23,27,-0.3828,27,-0.4044,56,0.89335,22,-0.6835,11,-1.7504,71,1.32154
ENSG00000114650,SCAP,41,-0.4492,38,-0.5680,86,0.85772,56,0.12391,55,0.10519,61,0.26664
ENSG00000163832,ELP6,21,-0.2147,27,0.28014,22,-0.1176,17,-0.5280,2,-3.2350,51,1.35242
ENSG00000114646,CSPG5,234,0.76841,140,-0.2732,171,0.09052,166,0.04119,82,-1.0637,126,-0.4032
ENSG00000173473,SMARCC1,20,0.13713,17,-0.1433,17,-0.1490,16,-0.2526,15,-0.3467,26,0.59746
ENSG00000132153,DHX30,70,-0.4581,91,0.01153,124,0.54234,132,0.64981,51,-0.8879,91,0.01646
ENSG00000047849,MAP4,224,-0.2941,313,0.35202,286,0.14657,300,0.22449,146,-0.9293,290,0.16958
ENSG00000164050,PLXNB1,92,0.22946,69,-0.3261,17,-2.3922,84,0.04183,4,-4.5235,229,1.90222
ENSG00000232112,TMA7,634,-0.1969,898,0.49043,433,-0.7758,446,-0.7293,1054,0.68967,631,-0.1773
ENSG00000164054,SHISA5,98,-0.1993,89,-0.3633,134,0.34671,129,0.28784,171,0.77446,61,-0.9112
ENSG00000010256,UQCRC1,164,-0.3348,186,-0.1037,329,0.88516,193,-0.0271,173,-0.2109,177,-0.1709
ENSG00000008300,CELSR3,16,0.19817,15,0.05170,18,0.40277,29,1.23996,0,-4.8178,5,-1.4284
ENSG00000213672,NCKIPSD,34,-0.7443,63,0.43897,88,0.94227,73,0.61421,12,-2.1366,39,-0.4191
ENSG00000068745,IP6K2,39,-0.5413,46,-0.2741,75,0.59470,74,0.56714,61,0.23025,43,-0.3324
ENSG00000114302,PRKAR2A,30,0.22003,16,-0.9406,31,0.22752,33,0.32893,51,1.10204,9,-1.6958
ENSG00000177479,ARIH2,26,-0.2539,28,-0.1247,37,0.37513,33,0.16411,23,-0.3853,37,0.35535
ENSG00000178467,P4HTM,62,-0.4376,92,0.28834,141,0.99976,107,0.50746,21,-2.0307,56,-0.5586
ENSG00000178252,WDR6,38,-0.5560,49,-0.0776,52,0.02272,84,0.85042,45,-0.1999,55,0.10238
ENSG00000178149,DALRD3,20,0.30465,8,-1.1890,30,0.92037,18,0.07085,9,-0.9066,23,0.48581
ENSG00000178057,NDUFAF3,107,-0.4248,167,0.43642,114,-0.2642,89,-0.6627,136,0.01355,189,0.57153
ENSG00000178035,IMPDH2,34,-0.4579,43,-0.0702,43,-0.0380,48,0.13973,53,0.30739,55,0.36489
ENSG00000198218,QRICH1,17,-0.7908,20,-0.5381,51,1.09515,38,0.55551,13,-1.0865,39,0.63313
ENSG00000172053,QARS,27,-0.2652,27,-0.2329,35,0.18465,30,-0.0306,27,-0.2320,48,0.72560
ENSG00000172046,USP19,14,-0.8962,14,-0.8704,32,0.55724,34,0.66167,32,0.56157,30,0.43370
ENSG00000172037,LAMB2,23,-1.1697,16,-1.7280,9,-2.4162,22,-1.1008,146,2.20398,108,1.54409
ENSG00000185909,KLHDC8B,14,-0.3216,22,0.57111,24,0.64192,12,-0.4570,5,-1.6139,18,0.15350
ENSG00000114316,USP4,16,-0.5340,16,-0.5128,41,1.08592,27,0.33900,25,0.24120,16,-0.4731
ENSG00000067560,RHOA,186,-0.4627,179,-0.5290,210,-0.2066,244,0.03884,337,0.58443,387,0.83464
ENSG00000145022,TCTA,35,0.45085,28,-0.0081,35,0.36077,26,-0.1161,16,-0.9192,22,-0.4221
ENSG00000145029,NICN1,26,-0.3278,46,0.79562,45,0.60159,42,0.49537,5,-2.6154,13,-1.2936
ENSG00000173402,DAG1,73,0.36280,50,-0.3853,46,-0.4407,46,-0.4693,42,-0.6107,109,1.00104
ENSG00000164061,BSN,126,-0.4233,177,0.22096,287,1.03324,206,0.44776,139,-0.2137,28,-2.6575
ENSG00000164062,APEH,40,-0.6601,37,-0.7783,93,0.83810,72,0.40099,71,0.37187,66,0.24677
ENSG00000164068,RNF123,18,-0.2158,25,0.42590,26,0.37635,18,-0.2289,26,0.37178,7,-1.5473
ENSG00000176095,IP6K1,63,-0.3773,92,0.34318,131,0.89998,119,0.73175,25,-1.7697,35,-1.2631
ENSG00000164076,CAMKV,151,-0.7169,318,0.72928,353,0.78155,354,0.78693,100,-1.2591,43,-2.5229
