"geneName","LFC","FDR"
"CABLES1","0.6868","0.03219"
"FA2H","0.6860","0.03219"
"ANGPTL4","0.6844","0.03219"
"NAALAD2","0.6825","0.03219"
"RPA1","0.6806","0.03219"
"IFITM3","0.6800","0.03219"
"DGCR8","0.6791","0.03219"
"MED16","0.6763","0.03219"
"SDC4","0.6659","0.03219"
"CPLX3","0.6504","0.03219"
"FBN1","0.6448","0.03219"
"RAB11A","-0.8605","0.03271"
"NAV1","0.9046","0.03272"
"MTURN","0.8945","0.03272"
"MTPN","0.8793","0.03272"
"RPS25","-0.9197","0.03293"
"INVS","-0.9030","0.03321"
"PTGR1","-0.8980","0.03321"
"RNF115","-0.8962","0.03321"
"YWHAQ","-0.8597","0.03327"
"DSCAM","0.8470","0.03327"
"CTNNA3","0.8897","0.03352"
"TMSB10","0.8844","0.03382"
"RPL35","0.8513","0.03382"
"TMEM161B-AS1","-0.7371","0.03483"
"VWC2","-0.8477","0.03494"
"TBCB","0.9633","0.03592"
"TMEM63B","0.9191","0.03592"
"CCSER1","-0.7163","0.03925"
"CYHR1","0.8870","0.03971"
"TTC37","-0.8947","0.04059"
"IDS","0.8200","0.04089"
"ZBTB16","-0.8559","0.04214"
"SV2B","-0.8436","0.04214"
"NDRG3","-0.8374","0.04214"
"GPR158","-0.7498","0.04281"
"DMXL2","-0.9007","0.04365"
"SUMO1","-0.8984","0.04365"
"FGGY","-0.8721","0.04365"
"SCAMP5","0.8993","0.04410"
"DPP7","0.8794","0.04410"
"ZEB1","-0.8444","0.04588"
"TF","0.9160","0.04591"
"FAM50A","0.8984","0.04591"
"RAP1GAP","0.8896","0.04591"
"SRSF6","0.8806","0.04591"
"FXR2","0.8787","0.04591"
"ACAP3","0.8773","0.04591"
"LINC01322","0.8720","0.04591"
"SORCS1","0.8545","0.04591"
"FAM107B","0.8510","0.04591"
"HIPK2","0.8461","0.04591"
"FAM19A1","0.8435","0.04591"
"PTPRJ","0.8431","0.04591"
"PDXK","0.8347","0.04591"
"ANO4","0.8346","0.04591"
"GPT2","0.8315","0.04591"
"CAMK2A","0.8305","0.04591"
"FAM107A","0.8292","0.04591"
"DDX56","0.8274","0.04591"
"PHACTR1","0.8274","0.04591"
"TTC7A","0.8257","0.04591"
"ELOVL1","0.8239","0.04591"
"SMAD5","0.8217","0.04591"
"SPTBN1","0.8204","0.04591"
"PPP1R16B","0.8154","0.04591"
"SOX10","0.8139","0.04591"
"PMVK","0.8108","0.04591"
"ZMIZ2","0.8063","0.04591"
"HEXDC","0.8058","0.04591"
"KCNB2","0.8012","0.04591"
"SYMPK","0.7946","0.04591"
"SGTA","0.7915","0.04591"
"TRMT1","0.7828","0.04591"
"PFKL","0.8754","0.04834"
"FAM20C","0.8636","0.04834"
"DGKG","-0.8607","0.04834"
"MAP2K2","0.8513","0.04834"
"ZBTB7A","0.8510","0.04834"
"DBI","0.8473","0.04834"
"TNR","0.8333","0.04834"
"SUPT3H","-0.8325","0.04834"
"PAN3","-0.8324","0.04834"
"BBS2","0.8235","0.04834"
"SNX25","-0.8147","0.04834"
"RP11-69L16.4","-0.5929","0.04834"
"RP4-665J23.1","-0.5916","0.04834"
"TBCE","-0.5897","0.04834"
"FLT1","-0.5896","0.04834"
"RP11-486G15.2","-0.5880","0.04834"
"HIST1H4C","-0.5865","0.04834"
"NARS2","-0.5858","0.04834"
"RP11-544A12.8","-0.5854","0.04834"
"VIMP","-0.5854","0.04834"
"TRERF1","-0.5850","0.04834"
"ST7-AS2","-0.5836","0.04834"
"MYO5C","-0.5806","0.04834"
"RNF43","-0.5804","0.04834"
"RP11-556I14.2","-0.5794","0.04834"
"MRS2","-0.5772","0.04834"
"TUBGCP4","-0.5740","0.04834"
"TCEAL6","-0.5730","0.04834"
"CREBL2","-0.5707","0.04834"
"GDPD1","-0.5692","0.04834"
"RANGRF","-0.5657","0.04834"
"BANK1","-0.5604","0.04834"
"TMEM178B","0.9439","0.04848"
"MPRIP","0.8752","0.04848"
"DICER1","0.8711","0.04848"
"ENOX1","0.8667","0.04848"
"HSP90B1","0.8240","0.04848"
"ARPP19","0.8857","0.04901"
"PJA2","0.8763","0.04901"
"RNF13","-0.8649","0.04901"
"NAA38","-0.8609","0.04901"
"PIAS1","-0.8243","0.04901"
"CCK","0.8231","0.04901"
"ASPH","-0.8039","0.04901"
"RP11-701H24.9","-0.7927","0.04901"
"TOM1L1","-0.7623","0.04901"
"NEAT1","0.7520","0.04901"
"CA4","-0.7485","0.04901"
"RFC3","-0.7411","0.04901"
"HDGF","-0.7395","0.04901"
"SEC22A","-0.7337","0.04901"
"MT-CO3","0.7268","0.04901"
"AC026202.3","-0.7224","0.04901"
"NRG2","-0.7121","0.04901"
"C12orf29","-0.7057","0.04901"
"CH17-125A10.2","0.6764","0.04901"
"MPPED1","0.6721","0.04901"
"AC091878.1","0.6677","0.04901"
"PGD","0.6664","0.04901"
"PSRC1","0.6659","0.04901"
"VAV2","0.6536","0.04901"
"GPIHBP1","0.6534","0.04901"
"C1QL1","0.6515","0.04901"
"SRPRB","0.6506","0.04901"
"NMRAL1","0.6500","0.04901"
"CDC14B","0.6496","0.04901"
"ZC4H2","0.6473","0.04901"
"SERPINE2","0.6464","0.04901"
"FIGN","0.6459","0.04901"
"GPR37","0.6453","0.04901"
"FOXG1","0.6418","0.04901"
"ZMYND19","0.6414","0.04901"
"SHISA7","0.6413","0.04901"
"POGLUT1","0.6413","0.04901"
"PLOD1","0.6409","0.04901"
"NDST1","0.6406","0.04901"
"MPST","0.6378","0.04901"
"EFEMP2","0.6360","0.04901"
"MAPK3","0.6355","0.04901"
"RFPL1S","0.6354","0.04901"
"HES6","0.6345","0.04901"
"AMDHD2","0.6345","0.04901"
"RAB5A","0.6338","0.04901"
"PRELID2","0.6321","0.04901"
"PPFIBP2","0.6319","0.04901"
"TAC1","0.6298","0.04901"
"CSNK1D","0.6296","0.04901"
"NCAPH2","0.6293","0.04901"
"LINC01358","0.6272","0.04901"
"NAGK","0.6272","0.04901"
"ALK","0.6270","0.04901"
"GSKIP","0.6265","0.04901"
"SLC22A3","0.6252","0.04901"
"FYTTD1","0.6245","0.04901"
"PRPS1","0.6243","0.04901"
"PAQR4","0.6241","0.04901"
"MED27","0.6208","0.04901"
"STARD13","0.6204","0.04901"
"PNCK","0.6189","0.04901"
"TMEM261","0.6172","0.04901"
"MIR137HG","0.6168","0.04901"
"NADK","0.6168","0.04901"
"PLXND1","0.6143","0.04901"
"SYT16","0.6127","0.04901"
"PTCHD2","0.6124","0.04901"
"KIAA1671","0.6122","0.04901"
"TBC1D10B","0.6094","0.04901"
"UHMK1","0.6091","0.04901"
"RIMBP2","0.6071","0.04901"
"ZCCHC3","0.6067","0.04901"
"PDE8B","0.6012","0.04901"
"PDP1","0.6010","0.04901"
"ABCA7","0.5926","0.04901"
"ARHGAP10","0.5840","0.04901"
"ASXL3","0.5821","0.04901"
"WIPF1","0.5788","0.04901"
"TRAP1","0.5718","0.04901"
"LPL","0.5424","0.04901"
"EML5","-0.8732","0.04926"
"RCN1","-0.8355","0.04926"
"VWA8","-0.8282","0.04926"
"CNBP","-0.8176","0.04926"
"LGI4","0.8792","0.04982"
"MYLPF","0.8717","0.04982"
"SLC27A4","0.8558","0.04982"
"GOLGA8B","-0.7889","0.04982"
"POLB","-0.7840","0.04982"
"RBL2","-0.7775","0.04982"
"SNRK","-0.7728","0.04982"
"NDUFAF6","-0.7725","0.04982"
