"geneName","LFC","FDR"
"SEPP1","0.5109","0.00005845"
"CRELD1","0.5155","0.00006125"
"GSTM5","-0.5353","0.00006191"
"ASRGL1","-0.5341","0.00006271"
"ELOVL5","-0.5131","0.00006341"
"AC016831.7","-0.5047","0.00006524"
"CC2D2A","-0.5263","0.00006542"
"NRBP2","-0.5071","0.00006604"
"TTPA","-0.5392","0.00006826"
"MFF","-0.5275","0.00006881"
"RP3-525N10.2","-0.5038","0.00006991"
"PIGC","-0.5290","0.00007007"
"ROR1","-0.5250","0.00007231"
"RANBP17","-0.5050","0.00007364"
"RP11-120J1.1","-0.5242","0.00007521"
"CERS4","0.5083","0.00008065"
"SEMA6D","-0.5194","0.00009801"
"CXCL14","-0.5171","0.0001025"
"AL592183.1","-0.5103","0.0001031"
"FEZ2","-0.5150","0.0001045"
"AC007682.1","-0.5124","0.0001382"
"TOMM7","-0.5050","0.0001390"
"AASS","-0.5079","0.0001483"
"PDLIM3","-0.5026","0.0002046"
