Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000172954,LCLAT1,0,-5.5837,5,-1.8602,12,-0.5029,21,0.38430,5,-1.9139,62,2.23413,27,0.82899
ENSG00000013016,EHD3,24,-2.6711,13,-3.5266,92,-0.7635,239,0.91513,100,-0.6864,255,0.91052,246,0.96873
ENSG00000162961,DPY30,112,0.83813,67,0.02031,47,-0.5815,43,-0.7242,80,0.37370,60,-0.1555,69,0.06301
ENSG00000021574,SPAST,1,-4.0147,32,0.16374,20,-0.5878,24,-0.3237,35,0.35377,28,-0.0474,47,0.86634
ENSG00000119820,YIPF4,26,-1.7961,99,0.23396,75,-0.2038,92,0.13365,95,0.21699,123,0.59111,77,-0.1769
ENSG00000115760,BIRC6,89,1.63529,29,-0.1903,24,-0.5195,29,-0.2108,39,0.32183,6,-2.5935,25,-0.4557
ENSG00000119812,FAM98A,48,-0.2088,52,-0.0809,37,-0.6389,107,1.25993,32,-0.9519,16,-1.8391,78,0.64707
ENSG00000260025,CRIM1-DT,50,0.73675,0,-6.6413,16,-1.1109,21,-0.6296,43,0.62876,17,-0.9708,54,0.98691
ENSG00000150938,CRIM1,352,2.67841,16,-2.3773,53,-0.6730,75,-0.0860,69,-0.2508,23,-1.8559,48,-0.8225
ENSG00000171055,FEZ2,53,-0.5528,83,0.14059,60,-0.3820,42,-0.9679,91,0.37009,92,0.30556,101,0.51810
ENSG00000115808,STRN,0,-6.5599,114,2.09607,27,-0.3626,32,-0.0966,21,-0.8514,33,-0.0478,38,0.23192
ENSG00000008869,HEATR5B,20,-0.2459,11,-1.1186,11,-1.2282,20,-0.3079,22,-0.1161,56,1.40935,35,0.66815
ENSG00000152133,GPATCH11,0,-5.9447,25,0.18707,20,-0.1176,16,-0.4959,29,0.60107,9,-1.2915,33,0.76191
ENSG00000055332,EIF2AK2,35,-0.7920,22,-1.4991,61,0.05769,74,0.37958,75,0.45956,23,-1.4564,69,0.26557
ENSG00000218739,CEBPZOS,32,-0.9481,23,-1.4430,68,0.23778,65,0.13732,69,0.27836,73,0.32158,58,-0.0532
ENSG00000115816,CEBPZ,10,-1.1926,29,0.39166,26,0.19321,24,0.05359,28,0.39072,6,-1.9866,23,0.04107
ENSG00000115828,QPCT,0,-5.5098,0,-7.7348,19,0.30117,14,-0.1998,34,1.67857,0,-6.9663,13,-0.3624
ENSG00000119787,ATL2,80,1.04896,3,-3.5524,22,-1.0228,63,0.72329,37,-0.2348,42,-0.0152,49,0.25701
ENSG00000143889,HNRNPLL,60,0.02098,26,-1.2598,36,-0.8312,49,-0.3250,61,0.05531,110,0.99802,82,0.57322
ENSG00000115875,SRSF7,80,0.31185,58,-0.1884,45,-0.6230,44,-0.6666,86,0.54554,72,0.12688,71,0.13714
ENSG00000188010,MORN2,58,1.29276,17,-0.6940,30,0.21082,18,-0.6223,27,0.04953,9,-1.5286,28,0.08148
ENSG00000115904,SOS1,99,1.85319,30,-0.1497,21,-0.7068,24,-0.5506,34,0.05521,0,-5.2740,37,0.21240
ENSG00000011566,MAP4K3,25,-1.0012,28,-0.7971,28,-0.8626,64,0.50846,42,-0.2468,36,-0.4393,88,1.12774
ENSG00000231312,MAP4K3-DT,72,2.17249,8,-1.3554,18,-0.1679,16,-0.3429,11,-1.0011,17,-0.2294,21,0.06428
ENSG00000152154,TMEM178A,77,-1.0400,57,-1.4722,103,-0.6433,297,1.27481,127,-0.3277,128,-0.2579,187,0.37364
ENSG00000183023,SLC8A1,13,-3.3991,11,-3.6860,113,-0.2662,196,0.70445,169,0.47834,127,-0.0659,159,0.31319
ENSG00000162878,PKDCC,58,1.46395,8,-1.6264,8,-1.7436,49,1.35110,7,-2.0110,31,0.40164,28,0.25887
ENSG00000143924,EML4,35,1.11769,11,-0.6396,9,-1.0390,16,-0.1253,12,-0.7416,29,0.77169,25,0.62619
ENSG00000115944,COX7A2L,57,-1.7023,72,-1.3506,148,-0.2779,314,1.09831,142,-0.3868,100,-0.8558,258,0.70617
ENSG00000057935,MTA3,0,-7.4009,23,-1.4554,46,-0.4700,48,-0.3722,65,0.13796,154,1.55526,83,0.56380
ENSG00000152518,ZFP36L2,342,3.78747,74,0.59247,22,-1.3671,28,-0.9606,25,-1.2466,0,-8.9988,10,-2.4910
ENSG00000138036,DYNC2LI1,0,-6.4602,18,-0.8329,17,-1.0131,41,0.47081,33,0.10768,40,0.39494,51,0.90304
ENSG00000138095,LRPPRC,34,-1.7050,74,-0.5575,78,-0.5131,106,0.00683,136,0.51345,141,0.46156,121,0.23740
ENSG00000138032,PPM1B,0,-7.7498,121,0.71733,67,-0.2492,85,0.15899,74,-0.0878,70,-0.1479,106,0.56554
ENSG00000138078,PREPL,51,-3.5914,130,-2.2160,382,-0.6621,662,0.27024,597,0.10039,652,0.21971,1048,1.15264
ENSG00000171132,PRKCE,0,-7.6024,19,-2.8872,63,-1.2002,229,1.01189,126,-0.0967,80,-0.7839,265,1.31417
ENSG00000116016,EPAS1,1976,5.39251,29,-2.9213,55,-2.1066,43,-2.4609,68,-1.9005,38,-2.5273,23,-3.3875
ENSG00000119729,RHOQ,125,1.11792,102,0.77087,48,-0.4443,33,-1.0794,75,0.34202,43,-0.5862,50,-0.3927
ENSG00000151665,PIGF,10,-0.7946,30,0.90734,9,-1.0029,7,-1.3874,23,0.53899,44,1.53645,11,-0.7269
ENSG00000119878,CRIPT,55,0.06891,83,0.73756,39,-0.4748,45,-0.2671,78,0.82046,32,-0.7413,28,-1.0003
ENSG00000171150,SOCS5,20,-1.1368,18,-1.2666,21,-1.1218,56,0.50490,76,1.28057,6,-2.9052,40,-0.0787
ENSG00000180398,MCFD2,11,-2.5198,32,-0.9180,46,-0.4290,44,-0.5076,90,0.85716,101,0.85622,60,0.01404
ENSG00000143933,CALM2,950,-1.1648,1733,-0.2499,1480,-0.5347,1944,-0.0777,1912,-0.1174,3636,0.94569,2749,0.54032
ENSG00000095002,MSH2,0,-6.0235,12,-0.9266,22,-0.0718,40,0.98616,28,0.35260,0,-6.2889,29,0.40715
ENSG00000184261,KCNK12,0,-6.4892,13,-1.2888,37,0.23332,32,0.00608,34,0.11617,44,0.50847,43,0.54255
ENSG00000138081,FBXO11,0,-7.7030,37,-1.0641,56,-0.4694,68,-0.1561,95,0.47142,48,-0.6745,139,1.16450
ENSG00000170802,FOXN2,8,-1.2050,89,2.78005,11,-0.8647,11,-0.8593,17,-0.1803,16,-0.2173,9,-1.2097
ENSG00000162869,PPP1R21,0,-6.4186,41,0.48526,22,-0.5475,24,-0.3802,30,-0.0241,38,0.33764,52,0.97768
ENSG00000179915,NRXN1,18,-3.9602,26,-3.3966,192,-0.4990,291,0.20731,295,0.25926,417,0.76892,396,0.77334
ENSG00000115239,ASB3,0,-6.6972,29,-0.3858,33,-0.1960,35,-0.0957,38,0.03845,53,0.58204,56,0.75971
ENSG00000068912,ERLEC1,58,-1.0954,89,-0.4480,76,-0.7497,110,-0.1413,141,0.32374,145,0.31094,173,0.66840
ENSG00000068878,PSME4,0,-5.2160,34,1.59405,10,-0.3666,19,0.63866,13,-0.0411,0,-7.0664,13,-0.0162
ENSG00000170634,ACYP2,26,-2.0656,141,0.48836,78,-0.4901,69,-0.6824,139,0.59232,154,0.62617,108,0.06142
ENSG00000115306,SPTBN1,412,-0.5445,629,0.11169,581,-0.0156,502,-0.2622,560,-0.0850,932,0.74870,605,0.05647
ENSG00000214595,EML6,0,-5.7897,10,-1.0433,9,-1.2032,21,0.11864,27,0.67355,20,0.00383,32,0.86595
ENSG00000115310,RTN4,176,-2.6744,861,-0.3073,674,-0.7373,772,-0.5146,859,-0.3718,2426,1.39367,1824,1.02989
ENSG00000143947,RPS27A,2370,1.64787,2525,1.76667,786,-0.2143,508,-0.9264,595,-0.7333,688,-0.4013,365,-1.4465
ENSG00000115355,CCDC88A,178,0.25317,352,1.39265,160,0.09047,145,-0.0776,115,-0.5146,108,-0.5287,115,-0.4696
ENSG00000163001,CFAP36,173,0.59455,50,-1.3069,93,-0.4196,86,-0.5397,170,0.73885,138,0.23489,99,-0.3119
ENSG00000275052,PPP4R3B,0,-6.6740,57,0.72716,33,-0.1396,29,-0.3591,41,0.24323,53,0.60905,38,0.08553
ENSG00000138035,PNPT1,0,-5.5472,40,1.47039,10,-0.8472,9,-0.9825,17,0.02735,27,0.80970,21,0.44382
ENSG00000115380,EFEMP1,25,-1.4577,32,-1.0550,45,-0.6112,19,-1.9264,168,2.44623,35,-0.9299,27,-1.4147
ENSG00000055813,CCDC85A,0,-7.2161,6,-3.1893,34,-0.7535,42,-0.3785,111,1.69289,32,-0.7707,58,0.14270
ENSG00000115392,FANCL,42,0.19526,50,0.46220,18,-1.1535,36,-0.0607,28,-0.5079,55,0.61696,53,0.64933
ENSG00000119866,BCL11A,0,-8.2101,31,-1.8682,88,-0.3238,167,0.81863,93,-0.2526,66,-0.7359,196,1.14385
ENSG00000115421,PAPOLG,0,-5.6375,7,-1.3651,20,0.19134,25,0.60860,13,-0.5231,12,-0.5371,32,1.08064
ENSG00000162929,KIAA1841,0,-5.8745,14,-0.6246,21,0.03016,33,0.85545,29,0.67279,0,-7.7240,20,-0.0699
ENSG00000237651,C2orf74,0,-6.9830,37,-0.2961,47,0.07671,46,0.02639,43,-0.0731,79,0.89121,55,0.34023
ENSG00000115464,USP34,9,-2.5503,74,0.57720,49,-0.0678,60,0.26169,66,0.51628,21,-1.3537,47,-0.1307
ENSG00000082898,XPO1,111,0.66798,77,0.08571,45,-0.7930,43,-0.8607,84,0.27879,82,0.17653,89,0.33985
ENSG00000115484,CCT4,132,0.42625,118,0.24796,66,-0.7010,69,-0.6469,115,0.24257,143,0.55186,104,0.03915
ENSG00000173163,COMMD1,0,-6.1060,49,1.11771,23,-0.1350,19,-0.4540,24,-0.0570,36,0.61367,28,0.20799
ENSG00000115504,EHBP1,71,0.36905,10,-2.4737,56,0.00478,55,-0.0334,53,-0.1116,73,0.42621,69,0.35416
ENSG00000014641,MDH1,39,-3.1781,143,-1.2946,165,-1.1534,190,-0.9335,384,0.27600,917,1.70324,524,0.82097
ENSG00000169764,UGP2,64,-0.8202,58,-0.9549,100,-0.1536,108,-0.0133,152,0.67505,61,-0.8893,127,0.27017
ENSG00000197329,PELI1,130,2.34061,42,0.32939,11,-1.7866,39,0.23186,5,-3.1305,58,0.86974,32,-0.0910
ENSG00000119862,LGALSL,20,-0.6811,8,-1.9618,22,-0.5669,29,-0.1531,43,0.63327,27,-0.2522,46,0.66225
ENSG00000119844,AFTPH,0,-6.3872,36,-0.1424,35,-0.1780,22,-0.9309,47,0.36581,77,1.09692,50,0.44829
ENSG00000115902,SLC1A4,8,-3.4965,8,-3.4972,87,-0.0879,71,-0.4396,164,1.26991,66,-0.5131,106,0.24529
ENSG00000011523,CEP68,52,-0.1198,17,-1.8267,36,-0.7316,74,0.47764,41,-0.5655,74,0.42913,95,0.95649
ENSG00000138069,RAB1A,165,0.18267,92,-0.7186,89,-0.8343,124,-0.2939,194,0.55707,163,0.16015,169,0.24629
ENSG00000138071,ACTR2,161,-0.1768,129,-0.5225,129,-0.5574,105,-0.8904,175,-0.0558,392,1.27806,244,0.54233
ENSG00000198369,SPRED2,26,-0.8828,7,-2.8010,28,-0.8327,44,-0.0607,57,0.43516,46,0.01973,78,0.98242
ENSG00000197223,C1D,54,0.42140,39,-0.1165,25,-0.8433,22,-1.0278,62,0.82130,52,0.33503,38,-0.1700
ENSG00000221823,PPP3R1,40,-2.3776,31,-2.7401,120,-0.8049,313,0.86543,169,-0.2724,260,0.45676,319,0.90440
ENSG00000119865,CNRIP1,9,-3.8218,39,-1.7851,94,-0.5135,169,0.49967,151,0.32096,137,0.10333,186,0.67187
ENSG00000169604,ANTXR1,41,1.27318,60,1.95907,26,0.54735,11,-0.8211,13,-0.6104,0,-7.5849,5,-1.8911
ENSG00000198380,GFPT1,47,-0.2968,32,-0.8791,49,-0.2299,60,0.08987,87,0.88094,19,-1.6378,52,-0.1351
ENSG00000169599,NFU1,0,-5.9492,24,0.12775,16,-0.4631,10,-1.2978,48,1.84460,8,-1.5036,17,-0.4165
ENSG00000115977,AAK1,10,-3.9605,45,-1.7680,130,-0.1988,168,0.24387,163,0.21060,128,-0.2082,244,0.93791
ENSG00000087338,GMCL1,4,-1.8074,17,0.07171,18,0.24356,21,0.45504,19,0.37354,0,-7.3571,17,0.12154
ENSG00000124380,SNRNP27,61,-0.0732,55,-0.2224,50,-0.4026,62,-0.0560,64,-0.0041,107,0.82601,64,0.00533
ENSG00000169564,PCBP1,227,-0.2937,311,0.20068,166,-0.8335,230,-0.2979,323,0.32619,297,0.12894,346,0.41383
ENSG00000116001,TIA1,1,-5.3007,68,0.92336,26,-0.6389,36,-0.0770,52,0.61546,23,-0.7621,43,0.21607
ENSG00000116005,PCYOX1,17,-2.0214,29,-1.2556,45,-0.6157,85,0.45898,82,0.43365,61,-0.1227,88,0.51964
ENSG00000143977,SNRPG,301,2.38878,69,-0.1891,47,-0.8334,34,-1.3428,83,0.12909,83,0.10352,34,-1.3343
ENSG00000035141,FAM136A,0,-6.0771,7,-1.7209,17,-0.5841,26,0.16161,44,1.34603,15,-0.6565,23,-0.0910
ENSG00000163235,TGFA,0,-5.5449,64,2.35114,9,-1.0316,15,-0.1273,21,0.45918,0,-7.3949,12,-0.5183
ENSG00000075340,ADD2,0,-8.8082,13,-3.7263,145,-0.1849,172,0.11009,215,0.58361,147,-0.1396,248,0.78635
ENSG00000144043,TEX261,15,-0.9719,40,0.51234,23,-0.3585,35,0.36041,37,0.48558,8,-1.8870,28,-0.0759
ENSG00000124357,NAGK,110,1.26200,72,0.55088,36,-0.5543,46,-0.1625,39,-0.4737,35,-0.5751,55,0.14337
ENSG00000124383,MPHOSPH10,0,-6.7210,26,-0.5424,28,-0.4640,35,-0.1323,58,0.88787,32,-0.2665,47,0.39025
ENSG00000124374,PAIP2B,0,-6.5766,246,4.02296,25,-0.4788,24,-0.5419,12,-1.6825,0,-8.4255,12,-1.5972
ENSG00000075292,ZNF638,89,0.71912,76,0.44578,53,-0.1355,46,-0.3651,50,-0.2492,72,0.36608,50,-0.2111
ENSG00000003137,CYP26B1,25,-0.8444,8,-2.4568,15,-1.6248,51,0.28910,25,-0.9710,82,1.04441,97,1.58502
ENSG00000144036,EXOC6B,0,-7.4850,71,0.16535,55,-0.2754,75,0.27469,86,0.58838,40,-0.7339,71,0.17945
ENSG00000135638,EMX1,0,-5.5630,0,-7.7879,10,-0.8713,22,0.50460,10,-0.9122,23,0.52391,42,1.80885
ENSG00000144040,SFXN5,11,-3.2681,9,-3.6269,122,0.26035,68,-0.7261,224,1.75367,100,-0.0820,47,-1.3249
ENSG00000135631,RAB11FIP5,11,-1.5911,3,-3.2003,33,0.00959,34,0.06462,32,-0.0348,50,0.67579,49,0.72179
ENSG00000272702,AC010913.1,0,-5.6548,28,0.71638,25,0.58228,14,-0.4340,23,0.48645,17,-0.0291,11,-0.7133
ENSG00000135632,SMYD5,8,-1.7006,22,-0.2395,19,-0.4998,26,0.06510,31,0.39672,25,-0.0587,34,0.48827
ENSG00000135617,PRADC1,44,1.00844,14,-0.7729,11,-1.1515,10,-1.4161,37,0.92059,22,-0.1083,25,0.11388
ENSG00000135624,CCT7,152,0.28041,111,-0.2166,81,-0.7501,83,-0.7176,133,0.08308,286,1.33372,127,-0.0075
ENSG00000163013,FBXO41,0,-7.7016,5,-3.8582,84,0.21105,87,0.26164,89,0.35121,97,0.41696,92,0.36980
ENSG00000135625,EGR4,0,-6.3961,0,-8.6202,18,-0.8174,43,0.64916,40,0.56298,21,-0.5176,48,0.87479
ENSG00000144034,TPRKB,67,2.02937,38,1.01839,12,-0.8120,8,-1.4382,16,-0.4057,35,0.84594,7,-1.6136
ENSG00000144048,DUSP11,0,-5.4273,9,-0.6868,15,-0.0611,19,0.40445,14,-0.0798,5,-1.5187,28,1.12520
ENSG00000114956,DGUOK,37,-0.9089,26,-1.4619,52,-0.4543,69,0.03712,84,0.44176,89,0.43973,82,0.34707
ENSG00000163170,BOLA3,42,-0.2086,27,-0.8520,44,-0.1255,36,-0.4960,68,0.71660,52,0.13786,45,-0.1230
ENSG00000114978,MOB1A,0,-5.8321,40,1.11077,23,0.26674,18,-0.1922,19,-0.0743,12,-0.8325,24,0.34288
ENSG00000204843,DCTN1,137,-0.8391,174,-0.4723,161,-0.6404,200,-0.2832,244,0.05876,439,1.00584,317,0.52263
ENSG00000005448,WDR54,0,-6.3247,16,-0.8299,10,-1.6947,27,-0.1122,35,0.42094,61,1.24134,43,0.74023
ENSG00000115274,INO80B,77,1.62141,18,-0.6847,23,-0.3490,23,-0.3967,21,-0.5957,29,0.02762,34,0.27460
ENSG00000239779,WBP1,137,1.12286,103,0.64547,65,-0.1111,46,-0.6783,76,0.18432,38,-0.9198,51,-0.5207
ENSG00000115275,MOGS,0,-5.3120,22,0.70905,13,-0.1093,14,0.00926,11,-0.3812,17,0.32569,20,0.64556
ENSG00000115307,AUP1,83,0.79881,78,0.68997,31,-0.8050,31,-0.8102,46,-0.1809,42,-0.2856,71,0.60971
ENSG00000115317,HTRA2,32,0.15357,25,-0.1981,26,-0.1567,30,0.04776,24,-0.3792,32,0.16837,37,0.45021
ENSG00000135622,SEMA4F,0,-6.5181,8,-2.0743,17,-1.0123,41,0.39204,35,0.15501,28,-0.2589,67,1.35531
ENSG00000115350,POLE4,85,0.71575,100,0.98879,59,0.13823,51,-0.1080,46,-0.3241,12,-2.2346,49,-0.1680
ENSG00000115364,MRPL19,0,-5.9681,31,0.55242,16,-0.5029,21,-0.0809,38,1.14572,8,-1.5373,19,-0.2568
ENSG00000176204,LRRTM4,0,-6.2799,2,-3.6645,24,-0.2448,21,-0.4260,27,-0.0687,48,0.87690,56,1.32298
ENSG00000066032,CTNNA2,0,-8.7087,22,-2.8503,143,-0.0924,74,-1.1595,203,0.60786,319,1.23636,211,0.61054
ENSG00000162951,LRRTM1,27,-1.3378,2,-4.7554,38,-0.8680,54,-0.2893,76,0.31220,115,0.92444,110,0.97834
ENSG00000163541,SUCLG1,104,0.46466,96,0.34656,43,-0.9707,73,-0.1098,96,0.43681,59,-0.4318,75,-0.0501
ENSG00000034510,TMSB10,5793,1.97634,526,-1.8898,1328,-0.5406,1506,-0.3324,1161,-0.8244,2901,0.74173,1806,-0.0249
ENSG00000176407,KCMF1,34,-0.7515,20,-1.4985,42,-0.4501,63,0.22579,62,0.21737,75,0.47277,70,0.40196
ENSG00000152291,TGOLN2,118,-0.0740,138,0.16821,83,-0.6755,111,-0.1950,112,-0.2013,289,1.39998,111,-0.1855
ENSG00000042445,RETSAT,0,-5.8934,33,0.69204,19,-0.1572,15,-0.5888,26,0.43584,15,-0.5089,29,0.57988
ENSG00000168906,MAT2A,207,1.06374,152,0.54950,53,-1.1537,89,-0.3176,125,0.29671,51,-1.1438,111,0.05575
ENSG00000115486,GGCX,56,1.29077,30,0.23459,14,-0.9392,19,-0.4530,25,-0.0074,10,-1.4368,34,0.47891
ENSG00000168899,VAMP5,542,5.39433,17,-1.7869,18,-1.8376,6,-3.4478,17,-2.0342,0,-9.1329,12,-2.4528
ENSG00000168894,RNF181,117,1.69513,67,0.74041,31,-0.5045,29,-0.6128,35,-0.3704,44,0.06180,28,-0.6965
ENSG00000168883,USP39,0,-6.0427,16,-0.5684,12,-1.0334,33,0.62091,36,0.90041,21,-0.1370,22,-0.1059
ENSG00000115525,ST3GAL5,30,-1.1862,73,0.15894,38,-0.8927,53,-0.3582,66,0.00427,180,1.68305,64,-0.0626
ENSG00000068654,POLR1A,0,-5.2829,13,-0.0623,15,0.14402,19,0.54330,16,0.30818,4,-1.6387,16,0.23364
ENSG00000132300,PTCD3,9,-2.3837,51,0.17824,38,-0.2916,37,-0.3628,58,0.48460,31,-0.5968,66,0.65745
ENSG00000132305,IMMT,109,0.82618,25,-1.4728,54,-0.3227,63,-0.0570,66,0.03392,64,-0.0313,76,0.26951
ENSG00000132313,MRPL35,44,0.19498,20,-0.9810,31,-0.3916,47,0.33485,35,-0.1799,23,-0.8014,59,0.74516
ENSG00000068615,REEP1,0,-7.9994,8,-3.5099,83,-0.1684,149,0.88603,91,-0.0131,36,-1.4033,160,1.02498
ENSG00000115548,KDM3A,0,-5.8892,28,0.42749,17,-0.3789,9,-1.3248,23,0.17015,35,0.83905,34,0.88449
ENSG00000115561,CHMP3,135,0.24560,83,-0.5170,97,-0.2967,83,-0.5554,132,0.24913,157,0.48652,130,0.19631
ENSG00000239305,RNF103,5,-3.5332,74,0.31785,41,-0.6411,52,-0.2659,64,0.12617,113,1.00885,77,0.43429
ENSG00000153561,RMND5A,84,0.37443,57,-0.2448,47,-0.5750,56,-0.2794,88,0.57382,58,-0.2130,64,-0.0795
ENSG00000222041,CYTOR,87,2.60223,1,-3.5097,13,-0.7298,13,-0.7319,10,-1.1377,30,0.65142,20,-0.0194
ENSG00000172086,KRCC1,0,-5.3348,44,1.90822,11,-0.4748,17,0.27115,9,-0.7813,15,0.12686,14,0.03808
ENSG00000144115,THNSL2,14,-0.6658,43,1.09097,17,-0.4346,19,-0.2215,31,0.68686,0,-7.8141,21,-0.0849
ENSG00000172005,MAL,1,-6.3286,803,4.89676,26,-1.9621,14,-2.8897,50,-1.0749,28,-1.7853,17,-2.6379
ENSG00000144029,MRPS5,77,0.99908,44,0.10785,31,-0.4814,27,-0.7072,42,0.02030,48,0.24731,43,0.06013
ENSG00000115041,KCNIP3,4,-3.2044,16,-1.3026,42,0.14002,80,1.35286,28,-0.6192,26,-0.6125,47,0.33597
ENSG00000115042,FAHD2A,0,-6.1623,30,0.23653,20,-0.3956,22,-0.2295,27,0.10558,31,0.30474,40,0.80821
ENSG00000084090,STARD7,80,-0.9307,154,0.06756,98,-0.6829,97,-0.6957,164,0.20709,268,0.96771,193,0.47901
ENSG00000135956,TMEM127,28,-1.5372,16,-2.3821,57,-0.5052,99,0.42330,109,0.69657,73,-0.1035,88,0.21827
ENSG00000144021,CIAO1,1,-6.0336,64,-0.3367,76,-0.0899,90,0.21369,79,-0.0055,94,0.26171,114,0.63878
ENSG00000144028,SNRNP200,21,-1.4053,66,0.29231,50,-0.1378,35,-0.7474,73,0.59363,75,0.49681,52,-0.0918
ENSG00000114982,KANSL3,0,-5.6906,21,0.24421,14,-0.4309,25,0.59341,14,-0.4367,13,-0.5024,31,0.97455
ENSG00000168758,SEMA4C,0,-5.8198,53,1.41360,15,-0.6706,33,0.67456,27,0.37386,0,-7.8297,20,-0.2058
ENSG00000144199,FAHD2B,12,-0.9518,45,1.09494,16,-0.5728,10,-1.2770,28,0.40711,36,0.70282,22,-0.0456
ENSG00000135940,COX5B,514,-0.2110,474,-0.3356,545,-0.1319,386,-0.7048,708,0.36764,1176,1.13576,456,-0.4319
ENSG00000115073,ACTR1B,54,-0.6527,35,-1.2933,75,-0.1751,89,0.13091,83,0.00492,61,-0.4634,133,0.86457
ENSG00000075568,TMEM131,84,0.93375,18,-1.4236,41,-0.2292,68,0.67181,31,-0.7205,43,-0.1194,53,0.19610
ENSG00000040933,INPP4A,0,-7.0924,15,-1.7193,45,-0.1353,50,0.04310,64,0.53734,20,-1.3133,84,1.00372
ENSG00000183513,COA5,23,-0.8482,65,0.79570,18,-1.2219,34,-0.2484,62,0.95635,36,-0.1605,29,-0.4908
ENSG00000115446,UNC50,47,0.21926,50,0.32187,24,-0.8870,30,-0.4943,39,-0.0719,97,1.43605,35,-0.2713
ENSG00000071073,MGAT4A,0,-6.8454,35,-0.2274,23,-0.9581,59,0.66377,44,0.13089,45,0.15172,58,0.61179
ENSG00000196872,KIAA1211L,14,-2.3516,0,-9.2623,35,-1.0813,50,-0.5064,58,-0.2876,197,1.79898,130,1.21960
ENSG00000158411,MITD1,0,-5.2629,24,0.89094,13,0.01077,13,-0.0484,18,0.58586,0,-6.4667,15,0.22174
ENSG00000185414,MRPL30,0,-6.4384,33,0.10391,23,-0.5056,31,0.00127,33,0.14703,22,-0.5110,54,1.03107
ENSG00000115514,TXNDC9,48,1.57799,29,0.68847,14,-0.4895,12,-0.7160,7,-1.5940,34,0.99083,19,0.06536
ENSG00000158417,EIF5B,46,-1.1624,279,1.74464,120,0.32822,132,0.51413,73,-0.5712,24,-2.1383,60,-0.8299
ENSG00000135945,REV1,0,-5.7259,21,0.16562,11,-0.8988,13,-0.6361,31,1.10167,1,-4.1624,31,0.90735
ENSG00000144218,AFF3,0,-6.4106,4,-2.7419,19,-0.7203,62,1.37590,29,-0.0983,28,-0.1274,40,0.50688
ENSG00000170500,LONRF2,0,-9.2851,20,-3.5908,126,-0.9490,260,0.25545,192,-0.2949,591,1.62547,368,0.90934
ENSG00000115526,CHST10,0,-6.6460,21,-0.7704,31,-0.2496,37,0.04044,51,0.72055,22,-0.7223,49,0.55532
ENSG00000115539,PDCL3,41,1.47043,29,0.85889,14,-0.2440,17,0.02406,13,-0.3846,2,-2.9666,13,-0.4350
ENSG00000170485,NPAS2,47,-0.1308,8,-2.7605,39,-0.4403,107,1.41889,34,-0.7434,8,-2.6230,77,0.75709
ENSG00000071082,RPL31,2134,1.33194,1719,0.95694,1083,0.22166,632,-0.6894,707,-0.5517,878,-0.1301,586,-0.8106
ENSG00000158435,CNOT11,0,-5.5760,17,0.00157,13,-0.3891,17,0.00544,29,1.12401,12,-0.4668,13,-0.3890
ENSG00000163162,RNF149,73,1.43740,29,-0.0643,15,-1.1647,23,-0.4307,31,0.06938,13,-1.2652,39,0.46013
ENSG00000175874,CREG2,9,-4.8623,14,-4.3064,186,-0.5550,282,0.14503,171,-0.7579,881,2.11368,381,0.69336
ENSG00000071054,MAP4K4,30,-1.7939,528,3.08755,95,-0.0984,104,0.06376,44,-1.4312,28,-1.8945,45,-1.3156
ENSG00000233639,PANTR1,0,-5.7711,38,1.11139,21,0.12408,12,-0.7382,28,0.78760,24,0.37636,9,-1.2540
ENSG00000198914,POU3F3,70,0.31779,148,1.59131,47,-0.3384,23,-1.4765,87,0.87893,6,-3.2969,31,-1.0095
ENSG00000135972,MRPS9,0,-5.9423,28,0.39659,17,-0.4445,18,-0.3560,29,0.54917,38,0.87709,20,-0.0979
ENSG00000135966,TGFBRAP1,41,1.11945,8,-1.3703,25,0.35984,12,-0.8715,15,-0.6114,27,0.46242,26,0.39218
ENSG00000135974,C2orf49,33,1.00366,24,0.47222,14,-0.3647,14,-0.4023,19,0.18384,15,-0.2701,13,-0.5091
ENSG00000115641,FHL2,69,2.17172,1,-4.0640,6,-1.8652,14,-0.5136,8,-1.4597,30,0.65260,35,1.07176
ENSG00000071051,NCK2,27,-0.4261,22,-0.7387,29,-0.3307,32,-0.1762,46,0.50140,24,-0.5961,47,0.49643
ENSG00000115652,UXS1,105,2.55729,10,-1.3684,19,-0.4737,10,-1.4602,10,-1.5145,45,0.94771,25,0.03535
ENSG00000144057,ST6GAL2,0,-6.2060,5,-2.2806,24,-0.1382,48,1.12728,24,-0.1239,0,-5.2451,45,1.00158
ENSG00000135968,GCC2,52,-0.5856,36,-1.1503,82,0.13893,124,0.90071,82,0.15358,33,-1.2580,65,-0.2487
ENSG00000153201,RANBP2,52,-0.5849,34,-1.2015,57,-0.4868,96,0.40992,73,-0.0854,72,-0.0764,115,0.74901
ENSG00000175701,MTLN,127,1.03848,25,-1.4703,48,-0.5680,34,-1.1193,100,0.82851,90,0.46358,50,-0.4923
