Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000055044,NOP58,28,-0.8782,54,0.24271,49,0.05735,55,0.22732,51,0.17017
ENSG00000204217,BMPR2,88,-0.7827,115,-0.3362,134,-0.0723,167,0.28305,174,0.53522
ENSG00000138439,FAM117B,12,-1.2151,20,-0.3426,23,-0.1447,28,0.20350,34,0.76638
ENSG00000163596,ICA1L,34,-0.5137,36,-0.4282,49,0.13254,59,0.40374,52,0.28733
ENSG00000138442,WDR12,18,-0.1691,12,-0.7555,20,0.02535,18,-0.0760,24,0.50367
ENSG00000138443,ABI2,139,-0.6800,149,-0.5691,228,0.16148,227,0.13630,258,0.51686
ENSG00000173166,RAPH1,22,-0.6337,17,-1.0217,69,1.49128,25,-0.4083,29,-0.2703
ENSG00000118257,NRP2,19,-0.1791,23,0.11591,47,1.57024,13,-0.6795,11,-1.3268
ENSG00000023228,NDUFS1,114,-0.2957,140,0.06129,141,0.07701,162,0.29157,133,-0.0255
ENSG00000114942,EEF1B2,352,0.24632,327,0.11768,279,-0.1650,234,-0.4185,305,-0.0095
ENSG00000204186,ZDBF2,24,-0.6788,30,-0.2917,29,-0.3709,33,-0.1191,49,0.76991
ENSG00000114948,ADAM23,40,-1.2828,48,-1.0307,121,0.57454,104,0.25052,113,0.59490
ENSG00000118246,FASTKD2,32,-0.5749,48,0.12378,57,0.43041,36,-0.3378,46,0.04863
ENSG00000118263,KLF7,15,-0.9529,27,0.02282,27,0.03198,49,0.99053,27,-0.0105
ENSG00000118260,CREB1,19,-0.3030,18,-0.3681,24,0.13669,33,0.62548,23,0.04259
ENSG00000178385,PLEKHM3,20,-0.6931,24,-0.3375,35,0.28017,47,0.74707,31,0.06039
ENSG00000188674,C2orf80,72,-1.0545,102,-0.4975,205,0.75406,82,-0.7825,165,0.45825
ENSG00000115020,PIKFYVE,19,-0.5345,26,-0.0137,38,0.66013,25,-0.0535,24,-0.1573
ENSG00000078018,MAP2,756,-0.0375,1179,0.78967,551,-0.5743,538,-0.5642,746,-0.0776
ENSG00000144406,UNC80,57,-0.4211,66,-0.1821,81,0.18630,102,0.54091,73,0.00875
ENSG00000197713,RPE,15,-0.6085,15,-0.5669,15,-0.5270,28,0.42355,29,0.75240
ENSG00000115365,LANCL1,70,-1.2185,143,-0.0340,146,0.00645,183,0.36739,176,0.44624
ENSG00000178568,ERBB4,40,-0.4462,47,-0.1595,39,-0.4601,19,-1.4839,74,0.92422
ENSG00000144451,SPAG16,36,0.16111,26,-0.4431,28,-0.2793,29,-0.2181,39,0.38043
ENSG00000138363,ATIC,34,-0.2097,34,-0.2393,40,0.06433,61,0.74758,37,-0.0978
ENSG00000115414,FN1,48,1.48470,20,-0.1734,10,-1.3637,9,-1.4279,21,-0.1712
ENSG00000079246,XRCC5,79,-0.7188,78,-0.7352,164,0.56691,121,0.00384,141,0.36822
ENSG00000260804,LINC01963,26,-0.9374,48,0.12530,34,-0.4703,63,0.53705,54,0.43594
ENSG00000144583,MARCH4,11,-1.2944,33,0.57077,31,0.47524,3,-2.7192,27,0.32864
ENSG00000197756,RPL37A,2961,0.70496,2586,0.44543,1599,-0.4054,1017,-1.0628,1739,-0.3306
ENSG00000115461,IGFBP5,57,-0.5373,66,-0.3029,165,1.46343,10,-3.0039,70,-0.2648
ENSG00000163466,ARPC2,115,-0.6725,165,-0.0656,206,0.33229,131,-0.4156,195,0.30688
ENSG00000127837,AAMP,74,-0.3670,72,-0.4020,87,-0.0931,96,0.07714,111,0.46657
ENSG00000127838,PNKD,133,-0.0978,156,0.19007,123,-0.2290,146,0.06154,144,0.05143
ENSG00000135926,TMBIM1,40,1.56849,18,0.00848,14,-0.4127,9,-0.9527,11,-0.9533
ENSG00000144579,CTDSP1,27,1.20645,11,-0.4246,12,-0.3138,11,-0.4260,11,-0.4285
ENSG00000144580,CNOT9,18,-0.5917,25,-0.0874,22,-0.2814,32,0.31320,31,0.42091
ENSG00000074582,BCS1L,18,-0.1350,19,-0.0765,22,0.15551,23,0.25119,19,-0.0675
ENSG00000163481,RNF25,12,-0.5416,11,-0.6104,20,0.32287,21,0.39348,19,0.26370
ENSG00000171450,CDK5R2,80,-0.6156,136,0.30184,118,0.04083,143,0.34401,114,-0.0251
ENSG00000115649,CNPPD1,16,0.21850,9,-0.6467,20,0.64906,21,0.68105,10,-0.6008
ENSG00000144567,RETREG2,152,-0.7221,183,-0.4176,250,0.11814,269,0.22253,283,0.45854
ENSG00000158552,ZFAND2B,29,0.04056,34,0.34098,37,0.48037,35,0.34571,19,-0.8170
ENSG00000115657,ABCB6,24,-0.8352,40,0.05515,59,0.75346,32,-0.2944,38,-0.0620
ENSG00000198925,ATG9A,58,-0.7389,67,-0.4823,153,1.01058,81,-0.1582,87,-0.0619
ENSG00000163516,ANKZF1,13,0.05391,20,0.79750,11,-0.2419,12,-0.1319,10,-0.4695
ENSG00000115661,STK16,20,-0.4512,34,0.45546,16,-0.7999,34,0.42471,28,0.19291
ENSG00000127824,TUBA4A,174,-1.0726,361,0.14758,366,0.17430,512,0.70414,335,0.01674
ENSG00000135924,DNAJB2,164,-0.2448,178,-0.0987,217,0.24608,147,-0.3923,203,0.16715
ENSG00000054356,PTPRN,168,-1.1047,306,-0.1203,452,0.59296,390,0.28137,340,0.08392
ENSG00000072195,SPEG,24,-0.3612,30,-0.0182,37,0.38696,14,-1.0905,33,0.23780
ENSG00000144591,GMPPA,7,-1.2085,11,-0.5253,9,-0.8355,34,1.29736,20,0.63693
ENSG00000123989,CHPF,57,-0.4359,62,-0.3057,94,0.43714,78,0.07709,77,0.09991
ENSG00000188760,TMEM198,20,-0.7573,24,-0.4779,56,1.08919,27,-0.2515,30,-0.1002
ENSG00000124006,OBSL1,59,-0.0143,71,0.30450,46,-0.4501,53,-0.1742,63,0.11941
ENSG00000144589,STK11IP,12,-0.2865,17,0.31205,20,0.54157,18,0.30596,11,-0.5894
ENSG00000114923,SLC4A3,72,-0.1988,77,-0.0774,72,-0.1891,82,0.02371,91,0.27285
ENSG00000116106,EPHA4,61,-1.4338,95,-0.7441,187,0.42753,178,0.29907,190,0.61783
ENSG00000267034,AC010980.1,10,-0.5599,9,-0.7011,12,-0.2223,29,1.19706,16,0.23586
ENSG00000163082,SGPP2,17,-0.9004,25,-0.2910,21,-0.5490,33,0.19003,41,0.83998
ENSG00000116120,FARSB,45,-0.7850,49,-0.6609,64,-0.1995,99,0.51949,94,0.66312
ENSG00000123983,ACSL3,105,-0.9254,149,-0.3511,259,0.63966,230,0.36513,189,0.07412
ENSG00000171951,SCG2,127,-0.7639,177,-0.2174,262,0.48438,229,0.20856,211,0.11993
ENSG00000085449,WDFY1,19,-1.1869,29,-0.5268,51,0.49426,49,0.34578,46,0.37887
ENSG00000135900,MRPL44,27,-0.5272,18,-1.1697,54,0.70684,64,0.87836,36,-0.0537
ENSG00000135919,SERPINE2,186,0.19834,142,-0.2697,365,1.57877,28,-2.6669,103,-0.9626
ENSG00000036257,CUL3,45,-0.8242,44,-0.8634,104,0.62447,96,0.40815,83,0.26626
ENSG00000168958,MFF,67,-0.5463,74,-0.3872,90,-0.0541,114,0.32708,111,0.42968
ENSG00000173744,AGFG1,30,-0.7893,43,-0.1945,76,0.82319,50,0.04394,46,-0.0998
ENSG00000153820,SPHKAP,12,-0.7715,26,0.50860,6,-1.8550,44,1.33374,21,0.13421
ENSG00000153823,PID1,30,-0.8616,44,-0.2044,49,-0.0317,97,1.10419,51,0.06327
ENSG00000187957,DNER,137,-0.4583,189,0.08485,165,-0.1450,167,-0.1114,207,0.32974
ENSG00000153827,TRIP12,40,-0.6104,58,-0.0139,65,0.19763,89,0.68647,56,-0.0803
ENSG00000163053,SLC16A14,15,-0.8494,19,-0.4981,31,0.37695,38,0.64714,27,0.19174
ENSG00000135932,CAB39,79,-0.6878,89,-0.4925,147,0.38092,167,0.54408,128,0.16615
ENSG00000135916,ITM2C,667,0.30785,607,0.13781,621,0.17660,244,-1.2809,537,-0.1014
ENSG00000204128,C2orf72,39,0.17557,53,0.71665,25,-0.6283,20,-0.9032,35,-0.0514
ENSG00000173692,PSMD1,89,-0.8760,127,-0.2838,162,0.13912,193,0.41049,175,0.36365
ENSG00000135931,ARMC9,11,-0.9620,12,-0.8343,31,0.76258,15,-0.4264,25,0.48136
ENSG00000115053,NCL,149,-0.0920,148,-0.1057,144,-0.1473,185,0.25729,165,0.11598
ENSG00000187514,PTMA,487,0.04364,613,0.46126,393,-0.3309,383,-0.3388,465,-0.0481
ENSG00000156973,PDE6D,24,-0.1634,23,-0.1661,37,0.67135,22,-0.2649,24,-0.2084
ENSG00000144524,COPS7B,21,-0.4459,21,-0.3986,35,0.44863,34,0.33734,28,0.04334
ENSG00000135930,EIF4E2,48,0.38799,35,-0.1823,37,-0.0658,51,0.45400,33,-0.3110
ENSG00000115468,EFHD1,53,1.30919,25,-0.1111,23,-0.2742,19,-0.5286,19,-0.7455
ENSG00000204120,GIGYF2,30,0.01462,32,0.13035,33,0.17750,24,-0.3610,29,-0.0987
ENSG00000182600,SNORC,106,1.56304,44,-0.1541,40,-0.3138,31,-0.6853,30,-0.9606
ENSG00000066248,NGEF,111,-1.1373,166,-0.4805,364,0.95458,175,-0.3536,240,0.20583
ENSG00000085978,ATG16L1,13,-0.6750,17,-0.2498,22,0.20829,27,0.52616,21,0.16320
ENSG00000077044,DGKD,11,-0.8634,21,0.14107,26,0.53654,4,-2.1684,22,0.39375
ENSG00000188042,ARL4C,45,-0.7448,103,0.72191,50,-0.5692,38,-0.9201,84,0.42570
ENSG00000157985,AGAP1,96,0.23216,84,0.00394,80,-0.0793,54,-0.6718,87,0.08843
ENSG00000132321,IQCA1,33,0.41201,34,0.46083,36,0.59573,9,-1.5735,18,-0.7494
ENSG00000198612,COPS8,100,-0.5484,101,-0.5472,209,0.76154,150,0.12259,139,0.00397
ENSG00000124831,LRRFIP1,35,-0.3621,46,0.11173,61,0.66316,38,-0.1810,37,-0.2959
ENSG00000132329,RAMP1,185,0.61902,91,-0.6293,197,0.73831,26,-2.4417,120,-0.2051
ENSG00000184182,UBE2F,39,0.04114,32,-0.2963,43,0.20717,44,0.23886,37,-0.0796
ENSG00000132323,ILKAP,28,-0.5590,45,0.24803,50,0.45226,43,0.14811,35,-0.2324
ENSG00000144485,HES6,32,0.90350,27,0.59679,8,-1.4514,37,1.06580,11,-1.1340
ENSG00000132326,PER2,12,-0.4003,14,-0.2108,21,0.55914,28,0.95030,12,-0.5109
ENSG00000204104,TRAF3IP1,13,-0.5547,22,0.26108,13,-0.6050,17,-0.1731,23,0.51408
ENSG00000065802,ASB1,23,-0.2424,40,0.77247,24,-0.2013,21,-0.3474,24,-0.2021
ENSG00000068024,HDAC4,15,-0.6129,17,-0.3922,20,-0.1230,28,0.41089,27,0.46823
ENSG00000130414,NDUFA10,79,-1.0668,152,0.02305,163,0.15346,226,0.66786,158,0.12927
ENSG00000172428,COPS9,747,0.51564,625,0.18524,424,-0.4858,468,-0.2892,534,-0.1201
ENSG00000063660,GPC1,100,-0.0647,91,-0.2191,114,0.18129,110,0.10112,104,0.01673
ENSG00000188542,DUSP28,17,-0.7000,24,-0.1957,35,0.51419,36,0.45656,26,-0.0504
ENSG00000142327,RNPEPL1,21,0.20433,15,-0.3594,16,-0.2746,17,-0.0958,21,0.26893
ENSG00000142330,CAPN10,19,0.19332,19,0.18745,12,-0.4940,24,0.59844,15,-0.2296
ENSG00000130294,KIF1A,424,-0.1027,567,0.42086,411,-0.1556,472,0.07787,417,-0.1658
ENSG00000122085,MTERF4,16,-1.0226,24,-0.3565,37,0.38112,30,-0.0115,36,0.45244
ENSG00000115685,PPP1R7,103,-0.4889,151,0.16458,169,0.37701,125,-0.1524,135,-0.0391
ENSG00000115677,HDLBP,111,-0.3713,108,-0.4100,154,0.20013,154,0.18721,153,0.24955
ENSG00000168385,SEPTIN2,131,0.95691,80,0.03253,58,-0.5305,69,-0.1963,65,-0.4161
ENSG00000115694,STK25,132,-0.2504,128,-0.3122,169,0.18052,178,0.24220,161,0.12459
ENSG00000176946,THAP4,30,-0.4867,36,-0.1862,63,0.80706,31,-0.3992,39,-0.0902
ENSG00000168397,ATG4B,42,-0.6259,62,0.05787,58,-0.0603,76,0.37710,66,0.19618
ENSG00000168395,ING5,22,-0.6855,19,-0.8793,52,0.85825,30,-0.1486,36,0.22785
ENSG00000180902,D2HGDH,19,-0.4228,15,-0.8120,33,0.50565,32,0.43273,26,0.14189
ENSG00000188011,RTP5,22,-0.2019,44,1.09805,43,1.08555,0,-5.1866,13,-1.2609
ENSG00000224318,CHL1-AS2,22,0.23687,22,0.23446,16,-0.2773,8,-1.2554,20,0.16244
ENSG00000134121,CHL1,147,-1.1015,193,-0.6638,410,0.66523,383,0.47022,315,0.22778
ENSG00000144619,CNTN4,16,-1.1208,24,-0.4973,53,0.91740,26,-0.2986,35,0.22512
ENSG00000113851,CRBN,51,-0.2007,42,-0.5104,64,0.20131,94,0.80486,55,-0.0806
ENSG00000175928,LRRN1,18,-0.3032,19,-0.2125,22,0.01652,9,-1.2855,28,0.59655
ENSG00000150995,ITPR1,91,-0.9321,118,-0.4998,191,0.34286,230,0.60843,177,0.26862
ENSG00000134107,BHLHE40,38,-0.6655,44,-0.3981,71,0.43927,77,0.51618,58,0.07748
ENSG00000134108,ARL8B,98,-0.7869,110,-0.5965,234,0.76098,264,0.86641,141,-0.2143
ENSG00000196277,GRM7,19,-0.6855,22,-0.4866,31,0.10133,36,0.36290,35,0.43166
ENSG00000196220,SRGAP3,43,-0.8094,71,0.04327,66,-0.0962,85,0.31040,80,0.33412
ENSG00000206573,THUMPD3-AS1,16,0.13966,26,1.05558,6,-1.3887,19,0.42499,12,-0.4789
ENSG00000134077,THUMPD3,17,-0.7154,19,-0.5370,33,0.38441,26,-0.0345,32,0.42534
ENSG00000168137,SETD5,23,0.40052,27,0.69503,11,-0.9279,22,0.26916,15,-0.4392
ENSG00000156959,LHFPL4,24,-0.5556,31,-0.1497,34,0.02373,35,0.06795,39,0.35722
ENSG00000163719,MTMR14,17,-0.2526,9,-1.2301,26,0.53847,34,0.93816,19,-0.0764
ENSG00000144550,CPNE9,13,-0.4325,19,0.19426,7,-1.3302,47,1.74865,15,-0.2590
ENSG00000114026,OGG1,15,0.11983,11,-0.3396,8,-0.9290,14,-0.0589,18,0.59937
ENSG00000134072,CAMK1,74,-0.5075,87,-0.2275,158,0.87379,97,-0.0374,89,-0.2330
ENSG00000171148,TADA3,79,0.10921,62,-0.2900,50,-0.6645,99,0.46310,83,0.27474
ENSG00000241553,ARPC4,101,-0.4979,100,-0.5178,136,0.00836,196,0.60055,155,0.31402
ENSG00000156990,RPUSD3,28,-0.4369,40,0.14900,44,0.32805,17,-1.1660,41,0.22552
ENSG00000171135,JAGN1,23,-0.4379,29,-0.0788,35,0.28562,25,-0.2751,33,0.19698
ENSG00000163703,CRELD1,36,-1.4129,55,-0.7366,129,0.78589,91,0.11645,100,0.40362
ENSG00000163704,PRRT3,34,-0.7360,41,-0.4290,82,0.83962,57,0.14985,51,-0.0464
ENSG00000125037,EMC3,65,-0.6162,94,-0.0040,100,0.10625,117,0.35073,100,0.13682
ENSG00000254999,BRK1,184,-0.4341,247,0.07888,304,0.45343,256,0.12208,219,-0.1675
ENSG00000157014,TATDN2,29,-0.2727,34,0.03386,34,0.01567,33,-0.0229,36,0.13927
ENSG00000157020,SEC13,31,-0.6086,36,-0.3491,59,0.54370,26,-0.8053,52,0.37396
ENSG00000157087,ATP2B2,132,-1.3396,195,-0.7120,385,0.46608,374,0.36690,369,0.52210
ENSG00000132164,SLC6A11,20,0.70303,10,-0.5135,16,0.23202,10,-0.5018,12,-0.2358
ENSG00000157103,SLC6A1,207,-0.1425,262,0.27639,201,-0.1897,42,-2.5084,272,0.45952
ENSG00000197548,ATG7,17,-0.6044,26,0.17572,21,-0.2434,34,0.54381,25,0.14108
ENSG00000144560,VGLL4,42,0.07897,36,-0.1984,54,0.54369,32,-0.3359,36,-0.2171
ENSG00000157152,SYN2,399,-1.1133,633,-0.3574,886,0.22970,1500,1.08425,809,0.08504
ENSG00000075975,MKRN2,17,-0.6352,29,0.25843,27,0.14988,25,0.01877,26,0.07078
ENSG00000132155,RAF1,27,-0.0273,31,0.20991,26,-0.0526,21,-0.4298,28,0.04545
ENSG00000144712,CAND2,10,-1.2156,20,-0.0250,32,0.81207,10,-1.0954,23,0.27065
ENSG00000144713,RPL32,1713,0.72124,1503,0.46954,861,-0.5126,750,-0.6816,968,-0.3937
ENSG00000144711,IQSEC1,153,-0.4376,190,-0.0627,180,-0.1586,230,0.24587,223,0.29167
ENSG00000163517,HDAC11,58,0.03775,53,-0.1074,68,0.32147,57,0.01100,52,-0.1858
ENSG00000163528,CHCHD4,13,-0.2510,14,-0.0197,14,-0.1268,20,0.46258,15,0.05592
ENSG00000170876,TMEM43,17,-0.6405,19,-0.4695,23,-0.1025,14,-0.8416,35,0.88019
ENSG00000154767,XPC,17,-0.2473,16,-0.3509,27,0.52857,23,0.24725,19,-0.1170
ENSG00000170860,LSM3,95,0.10357,103,0.24937,62,-0.6266,90,-0.0016,94,0.11127
ENSG00000225733,FGD5-AS1,109,-0.2571,102,-0.3607,147,0.28030,101,-0.3505,142,0.28484
ENSG00000177463,NR2C2,24,-0.9612,42,-0.0742,43,-0.0232,26,-0.7721,59,0.74107
ENSG00000131368,MRPS25,45,-0.5829,70,0.16275,51,-0.3827,80,0.35539,72,0.29749
ENSG00000131381,RBSN,39,-0.5974,46,-0.3380,62,0.18621,55,-0.0302,66,0.40903
ENSG00000131370,SH3BP5,44,-0.7287,51,-0.4759,77,0.21996,97,0.57254,76,0.27582
ENSG00000144597,EAF1,14,-0.9041,26,0.08818,18,-0.5155,38,0.70465,29,0.38954
ENSG00000206560,ANKRD28,15,-0.5294,24,0.26694,14,-0.5810,20,0.01562,24,0.42695
ENSG00000154813,DPH3,14,-0.5554,21,0.12058,26,0.54375,20,0.01712,18,-0.1657
ENSG00000131378,RFTN1,21,-1.3931,19,-1.5107,91,1.17661,56,0.19415,56,0.29789
ENSG00000154822,PLCL2,17,-0.7552,22,-0.2953,36,0.55144,46,0.90162,24,-0.2322
ENSG00000131374,TBC1D5,39,-0.1632,37,-0.2318,36,-0.2627,43,0.02930,50,0.37963
ENSG00000182568,SATB1,59,-0.9656,100,-0.1067,49,-1.2582,249,1.43936,125,0.39142
ENSG00000144566,RAB5A,65,-0.5123,70,-0.3885,106,0.34685,146,0.83268,84,-0.0948
ENSG00000114166,KAT2B,39,0.36130,26,-0.3325,27,-0.2773,8,-2.1070,40,0.51955
ENSG00000151789,ZNF385D,27,-0.3737,45,0.54898,34,0.02346,30,-0.1828,32,-0.1301
ENSG00000182247,UBE2E2,54,-0.9552,66,-0.6427,131,0.57711,105,0.14202,112,0.36660
ENSG00000170142,UBE2E1,52,-0.1233,48,-0.2466,53,-0.0748,36,-0.6557,68,0.45287
ENSG00000197885,NKIRAS1,31,-1.0654,47,-0.3882,69,0.26090,95,0.75649,66,0.24675
ENSG00000174748,RPL15,840,-0.1159,992,0.17987,1011,0.21396,808,-0.1643,843,-0.1375
ENSG00000174738,NR1D2,31,-0.9626,54,-0.0325,72,0.48303,51,-0.1392,61,0.21595
ENSG00000151090,THRB,69,-0.8686,74,-0.7536,102,-0.2114,213,1.00791,142,0.49798
ENSG00000077097,TOP2B,82,-0.3015,93,-0.0735,78,-0.3933,103,0.08235,116,0.41507
ENSG00000151092,NGLY1,10,-0.7049,8,-0.9781,21,0.55026,27,0.90518,16,0.07284
ENSG00000179796,LRRC3B,29,0.78620,27,0.62743,19,0.03473,8,-1.2630,12,-0.8401
ENSG00000033867,SLC4A7,14,-0.8213,32,0.56142,21,-0.1620,10,-1.2233,28,0.42758
ENSG00000187118,CMC1,21,-0.2719,29,0.26082,14,-0.9007,28,0.20826,29,0.36745
ENSG00000163512,AZI2,35,-0.4867,53,0.21053,31,-0.6922,69,0.62993,52,0.24438
ENSG00000163527,STT3B,31,-0.4656,29,-0.6062,38,-0.1469,88,1.25616,43,0.06444
ENSG00000144645,OSBPL10,6,-1.4550,11,-0.5182,14,-0.2544,28,0.93317,21,0.65334
ENSG00000152642,GPD1L,34,-0.8893,48,-0.3428,62,0.11287,79,0.48369,69,0.38519
ENSG00000144635,DYNC1LI1,34,-0.8817,64,0.17278,95,0.92187,70,0.31034,45,-0.5163
ENSG00000170266,GLB1,17,-0.3180,18,-0.2708,30,0.66350,26,0.33379,19,-0.2741
ENSG00000170275,CRTAP,36,0.34293,21,-0.6077,25,-0.3074,45,0.66460,30,0.00097
ENSG00000153558,FBXL2,28,-0.8440,30,-0.7098,43,-0.1498,72,0.71280,59,0.59080
ENSG00000153560,UBP1,32,-0.9023,45,-0.3678,71,0.42840,45,-0.3174,68,0.47311
ENSG00000163539,CLASP2,120,-0.5596,160,-0.0603,171,0.05651,276,0.83279,162,-0.0578
ENSG00000170248,PDCD6IP,20,-1.3586,37,-0.3733,41,-0.2121,64,0.51158,62,0.73865
ENSG00000172995,ARPP21,130,-0.7575,160,-0.4203,319,0.83328,117,-0.8625,228,0.25630
ENSG00000178567,EPM2AIP1,42,-0.7656,65,-0.0428,66,-0.0111,91,0.49314,74,0.23988
ENSG00000076242,MLH1,19,-0.2192,14,-0.7134,22,0.00420,17,-0.3543,28,0.60826
ENSG00000093167,LRRFIP2,26,-0.0971,35,0.40295,38,0.55914,19,-0.5584,22,-0.4798
ENSG00000144674,GOLGA4,44,-0.0253,88,1.33847,28,-0.7918,30,-0.6158,35,-0.5126
ENSG00000144677,CTDSPL,19,-0.3621,21,-0.2338,29,0.33474,16,-0.5818,27,0.29488
ENSG00000060971,ACAA1,60,0.60090,36,-0.2919,54,0.40314,50,0.22804,31,-0.6842
ENSG00000114742,WDR48,37,-0.4507,43,-0.1656,42,-0.2305,50,0.06927,58,0.46288
ENSG00000114745,GORASP1,23,-0.5328,21,-0.6318,37,0.29430,32,0.01703,38,0.43243
ENSG00000144659,SLC25A38,15,-0.6963,24,0.03637,22,-0.1274,25,0.11085,27,0.38480
ENSG00000168028,RPSA,528,0.25073,622,0.55733,339,-0.5181,396,-0.2306,418,-0.2038
ENSG00000168314,MOBP,105,1.25026,68,0.37530,6,-3.4547,83,0.67078,41,-0.6040
ENSG00000170011,MYRIP,26,-0.3492,29,-0.1500,15,-1.1750,88,1.75244,30,-0.1303
ENSG00000114784,EIF1B,133,-0.6949,160,-0.3828,194,-0.0545,229,0.21172,250,0.53899
ENSG00000168032,ENTPD3,21,-0.4676,32,0.23090,33,0.27316,26,-0.1071,27,-0.0349
ENSG00000188846,RPL14,580,0.28145,767,0.81712,366,-0.5194,351,-0.5381,419,-0.3650
ENSG00000168036,CTNNB1,170,-0.4615,171,-0.4438,167,-0.4862,221,-0.0082,301,0.76847
ENSG00000182606,TRAK1,47,-0.3108,51,-0.1685,44,-0.4248,63,0.18212,68,0.45395
ENSG00000187094,CCK,944,-0.7334,1555,0.11621,2383,0.92996,924,-0.7086,1333,-0.1956
ENSG00000114812,VIPR1,24,-0.0381,12,-1.0925,29,0.28011,27,0.17502,28,0.30469
ENSG00000093183,SEC22C,31,-0.4918,38,-0.1232,63,0.79318,40,-0.0391,37,-0.2315
ENSG00000008324,SS18L2,43,-0.1138,35,-0.4624,54,0.30690,52,0.19064,47,0.05615
ENSG00000114857,NKTR,33,-0.1105,48,0.54657,25,-0.5645,20,-0.8767,39,0.23432
ENSG00000114853,ZBTB47,45,-0.0512,53,0.23661,43,-0.1235,21,-1.1697,51,0.24595
ENSG00000010282,HHATL,57,0.69420,41,0.08281,50,0.42311,19,-1.1171,29,-0.6174
ENSG00000181061,HIGD1A,179,-0.4029,230,0.03251,177,-0.4177,412,0.99074,225,-0.0069
ENSG00000144647,POMGNT2,25,-1.0785,52,0.10943,62,0.44014,39,-0.3475,55,0.26376
ENSG00000163788,SNRK,28,-0.8154,42,-0.1118,41,-0.1576,61,0.47706,53,0.39492
ENSG00000160746,ANO10,14,-0.3239,12,-0.6105,18,0.09084,32,1.01102,17,-0.0034
ENSG00000179152,TCAIM,13,-0.2739,11,-0.5414,11,-0.5862,11,-0.4775,22,0.90170
ENSG00000185219,ZNF445,13,-0.4308,21,0.37007,7,-1.4506,19,0.21672,21,0.55310
ENSG00000163807,KIAA1143,24,0.02636,17,-0.5655,30,0.37958,42,0.91459,20,-0.4011
ENSG00000169964,TMEM42,17,-1.0121,31,-0.0828,38,0.29207,37,0.20673,36,0.28204
ENSG00000163812,ZDHHC3,23,-0.7003,27,-0.4319,39,0.16361,43,0.31919,42,0.38918
ENSG00000075914,EXOSC7,19,-0.7152,32,0.18217,38,0.49314,28,-0.0555,28,-0.0642
ENSG00000249992,TMEM158,47,-0.8792,76,-0.0946,136,1.01503,81,0.03005,70,-0.2974
ENSG00000011376,LARS2,21,0.53647,14,-0.1760,12,-0.4570,17,0.11958,15,-0.0569
ENSG00000211456,SACM1L,31,-0.9848,37,-0.6647,68,0.37071,79,0.55980,65,0.36794
ENSG00000163818,LZTFL1,30,-0.5085,37,-0.1882,58,0.63081,36,-0.2082,41,0.01482
ENSG00000160799,CCDC12,45,-0.2107,45,-0.2116,57,0.19853,31,-0.7754,59,0.33883
ENSG00000181555,SETD2,24,-0.3485,24,-0.3102,45,0.79537,43,0.60851,23,-0.4928
ENSG00000088727,KIF9,18,-0.3459,21,-0.0720,18,-0.3413,30,0.44233,25,0.26924
ENSG00000114648,KLHL18,28,0.45648,18,-0.2574,15,-0.6143,42,1.11907,18,-0.3852
ENSG00000076201,PTPN23,28,-0.5975,34,-0.2769,36,-0.1930,30,-0.4638,54,0.73006
ENSG00000114650,SCAP,49,-0.2246,53,-0.0855,65,0.28578,55,0.00142,55,-0.0045
ENSG00000163832,ELP6,21,-0.3999,33,0.44207,19,-0.5248,24,-0.1259,29,0.25977
ENSG00000114646,CSPG5,145,0.11530,94,-0.6217,141,0.06480,190,0.53603,137,0.00576
ENSG00000173473,SMARCC1,31,0.85789,18,-0.0994,9,-1.2287,27,0.52241,17,-0.2215
ENSG00000132153,DHX30,95,-0.4406,139,0.20899,132,0.11778,112,-0.1546,128,0.09018
ENSG00000047849,MAP4,262,-0.2707,228,-0.5085,312,0.03219,315,0.04298,364,0.40539
ENSG00000164050,PLXNB1,100,1.25296,50,-0.0734,39,-0.5137,19,-1.5661,45,-0.3332
ENSG00000232112,TMA7,658,0.25477,727,0.44071,518,-0.1672,410,-0.5139,514,-0.2271
ENSG00000164054,SHISA5,83,-0.4749,89,-0.3624,93,-0.2761,113,0.04979,141,0.61037
ENSG00000010256,UQCRC1,183,-0.2893,187,-0.2490,241,0.19413,275,0.38834,220,0.04058
ENSG00000008300,CELSR3,15,-0.5569,22,0.08743,24,0.25723,23,0.16833,21,0.02017
ENSG00000213672,NCKIPSD,47,-0.9922,70,-0.3336,84,-0.0181,113,0.45638,106,0.51200
ENSG00000068745,IP6K2,56,-0.3655,55,-0.3839,105,0.77935,65,-0.0933,66,-0.1139
ENSG00000114302,PRKAR2A,18,-0.9157,20,-0.7245,41,0.49672,47,0.65988,34,0.22797
ENSG00000177479,ARIH2,21,-0.6595,36,0.22729,23,-0.5350,25,-0.3492,41,0.60202
ENSG00000178467,P4HTM,91,-0.9077,123,-0.4202,263,0.98027,115,-0.4809,164,0.10128
ENSG00000178252,WDR6,55,-0.0962,50,-0.2500,66,0.24142,86,0.64318,52,-0.2317
