Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000108523,RNF167,42,-0.5290,50,-0.2561,78,0.51977,63,0.13654,56,-0.0921,49,-0.3111
ENSG00000108518,PFN1,391,1.07393,188,-0.1270,185,-0.1687,153,-0.5440,156,-0.4648,263,0.45818
ENSG00000091640,SPAG7,24,-1.3879,59,-0.0096,76,0.44172,70,0.33399,52,-0.2340,53,-0.2105
ENSG00000108509,CAMTA2,62,-0.2890,80,0.11391,82,0.16917,85,0.26480,81,0.15419,48,-0.7332
ENSG00000129250,KIF1C,36,-0.1961,41,0.01415,12,-1.9544,19,-1.3341,31,-0.4625,113,2.20121
ENSG00000234327,AC012146.1,25,-0.1401,14,-1.0289,34,0.38116,23,-0.2767,35,0.43807,27,-0.0388
ENSG00000029725,RABEP1,123,0.26189,137,0.43864,90,-0.2520,106,0.03541,84,-0.3686,110,0.09537
ENSG00000129197,RPAIN,150,1.41780,23,-1.5708,82,0.44056,65,0.01549,50,-0.4275,38,-0.8727
ENSG00000108561,C1QBP,129,0.18051,83,-0.5195,149,0.45770,127,0.19703,111,-0.0735,79,-0.6483
ENSG00000005100,DHX33,2,-2.8232,31,0.79820,23,0.31295,22,0.27915,16,-0.3091,16,-0.2573
ENSG00000072849,DERL2,23,0.33541,22,0.22631,23,0.34635,13,-0.6169,16,-0.2500,21,0.24996
ENSG00000091592,NLRP1,96,0.45351,108,0.65751,56,-0.4294,74,0.05850,73,0.02808,54,-0.4962
ENSG00000286190,AC055839.2,9,-0.9955,10,-0.8247,32,1.18092,19,0.13783,18,0.03866,8,-1.2426
ENSG00000179314,WSCD1,35,0.46158,10,-1.3635,30,0.24685,24,-0.1390,26,0.00270,28,0.14049
ENSG00000091622,PITPNM3,52,-0.3207,61,-0.0894,50,-0.4088,79,0.43965,83,0.47799,43,-0.6629
ENSG00000129235,TXNDC17,49,-0.3316,54,-0.1913,67,0.15892,71,0.32092,61,0.01164,48,-0.3892
ENSG00000108590,MED31,19,-1.0641,19,-1.0238,70,1.16677,42,0.21672,33,-0.2534,23,-0.7885
ENSG00000219200,RNASEK,602,0.20405,267,-1.0536,789,0.74228,559,0.10897,460,-0.2457,390,-0.5229
ENSG00000258315,C17orf49,50,-0.3471,41,-0.6389,73,0.28138,73,0.33827,59,-0.0886,54,-0.2260
ENSG00000132535,DLG4,39,-1.2854,176,1.07440,61,-0.6836,105,0.26716,111,0.33618,68,-0.5090
ENSG00000072778,ACADVL,66,0.04005,62,-0.0593,62,-0.0717,56,-0.2639,68,0.10176,76,0.29419
ENSG00000040633,PHF23,15,-1.0469,22,-0.4652,35,0.32681,39,0.60878,25,-0.2619,24,-0.3534
ENSG00000170296,GABARAP,490,0.32516,351,-0.2049,401,0.00519,377,-0.1168,395,-0.0228,418,0.07846
ENSG00000175826,CTDNEP1,52,-0.2362,59,-0.0234,66,0.16889,66,0.19827,46,-0.4501,63,0.09261
ENSG00000170291,ELP5,63,1.07109,27,-0.3165,36,0.18805,31,-0.0831,32,-0.0143,19,-0.8726
ENSG00000132507,EIF5A,156,0.24049,113,-0.2733,138,0.04969,155,0.28975,121,-0.1879,113,-0.2947
ENSG00000132522,GPS2,41,-0.2435,55,0.20647,43,-0.2067,45,-0.1331,59,0.36711,48,-0.0214
ENSG00000215041,NEURL4,15,-0.6555,22,-0.0406,30,0.48217,24,0.04700,27,0.25608,16,-0.6261
ENSG00000205544,TMEM256,77,-0.2190,63,-0.5420,90,0.03531,80,-0.2117,87,-0.0310,121,0.56867
ENSG00000169992,NLGN2,97,0.23017,50,-0.8056,94,0.20109,123,0.81799,65,-0.4345,45,-1.0286
ENSG00000174282,ZBTB4,54,-0.3355,106,0.74062,67,-0.0141,66,-0.0237,61,-0.1665,62,-0.1352
ENSG00000181222,POLR2A,32,-1.2591,153,1.21113,86,0.27903,60,-0.3919,70,-0.1005,67,-0.1633
ENSG00000239697,TNFSF12,17,-1.1663,52,0.57669,28,-0.4244,37,0.02355,42,0.26689,39,0.15679
ENSG00000161955,TNFSF13,9,-0.9096,10,-0.8231,4,-2.2116,8,-1.2232,45,2.01967,22,0.48956
ENSG00000161960,EIF4A1,294,0.42770,168,-0.4643,318,0.63059,219,-0.0545,178,-0.4028,184,-0.3473
ENSG00000129255,MPDU1,22,-0.5310,19,-0.7163,42,0.55499,29,-0.0994,24,-0.4351,39,0.43765
ENSG00000129194,SOX15,9,-0.5582,10,-0.4624,16,0.25258,15,0.17081,14,0.07568,13,-0.0888
ENSG00000129245,FXR2,88,0.26486,75,0.00938,89,0.30974,97,0.53967,49,-0.7202,46,-0.7929
ENSG00000141504,SAT2,112,0.38809,55,-0.7318,88,0.01015,83,-0.1170,106,0.33760,81,-0.1337
ENSG00000129244,ATP1B2,476,1.02478,239,-0.1084,97,-1.5815,186,-0.5933,453,1.09532,219,-0.2666
ENSG00000108947,EFNB3,48,-0.9508,97,0.12444,140,0.83182,116,0.53855,66,-0.5341,41,-1.2878
ENSG00000183011,NAA38,377,-0.1602,194,-1.1771,368,-0.2171,499,0.36874,562,0.54792,329,-0.4066
ENSG00000170004,CHD3,97,0.44121,142,1.08628,58,-0.4012,65,-0.2211,67,-0.1487,61,-0.3224
ENSG00000170043,TRAPPC1,130,0.17394,120,0.05860,153,0.49951,120,0.06052,101,-0.2379,80,-0.6301
ENSG00000179094,PER1,30,0.18998,39,0.61170,23,-0.1945,30,0.28802,23,-0.2447,19,-0.5668
ENSG00000220205,VAMP2,593,-0.3974,1322,0.89909,1018,0.52257,728,-0.0951,655,-0.2676,482,-0.7796
ENSG00000179029,TMEM107,33,0.88267,8,-1.3836,31,0.89681,21,0.21572,9,-1.2403,13,-0.6321
ENSG00000108961,RANGRF,23,-0.3953,19,-0.7087,42,0.61171,40,0.55881,21,-0.5722,22,-0.5430
ENSG00000161970,RPL26,1731,0.73315,943,-0.2480,642,-0.9092,789,-0.6302,1095,-0.0138,1813,0.93773
ENSG00000166579,NDEL1,65,0.20191,50,-0.2205,85,0.71989,68,0.34025,44,-0.4660,28,-1.1792
ENSG00000133026,MYH10,101,0.01568,156,0.72585,132,0.49972,108,0.15764,62,-0.7935,65,-0.7235
ENSG00000170310,STX8,30,-0.3648,41,0.14961,33,-0.2242,26,-0.6968,43,0.26601,56,0.73140
ENSG00000007237,GAS7,106,-0.9942,340,0.84979,250,0.38117,229,0.25423,159,-0.4085,136,-0.6695
ENSG00000133028,SCO1,4,-2.4986,27,0.41924,27,0.47678,19,-0.2089,16,-0.4152,28,0.51215
ENSG00000065559,MAP2K4,73,-0.7234,164,0.53541,188,0.88477,151,0.53193,74,-0.7708,37,-1.8370
ENSG00000006740,ARHGAP44,41,-0.2503,69,0.58386,57,0.30191,67,0.72687,26,-0.9891,24,-1.1087
ENSG00000006744,ELAC2,27,-0.0415,23,-0.2741,32,0.28260,30,0.17068,27,-0.0408,22,-0.3573
ENSG00000109099,PMP22,62,-0.5403,85,-0.0457,18,-2.4594,25,-2.1586,76,-0.2492,279,2.59719
ENSG00000214941,ZSWIM7,48,0.14307,53,0.30384,40,-0.1422,35,-0.4103,54,0.38511,43,-0.0367
ENSG00000011295,TTC19,75,0.28460,65,0.05699,87,0.59554,61,-0.0499,59,-0.1199,38,-0.8445
ENSG00000141027,NCOR1,72,-0.8341,365,1.87375,70,-0.9470,88,-0.6289,64,-1.0844,194,0.84519
ENSG00000166582,CENPV,6,-2.4854,43,0.30545,36,0.02397,39,0.21480,43,0.36837,31,-0.2009
ENSG00000170315,UBB,1420,-0.1981,1468,-0.1461,1894,0.29093,1711,0.12136,1388,-0.2583,1566,-0.0494
ENSG00000175061,SNHG29,150,-0.2507,143,-0.3285,111,-0.7786,168,-0.0888,189,0.13091,269,0.79042
ENSG00000181350,LRRC75A,1,-4.2080,27,0.75566,12,-0.5931,23,0.61252,18,0.05174,16,-0.1162
ENSG00000133030,MPRIP,149,0.19392,146,0.16348,154,0.27012,138,0.08948,118,-0.1947,100,-0.4792
ENSG00000179598,PLD6,1,-2.8407,17,0.65599,20,1.01374,11,0.00659,7,-0.7388,9,-0.3411
ENSG00000154803,FLCN,18,0.13538,31,1.02342,17,0.08684,13,-0.4272,11,-0.7190,19,0.20704
ENSG00000141030,COPS3,59,0.18031,46,-0.2134,81,0.79632,57,0.13738,32,-0.8249,40,-0.4867
ENSG00000205309,NT5M,28,1.01843,8,-0.8545,12,-0.3927,17,0.29845,15,-0.0080,11,-0.4759
ENSG00000141026,MED9,11,-0.8347,13,-0.5897,24,0.39557,20,0.06578,31,0.89683,8,-1.2795
ENSG00000108551,RASD1,80,-0.2021,28,-1.7713,191,1.45392,109,0.35678,53,-0.9113,41,-1.2946
ENSG00000133027,PEMT,28,-0.0040,14,-1.0482,27,-0.0299,33,0.37898,36,0.47720,18,-0.6991
ENSG00000108557,RAI1,89,1.01069,48,-0.0042,62,0.46541,52,0.15848,31,-0.7372,25,-1.0959
ENSG00000072310,SREBF1,11,-2.4336,68,0.27343,18,-1.8707,35,-0.9076,98,1.01708,107,1.21235
ENSG00000175662,TOM1L2,121,0.33506,104,0.09558,91,-0.1225,101,0.05611,92,-0.1026,91,-0.1182
ENSG00000108591,DRG2,23,0.03486,25,0.15260,32,0.65781,19,-0.2507,16,-0.5730,22,-0.0389
ENSG00000091542,ALKBH5,9,-2.9402,109,0.74010,86,0.38894,65,-0.1055,65,-0.0964,71,0.05985
ENSG00000177731,FLII,20,-0.7113,18,-0.8195,42,0.51672,40,0.51630,26,-0.3243,25,-0.3582
ENSG00000177427,MIEF2,1,-3.5968,10,-0.3730,22,1.13399,14,0.24743,9,-0.4846,10,-0.3642
ENSG00000141127,PRPSAP2,16,-0.5834,26,0.16318,29,0.37233,21,-0.1944,22,-0.1446,26,0.16214
ENSG00000262202,AC007952.4,45,1.49717,3,-2.7556,4,-2.2533,8,-1.4337,33,1.08599,28,0.79521
ENSG00000072134,EPN2,10,-2.7055,106,0.80283,58,-0.1945,73,0.25994,62,-0.0605,67,0.06111
ENSG00000108641,B9D1,29,-0.4618,10,-2.0129,54,0.57654,59,0.84017,39,-0.0440,17,-1.3492
ENSG00000128482,RNF112,25,-0.0441,47,0.95213,34,0.50545,25,-0.0768,21,-0.3269,14,-1.0507
ENSG00000072210,ALDH3A2,51,0.46057,35,-0.1426,40,0.07650,45,0.29919,30,-0.4100,31,-0.3653
ENSG00000083290,ULK2,36,-0.1644,40,-0.0111,31,-0.4225,40,0.02928,44,0.17575,46,0.24253
ENSG00000108599,AKAP10,2,-3.3999,21,0.12629,25,0.40284,23,0.31467,15,-0.4817,23,0.25652
ENSG00000128487,SPECC1,79,0.83962,26,-0.8920,33,-0.6280,46,-0.0429,42,-0.2240,64,0.54355
ENSG00000124422,USP22,264,-0.1981,454,0.67748,323,0.13716,374,0.46631,211,-0.5945,190,-0.7601
ENSG00000109016,DHRS7B,24,0.56019,12,-0.5646,28,0.88430,20,0.29984,11,-0.7272,8,-1.2937
ENSG00000178307,TMEM11,10,-0.9997,14,-0.4426,20,0.14459,25,0.62925,18,-0.0929,15,-0.3656
ENSG00000212719,LINC02693,14,-1.4966,26,-0.5693,53,0.58168,49,0.49784,38,-0.0175,27,-0.6133
ENSG00000256618,MTRNR2L1,144,-0.7297,172,-0.4562,101,-1.3526,211,-0.1717,371,0.89352,321,0.60931
ENSG00000109046,WSB1,90,1.02182,63,0.40971,25,-1.0880,20,-1.5334,31,-0.7344,103,1.50516
ENSG00000141068,KSR1,33,1.32210,27,0.98352,14,-0.0572,8,-1.1141,11,-0.4473,14,-0.1064
ENSG00000232859,LYRM9,65,-0.4691,115,0.42191,114,0.46659,98,0.20571,84,-0.0854,50,-0.9296
ENSG00000087095,NLK,18,-2.5098,57,-0.7919,156,0.91545,141,0.83643,82,-0.2607,39,-1.4489
ENSG00000109084,TMEM97,33,1.08482,5,-1.7082,27,0.89987,14,-0.3100,13,-0.3956,11,-0.6314
ENSG00000109083,IFT20,56,1.10489,34,0.28411,27,-0.0636,26,-0.1773,19,-0.6625,26,-0.1491
ENSG00000109079,TNFAIP1,13,-1.1204,15,-0.8629,31,0.21224,35,0.53177,29,0.10909,23,-0.2846
ENSG00000004142,POLDIP2,99,0.78084,63,0.04630,70,0.25236,66,0.15239,47,-0.4399,39,-0.7663
ENSG00000244045,TMEM199,19,-0.1258,16,-0.4114,23,0.20868,22,0.15974,19,-0.1312,20,-0.0385
ENSG00000004139,SARM1,17,0.34208,10,-0.4400,16,0.27635,12,-0.3074,13,-0.0981,16,0.19069
ENSG00000109103,UNC119,63,0.39367,56,0.21720,50,0.02207,76,0.95846,23,-1.2321,23,-1.2093
ENSG00000087111,PIGS,13,-1.4340,22,-0.5917,39,0.28265,40,0.38823,37,0.22107,28,-0.2840
ENSG00000109107,ALDOC,831,0.30224,587,-0.2484,446,-0.7312,786,0.27138,854,0.39073,595,-0.2513
ENSG00000007202,KIAA0100,17,-1.3927,62,0.61102,49,0.24203,43,0.03602,41,-0.0550,40,-0.1302
ENSG00000132581,SDF2,15,-0.9889,31,0.06971,44,0.73884,30,0.05078,17,-0.8802,32,0.16122
ENSG00000109111,SUPT6H,37,-0.1002,45,0.24268,45,0.26041,34,-0.2815,43,0.17697,35,-0.2001
ENSG00000109113,RAB34,42,1.49294,9,-0.8731,3,-2.5139,10,-0.8777,31,1.12578,18,0.12519
ENSG00000198242,RPL23A,1277,0.50793,596,-0.6959,484,-1.0919,664,-0.6364,1151,0.38094,1560,0.97611
ENSG00000173065,FAM222B,48,1.77408,20,0.25115,16,-0.1435,14,-0.3045,14,-0.3548,8,-1.1617
ENSG00000132591,ERAL1,2,-3.2961,18,-0.4327,38,0.80355,29,0.35883,23,-0.0727,19,-0.4215
ENSG00000132589,FLOT2,78,-0.1714,107,0.32580,110,0.40833,104,0.36361,70,-0.3759,52,-0.8813
ENSG00000063015,SEZ6,54,-0.3448,202,1.91582,75,0.20342,69,0.07444,28,-1.4384,33,-1.1600
ENSG00000108256,NUFIP2,74,0.54561,67,0.39862,46,-0.2134,53,0.02707,38,-0.5411,54,0.04368
ENSG00000160551,TAOK1,130,0.42212,108,0.12451,82,-0.3404,108,0.15810,85,-0.2859,102,0.03135
ENSG00000108262,GIT1,110,-0.2849,136,0.04770,147,0.19067,149,0.24583,143,0.14068,90,-0.6561
ENSG00000198720,ANKRD13B,3,-2.7699,18,-0.1557,30,0.76835,18,-0.2224,21,0.09093,21,0.11500
ENSG00000167549,CORO6,10,-0.6789,13,-0.2542,32,1.35980,16,0.08986,10,-0.6655,8,-1.1240
ENSG00000141298,SSH2,10,-1.0782,38,0.98396,19,-0.1524,19,-0.1387,18,-0.2704,24,0.28772
ENSG00000126653,NSRP1,57,0.62900,65,0.85822,20,-1.0558,28,-0.6063,23,-0.8839,66,1.02176
ENSG00000108578,BLMH,41,1.81986,8,-0.8774,16,0.22935,14,0.00143,11,-0.3457,4,-1.8252
ENSG00000108582,CPD,9,-2.0499,59,0.72588,55,0.71741,34,-0.1899,25,-0.6437,40,0.12414
ENSG00000108587,GOSR1,8,-1.0666,13,-0.2596,20,0.40421,17,0.16684,16,0.02650,15,-0.1251
ENSG00000196712,NF1,120,0.87415,99,0.54152,70,9.22228,69,-0.0282,40,-0.9239,63,-0.1955
ENSG00000126861,OMG,69,-0.7195,169,0.68632,122,0.18266,70,-0.8468,99,-0.1889,162,0.71334
ENSG00000126860,EVI2A,90,0.39867,93,0.44318,8,-3.3143,11,-3.0506,20,-2.0148,251,3.04129
ENSG00000131242,RAB11FIP4,38,-1.6684,118,0.07387,122,0.13392,152,0.62114,96,-0.2846,98,-0.2423
ENSG00000172301,COPRS,226,0.24283,356,1.00233,192,-0.0209,197,0.03116,158,-0.3498,130,-0.6758
ENSG00000108651,UTP6,23,0.62856,21,0.50117,15,-0.0388,16,0.09464,8,-1.0429,15,-0.0082
ENSG00000178691,SUZ12,19,-0.3138,30,0.38301,23,-0.0346,22,-0.0933,20,-0.2781,28,0.31825
ENSG00000126858,RHOT1,38,-0.4440,29,-0.8617,78,0.81237,73,0.79201,31,-0.8082,25,-1.1267
ENSG00000108666,C17orf75,41,1.36953,18,-0.0354,19,0.09355,15,-0.3503,11,-0.8732,18,-0.0312
ENSG00000010244,ZNF207,48,-0.3186,78,0.43567,70,0.27747,48,-0.4026,52,-0.2355,70,0.29873
ENSG00000108671,PSMD11,54,0.16047,62,0.36716,58,0.29740,58,0.31725,28,-0.9269,40,-0.3597
ENSG00000176749,CDK5R1,123,-0.7983,205,-0.0080,355,1.03246,273,0.58606,144,-0.6078,62,-1.9263
ENSG00000006042,TMEM98,14,-0.5144,31,0.65955,6,-1.9384,9,-1.4853,11,-0.9664,59,2.30355
ENSG00000108684,ASIC2,48,0.93455,84,1.96907,9,-1.6717,29,0.15896,9,-1.7787,20,-0.4848
ENSG00000185379,RAD51D,29,1.22316,15,0.14573,12,-0.2594,15,0.12665,9,-0.6204,10,-0.4758
ENSG00000073536,NLE1,4,-1.5437,3,-1.8515,13,0.17402,15,0.47902,10,-0.2909,16,0.52623
ENSG00000006125,AP2B1,202,0.09407,277,0.60466,230,0.33514,237,0.44484,108,-0.9472,117,-0.8268
ENSG00000270647,TAF15,31,-0.5665,64,0.58835,38,-0.2730,53,0.33181,33,-0.5262,48,0.13722
ENSG00000270885,RASL10B,3,-2.8318,46,1.12706,18,-0.3597,27,0.36663,31,0.55019,11,-1.2062
ENSG00000271447,MMP28,3,-2.5933,20,-0.0489,5,-2.2014,17,-0.3279,42,1.41553,28,0.56387
ENSG00000273611,ZNHIT3,38,-0.9424,59,-0.2507,81,0.27230,81,0.30251,72,0.06056,60,-0.2544
ENSG00000278311,GGNBP2,82,0.42731,90,0.56623,91,0.68072,35,-1.0636,42,-0.6723,75,0.30461
ENSG00000278535,DHRS11,0,-4.7396,19,0.04705,25,0.56140,27,0.81497,15,-0.3056,10,-0.9094
ENSG00000275700,AATF,38,1.02694,17,-0.2317,21,0.07762,14,-0.6733,19,-0.1489,23,0.21411
ENSG00000278540,ACACA,50,0.47397,64,0.86811,37,-0.0311,28,-0.5543,32,-0.2499,38,0.02289
ENSG00000276023,DUSP14,3,-2.4376,6,-1.7588,35,1.13115,29,0.88962,13,-0.6562,10,-1.1285
ENSG00000275066,SYNRG,15,-0.3152,27,0.66051,19,0.11186,19,0.12794,15,-0.3511,16,-0.2608
ENSG00000278845,MRPL45,99,1.95448,6,-2.5013,37,0.25208,34,0.12080,18,-0.9313,17,-0.9992
ENSG00000274211,SOCS7,36,0.46132,60,1.33796,27,-0.0113,18,-0.7013,25,-0.1475,21,-0.4246
ENSG00000275832,ARHGAP23,56,-0.1056,79,0.43808,29,-1.1875,61,0.04404,54,-0.1811,87,0.69117
ENSG00000277363,SRCIN1,41,-0.7727,135,1.12481,59,-0.2349,69,0.02634,43,-0.7692,81,0.30269
ENSG00000273604,EPOP,23,-0.1422,64,1.54061,34,0.53096,20,-0.4306,22,-0.2431,10,-1.5014
ENSG00000275023,MLLT6,22,-1.2226,54,0.12250,28,-0.9373,46,-0.1251,54,0.16445,83,0.95786
ENSG00000277972,CISD3,38,-0.7695,68,0.11647,76,0.33359,62,-0.0348,71,0.21729,54,-0.2795
ENSG00000277791,PSMB3,239,0.57164,144,-0.2452,205,0.35858,162,-0.0672,153,-0.1571,130,-0.4334
ENSG00000276293,PIP4K2B,181,0.07155,305,0.92905,171,-0.0270,189,0.17199,130,-0.4905,126,-0.5429
ENSG00000125691,RPL23,776,0.68446,411,-0.3368,400,-0.4148,415,-0.3903,505,-0.0159,680,0.52792
ENSG00000002834,LASP1,54,-0.3144,70,0.09363,71,0.13701,72,0.16016,58,-0.2248,65,-0.0401
ENSG00000263874,LINC00672,70,0.21271,122,1.15270,59,-0.0708,48,-0.4325,47,-0.4479,61,0.00277
ENSG00000067191,CACNB1,25,-1.6464,142,1.06272,110,0.72686,77,0.05848,50,-0.6734,51,-0.6477
ENSG00000108298,RPL19,1379,0.68182,651,-0.5174,582,-0.7495,622,-0.7047,817,-0.1822,1641,1.14107
ENSG00000108306,FBXL20,16,-0.4835,47,1.24470,21,-0.1001,21,-0.1157,21,-0.0924,17,-0.4443
ENSG00000171532,NEUROD2,44,-1.7986,348,1.47724,215,0.73239,146,0.00939,94,-0.7346,74,-1.1193
ENSG00000131771,PPP1R1B,178,0.81684,127,0.26248,71,-0.7150,62,-0.9995,148,0.58016,129,0.31500
ENSG00000131748,STARD3,51,0.77397,25,-0.3210,38,0.34736,30,-0.0844,23,-0.5369,28,-0.1656
ENSG00000141741,MIEN1,113,0.22927,69,-0.5450,126,0.46120,84,-0.2802,121,0.39775,72,-0.5189
ENSG00000172057,ORMDL3,66,1.18244,29,-0.1698,34,0.10276,23,-0.6383,24,-0.4671,37,0.24181
ENSG00000108344,PSMD3,49,-0.4358,70,0.11403,93,0.64919,70,0.14146,55,-0.2839,46,-0.5968
ENSG00000008838,MED24,24,-0.9831,67,0.59680,68,0.70007,41,-0.2467,33,-0.5940,48,0.04726
ENSG00000126351,THRA,183,-0.3220,181,-0.3372,219,-0.0386,253,0.23978,238,0.10428,216,-0.0671
ENSG00000126368,NR1D1,60,1.10176,32,0.07561,40,0.48219,34,0.18461,19,-0.7933,13,-1.3812
ENSG00000188895,MSL1,63,-0.1711,81,0.21384,84,0.31683,67,-0.1098,76,0.14164,55,-0.4139
ENSG00000108349,CASC3,90,0.88038,60,0.21940,45,-0.2743,52,-0.0216,33,-0.7594,57,0.16294
ENSG00000108352,RAPGEFL1,41,-0.1895,41,-0.1682,75,0.93715,55,0.38634,38,-0.3021,14,-1.8639
ENSG00000171475,WIPF2,29,-1.1739,83,0.44391,77,0.35634,72,0.26874,63,0.00692,42,-0.6691
ENSG00000141753,IGFBP4,170,2.87928,6,-2.6132,8,-2.2694,41,0.24617,19,-1.0365,22,-0.8408
ENSG00000073584,SMARCE1,46,0.34385,50,0.46684,28,-0.4984,32,-0.2671,33,-0.1785,47,0.41300
ENSG00000213424,KRT222,26,-0.9056,68,0.61430,68,0.69758,56,0.37394,34,-0.5500,24,-1.1187
ENSG00000186395,KRT10,133,0.74055,35,-1.3464,84,-0.0156,86,0.04601,80,-0.0923,87,0.05166
ENSG00000128422,KRT17,6,-2.3476,243,4.43789,1,-4.3601,0,-5.6290,1,-4.3966,47,0.71871
ENSG00000173812,EIF1,581,-0.3957,606,-0.3321,897,0.32677,770,0.05756,661,-0.2167,809,0.13875
ENSG00000141698,NT5C3B,151,0.63766,87,-0.2561,125,0.36678,100,-0.0454,115,0.21751,52,-1.1070
ENSG00000131473,ACLY,39,-0.3933,48,-0.0820,62,0.36932,63,0.47622,38,-0.4763,38,-0.4568
ENSG00000173786,CNP,154,-1.2598,432,0.33771,100,-2.0155,124,-1.8027,204,-0.9042,1141,2.70953
ENSG00000168259,DNAJC7,175,0.73722,125,0.18775,117,0.10110,118,0.12694,96,-0.2434,69,-0.7908
ENSG00000108773,KAT2A,34,-0.0528,29,-0.3080,52,0.72640,40,0.27113,25,-0.5912,25,-0.5928
ENSG00000108774,RAB5C,67,-0.5974,60,-0.7604,108,0.17032,126,0.53110,94,-0.0817,85,-0.2522
ENSG00000173757,STAT5B,74,1.64747,17,-0.7720,12,-1.3360,29,0.03464,18,-0.7138,35,0.41353
ENSG00000168610,STAT3,85,1.38097,43,0.22485,16,-1.3637,36,-0.0699,19,-1.1271,52,0.61325
ENSG00000033627,ATP6V0A1,215,-0.4277,468,0.82820,418,0.72730,291,0.06415,189,-0.6792,167,-0.8825
ENSG00000266962,AC067852.2,21,0.61457,14,0.05093,18,0.43260,12,-0.3568,11,-0.4563,14,-0.0498
ENSG00000068120,COASY,61,0.79532,33,-0.2065,38,0.04441,37,-0.0291,31,-0.2975,34,-0.1791
ENSG00000108788,MLX,34,0.54409,17,-0.4935,30,0.40611,28,0.27823,19,-0.3700,16,-0.7097
ENSG00000141699,RETREG3,11,-1.0460,28,0.39489,28,0.46795,22,-0.0316,18,-0.3327,22,0.02218
ENSG00000131462,TUBG1,23,-0.6157,24,-0.5727,74,1.47944,35,-0.0122,25,-0.5858,18,-1.1133
ENSG00000037042,TUBG2,84,0.21602,82,0.17237,90,0.36755,64,-0.2664,72,-0.0297,63,-0.2723
ENSG00000108797,CNTNAP1,132,-0.0355,194,0.57806,200,0.72414,163,0.38786,73,-1.0176,63,-1.2652
ENSG00000108799,EZH1,2,-3.3897,21,-0.2983,26,0.04455,29,0.25117,24,-0.0772,34,0.55645
ENSG00000131477,RAMP2,71,1.91627,3,-2.8472,5,-2.2087,8,-1.7095,25,0.13910,47,1.38313
ENSG00000131475,VPS25,21,-0.5250,34,0.18017,40,0.53162,31,0.06106,24,-0.4093,27,-0.1633
ENSG00000183978,COA3,67,-1.0343,112,-0.2512,178,0.54975,146,0.20399,126,-0.0785,112,-0.2769
ENSG00000126581,BECN1,47,-0.3620,79,0.46882,75,0.44464,65,0.18743,46,-0.4256,43,-0.5368
ENSG00000131467,PSME3,62,0.14643,55,-0.0481,69,0.35265,62,0.18146,56,-0.0223,35,-0.7994
ENSG00000266967,AARSD1,33,-0.4041,37,-0.2514,54,0.39857,54,0.44294,33,-0.4611,35,-0.3433
ENSG00000198863,RUNDC1,55,0.88239,30,-0.1083,50,0.82299,31,-0.0876,25,-0.4009,12,-1.5102
ENSG00000131469,RPL27,871,0.20940,595,-0.3930,598,-0.4217,670,-0.2545,827,0.13968,1040,0.56553
ENSG00000108828,VAT1,82,1.33699,37,0.00283,31,-0.2864,32,-0.2671,20,-0.9593,43,0.28424
ENSG00000108830,RND2,49,1.01899,12,-1.2174,11,-1.4306,31,0.31295,15,-0.8974,42,0.87624
ENSG00000188554,NBR1,37,-0.7151,77,0.41719,60,0.03122,48,-0.3828,52,-0.2355,84,0.64279
ENSG00000175906,ARL4D,7,-1.3398,16,-0.1227,32,1.18915,22,0.48549,12,-0.5796,6,-1.6100
ENSG00000067596,DHX8,9,-0.9008,21,0.47244,25,0.80649,13,-0.3239,11,-0.5259,16,0.01359
ENSG00000108861,DUSP3,119,-0.0929,197,0.72534,154,0.35867,136,0.16098,120,-0.0880,57,-1.3087
ENSG00000108852,MPP2,59,0.01726,73,0.36411,67,0.23952,70,0.38175,43,-0.5290,40,-0.6432
ENSG00000091947,TMEM101,24,0.13926,12,-0.8997,27,0.39455,20,-0.1601,16,-0.4842,28,0.47105
ENSG00000161654,LSM12,81,1.55149,27,-0.2619,23,-0.5605,32,0.00656,19,-0.8968,33,0.03209
ENSG00000141349,G6PC3,78,0.68333,56,0.14318,44,-0.2378,53,0.08665,38,-0.5047,51,0.01538
ENSG00000108840,HDAC5,122,0.12674,122,0.12523,77,-0.6478,122,0.15730,113,0.00752,125,0.18372
ENSG00000168591,TMUB2,74,0.91157,44,0.04746,43,0.03790,44,0.08357,40,-0.0993,24,-0.9050
ENSG00000087152,ATXN7L3,154,0.77748,101,0.09036,105,0.16136,105,0.18824,81,-0.2939,55,-0.9125
ENSG00000108312,UBTF,55,-0.2371,85,0.44878,67,0.06215,76,0.32239,52,-0.3624,52,-0.3692
ENSG00000108309,RUNDC3A,192,-1.0029,342,-0.1144,496,0.54954,423,0.28791,427,0.26720,197,-1.0416
ENSG00000013306,SLC25A39,49,0.46069,34,-0.1047,43,0.26834,36,-0.0501,24,-0.7043,40,0.14181
ENSG00000030582,GRN,53,-0.2845,47,-0.4629,72,0.22605,64,0.00203,46,-0.5406,86,0.54352
ENSG00000161682,FAM171A2,36,-0.4822,72,0.62607,77,0.86405,42,-0.2746,36,-0.5147,37,-0.4458
