gene_id,gene_name,n_sig_hits,n_sig_up,n_sig_down,consistent_sig_direction,sig_cell_types,sig_vSpDs,n_xenium_contexts,xenium_contexts,xenium_cell_types,n_xenium_up,n_xenium_down,xenium_direction,xenium_validated,discovery_direction,direction_agrees
ENSG00000155307,SAMSN1,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000155886,SLC24A2,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,2,Oligo.3_Nbr; xSpD,Oligo.3,0,8,down,TRUE,down,TRUE
ENSG00000156140,ADAMTS3,2,2,0,TRUE,sn_broad__Oligo (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000157087,ATP2B2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000159023,EPB41,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000160145,KALRN,2,2,0,TRUE,sn_fine__Micro.4 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000160209,PDXK,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000163638,ADAMTS9,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000164199,ADGRV1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000165084,C8orf34,2,0,2,TRUE,sn_fine__Astro.2 (down),vL5a (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000166342,NETO1,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.2 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000166446,CDYL2,2,2,0,TRUE,sn_broad__Oligo (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000167755,KLK6,2,0,2,TRUE,,vVasc (down); vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000167971,CASKIN1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000168959,GRM5,2,2,0,TRUE,sn_fine__Micro.4 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000169313,P2RY12,2,0,2,TRUE,sn_broad__Macro (down); sn_fine__Macro (down),,2,cell_type; xSpD,Macro,0,2,down,TRUE,down,TRUE
ENSG00000170390,DCLK2,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000170419,VSTM2A,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000170525,PFKFB3,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000170542,SERPINB9,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000171617,ENC1,2,2,0,TRUE,sn_broad__Excit (up); sn_fine__Oligo.3 (up),,3,cell_type; Oligo.3_Nbr; xSpD,Oligo.3,18,0,up,TRUE,up,TRUE
ENSG00000172985,SH3RF3,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000173163,COMMD1,2,0,2,TRUE,sn_fine__Oligo.3 (down); sn_fine__Oligo.5 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000173786,CNP,2,0,2,TRUE,sn_fine__Oligo.3 (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000174145,NWD2,2,2,0,TRUE,sn_broad__Astro (up),vL6 (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000174607,UGT8,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,1,xSpD,Oligo.3,0,1,down,TRUE,down,TRUE
ENSG00000175265,GOLGA8A,2,2,0,TRUE,sn_fine__Excit.L2_5.RELN (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000176463,SLCO3A1,2,0,2,TRUE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000177511,ST8SIA3,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000177606,JUN,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000178573,MAF,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000179715,PCED1B,2,2,0,TRUE,sn_fine__Oligo.3 (up); sn_fine__Oligo.5 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000179841,AKAP5,2,2,0,TRUE,sn_broad__Excit (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000181418,DDN,2,2,0,TRUE,,vL5a (up); vWMuf (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000181790,ADGRB1,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000182389,CACNB4,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000183018,SPNS2,2,0,2,TRUE,sn_fine__Oligo.3 (down),vVasc (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000183049,CAMK1D,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000183662,TAFA1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000183715,OPCML,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000184611,KCNH7,2,2,0,TRUE,sn_fine__Micro.1 (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000184985,SORCS2,2,0,2,TRUE,sn_fine__Oligo.3 (down); sn_fine__Oligo.5 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000185650,ZFP36L1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000187260,WDR86,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000187672,ERC2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000188158,NHS,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000188906,LRRK2,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,1,Oligo.3_Nbr,Oligo.3,1,0,up,TRUE,up,TRUE
ENSG00000196353,CPNE4,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL6 (up),1,xSpD,Oligo.3,2,0,up,TRUE,up,TRUE
ENSG00000197261,C6orf141,2,2,0,TRUE,sn_broad__Excit (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000197442,MAP3K5,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000197971,MBP,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,3,cell_type; Oligo.3_Nbr; xSpD,Astro.3,0,3,down,TRUE,down,TRUE
ENSG00000198216,CACNA1E,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000198300,PEG3,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000198814,GK,2,2,0,TRUE,sn_broad__Macro (up); sn_fine__Macro (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000204131,NHSL2,2,2,0,TRUE,sn_fine__Oligo.3 (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000204442,NALF1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000204655,MOG,2,0,2,TRUE,sn_broad__Inhib (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000226070,LINC00951,2,2,0,TRUE,sn_broad__Astro (up); sn_fine__Astro.1 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000229847,EMX2OS,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000231424,ENSG00000231424,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000240771,ARHGEF25,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000242808,SOX2-OT,2,0,2,TRUE,sn_fine__Oligo.3 (down),vWMuf (down),0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000260941,LINC00622,2,2,0,TRUE,sn_broad__Excit (up),vL5a (up),0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000273507,ENSG00000273507,2,0,2,TRUE,sn_fine__Astro.3 (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000286214,COPG2IT1,2,2,0,TRUE,sn_broad__Oligo (up); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,up,FALSE
ENSG00000289591,ENSG00000289591,2,0,2,TRUE,sn_fine__Excit.L2_5.mix (down); sn_fine__Oligo.3 (down),,0,NA,NA,NA,NA,NA,FALSE,down,FALSE
ENSG00000021645,NRXN3,2,1,1,FALSE,sn_fine__Oligo.3 (down),vL5a (up),1,Oligo.3_Nbr,Oligo.3,0,3,down,TRUE,NA,FALSE
ENSG00000101333,PLCB4,2,1,1,FALSE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000115461,IGFBP5,2,1,1,FALSE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (up),,2,Oligo.3_Nbr; xSpD,Astro.2; Oligo.3,3,3,mixed,TRUE,NA,FALSE
ENSG00000154217,PITPNC1,2,1,1,FALSE,sn_broad__Excit (down); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000154721,JAM2,2,1,1,FALSE,sn_broad__Oligo (up); sn_fine__Astro.2 (down),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000164116,GUCY1A1,2,1,1,FALSE,sn_broad__Oligo (up); sn_fine__Astro.2 (down),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000173193,PARP14,2,1,1,FALSE,sn_fine__Oligo.3 (up),vL5a (down),0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000175497,DPP10,2,1,1,FALSE,sn_fine__Oligo.3 (up),vL5a (down),0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000183098,GPC6,2,1,1,FALSE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (up),,1,cell_type,Astro.2,0,1,down,TRUE,NA,FALSE
ENSG00000184500,PROS1,2,1,1,FALSE,sn_fine__Inhib.VIP (down); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000255571,MIR9-3HG,2,1,1,FALSE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
ENSG00000259255,ENSG00000259255,2,1,1,FALSE,sn_fine__Astro.2 (down); sn_fine__Oligo.3 (up),,0,NA,NA,NA,NA,NA,FALSE,NA,FALSE
