Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000061676,NCKAP1,16,-3.9837,407,0.92519,971,2.75579,234,-0.0079,16,-4.0192,113,-1.1461,63,-2.1580
ENSG00000115524,SF3B1,16,-5.3990,4014,4.31050,345,-0.9339,101,-2.9409,293,-1.1841,502,-0.3510,128,-2.5767
ENSG00000144381,HSPD1,16,-3.6090,407,1.39955,260,0.59519,183,0.01445,198,0.13675,162,-0.1889,114,-0.8184
ENSG00000115993,TRAK2,16,-4.0326,407,0.86504,70,-1.9195,72,-2.0121,262,0.12123,349,0.60022,471,1.39982
ENSG00000138443,ABI2,16,-3.8659,407,1.07113,939,2.88442,147,-0.6915,16,-3.9011,150,-0.5882,66,-1.9662
ENSG00000114942,EEF1B2,573,-0.1497,407,-0.6916,365,-0.8605,323,-1.1463,163,-2.0710,807,0.40971,1351,1.67381
ENSG00000078018,MAP2,16,-6.4425,7515,3.88188,2530,1.15941,581,-1.3576,16,-6.4782,188,-2.9199,81,-4.3191
ENSG00000197756,RPL37A,2602,-1.0120,407,-3.7617,1290,-2.0680,2597,-1.1151,9285,1.07352,5673,0.22231,10064,1.52649
ENSG00000127838,PNKD,16,-3.4059,407,1.67395,35,-2.2940,216,0.60395,328,1.25947,21,-3.0412,93,-0.9313
ENSG00000171450,CDK5R2,16,-3.5341,407,1.49997,729,2.81713,160,-0.1448,16,-3.5701,37,-2.3305,15,-3.8260
ENSG00000144567,RETREG2,16,-3.7565,407,1.20819,576,1.89558,188,-0.1231,225,0.17795,17,-3.6955,98,-1.2382
ENSG00000135924,DNAJB2,16,-5.0260,407,-0.2775,1686,2.33760,256,-1.0976,31,-4.1066,216,-1.2547,741,0.85517
ENSG00000054356,PTPRN,16,-4.3769,407,0.45587,1616,3.47161,343,0.19947,16,-4.4122,1,-7.5313,18,-4.4265
ENSG00000135919,SERPINE2,16,-3.1593,407,2.02699,1,-6.9205,325,2.04020,16,-3.1951,64,-1.1363,24,-2.7725
ENSG00000187957,DNER,16,-4.0085,407,0.89480,576,1.54190,325,0.59321,16,-4.0438,30,-3.1064,230,-0.0710
ENSG00000135916,ITM2C,16,-5.2076,407,-0.4757,382,-0.5722,1319,2.00693,1328,1.55811,86,-2.8050,38,-4.1860
ENSG00000173692,PSMD1,16,-3.1531,407,2.03737,1,-6.9132,193,0.73430,16,-3.1890,189,0.58218,91,-0.6653
ENSG00000115053,NCL,16,-4.0478,407,0.84679,4,-5.9116,207,-0.3130,16,-4.0833,334,0.50499,512,1.58711
ENSG00000187514,PTMA,925,-1.3615,407,-2.5848,1654,-0.4668,681,-1.9613,6777,2.04179,3363,0.69847,2727,0.39768
ENSG00000115468,EFHD1,282,-1.6683,3921,3.14788,33,-4.8037,146,-2.8076,1190,0.60351,437,-1.0062,651,-0.4327
ENSG00000132329,RAMP1,16,-3.1620,407,2.02348,1,-6.9227,338,2.16138,16,-3.1981,12,-3.5859,38,-2.0761
ENSG00000172428,COPS9,16,-5.6799,3927,3.43003,103,-3.0226,699,-0.1517,16,-5.7154,347,-1.2252,515,-0.6867
ENSG00000063660,GPC1,16,-3.6523,407,1.34399,572,2.03510,241,0.48456,16,-3.6878,103,-0.9446,45,-2.3142
ENSG00000130294,KIF1A,16,-5.2917,407,-0.5667,2487,2.85839,559,-0.0708,16,-5.3273,50,-3.6673,567,-0.0454
ENSG00000168385,SEPTIN2,16,-4.4660,407,0.35185,1,-8.2160,281,-0.2796,1195,2.43973,112,-1.6556,330,0.01126
ENSG00000115694,STK25,16,-4.2531,407,0.60040,467,0.83988,221,-0.4472,914,2.15622,211,-0.4696,47,-2.8756
ENSG00000176720,BOK,16,-4.0266,407,0.87248,23,-3.5000,54,-2.4481,259,0.10850,139,-0.8751,615,2.17236
ENSG00000134108,ARL8B,16,-3.5549,407,1.47084,524,1.98996,130,-0.5292,16,-3.5917,139,-0.3729,108,-0.8500
ENSG00000241553,ARPC4,16,-3.9893,407,0.91763,735,2.07503,187,-0.4181,268,0.20327,90,-1.5026,119,-1.1802
ENSG00000254999,BRK1,16,-3.6309,407,1.37177,1,-7.3858,210,0.24154,514,1.83945,153,-0.3046,76,-1.5067
ENSG00000157087,ATP2B2,16,-3.9777,407,0.93246,1277,3.61101,196,-0.3213,16,-4.0131,1,-7.1351,0,-9.1194
ENSG00000157103,SLC6A1,16,-3.8721,407,1.06301,1,-7.6259,419,1.37947,202,-0.1256,318,0.62666,91,-1.4808
ENSG00000157152,SYN2,16,-3.9404,407,0.97773,1254,3.63725,129,-0.9908,16,-3.9767,91,-1.4307,8,-5.1784
ENSG00000144713,RPL32,844,-2.0130,407,-3.0894,980,-1.7914,1455,-1.3070,7363,1.50441,3930,0.37805,5844,1.31546
ENSG00000144711,IQSEC1,16,-3.7354,407,1.23616,452,1.43589,128,-0.7707,212,0.10659,276,0.54563,84,-1.4590
ENSG00000163517,HDAC11,16,-3.7919,407,1.16405,31,-2.8390,130,-0.8106,178,-0.2379,359,0.93610,303,0.76044
ENSG00000225733,FGD5-AS1,16,-3.4431,407,1.62294,178,0.14702,200,0.40115,16,-3.4718,3,-5.5637,220,0.59426
ENSG00000174748,RPL15,16,-6.3043,407,-1.6369,791,-0.6228,787,-0.7018,3071,1.71894,1737,0.66018,1468,0.43630
ENSG00000163539,CLASP2,16,-3.8764,407,1.05727,417,1.10123,151,-0.6525,16,-3.9127,196,-0.1785,307,0.66765
ENSG00000168028,RPSA,323,-1.7318,407,-1.3839,838,-0.2660,504,-1.1610,1359,0.52685,1720,0.93747,1624,1.00725
ENSG00000168314,MOBP,1274,-0.8295,407,-2.5439,577,-2.0275,257,-3.3918,1273,-0.8314,1416,-0.6668,6969,3.15871
ENSG00000188846,RPL14,16,-5.7415,407,-1.0474,478,-0.7981,548,-0.6544,2134,1.77046,1323,0.86490,840,0.10896
ENSG00000168036,CTNNB1,16,-4.0289,407,0.86875,219,-0.1689,295,0.36774,16,-4.0653,557,1.44789,192,-0.4253
ENSG00000187094,CCK,16,-4.0957,407,0.78826,895,2.35686,441,1.13254,16,-4.1305,40,-2.8132,17,-4.2177
ENSG00000114853,ZBTB47,16,-3.5866,407,1.43005,231,0.41886,98,-1.0466,63,-1.6232,130,-0.5085,285,0.93512
ENSG00000010282,HHATL,16,-3.4982,407,1.54725,1,-7.1700,156,-0.1458,16,-3.5351,100,-0.8150,333,1.44988
ENSG00000181061,HIGD1A,16,-4.5585,407,0.24578,741,1.29735,187,-1.0847,1275,2.44083,57,-2.7552,141,-1.5406
ENSG00000114646,CSPG5,16,-3.6272,407,1.37616,252,0.52212,317,1.11702,16,-3.6630,218,0.27575,57,-1.9468
ENSG00000047849,MAP4,302,-1.3702,876,0.30492,581,-0.3608,431,-0.9131,19,-5.3912,717,-0.0251,1596,1.73403
ENSG00000164050,PLXNB1,16,-4.2093,407,0.65167,1,-7.4897,296,0.13584,490,0.97801,238,-0.2303,366,0.55505
ENSG00000232112,TMA7,1310,1.29646,407,-0.6676,124,-2.4492,576,-0.1351,922,0.66420,701,0.20100,480,-0.4563
ENSG00000164054,SHISA5,16,-3.5245,407,1.51127,1,-7.2815,215,0.42978,66,-1.4847,492,1.89863,67,-1.5811
ENSG00000010256,UQCRC1,16,-3.7852,407,1.17170,573,1.84347,218,0.11547,16,-3.8217,212,0.05221,94,-1.3346
ENSG00000067560,RHOA,16,-4.5343,407,0.27363,199,-0.8618,376,0.16586,16,-4.5645,909,1.72995,399,0.28270
ENSG00000176095,IP6K1,16,-3.3079,407,1.81164,445,2.00033,180,0.37334,16,-3.3440,1,-6.4278,43,-2.0288
ENSG00000164076,CAMKV,16,-3.9599,407,0.95463,1291,3.69830,168,-0.5704,16,-3.9956,1,-7.1168,8,-5.0966
ENSG00000114353,GNAI2,16,-5.7482,3941,3.28710,25,-5.1086,304,-1.6206,1015,0.40024,1016,0.40182,272,-1.7939
ENSG00000012171,SEMA3B,16,-3.8386,407,1.10432,41,-2.5083,68,-1.8934,16,-3.8750,156,-0.4989,573,2.37370
ENSG00000090097,PCBP4,16,-3.5621,407,1.46194,1,-7.3187,138,-0.4395,43,-2.1667,46,-2.0380,398,1.81865
ENSG00000162244,RPL29,1573,-0.4850,4660,1.35937,370,-2.6673,789,-1.6711,3429,0.79982,2469,0.24057,2553,0.34412
ENSG00000164091,WDR82,16,-4.0249,407,0.87429,878,2.42850,247,0.03451,172,-0.5403,57,-2.2184,78,-1.8800
ENSG00000010322,NISCH,16,-3.3932,407,1.69177,277,0.96717,181,0.27529,16,-3.4291,189,0.30353,72,-1.3286
ENSG00000168297,PXK,16,-3.4059,407,1.67395,31,-2.4859,52,-1.8473,16,-3.4421,262,0.84637,294,1.29982
ENSG00000168309,FAM107A,877,-1.0290,2401,0.58553,101,-4.2241,1589,-0.1123,4392,1.70058,2416,0.59602,918,-1.0560
ENSG00000175161,CADM2,16,-3.8324,407,1.11344,534,1.63229,381,1.21433,16,-3.8680,1,-6.9885,87,-1.5128
ENSG00000269028,MTRNR2L12,6843,-1.6125,407,-5.7378,2877,-2.8962,45576,1.94063,2473,-3.1182,26060,0.49237,22224,0.26107
ENSG00000080822,CLDND1,16,-6.1164,407,-1.4418,429,-1.3619,257,-2.2775,1427,0.54513,569,-0.9312,2944,2.61500
ENSG00000081154,PCNP,16,-6.0099,7598,5.93102,256,-2.0228,138,-3.1040,16,-6.0454,17,-5.9732,206,-2.4990
ENSG00000114391,RPL24,19,-6.0438,407,-1.5684,733,-0.6702,735,-0.7394,1018,-0.1512,1774,0.77585,2321,1.58326
ENSG00000144834,TAGLN3,16,-4.0645,407,0.82676,1504,4.02586,115,-1.3186,16,-4.0991,13,-4.3784,27,-3.5090
ENSG00000172020,GAP43,16,-4.1095,407,0.77216,665,1.69194,256,-0.0077,320,0.36379,78,-1.8297,156,-0.8676
ENSG00000185565,LSAMP,16,-3.0133,407,2.25122,1,-6.7752,297,2.07290,16,-3.0487,1,-6.1795,26,-2.5011
ENSG00000114631,PODXL2,16,-4.0068,407,0.89623,967,2.70077,277,0.27501,16,-4.0431,93,-1.4660,51,-2.5184
ENSG00000074416,MGLL,16,-4.8790,407,-0.1152,1,-8.6275,315,-0.5799,2008,3.06034,769,0.95927,50,-3.4458
ENSG00000075785,RAB7A,16,-3.7802,407,1.17872,189,-0.1315,245,0.34124,16,-3.8165,346,0.88794,189,-0.1427
ENSG00000169714,CNBP,16,-3.6344,407,1.36668,198,0.11148,232,0.43647,16,-3.6703,203,0.15242,180,-0.0461
ENSG00000184897,H1FX,16,-4.6348,407,0.15955,526,0.58987,318,-0.2699,805,1.35647,540,0.63529,195,-1.1013
ENSG00000091513,TF,16,-6.0359,3683,2.53951,142,-2.9130,86,-3.8311,958,-0.0226,244,-2.1225,1766,1.24486
ENSG00000154917,RAB6B,143,-1.5709,407,0.04763,1915,3.22228,394,-0.0051,16,-4.7697,169,-1.3225,58,-3.0656
ENSG00000082996,RNF13,16,-3.4051,407,1.67282,217,0.52313,65,-1.4943,16,-3.4429,12,-3.8114,313,1.45254
ENSG00000070087,PFN2,16,-3.5333,407,1.50072,408,1.50519,196,0.23682,16,-3.5690,52,-1.8312,132,-0.4814
ENSG00000163536,SERPINI1,16,-4.1181,407,0.76196,1205,3.10302,196,-0.4951,16,-4.1536,29,-3.2771,130,-1.1818
ENSG00000008952,SEC62,16,-5.5868,407,-0.8830,533,-0.4618,552,-0.4574,1489,1.27521,697,-0.0346,1082,0.83401
ENSG00000013297,CLDN11,486,-0.3202,407,-0.6003,91,-2.8406,43,-4.0942,1551,1.71025,119,-2.4539,1300,1.73017
ENSG00000114757,PEX5L,16,-3.1283,407,2.07429,1,-6.8885,144,0.17711,16,-3.1634,2,-6.1060,224,1.10258
ENSG00000242808,SOX2-OT,780,-0.1335,3531,2.78509,1,-9.5832,126,-3.0533,443,-1.0177,119,-2.9758,1250,0.77036
ENSG00000161203,AP2M1,16,-5.9131,3928,2.93431,2067,1.46939,354,-1.5641,125,-2.9815,767,-0.2443,213,-2.3508
ENSG00000175166,PSMD2,16,-3.3461,407,1.75673,1,-7.1050,208,0.60978,38,-2.1097,392,1.68011,49,-1.8762
ENSG00000175182,FAM131A,16,-4.0321,407,0.86631,1291,3.51719,190,-0.4457,16,-4.0677,63,-2.0632,9,-5.0904
ENSG00000156976,EIF4A2,16,-5.0559,407,-0.3098,2032,2.75254,293,-0.9087,304,-0.7672,648,0.44964,224,-1.3449
ENSG00000189058,APOD,1338,-0.4190,407,-2.2265,641,-1.5477,1190,-0.6709,1088,-0.7415,4637,1.75220,2578,0.78215
ENSG00000061938,TNK2,16,-3.4824,407,1.56880,369,1.37792,219,0.52776,16,-3.5187,107,-0.7038,74,-1.3719
ENSG00000182899,RPL35A,16,-6.4857,407,-1.8252,589,-1.2684,873,-0.7383,3177,1.53526,2114,0.78227,1948,0.76006
ENSG00000169020,ATP5ME,16,-6.0971,407,-1.4214,205,-2.4389,588,-0.9493,1895,1.06751,1474,0.62414,1976,1.41858
ENSG00000168993,CPLX1,16,-3.3948,407,1.68942,505,2.15117,224,0.69642,16,-3.4309,1,-6.5575,10,-4.2625
ENSG00000159692,CTBP1,16,-3.5369,407,1.49601,336,1.13435,212,0.39241,16,-3.5726,141,-0.3226,108,-0.8193
ENSG00000068078,FGFR3,16,-3.8874,407,1.04258,3,-6.3160,753,3.45259,16,-3.9246,32,-2.9118,3,-6.5508
ENSG00000243449,C4orf48,419,-0.8309,407,-0.8762,743,0.07519,373,-1.1095,1361,1.11617,341,-1.1443,1183,1.04308
ENSG00000185818,NAT8L,16,-4.1312,407,0.74598,631,1.55586,505,1.40553,16,-4.1663,141,-0.9608,62,-2.3579
ENSG00000087274,ADD1,16,-4.6372,407,0.15600,707,1.11104,311,-0.3101,823,1.39500,366,-0.0152,192,-1.1311
ENSG00000163956,LRPAP1,16,-3.6369,407,1.36372,593,2.13784,169,-0.1703,16,-3.6730,131,-0.5550,84,-1.3438
ENSG00000072832,CRMP1,16,-3.7926,407,1.16361,932,3.00485,154,-0.5177,16,-3.8286,153,-0.4718,12,-4.3627
ENSG00000109501,WFS1,16,-3.4628,407,1.59639,164,-0.0005,312,1.34795,16,-3.4979,204,0.35616,24,-3.0441
ENSG00000074211,PPP2R2C,16,-4.0600,407,0.83182,1027,2.76458,157,-0.8001,16,-4.0953,62,-2.1191,195,-0.4288
ENSG00000179010,MRFAP1,16,-4.6528,407,0.13847,623,0.86275,410,0.17628,16,-4.6884,380,0.02766,550,0.76599
ENSG00000038219,BOD1L1,16,-3.3339,407,1.77541,233,0.73000,106,-0.6155,16,-3.3697,86,-0.8826,192,0.47139
ENSG00000151552,QDPR,16,-5.2079,407,-0.4770,248,-1.2386,345,-0.8120,16,-5.2261,270,-1.1104,1644,2.80245
ENSG00000168214,RBPJ,16,-3.7187,407,1.25789,261,0.47310,104,-1.0889,307,0.74846,30,-2.8364,268,0.60851
ENSG00000163682,RPL9,212,-3.1650,410,-2.1946,716,-1.3619,870,-1.1689,3645,1.30578,2919,0.89901,2898,1.07314
ENSG00000154277,UCHL1,16,-6.1281,3911,2.52948,3979,2.57258,428,-1.4971,16,-6.1639,303,-1.8958,123,-3.3965
ENSG00000064042,LIMCH1,16,-4.0199,407,0.88043,91,-1.5054,238,-0.0260,191,-0.3724,100,-1.3720,445,1.28152
ENSG00000124406,ATP8A1,16,-5.3145,4050,4.68182,468,-0.3705,69,-3.4157,16,-5.3500,53,-3.6243,284,-1.2512
ENSG00000109180,OCIAD1,16,-4.1092,407,0.77159,806,2.09748,183,-0.5971,208,-0.3352,204,-0.3640,151,-0.9238
ENSG00000171476,HOPX,16,-4.0531,407,0.84010,1,-7.6956,541,1.72762,692,1.85349,25,-3.4600,0,-9.1947
ENSG00000163453,IGFBP7,61,-4.4321,407,-1.6670,35,-5.2520,301,-2.2643,4784,2.68168,4851,2.71813,3,-8.8966
ENSG00000018189,RUFY3,16,-3.9379,407,0.98099,416,1.02219,160,-0.6283,73,-1.7563,298,0.44193,261,0.25833
ENSG00000132466,ANKRD17,16,-2.8562,407,2.50557,1,-6.6210,138,0.46570,16,-2.8924,120,0.16085,70,-0.7582
ENSG00000138760,SCARB2,16,-3.9035,407,1.02366,247,0.17097,157,-0.6146,16,-3.9397,152,-0.6023,426,1.36715
ENSG00000118816,CCNI,16,-4.8244,407,-0.0552,121,-1.9179,236,-1.0000,825,1.15449,883,1.28209,531,0.44760
ENSG00000152795,HNRNPDL,16,-4.6369,407,0.15655,865,1.49043,265,-0.5912,410,0.17083,363,-0.0302,367,-0.0105
ENSG00000145293,ENOPH1,220,0.32107,407,1.41237,315,0.94316,100,-1.0196,16,-3.6357,3,-5.9212,233,0.48729
ENSG00000145284,SCD5,16,-5.1129,407,-0.3727,966,1.08031,657,0.47693,248,-1.1393,268,-1.0182,700,0.60527
ENSG00000109339,MAPK10,16,-3.4162,407,1.65986,547,2.29817,181,0.23837,16,-3.4514,53,-1.6910,17,-3.5443
ENSG00000152583,SPARCL1,16,-6.4368,407,-1.7745,556,-1.3051,2535,1.45429,2464,1.11775,2800,1.35652,116,-3.7935
ENSG00000118785,SPP1,16,-7.8642,407,-3.2328,23,-7.3937,112,-5.2904,27235,5.84533,389,-3.2974,1364,-1.5670
ENSG00000163644,PPM1K,16,-3.2757,407,1.85707,139,-0.0587,205,0.68702,16,-3.3119,4,-5.2198,155,0.12513
ENSG00000138814,PPP3CA,16,-5.0144,407,-0.2645,2874,3.99147,423,-0.2275,16,-5.0503,62,-3.0909,47,-3.6556
ENSG00000109332,UBE2D3,16,-4.2317,407,0.62567,397,0.58600,160,-0.9630,677,1.55939,415,0.66223,140,-1.1867
ENSG00000109475,RPL34,2219,-0.9967,7365,0.96019,1073,-2.0909,1506,-1.7158,5457,0.43950,5044,0.30743,6739,0.96469
ENSG00000145362,ANK2,16,-4.8000,407,-0.0266,1956,3.14533,359,-0.2576,16,-4.8355,69,-2.7254,270,-0.7493
ENSG00000269893,SNHG8,16,-4.1434,407,0.73074,1,-7.8956,113,-1.4288,192,-0.4997,603,1.45103,460,1.15460
ENSG00000164096,C4orf3,16,-5.1768,407,-0.4425,393,-0.4942,285,-1.0919,1475,1.81329,604,0.19369,682,0.46138
ENSG00000153130,SCOC,16,-3.7352,407,1.23665,552,1.83909,160,-0.3864,16,-3.7702,116,-0.8498,179,-0.1851
ENSG00000153147,SMARCA5,16,-3.1971,407,1.97111,1,-6.9572,169,0.39817,83,-0.7859,37,-1.9853,176,0.47979
ENSG00000145425,RPS3A,16,-6.6314,3774,1.67761,312,-2.3660,636,-1.4235,2160,0.64479,1585,0.12526,2046,0.65092
ENSG00000109670,FBXW7,300,-0.2381,407,0.25521,1799,3.43018,213,-0.8571,16,-4.5862,80,-2.2516,52,-3.0491
ENSG00000109654,TRIM2,16,-4.3752,407,0.45701,565,1.03082,217,-0.6214,16,-4.4109,138,-1.2513,600,1.41103
ENSG00000164114,MAP9,16,-3.0125,407,2.25146,1,-6.7752,286,1.95228,16,-3.0489,2,-5.7780,37,-1.9639
ENSG00000061918,GUCY1B1,16,-3.2029,407,1.96352,1,-6.9622,373,2.40247,16,-3.2390,26,-2.5226,13,-3.6787
ENSG00000120251,GRIA2,16,-4.5165,407,0.29386,1336,2.63041,259,-0.4866,752,1.37994,1,-7.6709,15,-4.8311
ENSG00000164124,TMEM144,16,-5.4589,3724,3.79555,97,-2.8924,34,-4.5708,192,-1.8843,133,-2.4245,818,0.43589
ENSG00000109472,CPE,16,-5.5747,407,-0.8706,636,-0.1691,2164,2.89775,16,-5.6103,892,0.38527,31,-4.8218
ENSG00000164106,SCRG1,16,-3.3887,407,1.69813,1,-7.1469,387,2.09196,16,-3.4246,1,-6.5462,96,-0.8507
ENSG00000150625,GPM6A,16,-6.5810,407,-1.9237,7152,3.35007,2239,0.91984,16,-6.6166,377,-2.0354,157,-3.4964
ENSG00000151729,SLC25A4,16,-3.7155,407,1.26184,480,1.58183,184,-0.1168,16,-3.7511,350,0.98682,62,-1.8941
ENSG00000171368,TPPP,16,-5.8384,3726,2.93185,1569,1.05046,302,-1.7286,16,-5.8737,239,-1.9452,729,-0.2748
ENSG00000145494,NDUFS6,16,-4.5823,407,0.21789,1,-8.3322,272,-0.4797,1415,2.66016,395,0.17213,212,-0.9020
ENSG00000145495,MARCH6,16,-3.4245,407,1.64841,7,-4.6519,324,1.51030,44,-1.9831,23,-2.9185,149,-0.1357
ENSG00000169862,CTNND2,16,-4.0748,407,0.81346,609,1.56163,269,0.13070,16,-4.1107,124,-1.1030,274,0.16445
ENSG00000145555,MYO10,16,-4.0555,407,0.83657,1,-7.8084,223,-0.1853,736,1.98000,119,-1.1417,250,0.02146
ENSG00000176788,BASP1,16,-6.0039,3787,2.66695,3301,2.32885,531,-1.0106,16,-6.0398,294,-1.8083,39,-4.9423
ENSG00000056097,ZFR,16,-3.2335,407,1.91865,171,0.32022,159,0.23503,16,-3.2695,29,-2.4073,154,0.17193
ENSG00000113387,SUB1,16,-3.9915,407,0.91562,648,1.80318,171,-0.5720,16,-4.0266,383,0.80772,159,-0.7028
ENSG00000079215,SLC1A3,16,-4.9893,407,-0.2365,1,-8.7368,1784,4.21149,16,-5.0244,3,-7.3240,114,-2.3188
ENSG00000145592,RPL37,3124,-0.3791,407,-3.4351,527,-3.0561,2040,-1.1433,7741,1.15071,5193,0.44891,7279,1.27366
ENSG00000250722,SELENOP,16,-4.7489,407,0.02920,154,-1.4830,90,-2.4363,304,-0.4366,390,-0.0386,1072,2.36991
ENSG00000134352,IL6ST,16,-3.8241,407,1.12375,49,-2.2241,222,0.09775,16,-3.8597,492,1.48396,237,0.21747
ENSG00000112851,ERBIN,16,-3.9885,407,0.91912,1,-7.7410,142,-0.8914,357,0.68970,306,0.42973,378,0.94622
ENSG00000145675,PIK3R1,16,-3.9216,407,1.00182,486,1.33099,210,-0.1276,260,0.23086,189,-0.2830,126,-1.0133
ENSG00000131711,MAP1B,560,-1.8393,407,-2.3153,5668,2.05011,2618,0.68747,1155,-0.7419,524,-1.9385,1532,-0.3376
ENSG00000145741,BTF3,16,-3.9445,407,0.97352,1,-7.6972,117,-1.1527,352,0.71859,691,2.00990,180,-0.4303
ENSG00000171617,ENC1,16,-5.3204,407,-0.5973,3983,4.56044,445,-0.5113,16,-5.3561,18,-5.1386,0,-10.401
ENSG00000164346,NSA2,16,-3.6475,407,1.34779,1,-7.4043,111,-0.9074,431,1.46058,123,-0.6622,241,0.49217
ENSG00000171530,TBCA,16,-3.6858,407,1.29924,1,-7.4413,262,0.60820,43,-2.2859,334,0.93978,201,0.08536
ENSG00000186468,RPS23,611,-2.4017,407,-3.0006,688,-2.2259,1107,-1.6455,6579,1.40385,5663,1.12252,5153,1.15791
ENSG00000164176,EDIL3,1265,1.27347,407,-0.6322,590,-0.0420,163,-2.1669,16,-5.3876,246,-1.4003,1301,1.67477
ENSG00000127184,COX7C,275,-1.8287,407,-1.2413,545,-0.7924,736,-0.3645,2771,2.05543,546,-0.7907,1043,0.27992
ENSG00000081189,MEF2C,16,-3.8570,407,1.08217,917,2.83654,292,0.58911,16,-3.8929,1,-7.0150,0,-8.9998
ENSG00000164292,RHOBTB3,16,-3.0772,407,2.15147,1,-6.8394,205,0.98311,16,-3.1133,13,-3.4013,137,0.14749
ENSG00000198961,PJA2,16,-4.2193,407,0.64010,1142,2.75480,224,-0.3821,39,-2.9716,37,-3.0198,202,-0.5634
ENSG00000134982,APC,16,-3.3197,407,1.79411,1,-6.6035,167,0.21302,16,-3.3563,281,1.07844,144,-0.0673
ENSG00000129625,REEP5,16,-3.7180,407,1.25856,478,1.56940,210,0.13363,16,-3.7528,113,-0.8602,156,-0.4045
ENSG00000164241,C5orf63,16,-5.5748,407,-0.8707,355,-1.0773,2069,2.70414,294,-1.3654,400,-0.8956,374,-1.0993
ENSG00000169567,HINT1,16,-4.4451,407,0.37562,610,1.08162,296,-0.1661,16,-4.4812,519,0.79373,377,0.29027
ENSG00000131437,KIF3A,16,-4.0206,407,0.87957,1058,2.91923,170,-0.6247,16,-4.0560,162,-0.6356,88,-1.6944
ENSG00000164402,SEPTIN8,16,-4.4403,407,0.38236,156,-1.1350,262,-0.3750,16,-4.4754,539,0.86758,622,1.39178
ENSG00000164405,UQCRQ,16,-4.2334,407,0.62414,1,-7.9842,363,0.50394,247,-0.2012,350,0.36927,385,0.62556
ENSG00000113558,SKP1,16,-4.9126,407,-0.1522,789,0.96418,456,0.03893,487,0.14026,445,-0.0063,483,0.14458
ENSG00000113575,PPP2CA,16,-4.2868,407,0.56110,1328,3.04696,205,-0.6112,16,-4.3218,159,-0.9471,137,-1.2821
ENSG00000152377,SPOCK1,16,-4.5595,407,0.24487,791,1.42193,446,0.46743,16,-4.5953,20,-4.2831,505,0.72066
ENSG00000132563,REEP2,16,-3.3809,407,1.70572,526,2.25966,187,0.34698,16,-3.4191,1,-6.5453,31,-2.6129
ENSG00000113013,HSPA9,16,-3.5085,407,1.53463,254,0.67002,245,0.72669,16,-3.5420,149,-0.2080,98,-0.9597
ENSG00000044115,CTNNA1,336,0.48877,407,0.81976,1,-7.8220,196,-0.4335,338,0.50321,127,-1.0586,324,0.49961
ENSG00000171604,CXXC5,16,-4.3745,407,0.45833,947,2.04939,246,-0.4016,16,-4.4099,259,-0.2765,318,0.05794
ENSG00000131495,NDUFA2,16,-3.6021,407,1.40919,359,1.17656,160,-0.2295,16,-3.6383,109,-0.7963,201,0.20118
ENSG00000131507,NDFIP1,50,-3.0881,407,0.08111,1769,3.04334,323,-0.3248,16,-4.7385,330,-0.2549,132,-1.7965
ENSG00000113578,FGF1,684,-1.3073,10363,4.41660,87,-4.3395,132,-3.9175,345,-2.3285,402,-2.1052,1048,-0.7267
ENSG00000113712,CSNK1A1,16,-3.7430,407,1.22609,407,1.22789,133,-0.7191,16,-3.7790,358,0.99514,163,-0.3642
ENSG00000070808,CAMK2A,16,-4.4152,407,0.41128,1776,3.71907,313,-0.0227,16,-4.4507,1,-7.5698,5,-6.2652
ENSG00000019582,CD74,870,0.92910,407,-0.3394,1,-8.8233,83,-2.8912,800,0.78014,1988,2.64687,146,-2.0475
ENSG00000164587,RPS14,16,-7.0047,407,-2.3588,366,-2.5131,1244,-0.7474,4178,1.36997,3175,0.86606,3239,1.09265
ENSG00000171992,SYNPO,16,-4.3188,407,0.52314,1548,3.46123,255,-0.2704,16,-4.3539,138,-1.1917,17,-4.4645
ENSG00000113140,SPARC,929,0.60439,407,-0.7329,1,-9.1923,296,-1.3325,658,0.02990,2317,2.40426,456,-0.6187
ENSG00000177556,ATOX1,832,2.10131,407,0.71918,1,-7.9049,187,-0.6146,16,-4.1895,245,-0.1239,253,-0.0803
ENSG00000155506,LARP1,16,-4.0737,407,0.81504,933,2.49569,292,0.29074,16,-4.1096,7,-5.1741,145,-0.9448
ENSG00000055163,CYFIP2,16,-4.1624,407,0.70812,1177,2.94432,355,0.55696,16,-4.1985,9,-4.9794,31,-3.3925
ENSG00000164609,SLU7,16,-3.5491,407,1.47904,240,0.52464,211,0.35852,16,-3.5853,319,1.02463,76,-1.4039
ENSG00000145864,GABRB2,16,-3.5950,407,1.41822,739,2.73790,203,0.22647,16,-3.6319,38,-2.3794,0,-8.7407
ENSG00000022355,GABRA1,16,-5.3125,4012,4.63223,974,0.84754,142,-2.3368,16,-5.3485,1,-8.4641,0,-10.448
ENSG00000181163,NPM1,16,-3.9093,407,1.01691,35,-2.8005,114,-1.1539,501,1.40354,191,-0.2532,317,0.68678
