Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000134352,IL6ST,115,-0.3953,119,-0.3926,86,-0.8520,67,-1.2291,176,0.28121,227,0.71828,222,0.67271,201,0.50299
ENSG00000062194,GPBP1,104,0.48881,57,-0.5411,72,-0.1124,96,0.35445,68,-0.2147,71,-0.1385,78,0.02160,93,0.30036
ENSG00000145632,PLK2,129,0.02291,212,1.04302,120,-0.0842,172,0.50164,56,-1.2688,90,-0.5415,105,-0.2976,46,-1.5778
ENSG00000152932,RAB3C,73,-1.0367,103,-0.5648,229,0.80903,308,1.35441,114,-0.3358,120,-0.2604,104,-0.4869,117,-0.2972
ENSG00000113448,PDE4D,18,-0.8534,40,0.42858,44,0.51770,17,-1.0011,41,0.43533,38,0.29581,22,-0.5596,26,-0.3172
ENSG00000152931,PART1,48,1.18709,5,-2.3425,58,1.56013,81,2.25149,5,-2.2813,7,-1.8658,2,-3.5274,2,-3.1686
ENSG00000164182,NDUFAF2,42,0.17877,31,-0.3156,24,-0.7092,11,-1.9071,45,0.27909,42,0.19523,80,1.29676,32,-0.2650
ENSG00000188725,SMIM15,39,0.61368,25,-0.1628,23,-0.2554,19,-0.5684,30,0.16693,28,0.03046,23,-0.2552,32,0.28923
ENSG00000130449,ZSWIM6,39,-0.2507,44,-0.0342,48,0.08836,43,-0.0990,37,-0.3266,51,0.18790,27,-0.8044,75,0.84051
ENSG00000068796,KIF2A,30,-0.0775,42,0.57665,38,0.33271,36,0.22124,32,0.04124,31,-0.0340,16,-1.0531,15,-1.1732
ENSG00000153006,SREK1IP1,79,0.10641,91,0.39561,106,0.59173,43,-0.8317,89,0.30039,79,0.10590,51,-0.5730,36,-1.1142
ENSG00000153015,CWC27,52,0.95322,36,0.37827,19,-0.6694,14,-1.1569,44,0.64747,10,-1.5801,39,0.45707,15,-1.0202
ENSG00000113595,TRIM23,54,-0.2048,72,0.29273,67,0.14170,106,0.91055,51,-0.3011,42,-0.6171,48,-0.3818,42,-0.5945
ENSG00000197860,SGTB,16,-1.7866,58,0.18820,48,-0.1351,83,0.77654,58,0.17701,43,-0.3125,63,0.31005,43,-0.3124
ENSG00000112851,ERBIN,68,-0.3243,63,-0.4904,82,-0.0241,45,-0.9760,122,0.62531,89,0.10294,134,0.79552,85,0.02332
ENSG00000153914,SREK1,70,0.23344,62,0.05418,48,-0.3556,55,-0.1417,81,0.47893,59,-0.0346,58,-0.0562,48,-0.3756
ENSG00000069020,MAST4,96,1.14064,48,-0.0539,26,-0.9922,22,-1.2376,51,0.05054,78,0.76722,42,-0.2355,32,-0.6744
ENSG00000145675,PIK3R1,182,-0.2711,212,-0.0286,310,0.60553,366,0.89303,140,-0.6833,154,-0.5313,166,-0.4193,197,-0.1409
ENSG00000134056,MRPS36,73,0.82486,41,-0.1348,34,-0.4336,26,-0.8341,21,-1.1208,57,0.40655,69,0.72079,38,-0.2571
ENSG00000085231,AK6,15,-1.2592,23,-0.7268,29,-0.2923,42,0.28597,33,-0.1062,62,0.95715,56,0.76643,33,-0.1130
ENSG00000273841,TAF9,88,0.22275,88,0.26948,79,0.05450,107,0.54602,48,-0.7187,71,-0.1115,44,-0.8821,75,-0.0238
ENSG00000145734,BDP1,70,0.84340,27,-0.7554,53,0.36977,35,-0.3101,37,-0.2019,50,0.25543,29,-0.5748,52,0.33416
ENSG00000131711,MAP1B,1388,-0.3769,1132,-0.7731,4408,1.62830,2091,0.28585,1855,0.08837,850,-1.1377,1151,-0.6701,1804,0.04317
ENSG00000113048,MRPS27,44,0.22669,48,0.40787,49,0.39538,36,-0.0909,17,-1.2133,33,-0.2489,33,-0.2711,39,-0.0002
ENSG00000083312,TNPO1,12,-2.2666,94,1.11706,41,-0.4570,40,-0.4946,29,-0.9927,65,0.30395,40,-0.4940,75,0.52911
ENSG00000145741,BTF3,168,0.48430,113,-0.1785,55,-1.2687,94,-0.4583,186,0.66675,89,-0.5428,143,0.21912,164,0.44318
ENSG00000171617,ENC1,886,-0.5822,2608,1.53866,1059,-0.3018,1329,0.06399,510,-1.4279,893,-0.5698,1174,-0.1367,432,-1.6786
ENSG00000049860,HEXB,31,0.02252,39,0.46969,21,-0.6024,26,-0.2409,34,0.19549,44,0.61888,18,-0.8229,22,-0.5262
ENSG00000164346,NSA2,96,0.65915,35,-1.0454,78,0.32063,57,-0.1873,71,0.15535,63,-0.0292,63,-0.0305,81,0.37197
ENSG00000198780,FAM169A,37,-0.9219,85,0.46450,55,-0.3026,112,0.86157,62,-0.1251,44,-0.6616,63,-0.1040,59,-0.2024
ENSG00000113161,HMGCR,91,-0.2792,154,0.69568,127,0.26984,170,0.75782,61,-0.8919,83,-0.4226,48,-1.2647,84,-0.3926
ENSG00000113163,CERT1,51,-0.1009,64,0.30586,62,0.22687,47,-0.2193,58,0.11702,58,0.12187,42,-0.3870,41,-0.4530
ENSG00000164252,AGGF1,63,0.49019,41,-0.2590,60,0.40903,52,0.16939,35,-0.4519,44,-0.0922,64,0.50453,22,-1.1589
ENSG00000113231,PDE8B,56,-1.2044,263,1.71121,55,-1.2242,37,-1.7942,109,-0.1638,134,0.16651,130,0.11831,40,-1.7121
ENSG00000164253,WDR41,16,-0.7809,14,-1.0151,36,0.50808,32,0.35254,23,-0.1912,38,0.60318,24,-0.1511,38,0.61117
ENSG00000171530,TBCA,181,-0.2736,227,0.10222,172,-0.3614,224,0.06238,220,0.03540,273,0.38942,233,0.12666,180,-0.2838
ENSG00000085365,SCAMP1,118,-0.5898,180,0.10111,194,0.21119,301,0.95780,134,-0.3850,171,0.00492,145,-0.2636,113,-0.6483
ENSG00000152413,HOMER1,94,-0.8686,252,0.86122,167,0.03609,139,-0.2665,100,-0.7816,166,0.02618,235,0.60026,68,-1.3580
ENSG00000164300,SERINC5,5,-2.5519,24,-0.2088,23,-0.2518,5,-2.3815,31,0.27040,27,0.04232,37,0.55776,63,1.50614
ENSG00000039319,ZFYVE16,30,0.20334,18,-0.6906,28,0.10324,19,-0.4717,58,1.37418,36,0.51209,14,-1.0104,16,-0.7703
ENSG00000249042,AC008771.1,25,-0.5033,38,0.17208,36,0.08032,30,-0.2164,18,-1.0087,11,-1.6610,99,1.88896,15,-1.2906
ENSG00000113319,RASGRF2,27,-0.4461,80,1.73612,11,-1.7806,7,-2.3539,10,-1.8623,37,0.03325,52,0.58880,21,-0.8598
ENSG00000145687,SSBP2,50,-0.5041,85,0.41071,70,0.02438,75,0.13932,70,0.02210,59,-0.2531,51,-0.4754,74,0.12396
ENSG00000186468,RPS23,1609,0.84312,535,-1.0416,768,-0.3839,645,-0.6574,1846,1.08967,735,-0.4535,969,-0.0121,1142,0.25818
ENSG00000174695,TMEM167A,90,-0.1253,84,-0.2621,106,0.14181,125,0.41494,106,0.13889,89,-0.1488,84,-0.2428,108,0.16465
ENSG00000038427,VCAN,77,0.56200,22,-1.5146,45,-0.3278,25,-1.2330,149,1.76553,10,-2.5983,34,-0.7666,112,1.21847
ENSG00000164176,EDIL3,147,-0.3417,284,0.89280,147,-0.3403,133,-0.4904,142,-0.3922,158,-0.2279,190,0.07482,151,-0.2979
ENSG00000127184,COX7C,559,-0.5178,633,-0.3621,642,-0.2996,691,-0.1829,994,0.41395,894,0.23680,880,0.20969,1038,0.48632
ENSG00000145715,RASA1,40,0.61604,20,-0.5141,33,0.30651,35,0.38609,17,-0.6991,29,0.07498,25,-0.1739,27,-0.0071
ENSG00000134480,CCNH,60,0.31700,45,-0.1926,51,0.04512,64,0.40940,34,-0.6043,40,-0.3544,62,0.36619,47,-0.0939
ENSG00000247828,TMEM161B-AS1,26,-1.0772,56,0.16351,42,-0.3145,52,0.00452,50,-0.0598,69,0.48346,41,-0.3507,72,0.53983
ENSG00000245526,LINC00461,14,-2.2911,61,-0.1404,52,-0.3648,42,-0.6812,53,-0.3275,90,0.53386,129,1.16210,86,0.45213
ENSG00000081189,MEF2C,407,-0.1762,584,0.48371,568,0.36686,497,0.14766,238,-1.0140,371,-0.3223,500,0.15703,339,-0.4660
ENSG00000176055,MBLAC2,29,0.17067,43,1.01103,16,-0.7153,30,0.23000,16,-0.7863,23,-0.1843,17,-0.6878,17,-0.6465
ENSG00000164199,ADGRV1,19,-1.8057,38,-0.9012,15,-2.1635,17,-2.0047,39,-0.7520,207,2.16711,51,-0.3602,149,1.47646
ENSG00000237187,NR2F1-AS1,92,0.59660,67,0.07037,49,-0.4277,65,0.01379,56,-0.2242,81,0.37950,45,-0.5568,57,-0.1969
ENSG00000175745,NR2F1,216,0.25332,186,0.00987,173,-0.1023,121,-0.6729,105,-0.8866,242,0.44444,215,0.25002,219,0.28041
ENSG00000113391,FAM172A,4,-3.2460,49,0.49635,40,0.08977,31,-0.3150,35,-0.1134,49,0.40731,48,0.38385,36,-0.0913
ENSG00000175471,MCTP1,36,-0.1231,32,-0.3602,75,1.09880,60,0.70390,36,-0.1506,15,-1.4238,35,-0.1694,31,-0.3576
ENSG00000198677,TTC37,115,1.08995,45,-0.5362,62,0.04083,51,-0.2586,52,-0.2375,57,-0.0932,61,0.01302,57,-0.1076
ENSG00000164292,RHOBTB3,80,-0.3426,78,-0.4293,52,-1.0070,30,-1.8255,123,0.36511,170,0.91876,136,0.53432,142,0.60252
ENSG00000118985,ELL2,35,-0.1084,43,0.27108,34,-0.1342,69,1.02985,27,-0.5133,18,-1.1192,39,0.05756,28,-0.4451
ENSG00000175426,PCSK1,10,-1.5180,7,-2.2349,54,1.15764,119,2.87328,16,-0.7819,9,-1.6829,4,-2.8845,20,-0.4665
ENSG00000153113,CAST,68,1.27036,21,-0.7757,26,-0.3182,28,-0.2180,34,0.08220,35,0.14659,36,0.17256,22,-0.6193
ENSG00000113441,LNPEP,46,-0.8779,97,0.33525,129,0.77564,94,0.23294,51,-0.7253,112,0.53722,40,-1.1131,65,-0.3637
ENSG00000174136,RGMB,96,-0.2736,167,0.74460,91,-0.3563,121,0.08936,120,0.07794,81,-0.5428,120,0.07608,66,-0.8653
ENSG00000174132,FAM174A,27,-0.3339,31,-0.1845,55,0.81975,43,0.37812,21,-0.7796,46,0.48591,19,-0.9016,33,-0.0339
ENSG00000145730,PAM,73,-0.4500,145,0.80823,61,-0.7237,121,0.36989,61,-0.7210,85,-0.2048,114,0.27694,63,-0.6579
ENSG00000145725,PPIP5K2,72,1.53528,18,-0.8626,15,-1.0908,42,0.58293,30,0.00521,24,-0.3269,11,-1.4634,37,0.37706
ENSG00000181751,C5orf30,8,-2.5721,77,1.14657,43,-0.0379,54,0.34111,20,-1.2186,72,0.82577,17,-1.4441,28,-0.7218
ENSG00000145743,FBXL17,194,0.61440,136,0.02210,133,-0.0124,152,0.20418,87,-0.6881,132,-0.0182,116,-0.2274,121,-0.1696
ENSG00000198961,PJA2,232,-0.3966,343,0.26708,318,0.10639,490,0.83698,264,-0.1974,282,-0.0889,206,-0.5853,203,-0.6054
ENSG00000164209,SLC25A46,109,-0.0369,121,0.14020,170,0.69257,159,0.58683,64,-0.8852,126,0.19408,74,-0.6506,64,-0.8814
ENSG00000152495,CAMK4,97,-0.0302,174,1.16742,45,-1.2206,66,-0.6448,53,-0.9640,107,0.12906,119,0.31160,53,-0.9610
ENSG00000134986,NREP,84,0.20943,32,-1.3940,148,1.19119,123,0.86429,57,-0.4064,37,-1.0550,41,-0.9223,109,0.64430
ENSG00000224032,EPB41L4A-AS1,25,-0.7580,20,-1.2161,63,0.73812,39,-0.0804,83,1.21364,14,-1.5676,40,-0.0184,62,0.69545
ENSG00000134982,APC,176,-0.0840,112,-0.8764,259,0.55387,135,-0.5074,240,0.42458,215,0.24413,156,-0.2766,263,0.58393
ENSG00000153037,SRP19,29,-0.8700,50,0.01697,50,0.00047,44,-0.1921,78,0.73416,44,-0.1881,60,0.30689,44,-0.2181
ENSG00000129625,REEP5,249,-0.2626,312,0.12098,225,-0.4212,428,0.63074,293,0.00137,334,0.21588,271,-0.1243,211,-0.5198
ENSG00000172795,DCP2,25,-0.6248,55,0.72100,39,0.06425,40,0.07998,24,-0.7330,15,-1.4382,35,-0.1024,53,0.54490
ENSG00000152503,TRIM36,37,-1.0605,94,0.48269,110,0.68750,119,0.82025,79,0.13469,47,-0.6849,44,-0.7778,32,-1.2792
ENSG00000145780,FEM1C,21,-0.7611,47,0.57246,15,-1.3236,20,-0.8677,26,-0.4385,77,1.34999,23,-0.6504,38,0.14734
ENSG00000134970,TMED7,48,-0.6721,89,0.36735,55,-0.4492,49,-0.6401,62,-0.2648,109,0.65923,72,-0.0324,87,0.28058
ENSG00000129596,CDO1,76,0.54287,77,0.65756,36,-0.6639,39,-0.5227,24,-1.2691,57,0.05071,84,0.71826,23,-1.3227
ENSG00000145782,ATG12,66,0.69279,27,-0.8484,40,-0.1351,59,0.49627,59,0.48472,51,0.26674,29,-0.6209,34,-0.3715
ENSG00000177879,AP3S1,100,-0.0895,114,0.13471,71,-0.6202,180,0.89349,91,-0.2309,89,-0.2780,97,-0.1395,96,-0.1569
ENSG00000145781,COMMD10,7,-1.7259,31,0.62687,29,0.40858,36,0.74705,12,-0.9617,22,-0.0641,10,-1.2458,25,0.18677
ENSG00000172869,DMXL1,21,-0.5106,23,-0.3810,13,-1.2443,45,0.74983,44,0.70041,51,0.95864,10,-1.5703,29,-0.0025
ENSG00000133835,HSD17B4,14,-2.0368,55,0.05767,35,-0.6527,45,-0.2676,79,0.63797,72,0.47952,77,0.60850,49,-0.1354
ENSG00000205302,SNX2,26,-0.6624,35,-0.1995,34,-0.2273,61,0.70975,11,-1.9204,53,0.49004,37,-0.1049,63,0.77209
ENSG00000151292,CSNK1G3,110,1.41098,29,-0.9145,32,-0.6469,77,0.75177,41,-0.2876,31,-0.7252,69,0.57408,22,-1.2174
ENSG00000155324,GRAMD2B,79,1.04926,24,-0.9851,16,-1.5275,16,-1.5164,32,-0.4539,82,1.11652,54,0.39684,57,0.46038
ENSG00000164904,ALDH7A1,115,-0.2717,84,-0.8455,114,-0.2790,37,-2.0052,90,-0.6527,191,0.56026,264,1.13393,246,1.00754
ENSG00000164902,PHAX,95,0.58535,68,0.05119,54,-0.3175,59,-0.1858,47,-0.5522,83,0.36576,70,0.07328,54,-0.3383
ENSG00000164241,C5orf63,4364,1.03642,1608,-0.6907,2897,0.32622,891,-1.5226,4441,1.06836,1839,-0.4091,1822,-0.4245,1912,-0.3477
ENSG00000145794,MEGF10,10,-1.3994,12,-1.1803,0,-7.1539,3,-2.9777,23,-0.1076,113,2.98546,13,-1.0485,38,0.69073
ENSG00000245937,LINC01184,5,-2.5625,32,0.14831,30,0.02742,37,0.37717,34,0.23398,26,-0.1658,26,-0.1479,41,0.56766
ENSG00000064651,SLC12A2,53,0.82443,9,-2.0039,34,0.09227,37,0.21364,73,1.42368,21,-0.6639,15,-1.2153,39,0.29220
ENSG00000169567,HINT1,534,0.14406,566,0.27882,374,-0.4266,606,0.35331,381,-0.4002,505,0.05195,392,-0.3544,476,-0.0438
ENSG00000186687,LYRM7,63,-0.2292,52,-0.5912,118,0.81224,79,0.14219,81,0.17610,69,-0.0684,53,-0.5043,86,0.27987
ENSG00000158985,CDC42SE2,57,-1.3610,126,-0.1549,202,0.64388,273,1.17478,105,-0.4301,119,-0.2334,121,-0.2019,107,-0.3938
ENSG00000164398,ACSL6,79,-0.8845,134,-0.0709,74,-0.9894,139,-0.0001,130,-0.1129,256,1.03671,83,-0.8172,224,0.79730
ENSG00000113522,RAD50,110,0.84337,62,-0.1299,89,0.47942,50,-0.4569,39,-0.8210,54,-0.3286,84,0.38842,48,-0.5104
ENSG00000131437,KIF3A,206,-0.4871,332,0.33003,370,0.46512,399,0.59411,259,-0.1218,166,-0.8198,233,-0.2924,216,-0.4062
ENSG00000164402,SEPTIN8,183,-0.4161,216,-0.1735,198,-0.2908,307,0.42119,284,0.29265,193,-0.3312,223,-0.1030,318,0.48300
ENSG00000198944,SOWAHA,133,-0.1760,263,1.17635,76,-1.0392,48,-1.7481,129,-0.2233,122,-0.3117,219,0.64840,84,-0.9003
ENSG00000164405,UQCRQ,351,0.03471,285,-0.3348,217,-0.7246,233,-0.6136,369,0.11949,316,-0.1311,596,0.93413,436,0.39487
ENSG00000072364,AFF4,125,0.91180,79,0.15790,44,-0.7854,53,-0.5017,51,-0.5769,103,0.56958,72,-0.0162,49,-0.6172
ENSG00000170606,HSPA4,104,0.65986,76,0.15266,36,-1.0140,65,-0.1067,58,-0.3045,59,-0.2700,87,0.34827,68,-0.0368
ENSG00000113583,C5orf15,40,0.63201,28,0.01672,32,0.24216,36,0.42088,14,-1.0779,42,0.69330,8,-1.9012,21,-0.4299
ENSG00000213585,VDAC1,171,-0.5867,325,0.52762,274,0.16609,268,0.12530,193,-0.3991,256,0.05522,299,0.30801,118,-1.1617
ENSG00000113558,SKP1,327,-0.8405,576,0.06189,519,-0.1153,706,0.39145,408,-0.4978,588,0.08803,772,0.54249,542,-0.0448
ENSG00000113575,PPP2CA,302,0.02979,380,0.47929,324,0.14539,418,0.57143,227,-0.4255,225,-0.4425,201,-0.6138,211,-0.5435
ENSG00000119048,UBE2B,124,-0.2011,145,0.05036,103,-0.5001,206,0.62926,161,0.21367,167,0.27755,155,0.15161,64,-1.2392
ENSG00000237190,CDKN2AIPNL,34,-0.4576,50,0.17007,59,0.42886,67,0.64553,36,-0.3457,36,-0.3759,53,0.27218,23,-1.0442
ENSG00000043143,JADE2,24,-1.2199,82,0.84151,50,-0.1094,68,0.39294,50,-0.1076,68,0.37614,35,-0.6831,24,-1.2523
ENSG00000152700,SAR1B,55,-0.0432,50,-0.2252,32,-0.8795,51,-0.1456,65,0.23571,80,0.57835,55,-0.0418,69,0.33738
ENSG00000164615,CAMLG,173,0.34025,134,-0.0936,174,0.34842,190,0.49301,106,-0.4529,146,0.05720,113,-0.3575,98,-0.5708
ENSG00000145833,DDX46,78,1.25819,26,-0.6734,34,-0.1767,30,-0.3748,33,-0.1849,38,0.02756,44,0.25385,30,-0.3624
ENSG00000181904,C5orf24,86,0.70460,73,0.49995,35,-0.7637,62,0.15090,46,-0.3198,53,-0.0880,47,-0.2904,32,-0.8808
ENSG00000113621,TXNDC15,17,-1.5563,50,0.13717,44,-0.0886,45,-0.0546,46,-0.0286,57,0.32802,63,0.48293,48,0.04205
ENSG00000113648,H2AFY,132,0.35748,96,-0.1810,117,0.15357,99,-0.1129,89,-0.2859,102,-0.0641,113,0.10317,112,0.08171
ENSG00000145824,CXCL14,281,0.29016,190,-0.3859,75,-1.7626,37,-2.7991,239,0.02519,576,1.57472,236,0.00068,296,0.37500
ENSG00000145832,SLC25A48,23,-0.0982,7,-2.0104,16,-0.6637,19,-0.3827,7,-1.8218,42,0.86013,39,0.73014,63,1.62146
ENSG00000113658,SMAD5,53,0.73282,29,-0.3025,35,0.03144,16,-1.1825,19,-0.8667,64,1.07717,20,-0.8461,42,0.33954
ENSG00000152377,SPOCK1,252,-0.8546,342,-0.4266,780,0.99892,906,1.27448,392,-0.1594,240,-0.9271,238,-0.9421,408,-0.0983
ENSG00000146021,KLHL3,53,0.77770,37,0.20876,49,0.61415,50,0.65612,35,0.08464,9,-2.0181,27,-0.3228,3,-3.3286
ENSG00000177733,HNRNPA0,171,0.37074,117,-0.2710,119,-0.2190,159,0.24960,129,-0.0862,160,0.26813,137,0.01469,116,-0.2560
ENSG00000031003,FAM13B,21,-0.9669,49,0.41191,38,-0.0644,41,0.07864,62,0.74616,34,-0.2180,24,-0.7404,36,-0.1521
ENSG00000112983,BRD8,33,-0.2143,34,-0.2291,27,-0.5202,48,0.35575,33,-0.2154,58,0.70213,29,-0.4571,48,0.36952
ENSG00000120709,FAM53C,48,-0.7010,70,-0.1123,117,0.74626,103,0.52287,34,-1.2154,111,0.66319,75,0.01271,44,-0.8311
ENSG00000120733,KDM3B,34,-0.6242,58,0.26356,56,0.17485,37,-0.5037,69,0.51787,41,-0.3262,41,-0.3178,60,0.27413
ENSG00000132563,REEP2,140,-0.2786,165,-0.0214,275,0.84482,229,0.52503,134,-0.3491,100,-0.7974,83,-1.0818,208,0.36788
ENSG00000120738,EGR1,178,0.57513,103,-0.3604,152,0.31590,231,1.03857,87,-0.5819,86,-0.5904,93,-0.4759,97,-0.4129
ENSG00000120705,ETF1,95,0.89423,61,0.17516,46,-0.2992,57,0.05427,28,-1.0747,34,-0.7776,71,0.41047,47,-0.2686
ENSG00000113013,HSPA9,212,0.01283,190,-0.1876,168,-0.3544,200,-0.0798,177,-0.2721,277,0.45621,271,0.41642,207,-0.0241
ENSG00000044115,CTNNA1,77,-0.1827,44,-1.1451,92,0.11036,72,-0.2886,72,-0.2895,180,1.26571,98,0.20406,97,0.19155
ENSG00000146006,LRRTM2,16,-1.2030,29,-0.3011,50,0.62296,76,1.36829,13,-1.4931,33,-0.0613,39,0.20127,25,-0.5292
ENSG00000120725,SIL1,22,-0.4558,25,-0.2519,22,-0.4085,48,0.83874,25,-0.2647,46,0.73880,21,-0.5131,28,-0.0636
ENSG00000120727,PAIP2,189,0.34424,153,-0.0090,133,-0.2308,144,-0.1008,173,0.19539,174,0.20657,140,-0.1534,123,-0.3565
ENSG00000170464,DNAJC18,43,-0.4276,66,0.30726,76,0.50493,62,0.18115,38,-0.6137,39,-0.5530,57,0.02634,56,0.01339
ENSG00000131508,UBE2D2,123,0.40512,134,0.65223,51,-0.9962,59,-0.7600,103,0.10572,94,-0.0280,96,0.00651,70,-0.5026
ENSG00000171604,CXXC5,237,-0.7969,477,0.37214,522,0.46922,661,0.87693,188,-1.1529,292,-0.4720,377,-0.0658,304,-0.4074
ENSG00000146005,PSD2,70,-0.8471,106,-0.2156,63,-1.0001,51,-1.3293,99,-0.3070,274,1.44072,133,0.17166,176,0.63782
ENSG00000185129,PURA,122,1.05258,47,-0.5905,104,0.77531,56,-0.2657,38,-0.8337,43,-0.6727,64,-0.0466,70,0.09794
ENSG00000182700,IGIP,9,-3.0510,68,-0.0735,57,-0.3295,67,-0.0820,130,1.03539,96,0.50981,66,-0.0964,74,0.06725
ENSG00000120306,CYSTM1,134,-0.2649,126,-0.4073,89,-0.8952,98,-0.7492,138,-0.2225,249,0.75764,310,1.15378,153,-0.0535
ENSG00000113068,PFDN1,89,-0.1087,96,0.00961,133,0.55930,81,-0.2555,81,-0.2507,104,0.14016,78,-0.3126,98,0.05349
ENSG00000131503,ANKHD1,144,1.28112,45,-0.7404,89,0.44072,43,-0.7118,92,0.48072,51,-0.4631,54,-0.3813,53,-0.4139
ENSG00000213523,SRA1,39,-0.1541,28,-0.7864,53,0.32680,49,0.19955,41,-0.1072,59,0.50956,40,-0.1115,54,0.34598
ENSG00000113108,APBB3,51,0.74640,38,0.30387,19,-0.8499,45,0.53015,22,-0.6117,26,-0.3140,28,-0.2264,24,-0.4348
ENSG00000131495,NDUFA2,176,-0.2853,210,-0.0115,196,-0.1206,185,-0.2116,221,0.07477,237,0.19070,258,0.33160,206,-0.0388
ENSG00000113141,IK,103,0.80128,67,0.09769,51,-0.3625,53,-0.2915,48,-0.4461,86,0.50167,61,-0.0704,37,-0.8482
ENSG00000170445,HARS,50,-0.4278,61,-0.1324,120,1.04027,94,0.60574,57,-0.1989,46,-0.5574,47,-0.5050,51,-0.4015
ENSG00000146007,ZMAT2,180,0.13739,193,0.28475,179,0.12379,159,-0.0701,146,-0.2070,141,-0.2620,174,0.08170,128,-0.4147
ENSG00000178913,TAF7,47,-0.2518,57,0.09498,31,-0.8607,53,-0.0591,41,-0.4502,68,0.36856,59,0.11816,77,0.57977
ENSG00000131504,DIAPH1,65,0.93621,61,1.01339,28,-0.4295,14,-1.4708,22,-0.7801,35,-0.1022,22,-0.8092,25,-0.6374
ENSG00000171720,HDAC3,20,-1.0463,48,0.39579,10,-2.0399,62,0.79965,33,-0.2359,59,0.70623,36,-0.0899,32,-0.3191
ENSG00000164620,RELL2,16,-1.1686,23,-0.7410,116,2.23444,41,0.27000,37,0.09350,16,-1.1741,14,-1.3379,26,-0.4712
ENSG00000081791,DELE1,16,-1.3971,42,0.14365,28,-0.5314,36,-0.1447,30,-0.4106,47,0.28765,50,0.40807,61,0.74289
ENSG00000013561,RNF14,31,-0.5375,50,0.28020,40,-0.1189,39,-0.1536,47,0.13780,44,0.03875,47,0.14439,40,-0.1256
ENSG00000113552,GNPDA1,51,-0.0074,78,0.83211,42,-0.3057,66,0.40697,56,0.14028,29,-0.9025,29,-0.8783,33,-0.7143
ENSG00000131507,NDFIP1,481,-0.2922,660,0.25655,557,-0.0560,1042,1.00685,448,-0.4034,500,-0.2278,391,-0.6177,450,-0.3969
ENSG00000113578,FGF1,143,0.62381,11,-3.3751,156,0.78021,91,-0.1230,266,1.78163,48,-1.1137,22,-2.2959,134,0.51981
ENSG00000145819,ARHGAP26,27,-1.7673,113,0.51150,79,-0.1529,135,0.73924,42,-1.1469,70,-0.3383,109,0.37024,93,0.11127
ENSG00000113580,NR3C1,88,1.02599,44,-0.1506,45,-0.1098,57,0.29384,31,-0.6585,38,-0.3717,25,-1.0064,58,0.32835
ENSG00000145817,YIPF5,49,0.14850,63,0.67092,31,-0.5738,54,0.31646,26,-0.8234,53,0.27651,41,-0.1331,21,-1.1394
ENSG00000183775,KCTD16,141,-0.0139,234,1.01683,114,-0.3453,84,-0.8338,81,-0.8865,149,0.07751,172,0.31136,69,-1.1238
ENSG00000133706,LARS,84,-0.0928,100,0.20429,79,-0.1960,100,0.18385,83,-0.1170,94,0.07618,76,-0.2480,88,-0.0206
ENSG00000091009,RBM27,48,0.26437,35,-0.2529,18,-1.2258,46,0.21483,29,-0.5294,42,0.06923,54,0.46549,57,0.56221
ENSG00000113649,TCERG1,66,0.39874,61,0.32357,35,-0.6203,73,0.56178,53,0.04905,36,-0.5693,57,0.16826,22,-1.2848
ENSG00000156475,PPP2R2B,132,-0.0917,170,0.36591,141,0.00951,136,-0.0463,99,-0.5445,174,0.35227,99,-0.5530,140,-0.0002
ENSG00000113657,DPYSL3,82,-0.4375,111,0.03885,117,0.11663,85,-0.3864,88,-0.3379,110,0.02623,144,0.46928,129,0.27676
ENSG00000176049,JAKMIP2,12,-1.8333,43,0.08363,68,0.82285,32,-0.4171,40,-0.0510,37,-0.1833,51,0.34608,46,0.16741
ENSG00000173210,ABLIM3,24,-0.4722,14,-1.3655,31,-0.0597,64,1.18418,22,-0.6144,38,0.28338,50,0.74284,31,-0.0354
ENSG00000113712,CSNK1A1,128,-0.3446,184,0.28795,145,-0.1395,181,0.22025,119,-0.4584,166,0.07936,120,-0.4450,197,0.36427
ENSG00000113716,HMGXB3,40,0.74062,38,0.73846,16,-0.7426,29,0.16375,20,-0.3956,17,-0.6909,22,-0.2364,13,-1.0344
ENSG00000113721,PDGFRB,174,2.09053,17,-1.9208,8,-2.8807,25,-1.2104,36,-0.6908,91,0.83346,56,0.01853,74,0.47535
ENSG00000011083,SLC6A7,49,-0.2456,74,0.51211,79,0.55707,136,1.53334,12,-2.3398,40,-0.5341,21,-1.4987,24,-1.3043
ENSG00000070808,CAMK2A,716,-0.4142,1248,0.57791,707,-0.4337,730,-0.3835,794,-0.2504,968,0.06953,1358,0.63628,579,-0.7453
ENSG00000070814,TCOF1,11,-2.1245,37,-0.4126,94,1.20115,79,0.87590,58,0.36464,39,-0.2943,12,-2.0942,53,0.20592
ENSG00000019582,CD74,252,2.79508,26,-1.3887,34,-0.8779,13,-2.3055,60,0.01426,24,-1.4046,41,-0.6059,62,0.06512
