Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000144034,TPRKB,28,0.15401,27,0.09003,31,0.30724,23,-0.1519,25,-0.0238,25,-0.0219,23,-0.2145
ENSG00000144048,DUSP11,10,0.04468,10,0.10109,14,0.54499,6,-0.7565,10,0.08790,11,0.13381,8,-0.3094
ENSG00000124356,STAMBP,66,1.46682,30,0.10540,23,-0.2914,26,-0.1095,24,-0.3343,20,-0.5182,22,-0.4358
ENSG00000114956,DGUOK,35,-0.7926,65,0.14709,81,0.51832,56,-0.0887,57,-0.0821,45,-0.4275,69,0.28743
ENSG00000163170,BOLA3,49,-0.4932,46,-0.6155,66,-0.0448,71,0.07938,79,0.31683,80,0.25802,65,-0.0769
ENSG00000225439,BOLA3-AS1,12,-0.4253,21,0.47231,23,0.61513,7,-1.1114,19,0.45352,15,-0.0965,10,-0.7208
ENSG00000114978,MOB1A,29,0.69786,33,0.91588,15,-0.3248,18,-0.0699,13,-0.7096,19,0.04841,17,-0.1290
ENSG00000204843,DCTN1,173,-0.7787,319,0.17957,365,0.40123,260,-0.1487,354,0.47055,176,-0.7552,248,-0.2470
ENSG00000005448,WDR54,11,-1.4595,17,-0.7579,58,1.20092,27,-0.0968,36,0.47920,20,-0.5297,22,-0.4303
ENSG00000115274,INO80B,19,-0.8058,38,0.25005,43,0.44297,29,-0.1840,34,0.06670,23,-0.5600,36,0.20184
ENSG00000239779,WBP1,100,0.80312,67,0.14907,46,-0.4543,58,-0.0911,51,-0.3593,75,0.31824,57,-0.1263
ENSG00000115275,MOGS,15,-0.0664,28,0.96754,22,0.52409,17,0.15104,13,-0.3092,10,-0.6554,12,-0.4455
ENSG00000115289,PCGF1,8,-0.5401,13,0.16103,13,0.12992,14,0.24098,11,-0.1065,12,0.00842,12,0.07792
ENSG00000115307,AUP1,59,0.56536,41,-0.0468,45,0.12215,38,-0.1550,45,0.16739,39,-0.1009,30,-0.5682
ENSG00000115317,HTRA2,18,-0.6060,13,-1.0232,30,0.20967,21,-0.3789,36,0.67929,24,-0.1776,25,-0.0814
ENSG00000135622,SEMA4F,5,-2.1684,19,-0.4128,40,0.81667,36,0.65429,34,0.73266,13,-0.9543,14,-0.9277
ENSG00000115350,POLE4,67,0.02820,85,0.40643,74,0.18739,47,-0.5386,57,-0.2886,55,-0.2729,80,0.35706
ENSG00000115364,MRPL19,47,0.74342,34,0.22015,28,-0.0711,30,0.02031,32,0.11860,20,-0.6319,22,-0.5344
ENSG00000005436,GCFC2,14,0.71713,10,0.24432,10,0.20692,11,0.36659,8,-0.2111,6,-0.4608,6,-0.5553
ENSG00000176204,LRRTM4,4,-2.8928,6,-2.3597,37,0.31583,76,1.58400,44,0.83439,21,-0.5287,13,-1.3730
ENSG00000066032,CTNNA2,41,-1.6211,57,-1.1128,138,0.26277,122,0.05770,137,0.32889,160,0.50256,123,0.08025
ENSG00000162951,LRRTM1,6,-2.8358,32,-0.4872,41,-0.0858,57,0.43020,75,1.31151,45,0.03537,15,-1.7636
ENSG00000163541,SUCLG1,94,0.13273,122,0.56872,105,0.31566,76,-0.1978,85,-0.0332,66,-0.4150,72,-0.3079
ENSG00000186854,TRABD2A,0,-8.2000,0,-5.7817,44,1.99640,0,-8.2788,8,-1.0779,0,-4.6976,37,2.09856
ENSG00000034510,TMSB10,761,-1.8313,1890,-0.4500,4281,0.88585,1034,-1.3725,2982,0.36718,1834,-0.4968,3192,0.44586
ENSG00000176407,KCMF1,29,-0.7585,50,0.12683,58,0.35565,53,0.20378,49,0.08608,39,-0.2715,45,-0.0429
ENSG00000152291,TGOLN2,123,-0.2581,200,0.52329,194,0.47388,125,-0.2369,150,0.07344,80,-0.9240,139,-0.0795
ENSG00000042445,RETSAT,45,0.98543,47,1.06716,17,-0.5794,17,-0.5534,21,-0.2728,27,0.14395,15,-0.8737
ENSG00000042493,CAPG,34,1.60617,16,0.33352,6,-1.0573,8,-0.6920,5,-1.6920,26,1.06987,14,0.02821
ENSG00000168906,MAT2A,96,0.89426,45,-0.3224,65,0.24655,65,0.23935,51,-0.1754,43,-0.3875,45,-0.3771
ENSG00000115486,GGCX,26,0.12967,35,0.59559,37,0.67081,18,-0.4327,22,-0.1625,22,-0.1517,19,-0.4612
ENSG00000168899,VAMP5,66,2.09948,36,0.96197,6,-1.6842,15,-0.4010,8,-1.5610,23,0.22992,15,-0.5441
ENSG00000168894,RNF181,128,0.78170,77,-0.0472,78,-0.0249,60,-0.4449,84,0.11416,72,-0.1501,64,-0.3845
ENSG00000168883,USP39,12,-0.5248,15,-0.2043,16,-0.0317,19,0.24635,21,0.51002,12,-0.5293,14,-0.2332
ENSG00000115525,ST3GAL5,65,-0.1048,94,0.48131,63,-0.1761,86,0.33676,87,0.46151,51,-0.4877,40,-0.9450
ENSG00000068654,POLR1A,15,0.31134,13,0.11801,17,0.51561,12,-0.0933,11,-0.1684,7,-0.7538,12,0.01748
ENSG00000132300,PTCD3,67,0.59949,73,0.74824,54,0.24473,41,-0.1746,41,-0.2370,39,-0.2839,33,-0.5907
ENSG00000132305,IMMT,29,-1.2841,85,0.39192,115,0.89613,66,-0.0225,72,0.15699,42,-0.7124,58,-0.2638
ENSG00000132313,MRPL35,21,-1.1582,45,-0.0067,61,0.48748,45,-0.0051,53,0.36216,32,-0.5196,43,-0.0787
ENSG00000068615,REEP1,14,-2.7394,112,0.42885,148,0.91017,74,-0.2316,104,0.40693,48,-0.8951,75,-0.2308
ENSG00000115548,KDM3A,24,0.39489,15,-0.3595,20,0.15162,16,-0.2618,24,0.52765,13,-0.5716,13,-0.5400
ENSG00000115561,CHMP3,104,-0.4474,87,-0.7227,142,0.04978,144,0.07567,154,0.23038,120,-0.2162,160,0.27097
ENSG00000239305,RNF103,48,0.02810,76,0.78901,55,0.23413,62,0.45634,47,-0.0126,28,-0.8148,31,-0.7205
ENSG00000153561,RMND5A,55,0.22378,53,0.14218,56,0.25805,52,0.11603,47,-0.0613,44,-0.1221,40,-0.3145
ENSG00000222041,CYTOR,0,-4.4937,12,-0.5165,15,-0.2159,24,0.51222,21,0.43390,16,-0.0636,20,0.30638
ENSG00000172086,KRCC1,50,2.05537,34,1.27813,14,-0.1860,7,-1.1505,7,-1.5036,8,-0.9811,12,-0.4959
ENSG00000144115,THNSL2,22,1.21018,11,0.06989,8,-0.3846,4,-1.2638,10,-0.2062,7,-0.5597,12,0.23587
ENSG00000172071,EIF2AK3,15,0.75127,6,-0.6956,13,0.41458,11,0.16323,12,0.42457,4,-1.2197,6,-0.7696
ENSG00000172005,MAL,787,4.02929,274,1.38076,20,-2.7363,19,-2.7729,11,-3.9158,33,-1.9608,26,-2.4701
ENSG00000144029,MRPS5,46,0.10565,70,0.77644,44,0.03728,41,-0.1100,40,-0.1518,31,-0.5207,41,-0.1166
ENSG00000144026,ZNF514,19,0.81652,8,-0.4575,11,-0.0275,6,-0.8532,10,-0.1648,12,0.03065,13,0.23018
ENSG00000115041,KCNIP3,17,-1.0658,31,-0.1571,61,0.97122,31,-0.1722,37,0.18648,25,-0.5094,32,-0.0906
ENSG00000115042,FAHD2A,33,0.30496,37,0.50114,22,-0.2993,26,-0.0417,24,-0.2496,16,-0.7706,32,0.31372
ENSG00000174501,ANKRD36C,81,2.46490,10,-1.0978,10,-1.1143,2,-3.1232,8,-1.7419,6,-1.7696,39,1.19429
ENSG00000158050,DUSP2,0,-8.1816,20,0.56181,25,0.98666,16,0.19354,19,0.69492,9,-0.6671,6,-1.3285
ENSG00000084090,STARD7,157,0.31633,157,0.31322,129,-0.0083,141,0.13841,128,-0.0150,116,-0.1741,104,-0.3790
ENSG00000135956,TMEM127,22,-1.1156,33,-0.4917,58,0.37665,55,0.29825,58,0.53192,33,-0.4843,40,-0.2315
ENSG00000144021,CIAO1,74,-0.0761,79,0.02470,96,0.34983,76,-0.0312,85,0.19928,54,-0.5710,70,-0.1718
ENSG00000144028,SNRNP200,51,-0.0214,52,0.00043,56,0.10500,51,-0.0284,52,0.01461,46,-0.1995,54,0.05322
ENSG00000114982,KANSL3,15,-0.0875,13,-0.3140,18,0.21045,18,0.18876,18,0.25598,14,-0.1798,13,-0.2967
ENSG00000114988,LMAN2L,13,0.26068,19,0.97920,13,0.35012,8,-0.4165,10,-0.1095,9,-0.3259,7,-0.6649
ENSG00000158158,CNNM4,5,-0.8106,9,0.02824,9,0.00645,15,0.81217,12,0.56043,6,-0.5489,5,-0.9137
ENSG00000168763,CNNM3,23,1.02263,23,1.00155,13,0.13738,2,-2.2599,8,-0.8384,13,0.03532,13,0.05982
ENSG00000213337,ANKRD39,17,-1.1374,35,-0.0001,36,0.03129,40,0.21406,43,0.42048,31,-0.1947,32,-0.1605
ENSG00000168758,SEMA4C,40,1.18150,46,1.44615,21,0.07033,10,-1.0909,14,-0.6012,8,-1.3693,15,-0.4939
ENSG00000144199,FAHD2B,37,0.42823,41,0.63129,31,0.15375,29,0.07622,24,-0.2736,21,-0.4634,24,-0.2679
ENSG00000135940,COX5B,597,-0.2621,567,-0.3416,644,-0.1414,745,0.09184,743,0.11284,692,-0.0269,782,0.19232
ENSG00000115073,ACTR1B,31,-1.4040,83,0.08736,127,0.78010,65,-0.3074,96,0.42489,64,-0.3189,65,-0.3445
ENSG00000075568,TMEM131,26,-0.4343,45,0.44684,49,0.58793,41,0.28384,35,0.05823,28,-0.2908,24,-0.6379
ENSG00000040933,INPP4A,18,-1.9486,46,-0.5235,83,0.40173,86,0.47064,91,0.77497,50,-0.3974,44,-0.6434
ENSG00000183513,COA5,55,-0.0481,49,-0.2261,56,-0.0100,49,-0.2426,64,0.25265,60,0.08675,53,-0.1161
ENSG00000115446,UNC50,46,0.28140,77,1.13580,40,0.04545,38,-0.0471,39,-0.0149,31,-0.3450,20,-1.0678
ENSG00000071073,MGAT4A,24,-0.4310,24,-0.4022,39,0.35182,25,-0.3554,34,0.15734,20,-0.7005,40,0.45190
ENSG00000196872,KIAA1211L,3,-4.7183,38,-1.0632,123,0.80422,113,0.66756,92,0.41981,64,-0.2601,69,-0.1536
ENSG00000158411,MITD1,26,0.79051,21,0.44133,11,-0.5144,19,0.27390,14,-0.2693,10,-0.6188,15,-0.1172
ENSG00000185414,MRPL30,29,-0.1869,42,0.41341,33,0.01181,24,-0.4873,35,0.17800,26,-0.3460,33,0.00957
ENSG00000115514,TXNDC9,16,-0.7604,37,0.58663,36,0.56539,36,0.55827,25,-0.0226,20,-0.4068,18,-0.6237
ENSG00000158417,EIF5B,301,1.29666,180,0.40716,128,-0.1468,63,-1.2344,81,-1.0163,64,-1.2003,210,0.77695
ENSG00000135945,REV1,22,0.38487,19,0.13169,26,0.65206,15,-0.2463,18,0.02273,14,-0.3521,13,-0.5357
ENSG00000144218,AFF3,5,-2.8865,40,0.28906,50,0.64198,13,-1.3873,33,-0.0236,24,-0.5502,53,0.84607
ENSG00000170500,LONRF2,21,-2.8926,105,-0.4804,230,0.79528,165,0.24247,181,0.52909,114,-0.3496,122,-0.2739
ENSG00000115526,CHST10,23,-0.3073,20,-0.5160,38,0.44607,37,0.43119,31,0.15689,34,0.27605,20,-0.5970
ENSG00000115539,PDCL3,29,0.43840,12,-0.9070,24,0.13839,21,-0.0527,21,-0.0813,18,-0.3400,26,0.32490
ENSG00000170485,NPAS2,4,-2.8512,10,-1.6570,46,0.68720,32,0.07958,41,0.69043,28,-0.1173,29,-0.0712
ENSG00000071082,RPL31,1664,0.70280,1266,0.24710,785,-0.5121,853,-0.3830,847,-0.4897,1161,0.10755,1297,0.32758
ENSG00000158435,CNOT11,12,-0.3699,14,-0.1540,19,0.31322,14,-0.0756,16,0.14444,10,-0.6349,17,0.21689
ENSG00000163162,RNF149,24,-0.1814,49,0.99988,33,0.29948,24,-0.1762,30,0.21101,13,-1.1049,18,-0.6378
ENSG00000175874,CREG2,27,-3.5477,85,-1.8695,476,0.82948,516,0.96815,395,0.70211,161,-0.9069,218,-0.4925
ENSG00000071054,MAP4K4,542,3.08546,139,0.36188,57,-1.0357,55,-1.0815,41,-1.7711,41,-1.5401,78,-0.6184
ENSG00000233639,PANTR1,37,0.61336,17,-0.6104,17,-0.6602,35,0.52200,25,-0.0593,36,0.57222,19,-0.4981
ENSG00000198914,POU3F3,133,1.58356,75,0.56904,27,-1.0480,49,-0.1071,30,-1.0726,65,0.32141,46,-0.2572
ENSG00000135972,MRPS9,23,-0.3539,21,-0.5235,47,0.77140,24,-0.3075,41,0.76915,20,-0.5549,16,-0.9576
ENSG00000135966,TGFBRAP1,10,-0.6641,16,0.03456,23,0.60102,15,-0.0730,18,0.24455,11,-0.5369,15,-0.1426
ENSG00000135974,C2orf49,23,0.24555,34,0.90020,20,0.03325,10,-0.9919,22,0.19529,14,-0.4868,15,-0.4554
ENSG00000115641,FHL2,0,-8.2252,35,0.25640,47,0.73133,23,-0.3654,39,0.59562,17,-0.8394,29,-0.0382
ENSG00000071051,NCK2,19,-1.1424,20,-1.0750,66,0.83508,27,-0.5837,54,0.67726,26,-0.6237,38,-0.0581
ENSG00000115652,UXS1,15,-0.9816,38,0.49332,43,0.72013,33,0.28749,30,0.14300,22,-0.3661,19,-0.6581
ENSG00000144057,ST6GAL2,7,-1.6278,47,1.27248,34,0.70716,7,-1.5996,22,-0.0391,15,-0.5995,22,0.01906
ENSG00000135968,GCC2,58,-0.7101,91,0.00596,138,0.68758,38,-1.3532,83,-0.1932,54,-0.8247,142,0.85168
ENSG00000169756,LIMS1,46,2.00670,24,0.79612,8,-0.8502,3,-2.4462,4,-1.9947,14,-0.1049,19,0.49710
ENSG00000153201,RANBP2,35,-0.9720,61,-0.1030,108,0.83637,84,0.40312,71,0.18193,41,-0.7118,55,-0.3047
ENSG00000172985,SH3RF3,5,-1.1516,11,0.12396,10,-0.1271,15,0.57400,9,-0.2183,12,0.27412,12,0.19445
ENSG00000282033,AC074387.1,0,-3.6033,12,0.51922,9,-0.0175,2,-1.7815,11,0.49924,8,-0.1668,11,0.46114
ENSG00000175701,MTLN,59,-1.0287,82,-0.5170,145,0.38566,131,0.21856,127,0.22357,116,0.03283,114,-0.0047
ENSG00000175772,LINC01106,1,-3.6903,4,-2.3381,39,0.93884,24,0.09987,34,0.93468,12,-0.9729,20,-0.1481
ENSG00000153107,ANAPC1,12,-0.6947,26,0.43885,29,0.64705,16,-0.3362,20,0.03396,17,-0.1953,18,-0.1648
ENSG00000153208,MERTK,2,-1.7381,4,-1.1258,5,-0.7968,7,-0.3521,8,-0.1864,27,1.99620,8,-0.0142
ENSG00000144161,ZC3H8,16,-0.3343,10,-1.0227,20,0.06786,28,0.58605,23,0.34104,15,-0.3407,18,-0.1165
ENSG00000188177,ZC3H6,140,1.12985,85,0.29221,46,-0.6798,43,-0.7928,49,-0.7025,87,0.32911,82,0.24521
ENSG00000114999,TTL,70,0.72016,38,-0.2865,50,0.15860,56,0.34779,41,-0.1920,38,-0.2842,39,-0.2759
ENSG00000125611,CHCHD5,46,0.28880,39,0.04135,35,-0.1583,36,-0.0732,38,-0.0244,51,0.46316,31,-0.3653
ENSG00000144136,SLC20A1,22,-1.3067,32,-0.7639,74,0.55988,55,0.07798,74,0.76898,39,-0.4552,40,-0.4704
ENSG00000144134,RABL2A,7,-0.9749,11,-0.2874,20,0.71308,8,-0.7131,16,0.48773,8,-0.7732,13,0.08049
ENSG00000115084,SLC35F5,28,0.76097,38,1.32926,18,0.07397,10,-0.8148,14,-0.4063,17,-0.0523,10,-0.9016
ENSG00000115091,ACTR3,64,-0.4608,124,0.60591,102,0.28109,82,-0.0749,92,0.15063,58,-0.5967,75,-0.2323
ENSG00000175497,DPP10,17,-1.7411,99,0.97835,90,0.80806,33,-0.7996,67,0.43238,37,-0.6289,36,-0.7181
ENSG00000235026,DPP10-AS1,1,-4.2170,5,-1.8971,13,-0.3974,45,1.61888,24,0.69424,15,-0.2404,12,-0.6501
ENSG00000088205,DDX18,84,0.88223,78,0.74777,47,-0.0773,38,-0.4048,33,-0.7556,38,-0.3950,54,0.17162
ENSG00000125633,CCDC93,15,0.68898,10,0.08298,9,-0.1335,8,-0.1708,7,-0.4625,6,-0.7161,12,0.49394
ENSG00000125629,INSIG2,12,-1.5068,22,-0.6507,56,0.88710,24,-0.5093,44,0.62310,24,-0.4902,30,-0.1634
ENSG00000144119,C1QL2,2,-2.4663,8,-0.7793,4,-1.8323,52,2.46177,12,-0.1979,22,0.78853,5,-1.5930
ENSG00000155368,DBI,778,1.61189,580,1.06899,136,-1.2532,192,-0.7352,172,-1.0788,399,0.42712,232,-0.4834
ENSG00000144120,TMEM177,3,-1.9336,13,0.00698,21,0.75918,13,0.01602,18,0.73627,7,-0.9064,9,-0.6249
ENSG00000088179,PTPN4,22,-1.0406,42,-0.0832,52,0.26087,57,0.41232,53,0.39583,28,-0.6790,40,-0.1675
ENSG00000115109,EPB41L5,13,0.15057,25,1.21758,11,-0.0970,13,0.07037,10,-0.4189,11,-0.1073,9,-0.5021
ENSG00000226479,TMEM185B,15,0.38989,28,1.39242,10,-0.2368,6,-1.0805,9,-0.5010,9,-0.4216,12,0.01777
ENSG00000144118,RALB,18,-1.7108,58,0.07463,43,-0.3978,52,-0.1091,68,0.44020,50,-0.1568,65,0.28060
ENSG00000074054,CLASP1,29,-0.9796,80,0.58902,71,0.40621,45,-0.3304,66,0.36209,36,-0.6593,48,-0.2570
ENSG00000155438,NIFK,43,0.90459,20,-0.3028,20,-0.3346,21,-0.2274,28,0.26013,19,-0.3829,20,-0.3939
ENSG00000211460,TSN,63,0.00931,91,0.61391,63,0.01497,48,-0.4293,64,0.06260,45,-0.5266,61,-0.0351
ENSG00000136717,BIN1,571,2.08508,218,0.32767,159,-0.1781,127,-0.5313,135,-0.5400,79,-1.2417,110,-0.8221
ENSG00000163161,ERCC3,14,-0.7698,12,-0.9476,35,0.67339,26,0.18455,30,0.56394,18,-0.4182,18,-0.4236
ENSG00000169967,MAP3K2,26,0.37785,23,0.16365,23,0.17388,21,0.02532,19,-0.1874,17,-0.2646,20,-0.0725
ENSG00000236682,MAP3K2-DT,9,0.17250,11,0.42189,10,0.21614,10,0.19240,7,-0.2592,6,-0.4159,8,-0.0767
ENSG00000163166,IWS1,51,0.95127,51,0.97104,16,-0.8677,23,-0.3063,25,-0.2701,16,-0.8317,26,-0.1536
ENSG00000136709,WDR33,39,0.08822,35,-0.0744,42,0.23079,37,-0.0040,40,0.18751,31,-0.2630,31,-0.2764
ENSG00000144231,POLR2D,27,0.52170,17,-0.2293,23,0.21689,18,-0.1557,19,-0.1050,21,0.07579,18,-0.1775
ENSG00000144233,AMMECR1L,7,-0.5332,12,0.39408,12,0.41198,14,0.66425,11,0.33187,8,-0.2908,4,-1.3536
ENSG00000136715,SAP130,9,-0.9611,12,-0.6322,27,0.63847,16,-0.1665,18,0.04648,20,0.18239,20,0.19747
ENSG00000136731,UGGT1,30,0.90551,10,-0.7546,19,0.11754,10,-0.7639,20,0.28613,10,-0.8245,17,-0.0483
ENSG00000136720,HS6ST1,36,-1.0606,15,-2.3236,59,-0.3072,145,1.17757,93,0.56534,72,0.00706,56,-0.4362
ENSG00000136699,SMPD4,33,0.30526,31,0.21626,27,-0.0046,29,0.10719,28,0.04737,23,-0.3028,23,-0.3000
ENSG00000152082,MZT2B,468,-0.0046,366,-0.3954,413,-0.2056,525,0.18031,474,0.02037,546,0.24377,478,0.03091
ENSG00000136710,CCDC115,48,-0.2524,79,0.57007,65,0.22840,47,-0.2636,66,0.35396,36,-0.6918,43,-0.4473
ENSG00000136718,IMP4,42,-0.4815,51,-0.1973,66,0.21125,49,-0.2454,57,-0.0099,51,-0.1837,72,0.41981
ENSG00000072135,PTPN18,18,0.28196,18,0.26111,16,0.10784,10,-0.6236,13,-0.3244,24,0.74764,13,-0.2165
ENSG00000178171,AMER3,3,-1.9150,14,0.22650,16,0.42385,13,0.04348,17,0.66873,11,-0.1471,8,-0.7750
ENSG00000136002,ARHGEF4,57,-1.0156,97,-0.1909,120,0.15141,114,0.06340,121,0.21887,119,0.14110,111,0.03032
ENSG00000152102,FAM168B,70,-0.8264,110,-0.1304,148,0.34607,118,-0.0278,142,0.36748,81,-0.6064,122,0.02507
ENSG00000115762,PLEKHB2,98,-1.1739,139,-0.6365,297,0.57633,194,-0.1163,246,0.35076,162,-0.4009,230,0.17612
ENSG00000173272,MZT2A,168,-0.3865,169,-0.3822,177,-0.3069,235,0.13970,213,-0.0184,247,0.21985,258,0.33492
ENSG00000287151,C2orf27A,4,-1.0672,6,-0.5471,13,0.67453,16,1.02089,10,0.27170,5,-0.7129,6,-0.6199
ENSG00000150551,LYPD1,16,-0.5608,75,2.08148,12,-1.0525,16,-0.5385,10,-1.5580,35,0.65949,25,0.10448
ENSG00000152127,MGAT5,25,-0.5382,30,-0.2728,35,-0.0068,39,0.13571,42,0.37511,21,-0.8294,39,0.17597
ENSG00000152128,TMEM163,5,-1.9827,31,0.66757,27,0.42910,21,0.04385,27,0.57742,17,-0.3012,12,-0.9163
ENSG00000082258,CCNT2,24,0.05693,27,0.27217,29,0.37277,20,-0.2029,24,0.07630,11,-1.0466,23,0.01805
ENSG00000115839,RAB3GAP1,36,-1.2614,85,0.03224,144,0.91745,67,-0.3243,98,0.36601,62,-0.4513,69,-0.3107
ENSG00000048991,R3HDM1,17,-2.3476,45,-0.9248,78,-0.0666,90,0.16371,92,0.26340,63,-0.4147,123,0.77843
ENSG00000144224,UBXN4,170,1.10449,125,0.57699,81,-0.1271,37,-1.3282,61,-0.7150,53,-0.7979,116,0.51464
ENSG00000076003,MCM6,5,-1.3519,22,0.73679,24,0.87159,11,-0.3570,14,0.03691,11,-0.3122,11,-0.3315
ENSG00000115866,DARS,71,0.28961,94,0.74678,57,-0.0713,56,-0.0888,53,-0.2195,60,-0.0045,49,-0.3467
ENSG00000150540,HNMT,26,0.68247,20,0.23248,19,0.21330,10,-0.7415,14,-0.4165,17,-0.0029,18,0.12225
ENSG00000144228,SPOPL,20,0.52367,24,0.78107,13,-0.2174,14,-0.0723,17,0.36153,7,-1.0153,8,-0.9879
ENSG00000144227,NXPH2,0,-7.9578,5,-1.3989,7,-0.8518,17,0.57835,19,1.01748,13,0.11529,11,-0.1216
ENSG00000168702,LRP1B,9,-1.5053,92,2.50163,37,0.71485,7,-1.8430,12,-1.2490,14,-0.8388,21,-0.1819
ENSG00000121964,GTDC1,31,-0.6666,39,-0.2999,59,0.33941,40,-0.2638,51,0.14273,30,-0.7099,62,0.48386
ENSG00000169554,ZEB2,416,2.15773,208,0.84089,81,-0.6771,74,-0.8110,71,-1.0542,57,-1.2246,101,-0.3755
ENSG00000121989,ACVR2A,5,-2.2540,50,1.42809,32,0.61302,19,-0.1958,19,-0.2551,12,-0.9098,21,-0.0608
ENSG00000115947,ORC4,34,-0.9365,70,0.18111,74,0.27307,62,-0.0216,74,0.35973,39,-0.7226,62,-0.0151
ENSG00000204406,MBD5,13,-0.3876,15,-0.2005,26,0.68384,13,-0.4174,16,-0.0897,11,-0.6351,22,0.42601
ENSG00000135999,EPC2,9,-1.0688,22,0.27206,22,0.21970,22,0.26001,23,0.40838,11,-0.8669,17,-0.1933
ENSG00000168280,KIF5C,433,0.19246,351,-0.1414,424,0.15794,396,0.04954,390,0.03111,268,-0.5680,400,0.07216
ENSG00000168288,MMADHC,38,-0.5889,38,-0.5986,59,0.10478,70,0.36419,68,0.43979,45,-0.3231,51,-0.1699
ENSG00000115963,RND3,2,-2.8120,2,-2.8929,10,-0.6850,14,-0.2478,28,1.22771,11,-0.6092,21,0.42012
ENSG00000080345,RIF1,80,0.92727,45,-0.0111,43,-0.0888,27,-0.7894,47,0.05265,24,-1.0023,48,0.09717
ENSG00000162980,ARL5A,54,0.39651,54,0.39295,26,-0.7376,56,0.46787,45,0.11184,38,-0.1880,30,-0.5714
ENSG00000182389,CACNB4,12,-2.7435,118,0.66910,102,0.42602,76,-0.0427,77,-0.0271,42,-0.9477,100,0.45890
ENSG00000115145,STAM2,25,0.27145,16,-0.3998,19,-0.1177,26,0.33284,25,0.42788,15,-0.4564,15,-0.5274
ENSG00000157827,FMNL2,301,2.30370,163,1.09974,58,-0.5961,38,-1.2421,40,-1.3543,48,-0.8905,59,-0.6190
ENSG00000196504,PRPF40A,76,0.94906,46,0.11967,40,-0.1111,21,-1.1148,43,0.01144,25,-0.8518,46,0.12238
ENSG00000177519,RPRM,4,-2.8124,81,2.04001,34,0.45338,1,-4.4034,18,-0.6331,6,-2.1833,37,0.73019
ENSG00000162989,KCNJ3,16,-2.4550,66,-0.3344,130,0.75954,130,0.75735,88,0.16178,60,-0.4982,76,-0.1324
ENSG00000153234,NR4A2,3,-2.8270,144,4.18832,26,0.30282,1,-4.5524,5,-2.2974,1,-4.4635,11,-1.0971
ENSG00000115159,GPD2,11,-1.7331,83,1.41875,33,-0.1280,32,-0.2014,32,-0.2269,34,-0.0833,35,-0.0430
ENSG00000136541,ERMN,784,5.22862,177,1.00645,3,-5.0665,0,-8.4039,0,-7.5161,0,-10.197,2,-5.6303
ENSG00000123612,ACVR1C,12,0.17148,0,-7.7985,0,-3.8785,67,3.73614,7,-0.7897,9,-0.3337,0,-5.8781
ENSG00000115170,ACVR1,14,0.26928,17,0.62538,9,-0.3746,22,1.06960,7,-0.9741,8,-0.5142,13,0.14247
ENSG00000144283,PKP4,258,2.21890,123,0.80862,51,-0.5942,27,-1.5638,44,-1.0174,30,-1.3954,66,-0.2255
ENSG00000196151,WDSUB1,3,-1.6116,15,0.56065,12,0.30373,15,0.55611,10,0.02367,7,-0.6223,10,-0.0704
ENSG00000123636,BAZ2B,152,2.25174,63,0.59805,20,-1.1799,29,-0.6453,19,-1.4579,25,-0.8599,44,0.03811
ENSG00000136536,MARCH7,35,0.19199,46,0.63558,36,0.25084,31,0.00157,30,-0.0332,23,-0.4374,23,-0.4768
ENSG00000241399,CD302,21,1.11303,12,0.24264,6,-0.7415,5,-1.1290,6,-0.9354,18,0.83911,12,0.26087
ENSG00000153250,RBMS1,8,-0.5057,22,1.11969,8,-0.4285,9,-0.3188,9,-0.3711,8,-0.5269,14,0.44875
ENSG00000136560,TANK,25,-0.0503,31,0.25574,25,-0.0300,16,-0.7217,30,0.27474,18,-0.5784,28,0.12322
ENSG00000115233,PSMD14,67,-0.3691,112,0.45289,124,0.61712,72,-0.2539,97,0.27079,65,-0.4242,60,-0.6113
ENSG00000136535,TBR1,12,-3.4194,343,1.89587,211,0.98434,55,-1.1728,118,0.01682,29,-2.0925,83,-0.5931
ENSG00000144290,SLC4A10,10,-3.8059,128,-0.0293,180,0.53333,186,0.59114,162,0.47339,62,-1.1307,124,-0.0855
ENSG00000115271,GCA,69,0.96716,54,0.56733,51,0.47289,23,-0.7590,34,-0.2587,15,-1.4080,35,-0.1774
ENSG00000182263,FIGN,6,-0.5614,10,0.24747,17,1.06482,11,0.38209,7,-0.3285,8,-0.1925,7,-0.4434
ENSG00000153253,SCN3A,14,-2.6822,126,0.65215,113,0.46053,50,-0.8191,81,-0.0948,58,-0.5921,122,0.69021
ENSG00000136531,SCN2A,14,-4.5134,281,-0.0890,420,0.56291,285,-0.0709,323,0.17022,119,-1.4170,444,0.76816
ENSG00000178662,CSRNP3,13,-2.8930,91,-0.0006,112,0.32692,103,0.18788,105,0.28822,56,-0.7761,113,0.38532
ENSG00000123607,TTC21B,7,-0.3405,11,0.39892,16,0.98421,8,-0.2392,8,-0.0838,6,-0.5995,7,-0.2972
