Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000109536,FRG1,51,-0.4648,59,-0.2254,79,0.21185,76,0.15029,79,0.21882,79,0.27036,46,-0.6151,57,-0.2928,71,0.05077
ENSG00000164366,CCDC127,23,-0.0611,11,-1.1192,19,-0.3527,20,-0.2761,35,0.60676,30,0.46796,22,-0.1482,22,-0.1395,22,-0.1338
ENSG00000073578,SDHA,70,-0.2508,105,0.36960,63,-0.4286,81,-0.0253,92,0.16624,111,0.58642,53,-0.6820,64,-0.4080,67,-0.3606
ENSG00000249915,PDCD6,125,0.06300,124,0.05186,87,-0.4972,148,0.33868,149,0.35181,168,0.69063,78,-0.6648,65,-0.9364,79,-0.6915
ENSG00000221990,EXOC3-AS1,13,-0.0158,18,0.54908,8,-0.6572,17,0.43495,16,0.36216,15,0.25488,8,-0.7753,8,-0.7828,11,-0.2223
ENSG00000180104,EXOC3,34,-0.3488,26,-0.7422,27,-0.6661,74,0.90354,51,0.30357,60,0.74016,29,-0.5708,27,-0.6914,28,-0.6535
ENSG00000225138,SLC9A3-AS1,11,0.07080,13,0.36250,19,0.96676,12,0.24582,6,-0.8077,12,0.39755,5,-1.1310,7,-0.4459,6,-0.7987
ENSG00000171368,TPPP,458,1.35506,317,0.72098,97,-1.1169,159,-0.3756,180,-0.1779,202,-0.0035,138,-0.5908,187,-0.1213,142,-0.5894
ENSG00000028310,BRD9,43,0.20007,41,0.12783,27,-0.5218,34,-0.1616,28,-0.4495,46,0.38154,25,-0.6153,68,0.94857,25,-0.6956
ENSG00000049656,CLPTM1L,74,0.15190,52,-0.4059,64,-0.0910,79,0.24311,106,0.71963,90,0.56938,49,-0.4867,35,-0.9928,41,-0.8081
ENSG00000153395,LPCAT1,41,0.04753,36,-0.1761,36,-0.1498,31,-0.3802,58,0.60505,49,0.41790,35,-0.1879,26,-0.6641,34,-0.2865
ENSG00000171421,MRPL36,26,-0.9027,31,-0.6661,56,0.24209,48,0.02504,47,-0.0164,56,0.31380,61,0.39540,29,-0.7524,53,0.17570
ENSG00000145494,NDUFS6,150,-0.6267,258,0.21713,232,0.04937,255,0.19866,141,-0.7121,246,0.17743,201,-0.1702,191,-0.2483,264,0.28727
ENSG00000164151,ICE1,71,0.96560,40,0.03122,35,-0.1440,38,-0.0482,39,0.00604,46,0.32055,37,-0.0833,28,-0.5288,21,-0.9893
ENSG00000133398,MED10,74,0.31116,75,0.34096,38,-0.6971,67,0.16265,92,0.67811,75,0.42613,50,-0.3055,31,-1.0366,37,-0.8058
ENSG00000215218,UBE2QL1,149,0.39778,128,0.15301,125,0.12302,116,0.00015,119,0.04333,163,0.70641,79,-0.5802,45,-1.4220,69,-0.8523
ENSG00000037474,NSUN2,17,0.53762,10,-0.2469,9,-0.4678,7,-0.8120,17,0.54173,17,0.61232,16,0.38266,8,-0.5996,6,-1.1180
ENSG00000145545,SRD5A1,37,0.75033,17,-0.4473,24,0.03706,29,0.34447,23,-0.0301,28,0.39986,14,-0.7562,21,-0.1634,14,-0.8052
ENSG00000112941,TENT4A,36,1.24174,18,0.09984,13,-0.4212,17,0.03589,17,0.00732,17,0.09096,19,0.20970,11,-0.5840,8,-1.0620
ENSG00000078295,ADCY2,81,0.15042,174,1.41815,58,-0.3672,73,-0.0251,71,-0.0615,52,-0.6444,73,-0.0163,57,-0.3964,72,-0.0482
ENSG00000215217,C5orf49,17,0.46207,30,1.48084,8,-0.6466,7,-0.9094,6,-0.9454,7,-0.8773,18,0.58860,11,-0.1589,14,0.23981
ENSG00000124275,MTRR,20,0.86464,17,0.60544,10,-0.2792,8,-0.5762,8,-0.6301,12,0.00487,19,0.75985,5,-1.0776,9,-0.4398
ENSG00000247516,MIR4458HG,34,-0.7518,43,-0.4054,57,0.01642,53,-0.0916,48,-0.2255,47,-0.3106,92,0.80027,50,-0.1740,76,0.55021
ENSG00000112902,SEMA5A,46,1.80646,33,1.20974,3,-2.2161,4,-1.9329,2,-3.0774,4,-2.1935,44,1.71724,21,0.44918,11,-0.5061
ENSG00000150753,CCT5,116,-0.1322,90,-0.5242,99,-0.3710,135,0.10931,174,0.51013,188,0.82845,89,-0.5421,61,-1.1146,93,-0.5058
ENSG00000164237,CMBL,24,-0.2434,35,0.30837,28,-0.0381,42,0.60705,21,-0.4544,25,-0.2825,40,0.54217,25,-0.2390,27,-0.0833
ENSG00000145495,MARCH6,338,0.67672,318,0.57706,144,-0.6644,285,0.39810,263,0.26804,241,0.15978,197,-0.1854,117,-0.9855,139,-0.7766
ENSG00000164236,ANKRD33B,37,0.51723,9,-1.5288,48,0.96054,22,-0.3106,60,1.33988,28,0.09523,12,-1.1225,10,-1.3826,18,-0.6608
ENSG00000112977,DAP,16,-0.6661,27,0.09482,22,-0.2130,17,-0.6055,17,-0.5916,24,-0.1303,50,1.08831,28,0.15561,28,0.17257
ENSG00000169862,CTNND2,263,0.34367,251,0.26680,153,-0.5003,219,0.04924,235,0.16285,203,-0.0790,145,-0.5879,245,0.22831,211,-0.0060
ENSG00000038382,TRIO,50,-0.4661,62,-0.1189,65,-0.0580,67,0.00100,125,1.00160,89,0.57127,46,-0.5803,33,-1.0758,46,-0.6444
ENSG00000154122,ANKH,103,0.05981,142,0.58374,107,0.13200,108,0.14622,118,0.28890,101,0.05013,68,-0.5673,64,-0.6641,85,-0.2621
ENSG00000173545,ZNF622,10,-1.6924,23,-0.4704,19,-0.7403,24,-0.4222,57,0.97302,46,0.80135,30,-0.0570,22,-0.5510,26,-0.3179
ENSG00000154153,RETREG1,175,1.67332,91,0.55101,12,-2.5143,60,-0.1028,53,-0.2967,77,0.33842,49,-0.4162,49,-0.4186,27,-1.3854
ENSG00000145555,MYO10,42,-0.1959,83,0.87184,21,-1.2764,21,-1.2611,16,-1.6388,18,-1.6697,133,1.71250,98,1.15436,55,0.23075
ENSG00000176788,BASP1,2198,1.04997,1283,0.16481,904,-0.3836,1521,0.43728,673,-0.8340,1412,0.39838,689,-0.7983,745,-0.6804,813,-0.5906
ENSG00000215196,BASP1-AS1,18,1.20371,7,-0.1869,9,0.09076,5,-0.7363,8,-0.1072,5,-0.7264,9,0.06635,15,0.96485,6,-0.4235
ENSG00000248455,LINC02217,20,0.34470,12,-0.3737,2,-2.9747,28,0.87967,6,-1.3106,20,0.40316,11,-0.5594,15,-0.1340,19,0.32472
ENSG00000145526,CDH18,31,-0.3831,32,-0.3382,70,0.91435,30,-0.4155,69,0.90134,57,0.74555,22,-0.8814,14,-1.5752,18,-1.2539
ENSG00000154162,CDH12,14,0.25492,4,-1.6151,18,0.56370,14,0.19140,23,1.03352,15,0.39099,6,-0.9452,7,-0.8384,8,-0.7496
ENSG00000286961,AC091938.1,3,-3.9569,5,-3.2385,132,1.87869,37,-0.2549,83,1.05435,42,-0.0752,17,-1.4471,19,-1.2113,51,0.26813
ENSG00000040731,CDH10,35,0.05217,27,-0.3515,7,-2.3386,40,0.24551,40,0.24509,65,1.42537,6,-2.5875,14,-1.2935,23,-0.6635
ENSG00000113100,CDH9,1,-4.2816,10,-0.9080,54,1.72191,15,-0.3981,47,1.44673,23,0.33128,9,-1.0662,2,-3.0325,12,-0.7353
ENSG00000113360,DROSHA,30,0.23911,28,0.15814,28,0.15542,20,-0.3900,34,0.44590,29,0.23336,22,-0.2615,13,-0.9839,23,-0.2029
ENSG00000082213,C5orf22,33,0.56568,42,0.96371,26,0.18017,21,-0.1775,22,-0.0952,28,0.38370,9,-1.3362,14,-0.7729,13,-0.9093
ENSG00000133401,PDZD2,14,-1.6355,14,-1.5835,127,1.90607,45,0.13460,64,0.68522,38,-0.1749,34,-0.2880,24,-0.8387,31,-0.4973
ENSG00000113384,GOLPH3,37,-0.1585,44,0.09266,30,-0.5015,50,0.31379,51,0.33241,46,0.20314,51,0.35198,27,-0.6374,33,-0.3547
ENSG00000150712,MTMR12,17,-1.1755,15,-1.3789,62,0.78046,47,0.34989,51,0.45467,55,0.76935,15,-1.4346,16,-1.2961,33,-0.2112
ENSG00000056097,ZFR,128,-0.2208,100,-0.5932,341,1.39399,111,-0.4367,202,0.50497,150,0.03855,106,-0.5129,98,-0.6222,115,-0.4198
ENSG00000113387,SUB1,460,-0.2386,387,-0.5052,648,0.30185,651,0.30932,688,0.39780,668,0.44036,406,-0.4310,303,-0.8802,443,-0.3257
ENSG00000113407,TARS,26,-0.0977,29,0.03437,37,0.42183,18,-0.7095,25,-0.1618,31,0.16967,41,0.59750,22,-0.3780,24,-0.2832
ENSG00000242110,AMACR,28,0.15314,29,0.17502,22,-0.2620,27,0.07541,32,0.31899,37,0.76007,15,-0.8581,10,-1.3589,17,-0.6570
ENSG00000113456,RAD1,31,0.52370,25,0.18186,17,-0.4451,26,0.22734,27,0.28648,24,0.13175,23,0.02735,14,-0.6647,17,-0.4749
ENSG00000113460,BRIX1,16,-0.4613,19,-0.1603,22,0.07280,15,-0.5632,27,0.40012,19,-0.1706,37,0.88683,18,-0.2447,21,0.00180
ENSG00000168724,DNAJC21,33,-0.3174,35,-0.2699,33,-0.3201,59,0.57809,46,0.18156,42,0.01870,45,0.15299,26,-0.6929,45,0.16905
ENSG00000152582,SPEF2,29,1.26038,12,-0.1424,17,0.32772,5,-1.5374,5,-1.4924,15,0.20604,21,0.70478,12,-0.1673,8,-0.8587
ENSG00000164187,LMBRD2,174,0.81106,83,-0.3712,87,-0.2995,129,0.32195,160,0.67618,132,0.44738,56,-0.9682,63,-0.7774,58,-0.9835
ENSG00000152620,NADK2,28,-0.6342,29,-0.5718,24,-0.8601,50,0.25232,46,0.11227,51,0.37057,58,0.49123,50,0.24776,36,-0.2938
ENSG00000164188,RANBP3L,3,-1.7149,12,0.19032,8,-0.4692,8,-0.4395,8,-0.3410,6,-0.9701,15,0.59092,16,0.65683,19,1.07513
ENSG00000079215,SLC1A3,237,-0.4793,481,0.64329,208,-0.6756,243,-0.4354,116,-1.5525,145,-1.3903,347,0.11721,661,1.17948,569,1.05969
ENSG00000285967,NIPBL-DT,7,-1.5205,21,0.13061,22,0.23134,25,0.40111,34,0.92355,21,0.20250,16,-0.3076,11,-0.8713,15,-0.3566
ENSG00000164190,NIPBL,30,-0.0712,43,0.50057,34,0.13142,21,-0.6033,22,-0.5501,15,-1.2114,85,1.67495,43,0.51712,25,-0.3578
ENSG00000197603,CPLANE1,32,0.24008,30,0.11108,20,-0.4787,32,0.23211,26,-0.0793,29,0.08171,23,-0.2630,47,0.83886,17,-0.7598
ENSG00000113569,NUP155,18,0.67934,19,0.73400,13,0.13959,10,-0.2651,11,-0.0824,12,0.03166,10,-0.2991,9,-0.4013,8,-0.6390
ENSG00000082068,WDR70,32,0.46787,33,0.49145,14,-0.8305,30,0.33671,28,0.23581,24,0.03753,28,0.26837,30,0.32741,10,-1.3948
ENSG00000113594,LIFR,17,-0.8573,39,0.47202,11,-1.4182,22,-0.4612,15,-0.9816,23,-0.4245,42,0.57563,54,0.99515,40,0.57637
ENSG00000164327,RICTOR,25,0.22674,37,0.83247,18,-0.2940,23,0.06449,39,0.91096,20,-0.1223,23,0.06047,11,-1.0104,13,-0.8724
ENSG00000113638,TTC33,65,0.66997,71,0.81525,34,-0.3536,59,0.50529,28,-0.6281,51,0.34840,35,-0.2962,15,-1.5344,26,-0.8135
ENSG00000132356,PRKAA1,11,-0.5417,27,0.84795,11,-0.4763,12,-0.3967,21,0.42267,15,-0.0517,28,0.95223,13,-0.2750,10,-0.7966
ENSG00000145592,RPL37,748,-0.9005,1385,0.04876,1292,-0.0605,980,-0.4890,900,-0.6190,986,-0.5672,2607,1.08586,1968,0.61354,1637,0.35060
ENSG00000182836,PLCXD3,44,0.93821,79,1.98930,4,-2.5394,21,-0.2330,38,0.69581,5,-2.4579,29,0.25544,20,-0.2933,22,-0.2179
ENSG00000083720,OXCT1,158,0.26795,122,-0.1443,101,-0.4306,193,0.59141,196,0.61334,162,0.38902,64,-1.1119,70,-0.9885,105,-0.4009
ENSG00000205765,C5orf51,17,0.18996,19,0.32110,8,-0.9610,13,-0.2556,28,0.95113,13,-0.2611,14,-0.1025,17,0.11965,14,-0.1400
ENSG00000250722,SELENOP,49,-0.4155,90,0.53865,10,-2.6927,9,-2.8153,8,-3.0948,17,-2.1653,390,3.47628,108,0.83062,27,-1.3850
ENSG00000172262,ZNF131,24,0.38465,35,0.99484,16,-0.2330,22,0.20948,15,-0.3876,13,-0.7364,30,0.74471,12,-0.6281,18,-0.1338
ENSG00000177453,NIM1K,13,-0.1974,16,0.12484,13,-0.1085,11,-0.4114,20,0.53558,23,0.97387,4,-1.8597,7,-1.0709,10,-0.5994
ENSG00000112972,HMGCS1,245,0.15570,220,-0.0101,122,-0.9169,279,0.36532,193,-0.2141,339,0.88840,180,-0.3239,129,-0.8290,138,-0.7876
ENSG00000172239,PAIP1,75,0.18199,56,-0.2771,78,0.24657,114,0.86502,56,-0.2628,73,0.15731,68,0.03417,50,-0.4463,43,-0.7213
ENSG00000248092,NNT-AS1,43,0.61297,34,0.21463,18,-0.7342,20,-0.6081,32,0.12330,21,-0.6391,52,0.90325,31,0.06519,31,0.09332
ENSG00000112992,NNT,73,0.38877,57,-0.0096,54,-0.0794,64,0.17452,86,0.65403,62,0.15656,30,-0.9509,44,-0.3999,45,-0.3811
ENSG00000251141,MRPS30-DT,14,0.13081,11,-0.1985,7,-0.8524,18,0.49527,10,-0.3597,20,0.94583,12,-0.0389,6,-1.0241,7,-0.9591
ENSG00000112996,MRPS30,30,-0.3908,29,-0.4277,22,-0.8632,70,0.94116,41,0.07396,53,0.63955,48,0.33471,14,-1.5383,26,-0.6462
ENSG00000272335,AC093297.2,11,-0.3862,22,0.66414,17,0.20424,10,-0.5648,31,1.19255,13,-0.2594,11,-0.4833,5,-1.4045,15,0.05713
ENSG00000164588,HCN1,52,0.05869,61,0.30785,31,-0.7190,82,0.78563,93,1.00167,62,0.42842,20,-1.3808,14,-1.8960,31,-0.7959
ENSG00000151883,PARP8,14,-0.3701,10,-0.7771,9,-0.9690,14,-0.3874,17,-0.0098,26,0.83241,36,1.15497,9,-1.0448,11,-0.7135
ENSG00000152684,PELO,16,-0.0752,14,-0.2019,14,-0.2790,10,-0.6677,20,0.35168,22,0.56114,14,-0.2853,12,-0.4609,16,-0.0865
ENSG00000164172,MOCS2,93,-0.3243,96,-0.2718,111,-0.0519,183,0.75371,96,-0.2714,134,0.31084,80,-0.5644,76,-0.6381,119,0.06569
ENSG00000164258,NDUFS4,36,-1.4604,92,-0.0474,83,-0.2166,101,0.10562,135,0.56635,109,0.27961,70,-0.4742,67,-0.5392,113,0.30842
ENSG00000185305,ARL15,16,-0.1272,21,0.35832,3,-2.3475,13,-0.4394,5,-1.8320,26,0.85552,33,1.08699,5,-1.7865,15,-0.1833
ENSG00000169271,HSPB3,10,-0.7863,6,-1.5390,15,-0.1412,14,-0.2208,15,-0.1586,32,1.48995,13,-0.3353,7,-1.2840,10,-0.7086
ENSG00000178996,SNX18,13,0.32552,23,1.28860,7,-0.5887,5,-0.9993,2,-1.9878,6,-0.9055,25,1.40451,12,0.20765,10,-0.1463
ENSG00000067248,DHX29,29,0.05227,39,0.49736,36,0.38008,24,-0.2499,25,-0.1675,31,0.18647,30,0.08188,31,0.12730,16,-0.9246
ENSG00000039123,MTREX,21,-0.9923,34,-0.2716,51,0.33213,25,-0.7265,98,1.43689,50,0.41267,33,-0.3495,26,-0.7133,26,-0.7313
ENSG00000067113,PLPP1,23,-0.6321,28,-0.3543,31,-0.1772,21,-0.7844,39,0.15077,38,0.15033,71,1.14408,27,-0.4066,34,-0.0654
ENSG00000134352,IL6ST,72,-0.3141,148,0.84355,47,-0.9615,78,-0.1962,76,-0.2326,64,-0.5810,166,1.03279,114,0.40725,82,-0.1242
ENSG00000062194,GPBP1,101,0.31087,86,0.06192,93,0.18274,81,-0.0397,88,0.08338,86,0.07615,79,-0.0834,73,-0.2101,68,-0.3278
ENSG00000249436,AC008780.1,35,0.32814,20,-0.5120,7,-2.0440,48,0.82548,25,-0.1813,41,0.75070,19,-0.6421,22,-0.3598,21,-0.5178
ENSG00000145632,PLK2,97,-0.4060,38,-1.8207,319,1.55123,186,0.61831,193,0.68354,163,0.50980,29,-2.1891,33,-2.0048,66,-1.0711
ENSG00000152932,RAB3C,327,0.81508,287,0.59759,90,-1.2045,275,0.53066,218,0.15420,242,0.40357,107,-0.9438,81,-1.3538,130,-0.6972
ENSG00000113448,PDE4D,24,-0.2618,19,-0.6455,31,0.09452,27,-0.0897,52,0.93662,24,-0.3340,48,0.80774,18,-0.6835,28,-0.0787
ENSG00000152931,PART1,94,2.77191,13,-0.6736,13,-0.6138,15,-0.4564,10,-1.0191,17,-0.3014,12,-0.8342,19,-0.1023,7,-1.5877
ENSG00000164182,NDUFAF2,43,-1.1298,95,0.06482,90,-0.0176,99,0.13180,134,0.61744,92,0.02278,71,-0.3776,59,-0.6701,112,0.37090
ENSG00000188725,SMIM15,22,0.16996,29,0.65102,17,-0.2050,25,0.37923,14,-0.5171,17,-0.2433,33,0.84200,14,-0.4914,14,-0.5101
ENSG00000130449,ZSWIM6,44,0.74398,25,-0.1487,35,0.37281,17,-0.7311,25,-0.1573,23,-0.3368,47,0.81950,38,0.47184,17,-0.8410
ENSG00000068796,KIF2A,57,0.62407,40,0.06873,26,-0.6113,49,0.37101,44,0.22727,46,0.33393,24,-0.7234,29,-0.4556,28,-0.5212
ENSG00000086189,DIMT1,18,-0.1621,27,0.50229,14,-0.5325,20,-0.0068,33,0.80397,17,-0.2730,22,0.16379,16,-0.3341,18,-0.1160
ENSG00000086200,IPO11,22,0.12918,18,-0.1455,16,-0.3443,29,0.54390,26,0.37163,25,0.40933,22,0.15360,10,-1.0560,12,-0.7856
ENSG00000248285,AC122707.1,0,-5.0529,0,-6.3718,48,1.53716,14,-0.4232,30,0.74090,33,1.19018,0,-5.9449,1,-4.3584,17,-0.1343
ENSG00000164197,RNF180,13,-0.1137,21,0.61835,13,-0.1108,6,-1.2856,20,0.51404,17,0.35243,9,-0.7188,14,-0.0096,12,-0.3231
ENSG00000186479,RGS7BP,35,0.88686,12,-0.7723,18,-0.1326,14,-0.5174,45,1.34093,23,0.30915,15,-0.3797,9,-1.2202,10,-1.0707
ENSG00000153006,SREK1IP1,69,0.79648,31,-0.4717,38,-0.1430,33,-0.3777,46,0.13747,40,-0.0816,52,0.33403,56,0.43941,30,-0.5849
ENSG00000153015,CWC27,43,-0.1095,55,0.30039,27,-0.7738,43,-0.0910,59,0.41727,27,-0.9375,67,0.61459,47,0.03628,63,0.56670
ENSG00000113595,TRIM23,109,0.70430,69,-0.0262,69,-0.0391,96,0.48851,92,0.42167,87,0.43005,34,-1.1076,40,-0.8648,37,-1.0489
ENSG00000113597,TRAPPC13,33,0.16775,31,0.06671,23,-0.3478,40,0.48170,34,0.20412,34,0.26082,29,-0.0051,22,-0.4232,20,-0.6313
ENSG00000197860,SGTB,88,0.22004,66,-0.2333,66,-0.2395,91,0.26057,94,0.31773,100,0.53108,59,-0.3970,42,-0.9324,58,-0.4741
ENSG00000123213,NLN,19,0.14223,17,0.01088,18,0.06215,32,0.98335,20,0.21506,17,-0.0003,14,-0.3174,13,-0.3795,11,-0.7367
ENSG00000112851,ERBIN,37,-0.2807,70,0.73752,28,-0.6815,22,-1.0202,19,-1.2919,26,-0.9463,127,1.78199,84,1.05268,32,-0.5239
ENSG00000153914,SREK1,72,0.76918,60,0.47122,52,0.26539,26,-0.8105,42,-0.0895,27,-0.8514,74,0.82795,70,0.73875,27,-0.8350
ENSG00000069020,MAST4,29,-0.3682,69,1.02558,24,-0.6251,28,-0.3961,41,0.15571,35,-0.1111,60,0.79955,21,-0.8408,32,-0.2374
ENSG00000145675,PIK3R1,285,0.53631,161,-0.3659,188,-0.1301,166,-0.3185,181,-0.1884,318,0.93779,153,-0.4494,106,-0.9969,126,-0.7940
ENSG00000145740,SLC30A5,24,0.36423,23,0.29388,16,-0.2623,28,0.57932,23,0.29758,24,0.43686,8,-1.2333,15,-0.3662,10,-1.0090
ENSG00000134056,MRPS36,45,-0.5494,78,0.30340,55,-0.2484,59,-0.1240,98,0.67176,64,-0.0207,65,0.03105,50,-0.3853,65,0.02089
ENSG00000134058,CDK7,13,-0.0840,8,-0.8322,22,0.72709,9,-0.6313,17,0.24387,22,0.85827,4,-1.7281,4,-1.6672,13,-0.0941
ENSG00000085231,AK6,24,-1.1857,35,-0.6323,53,-0.0113,36,-0.5896,77,0.59570,73,0.65103,53,-0.0123,31,-0.8364,55,0.04428
ENSG00000273841,TAF9,71,-0.0928,84,0.16887,67,-0.1926,64,-0.2457,110,0.59966,90,0.34055,57,-0.4388,51,-0.5994,66,-0.2205
ENSG00000152942,RAD17,7,-1.4168,18,-0.1057,12,-0.7559,22,0.19015,27,0.55368,28,0.73688,27,0.52846,8,-1.2792,13,-0.5907
ENSG00000145734,BDP1,120,1.30605,54,-0.0243,42,-0.4073,32,-0.8002,23,-1.3130,31,-1.0015,79,0.60245,144,1.63354,33,-0.8267
ENSG00000131844,MCCC2,14,-0.1384,19,0.37055,15,0.04112,22,0.57821,23,0.68568,14,-0.1305,12,-0.2754,14,-0.0992,9,-0.7784
ENSG00000131711,MAP1B,4942,1.86837,2084,0.36958,569,-1.6204,1514,-0.1370,1138,-0.5776,1485,-0.2024,998,-0.7777,2595,0.72793,767,-1.2544
ENSG00000113048,MRPS27,47,0.29391,31,-0.3358,45,0.20911,44,0.19918,40,0.04022,54,0.65274,9,-2.1610,17,-1.2505,37,-0.1042
ENSG00000049883,PTCD2,11,-0.0557,11,-0.0645,17,0.67163,15,0.40110,6,-1.0240,13,0.29297,10,-0.2506,5,-1.2129,11,-0.0233
ENSG00000083312,TNPO1,31,-0.1758,43,0.33077,50,0.55465,37,0.09698,40,0.21618,36,0.07907,44,0.35049,21,-0.7536,22,-0.7613
ENSG00000145741,BTF3,107,-0.8744,153,-0.3310,182,-0.0571,188,-0.0067,216,0.21557,219,0.28899,267,0.55365,130,-0.5815,184,-0.0475
ENSG00000164331,ANKRA2,11,-0.0531,10,-0.2124,8,-0.5726,10,-0.2017,19,0.79655,16,0.66983,9,-0.4249,7,-0.7424,8,-0.5805
ENSG00000214944,ARHGEF28,27,1.07979,10,-0.4323,8,-0.7681,27,1.10211,19,0.52142,17,0.47910,6,-1.0687,3,-2.2389,5,-1.4401
ENSG00000171617,ENC1,1435,-0.4962,473,-2.1567,3253,0.80640,2796,0.55624,2313,0.25007,3411,1.18757,653,-1.6812,381,-2.4742,1085,-0.9882
ENSG00000049860,HEXB,19,-0.6430,23,-0.3695,31,0.08603,35,0.24797,37,0.35528,31,0.08326,31,0.08327,25,-0.2531,30,0.03360
ENSG00000164347,GFM2,25,0.30227,23,0.19333,24,0.20364,24,0.25723,35,0.81196,18,-0.2408,5,-2.0659,13,-0.7176,23,0.14388
ENSG00000164346,NSA2,120,-0.7963,195,-0.0461,234,0.23702,169,-0.2691,209,0.06022,202,0.00413,301,0.64791,181,-0.1651,200,-0.0108
ENSG00000198780,FAM169A,86,0.96838,70,0.62270,48,0.03542,51,0.11312,50,0.09248,41,-0.2614,32,-0.5900,32,-0.5768,37,-0.4065
ENSG00000113161,HMGCR,136,0.27955,86,-0.4327,122,0.11013,146,0.39635,126,0.15918,179,0.95075,59,-1.0077,47,-1.3489,54,-1.2097
ENSG00000113163,CERT1,89,0.63859,57,-0.0608,46,-0.3915,54,-0.1497,55,-0.1298,78,0.53999,50,-0.2633,37,-0.7380,46,-0.4199
ENSG00000122008,POLK,14,0.13099,17,0.42628,19,0.58080,13,-0.0312,10,-0.3893,8,-0.7567,24,0.93858,13,-0.0413,11,-0.2972
ENSG00000145708,CRHBP,35,0.47348,185,3.94647,7,-1.9438,2,-3.4998,18,-0.5443,2,-3.6721,27,0.07199,9,-1.5618,11,-1.3661
ENSG00000164252,AGGF1,60,0.21305,63,0.27001,39,-0.4543,55,0.06639,57,0.13487,68,0.52312,32,-0.7433,40,-0.4417,40,-0.4480
ENSG00000113231,PDE8B,33,-1.1707,46,-0.6974,279,2.37399,58,-0.3247,71,-0.0318,64,-0.2355,38,-0.9574,43,-0.7802,53,-0.5143
ENSG00000164253,WDR41,33,0.54665,31,0.42788,13,-0.9190,13,-0.8792,24,0.05701,27,0.26452,34,0.56189,15,-0.7123,19,-0.3256
ENSG00000171530,TBCA,306,-0.3159,399,0.10280,398,0.09529,348,-0.1138,465,0.34647,429,0.26670,311,-0.2900,276,-0.4743,351,-0.1081
ENSG00000132842,AP3B1,20,0.49910,33,1.26678,17,0.23862,10,-0.6383,15,0.06655,7,-1.2071,22,0.61606,19,0.35277,10,-0.6192
ENSG00000085365,SCAMP1,202,0.86351,182,0.68911,130,0.14222,170,0.57355,124,0.06606,113,-0.0941,82,-0.5660,61,-1.0125,67,-0.9460
ENSG00000152409,JMY,31,0.65956,35,0.88415,24,0.29239,14,-0.5090,19,-0.1143,18,-0.2377,21,0.04986,21,0.06953,12,-0.8550
ENSG00000152413,HOMER1,118,0.41959,46,-1.0383,136,0.65111,91,0.00374,110,0.30409,117,0.50421,68,-0.4524,47,-0.9948,61,-0.6522
ENSG00000164329,TENT2,7,-0.5475,16,0.56651,20,0.96699,9,-0.2233,13,0.23295,11,0.02011,6,-0.8537,10,-0.1502,8,-0.4606
ENSG00000177034,MTX3,37,0.39217,26,-0.1781,34,0.26389,29,0.01484,50,0.87947,29,0.01788,26,-0.1288,14,-1.0814,21,-0.5128
ENSG00000113296,THBS4,5,-0.9061,25,1.57208,6,-0.7291,4,-1.3523,3,-1.6919,10,-0.0131,8,-0.3460,21,1.19893,8,-0.3029
ENSG00000164300,SERINC5,9,-0.7305,46,1.88994,6,-1.4434,5,-1.5775,5,-1.6587,5,-1.7749,53,2.15038,24,0.70621,9,-0.8369
ENSG00000039319,ZFYVE16,18,0.30402,31,1.19309,8,-0.8283,7,-1.1363,5,-1.6602,9,-0.9122,35,1.39837,24,0.75927,12,-0.3765
ENSG00000249042,AC008771.1,26,-0.0482,16,-0.7468,28,0.10052,34,0.40983,35,0.43292,38,0.71985,14,-0.9201,12,-1.2190,20,-0.4977
ENSG00000228716,DHFR,18,0.45344,9,-0.6056,12,-0.1948,10,-0.4363,13,-0.0615,16,0.32787,17,0.34937,18,0.48511,8,-0.7756
ENSG00000113318,MSH3,26,0.24968,20,-0.1469,31,0.52488,29,0.41644,18,-0.3632,17,-0.4796,17,-0.3874,23,0.04341,26,0.25915
ENSG00000113319,RASGRF2,15,-2.0876,47,-0.3564,179,1.88080,48,-0.3375,114,1.06316,63,0.13468,23,-1.4422,12,-2.4053,42,-0.5795
ENSG00000131732,ZCCHC9,7,-0.6173,13,0.27653,8,-0.4889,11,0.02972,19,0.88843,8,-0.4454,18,0.82434,14,0.34296,7,-0.6027
ENSG00000145687,SSBP2,93,0.61006,85,0.45860,50,-0.3550,58,-0.1515,82,0.41075,71,0.22674,44,-0.5490,37,-0.8415,49,-0.4222
ENSG00000152348,ATG10,17,0.58372,16,0.44630,12,-0.0110,7,-0.7773,17,0.55156,13,0.08280,11,-0.1002,12,-0.0283,7,-0.8763
ENSG00000186468,RPS23,321,-1.2700,603,-0.3129,712,-0.0524,484,-0.6493,611,-0.2924,592,-0.4073,1577,1.25602,926,0.36410,915,0.38427
