Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000145833,DDX46,48,0.41572,35,-0.2505,47,0.33102,35,-0.1575
ENSG00000181904,C5orf24,49,-0.0122,59,0.55628,42,-0.2465,33,-0.7219
ENSG00000113621,TXNDC15,51,0.34266,44,0.10547,33,-0.3875,36,-0.2881
ENSG00000113648,H2AFY,123,0.48450,98,0.12165,95,0.01891,66,-0.6426
ENSG00000145824,CXCL14,93,-0.9505,165,-0.0306,89,-0.9585,244,0.79759
ENSG00000145832,SLC25A48,7,-0.1787,5,-1.2312,4,-1.1719,18,1.65620
ENSG00000113658,SMAD5,23,0.74374,13,-0.4429,16,0.06464,14,-0.0902
ENSG00000152377,SPOCK1,473,1.69561,146,-0.8076,178,-0.1887,136,-0.7088
ENSG00000146021,KLHL3,25,1.17673,15,0.33067,5,-1.5374,5,-1.5654
ENSG00000177733,HNRNPA0,156,0.24363,139,0.06376,173,0.38297,104,-0.4928
ENSG00000031003,FAM13B,60,0.43908,50,0.17374,58,0.32608,29,-0.8693
ENSG00000112981,NME5,22,-0.5227,38,0.73203,14,-1.1850,26,-0.2820
ENSG00000112983,BRD8,56,0.44618,52,0.58865,20,-1.2026,25,-0.9488
ENSG00000094880,CDC23,16,-0.0388,18,0.15343,22,0.45111,13,-0.4156
ENSG00000120709,FAM53C,46,0.27934,44,0.31900,28,-0.5124,30,-0.5096
ENSG00000120733,KDM3B,29,-0.0401,29,-0.0461,40,0.47870,28,-0.1362
ENSG00000132563,REEP2,125,0.01502,147,0.54367,70,-0.8886,95,-0.4885
ENSG00000120738,EGR1,278,-0.4582,452,0.69629,330,-0.1592,262,-0.6097
ENSG00000120705,ETF1,62,0.00794,63,0.04413,94,0.67739,49,-0.4332
ENSG00000113013,HSPA9,202,0.17254,186,0.04514,180,-0.0241,166,-0.1896
ENSG00000044115,CTNNA1,80,0.46060,43,-0.9146,116,1.01671,70,0.23813
ENSG00000146006,LRRTM2,62,1.24117,27,-0.4603,35,0.17243,21,-0.7527
ENSG00000120725,SIL1,29,0.51121,22,0.02455,25,0.19250,15,-0.6044
ENSG00000120727,PAIP2,224,0.48205,176,0.08150,153,-0.1784,132,-0.4774
ENSG00000170464,DNAJC18,74,0.84107,51,0.26985,24,-1.0269,27,-0.9530
ENSG00000131508,UBE2D2,90,-0.5221,148,0.59205,124,0.00447,95,-0.4789
ENSG00000171604,CXXC5,205,0.50504,168,0.26104,116,-0.4471,106,-0.6894
ENSG00000146005,PSD2,43,0.00251,36,-0.4554,40,-0.1012,57,0.58441
ENSG00000185129,PURA,77,0.62823,49,-0.2986,57,0.08126,49,-0.1771
ENSG00000182700,IGIP,92,0.57089,71,0.17465,40,-0.7768,51,-0.5037
ENSG00000120306,CYSTM1,91,0.19646,68,-0.4895,119,0.60593,90,0.19392
ENSG00000113068,PFDN1,91,-0.2959,131,0.60090,107,-0.0319,76,-0.6460
ENSG00000113070,HBEGF,10,-0.4257,3,-2.9205,85,3.58486,12,-0.1418
ENSG00000131503,ANKHD1,64,0.76788,30,-0.8308,57,0.47682,46,0.17755
ENSG00000213523,SRA1,39,0.16115,33,-0.1681,52,0.63674,31,-0.2200
ENSG00000113108,APBB3,37,0.25668,41,0.79942,24,-0.4146,14,-1.4580
ENSG00000176087,SLC35A4,10,-0.6327,15,0.18873,16,0.14634,15,0.08846
ENSG00000170458,CD14,11,-1.5200,13,-1.8619,178,3.40476,27,-0.1702
ENSG00000131495,NDUFA2,174,-0.5129,255,0.24284,227,-0.0588,240,0.03681
ENSG00000113141,IK,79,-0.0576,80,-0.0897,115,0.53848,78,-0.0960
ENSG00000120314,WDR55,17,0.81673,10,-0.0362,12,0.16602,6,-0.8814
ENSG00000170445,HARS,70,0.04030,78,0.37296,56,-0.3146,54,-0.4419
ENSG00000146007,ZMAT2,194,-0.1849,253,0.50643,126,-0.8258,185,-0.2856
ENSG00000120327,PCDHB14,11,-0.3258,18,1.02776,4,-1.5406,8,-0.7949
ENSG00000178913,TAF7,77,-0.5680,135,0.70461,90,-0.2910,83,-0.4860
ENSG00000131504,DIAPH1,23,-0.0671,23,-0.1128,42,0.90256,20,-0.2921
ENSG00000171720,HDAC3,25,-0.1251,31,0.44876,29,0.09986,19,-0.6112
ENSG00000164620,RELL2,22,0.48196,18,0.29675,16,-0.0645,10,-0.9125
ENSG00000081791,DELE1,20,0.45275,14,-0.2727,21,0.45267,14,-0.2277
ENSG00000013561,RNF14,44,0.08985,50,0.52362,34,-0.3370,28,-0.7271
ENSG00000113552,GNPDA1,43,-0.1903,62,0.88119,31,-0.6440,28,-0.9429
ENSG00000131507,NDFIP1,799,0.49062,709,0.49224,359,-0.8082,356,-0.9540
ENSG00000113578,FGF1,57,0.61655,10,-2.6844,140,2.15515,55,0.64395
ENSG00000145819,ARHGAP26,69,0.05296,77,0.47667,48,-0.5026,49,-0.5445
ENSG00000113580,NR3C1,53,0.61215,36,-0.0873,47,0.36032,26,-0.6372
ENSG00000145817,YIPF5,57,0.30852,55,0.38637,22,-1.1672,38,-0.4511
ENSG00000183775,KCTD16,145,0.10944,173,0.81957,66,-1.0916,78,-0.9948
ENSG00000133706,LARS,66,0.28222,57,0.08505,47,-0.2598,49,-0.2488
ENSG00000091009,RBM27,49,0.64499,32,-0.1750,51,0.62286,23,-0.7102
ENSG00000113649,TCERG1,48,0.24109,49,0.47708,27,-0.6406,29,-0.6844
ENSG00000156475,PPP2R2B,138,-0.1152,175,0.52015,113,-0.4138,113,-0.4968
ENSG00000113657,DPYSL3,106,0.87996,54,-0.5145,82,0.35487,56,-0.2830
ENSG00000176049,JAKMIP2,42,0.17740,43,0.38579,28,-0.4969,29,-0.5203
ENSG00000145868,FBXO38,14,0.19802,15,0.54030,8,-0.6157,8,-0.7560
ENSG00000173210,ABLIM3,33,1.32082,12,-0.7902,11,-0.5830,16,-0.0524
ENSG00000164284,GRPEL2,13,0.23336,12,0.20135,4,-1.5993,11,-0.0334
ENSG00000145882,PCYOX1L,22,0.49546,19,0.39766,13,-0.3956,10,-0.9523
ENSG00000113712,CSNK1A1,157,0.45844,107,-0.3276,207,0.86609,96,-0.4256
ENSG00000113716,HMGXB3,9,-0.5810,16,0.66800,17,0.38163,8,-0.7812
ENSG00000182578,CSF1R,19,-0.0230,9,-1.6211,69,2.13567,24,0.39508
ENSG00000113721,PDGFRB,3,-2.2044,3,-2.7250,104,4.22403,10,-0.4371
ENSG00000011083,SLC6A7,27,0.08102,37,1.26588,14,-0.9731,7,-2.0429
ENSG00000070808,CAMK2A,291,-0.3066,384,0.29430,167,-1.1220,376,0.14921
ENSG00000070814,TCOF1,44,0.72362,30,0.05016,24,-0.2966,20,-0.6608
ENSG00000019582,CD74,139,-1.0340,98,-2.1082,1541,3.40298,243,-0.1376
ENSG00000164587,RPS14,689,-0.3349,717,-0.4218,1423,0.85672,988,0.32361
ENSG00000070614,NDST1,25,0.27811,18,-0.3560,19,-0.1733,25,0.30441
ENSG00000171992,SYNPO,118,-0.5354,185,0.39184,95,-0.8243,171,0.09409
ENSG00000086589,RBM22,55,0.67946,34,-0.2714,49,0.41399,29,-0.4490
ENSG00000132912,DCTN4,71,0.52896,51,-0.0609,56,0.10098,41,-0.4351
ENSG00000211445,GPX3,24,0.62145,10,-1.1036,63,2.30238,9,-1.0635
ENSG00000145901,TNIP1,26,0.04057,24,-0.1824,49,1.05995,20,-0.4003
ENSG00000197043,ANXA6,221,0.54472,179,0.28377,143,-0.1968,99,-0.8990
ENSG00000196743,GM2A,14,-0.4446,12,-0.9945,54,1.77630,23,0.36421
ENSG00000113140,SPARC,72,-0.9122,89,-0.8755,532,2.57634,100,-0.4187
ENSG00000177556,ATOX1,155,-0.2560,205,0.40443,153,-0.2488,155,-0.2761
ENSG00000145907,G3BP1,48,0.32307,32,-0.5909,89,1.31458,34,-0.2710
ENSG00000155511,GRIA1,178,0.70172,134,0.33260,70,-0.8308,71,-0.9340
ENSG00000164576,SAP30L,22,0.49748,14,-0.4734,19,0.23123,18,0.11105
ENSG00000155506,LARP1,277,0.80693,180,0.04539,108,-0.7629,129,-0.5824
ENSG00000170271,FAXDC2,27,0.53956,9,-1.6609,44,1.29743,28,0.70373
ENSG00000155508,CNOT8,26,-0.0831,31,0.38365,31,0.22057,19,-0.6094
ENSG00000082516,GEMIN5,12,0.28503,11,0.13758,11,0.05276,8,-0.4691
ENSG00000082515,MRPL22,30,-0.2044,35,0.07554,34,-0.0041,35,0.04501
ENSG00000155868,MED7,17,0.04317,19,0.42127,11,-0.5746,13,-0.4230
ENSG00000055163,CYFIP2,336,0.24229,341,0.47190,206,-0.5440,198,-0.7134
ENSG00000172568,FNDC9,6,-1.4726,26,2.13831,1,-3.7045,7,-1.4173
ENSG00000155858,LSM11,40,1.13660,23,0.15716,9,-1.2128,11,-1.1622
ENSG00000113282,CLINT1,35,0.24464,36,0.47858,26,-0.2605,19,-0.8538
ENSG00000145860,RNF145,119,0.07309,142,0.72015,83,-0.5018,65,-0.9914
ENSG00000164332,UBLCP1,88,0.47784,80,0.56861,60,-0.1662,29,-1.4324
ENSG00000170214,ADRA1B,29,0.39112,28,0.48969,11,-1.1603,16,-0.7120
ENSG00000113312,TTC1,110,-0.1678,134,0.28695,109,-0.1670,109,-0.2042
ENSG00000170234,PWWP2A,24,0.72636,13,-0.4766,20,0.37100,14,-0.1743
ENSG00000170231,FABP6,40,2.69819,2,-3.2428,16,0.55380,10,-0.2251
ENSG00000164609,SLU7,200,0.79463,122,-0.1558,94,-0.4947,108,-0.3370
ENSG00000145864,GABRB2,266,0.11888,330,0.98748,105,-1.3070,120,-1.2705
ENSG00000022355,GABRA1,315,-0.0045,418,0.96479,131,-1.3433,174,-1.0584
ENSG00000280776,LINC01202,1,-3.3256,22,1.58920,4,-1.7170,12,-0.3882
ENSG00000113327,GABRG2,187,-0.0396,244,0.79984,104,-0.9335,120,-0.8450
ENSG00000113328,CCNG1,15,0.40598,10,-0.5464,19,0.66089,13,0.06402
ENSG00000170584,NUDCD2,26,-0.2631,35,0.38503,30,-0.0706,26,-0.3164
ENSG00000038274,MAT2B,85,0.53041,71,0.35569,41,-0.6512,40,-0.8091
ENSG00000145934,TENM2,109,0.80249,80,0.41730,28,-1.3981,38,-1.0796
ENSG00000113645,WWC1,31,-0.0907,34,0.10648,24,-0.4396,34,0.08064
ENSG00000113643,RARS,39,-0.0999,38,-0.2297,49,0.27009,47,0.24857
ENSG00000188573,FBLL1,82,0.76917,60,0.36537,18,-1.6391,33,-0.8677
ENSG00000120137,PANK3,59,0.43120,53,0.40583,41,-0.1874,26,-0.9888
ENSG00000184347,SLIT3,53,0.75910,33,-0.1660,47,0.49815,22,-0.7853
ENSG00000043462,LCP2,9,-0.4395,6,-1.4991,49,2.43666,14,0.22470
ENSG00000182132,KCNIP1,51,1.98272,12,-1.0193,6,-1.6479,15,-0.4153
ENSG00000181163,NPM1,181,-0.2089,215,0.14064,279,0.49539,175,-0.2873
ENSG00000072803,FBXW11,104,0.11229,120,0.67189,73,-0.4478,56,-0.9704
ENSG00000168246,UBTD2,16,0.49694,13,0.21864,5,-1.3013,10,-0.3571
ENSG00000214357,NEURL1B,9,-0.5292,14,0.19634,13,-0.0287,14,0.09452
ENSG00000120129,DUSP1,64,-1.4639,204,0.84893,319,1.14285,77,-1.2595
ENSG00000113719,ERGIC1,57,0.45071,43,-0.0514,63,0.57135,31,-0.6497
ENSG00000037241,RPL26L1,40,-0.4152,64,0.71208,29,-0.8523,41,-0.4088
ENSG00000113732,ATP6V0E1,40,-0.2065,27,-1.1949,141,1.95737,52,0.27458
ENSG00000164463,CREBRF,57,1.05712,28,-0.3924,31,-0.0358,24,-0.4857
ENSG00000113734,BNIP1,13,0.23959,13,0.39301,7,-0.7953,9,-0.4928
ENSG00000145919,BOD1,35,0.13649,36,0.27958,40,0.32734,22,-0.7119
ENSG00000113742,CPEB4,118,0.60551,79,-0.1770,64,-0.4212,79,-0.1277
ENSG00000170091,NSG2,402,-0.1625,601,1.08805,190,-1.2898,234,-1.1264
ENSG00000184845,DRD1,33,1.41529,16,0.16618,10,-0.6955,4,-2.1420
ENSG00000164466,SFXN1,79,0.99251,43,-0.1957,46,0.01257,30,-0.7521
ENSG00000113749,HRH2,11,-0.5835,22,1.05182,16,-0.0153,8,-1.2206
ENSG00000145920,CPLX2,252,-1.0500,610,0.82233,170,-1.5683,465,-0.0511
ENSG00000051596,THOC3,11,-2.2252,70,1.85814,24,-0.9435,23,-1.1569
ENSG00000170085,SIMC1,10,-0.2381,14,0.54710,19,0.77434,6,-1.1992
ENSG00000122203,KIAA1191,176,0.53108,139,0.19046,123,-0.0904,86,-0.7630
ENSG00000175414,ARL10,44,0.69314,34,0.42815,13,-1.1841,17,-0.9921
ENSG00000048162,NOP16,9,-0.9753,21,0.60929,16,-0.1131,16,-0.1902
ENSG00000146066,HIGD2A,90,-0.1558,102,0.10915,93,-0.0924,99,0.00253
ENSG00000175416,CLTB,195,-0.2880,298,0.85708,123,-0.9668,158,-0.6974
ENSG00000113194,FAF2,30,0.14257,33,0.50376,32,0.23881,15,-1.0843
ENSG00000146083,RNF44,56,0.70289,42,0.32158,20,-0.9833,23,-0.8623
ENSG00000169258,GPRIN1,32,-0.6073,67,1.28528,19,-1.3545,26,-1.0273
ENSG00000074317,SNCB,796,0.75907,593,0.38242,232,-1.2433,302,-0.9836
ENSG00000048140,TSPAN17,20,-0.4375,36,1.09341,20,-0.4177,13,-1.1999
ENSG00000113763,UNC5A,42,-0.1080,60,0.97156,32,-0.5291,22,-1.2631
ENSG00000113761,ZNF346,10,-0.2015,12,0.31827,22,1.10847,6,-1.1193
ENSG00000165671,NSD1,27,0.43034,23,0.20269,20,-0.1362,15,-0.6397
ENSG00000169228,RAB24,9,-0.8671,20,1.09362,8,-0.8660,10,-0.6746
ENSG00000169230,PRELID1,74,-0.4409,116,0.57361,81,-0.2663,79,-0.3863
ENSG00000169223,LMAN2,41,-0.0895,47,0.27928,54,0.36899,32,-0.5214
ENSG00000169220,RGS14,5,-3.2143,75,2.08896,15,-1.6310,26,-1.0254
ENSG00000131187,F12,17,-0.0292,23,0.90565,6,-1.6187,11,-0.8573
ENSG00000198055,GRK6,24,0.51560,19,0.20955,18,0.03656,11,-0.8494
ENSG00000131188,PRR7,28,-1.0092,71,1.12373,38,-0.4640,34,-0.7823
ENSG00000113758,DBN1,60,-0.2168,86,0.79843,53,-0.3761,41,-0.8862
ENSG00000196923,PDLIM7,23,0.41069,16,-0.2443,31,0.89180,13,-0.5268
ENSG00000183258,DDX41,45,0.26151,43,0.33307,19,-1.0564,32,-0.3503
ENSG00000146067,FAM193B,22,0.47397,18,0.11601,13,-0.3538,13,-0.4504
ENSG00000184840,TMED9,67,-0.2274,96,0.71939,64,-0.2745,50,-0.7854
ENSG00000027847,B4GALT7,21,-0.4340,33,0.62583,16,-0.7876,23,-0.2898
ENSG00000170074,FAM153A,8,-0.9212,22,1.60363,0,-4.3666,8,-0.9440
ENSG00000249684,AC106795.2,0,-9.1284,28,2.66250,3,-2.3863,7,-1.3038
ENSG00000204677,FAM153CP,86,0.89708,51,-0.1180,42,-0.3443,38,-0.5808
ENSG00000145916,RMND5B,28,-0.0182,35,0.64385,14,-1.0334,21,-0.5753
ENSG00000145912,NHP2,133,-0.6956,251,0.72407,118,-0.8161,176,-0.2571
ENSG00000197451,HNRNPAB,59,0.24077,45,-0.3589,105,1.16050,42,-0.3985
ENSG00000113240,CLK4,16,-0.0598,20,0.53554,8,-1.1089,14,-0.3543
ENSG00000176783,RUFY1,17,0.38207,12,-0.1928,13,-0.0128,13,-0.0468
ENSG00000169045,HNRNPH1,112,0.18382,92,-0.2615,170,0.84531,88,-0.2437
ENSG00000127022,CANX,434,0.72541,238,-0.5293,352,0.29901,281,-0.0651
ENSG00000161013,MGAT4B,26,-0.6320,51,0.93273,22,-0.8099,28,-0.6009
ENSG00000161011,SQSTM1,192,0.04083,194,0.09352,230,0.31688,159,-0.3139
ENSG00000161010,MRNIP,21,0.23725,20,0.33468,13,-0.5260,14,-0.4872
ENSG00000197226,TBC1D9B,39,-0.5680,63,0.40217,77,0.51947,43,-0.4458
ENSG00000113269,RNF130,85,0.12241,79,-0.0202,103,0.41280,69,-0.2683
ENSG00000146090,RASGEF1C,17,1.03147,8,-0.5521,10,0.03481,8,-0.2481
ENSG00000050748,MAPK9,201,0.41256,192,0.61023,86,-0.9390,89,-1.0304
ENSG00000113300,CNOT6,13,-0.0667,14,0.14295,27,1.05856,8,-0.8539
ENSG00000131446,MGAT1,34,0.35790,23,-0.5402,63,1.33695,23,-0.3992
ENSG00000278970,HEIH,28,0.22884,24,-0.1319,29,0.23876,23,-0.1091
ENSG00000250222,AC008443.5,20,-0.8914,37,0.23634,11,-1.7275,46,0.59639
ENSG00000146063,TRIM41,33,0.64429,19,-0.4190,37,0.75753,18,-0.4084
ENSG00000204628,RACK1,266,-0.1928,268,-0.2888,584,1.10064,283,-0.0953
ENSG00000248275,TRIM52-AS1,11,-0.3935,15,0.24784,9,-0.6540,15,0.15300
ENSG00000112679,DUSP22,16,-0.5400,27,0.60579,15,-0.5740,19,-0.2572
ENSG00000112685,EXOC2,16,-0.0783,21,0.73993,23,0.49653,7,-1.5597
ENSG00000112699,GMDS,20,0.83156,11,-0.2016,16,0.43773,8,-0.7779
ENSG00000124535,WRNIP1,62,0.26047,58,0.29499,48,-0.1586,38,-0.5980
ENSG00000170542,SERPINB9,11,-0.7036,11,-1.0137,78,2.78109,11,-0.6537
ENSG00000124570,SERPINB6,20,-0.3581,14,-1.2881,94,2.28856,27,0.12762
ENSG00000244041,LINC01011,5,-1.2804,17,1.56128,1,-3.5171,7,-0.7114
ENSG00000124588,NQO2,54,0.35518,51,0.40908,37,-0.2584,27,-0.8590
ENSG00000137274,BPHL,31,0.56587,22,-0.0214,19,-0.2169,18,-0.3903
ENSG00000137267,TUBB2A,1693,0.32153,1763,0.73594,840,-0.7988,708,-1.2151
ENSG00000137285,TUBB2B,327,0.36045,156,-1.2698,238,-0.1792,457,1.16790
ENSG00000180822,PSMG4,24,-0.1502,31,0.40645,26,-0.0590,21,-0.4415
ENSG00000137266,SLC22A23,19,-0.1760,24,0.33462,26,0.27324,17,-0.4801
ENSG00000168994,PXDC1,11,-0.2448,7,-1.3624,54,2.47198,13,-0.0755
ENSG00000145945,FAM50B,28,-0.1694,38,0.73391,13,-1.2202,23,-0.5356
ENSG00000112739,PRPF4B,71,0.49275,52,-0.1003,66,0.33110,42,-0.4592
ENSG00000198721,ECI2,31,0.27132,18,-0.9945,29,0.14452,41,0.87908
ENSG00000153046,CDYL,18,-0.1148,18,-0.1244,19,-0.0404,22,0.25403
ENSG00000124787,RPP40,6,-0.8956,14,0.80557,11,0.00038,8,-0.5686
ENSG00000214113,LYRM4,41,-0.1343,51,0.43542,38,-0.2398,36,-0.4195
ENSG00000145982,FARS2,10,-0.3854,15,0.32203,18,0.48199,10,-0.4242
ENSG00000124785,NRN1,177,-0.1842,248,0.77456,107,-0.9289,136,-0.6654
ENSG00000216863,LY86-AS1,12,-0.7099,28,1.27971,2,-2.8412,13,-0.7000
ENSG00000124783,SSR1,90,0.80420,46,-0.6227,92,0.73252,50,-0.2732
ENSG00000124784,RIOK1,27,0.90894,17,0.11074,7,-1.2091,11,-0.7028
ENSG00000239264,TXNDC5,13,-0.9310,27,0.39551,50,1.24984,15,-0.8160
ENSG00000124802,EEF1E1,44,0.07401,47,0.29657,35,-0.2790,35,-0.3688
ENSG00000111845,PAK1IP1,32,0.47902,25,0.12515,18,-0.4939,19,-0.4177
ENSG00000111843,TMEM14C,79,0.20719,68,-0.1173,83,0.25131,66,-0.1170
ENSG00000137210,TMEM14B,65,-0.4858,101,0.48563,74,-0.2283,76,-0.2439
ENSG00000197977,ELOVL2,14,-0.0783,8,-1.2305,20,0.50825,25,1.16320
ENSG00000224531,SMIM13,91,0.22894,99,0.70365,23,-1.8418,53,-0.7459
ENSG00000111859,NEDD9,9,-0.4440,5,-1.8556,66,3.12307,10,-0.2974
ENSG00000205269,TMEM170B,48,0.09495,53,0.44535,22,-1.1288,38,-0.3482
ENSG00000095951,HIVEP1,20,0.68940,13,-0.0739,11,-0.2902,11,-0.4174
ENSG00000112137,PHACTR1,182,0.26318,156,-0.0062,113,-0.5005,154,-0.0221
ENSG00000145979,TBC1D7,23,0.09607,26,0.51991,7,-1.6235,18,-0.3607
ENSG00000145990,GFOD1,134,0.28144,132,0.46958,68,-0.7845,79,-0.6655
ENSG00000124523,SIRT5,25,0.44442,20,0.12642,8,-1.3290,18,-0.1643
ENSG00000225921,NOL7,78,-0.0834,72,-0.3266,124,0.67252,88,0.15752
ENSG00000010017,RANBP9,64,0.11081,73,0.67020,43,-0.4975,35,-0.9425
ENSG00000050393,MCUR1,42,-0.1121,50,0.27908,34,-0.4432,42,-0.1341
ENSG00000180537,RNF182,18,1.38258,4,-1.6162,5,-0.8512,13,0.77570
ENSG00000112149,CD83,93,0.42966,67,-0.2315,86,0.25623,67,-0.1592
ENSG00000008083,JARID2,20,0.44656,15,-0.1732,26,0.76680,11,-0.5847
ENSG00000047579,DTNBP1,18,-2.6168,146,1.57660,28,-1.8760,76,-0.4573
ENSG00000007944,MYLIP,22,0.53421,19,0.48636,12,-0.4244,8,-1.1769
ENSG00000124788,ATXN1,64,0.75381,34,-0.5869,53,0.35390,41,-0.0461
ENSG00000112183,RBM24,11,-0.5007,23,1.70733,6,-1.3878,4,-1.9979
ENSG00000112186,CAP2,215,-0.0609,311,1.19373,81,-1.5302,100,-1.3905
ENSG00000137414,FAM8A1,38,0.11759,43,0.60009,36,0.03505,19,-1.1074
ENSG00000124789,NUP153,17,-0.0236,21,0.53142,17,-0.0231,11,-0.7815
ENSG00000137177,KIF13A,17,0.36248,12,-0.3115,23,0.80740,12,-0.3093
ENSG00000137364,TPMT,48,0.19472,44,0.06964,38,-0.1972,39,-0.1729
ENSG00000165097,KDM1B,16,-0.0913,21,0.54679,9,-0.9646,14,-0.3809
ENSG00000124795,DEK,94,0.49424,53,-0.7583,129,0.96971,73,0.05744
ENSG00000172201,ID4,75,0.45851,23,-1.9957,111,1.05959,98,1.14676
ENSG00000112242,E2F3,22,0.05854,24,0.35725,49,1.36411,6,-2.0108
ENSG00000124766,SOX4,39,0.85598,23,-0.1511,15,-0.7596,20,-0.3314
ENSG00000272168,CASC15,42,1.17241,20,-0.3034,15,-0.6201,16,-0.5463
ENSG00000152954,NRSN1,119,0.31095,114,0.42031,64,-0.6845,70,-0.6485
ENSG00000124532,MRS2,15,-0.3440,23,0.55039,21,0.14042,13,-0.6167
ENSG00000112294,ALDH5A1,85,0.68665,55,-0.1388,31,-0.9294,55,-0.1181
ENSG00000137261,KIAA0319,37,0.19957,41,0.68271,21,-0.7348,19,-0.9716
ENSG00000111802,TDP2,54,0.70651,35,-0.0944,30,-0.3088,29,-0.3977
ENSG00000112304,ACOT13,50,-0.0946,57,0.20024,46,-0.2366,50,-0.1100
ENSG00000112308,C6orf62,117,0.18532,97,-0.2173,127,0.30639,105,0.00967
ENSG00000112312,GMNN,13,0.51761,6,-1.1207,6,-0.7465,16,1.06593
ENSG00000111913,RIPOR2,74,0.87244,45,-0.0324,32,-0.5192,32,-0.6226
ENSG00000079691,CARMIL1,13,0.17651,7,-1.1480,10,-0.2763,21,1.20704
ENSG00000187837,HIST1H1C,9,-0.3074,7,-0.9268,25,1.37653,14,0.53191
ENSG00000197061,HIST1H4C,23,-0.5483,34,0.16518,35,0.17204,33,0.06238
ENSG00000180573,HIST1H2AC,10,-0.4360,11,-0.5221,31,1.32263,15,0.18967
ENSG00000112763,BTN2A1,23,0.20755,23,0.36382,30,0.64830,10,-1.2229
ENSG00000228223,HCG11,18,0.86770,11,-0.0099,2,-2.3954,9,-0.2632
ENSG00000182952,HMGN4,33,0.79188,21,-0.0765,14,-0.6383,17,-0.4071
ENSG00000146109,ABT1,11,-0.4833,17,0.44129,18,0.30287,12,-0.4319
ENSG00000096654,ZNF184,4,-2.3210,31,2.16627,0,-5.4863,10,-1.0138
ENSG00000269293,ZSCAN16-AS1,40,-0.6949,58,-0.1360,46,-0.4275,86,0.69369
ENSG00000197062,ZSCAN26,13,0.34060,10,-0.3540,20,0.95531,9,-0.3342
ENSG00000235109,ZSCAN31,8,-0.6462,14,0.38154,11,-0.2413,12,-0.0035
ENSG00000204713,TRIM27,34,-0.1467,50,0.96026,16,-1.3052,22,-0.9064
ENSG00000204681,GABBR1,258,-0.0247,287,0.27804,197,-0.4439,235,-0.1990
ENSG00000204655,MOG,21,1.07692,2,-3.4132,45,2.35761,14,0.36002
ENSG00000206503,HLA-A,204,-0.1890,87,-2.0888,1249,3.20200,187,-0.3710
ENSG00000066379,ZNRD1,11,0.07908,10,-0.1051,19,0.91510,8,-0.4380
ENSG00000204619,PPP1R11,55,-0.1827,66,0.26131,49,-0.3439,58,-0.0922
ENSG00000234127,TRIM26,16,0.32323,12,-0.2610,19,0.56495,12,-0.1875
ENSG00000231074,HCG18,52,0.98641,25,-0.4426,27,-0.1849,26,-0.2556
ENSG00000241370,RPP21,59,-0.2086,81,0.60521,49,-0.4712,50,-0.5299
ENSG00000204592,HLA-E,51,-1.3818,28,-2.9352,1005,4.61719,59,-1.2544
ENSG00000204590,GNL1,85,0.32285,74,0.13011,54,-0.4189,61,-0.2945
ENSG00000204576,PRR3,14,0.29863,14,0.50003,5,-1.2592,9,-0.6008
ENSG00000204574,ABCF1,51,0.52175,37,-0.1185,51,0.44711,28,-0.5335
ENSG00000204569,PPP1R10,22,-0.4751,32,0.26542,35,0.29207,26,-0.1730
ENSG00000204568,MRPS18B,36,-0.3214,53,0.59012,33,-0.4563,35,-0.4237
ENSG00000137343,ATAT1,65,0.94890,38,-0.0319,25,-0.6891,27,-0.6659
ENSG00000204564,C6orf136,46,0.02581,57,0.76690,25,-0.9123,28,-0.8627
ENSG00000204560,DHX16,18,0.80694,10,-0.3225,17,0.59767,8,-0.6467
ENSG00000146112,PPP1R18,9,-0.3810,6,-1.3429,44,2.23645,13,0.25240
ENSG00000196230,TUBB,568,0.15372,625,0.58950,436,-0.2758,307,-0.9471
ENSG00000137312,FLOT1,160,-0.1588,219,0.71354,130,-0.4668,116,-0.7526
ENSG00000204580,DDR1,63,0.79442,23,-1.2857,88,1.25317,45,0.17554
ENSG00000137411,VARS2,20,0.63554,12,-0.4465,28,1.06041,10,-0.5992
ENSG00000204525,HLA-C,96,-0.1377,28,-2.6593,640,3.53417,81,-0.4461
ENSG00000234745,HLA-B,176,-0.6877,47,-3.3631,2084,4.36119,159,-0.9219
ENSG00000198563,DDX39B,112,0.53431,77,-0.2174,92,0.15234,74,-0.2305
ENSG00000213760,ATP6V1G2,230,-0.5644,428,0.98955,174,-0.9440,220,-0.6955
ENSG00000204498,NFKBIL1,8,-0.6410,15,0.68481,9,-0.4839,10,-0.3369
ENSG00000204482,LST1,7,-0.7397,5,-1.7261,43,2.22594,17,0.77081
ENSG00000204472,AIF1,25,-0.6545,16,-1.8444,150,2.49177,49,0.57061
ENSG00000204469,PRRC2A,92,0.09582,89,0.06323,111,0.37818,72,-0.3502
ENSG00000204463,BAG6,100,0.30495,84,0.01774,85,0.02504,72,-0.2908
ENSG00000204438,GPANK1,16,0.05203,15,0.00687,15,0.02904,15,-0.0607
ENSG00000204435,CSNK2B,135,0.02039,128,-0.1236,165,0.33460,134,-0.0006
ENSG00000204427,ABHD16A,47,0.32587,43,0.26829,47,0.28261,24,-0.8768
