Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000185909,KLHDC8B,49,0.73678,21,-0.6513,19,-0.8163,31,-0.0423,52,0.83204,20,-0.7477
ENSG00000114316,USP4,16,-0.9893,20,-0.5779,44,0.67079,32,0.23249,27,-0.1186,31,0.07125
ENSG00000067560,RHOA,174,-0.3787,255,0.24387,202,-0.1349,210,-0.1008,223,0.02305,274,0.36794
ENSG00000145022,TCTA,51,0.37411,36,-0.1986,35,-0.2506,49,0.42920,31,-0.4741,28,-0.6070
ENSG00000145020,AMT,13,-0.2556,4,-2.0857,17,0.17351,16,0.03103,31,1.22532,11,-0.5064
ENSG00000145029,NICN1,45,-0.1645,58,0.24402,49,-0.0164,57,0.31949,36,-0.5407,40,-0.3480
ENSG00000173402,DAG1,35,-1.0157,39,-0.8645,59,-0.2104,55,-0.4150,167,1.64732,71,0.08850
ENSG00000164061,BSN,281,-0.0344,345,0.30857,350,0.33644,317,0.23926,211,-0.4969,155,-0.9711
ENSG00000164062,APEH,50,-0.2451,54,-0.1247,70,0.30503,64,0.20071,67,0.22879,35,-0.8162
ENSG00000164068,RNF123,31,0.06965,24,-0.3187,19,-0.7117,35,0.41207,41,0.53220,17,-0.8921
ENSG00000176095,IP6K1,69,-0.7532,88,-0.3684,120,0.13156,124,0.26760,160,0.63014,76,-0.5938
ENSG00000164076,CAMKV,279,-0.2300,259,-0.3498,342,0.09900,380,0.40744,300,-0.1150,253,-0.3908
ENSG00000164077,MON1A,31,0.05381,39,0.45687,37,0.34156,29,-0.0945,24,-0.3792,23,-0.4458
ENSG00000004534,RBM6,35,-0.2412,25,-0.7638,50,0.37555,41,0.01847,47,0.25196,43,0.12539
ENSG00000003756,RBM5,45,-0.4291,63,0.11923,55,-0.1035,67,0.33418,45,-0.4073,58,-0.0065
ENSG00000114353,GNAI2,142,-0.1781,145,-0.1405,180,0.21687,140,-0.2767,178,0.19140,202,0.40755
ENSG00000012171,SEMA3B,4,-2.2453,10,-0.9450,9,-1.1177,9,-1.2986,39,1.29134,58,2.13019
ENSG00000214706,IFRD2,8,-1.0311,15,-0.1164,12,-0.4019,12,-0.6143,33,1.28477,23,0.62840
ENSG00000243477,NAA80,17,-0.3023,16,-0.3978,24,0.31572,24,0.46194,18,-0.1570,13,-0.6900
ENSG00000068001,HYAL2,7,-1.0003,5,-1.4466,13,-0.1978,10,-0.6962,23,0.78296,36,1.62085
ENSG00000114383,TUSC2,150,0.08918,159,0.18581,146,0.05063,159,0.27729,113,-0.3721,90,-0.7360
ENSG00000068028,RASSF1,18,0.37284,11,-0.4730,13,-0.1790,14,-0.0014,25,0.90516,6,-1.3604
ENSG00000114388,NPRL2,18,-0.7445,18,-0.6849,43,0.70038,33,0.33726,20,-0.5568,30,0.08681
ENSG00000114395,CYB561D2,7,-0.8431,12,-0.0325,19,0.66918,14,0.16471,13,0.05709,9,-0.5831
ENSG00000126062,TMEM115,31,-0.2263,29,-0.3342,45,0.41793,36,0.03155,38,0.13919,32,-0.1645
ENSG00000088543,C3orf18,11,-1.0107,20,-0.1157,30,0.50822,25,0.30156,14,-0.6546,25,0.18986
ENSG00000088538,DOCK3,91,-0.3791,149,0.43185,119,0.06150,139,0.47694,78,-0.6126,63,-0.9421
ENSG00000145050,MANF,24,-0.2015,19,-0.5930,27,-0.0714,34,0.53092,19,-0.5785,29,0.08561
ENSG00000259956,RBM15B,38,0.19568,21,-0.7359,47,0.55813,39,0.32728,20,-0.7865,27,-0.3522
ENSG00000145041,DCAF1,8,-0.6567,18,0.51377,8,-0.7784,17,0.68367,6,-1.2132,13,-0.0424
ENSG00000164080,RAD54L2,13,-0.2319,22,0.61890,26,0.94628,13,-0.2729,8,-0.9835,12,-0.4179
ENSG00000164081,TEX264,53,0.11022,39,-0.4009,61,0.34572,45,-0.2228,75,0.71362,34,-0.6067
ENSG00000164082,GRM2,16,-0.7248,23,-0.1497,37,0.63337,27,0.19032,36,0.59204,8,-1.7266
ENSG00000090097,PCBP4,33,-0.3694,27,-0.7065,60,0.62117,39,-0.1308,37,-0.1892,58,0.56473
ENSG00000248487,ABHD14A,144,0.19278,104,-0.3399,92,-0.5269,159,0.52982,125,-0.0387,84,-0.6820
ENSG00000162244,RPL29,701,-0.2544,972,0.28362,657,-0.3598,620,-0.5995,1156,0.58191,1213,0.66732
ENSG00000164086,DUSP7,28,0.15300,37,0.59868,36,0.54988,23,-0.2340,16,-0.7277,19,-0.4464
ENSG00000023330,ALAS1,28,-0.4184,42,0.22559,32,-0.2010,44,0.43168,31,-0.2540,28,-0.4363
ENSG00000247596,TWF2,54,-0.2759,36,-0.8831,82,0.42945,80,0.56126,56,-0.2129,41,-0.6791
ENSG00000164088,PPM1M,16,-0.1675,18,0.02617,18,0.04476,16,-0.1537,26,0.67754,13,-0.4385
ENSG00000164091,WDR82,105,-0.5602,167,0.19692,233,0.77149,146,-0.0311,126,-0.2688,117,-0.3792
ENSG00000163930,BAP1,100,0.09547,115,0.32780,95,0.00242,81,-0.3496,89,-0.1024,116,0.33625
ENSG00000010322,NISCH,279,0.37008,207,-0.1274,200,-0.1792,254,0.30476,156,-0.5742,184,-0.3111
ENSG00000168268,NT5DC2,4,-2.2807,32,0.96852,29,0.81898,14,-0.5399,15,-0.3083,23,0.37298
ENSG00000168273,SMIM4,48,-0.1405,45,-0.2437,55,0.06792,52,-0.0396,58,0.16374,59,0.19845
ENSG00000163939,PBRM1,21,-0.5031,39,0.50059,33,0.24743,31,0.15379,10,-1.5435,34,0.28544
ENSG00000163938,GNL3,38,-0.0028,32,-0.3073,40,0.06521,45,0.36587,33,-0.2433,30,-0.3956
ENSG00000016864,GLT8D1,29,-0.1755,12,-1.4870,25,-0.4025,36,0.28989,46,0.62287,35,0.16699
ENSG00000114902,SPCS1,246,0.46163,166,-0.1950,146,-0.4000,190,0.04514,236,0.39192,129,-0.5886
ENSG00000114904,NEK4,22,0.18730,13,-0.6085,17,-0.2107,23,0.40361,17,-0.2247,17,-0.1634
ENSG00000163933,RFT1,14,-0.1671,10,-0.6123,21,0.51019,18,0.38155,11,-0.4994,12,-0.3290
ENSG00000163932,PRKCD,38,-0.1028,27,-0.6156,18,-1.2166,54,0.72453,54,0.49312,24,-0.8350
ENSG00000163931,TKT,89,-0.1896,87,-0.2318,94,-0.0991,106,0.13883,123,0.33716,90,-0.1816
ENSG00000272886,DCP1A,16,-0.1196,10,-0.8005,14,-0.3007,16,-0.0953,37,1.37781,10,-0.8444
ENSG00000157388,CACNA1D,14,-0.2337,9,-0.9094,11,-0.5900,24,1.02667,11,-0.5419,12,-0.4457
ENSG00000016391,CHDH,22,0.42597,8,-1.1383,17,-0.0485,6,-1.8132,38,1.34669,34,1.17853
ENSG00000113811,SELENOK,211,0.44343,122,-0.4619,172,0.09894,134,-0.4181,202,0.37193,188,0.24465
ENSG00000157445,CACNA2D3,22,-0.4843,26,-0.2253,36,0.30147,39,0.65742,20,-0.6376,19,-0.7472
ENSG00000187672,ERC2,68,-0.5064,105,0.20311,85,-0.1385,115,0.53663,59,-0.7222,80,-0.2462
ENSG00000163946,TASOR,23,-0.1787,17,-0.6796,29,0.23652,26,0.08449,25,-0.0554,31,0.33075
ENSG00000163947,ARHGEF3,40,-0.2876,58,0.30626,35,-0.5190,66,0.82517,28,-0.8550,25,-1.0161
ENSG00000157500,APPL1,52,0.10928,65,0.48287,52,0.11742,50,0.07323,36,-0.4952,33,-0.5863
ENSG00000174840,PDE12,16,-0.5731,17,-0.5584,29,0.35329,25,0.16912,30,0.37770,21,-0.2056
ENSG00000168374,ARF4,110,0.36378,71,-0.3658,75,-0.2804,95,0.16622,100,0.20136,68,-0.4240
ENSG00000163681,SLMAP,47,0.45132,22,-0.7896,26,-0.4964,32,-0.2845,53,0.63863,45,0.37525
ENSG00000136068,FLNB,5,-1.6305,8,-0.8150,10,-0.6216,19,0.66067,17,0.27199,19,0.43569
ENSG00000163686,ABHD6,21,-1.2484,50,0.10408,72,0.73633,53,0.27710,22,-1.1958,52,0.16741
ENSG00000163684,RPP14,12,-0.8595,19,-0.1132,41,1.25127,19,-0.1251,21,0.07531,11,-0.9055
ENSG00000168297,PXK,15,-0.5474,14,-0.6251,26,0.35470,23,0.19621,15,-0.4826,29,0.53604
ENSG00000168291,PDHB,88,0.07758,69,-0.3157,80,-0.0774,101,0.44770,54,-0.6996,78,-0.1238
ENSG00000168301,KCTD6,37,0.16789,27,-0.3630,34,0.04426,39,0.36436,24,-0.5183,29,-0.2557
ENSG00000168309,FAM107A,849,0.62555,509,-0.2322,474,-0.3494,409,-0.7606,665,0.20670,973,0.87056
ENSG00000144724,PTPRG,40,-0.2391,25,-0.9812,41,-0.2291,46,-0.0516,101,1.36044,30,-0.6985
ENSG00000114405,C3orf14,137,0.34440,111,2.41609,125,0.19467,124,0.26393,62,-0.9289,82,-0.4888
ENSG00000153266,FEZF2,1,-4.2844,42,1.07926,68,2.08233,20,-0.2443,1,-3.8868,6,-1.8490
ENSG00000163618,CADPS,125,-0.3315,155,0.01951,207,0.50408,180,0.39547,95,-0.7665,103,-0.6296
ENSG00000163630,SYNPR,212,0.07071,216,0.10642,219,0.13041,229,0.29708,116,-0.8891,170,-0.2833
ENSG00000163634,THOC7,150,0.17884,137,0.03548,114,-0.2616,157,0.37630,80,-0.8194,122,-0.1523
ENSG00000163636,PSMD6,75,0.18949,54,-0.3494,82,0.32565,77,0.32512,45,-0.6366,50,-0.4618
ENSG00000163637,PRICKLE2,83,0.04984,83,0.06043,108,0.49691,90,0.26842,51,-0.7185,47,-0.8307
ENSG00000151276,MAGI1,69,0.21856,41,-0.6306,49,-0.3297,81,0.75762,39,-0.6735,41,-0.6181
ENSG00000144741,SLC25A26,33,0.08866,27,-0.2666,28,-0.2016,34,0.16358,43,0.49651,21,-0.6809
ENSG00000144749,LRIG1,45,-1.1691,32,-1.6808,121,0.42692,30,-2.1021,292,2.14749,170,1.03367
ENSG00000183662,TAFA1,53,-0.1077,42,-0.4750,27,-1.1362,84,1.09483,49,-0.2252,26,-1.2110
ENSG00000144747,TMF1,7,-1.6407,20,-0.0639,46,1.41769,21,0.01834,6,-1.7748,23,0.20835
ENSG00000144744,UBA3,45,-0.0318,22,-1.1768,59,0.42592,48,0.07485,54,0.26771,45,-0.0270
ENSG00000144746,ARL6IP5,213,-0.0395,141,-0.7019,207,-0.0890,265,0.47628,211,-0.0570,180,-0.3128
ENSG00000114861,FOXP1,36,-0.6283,61,0.22968,97,1.02350,61,0.33722,25,-1.1804,24,-1.2567
ENSG00000163412,EIF4E3,64,0.05741,99,0.80652,47,-0.4418,66,0.14233,36,-0.8522,51,-0.3028
ENSG00000170837,GPR27,35,-0.0420,38,0.07135,25,-0.5809,41,0.27683,23,-0.7451,47,0.42565
ENSG00000163602,RYBP,31,-0.4442,50,0.34343,45,0.16436,44,0.16773,35,-0.2417,34,-0.3132
ENSG00000163605,PPP4R2,30,-0.8918,40,-0.4525,60,0.19904,71,0.71169,51,-0.0717,33,-0.7593
ENSG00000121440,PDZRN3,34,0.30637,23,-0.2941,25,-0.1636,33,0.40031,25,-0.1737,17,-0.7544
ENSG00000113805,CNTN3,39,0.02235,25,-0.6487,33,-0.2237,56,1.01634,26,-0.5793,14,-1.5916
ENSG00000185008,ROBO2,35,-0.3216,49,0.23012,69,0.82100,45,0.15630,21,-1.1266,31,-0.5259
ENSG00000169855,ROBO1,45,0.83307,20,-0.5107,24,-0.2057,20,-0.7272,39,0.55330,35,0.37669
ENSG00000175161,CADM2,164,-0.5489,219,-0.0830,273,0.28651,271,0.40328,191,-0.3034,180,-0.4008
ENSG00000083937,CHMP2B,37,-0.3796,38,-0.3536,57,0.32223,54,0.33099,52,0.15910,31,-0.6912
ENSG00000163320,CGGBP1,45,-0.7513,96,0.49063,84,0.25074,71,-0.0294,77,0.11027,61,-0.2766
ENSG00000269028,MTRNR2L12,6792,0.19519,10769,1.00525,2458,-1.4142,3138,-1.3100,3229,-0.9961,15659,1.74659
ENSG00000261292,AC110491.1,89,2.13855,7,-2.1491,8,-1.9014,27,-0.0918,30,0.07674,12,-1.3040
ENSG00000113966,ARL6,27,-0.0544,39,0.51191,23,-0.3287,31,0.21157,25,-0.1797,19,-0.6068
ENSG00000170854,RIOX2,14,-0.4142,13,-0.6028,13,-0.5867,19,0.11191,28,0.69799,22,0.29167
ENSG00000080822,CLDND1,37,-1.5784,131,0.42083,102,0.00438,84,-0.4094,56,-0.9330,235,1.49939
ENSG00000080819,CPOX,15,-0.5251,13,-0.7816,40,1.11457,21,-0.0010,19,-0.1161,17,-0.2776
ENSG00000064225,ST3GAL6,6,-1.5783,21,0.40401,23,0.56328,21,0.62350,10,-0.7809,8,-1.0638
ENSG00000184220,CMSS1,104,0.63358,78,0.13789,48,-0.6327,84,0.40239,37,-1.0346,52,-0.5145
ENSG00000036054,TBC1D23,18,-0.5579,11,-1.2365,20,-0.4037,31,0.47912,37,0.65035,24,-0.0900
ENSG00000114021,NIT2,65,0.20582,57,-0.0054,60,0.06319,65,0.30217,50,-0.2295,32,-0.9186
ENSG00000154174,TOMM70,95,0.22805,66,-0.3642,113,0.52417,88,0.13976,61,-0.4934,64,-0.4237
ENSG00000114354,TFG,61,-0.0922,58,-0.1738,69,0.09202,75,0.33945,63,-0.0443,44,-0.6385
ENSG00000174173,TRMT10C,33,0.15680,25,-0.2967,34,0.20761,36,0.45824,16,-0.9596,23,-0.4186
ENSG00000081154,PCNP,145,0.14515,197,0.66710,137,0.04338,120,-0.2397,99,-0.4719,128,-0.0664
ENSG00000066422,ZBTB11,29,-0.2951,26,-0.4578,39,0.15974,47,0.73542,20,-0.8570,25,-0.5121
ENSG00000114391,RPL24,1013,0.33305,963,0.24757,783,-0.0948,658,-0.5041,835,0.01057,1072,0.43008
ENSG00000182504,CEP97,12,-0.5355,16,-0.1748,35,1.17411,15,-0.3081,22,0.37634,10,-0.8955
ENSG00000144815,NXPE3,11,-1.2625,17,-0.5551,40,0.82888,26,0.17142,28,0.22534,21,-0.2620
ENSG00000170017,ALCAM,22,-1.4932,48,-0.3092,128,1.39201,40,-0.7758,78,0.47441,70,0.31100
ENSG00000242759,LINC00882,12,-0.5021,26,0.74304,20,0.28073,14,-0.3598,12,-0.5200,21,0.39722
ENSG00000114439,BBX,20,-0.1214,15,-0.6173,28,0.38529,15,-0.7406,23,0.09602,43,1.18218
ENSG00000196776,CD47,117,-0.5836,131,-0.4052,192,0.21853,215,0.61495,147,-0.2200,114,-0.6216
ENSG00000114446,IFT57,43,0.04255,29,-0.5899,33,-0.4063,55,0.63022,39,-0.1256,30,-0.5224
ENSG00000198919,DZIP3,81,0.23035,56,-0.3908,63,-0.1762,81,0.33320,61,-0.2363,61,-0.2486
ENSG00000177707,NECTIN3,21,0.57669,8,-0.9917,13,-0.1124,19,0.61520,5,-1.5138,13,-0.1500
ENSG00000144827,ABHD10,55,-0.1417,84,0.54672,68,0.20119,68,0.29104,36,-0.8403,36,-0.8295
ENSG00000144834,TAGLN3,443,-0.5765,717,0.20551,667,0.08289,821,0.65168,408,-0.7072,375,-0.8371
ENSG00000091972,CD200,117,-0.1272,106,-0.2976,126,-0.0139,166,0.68375,116,-0.1438,51,-1.4109
ENSG00000144848,ATG3,44,-0.0205,44,-0.0117,51,0.21835,41,-0.1928,38,-0.2548,57,0.40179
ENSG00000138459,SLC35A5,18,-0.7719,23,-0.4023,31,0.08525,33,0.26890,25,-0.2670,40,0.49851
ENSG00000163608,NEPRO,29,0.09367,26,-0.1012,25,-0.1402,32,0.35223,31,0.20235,13,-1.1479
ENSG00000206530,CFAP44,31,0.70954,12,-0.7815,11,-0.8913,27,0.67026,18,-0.1986,10,-1.0811
ENSG00000072858,SIDT1,27,0.00966,24,-0.1552,30,0.18173,33,0.54063,23,-0.2263,10,-1.5579
ENSG00000176542,USF3,22,0.30997,15,-0.3406,12,-0.7439,17,-0.1657,30,0.77852,18,-0.0096
ENSG00000121579,NAA50,50,-0.0964,44,-0.2826,39,-0.5051,60,0.28399,63,0.27617,49,-0.1232
ENSG00000114573,ATP6V1A,308,0.24819,294,0.17038,321,0.31885,311,0.38201,126,-1.1810,142,-0.9894
ENSG00000184307,ZDHHC23,18,-0.8019,37,0.32501,27,-0.2045,45,1.03644,15,-1.1276,12,-1.4681
ENSG00000172020,GAP43,915,0.09744,1212,0.57589,697,-0.3475,1044,0.47002,491,-0.8971,454,-1.0200
ENSG00000185565,LSAMP,121,-0.3454,154,0.04200,233,0.74772,136,-0.2124,133,-0.1949,150,0.00154
ENSG00000144847,IGSF11,17,-0.0559,10,-0.8995,8,-1.2685,16,-0.2812,47,1.71550,15,-0.3276
ENSG00000113845,TIMMDC1,39,-0.2841,42,-0.1600,30,-0.7061,54,0.32263,62,0.45578,41,-0.2296
ENSG00000138495,COX17,262,0.55594,260,0.53989,194,0.04459,146,-0.5555,200,0.10109,156,-0.3108
ENSG00000082701,GSK3B,76,-0.2457,84,-0.0922,122,0.54484,103,0.35759,62,-0.5610,56,-0.7375
ENSG00000163428,LRRC58,18,-0.5115,19,-0.4250,21,-0.2718,22,-0.2038,39,0.79135,33,0.48054
ENSG00000065518,NDUFB4,648,0.47612,435,-0.1905,595,0.32929,435,-0.2580,431,-0.2047,494,0.01859
ENSG00000144840,RABL3,33,0.44772,17,-0.6182,26,0.04551,24,-0.1147,22,-0.2088,31,0.37978
ENSG00000145087,STXBP5L,60,0.02107,62,0.08611,66,0.19779,72,0.48316,37,-0.7237,30,-1.0346
ENSG00000173230,GOLGB1,57,0.19120,44,-0.2249,46,-0.1482,54,0.16471,55,0.11890,41,-0.3586
ENSG00000173226,IQCB1,8,-0.7776,14,0.05214,20,0.59203,19,0.74317,8,-0.7809,4,-1.8136
ENSG00000163406,SLC15A2,14,-1.0523,10,-1.4893,24,-0.2082,11,-1.7444,95,2.40458,43,0.75785
ENSG00000114023,FAM162A,168,0.01173,184,0.15668,148,-0.2014,155,-0.1736,233,0.56295,140,-0.2884
ENSG00000114030,KPNA1,44,-0.6361,56,-0.2542,66,0.00476,77,0.37960,84,0.41221,45,-0.6140
ENSG00000138463,SLC49A4,9,-0.5114,8,-0.7195,12,-0.1554,13,-0.0819,17,0.44471,20,0.72323
ENSG00000082684,SEMA5B,25,-0.2151,8,-1.8474,16,-0.8903,40,0.81572,40,0.52892,22,-0.4255
ENSG00000121542,SEC22A,21,0.39521,15,-0.1581,16,-0.0241,16,-0.0722,22,0.46494,10,-0.7736
ENSG00000173175,ADCY5,36,-0.5671,93,1.02819,57,0.17856,43,-0.3909,54,0.07084,42,-0.3171
ENSG00000206527,HACD2,64,0.26185,36,-0.6489,49,-0.1595,56,0.06045,73,0.47935,46,-0.2702
ENSG00000065534,MYLK,6,-1.7408,12,-0.6392,20,0.20371,8,-1.4589,29,0.83713,51,1.92209
ENSG00000175455,CCDC14,10,-0.5038,17,0.32260,20,0.58610,15,0.11139,11,-0.4377,10,-0.5018
ENSG00000160145,KALRN,139,-0.2811,156,-0.0934,146,-0.1951,207,0.57009,169,0.04212,87,-1.0054
ENSG00000082781,ITGB5,16,-0.2859,11,-0.8894,19,-0.0101,4,-2.5839,57,2.01449,38,1.16298
ENSG00000221955,SLC12A8,21,0.53863,6,-1.3481,2,-2.7676,19,0.65793,21,0.56221,11,-0.4619
ENSG00000163848,ZNF148,27,-0.3372,28,-0.2592,25,-0.4889,37,0.23155,47,0.55836,30,-0.1757
ENSG00000114520,SNX4,26,-0.1064,31,0.17432,26,-0.1131,35,0.57399,11,-1.4272,24,-0.2822
ENSG00000114544,SLC41A3,100,-0.2177,94,-0.3083,87,-0.4442,130,0.31367,161,0.58494,81,-0.5570
ENSG00000144908,ALDH1L1,32,-0.6361,27,-0.8828,42,-0.1721,13,-2.3356,190,2.80856,47,-0.0006
ENSG00000159685,CHCHD6,162,0.79412,86,-0.2700,46,-1.2465,110,0.18750,103,0.01646,87,-0.2600
ENSG00000114554,PLXNA1,59,-0.1203,55,-0.2264,74,0.26510,79,0.53872,41,-0.6822,41,-0.6956
ENSG00000163870,TPRA1,17,-0.8157,26,-0.1661,31,0.15303,32,0.26342,27,-0.0918,31,0.16487
ENSG00000114631,PODXL2,114,-0.2965,157,0.23858,230,0.90276,129,-0.1225,86,-0.7378,116,-0.2603
ENSG00000114626,ABTB1,36,-0.4055,61,0.45027,67,0.61805,51,0.21544,22,-1.1410,33,-0.5647
ENSG00000074416,MGLL,95,-0.5532,133,-0.0218,237,0.98679,105,-0.5276,146,0.13274,148,0.16411
ENSG00000058262,SEC61A1,41,-0.8396,52,-0.4641,91,0.45140,60,-0.3382,135,1.15759,59,-0.2796
ENSG00000175792,RUVBL1,30,0.72741,10,-0.9816,13,-0.6543,24,0.46329,14,-0.4928,18,-0.1629
ENSG00000132394,EEFSEC,5,-1.3859,13,0.06975,11,-0.1461,14,0.31966,19,0.71370,8,-0.6125
ENSG00000163902,RPN1,34,-0.3047,26,-0.6836,62,0.70183,43,0.09523,40,-0.0449,37,-0.1526
ENSG00000075785,RAB7A,197,-0.0762,198,-0.0701,220,0.10447,210,0.03172,224,0.13145,186,-0.1756
ENSG00000177646,ACAD9,40,0.56440,18,-0.7310,22,-0.4147,33,0.36872,27,-0.0694,21,-0.4751
ENSG00000240682,ISY1,14,-0.6190,18,-0.2881,30,0.57988,21,0.00272,29,0.48819,16,-0.4986
ENSG00000169714,CNBP,290,0.76453,144,-0.4052,206,0.17786,169,-0.2055,133,-0.5391,202,0.14564
ENSG00000181789,COPG1,27,-0.8265,57,0.37854,67,0.65987,53,0.39342,27,-0.8014,24,-0.9655
ENSG00000183624,HMCES,39,-0.3881,41,-0.3372,38,-0.4283,58,0.35441,60,0.28386,49,-0.0429
ENSG00000184897,H1FX,208,-0.2172,195,-0.3238,280,0.27092,256,0.17216,236,-0.0145,216,-0.1532
ENSG00000129071,MBD4,37,0.38933,24,-0.3463,26,-0.1804,35,0.39130,16,-0.9624,28,-0.0572
ENSG00000163913,IFT122,27,-0.2734,19,-0.7929,25,-0.3685,43,0.76254,29,-0.1446,25,-0.3685
ENSG00000004399,PLXND1,39,-0.3035,37,-0.3901,52,0.16619,50,0.13932,69,0.64848,30,-0.7367
ENSG00000172765,TMCC1,35,0.01306,32,-0.1450,33,-0.0694,40,0.34663,25,-0.5080,32,-0.1266
ENSG00000271270,TMCC1-AS1,16,-0.1413,12,-0.5094,11,-0.6726,20,0.33183,20,0.22444,19,0.17142
ENSG00000196455,PIK3R4,18,-0.4103,14,-0.7915,40,0.90115,24,0.03790,29,0.34902,15,-0.6972
ENSG00000017260,ATP2C1,100,-0.1500,120,0.14614,134,0.33199,122,0.25568,94,-0.2566,64,-0.8625
ENSG00000198585,NUDT16,45,-0.2706,59,0.15667,44,-0.3025,53,-0.0014,57,0.10045,62,0.25160
ENSG00000114686,MRPL3,58,0.05253,43,-0.4323,59,0.08980,60,0.18254,65,0.24703,41,-0.4748
ENSG00000196353,CPNE4,8,-2.6867,88,1.10376,81,0.93414,62,0.70221,6,-2.9233,6,-3.0901
ENSG00000138246,DNAJC13,23,-0.1743,29,0.17792,33,0.38425,30,0.37404,8,-1.7697,23,-0.1551
ENSG00000081307,UBA5,35,-0.0839,36,-0.0303,37,0.01397,41,0.25992,33,-0.1808,30,-0.3237
ENSG00000144868,TMEM108,31,0.15775,17,-0.8336,25,-0.2247,33,0.36578,40,0.54074,16,-0.8957
ENSG00000091527,CDV3,63,-0.0565,50,-0.4382,75,0.23964,67,0.07506,76,0.25591,55,-0.2608
ENSG00000163781,TOPBP1,16,-0.2896,19,-0.0072,21,0.10876,26,0.72108,7,-1.4783,14,-0.5059
ENSG00000091513,TF,3,-3.6314,33,-0.1577,42,0.22266,16,-1.5756,21,-0.8838,146,2.76569
ENSG00000144867,SRPRB,46,0.03898,47,0.07098,53,0.27808,44,-0.0071,38,-0.2369,40,-0.1806
ENSG00000154917,RAB6B,739,0.41420,541,-0.1084,769,0.48164,610,0.12827,376,-0.6891,366,-0.7295
ENSG00000163785,RYK,12,-0.2862,3,-2.3682,12,-0.2635,15,0.21035,24,0.95034,15,0.13731
ENSG00000114019,AMOTL2,21,0.10120,16,-0.3590,19,-0.0362,23,0.33983,18,-0.1011,15,-0.4364
ENSG00000129055,ANAPC13,68,-0.0833,94,0.45536,93,0.43202,74,0.06316,51,-0.5398,46,-0.6964
ENSG00000182923,CEP63,9,-1.0422,8,-1.2151,24,0.41303,22,0.38202,24,0.46227,17,-0.1494
ENSG00000154928,EPHB1,19,0.13264,21,0.31846,19,0.15537,12,-0.7551,28,0.80807,16,-0.1539
ENSG00000174579,MSL2,8,-0.9954,8,-1.1631,16,-0.0050,25,1.12854,8,-1.0796,15,-0.0974
ENSG00000114054,PCCB,33,-0.2745,21,-0.9968,67,0.93468,39,0.02654,41,0.07799,32,-0.3194
ENSG00000168917,SLC35G2,11,-0.8533,14,-0.5234,23,0.33205,18,-0.1550,40,1.29184,11,-0.8254
ENSG00000158092,NCK1,12,-0.3426,8,-0.8795,12,-0.3309,18,0.54521,16,0.14536,14,-0.0474
ENSG00000114098,ARMC8,43,-0.3059,51,-0.0149,65,0.37363,59,0.32691,51,-0.0069,26,-1.1002
ENSG00000158186,MRAS,154,0.07213,119,-0.3544,141,-0.0817,173,0.38631,127,-0.2417,121,-0.3203
ENSG00000114107,CEP70,10,-0.7468,8,-1.1084,18,0.17166,13,-0.5317,29,0.97443,28,0.88128
ENSG00000158234,FAIM,19,0.68804,13,0.09435,9,-0.5447,13,0.02699,8,-0.7198,13,0.09230
ENSG00000051382,PIK3CB,51,-0.2602,80,0.49230,72,0.30311,66,0.23028,31,-1.0190,46,-0.4060
ENSG00000175110,MRPS22,38,0.15220,23,-0.6592,36,0.07377,37,0.12364,45,0.42938,26,-0.4834
ENSG00000184432,COPB2,41,0.12641,27,-0.5444,47,0.34111,39,0.06696,26,-0.6218,46,0.32470
ENSG00000114115,RBP1,20,-0.6097,27,-0.0917,18,-0.7430,17,-1.0434,63,1.37927,52,0.99097
ENSG00000158258,CLSTN2,10,-3.6632,203,0.92485,263,1.41563,139,0.37731,13,-3.2798,44,-1.5323
ENSG00000114120,SLC25A36,62,-0.0285,77,0.32946,65,0.05311,71,0.27493,51,-0.3429,37,-0.8372
ENSG00000155893,PXYLP1,37,0.94595,12,-0.9060,14,-0.6387,22,0.06958,23,0.12980,18,-0.2422
ENSG00000177311,ZBTB38,40,-0.3081,33,-0.6251,67,0.52977,54,0.24909,56,0.21007,32,-0.6634
ENSG00000155903,RASA2,4,-2.3309,24,0.20452,19,-0.1911,25,0.38995,33,0.72475,15,-0.5539
ENSG00000114125,RNF7,146,0.12607,148,0.15119,87,-0.7041,142,0.11452,174,0.42344,101,-0.4780
ENSG00000069849,ATP1B3,75,-0.1324,82,0.01597,66,-0.3281,90,0.23005,110,0.50547,48,-0.8242
ENSG00000114126,TFDP2,18,-0.1599,17,-0.2834,19,-0.0768,21,0.10472,19,-0.1378,26,0.36301
ENSG00000175066,GK5,13,0.02461,13,0.01158,8,-0.7697,15,0.32355,12,-0.1327,13,0.01059
ENSG00000175054,ATR,7,-1.4968,20,0.10930,18,-0.0103,21,0.26305,20,0.14570,21,0.17642
ENSG00000144935,TRPC1,12,-1.3580,28,-0.0650,23,-0.4119,42,0.89656,26,-0.2145,22,-0.4810
ENSG00000163714,U2SURP,30,-0.8181,33,-0.6889,75,0.64681,51,0.00194,73,0.61337,43,-0.2659
