Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000134684,YARS,119,0.04801,83,-0.5343,147,0.40558,132,0.31769,102,-0.2047,78,-0.6343
ENSG00000116497,S100PBP,19,0.30938,3,-2.3134,12,-0.4411,18,0.31836,20,0.40990,17,0.17603
ENSG00000160097,FNDC5,19,-0.3882,29,0.26142,50,1.23594,22,-0.2416,23,-0.0796,9,-1.5056
ENSG00000121905,HPCA,306,-0.1034,244,-0.4692,297,-0.1524,423,0.65772,306,-0.1044,187,-0.8887
ENSG00000121900,TMEM54,56,-0.1621,47,-0.4448,68,0.16451,72,0.36214,38,-0.7593,70,0.19496
ENSG00000116514,RNF19B,18,-0.1445,12,-0.8058,24,0.32425,24,0.48318,17,-0.2854,15,-0.4074
ENSG00000004455,AK2,22,-0.3103,35,0.43564,29,0.13036,20,-0.5752,35,0.45256,32,0.29268
ENSG00000142920,AZIN2,33,0.11716,24,-0.4114,30,-0.0668,34,0.23567,27,-0.2216,31,0.00920
ENSG00000160094,ZNF362,11,-0.7549,21,0.23294,25,0.53921,17,-0.1696,20,0.20786,17,-0.1114
ENSG00000134686,PHC2,48,-0.7081,58,-0.4045,81,0.14252,83,0.25719,92,0.35139,68,-0.1482
ENSG00000163866,SMIM12,72,0.00956,63,-0.2001,96,0.51297,75,0.13578,76,0.10021,36,-1.0572
ENSG00000116544,DLGAP3,87,0.32306,73,0.04435,43,-0.8118,69,-0.0574,70,-0.0253,89,0.37087
ENSG00000163867,ZMYM6,17,0.18571,5,-1.5541,15,-0.0618,16,0.13997,25,0.80965,11,-0.4412
ENSG00000116560,SFPQ,134,-0.0894,147,0.06839,119,-0.2755,137,-0.0631,191,0.50256,127,-0.1701
ENSG00000146463,ZMYM4,30,-0.2159,24,-0.5426,34,0.01480,34,-0.0112,27,-0.3679,56,0.82711
ENSG00000142687,KIAA0319L,41,-0.7402,64,-0.0306,75,0.20879,77,0.37019,72,0.14389,44,-0.6448
ENSG00000020129,NCDN,1116,0.47233,480,-0.8964,614,-0.5114,1068,0.59324,790,-0.1062,539,-0.7172
ENSG00000126067,PSMB2,119,-0.1748,79,-0.8150,122,-0.1291,173,0.67234,118,-0.1878,102,-0.4148
ENSG00000142686,C1orf216,166,0.38705,100,-0.4389,131,-0.0066,149,0.29089,129,-0.0387,81,-0.7689
ENSG00000134698,AGO4,12,-0.2402,5,-1.5500,13,-0.0696,15,0.13160,18,0.37235,20,0.55124
ENSG00000092847,AGO1,35,0.08850,21,-0.7136,39,0.31026,32,-0.0388,37,0.20338,33,0.03349
ENSG00000126070,AGO3,8,-0.7660,11,-0.2718,23,0.94496,12,-0.0969,9,-0.4866,15,0.29462
ENSG00000116863,ADPRHL2,8,-1.6732,16,-0.6160,29,0.32388,27,0.26421,30,0.34221,29,0.28256
ENSG00000054116,TRAPPC3,92,0.58231,42,-0.7034,68,0.06378,72,0.24239,61,-0.1169,42,-0.6832
ENSG00000116871,MAP7D1,226,0.13392,159,-0.4386,129,-0.7625,232,0.25709,266,0.41548,189,-0.1534
ENSG00000054118,THRAP3,48,-0.2292,46,-0.2893,51,-0.1260,59,0.14211,67,0.31093,54,-0.0392
ENSG00000196182,STK40,20,-0.2501,25,0.09813,21,-0.1588,26,0.25066,19,-0.3214,24,0.03368
ENSG00000181817,LSM10,84,0.53954,65,0.09480,49,-0.3702,61,-0.0069,56,-0.1576,53,-0.2270
ENSG00000116885,OSCP1,23,-0.0391,18,-0.4392,21,-0.1769,31,0.68441,12,-0.9765,21,-0.1818
ENSG00000116898,MRPS15,93,0.62701,65,0.02287,74,0.24815,56,-0.2939,43,-0.6421,69,0.12763
ENSG00000163873,GRIK3,4,-2.6714,42,0.99478,59,1.64957,22,-0.1630,3,-3.1183,15,-0.6795
ENSG00000163875,MEAF6,135,0.18824,132,0.14420,118,-0.0363,141,0.37947,70,-0.8685,87,-0.5222
ENSG00000134697,GNL2,12,-0.5422,12,-0.4962,16,-0.1125,16,-0.1556,30,1.01107,17,0.04382
ENSG00000116922,C1orf109,18,0.14986,14,-0.2211,15,-0.0924,22,0.79548,6,-1.5416,10,-0.7371
ENSG00000183317,EPHA10,14,-0.7522,15,-0.6583,13,-0.8494,27,0.38059,39,0.93632,20,-0.1780
ENSG00000185090,MANEAL,42,0.02166,30,-0.5095,46,0.18435,51,0.55447,22,-0.9576,35,-0.2756
ENSG00000196449,YRDC,16,-0.0180,23,0.58906,15,-0.1642,17,0.08692,13,-0.3544,13,-0.4167
ENSG00000197982,C1orf122,365,0.50495,295,0.14140,297,0.15427,189,-0.7563,292,0.12349,350,0.42986
ENSG00000183431,SF3A3,44,0.23530,28,-0.5058,48,0.36402,37,-0.0656,40,0.07523,35,-0.1493
ENSG00000183520,UTP11,33,-0.3145,30,-0.4973,41,0.02765,48,0.40077,45,0.16410,32,-0.3954
ENSG00000116954,RRAGC,34,-0.1572,39,0.06691,41,0.15111,42,0.28980,27,-0.4953,31,-0.2960
ENSG00000174574,AKIRIN1,111,0.53482,72,-0.1918,72,-0.1861,97,0.44390,48,-0.8253,53,-0.6812
ENSG00000168653,NDUFS5,1104,0.30897,1294,0.58319,833,-0.1576,878,-0.1002,764,-0.2977,711,-0.4139
ENSG00000127603,MACF1,85,-0.7189,136,0.03215,147,0.16145,118,-0.2590,186,0.56998,155,0.25919
ENSG00000090621,PABPC4,44,-0.1009,49,0.06462,40,-0.2470,42,-0.2070,49,0.08200,64,0.53675
ENSG00000116983,HPCAL4,568,0.68738,395,0.06549,351,-0.1293,345,-0.2150,357,-0.0992,331,-0.2242
ENSG00000084072,PPIE,52,0.28657,33,-0.4462,52,0.28035,45,0.03068,47,0.11957,33,-0.4527
ENSG00000168389,MFSD2A,15,-0.2751,12,-0.6101,19,0.07572,15,-0.3536,23,0.39169,29,0.81295
ENSG00000131236,CAP1,137,-0.0354,140,-0.0047,122,-0.2262,158,0.28018,118,-0.2806,132,-0.1020
ENSG00000131238,PPT1,175,0.45345,104,-0.3971,130,-0.0479,130,-0.0509,146,0.15312,121,-0.1613
ENSG00000259943,AL050341.2,26,0.61380,11,-0.8239,15,-0.2743,20,0.28286,20,0.14570,12,-0.6799
ENSG00000084073,ZMPSTE24,36,0.29799,39,0.40695,32,0.09384,27,-0.2403,27,-0.1825,27,-0.2026
ENSG00000084070,SMAP2,150,-0.0588,150,-0.0642,166,0.10323,183,0.38412,136,-0.2210,97,-0.7598
ENSG00000117016,RIMS3,98,-0.3532,167,0.52289,199,0.84032,117,-0.1045,104,-0.2553,59,-1.1529
ENSG00000066136,NFYC,31,-0.4724,29,-0.5739,46,0.16663,47,0.28977,55,0.45408,31,-0.4596
ENSG00000179862,CITED4,23,0.20511,13,-0.6893,13,-0.6525,25,0.45403,25,0.30866,15,-0.4879
ENSG00000171793,CTPS1,15,-0.2136,18,0.09000,13,-0.4190,21,0.57244,9,-0.9180,16,-0.0671
ENSG00000010803,SCMH1,26,0.61728,20,0.21497,13,-0.5233,16,-0.2325,11,-0.7079,24,0.51100
ENSG00000127124,HIVEP3,15,-0.5264,27,0.42520,31,0.70629,20,-0.0962,16,-0.4091,17,-0.3125
ENSG00000198815,FOXJ3,58,-0.1522,68,0.11458,78,0.34343,79,0.52624,28,-1.2976,41,-0.7117
ENSG00000177181,RIMKLA,26,-0.3048,34,0.11361,47,0.64611,32,0.02053,30,-0.1064,21,-0.6346
ENSG00000127125,PPCS,53,-0.1276,61,0.08585,56,-0.0424,56,-0.0765,54,-0.1096,70,0.31975
ENSG00000171960,PPIH,23,-0.0077,21,-0.1599,19,-0.2817,25,0.16960,18,-0.3474,28,0.34048
ENSG00000065978,YBX1,93,0.47667,27,-1.5070,68,-0.0632,40,-1.1267,117,0.87506,137,1.16703
ENSG00000164008,C1orf50,29,0.31453,17,-0.5619,26,0.10504,27,0.27559,17,-0.5464,23,-0.0959
ENSG00000177868,SVBP,70,0.59793,51,0.04900,52,0.08386,48,-0.0384,44,-0.1790,32,-0.6940
ENSG00000117394,SLC2A1,28,-0.9264,36,-0.5199,48,-0.0613,22,-1.5549,137,1.85279,84,0.88825
ENSG00000117395,EBNA1BP2,93,0.10780,74,-0.2776,54,-0.7599,103,0.40731,117,0.48483,51,-0.8455
ENSG00000066322,ELOVL1,4,-1.7499,11,-0.4506,23,0.70863,11,-0.6505,5,-1.6163,43,1.94141
ENSG00000159479,MED8,45,0.56442,20,-0.6921,22,-0.5486,35,0.24184,45,0.58916,16,-1.0762
ENSG00000178922,HYI,26,-0.0691,19,-0.5037,18,-0.6450,19,-0.6573,59,1.38751,34,0.38541
ENSG00000142949,PTPRF,184,0.45488,93,-0.6563,121,-0.2439,171,0.47260,120,-0.2527,95,-0.6373
ENSG00000066135,KDM4A,12,-1.0476,24,0.06682,30,0.39913,30,0.65744,12,-1.0605,18,-0.4219
ENSG00000126091,ST3GAL3,53,0.37628,32,-0.4575,49,0.23084,44,0.10902,40,-0.0793,32,-0.4650
ENSG00000117408,IPO13,61,-0.2188,84,0.29710,48,-0.5898,62,-0.2832,98,0.56880,84,0.30031
ENSG00000132768,DPH2,17,0.25914,12,-0.2677,15,0.05920,15,-0.0075,14,-0.0685,15,-0.0039
ENSG00000117410,ATP6V0B,502,-0.0804,471,-0.1843,460,-0.2209,666,0.58752,447,-0.2684,337,-0.7171
ENSG00000117411,B4GALT2,80,-0.0590,104,0.38557,76,-0.1336,72,-0.3046,92,0.18203,93,0.19439
ENSG00000159214,CCDC24,26,-0.3140,27,-0.2728,22,-0.5809,40,0.55141,36,0.17071,25,-0.4015
ENSG00000178028,DMAP1,36,-0.7030,65,0.24873,77,0.52998,68,0.46829,36,-0.7122,31,-0.9368
ENSG00000117419,ERI3,173,-0.1894,200,0.04945,258,0.47921,204,0.12351,117,-0.8054,191,-0.0270
ENSG00000187147,RNF220,95,-0.2887,111,-0.0350,154,0.52185,111,-0.0380,87,-0.4219,125,0.15869
ENSG00000126106,TMEM53,17,-0.0744,17,-0.0142,21,0.33652,17,-0.0120,18,0.06780,14,-0.3543
ENSG00000142937,RPS8,967,-0.1183,1307,0.38425,779,-0.4672,839,-0.4674,1220,0.26783,1526,0.65378
ENSG00000070785,EIF2B3,16,-0.9681,21,-0.5333,27,-0.1454,46,1.16906,16,-0.9651,20,-0.6168
ENSG00000126107,HECTD3,13,-0.2006,6,-1.4017,29,1.19503,16,0.22743,14,-0.1000,7,-1.1253
ENSG00000126088,UROD,104,0.18048,86,-0.1315,97,0.06025,91,-0.0594,104,0.17633,83,-0.1902
ENSG00000132763,MMACHC,13,-0.0338,8,-0.8228,12,-0.1549,11,-0.3689,16,0.33189,23,0.97689
ENSG00000117450,PRDX1,421,0.08360,354,-0.1987,498,0.36571,350,-0.2993,397,-0.0122,482,0.31092
ENSG00000117448,AKR1A1,47,-0.1478,58,0.20249,40,-0.3996,51,-0.0494,65,0.38332,51,-0.0288
ENSG00000132780,NASP,25,-0.2034,16,-0.9467,31,0.13233,31,0.16057,30,0.09983,35,0.31666
ENSG00000159592,GPBP1L1,45,0.56752,35,0.15828,32,-0.0132,30,-0.1200,19,-0.7785,33,0.08008
ENSG00000159596,TMEM69,8,-1.4031,16,-0.3978,31,0.73908,19,-0.1244,39,1.10759,11,-0.9690
ENSG00000086015,MAST2,25,-0.1266,40,0.66575,28,0.04287,22,-0.4377,29,0.11405,28,0.06931
ENSG00000117461,PIK3R3,33,0.26015,31,0.13338,45,0.77880,21,-0.5992,33,0.23561,21,-0.4629
ENSG00000085998,POMGNT1,50,-0.5521,63,-0.1914,65,-0.1435,72,0.05610,102,0.62609,68,-0.0575
ENSG00000132128,LRRC41,59,0.02630,52,-0.1967,63,0.12611,64,0.21432,52,-0.1931,49,-0.2719
ENSG00000173660,UQCRH,730,0.03831,997,0.56741,780,0.14729,697,-0.0533,541,-0.4479,568,-0.3693
ENSG00000117480,FAAH,50,0.34562,50,0.33080,13,-1.7091,51,0.56525,34,-0.3041,25,-0.7517
ENSG00000079277,MKNK1,50,0.65742,26,-0.4352,22,-0.6655,38,0.26046,37,0.11570,23,-0.6075
ENSG00000123472,ATPAF1,140,0.19484,126,0.02941,154,0.36444,114,-0.1865,96,-0.4149,134,0.12617
ENSG00000159658,EFCAB14,54,0.16953,45,-0.1287,46,-0.1135,35,-0.6765,53,0.14455,87,0.98184
ENSG00000186377,CYP4X1,27,-0.2552,22,-0.5713,39,0.36130,46,0.97126,18,-0.9051,9,-1.8176
ENSG00000162368,CMPK1,77,-0.3608,115,0.27912,104,0.11530,99,0.05987,85,-0.2056,95,-0.0247
ENSG00000162373,BEND5,23,-0.3728,36,0.31049,46,0.75414,28,-0.1083,36,0.34841,10,-1.6163
ENSG00000162374,ELAVL4,46,-1.5560,191,0.71051,179,0.59404,156,0.54078,69,-0.9541,52,-1.3787
ENSG00000185104,FAF1,48,0.47914,36,-0.0202,41,0.23071,42,0.34980,10,-1.9796,28,-0.3845
ENSG00000123091,RNF11,294,-0.4530,532,0.52889,390,0.00483,448,0.34203,271,-0.5833,281,-0.5267
ENSG00000085832,EPS15,150,-0.2069,217,0.39795,200,0.25925,182,0.14887,144,-0.2742,110,-0.7101
ENSG00000117859,OSBPL9,12,-0.2645,13,-0.1789,21,0.62827,14,-0.0965,16,0.16471,12,-0.3103
ENSG00000078618,NRDC,75,0.01976,47,-0.7173,85,0.24438,88,0.43740,45,-0.7848,73,-0.0135
ENSG00000169213,RAB3B,17,-1.3647,97,1.48061,92,1.38717,34,-0.4785,7,-2.6038,22,-1.0056
ENSG00000117862,TXNDC12,40,0.01691,31,-0.3981,29,-0.5061,35,-0.2843,81,1.25277,32,-0.3547
ENSG00000134717,BTF3L4,61,-0.2423,84,0.28556,68,-0.0610,77,0.18497,73,0.05851,50,-0.5570
ENSG00000157077,ZFYVE9,37,0.24065,36,0.18811,29,-0.1403,29,-0.1922,44,0.55499,21,-0.6568
ENSG00000134748,PRPF38A,11,-1.0578,19,-0.1961,34,0.73741,20,-0.1978,29,0.46632,22,-0.0096
ENSG00000134744,TUT4,9,-1.0075,6,-1.5596,17,-0.0778,22,0.54790,19,0.10327,24,0.49811
ENSG00000162377,COA7,28,0.43845,30,0.57004,26,0.29856,18,-0.3759,22,0.02211,12,-0.9126
ENSG00000162378,ZYG11B,104,-0.3614,200,0.73870,153,0.27870,151,0.36462,55,-1.3367,73,-0.9163
ENSG00000116171,SCP2,85,-0.0412,58,-0.6573,97,0.17607,76,-0.2924,127,0.63954,101,0.24990
ENSG00000162384,CZIB,80,0.13318,76,0.04958,87,0.26276,62,-0.3787,90,0.33340,72,-0.0517
ENSG00000162385,MAGOH,52,0.24359,32,-0.5396,46,0.03396,51,0.28816,36,-0.3490,41,-0.1429
ENSG00000157193,LRP8,17,-1.1909,68,1.08478,59,0.82485,27,-0.6493,29,-0.3987,39,0.09216
ENSG00000058804,NDC1,10,-0.4931,29,1.27722,10,-0.4916,15,0.12310,7,-0.9432,10,-0.4601
ENSG00000058799,YIPF1,33,0.76514,14,-0.5807,22,0.05503,26,0.49431,11,-1.0147,11,-1.0597
ENSG00000081870,HSPB11,69,0.17458,54,-0.2154,43,-0.5846,74,0.43767,49,-0.3673,58,-0.1142
ENSG00000116212,LRRC42,6,-1.0631,11,-0.1504,20,0.82753,15,0.40733,9,-0.4868,8,-0.6378
ENSG00000116209,TMEM59,164,-0.2758,151,-0.4086,245,0.38650,202,0.08585,228,0.26514,162,-0.2938
ENSG00000116221,MRPL37,51,-0.4558,99,0.63407,62,-0.1391,76,0.29006,57,-0.2747,43,-0.7047
ENSG00000157216,SSBP3,130,-0.7768,278,0.45813,380,1.01647,217,0.06208,119,-0.9163,134,-0.7305
ENSG00000243725,TTC4,12,-0.7727,11,-0.9665,34,0.91128,24,0.46612,23,0.20857,7,-1.5010
ENSG00000116133,DHCR24,142,-0.5792,228,0.19195,230,0.20251,258,0.59285,166,-0.3259,87,-1.3262
ENSG00000162402,USP24,37,0.16349,24,-0.5560,42,0.36921,26,-0.5217,45,0.46683,43,0.39452
ENSG00000162407,PLPP3,73,-1.0339,44,-1.7847,191,0.51727,29,-2.8336,531,2.64565,197,0.57607
ENSG00000162409,PRKAA2,56,0.22756,40,-0.3273,15,-1.8126,68,0.83164,50,0.00960,29,-0.8533
ENSG00000173406,DAB1,32,0.86472,17,-0.1836,13,-0.5987,20,0.11211,13,-0.5864,17,-0.1314
ENSG00000162601,MYSM1,12,-1.1471,17,-0.6482,19,-0.4618,35,0.86527,26,0.03951,22,-0.1848
ENSG00000177606,JUN,240,0.02034,106,-1.2693,208,-0.2089,204,-0.3353,494,1.30005,237,-0.0001
ENSG00000172456,FGGY,8,-1.0059,9,-0.8967,25,0.67189,12,-0.5699,31,1.07784,21,0.38701
ENSG00000134709,HOOK1,15,-1.0556,32,0.15304,45,0.70856,39,0.74268,11,-1.5377,14,-1.1251
ENSG00000162599,NFIA,32,-0.6311,39,-0.3213,54,0.19194,22,-1.5200,69,0.60271,124,1.72904
ENSG00000162604,TM2D1,81,0.22722,56,-0.3788,77,0.14305,74,0.08463,86,0.31380,46,-0.6803
ENSG00000162607,USP1,15,-0.5426,19,-0.1334,21,0.00619,24,0.39304,15,-0.4449,22,0.11927
ENSG00000116641,DOCK7,21,-0.0579,10,-1.2208,18,-0.2555,20,-0.1697,36,0.85008,28,0.43702
ENSG00000125703,ATG4C,12,-0.4766,7,-1.2361,26,0.71314,16,-0.1370,26,0.72751,16,-0.1273
ENSG00000079739,PGM1,46,0.25658,50,0.41111,48,0.33240,29,-0.6607,51,0.42871,33,-0.2727
ENSG00000158966,CACHD1,32,0.23808,24,-0.2147,34,0.30362,19,-0.8022,43,0.72795,33,0.29323
ENSG00000162437,RAVER2,22,0.24488,13,-0.5940,14,-0.4864,22,0.37457,21,0.20111,14,-0.4008
ENSG00000162434,JAK1,68,0.07639,38,-0.8374,51,-0.3892,81,0.54733,46,-0.5617,73,0.20372
ENSG00000162433,AK4,73,-0.0985,61,-0.4012,69,-0.2101,76,-0.0526,100,0.42011,92,0.27972
ENSG00000116675,DNAJC6,251,-0.4017,351,0.14904,353,0.15785,415,0.65052,167,-1.0369,200,-0.7540
ENSG00000213625,LEPROT,29,-0.0533,23,-0.4539,37,0.34644,16,-1.1988,47,0.75625,56,1.05782
ENSG00000184588,PDE4B,47,-0.2250,57,0.08399,46,-0.2666,54,-0.0190,70,0.40859,53,-0.0383
ENSG00000118473,SGIP1,140,0.47400,103,-0.0456,73,-0.5962,126,0.44300,71,-0.6388,79,-0.4743
ENSG00000198160,MIER1,21,-0.0048,11,-0.9778,26,0.29944,23,0.16725,19,-0.1880,25,0.23869
ENSG00000142864,SERBP1,96,-0.1680,108,0.02035,117,0.16048,111,0.10794,92,-0.2289,104,-0.0451
ENSG00000116717,GADD45A,13,-0.8186,28,0.42696,32,0.61188,23,0.14513,13,-0.8056,19,-0.2038
ENSG00000172380,GNG12,14,-0.1475,7,-1.0639,13,-0.2041,6,-1.5742,33,1.39358,33,1.37879
ENSG00000116729,WLS,32,-1.0110,28,-1.2244,137,1.41758,24,-1.8191,127,1.27187,98,0.79078
ENSG00000033122,LRRC7,88,0.13170,78,-0.0752,82,0.01525,94,0.34744,83,0.02491,38,-1.1804
ENSG00000066557,LRRC40,31,0.36443,25,0.00469,21,-0.3263,29,0.31750,25,-0.0087,13,-1.0425
ENSG00000116754,SRSF11,100,0.06384,60,-0.7390,122,0.40166,105,0.21831,93,-0.0601,77,-0.3484
ENSG00000118454,ANKRD13C,28,-0.4919,44,0.20361,62,0.81129,37,-0.0992,41,0.09680,23,-0.8267
ENSG00000197568,HHLA3,23,0.64444,13,-0.2563,14,-0.1890,15,-0.1121,15,-0.1026,16,-0.0014
ENSG00000050628,PTGER3,39,0.97552,23,0.05808,4,-2.4931,29,0.61545,19,-0.2663,7,-1.7273
ENSG00000132485,ZRANB2,88,-0.0422,59,-0.6799,96,0.10394,107,0.43647,85,-0.0867,69,-0.4193
ENSG00000172260,NEGR1,103,-0.7562,229,0.54884,203,0.33688,200,0.45998,91,-0.9424,99,-0.8179
ENSG00000178965,ERICH3,31,-0.6603,43,-0.1431,36,-0.4039,68,0.98244,24,-1.0444,37,-0.3965
ENSG00000116791,CRYZ,13,-1.3172,28,-0.1035,69,1.46065,31,0.08762,20,-0.6293,17,-0.8738
ENSG00000162623,TYW3,16,-0.5553,22,-0.0683,31,0.48479,27,0.39707,16,-0.5519,17,-0.4492
ENSG00000117054,ACADM,46,0.42243,26,-0.5140,35,-0.0249,35,-0.0516,26,-0.5034,48,0.48950
ENSG00000137955,RABGGTB,46,0.13300,40,-0.0940,45,0.10337,45,0.13045,44,0.06919,29,-0.5894
ENSG00000117069,ST6GALNAC5,62,-0.3528,38,-1.1055,41,-0.9978,132,1.54576,52,-0.6494,31,-1.4313
ENSG00000142892,PIGK,19,-0.6459,27,-0.1033,30,0.06629,33,0.35632,24,-0.2428,29,0.02253
ENSG00000154027,AK5,221,-0.8511,353,-0.1038,401,0.10471,507,0.76391,267,-0.5523,249,-0.6643
ENSG00000036549,AC118549.1,29,0.67072,15,-0.4339,15,-0.4513,20,0.08217,15,-0.4219,22,0.18476
ENSG00000077254,USP33,92,-0.0518,57,-0.8102,106,0.17901,117,0.53244,81,-0.2605,70,-0.4756
ENSG00000180488,MIGA1,57,-0.3062,88,0.40249,64,-0.1415,81,0.37680,43,-0.7645,60,-0.2468
ENSG00000162613,FUBP1,45,-0.0504,31,-0.6282,50,0.12997,47,0.05885,59,0.40453,42,-0.1317
ENSG00000162616,DNAJB4,43,0.08928,26,-0.6942,24,-0.8647,43,0.13039,63,0.73458,41,0.00975
ENSG00000117114,ADGRL2,30,-0.5515,34,-0.3243,51,0.31308,50,0.42825,53,0.37861,18,-1.3036
ENSG00000137941,TTLL7,87,-0.2437,77,-0.4288,136,0.50400,124,0.50272,50,-1.0891,85,-0.2762
ENSG00000142875,PRKACB,404,-0.0337,401,-0.0425,381,-0.1268,480,0.37140,315,-0.4328,354,-0.2485
ENSG00000117133,RPF1,13,-0.7137,19,-0.0369,15,-0.3987,22,0.24244,26,0.42613,20,-0.0170
ENSG00000174021,GNG5,97,0.18428,45,-1.0307,81,-0.1054,41,-1.4494,229,1.77770,118,0.50818
ENSG00000117155,SSX2IP,124,0.35219,77,-0.4387,99,-0.0346,126,0.56183,69,-0.6032,58,-0.8724
ENSG00000162642,C1orf52,85,0.21803,62,-0.3056,68,-0.1647,89,0.43134,76,0.01726,40,-0.9850
ENSG00000153904,DDAH1,217,-0.0900,236,0.04528,343,0.68074,199,-0.3145,190,-0.3078,254,0.16379
ENSG00000142871,CCN1,16,-1.7754,28,-0.8908,41,-0.2982,16,-2.0523,210,2.96022,52,0.08379
ENSG00000117174,ZNHIT6,18,-0.2771,15,-0.6045,13,-0.7592,24,0.26602,24,0.20361,29,0.52436
ENSG00000122417,ODF2L,22,-0.3656,30,0.18089,30,0.15052,31,0.31053,21,-0.4174,22,-0.3515
ENSG00000097033,SH3GLB1,35,-0.2908,32,-0.4499,44,0.07981,35,-0.3895,83,1.18324,37,-0.2016
ENSG00000183291,SELENOF,90,-0.2075,52,-1.0760,142,0.54945,111,0.18234,92,-0.1745,112,0.14130
ENSG00000153936,HS2ST1,45,-0.1283,44,-0.1819,53,0.12395,47,-0.0650,69,0.58962,37,-0.4208
ENSG00000143013,LMO4,289,-0.7567,621,0.49216,658,0.59214,588,0.59585,194,-1.3717,184,-1.4512
ENSG00000137947,GTF2B,45,0.65355,21,-0.6091,29,-0.0859,35,0.33744,20,-0.7060,25,-0.3542
ENSG00000137944,KYAT3,25,0.83859,10,-0.6772,13,-0.2128,12,-0.4433,21,0.56129,15,-0.0064
ENSG00000213516,RBMXL1,11,-0.2415,21,0.82106,23,0.98644,11,-0.3044,1,-2.9074,12,-0.0079
ENSG00000197147,LRRC8B,106,-0.0976,69,-0.7778,93,-0.3212,162,0.94396,86,-0.4486,65,-0.8778
ENSG00000171488,LRRC8C,21,0.45043,11,-0.5740,13,-0.2652,18,0.29387,20,0.40248,7,-1.1563
ENSG00000171492,LRRC8D,26,-0.0084,30,0.22496,41,0.75327,27,0.04264,11,-1.3757,22,-0.2939
ENSG00000162664,ZNF326,16,-0.7420,27,0.12178,37,0.66576,27,0.17254,9,-1.6031,31,0.34620
ENSG00000233593,LINC02609,62,0.36902,55,0.18531,30,-0.8049,55,0.23725,44,-0.1889,41,-0.3106
ENSG00000122482,ZNF644,19,-0.0717,20,-0.0230,18,-0.1743,22,0.16685,10,-1.0882,29,0.61261
ENSG00000172031,EPHX4,14,-0.7290,17,-0.4512,8,-1.6333,36,1.27428,23,0.00837,11,-1.0547
ENSG00000189195,BTBD8,114,0.24568,89,-0.1686,93,-0.0807,118,0.45069,66,-0.6318,69,-0.5586
ENSG00000122484,RPAP2,15,-0.1820,22,0.42403,15,-0.2380,17,0.01471,22,0.45487,10,-0.7530
ENSG00000067208,EVI5,21,0.34758,10,-0.8053,19,0.12038,17,-0.0389,10,-0.9049,27,0.77667
ENSG00000122406,RPL5,563,0.12392,494,-0.0922,407,-0.4044,458,-0.2934,724,0.55147,618,0.28126
ENSG00000154511,DIPK1A,22,-0.7759,44,0.31948,49,0.51872,39,0.16307,36,-0.0050,21,-0.8101
ENSG00000143033,MTF2,10,-0.9035,11,-0.7177,19,0.16591,20,0.34315,29,0.88083,10,-0.9123
ENSG00000117500,TMED5,35,0.41943,20,-0.4649,26,-0.0319,27,-0.0069,27,0.00564,27,-0.0144
ENSG00000117505,DR1,33,-0.4634,51,0.22599,46,0.05521,47,0.12402,48,0.12794,37,-0.3099
ENSG00000137942,FNBP1L,8,-1.6794,24,0.02558,34,0.61573,29,0.47271,13,-0.9208,24,0.01657
ENSG00000067334,DNTTIP2,41,0.35575,21,-0.7319,32,-0.0809,40,0.47010,20,-0.7812,31,-0.1138
ENSG00000023909,GCLM,18,-0.3818,19,-0.2503,36,0.75291,28,0.54716,12,-0.9516,11,-1.0629
ENSG00000117528,ABCD3,24,-0.7159,29,-0.4228,48,0.39672,35,-0.1638,53,0.59386,42,0.17920
ENSG00000117525,F3,20,-2.0962,14,-2.5744,77,-0.0249,16,-2.8542,369,3.29580,101,0.42219
ENSG00000117519,CNN3,53,-0.8793,56,-0.7854,127,0.53730,48,-1.3132,187,1.24907,171,1.07798
ENSG00000172339,ALG14,17,0.12627,16,-0.0185,12,-0.3990,16,-0.0121,21,0.43652,14,-0.2280
ENSG00000152078,TLCD4,48,-0.0431,54,0.12151,64,0.41118,46,-0.1804,56,0.19815,39,-0.4095
ENSG00000122481,RWDD3,26,0.23327,12,-0.9616,31,0.52434,17,-0.5673,34,0.72125,25,0.17153
ENSG00000228971,LINC02607,42,-0.6513,99,0.78721,61,-0.0533,81,0.66543,24,-1.4605,30,-1.1397
ENSG00000117569,PTBP2,56,-0.2230,61,-0.0865,72,0.18669,73,0.28923,64,-0.0208,44,-0.6013
ENSG00000162627,SNX7,21,0.34904,17,0.02890,22,0.44802,16,-0.1268,9,-0.9123,18,0.07205
ENSG00000117598,PLPPR5,22,-0.6020,26,-0.3428,45,0.57653,39,0.53368,13,-1.4221,31,-0.0442
ENSG00000117600,PLPPR4,212,0.03462,114,-0.9555,135,-0.6890,322,1.21430,111,-0.9885,121,-0.8546
ENSG00000162688,AGL,20,-0.1286,11,-1.0400,38,0.95170,19,-0.3521,25,0.23619,25,0.17886
ENSG00000117620,SLC35A3,18,0.32941,14,-0.1354,11,-0.4845,13,-0.2642,19,0.38799,18,0.29850
