Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000170153,RNF150,2,-4.1753,7,-2.4748,14,-1.4196,0,-5.7213,27,-0.4661,84,1.36555,79,1.26625,36,0.01134,53,0.65677,44,0.35368
ENSG00000109445,ZNF330,23,0.30482,18,-0.0665,24,0.40720,28,0.61367,15,-0.3830,21,0.14807,23,0.29853,10,-1.0013,18,-0.0298,16,-0.2913
ENSG00000109452,INPP4B,2,-2.5751,3,-1.8643,0,-7.4287,0,-4.1303,8,-0.6621,0,-6.7605,13,0.18397,39,1.99566,31,1.85750,9,-0.3920
ENSG00000170185,USP38,2,-2.5798,33,1.65134,13,0.16624,0,-4.1350,14,0.33147,18,0.69562,10,-0.2088,8,-0.5643,6,-0.9871,14,0.26037
ENSG00000109458,GAB1,2,-3.4574,147,3.62589,34,0.69211,0,-5.0056,19,-0.2612,7,-1.6721,5,-2.1199,12,-0.8846,10,-1.2493,10,-1.1884
ENSG00000153147,SMARCA5,100,0.06051,146,0.65976,123,0.38687,138,0.57292,103,0.12011,72,-0.4410,59,-0.7484,92,-0.0689,81,-0.2857,76,-0.3921
ENSG00000164161,HHIP,2,-3.8095,228,4.26506,51,0.96477,1,-4.2713,21,-0.5078,9,-1.6931,0,-5.2436,9,-1.6616,4,-3.0045,8,-1.9254
ENSG00000164162,ANAPC10,43,1.60603,16,-0.0512,19,0.25774,11,-0.5431,14,-0.2742,13,-0.3186,17,0.07299,9,-0.8649,15,-0.0929,12,-0.4817
ENSG00000164163,ABCE1,2,-4.1837,59,0.75219,23,-0.7013,27,-0.4741,34,-0.1266,47,0.40180,59,0.76729,37,0.02720,45,0.37251,31,-0.2572
ENSG00000164164,OTUD4,2,-3.6271,23,-0.1189,3,-2.8020,79,1.93882,19,-0.4130,28,0.19287,28,0.18553,37,0.63010,20,-0.3818,22,-0.1869
ENSG00000170365,SMAD1,2,-2.9663,21,0.46270,32,1.13782,20,0.42883,12,-0.4025,20,0.40465,21,0.48427,17,0.16944,10,-0.7430,12,-0.3843
ENSG00000151612,ZNF827,2,-3.2676,19,-0.0302,9,-1.0619,39,1.12203,19,0.00510,54,1.71502,16,-0.3075,22,0.19760,9,-1.1788,16,-0.2794
ENSG00000164167,LSM6,2,-3.5005,31,0.47803,48,1.21926,3,-2.7689,23,0.02576,29,0.41139,38,0.82180,21,-0.1024,17,-0.4980,21,-0.1157
ENSG00000164168,TMEM184C,5,-1.7770,22,0.25847,20,0.12279,24,0.39580,14,-0.5147,27,0.58071,15,-0.3008,20,0.10143,26,0.52248,16,-0.3166
ENSG00000151623,NR3C2,2,-2.6748,12,-0.0634,5,-1.3512,0,-4.1635,15,0.28773,11,-0.1568,5,-1.2949,20,0.73087,24,1.16387,15,0.29138
ENSG00000170390,DCLK2,88,0.49771,41,-0.6775,133,1.18469,10,-2.6709,46,-0.5586,52,-0.3195,55,-0.2484,76,0.25781,68,0.09748,76,0.28678
ENSG00000145425,RPS3A,764,0.02249,1274,0.84358,935,0.34091,621,-0.2985,935,0.37731,565,-0.4427,624,-0.2910,685,-0.1479,686,-0.1577,540,-0.5529
ENSG00000109686,SH3D19,2,-2.1426,30,2.05615,1,-2.5463,0,-3.7013,13,0.68754,7,-0.3958,7,-0.3093,5,-0.6516,12,0.50045,5,-0.7162
ENSG00000059691,GATB,2,-4.0051,26,-0.3184,5,-2.7133,34,0.07143,22,-0.6283,32,-0.0311,65,1.12099,37,0.20788,30,-0.0894,57,1.03408
ENSG00000109670,FBXW7,9,-4.7518,28,-3.1273,47,-2.3737,79,-1.6138,187,-0.3378,437,1.04143,406,0.91936,159,-0.5663,309,0.52071,413,1.07283
ENSG00000164144,ARFIP1,2,-2.9064,19,0.36041,41,1.67658,30,1.14279,8,-0.9630,15,0.00812,9,-0.6945,15,0.03167,9,-0.8480,14,-0.1033
ENSG00000109654,TRIM2,58,-2.3720,467,0.78831,337,0.26047,342,0.28482,222,-0.4205,395,0.51454,303,0.09576,263,-0.1271,281,-0.0253,269,-0.0980
ENSG00000145428,RNF175,46,0.06173,0,-8.8419,11,-2.0604,56,0.35039,21,-1.1847,47,0.09806,55,0.32260,80,0.94851,68,0.74770,52,0.28557
ENSG00000145423,SFRP2,12,-0.4335,86,3.05090,103,3.51565,0,-4.5439,2,-2.6904,0,-7.6617,0,-4.1864,0,-5.7766,0,-4.6537,0,-7.8574
ENSG00000171566,PLRG1,2,-3.7721,40,0.61356,24,-0.1660,2,-3.7925,27,-0.0261,52,1.01351,28,0.06173,29,0.07663,36,0.47828,26,-0.0734
ENSG00000185149,NPY2R,2,-3.3209,48,1.43300,12,-0.6986,133,3.59868,2,-3.1267,5,-1.9710,13,-0.5922,2,-3.2818,15,-0.4932,5,-2.1119
ENSG00000164114,MAP9,2,-5.3289,36,-1.2381,34,-1.3169,109,0.46347,84,0.05211,89,0.14380,104,0.39376,84,0.05606,88,0.14571,126,0.79329
ENSG00000164116,GUCY1A1,2,-3.5360,10,-1.2996,12,-0.9693,47,1.11796,8,-1.6031,1,-3.7401,50,1.22324,10,-1.2882,34,0.65730,43,1.13072
ENSG00000260244,AC104083.1,2,-2.9077,6,-1.2724,9,-0.6977,2,-2.8959,8,-0.9754,1,-4.0175,37,1.47575,12,-0.3626,35,1.59855,20,0.47601
ENSG00000061918,GUCY1B1,194,0.15828,13,-3.8309,44,-2.0765,195,0.16971,90,-1.0724,94,-0.9461,306,0.89242,178,0.02357,245,0.58913,292,0.92139
ENSG00000256043,CTSO,2,-2.1345,23,1.58426,16,0.99940,12,0.52676,12,0.55707,4,-1.1233,1,-3.0168,3,-1.5387,10,0.23143,4,-1.2816
ENSG00000109738,GLRB,12,-3.3291,11,-3.4775,35,-1.8435,84,-0.5503,68,-0.9106,174,0.59707,218,0.96413,115,-0.0588,187,0.79655,198,0.90326
ENSG00000120251,GRIA2,310,0.09887,32,-3.2814,106,-1.5306,266,-0.1356,167,-0.9038,656,1.33352,405,0.52769,270,-0.1123,352,0.33331,347,0.30765
ENSG00000164125,GASK1B,2,-4.2618,50,0.41831,164,2.53336,31,-0.3089,47,0.34731,75,1.07704,5,-2.9071,31,-0.3435,8,-2.3391,15,-1.4516
ENSG00000164124,TMEM144,2,-5.8556,949,4.30738,248,1.22168,12,-3.3414,62,-1.0336,45,-1.4381,14,-3.1081,45,-1.4262,7,-4.1159,33,-1.9950
ENSG00000171509,RXFP1,2,-3.6966,0,-5.1512,17,-0.6680,26,0.00680,10,-1.4098,194,3.96508,7,-1.9562,25,-0.0804,1,-4.6356,22,-0.2413
ENSG00000171503,ETFDH,2,-2.8828,15,0.05283,36,1.47978,29,1.09296,13,-0.1362,7,-1.0607,6,-1.2380,12,-0.3023,12,-0.2669,15,0.07444
ENSG00000171497,PPID,35,-0.6829,33,-0.7842,45,-0.2921,31,-0.8548,33,-0.8235,88,0.75510,86,0.71021,49,-0.1672,68,0.38542,71,0.45291
ENSG00000052795,FNIP2,2,-4.1856,35,-0.1035,28,-0.4712,13,-1.5607,25,-0.6918,83,1.27683,39,0.05814,58,0.67359,35,-0.1151,57,0.70978
ENSG00000109756,RAPGEF2,89,0.22724,38,-1.0545,32,-1.3050,81,0.07700,45,-0.8524,71,-0.1243,80,0.07156,73,-0.0725,100,0.46625,121,0.81153
ENSG00000168843,FSTL5,2,-3.6231,3,-3.0087,50,1.13408,77,1.91022,18,-0.4848,9,-1.4698,0,-5.0860,81,1.98703,12,-1.1271,19,-0.4411
ENSG00000145416,MARCH1,2,-3.4182,56,1.56783,57,1.60887,21,-0.0201,15,-0.6173,58,1.64786,12,-0.8701,8,-1.4151,8,-1.5354,9,-1.2811
ENSG00000170088,TMEM192,2,-3.2731,22,0.23722,24,0.35493,11,-0.8256,26,0.54311,12,-0.6984,20,0.05564,27,0.54730,24,0.37693,15,-0.3714
ENSG00000109466,KLHL2,2,-5.4700,87,-0.0904,59,-0.6776,75,-0.3214,56,-0.8193,176,1.04546,117,0.38613,143,0.70345,72,-0.4077,141,0.75740
ENSG00000052802,MSMO1,85,-0.6180,134,0.08547,186,0.60203,94,-0.4703,85,-0.6663,117,-0.1331,181,0.55424,112,-0.1937,195,0.76208,93,-0.5244
ENSG00000109472,CPE,940,-0.8918,500,-1.8329,3798,1.33391,1212,-0.5060,1727,0.04444,2483,0.61954,1401,-0.2844,1953,0.23478,1826,0.14032,1241,-0.5066
ENSG00000196104,SPOCK3,62,-1.3923,413,1.60575,183,0.23915,878,3.17428,66,-1.3820,56,-1.5477,14,-3.5281,116,-0.4629,44,-1.9831,48,-1.8829
ENSG00000129116,PALLD,2,-3.2752,42,1.23919,40,1.15422,37,1.03688,27,0.57685,3,-2.4208,5,-1.8081,9,-1.1706,16,-0.3460,14,-0.5296
ENSG00000145439,CBR4,2,-3.5225,25,0.15790,21,-0.1113,55,1.41599,19,-0.2949,21,-0.1161,15,-0.6116,23,0.03317,19,-0.3036,29,0.41431
ENSG00000154447,SH3RF1,2,-3.6282,23,-0.0952,7,-1.8996,6,-2.1394,32,0.43509,17,-0.5971,38,0.68513,18,-0.4685,40,0.85388,34,0.53672
ENSG00000137601,NEK1,19,0.00354,21,0.12962,40,1.16056,15,-0.3763,22,0.19202,12,-0.7490,11,-0.8774,16,-0.2909,21,0.12146,16,-0.2769
ENSG00000109572,CLCN3,102,-0.0857,148,0.49492,90,-0.2744,87,-0.3375,66,-0.7979,91,-0.2668,110,0.03150,130,0.29097,147,0.53738,110,0.02955
ENSG00000056050,HPF1,157,1.60319,48,-0.3227,59,-0.0200,63,0.08917,35,-0.8372,33,-0.8734,61,0.05003,40,-0.6142,70,0.29372,50,-0.2964
ENSG00000198948,MFAP3L,2,-3.9444,87,1.71204,37,0.28031,15,-1.0627,40,0.42888,23,-0.4589,18,-0.8122,26,-0.2820,35,0.19228,23,-0.4897
ENSG00000109586,GALNT7,2,-2.6487,38,1.85657,17,0.48451,4,-1.4376,4,-1.5355,11,-0.1180,17,0.50303,15,0.32295,12,-0.0054,11,-0.1946
ENSG00000164104,HMGB2,2,-3.2174,33,0.93260,60,1.94815,0,-4.4175,23,0.37691,10,-0.9614,11,-0.7203,22,0.29506,19,0.08430,8,-1.2258
ENSG00000164105,SAP30,37,0.58501,60,1.42466,40,0.72286,0,-5.2021,24,-0.0917,9,-1.4805,11,-1.1801,13,-0.9761,30,0.30246,24,-0.0556
ENSG00000164106,SCRG1,188,-0.4038,407,0.81462,892,2.22311,83,-1.6272,304,0.37875,172,-0.5428,61,-2.0710,157,-0.6822,204,-0.3031,101,-1.4112
ENSG00000164117,FBXO8,72,2.55195,30,0.98159,19,0.22375,20,0.30237,11,-0.5786,4,-1.9361,17,0.05995,0,-5.5097,9,-0.8803,5,-1.8801
ENSG00000145451,GLRA3,9,-1.0701,0,-9.7729,15,-0.2883,7,-1.3690,4,-2.2772,31,0.84690,34,1.00918,26,0.57955,32,1.07392,20,0.16070
ENSG00000150625,GPM6A,946,-0.8351,249,-2.8069,1294,-0.3592,1776,0.13246,1380,-0.2820,3701,1.34202,1898,0.23783,1500,-0.1316,1811,0.17903,1735,0.10483
ENSG00000150627,WDR17,4,-3.2516,4,-3.0682,18,-1.0369,31,-0.2569,21,-0.9192,89,1.45756,63,0.86863,41,0.17010,48,0.46468,44,0.31963
ENSG00000129128,SPCS3,272,1.95576,72,-0.2516,58,-0.5865,80,-0.0899,45,-1.0394,138,0.76853,84,-0.0240,47,-0.9149,48,-0.9350,86,0.00841
ENSG00000038002,AGA,2,-2.9843,45,1.72845,23,0.62448,31,1.06538,10,-0.7435,15,-0.1133,16,0.03304,17,0.08686,5,-1.7296,13,-0.2892
ENSG00000218336,TENM3,49,-0.0777,2,-4.6008,28,-0.9311,121,1.37568,28,-1.0208,158,1.85581,54,0.06678,23,-1.2377,50,-0.0501,42,-0.3350
ENSG00000129187,DCTD,41,0.23362,23,-0.6219,29,-0.2874,17,-1.0527,35,0.00140,37,0.09680,39,0.18503,40,0.22364,41,0.25800,38,0.14359
ENSG00000168564,CDKN2AIP,2,-2.7979,15,0.09788,16,0.25065,35,1.50900,11,-0.2926,13,-0.1113,11,-0.3003,9,-0.6699,10,-0.5325,18,0.44754
ENSG00000168556,ING2,2,-2.6226,13,0.06475,2,-2.5474,3,-2.0511,19,0.77814,21,0.85317,16,0.46377,8,-0.6111,18,0.64237,10,-0.3048
ENSG00000182552,RWDD4,2,-2.4910,21,0.96736,14,0.38298,6,-0.7742,11,-0.0163,19,0.85421,9,-0.3424,9,-0.2532,13,0.20971,8,-0.4599
ENSG00000168538,TRAPPC11,82,1.75248,16,-0.8242,1,-4.5769,9,-1.6513,16,-0.9474,50,0.89145,29,0.01291,28,-0.0361,33,0.25069,29,0.02240
ENSG00000173320,STOX2,116,0.95318,44,-0.5796,22,-1.5732,79,0.33084,60,-0.0995,92,0.57833,58,-0.1447,58,-0.1626,44,-0.6196,77,0.32220
ENSG00000164303,ENPP6,2,-1.9588,48,3.37298,16,1.12177,2,-1.8309,5,-0.6104,11,0.49979,8,0.13727,0,-4.7462,1,-3.1653,1,-3.1160
ENSG00000168310,IRF2,2,-2.3686,30,1.77739,36,2.11171,0,-3.9256,12,0.25354,2,-2.4408,5,-1.0251,5,-1.1344,11,0.09290,4,-1.5078
ENSG00000164305,CASP3,56,2.57077,19,0.62283,7,-0.9551,0,-4.2386,10,-0.3187,11,-0.1594,13,0.02467,6,-1.1448,10,-0.3357,6,-1.2185
ENSG00000151726,ACSL1,29,-0.2895,135,2.29548,50,0.54000,9,-1.9511,23,-0.7307,58,0.77376,27,-0.4033,13,-1.4746,26,-0.4919,21,-0.8721
ENSG00000151729,SLC25A4,189,-0.7412,150,-1.0910,171,-0.8946,344,0.17655,184,-0.8428,294,-0.0677,403,0.43076,257,-0.2758,551,1.06795,357,0.26041
ENSG00000164323,CFAP97,2,-3.9366,45,0.61212,70,1.33056,37,0.29627,33,0.12152,14,-1.1536,16,-0.9528,54,0.88609,26,-0.2719,21,-0.5767
ENSG00000109762,SNX25,2,-3.6501,9,-1.5626,13,-0.9310,59,1.38424,16,-0.7636,30,0.26384,21,-0.2593,31,0.30883,41,0.88835,24,-0.0741
ENSG00000186352,ANKRD37,2,-2.4321,14,0.37589,2,-2.1845,1,-2.5821,10,-0.1132,11,0.05276,17,0.71846,3,-1.7652,26,1.68072,8,-0.4251
ENSG00000109775,UFSP2,37,0.34173,49,0.79064,62,1.17325,20,-0.5955,27,-0.1533,43,0.55358,14,-1.1021,27,-0.1398,24,-0.3328,16,-0.9743
ENSG00000154553,PDLIM3,2,-2.6298,16,0.37449,72,3.21834,0,-4.1845,17,0.52547,9,-0.4373,4,-1.5191,12,-0.0811,4,-1.5920,2,-2.8682
ENSG00000154556,SORBS2,2,-5.1232,6,-3.6105,27,-1.4209,51,-0.4875,46,-0.6888,165,1.40295,75,0.11134,69,-0.0165,100,0.62136,112,0.83847
ENSG00000109794,FAM149A,2,-2.8994,5,-1.4452,4,-1.9667,0,-4.4520,23,0.77686,10,-0.5737,13,-0.2096,29,1.07706,21,0.60893,20,0.54973
ENSG00000145476,CYP4V2,2,-3.1012,22,0.39504,96,3.13409,5,-1.8476,23,0.50095,4,-2.0161,4,-1.9442,4,-2.0555,10,-0.8963,10,-0.8465
ENSG00000083857,FAT1,2,-3.3254,29,0.60407,70,2.10674,67,2.01845,24,0.33308,5,-1.8859,7,-1.5247,3,-2.4596,9,-1.2040,5,-2.1956
ENSG00000109536,FRG1,126,1.56198,58,0.26087,41,-0.2510,43,-0.2052,48,-0.0186,45,-0.1200,63,0.39624,25,-1.0182,32,-0.6972,37,-0.4659
ENSG00000164366,CCDC127,68,1.13565,27,-0.2955,13,-1.3478,56,0.83400,19,-0.9089,37,0.16091,47,0.53990,22,-0.6562,29,-0.2063,33,-0.0128
ENSG00000073578,SDHA,2,-5.9235,113,-0.1779,110,-0.2235,102,-0.3328,119,-0.1100,119,-0.1001,180,0.55160,154,0.30258,150,0.28678,166,0.47249
ENSG00000249915,PDCD6,32,-2.2110,139,-0.0102,153,0.14707,48,-1.5996,105,-0.4691,159,0.20491,217,0.70089,123,-0.1996,185,0.49397,182,0.46047
ENSG00000180104,EXOC3,4,-3.3186,37,-0.1176,31,-0.3974,0,-5.8132,46,0.26366,46,0.23255,62,0.69916,49,0.33618,50,0.41206,47,0.29026
ENSG00000171368,TPPP,126,-0.9899,477,1.10930,242,0.01316,148,-0.7382,233,-0.0528,374,0.70372,268,0.17287,274,0.20421,183,-0.4559,192,-0.3739
ENSG00000028310,BRD9,2,-3.7065,26,-0.0095,36,0.51883,25,-0.0855,31,0.30862,26,-0.0209,37,0.53582,20,-0.4077,21,-0.3749,32,0.35025
ENSG00000049656,CLPTM1L,5,-4.0660,67,-0.2622,98,0.31918,152,1.03951,40,-1.0932,93,0.23852,119,0.64032,66,-0.2893,110,0.55766,68,-0.2614
ENSG00000153395,LPCAT1,2,-4.3581,9,-2.2857,44,0.10268,32,-0.3785,29,-0.5783,60,0.58741,62,0.63747,41,-0.0026,63,0.76701,51,0.35905
ENSG00000171421,MRPL36,134,1.23620,55,-0.2082,59,-0.0887,87,0.51427,52,-0.2969,55,-0.1941,74,0.26843,28,-1.2185,57,-0.1482,51,-0.3341
ENSG00000145494,NDUFS6,118,-0.9882,232,0.04443,229,0.02390,249,0.15376,260,0.24025,197,-0.2138,236,0.07038,314,0.52032,170,-0.4679,250,0.17558
ENSG00000164151,ICE1,74,1.10165,19,-0.9749,3,-3.3642,60,0.76303,28,-0.4840,66,0.92236,41,0.14675,18,-1.1002,34,-0.1566,39,0.09001
ENSG00000133398,MED10,2,-5.0118,52,-0.3392,55,-0.2468,53,-0.3176,47,-0.5304,123,1.02921,102,0.72249,93,0.57324,68,0.08239,67,0.04060
ENSG00000215218,UBE2QL1,104,-0.3830,9,-3.9629,37,-1.9013,128,-0.0621,99,-0.4810,302,1.34289,271,1.15514,137,0.04644,134,0.01731,136,0.04488
ENSG00000037474,NSUN2,29,0.72219,19,0.07388,7,-1.4362,25,0.47094,14,-0.4224,15,-0.3156,22,0.31929,22,0.27651,13,-0.4853,22,0.29178
ENSG00000145545,SRD5A1,2,-3.7639,7,-1.9177,21,-0.4066,14,-1.0092,28,0.02537,27,0.00500,18,-0.6257,51,0.99257,39,0.63601,40,0.68612
ENSG00000112941,TENT4A,2,-2.9388,12,-0.3518,20,0.43680,0,-4.4627,17,0.23007,23,0.65494,12,-0.3117,16,0.08724,28,1.07951,11,-0.5682
ENSG00000078295,ADCY2,4,-4.1652,43,-0.9404,168,1.20474,163,1.15794,90,0.20954,49,-0.7424,43,-0.9568,78,-0.0292,83,0.07062,71,-0.1874
ENSG00000215217,C5orf49,23,0.45444,5,-1.7975,31,0.89599,22,0.39604,21,0.33440,19,0.10699,12,-0.4838,16,-0.0906,17,-0.0376,10,-0.8283
ENSG00000124275,MTRR,80,2.41426,37,1.02652,13,-0.5839,0,-4.6865,15,-0.4463,21,0.13545,16,-0.3306,1,-3.5686,14,-0.4844,13,-0.6216
ENSG00000247516,MIR4458HG,2,-4.3012,44,0.17119,43,0.13756,52,0.41810,46,0.25844,36,-0.1374,8,-2.2732,55,0.52312,40,0.02253,51,0.43219
ENSG00000112902,SEMA5A,2,-3.5722,23,-0.0594,28,0.24439,7,-1.8019,33,0.56789,59,1.48824,13,-0.8642,20,-0.2921,14,-0.8500,32,0.50321
ENSG00000150756,ATPSCKMT,2,-2.3382,9,-0.0825,13,0.46266,11,0.09844,9,-0.2068,5,-0.9171,13,0.44526,8,-0.2329,13,0.47148,12,0.25314
ENSG00000150753,CCT5,296,1.11888,91,-0.7463,116,-0.3793,134,-0.1602,79,-1.0286,197,0.44786,206,0.52034,110,-0.4563,193,0.45543,118,-0.3832
ENSG00000164237,CMBL,2,-4.1741,9,-2.0353,54,0.61815,138,2.29923,27,-0.4698,27,-0.4369,23,-0.6993,11,-1.7039,47,0.44224,29,-0.3436
ENSG00000145495,MARCH6,47,-2.0932,124,-0.6516,147,-0.3862,218,0.22555,147,-0.4221,221,0.24715,252,0.45738,185,-0.0310,243,0.44136,241,0.42473
ENSG00000164236,ANKRD33B,2,-3.7790,2,-3.4298,4,-2.5895,24,-0.1852,14,-1.0693,67,1.44831,50,0.97056,22,-0.3354,37,0.52550,41,0.71280
ENSG00000112977,DAP,2,-3.8487,24,-0.2800,43,0.63422,28,-0.0204,35,0.34399,55,1.03098,9,-1.6667,35,0.29960,34,0.27866,20,-0.5976
ENSG00000169862,CTNND2,189,-0.5055,307,0.24712,344,0.42999,364,0.52369,273,0.06994,307,0.24888,226,-0.2277,186,-0.5287,204,-0.4190,265,0.01840
ENSG00000038382,TRIO,89,0.38790,12,-2.5384,9,-3.0651,152,1.26886,35,-1.0910,97,0.51177,61,-0.2164,53,-0.4349,95,0.53778,87,0.38430
ENSG00000154122,ANKH,103,-0.0957,98,-0.1753,103,-0.1037,242,1.28978,78,-0.5703,145,0.43938,93,-0.2540,99,-0.1695,92,-0.2958,103,-0.1144
ENSG00000183580,FBXL7,57,2.46450,30,1.29806,56,2.45481,0,-4.3246,8,-0.8919,2,-2.4296,4,-1.8462,1,-3.0305,2,-2.5951,2,-2.5198
ENSG00000173545,ZNF622,2,-3.7516,28,0.06676,10,-1.5194,0,-5.1459,26,-0.0752,42,0.69307,48,0.92124,50,0.97671,38,0.60656,21,-0.3736
ENSG00000154153,RETREG1,93,0.23655,195,1.46811,56,-0.5468,44,-0.9033,35,-1.3328,138,0.87914,98,0.32118,130,0.77795,21,-2.1014,86,0.13505
ENSG00000145555,MYO10,34,-1.2284,205,1.64719,314,2.47483,44,-0.8462,86,0.21277,46,-0.7485,22,-1.8297,43,-0.8555,30,-1.4642,23,-1.8591
ENSG00000176788,BASP1,664,-0.7639,63,-4.2118,458,-1.3204,880,-0.3352,892,-0.3402,2402,1.28780,1707,0.71304,1308,0.28363,821,-0.4766,1648,0.73248
ENSG00000248455,LINC02217,2,-4.5191,4,-3.3778,41,-0.1735,1,-5.4924,51,0.18641,194,2.50487,64,0.51265,39,-0.2618,28,-0.8317,48,0.08108
ENSG00000145526,CDH18,2,-3.6680,2,-3.5417,12,-1.1280,4,-2.7131,18,-0.5290,59,1.37739,35,0.47864,18,-0.4858,33,0.45548,48,1.14987
ENSG00000286961,AC091938.1,2,-2.3934,3,-1.7311,0,-7.2496,0,-3.9504,8,-0.3252,0,-6.6667,3,-1.8973,1,-3.0780,37,2.64673,18,0.96822
ENSG00000040731,CDH10,2,-4.1701,4,-3.0669,7,-2.4641,35,-0.0286,20,-0.9128,123,2.07952,71,1.08919,34,-0.0699,39,0.12138,37,0.03831
ENSG00000113360,DROSHA,2,-3.4356,18,-0.2806,24,0.19242,4,-2.4639,20,-0.1267,33,0.69020,32,0.60423,42,1.05069,25,0.25508,18,-0.3202
ENSG00000082213,C5orf22,2,-3.0756,5,-1.6932,11,-0.6442,0,-4.3985,10,-0.8717,34,1.11374,38,1.30608,18,0.11932,22,0.43385,24,0.60245
ENSG00000133401,PDZD2,2,-4.1095,28,-0.3302,63,0.94998,28,-0.3169,35,0.02770,60,0.86730,8,-2.2092,39,0.20045,37,0.12768,39,0.19759
ENSG00000113384,GOLPH3,2,-4.4874,50,0.17463,49,0.13202,46,0.01685,35,-0.3987,51,0.18594,41,-0.1506,78,0.88338,49,0.13579,50,0.18749
ENSG00000150712,MTMR12,2,-3.8007,20,-0.4990,39,0.53294,36,0.39091,14,-1.1070,44,0.73717,33,0.27691,16,-0.8340,36,0.43281,36,0.45073
ENSG00000056097,ZFR,2,-5.7082,145,0.49092,130,0.31148,109,0.03016,95,-0.1918,115,0.11861,79,-0.4692,89,-0.2861,103,-0.0498,160,0.72424
ENSG00000113387,SUB1,466,0.16838,224,-0.9572,231,-0.9066,455,0.13037,336,-0.3656,479,0.21108,608,0.59455,423,0.01623,477,0.22662,464,0.17701
ENSG00000113407,TARS,2,-4.1208,40,0.20998,49,0.53922,27,-0.3896,27,-0.4245,33,-0.0690,58,0.81537,34,-0.0584,47,0.53507,31,-0.2069
ENSG00000242110,AMACR,2,-3.1116,6,-1.4254,18,0.04442,9,-0.8879,15,-0.2189,17,0.00692,24,0.52091,10,-0.8384,23,0.48185,31,1.03856
ENSG00000113456,RAD1,2,-3.0113,13,-0.3124,13,-0.3110,20,0.32796,16,0.00641,8,-0.9317,18,0.21772,32,1.08681,19,0.32197,15,-0.0539
ENSG00000113460,BRIX1,45,1.43670,31,0.81506,24,0.44648,5,-1.8703,12,-0.6827,7,-1.3201,15,-0.2837,19,0.04655,21,0.25263,13,-0.5805
ENSG00000168724,DNAJC21,2,-3.5919,42,0.87337,34,0.53764,39,0.75046,29,0.29436,11,-1.1865,23,-0.0370,16,-0.5947,22,-0.1345,22,-0.1276
ENSG00000164187,LMBRD2,2,-5.2868,30,-1.6688,74,-0.3433,49,-0.9448,58,-0.7655,171,0.99824,145,0.72803,102,0.16571,92,-0.0026,161,1.02080
ENSG00000152620,NADK2,26,-0.7941,42,-0.0944,136,1.87205,14,-1.6725,39,-0.2263,51,0.20542,36,-0.3374,39,-0.1863,45,0.02297,33,-0.4944
ENSG00000164188,RANBP3L,58,2.61069,10,-0.3747,17,0.42459,0,-4.2689,20,0.79362,5,-1.2998,0,-8.4713,1,-2.9407,11,-0.2163,6,-1.0892
ENSG00000079215,SLC1A3,184,-1.0973,249,-0.6385,1352,2.18950,109,-1.8726,644,0.96986,276,-0.4797,108,-1.8803,344,-0.1445,334,-0.2038,163,-1.3526
ENSG00000285967,NIPBL-DT,2,-2.3126,14,0.54113,15,0.67836,0,-3.8704,11,0.22739,15,0.68053,15,0.69369,9,-0.1734,6,-0.6417,11,0.13827
ENSG00000164190,NIPBL,2,-3.6843,48,0.99069,49,1.03389,14,-0.8590,29,0.18629,38,0.62275,12,-1.1218,23,-0.1605,27,0.06782,18,-0.5519
ENSG00000197603,CPLANE1,2,-2.8565,18,0.33271,2,-2.4298,8,-0.8317,21,0.61794,22,0.63187,11,-0.3528,6,-1.3705,27,1.16856,11,-0.4348
ENSG00000082068,WDR70,2,-2.8346,18,0.38641,21,0.61020,0,-4.3850,13,-0.1738,18,0.41636,17,0.24028,23,0.75873,15,0.14055,14,0.00567
ENSG00000113594,LIFR,276,2.44084,144,1.22029,174,1.54962,3,-4.4843,47,-0.5939,28,-1.3142,20,-1.8133,21,-1.7790,44,-0.7138,17,-2.1450
ENSG00000164327,RICTOR,2,-3.4604,49,1.28523,20,-0.1561,23,0.06920,15,-0.6190,24,0.16363,24,0.11049,32,0.59866,20,-0.1346,21,-0.0912
ENSG00000113638,TTC33,2,-4.3384,21,-1.0008,20,-1.0356,37,-0.1560,31,-0.4577,48,0.27474,59,0.58082,56,0.50860,49,0.33488,62,0.76005
ENSG00000132356,PRKAA1,107,2.74403,26,0.23838,10,-1.2232,0,-5.0536,10,-1.2281,11,-1.0060,17,-0.4013,33,0.59824,24,0.10804,10,-1.3133
ENSG00000145592,RPL37,801,-0.6777,2766,1.30662,1815,0.60029,964,-0.3947,1873,0.72884,810,-0.6601,624,-1.0530,1075,-0.2269,891,-0.5540,897,-0.5438
ENSG00000182836,PLCXD3,88,1.10701,8,-2.4161,24,-0.9254,31,-0.5520,33,-0.4757,59,0.45520,22,-1.0777,78,0.91914,69,0.79526,30,-0.6395
