"","logFC_Apoe_e4yes","p_Apoe_e4yes","padj"
"TXNDC12",0.091593739752886,0.175716402154619,0.371583217662123
"BTF3L4",-0.131650853721648,0.0367217365809867,0.149787939338903
"ZFYVE9",-0.00723756302784358,0.798419776605922,0.886901882222344
"CC2D1B",-0.046115813911997,0.627978490046943,0.77780204384425
"PRPF38A",0.194986380910691,0.00340468416325519,0.0362088944131809
"TUT4",0.0171179978015617,0.526159717232835,0.7064872917921
"GPX7",-0.226582492153513,0.0617525080823362,0.201855552058676
"COA7",0.0607675056586879,0.62195929685159,0.773247949238524
"ZYG11B",-0.0897095838699165,0.000270328358064295,0.0076877459156403
"ECHDC2",-0.154713087806551,0.175786086708763,0.371603750681507
"SCP2",-0.171884885187888,0.000164349096681456,0.00581889716021887
"CPT2",-0.305869303493517,0.00771995557805764,0.0589793302530128
"MAGOH",0.110315962965534,0.0485007437043695,0.17609763140479
"LRP8",-0.82438220978653,0.00177678532559579,0.0244027491561601
"GLIS1",0.0578522466625008,0.756846550668903,0.862379501192586
"NDC1",-0.103029082412126,0.00808821438923866,0.0605248506711627
"YIPF1",0.14722587793681,0.00165125749245585,0.0237107564849512
"DIO1",-0.050122314357468,0.745551704774985,0.855246951576519
"HSPB11",-0.153170718417189,0.000980820596226453,0.0173385575298691
"LRRC42",-0.0597009480019003,0.406029959732379,0.609007790931744
"TMEM59",0.0770754556735203,0.0561178878318411,0.190916927470409
"TCEANC2",0.0236544211714845,0.793557854797225,0.884294670836257
"MRPL37",-0.159110660131567,0.0065576432985199,0.0539948941895406
"SSBP3",0.0670455445799453,0.278311470073564,0.486779920557742
"ACOT11",0.185155542612184,0.332448008006709,0.540429714708007
"PARS2",0.0678553111552464,0.626484096023986,0.776494390671057
"DHCR24",0.551296271636231,0.00175448571465117,0.0243739764304454
"USP24",-0.0525122214982494,0.00646947903783549,0.053785296985872
"AC119674.2",0.176610171315231,0.0888403007267463,0.247377157604185
"PLPP3",-0.365911315387716,4.91163130060563e-05,0.00266951469636425
"PRKAA2",-0.441517201550258,0.00173403467394658,0.0242465971432905
"DAB1",-0.186293493776483,0.317638205134246,0.525874767939021
"MYSM1",0.0232636978976184,0.663124990970969,0.801880215191246
"JUN",0.220328388909237,0.0502023879698741,0.17896512957874
"FGGY",0.03374908226738,0.498352331964346,0.685794791527171
"HOOK1",-0.280709163408452,0.0872766249637193,0.245078616938683
"CYP2J2",-0.0656270789459204,0.243640782615202,0.449513994370791
"NFIA",0.0193071685260108,0.530911194093348,0.709331699968169
"TM2D1",0.0134374564662969,0.603458254347516,0.761745409786535
"PATJ",-0.0414069791519041,0.621994829557453,0.773247949238524
"KANK4",0.0692913948802516,0.793667311898067,0.884294670836257
"USP1",0.0219932329971138,0.738682301335792,0.852225219081383
"DOCK7",0.052796012714778,0.520696380528226,0.702883392974485
"ATG4C",0.0577421306612304,0.237170929268842,0.442739139083595
"ALG6",-0.178494310552471,0.0364272598238918,0.14927467054817
"ITGB3BP",0.391888945188752,8.96246352701435e-05,0.00392448226242975
"EFCAB7",0.318513015366206,0.000684080548357949,0.0136507667556388
"PGM1",0.00125794617985139,0.990404023157432,0.995949578427891
"ROR1",0.282938150007333,0.291244474822246,0.499253220638715
"CACHD1",0.062494789207911,0.61955207922544,0.771920139701204
"RAVER2",-0.287519249241407,0.031463195083126,0.136516776425104
"JAK1",-0.118598937325454,4.94139504274617e-05,0.00267396364059872
"AK4",0.0788561470045459,0.637908618040419,0.78475260858061
"DNAJC6",-0.0188532916750192,0.621942369459539,0.773247949238524
"LEPR",0.257169842121547,0.210510020505007,0.41158727896782
"PDE4B",-0.0826335268512077,0.227054537126072,0.431675333548064
"SGIP1",-0.0111174381322326,0.877071534085568,0.933080030585263
"WDR78",0.0290258361905483,0.536059906981718,0.713510791618061
"MIER1",0.0727779784736858,0.00208899865060109,0.026470470233959
"SLC35D1",-0.0422329377727989,0.479557129336066,0.670089642479628
"IL12RB2",-0.0767172760636528,0.605016115725274,0.762779500057747
"SERBP1",0.11022294008428,0.0281686942638056,0.128238963746172
"GADD45A",-0.26782146607577,0.150728477841341,0.337853015321047
"GNG12",-0.289878614030573,0.056625122234703,0.191669754599916
"WLS",-0.340802798686658,0.0326020538344926,0.139649032532676
"LRRC7",0.160756191173681,0.097832324491807,0.261731037371
"LRRC40",-0.0592697248370949,0.130673037274198,0.310448672910633
"SRSF11",-0.0775295626891984,0.115110725647999,0.287747566970746
"ANKRD13C",-0.0616359313520392,0.211841147158428,0.413276998675573
"HHLA3",0.181287719347319,0.0163801579037803,0.0934220897020345
"CTH",0.0961925392118049,0.236274206692567,0.441592201310175
"ZRANB2",0.0433080670193047,0.311032548878389,0.518886119440856
"NEGR1",-0.257479734435334,0.00650753175327775,0.053785296985872
"LRRIQ3",0.168801847175147,0.358949047537654,0.565412049966519
"ERICH3",-0.0632212665545133,0.734690716642759,0.849676841870002
"CRYZ",0.432770698224185,0.0205919414810064,0.106545026652456
"TYW3",0.133777150274618,0.0584113132544732,0.194840644374006
"SLC44A5",-0.284392547144346,0.0458406092774042,0.170485243146936
"ACADM",0.0484703729382583,0.249144852484544,0.455503542636245
"RABGGTB",-0.0120436217903454,0.882623900495114,0.936199102070138
"MSH4",0.406361297786885,0.02323962427546,0.114370700564535
"ST6GALNAC3",0.135110219492851,0.235384016801744,0.440483046844943
"ST6GALNAC5",0.00805986452672597,0.964636282464948,0.981624577128939
"PIGK",0.0980816696294801,0.0698166585663013,0.215914158461094
"AK5",-0.0137782974540863,0.869231618658195,0.929486006690108
"AC118549.1",-0.0281424942811083,0.318017418511724,0.526221371370981
"USP33",0.0680777611030276,1.94817269641747e-05,0.00158528871031244
"MIGA1",0.0594539024816693,0.0189429275795927,0.101237158296519
"NEXN",0.536207488501865,0.00177187018563094,0.0243908937234073
"FUBP1",0.142926538357985,0.00400088394700177,0.0399830273155209
"GIPC2",0.504552337467961,0.000395837402204084,0.00992629297941267
"IFI44",-0.22822399636169,0.191992828991373,0.389964782307998
"ADGRL2",-0.190850259503282,0.248181930716345,0.454620233593935
"TTLL7",0.163714984382066,0.0291147462758916,0.130123926635641
"PRKACB",0.0505471623459051,0.0550806629708369,0.188813160590487
"SAMD13",0.0764448424795728,0.106976817327976,0.27617397118819
"RPF1",0.123714561289857,0.119256135610412,0.29403542230088
"GNG5",0.543048248463001,0.000257573034623399,0.00751022363541919
"SPATA1",0.267480054431375,0.0511400358841946,0.180806654686716
"CTBS",0.370569840369061,0.00287047030537815,0.0323960546668908
"SSX2IP",-0.0588661804213525,0.229892393157588,0.434736233176992
"C1orf52",0.0351113422079549,0.492947396220708,0.68115567952353
"BCL10",0.0168972566289384,0.865899444377628,0.927658503910052
"DDAH1",-0.36162793550316,0.0372160015592871,0.151058202201993
"ZNHIT6",0.040155579456475,0.302562882806096,0.510951109802827
"COL24A1",-0.317473673352154,0.0345994675923572,0.144917545073673
"ODF2L",-0.128899702646571,0.0623437927973084,0.20289404286075
"CLCA2",-0.0593086135384464,0.703625720426497,0.830649702536454
"CLCA4",-0.0571870492349282,0.671384737485961,0.8084539565568
"SH3GLB1",-0.0219512464254264,0.462675597415756,0.657146433801756
"SELENOF",-0.0483683428636642,0.387144563530656,0.592429665506531
"HS2ST1",-0.131486356760844,0.00176199130255169,0.0243906751736297
"LMO4",0.00986816851130013,0.907794103404958,0.950678993441582
"PKN2",0.109459909572211,0.000225044985859916,0.00696757993779511
"GTF2B",-0.0940068050797562,0.0113690473385918,0.0754784844677906
"KYAT3",-0.0868747588951511,0.0904687816330461,0.249964134224461
"LRRC8B",-0.156542614877404,0.0412333301183702,0.160350413526549
"AC093423.3",-0.199764960175916,0.430975016375969,0.631356236308193
"LRRC8D",0.137358368403687,0.0436068995202773,0.165556586659092
"ZNF326",-0.0934794635125003,0.116678715224606,0.289756039892448
"ZNF644",-0.0685866844076074,0.074541383111113,0.224311751874238
"HFM1",-0.633860135264733,0.051382413813034,0.181301501130728
"CDC7",0.00430172242414103,0.972954129070283,0.986060079062599
"TGFBR3",0.0972965887781899,0.59614309122528,0.756828725178124
"EPHX4",-0.61846373908038,0.00139695259880466,0.0215073832677643
"BTBD8",0.0565586472309736,0.32332944534147,0.532265065970902
"GLMN",-0.17422292592582,0.0437834026593039,0.16597244593273
"RPAP2",-0.0304342955811645,0.29110022916198,0.499074991667855
"EVI5",-0.0513701474985303,0.348182696588098,0.555657434142912
"RPL5",-0.0363699504437614,0.67970888468661,0.814572538426556
"MTF2",-0.103029647620525,0.0809731635694758,0.235765846558492
"TMED5",0.28367732465031,0.000156196364718191,0.0056431059813056
"CCDC18",0.276145945247703,0.00659469896782795,0.0541773360448607
"DR1",0.00180892896683848,0.981024429078461,0.990785995997803
"FNBP1L",0.00999062889143673,0.908045942979573,0.950701700355091
"BCAR3",-0.535651203294524,0.0192044460257189,0.101976245211581
"DNTTIP2",0.069823910700678,0.427973049719793,0.628595119526022
"GCLM",-0.137283040430553,0.409731995905463,0.612164442215926
"ARHGAP29",-0.174801881407635,0.264926407086082,0.472674615722903
"ABCD3",-0.0380770944670793,0.477311946256233,0.668118111149581
"F3",-0.607385546499504,0.031858221872576,0.137604421556278
"SLC44A3",-0.47574800379942,0.000117573938449064,0.00466979565788718
"CNN3",-0.0428019182775024,0.633768790732282,0.781308121752776
"ALG14",-0.113690642561426,0.105615500344612,0.273863346509129
"TMEM56-RWDD3",-0.256554836203575,0.0206373214225914,0.106583570712833
"PTBP2",-0.105601094566466,0.00846897325486542,0.0622833926256927
"DPYD",0.0863664386904297,0.282688517841812,0.490558200965654
"SNX7",-0.00647827295718453,0.926647944473918,0.960818972201756
"PLPPR5",-0.273081860670539,0.0788502122467402,0.231433403638466
"PLPPR4",-0.44527866142568,0.000396163497305315,0.00992629297941267
"AGL",-0.11068638584425,0.0989749826355203,0.26381974291662
"MFSD14A",-0.019665463028048,0.939973999536663,0.96901400384881
"SASS6",0.0594363179737062,0.476461180561545,0.667643984351789
"TRMT13",0.131106016185322,0.00644197172376266,0.053785296985872
"LRRC39",-0.181205973411443,0.250240231283808,0.456519120781665
"DBT",-0.0490294042013034,0.2655415673068,0.47289185797753
"RTCA",-0.271448826430063,0.0961980632684122,0.259318338051374
"CDC14A",-0.125349386289217,0.280556658340145,0.488386576739742
"EXTL2",-0.103250991205781,0.162981930209042,0.354079957775325
"SLC30A7",0.000929881652116914,0.974115163737159,0.986776351592485
"DPH5",-0.0223742233273444,0.560227095585226,0.730032858173754
"OLFM3",-0.387766431853096,0.0814509366604982,0.236196773487145
"COL11A1",-0.154290051176206,0.340332341106861,0.547927552422531
"RNPC3",0.135914693900957,0.00962962503297447,0.0674563671049291
"AMY2B",-0.0775941070290468,0.596410532656707,0.756942099624137
"PRMT6",-0.020423922526389,0.878156839942288,0.933963397623368
"NTNG1",-0.527552993311231,0.000174305753421463,0.00608449829971483
"VAV3",-0.314546576309222,0.0422131559130005,0.162513158596974
"SLC25A24",-0.0425299194146069,0.760558681298054,0.864664511802338
"FAM102B",-0.280728880571301,0.00488061499213624,0.045474121039513
"HENMT1",-0.115411108372246,0.378828795407082,0.585342447965656
"PRPF38B",-0.0640432742277536,0.265227224076155,0.472837830636126
"FNDC7",-0.265484665946261,0.182251074515782,0.378364100418759
"STXBP3",0.0323677132961704,0.479599426367752,0.670089642479628
"AKNAD1",0.391684597628649,0.0273934039754383,0.12642795607584
"GPSM2",0.0230081646231483,0.540610055362427,0.715960222940173
"WDR47",-0.0455027614077986,0.409719539848602,0.612164442215926
"TAF13",0.121660401458405,0.203976576886882,0.403714351716397
"TMEM167B",0.149593969811851,0.0506021421850428,0.179570946723096
"KIAA1324",0.221110580170728,0.0234100990691644,0.1147539349941
"SARS",-0.010049918727448,0.821476172159198,0.901499532890257
"CELSR2",0.143762363568023,0.178081185214542,0.374151311221481
"PSRC1",0.056789543512768,0.528448335097723,0.70825565309658
"MYBPHL",0.349198319606173,0.00255647270417023,0.0300852894112797
"SORT1",0.115186384925139,0.0733741849452835,0.222205141638637
"PSMA5",-0.160224114700639,0.0714290741994259,0.218825485161752
"ATXN7L2",0.362508680464911,0.00188272566608102,0.0249491072861823
"CYB561D1",0.243372744432243,0.00713492363757474,0.0565681213799272
"AMIGO1",0.0514130611061479,0.642144295737147,0.787009406861312
"GNAI3",-0.0290610257112417,0.444201542898339,0.642853563117898
"AMPD2",0.121673068452616,0.239683372329392,0.445434365612751
"GSTM4",0.0821006211964878,0.36727113418664,0.574214470709165
"GSTM3",-0.0483371682012772,0.666574601307285,0.804471324413498
"CSF1",0.333310890880722,0.0392292396033081,0.15615535353351
"AHCYL1",-0.0154142204764403,0.766443999823045,0.867852160618346
"STRIP1",-0.133181737171555,0.000594531562185085,0.0125044064207365
"SLC6A17",-0.260708470153638,0.217073979688525,0.419302338721394
"KCNC4",-0.29677046970304,0.00728767487885173,0.0572728543131689
"RBM15",0.251580255514681,0.0108255321170659,0.0728284440796313
"SLC16A4",0.789273668969566,2.7614248701406e-05,0.00188818942938298
"LAMTOR5",0.0644605416277082,0.553684766516273,0.725285496277922
"KCNA2",-0.0127143654115615,0.925218796384089,0.959964394776525
"LRIF1",0.100230926267392,0.105418565357159,0.273580494639983
"DRAM2",-0.0801920687904036,0.220447911788249,0.423402126918783
"CEPT1",-0.0435707577243873,0.1603345631988,0.350355476487309
"OVGP1",-0.0364600811253107,0.878978503141678,0.934239781364755
"WDR77",-0.214036685027655,0.0490842405453685,0.177354674324084
"ATP5PB",-0.0730972511802919,0.284724920681794,0.492780896241452
"C1orf162",-0.0707392233139702,0.554617203066694,0.725976167783085
"TMIGD3",-0.468608405767353,0.202414423230442,0.401909875448107
"RAP1A",-0.0411038350082521,0.517187276973758,0.700321625441744
"INKA2",-0.178605284339183,0.329728178914256,0.53807864249817
"DDX20",-0.0141562772801858,0.925336886346481,0.959964394776525
"KCND3",-0.191847490759194,0.287740430116066,0.495922031988635
"CTTNBP2NL",-0.100813968702399,0.122703722462246,0.298728083281623
"WNT2B",-0.0913923218660505,0.347624412208839,0.555410226417216
"ST7L",0.121280847017452,0.00507661629813004,0.0466116436433086
"CAPZA1",-0.0496757765744274,0.268343860496669,0.476269997031613
"MOV10",-0.384992065374806,0.00148336004473797,0.0223584727857164
"RHOC",-0.369031269751052,0.00297455499911251,0.0331480985152897
"SLC16A1",-0.235179611474502,0.175294530750667,0.370880967229344
"LRIG2",-0.085068940552076,0.135693065039498,0.316906984916973
"MAGI3",-0.0438583292422884,0.436616788985844,0.636012136959279
"PHTF1",-0.321460484653051,0.0168905020681498,0.094709095759508
"RSBN1",0.153397500217984,7.37233009886098e-07,0.000154843923025568
"PTPN22",-0.52445125458421,0.0128941494192801,0.080903442837326
"BCL2L15",-0.426635059572149,0.055043122925834,0.188809329363032
"AP4B1",-0.058072194096301,0.466867701972712,0.660290060643014
"DCLRE1B",-0.0624301226793892,0.657409096767292,0.798305036637573
"HIPK1",-0.0115710638309572,0.832236642784049,0.908240993164239
"TRIM33",-0.100088554373305,0.0149697472108974,0.0882097515156634
"BCAS2",-0.138586137444962,0.0107586383987918,0.0725828783544103
"DENND2C",-0.272335085476588,0.00935517376178902,0.0660565887499086
"AMPD1",-0.603849346961855,0.123090015886038,0.299147182263129
"NRAS",0.047257822154718,0.497403454656159,0.685173811705105
"CSDE1",0.00424198473476989,0.908519034985787,0.95097694237638
"SIKE1",0.236784889701994,1.37262546966559e-05,0.00124157480438657
"NHLH2",0.0237000287549678,0.85441037382165,0.920997221976589
"SLC22A15",-0.0348342601687643,0.616072633717468,0.768896371943485
"ATP1A1",-0.0862713562846872,0.151167640808963,0.338574277034908
"CD58",0.208526000537012,0.115727092789103,0.288234915893723
"TTF2",-0.222936774038506,0.0228858209015453,0.11344043704478
"TRIM45",-0.404070117926394,0.0122961278337677,0.0787053802252321
"MAN1A2",0.0190446062945505,0.579930682707301,0.744980988249339
"GDAP2",-0.0380305466069292,0.309672745266708,0.517850431352737
"WDR3",-0.0207325965044905,0.762983150975388,0.865673613521975
"WARS2",-0.215300450088891,0.00932477392131438,0.0659552509285556
"ZNF697",0.0514908583391386,0.7959176040953,0.885766587332641
"PHGDH",0.221037234330994,0.150006382699883,0.336997660336649
"NOTCH2",0.125627635844558,0.550103856707498,0.722663732886602
"SEC22B",0.231538359507161,6.56108533726075e-13,2.03262423748338e-09
"NBPF26",0.200035822339454,0.485518008220708,0.675322409336892
"SRGAP2C",0.134823559964494,0.0812762108848241,0.236196773487145
"NBPF15",-0.160923476425984,0.0652819946649897,0.207642319786589
"SRGAP2B",0.114844777404744,0.145571359708686,0.330751794922999
"NBPF20",0.0407656733310665,0.730279909880378,0.847978695955551
"GPR89A",-0.013931599654581,0.814069270176144,0.8964662214233
"PDZK1",-0.0890797082594999,0.65984634963506,0.799772885557741
"RNF115",-0.182942512923684,0.00546958854208305,0.0487970779074825
"POLR3C",-0.137359578518924,0.0745775030440495,0.224311751874238
"NUDT17",0.628188520882496,0.00747510626201111,0.0579560473354745
"PIAS3",-0.14656078859633,0.0902458190811772,0.249737871829823
"ANKRD35",0.0817826409052192,0.581341185306067,0.746062548499667
"ITGA10",0.841680484980621,0.00138524663143011,0.0214306819683919
"PEX11B",-0.223713142992903,0.089124605788651,0.247908443307062
"RBM8A",0.145885580905859,0.0628919333512951,0.203801916176244
"LIX1L",-0.0225327297786996,0.745877679491236,0.855271660211636
"ANKRD34A",-0.0689247419886877,0.70617521154176,0.831797268943563
"POLR3GL",-0.0422010647019099,0.626480684875014,0.776494390671057
"TXNIP",0.196873741670812,0.289608887979348,0.498172312581911
"NBPF12",-0.0862116586212032,0.15386012382304,0.341629574344223
"PRKAB2",0.0211066184129365,0.657848744554793,0.798595380341203
"FMO5",0.567886699987879,0.00237672214579578,0.028887757567611
"CHD1L",-0.128025294329072,0.132350916670566,0.312667463383079
