feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,class.power,grp
IFI27L1,1,0.02764394,0.004699143,41558965,0.503052525,0.011802595,0.061816154,2.961656299,2.346805737,0.00610505,APOE34 vs APOE33 (AD only)
TSPYL1,1,0.095196211,0.005113008,41558950.5,0.50305235,0.162007058,0.394985907,9.664840776,9.009126467,0.006104699,APOE34 vs APOE33 (AD only)
ZNF461,1,0.061301094,0.007128724,41558904.5,0.503051793,0.093079728,0.277540355,6.554637452,5.958279009,0.006103586,APOE34 vs APOE33 (AD only)
NKAPL,1,0.013713875,0.006015422,41558901.5,0.503051757,0.000118118,0.001311889,1.392628354,0.782268579,0.006103513,APOE34 vs APOE33 (AD only)
TMA16,1,0.040267263,0.005864031,41558738,0.503049777,0.041952015,0.160352113,4.456410733,3.846153846,0.006099555,APOE34 vs APOE33 (AD only)
AGBL3,1,0.10788076,-0.000787723,41558557.5,0.503047593,0.188239675,0.432625244,11.03890075,10.273794,0.006095185,APOE34 vs APOE33 (AD only)
ERAP2,1,0.022890582,0.004897654,41558549.5,0.503047496,0.007129366,0.041725774,2.608857116,1.994784876,0.006094991,APOE34 vs APOE33 (AD only)
WHAMM,1,0.115070918,0.00452885,41558544,0.503047429,0.2113324,0.465075015,12.32011884,11.65580183,0.006094858,APOE34 vs APOE33 (AD only)
HSPA8,1,0.161627485,-0.003343732,41558537,0.503047344,0.28046643,0.535897035,17.41713861,16.45371578,0.006094689,APOE34 vs APOE33 (AD only)
FAM89B,1,0.044061353,0.002997204,41558535.5,0.503047326,0.056571308,0.197481487,5.069167208,4.43285528,0.006094652,APOE34 vs APOE33 (AD only)
METTL4,1,0.088041953,0.00319422,41558474,0.503046582,0.165745793,0.401468911,9.813387801,9.152542373,0.006093164,APOE34 vs APOE33 (AD only)
CARD8,1,0.089314678,0.005753154,41558433,0.503046086,0.164291831,0.399306491,9.72054591,9.100391134,0.006092171,APOE34 vs APOE33 (AD only)
ZFP82,1,0.127263462,0.003806375,41558319.5,0.503044712,0.226183068,0.480327162,13.21140098,12.5684485,0.006089423,APOE34 vs APOE33 (AD only)
ZNF808,1,0.03705794,0.006732158,41558264,0.50304404,0.030995986,0.129550585,3.955064525,3.35071708,0.00608808,APOE34 vs APOE33 (AD only)
E2F6,1,0.068343049,0.004658157,41558109.5,0.50304217,0.120075592,0.327869873,7.650171757,7.04041721,0.006084339,APOE34 vs APOE33 (AD only)
ZNF793,1,0.094717758,0.004246613,41557944.5,0.503040172,0.177498862,0.417308676,10.36115495,9.713168188,0.006080345,APOE34 vs APOE33 (AD only)
AL136295.1,1,0.06063742,0.002918778,41557710.5,0.50303734,0.097155632,0.282873503,6.67533191,6.036505867,0.00607468,APOE34 vs APOE33 (AD only)
PFDN2,1,0.136709469,0.000581781,41557606,0.503036075,0.24685114,0.491589392,14.5483242,13.83311604,0.00607215,APOE34 vs APOE33 (AD only)
CNTNAP1,1,0.026749188,0.003866683,41557595,0.503035942,0.013303264,0.06793842,3.026645623,2.411994785,0.006071884,APOE34 vs APOE33 (AD only)
ACBD5,1,0.107916503,0.001944248,41557470.5,0.503034435,0.206884976,0.459945633,11.95803547,11.25162973,0.00606887,APOE34 vs APOE33 (AD only)
GALNS,1,0.061327723,0.004402064,41557370.5,0.503033224,0.102622814,0.293922895,6.879584068,6.245110821,0.006066449,APOE34 vs APOE33 (AD only)
TXNDC15,1,0.099236286,0.006440762,41557359.5,0.503033091,0.185620773,0.428640907,10.72323833,10.10430248,0.006066183,APOE34 vs APOE33 (AD only)
STK32C,1,0.056040299,0.005536596,41557233.5,0.503031566,0.082512939,0.257439794,6.044007056,5.436766623,0.006063132,APOE34 vs APOE33 (AD only)
DDR2,1,0.017007343,0.00445222,41557123,0.503030229,0.00120248,0.009727113,1.847553616,1.238591917,0.006060457,APOE34 vs APOE33 (AD only)
ARFIP1,1,0.278465606,0.00529748,41557097.5,0.50302992,0.364361103,0.627285139,26.6456225,25.82790091,0.00605984,APOE34 vs APOE33 (AD only)
NET1,1,0.023352567,0.006437555,41557042,0.503029248,0.0067615,0.040004053,2.543867793,1.942633638,0.006058496,APOE34 vs APOE33 (AD only)
H2AFY2,1,0.056138429,0.008737871,41557037.5,0.503029194,0.076784035,0.245246209,5.793333952,5.215123859,0.006058387,APOE34 vs APOE33 (AD only)
SLC45A2,1,0.030259144,0.005843272,41556981,0.50302851,0.01727669,0.083381438,3.24018197,2.633637549,0.006057019,APOE34 vs APOE33 (AD only)
IFT122,1,0.103790805,0.00396293,41556977,0.503028461,0.191326973,0.437531622,11.01104818,10.35202086,0.006056923,APOE34 vs APOE33 (AD only)
ERO1A,1,0.081419009,0.007210931,41556952,0.503028159,0.145149315,0.368112965,8.680716739,8.083441982,0.006056317,APOE34 vs APOE33 (AD only)
RNF139,1,0.058775238,0.003315105,41556880,0.503027287,0.100787974,0.290052466,6.777457989,6.140808344,0.006054574,APOE34 vs APOE33 (AD only)
GPAT2,1,0.011916891,0.005401311,41556876.5,0.503027245,0.000119896,0.001329172,1.374059976,0.769230769,0.00605449,APOE34 vs APOE33 (AD only)
RRP1B,1,0.114018672,0.003924893,41556868.5,0.503027148,0.21248365,0.466073172,12.20870857,11.53846154,0.006054296,APOE34 vs APOE33 (AD only)
BACE2,1,0.053937957,0.011901318,41556743.5,0.503025635,0.054178702,0.192606454,4.874199239,4.302477184,0.00605127,APOE34 vs APOE33 (AD only)
SURF6,1,0.041513991,0.003068969,41556705,0.503025169,0.050474732,0.182677741,4.744220592,4.119947849,0.006050338,APOE34 vs APOE33 (AD only)
RSPH3,1,0.030152462,0.006141585,41556627.5,0.503024231,0.014662478,0.073394328,3.082350757,2.477183833,0.006048462,APOE34 vs APOE33 (AD only)
IFRD1,1,0.139554747,-0.001117472,41556541.5,0.50302319,0.262956336,0.513277702,15.61600594,14.82398957,0.00604638,APOE34 vs APOE33 (AD only)
CHD1,1,0.217415747,0.004552211,41556412,0.503021622,0.328472196,0.590607255,21.67858138,20.9517601,0.006043244,APOE34 vs APOE33 (AD only)
PSMD13,1,0.09045233,0.004424821,41556316.5,0.503020466,0.172230733,0.411447992,9.934082258,9.322033898,0.006040933,APOE34 vs APOE33 (AD only)
ARHGEF28,1,0.038802514,0.00641306,41556123,0.503018124,0.026746164,0.116725341,3.695107232,3.089960887,0.006036248,APOE34 vs APOE33 (AD only)
PRR26,1,0.019275704,0.003579237,41556004.5,0.50301669,0.004376511,0.028356307,2.302478878,1.694915254,0.006033379,APOE34 vs APOE33 (AD only)
CAPN1,1,0.022176526,0.005880074,41555734.5,0.503013421,0.004893289,0.031085806,2.348899824,1.747066493,0.006026843,APOE34 vs APOE33 (AD only)
CR1L,1,0.017831315,0.005358832,41555687,0.503012846,0.001512285,0.011835995,1.893974561,1.290743155,0.006025693,APOE34 vs APOE33 (AD only)
ZFAT,1,0.084143424,0.00690277,41555664.5,0.503012574,0.144606118,0.367567906,8.560022282,7.966101695,0.006025148,APOE34 vs APOE33 (AD only)
BTN2A1,1,0.03325863,0.003613469,41555330.5,0.503008531,0.031414895,0.130791971,3.890075202,3.272490222,0.006017062,APOE34 vs APOE33 (AD only)
TRAF7,1,0.030490445,0.006602975,41555126,0.503006056,0.01925389,0.090296712,3.295887104,2.698826597,0.006012112,APOE34 vs APOE33 (AD only)
ST3GAL5,1,0.423459223,0.001889722,41555059,0.503005245,0.424907215,0.666731978,38.69649986,37.19687093,0.00601049,APOE34 vs APOE33 (AD only)
SLC12A4,1,0.015577006,0.004909578,41554650,0.503000294,0.001153537,0.009403222,1.801132671,1.199478488,0.006000588,APOE34 vs APOE33 (AD only)
TUSC1,1,0.027664174,0.002821018,41554531.5,0.50299886,0.019967132,0.09274337,3.323739671,2.711864407,0.005997719,APOE34 vs APOE33 (AD only)
MRPS16,1,0.060823744,0.002775966,41554376.5,0.502996983,0.109999272,0.309038304,7.009562715,6.375488918,0.005993967,APOE34 vs APOE33 (AD only)
C4orf33,1,0.032815286,0.004860076,41554368.5,0.502996887,0.029873616,0.126198605,3.787949123,3.181225554,0.005993773,APOE34 vs APOE33 (AD only)
PROCR,1,0.014282155,0.005304629,41554149.5,0.502994236,0.000555922,0.005035057,1.615448891,1.016949153,0.005988471,APOE34 vs APOE33 (AD only)
CFAP100,1,0.011728087,0.00460505,41554047.5,0.502993001,0.000127948,0.00140711,1.355491598,0.75619296,0.005986002,APOE34 vs APOE33 (AD only)
NOB1,1,0.023760198,0.00469778,41554030,0.502992789,0.009974725,0.05446425,2.729551574,2.125162973,0.005985578,APOE34 vs APOE33 (AD only)
ATXN2L,1,0.152202027,0.002054026,41553722.5,0.502989067,0.284712179,0.541524439,16.87865565,16.17992177,0.005978134,APOE34 vs APOE33 (AD only)
RAD51C,1,0.093365917,0.003184366,41553679.5,0.502988547,0.178441066,0.418097267,10.03620834,9.374185137,0.005977093,APOE34 vs APOE33 (AD only)
CCDC174,1,0.09349386,0.003964937,41553636,0.50298802,0.181858519,0.423171238,10.19403955,9.556714472,0.00597604,APOE34 vs APOE33 (AD only)
ARL1,1,0.062479938,0.001925652,41553514,0.502986543,0.118277665,0.324245505,7.297372575,6.66232073,0.005973087,APOE34 vs APOE33 (AD only)
SUOX,1,0.025964604,0.002959129,41553512.5,0.502986525,0.015944617,0.078302579,3.082350757,2.477183833,0.00597305,APOE34 vs APOE33 (AD only)
NR6A1,1,0.234404914,0.003860026,41553425,0.502985466,0.318242209,0.582216796,19.94243803,19.20469361,0.005970932,APOE34 vs APOE33 (AD only)
CYP39A1,1,0.022256845,0.005112796,41553274.5,0.502983644,0.00545014,0.033878995,2.358184013,1.760104302,0.005967288,APOE34 vs APOE33 (AD only)
TMEM191B,1,0.007599257,0.005053872,41553274,0.502983638,2.14E-07,4.33E-06,0.844861201,0.247718383,0.005967276,APOE34 vs APOE33 (AD only)
DOCK11,1,0.087817487,0.004579487,41553259,0.502983457,0.148890988,0.373560564,8.587874849,7.966101695,0.005966913,APOE34 vs APOE33 (AD only)
HIST3H2A,1,0.015346088,0.00443851,41553131.5,0.502981913,0.001011469,0.008400776,1.745427537,1.147327249,0.005963827,APOE34 vs APOE33 (AD only)
DKC1,1,0.04881662,0.004583794,41552571.5,0.502975135,0.071731228,0.234227671,5.403398013,4.79791395,0.005950269,APOE34 vs APOE33 (AD only)
CAMSAP2,1,0.477532912,0.00742806,41552539,0.502974741,0.440854437,0.683979149,41.94596602,41.09517601,0.005949483,APOE34 vs APOE33 (AD only)
MYH3,1,0.025094383,0.007208857,41552442,0.502973567,0.008281777,0.046966771,2.57172036,1.981747066,0.005947134,APOE34 vs APOE33 (AD only)
TMSB10,1,0.120340405,-0.001940823,41552416.5,0.502973259,0.207968985,0.46105239,11.53096277,10.73011734,0.005946517,APOE34 vs APOE33 (AD only)
NTRK2,1,0.55034887,0.012998127,41552254,0.502971292,0.444825178,0.687484399,42.91152168,42.65971317,0.005942583,APOE34 vs APOE33 (AD only)
ACTR5,1,0.038572411,0.005632638,41551721.5,0.502964846,0.044846173,0.167728433,4.326432086,3.728813559,0.005929692,APOE34 vs APOE33 (AD only)
PJVK,1,0.053932291,0.003978345,41551698,0.502964561,0.091498745,0.275308565,6.118280568,5.514993481,0.005929123,APOE34 vs APOE33 (AD only)
SYNC,1,0.03452102,0.002494299,41551690.5,0.502964471,0.03540416,0.142627734,3.945780336,3.33767927,0.005928941,APOE34 vs APOE33 (AD only)
TANK,1,0.231314715,0.007318324,41551646.5,0.502963938,0.340689682,0.601900054,21.97567542,21.34289439,0.005927876,APOE34 vs APOE33 (AD only)
FAM98B,1,0.087268392,0.004938373,41551509,0.502962274,0.173852728,0.413676665,9.609135642,8.983050847,0.005924547,APOE34 vs APOE33 (AD only)
NOX4,1,0.089515707,0.005092441,41551264,0.502959308,0.139763214,0.361933792,8.040107697,7.431551499,0.005918616,APOE34 vs APOE33 (AD only)
ZNF277,1,0.212655934,0.001089983,41551239,0.502959005,0.325843075,0.589789698,20.32308978,19.49152542,0.005918011,APOE34 vs APOE33 (AD only)
DPP9,1,0.119590345,0.00561056,41551133,0.502957722,0.230050016,0.480327162,12.59864451,11.98174707,0.005915445,APOE34 vs APOE33 (AD only)
FAM118B,1,0.042460193,0.005789438,41550371.5,0.502948505,0.055037904,0.194746999,4.66994708,4.08083442,0.005897009,APOE34 vs APOE33 (AD only)
SNRNP40,1,0.135420656,0.003047431,41550335,0.502948063,0.262584014,0.512998103,14.67830285,13.95045632,0.005896126,APOE34 vs APOE33 (AD only)
ARID3A,1,0.036054183,0.007592179,41550305,0.5029477,0.029495914,0.124862782,3.639402098,3.063885267,0.0058954,APOE34 vs APOE33 (AD only)
NFX1,1,0.289676566,0.005160616,41550284.5,0.502947452,0.384573993,0.642580211,27.750441,26.96219035,0.005894903,APOE34 vs APOE33 (AD only)
PNMA8A,1,0.037990715,0.003758928,41550274.5,0.502947331,0.039417786,0.15418551,4.066474793,3.455019557,0.005894661,APOE34 vs APOE33 (AD only)
SH3BGRL3,1,0.066932461,0.00283695,41550128,0.502945557,0.125554157,0.337749149,7.380930276,6.753585398,0.005891114,APOE34 vs APOE33 (AD only)
SEC62,1,0.307215062,0.000826385,41550018.5,0.502944232,0.398821505,0.643741531,30.2850246,29.20469361,0.005888464,APOE34 vs APOE33 (AD only)
AUH,1,0.511746588,0.006730804,41549881,0.502942567,0.451406732,0.693206893,43.97920342,43.1029987,0.005885135,APOE34 vs APOE33 (AD only)
MOCS2,1,0.050005668,0.002903645,41549873.5,0.502942477,0.085182017,0.263018931,5.793333952,5.17601043,0.005884953,APOE34 vs APOE33 (AD only)
SLAIN2,1,0.146997205,0.004544891,41549706.5,0.502940455,0.272559997,0.526459553,15.28177514,14.62842243,0.00588091,APOE34 vs APOE33 (AD only)
GSTM4,1,0.025092069,0.005584026,41549589,0.502939033,0.012284417,0.063919643,2.775972519,2.190352021,0.005878066,APOE34 vs APOE33 (AD only)
CDON,1,0.027974397,0.006196082,41549198.5,0.502934306,0.01288601,0.066165912,2.803825086,2.21642764,0.005868612,APOE34 vs APOE33 (AD only)
CCDC126,1,0.095580108,0.003927884,41549132.5,0.502933507,0.185468858,0.428354823,9.961934825,9.348109518,0.005867014,APOE34 vs APOE33 (AD only)
TTC32,1,0.083312387,0.001751221,41549049,0.502932496,0.174554492,0.414465272,9.44202024,8.800521512,0.005864993,APOE34 vs APOE33 (AD only)
MGME1,1,0.046653198,0.006600594,41548971.5,0.502931558,0.066335653,0.221345356,5.032030452,4.4589309,0.005863117,APOE34 vs APOE33 (AD only)
CCT6A,1,0.072801409,0.002204975,41548919.5,0.502930929,0.147553894,0.372133361,8.225791477,7.574967405,0.005861858,APOE34 vs APOE33 (AD only)
EBPL,1,0.01845809,0.003930117,41548819,0.502929712,0.003800853,0.025238992,2.116795098,1.525423729,0.005859425,APOE34 vs APOE33 (AD only)
ZNF711,1,0.036640401,0.005756401,41548732.5,0.502928665,0.040957386,0.157694298,4.066474793,3.481095176,0.005857331,APOE34 vs APOE33 (AD only)
SLC16A4,1,0.02086877,0.003423231,41547846.5,0.502917941,0.006501092,0.038848252,2.348899824,1.760104302,0.005835881,APOE34 vs APOE33 (AD only)
METTL2A,1,0.026278526,0.003839358,41547691.5,0.502916065,0.01688564,0.081900568,2.989508866,2.398956975,0.005832129,APOE34 vs APOE33 (AD only)
C22orf23,1,0.015410774,0.004308167,41547660,0.502915683,0.001676315,0.012944475,1.81041686,1.225554107,0.005831366,APOE34 vs APOE33 (AD only)
MRFAP1,1,0.133062374,-0.006260736,41547494.5,0.50291368,0.271534182,0.525053099,14.98468109,14.09387223,0.00582736,APOE34 vs APOE33 (AD only)
FILIP1,1,0.024465145,0.005232133,41547421.5,0.502912796,0.009451443,0.052195623,2.553151982,1.968709257,0.005825593,APOE34 vs APOE33 (AD only)
DGKH,1,0.077413658,0.004302235,41547233,0.502910515,0.132009018,0.347836675,7.445919599,6.844850065,0.005821029,APOE34 vs APOE33 (AD only)
STPG1,1,0.094641243,0.001389877,41547189.5,0.502909988,0.193754284,0.441223845,10.21260793,9.556714472,0.005819976,APOE34 vs APOE33 (AD only)
JRKL,1,0.036303747,0.0034229,41547115.5,0.502909092,0.043171281,0.163066372,4.10361155,3.507170795,0.005818185,APOE34 vs APOE33 (AD only)
SLC25A5,1,0.049147619,0.000800324,41547104,0.502908953,0.084216565,0.261298884,5.62621855,5.006518905,0.005817906,APOE34 vs APOE33 (AD only)
TBX6,1,0.025934673,0.005259427,41547096.5,0.502908862,0.013883339,0.070200399,2.813109275,2.22946545,0.005817725,APOE34 vs APOE33 (AD only)
ZNF616,1,0.027453847,0.004335347,41546992,0.502907597,0.019509683,0.091162224,3.100919135,2.516297262,0.005815195,APOE34 vs APOE33 (AD only)
ZNF507,1,0.157245404,0.002627261,41546854,0.502905927,0.296092287,0.555793517,16.69297187,15.99739244,0.005811854,APOE34 vs APOE33 (AD only)
POLR3H,1,0.043237077,0.003992039,41546758,0.502904765,0.062746614,0.212858473,4.818494105,4.224250326,0.00580953,APOE34 vs APOE33 (AD only)
LMCD1,1,0.016203061,0.005310602,41546734,0.502904474,0.002226655,0.01637542,1.884690372,1.303780965,0.005808949,APOE34 vs APOE33 (AD only)
MZT2B,1,0.107229054,0.001832386,41546520.5,0.50290189,0.225603062,0.480327162,11.8466252,11.16036506,0.00580378,APOE34 vs APOE33 (AD only)
PIGP,1,0.063686316,0.000127401,41546301,0.502899233,0.1303822,0.345847713,7.34379352,6.688396349,0.005798466,APOE34 vs APOE33 (AD only)
ELK3,1,0.015615361,0.003686634,41546174.5,0.502897702,0.002026278,0.015131627,1.847553616,1.264667536,0.005795404,APOE34 vs APOE33 (AD only)
MRPL16,1,0.037747156,0.004149815,41546162,0.502897551,0.04905601,0.179098924,4.28929533,3.70273794,0.005795101,APOE34 vs APOE33 (AD only)
BCAR1,1,0.260852,0.00236508,41546125.5,0.502897109,0.385483229,0.6434298,26.66419088,25.69752282,0.005794218,APOE34 vs APOE33 (AD only)
IFI6,1,0.027001336,0.003922916,41546064.5,0.50289637,0.016038432,0.078633966,2.905951165,2.320730117,0.005792741,APOE34 vs APOE33 (AD only)
SPTAN1,1,0.139978735,0.007582255,41546035,0.502896013,0.256504001,0.504641903,13.63847368,13.02477184,0.005792027,APOE34 vs APOE33 (AD only)
ANO6,1,0.014270111,0.004707753,41545773.5,0.502892848,0.000601922,0.005389021,1.531891189,0.951760104,0.005785696,APOE34 vs APOE33 (AD only)
SIAE,1,0.032955389,0.003895551,41545748,0.502892539,0.038423727,0.151254903,3.871506824,3.285528031,0.005785079,APOE34 vs APOE33 (AD only)
ZNF41,1,0.063541787,0.00693671,41545658,0.50289145,0.120702414,0.328929684,6.888868257,6.323337679,0.0057829,APOE34 vs APOE33 (AD only)
MTCP1,1,0.01024435,0.00466021,41545534,0.502889949,6.00E-05,0.000723789,1.179092006,0.599739244,0.005779898,APOE34 vs APOE33 (AD only)
GTF3C6,1,0.041200276,0.004689483,41545399,0.502888315,0.061389771,0.209605059,4.707083836,4.132985658,0.00577663,APOE34 vs APOE33 (AD only)
ARHGEF4,1,0.066041526,0.002531446,41545371,0.502887976,0.13133149,0.346816575,7.306656764,6.688396349,0.005775952,APOE34 vs APOE33 (AD only)
AAMDC,1,0.195351529,0.00436349,41545353.5,0.502887764,0.327531235,0.589918727,19.23683966,18.55280313,0.005775528,APOE34 vs APOE33 (AD only)
HSCB,1,0.108321805,0.0062811,41545351,0.502887734,0.213809004,0.467519628,11.02961656,10.45632334,0.005775468,APOE34 vs APOE33 (AD only)
RAPGEF2,1,0.520318022,0.007700394,41545176.5,0.502885622,0.459914171,0.70140141,43.83065639,43.03780965,0.005771243,APOE34 vs APOE33 (AD only)
HIST1H3E,1,0.006079956,0.004736264,41545152,0.502885325,3.55E-08,8.35E-07,0.733450933,0.156453716,0.00577065,APOE34 vs APOE33 (AD only)
PIK3R4,1,0.118665436,0.004178126,41545124,0.502884986,0.238535122,0.481939406,12.40367654,11.79921773,0.005769972,APOE34 vs APOE33 (AD only)
DYNLT1,1,0.057066656,0.002267135,41544948.5,0.502882862,0.110762021,0.31019253,6.489648129,5.880052151,0.005765723,APOE34 vs APOE33 (AD only)
WLS,1,0.018258475,0.005706652,41544491,0.502877324,0.002330821,0.01703658,1.866121994,1.290743155,0.005754648,APOE34 vs APOE33 (AD only)
ZNF699,1,0.02955722,0.004218952,41544449,0.502876816,0.02790083,0.119837776,3.407297373,2.829204694,0.005753631,APOE34 vs APOE33 (AD only)
MRE11,1,0.120638193,0.003699685,41544442,0.502876731,0.24928355,0.49457054,12.97929626,12.35984355,0.005753462,APOE34 vs APOE33 (AD only)
CACNB4,1,0.046074084,0.004738614,41544429,0.502876573,0.053551373,0.191262528,4.391421409,3.807040417,0.005753147,APOE34 vs APOE33 (AD only)
GNG5,1,0.027771087,0.004386878,41544137.5,0.502873045,0.021480347,0.098168472,3.119487513,2.542372881,0.00574609,APOE34 vs APOE33 (AD only)
HPS3,1,0.092678674,0.003270073,41544039,0.502871853,0.199769568,0.449155598,10.20332374,9.582790091,0.005743705,APOE34 vs APOE33 (AD only)
SLC6A8,1,0.313161696,-0.000688481,41543748,0.50286833,0.415480743,0.657492972,31.18559094,29.98696219,0.00573666,APOE34 vs APOE33 (AD only)
KNSTRN,1,0.021894868,0.004797542,41543528,0.502865667,0.010139422,0.055145037,2.516015226,1.942633638,0.005731334,APOE34 vs APOE33 (AD only)
ZNF821,1,0.083189416,0.002754874,41543059,0.50285999,0.16619054,0.401741132,8.569306471,7.966101695,0.00571998,APOE34 vs APOE33 (AD only)
PNRC2,1,0.050915188,0.003668809,41543046.5,0.502859839,0.09568874,0.280154238,5.830470708,5.241199478,0.005719678,APOE34 vs APOE33 (AD only)
ACYP1,1,0.134645412,0.003275125,41543011.5,0.502859415,0.278662627,0.534158031,14.74329217,14.10691004,0.00571883,APOE34 vs APOE33 (AD only)
PEX5,1,0.056060084,0.005681205,41542990,0.502859155,0.112400982,0.313557083,6.424658806,5.853976532,0.00571831,APOE34 vs APOE33 (AD only)
SLC7A2,1,0.016949764,0.004852189,41542864.5,0.502857636,0.002580107,0.018452145,1.875406183,1.303780965,0.005715272,APOE34 vs APOE33 (AD only)
CEBPG,1,0.017304433,0.005189569,41542734,0.502856056,0.00259431,0.018538917,1.875406183,1.303780965,0.005712112,APOE34 vs APOE33 (AD only)
SCCPDH,1,0.093048525,0.004534343,41542727,0.502855971,0.198372992,0.447250459,9.999071581,9.413298566,0.005711943,APOE34 vs APOE33 (AD only)
