Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000169255,B3GALNT1,11,-2.9407,0,-7.8479,86,0.12551,38,-1.1665,241,2.17625,91,0.27025
ENSG00000163536,SERPINI1,167,-1.4693,71,-2.7423,26,-4.2169,189,-1.2804,523,0.37023,987,2.33445
ENSG00000008952,SEC62,651,0.63740,924,1.30661,425,-0.1005,317,-0.5794,221,-1.1466,312,-0.7024
ENSG00000163558,PRKCI,11,-1.6063,13,-1.4073,3,-3.4615,19,-0.8209,33,0.03819,73,2.16290
ENSG00000013297,CLDN11,11,-3.3713,596,4.52496,104,-0.0444,14,-3.0374,1,-6.2014,11,-3.7127
ENSG00000013293,SLC7A14,11,-2.5795,31,-1.1104,14,-2.3337,19,-1.8821,242,2.88629,60,-0.0844
ENSG00000154310,TNIK,11,-1.2724,47,1.03917,25,-0.0819,35,0.52851,1,-4.1701,31,0.37336
ENSG00000144959,NCEH1,11,-2.0004,0,-6.9287,25,-0.8253,29,-0.5934,3,-3.9599,113,3.00556
ENSG00000177565,TBL1XR1,217,1.42186,64,-0.7214,117,0.25961,72,-0.5472,14,-2.9967,109,0.16982
ENSG00000172667,ZMAT3,71,-0.2360,17,-2.4495,96,0.27152,88,0.11857,76,-0.1328,113,0.69946
ENSG00000136522,MRPL47,11,-1.7018,7,-2.3556,46,0.47509,41,0.27787,36,0.08280,50,0.81772
ENSG00000136521,NDUFB5,11,-3.7341,30,-2.3570,266,1.19880,104,-0.4537,177,0.43573,186,0.65811
ENSG00000114757,PEX5L,11,-2.9898,88,0.10413,81,-0.0261,60,-0.5163,33,-1.4453,152,1.46540
ENSG00000114416,FXR1,11,-2.7095,109,0.82439,71,0.07347,44,-0.7110,73,0.11157,84,0.44829
ENSG00000205981,DNAJC19,11,-2.6515,24,-1.6007,81,0.35533,56,-0.2608,93,0.60960,97,0.86496
ENSG00000242808,SOX2-OT,11,-3.9868,673,3.09314,244,0.69921,65,-1.4656,72,-1.2969,39,-2.4315
ENSG00000181449,SOX2,350,2.48407,95,-0.1340,152,0.67459,44,-1.3593,35,-1.7139,24,-2.4974
ENSG00000043093,DCUN1D1,11,-1.2078,13,-1.0106,28,0.17313,34,0.52862,2,-3.7336,43,1.27523
ENSG00000180834,MAP6D1,11,-1.9084,133,2.44692,37,-0.1086,22,-0.9308,18,-1.2580,28,-0.6603
ENSG00000175193,PARL,124,2.18787,38,-0.1320,10,-2.1625,29,-0.5357,3,-3.7061,41,-0.0067
ENSG00000114770,ABCC5,18,-1.5143,1,-5.2044,30,-0.7073,26,-0.9039,19,-1.4073,116,2.59165
ENSG00000145191,EIF2B5,11,-1.6151,18,-0.9841,19,-0.8341,12,-1.4956,38,0.26664,65,1.68382
ENSG00000161202,DVL3,121,1.62773,31,-0.7674,60,0.30228,31,-0.7835,3,-3.9980,53,0.11181
ENSG00000161203,AP2M1,318,-0.7748,88,-2.7171,284,-0.9534,324,-0.7441,613,0.30833,979,1.58637
ENSG00000161204,ABCF3,11,-2.2180,41,-0.2732,39,-0.3792,26,-0.9981,109,1.47586,58,0.34487
ENSG00000145198,VWA5B2,13,-1.4499,1,-4.9420,58,0.97824,31,-0.1192,24,-0.4949,53,1.03903
ENSG00000163888,CAMK2N2,120,-0.5524,0,-8.9184,30,-2.6357,177,0.08831,242,0.62952,304,1.41422
ENSG00000175166,PSMD2,201,0.53780,53,-1.6081,169,0.22752,95,-0.7105,109,-0.4921,202,0.68684
ENSG00000114867,EIF4G1,405,2.24575,82,-0.7532,78,-0.8422,72,-0.9559,80,-0.7857,99,-0.5361
ENSG00000175182,FAM131A,11,-3.7238,0,-8.6175,49,-1.6209,127,-0.1200,61,-1.2849,353,2.82141
ENSG00000163882,POLR2H,11,-1.6977,0,-6.6455,54,0.78163,29,-0.2630,62,1.03699,42,0.42870
ENSG00000177383,MAGEF1,181,1.34841,7,-3.7670,102,0.27767,33,-1.5376,117,0.52369,83,-0.0817
ENSG00000073803,MAP3K13,11,-2.4575,35,-0.7854,92,0.82574,42,-0.4921,89,0.75753,66,0.29090
ENSG00000163904,SENP2,11,-1.8858,23,-0.8180,68,0.98549,27,-0.5809,9,-2.2021,67,1.24777
ENSG00000136527,TRA2B,130,1.05421,84,0.25951,64,-0.2008,36,-1.1255,27,-1.5401,82,0.26584
ENSG00000244405,ETV5,11,-1.3777,52,1.12173,22,-0.4054,30,0.13954,4,-2.7980,38,0.63575
ENSG00000156976,EIF4A2,499,-0.2905,93,-2.8548,399,-0.6503,352,-0.8503,937,0.80164,940,1.04307
ENSG00000157005,SST,23325,8.44033,0,-13.247,19,-7.6984,122,-5.0039,155,-4.6562,52,-6.4911
ENSG00000114279,FGF12,11,-3.0392,0,-7.9420,7,-3.7443,126,0.67321,59,-0.5974,197,2.26587
ENSG00000198836,OPA1,12,-3.0774,10,-3.2819,34,-1.5371,65,-0.5261,217,1.65390,145,1.10057
ENSG00000184203,PPP1R2,11,-2.4087,28,-1.0981,69,0.36903,41,-0.4728,69,0.37609,85,0.94565
ENSG00000189058,APOD,3638,2.43932,1733,0.81086,1506,0.55399,228,-2.4422,203,-2.6100,176,-3.0501
ENSG00000061938,TNK2,11,-2.9118,54,-0.6013,86,0.16306,114,0.66130,63,-0.3525,109,0.72509
ENSG00000072274,TFRC,115,1.92519,0,-6.9353,47,0.17681,33,-0.3962,1,-4.8699,50,0.32895
ENSG00000213123,TCTEX1D2,222,2.51273,15,-2.2864,34,-1.0426,39,-0.8094,35,-1.0028,55,-0.3330
ENSG00000174013,FBXO45,11,-1.7362,19,-0.9700,28,-0.4003,30,-0.2574,76,1.38555,42,0.33987
ENSG00000163964,PIGX,11,-2.4037,28,-1.0943,63,0.20524,36,-0.6814,96,0.97667,77,0.70543
ENSG00000180370,PAK2,154,1.72031,39,-0.7394,88,0.60453,21,-1.6517,46,-0.4851,42,-0.7164
ENSG00000119231,SENP5,97,1.90287,0,-6.7043,31,-0.2657,35,-0.0510,2,-3.9003,43,0.38473
ENSG00000114503,NCBP2,11,-1.9558,0,-6.8827,13,-1.7951,50,0.33244,84,1.31011,64,1.00732
ENSG00000270170,NCBP2AS2,228,2.19914,0,-7.7512,82,0.15287,29,-1.4871,51,-0.6172,67,-0.2230
ENSG00000075711,DLG1,142,0.98900,146,1.04759,40,-1.1363,60,-0.5015,1,-5.8071,90,0.21064
ENSG00000161267,BDH1,11,-1.1443,12,-1.0125,10,-1.3275,24,-0.0137,2,-3.3562,53,2.11213
ENSG00000145016,RUBCN,11,-1.6937,3,-3.5934,64,1.12110,29,-0.2809,31,-0.1778,51,0.86974
ENSG00000122068,FYTTD1,11,-1.9052,44,0.17458,45,0.21464,27,-0.6266,53,0.50335,48,0.41921
ENSG00000182899,RPL35A,1515,0.49097,1494,0.46692,2370,1.34119,740,-0.7054,665,-0.8746,598,-1.1801
ENSG00000273238,TMEM271,11,-2.0817,2,-4.4694,48,0.13443,73,0.87989,7,-2.8344,85,1.56750
ENSG00000169020,ATP5ME,127,-2.9039,1282,0.75283,1289,0.76332,783,-0.1082,739,-0.2023,812,-0.0550
ENSG00000168993,CPLX1,11,-4.7941,3,-6.4969,129,-1.2663,381,0.50296,296,0.06791,586,1.83277
ENSG00000178950,GAK,122,1.31088,4,-4.0445,62,0.07535,35,-0.8409,33,-0.9372,80,0.63340
ENSG00000127419,TMEM175,11,-2.0064,47,0.17920,40,-0.0928,13,-1.7935,70,0.88577,57,0.64587
ENSG00000145214,DGKQ,11,-1.3890,23,-0.3369,1,-4.8283,23,-0.2865,53,1.12125,43,0.92387
ENSG00000159692,CTBP1,139,-0.2239,11,-3.9553,92,-0.8896,182,0.22989,228,0.62145,231,0.82288
ENSG00000090316,MAEA,96,0.76157,0,-7.4836,12,-2.4725,31,-1.0870,91,0.67432,102,1.12985
ENSG00000163950,SLBP,86,0.83922,19,-1.5925,45,-0.2797,38,-0.5536,22,-1.3737,82,0.94367
ENSG00000068078,FGFR3,60,-0.6310,2,-5.5902,278,2.30376,157,1.03588,62,-0.5558,28,-1.9908
ENSG00000168924,LETM1,11,-1.5851,21,-0.6484,10,-1.7671,38,0.31453,14,-1.2727,64,1.71899
ENSG00000109685,NSD2,11,-1.8641,58,0.70236,43,0.17554,38,-0.0077,19,-1.0787,50,0.54875
ENSG00000243449,C4orf48,222,-1.4791,1008,1.04168,426,-0.4622,431,-0.4409,795,0.59787,531,-0.1172
ENSG00000185818,NAT8L,250,-0.1550,25,-3.6221,293,0.10982,388,0.60388,252,-0.1432,356,0.55895
ENSG00000123933,MXD4,76,0.15063,56,-0.3628,46,-0.6642,66,-0.0946,182,1.82604,31,-1.4523
ENSG00000087274,ADD1,629,1.89990,39,-2.7562,190,-0.3461,113,-1.1648,94,-1.4430,286,0.42624
ENSG00000197386,HTT,11,-2.5978,16,-2.0797,26,-1.4213,82,0.43663,138,1.43632,85,0.62663
ENSG00000159788,RGS12,12,-3.4172,0,-7.8195,37,-1.7672,56,-1.1561,621,4.29661,41,-1.8233
ENSG00000163956,LRPAP1,58,-1.6947,53,-1.8292,136,-0.3667,99,-0.8775,152,-0.1871,347,1.79296
ENSG00000168824,NSG1,124,-0.0487,0,-8.5230,4,-4.9421,48,-1.5362,334,1.83731,191,0.90220
ENSG00000072832,CRMP1,16,-3.6519,0,-8.9977,38,-2.3999,142,-0.3701,464,1.82855,293,1.14805
ENSG00000152969,JAKMIP1,11,-2.0507,0,-6.9783,1,-5.3355,73,0.91182,1,-4.8893,109,2.62486
ENSG00000109501,WFS1,12,-3.0153,26,-1.9414,34,-1.5288,94,0.05376,82,-0.1670,193,1.94833
ENSG00000074211,PPP2R2C,53,-1.9925,126,-0.6511,80,-1.3621,191,0.01841,199,0.09160,335,1.36652
ENSG00000013288,MAN2B2,11,-2.0044,0,-6.9330,29,-0.6166,19,-1.2400,82,1.19299,77,1.43102
ENSG00000179010,MRFAP1,659,0.78314,421,-0.0074,345,-0.3335,296,-0.5835,462,0.15271,387,-0.1745
ENSG00000170846,AC093323.1,11,-2.0916,3,-3.9408,102,1.51539,49,0.17070,26,-0.8724,61,0.66155
ENSG00000178988,MRFAP1L1,11,-3.0836,135,0.74879,40,-1.2468,57,-0.7057,114,0.44906,129,0.84585
ENSG00000170871,KIAA0232,135,0.58692,62,-0.7078,5,-4.3435,47,-1.1341,172,1.03792,126,0.57580
ENSG00000132405,TBC1D14,108,0.65175,34,-1.2179,105,0.60572,45,-0.8130,102,0.54609,63,-0.3335
ENSG00000109519,GRPEL1,11,-1.8406,0,-6.7735,37,-0.0332,34,-0.1834,65,0.96281,59,0.97856
ENSG00000163995,ABLIM2,11,-1.8689,0,-6.8036,21,-0.9892,42,0.14510,106,1.93829,45,0.31338
ENSG00000071127,WDR1,126,0.40881,42,-1.3500,182,1.08393,34,-1.6724,160,0.83958,75,-0.5297
ENSG00000038219,BOD1L1,90,0.20777,144,1.04511,65,-0.3292,77,-0.0707,11,-3.0041,86,0.15576
ENSG00000137449,CPEB2,181,1.39158,15,-2.6045,73,-0.2453,44,-1.0577,171,1.27971,54,-0.8307
ENSG00000118564,FBXL5,11,-2.1930,43,-0.1792,35,-0.5201,34,-0.5375,64,0.48663,74,0.97459
ENSG00000237765,FAM200B,192,0.89495,233,1.27621,114,-0.0279,50,-1.3272,97,-0.2875,62,-1.1480
ENSG00000169744,LDB2,11,-2.0801,0,-7.0079,72,0.84348,20,-1.2328,1,-4.9407,103,2.27216
ENSG00000151552,QDPR,118,-1.9156,1156,2.08371,297,-0.4819,204,-1.0757,477,0.30634,269,-0.7427
ENSG00000118579,MED28,365,2.62011,57,-0.9461,60,-0.8746,42,-1.4175,100,-0.0434,48,-1.3822
ENSG00000145147,SLIT2,11,-1.5873,0,-6.5350,1,-5.0306,6,-2.4386,36,0.20398,85,2.90458
ENSG00000185774,KCNIP4,11,-1.8352,0,-6.7737,1,-5.2681,41,0.13465,28,-0.4743,91,2.46117
ENSG00000109606,DHX15,263,2.71431,0,-7.5267,88,0.35898,23,-1.7600,15,-2.4173,56,-0.4753
ENSG00000168214,RBPJ,11,-2.9985,178,1.38977,111,0.50094,37,-1.3059,147,1.01068,49,-0.9635
ENSG00000251410,AC007106.1,11,-3.4072,563,4.03662,169,0.75520,18,-2.7488,4,-4.8819,1,-7.1089
ENSG00000169851,PCDH7,11,-2.7618,1,-5.5548,1,-6.1696,65,-0.1261,69,-0.0381,173,2.53089
ENSG00000109790,KLHL5,11,-1.9709,143,2.52102,55,0.50031,29,-0.5582,1,-4.8373,25,-0.9447
ENSG00000035928,RFC1,18,-1.2970,94,1.56026,31,-0.4378,27,-0.6474,54,0.49898,30,-0.5845
ENSG00000163682,RPL9,1546,0.14675,2428,0.95887,2381,0.92192,902,-0.7366,1175,-0.3105,745,-1.1788
ENSG00000163683,SMIM14,11,-2.8486,85,0.20368,106,0.59680,52,-0.6114,117,0.77040,78,0.06721
ENSG00000078140,UBE2K,11,-3.1326,36,-1.4748,5,-4.1841,55,-0.8059,207,1.53315,160,1.34074
ENSG00000121892,PDS5A,11,-1.8509,36,-0.0965,48,0.39036,28,-0.4997,67,1.00110,38,0.00278
ENSG00000163697,APBB2,69,0.47984,120,1.53012,66,0.39793,16,-1.8679,33,-0.7444,31,-0.9427
ENSG00000154277,UCHL1,1471,-0.1619,26,-6.1288,273,-2.7564,1064,-0.6873,1787,0.16585,3361,1.86246
ENSG00000064042,LIMCH1,172,0.06453,321,1.20441,108,-0.6880,79,-1.1875,192,0.25698,142,-0.2934
ENSG00000109133,TMEM33,11,-2.4779,19,-1.7677,41,-0.5674,24,-1.3995,96,0.89012,108,1.48240
ENSG00000014824,SLC30A9,11,-2.5329,52,-0.2434,1,-5.8618,72,0.28382,87,0.63066,100,1.15985
ENSG00000124406,ATP8A1,11,-3.1542,124,0.50048,5,-4.3893,31,-1.7153,107,0.24432,185,1.72714
ENSG00000151834,GABRA2,11,-2.2241,0,-7.1496,10,-2.4740,31,-0.7604,197,2.99970,47,-0.0816
ENSG00000109158,GABRA4,11,-1.5486,0,-6.5065,1,-4.9976,28,-0.1880,45,0.64112,67,1.93793
ENSG00000260918,AC107398.3,11,-2.1051,0,-7.0368,28,-0.7677,44,-0.0636,21,-1.1966,106,2.32380
ENSG00000109180,OCIAD1,11,-4.4625,67,-1.9109,139,-0.7956,124,-0.9722,479,1.37384,383,1.22095
ENSG00000145247,OCIAD2,11,-1.5690,49,0.76588,8,-2.0715,37,0.27916,1,-4.3807,57,1.38942
ENSG00000109184,DCUN1D4,42,-0.3762,39,-0.4935,33,-0.7381,26,-1.1011,46,-0.2335,91,1.28312
ENSG00000163069,SGCB,139,1.11433,71,-0.0800,35,-1.2122,37,-1.1311,107,0.62129,67,-0.2113
ENSG00000109189,USP46,11,-2.5107,24,-1.4213,50,-0.2997,65,0.15386,71,0.30915,97,1.12647
ENSG00000226950,DANCR,11,-2.5069,13,-2.3507,245,3.07121,52,-0.2226,8,-2.9805,44,-0.5830
ENSG00000072201,LNX1,11,-1.5387,0,-6.4601,1,-4.9908,24,-0.4267,56,1.03197,63,1.75304
ENSG00000134851,TMEM165,90,0.71372,145,1.66372,4,-3.8310,17,-1.9266,74,0.37590,43,-0.6037
ENSG00000090989,EXOC1,11,-1.1973,32,0.40740,21,-0.2364,23,-0.1082,1,-4.1059,42,1.22823
ENSG00000128050,PAICS,11,-2.0144,17,-1.3913,7,-2.6495,30,-0.5638,152,2.61971,40,-0.1319
ENSG00000174780,SRP72,11,-2.3908,52,-0.0984,41,-0.4859,37,-0.6203,72,0.45305,86,1.00067
ENSG00000171476,HOPX,11,-4.5286,13,-4.3654,174,-0.5039,310,0.46371,311,0.46725,420,1.35360
ENSG00000047315,POLR2B,135,1.13580,0,-7.6967,1,-6.1923,27,-1.5478,153,1.39019,93,0.55965
ENSG00000163453,IGFBP7,2751,3.18534,67,-3.4735,1389,1.39242,81,-3.2006,200,-1.8618,37,-4.5628
ENSG00000150471,ADGRL3,11,-2.1255,0,-7.0490,9,-2.4244,42,-0.1389,118,1.79476,70,0.93871
ENSG00000145242,EPHA5,11,-1.5992,0,-6.5549,1,-5.0464,25,-0.4453,50,0.76583,70,1.97457
ENSG00000083896,YTHDC1,11,-2.7474,163,1.56920,140,1.25905,43,-0.7925,24,-1.6645,54,-0.4873
ENSG00000018189,RUFY3,11,-3.7905,118,-0.3197,32,-2.3129,115,-0.3581,211,0.68303,256,1.38933
ENSG00000132463,GRSF1,744,2.91582,32,-2.7361,168,-0.2105,77,-1.4323,34,-2.6492,139,-0.6019
ENSG00000173542,MOB1B,11,-2.4044,43,-0.4204,21,-1.5263,47,-0.2694,164,2.12765,51,-0.1784
ENSG00000132466,ANKRD17,11,-2.5323,98,0.85904,61,0.00621,75,0.37540,4,-3.9870,86,0.78675
ENSG00000169116,PARM1,11,-2.5634,0,-7.4811,1,-5.9541,55,-0.2042,102,0.88702,132,1.94898
ENSG00000163743,RCHY1,114,1.91145,17,-1.4367,26,-0.7501,28,-0.6328,23,-0.9275,43,0.02219
ENSG00000138757,G3BP2,265,0.04518,34,-3.1135,66,-2.1387,154,-0.8417,310,0.31233,490,1.56112
ENSG00000138768,USO1,11,-1.3159,19,-0.5542,22,-0.2923,17,-0.7247,17,-0.7554,50,1.51882
ENSG00000198301,SDAD1,20,-0.7391,14,-1.3640,86,1.84857,26,-0.3463,1,-4.4932,40,0.42926
ENSG00000138760,SCARB2,11,-3.2004,148,0.78090,129,0.53223,51,-1.0086,143,0.71292,91,-0.0817
ENSG00000138758,SEPTIN11,11,-2.8140,23,-1.8021,7,-3.4723,90,0.36358,100,0.53926,140,1.58169
ENSG00000118816,CCNI,97,-1.9074,353,0.13317,528,0.85277,334,0.04198,195,-0.8351,388,0.36286
ENSG00000138764,CCNG2,11,-2.0536,1,-4.9599,18,-1.4035,25,-0.8906,155,2.60043,48,0.17870
ENSG00000169288,MRPL1,11,-1.5138,12,-1.4598,13,-1.2926,32,0.08284,14,-1.2596,65,1.96070
ENSG00000152784,PRDM8,99,0.77579,0,-7.5261,1,-6.0200,28,-1.3051,58,-0.1615,130,1.79743
ENSG00000138668,HNRNPD,11,-3.0029,105,0.40025,124,0.68860,84,0.00808,10,-3.1872,125,0.89218
ENSG00000152795,HNRNPDL,11,-4.8874,319,0.07971,305,0.00526,164,-0.9923,611,1.27189,359,0.34610
ENSG00000145293,ENOPH1,11,-3.5360,150,0.37623,14,-3.2499,77,-0.7244,268,1.48553,160,0.62139
ENSG00000249242,TMEM150C,11,-1.4966,1,-5.0089,22,-0.4772,25,-0.2673,3,-3.5348,74,2.51932
ENSG00000145284,SCD5,11,-5.0965,420,0.30467,267,-0.4525,265,-0.4679,687,1.21386,406,0.29709
ENSG00000138674,SEC31A,11,-1.4712,20,-0.6455,15,-1.0517,30,0.04283,5,-2.6820,63,1.91144
ENSG00000138663,COPS4,11,-2.4709,0,-7.3860,23,-1.4189,39,-0.6261,117,1.27356,107,1.47489
ENSG00000163319,MRPS18C,91,0.20322,36,-1.2627,64,-0.3713,50,-0.7767,128,0.80375,98,0.40275
ENSG00000163624,CDS1,12,-1.5348,0,-6.5014,8,-2.0152,23,-0.4907,43,0.56194,66,1.91101
ENSG00000163625,WDFY3,189,2.25056,56,-0.1159,35,-0.8818,38,-0.7706,1,-5.3784,53,-0.2748
ENSG00000109339,MAPK10,11,-3.7252,19,-2.9866,4,-5.1315,163,0.29905,120,-0.2177,319,2.32221
ENSG00000152583,SPARCL1,2214,0.96794,69,-4.4283,888,-0.6077,746,-0.8830,1519,0.28345,1785,0.71500
ENSG00000118785,SPP1,11,-4.7052,1015,2.80339,495,1.09348,22,-3.7786,267,-0.0156,37,-3.2633
ENSG00000163644,PPM1K,11,-3.2056,88,-0.1313,76,-0.3702,113,0.28193,111,0.25723,134,0.74520
ENSG00000145337,PYURF,11,-3.1471,46,-1.1197,134,0.64854,62,-0.6322,208,1.51019,91,-0.0110
ENSG00000177432,NAP1L5,136,-0.4105,2,-6.2458,19,-3.3580,106,-0.8081,380,1.42732,290,1.17159
ENSG00000145335,SNCA,11,-4.3484,77,-1.5874,127,-0.8060,178,-0.2714,86,-1.4168,493,2.35817
ENSG00000138698,RAP1GDS1,11,-3.5495,88,-0.5228,52,-1.3282,76,-0.7618,149,0.35290,236,1.63937
ENSG00000168785,TSPAN5,11,-3.3029,56,-0.9535,13,-3.0698,56,-0.9775,209,1.30740,184,1.40632
ENSG00000151247,EIF4E,11,-2.7396,38,-0.9714,40,-0.8861,72,0.05354,59,-0.2652,133,1.58433
ENSG00000197894,ADH5,11,-2.2035,10,-2.4333,33,-0.6003,36,-0.4622,151,2.25784,48,-0.0077
ENSG00000109270,LAMTOR3,11,-2.1373,7,-2.8092,63,0.53082,37,-0.3568,44,-0.0891,81,1.29653
ENSG00000164031,DNAJB14,11,-2.2348,46,-0.1298,22,-1.3037,53,0.11544,5,-3.4467,105,1.92119
ENSG00000164032,H2AFZ,176,0.19441,19,-3.2124,233,0.69300,78,-1.1248,206,0.47452,192,0.43448
ENSG00000138814,PPP3CA,167,-0.5999,7,-5.2752,99,-1.4130,277,0.24115,178,-0.4980,478,1.71455
ENSG00000109332,UBE2D3,79,-0.9780,32,-2.3386,193,0.50519,127,-0.2069,189,0.46001,195,0.65298
ENSG00000145354,CISD2,250,1.82366,38,-1.4538,12,-3.1536,41,-1.3427,182,1.15086,74,-0.4919
ENSG00000168772,CXXC4,11,-1.0832,0,-6.0599,9,-1.4117,29,0.39465,18,-0.3513,46,1.73067
ENSG00000138777,PPA2,11,-0.9552,0,-5.9395,4,-2.5679,38,1.02178,1,-3.6582,47,2.05845
ENSG00000164022,AIMP1,93,1.21698,81,0.95673,34,-0.5185,29,-0.7581,33,-0.5745,30,-0.8485
ENSG00000138801,PAPSS1,11,-2.2435,63,0.41585,44,-0.1959,40,-0.3376,7,-2.9225,91,1.43193
ENSG00000109475,RPL34,2401,0.00890,5075,1.38652,4684,1.22322,1533,-0.7235,887,-1.5723,1070,-1.4459
ENSG00000164089,ETNPPL,11,-1.3446,0,-6.3018,72,1.83253,63,1.56146,1,-4.2384,21,-0.4595
ENSG00000123739,PLA2G12A,44,-0.1689,73,0.70872,82,0.92664,26,-0.9743,8,-2.7054,53,0.18850
ENSG00000138660,AP1AR,11,-1.4132,37,0.44343,12,-1.3614,32,0.17724,1,-4.1514,53,1.48118
ENSG00000174720,LARP7,11,-2.2061,103,1.37872,98,1.28908,36,-0.4624,4,-3.6901,43,-0.2422
ENSG00000145362,ANK2,11,-4.9554,83,-2.0943,68,-2.4004,344,0.13235,394,0.36732,664,1.87736
ENSG00000145349,CAMK2D,11,-3.6604,0,-8.5540,23,-2.6676,107,-0.3272,206,0.79459,284,2.02488
ENSG00000269893,SNHG8,114,-0.4907,260,0.93923,272,1.02509,115,-0.4648,136,-0.1929,87,-1.0330
ENSG00000164096,C4orf3,382,0.39007,674,1.47443,467,0.75526,164,-0.9979,27,-3.6877,207,-0.7248
ENSG00000164111,ANXA5,184,1.52872,114,0.60307,199,1.70130,33,-1.4099,8,-3.4414,13,-2.9993
ENSG00000164112,TMEM155,11,-1.3271,0,-6.2330,10,-1.5539,18,-0.6773,1,-4.2219,74,3.13575
ENSG00000138686,BBS7,11,-0.8850,0,-5.8763,1,-4.1663,28,0.53642,1,-3.8041,50,2.53566
ENSG00000138688,KIAA1109,11,-3.1091,21,-2.2446,131,0.66159,33,-1.5774,229,1.78463,100,0.23968
ENSG00000164070,HSPA4L,11,-2.3369,0,-7.2631,1,-5.7573,29,-0.9506,135,1.76772,97,1.45168
ENSG00000164040,PGRMC2,364,2.39698,10,-3.6068,125,0.19650,30,-2.0420,69,-0.7661,89,-0.4170
ENSG00000138650,PCDH10,11,-2.9185,0,-7.8120,85,0.13848,58,-0.5065,118,0.71564,138,1.33800
ENSG00000109390,NDUFC1,1074,2.38012,97,-1.9223,188,-0.9101,181,-0.9655,267,-0.3505,251,-0.5241
ENSG00000145391,SETD7,11,-1.7877,40,0.14278,79,1.42322,15,-1.4293,8,-2.3777,51,0.73871
ENSG00000153130,SCOC,11,-4.3248,79,-1.5279,150,-0.5166,177,-0.2498,272,0.47679,377,1.44646
ENSG00000109436,TBC1D9,11,-2.2764,0,-7.1997,28,-0.9531,36,-0.5517,80,0.79171,100,1.67186
ENSG00000170153,RNF150,11,-1.4338,5,-2.6284,1,-4.5465,21,-0.4900,28,-0.0619,68,2.30990
ENSG00000153147,SMARCA5,180,0.92359,95,-0.1942,211,1.23477,41,-1.5104,64,-0.8333,78,-0.5885
ENSG00000170390,DCLK2,182,1.53359,0,-7.8437,78,-0.0294,55,-0.6125,99,0.36516,72,-0.1990
ENSG00000145425,RPS3A,1476,0.19955,2256,0.96528,2576,1.22478,782,-0.8410,787,-0.8300,655,-1.2652
ENSG00000109670,FBXW7,11,-4.0220,37,-2.3473,53,-1.8010,152,-0.1629,192,0.23957,362,2.01897
ENSG00000109654,TRIM2,11,-4.2020,281,0.68983,33,-2.7034,147,-0.4181,257,0.52697,298,1.03036
ENSG00000145428,RNF175,11,-2.0375,0,-6.9624,28,-0.7088,11,-2.1544,138,2.31014,57,0.60654
ENSG00000164114,MAP9,11,-2.9541,56,-0.5874,23,-1.9353,107,0.48165,92,0.23194,137,1.23453
ENSG00000061918,GUCY1B1,153,-0.2771,12,-4.1054,26,-2.9809,113,-0.7713,412,1.52304,277,0.95058
ENSG00000109738,GLRB,121,0.38018,1,-6.0258,19,-2.5267,40,-1.4163,132,0.53852,182,1.53824
ENSG00000120251,GRIA2,11,-4.0670,14,-3.8060,70,-1.4236,122,-0.5706,242,0.58062,375,2.02494
ENSG00000164124,TMEM144,174,1.05563,383,2.96095,55,-0.9012,15,-2.7965,15,-2.8563,17,-2.9241
ENSG00000171497,PPID,11,-1.9747,26,-0.7647,12,-1.9414,26,-0.7605,65,0.78807,75,1.41060
ENSG00000052795,FNIP2,11,-1.3600,17,-0.7298,4,-2.8081,22,-0.3488,7,-1.9826,65,2.33243
ENSG00000109756,RAPGEF2,116,0.88619,28,-1.4796,11,-2.8539,30,-1.3554,131,1.10967,89,0.49118
ENSG00000109466,KLHL2,11,-2.4691,124,1.39322,9,-2.7917,46,-0.3782,10,-2.6125,102,1.33699
ENSG00000052802,MSMO1,13,-2.8243,42,-1.1083,19,-2.2836,40,-1.1713,241,2.07263,114,0.68337
ENSG00000109472,CPE,261,-1.8579,106,-3.1860,1119,0.47858,771,-0.1590,998,0.27689,1342,1.04240
ENSG00000196104,SPOCK3,11,-3.6307,363,2.02858,35,-2.0134,44,-1.6644,297,1.56916,72,-1.0547
ENSG00000109572,CLCN3,11,-3.0076,47,-0.9311,44,-1.0241,24,-1.9466,187,1.48708,136,1.11206
ENSG00000056050,HPF1,11,-1.4581,8,-1.9124,42,0.61359,31,0.10446,8,-1.9409,52,1.34308
ENSG00000164106,SCRG1,11,-3.0884,163,1.10801,153,0.98107,112,0.40672,30,-1.6690,73,-0.3555
ENSG00000150625,GPM6A,11,-6.8040,161,-3.0241,269,-2.2614,1349,0.27886,2083,1.07401,2072,1.41951
ENSG00000129128,SPCS3,104,0.73807,19,-1.9529,42,-0.7743,28,-1.4013,100,0.66916,92,0.63744
ENSG00000218336,TENM3,11,-1.6975,0,-6.6417,60,0.97846,29,-0.2894,5,-2.7822,68,1.66160
ENSG00000129187,DCTD,11,-1.8842,38,-0.0479,47,0.32908,35,-0.1924,70,1.02977,36,-0.1597
ENSG00000173320,STOX2,11,-2.2130,13,-1.9791,65,0.48677,40,-0.3188,75,0.76067,68,0.72096
