Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to12,Feature log2 fold change topic 5to12
ENSG00000168724,DNAJC21,79,1.09689,22,-0.8912,25,-0.7195,61,0.67308,37,-0.3451
ENSG00000152582,SPEF2,7,-1.0578,11,-0.3753,7,-1.0150,33,1.42920,13,-0.0881
ENSG00000164187,LMBRD2,91,-0.6420,22,-2.7149,82,-0.8078,249,0.95800,152,0.44837
ENSG00000152620,NADK2,47,-0.2008,56,0.08665,56,0.08455,47,-0.2056,54,0.07207
ENSG00000164188,RANBP3L,13,-0.1893,73,2.90079,13,-0.1293,2,-2.7777,9,-1.3951
ENSG00000079215,SLC1A3,128,-1.7623,701,0.86992,797,1.08755,81,-2.4304,402,-0.0882
ENSG00000164190,NIPBL,62,1.05837,45,0.52373,24,-0.4420,26,-0.3388,29,-0.4423
ENSG00000197603,CPLANE1,18,-0.5051,39,0.66423,18,-0.5149,35,0.49048,24,-0.1648
ENSG00000082068,WDR70,1,-3.6891,19,0.44151,12,-0.3273,21,0.53724,15,0.21553
ENSG00000113594,LIFR,31,-0.3937,112,1.73252,54,0.48559,30,-0.4521,32,-0.8379
ENSG00000164327,RICTOR,0,-4.7623,17,-0.3384,11,-0.9647,24,0.18005,25,0.92632
ENSG00000113638,TTC33,50,0.17915,17,-1.3928,38,-0.2258,52,0.25638,47,0.24398
ENSG00000132356,PRKAA1,19,0.16400,20,0.28045,15,-0.2197,11,-0.6185,17,0.08621
ENSG00000145592,RPL37,2055,0.35730,3805,1.39626,2308,0.54536,773,-1.1542,1345,-0.7324
ENSG00000182836,PLCXD3,0,-4.8840,18,-0.4601,12,-1.0638,5,-2.1868,33,1.79021
ENSG00000083720,OXCT1,88,-0.6146,43,-1.6952,80,-0.7591,180,0.50576,148,0.59535
ENSG00000205765,C5orf51,16,-0.1679,19,0.15310,11,-0.6922,17,-0.0126,18,0.20455
ENSG00000250722,SELENOP,158,0.92579,496,3.23628,36,-1.3884,15,-2.6038,46,-1.9374
ENSG00000172262,ZNF131,13,-0.2430,13,-0.2632,14,-0.1257,24,0.67424,15,-0.0773
ENSG00000177453,NIM1K,0,-4.0060,9,-0.5072,13,0.06560,36,1.77779,11,-0.3562
ENSG00000112972,HMGCS1,83,-1.1491,117,-0.6343,91,-1.0183,367,1.20475,182,0.14829
ENSG00000172239,PAIP1,26,-1.4202,62,-0.1271,49,-0.4818,82,0.31540,73,0.41715
ENSG00000248092,NNT-AS1,92,1.87012,36,0.26801,22,-0.4845,13,-1.3219,25,-0.6766
ENSG00000112992,NNT,131,0.86951,25,-1.6990,70,-0.1376,87,0.19965,76,-0.0465
ENSG00000112996,MRPS30,40,0.31251,15,-1.1376,30,-0.1485,48,0.59087,33,-0.0260
ENSG00000272335,AC093297.2,0,-4.3225,11,-0.5171,7,-1.1037,17,0.15812,19,1.02781
ENSG00000164588,HCN1,54,6.40309,1,-5.3546,24,-1.2282,102,1.03025,58,0.36612
ENSG00000151883,PARP8,0,-4.7087,18,-0.2013,17,-0.2321,32,0.70725,22,0.37822
ENSG00000152684,PELO,10,-0.6085,6,-1.2191,11,-0.4724,19,0.40603,16,0.48773
ENSG00000164172,MOCS2,75,-0.5620,64,-0.8119,94,-0.2151,131,0.30453,117,0.35678
ENSG00000164258,NDUFS4,103,0.22840,95,0.09044,117,0.42999,71,-0.3513,86,-0.1707
ENSG00000185305,ARL15,42,0.80851,13,-1.0073,11,-1.2246,40,0.72528,25,-0.0987
ENSG00000067248,DHX29,76,1.51173,39,0.36640,11,-1.5398,36,0.23823,26,-0.6399
ENSG00000039123,MTREX,34,-0.0495,34,-0.0419,25,-0.5114,41,0.25226,36,0.09053
ENSG00000067113,PLPP1,27,-0.5423,67,0.88651,33,-0.2528,47,0.31122,36,-0.2623
ENSG00000134352,IL6ST,179,0.67855,240,1.17618,134,0.21115,55,-1.1533,100,-0.6047
ENSG00000062194,GPBP1,62,-0.3557,60,-0.3972,71,-0.1484,67,-0.2377,84,0.37487
ENSG00000145632,PLK2,26,-2.1188,8,-3.7557,64,-0.8066,256,1.42270,119,0.41632
ENSG00000152932,RAB3C,145,-0.6663,42,-2.4925,102,-1.1953,311,0.53509,259,0.78713
ENSG00000113448,PDE4D,40,0.70127,14,-0.9182,18,-0.5075,29,0.16605,26,0.03911
ENSG00000152931,PART1,53,1.51093,5,-1.9902,1,-3.7723,17,-0.3436,22,0.21141
ENSG00000164182,NDUFAF2,79,0.46732,44,-0.4353,66,0.18980,49,-0.2673,58,-0.0355
ENSG00000188725,SMIM15,27,0.09390,33,0.45239,24,-0.0535,23,-0.1232,24,-0.1488
ENSG00000130449,ZSWIM6,60,1.20834,22,-0.4278,16,-0.8478,29,0.01213,27,-0.2257
ENSG00000068796,KIF2A,18,-0.9573,38,0.17076,41,0.29382,59,0.88166,32,-0.3016
ENSG00000086189,DIMT1,48,1.27829,20,-0.1161,11,-1.0634,19,-0.2550,21,-0.2354
ENSG00000086200,IPO11,72,1.77211,7,-1.8610,11,-1.2327,34,0.47951,22,-0.4813
ENSG00000164197,RNF180,0,-4.0403,19,0.63940,13,0.02077,4,-1.5181,14,0.62572
ENSG00000153006,SREK1IP1,89,1.43250,28,-0.4556,31,-0.2707,25,-0.6122,34,-0.3267
ENSG00000153015,CWC27,16,-0.6417,40,0.82537,27,0.18713,14,-0.8122,24,-0.0225
ENSG00000113595,TRIM23,25,-1.6468,20,-1.9747,53,-0.5450,125,0.81129,85,0.60777
ENSG00000113597,TRAPPC13,1,-4.9853,11,-1.5677,19,-0.7748,62,1.09651,35,0.61727
ENSG00000197860,SGTB,0,-6.4352,36,-1.1715,66,-0.2680,134,0.87444,88,0.56280
ENSG00000123213,NLN,30,0.80192,18,0.02077,18,0.01314,14,-0.4306,17,-0.2226
ENSG00000112851,ERBIN,64,0.36145,93,0.95439,47,-0.1418,17,-1.6675,49,-0.1592
ENSG00000153914,SREK1,120,1.58513,49,0.08875,19,-1.3352,37,-0.3417,41,-0.4400
ENSG00000069020,MAST4,41,0.05688,38,-0.0869,22,-0.8854,31,-0.3645,43,0.37623
ENSG00000145675,PIK3R1,149,-0.1675,72,-1.2654,93,-0.8876,254,0.68844,177,0.32037
ENSG00000145740,SLC30A5,0,-5.0038,19,-0.4466,14,-0.8666,20,-0.3464,31,1.19175
ENSG00000134056,MRPS36,17,-1.9314,77,0.31379,79,0.35620,64,0.01237,65,0.13392
ENSG00000134058,CDK7,55,1.94885,10,-0.8329,16,-0.0991,30,0.89115,12,-1.1783
ENSG00000085231,AK6,36,-0.5879,34,-0.6986,49,-0.1359,77,0.58924,55,0.17596
ENSG00000273841,TAF9,108,0.32375,30,-1.6161,63,-0.5213,131,0.63241,91,0.12716
ENSG00000152942,RAD17,1,-4.1850,7,-1.2767,11,-0.6632,24,0.44113,21,0.95275
ENSG00000145734,BDP1,302,2.96409,28,-1.1353,30,-1.0687,20,-1.6348,43,-1.1427
ENSG00000131844,MCCC2,42,1.13261,28,0.46906,21,0.00246,20,-0.0892,18,-0.6530
ENSG00000164326,CARTPT,40,0.82557,0,-5.3678,2,-3.6432,10,-1.2959,30,1.15001
ENSG00000131711,MAP1B,1603,0.22081,435,-1.7663,776,-0.9027,1722,0.33539,1525,0.42695
ENSG00000113048,MRPS27,22,-1.1030,25,-0.9453,25,-0.9086,52,0.17907,54,0.78268
ENSG00000049883,PTCD2,0,-4.0814,7,-0.8988,9,-0.5078,17,0.37579,15,0.84763
ENSG00000083312,TNPO1,0,-5.5095,40,-0.0586,31,-0.4610,47,0.21771,47,0.66427
ENSG00000145741,BTF3,153,-0.2382,356,1.12950,160,-0.1733,154,-0.2264,165,-0.3191
ENSG00000171617,ENC1,644,-1.6461,108,-4.2490,1060,-0.9018,3866,1.16409,2145,0.59557
ENSG00000049860,HEXB,0,-5.4165,51,0.49014,16,-1.2494,60,0.77488,40,0.31430
ENSG00000164347,GFM2,0,-5.0544,13,-0.9938,27,0.05322,24,-0.1028,31,0.90602
ENSG00000164346,NSA2,374,2.02225,200,0.89477,84,-0.4839,55,-1.1221,84,-1.0889
ENSG00000198780,FAM169A,41,-0.6070,39,-0.6912,54,-0.2132,96,0.71051,63,0.14194
ENSG00000113161,HMGCR,24,-2.6082,27,-2.4653,46,-1.6733,299,1.25655,160,0.68646
ENSG00000113163,CERT1,76,0.29015,34,-0.9338,35,-0.8982,98,0.68673,65,0.08996
ENSG00000122008,POLK,39,1.58895,17,0.23177,15,0.01386,18,0.33338,11,-0.9887
ENSG00000145708,CRHBP,0,-5.4229,10,-1.8140,5,-2.8000,5,-2.6243,48,3.11028
ENSG00000164252,AGGF1,0,-5.7704,32,-0.4615,38,-0.2068,57,0.45770,49,0.60349
ENSG00000113231,PDE8B,23,-1.6926,13,-2.4877,72,-0.0205,89,0.32797,84,0.75975
ENSG00000164253,WDR41,43,0.44630,18,-0.8818,25,-0.3973,42,0.44027,32,0.01126
ENSG00000171530,TBCA,363,0.47229,341,0.37272,246,-0.1467,262,-0.0427,253,-0.2586
ENSG00000132842,AP3B1,1,-3.9698,34,1.34840,14,-0.0453,16,0.15143,14,-0.2099
ENSG00000085365,SCAMP1,126,-0.1442,51,-1.5049,70,-1.0357,229,0.81731,148,0.30877
ENSG00000152409,JMY,16,-0.3317,19,-0.0333,13,-0.6373,11,-0.8453,22,0.56709
ENSG00000152413,HOMER1,111,-0.1095,15,-3.0545,76,-0.6992,195,0.79591,129,0.37779
ENSG00000164329,TENT2,7,-1.1566,16,-0.0580,16,0.00810,20,0.32479,17,0.18495
ENSG00000177034,MTX3,3,-2.9408,21,-0.3270,19,-0.5062,40,0.66927,29,0.46630
ENSG00000113296,THBS4,27,1.01983,22,0.69581,17,0.27104,2,-2.9625,13,-0.3811
ENSG00000164300,SERINC5,0,-4.4522,44,1.56696,14,-0.2721,7,-1.3089,17,0.07598
ENSG00000039319,ZFYVE16,27,-0.1190,57,1.06774,14,-1.1411,7,-2.0451,31,0.23311
ENSG00000249042,AC008771.1,39,0.47530,11,-1.4657,21,-0.5151,40,0.52037,29,0.09260
ENSG00000113318,MSH3,0,-4.1215,21,0.66643,15,0.19517,30,1.32105,12,-0.4787
ENSG00000113319,RASGRF2,7,-3.1531,11,-2.3826,48,-0.2746,56,-0.0356,71,1.20122
ENSG00000145687,SSBP2,126,0.70968,32,-1.4225,55,-0.6043,99,0.31981,82,0.08371
ENSG00000186468,RPS23,1707,0.67672,2594,1.39287,1432,0.38910,595,-0.9743,891,-0.8278
ENSG00000174695,TMEM167A,76,-0.1980,78,-0.1730,84,-0.0612,109,0.35841,87,0.00492
ENSG00000038427,VCAN,34,0.34810,134,2.87482,17,-0.7685,2,-3.4301,18,-1.3643
ENSG00000164176,EDIL3,51,-1.6543,130,-0.2474,114,-0.4535,169,0.16012,171,0.55688
ENSG00000127184,COX7C,916,-0.2446,1064,-0.0117,1332,0.34544,680,-0.7029,1109,0.15154
ENSG00000145715,RASA1,10,-2.5110,27,-1.1441,34,-0.7672,71,0.35360,67,0.91165
ENSG00000134480,CCNH,51,-0.0600,33,-0.6986,36,-0.5829,63,0.28687,56,0.28963
ENSG00000247828,TMEM161B-AS1,47,-0.3874,57,-0.1004,74,0.30869,53,-0.2115,62,0.10640
ENSG00000245526,LINC00461,41,-0.3719,87,0.82757,61,0.24907,36,-0.5540,50,-0.1722
ENSG00000081189,MEF2C,343,-0.3128,65,-2.7960,221,-0.9850,631,0.65728,472,0.58171
ENSG00000153140,CETN3,0,-4.6367,46,1.39705,20,0.04760,6,-1.7237,20,0.15778
ENSG00000176055,MBLAC2,12,-1.2290,7,-1.8808,11,-1.3403,48,0.94342,30,0.62454
ENSG00000164199,ADGRV1,24,-0.6149,132,2.24265,60,0.80854,18,-1.0552,25,-1.2087
ENSG00000113369,ARRDC3,27,0.33015,34,0.74684,5,-2.1481,7,-1.5686,23,0.32867
ENSG00000237187,NR2F1-AS1,63,0.07574,68,0.21164,58,-0.0550,48,-0.3252,60,0.01651
ENSG00000175745,NR2F1,113,-0.1789,126,-0.0135,96,-0.4253,130,0.03935,132,0.18276
ENSG00000113391,FAM172A,48,0.37589,30,-0.3279,34,-0.1578,55,0.61278,36,-0.2349
ENSG00000133302,SLF1,127,2.46605,13,-1.2752,15,-1.1410,28,-0.1666,24,-0.9137
ENSG00000175471,MCTP1,5,-3.0900,14,-1.5547,23,-0.8743,62,0.67620,48,0.87119
ENSG00000198677,TTC37,10,-2.2003,62,0.46758,31,-0.5817,57,0.33345,49,0.28403
ENSG00000164292,RHOBTB3,66,0.26039,181,1.99944,71,0.36164,12,-2.2842,43,-0.9290
ENSG00000173221,GLRX,28,-0.5923,14,-1.5649,23,-0.8633,16,-1.4076,51,1.31431
ENSG00000118985,ELL2,51,0.03688,22,-1.2037,28,-0.8547,55,0.15020,55,0.48823
ENSG00000175426,PCSK1,3,-3.2348,2,-4.0150,6,-2.4100,63,1.14520,38,1.00557
ENSG00000153113,CAST,110,2.01447,64,1.05194,11,-1.7058,31,-0.1338,24,-1.1782
ENSG00000113441,LNPEP,53,-0.4060,35,-1.0016,25,-1.4899,103,0.65082,76,0.47998
ENSG00000145721,LIX1,0,-4.6145,124,3.62979,26,0.47798,7,-1.3960,9,-2.0805
ENSG00000174136,RGMB,22,-1.7993,27,-1.5181,53,-0.4984,126,0.88744,81,0.50421
ENSG00000174132,FAM174A,61,-0.1390,17,-2.0247,41,-0.7623,88,0.42350,75,0.52660
ENSG00000113532,ST8SIA4,13,-0.3260,5,-1.6124,8,-1.0256,12,-0.4476,20,0.98449
ENSG00000145730,PAM,110,-0.6162,49,-1.8247,84,-1.0182,246,0.64685,185,0.59601
ENSG00000145725,PPIP5K2,0,-4.9267,13,-0.9344,18,-0.4447,23,-0.0343,29,1.06830
ENSG00000181751,C5orf30,0,-5.6882,25,-0.7774,33,-0.3370,92,1.30876,43,0.20133
ENSG00000112874,NUDT12,0,-4.1482,19,0.49017,9,-0.5727,17,0.32922,15,0.37374
ENSG00000145743,FBXL17,38,-1.2688,43,-1.0912,63,-0.5050,74,-0.2506,104,0.92485
ENSG00000151422,FER,30,1.16853,29,1.10418,16,0.16779,9,-0.6458,11,-0.8887
ENSG00000198961,PJA2,514,0.18947,109,-2.1503,231,-1.0443,636,0.53374,497,0.41656
ENSG00000112893,MAN2A1,21,0.22263,46,1.50007,5,-1.8434,20,0.13443,16,-0.5099
ENSG00000164209,SLC25A46,78,-0.5723,36,-1.7158,52,-1.1898,187,0.80505,126,0.50951
ENSG00000134987,WDR36,28,0.85003,15,-0.1071,12,-0.4988,24,0.58729,15,-0.4104
ENSG00000152495,CAMK4,96,0.05989,32,-1.5985,72,-0.3965,170,0.98685,93,0.00236
ENSG00000164211,STARD4,10,-0.4895,18,0.46094,9,-0.6544,19,0.50697,13,-0.0497
ENSG00000134986,NREP,76,0.42409,62,0.10928,24,-1.3308,32,-0.9137,63,0.37020
ENSG00000224032,EPB41L4A-AS1,68,-0.0549,59,-0.2805,87,0.31869,68,-0.0750,71,0.01267
ENSG00000134982,APC,187,0.30575,155,0.00520,173,0.18100,36,-2.1775,163,0.23781
ENSG00000153037,SRP19,5,-3.5797,40,-0.5370,57,0.01078,62,0.14130,64,0.65083
ENSG00000129625,REEP5,121,-1.6819,158,-1.2789,234,-0.6927,596,0.78654,410,0.56603
ENSG00000172795,DCP2,10,-1.5415,13,-1.1864,23,-0.2862,31,0.16466,32,0.73878
ENSG00000047188,YTHDC2,4,-2.3859,21,-0.0314,14,-0.6244,42,1.10675,22,0.09947
ENSG00000080709,KCNN2,84,2.08347,37,0.61316,5,-2.3206,25,0.01464,18,-1.0126
ENSG00000152503,TRIM36,106,0.47333,18,-2.1689,53,-0.6210,116,0.60927,82,0.15781
ENSG00000164221,CCDC112,20,-0.0772,30,0.57107,15,-0.5451,16,-0.3951,21,0.07666
ENSG00000145780,FEM1C,43,1.08876,10,-1.1349,20,-0.1591,21,-0.0945,21,-0.1418
ENSG00000134970,TMED7,77,0.20616,77,0.19221,68,0.01577,78,0.21910,64,-0.2252
ENSG00000129596,CDO1,41,-0.6372,37,-0.7995,56,-0.1841,81,0.41217,67,0.31381
ENSG00000145782,ATG12,153,1.52343,58,-0.0919,32,-0.9621,48,-0.3760,55,-0.3899
ENSG00000177879,AP3S1,7,-4.2808,41,-1.7825,115,-0.2377,223,0.82389,153,0.65824
ENSG00000145781,COMMD10,0,-4.3401,17,0.10293,16,0.00967,11,-0.5462,18,0.69582
ENSG00000092421,SEMA6A,0,-4.3796,50,1.91028,8,-1.0997,13,-0.3258,15,-0.2157
ENSG00000172869,DMXL1,20,-0.4020,18,-0.5538,28,0.13129,35,0.46171,26,0.05768
ENSG00000133835,HSD17B4,19,-1.6741,110,1.03818,42,-0.5016,53,-0.1408,59,0.07737
ENSG00000205302,SNX2,106,1.25429,42,-0.2473,39,-0.3726,52,0.07310,44,-0.4285
ENSG00000064652,SNX24,0,-4.1377,18,0.40783,10,-0.4069,14,0.07423,15,0.47708
ENSG00000151292,CSNK1G3,64,1.00094,41,0.27230,36,0.07150,46,0.46397,28,-0.7191
ENSG00000155324,GRAMD2B,26,-0.0846,128,2.75345,38,0.51585,4,-2.8826,17,-1.5025
ENSG00000164904,ALDH7A1,34,-0.9731,175,1.70170,105,0.81226,19,-1.8192,54,-0.6242
ENSG00000164902,PHAX,52,-0.1386,63,0.16252,51,-0.1506,63,0.16763,56,-0.0236
ENSG00000164241,C5orf63,1,-4.8947,40,0.52034,28,-0.0023,9,-1.7686,33,0.76290
ENSG00000145794,MEGF10,23,0.39738,43,1.46038,16,-0.1713,2,-2.8096,16,-0.3821
ENSG00000245937,LINC01184,32,0.10526,23,-0.3631,25,-0.2653,23,-0.3604,32,0.28101
ENSG00000064651,SLC12A2,0,-5.2601,64,1.22290,22,-0.5037,18,-0.7363,32,0.29585
ENSG00000066583,ISOC1,0,-4.5185,19,0.11977,8,-1.2558,10,-0.9154,22,1.22206
ENSG00000169567,HINT1,601,-0.3926,390,-1.0502,820,0.09021,837,0.12382,830,0.32569
ENSG00000186687,LYRM7,31,-0.8149,49,-0.1084,35,-0.6516,28,-0.9756,62,0.77772
ENSG00000158985,CDC42SE2,96,-0.7607,57,-1.5382,95,-0.7832,216,0.50197,178,0.61977
ENSG00000158987,RAPGEF6,16,-0.0450,17,0.04618,12,-0.4206,25,0.63360,16,-0.1321
ENSG00000217128,FNIP1,12,-1.3038,20,-0.5437,14,-1.0278,31,0.13034,33,0.76448
ENSG00000164398,ACSL6,101,-0.2484,91,-0.4051,105,-0.1892,109,-0.1275,127,0.31994
ENSG00000131435,PDLIM4,56,1.79891,89,2.73665,10,-0.9047,11,-0.7790,8,-2.3215
ENSG00000113522,RAD50,37,-0.4746,55,0.12437,41,-0.3331,66,0.41922,51,0.03958
ENSG00000131437,KIF3A,228,-0.0221,76,-1.6916,119,-1.0134,338,0.60736,252,0.40374
ENSG00000164402,SEPTIN8,44,-1.8964,195,0.35858,122,-0.3728,146,-0.0958,170,0.41868
ENSG00000198944,SOWAHA,77,-1.3040,79,-1.2573,382,1.23203,249,0.51135,173,-0.1875
ENSG00000164405,UQCRQ,449,-0.5717,620,-0.0733,924,0.56457,424,-0.6605,672,0.15383
ENSG00000072364,AFF4,72,0.25584,57,-0.1189,52,-0.2609,74,0.28022,61,-0.0757
ENSG00000155329,ZCCHC10,1,-3.5992,24,0.48901,15,-0.2728,10,-0.9137,21,0.68992
ENSG00000170606,HSPA4,1,-6.1339,49,-0.4852,53,-0.3580,121,0.94939,73,0.37806
ENSG00000113583,C5orf15,78,1.28916,24,-0.6027,26,-0.4585,38,0.07792,33,-0.3417
ENSG00000213585,VDAC1,254,-0.2653,102,-1.6350,201,-0.6294,537,0.93946,315,0.20373
ENSG00000113558,SKP1,534,-0.4895,652,-0.1816,614,-0.2733,822,0.18382,770,0.23221
ENSG00000113575,PPP2CA,65,-2.0861,80,-1.7808,158,-0.7609,409,0.73778,299,0.74898
ENSG00000119048,UBE2B,121,-0.4183,67,-1.2974,127,-0.3333,271,0.87209,164,0.15897
ENSG00000237190,CDKN2AIPNL,64,0.11491,15,-2.0303,36,-0.7706,76,0.38195,66,0.45033
ENSG00000043143,JADE2,0,-5.7467,26,-0.7647,27,-0.7006,70,0.80300,48,0.64446
ENSG00000152700,SAR1B,92,1.08440,42,-0.1956,53,0.16772,50,0.07319,41,-0.5053
ENSG00000164615,CAMLG,290,0.98183,76,-1.1173,137,-0.2322,213,0.47223,148,-0.2707
ENSG00000145833,DDX46,0,-5.1860,52,0.96790,20,-0.5324,25,-0.2002,31,0.32044
ENSG00000181904,C5orf24,134,1.38141,26,-1.1974,41,-0.5198,49,-0.2679,56,-0.1664
ENSG00000113621,TXNDC15,9,-2.5303,47,-0.0658,30,-0.7427,48,-0.0146,56,0.74736
ENSG00000113648,H2AFY,92,-0.2693,67,-0.7364,64,-0.8043,148,0.48765,117,0.33110
ENSG00000145824,CXCL14,10,-4.2595,349,1.02449,366,1.10344,37,-2.4224,184,-0.0487
ENSG00000145832,SLC25A48,0,-4.1942,67,2.78109,18,0.38597,0,-6.6139,11,-0.9805
ENSG00000113658,SMAD5,22,0.11393,35,0.83579,22,0.08578,14,-0.5486,19,-0.2672
ENSG00000152377,SPOCK1,195,-0.4205,111,-1.2785,122,-1.1353,330,0.40395,289,0.60945
ENSG00000146021,KLHL3,76,1.61625,11,-1.4131,10,-1.6221,36,0.34062,27,-0.3113
ENSG00000177733,HNRNPA0,185,0.50446,96,-0.5226,109,-0.3340,163,0.29865,133,-0.0532
ENSG00000031003,FAM13B,115,1.17070,35,-0.7423,36,-0.6671,56,-0.0147,54,-0.1582
ENSG00000112981,NME5,93,1.44587,18,-1.1153,22,-0.8384,38,-0.0383,37,-0.2227
ENSG00000112983,BRD8,1,-5.0690,48,0.19864,29,-0.6007,74,0.88978,45,0.23689
ENSG00000094880,CDC23,28,0.39048,16,-0.5268,12,-0.9548,28,0.35522,23,0.12206
ENSG00000120709,FAM53C,38,-0.3847,22,-1.1789,50,0.01935,46,-0.1017,54,0.46312
ENSG00000120733,KDM3B,0,-5.3264,26,-0.2835,30,-0.0960,20,-0.6639,38,0.96056
ENSG00000132563,REEP2,190,0.05713,88,-1.1171,141,-0.4055,261,0.56448,190,0.15860
ENSG00000120738,EGR1,83,-0.0578,146,0.84490,25,-1.8652,142,0.79505,80,-0.3015
ENSG00000120705,ETF1,0,-6.1334,42,-0.4418,40,-0.4873,80,0.57469,63,0.63016
ENSG00000113013,HSPA9,215,0.16556,155,-0.3497,143,-0.4732,213,0.14689,200,0.14069
ENSG00000044115,CTNNA1,38,-0.9409,157,1.30842,68,-0.0734,31,-1.2377,70,-0.0791
ENSG00000146006,LRRTM2,11,-1.6259,7,-2.2161,15,-1.1497,40,0.32794,40,1.09581
ENSG00000120725,SIL1,22,-0.4480,31,0.03399,24,-0.3437,34,0.18847,31,0.16549
ENSG00000120727,PAIP2,384,1.13238,181,-0.0908,147,-0.4141,176,-0.1406,177,-0.3235
ENSG00000170464,DNAJC18,2,-4.0187,19,-1.1527,24,-0.7516,52,0.40166,48,0.97037
ENSG00000131508,UBE2D2,125,-0.0289,74,-0.8337,115,-0.1549,152,0.28133,132,0.18598
ENSG00000171604,CXXC5,202,-0.1526,172,-0.4009,112,-1.0462,258,0.23576,240,0.37059
ENSG00000146005,PSD2,20,-1.7002,150,1.49401,91,0.64071,39,-0.6794,54,-0.4685
ENSG00000185129,PURA,163,1.76191,55,-0.0570,37,-0.6856,44,-0.3978,49,-0.6172
ENSG00000182700,IGIP,81,-0.0198,34,-1.3195,72,-0.1996,107,0.42933,86,0.22340
ENSG00000120306,CYSTM1,146,0.59450,140,0.52225,110,0.13535,60,-0.8063,94,-0.2715
ENSG00000113068,PFDN1,46,-1.1753,72,-0.5125,103,0.05285,115,0.21467,108,0.36109
ENSG00000131503,ANKHD1,3,-3.3670,47,0.67752,22,-0.5392,39,0.37566,32,0.22200
ENSG00000213523,SRA1,42,0.27944,50,0.56833,41,0.24958,35,-0.0283,32,-0.4002
ENSG00000243056,EIF4EBP3,6,-1.1562,72,3.06599,6,-1.1759,3,-1.9185,9,-1.1941
ENSG00000113108,APBB3,5,-2.7043,33,-0.0258,24,-0.4692,34,0.05280,38,0.63523
ENSG00000176087,SLC35A4,27,0.51235,41,1.18648,8,-1.2840,10,-0.9470,18,-0.2150
ENSG00000170458,CD14,1,-4.1740,181,3.88380,10,-1.3866,5,-2.2627,14,-1.7691
ENSG00000131495,NDUFA2,138,-0.7824,286,0.34648,263,0.21386,196,-0.2450,234,0.08459
ENSG00000113141,IK,124,1.01514,78,0.24521,49,-0.4773,48,-0.5147,62,-0.2544
ENSG00000120314,WDR55,0,-4.1469,16,0.28072,9,-0.6303,4,-1.8830,17,1.14804
ENSG00000170445,HARS,38,-0.7505,37,-0.7772,51,-0.3055,85,0.48865,67,0.33915
ENSG00000112855,HARS2,5,-1.4503,14,0.05510,8,-0.7705,15,0.22381,15,0.47127
ENSG00000146007,ZMAT2,136,-0.3327,86,-1.0344,136,-0.3354,151,-0.1689,189,0.57081
ENSG00000120327,PCDHB14,3,-2.3180,12,-0.3681,8,-0.8878,21,0.49603,18,0.63015
ENSG00000178913,TAF7,49,-0.9043,92,0.04586,67,-0.4368,160,0.94702,88,-0.0698
ENSG00000131504,DIAPH1,53,1.02519,16,-0.8368,27,-0.0815,25,-0.1534,27,-0.1651
ENSG00000171720,HDAC3,39,0.39211,11,-1.4561,26,-0.2243,44,0.58776,31,0.01478
ENSG00000164620,RELL2,4,-2.8490,15,-0.8548,25,-0.1306,24,-0.2119,32,0.91346
ENSG00000081791,DELE1,9,-1.5306,36,0.58696,25,0.01060,23,-0.1142,25,0.14067
ENSG00000013561,RNF14,7,-2.7248,30,-0.7029,26,-0.9162,53,0.20381,56,0.93597
ENSG00000113552,GNPDA1,32,-0.6789,22,-1.2159,19,-1.4497,51,0.04139,59,0.91885
ENSG00000131507,NDFIP1,403,-0.8185,259,-1.4840,407,-0.8019,1115,0.78542,755,0.46791
ENSG00000113578,FGF1,68,0.18914,225,2.29927,73,0.29986,7,-3.0387,44,-1.0844
ENSG00000145819,ARHGAP26,48,-0.6586,25,-1.6290,52,-0.5549,83,0.18471,85,0.70339
ENSG00000113580,NR3C1,40,0.02857,55,0.54940,31,-0.3393,43,0.13970,38,-0.1721
ENSG00000145817,YIPF5,76,0.88761,34,-0.3765,25,-0.8380,66,0.64681,41,-0.3085
ENSG00000183775,KCTD16,101,0.14101,10,-3.2196,47,-1.0271,123,0.45360,104,0.55290
ENSG00000133706,LARS,31,-0.8875,57,0.02687,36,-0.6631,53,-0.0986,62,0.47801
ENSG00000091009,RBM27,10,-1.1580,24,0.11077,24,0.09072,20,-0.1386,24,0.27026
ENSG00000113649,TCERG1,93,1.09190,25,-0.9903,23,-1.0954,68,0.58338,45,-0.2121
ENSG00000156475,PPP2R2B,109,-0.5302,83,-0.9306,113,-0.4697,206,0.47564,166,0.37280
ENSG00000113657,DPYSL3,75,-0.1400,157,1.05981,65,-0.3711,90,0.13581,75,-0.3669
ENSG00000176049,JAKMIP2,31,-0.1219,27,-0.3219,20,-0.7502,36,0.10862,36,0.32386
ENSG00000145868,FBXO38,0,-4.2061,14,-0.0820,6,-1.1632,13,-0.1230,17,0.99961
ENSG00000173210,ABLIM3,0,-4.6185,44,1.35088,17,-0.1732,7,-1.4469,20,0.23067
ENSG00000145882,PCYOX1L,24,-0.0772,0,-4.9657,12,-1.1114,45,0.96120,27,0.41313
ENSG00000113712,CSNK1A1,118,-0.2684,98,-0.5578,97,-0.5753,144,0.03848,154,0.42592
