Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000183726,TMEM50A,846,3.24776,102,-0.6105,159,0.07722,97,-0.7436,53,-1.5783,121,-0.3476,51,-1.7331,86,-0.8788,78,-1.0854
ENSG00000204178,MACO1,27,0.31889,14,-0.6513,30,0.47345,27,0.35378,27,0.32374,12,-0.8797,14,-0.7221,31,0.53429,20,-0.1346
ENSG00000157978,LDLRAP1,27,1.27092,17,0.53774,64,3.02431,3,-2.1645,7,-0.7853,16,0.39561,4,-1.8281,0,-6.0610,1,-3.0220
ENSG00000117643,MAN1C1,27,-0.1188,42,0.60225,14,-1.0520,49,0.95189,2,-3.6547,4,-2.7153,14,-1.1432,43,0.61902,44,0.76876
ENSG00000162430,SELENON,27,-0.3671,56,0.78388,33,-0.0345,30,-0.1987,33,-0.0451,36,0.10012,32,-0.1172,18,-0.9646,41,0.31240
ENSG00000117640,MTFR1L,27,-1.0012,34,-0.6265,41,-0.3562,56,0.11717,56,0.12609,50,-0.0620,48,-0.1165,80,0.69283,63,0.34129
ENSG00000117632,STMN1,768,-0.5800,696,-0.7293,1737,0.71167,1918,1.00354,668,-0.7927,1045,-0.1033,793,-0.5750,1174,0.07930,945,-0.2849
ENSG00000158008,EXTL1,27,-0.3113,4,-3.0813,6,-2.4888,67,1.34954,39,0.24962,32,-0.0347,41,0.38534,23,-0.5757,24,-0.4999
ENSG00000175087,PDIK1L,27,1.51365,20,0.97852,9,-0.2438,17,0.84155,2,-2.3062,0,-3.7814,6,-0.9965,8,-0.3535,8,-0.4891
ENSG00000142684,ZNF593,27,-0.8694,41,-0.2203,42,-0.2047,55,0.24677,30,-0.6918,69,0.59117,49,0.03866,49,0.03445,53,0.19194
ENSG00000142669,SH3BGRL3,130,-0.9413,261,0.12893,249,0.05953,298,0.38111,509,1.23784,244,0.02510,227,-0.0961,120,-1.0620,159,-0.6850
ENSG00000158062,UBXN11,27,0.62702,8,-1.2303,6,-1.6584,23,0.44037,6,-1.4995,9,-1.0933,16,-0.2319,13,-0.5317,35,1.24398
ENSG00000117682,DHDDS,27,0.74355,10,-0.7958,8,-1.0240,19,0.19760,6,-1.4564,8,-1.0836,14,-0.2517,16,-0.0640,30,1.04251
ENSG00000198830,HMGN2,27,-2.4379,272,1.11564,301,1.29284,91,-0.6805,127,-0.1296,139,0.01466,109,-0.3850,129,-0.0982,127,-0.1369
ENSG00000117713,ARID1A,27,-0.8945,54,0.17390,67,0.52664,56,0.24954,57,0.25084,66,0.49206,50,0.04893,28,-0.8040,35,-0.5447
ENSG00000060642,PIGV,27,1.27733,11,-0.0943,13,0.12101,12,-0.0786,17,0.50365,11,-0.1911,10,-0.3268,1,-2.9985,11,-0.1241
ENSG00000204160,ZDHHC18,27,0.42036,17,-0.2916,9,-1.2662,29,0.63941,5,-2.0541,6,-1.7417,14,-0.5695,18,-0.2066,38,1.15935
ENSG00000142751,GPN2,27,1.23432,20,0.72462,14,0.17183,19,0.70118,3,-2.0265,5,-1.3220,9,-0.5191,2,-2.2833,12,-0.1005
ENSG00000090273,NUDC,27,-2.4976,144,0.00859,157,0.14066,163,0.23163,175,0.31642,147,0.03857,127,-0.2063,148,0.05709,170,0.30266
ENSG00000253368,TRNP1,27,-0.8736,14,-1.8011,3,-4.1122,57,0.31489,68,0.57422,13,-1.9194,38,-0.3802,75,0.72242,91,1.21149
ENSG00000090020,SLC9A1,27,0.73377,4,-2.2215,5,-1.7014,29,0.94919,13,-0.4336,3,-2.2276,17,0.01340,24,0.54760,18,0.09907
ENSG00000142784,WDTC1,27,0.21380,11,-1.1487,27,0.21486,17,-0.5210,14,-0.7777,34,0.57844,24,0.03327,24,0.02284,31,0.52226
ENSG00000186501,TMEM222,27,-1.2339,55,-0.1512,60,-0.0217,70,0.26025,78,0.40751,80,0.43794,53,-0.2376,66,0.13440,58,-0.0846
ENSG00000158195,WASF2,771,4.10466,120,0.21660,121,0.23080,15,-3.0072,59,-0.8806,31,-1.8181,33,-1.8433,21,-2.3650,19,-2.6208
ENSG00000126705,AHDC1,27,-0.2279,26,-0.2689,9,-1.7596,54,1.01407,40,0.40823,30,-0.0386,29,-0.1410,23,-0.4370,26,-0.3144
ENSG00000126709,IFI6,28,-1.8507,184,1.08833,67,-0.5326,126,0.50664,117,0.33976,103,0.13022,81,-0.2611,44,-1.1701,89,-0.0973
ENSG00000009780,FAM76A,27,0.95949,14,-0.0290,19,0.41615,13,-0.1916,9,-0.6671,21,0.58719,9,-0.7557,21,0.58584,10,-0.6873
ENSG00000117758,STX12,27,-1.8575,65,-0.5497,121,0.42795,125,0.53011,90,-0.0433,103,0.16973,88,-0.0858,117,0.37012,81,-0.2211
ENSG00000117751,PPP1R8,674,4.52486,62,-0.4387,31,-1.4915,23,-2.0338,15,-2.5446,39,-1.1469,21,-2.1298,39,-1.1222,21,-2.1183
ENSG00000117748,RPA2,27,-0.7737,20,-1.2072,52,0.25299,76,0.96738,21,-1.1321,54,0.30524,40,-0.1649,34,-0.4345,48,0.11008
ENSG00000126698,DNAJC8,27,-2.1176,128,0.23450,156,0.55336,111,0.01037,108,-0.0278,160,0.59280,113,0.04402,84,-0.4304,107,-0.0607
ENSG00000130770,ATP5IF1,27,-4.1130,254,-0.8305,195,-1.2286,640,0.69779,601,0.51589,358,-0.3029,392,-0.1796,619,0.56392,552,0.42462
ENSG00000204138,PHACTR4,27,1.20866,26,1.18296,23,0.98261,8,-0.7694,17,0.48629,1,-3.0087,10,-0.4252,7,-0.7735,7,-0.9513
ENSG00000180098,TRNAU1AP,27,0.74971,18,0.13818,20,0.24943,17,0.07832,12,-0.5512,18,0.13001,20,0.28690,6,-1.5948,13,-0.4163
ENSG00000197989,SNHG12,27,1.07125,13,-0.1276,14,-0.0138,11,-0.3238,16,0.25515,7,-1.0198,16,0.31236,12,-0.2594,11,-0.3939
ENSG00000120656,TAF12,27,0.61684,24,0.44174,24,0.42796,16,-0.2377,21,0.19750,26,0.54786,14,-0.4705,10,-0.8710,14,-0.4392
ENSG00000198492,YTHDF2,27,-1.2128,54,-0.1443,40,-0.6203,101,0.95763,53,-0.1864,72,0.29205,42,-0.5756,65,0.13284,60,0.00936
ENSG00000116350,SRSF4,27,-0.7442,42,-0.0750,64,0.59410,49,0.20085,42,-0.0730,48,0.14182,34,-0.3993,40,-0.1259,48,0.15594
ENSG00000116353,MECR,27,-0.2650,15,-1.1294,10,-1.6615,49,0.76592,39,0.31972,24,-0.4532,35,0.15003,37,0.24979,31,-0.0202
ENSG00000060656,PTPRU,163,3.09308,3,-3.2215,12,-1.3906,46,0.73379,36,0.26025,27,-0.2006,13,-1.3457,3,-3.1429,2,-3.6427
ENSG00000162511,LAPTM5,37,-0.4909,118,1.39209,77,0.67091,16,-1.8559,104,1.17193,39,-0.4090,65,0.43453,19,-1.4635,27,-1.0330
ENSG00000162512,SDC3,31,-2.4799,276,0.84842,87,-0.9660,164,0.00404,101,-0.7488,253,0.69899,153,-0.1194,227,0.51983,178,0.14471
ENSG00000134644,PUM1,27,-1.7510,65,-0.4290,77,-0.1650,144,0.95222,66,-0.4207,99,0.21644,67,-0.4117,82,-0.0724,97,0.20216
ENSG00000060688,SNRNP40,597,4.64599,31,-1.2786,46,-0.6719,21,-1.9582,24,-1.6492,33,-1.1616,15,-2.3852,14,-2.4409,19,-2.0643
ENSG00000121766,ZCCHC17,27,-1.7392,84,-0.0235,75,-0.1941,134,0.82109,65,-0.4097,99,0.23169,78,-0.1575,78,-0.1376,86,0.01193
ENSG00000121769,FABP3,27,-2.1956,20,-2.6243,25,-2.3002,216,1.15348,33,-1.8911,60,-1.0226,106,-0.1600,163,0.54056,213,1.13109
ENSG00000162517,PEF1,27,-1.3790,66,-0.0141,55,-0.2970,90,0.53556,51,-0.4168,50,-0.4419,66,-0.0175,72,0.10628,84,0.40523
ENSG00000084636,COL16A1,192,2.38270,53,0.10724,49,-0.0153,31,-0.7785,70,0.55779,31,-0.7317,33,-0.6778,20,-1.3352,25,-1.0802
ENSG00000121753,ADGRB2,27,-2.7367,47,-1.9232,43,-2.0454,297,1.05509,113,-0.6185,123,-0.4894,204,0.33431,224,0.45390,222,0.48910
ENSG00000184007,PTP4A2,310,0.47850,410,0.94151,630,1.70344,139,-0.8268,256,0.17287,181,-0.3679,174,-0.4646,114,-1.0660,113,-1.1588
ENSG00000121774,KHDRBS1,27,-1.8691,98,0.08441,119,0.38516,100,0.11437,65,-0.5595,140,0.65610,72,-0.4262,132,0.55653,97,0.06295
ENSG00000121775,TMEM39B,27,1.49055,12,0.16317,10,-0.1327,18,0.88522,5,-1.1231,2,-2.5709,9,-0.2534,5,-1.0548,7,-0.5927
ENSG00000025800,KPNA6,27,-0.4004,16,-1.1700,32,-0.1288,54,0.79376,43,0.32666,48,0.50920,23,-0.6625,50,0.57580,24,-0.6348
ENSG00000084652,TXLNA,27,0.21583,49,1.20472,23,-0.0028,21,-0.1500,3,-2.8120,24,0.05569,15,-0.7365,32,0.51076,24,0.07894
ENSG00000160050,CCDC28B,27,0.47794,27,0.48147,10,-1.0647,9,-1.2662,15,-0.4469,27,0.47083,18,-0.1828,23,0.21969,28,0.63214
ENSG00000084623,EIF3I,27,-2.0127,111,0.11607,104,0.02412,135,0.48143,133,0.41022,136,0.44904,75,-0.5291,105,0.02613,99,-0.0624
ENSG00000116478,HDAC1,27,1.15595,38,1.75177,26,1.07515,5,-1.5943,3,-2.0783,15,0.17248,14,0.09343,4,-1.6144,4,-1.7647
ENSG00000175130,MARCKSL1,27,-4.1062,697,0.76787,2159,2.96555,117,-2.0858,493,0.20486,375,-0.2234,236,-1.0007,216,-1.0682,262,-0.8325
ENSG00000160058,BSDC1,27,-1.0777,47,-0.2435,70,0.39581,65,0.31133,37,-0.5770,74,0.48338,47,-0.2422,50,-0.1270,62,0.23057
ENSG00000176261,ZBTB8OS,250,2.59366,56,-0.0509,34,-0.8091,40,-0.6302,28,-1.1366,39,-0.6094,48,-0.3411,43,-0.4664,37,-0.7357
ENSG00000162521,RBBP4,27,-1.5990,105,0.48295,106,0.49195,91,0.28623,52,-0.6266,124,0.75445,59,-0.4477,70,-0.1650,73,-0.1001
ENSG00000162520,SYNC,27,1.26580,18,0.63286,12,0.02719,12,-0.0673,8,-0.6176,10,-0.3612,9,-0.5231,3,-2.0089,14,0.18945
ENSG00000162522,KIAA1522,27,1.20078,5,-1.2523,2,-2.4605,13,0.01929,0,-7.6160,0,-7.3569,21,0.87021,20,0.74207,16,0.36569
ENSG00000134684,YARS,27,-1.6619,56,-0.5629,43,-0.9517,134,0.92750,63,-0.3799,59,-0.4837,68,-0.3078,136,0.83703,92,0.21592
ENSG00000116497,S100PBP,27,0.98595,14,-0.0731,21,0.59658,9,-0.7491,20,0.48882,10,-0.5264,8,-0.9690,22,0.67176,13,-0.1921
ENSG00000160097,FNDC5,27,0.34898,15,-0.5585,2,-2.9905,16,-0.4800,14,-0.6914,15,-0.5832,19,-0.2372,39,0.97726,38,1.05816
ENSG00000121905,HPCA,679,1.79165,32,-2.9658,13,-4.2666,329,0.59532,74,-1.7462,267,0.19147,198,-0.3026,311,0.43818,202,-0.2645
ENSG00000121900,TMEM54,27,-0.4806,47,0.40383,36,-0.0301,35,-0.0980,36,-0.0486,23,-0.6861,29,-0.3661,65,0.91865,39,0.10501
ENSG00000116514,RNF19B,27,0.14169,21,-0.2032,17,-0.5933,41,0.96154,4,-2.6246,18,-0.4830,12,-1.1413,32,0.43077,34,0.58388
ENSG00000004455,AK2,551,3.88574,50,-0.7119,83,0.05688,19,-2.2314,60,-0.4313,66,-0.2976,26,-1.7877,9,-3.2568,24,-1.9067
ENSG00000142920,AZIN2,27,-0.1272,10,-1.5355,50,0.84890,27,-0.1469,31,0.07401,25,-0.2161,20,-0.6156,67,1.36848,23,-0.3754
ENSG00000160094,ZNF362,27,0.73190,16,-0.0983,19,0.16186,17,0.02701,6,-1.5148,18,0.09052,15,-0.2448,20,0.25812,17,0.00760
ENSG00000134686,PHC2,35,-0.7925,76,0.37546,135,1.34442,54,-0.1735,72,0.30794,63,0.07778,45,-0.4701,34,-0.8731,51,-0.2458
ENSG00000121904,CSMD2,162,3.59482,3,-2.8858,0,-5.7097,20,-0.4225,21,-0.3122,27,0.09923,13,-1.0319,16,-0.7041,5,-2.5101
ENSG00000163866,SMIM12,27,-0.7261,21,-1.0567,34,-0.3815,60,0.58197,38,-0.1977,61,0.55571,44,0.03940,36,-0.2672,46,0.11816
ENSG00000116544,DLGAP3,27,-0.6500,9,-2.2449,3,-3.8352,44,0.11627,26,-0.6944,52,0.37449,63,0.76643,71,0.87831,46,0.19486
ENSG00000163867,ZMYM6,293,4.20134,26,-0.6106,16,-1.3077,16,-1.3931,9,-2.1322,8,-2.3374,12,-1.8726,41,0.09186,7,-2.5186
ENSG00000116560,SFPQ,27,-2.3620,164,0.36329,170,0.41961,165,0.41278,102,-0.3791,114,-0.2053,141,0.13966,115,-0.2022,131,0.00395
ENSG00000146463,ZMYM4,27,-0.2956,31,-0.0504,26,-0.3538,29,-0.1648,11,-1.6035,24,-0.4895,39,0.31519,49,0.64577,43,0.48669
ENSG00000142687,KIAA0319L,347,3.01797,36,-0.9663,38,-0.8904,60,-0.2050,32,-1.1233,38,-0.8901,32,-1.2215,39,-0.8359,50,-0.5174
ENSG00000020129,NCDN,27,-3.6802,52,-2.7355,58,-2.5728,625,1.24975,316,-0.0328,172,-0.9615,257,-0.3875,535,0.81724,475,0.70014
ENSG00000126067,PSMB2,27,-1.8497,75,-0.3222,130,0.55125,138,0.73494,107,0.24362,51,-0.9076,74,-0.3591,102,0.15492,94,0.03569
ENSG00000142686,C1orf216,28,-1.1905,19,-1.7044,12,-2.3881,102,0.94364,62,0.02926,75,0.32478,67,0.15783,56,-0.1189,70,0.25696
ENSG00000092847,AGO1,27,0.25856,16,-0.5490,32,0.54732,20,-0.2444,8,-1.4631,34,0.63378,29,0.41250,16,-0.4888,21,-0.1237
ENSG00000126070,AGO3,27,0.77282,19,0.25775,37,1.33791,15,-0.1333,10,-0.7821,20,0.26665,12,-0.4762,13,-0.3992,8,-1.0613
ENSG00000116863,ADPRHL2,27,0.33132,24,0.16780,45,1.19986,28,0.41992,25,0.22406,7,-1.5785,16,-0.5078,10,-1.1974,17,-0.3716
ENSG00000054116,TRAPPC3,27,-0.8155,33,-0.4957,51,0.17736,67,0.69339,59,0.40520,36,-0.3604,35,-0.4455,35,-0.4077,51,0.20124
ENSG00000116871,MAP7D1,601,1.83383,127,-0.7279,288,0.54881,169,-0.3157,181,-0.1876,138,-0.6010,156,-0.4541,170,-0.2852,147,-0.5510
ENSG00000054118,THRAP3,27,-0.8322,38,-0.3175,61,0.44447,42,-0.1635,72,0.70988,57,0.32749,40,-0.2440,71,0.66911,33,-0.5632
ENSG00000196182,STK40,27,0.54885,27,0.58512,11,-0.8406,14,-0.4809,21,0.13270,17,-0.1427,21,0.18170,16,-0.2328,19,-0.0118
ENSG00000181817,LSM10,27,-0.7521,17,-1.4226,38,-0.2045,57,0.46221,50,0.19694,33,-0.4279,52,0.30510,41,-0.1045,51,0.25871
ENSG00000116885,OSCP1,27,0.88281,13,-0.2584,3,-2.2386,25,0.87542,19,0.33651,5,-1.5683,13,-0.2309,16,0.01700,12,-0.3463
ENSG00000116898,MRPS15,27,-0.8585,42,-0.1940,43,-0.1285,55,0.26969,61,0.39601,26,-0.8779,55,0.25647,38,-0.3398,55,0.26497
ENSG00000163873,GRIK3,27,0.25251,4,-2.4438,4,-2.3730,53,1.63203,14,-0.7159,71,1.92579,12,-1.0365,5,-2.2797,9,-1.4200
ENSG00000163875,MEAF6,27,-1.5782,45,-0.8240,41,-0.9411,128,0.94001,47,-0.7397,50,-0.6435,66,-0.2607,145,1.04388,88,0.24471
ENSG00000134697,GNL2,358,4.53216,9,-2.2815,22,-1.0390,15,-1.7004,14,-1.6911,7,-2.5724,8,-2.5747,35,-0.3211,16,-1.6275
ENSG00000116922,C1orf109,27,1.21249,0,-4.9881,12,-0.0996,18,0.62204,6,-1.1561,4,-1.5988,9,-0.4785,22,0.88696,13,0.05257
ENSG00000185090,MANEAL,27,0.05291,2,-3.5309,5,-2.3712,49,1.18992,7,-1.8876,21,-0.3245,22,-0.2648,54,1.18327,26,0.03385
ENSG00000196449,YRDC,27,0.98221,2,-2.7290,14,-0.0269,25,1.01643,9,-0.6761,1,-3.6098,11,-0.4628,7,-1.0684,21,0.61730
ENSG00000197982,C1orf122,27,-3.4857,417,0.62504,674,1.44828,210,-0.4978,274,-0.0477,256,-0.1504,290,0.04434,178,-0.7087,281,-0.0075
ENSG00000183431,SF3A3,27,-0.4201,48,0.47926,22,-0.7145,46,0.45253,32,-0.1320,37,0.06415,33,-0.1138,50,0.56499,25,-0.5717
ENSG00000183520,UTP11,27,-0.0513,31,0.18823,26,-0.0716,34,0.35286,24,-0.2039,31,0.19438,26,-0.1193,13,-1.1120,30,0.12638
ENSG00000185668,POU3F1,27,0.89205,0,-5.1628,1,-3.1708,7,-1.1505,59,2.33897,0,-7.6176,2,-2.6770,39,1.52380,19,0.38781
ENSG00000116954,RRAGC,27,-0.6672,33,-0.3324,53,0.37805,59,0.61211,16,-1.3857,27,-0.6349,24,-0.9270,76,0.96917,51,0.35364
ENSG00000174574,AKIRIN1,36,-1.1581,67,-0.2338,98,0.35425,100,0.43681,92,0.25973,72,-0.1403,78,0.00449,65,-0.2911,76,-0.0562
ENSG00000168653,NDUFS5,924,0.55500,445,-0.5926,374,-0.8600,683,0.07739,692,0.09200,474,-0.4985,614,-0.1057,609,-0.1086,863,0.49665
ENSG00000127603,MACF1,27,-2.1947,167,0.57778,134,0.22458,114,-0.0333,113,-0.0438,190,0.78599,95,-0.3475,108,-0.1139,120,0.05138
ENSG00000090621,PABPC4,60,0.10048,79,0.54738,81,0.59042,34,-0.8306,67,0.27354,75,0.46704,49,-0.2362,47,-0.2624,49,-0.2242
ENSG00000116983,HPCAL4,27,-2.7855,59,-1.6300,22,-3.0782,258,0.70426,107,-0.7466,207,0.27138,246,0.61413,223,0.38704,221,0.42025
ENSG00000084072,PPIE,27,-0.3495,57,0.83648,31,-0.1144,34,0.00057,35,0.05902,26,-0.3943,21,-0.7643,30,-0.1630,44,0.47827
ENSG00000168389,MFSD2A,355,4.31664,38,-0.2552,16,-1.5371,14,-1.8094,29,-0.6640,16,-1.5544,19,-1.4275,6,-2.9177,9,-2.4556
ENSG00000131236,CAP1,27,-2.4294,163,0.28126,182,0.45217,162,0.29960,163,0.27950,196,0.57464,102,-0.4960,142,0.06319,120,-0.2239
ENSG00000131238,PPT1,27,-2.1307,117,0.08229,107,-0.0612,133,0.30912,81,-0.4963,95,-0.2494,84,-0.4835,154,0.51532,162,0.67014
ENSG00000117000,RLF,27,1.39349,16,0.58076,10,-0.1698,12,0.15856,6,-1.0203,7,-0.7894,7,-0.7435,13,0.20212,9,-0.3454
ENSG00000259943,AL050341.2,260,4.42069,5,-2.6548,23,-0.5414,17,-1.0425,7,-2.2289,15,-1.1425,10,-1.7634,4,-2.9770,10,-1.8608
ENSG00000084073,ZMPSTE24,27,-0.3590,47,0.53185,43,0.38235,48,0.62992,10,-1.8664,35,0.04861,25,-0.4757,39,0.23579,29,-0.2654
ENSG00000049089,COL9A2,27,-0.1817,67,1.30215,103,2.11097,5,-2.5934,74,1.47273,44,0.60433,8,-1.9881,8,-2.0135,6,-2.4334
ENSG00000084070,SMAP2,27,-1.7576,38,-1.2382,38,-1.2439,139,0.86193,71,-0.3080,81,-0.0937,81,-0.1184,148,0.87347,98,0.21023
ENSG00000117016,RIMS3,27,-0.6908,13,-1.7332,2,-4.4898,60,0.64145,11,-2.0050,12,-1.9034,53,0.41364,78,0.99293,68,0.87819
ENSG00000066136,NFYC,27,-0.2071,20,-0.6271,24,-0.3799,40,0.48610,11,-1.4839,46,0.63883,20,-0.7382,39,0.38944,40,0.48194
ENSG00000179862,CITED4,27,1.01340,7,-1.0790,20,0.50042,13,-0.1820,0,-6.3245,4,-1.7235,5,-1.7165,22,0.65356,29,1.29673
ENSG00000171793,CTPS1,27,1.22805,2,-2.3263,8,-0.5888,17,0.52305,0,-4.6910,1,-3.7517,8,-0.6156,20,0.71482,21,0.89349
ENSG00000127124,HIVEP3,27,0.48360,20,0.02410,11,-0.9252,21,0.07378,21,0.07560,16,-0.2909,23,0.26514,6,-1.6258,24,0.35816
ENSG00000198815,FOXJ3,27,-0.7559,16,-1.5024,36,-0.3233,66,0.74003,45,0.03520,52,0.25901,36,-0.3530,54,0.32363,47,0.12277
ENSG00000177181,RIMKLA,27,0.17766,4,-2.5719,6,-2.0010,34,0.60912,2,-3.5086,8,-1.6491,16,-0.6521,54,1.34210,43,1.09573
ENSG00000127125,PPCS,27,-1.0888,58,0.07559,46,-0.2833,70,0.43488,44,-0.3356,97,0.91550,49,-0.2085,57,0.04158,47,-0.2662
ENSG00000186409,CCDC30,27,1.08780,14,0.02683,8,-0.8483,10,-0.4815,4,-1.7065,12,-0.1677,18,0.52669,19,0.51838,11,-0.3080
ENSG00000171960,PPIH,27,0.86162,22,0.54787,7,-1.0880,19,0.30119,16,0.08567,15,-0.0136,15,-0.0571,5,-1.6029,13,-0.2813
ENSG00000065978,YBX1,27,-2.3075,270,1.26053,285,1.35520,56,-1.2978,165,0.42925,161,0.38966,82,-0.7039,117,-0.1176,103,-0.3326
ENSG00000164008,C1orf50,27,0.31546,16,-0.5078,30,0.48571,22,-0.0302,29,0.45355,39,0.93018,15,-0.5952,7,-1.6629,21,-0.0876
ENSG00000177868,SVBP,27,-0.5032,40,0.12885,44,0.26673,52,0.59345,38,0.02755,31,-0.2600,30,-0.3734,31,-0.2978,36,-0.0602
ENSG00000117394,SLC2A1,859,3.41093,151,0.06599,85,-0.8272,33,-2.3434,70,-1.1058,128,-0.2012,81,-0.9687,104,-0.5142,59,-1.4434
ENSG00000117395,EBNA1BP2,27,-1.5037,35,-1.1308,65,-0.1682,111,0.76803,85,0.23566,63,-0.2334,63,-0.2419,100,0.49839,76,0.06720
ENSG00000179178,TMEM125,32,-0.4494,98,1.35851,236,3.18720,9,-2.4565,74,0.88123,23,-0.9395,13,-1.8640,1,-4.9665,4,-3.5532
ENSG00000066322,ELOVL1,408,2.06778,161,0.42988,539,2.65574,23,-2.6023,142,0.22669,66,-0.9572,33,-2.0714,14,-3.1822,16,-3.1114
ENSG00000159479,MED8,27,0.47911,20,-0.0172,29,0.61085,26,0.47370,17,-0.2712,3,-2.5410,18,-0.1769,17,-0.2162,19,-0.0973
ENSG00000178922,HYI,27,0.20840,35,0.61320,65,1.69774,13,-0.9022,26,0.15825,15,-0.7150,20,-0.2608,12,-0.9418,18,-0.4769
ENSG00000142949,PTPRF,27,-1.8878,118,0.35831,89,-0.0874,124,0.48886,36,-1.4535,84,-0.1849,94,-0.0068,118,0.35019,112,0.30057
ENSG00000066135,KDM4A,27,1.00369,14,-0.0114,14,-0.0089,14,-0.0715,2,-2.8369,13,-0.0938,13,-0.1146,12,-0.2071,17,0.32512
ENSG00000126091,ST3GAL3,27,-0.1181,34,0.23654,8,-1.9126,37,0.44727,10,-1.6351,14,-1.0555,21,-0.5389,37,0.37300,51,1.04038
ENSG00000117408,IPO13,249,1.70599,79,-0.2149,207,1.37049,67,-0.5063,84,-0.1083,104,0.21344,51,-0.9432,35,-1.4152,46,-1.1142
ENSG00000132768,DPH2,27,1.10455,12,-0.1815,10,-0.4205,14,0.10894,10,-0.5133,2,-2.4127,12,-0.2108,8,-0.8202,20,0.72366
ENSG00000117410,ATP6V0B,27,-3.6204,179,-0.8452,304,-0.0311,609,1.28426,221,-0.5235,262,-0.2628,217,-0.5927,335,0.12230,368,0.30564
ENSG00000117411,B4GALT2,27,-1.0667,50,-0.1138,40,-0.4738,53,-0.0492,19,-1.6010,57,0.06573,72,0.50878,51,-0.1015,79,0.67378
ENSG00000159214,CCDC24,27,0.81500,8,-1.0409,4,-2.1107,24,0.71084,1,-3.2209,14,-0.1898,14,-0.2163,25,0.67688,19,0.27950
ENSG00000196517,SLC6A9,27,0.58129,44,1.40159,84,2.68390,4,-2.1331,23,0.36727,10,-0.9363,5,-2.0718,1,-4.0833,8,-1.3405
ENSG00000178028,DMAP1,27,-0.6023,40,0.01281,38,-0.0802,45,0.21678,20,-1.0571,38,-0.0667,42,0.11181,36,-0.1684,52,0.47433
ENSG00000117419,ERI3,27,-2.4743,104,-0.4649,98,-0.5630,217,0.78329,105,-0.4578,204,0.59243,148,0.08864,95,-0.6076,164,0.26508
ENSG00000187147,RNF220,27,-1.8436,59,-0.6755,138,0.65630,119,0.46141,98,0.10362,75,-0.3043,84,-0.1576,96,0.07619,101,0.16490
ENSG00000126106,TMEM53,27,1.00656,11,-0.3538,12,-0.2328,18,0.44130,14,0.01669,6,-1.3437,8,-0.8883,12,-0.2345,18,0.37313
ENSG00000142937,RPS8,826,-0.3287,1995,1.09845,1792,0.91610,638,-0.7799,1429,0.53974,660,-0.6721,992,-0.0474,893,-0.2082,691,-0.6505
ENSG00000070785,EIF2B3,27,0.26550,18,-0.3664,16,-0.5588,43,1.17207,14,-0.7590,27,0.26974,14,-0.8305,22,-0.0480,18,-0.3558
ENSG00000126107,HECTD3,27,1.02080,6,-1.2412,20,0.56457,18,0.43246,8,-0.7700,16,0.22723,6,-1.2959,9,-0.7110,17,0.33503
ENSG00000126088,UROD,458,2.56670,64,-0.8179,54,-1.0698,93,-0.2705,96,-0.2004,100,-0.1310,66,-0.8333,61,-0.8875,78,-0.5600
ENSG00000132763,MMACHC,27,0.94021,10,-0.6170,22,0.62921,11,-0.4433,25,0.83284,17,0.17681,11,-0.4293,2,-2.5825,15,0.00560
ENSG00000117450,PRDX1,27,-3.9474,783,1.15107,563,0.59704,294,-0.4669,273,-0.5446,598,0.69547,377,-0.0491,326,-0.2724,372,-0.0715
ENSG00000117448,AKR1A1,479,3.38834,53,-0.6726,62,-0.4314,50,-0.8122,36,-1.2415,25,-1.7652,40,-1.1702,60,-0.4815,42,-1.0670
ENSG00000132780,NASP,27,-0.2238,42,0.49225,56,0.95277,27,-0.2398,68,1.27206,24,-0.3986,21,-0.6754,22,-0.5319,19,-0.7703
ENSG00000159592,GPBP1L1,27,-0.3462,41,0.30415,77,1.35174,28,-0.3083,18,-0.9208,32,-0.0894,23,-0.6372,36,0.11020,36,0.10607
ENSG00000159596,TMEM69,27,0.57414,15,-0.2999,21,0.19816,24,0.46152,7,-1.4131,26,0.55243,18,-0.0592,11,-0.8176,16,-0.2860
ENSG00000086015,MAST2,27,0.11294,14,-0.8265,18,-0.5289,28,0.20189,10,-1.3054,21,-0.2420,17,-0.6204,36,0.59618,41,0.90621
ENSG00000085998,POMGNT1,27,-1.0432,53,-0.0001,98,0.98709,61,0.23942,16,-1.7799,49,-0.1400,32,-0.8469,53,-0.0036,79,0.70236
ENSG00000132128,LRRC41,27,-0.4908,40,0.14187,39,0.08868,58,0.79875,28,-0.4450,40,0.10847,34,-0.1210,11,-1.8482,38,0.03425
ENSG00000173660,UQCRH,27,-4.1857,274,-0.8276,237,-1.0425,659,0.61259,479,0.03506,380,-0.3281,513,0.15920,683,0.60300,600,0.43836
ENSG00000117481,NSUN4,27,1.41205,3,-2.0108,14,0.28794,10,-0.1946,14,0.31734,13,0.23802,9,-0.4091,4,-1.3248,11,0.03414
