Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000162817,C1orf115,27,-1.2111,7,-3.1931,0,-6.7513,101,0.97481,33,-0.8990,46,-0.3989,62,0.06873,132,1.30367,72,0.33732
ENSG00000117791,MARC2,27,0.83706,14,-0.1687,6,-1.3926,22,0.59631,15,-0.0360,24,0.64523,11,-0.5807,4,-2.0792,17,0.08381
ENSG00000154305,MIA3,27,-0.5533,21,-0.9128,26,-0.5986,53,0.55396,52,0.48847,34,-0.1884,30,-0.4082,47,0.32730,44,0.24534
ENSG00000186063,AIDA,355,2.68777,73,-0.1412,55,-0.5617,46,-0.9076,47,-0.8079,72,-0.1528,49,-0.8107,79,-0.0059,43,-1.0196
ENSG00000162819,BROX,27,-0.8143,78,0.85993,104,1.34517,46,-0.0065,20,-1.2321,30,-0.6607,38,-0.2962,42,-0.1246,40,-0.2160
ENSG00000143502,SUSD4,27,0.02336,5,-2.4535,3,-3.0382,62,1.66057,33,0.36428,22,-0.2566,19,-0.5737,22,-0.2948,22,-0.3227
ENSG00000162909,CAPN2,27,-1.0716,94,0.87681,85,0.71526,23,-1.3854,26,-1.1299,112,1.17602,53,-0.0505,46,-0.2664,56,0.05558
ENSG00000143514,TP53BP2,27,-1.0851,77,0.54744,54,-0.0158,21,-1.5278,40,-0.5003,144,1.60688,71,0.45397,54,-0.0295,39,-0.5497
ENSG00000143756,FBXO28,27,-0.0870,25,-0.2021,29,0.00875,44,0.80473,14,-1.0450,17,-0.7736,26,-0.1181,20,-0.5284,34,0.30058
ENSG00000143753,DEGS1,27,-1.5011,77,0.09987,140,1.06581,109,0.74171,46,-0.7114,62,-0.2539,40,-0.9800,63,-0.2323,80,0.15663
ENSG00000143771,CNIH4,27,-0.2665,43,0.48614,28,-0.2164,42,0.49631,32,0.02105,31,-0.0422,21,-0.7005,22,-0.5645,37,0.24034
ENSG00000162923,WDR26,355,2.84661,37,-1.0559,35,-1.1392,68,-0.1562,56,-0.4366,76,0.04092,34,-1.2609,42,-0.8877,44,-0.8705
ENSG00000143786,CNIH3,27,-0.0173,2,-3.5105,2,-3.3418,44,0.88530,31,0.22437,16,-0.8269,25,-0.1300,63,1.39283,23,-0.3088
ENSG00000143815,LBR,27,1.19803,17,0.43619,37,1.77042,8,-0.8285,12,-0.1385,18,0.55572,6,-1.1077,3,-2.0282,6,-1.2200
ENSG00000154380,ENAH,27,-1.2005,106,0.93653,126,1.23562,47,-0.4029,71,0.27746,43,-0.4934,45,-0.4633,53,-0.1684,51,-0.2426
ENSG00000143742,SRP9,27,-3.1370,275,0.33719,304,0.49994,255,0.24264,141,-0.6980,244,0.14799,222,-0.0036,238,0.10603,242,0.14868
ENSG00000143819,EPHX1,206,1.45006,116,0.46977,78,-0.1631,29,-1.7179,42,-1.0875,224,1.59542,74,-0.2682,36,-1.3404,64,-0.5091
ENSG00000196187,TMEM63A,27,-0.5294,62,0.78915,199,3.07554,6,-2.7866,75,1.09841,33,-0.1968,16,-1.3681,5,-2.9836,5,-3.0707
ENSG00000143811,PYCR2,27,-0.9571,81,0.75596,91,0.95856,52,0.07089,48,-0.0753,53,0.08870,42,-0.3071,49,-0.0558,33,-0.6757
ENSG00000143751,SDE2,27,1.07437,23,0.78774,30,1.25813,10,-0.5017,4,-1.6038,15,0.10380,8,-0.7766,18,0.42961,5,-1.4179
ENSG00000163041,H3F3A,441,0.40617,499,0.60399,802,1.41699,185,-1.0146,345,0.01228,328,-0.0645,256,-0.4859,273,-0.3494,267,-0.4187
ENSG00000182827,ACBD3,27,-0.3081,42,0.40699,36,0.14825,33,0.03097,29,-0.1707,39,0.25696,26,-0.3859,45,0.49082,28,-0.2484
ENSG00000143799,PARP1,355,1.65070,127,-0.0659,215,0.77735,99,-0.4963,117,-0.2021,147,0.15649,92,-0.6102,116,-0.2059,67,-1.1079
ENSG00000203685,STUM,27,-1.0370,34,-0.6983,4,-3.8341,94,1.05895,40,-0.4559,139,1.60963,68,0.44385,21,-1.3766,24,-1.2607
ENSG00000143772,ITPKB,52,-0.2967,220,2.17029,143,1.36308,12,-2.5242,54,-0.2357,84,0.46043,47,-0.4880,19,-1.7712,31,-1.1250
ENSG00000143801,PSEN2,27,0.73832,9,-0.9491,3,-2.3864,24,0.64635,11,-0.6872,4,-2.0773,15,-0.1817,22,0.43053,24,0.61333
ENSG00000163050,COQ8A,825,4.69540,18,-2.4785,25,-2.0348,51,-1.0559,12,-3.1108,29,-1.8001,21,-2.3746,36,-1.4871,40,-1.4520
ENSG00000143776,CDC42BPA,244,2.15302,49,-0.5457,82,0.23811,60,-0.2711,86,0.32953,33,-1.1373,45,-0.7181,27,-1.4597,55,-0.3970
ENSG00000143740,SNAP47,27,-1.1161,42,-0.4481,21,-1.4818,94,0.94933,58,0.06148,52,-0.1106,56,-0.0086,48,-0.2333,62,0.18488
ENSG00000081692,JMJD4,27,0.69256,10,-0.8208,10,-0.8318,23,0.46979,2,-3.0923,7,-1.3150,21,0.29920,29,0.83960,18,0.07735
ENSG00000143761,ARF1,27,-3.5479,172,-0.8272,190,-0.6802,501,0.98304,291,-0.0218,276,-0.1033,233,-0.3943,399,0.48457,356,0.33470
ENSG00000143793,C1orf35,27,0.26192,20,-0.1651,24,0.11615,27,0.28650,41,0.96868,41,0.94880,10,-1.2284,16,-0.5072,14,-0.8188
ENSG00000162910,MRPL55,27,-1.8240,84,-0.1099,77,-0.2469,118,0.47705,67,-0.4646,77,-0.2396,89,-0.0362,106,0.24702,116,0.44903
ENSG00000143774,GUK1,968,0.58047,506,-0.4459,497,-0.4740,591,-0.2224,827,0.32580,766,0.20392,721,0.11750,605,-0.1672,646,-0.0731
ENSG00000198835,GJC2,27,-0.4408,54,0.65118,192,3.13066,7,-2.4026,84,1.41313,14,-1.3610,15,-1.4324,1,-4.3582,6,-2.6889
ENSG00000154370,TRIM11,27,0.85805,16,0.00399,12,-0.4319,22,0.58737,2,-2.6804,21,0.42833,8,-1.0874,30,1.03874,11,-0.6305
ENSG00000181218,HIST3H2A,27,0.72293,8,-1.0218,10,-0.7274,23,0.50491,11,-0.6583,5,-1.8223,11,-0.7348,36,1.20677,20,0.26081
ENSG00000168159,RNF187,27,-3.3993,165,-0.7383,142,-0.9672,372,0.60150,247,-0.1163,324,0.31205,272,0.03902,366,0.51159,317,0.30885
ENSG00000116574,RHOU,27,-1.3782,130,1.07757,296,2.66667,27,-1.4549,102,0.67520,85,0.38224,37,-0.9682,3,-4.5197,16,-2.1945
ENSG00000168118,RAB4A,27,-1.7127,77,-0.1410,111,0.44883,93,0.17441,55,-0.6522,69,-0.3111,84,0.00820,107,0.38292,104,0.37485
ENSG00000154429,CCSAP,27,-1.2325,19,-1.7025,48,-0.3680,84,0.59161,55,-0.1438,57,-0.0935,45,-0.4941,101,0.82447,80,0.50134
ENSG00000069248,NUP133,27,-0.2979,36,0.17380,52,0.73304,43,0.50118,12,-1.4268,23,-0.5035,25,-0.4331,25,-0.3750,39,0.31068
ENSG00000135776,ABCB10,27,1.41054,5,-1.1912,15,0.45903,10,-0.1650,4,-1.3949,9,-0.3360,10,-0.2537,17,0.60464,9,-0.3098
ENSG00000143641,GALNT2,27,-0.2235,30,-0.0466,25,-0.3226,34,0.18080,17,-0.8914,40,0.38154,30,-0.0779,28,-0.1840,39,0.39559
ENSG00000177614,PGBD5,27,-1.7517,18,-2.3303,28,-1.7011,163,1.19639,30,-1.5725,78,-0.1632,89,0.06189,133,0.69247,108,0.40110
ENSG00000135775,COG2,27,0.51962,16,-0.2620,17,-0.1909,20,0.06877,10,-1.0100,33,0.86997,14,-0.5117,23,0.30255,18,-0.0965
ENSG00000135744,AGT,804,0.84559,1546,2.02435,219,-1.1893,80,-2.7956,85,-2.5822,1484,1.94499,291,-0.8167,171,-1.5583,335,-0.5922
ENSG00000119280,C1orf198,213,1.41961,168,1.00248,332,2.26735,24,-2.0869,69,-0.4166,79,-0.2143,47,-1.0596,18,-2.4180,32,-1.6422
ENSG00000173409,ARV1,27,-0.3997,33,-0.0853,35,-0.0077,51,0.68644,43,0.34053,39,0.18961,29,-0.3280,22,-0.6966,30,-0.2674
ENSG00000116906,GNPAT,27,-1.2448,52,-0.2522,83,0.47833,68,0.19461,59,-0.0501,70,0.21370,52,-0.2756,86,0.54106,58,-0.0835
ENSG00000116903,EXOC8,27,1.04079,11,-0.3600,11,-0.3853,17,0.31581,15,0.07332,7,-0.9227,14,0.04008,8,-0.8265,13,-0.0756
ENSG00000135766,EGLN1,355,2.03327,71,-0.6516,107,-0.0174,79,-0.5302,87,-0.3514,130,0.28927,82,-0.4636,76,-0.5512,77,-0.5736
ENSG00000116918,TSNAX,27,-1.2602,39,-0.6858,52,-0.2786,92,0.71430,35,-0.8633,99,0.75824,53,-0.2668,65,0.08075,67,0.15427
ENSG00000116991,SIPA1L2,27,0.64940,9,-0.9278,5,-1.8312,20,0.19949,18,0.06335,6,-1.6255,25,0.58515,8,-1.2267,25,0.61402
ENSG00000135778,NTPCR,27,-1.0953,67,0.29976,56,0.01666,58,0.09469,73,0.45008,67,0.31271,48,-0.2422,50,-0.1621,55,-0.0002
ENSG00000135749,PCNX2,27,-0.5513,0,-5.8206,10,-1.9611,60,0.78990,33,-0.2387,18,-1.1043,52,0.54134,54,0.53730,48,0.37654
ENSG00000135750,KCNK1,27,-1.7335,46,-0.9321,58,-0.5971,193,1.59797,94,0.15707,50,-0.7986,57,-0.6590,78,-0.1306,83,-0.0351
ENSG00000183780,SLC35F3,27,1.03388,0,-5.2022,3,-2.1391,32,1.55218,25,0.92616,6,-1.1595,8,-0.8602,11,-0.4065,8,-0.8340
ENSG00000168275,COA6,27,-1.4727,55,-0.4052,39,-0.9134,111,0.80101,69,-0.0453,51,-0.5028,80,0.19457,66,-0.1257,84,0.27798
ENSG00000059588,TARBP1,27,0.53691,24,0.38955,11,-0.8053,24,0.42108,4,-2.3801,21,0.14018,17,-0.2157,6,-1.7553,27,0.61924
ENSG00000168264,IRF2BP2,523,2.36465,129,-0.0889,177,0.41079,96,-0.5821,72,-0.9748,122,-0.1698,78,-0.9294,99,-0.4939,83,-0.8157
ENSG00000173726,TOMM20,29,-3.0098,149,-0.6035,197,-0.1791,379,1.00237,159,-0.5068,197,-0.1778,195,-0.2152,300,0.49031,235,0.10764
ENSG00000054267,ARID4B,27,-1.1654,97,0.82906,75,0.41061,46,-0.3861,139,1.45532,55,-0.0685,42,-0.5250,37,-0.7063,44,-0.4547
ENSG00000152904,GGPS1,27,-0.1778,38,0.34487,32,0.11910,34,0.22988,27,-0.1781,19,-0.7137,21,-0.5941,37,0.31300,36,0.29382
ENSG00000168243,GNG4,27,-0.4561,21,-0.8343,4,-3.0731,24,-0.6970,3,-3.6889,12,-1.6887,24,-0.6689,93,1.56415,90,1.80162
ENSG00000143669,LYST,27,1.10562,19,0.55843,16,0.22787,15,0.18033,7,-1.0334,1,-3.0591,9,-0.5643,10,-0.4042,16,0.32733
ENSG00000077585,GPR137B,530,3.65257,99,0.29349,38,-1.1617,27,-1.7733,23,-1.9155,62,-0.4347,34,-1.4325,29,-1.5661,43,-1.0751
ENSG00000086619,ERO1B,27,1.17797,5,-1.2833,10,-0.4107,12,-0.0962,2,-2.6459,13,0.04554,8,-0.7923,13,0.01106,22,0.98960
ENSG00000116977,LGALS8,27,-0.2945,10,-1.7378,19,-0.8421,60,1.14152,20,-0.7046,27,-0.2963,24,-0.4799,45,0.52316,37,0.20479
ENSG00000077522,ACTN2,27,-0.7137,30,-0.5434,31,-0.4943,89,1.39128,94,1.28947,87,1.15176,20,-1.2365,5,-2.9644,11,-2.1045
ENSG00000116984,MTR,27,0.88369,25,0.73647,26,0.81564,12,-0.3365,24,0.71359,20,0.39878,8,-1.0875,13,-0.2658,5,-1.7244
ENSG00000198626,RYR2,27,-0.6297,3,-3.5838,5,-2.9012,85,1.40356,46,0.19313,78,1.06934,46,0.20548,18,-1.1946,24,-0.8644
ENSG00000270188,MTRNR2L11,27,-0.4290,34,-0.0703,29,-0.3208,17,-1.1620,41,0.21591,35,-0.0021,67,1.19452,24,-0.6083,34,-0.0900
ENSG00000133019,CHRM3,27,-0.4435,1,-4.5318,0,-10.379,80,1.54059,13,-1.4689,61,0.84274,29,-0.3547,33,-0.1095,39,0.14006
ENSG00000155816,FMN2,27,-1.0351,67,0.37074,13,-2.1174,49,-0.1503,58,0.13482,107,1.14353,43,-0.3622,59,0.15433,62,0.27279
ENSG00000180875,GREM2,27,0.95991,2,-2.8628,0,-4.4680,23,0.81058,9,-0.6576,0,-4.2186,9,-0.8073,35,1.40025,19,0.48062
ENSG00000182901,RGS7,27,-0.8901,6,-3.1090,1,-5.1567,89,1.15360,9,-2.4998,23,-1.1060,34,-0.5836,122,1.55176,72,0.72020
ENSG00000091483,FH,27,-0.8393,42,-0.1529,25,-0.9218,61,0.46505,56,0.29735,70,0.64508,32,-0.6096,52,0.16438,51,0.14042
ENSG00000054277,OPN3,27,1.15865,11,-0.1900,5,-1.3823,20,0.79777,9,-0.6026,0,-7.3925,10,-0.4729,25,1.05029,10,-0.4935
ENSG00000203668,CHML,27,0.84098,13,-0.2770,2,-2.9260,26,0.87690,15,-0.0315,12,-0.4317,18,0.23668,14,-0.1885,9,-0.8429
ENSG00000143702,CEP170,27,-1.0109,40,-0.4046,101,1.06931,71,0.55756,40,-0.4098,35,-0.6138,43,-0.3455,56,0.10550,50,-0.0731
ENSG00000054282,SDCCAG8,27,-0.8998,86,0.92605,64,0.44265,42,-0.2415,45,-0.1008,26,-0.9600,45,-0.1166,50,0.05017,54,0.20198
ENSG00000117020,AKT3,27,-2.1502,56,-1.0671,52,-1.1699,139,0.36925,44,-1.4393,62,-0.9284,133,0.29149,232,1.18086,169,0.72665
ENSG00000179456,ZBTB18,27,-2.3965,57,-1.2831,37,-1.9308,223,0.94500,28,-2.3139,55,-1.3525,125,-0.1159,257,1.06708,223,0.94216
ENSG00000035687,ADSS,27,-0.9447,22,-1.2309,72,0.57635,83,0.91842,62,0.34253,40,-0.3390,30,-0.8294,63,0.37061,44,-0.2126
ENSG00000203667,COX20,27,-2.1911,161,0.51768,100,-0.2268,79,-0.6347,111,-0.0733,117,0.01438,132,0.21902,165,0.55951,145,0.39748
ENSG00000153187,HNRNPU,355,1.03224,213,0.19554,223,0.27039,203,0.12952,183,-0.0419,183,-0.0442,111,-0.8734,141,-0.4525,167,-0.2064
ENSG00000185420,SMYD3,27,-0.0521,37,0.43791,6,-2.2823,47,0.96285,34,0.33447,11,-1.4371,22,-0.4221,25,-0.1369,28,0.02762
ENSG00000162852,CNST,27,-0.2515,10,-1.7573,9,-1.8187,66,1.41199,27,-0.2405,13,-1.2946,29,-0.1607,29,-0.1490,37,0.28268
ENSG00000143653,SCCPDH,27,-1.5027,94,0.40801,100,0.50375,109,0.72744,50,-0.5724,88,0.30336,40,-0.9696,69,-0.0807,73,0.01411
ENSG00000153207,AHCTF1,27,0.26661,33,0.59593,15,-0.6586,26,0.25657,9,-1.3489,17,-0.4347,14,-0.7468,56,1.49617,17,-0.4823
ENSG00000196071,OR2L13,27,1.51835,3,-1.9456,14,0.42347,16,0.73470,0,-4.4251,4,-1.2469,4,-1.4121,10,-0.0634,14,0.50361
ENSG00000175137,SH3BP5L,27,0.88156,8,-1.0469,14,-0.1953,20,0.44138,11,-0.5407,22,0.59021,12,-0.3764,12,-0.3693,14,-0.1940
ENSG00000171161,ZNF672,27,0.85917,21,0.46359,14,-0.1836,16,0.04206,18,0.20120,5,-1.6077,18,0.23143,13,-0.3285,11,-0.5399
ENSG00000171163,ZNF692,27,0.81790,12,-0.4648,15,-0.0986,19,0.26072,25,0.67261,17,0.05031,8,-1.0900,30,1.01230,7,-1.3008
ENSG00000035115,SH3YL1,27,-0.1408,30,0.02001,48,0.77113,32,0.15243,33,0.18765,22,-0.4295,27,-0.1258,17,-0.8278,29,-0.0428
ENSG00000143727,ACP1,27,-1.7731,78,-0.1740,66,-0.4456,144,0.91730,37,-1.3211,76,-0.2148,69,-0.3971,143,0.79183,98,0.20371
ENSG00000151353,TMEM18,29,-0.2685,26,-0.4120,53,0.69224,43,0.40312,28,-0.3121,41,0.29992,19,-0.9890,51,0.62831,30,-0.2377
ENSG00000186487,MYT1L,27,-2.1874,12,-3.2863,12,-3.3310,209,1.09792,102,-0.1999,99,-0.2392,108,-0.1166,167,0.58214,168,0.67556
ENSG00000032389,EIPR1,487,3.46478,20,-2.0723,27,-1.6236,57,-0.5896,12,-2.7748,25,-1.7796,49,-0.8140,78,-0.0526,53,-0.6897
ENSG00000171853,TRAPPC12,27,-0.6951,25,-0.8096,38,-0.1814,60,0.63712,45,0.08908,29,-0.5816,49,0.24043,56,0.44780,35,-0.3066
ENSG00000182551,ADI1,27,-1.2048,86,0.58458,89,0.64889,41,-0.6310,26,-1.2257,102,0.86632,60,0.02389,29,-1.0720,76,0.43596
ENSG00000171865,RNASEH1,27,0.21263,4,-2.4778,22,-0.1283,32,0.55739,21,-0.1632,27,0.20223,22,-0.1391,30,0.40714,21,-0.1423
ENSG00000171863,RPS7,28,-4.4005,857,0.69859,751,0.48323,451,-0.3532,908,0.79557,465,-0.2744,618,0.18867,565,0.02809,474,-0.2688
ENSG00000232044,SILC1,27,-0.7334,49,0.18253,122,1.73805,28,-0.6982,42,-0.0489,41,-0.0898,34,-0.4294,42,-0.0471,37,-0.2666
ENSG00000151692,RNF144A,27,-0.3009,55,0.84221,87,1.63444,24,-0.5407,27,-0.3034,16,-1.0598,20,-0.7803,40,0.30076,26,-0.3608
ENSG00000115738,ID2,248,0.98930,387,1.78567,71,-0.9732,133,-0.0282,73,-0.9304,124,-0.1318,118,-0.2331,60,-1.2431,77,-0.9180
ENSG00000134313,KIDINS220,27,-1.9297,67,-0.5699,121,0.35204,146,0.74034,86,-0.1973,105,0.11902,76,-0.4114,111,0.20368,103,0.09260
ENSG00000143797,MBOAT2,27,-1.1335,99,0.90424,86,0.67042,66,0.25843,52,-0.1239,58,0.03430,38,-0.6486,55,-0.0526,47,-0.3034
ENSG00000151693,ASAP2,27,-0.3391,23,-0.5972,20,-0.7819,49,0.69237,24,-0.5297,85,1.55644,34,0.02212,13,-1.3723,22,-0.7113
ENSG00000119185,ITGB1BP1,27,-1.4085,23,-1.6266,57,-0.2857,106,0.79420,106,0.71199,69,0.01759,60,-0.2296,86,0.37111,60,-0.2197
ENSG00000119203,CPSF3,27,0.59830,6,-1.6379,23,0.32194,25,0.54869,21,0.22434,8,-1.1556,15,-0.3439,18,0.00364,18,0.00756
ENSG00000134330,IAH1,27,-0.7147,44,0.05374,47,0.14984,48,0.19491,26,-0.7547,22,-1.0130,39,-0.1642,60,0.53260,57,0.50846
ENSG00000151694,ADAM17,27,0.54723,33,0.88876,26,0.48758,12,-0.7049,24,0.33930,18,-0.0378,19,0.03688,14,-0.4969,11,-0.8312
ENSG00000134308,YWHAQ,689,0.82254,323,-0.3855,805,1.08677,420,0.02396,393,-0.0832,410,-0.0166,291,-0.5954,350,-0.2648,291,-0.5955
ENSG00000115756,HPCAL1,27,-2.3655,54,-1.3506,31,-2.1377,296,1.59653,80,-0.7507,368,1.74753,103,-0.4058,62,-1.1463,75,-0.9234
ENSG00000115758,ODC1,27,-0.0513,39,0.53222,28,0.01949,33,0.29375,35,0.34917,11,-1.3807,25,-0.1751,29,0.05087,25,-0.2053
ENSG00000115761,NOL10,363,4.89620,15,-1.4753,13,-1.6592,18,-1.3542,12,-1.7743,19,-1.1542,6,-2.9560,10,-2.1189,6,-2.8601
ENSG00000143870,PDIA6,447,2.19241,105,-0.2952,127,0.01202,118,-0.1207,57,-1.2053,118,-0.1130,60,-1.2240,106,-0.2716,101,-0.3730
ENSG00000162975,KCNF1,27,-2.0782,32,-1.8436,7,-3.9687,236,1.52381,54,-1.0470,127,0.25902,82,-0.4612,186,0.88842,111,0.05653
ENSG00000134318,ROCK2,27,-1.5650,46,-0.7690,35,-1.1644,140,1.14642,70,-0.1192,51,-0.6201,71,-0.1132,86,0.20652,86,0.22664
ENSG00000169006,NTSR2,27,-1.4316,172,1.51042,34,-1.0739,25,-1.6114,19,-1.9689,163,1.42048,87,0.39362,51,-0.4868,71,0.04918
ENSG00000134324,LPIN1,27,-1.0304,87,0.80410,46,-0.2031,52,-0.0204,59,0.15973,66,0.35051,38,-0.5300,58,0.13211,55,0.07673
ENSG00000071575,TRIB2,27,-0.4791,3,-3.5892,8,-2.2766,62,0.96435,19,-0.9664,63,0.87601,45,0.37455,39,0.09477,33,-0.1768
ENSG00000162981,LRATD1,27,-0.1719,2,-3.7814,10,-1.5725,47,0.80879,24,-0.3488,7,-2.2081,36,0.30197,29,-0.0395,48,0.84774
ENSG00000151779,NBAS,27,-0.3660,17,-1.0155,23,-0.5923,42,0.35980,23,-0.5993,21,-0.7300,38,0.19774,55,0.76866,41,0.32836
ENSG00000079785,DDX1,682,2.61344,55,-1.5919,77,-1.1026,166,0.07799,114,-0.5156,70,-1.2372,96,-0.8315,140,-0.1929,120,-0.4628
ENSG00000197872,FAM49A,27,-2.0061,28,-1.9213,15,-2.8276,193,1.19421,67,-0.6597,64,-0.7312,98,-0.0745,148,0.59006,149,0.67091
ENSG00000163032,VSNL1,27,-4.9054,83,-3.2817,35,-4.5111,1615,1.47744,1137,0.66446,533,-0.5348,721,-0.0722,1031,0.50451,754,0.00345
ENSG00000163029,SMC6,27,0.65927,16,-0.1562,14,-0.3254,20,0.18983,23,0.41421,32,0.95175,11,-0.6998,19,0.13784,9,-1.0608
ENSG00000240857,RDH14,27,-0.0839,23,-0.2870,18,-0.7016,49,0.98822,25,-0.1734,15,-0.9342,18,-0.7300,41,0.59743,28,-0.0054
ENSG00000183891,TTC32,27,0.73340,16,-0.0500,54,1.97226,14,-0.3550,19,0.21136,12,-0.5222,14,-0.3184,2,-2.8437,8,-1.1183
ENSG00000118965,WDR35,27,1.33617,19,0.71739,10,-0.2775,12,0.08471,7,-0.7458,15,0.37560,8,-0.6842,2,-2.2030,11,-0.1629
ENSG00000068697,LAPTM4A,27,-1.9967,212,1.20925,79,-0.3917,85,-0.3003,57,-0.8746,269,1.62840,74,-0.5340,81,-0.3583,89,-0.2344
ENSG00000055917,PUM2,27,-1.5679,49,-0.6621,87,0.20656,105,0.56912,63,-0.2928,87,0.20472,69,-0.1564,84,0.15274,84,0.17596
ENSG00000143878,RHOB,34,-3.0129,394,0.69830,634,1.52070,225,-0.2132,210,-0.3009,279,0.13953,169,-0.6918,260,0.02857,232,-0.1633
ENSG00000118960,HS1BP3,27,0.93267,36,1.42773,30,1.10063,13,-0.1750,12,-0.2704,5,-1.6562,8,-0.9484,3,-2.2431,12,-0.4063
ENSG00000119771,KLHL29,27,1.49438,0,-7.2997,0,-8.6804,18,0.92400,6,-0.7524,1,-3.0407,9,-0.2371,15,0.53128,13,0.29367
ENSG00000173960,UBXN2A,27,0.69196,44,1.52192,27,0.67880,8,-1.2914,3,-2.4716,7,-1.2989,18,0.10390,24,0.50578,12,-0.5613
ENSG00000119782,FKBP1B,27,-0.9643,9,-2.5713,9,-2.6115,95,1.16631,53,0.05688,51,0.01075,55,0.13002,48,-0.0935,57,0.20713
ENSG00000115128,SF3B6,27,-2.2050,196,0.83143,222,1.03679,115,-0.0304,104,-0.1854,145,0.33331,100,-0.2732,103,-0.1976,90,-0.4432
ENSG00000219626,FAM228B,27,-0.0449,28,0.00197,47,0.85770,17,-0.7646,19,-0.5761,29,0.06736,38,0.57832,19,-0.5301,26,-0.1226
ENSG00000198399,ITSN2,554,4.01076,29,-1.4640,30,-1.4194,43,-0.9634,42,-0.9333,43,-0.8832,34,-1.3016,25,-1.7109,24,-1.8277
ENSG00000084676,NCOA1,27,-1.6424,66,-0.2958,62,-0.3934,108,0.53324,75,-0.1088,176,1.30222,62,-0.4361,64,-0.3442,75,-0.1020
ENSG00000184924,PTRHD1,27,-1.0243,56,0.09058,60,0.19254,48,-0.1489,57,0.12982,50,-0.0836,47,-0.1937,70,0.46039,61,0.25357
ENSG00000138031,ADCY3,27,-0.4018,17,-1.0807,36,0.05635,51,0.68822,49,0.54614,55,0.73220,24,-0.6202,22,-0.6682,31,-0.2183
ENSG00000115137,DNAJC27,27,0.71900,19,0.19153,16,-0.1175,19,0.20000,11,-0.5873,12,-0.5544,15,-0.2164,7,-1.2325,22,0.42946
ENSG00000224165,DNAJC27-AS1,27,1.23157,16,0.40863,31,1.49983,8,-0.6944,7,-0.7861,22,0.93110,9,-0.4915,5,-1.2340,3,-2.1777
ENSG00000084710,EFR3B,27,-1.3671,45,-0.6031,26,-1.4230,82,0.37983,23,-1.5964,64,-0.0616,78,0.29092,99,0.64599,96,0.65708
ENSG00000119772,DNMT3A,27,0.96432,18,0.36308,19,0.44210,10,-0.6697,12,-0.2633,15,0.02232,11,-0.5189,21,0.53751,11,-0.4325
ENSG00000138101,DTNB,27,-0.4913,20,-0.9169,30,-0.3092,46,0.38356,8,-2.2110,23,-0.7073,40,0.11779,51,0.49739,57,0.76752
ENSG00000143970,ASXL2,27,0.42103,53,1.56651,32,0.69494,13,-0.7956,13,-0.7383,16,-0.3311,22,0.12533,14,-0.5776,11,-0.9779
ENSG00000084731,KIF3C,27,-3.1253,36,-2.7061,28,-3.0392,359,0.89675,154,-0.5490,190,-0.2266,241,0.15697,370,0.84082,318,0.66473
ENSG00000084733,RAB10,27,-1.9169,109,0.19734,182,1.03376,102,0.09951,110,0.20752,106,0.14549,86,-0.1989,71,-0.4698,88,-0.1539
ENSG00000157833,GAREM2,27,0.11920,41,0.79140,12,-1.0391,12,-1.1863,4,-2.5797,78,1.93561,30,0.33346,6,-2.1043,23,-0.1133
ENSG00000084754,HADHA,236,1.50270,143,0.63608,136,0.56127,53,-0.9776,77,-0.3450,147,0.68402,68,-0.5780,42,-1.2462,64,-0.6708
ENSG00000138029,HADHB,27,-1.9229,186,1.06814,186,1.07026,44,-1.2709,87,-0.1711,198,1.17480,95,-0.0280,50,-1.0039,74,-0.4551
ENSG00000138018,SELENOI,27,-0.4011,21,-0.7831,33,-0.0936,57,0.88495,31,-0.1657,30,-0.2546,25,-0.5547,43,0.32058,35,0.03054
ENSG00000213699,SLC35F6,27,0.21728,36,0.67117,30,0.40953,23,0.01063,44,1.01046,21,-0.1386,18,-0.4101,11,-1.1027,14,-0.8475
ENSG00000157851,DPYSL5,27,-0.5976,51,0.40314,149,2.30360,40,0.02976,38,-0.0658,23,-0.8044,19,-1.1882,23,-0.7985,23,-0.8978
ENSG00000084764,MAPRE3,27,-2.6287,45,-1.8668,54,-1.6065,301,1.23252,222,0.56112,176,0.18357,121,-0.4388,146,-0.1134,183,0.27237
ENSG00000119777,TMEM214,27,0.82941,17,0.06124,21,0.46598,18,0.25033,7,-1.1676,11,-0.5122,14,-0.1730,6,-1.4749,18,0.22438
ENSG00000228474,OST4,27,-3.1509,335,0.63637,293,0.41934,188,-0.3063,258,0.21278,200,-0.1858,231,0.04278,226,0.00224,263,0.27492
ENSG00000138030,KHK,27,0.56574,24,0.36574,15,-0.3105,27,0.66468,19,0.01145,13,-0.5746,13,-0.5851,18,-0.0976,14,-0.4191
ENSG00000138028,CGREF1,353,3.01908,2,-4.9703,6,-3.5854,73,0.09999,6,-3.5334,23,-1.6323,37,-0.9996,81,0.24512,68,-0.0244
