Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000113552,GNPDA1,39,-0.2889,59,0.70000,18,-1.4279,44,-0.0650
ENSG00000131507,NDFIP1,466,-0.7631,972,0.81706,672,-0.0886,577,-0.3834
ENSG00000113578,FGF1,43,0.06041,20,-1.4069,148,2.47680,19,-1.3650
ENSG00000145819,ARHGAP26,50,-0.4603,68,0.14108,35,-0.9674,87,0.61972
ENSG00000113580,NR3C1,29,-0.4331,33,-0.2610,41,0.17301,49,0.56089
ENSG00000145817,YIPF5,28,-0.8217,60,0.80610,36,-0.3370,40,-0.1766
ENSG00000183775,KCTD16,59,-0.6486,70,-0.4098,36,-1.3157,156,1.34940
ENSG00000133706,LARS,45,-0.5167,75,0.60269,44,-0.4870,57,-0.0638
ENSG00000091009,RBM27,23,0.13683,23,0.17851,11,-1.0369,22,0.09307
ENSG00000113649,TCERG1,25,-0.8123,46,0.40762,34,-0.2285,45,0.28343
ENSG00000156475,PPP2R2B,123,-0.4677,191,0.46859,132,-0.2928,156,-0.0175
ENSG00000113657,DPYSL3,49,-0.4620,76,0.45591,97,0.73747,40,-0.7928
ENSG00000176049,JAKMIP2,26,-0.1475,36,0.61772,30,0.11456,17,-0.8575
ENSG00000145882,PCYOX1L,19,-0.4203,37,1.12171,9,-1.5230,18,-0.5356
ENSG00000113712,CSNK1A1,102,-0.3715,130,0.10658,138,0.17324,131,0.10523
ENSG00000113716,HMGXB3,19,-0.1062,18,-0.2484,5,-2.0054,31,0.96147
ENSG00000011083,SLC6A7,26,-0.5136,54,1.17254,21,-0.7627,22,-0.8273
ENSG00000070808,CAMK2A,336,0.16623,237,-0.5690,218,-0.5624,435,0.70205
ENSG00000070814,TCOF1,17,-0.7580,40,1.24225,14,-0.9105,18,-0.6218
ENSG00000019582,CD74,291,2.15385,45,-1.8925,78,-0.7036,89,-0.5743
ENSG00000164587,RPS14,1173,0.55770,738,-0.4122,1090,0.33837,738,-0.3517
ENSG00000070614,NDST1,24,-0.0820,23,-0.1852,40,0.83940,21,-0.3134
ENSG00000171992,SYNPO,150,-0.3186,158,-0.2706,146,-0.3220,253,0.71959
ENSG00000086589,RBM22,37,0.18361,32,-0.1474,29,-0.2464,36,0.12452
ENSG00000132912,DCTN4,53,-0.3107,76,0.47015,61,-0.0432,53,-0.3046
ENSG00000211445,GPX3,31,-0.2975,61,1.52111,20,-0.9264,12,-1.8598
ENSG00000145901,TNIP1,25,-0.2482,31,0.24844,27,-0.0834,28,-0.0316
ENSG00000197043,ANXA6,150,-1.2647,480,1.22521,295,-0.0696,215,-0.6565
ENSG00000113140,SPARC,344,1.58070,115,-0.8328,89,-1.0491,126,-0.5621
ENSG00000177556,ATOX1,225,-0.1262,229,-0.1141,285,0.28284,252,0.08595
ENSG00000145907,G3BP1,38,-0.1181,34,-0.3513,70,0.92997,37,-0.1483
ENSG00000155511,GRIA1,67,-1.0722,145,0.39857,97,-0.3822,159,0.51574
ENSG00000164576,SAP30L,19,0.16601,19,0.13887,26,0.64622,10,-0.9487
ENSG00000155506,LARP1,128,-0.4034,193,0.47604,131,-0.3103,153,-0.0740
ENSG00000170271,FAXDC2,25,0.36512,8,-1.8000,70,2.26898,12,-0.9763
ENSG00000155508,CNOT8,23,-0.7462,32,-0.1654,46,0.47127,45,0.50010
ENSG00000082515,MRPL22,35,0.03474,41,0.46273,24,-0.5296,27,-0.3900
ENSG00000055163,CYFIP2,284,-0.4323,432,0.45327,304,-0.2712,352,-0.0381
ENSG00000155858,LSM11,17,-0.7456,33,0.59220,24,-0.1239,26,-0.0518
ENSG00000113282,CLINT1,22,-0.6888,39,0.50294,25,-0.3633,34,0.14387
ENSG00000145860,RNF145,52,-1.1961,126,0.52269,51,-1.0941,142,0.67495
ENSG00000164332,UBLCP1,36,-0.9788,90,0.91971,60,-0.0991,52,-0.3612
ENSG00000170214,ADRA1B,11,-0.9485,19,-0.1122,8,-1.3277,35,1.24834
ENSG00000113312,TTC1,73,-0.6117,121,0.40325,148,0.63121,81,-0.4392
ENSG00000164609,SLU7,71,-0.5466,114,0.43317,76,-0.3696,102,0.12868
ENSG00000145864,GABRB2,97,-1.1191,223,0.49933,100,-0.9525,248,0.62354
ENSG00000022355,GABRA1,163,-1.0706,409,0.82439,183,-0.7745,323,0.15597
ENSG00000113327,GABRG2,107,-0.8864,218,0.54992,110,-0.7403,210,0.36822
ENSG00000170584,NUDCD2,34,0.04371,34,0.06736,40,0.32010,27,-0.3534
ENSG00000038274,MAT2B,42,-0.9824,91,0.50722,79,0.10637,77,0.09155
ENSG00000145934,TENM2,38,-0.4578,56,0.27966,28,-0.9002,62,0.44537
ENSG00000113645,WWC1,31,-0.0336,26,-0.4202,40,0.39801,36,0.26757
ENSG00000113643,RARS,39,-0.3047,53,0.35218,43,-0.0949,43,-0.1114
ENSG00000188573,FBLL1,52,-0.6120,85,0.38216,76,0.07092,73,0.01273
ENSG00000120137,PANK3,44,-0.5113,67,0.34668,42,-0.4958,66,0.26298
ENSG00000184347,SLIT3,21,-1.2205,64,1.11692,33,-0.3954,35,-0.3140
ENSG00000182132,KCNIP1,20,-0.4392,19,-0.6284,39,0.75173,33,0.55783
ENSG00000181163,NPM1,169,-0.1140,216,0.46046,130,-0.5243,159,-0.2246
ENSG00000072803,FBXW11,76,-0.5482,119,0.35478,90,-0.2175,111,0.15579
ENSG00000214357,NEURL1B,16,-0.5483,19,-0.2952,21,-0.0028,31,0.76245
ENSG00000120129,DUSP1,87,2.25512,25,-0.7145,6,-2.6707,13,-1.6463
ENSG00000113719,ERGIC1,35,-0.0917,43,0.34029,29,-0.3803,34,-0.1489
ENSG00000037241,RPL26L1,43,-0.5138,77,0.75048,43,-0.4546,49,-0.2920
ENSG00000113732,ATP6V0E1,58,0.50835,39,-0.3338,72,0.78366,28,-0.8239
ENSG00000164463,CREBRF,18,-0.5624,26,0.03366,34,0.47765,27,0.14591
ENSG00000145919,BOD1,34,-0.2615,41,0.13508,27,-0.5858,47,0.35109
ENSG00000113742,CPEB4,53,-0.3144,68,0.16443,56,-0.1855,69,0.18603
ENSG00000170091,NSG2,341,-0.7202,607,0.44117,290,-0.8904,631,0.43903
ENSG00000164466,SFXN1,35,-0.4937,51,0.28539,54,0.27829,43,-0.0896
ENSG00000113749,HRH2,18,-0.6822,23,-0.2906,11,-1.2622,46,1.25282
ENSG00000145920,CPLX2,716,0.35269,407,-0.8132,273,-1.2441,936,0.93969
ENSG00000051596,THOC3,29,-0.6634,41,-0.0513,20,-1.1575,67,0.99550
ENSG00000122203,KIAA1191,90,-0.4655,134,0.35818,101,-0.2154,121,0.08525
ENSG00000175414,ARL10,26,-0.0767,33,0.51225,15,-0.8438,24,-0.1994
ENSG00000048162,NOP16,15,-0.8317,33,0.76528,27,0.15172,20,-0.4114
ENSG00000146066,HIGD2A,136,0.21984,124,0.05650,117,-0.0545,104,-0.2816
ENSG00000175416,CLTB,210,-0.4429,331,0.53219,209,-0.3953,257,-0.0738
ENSG00000113194,FAF2,21,-0.5046,34,0.56272,14,-1.0138,30,0.17798
ENSG00000146083,RNF44,35,-0.6026,45,-0.2051,49,0.00656,69,0.70573
ENSG00000169258,GPRIN1,48,-0.4623,68,0.21198,30,-1.1406,83,0.59140
ENSG00000074317,SNCB,423,-0.7819,772,0.41688,554,-0.2638,746,0.26878
ENSG00000048140,TSPAN17,33,-0.4984,50,0.32276,29,-0.6709,52,0.34904
ENSG00000113763,UNC5A,44,-0.9112,98,0.73357,46,-0.7589,80,0.16595
ENSG00000165671,NSD1,18,0.09466,16,-0.1984,19,0.18748,18,0.03225
ENSG00000169230,PRELID1,97,-0.3202,132,0.32047,91,-0.3913,121,0.09641
ENSG00000169223,LMAN2,43,-0.3205,54,0.12449,35,-0.5795,63,0.40783
ENSG00000169220,RGS14,59,-0.1745,57,-0.2565,24,-1.5456,101,0.94577
ENSG00000131187,F12,22,-0.3220,36,0.78085,18,-0.5924,20,-0.4574
ENSG00000198055,GRK6,26,-0.4539,42,0.57554,55,0.87595,16,-1.2289
ENSG00000131188,PRR7,40,-0.8424,72,0.31446,22,-1.6053,94,0.82391
ENSG00000113758,DBN1,45,-1.0390,97,0.46849,69,-0.2445,96,0.35712
ENSG00000183258,DDX41,53,0.19903,48,0.03575,40,-0.2633,45,-0.1092
ENSG00000146067,FAM193B,13,-0.9625,24,0.06967,22,-0.1079,33,0.69507
ENSG00000184840,TMED9,53,-1.0269,118,0.58051,96,0.02912,97,0.07051
ENSG00000027847,B4GALT7,31,-0.2795,47,0.67269,21,-0.8508,32,-0.2218
ENSG00000204677,FAM153CP,22,-0.3259,17,-0.8559,13,-1.0652,50,1.45249
ENSG00000145916,RMND5B,34,0.09986,36,0.19281,23,-0.5606,32,-0.0647
ENSG00000145912,NHP2,207,-0.1914,255,0.24971,174,-0.4475,241,0.09738
ENSG00000197451,HNRNPAB,47,-0.4318,67,0.27085,95,0.77719,44,-0.5518
ENSG00000169045,HNRNPH1,110,-0.0279,109,-0.0551,118,0.08700,114,0.04411
ENSG00000127022,CANX,283,-0.0596,283,-0.0756,289,-0.0211,317,0.16083
ENSG00000161013,MGAT4B,49,-0.5336,56,-0.3671,45,-0.6055,108,1.05692
ENSG00000161011,SQSTM1,208,-0.1692,242,0.14965,220,-0.0507,228,0.00408
ENSG00000161010,MRNIP,13,-0.8478,23,0.24511,22,0.10914,25,0.32554
ENSG00000197226,TBC1D9B,59,-0.3723,64,-0.2527,87,0.31917,89,0.42410
ENSG00000113269,RNF130,78,-0.1878,79,-0.2034,138,0.79661,80,-0.1401
ENSG00000050748,MAPK9,114,-0.5965,232,1.02139,159,0.00165,92,-0.9735
ENSG00000131446,MGAT1,43,0.85937,25,-0.2664,26,-0.1415,20,-0.6452
ENSG00000278970,HEIH,18,-0.4041,28,0.46020,20,-0.2160,22,-0.1011
ENSG00000250222,AC008443.5,46,0.51326,26,-0.6609,27,-0.4516,44,0.41676
ENSG00000146063,TRIM41,25,0.13961,18,-0.5677,31,0.46674,26,0.21089
ENSG00000204628,RACK1,313,0.25082,245,-0.2603,307,0.18034,268,-0.0548
ENSG00000248275,TRIM52-AS1,25,0.51251,17,-0.2896,21,0.07817,17,-0.2625
ENSG00000112679,DUSP22,24,-0.4421,33,0.12008,35,0.20007,33,0.13030
ENSG00000112685,EXOC2,13,-0.7968,27,0.60731,26,0.34295,17,-0.3433
ENSG00000112699,GMDS,18,0.00456,22,0.51334,10,-0.9026,16,-0.2655
ENSG00000124535,WRNIP1,42,-0.5941,66,0.26649,56,-0.0660,66,0.22136
ENSG00000124570,SERPINB6,41,0.98376,17,-0.8269,35,0.51726,18,-0.6007
ENSG00000124588,NQO2,63,-0.0490,83,0.61539,52,-0.3497,46,-0.6364
ENSG00000137274,BPHL,17,-0.6115,32,0.83840,19,-0.3182,19,-0.4101
ENSG00000137267,TUBB2A,1051,-1.0936,2965,1.15200,1793,-0.1336,1387,-0.6196
ENSG00000137285,TUBB2B,357,0.66057,126,-1.4154,389,0.69624,293,0.24609
ENSG00000180822,PSMG4,23,-0.1528,32,0.60235,13,-0.9956,23,-0.1927
ENSG00000137266,SLC22A23,19,-0.7277,33,0.31361,27,-0.1418,34,0.29772
ENSG00000145945,FAM50B,31,-0.0280,37,0.40196,22,-0.5478,28,-0.2209
ENSG00000112739,PRPF4B,34,-0.5503,53,0.34826,39,-0.2582,50,0.18522
ENSG00000198721,ECI2,37,0.68210,20,-0.5731,29,0.17114,24,-0.1943
ENSG00000214113,LYRM4,46,-0.0838,56,0.37937,43,-0.1501,40,-0.3409
ENSG00000124785,NRN1,147,-0.6680,311,1.03021,154,-0.5146,156,-0.5539
ENSG00000216863,LY86-AS1,13,-0.8233,25,0.36296,18,-0.2657,26,0.36070
ENSG00000124783,SSR1,70,0.07593,72,0.17366,46,-0.6037,67,0.00358
ENSG00000239264,TXNDC5,23,-0.3425,27,-0.0536,27,0.00031,33,0.36597
ENSG00000124802,EEF1E1,47,-0.2994,78,0.87334,51,-0.1427,33,-0.9325
ENSG00000111845,PAK1IP1,15,-0.6724,27,0.51793,24,0.16609,20,-0.1847
ENSG00000111843,TMEM14C,79,0.04940,70,-0.2227,85,0.16669,82,0.11883
ENSG00000137210,TMEM14B,72,-0.3965,99,0.24342,74,-0.3059,99,0.21562
ENSG00000224531,SMIM13,68,-0.4817,103,0.38277,106,0.30701,77,-0.2563
ENSG00000205269,TMEM170B,54,-0.1203,48,-0.4232,36,-0.7551,88,0.86738
ENSG00000112137,PHACTR1,160,0.12625,116,-0.5630,158,0.08372,188,0.45031
ENSG00000145979,TBC1D7,18,-0.6414,30,0.36576,30,0.21411,25,-0.0328
ENSG00000145990,GFOD1,85,-0.3173,114,0.29967,74,-0.4824,109,0.16008
ENSG00000124523,SIRT5,23,-0.3407,38,0.74104,20,-0.5153,23,-0.4144
ENSG00000225921,NOL7,57,-0.4252,77,0.18424,86,0.30500,70,-0.0329
ENSG00000010017,RANBP9,55,-0.6007,100,0.69933,79,0.05616,60,-0.4422
ENSG00000050393,MCUR1,51,0.03441,53,0.11903,43,-0.2646,49,-0.0411
ENSG00000112149,CD83,30,-0.5092,47,0.39120,21,-1.0139,48,0.38863
ENSG00000047579,DTNBP1,78,-0.5041,63,-1.0090,26,-2.0913,225,1.86047
ENSG00000124788,ATXN1,47,-0.0338,44,-0.2047,87,1.02109,36,-0.5329
ENSG00000112186,CAP2,150,-1.0762,360,0.67453,201,-0.5111,312,0.24527
ENSG00000137414,FAM8A1,33,-0.2663,41,0.15875,40,0.06512,38,0.01422
ENSG00000124789,NUP153,15,-0.5557,29,0.90371,11,-0.9635,18,-0.2575
ENSG00000137364,TPMT,33,-0.0876,31,-0.2487,20,-0.8386,49,0.70269
ENSG00000124795,DEK,61,0.57848,32,-0.7859,74,0.81261,38,-0.3357
ENSG00000172201,ID4,84,1.44978,14,-2.0664,95,1.38342,22,-1.2013
ENSG00000112242,E2F3,16,-0.2367,15,-0.3358,8,-1.2537,29,1.00461
ENSG00000272168,CASC15,19,-0.1582,28,0.69673,15,-0.5707,16,-0.5142
ENSG00000152954,NRSN1,84,-0.6662,148,0.48282,131,0.12244,114,-0.1117
ENSG00000124532,MRS2,12,-1.0637,25,0.26649,25,0.18359,28,0.38779
ENSG00000112294,ALDH5A1,63,-0.2158,72,0.05037,67,-0.0858,78,0.18742
ENSG00000137261,KIAA0319,24,-0.7505,53,0.98371,39,0.10333,23,-0.8188
ENSG00000111802,TDP2,26,-0.5567,39,0.21492,29,-0.3165,43,0.37519
ENSG00000112304,ACOT13,49,-0.2561,65,0.32790,54,-0.0625,52,-0.1430
ENSG00000112308,C6orf62,143,0.30529,129,0.11695,111,-0.1552,98,-0.4115
ENSG00000111913,RIPOR2,28,-1.3230,89,0.99469,53,-0.2183,56,-0.1702
ENSG00000182952,HMGN4,15,-0.9978,33,0.52039,19,-0.5583,32,0.40345
ENSG00000146109,ABT1,16,-0.2173,20,0.27115,13,-0.4619,19,0.10006
ENSG00000096654,ZNF184,18,-0.2430,23,0.19846,7,-1.5531,27,0.53751
ENSG00000269293,ZSCAN16-AS1,110,0.82916,39,-1.2645,92,0.37123,80,0.16650
ENSG00000204713,TRIM27,33,-0.6479,59,0.56439,34,-0.5010,49,0.09664
ENSG00000204681,GABBR1,334,-0.0314,323,-0.1112,315,-0.1210,382,0.22847
ENSG00000206503,HLA-A,261,1.52878,68,-1.3172,123,-0.1222,106,-0.4181
ENSG00000204619,PPP1R11,52,-0.5840,82,0.33656,93,0.45573,63,-0.2142
ENSG00000241370,RPP21,67,-0.0371,67,-0.0374,50,-0.4903,80,0.31801
ENSG00000204592,HLA-E,116,2.75632,10,-2.5151,26,-0.7715,22,-1.0914
ENSG00000204590,GNL1,44,-0.9421,90,0.46043,77,0.05853,81,0.15319
ENSG00000204574,ABCF1,17,-1.3026,46,0.61479,41,0.23290,37,0.06365
ENSG00000204569,PPP1R10,18,-0.4238,33,0.87116,12,-1.0714,20,-0.2912
ENSG00000204568,MRPS18B,40,-0.3794,52,0.08238,60,0.31387,51,0.05144
ENSG00000137343,ATAT1,37,-0.4833,53,0.24216,60,0.36618,45,-0.1027
ENSG00000204564,C6orf136,48,-0.5055,86,0.78065,51,-0.3473,51,-0.4031
ENSG00000196230,TUBB,483,-0.7518,1023,0.88149,723,-0.0172,544,-0.5444
ENSG00000137312,FLOT1,156,-0.6726,290,0.62828,193,-0.2512,215,-0.0881
ENSG00000204580,DDR1,67,0.55260,29,-1.1101,114,1.41928,36,-0.6254
ENSG00000204525,HLA-C,139,0.63436,109,0.17268,154,0.71060,27,-2.2359
ENSG00000234745,HLA-B,209,2.00999,66,-0.6866,54,-0.8124,29,-1.9366
ENSG00000198563,DDX39B,65,-0.5564,100,0.28781,97,0.15725,90,0.03834
ENSG00000213760,ATP6V1G2,252,-0.5578,411,0.45881,262,-0.4302,365,0.13216
ENSG00000204472,AIF1,50,1.70978,8,-1.9286,16,-0.6088,24,0.05023
ENSG00000204469,PRRC2A,90,-0.1088,94,-0.0370,124,0.43455,89,-0.1334
ENSG00000204463,BAG6,81,-0.4130,105,0.09059,124,0.34905,103,0.04582
ENSG00000204435,CSNK2B,123,-0.4674,174,0.22675,172,0.14482,162,0.05225
ENSG00000204427,ABHD16A,35,-0.9156,69,0.40818,57,-0.0297,66,0.24947
ENSG00000213722,DDAH2,41,1.78154,15,-0.4578,16,-0.3185,4,-2.4058
ENSG00000204394,VARS,31,-0.4047,45,0.30673,40,0.01665,39,-0.0263
ENSG00000204392,LSM2,31,-0.1930,37,0.12895,32,-0.1507,37,0.10626
ENSG00000204389,HSPA1A,70,-0.4696,86,-0.1330,90,-0.0180,120,0.55488
ENSG00000204388,HSPA1B,23,-0.9226,62,1.28772,63,0.82431,8,-2.5384
ENSG00000204387,SNHG32,68,0.14250,51,-0.4668,65,0.02995,77,0.36961
ENSG00000204386,NEU1,30,-0.8162,63,0.73428,42,-0.1943,44,-0.1558
ENSG00000204371,EHMT2,34,-0.7396,59,0.31836,57,0.15555,56,0.13788
ENSG00000204356,NELFE,67,-0.1391,78,0.18656,91,0.39158,59,-0.3786
ENSG00000204351,SKIV2L,20,-0.3841,24,-0.0550,30,0.29463,28,0.23210
ENSG00000204314,PRRT1,139,-0.5844,243,0.59264,106,-0.9360,210,0.17653
ENSG00000204310,AGPAT1,90,-0.4946,142,0.46275,118,0.00680,109,-0.1538
ENSG00000204308,RNF5,72,0.18108,73,0.25911,68,0.07657,46,-0.6334
ENSG00000204287,HLA-DRA,71,2.40385,14,-1.2755,4,-2.8128,16,-0.9953
ENSG00000196126,HLA-DRB1,68,1.49545,31,-0.2348,21,-0.8032,14,-1.5509
ENSG00000204256,BRD2,55,-0.1665,55,-0.2202,64,0.09865,72,0.35144
ENSG00000231389,HLA-DPA1,53,2.42055,7,-1.8382,7,-1.5945,14,-0.6998
ENSG00000204231,RXRB,51,-0.2923,75,0.55066,57,-0.0814,48,-0.4210
ENSG00000112473,SLC39A7,26,-0.0030,31,0.38293,26,0.00947,19,-0.5473
ENSG00000204227,RING1,41,-0.1451,46,0.07691,52,0.27364,41,-0.1295
ENSG00000223501,VPS52,26,-0.0499,32,0.40700,22,-0.2783,22,-0.3440
ENSG00000231500,RPS18,1179,0.94062,517,-0.7971,766,0.02278,684,-0.1874
ENSG00000227057,WDR46,18,-0.6866,30,0.31463,25,-0.0346,29,0.21313
ENSG00000204220,PFDN6,57,-0.3461,88,0.58284,54,-0.4071,61,-0.2269
ENSG00000231925,TAPBP,103,0.29283,84,-0.1223,85,-0.0675,83,-0.1199
ENSG00000236104,ZBTB22,13,-0.8381,21,0.10810,28,0.53443,23,0.21299
ENSG00000204209,DAXX,14,-0.6961,27,0.52188,20,-0.0919,21,-0.0125
ENSG00000112511,PHF1,29,-0.5447,42,0.18580,42,0.11333,43,0.18289
ENSG00000112514,CUTA,263,-0.1209,312,0.24749,230,-0.3251,277,-0.0228
ENSG00000197283,SYNGAP1,98,-0.0477,89,-0.2634,62,-0.7709,139,0.66410
ENSG00000137288,UQCC2,99,-0.0417,103,0.05260,92,-0.1540,104,0.06105
ENSG00000137309,HMGA1,38,-0.6500,56,0.02182,75,0.50958,61,0.20256
ENSG00000186577,SMIM29,128,-0.3963,185,0.37686,165,0.06551,146,-0.1586
ENSG00000272325,NUDT3,171,0.14040,128,-0.4753,164,0.04885,192,0.37008
ENSG00000124614,RPS10,611,0.51524,374,-0.5065,498,0.08552,471,-0.0095
ENSG00000124507,PACSIN1,250,-0.1328,255,-0.1086,255,-0.0823,311,0.29633
ENSG00000196821,ILRUN,36,-0.2269,40,-0.0791,55,0.49031,41,-0.0081
ENSG00000124562,SNRPC,91,0.18045,85,0.04502,88,0.09167,70,-0.3146
ENSG00000064995,TAF11,24,-0.2747,28,0.07246,23,-0.2934,32,0.31241
ENSG00000064999,ANKS1A,16,-0.5870,20,-0.2192,26,0.23810,30,0.58981
ENSG00000198755,RPL10A,544,0.50889,356,-0.3802,460,0.13962,384,-0.1846
ENSG00000096063,SRPK1,16,-0.4335,23,0.37831,10,-0.9887,24,0.34000
ENSG00000112062,MAPK14,35,-0.2601,44,0.24686,34,-0.2654,41,0.07720
ENSG00000096070,BRPF3,24,-0.7579,47,0.59912,37,-0.0126,35,-0.1164
ENSG00000112078,KCTD20,29,0.51784,27,0.49996,14,-0.7511,12,-1.0379
ENSG00000112081,SRSF3,103,-0.2934,114,-0.1363,166,0.53543,127,0.08729
ENSG00000124772,CPNE5,82,-0.6607,150,0.59336,123,0.06692,104,-0.2362
ENSG00000137168,PPIL1,26,-0.3951,33,0.07065,38,0.28771,34,0.09644
ENSG00000198663,C6orf89,47,-0.4888,71,0.31860,61,-0.0271,64,0.05409
ENSG00000137409,MTCH1,614,-0.5513,947,0.32299,752,-0.1576,902,0.16757
ENSG00000112130,RNF8,26,-0.5682,35,-0.0439,52,0.66235,37,0.10702
ENSG00000137200,CMTR1,19,-0.9918,37,0.29671,33,-0.0036,41,0.41324
ENSG00000198937,CCDC167,34,0.55286,23,-0.2367,31,0.27258,19,-0.5349
ENSG00000156639,ZFAND3,52,0.10221,41,-0.3933,48,-0.0259,59,0.36163
ENSG00000183826,BTBD9,36,-0.2501,30,-0.6652,40,-0.0348,63,0.90441
ENSG00000124767,GLO1,115,-0.2329,159,0.49646,135,0.06354,99,-0.5002
ENSG00000146122,DAAM2,31,0.78153,6,-2.2722,81,2.61710,5,-2.4320
ENSG00000156564,LRFN2,17,-0.9455,32,0.17924,20,-0.5837,43,0.76049
ENSG00000124596,OARD1,25,0.05043,27,0.20867,15,-0.7453,25,0.04125
ENSG00000137166,FOXP4,11,-0.8545,23,0.55864,38,1.22144,9,-1.2179
ENSG00000214736,TOMM6,161,-0.1721,182,0.06482,137,-0.4118,204,0.28719
ENSG00000112576,CCND3,64,-0.1640,72,0.09665,60,-0.2415,76,0.16517
ENSG00000048544,MRPS10,27,-0.8158,50,0.38814,40,-0.0868,48,0.23934
ENSG00000024048,UBR2,23,0.09063,20,-0.2348,26,0.29376,22,0.01017
ENSG00000124659,TBCC,18,-1.1450,44,0.62976,26,-0.4274,40,0.30410
ENSG00000146223,RPL7L1,63,-0.6016,105,0.44342,77,-0.2174,92,0.08465
ENSG00000137161,CNPY3,28,-0.1353,28,-0.1572,37,0.34433,32,0.10456
ENSG00000124587,PEX6,18,0.01356,13,-0.6500,26,0.64312,20,0.28776
ENSG00000112640,PPP2R5D,30,-0.7762,68,0.98362,28,-0.8326,41,-0.2394
ENSG00000124733,MEA1,104,-0.1859,115,0.01226,130,0.20586,117,0.03762
ENSG00000124702,KLHDC3,173,-0.6888,338,0.75373,210,-0.2963,223,-0.2281
ENSG00000124541,RRP36,31,-0.2106,43,0.56426,24,-0.5993,30,-0.2402
ENSG00000137171,KLC4,20,-0.1628,28,0.55806,22,-0.0433,16,-0.6048
ENSG00000112651,MRPL2,49,-0.1962,70,0.62416,58,0.09064,35,-0.7845
ENSG00000112658,SRF,20,-0.5310,27,0.05834,31,0.23384,30,0.25228
ENSG00000112659,CUL9,25,-0.0860,26,0.00995,16,-0.7763,32,0.41317
ENSG00000112667,DNPH1,71,0.31886,54,-0.2724,56,-0.1325,63,0.06956
ENSG00000146216,TTBK1,20,-0.0779,25,0.42668,11,-0.9765,21,-0.0319
ENSG00000204052,LRRC73,35,-0.6323,57,0.35714,43,-0.2118,55,0.21276
ENSG00000137207,YIPF3,75,-0.3641,122,0.73880,59,-0.7104,78,-0.2946
ENSG00000124571,XPO5,15,-0.2804,23,0.63394,15,-0.2611,14,-0.4514
ENSG00000096080,MRPS18A,60,-0.0376,71,0.35798,67,0.14518,45,-0.5665
ENSG00000112715,VEGFA,25,0.50100,14,-0.6540,29,0.65586,17,-0.2434
ENSG00000180992,MRPL14,65,-0.2902,82,0.16971,54,-0.5640,90,0.32622
ENSG00000137216,TMEM63B,38,-0.8236,89,0.99831,49,-0.3539,48,-0.4530
ENSG00000112759,SLC29A1,15,-0.9406,41,1.30365,11,-1.2388,20,-0.4331
ENSG00000096384,HSP90AB1,1096,-0.8359,2291,0.69718,1470,-0.2772,1701,-0.0458
ENSG00000157593,SLC35B2,16,-0.3535,24,0.44991,31,0.72537,12,-0.8993
ENSG00000178233,TMEM151B,81,-0.4575,115,0.24082,118,0.20767,103,-0.0138
ENSG00000096401,CDC5L,41,0.00030,44,0.16652,41,-0.0090,36,-0.2140
ENSG00000001561,ENPP4,18,-1.1381,45,0.59734,40,0.19258,36,0.01764
ENSG00000112796,ENPP5,19,-1.1164,46,0.59511,35,-0.0661,40,0.15906
ENSG00000172348,RCAN2,122,-0.3371,116,-0.4873,147,0.01577,213,0.78801
ENSG00000153291,SLC25A27,20,-0.7960,29,-0.1754,32,0.02899,46,0.78466
ENSG00000069122,ADGRF5,21,-0.2090,15,-0.9605,3,-2.9174,51,1.71177
ENSG00000146072,TNFRSF21,23,-1.2052,68,0.98087,52,0.19681,35,-0.4991
ENSG00000146085,MMUT,30,-0.2704,33,-0.1172,55,0.78230,32,-0.1575
ENSG00000170915,PAQR8,100,0.54080,54,-0.7289,116,0.69469,67,-0.2423
ENSG00000096092,TMEM14A,102,-0.6872,199,0.74030,116,-0.4079,137,-0.1525
ENSG00000170899,GSTA4,60,-0.4437,96,0.58891,60,-0.3679,70,-0.1653
ENSG00000112146,FBXO9,56,-0.9304,132,0.87121,118,0.36760,65,-0.6796
ENSG00000012660,ELOVL5,54,0.67619,24,-1.0093,82,1.29715,25,-0.7753
ENSG00000001084,GCLC,24,-0.6582,35,-0.0081,54,0.71484,37,0.09087
ENSG00000146147,MLIP,20,0.20583,17,-0.1530,5,-1.7857,24,0.57653
ENSG00000146151,HMGCLL1,12,-0.6529,28,1.21239,18,-0.0115,8,-1.2989
ENSG00000151914,DST,87,-0.4822,116,0.05320,161,0.58829,112,-0.0242
ENSG00000151917,BEND6,34,-0.0839,42,0.44270,29,-0.3124,29,-0.3404
ENSG00000112200,ZNF451,21,-0.4848,29,0.08170,34,0.35278,29,0.11305
ENSG00000112210,RAB23,10,-1.0270,25,0.71012,13,-0.5102,20,0.17130
ENSG00000118482,PHF3,31,-0.0574,26,-0.4684,30,-0.1159,43,0.61801
ENSG00000230910,AL391807.1,23,-0.7357,39,0.24693,11,-1.7588,53,0.85922
ENSG00000135298,ADGRB3,65,-0.7580,123,0.52647,61,-0.7833,118,0.32889
ENSG00000168216,LMBRD1,82,-0.3137,97,-0.0031,107,0.16970,107,0.19076
ENSG00000154079,SDHAF4,19,-0.3501,24,0.14695,30,0.49131,20,-0.1885
