Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000022355,GABRA1,87,-1.5181,99,-1.3127,168,-0.5009,249,0.13870,297,0.43642,415,1.03401,259,0.23804
ENSG00000113327,GABRG2,76,-1.1261,78,-1.0816,106,-0.6049,152,-0.0211,185,0.30539,260,0.89869,189,0.40152
ENSG00000113328,CCNG1,26,0.77406,23,0.55429,4,-2.1188,13,-0.3544,20,0.32029,18,0.14355,14,-0.3243
ENSG00000170584,NUDCD2,58,0.39257,51,0.17023,50,0.14528,44,-0.0784,44,-0.0609,44,-0.0610,38,-0.3519
ENSG00000038274,MAT2B,67,-0.2285,37,-1.1686,71,-0.1250,90,0.26200,94,0.33732,71,-0.1431,93,0.37668
ENSG00000145934,TENM2,46,-0.4547,37,-0.8138,61,-0.0025,80,0.43676,45,-0.4827,55,-0.1678,83,0.61542
ENSG00000113645,WWC1,42,0.28328,34,-0.0506,33,-0.1040,28,-0.3802,29,-0.3128,38,0.11333,39,0.20421
ENSG00000113643,RARS,27,-0.3825,25,-0.5280,29,-0.2950,31,-0.1826,36,0.07612,45,0.44664,41,0.37051
ENSG00000188573,FBLL1,63,-0.6139,62,-0.6336,128,0.56191,126,0.52950,136,0.66950,76,-0.3096,72,-0.4449
ENSG00000120137,PANK3,47,-0.0718,32,-0.6894,32,-0.6944,53,0.12861,78,0.79061,54,0.17858,48,-0.0352
ENSG00000184347,SLIT3,21,-0.7096,17,-1.0484,13,-1.3705,42,0.40948,61,1.07819,15,-1.2185,47,0.71497
ENSG00000182132,KCNIP1,24,-0.4980,29,-0.2261,67,1.23755,30,-0.1582,31,-0.0958,38,0.23088,23,-0.6787
ENSG00000181163,NPM1,178,-0.2018,216,0.11228,176,-0.2164,165,-0.3222,156,-0.4094,262,0.43899,229,0.25344
ENSG00000072803,FBXW11,92,-0.0671,69,-0.5269,79,-0.3135,82,-0.2524,132,0.54460,82,-0.2558,115,0.36471
ENSG00000168246,UBTD2,10,-0.5717,15,0.05571,19,0.51250,11,-0.3632,14,-0.0406,13,-0.1810,16,0.22187
ENSG00000214357,NEURL1B,12,-0.7051,16,-0.2252,21,0.19922,17,-0.0816,18,-0.0117,21,0.20316,21,0.26043
ENSG00000120129,DUSP1,24,-0.4969,85,1.68243,15,-1.2184,36,0.12563,28,-0.2947,35,0.06693,22,-0.7382
ENSG00000113719,ERGIC1,44,0.07838,27,-0.6872,34,-0.3183,49,0.26723,55,0.45698,24,-0.8606,50,0.36986
ENSG00000037241,RPL26L1,45,-0.5404,57,-0.1643,68,0.11866,50,-0.3746,47,-0.4740,90,0.59490,74,0.31585
ENSG00000113732,ATP6V0E1,160,1.76628,92,0.70043,32,-1.0289,58,-0.0759,43,-0.5475,38,-0.7440,32,-1.1303
ENSG00000164463,CREBRF,33,0.23481,24,-0.2706,25,-0.2453,42,0.62044,43,0.65957,18,-0.7587,23,-0.4095
ENSG00000113734,BNIP1,11,-0.1088,12,0.01014,13,0.16051,6,-1.0732,12,0.02186,12,0.00898,14,0.38749
ENSG00000145919,BOD1,41,-0.0575,35,-0.3036,60,0.58653,26,-0.7575,45,0.11317,53,0.39315,38,-0.1646
ENSG00000113742,CPEB4,62,-0.3682,52,-0.6229,57,-0.4902,107,0.54873,77,-0.0031,57,-0.4911,103,0.58461
ENSG00000170091,NSG2,168,-1.3615,224,-0.9229,366,-0.1453,322,-0.3496,385,-0.0620,402,0.00935,666,1.09546
ENSG00000184845,DRD1,21,0.54320,2,-2.7507,2,-2.8923,28,1.07685,42,1.84507,4,-2.0324,11,-0.5681
ENSG00000164466,SFXN1,52,-0.1343,43,-0.4170,47,-0.2741,88,0.75837,67,0.29656,36,-0.6941,58,0.05713
ENSG00000113749,HRH2,3,-2.6850,9,-1.1648,21,0.07626,26,0.48685,15,-0.4217,21,0.14805,31,0.92527
ENSG00000145920,CPLX2,252,-1.3860,845,0.55379,643,0.08944,241,-1.4542,393,-0.7009,420,-0.6000,1039,1.15724
ENSG00000051596,THOC3,13,-1.9368,38,-0.3298,46,-0.0240,12,-2.0520,20,-1.2743,39,-0.2662,101,1.83690
ENSG00000248469,AC139491.1,7,-0.6123,5,-1.1827,18,0.98272,3,-1.8494,13,0.32182,11,0.09512,13,0.45181
ENSG00000170085,SIMC1,14,0.42652,10,-0.0614,3,-1.9620,6,-0.8288,12,0.16598,13,0.32657,14,0.48841
ENSG00000122203,KIAA1191,91,-0.5876,95,-0.5217,127,-0.0542,134,0.02810,188,0.60897,116,-0.2035,150,0.26033
ENSG00000175414,ARL10,30,0.01347,13,-1.2751,30,0.02488,29,-0.0386,42,0.59062,20,-0.6507,37,0.42251
ENSG00000048162,NOP16,21,-0.2427,14,-0.9038,26,0.10915,19,-0.3860,17,-0.6035,40,0.83982,29,0.36062
ENSG00000146066,HIGD2A,145,-0.1002,207,0.50399,179,0.25583,167,0.14147,139,-0.1639,152,-0.0186,120,-0.4567
ENSG00000175416,CLTB,244,-0.0864,184,-0.5384,303,0.27598,267,0.06383,238,-0.1236,267,0.06339,276,0.14021
ENSG00000113194,FAF2,29,0.10375,24,-0.1856,32,0.29580,28,0.05887,27,-0.0161,24,-0.1480,26,-0.0889
ENSG00000146083,RNF44,53,-0.2675,40,-0.6947,47,-0.4509,95,0.72286,76,0.34635,74,0.28116,56,-0.1928
ENSG00000169258,GPRIN1,48,-0.6422,52,-0.5237,95,0.46257,54,-0.4544,60,-0.2977,67,-0.1333,101,0.67610
ENSG00000074317,SNCB,571,-0.5004,357,-1.2296,826,0.09783,1364,0.97183,1117,0.61218,656,-0.2789,669,-0.2849
ENSG00000048140,TSPAN17,16,-1.3866,26,-0.6087,39,-0.0059,29,-0.4526,30,-0.4134,58,0.69547,56,0.74686
ENSG00000113763,UNC5A,20,-1.8627,39,-0.8790,52,-0.4138,53,-0.3790,75,0.16698,74,0.14208,114,1.11876
ENSG00000113761,ZNF346,14,0.05839,9,-0.6898,6,-1.2237,16,0.27806,13,-0.0363,15,0.12533,18,0.54218
ENSG00000165671,NSD1,13,-0.4782,20,0.22263,12,-0.6124,16,-0.1519,30,0.87817,15,-0.2349,18,-0.0115
ENSG00000169228,RAB24,12,-0.7577,13,-0.5922,19,-0.0405,22,0.19099,24,0.33780,21,0.09654,23,0.27865
ENSG00000169230,PRELID1,112,-0.3140,116,-0.2529,153,0.19913,197,0.63141,103,-0.4439,159,0.26235,123,-0.1871
ENSG00000169223,LMAN2,67,0.38415,56,0.06725,21,-1.4508,49,-0.1408,55,0.03964,56,0.06426,62,0.29534
ENSG00000169220,RGS14,16,-1.8515,44,-0.2684,65,0.34805,18,-1.6533,13,-2.0990,43,-0.3185,110,1.72095
ENSG00000131187,F12,21,-0.1150,10,-1.2470,17,-0.4909,41,0.99706,37,0.80238,20,-0.2125,19,-0.3850
ENSG00000198055,GRK6,25,-0.2019,24,-0.2463,26,-0.1029,33,0.23262,45,0.80072,33,0.25283,20,-0.6402
ENSG00000131188,PRR7,30,-0.9961,49,-0.2614,67,0.26390,29,-1.0788,32,-0.8942,71,0.35984,89,0.94333
ENSG00000113758,DBN1,32,-0.8522,27,-1.1400,65,0.24395,73,0.45928,58,0.05668,59,0.10618,66,0.32317
ENSG00000196923,PDLIM7,21,0.46673,20,0.34043,12,-0.4058,26,0.84149,26,0.85387,9,-0.8296,6,-1.5658
ENSG00000183258,DDX41,56,0.06940,43,-0.3420,52,-0.0446,68,0.39626,55,0.05672,46,-0.2419,54,0.00991
ENSG00000146067,FAM193B,33,0.28630,24,-0.2390,24,-0.2299,25,-0.1729,30,0.12546,24,-0.2437,31,0.22327
ENSG00000184840,TMED9,77,-0.1389,69,-0.3067,51,-0.7777,71,-0.2821,91,0.12631,110,0.44627,101,0.37456
ENSG00000027847,B4GALT7,28,-0.2298,18,-0.8768,14,-1.3244,24,-0.4871,30,-0.1050,49,0.71563,47,0.78921
ENSG00000170074,FAM153A,8,-1.8057,9,-1.5127,15,-0.7715,14,-0.9139,16,-0.7073,32,0.39673,54,1.73871
ENSG00000249109,AC140125.2,7,-0.9694,8,-0.7784,17,0.49123,8,-0.7745,8,-0.7625,21,0.79893,17,0.58984
ENSG00000249684,AC106795.2,0,-6.0045,12,0.06498,8,-0.6220,0,-5.8527,0,-5.4302,14,0.26964,30,2.35370
ENSG00000204677,FAM153CP,38,-0.3547,32,-0.6142,42,-0.1947,48,0.01911,62,0.46463,23,-1.1125,66,0.69240
ENSG00000145916,RMND5B,33,0.03773,21,-0.7085,35,0.12342,19,-0.8546,36,0.17398,32,-0.0266,42,0.51109
ENSG00000145912,NHP2,208,-0.3560,267,0.04906,296,0.21970,188,-0.5209,176,-0.6234,309,0.29230,315,0.38923
ENSG00000197451,HNRNPAB,55,-0.0624,47,-0.3368,45,-0.3950,71,0.34883,77,0.48444,34,-0.8335,66,0.26033
ENSG00000175309,PHYKPL,13,0.64226,13,0.59326,7,-0.4341,6,-0.5409,7,-0.4424,5,-0.9641,11,0.30711
ENSG00000050767,COL23A1,13,0.18261,10,-0.2258,4,-1.4663,13,0.23624,15,0.42665,14,0.33329,11,-0.0401
ENSG00000113240,CLK4,20,-0.2681,33,0.57089,22,-0.0866,20,-0.2771,30,0.43236,14,-0.7932,24,0.05398
ENSG00000176783,RUFY1,14,-0.2296,12,-0.4688,9,-0.9395,14,-0.2525,14,-0.1938,28,0.93933,19,0.33061
ENSG00000169045,HNRNPH1,118,-0.1923,120,-0.1563,125,-0.0953,138,0.07543,137,0.05242,154,0.25760,133,0.01199
ENSG00000127022,CANX,387,0.35966,255,-0.3314,272,-0.2290,288,-0.1361,434,0.55346,286,-0.1455,290,-0.1440
ENSG00000213316,LTC4S,13,0.35061,16,0.71029,7,-0.5695,10,-0.0637,2,-2.0739,12,0.17486,12,0.19883
ENSG00000161013,MGAT4B,34,-0.8482,49,-0.2950,59,0.02607,33,-0.8897,53,-0.1462,80,0.53384,79,0.61460
ENSG00000161011,SQSTM1,279,0.21239,216,-0.2031,290,0.27878,241,-0.0269,190,-0.4122,249,0.02462,248,0.02371
ENSG00000161010,MRNIP,18,-0.1572,18,-0.2140,12,-0.8407,20,0.01413,15,-0.5168,31,0.71235,24,0.33765
ENSG00000197226,TBC1D9B,75,-0.1478,85,0.05282,80,-0.0496,94,0.22317,66,-0.3421,81,-0.0206,88,0.13380
ENSG00000113269,RNF130,132,0.62299,102,0.18735,81,-0.1888,71,-0.4136,88,-0.0671,101,0.16923,78,-0.2995
ENSG00000146090,RASGEF1C,24,0.44282,11,-0.7869,5,-1.9692,46,1.66358,27,0.66583,19,0.11353,7,-1.6580
ENSG00000050748,MAPK9,112,-0.6866,90,-1.0325,132,-0.4257,200,0.25334,245,0.59837,205,0.29340,196,0.25625
ENSG00000113300,CNOT6,18,0.03543,24,0.49309,19,0.08465,11,-0.7185,25,0.54059,10,-0.8355,17,-0.0210
ENSG00000131446,MGAT1,48,0.50305,44,0.35470,22,-0.7837,41,0.22588,41,0.25699,24,-0.5839,32,-0.2029
ENSG00000278970,HEIH,33,0.12556,38,0.38161,32,0.06061,31,0.01554,28,-0.1060,26,-0.2330,28,-0.1840
ENSG00000245060,LINC00847,15,0.84406,12,0.53754,7,-0.4189,4,-1.1390,9,0.02383,10,0.17426,7,-0.4054
ENSG00000250222,AC008443.5,66,0.49348,65,0.46284,66,0.50224,32,-0.6647,27,-0.9111,47,-0.0734,44,-0.1832
ENSG00000146063,TRIM41,39,0.58445,29,0.05836,21,-0.4034,29,0.10022,32,0.24927,21,-0.4110,24,-0.2272
ENSG00000204628,RACK1,417,0.33293,486,0.59747,341,-0.0055,334,-0.0368,294,-0.2454,311,-0.1539,276,-0.4004
ENSG00000248275,TRIM52-AS1,18,-0.0321,27,0.57270,28,0.68772,19,0.02251,14,-0.5002,16,-0.2113,14,-0.5368
ENSG00000112679,DUSP22,17,-0.7994,28,-0.0674,18,-0.7094,22,-0.4149,16,-0.9245,44,0.70813,43,0.80364
ENSG00000112685,EXOC2,24,0.31031,12,-0.7183,18,-0.1851,6,-1.6974,13,-0.6357,28,0.60406,28,0.71217
ENSG00000112699,GMDS,14,-0.2955,16,-0.1611,8,-1.2554,28,0.83156,25,0.63754,17,-0.0013,15,-0.2699
ENSG00000124535,WRNIP1,37,-0.8111,56,-0.1718,46,-0.4626,46,-0.4646,74,0.29137,71,0.23714,82,0.57306
ENSG00000124570,SERPINB6,72,1.57300,52,0.97414,24,-0.3303,15,-1.0686,19,-0.6709,26,-0.2203,15,-1.2192
ENSG00000244041,LINC01011,6,-1.1742,11,-0.2813,14,0.06666,19,0.58365,7,-0.9318,24,1.01939,12,-0.1211
ENSG00000124588,NQO2,58,-0.1328,61,-0.0412,69,0.15854,57,-0.1507,65,0.04151,78,0.36287,57,-0.1753
ENSG00000137274,BPHL,24,0.29055,13,-0.6606,25,0.33066,16,-0.4009,20,-0.0034,32,0.78076,16,-0.4453
ENSG00000137267,TUBB2A,867,-0.5500,696,-0.8953,881,-0.5251,1378,0.20297,2069,0.91350,1346,0.16381,1260,0.06294
ENSG00000137285,TUBB2B,837,1.68753,369,0.17710,343,0.05427,313,-0.0944,168,-1.0724,273,-0.3169,175,-1.1306
ENSG00000180822,PSMG4,26,-0.7090,35,-0.2123,52,0.43500,30,-0.4803,32,-0.3525,29,-0.5412,59,0.78663
ENSG00000137266,SLC22A23,29,0.03257,16,-0.9029,28,-0.0343,47,0.83304,37,0.42678,22,-0.3917,25,-0.2667
ENSG00000168994,PXDC1,28,1.50013,22,1.09653,9,-0.3663,5,-1.1231,8,-0.6244,10,-0.2429,6,-1.2308
ENSG00000145945,FAM50B,36,-0.0546,32,-0.2475,41,0.17874,39,0.08991,32,-0.2194,33,-0.1984,42,0.22600
ENSG00000112739,PRPF4B,39,-0.2847,46,-0.0447,29,-0.7797,59,0.37433,58,0.33459,53,0.17940,47,-0.0120
ENSG00000198721,ECI2,52,0.67758,53,0.68342,46,0.44444,31,-0.1886,25,-0.5483,27,-0.4306,23,-0.7187
ENSG00000153046,CDYL,19,0.45915,22,0.68213,5,-1.5712,8,-0.8878,13,-0.1814,23,0.76438,13,-0.2019
ENSG00000214113,LYRM4,43,-0.2385,43,-0.2468,53,0.08887,42,-0.2850,45,-0.1783,58,0.22621,59,0.31011
ENSG00000145982,FARS2,9,-0.4261,10,-0.2332,8,-0.5309,10,-0.3021,10,-0.2807,8,-0.6824,20,1.08824
ENSG00000124785,NRN1,158,-0.7226,123,-1.1167,223,-0.1770,320,0.42642,421,0.91258,206,-0.3045,268,0.14763
ENSG00000216863,LY86-AS1,9,-1.3010,9,-1.3516,21,0.01611,20,-0.0842,20,-0.0726,22,0.11156,33,0.96328
ENSG00000124783,SSR1,90,0.61096,53,-0.2702,49,-0.4013,70,0.18390,67,0.10372,57,-0.1514,58,-0.1524
ENSG00000124784,RIOK1,20,0.52498,7,-1.0057,11,-0.3956,16,0.18780,18,0.38950,21,0.67681,10,-0.5868
ENSG00000239264,TXNDC5,24,0.05321,15,-0.7601,13,-0.9234,39,0.84427,20,-0.2375,24,0.05062,27,0.23662
ENSG00000124802,EEF1E1,40,-0.7007,55,-0.1875,49,-0.3961,60,-0.0570,72,0.24566,78,0.37969,72,0.27571
ENSG00000124786,SLC35B3,6,-1.2579,7,-1.0452,16,0.31115,14,0.11958,18,0.48960,19,0.64391,13,-0.0431
ENSG00000111845,PAK1IP1,14,-0.6758,16,-0.4563,25,0.29557,26,0.33241,23,0.11356,19,-0.1791,23,0.19419
ENSG00000111843,TMEM14C,98,-0.2005,109,-0.0304,89,-0.3677,136,0.33911,80,-0.5372,120,0.12005,129,0.29302
ENSG00000137210,TMEM14B,130,-0.0599,120,-0.1927,213,0.78195,106,-0.3876,92,-0.6221,129,-0.0769,145,0.13910
ENSG00000197977,ELOVL2,44,2.01764,22,0.62106,16,0.08465,12,-0.2711,5,-1.6577,8,-0.9396,6,-1.5319
ENSG00000224531,SMIM13,58,-0.7305,52,-0.9075,83,-0.1668,99,0.11538,131,0.59608,114,0.35488,100,0.15723
ENSG00000205269,TMEM170B,38,-0.5253,37,-0.5679,66,0.36739,43,-0.3330,65,0.35201,49,-0.1156,62,0.31857
ENSG00000095951,HIVEP1,11,-0.2505,12,-0.1805,11,-0.3470,13,0.01023,18,0.48958,23,0.90292,9,-0.6399
ENSG00000112137,PHACTR1,129,-0.6133,117,-0.7636,231,0.33676,269,0.60086,254,0.49863,110,-0.8613,201,0.11481
ENSG00000145979,TBC1D7,10,-0.7243,7,-1.2166,7,-1.3079,27,0.90532,19,0.35317,27,0.89336,14,-0.1352
ENSG00000145990,GFOD1,96,-0.1849,49,-1.2480,113,0.07370,148,0.53155,124,0.23629,81,-0.4564,126,0.30324
ENSG00000124523,SIRT5,34,0.36397,22,-0.3814,24,-0.2449,19,-0.6044,29,0.10287,34,0.34120,29,0.12168
ENSG00000225921,NOL7,122,0.29838,117,0.22560,114,0.18595,102,0.00451,70,-0.6112,118,0.23920,87,-0.3049
ENSG00000010017,RANBP9,63,-0.0191,40,-0.7507,31,-1.1506,72,0.20258,90,0.57018,77,0.31255,69,0.15646
ENSG00000050393,MCUR1,52,-0.2263,65,0.12321,85,0.57691,59,-0.0328,49,-0.3191,40,-0.6406,66,0.16212
ENSG00000180537,RNF182,39,1.69535,10,-0.6334,10,-0.5841,22,0.62172,19,0.35422,9,-0.8875,6,-1.4903
ENSG00000112149,CD83,27,-0.4640,13,-1.6029,50,0.54912,42,0.26625,49,0.52491,37,0.05068,35,-0.0596
ENSG00000008083,JARID2,32,1.09634,7,-1.2751,15,-0.1635,27,0.76319,19,0.20072,11,-0.6872,12,-0.6075
ENSG00000047579,DTNBP1,27,-1.9330,86,-0.1729,123,0.42315,14,-2.8802,13,-2.9949,133,0.56056,184,1.46978
ENSG00000007944,MYLIP,12,-0.0845,8,-0.6735,7,-0.9504,21,0.81425,9,-0.4941,14,0.14568,15,0.36882
ENSG00000124788,ATXN1,61,0.26341,40,-0.4131,36,-0.5974,90,0.94277,73,0.58546,50,-0.0668,33,-0.8236
ENSG00000112183,RBM24,11,-0.7070,8,-1.0720,5,-1.6838,13,-0.3430,25,0.68656,14,-0.2809,28,1.11909
ENSG00000112186,CAP2,90,-1.4894,93,-1.4390,114,-1.1233,217,-0.1106,359,0.74353,224,-0.0598,381,1.05745
ENSG00000137414,FAM8A1,33,-0.3005,31,-0.3911,19,-1.1392,46,0.23602,56,0.59593,53,0.47829,39,-0.0049
ENSG00000124789,NUP153,12,-0.6068,14,-0.4474,18,0.00723,21,0.22334,10,-0.9175,31,0.92337,19,0.13121
ENSG00000137177,KIF13A,27,1.27072,12,-0.1724,12,-0.1510,13,0.02281,12,-0.1164,9,-0.5473,10,-0.5548
ENSG00000137364,TPMT,41,0.20859,28,-0.4117,30,-0.3173,45,0.35230,50,0.52441,28,-0.4474,35,-0.0862
ENSG00000165097,KDM1B,11,-0.5598,12,-0.4428,9,-0.8463,15,-0.1247,20,0.36543,19,0.29235,21,0.51581
ENSG00000124795,DEK,56,0.08954,64,0.29883,63,0.29098,61,0.22953,35,-0.6600,45,-0.2524,50,-0.1070
ENSG00000172201,ID4,193,1.65696,153,1.19152,58,-0.4543,65,-0.2824,50,-0.6866,66,-0.2555,17,-2.5045
ENSG00000112242,E2F3,11,-0.6092,4,-2.1659,12,-0.4060,16,0.00410,9,-0.8475,22,0.54795,26,1.08702
ENSG00000124766,SOX4,15,-0.1361,17,-0.0148,24,0.56879,26,0.69857,19,0.18721,13,-0.4543,11,-0.7678
ENSG00000272168,CASC15,21,-0.5581,15,-1.1126,51,0.86451,38,0.36888,35,0.24751,19,-0.7744,32,0.11574
ENSG00000152954,NRSN1,104,-0.2551,86,-0.5737,86,-0.5600,120,-0.0321,217,0.99751,161,0.45858,102,-0.3388
ENSG00000124532,MRS2,17,-0.3463,16,-0.4371,16,-0.4221,24,0.20127,29,0.51177,24,0.16082,22,0.06986
ENSG00000112294,ALDH5A1,88,0.21894,61,-0.3902,96,0.36330,61,-0.3814,89,0.22922,85,0.16050,69,-0.2079
ENSG00000137261,KIAA0319,38,-0.0344,17,-1.2635,16,-1.3907,58,0.65987,44,0.18886,71,1.01862,35,-0.2316
ENSG00000111802,TDP2,36,-0.4486,30,-0.6991,48,0.02819,46,-0.0483,61,0.41809,60,0.39987,49,0.05305
ENSG00000112304,ACOT13,52,-0.4751,83,0.28197,52,-0.4842,88,0.39668,55,-0.3830,66,-0.0782,81,0.29277
ENSG00000112308,C6orf62,144,0.13419,139,0.07408,136,0.04084,129,-0.0461,139,0.07647,108,-0.3345,134,0.01068
ENSG00000112312,GMNN,32,1.18789,22,0.54977,18,0.17991,8,-1.0639,15,-0.1403,11,-0.5169,11,-0.6748
ENSG00000111913,RIPOR2,58,-0.3080,40,-0.8690,42,-0.7945,83,0.28572,160,1.48160,63,-0.1611,56,-0.4048
ENSG00000079691,CARMIL1,31,0.84125,22,0.21218,29,0.70582,25,0.44383,11,-0.8494,16,-0.3180,9,-1.2057
ENSG00000187837,HIST1H1C,21,1.15316,24,1.37461,9,-0.3068,10,-0.0555,5,-1.2579,10,-0.1987,4,-1.6311
ENSG00000197061,HIST1H4C,11,-1.0680,51,1.43002,35,0.71145,8,-1.5503,10,-1.2254,28,0.32964,19,-0.3057
ENSG00000180573,HIST1H2AC,16,0.72463,12,0.20320,12,0.32936,8,-0.3863,5,-1.1407,11,0.06077,9,-0.1865
ENSG00000112763,BTN2A1,16,-0.2397,10,-0.9591,21,0.18834,24,0.41899,19,0.02818,23,0.38353,18,-0.0857
ENSG00000228223,HCG11,21,0.62496,15,0.00640,12,-0.2483,12,-0.2893,17,0.21644,10,-0.5640,15,0.01150
ENSG00000182952,HMGN4,21,-0.6040,27,-0.2331,49,0.77614,38,0.34626,24,-0.3672,27,-0.2273,30,-0.0231
ENSG00000146109,ABT1,12,-0.4741,12,-0.4609,16,0.04175,12,-0.4462,4,-1.9332,20,0.33647,26,1.00453
ENSG00000181315,ZNF322,6,-0.5534,12,0.47378,7,-0.4193,11,0.35430,14,0.69819,5,-0.9111,8,-0.1095
ENSG00000096654,ZNF184,3,-2.1485,6,-1.2055,6,-1.2906,7,-1.0360,5,-1.5922,17,0.32703,34,2.12767
ENSG00000269293,ZSCAN16-AS1,108,-0.0187,172,0.77664,140,0.41977,92,-0.2853,87,-0.3702,92,-0.2808,92,-0.3291
ENSG00000197062,ZSCAN26,6,-0.8771,9,-0.3347,5,-1.0200,18,0.88755,12,0.15903,11,0.10895,12,0.22365
ENSG00000204713,TRIM27,35,-0.2917,24,-0.8860,37,-0.2030,52,0.34736,38,-0.1675,46,0.13558,53,0.43778
ENSG00000204681,GABBR1,305,-0.0173,296,-0.0633,343,0.17974,235,-0.4374,279,-0.1626,360,0.25847,323,0.09244
ENSG00000204655,MOG,34,2.80093,22,1.73765,1,-2.5069,3,-1.4327,5,-0.6052,0,-6.4653,0,-4.3401
ENSG00000206503,HLA-A,362,1.36182,314,1.08696,148,-0.2150,133,-0.3785,97,-0.8802,127,-0.4548,83,-1.2406
ENSG00000066379,ZNRD1,14,0.20341,14,0.23185,22,0.96836,12,-0.0493,5,-1.3659,15,0.32929,8,-0.6961
ENSG00000204619,PPP1R11,72,0.12651,59,-0.1830,63,-0.0738,84,0.40108,67,0.01182,73,0.15589,56,-0.3100
ENSG00000234127,TRIM26,9,-0.1729,13,0.41784,12,0.29644,6,-0.7758,9,-0.1352,10,-0.0077,11,0.08711
ENSG00000231074,HCG18,51,0.32905,25,-0.8282,54,0.44779,79,1.11303,55,0.46328,14,-1.6231,27,-0.7503
ENSG00000241370,RPP21,87,0.03321,66,-0.4254,114,0.47939,88,0.04558,47,-0.9458,120,0.57497,81,-0.1000
ENSG00000204592,HLA-E,85,0.85751,164,2.19325,25,-1.1131,37,-0.5477,19,-1.5684,37,-0.5417,23,-1.3888
ENSG00000204590,GNL1,52,-0.6787,58,-0.5290,84,0.07062,72,-0.1653,103,0.41566,78,-0.0503,97,0.38483
ENSG00000204576,PRR3,21,-0.1224,13,-0.9068,24,0.10437,28,0.38371,37,0.81806,19,-0.3065,20,-0.2559
ENSG00000204574,ABCF1,21,-0.3251,20,-0.4187,20,-0.3868,34,0.44828,23,-0.2176,26,-0.0089,32,0.40177
ENSG00000204569,PPP1R10,21,-0.4254,25,-0.1088,30,0.14671,27,-0.0014,26,-0.0579,34,0.35404,27,0.00281
ENSG00000204568,MRPS18B,41,-0.2186,54,0.20535,61,0.42959,35,-0.4868,27,-0.8872,71,0.68709,45,-0.1044
ENSG00000137343,ATAT1,48,-0.1137,45,-0.2140,60,0.25932,55,0.11641,65,0.39021,51,-0.0302,44,-0.2990
ENSG00000204564,C6orf136,25,-1.0678,38,-0.4694,56,0.18692,40,-0.3865,62,0.33289,67,0.49079,57,0.25519
ENSG00000204560,DHX16,11,-0.2838,13,-0.0470,8,-0.8454,12,-0.2334,15,0.18187,17,0.33024,16,0.36115
ENSG00000196230,TUBB,291,-0.7427,364,-0.3930,392,-0.2743,562,0.32161,576,0.36382,674,0.63662,425,-0.1657
ENSG00000137312,FLOT1,137,-0.4115,123,-0.5717,152,-0.2366,159,-0.1695,243,0.53915,216,0.34246,190,0.14438
ENSG00000204580,DDR1,180,1.46412,148,1.09287,49,-0.7747,63,-0.3578,42,-1.0085,75,-0.0931,38,-1.2627
ENSG00000213780,GTF2H4,16,0.26936,10,-0.4311,6,-1.2484,9,-0.6588,11,-0.3595,18,0.39227,20,0.75196
ENSG00000137411,VARS2,15,-0.6100,16,-0.5036,33,0.68401,19,-0.2372,31,0.56687,27,0.36141,17,-0.4296
ENSG00000204536,CCHCR1,12,-0.2682,12,-0.1569,7,-1.0980,16,0.20081,14,0.03408,11,-0.3048,19,0.66337
ENSG00000204525,HLA-C,100,0.89615,144,1.59703,43,-0.4964,70,0.28777,28,-1.1622,52,-0.2178,18,-1.9709
ENSG00000234745,HLA-B,217,0.75541,369,1.78720,57,-1.3996,229,0.85228,78,-0.9135,68,-1.1245,48,-1.8051
ENSG00000198563,DDX39B,98,-0.1248,107,0.01246,104,-0.0364,121,0.21421,121,0.21182,117,0.15884,91,-0.2895
ENSG00000213760,ATP6V1G2,281,-0.4266,261,-0.5487,366,-0.0013,369,0.01021,330,-0.1711,422,0.23631,451,0.41471
ENSG00000204498,NFKBIL1,13,-0.0523,19,0.50444,14,0.03103,13,-0.0398,10,-0.5525,19,0.54395,11,-0.4160
ENSG00000204482,LST1,18,1.05006,22,1.43829,7,-0.4008,15,0.78480,7,-0.4191,3,-1.5207,2,-2.5592
ENSG00000204472,AIF1,19,-0.1298,58,1.85328,14,-0.6020,15,-0.5661,13,-0.7334,17,-0.3412,16,-0.5107
ENSG00000204469,PRRC2A,137,0.26712,111,-0.0895,125,0.10861,133,0.21480,104,-0.1849,119,0.02483,103,-0.2349
ENSG00000204463,BAG6,84,-0.1470,87,-0.0877,82,-0.1781,99,0.12069,89,-0.0486,100,0.13589,97,0.10319
ENSG00000204438,GPANK1,16,0.15575,17,0.23210,19,0.48683,16,0.20664,12,-0.2820,11,-0.4253,12,-0.3316
ENSG00000204435,CSNK2B,169,0.26328,144,0.00177,154,0.10669,116,-0.3564,155,0.11768,138,-0.0732,139,-0.0696
ENSG00000204427,ABHD16A,33,-0.6644,32,-0.7223,37,-0.4574,70,0.56925,57,0.22151,66,0.46142,52,0.08604
ENSG00000213722,DDAH2,67,0.93924,71,1.04009,25,-0.6913,44,0.20497,40,0.06841,39,0.01741,12,-1.9655
