Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000010256,UQCRC1,20,-3.5885,204,-0.2092,358,0.74206,379,0.83807,313,0.51699,229,0.01467,257,0.20055,164,-0.5488
ENSG00000068745,IP6K2,168,0.56589,204,1.22923,74,-0.7377,107,-0.1538,96,-0.3290,61,-1.0204,104,-0.2055,41,-1.7088
ENSG00000114302,PRKAR2A,1,-5.9039,204,2.13707,88,-0.0100,79,-0.1897,13,-2.8850,23,-2.0618,81,-0.1498,42,-1.2511
ENSG00000178467,P4HTM,125,0.02131,204,1.12127,32,-2.0290,160,0.41941,237,1.08031,73,-0.8114,70,-0.8651,24,-2.5638
ENSG00000178252,WDR6,15,-3.0191,204,1.23769,181,0.69591,103,-0.2082,100,-0.2609,47,-1.3920,91,-0.3991,75,-0.7709
ENSG00000178057,NDUFAF3,1,-6.1644,204,1.52971,128,0.29631,63,-0.8222,84,-0.3672,62,-0.8460,119,0.17926,52,-1.1770
ENSG00000178035,IMPDH2,63,-0.6431,204,1.89570,44,-1.1909,42,-1.2479,57,-0.7778,81,-0.2485,72,-0.4411,38,-1.4844
ENSG00000198218,QRICH1,1,-5.8783,204,2.20577,53,-0.7813,60,-0.5752,89,0.02771,31,-1.5718,48,-0.9166,34,-1.5317
ENSG00000067560,RHOA,203,-0.6515,204,-0.7676,864,1.77279,219,-0.5316,326,0.08987,249,-0.3340,384,0.35203,267,-0.2506
ENSG00000145029,NICN1,270,1.59320,204,1.56022,1,-6.1208,48,-1.1995,77,-0.4961,50,-1.1535,37,-1.6001,34,-1.8315
ENSG00000173402,DAG1,1,-6.1745,204,1.50872,195,0.97681,76,-0.5409,6,-4.1269,19,-2.5980,132,0.33375,71,-0.7077
ENSG00000164061,BSN,12,-4.1481,204,-0.0157,69,-1.6666,333,0.78746,463,1.36608,316,0.70285,245,0.28449,104,-1.1228
ENSG00000164062,APEH,55,-0.8793,204,1.83469,26,-1.9586,95,-0.0355,18,-2.4786,58,-0.7976,84,-0.2163,59,-0.8320
ENSG00000176095,IP6K1,1,-6.4179,204,1.04448,95,-0.4478,199,0.73003,105,-0.2969,107,-0.2738,101,-0.3626,90,-0.5944
ENSG00000164076,CAMKV,127,-1.3214,204,-0.7253,179,-0.8009,637,1.25134,592,1.12326,458,0.68243,238,-0.3634,233,-0.4395
ENSG00000004534,RBM6,282,1.46595,204,1.23434,97,-0.3167,46,-1.4355,31,-2.0275,112,-0.0816,44,-1.5180,39,-1.7785
ENSG00000003756,RBM5,85,-0.2682,204,1.70042,75,-0.4572,56,-0.9168,12,-3.1420,122,0.30979,45,-1.2404,52,-1.1030
ENSG00000114353,GNAI2,400,0.80161,204,-0.3541,706,1.82563,160,-0.6649,131,-0.9706,138,-0.8835,231,-0.0958,159,-0.7295
ENSG00000114383,TUSC2,1,-6.3872,204,1.09961,22,-2.6041,126,0.01486,48,-1.4506,248,1.13980,114,-0.1437,100,-0.3732
ENSG00000088538,DOCK3,271,0.99163,204,0.67544,33,-2.2673,231,0.72230,127,-0.2398,152,0.03552,60,-1.3768,73,-1.1770
ENSG00000090097,PCBP4,169,0.89931,204,1.80778,77,-0.3725,18,-2.5488,36,-1.5343,45,-1.1791,21,-2.2926,49,-1.1505
ENSG00000248487,ABHD14A,60,-0.7122,204,1.90557,6,-3.9528,96,0.02568,75,-0.3666,91,-0.0687,50,-0.9679,27,-2.0239
ENSG00000162244,RPL29,159,-1.6755,204,-1.5052,1465,1.95304,303,-0.7064,562,0.26459,492,0.05077,498,0.06884,577,0.34442
ENSG00000164091,WDR82,1,-7.0970,204,-0.1154,130,-0.7810,389,0.96674,354,0.80768,412,1.06817,175,-0.3286,151,-0.6036
ENSG00000163930,BAP1,1,-6.7333,204,0.52578,136,-0.2364,137,-0.2277,81,-1.0363,237,0.65388,155,-0.0326,192,0.34427
ENSG00000010322,NISCH,68,-1.4628,204,0.29367,160,-0.1555,187,0.09146,309,0.92220,130,-0.4760,192,0.13429,142,-0.3767
ENSG00000114902,SPCS1,1,-6.4199,204,1.04133,72,-0.8708,115,-0.1560,173,0.49557,78,-0.7649,139,0.14024,105,-0.3256
ENSG00000163931,TKT,24,-2.1453,204,1.67660,63,-0.7429,107,0.07829,58,-0.8598,17,-2.6406,133,0.43048,52,-1.0980
ENSG00000113811,SELENOK,1,-6.5944,204,0.74561,283,1.12168,75,-0.9989,109,-0.4270,95,-0.6446,200,0.52864,104,-0.5580
ENSG00000187672,ERC2,82,-0.8323,204,0.80532,27,-2.4756,154,0.15280,268,1.06848,142,0.01995,91,-0.6779,84,-0.8615
ENSG00000157500,APPL1,1,-6.0344,204,1.81462,46,-1.1447,94,-0.0560,86,-0.2040,67,-0.5883,59,-0.7670,54,-0.9853
ENSG00000168374,ARF4,1,-6.1415,204,1.57785,238,1.37361,54,-1.0172,11,-3.3433,42,-1.3939,99,-0.0914,49,-1.2525
ENSG00000163681,SLMAP,351,1.80419,204,1.13396,72,-0.8292,39,-1.7365,134,0.13234,26,-2.3323,34,-1.9429,43,-1.7077
ENSG00000168297,PXK,2,-5.7479,204,1.72362,152,0.67971,19,-2.5128,41,-1.3460,55,-0.9299,74,-0.4633,74,-0.5191
ENSG00000168291,PDHB,46,-1.1979,204,1.73367,37,-1.4978,78,-0.3835,15,-2.8129,62,-0.7329,106,0.09316,72,-0.5640
ENSG00000168309,FAM107A,831,0.16080,204,-2.2280,1453,1.09395,527,-0.5521,820,0.13948,969,0.41024,1019,0.49344,1015,0.55133
ENSG00000144724,PTPRG,115,0.01048,204,1.33631,178,0.72517,39,-1.6265,96,-0.2709,64,-0.8929,76,-0.6200,37,-1.7953
ENSG00000114405,C3orf14,1,-5.8298,204,2.34202,0,-6.9247,44,-1.0165,69,-0.3052,64,-0.4351,30,-1.5436,55,-0.7308
ENSG00000163618,CADPS,1,-6.3847,204,1.10419,60,-1.1247,173,0.53757,228,1.00147,109,-0.2029,57,-1.1903,63,-1.1134
ENSG00000163630,SYNPR,23,-2.4197,204,1.28886,27,-2.1779,116,0.00342,65,-0.8818,46,-1.4097,100,-0.2372,143,0.38422
ENSG00000163634,THOC7,31,-1.6170,204,2.09807,9,-3.3865,45,-1.0619,40,-1.2239,31,-1.6201,39,-1.2694,91,0.02742
ENSG00000163636,PSMD6,34,-1.4895,204,2.10860,45,-1.0515,50,-0.9020,80,-0.1795,50,-0.9095,56,-0.7238,30,-1.7468
ENSG00000163637,PRICKLE2,1,-6.2127,204,1.43094,14,-3.0723,176,0.76055,69,-0.7280,106,-0.0599,75,-0.6051,81,-0.5331
ENSG00000151276,MAGI1,81,-1.0175,204,0.54959,117,-0.4494,91,-0.8358,382,1.50863,217,0.52305,92,-0.8153,65,-1.4268
ENSG00000144749,LRIG1,82,-0.6609,204,1.08052,80,-0.6969,47,-1.5039,29,-2.1786,14,-3.2164,382,1.92981,67,-1.0337
ENSG00000183662,TAFA1,1,-5.8924,204,2.16775,47,-0.9645,101,0.21062,95,0.11856,38,-1.2899,50,-0.8794,14,-2.8689
ENSG00000144746,ARL6IP5,159,-0.1822,204,0.27219,221,0.34274,361,1.17212,74,-1.3524,135,-0.4344,181,0.02213,110,-0.8159
ENSG00000114861,FOXP1,5,-4.8063,204,1.03244,329,1.60720,41,-1.7304,128,0.00517,69,-0.9487,50,-1.4379,87,-0.6570
ENSG00000163412,EIF4E3,1,-6.0886,204,1.69212,121,0.28872,78,-0.4018,98,-0.0462,88,-0.2232,31,-1.7747,42,-1.4369
ENSG00000163605,PPP4R2,1,-5.9933,204,1.91165,110,0.23876,61,-0.6882,74,-0.3843,50,-0.9790,52,-0.9351,41,-1.3516
ENSG00000169855,ROBO1,249,1.40652,204,1.49263,35,-1.7009,51,-1.1504,63,-0.8406,17,-2.7478,66,-0.7496,47,-1.3464
ENSG00000175161,CADM2,260,0.00652,204,-0.4540,77,-1.8296,395,0.68838,546,1.24785,245,-0.0855,319,0.33832,195,-0.4806
ENSG00000083937,CHMP2B,1,-5.9327,204,2.06217,36,-1.4161,73,-0.3355,82,-0.1681,58,-0.6834,70,-0.4104,34,-1.6021
ENSG00000163320,CGGBP1,89,-0.3727,204,1.37366,74,-0.6590,121,0.11442,49,-1.2672,106,-0.0899,61,-0.9493,64,-0.9489
ENSG00000269028,MTRNR2L12,212627,4.13814,204,-7.6705,8609,-1.9154,3629,-3.1836,23695,-0.3862,13679,-1.2246,13633,-1.2297,28448,-0.1108
ENSG00000080822,CLDND1,1,-6.7772,204,0.45886,149,-0.1443,121,-0.4633,133,-0.3213,96,-0.8227,148,-0.1587,268,0.93754
ENSG00000154174,TOMM70,1,-6.2607,204,1.33628,39,-1.6169,106,-0.1183,229,1.15332,117,0.03845,61,-0.9521,45,-1.5142
ENSG00000114354,TFG,106,-0.0457,204,1.46063,106,-0.0429,66,-0.7730,33,-1.8223,61,-0.8985,94,-0.2302,62,-0.9517
ENSG00000081154,PCNP,30,-2.5092,204,0.51518,220,0.52386,145,-0.1469,162,0.02591,84,-0.9907,157,-0.0174,171,0.12473
ENSG00000066422,ZBTB11,1,-5.9336,204,2.05981,22,-2.1445,118,0.42441,88,-0.0507,65,-0.5230,49,-0.9474,22,-2.2171
ENSG00000114391,RPL24,151,-1.4820,204,-1.2057,853,1.27613,317,-0.3553,468,0.25904,451,0.20232,483,0.31079,520,0.48878
ENSG00000170017,ALCAM,262,1.02135,204,0.79567,109,-0.3955,125,-0.1839,103,-0.4899,86,-0.7565,126,-0.1774,63,-1.3182
ENSG00000114439,BBX,1,-5.9883,204,1.92327,89,-0.0990,21,-2.2697,109,0.23458,31,-1.6854,53,-0.8864,61,-0.7209
ENSG00000196776,CD47,1,-6.2349,204,1.38677,16,-2.8934,145,0.40971,43,-1.4703,113,0.01350,104,-0.1097,100,-0.2042
ENSG00000198919,DZIP3,1,-6.1041,204,1.65802,17,-2.6729,98,-0.0736,75,-0.4913,90,-0.1988,78,-0.4173,78,-0.4717
ENSG00000144827,ABHD10,1,-5.9576,204,1.65654,39,-1.4549,115,0.18416,66,-0.6751,154,0.66772,68,-0.6377,35,-1.7243
ENSG00000144834,TAGLN3,1,-7.4194,204,-0.4277,42,-2.7005,764,1.90259,425,0.83692,443,0.90635,221,-0.2274,148,-0.9057
ENSG00000091972,CD200,1,-6.3735,204,1.12442,92,-0.4515,196,0.75443,203,0.81019,58,-1.1462,72,-0.8400,62,-1.1473
ENSG00000144848,ATG3,1,-6.0073,204,1.87832,128,0.47056,41,-1.2807,20,-2.3148,110,0.23058,61,-0.7018,39,-1.4548
ENSG00000114573,ATP6V1A,360,1.02653,204,0.10521,53,-1.9506,341,0.93291,202,0.06744,228,0.26601,81,-1.3369,125,-0.7384
ENSG00000181722,ZBTB20,213,1.00687,204,1.29519,130,0.18429,1,-6.4776,30,-2.0421,29,-2.0803,124,0.11135,67,-0.9066
ENSG00000172020,GAP43,164,-1.3336,204,-1.1757,218,-0.8989,720,1.00945,695,0.94641,753,1.08692,416,0.10174,359,-0.1452
ENSG00000185565,LSAMP,540,1.20064,204,-0.4822,33,-3.1114,230,-0.2109,481,0.99807,237,-0.1648,322,0.32644,218,-0.3244
ENSG00000138495,COX17,15,-2.8215,204,1.68996,240,1.45714,17,-2.6433,13,-3.0505,40,-1.4016,99,-0.0410,39,-1.5529
ENSG00000082701,GSK3B,36,-1.7401,204,1.35141,64,-0.8871,84,-0.4717,70,-0.7473,190,0.84379,55,-1.0988,69,-0.8403
ENSG00000065518,NDUFB4,53,-2.0452,204,-0.0277,318,0.70011,131,-0.7036,226,0.14234,266,0.40458,360,0.91344,153,-0.5096
ENSG00000145087,STXBP5L,303,1.53580,204,1.14401,19,-2.7731,137,0.17492,82,-0.6186,100,-0.3109,53,-1.2717,20,-2.8116
ENSG00000173230,GOLGB1,482,1.92748,204,0.52058,77,-1.1082,57,-1.5583,120,-0.4337,93,-0.8200,123,-0.4022,91,-0.9277
ENSG00000163406,SLC15A2,1,-5.9070,204,2.12880,59,-0.6414,7,-3.6140,80,-0.1758,26,-1.8676,151,0.85655,23,-2.1572
ENSG00000114023,FAM162A,1,-6.3913,204,1.09222,180,0.59282,180,0.59387,49,-1.4259,71,-0.8642,113,-0.1624,84,-0.6727
ENSG00000114030,KPNA1,2,-5.3336,204,1.98008,50,-0.9457,89,-0.0630,78,-0.2803,35,-1.4985,39,-1.3335,59,-0.7640
ENSG00000173175,ADCY5,1,-6.0212,204,1.84541,53,-0.9344,49,-1.0438,184,1.06038,10,-3.3135,44,-1.1843,55,-0.9403
ENSG00000206527,HACD2,5,-4.4501,204,1.27458,87,-0.4501,169,0.60187,121,0.05584,86,-0.4689,73,-0.7194,65,-0.9840
ENSG00000065534,MYLK,189,0.72071,204,1.16191,259,1.26096,0,-7.8075,2,-5.9028,31,-2.0739,104,-0.2479,71,-0.9069
ENSG00000160145,KALRN,21,-3.0398,204,0.47011,26,-2.7189,275,0.86385,233,0.58646,334,1.19689,100,-0.7582,93,-0.9320
ENSG00000163848,ZNF148,126,0.36891,204,1.72470,47,-1.1572,78,-0.3978,77,-0.4103,26,-2.0436,29,-1.8867,54,-1.0205
ENSG00000114544,SLC41A3,1,-6.2435,204,1.36960,18,-2.7079,127,0.19082,162,0.58771,90,-0.3494,119,0.08244,55,-1.1704
ENSG00000144908,ALDH1L1,103,-0.0547,204,1.52622,56,-0.9889,19,-2.5621,5,-4.4401,45,-1.3233,181,0.86014,77,-0.5515
ENSG00000163884,KLF15,65,-0.3952,204,2.39959,22,-2.0177,15,-2.5503,13,-2.7822,26,-1.7450,110,0.44510,28,-1.7731
ENSG00000114554,PLXNA1,193,0.96829,204,1.51606,0,-7.2656,128,0.28557,63,-0.8230,60,-0.9050,32,-1.8150,46,-1.3985
ENSG00000114631,PODXL2,151,-0.0740,204,0.53034,16,-3.4105,187,0.26571,286,0.97739,97,-0.7514,117,-0.4729,137,-0.2494
ENSG00000114626,ABTB1,4,-4.5030,204,2.21937,95,0.13702,53,-0.7695,22,-2.0736,46,-0.9652,41,-1.1423,43,-1.1682
ENSG00000074416,MGLL,112,-0.7009,204,0.29938,248,0.55775,64,-1.5476,45,-2.0617,86,-1.0958,330,1.04046,219,0.39566
ENSG00000058262,SEC61A1,90,-0.2884,204,1.48094,74,-0.5894,93,-0.2448,100,-0.1195,17,-2.7621,100,-0.1332,54,-1.1612
ENSG00000163902,RPN1,3,-4.9686,204,1.67787,199,1.11358,33,-1.6941,74,-0.4893,30,-1.8424,80,-0.3660,43,-1.3953
ENSG00000075785,RAB7A,157,-0.3395,204,0.08808,186,-0.0758,256,0.43979,191,-0.0288,147,-0.4428,307,0.73718,145,-0.5099
ENSG00000169714,CNBP,30,-2.7005,204,0.19812,387,1.23284,207,0.17959,195,0.08965,79,-1.2980,180,-0.0406,171,-0.1366
ENSG00000181789,COPG1,34,-1.6930,204,1.58270,36,-1.6256,81,-0.3961,157,0.65869,70,-0.6143,64,-0.7707,49,-1.2408
ENSG00000184897,H1FX,93,-1.2288,204,-0.0333,332,0.77058,331,0.76484,184,-0.1845,137,-0.6432,237,0.21653,176,-0.2791
ENSG00000004399,PLXND1,1,-6.2108,204,1.43489,201,0.99216,108,-0.0243,63,-0.8605,66,-0.7895,75,-0.5996,43,-1.5402
ENSG00000017260,ATP2C1,28,-2.5080,204,0.66510,100,-0.6109,227,0.68424,192,0.40796,109,-0.4848,160,0.11139,105,-0.5903
ENSG00000198585,NUDT16,1,-5.9088,204,2.12392,85,-0.0819,87,-0.0332,18,-2.3873,65,-0.4838,44,-1.0871,35,-1.5155
ENSG00000196353,CPNE4,1,-6.0349,204,1.81368,5,-4.2660,177,0.97883,97,-0.0033,57,-0.8262,31,-1.7083,46,-1.2357
ENSG00000091527,CDV3,336,1.64498,204,1.02927,97,-0.4339,107,-0.2864,14,-3.2699,81,-0.7057,68,-0.9688,47,-1.6325
ENSG00000091513,TF,272,1.25901,204,1.03187,130,0.02988,20,-2.7776,34,-2.0169,28,-2.2626,37,-1.8816,137,0.12386
ENSG00000144867,SRPRB,1,-5.8344,204,2.32880,21,-2.1192,63,-0.4697,20,-2.1919,51,-0.7812,70,-0.3049,48,-0.9391
ENSG00000154917,RAB6B,173,-1.4265,204,-1.3721,259,-0.8173,961,1.30899,690,0.73332,880,1.15217,510,0.23609,376,-0.2704
ENSG00000129055,ANAPC13,137,0.33888,204,1.40839,76,-0.5950,70,-0.7120,96,-0.2334,69,-0.7264,70,-0.7252,47,-1.4170
ENSG00000114098,ARMC8,1,-5.9147,204,2.10880,52,-0.8296,61,-0.5872,89,-0.0111,34,-1.4526,55,-0.7595,41,-1.2878
ENSG00000158186,MRAS,30,-2.2488,204,0.87395,34,-2.1059,145,0.10284,184,0.48734,118,-0.2192,163,0.28365,106,-0.4272
ENSG00000051382,PIK3CB,5,-4.4866,204,1.32200,110,-0.0628,47,-1.3495,163,0.57193,111,-0.0435,47,-1.3445,82,-0.5623
ENSG00000184432,COPB2,1,-5.6131,204,2.34783,5,-3.9631,42,-1.0550,32,-1.4934,44,-1.0050,63,-0.4465,65,-0.4572
ENSG00000114115,RBP1,4,-4.3742,204,1.95255,152,0.79414,29,-1.7561,5,-4.2705,39,-1.3486,92,-0.0210,48,-1.0998
ENSG00000158258,CLSTN2,222,1.21235,204,1.51827,7,-3.9868,120,0.17574,21,-2.4500,61,-0.8774,14,-3.0342,61,-0.9280
ENSG00000114120,SLC25A36,210,0.84528,204,1.08893,89,-0.5290,115,-0.1374,114,-0.1412,64,-1.0190,54,-1.2719,59,-1.2416
ENSG00000177311,ZBTB38,237,1.09209,204,1.14072,168,0.50958,91,-0.4699,108,-0.2033,14,-3.1635,48,-1.4360,35,-1.9858
ENSG00000114125,RNF7,1,-6.3153,204,1.23193,262,1.32906,64,-0.9360,66,-0.9014,108,-0.1490,104,-0.2094,43,-1.6336
ENSG00000069849,ATP1B3,280,0.76746,204,0.30936,657,2.36903,119,-0.5934,36,-2.3638,41,-2.1958,84,-1.1350,48,-2.0621
ENSG00000163714,U2SURP,155,0.37189,204,1.12812,143,0.24032,68,-0.9192,157,0.38740,45,-1.5401,68,-0.9254,54,-1.3502
ENSG00000114698,PLSCR4,1,-5.7146,204,2.70454,32,-1.3716,21,-1.9991,0,-6.7446,7,-3.4990,96,0.32745,45,-0.9120
ENSG00000082996,RNF13,181,0.83634,204,1.48204,75,-0.5617,72,-0.6376,34,-1.7415,41,-1.4858,100,-0.1230,39,-1.6662
ENSG00000070087,PFN2,45,-2.4125,204,-0.1805,26,-3.2131,272,0.31282,332,0.64403,306,0.50624,389,0.90857,239,0.11722
ENSG00000196428,TSC22D2,16,-2.6275,204,1.95961,74,-0.3631,61,-0.6556,110,0.26275,30,-1.7278,56,-0.7821,34,-1.6158
ENSG00000120742,SERP1,331,1.03415,204,0.28892,192,0.13543,64,-1.5384,155,-0.2015,160,-0.1531,188,0.10090,121,-0.6479
ENSG00000198843,SELENOT,130,-0.3686,204,0.43814,66,-1.3994,298,0.97452,111,-0.6118,215,0.42975,169,0.03654,106,-0.7415
ENSG00000152601,MBNL1,2,-6.1214,204,0.84290,313,1.37507,68,-1.0870,200,0.59692,83,-0.7881,106,-0.4174,68,-1.1725
ENSG00000181467,RAP2B,1,-6.0589,204,1.75855,64,-0.6686,83,-0.2699,179,0.97301,66,-0.6315,37,-1.5148,24,-2.2392
ENSG00000174953,DHX36,1,-6.0353,204,1.81243,98,0.00751,69,-0.5301,77,-0.3654,67,-0.5886,52,-0.9662,48,-1.1526
ENSG00000169282,KCNAB1,1,-5.5418,204,2.37932,34,-1.3687,67,-0.3521,14,-2.6070,46,-0.9353,65,-0.3985,41,-1.1603
ENSG00000114850,SSR3,102,-0.4037,204,0.95309,117,-0.1878,61,-1.1740,155,0.25472,70,-0.9768,107,-0.3206,114,-0.2561
ENSG00000174891,RSRC1,45,-1.0176,204,2.19102,33,-1.4833,69,-0.3639,52,-0.7954,50,-0.8716,39,-1.2211,32,-1.6168
ENSG00000186432,KPNA4,134,0.25280,204,1.32562,106,-0.1160,85,-0.4710,57,-1.0765,29,-2.0648,89,-0.3883,74,-0.7367
ENSG00000163590,PPM1L,1,-6.2326,204,1.39134,75,-0.6124,136,0.31804,121,0.13145,46,-1.3688,74,-0.6397,82,-0.5193
ENSG00000169255,B3GALNT1,61,-0.7236,204,1.82190,16,-2.6581,106,0.13624,59,-0.7763,102,0.08321,46,-1.1363,34,-1.7057
ENSG00000163536,SERPINI1,23,-3.7715,204,-0.6974,351,0.27133,979,2.10095,213,-0.5156,336,0.20196,239,-0.3356,252,-0.2762
ENSG00000173905,GOLIM4,228,1.07952,204,1.22720,13,-3.2147,17,-2.8876,111,-0.1095,38,-1.7154,136,0.21203,75,-0.7618
ENSG00000008952,SEC62,236,-0.7256,204,-1.1127,348,-0.1242,436,0.23404,426,0.19675,512,0.49627,375,-0.0070,598,0.87097
ENSG00000136603,SKIL,147,0.44405,204,1.40688,155,0.53953,57,-1.0290,73,-0.6500,57,-1.0280,23,-2.3380,50,-1.3149
ENSG00000013297,CLDN11,176,0.66719,204,1.27517,295,1.57336,19,-2.7336,2,-5.5883,2,-5.8560,10,-3.6308,84,-0.5570
ENSG00000154310,TNIK,407,1.89390,204,0.87381,25,-2.5579,33,-2.1123,24,-2.5817,67,-1.0866,106,-0.3989,113,-0.3261
ENSG00000144959,NCEH1,1,-6.0601,204,1.75578,9,-3.5230,127,0.39163,104,0.07984,79,-0.3581,77,-0.3918,41,-1.4266
ENSG00000177565,TBL1XR1,21,-2.8734,204,0.68464,25,-2.6436,125,-0.2619,236,0.76573,231,0.72853,186,0.37457,94,-0.7667
ENSG00000172667,ZMAT3,1,-6.1323,204,1.29087,34,-1.8359,113,-0.0426,126,0.13234,75,-0.6687,102,-0.2035,106,-0.1540
ENSG00000121879,PIK3CA,125,0.48650,204,1.99670,4,-4.6224,28,-1.7803,50,-0.9389,32,-1.6213,41,-1.2580,63,-0.6487
ENSG00000136521,NDUFB5,1,-6.4298,204,1.02382,29,-2.2386,95,-0.4749,88,-0.5808,133,0.06258,188,0.62040,132,0.05804
ENSG00000114757,PEX5L,75,-1.2570,204,0.35734,28,-2.6941,341,1.14319,156,-0.1478,346,1.16917,122,-0.5223,101,-0.8801
ENSG00000163728,TTC14,437,2.30982,204,1.20880,3,-5.0826,73,-0.7658,58,-1.1176,34,-1.8942,40,-1.6413,29,-2.2574
ENSG00000114416,FXR1,105,-0.0229,204,1.54330,79,-0.4634,92,-0.2294,26,-2.1328,77,-0.4935,63,-0.7946,57,-1.0184
ENSG00000205981,DNAJC19,1,-6.0683,204,1.73743,128,0.40401,73,-0.4816,84,-0.2598,79,-0.3719,62,-0.7442,29,-1.9596
ENSG00000242808,SOX2-OT,315,1.07383,204,0.44361,117,-0.5354,88,-0.9653,57,-1.6123,90,-0.9311,118,-0.5159,206,0.41223
ENSG00000181449,SOX2,226,0.47775,204,0.39875,17,-3.3802,30,-2.5548,37,-2.2549,187,0.17466,504,1.90599,116,-0.6224
ENSG00000043093,DCUN1D1,267,1.50569,204,1.44952,12,-3.3019,62,-0.8777,29,-2.0078,57,-1.0159,102,-0.1150,33,-1.9246
ENSG00000114796,KLHL24,298,1.66177,204,1.37928,62,-0.9158,29,-2.0543,8,-3.8246,40,-1.5537,89,-0.3583,49,-1.3598
ENSG00000163872,YEATS2,96,-0.1484,204,1.55532,76,-0.5052,67,-0.7167,77,-0.4853,125,0.26436,33,-1.7403,39,-1.6339
ENSG00000114770,ABCC5,20,-2.3534,204,1.76344,32,-1.7052,161,0.79019,58,-0.8237,72,-0.5023,28,-1.9225,53,-1.0255
ENSG00000161202,DVL3,1,-5.7717,204,2.51701,0,-6.8667,36,-1.2258,61,-0.4554,15,-2.4696,70,-0.2264,49,-0.8510
ENSG00000161203,AP2M1,26,-3.8182,204,-0.9227,345,0.04055,879,1.63654,567,0.85339,409,0.31044,323,-0.0676,272,-0.3677
ENSG00000163888,CAMK2N2,3,-5.2600,204,1.25589,64,-0.9331,95,-0.3383,74,-0.7215,125,0.10054,109,-0.1197,106,-0.1841
ENSG00000175166,PSMD2,17,-3.2294,204,0.63402,118,-0.3885,182,0.29625,163,0.11831,146,-0.0529,145,-0.0649,139,-0.1366
ENSG00000114867,EIF4G1,282,1.11008,204,0.73504,101,-0.5517,146,0.02188,154,0.10364,68,-1.1568,86,-0.8044,70,-1.2030
ENSG00000175182,FAM131A,111,-1.2907,204,-0.4389,94,-1.5251,646,1.56960,559,1.30317,363,0.56201,160,-0.7312,138,-1.0290
ENSG00000163882,POLR2H,1,-5.9183,204,2.09935,90,0.00027,102,0.19876,29,-1.6920,40,-1.2215,41,-1.2049,37,-1.4473
ENSG00000090539,CHRD,126,0.52132,204,2.03616,0,-7.0366,79,-0.2242,25,-1.9531,42,-1.1724,44,-1.1057,38,-1.4172
ENSG00000177383,MAGEF1,1,-5.8909,204,2.17160,9,-3.3611,30,-1.6368,57,-0.6665,132,0.65879,56,-0.6912,36,-1.4460
ENSG00000187068,C3orf70,1,-5.9186,204,2.08825,21,-2.1762,24,-2.0016,47,-0.9864,68,-0.4386,88,-0.0351,65,-0.5462
ENSG00000073803,MAP3K13,1,-5.9702,204,1.96797,59,-0.7001,48,-1.0240,12,-3.0586,99,0.09831,75,-0.3313,60,-0.7500
ENSG00000163904,SENP2,29,-1.7917,204,1.94230,83,-0.2012,87,-0.1101,127,0.48324,23,-2.1046,27,-1.8687,23,-2.2466
ENSG00000136527,TRA2B,89,-0.4920,204,1.13810,177,0.59229,122,-0.0044,112,-0.1425,32,-2.0216,83,-0.5976,61,-1.1556
ENSG00000244405,ETV5,1,-6.2105,204,1.43526,75,-0.5977,194,0.92573,20,-2.5418,38,-1.6034,56,-1.0322,108,-0.0357
ENSG00000156976,EIF4A2,377,-0.1218,204,-1.2460,542,0.45923,795,1.10837,509,0.35769,590,0.59957,420,0.04920,318,-0.4234
ENSG00000073849,ST6GAL1,1,-5.9522,204,2.01266,138,0.65936,38,-1.3436,37,-1.3999,29,-1.7258,33,-1.5396,62,-0.6657
ENSG00000113916,BCL6,37,-1.7881,204,1.18513,188,0.71857,43,-1.5772,28,-2.1681,60,-1.0586,193,0.76389,83,-0.6354
ENSG00000152492,CCDC50,1,-6.1579,204,1.54342,290,1.72095,22,-2.3261,9,-3.6225,7,-4.0193,50,-1.1586,89,-0.3118
ENSG00000114279,FGF12,1,-6.6215,204,0.70158,59,-1.3893,205,0.54295,351,1.47287,114,-0.3938,102,-0.5603,84,-0.9258
ENSG00000127249,ATP13A4,123,0.52750,204,2.14900,0,-6.9942,0,-9.4704,2,-5.5121,45,-1.0336,146,0.80729,24,-2.0512
ENSG00000198836,OPA1,328,1.29312,204,0.62860,41,-1.9837,191,0.37262,153,0.02037,103,-0.5947,98,-0.6704,69,-1.2847
ENSG00000114315,HES1,42,-1.6128,204,1.15988,203,0.83549,32,-2.0036,5,-4.6145,31,-2.0730,289,1.45943,62,-1.1036
ENSG00000133657,ATP13A3,63,-0.6370,204,1.87981,61,-0.7012,88,-0.1243,76,-0.3486,58,-0.7629,32,-1.6671,31,-1.8314
ENSG00000114331,ACAP2,184,0.99011,204,1.70696,36,-1.5476,37,-1.5077,18,-2.5751,34,-1.6357,106,0.07981,40,-1.4849
ENSG00000184203,PPP1R2,188,0.87745,204,1.44213,46,-1.3134,89,-0.3311,77,-0.5583,94,-0.2363,53,-1.1233,25,-2.3395
