Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000116209,TMEM59,1,-6.5900,204,0.75259,176,0.32875,179,0.35437,52,-1.5318,89,-0.7439,242,0.85543,113,-0.4031
ENSG00000116221,MRPL37,37,-1.3900,204,1.96453,88,-0.0976,68,-0.4893,42,-1.2311,16,-2.6379,59,-0.6972,52,-0.9614
ENSG00000157216,SSBP3,131,-0.5142,204,0.22710,2,-6.1536,298,0.80404,302,0.82548,215,0.26359,131,-0.5149,156,-0.2618
ENSG00000116133,DHCR24,1,-6.7287,204,0.48405,124,-0.4164,387,1.47567,184,0.20869,249,0.70231,80,-1.0838,70,-1.3708
ENSG00000162407,PLPP3,7,-4.8888,204,-0.0921,259,0.31233,23,-3.2903,68,-1.7444,143,-0.6274,963,2.79360,137,-0.7517
ENSG00000162409,PRKAA2,100,-0.0662,204,1.59161,44,-1.3317,87,-0.2817,130,0.34907,71,-0.5896,44,-1.3104,31,-1.9612
ENSG00000177606,JUN,158,-0.3116,204,0.11473,117,-0.7721,198,0.04711,82,-1.3077,272,0.55969,445,1.41093,117,-0.8412
ENSG00000162599,NFIA,927,2.28923,204,-0.4370,216,-0.2685,51,-2.4397,40,-2.7887,230,-0.1699,300,0.25343,222,-0.2480
ENSG00000162604,TM2D1,1,-5.9554,204,2.00464,57,-0.7441,42,-1.2005,40,-1.2579,87,-0.0912,119,0.41138,28,-1.8986
ENSG00000116641,DOCK7,27,-1.9239,204,1.81316,124,0.38676,9,-3.5500,104,0.10397,33,-1.6441,79,-0.3272,42,-1.3574
ENSG00000079739,PGM1,1,-5.8210,204,2.36764,54,-0.6951,26,-1.7587,44,-1.0060,16,-2.4302,119,0.56180,26,-1.8579
ENSG00000162434,JAK1,90,-0.4050,204,1.28205,202,0.90793,99,-0.2500,28,-2.1641,49,-1.3275,83,-0.5297,59,-1.1273
ENSG00000162433,AK4,35,-2.0066,204,0.95769,86,-0.6617,98,-0.4605,126,-0.0627,133,0.01711,176,0.46557,91,-0.6175
ENSG00000116675,DNAJC6,326,0.17253,204,-0.6793,71,-2.1481,635,1.29324,393,0.47208,418,0.57455,326,0.17144,221,-0.4801
ENSG00000213625,LEPROT,187,0.73196,204,1.21364,246,1.20716,30,-2.0628,29,-2.1067,35,-1.8521,109,-0.1432,32,-2.1153
ENSG00000184588,PDE4B,275,1.12223,204,0.81505,122,-0.2063,76,-0.9282,84,-0.7802,116,-0.2935,95,-0.6042,78,-0.9703
ENSG00000118473,SGIP1,169,0.35289,204,0.88264,15,-3.3054,136,0.00685,163,0.29535,154,0.20486,121,-0.1763,61,-1.3013
ENSG00000142864,SERBP1,367,1.27235,204,0.35830,205,0.29214,121,-0.5449,134,-0.3806,60,-1.5863,149,-0.2204,117,-0.6380
ENSG00000116729,WLS,163,0.29904,204,0.89019,108,-0.3547,73,-0.9498,46,-1.6388,59,-1.2683,278,1.19954,75,-0.9854
ENSG00000033122,LRRC7,1,-6.3166,204,1.22918,18,-2.8170,138,0.24292,229,1.09115,131,0.15612,74,-0.7205,51,-1.3932
ENSG00000116754,SRSF11,177,0.06048,204,0.36628,240,0.55265,157,-0.1324,150,-0.1988,118,-0.5655,141,-0.3007,140,-0.3364
ENSG00000132485,ZRANB2,232,0.81831,204,0.80313,97,-0.5692,152,0.12256,134,-0.0676,94,-0.6279,103,-0.4831,60,-1.3812
ENSG00000172260,NEGR1,301,1.01563,204,0.46528,17,-3.3205,186,0.21553,149,-0.1357,135,-0.2901,64,-1.4231,163,-0.0002
ENSG00000178965,ERICH3,1,-5.9812,204,1.94088,0,-7.0655,63,-0.6198,224,1.46670,59,-0.7079,39,-1.3503,17,-2.6375
ENSG00000117069,ST6GALNAC5,90,-0.1239,204,1.82837,0,-7.1233,106,0.14712,112,0.23222,63,-0.6794,48,-1.0923,19,-2.5852
ENSG00000154027,AK5,1,-7.0521,204,0.06047,124,-0.7282,414,1.23426,473,1.47269,187,-0.0873,99,-1.0690,132,-0.6777
ENSG00000077254,USP33,171,0.57828,204,1.20882,56,-1.1518,117,-0.0332,31,-2.0488,56,-1.1669,140,0.25686,66,-0.9887
ENSG00000180488,MIGA1,69,-0.6560,204,1.58228,42,-1.3779,136,0.41868,54,-1.0246,80,-0.4207,45,-1.2899,58,-0.9878
ENSG00000162613,FUBP1,1,-6.0559,204,1.76545,106,0.10405,77,-0.3838,103,0.05905,56,-0.8771,51,-1.0227,42,-1.4144
ENSG00000162616,DNAJB4,267,1.42977,204,1.33120,71,-0.7276,76,-0.6219,42,-1.5153,41,-1.5645,86,-0.4381,30,-2.1058
ENSG00000137941,TTLL7,290,0.91622,204,0.42115,208,0.35985,157,-0.0889,129,-0.3964,145,-0.2160,45,-1.9617,121,-0.5423
ENSG00000142875,PRKACB,508,0.96052,204,-0.6187,145,-1.0274,519,0.99751,258,-0.1462,357,0.37340,281,-0.0139,218,-0.4495
ENSG00000174021,GNG5,1,-6.2031,204,1.45047,253,1.40723,14,-3.0793,36,-1.6938,30,-1.9571,175,0.76025,43,-1.5344
ENSG00000117155,SSX2IP,329,1.25882,204,0.57499,57,-1.5098,177,0.21659,258,0.83385,106,-0.5965,76,-1.0917,44,-2.0082
ENSG00000162642,C1orf52,156,0.45484,204,1.25074,1,-6.7893,135,0.22164,18,-2.7900,223,1.05668,56,-1.1371,47,-1.5046
ENSG00000153904,DDAH1,448,0.54439,204,-0.8334,79,-2.1156,198,-0.7412,237,-0.4678,532,0.83194,701,1.31502,355,0.18874
ENSG00000097033,SH3GLB1,1,-5.9490,204,2.02068,110,0.28835,37,-1.3857,30,-1.6904,60,-0.6573,107,0.23849,27,-1.9593
ENSG00000183291,SELENOF,1,-6.3090,204,1.20733,174,0.60625,96,-0.3453,91,-0.4295,69,-0.8524,136,0.20922,68,-0.9313
ENSG00000153936,HS2ST1,189,0.89069,204,1.45386,15,-2.9745,88,-0.3345,78,-0.5353,57,-1.0060,82,-0.4420,42,-1.5555
ENSG00000143013,LMO4,2,-7.4024,204,-1.4126,228,-1.0490,1168,1.62357,491,0.13672,1161,1.61282,449,-0.0049,422,-0.1135
ENSG00000197147,LRRC8B,1,-6.3737,204,1.12400,8,-3.9405,182,0.63408,133,0.11708,163,0.45082,106,-0.2374,76,-0.8177
ENSG00000162664,ZNF326,166,0.74826,204,1.59028,1,-6.2253,66,-0.7145,62,-0.8017,67,-0.6828,44,-1.3072,66,-0.7692
ENSG00000122482,ZNF644,387,1.99330,204,1.12412,113,-0.1385,33,-1.9819,30,-2.1484,63,-1.0304,37,-1.8135,41,-1.7714
ENSG00000189195,BTBD8,276,0.83753,204,0.42964,75,-1.2147,166,0.00704,165,-0.0004,215,0.42271,99,-0.7961,106,-0.7508
ENSG00000122406,RPL5,22,-3.6382,204,-0.4720,743,1.80050,261,-0.0004,205,-0.3766,203,-0.3907,273,0.07185,277,0.10126
ENSG00000117505,DR1,1,-5.8904,204,2.17301,1,-6.1507,38,-1.2671,113,0.39786,38,-1.2934,80,-0.1558,44,-1.1568
ENSG00000117528,ABCD3,1,-5.9652,204,1.98020,60,-0.6839,43,-1.1779,82,-0.1970,33,-1.5496,79,-0.2477,56,-0.8489
ENSG00000117525,F3,279,1.18380,204,0.86294,268,1.11219,16,-3.1577,8,-4.1930,51,-1.4959,230,0.84783,21,-2.9284
ENSG00000117519,CNN3,9,-4.3777,204,0.15286,336,0.94913,95,-1.0547,157,-0.2881,213,0.19168,440,1.42290,107,-0.9434
ENSG00000152078,TLCD4,63,-0.5308,204,2.15060,0,-6.9931,64,-0.5166,57,-0.6897,11,-3.0328,78,-0.1983,45,-1.1028
ENSG00000117569,PTBP2,1,-6.0456,204,1.78885,66,-0.6128,126,0.39366,52,-0.9730,26,-2.0031,72,-0.4726,63,-0.7523
ENSG00000117600,PLPPR4,146,-0.4907,204,0.03934,109,-0.9329,445,1.34376,348,0.91139,224,0.18033,161,-0.3332,76,-1.5716
ENSG00000162688,AGL,2,-5.1178,204,2.47921,11,-2.9263,42,-1.0241,18,-2.2326,56,-0.5916,53,-0.6609,53,-0.7285
ENSG00000156875,MFSD14A,1,-5.9380,204,2.04847,98,0.11257,101,0.15634,37,-1.3550,67,-0.4708,42,-1.1827,22,-2.2247
ENSG00000170989,S1PR1,1,-6.5002,204,0.90209,344,1.59295,32,-2.1668,108,-0.3511,49,-1.5301,188,0.54097,74,-0.9977
ENSG00000134186,PRPF38B,197,1.09033,204,1.67504,30,-1.8468,20,-2.4198,62,-0.7623,61,-0.7952,30,-1.8371,54,-1.0529
ENSG00000116266,STXBP3,152,0.63721,204,1.64815,95,-0.1265,56,-0.9258,54,-0.9821,34,-1.6872,61,-0.7979,33,-1.8388
ENSG00000085433,WDR47,1,-6.3919,204,1.09110,117,-0.1080,183,0.61702,197,0.74064,77,-0.7418,72,-0.8599,58,-1.2580
ENSG00000197780,TAF13,1,-6.1455,204,1.56936,177,0.84898,75,-0.5336,9,-3.5379,69,-0.6619,69,-0.6533,73,-0.6130
ENSG00000215717,TMEM167B,1,-6.0460,204,1.78790,66,-0.6233,62,-0.7044,131,0.46368,64,-0.6561,48,-1.0895,48,-1.1731
ENSG00000031698,SARS,1,-6.6864,204,0.59859,168,0.14346,199,0.42023,77,-1.0555,225,0.62059,140,-0.1384,132,-0.2557
ENSG00000143126,CELSR2,55,-1.4893,204,0.69671,74,-1.0574,188,0.39953,190,0.41146,268,0.98808,92,-0.7201,68,-1.2573
ENSG00000134243,SORT1,398,0.35920,204,-0.8246,702,1.32523,544,0.87873,328,0.04595,262,-0.3022,269,-0.2636,193,-0.8403
ENSG00000181754,AMIGO1,1,-5.9928,204,1.91301,28,-1.8394,120,0.37793,77,-0.3236,33,-1.5875,76,-0.3387,47,-1.1447
ENSG00000116337,AMPD2,263,0.93590,204,0.66398,54,-1.5416,72,-1.1176,228,0.69209,79,-0.9789,126,-0.2622,102,-0.6361
ENSG00000134201,GSTM5,1,-5.7755,204,2.50528,1,-5.8552,0,-9.3466,19,-2.2000,45,-0.9117,113,0.52522,53,-0.7279
ENSG00000134202,GSTM3,30,-2.8330,204,0.05999,184,-0.1113,247,0.35907,103,-1.0006,179,-0.1576,487,1.52500,167,-0.2950
ENSG00000168710,AHCYL1,306,0.36968,204,-0.3362,228,-0.0974,144,-0.8100,94,-1.4469,190,-0.3812,591,1.50649,253,0.07049
ENSG00000143093,STRIP1,1,-5.9457,204,2.02896,79,-0.2238,70,-0.4128,67,-0.4915,49,-0.9597,30,-1.6780,50,-1.0125
ENSG00000197106,SLC6A17,47,-2.1413,204,0.07478,226,0.22346,419,1.26729,194,-0.0209,206,0.07979,100,-1.0359,177,-0.1762
ENSG00000116396,KCNC4,1,-6.1289,204,1.60472,41,-1.4339,99,-0.0731,159,0.68614,29,-1.9477,31,-1.8161,87,-0.3125
ENSG00000134248,LAMTOR5,80,-0.6915,204,1.08568,144,0.22159,80,-0.7000,47,-1.4772,125,0.00154,173,0.51869,58,-1.2560
ENSG00000177301,KCNA2,1,-6.3342,204,1.19647,0,-7.3986,134,0.17860,116,-0.0596,131,0.13518,124,0.05307,101,-0.2900
ENSG00000116459,ATP5PB,39,-1.9256,204,0.82762,147,0.08958,117,-0.2638,155,0.17422,101,-0.4931,199,0.58410,79,-0.9430
ENSG00000116473,RAP1A,66,-0.7574,204,1.49444,147,0.50090,44,-1.3608,104,-0.0562,47,-1.2762,58,-0.9653,55,-1.1186
ENSG00000197852,INKA2,103,-0.0866,204,1.47083,7,-4.0247,107,-0.0224,59,-0.9407,121,0.16432,45,-1.3615,72,-0.6939
ENSG00000171385,KCND3,3,-5.9021,204,0.39727,157,-0.1018,193,0.21894,273,0.79091,174,0.05795,139,-0.3003,149,-0.2079
ENSG00000116489,CAPZA1,1,-6.0147,204,1.86047,119,0.34879,70,-0.4944,33,-1.6135,49,-1.0406,100,0.06326,37,-1.5612
ENSG00000155366,RHOC,40,-2.1912,204,0.35524,659,2.42299,21,-3.1002,65,-1.4704,97,-0.8737,126,-0.4749,132,-0.4479
ENSG00000155380,SLC16A1,1,-6.2679,204,1.32239,506,2.73807,6,-4.2296,5,-4.6098,24,-2.3541,31,-1.9563,38,-1.7772
ENSG00000163349,HIPK1,96,-0.3847,204,1.12159,149,0.30119,73,-0.8202,52,-1.3177,109,-0.1981,94,-0.4246,87,-0.5962
ENSG00000197323,TRIM33,112,0.06447,204,1.50538,66,-0.7433,71,-0.6521,125,0.23825,19,-2.6153,68,-0.7082,55,-1.0947
ENSG00000116752,BCAS2,1,-5.9597,204,1.45121,62,-0.8768,143,0.42344,205,1.03206,45,-1.3599,67,-0.7578,35,-1.8223
ENSG00000009307,CSDE1,451,0.74831,204,-0.6289,316,0.16759,303,0.09686,267,-0.0991,205,-0.5145,292,0.03976,344,0.33888
ENSG00000163399,ATP1A1,16,-3.7666,204,-0.0617,311,0.63506,540,1.60398,249,0.26985,153,-0.4973,156,-0.4687,138,-0.7086
ENSG00000198162,MAN1A2,147,-0.4606,204,0.05720,138,-0.5574,120,-0.7716,232,0.25635,357,0.97133,170,-0.2405,200,0.02077
ENSG00000092621,PHGDH,72,-0.9325,204,0.94987,109,-0.3006,19,-2.8623,31,-2.1828,65,-1.0932,312,1.44534,117,-0.2104
ENSG00000134250,NOTCH2,1,-6.1233,204,1.61661,141,0.49643,27,-2.0005,45,-1.2805,6,-4.1991,144,0.53075,82,-0.3958
ENSG00000265808,SEC22B,96,-0.2198,204,1.42381,144,0.42822,72,-0.6556,101,-0.1406,66,-0.8009,36,-1.7071,45,-1.4765
ENSG00000265491,RNF115,1,-6.1219,204,1.61962,131,0.37899,63,-0.7749,71,-0.5917,95,-0.1357,28,-1.9749,70,-0.6717
ENSG00000265241,RBM8A,56,-1.0911,204,1.32245,59,-1.0136,29,-2.0566,149,0.41937,91,-0.3629,87,-0.4371,89,-0.4292
ENSG00000265972,TXNIP,475,1.36041,204,-0.0722,926,2.72215,2,-6.7047,0,-9.4361,18,-3.6617,131,-0.7424,81,-1.5639
ENSG00000178104,PDE4DIP,759,2.00981,204,-0.3167,28,-3.2131,208,-0.2251,253,0.08208,175,-0.4967,204,-0.2586,202,-0.2991
ENSG00000159164,SV2A,230,-0.3571,204,-0.6552,162,-0.8906,713,1.52893,474,0.80642,351,0.31235,224,-0.3985,207,-0.5685
ENSG00000023902,PLEKHO1,14,-2.8847,204,1.68138,108,0.10483,65,-0.6948,66,-0.6660,58,-0.8534,85,-0.2851,54,-1.0361
ENSG00000143401,ANP32E,98,-0.2826,204,1.25918,69,-0.8079,76,-0.6698,152,0.41884,73,-0.7421,48,-1.3761,81,-0.6187
ENSG00000117362,APH1A,1,-6.0131,204,1.86441,169,0.92377,73,-0.4187,40,-1.3352,36,-1.4773,54,-0.8780,35,-1.6123
ENSG00000266472,MRPS21,1,-6.7181,204,0.54931,195,0.34875,136,-0.2264,236,0.66642,152,-0.0513,150,-0.0674,121,-0.4380
ENSG00000163125,RPRD2,1,-5.9519,204,2.01256,6,-3.8648,45,-1.0808,151,0.80777,67,-0.4916,33,-1.5711,49,-1.0584
ENSG00000143384,MCL1,398,0.86145,204,-0.2776,1110,2.90620,45,-2.4694,53,-2.2344,60,-2.0600,144,-0.7646,82,-1.7008
ENSG00000143420,ENSA,265,-0.2583,204,-0.7894,289,-0.1182,547,0.92320,703,1.36511,224,-0.5184,240,-0.4095,276,-0.2149
ENSG00000213190,MLLT11,1,-7.3743,204,-0.3699,123,-1.0743,431,0.91315,541,1.31059,560,1.37503,179,-0.4991,136,-1.0017
ENSG00000159352,PSMD4,253,1.07660,204,0.95666,65,-1.0768,79,-0.7883,79,-0.7857,58,-1.2514,90,-0.5964,107,-0.3617
ENSG00000143393,PI4KB,3,-5.4438,204,0.94247,165,0.34944,153,0.23212,231,0.91000,28,-2.3321,85,-0.6948,91,-0.6385
ENSG00000143416,SELENBP1,1,-5.9643,204,1.98121,58,-0.7134,3,-4.9106,27,-1.8416,13,-2.9162,219,1.44220,44,-1.2243
ENSG00000159377,PSMB4,11,-4.0793,204,0.34798,186,0.12728,278,0.78253,276,0.77315,114,-0.6421,190,0.16096,112,-0.7174
ENSG00000143442,POGZ,20,-2.1436,204,2.41149,17,-2.3290,48,-0.8309,35,-1.2983,49,-0.8003,45,-0.9254,43,-1.0716
ENSG00000143376,SNX27,1,-6.1063,204,1.61965,0,-7.2165,104,0.00245,100,-0.0586,57,-0.9065,72,-0.5592,97,-0.1214
ENSG00000159409,CELF3,1,-6.2809,204,1.29709,1,-6.8673,152,0.44054,128,0.15762,118,0.02677,93,-0.3472,84,-0.5333
ENSG00000197956,S100A6,251,-0.2127,204,-0.6426,1602,3.36050,133,-1.1794,140,-1.1053,62,-2.3210,125,-1.2696,117,-1.4742
ENSG00000188643,S100A16,30,-2.0644,204,1.25210,221,1.03859,45,-1.4569,11,-3.4352,71,-0.7731,172,0.61981,65,-0.9736
ENSG00000189171,S100A13,136,-1.0636,204,-0.5404,282,0.06143,84,-1.7797,190,-0.5546,371,0.50491,687,1.57989,311,0.24456
ENSG00000160678,S100A1,1,-6.7262,204,0.53670,51,-1.6982,55,-1.6037,168,0.10319,243,0.70495,306,1.09613,149,-0.1004
ENSG00000160679,CHTOP,1,-6.1242,204,1.61454,95,-0.1401,102,-0.0267,66,-0.6978,68,-0.6602,95,-0.1351,51,-1.1604
ENSG00000143621,ILF2,1,-6.1577,204,1.54367,49,-1.1947,114,0.11780,154,0.59922,33,-1.7863,64,-0.7743,71,-0.6826
ENSG00000143624,INTS3,1,-5.8578,204,2.26241,93,0.12269,50,-0.8313,9,-3.2542,40,-1.1585,62,-0.4994,40,-1.2618
ENSG00000143614,GATAD2B,69,-0.7103,204,1.45765,122,0.17761,112,0.03379,58,-0.9834,55,-1.0538,45,-1.3607,65,-0.8616
ENSG00000198837,DENND4B,1,-5.5791,204,2.35029,1,-5.7839,81,-0.0708,9,-3.2687,38,-1.2264,70,-0.2942,58,-0.6256
ENSG00000143543,JTB,160,-0.1304,204,0.32484,196,0.19384,144,-0.2972,122,-0.5535,243,0.53921,117,-0.6199,160,-0.1480
ENSG00000177954,RPS27,1910,0.76433,204,-2.9410,3303,1.74522,579,-1.1169,1026,-0.2407,1290,0.12129,1398,0.25020,1517,0.43217
ENSG00000143549,TPM3,241,-0.0005,204,-0.3264,379,0.73458,322,0.46372,230,-0.0748,288,0.28223,195,-0.3380,195,-0.3712
ENSG00000143612,C1orf43,190,0.39453,204,0.66678,183,0.32870,133,-0.1796,109,-0.4899,85,-0.8689,114,-0.4149,106,-0.5752
ENSG00000143569,UBAP2L,31,-1.8685,204,1.52836,65,-0.7592,107,0.00016,155,0.60080,47,-1.2593,54,-1.0336,52,-1.1917
ENSG00000143575,HAX1,1,-6.1348,204,1.59193,55,-0.9766,106,0.02305,136,0.41997,96,-0.1404,61,-0.8402,42,-1.4905
ENSG00000160714,UBE2Q1,1,-6.3793,204,1.11393,37,-1.8317,234,1.04873,143,0.22660,121,-0.0368,84,-0.5986,65,-1.0564
ENSG00000160716,CHRNB2,7,-3.8016,204,1.84196,0,-7.1174,112,0.23310,139,0.58878,83,-0.2309,27,-1.9333,42,-1.3778
ENSG00000160710,ADAR,25,-3.0769,204,0.04541,320,0.77293,263,0.44897,254,0.38847,178,-0.1772,181,-0.1512,179,-0.1839
ENSG00000143603,KCNN3,1,-6.0455,204,1.78876,22,-2.2706,34,-1.6156,20,-2.4001,157,0.76854,114,0.23410,61,-0.8057
ENSG00000163344,PMVK,1,-6.1704,204,1.51716,69,-0.6862,77,-0.5128,27,-2.0948,84,-0.3702,132,0.33872,88,-0.3328
ENSG00000163346,PBXIP1,1,-6.4590,204,0.97260,95,-0.4937,37,-1.8965,49,-1.4929,137,0.06887,297,1.37749,106,-0.3668
ENSG00000179085,DPM3,1,-5.9855,204,1.93046,124,0.43656,51,-0.9300,33,-1.5925,83,-0.2010,64,-0.5974,34,-1.6330
ENSG00000163463,KRTCAP2,1,-6.4129,204,1.05374,357,1.77633,34,-1.9721,78,-0.7471,52,-1.3562,134,0.08995,63,-1.1488
ENSG00000177628,GBA,1,-6.2426,204,1.37157,84,-0.4626,141,0.36564,56,-1.0598,115,0.03045,76,-0.6046,77,-0.6470
ENSG00000160767,FAM189B,33,-1.5595,204,1.98916,37,-1.3930,59,-0.7039,87,-0.0915,87,-0.1021,45,-1.1193,30,-1.8138
ENSG00000116521,SCAMP3,1,-5.9947,204,1.90828,57,-0.7876,71,-0.4425,95,0.00964,46,-1.1217,52,-0.9270,55,-0.9196
ENSG00000160752,FDPS,1,-6.0615,204,1.75270,120,0.30193,119,0.29367,55,-0.9016,16,-2.6915,90,-0.1565,40,-1.4980
ENSG00000160753,RUSC1,26,-2.2213,204,1.35945,133,0.26409,102,-0.1674,45,-1.4045,112,-0.0195,85,-0.4378,65,-0.9258
ENSG00000116539,ASH1L,487,1.58772,204,0.12723,47,-2.1149,123,-0.6839,269,0.55325,106,-0.9106,147,-0.4081,156,-0.3483
ENSG00000163374,YY1AP1,67,-0.4234,204,2.17371,0,-6.7483,68,-0.3926,49,-0.8877,45,-1.0413,34,-1.4375,47,-1.0460
ENSG00000132718,SYT11,506,0.76187,204,-0.8178,121,-1.4748,399,0.36889,519,0.80401,233,-0.4817,540,0.87453,279,-0.2212
ENSG00000116584,ARHGEF2,196,1.00303,204,1.53543,76,-0.5320,88,-0.2889,61,-0.8555,32,-1.8298,26,-2.1308,41,-1.5663
ENSG00000163479,SSR2,1,-5.9809,204,1.94179,105,0.17274,40,-1.2994,7,-3.8640,90,-0.0741,58,-0.7561,61,-0.7275
ENSG00000160803,UBQLN4,51,-1.1644,204,1.47882,16,-2.8415,73,-0.6102,45,-1.3265,112,0.05661,59,-0.9393,113,0.06756
ENSG00000116586,LAMTOR2,1,-5.9547,204,2.00634,8,-3.6515,57,-0.7411,54,-0.8138,111,0.29758,72,-0.3812,50,-1.0256
ENSG00000196189,SEMA4A,129,0.56424,204,2.05358,0,-7.0309,50,-0.9216,21,-2.1899,45,-1.0693,86,-0.0960,29,-1.8276
ENSG00000160785,SLC25A44,1,-5.9238,204,2.08504,0,-7.0187,73,-0.3322,72,-0.3425,93,0.04573,48,-0.9712,47,-1.0862
ENSG00000160781,PAQR6,34,-2.1118,204,0.82338,16,-3.1761,90,-0.6751,25,-2.5803,40,-1.9020,53,-1.4819,331,1.77246
ENSG00000163468,CCT3,1,-6.0297,204,1.82497,18,-2.4814,94,-0.0577,80,-0.3082,75,-0.4121,113,0.24537,38,-1.5168
ENSG00000125462,C1orf61,860,-0.4224,204,-2.8499,416,-1.5248,637,-0.8816,1499,0.46148,2383,1.25235,3206,1.80388,1386,0.37599
ENSG00000116604,MEF2D,154,-0.1373,204,0.39880,278,0.82501,204,0.31078,191,0.20310,154,-0.1350,76,-1.2118,89,-1.0505
ENSG00000163382,NAXE,1,-6.0895,204,1.69015,117,0.23099,85,-0.2649,49,-1.1091,67,-0.6483,75,-0.4669,54,-1.0423
ENSG00000132692,BCAN,384,0.57694,204,-0.5261,137,-1.0345,125,-1.1770,108,-1.3979,346,0.40276,549,1.18519,349,0.47599
ENSG00000143314,MRPL24,1,-5.8203,204,2.36965,83,-0.0101,62,-0.4644,2,-4.9532,9,-3.2315,64,-0.4186,45,-1.0433
ENSG00000143321,HDGF,165,0.91560,204,1.92954,1,-6.4217,76,-0.3279,11,-3.1579,23,-2.1009,40,-1.3213,55,-0.9095
ENSG00000162706,CADM3,192,-0.4272,204,-0.4075,95,-1.4953,613,1.50253,333,0.44693,364,0.59529,238,-0.0910,164,-0.7278
ENSG00000158710,TAGLN2,40,-1.9757,204,0.69673,844,3.44310,30,-2.3648,0,-8.7064,2,-5.8316,11,-3.7871,38,-2.1413
ENSG00000177807,KCNJ10,120,-0.2775,204,0.75114,21,-2.8806,17,-3.1798,35,-2.1282,171,0.28464,302,1.24058,150,0.08227
ENSG00000162728,KCNJ9,1,-6.0290,204,1.82714,25,-2.0329,201,1.21006,18,-2.5201,63,-0.6598,56,-0.8408,46,-1.2349
ENSG00000162729,IGSF8,1,-6.5034,204,0.89654,125,-0.1237,282,1.22873,84,-0.7421,115,-0.2505,100,-0.4688,83,-0.8095
ENSG00000018625,ATP1A2,450,-0.6168,204,-2.0460,857,0.39901,215,-1.7304,303,-1.2176,739,0.15991,2358,2.23840,910,0.56543
ENSG00000162734,PEA15,296,-1.4957,204,-2.2982,595,-0.4361,1624,1.21039,1055,0.47495,1461,1.02447,1115,0.56633,942,0.32819
ENSG00000132716,DCAF8,153,0.40150,204,1.21801,53,-1.2375,167,0.54247,129,0.12467,11,-3.4593,68,-0.8592,59,-1.1672
ENSG00000162735,PEX19,85,-0.2654,204,1.70444,34,-1.6258,88,-0.2058,24,-2.1804,66,-0.6542,81,-0.3462,60,-0.8792
ENSG00000122218,COPA,31,-2.2989,204,0.73569,212,0.62153,120,-0.2841,151,0.07027,84,-0.8351,159,0.15463,110,-0.4707
ENSG00000162736,NCSTN,1,-5.7949,204,2.44542,76,-0.1229,56,-0.5996,1,-5.6239,9,-3.2558,86,0.06450,33,-1.4797
ENSG00000143256,PFDN2,4,-4.7240,204,1.43335,0,-7.0688,111,0.01660,54,-1.0837,179,0.79089,71,-0.6781,90,-0.3430
ENSG00000143222,UFC1,99,-0.2993,204,1.20884,74,-0.7310,60,-1.0572,33,-1.9322,139,0.24325,140,0.25272,79,-0.7044
ENSG00000158864,NDUFS2,1,-6.4155,204,0.83114,143,0.04944,232,0.83844,45,-1.7161,171,0.33454,148,0.10274,87,-0.7784
ENSG00000143252,SDHC,1,-6.3444,204,1.17769,109,-0.1577,111,-0.1276,122,0.01696,66,-0.9380,109,-0.1631,100,-0.3302
ENSG00000198929,NOS1AP,1,-5.9251,204,2.08184,0,-7.0199,122,0.48057,104,0.22696,61,-0.6052,15,-2.7093,39,-1.3519
ENSG00000152332,UHMK1,81,-0.7921,204,0.89179,110,-0.3162,140,0.05242,213,0.73859,92,-0.5914,94,-0.5688,73,-1.0257
ENSG00000117152,RGS4,50,-2.2148,204,-0.1430,39,-2.5732,704,2.04047,282,0.40328,358,0.80169,140,-0.6903,113,-1.1020
ENSG00000143248,RGS5,1,-7.0112,204,-0.2649,1622,4.08937,43,-2.5500,80,-1.6406,8,-4.8512,25,-3.3361,90,-1.5549
ENSG00000185630,PBX1,1,-6.5174,204,0.87293,89,-0.6657,105,-0.4131,173,0.38395,194,0.56854,112,-0.3138,107,-0.4066
ENSG00000143198,MGST3,13,-4.2760,204,-0.2607,169,-0.4987,292,0.35949,335,0.58615,325,0.53841,374,0.77209,222,-0.0825
ENSG00000143149,ALDH9A1,9,-3.5484,204,1.68904,65,-0.6863,34,-1.6381,43,-1.3161,81,-0.3391,152,0.65371,59,-0.8949
ENSG00000143183,TMCO1,1,-6.0052,204,1.88335,56,-0.8265,62,-0.6612,67,-0.5404,24,-2.0997,119,0.35798,55,-0.9305
ENSG00000143157,POGK,1,-5.7757,204,2.50461,22,-1.9720,23,-1.8909,35,-1.2827,12,-2.7888,64,-0.3784,63,-0.4301
ENSG00000143195,ILDR2,1,-5.9273,204,2.07596,44,-1.1141,47,-0.9949,82,-0.1564,83,-0.1380,35,-1.4332,46,-1.1242
ENSG00000143158,MPC2,103,-0.5111,204,0.75234,42,-1.8554,108,-0.4396,282,1.11746,132,-0.1269,124,-0.2226,87,-0.8373
