Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000145362,ANK2,503,0.31714,389,-0.1842,281,-0.6996,438,0.00674
ENSG00000145349,CAMK2D,348,1.23162,94,-1.2800,97,-1.2358,174,-0.5044
ENSG00000269893,SNHG8,67,-0.2266,69,-0.1321,89,0.29207,78,0.12254
ENSG00000164096,C4orf3,117,-0.4184,198,0.52540,143,-0.0089,151,0.11823
ENSG00000164111,ANXA5,22,-0.7645,74,1.43591,50,0.72961,25,-0.5825
ENSG00000164112,TMEM155,59,0.50156,41,-0.2192,14,-1.8811,48,0.06583
ENSG00000138686,BBS7,60,0.90786,31,-0.4493,16,-1.4240,36,-0.3380
ENSG00000138688,KIAA1109,96,0.78382,54,-0.3927,37,-0.9852,61,-0.3169
ENSG00000151458,ANKRD50,27,0.48268,20,-0.1322,7,-1.6067,22,0.01433
ENSG00000164070,HSPA4L,67,0.74225,46,-0.0997,10,-2.3229,46,-0.1692
ENSG00000138709,LARP1B,17,-0.1094,27,0.63257,10,-0.8380,19,0.06517
ENSG00000164040,PGRMC2,87,0.57165,80,0.27158,37,-0.9540,58,-0.3723
ENSG00000077684,JADE1,31,0.39734,35,0.48439,18,-0.5775,22,-0.4039
ENSG00000138650,PCDH10,68,-0.1464,72,-0.0233,57,-0.3829,81,0.27475
ENSG00000151012,SLC7A11,5,-2.6128,59,1.62243,39,0.84496,24,0.10900
ENSG00000109390,NDUFC1,213,0.05891,185,-0.1870,167,-0.3476,219,0.14367
ENSG00000164134,NAA15,20,-0.2182,35,0.78678,9,-1.3076,23,0.17133
ENSG00000145391,SETD7,24,-0.4202,41,0.52747,29,-0.0180,31,0.12215
ENSG00000153130,SCOC,359,0.50149,182,-0.7302,211,-0.5028,282,-0.0588
ENSG00000109436,TBC1D9,89,1.13984,23,-1.3528,31,-0.9521,47,-0.4555
ENSG00000170153,RNF150,73,0.97008,38,-0.3957,14,-1.8772,42,-0.3506
ENSG00000153147,SMARCA5,59,0.16729,72,0.44439,41,-0.4593,51,-0.1929
ENSG00000164163,ABCE1,36,0.76081,17,-0.6611,21,-0.3477,22,-0.3925
ENSG00000164164,OTUD4,28,1.00744,20,0.15464,8,-1.2994,14,-0.7113
ENSG00000170390,DCLK2,136,0.94638,75,-0.3270,56,-0.7960,73,-0.5615
ENSG00000145425,RPS3A,376,-0.6327,676,0.45124,834,0.81226,498,-0.0834
ENSG00000059691,GATB,49,1.07321,28,-0.2214,15,-1.1882,24,-0.6447
ENSG00000109670,FBXW7,310,0.77532,138,-0.7636,123,-0.9449,206,-0.2073
ENSG00000109654,TRIM2,289,0.54609,261,0.21967,157,-0.5940,192,-0.4182
ENSG00000145428,RNF175,41,0.42535,23,-0.5682,16,-1.1716,35,0.13677
ENSG00000171566,PLRG1,35,0.93308,20,-0.2835,13,-0.8981,19,-0.5357
ENSG00000164114,MAP9,121,0.70415,65,-0.5096,44,-1.1016,84,-0.1714
ENSG00000164116,GUCY1A1,31,1.68676,2,-2.8113,8,-1.0765,11,-0.8341
ENSG00000260244,AC104083.1,37,1.57753,5,-2.1400,6,-1.7505,15,-0.6488
ENSG00000061918,GUCY1B1,275,0.98242,63,-1.6457,64,-1.6334,176,-0.1088
ENSG00000109738,GLRB,163,1.36959,55,-0.8741,25,-2.0769,74,-0.6113
ENSG00000120251,GRIA2,454,1.34736,193,-0.5375,106,-1.4532,193,-0.7844
ENSG00000164125,GASK1B,10,-1.5871,76,2.10181,29,0.30043,20,-0.4166
ENSG00000164124,TMEM144,9,-2.4851,197,3.47511,79,1.28109,8,-2.7939
ENSG00000171497,PPID,72,0.80748,47,-0.1288,26,-1.0661,43,-0.4188
ENSG00000052795,FNIP2,55,0.40181,41,-0.1960,29,-0.7028,45,-0.0700
ENSG00000109756,RAPGEF2,80,1.36542,27,-0.8598,27,-0.8585,32,-0.8453
ENSG00000170088,TMEM192,22,0.50934,16,-0.1432,13,-0.4279,15,-0.2779
ENSG00000109466,KLHL2,116,0.85473,93,0.22944,33,-1.4081,64,-0.5562
ENSG00000052802,MSMO1,173,1.28189,82,-0.3981,52,-1.1054,73,-0.8339
ENSG00000109472,CPE,1474,0.16991,1615,0.27566,984,-0.5217,1316,-0.0936
ENSG00000196104,SPOCK3,41,-0.7815,136,1.38458,62,0.01673,57,-0.1654
ENSG00000145439,CBR4,22,0.32036,19,-0.0414,23,0.30578,16,-0.4242
ENSG00000154447,SH3RF1,29,0.18204,19,-0.5278,14,-0.9970,30,0.31815
ENSG00000109572,CLCN3,92,0.61287,52,-0.4675,37,-0.9982,67,-0.1148
ENSG00000056050,HPF1,40,0.14957,47,0.37085,26,-0.5568,36,-0.1095
ENSG00000198948,MFAP3L,20,0.07020,39,1.18820,25,0.40539,13,-0.9556
ENSG00000164106,SCRG1,39,-1.3057,143,1.06080,97,0.37920,84,0.23590
ENSG00000150625,GPM6A,2063,0.26316,1686,-0.1349,1114,-0.7879,1878,0.06309
ENSG00000150627,WDR17,50,0.93135,13,-1.4426,25,-0.4836,29,-0.3485
ENSG00000129128,SPCS3,107,0.94560,52,-0.5183,38,-0.9990,60,-0.4440
ENSG00000218336,TENM3,85,0.88123,71,0.30881,21,-1.6045,46,-0.5901
ENSG00000129187,DCTD,45,0.03186,44,-0.0172,37,-0.3090,46,0.09150
ENSG00000168538,TRAPPC11,19,0.17147,32,0.94846,7,-1.4343,16,-0.2558
ENSG00000173320,STOX2,74,0.59455,48,-0.2594,45,-0.3658,50,-0.3426
ENSG00000151726,ACSL1,25,0.36421,29,0.50066,30,0.53568,14,-0.8680
ENSG00000151729,SLC25A4,296,0.62452,132,-0.8533,102,-1.2466,229,0.03212
ENSG00000164323,CFAP97,25,0.30104,19,-0.2288,17,-0.3395,21,-0.0699
ENSG00000109762,SNX25,25,0.78636,20,0.24354,5,-1.7622,15,-0.4304
ENSG00000109775,UFSP2,23,0.15095,32,0.62257,14,-0.6614,20,-0.2127
ENSG00000154556,SORBS2,116,0.66197,98,0.18742,46,-1.0119,74,-0.4129
ENSG00000109794,FAM149A,18,0.18302,24,0.58578,15,-0.1771,14,-0.3819
ENSG00000109536,FRG1,33,-0.0585,31,-0.1499,27,-0.3747,37,0.24370
ENSG00000164366,CCDC127,40,1.09203,24,-0.0860,12,-1.1869,19,-0.7216
ENSG00000073578,SDHA,128,0.46514,102,-0.0437,62,-0.8179,98,-0.1598
ENSG00000249915,PDCD6,155,0.57191,83,-0.5984,50,-1.3797,123,0.04141
ENSG00000180104,EXOC3,74,0.67851,78,0.55828,45,-0.3525,39,-0.8266
ENSG00000171368,TPPP,258,0.06038,404,0.80160,247,-0.0273,208,-0.4511
ENSG00000028310,BRD9,44,0.63366,36,0.11459,20,-0.8386,29,-0.3928
ENSG00000049656,CLPTM1L,120,0.71967,53,-0.8217,47,-0.9775,84,-0.1278
ENSG00000153395,LPCAT1,83,1.02370,36,-0.6394,22,-1.3875,46,-0.4088
ENSG00000171421,MRPL36,34,-0.0402,33,-0.0622,31,-0.1793,36,0.12836
ENSG00000145494,NDUFS6,160,-0.4993,277,0.50312,160,-0.3879,230,0.32782
ENSG00000164151,ICE1,43,0.64902,37,0.22036,25,-0.4160,25,-0.5854
ENSG00000133398,MED10,62,0.32533,42,-0.3790,29,-0.9807,57,0.13452
ENSG00000215218,UBE2QL1,141,0.42606,97,-0.2968,72,-0.7670,115,-0.0413
ENSG00000145545,SRD5A1,35,0.08674,38,0.21405,21,-0.7293,35,0.06985
ENSG00000112941,TENT4A,27,0.06857,32,0.29765,10,-1.4459,29,0.20050
ENSG00000078295,ADCY2,57,-0.5584,95,0.39248,44,-0.8330,91,0.55336
ENSG00000215217,C5orf49,15,-0.0914,9,-0.8166,21,0.43322,17,0.14815
ENSG00000247516,MIR4458HG,25,-0.0807,39,0.66055,29,0.16686,23,-0.3176
ENSG00000112902,SEMA5A,25,-0.8092,72,1.08637,37,-0.0626,40,0.09849
ENSG00000150753,CCT5,155,1.04844,72,-0.5439,41,-1.3859,84,-0.4645
ENSG00000164237,CMBL,30,0.62977,4,-2.5450,19,-0.3046,23,0.03787
ENSG00000145495,MARCH6,261,0.69240,211,0.13738,104,-0.9801,163,-0.4295
ENSG00000164236,ANKRD33B,37,0.83737,13,-1.0116,8,-1.6823,25,-0.0712
ENSG00000112977,DAP,25,-0.5706,44,0.44976,35,0.07873,37,0.23928
ENSG00000169862,CTNND2,216,-0.3147,307,0.32689,200,-0.3649,277,0.25988
ENSG00000038382,TRIO,104,0.75049,65,-0.2300,47,-0.7449,64,-0.4002
ENSG00000154122,ANKH,112,0.24058,90,-0.1848,71,-0.5479,102,0.03708
ENSG00000173545,ZNF622,30,0.24016,20,-0.4309,23,-0.2140,27,0.01243
ENSG00000154153,RETREG1,61,0.39675,50,-0.0190,31,-0.7728,49,-0.1138
ENSG00000145555,MYO10,25,-1.1884,117,1.65005,94,1.22784,32,-0.8199
ENSG00000176788,BASP1,1088,0.09324,972,-0.1139,703,-0.6250,1111,0.16964
ENSG00000248455,LINC02217,21,-1.1595,70,0.98205,65,0.84928,38,-0.0536
ENSG00000145526,CDH18,43,1.10330,24,-0.2149,6,-2.3276,22,-0.5044
ENSG00000286961,AC091938.1,22,1.17420,13,-0.0482,6,-1.1221,9,-0.8479
ENSG00000040731,CDH10,51,1.04066,19,-0.8952,21,-0.6917,27,-0.5197
ENSG00000113360,DROSHA,23,-0.0750,34,0.60348,20,-0.2515,23,-0.1230
ENSG00000082213,C5orf22,25,0.37688,30,0.54138,11,-0.9555,19,-0.3121
ENSG00000133401,PDZD2,35,0.09129,40,0.28523,36,0.10117,31,-0.2507
ENSG00000113384,GOLPH3,48,0.17796,33,-0.4248,42,-0.0614,44,0.01233
ENSG00000150712,MTMR12,53,1.36251,18,-0.8737,10,-1.7153,24,-0.6544
ENSG00000056097,ZFR,100,0.35162,53,-0.7344,91,0.10701,81,-0.1320
ENSG00000113387,SUB1,472,0.44602,272,-0.5634,259,-0.6383,386,-0.0112
ENSG00000113407,TARS,24,0.87375,19,0.21309,9,-0.9853,12,-0.6613
ENSG00000242110,AMACR,38,0.89673,27,0.02281,4,-2.5962,23,-0.3540
ENSG00000113456,RAD1,17,0.13539,7,-1.2740,11,-0.6366,19,0.44856
ENSG00000164187,LMBRD2,151,0.78901,106,-0.0310,41,-1.5092,94,-0.3511
ENSG00000152620,NADK2,41,0.07516,44,0.18345,36,-0.1278,38,-0.0962
ENSG00000079215,SLC1A3,134,-1.2955,483,1.03211,269,0.03170,305,0.40214
ENSG00000285967,NIPBL-DT,19,0.61052,27,1.02997,26,0.95838,5,-1.9829
ENSG00000164190,NIPBL,10,-1.1045,39,1.27441,19,0.02383,19,0.12786
ENSG00000197603,CPLANE1,21,0.52191,25,0.66738,9,-0.8875,13,-0.5511
ENSG00000082068,WDR70,22,0.42817,26,0.57969,7,-1.4134,16,-0.2896
ENSG00000113594,LIFR,35,-0.0085,61,0.91921,40,0.18191,28,-0.5547
ENSG00000164327,RICTOR,18,0.19304,21,0.38570,10,-0.7298,16,-0.1093
ENSG00000113638,TTC33,42,0.43412,35,0.03575,22,-0.6849,32,-0.1966
ENSG00000145592,RPL37,654,-0.8672,1398,0.53355,2190,1.33613,894,-0.3126
ENSG00000182836,PLCXD3,40,0.39803,35,0.08093,13,-1.4325,33,-0.0155
ENSG00000083720,OXCT1,133,0.38613,84,-0.4654,52,-1.1911,118,0.14789
ENSG00000250722,SELENOP,14,-2.4586,288,3.21268,110,1.04203,23,-1.9137
ENSG00000177453,NIM1K,22,0.98436,14,-0.0913,8,-0.9800,11,-0.6472
ENSG00000112972,HMGCS1,291,1.18588,82,-1.2393,67,-1.5455,154,-0.4058
ENSG00000172239,PAIP1,66,0.44002,33,-0.7536,34,-0.7065,55,0.06542
ENSG00000248092,NNT-AS1,12,-0.5646,30,1.04754,13,-0.3792,17,0.05772
ENSG00000112992,NNT,65,0.03138,58,-0.1584,60,-0.1035,65,0.07246
ENSG00000112996,MRPS30,34,0.40029,21,-0.4626,11,-1.4220,30,0.17588
ENSG00000164588,HCN1,77,1.30342,8,-2.6656,15,-1.6604,40,-0.3218
ENSG00000151883,PARP8,27,0.99524,18,0.05001,8,-1.2220,13,-0.6647
ENSG00000164172,MOCS2,92,0.17290,49,-0.8425,69,-0.3263,92,0.22784
ENSG00000164258,NDUFS4,35,-0.1798,12,-1.7190,38,0.00032,47,0.58848
ENSG00000185305,ARL15,50,1.36799,9,-1.7774,18,-0.7665,22,-0.6805
ENSG00000067248,DHX29,27,0.76558,31,0.75385,6,-1.6301,14,-0.7152
ENSG00000039123,MTREX,36,1.31566,20,-0.0957,11,-0.9703,13,-1.0347
ENSG00000067113,PLPP1,30,0.23132,44,0.82794,32,0.30990,19,-0.8030
ENSG00000134352,IL6ST,65,-0.0155,114,0.94435,83,0.40962,49,-0.6817
ENSG00000062194,GPBP1,64,0.07384,66,0.10661,59,-0.0710,60,-0.0833
ENSG00000145632,PLK2,138,1.64001,57,-0.4520,21,-1.9109,46,-1.0767
ENSG00000152932,RAB3C,263,1.18396,80,-1.1279,57,-1.6450,139,-0.4111
ENSG00000113448,PDE4D,23,-0.0165,58,1.55622,10,-1.2545,18,-0.5671
ENSG00000164182,NDUFAF2,38,-0.2993,32,-0.5244,54,0.32631,50,0.29675
ENSG00000188725,SMIM15,25,1.06786,12,-0.5166,8,-1.0251,13,-0.5710
ENSG00000130449,ZSWIM6,22,-0.2943,41,0.78255,19,-0.5170,26,0.05031
ENSG00000068796,KIF2A,38,0.65287,20,-0.5632,13,-1.2663,28,-0.0701
ENSG00000086189,DIMT1,24,0.99773,15,-0.0811,13,-0.3214,11,-0.8745
ENSG00000086200,IPO11,32,1.00504,30,0.58021,9,-1.3220,14,-0.9415
ENSG00000153006,SREK1IP1,32,0.02007,42,0.44395,30,-0.0769,30,-0.1895
ENSG00000153015,CWC27,15,-0.2706,19,0.22660,17,-0.0152,18,0.14458
ENSG00000113595,TRIM23,87,1.22205,43,-0.3571,22,-1.3458,39,-0.7271
ENSG00000113597,TRAPPC13,26,0.54269,15,-0.5425,13,-0.6963,20,-0.0968
ENSG00000197860,SGTB,100,0.47564,51,-0.7218,44,-0.9485,84,0.08245
ENSG00000112851,ERBIN,21,-1.1013,83,1.39424,84,1.41347,26,-0.8061
ENSG00000153914,SREK1,35,0.42901,41,0.55850,25,-0.2382,22,-0.5941
ENSG00000069020,MAST4,29,0.35828,25,0.02314,35,0.52118,19,-0.6055
ENSG00000145675,PIK3R1,228,0.86830,140,-0.2024,92,-0.8661,129,-0.5041
ENSG00000145740,SLC30A5,27,0.63494,21,0.07892,15,-0.4715,16,-0.4856
ENSG00000134056,MRPS36,35,-0.2805,22,-0.9185,36,-0.1309,49,0.57597
ENSG00000085231,AK6,47,0.15117,28,-0.6930,32,-0.4860,48,0.26008
ENSG00000273841,TAF9,78,0.46512,43,-0.6072,28,-1.2677,67,0.12806
ENSG00000145734,BDP1,27,0.25828,8,-1.6157,14,-0.8402,28,0.44504
ENSG00000164326,CARTPT,58,1.88592,4,-2.7491,3,-3.3212,21,-0.7620
ENSG00000131711,MAP1B,1676,0.45256,835,-0.7889,703,-1.0522,1452,0.14526
ENSG00000113048,MRPS27,56,0.90344,47,0.32718,22,-0.8782,27,-0.7822
ENSG00000083312,TNPO1,30,0.02380,45,0.69691,13,-1.2410,29,-0.0009
ENSG00000145741,BTF3,90,-0.2247,127,0.37725,103,0.03080,101,0.01742
ENSG00000171617,ENC1,2860,1.37863,432,-2.0934,417,-2.1439,1437,-0.3916
ENSG00000049860,HEXB,39,1.17876,13,-0.9881,14,-0.8265,18,-0.6097
ENSG00000164347,GFM2,30,0.45119,28,0.19922,11,-1.1808,23,-0.1661
ENSG00000164346,NSA2,69,-0.2411,49,-0.7206,95,0.31968,87,0.30616
ENSG00000198780,FAM169A,71,0.92554,36,-0.4757,12,-2.0572,44,-0.2554
ENSG00000113161,HMGCR,193,1.75285,27,-2.0305,38,-1.5439,69,-0.8892
ENSG00000113163,CERT1,83,1.07627,23,-1.3014,27,-1.0622,46,-0.3718
ENSG00000145708,CRHBP,24,-0.8821,19,-1.0304,8,-2.3824,61,1.58255
ENSG00000164252,AGGF1,41,0.31865,32,-0.1945,32,-0.1820,34,-0.1543
ENSG00000113231,PDE8B,50,0.70717,31,-0.2574,22,-0.8392,32,-0.3197
ENSG00000164253,WDR41,38,0.57163,27,-0.1412,27,-0.1287,24,-0.4503
ENSG00000171530,TBCA,235,0.22874,195,-0.1314,125,-0.8379,221,0.10665
ENSG00000085365,SCAMP1,182,1.05807,91,-0.4216,61,-1.0331,92,-0.5901
ENSG00000152409,JMY,22,0.35531,21,0.20384,11,-0.8123,17,-0.1580
ENSG00000152413,HOMER1,108,0.89071,40,-0.9684,20,-2.0245,72,-0.0901
ENSG00000177034,MTX3,21,0.01634,4,-2.4255,12,-0.8522,27,0.76778
ENSG00000113296,THBS4,8,-1.1345,10,-0.6780,19,0.29610,21,0.96112
ENSG00000039319,ZFYVE16,14,-0.5725,57,1.93143,39,1.20583,8,-1.6626
ENSG00000249042,AC008771.1,19,-0.0645,13,-0.6420,17,-0.1666,22,0.33450
ENSG00000113319,RASGRF2,52,0.78200,23,-0.7736,13,-1.5854,36,-0.0871
ENSG00000145687,SSBP2,67,0.24290,108,0.99080,36,-0.8043,49,-0.4925
ENSG00000186468,RPS23,474,-0.7498,965,0.55576,1250,1.00982,644,-0.1764
ENSG00000174695,TMEM167A,75,0.13956,83,0.26582,62,-0.2060,66,-0.1650
ENSG00000038427,VCAN,9,-1.5465,47,1.38986,42,1.18614,18,-0.3497
ENSG00000164176,EDIL3,128,0.28631,236,1.27949,160,0.58782,58,-1.4192
ENSG00000127184,COX7C,865,-0.2520,739,-0.4444,935,-0.0683,1128,0.40073
ENSG00000145715,RASA1,50,0.68101,41,0.17567,19,-0.9949,31,-0.4315
ENSG00000134480,CCNH,54,1.04112,31,-0.2090,12,-1.6845,28,-0.5215
ENSG00000247828,TMEM161B-AS1,39,0.10264,22,-0.7789,30,-0.3336,41,0.27883
ENSG00000245526,LINC00461,24,-0.6663,48,0.61554,31,-0.1162,37,0.30055
ENSG00000081189,MEF2C,570,1.53517,53,-2.7378,83,-2.0772,261,-0.5009
ENSG00000176055,MBLAC2,37,1.15497,11,-1.1919,11,-1.0931,19,-0.4710
ENSG00000164199,ADGRV1,12,-0.9021,39,1.13905,27,0.50652,19,-0.1303
ENSG00000113369,ARRDC3,25,0.89829,25,0.64634,16,-0.1168,9,-1.2582
ENSG00000237187,NR2F1-AS1,38,-0.2859,66,0.69878,49,0.19053,40,-0.1695
ENSG00000175745,NR2F1,80,-0.0583,110,0.47896,71,-0.2403,80,-0.0756
ENSG00000113391,FAM172A,25,0.26406,26,0.24624,13,-0.8120,21,-0.0891
ENSG00000175471,MCTP1,35,-0.4279,41,-0.1069,18,-1.3600,57,0.77935
ENSG00000198677,TTC37,33,0.32337,39,0.50971,18,-0.7428,25,-0.2957
ENSG00000164292,RHOBTB3,13,-1.6793,77,1.42024,58,0.90671,32,-0.1175
ENSG00000173221,GLRX,33,0.22868,18,-0.7963,23,-0.3894,32,0.18509
ENSG00000118985,ELL2,60,0.52456,52,0.14466,34,-0.5233,41,-0.3829
ENSG00000175426,PCSK1,43,1.16285,24,-0.1559,7,-2.0073,20,-0.6299
ENSG00000153113,CAST,19,0.37860,24,0.62391,12,-0.5002,13,-0.4873
ENSG00000113441,LNPEP,66,0.86490,80,0.92592,21,-1.2191,29,-1.0368
ENSG00000174136,RGMB,104,0.93201,45,-0.7067,20,-1.9358,65,-0.2091
ENSG00000174132,FAM174A,66,0.96993,40,-0.1438,28,-0.7039,33,-0.6847
ENSG00000145730,PAM,178,0.85455,61,-1.1016,39,-1.7619,122,-0.0576
ENSG00000145725,PPIP5K2,23,0.33391,22,0.15452,12,-0.7419,19,-0.1334
ENSG00000181751,C5orf30,49,1.26173,9,-1.7850,11,-1.5166,25,-0.3971
ENSG00000145743,FBXL17,102,0.33439,79,-0.1697,64,-0.5107,86,-0.0689
ENSG00000198961,PJA2,472,0.55363,290,-0.3975,194,-1.0195,361,-0.0729
ENSG00000164209,SLC25A46,155,0.73710,104,-0.1432,56,-1.1074,99,-0.3299
ENSG00000152495,CAMK4,131,1.18726,42,-1.0324,25,-1.7885,69,-0.4145
ENSG00000134986,NREP,73,0.30304,36,-0.9058,29,-1.2099,73,0.34887
ENSG00000224032,EPB41L4A-AS1,59,-0.1184,85,0.50023,93,0.64161,52,-0.4383
ENSG00000134982,APC,72,-0.6803,125,0.34703,126,0.37120,110,0.24012
ENSG00000153037,SRP19,55,0.49388,34,-0.4208,34,-0.4188,41,-0.1679
ENSG00000129625,REEP5,579,0.96852,266,-0.6058,165,-1.3367,336,-0.3696
ENSG00000172795,DCP2,28,-0.0476,28,-0.0578,13,-1.1741,34,0.40430
ENSG00000047188,YTHDC2,27,1.02262,18,0.03892,2,-3.0276,15,-0.4633
ENSG00000080709,KCNN2,35,1.69271,13,-0.5100,7,-1.4853,11,-1.1962
ENSG00000152503,TRIM36,98,0.62208,32,-1.3115,36,-1.1400,79,0.11087
ENSG00000145780,FEM1C,20,0.48477,14,-0.2635,14,-0.1940,14,-0.2899
ENSG00000134970,TMED7,54,0.18198,70,0.55546,45,-0.1603,43,-0.3704
ENSG00000129596,CDO1,52,0.58145,58,0.57523,19,-1.1941,33,-0.4879
ENSG00000145782,ATG12,63,0.88782,36,-0.2726,30,-0.5741,34,-0.5825
ENSG00000177879,AP3S1,184,0.42753,159,0.06267,94,-0.7580,142,-0.1815
ENSG00000172869,DMXL1,23,0.38989,15,-0.4673,15,-0.4144,19,-0.0522
ENSG00000133835,HSD17B4,52,0.28527,48,0.05943,60,0.42014,38,-0.4903
ENSG00000205302,SNX2,61,1.14860,55,0.57523,23,-0.8147,22,-1.2559
ENSG00000151292,CSNK1G3,37,0.47170,28,-0.1294,25,-0.3098,27,-0.2848
ENSG00000155324,GRAMD2B,4,-2.3313,33,1.15430,30,1.00845,18,0.27014
ENSG00000164904,ALDH7A1,28,-1.0139,119,1.62135,81,0.91384,35,-0.6791
ENSG00000164902,PHAX,48,-0.0070,53,0.14231,29,-0.7968,52,0.20297
ENSG00000164241,C5orf63,11,-1.6363,60,1.32136,34,0.34340,31,0.24421
ENSG00000205279,CTXN3,33,0.89119,16,-0.5355,11,-1.0567,19,-0.3673
ENSG00000245937,LINC01184,23,-0.2796,25,-0.0238,21,-0.3020,30,0.36078
ENSG00000064651,SLC12A2,20,-1.2056,132,2.37803,81,1.35677,15,-1.8128
ENSG00000169567,HINT1,642,0.10070,439,-0.5315,504,-0.3126,662,0.20611
ENSG00000186687,LYRM7,38,-0.0138,39,0.02197,35,-0.1735,40,0.06968
ENSG00000158985,CDC42SE2,186,0.48428,151,0.00564,120,-0.3705,132,-0.3308
ENSG00000217128,FNIP1,27,0.77247,28,0.63256,19,-0.0250,11,-1.1305
ENSG00000164398,ACSL6,105,0.25967,91,-0.0296,43,-1.1895,97,0.11665
ENSG00000113522,RAD50,50,0.64607,44,0.25956,14,-1.5229,33,-0.3283
ENSG00000131437,KIF3A,336,1.03694,167,-0.4478,95,-1.3104,180,-0.4976
ENSG00000164402,SEPTIN8,154,-0.0924,297,1.04517,181,0.19199,127,-0.5664
ENSG00000198944,SOWAHA,124,-0.0175,119,-0.0792,83,-0.6437,138,0.26118
ENSG00000164405,UQCRQ,391,-0.4688,407,-0.3024,445,-0.1581,599,0.56392
ENSG00000072364,AFF4,52,0.55190,44,0.11638,20,-1.0962,37,-0.2482
ENSG00000170606,HSPA4,105,0.91668,77,0.11162,29,-1.3881,57,-0.5719
ENSG00000113583,C5orf15,44,0.93158,25,-0.2592,18,-0.7869,23,-0.5728
ENSG00000213585,VDAC1,400,1.12701,125,-1.1150,114,-1.2517,214,-0.4238
ENSG00000113558,SKP1,816,0.27390,616,-0.2551,530,-0.4928,726,0.01399
ENSG00000113575,PPP2CA,376,0.98827,208,-0.3038,140,-0.9204,197,-0.5830
ENSG00000119048,UBE2B,198,0.87071,107,-0.4052,73,-0.9968,117,-0.4015
ENSG00000237190,CDKN2AIPNL,51,0.34512,33,-0.4243,24,-0.9412,46,0.12101
ENSG00000043143,JADE2,77,0.59008,52,-0.2000,40,-0.6209,53,-0.2795
ENSG00000152700,SAR1B,48,0.42437,36,-0.1384,52,0.45466,31,-0.5698
ENSG00000164615,CAMLG,138,0.42688,82,-0.5201,89,-0.3989,111,-0.0772
ENSG00000145833,DDX46,33,0.75156,31,0.44369,17,-0.5485,17,-0.7728
ENSG00000181904,C5orf24,33,-0.0919,62,0.96173,24,-0.5620,32,-0.2221
ENSG00000113621,TXNDC15,50,0.12616,68,0.60873,31,-0.6659,44,-0.1803
ENSG00000113648,H2AFY,105,0.31633,106,0.24615,57,-0.7491,86,-0.1557
ENSG00000145824,CXCL14,122,0.19316,178,0.78600,71,-0.7020,97,-0.3379
ENSG00000120708,TGFBI,37,2.84508,0,-5.4561,0,-5.8068,7,-1.5664
ENSG00000152377,SPOCK1,276,0.71542,191,-0.1060,119,-0.8467,174,-0.3836
ENSG00000146021,KLHL3,27,0.87680,9,-1.0271,13,-0.5499,16,-0.3545
ENSG00000177733,HNRNPA0,149,0.31095,139,0.10921,94,-0.5047,122,-0.1590
ENSG00000031003,FAM13B,48,-0.0461,46,-0.0940,22,-1.2088,57,0.42352
ENSG00000112981,NME5,42,0.73534,38,0.34709,19,-0.7200,23,-0.6477
ENSG00000112983,BRD8,43,0.40346,33,-0.1686,26,-0.5308,34,-0.1306
ENSG00000094880,CDC23,20,-0.0137,34,0.91303,9,-1.2507,19,-0.0944
ENSG00000120709,FAM53C,42,0.41853,38,0.12768,36,0.04348,29,-0.4760
ENSG00000120733,KDM3B,43,0.64508,27,-0.2931,38,0.23583,25,-0.6330
ENSG00000132563,REEP2,302,0.33557,253,-0.0447,142,-0.9566,260,0.00062
ENSG00000120738,EGR1,84,0.98217,53,-0.0954,24,-1.3249,44,-0.5659
ENSG00000120705,ETF1,65,0.20980,68,0.21715,34,-0.8647,59,-0.0113
ENSG00000113013,HSPA9,248,0.55276,181,-0.1241,123,-0.7377,178,-0.2374
ENSG00000044115,CTNNA1,35,-0.8409,105,1.16436,80,0.68725,47,-0.2909
ENSG00000146006,LRRTM2,26,-0.6381,95,1.68405,13,-1.5163,35,-0.0939
ENSG00000120725,SIL1,45,0.72264,30,-0.1501,25,-0.4621,27,-0.4863
ENSG00000120727,PAIP2,113,0.00169,84,-0.4691,94,-0.2875,124,0.26819
ENSG00000170464,DNAJC18,41,0.43503,34,-0.0270,21,-0.7754,32,-0.1476
ENSG00000131508,UBE2D2,142,0.49646,91,-0.3618,67,-0.8291,111,-0.0729
ENSG00000171604,CXXC5,169,0.25058,183,0.31347,110,-0.4969,140,-0.1960
ENSG00000146005,PSD2,26,-0.7517,68,0.95762,50,0.41383,37,-0.0673
ENSG00000185129,PURA,24,0.06034,14,-0.8003,25,0.10147,25,0.16067
ENSG00000182700,IGIP,56,-0.2860,94,0.62671,50,-0.4029,67,0.09657
ENSG00000120306,CYSTM1,68,-0.0938,58,-0.3263,67,-0.1035,78,0.24158
ENSG00000113068,PFDN1,76,0.00732,60,-0.3628,59,-0.3791,83,0.25994
ENSG00000131503,ANKHD1,35,0.42944,38,0.44807,31,0.13175,21,-0.6902
ENSG00000213523,SRA1,35,-0.2686,40,-0.0032,24,-0.8167,48,0.49261
ENSG00000113108,APBB3,64,1.52417,16,-1.2488,20,-0.9427,24,-0.9064
ENSG00000176087,SLC35A4,23,0.36673,39,1.21400,18,-0.0766,12,-1.0604
