Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000114439,BBX,101,1.40206,115,1.63102,24,-1.1522,37,-0.3093,41,-0.0772,29,-0.6706
ENSG00000196776,CD47,83,-0.7510,200,0.62731,110,-0.4275,124,-0.1644,123,-0.1507,202,0.73447
ENSG00000114446,IFT57,45,0.16089,10,-2.1090,39,-0.0867,48,0.33568,27,-0.6463,53,0.46206
ENSG00000198919,DZIP3,0,-7.5401,32,-1.1214,64,-0.0780,69,0.05252,139,1.20128,83,0.39465
ENSG00000240891,PLCXD2,0,-5.3036,1,-3.2061,31,2.43843,5,-1.5607,0,-7.1540,13,-0.1212
ENSG00000144827,ABHD10,26,-1.0752,35,-0.6516,58,0.19732,46,-0.2587,51,-0.0429,77,0.66344
ENSG00000144834,TAGLN3,39,-3.5133,64,-2.8101,447,0.15249,378,-0.1855,654,0.72612,662,0.84786
ENSG00000091972,CD200,0,-8.4007,40,-1.6673,109,-0.2252,132,0.16190,138,0.19737,224,1.14257
ENSG00000144848,ATG3,28,-0.8507,126,1.55690,36,-0.6173,48,-0.0536,72,0.59484,39,-0.4035
ENSG00000138459,SLC35A5,0,-6.4436,74,1.43553,27,-0.3112,38,0.41097,5,-2.5203,36,0.24559
ENSG00000163608,NEPRO,0,-5.7984,23,0.27964,16,-0.3708,21,0.12165,22,0.15630,31,0.82795
ENSG00000072858,SIDT1,0,-6.0617,3,-2.8836,16,-0.7516,32,0.60328,32,0.48172,44,1.15879
ENSG00000176542,USF3,9,-1.2185,11,-0.9358,18,-0.3211,20,-0.0412,21,0.02357,38,1.11288
ENSG00000121579,NAA50,4,-3.2577,30,-0.3985,31,-0.4556,70,1.29593,25,-0.6371,35,-0.1404
ENSG00000114573,ATP6V1A,2,-7.1883,55,-2.3963,255,-0.1440,290,0.11953,432,0.74478,446,0.90760
ENSG00000184307,ZDHHC23,0,-6.1588,2,-3.5305,25,0.01547,11,-1.3974,38,0.64743,64,1.84578
ENSG00000172020,GAP43,83,-3.0285,66,-3.3515,602,-0.0933,607,-0.0656,1188,1.04020,988,0.82760
ENSG00000185565,LSAMP,11,-3.9754,79,-1.1094,173,0.10912,224,0.63255,125,-0.4271,197,0.31687
ENSG00000144847,IGSF11,14,-0.5137,48,1.43979,8,-1.7490,25,0.44258,49,1.45978,12,-0.8319
ENSG00000113845,TIMMDC1,0,-7.1012,64,0.43118,35,-0.6566,89,1.30799,29,-0.8258,44,-0.1986
ENSG00000138495,COX17,122,0.94616,106,0.71443,30,-1.5106,98,0.75832,126,1.00194,23,-1.7185
ENSG00000082701,GSK3B,20,-1.9819,21,-1.8956,65,-0.3313,98,0.51040,80,0.07946,119,0.81056
ENSG00000163428,LRRC58,0,-6.3117,79,1.72880,24,-0.3321,24,-0.2849,21,-0.4833,35,0.38562
ENSG00000163430,FSTL1,242,4.08539,8,-1.9836,9,-2.2675,35,0.14089,0,-8.3744,1,-4.7010
ENSG00000065518,NDUFB4,366,1.01323,188,-0.0690,108,-1.1574,251,0.49203,316,0.76663,152,-0.4336
ENSG00000144840,RABL3,55,0.95906,27,-0.1682,25,-0.3886,41,0.59056,18,-0.7986,21,-0.6260
ENSG00000145087,STXBP5L,0,-7.4586,3,-4.1225,77,0.44764,57,-0.1981,31,-1.0730,122,1.24963
ENSG00000173230,GOLGB1,106,0.71514,50,-0.4640,81,0.39664,61,-0.1967,39,-0.8428,56,-0.3232
ENSG00000163406,SLC15A2,24,0.10512,5,-2.1886,15,-0.7691,50,1.88663,9,-1.2998,10,-1.2645
ENSG00000114023,FAM162A,57,-0.8926,61,-0.8000,91,-0.2521,115,0.22378,181,0.92095,111,0.14383
ENSG00000114030,KPNA1,42,-0.3882,40,-0.4800,42,-0.4962,42,-0.4629,106,1.09296,83,0.77512
ENSG00000173175,ADCY5,41,-0.4834,40,-0.5130,87,1.09378,49,-0.2726,10,-2.5167,44,-0.4088
ENSG00000206527,HACD2,29,-1.3243,60,-0.2569,60,-0.3528,73,0.07024,71,0.00716,115,0.88665
ENSG00000065534,MYLK,193,2.65468,111,1.53992,21,-1.3510,39,-0.2085,0,-8.7857,10,-2.3049
ENSG00000160145,KALRN,0,-8.4923,11,-3.6236,153,0.37912,89,-0.6743,236,0.97565,213,0.91569
ENSG00000082781,ITGB5,212,3.38148,30,-0.2847,17,-1.4227,36,0.00388,0,-7.5073,7,-2.4263
ENSG00000163848,ZNF148,0,-6.7932,34,-0.2293,36,-0.1910,51,0.52150,64,0.78106,39,-0.0291
ENSG00000114520,SNX4,0,-6.4995,51,0.73344,26,-0.4314,43,0.60343,37,0.23008,32,-0.0207
ENSG00000114544,SLC41A3,62,-0.9065,42,-1.4774,72,-0.8530,137,0.41092,191,0.86917,172,0.78152
ENSG00000144908,ALDH1L1,17,-0.5937,5,-2.2536,20,-0.4607,53,1.74828,17,-0.6125,11,-1.3320
ENSG00000159685,CHCHD6,11,-2.0811,20,-1.1503,21,-1.3606,57,0.54045,148,2.09878,45,0.03295
ENSG00000114554,PLXNA1,0,-7.0985,2,-4.2013,65,0.64352,56,0.24818,24,-1.0884,68,0.58897
ENSG00000163870,TPRA1,58,1.11185,44,0.66136,21,-0.6658,28,-0.1057,34,0.22921,24,-0.3256
ENSG00000114631,PODXL2,15,-3.5669,58,-1.6425,217,0.55119,270,0.96943,30,-2.6101,135,-0.3996
ENSG00000114626,ABTB1,110,1.25116,33,-0.6950,44,-0.3262,47,-0.1767,32,-0.7000,63,0.34966
ENSG00000074416,MGLL,349,1.89419,66,-0.8536,126,0.20271,114,-0.0122,13,-3.1892,52,-1.2820
ENSG00000058262,SEC61A1,120,1.06895,57,-0.1529,59,-0.1153,61,-0.0463,44,-0.5434,54,-0.2298
ENSG00000175792,RUVBL1,0,-5.8909,14,-0.6542,20,-0.1316,27,0.47039,1,-3.7634,39,1.15353
ENSG00000163902,RPN1,33,-0.8793,96,0.79139,36,-0.9327,99,1.12385,17,-1.8170,57,-0.0333
ENSG00000075785,RAB7A,141,-0.4427,178,-0.0783,152,-0.4350,228,0.38501,197,0.07861,222,0.29627
ENSG00000177646,ACAD9,44,1.09830,14,-0.7105,14,-0.8954,25,0.19393,21,-0.1255,30,0.49284
ENSG00000240682,ISY1,0,-5.6593,13,-0.4760,19,0.11224,21,0.35706,7,-1.2922,27,0.74483
ENSG00000273437,AC108673.3,0,-5.4727,2,-2.7168,19,0.39436,27,1.15753,1,-3.7904,14,-0.1274
ENSG00000169714,CNBP,264,0.73261,196,0.24664,123,-0.6271,198,0.33655,144,-0.2387,160,-0.0802
ENSG00000181789,COPG1,79,0.05493,42,-0.9009,69,-0.2128,81,0.09813,52,-0.5861,113,0.70462
ENSG00000183624,HMCES,0,-6.2120,13,-1.1061,23,-0.2612,24,-0.1340,47,0.94618,45,0.97249
ENSG00000184897,H1FX,303,0.70435,109,-0.9043,168,-0.3135,249,0.48011,142,-0.4925,188,-0.0737
ENSG00000129071,MBD4,38,0.10983,38,0.08754,28,-0.4690,25,-0.6074,35,-0.0167,63,1.06671
ENSG00000163913,IFT122,0,-6.4504,5,-2.6170,28,-0.2287,37,0.36056,48,0.68890,48,0.79605
ENSG00000004399,PLXND1,211,2.27680,30,-0.9576,43,-0.5491,31,-1.0690,9,-2.7663,84,0.69433
ENSG00000172765,TMCC1,33,0.28717,23,-0.2746,24,-0.3244,33,0.35215,28,0.01138,27,-0.0440
ENSG00000196455,PIK3R4,0,-5.8609,15,-0.4383,24,0.30110,19,-0.1715,29,0.52484,26,0.41322
ENSG00000017260,ATP2C1,11,-3.5483,88,-0.5552,148,0.35853,125,-0.0241,61,-1.1170,195,0.78498
ENSG00000198585,NUDT16,0,-6.6512,61,0.86583,36,-1.9735,30,-0.3148,26,-0.4884,54,0.74804
ENSG00000114686,MRPL3,27,-0.8637,39,-0.2847,39,-0.3878,57,0.38015,14,-1.8215,80,0.95120
ENSG00000196353,CPNE4,0,-7.0304,7,-2.6873,85,1.62482,35,-0.5289,0,-8.0750,54,0.23721
ENSG00000138246,DNAJC13,65,1.29077,10,-1.5832,28,-0.1178,25,-0.2968,23,-0.3806,34,0.27153
ENSG00000081307,UBA5,0,-5.9574,21,-0.0399,15,-0.8008,27,0.37526,50,1.33490,27,0.37450
ENSG00000144868,TMEM108,0,-6.1370,17,-0.5873,22,-0.2304,34,0.64976,7,-1.8974,42,0.92781
ENSG00000091527,CDV3,47,-0.1473,68,0.44395,47,-0.1887,47,-0.1617,67,0.40476,53,0.05647
ENSG00000163781,TOPBP1,0,-5.7390,3,-2.7766,26,0.71011,19,0.01545,19,0.05487,22,0.29448
ENSG00000091513,TF,8,-4.7990,2261,6.77931,40,-2.8415,11,-4.6233,0,-11.014,11,-4.4329
ENSG00000144867,SRPRB,36,-0.1403,38,-0.0372,27,-0.7285,45,0.28035,47,0.27438,53,0.52428
ENSG00000154917,RAB6B,100,-2.4072,62,-3.1043,516,0.07737,500,0.00758,604,0.30489,823,0.92615
ENSG00000114019,AMOTL2,64,1.31759,128,2.66933,12,-1.5581,19,-0.7624,24,-0.2834,12,-1.4103
ENSG00000129055,ANAPC13,97,0.35435,35,-1.2195,67,-0.2814,88,0.25686,54,-0.5455,104,0.52403
ENSG00000182923,CEP63,0,-5.3693,40,1.66993,10,-0.7091,7,-1.1582,29,1.14197,21,0.67617
ENSG00000174579,MSL2,32,0.66970,29,0.54284,16,-0.4819,28,0.57798,0,-7.7243,20,-0.0661
ENSG00000168917,SLC35G2,0,-5.5908,3,-2.3193,10,-0.9346,41,2.11337,0,-5.2781,18,0.13413
ENSG00000158092,NCK1,0,-5.4354,17,0.11219,17,0.19931,25,1.01577,1,-3.4209,12,-0.3866
ENSG00000114098,ARMC8,0,-6.9506,33,-0.4485,42,-0.1274,48,0.14286,18,-1.3125,85,1.22434
ENSG00000158186,MRAS,24,-1.9044,37,-1.2606,66,-0.5444,103,0.36983,225,1.61818,85,-0.0154
ENSG00000051382,PIK3CB,0,-7.5447,25,-1.4877,78,0.34102,73,0.16281,81,0.29364,84,0.39610
ENSG00000175110,MRPS22,0,-6.3574,34,0.25403,24,-0.4185,43,0.80531,20,-0.5642,36,0.34725
ENSG00000184432,COPB2,78,0.91824,42,-0.0845,29,-0.8273,51,0.28980,25,-0.8484,57,0.47070
ENSG00000114115,RBP1,82,1.78187,68,1.42321,24,-0.3242,25,-0.2185,2,-3.7002,8,-1.9014
ENSG00000158258,CLSTN2,90,0.13967,14,-2.6619,164,1.94333,17,-2.5876,0,-7.9878,91,0.17333
ENSG00000114120,SLC25A36,0,-7.6573,44,-0.7576,76,0.12037,72,-0.0039,25,-1.6219,139,1.22266
ENSG00000155893,PXYLP1,0,-5.7649,6,-1.7184,14,-0.6475,24,0.42489,39,1.15090,29,0.75526
ENSG00000177311,ZBTB38,103,0.88136,64,0.10932,38,-0.8750,65,0.15576,61,0.03423,71,0.29544
ENSG00000155903,RASA2,0,-5.6961,14,-0.3527,18,-0.0726,18,-0.0192,27,0.60834,27,0.66150
ENSG00000114125,RNF7,138,0.80032,61,-0.4931,65,-0.5248,88,0.08010,88,0.06674,100,0.29714
ENSG00000069849,ATP1B3,280,1.73213,41,-1.3495,78,-0.5202,130,0.52098,24,-2.1069,79,-0.4094
ENSG00000114126,TFDP2,0,-5.8985,17,-0.2913,27,0.56671,27,0.48567,20,-0.0517,13,-0.7695
ENSG00000175054,ATR,33,0.89078,11,-0.7975,19,-0.0136,14,-0.5686,21,0.16009,23,0.31374
ENSG00000144935,TRPC1,41,0.12514,18,-1.0938,36,-0.0939,38,0.02202,25,-0.6509,55,0.67729
ENSG00000163714,U2SURP,64,0.03705,77,0.33935,60,-0.0709,66,0.12274,42,-0.6212,62,0.00283
ENSG00000175040,CHST2,0,-6.5792,5,-2.8819,32,-0.1377,40,0.29267,47,0.51098,55,0.88542
ENSG00000114698,PLSCR4,40,1.26338,20,0.09926,18,-0.0288,26,0.68966,3,-2.3814,4,-2.4037
ENSG00000163754,GYG1,60,0.68907,30,-0.3973,34,-0.2861,60,0.90002,0,-8.4487,31,-0.3820
ENSG00000071794,HLTF,48,0.70840,17,-0.9225,15,-1.3778,47,0.86806,63,1.14668,22,-0.5838
ENSG00000163755,HPS3,0,-5.4707,23,0.60367,13,-0.2923,23,0.79249,0,-4.9627,20,0.47681
ENSG00000169908,TM4SF1,877,7.22425,5,-4.0040,6,-4.0920,8,-3.6080,0,-9.6124,3,-4.6909
ENSG00000114744,COMMD2,0,-5.9274,24,0.17973,24,0.22657,37,1.13524,3,-2.6344,13,-0.8652
ENSG00000082996,RNF13,114,0.65581,258,2.11349,44,-1.0667,69,-0.1762,53,-0.5581,52,-0.6402
ENSG00000070087,PFN2,76,-2.0266,90,-1.7693,189,-0.8481,335,0.28217,831,1.78081,363,0.39622
ENSG00000196428,TSC22D2,72,0.45923,28,-1.0117,52,-0.0877,41,-0.4727,28,-0.9839,93,1.01737
ENSG00000120742,SERP1,235,1.35729,74,-0.5111,62,-1.0100,135,0.52534,114,0.15203,85,-0.3420
ENSG00000144895,EIF2A,125,1.75452,27,-0.7544,27,-0.9444,46,0.06065,67,0.65531,33,-0.4895
ENSG00000198843,SELENOT,45,-1.7628,124,-0.2400,124,-0.3224,194,0.59900,65,-1.2279,212,0.68996
ENSG00000181788,SIAH2,84,1.39455,5,-2.8567,28,-0.4761,38,0.13651,43,0.30261,35,-0.0563
ENSG00000144893,MED12L,0,-5.5297,2,-2.6090,19,0.32943,18,0.22792,5,-1.5642,28,1.00842
ENSG00000152601,MBNL1,127,0.61562,67,-0.3898,71,-0.4227,79,-0.1800,111,0.39041,108,0.38755
ENSG00000181467,RAP2B,0,-7.0291,10,-2.3275,38,-0.4404,39,-0.3155,75,0.74903,104,1.54465
ENSG00000174953,DHX36,25,-0.9760,20,-1.3277,44,-0.1746,53,0.19917,38,-0.3456,77,0.88954
ENSG00000174928,C3orf33,0,-5.7318,6,-1.7191,19,0.06109,20,0.15797,40,1.22567,20,0.15567
ENSG00000169359,SLC33A1,29,0.38480,25,0.12596,14,-0.9349,30,0.51518,16,-0.5518,30,0.45589
ENSG00000163655,GMPS,32,0.18906,22,-0.4038,22,-0.5198,39,0.66821,23,-0.2937,28,0.01301
ENSG00000169282,KCNAB1,50,-0.2043,24,-1.3098,60,0.10957,88,0.91465,9,-2.7330,48,-0.2767
ENSG00000114850,SSR3,48,-0.4341,86,0.46371,53,-0.3777,85,0.56515,47,-0.4644,60,-0.1185
ENSG00000163660,CCNL1,71,1.84090,27,0.19965,21,-0.2353,13,-0.9978,1,-4.1961,31,0.44249
ENSG00000174891,RSRC1,20,-0.7710,31,-0.0834,37,0.24698,27,-0.3441,53,0.74537,31,-0.0942
ENSG00000178053,MLF1,0,-6.2820,2,-3.3534,23,-0.3585,28,0.03722,50,0.95796,51,1.13028
ENSG00000168827,GFM1,0,-6.5314,32,-0.0596,23,-0.7039,46,0.67401,62,1.01782,36,0.14681
ENSG00000118855,MFSD1,46,1.36936,22,0.14536,13,-0.8742,32,0.95504,0,-7.6704,13,-0.6775
ENSG00000180044,C3orf80,15,-1.3703,1,-4.5653,49,0.63552,21,-0.9792,38,0.04224,66,1.06365
ENSG00000068885,IFT80,0,-6.6167,40,0.22602,36,0.08572,22,-0.8581,31,-0.1798,69,1.27852
ENSG00000186432,KPNA4,20,-1.8591,47,-0.5739,68,-0.0042,68,0.01170,90,0.45362,91,0.52166
ENSG00000163590,PPM1L,0,-7.7797,19,-2.0917,89,0.26968,87,0.19841,38,-1.1000,135,0.99690
ENSG00000169255,B3GALNT1,0,-7.5270,9,-2.8426,51,-0.5244,111,1.11345,64,-0.0439,91,0.57052
ENSG00000169251,NMD3,68,1.55061,15,-0.8763,25,-0.1134,19,-0.5988,21,-0.3795,29,0.14122
ENSG00000121871,SLITRK3,0,-5.7727,2,-3.0533,14,-0.6101,33,1.14429,47,1.45763,13,-0.5976
ENSG00000114209,PDCD10,24,-0.1568,36,0.44137,18,-0.7744,37,0.64281,10,-1.4013,35,0.43603
ENSG00000163536,SERPINI1,34,-3.8973,207,-1.2789,433,-0.2138,494,0.05618,456,-0.0793,921,1.23431
ENSG00000173905,GOLIM4,78,0.92553,55,0.34515,37,-0.3530,64,0.76785,20,-1.2038,18,-1.4581
ENSG00000008952,SEC62,299,-0.2500,591,0.83979,350,-0.0067,362,0.05738,213,-0.7708,313,-0.1960
ENSG00000173889,PHC3,0,-6.1348,33,0.45961,19,-0.5301,43,1.18873,25,0.00463,17,-0.6214
ENSG00000163558,PRKCI,33,-0.8278,15,-1.9487,43,-0.5644,74,0.56071,66,0.24349,84,0.72790
ENSG00000136603,SKIL,109,1.53620,21,-1.0750,37,-0.3265,30,-0.6741,48,0.15887,52,0.32165
ENSG00000013297,CLDN11,59,-0.8439,1075,6.26462,15,-3.2277,8,-3.9503,0,-9.9969,3,-5.2874
ENSG00000013293,SLC7A14,0,-7.3161,21,-1.4953,45,-0.4644,72,0.47005,150,1.61278,58,0.02185
ENSG00000163584,RPL22L1,74,1.87434,29,0.24203,10,-1.5688,26,0.12730,50,1.15636,10,-1.3380
ENSG00000154310,TNIK,14,-1.7179,32,-0.5378,56,0.48135,60,0.58280,13,-1.8760,40,-0.2271
ENSG00000144959,NCEH1,0,-6.4796,6,-3.3976,51,-0.5577,57,-0.2746,147,1.29747,136,1.35345
ENSG00000169760,NLGN1,0,-6.4379,29,-0.0785,29,-0.1206,33,0.10744,30,-0.0481,48,0.81018
ENSG00000177565,TBL1XR1,8,-3.8795,75,-0.6359,98,-0.2947,149,0.56168,138,0.32570,147,0.47048
ENSG00000172667,ZMAT3,21,-2.3630,59,-0.8486,104,0.01050,137,0.57953,84,-0.3121,123,0.31200
ENSG00000121879,PIK3CA,0,-6.3081,24,-0.2719,31,0.20976,40,0.71570,10,-1.5103,30,0.11225
ENSG00000121864,ZNF639,37,0.35798,28,-0.0798,32,0.14349,19,-0.7649,35,0.26195,35,0.30723
ENSG00000171109,MFN1,0,-5.4601,23,0.65888,13,-0.3545,23,0.79372,12,-0.4195,15,-0.0549
ENSG00000114450,GNB4,108,1.56347,31,-0.4910,68,1.20044,24,-0.9864,0,-7.7723,12,-1.9769
ENSG00000136522,MRPL47,41,0.10975,37,-0.0388,29,-0.5729,49,0.51058,33,-0.1970,42,0.15717
ENSG00000136521,NDUFB5,138,0.25007,72,-0.7605,89,-0.5681,158,0.60146,143,0.30925,115,-0.0469
ENSG00000114757,PEX5L,0,-8.8450,189,0.21284,138,-0.3696,153,-0.1425,172,0.06008,305,1.14711
ENSG00000163728,TTC14,39,0.07590,41,0.13895,35,-0.1031,37,-0.0014,12,-1.7042,51,0.55389
ENSG00000114416,FXR1,17,-2.0462,99,0.62648,58,-0.2998,79,0.34253,57,-0.2523,79,0.30870
ENSG00000205981,DNAJC19,170,1.22705,34,-1.2868,60,-0.5947,76,-0.1034,106,0.44198,93,0.25940
ENSG00000242808,SOX2-OT,0,-8.6451,1187,4.57302,53,-1.8257,88,-0.8820,34,-2.1590,16,-3.3585
ENSG00000181449,SOX2,0,-7.6120,92,0.43560,74,0.12813,129,1.35148,31,-1.2453,17,-2.2580
ENSG00000043093,DCUN1D1,0,-6.8280,65,0.75671,38,-0.1628,36,-0.2399,37,-0.1564,64,0.82608
ENSG00000078070,MCCC1,0,-5.5907,28,0.79317,9,-1.1119,25,0.77463,33,1.08229,15,-0.1854
ENSG00000114796,KLHL24,19,-1.2134,95,1.35298,33,-0.4693,58,0.66014,21,-1.0585,30,-0.5299
ENSG00000163872,YEATS2,0,-7.1616,30,-0.8215,46,-0.2240,70,0.61889,34,-0.6485,79,0.79257
ENSG00000180834,MAP6D1,0,-6.7651,235,3.45783,12,-2.0567,15,-1.6098,54,0.51177,42,0.12402
ENSG00000175193,PARL,0,-6.1398,33,0.45170,24,-0.1139,27,0.15236,24,-0.0312,33,0.49682
ENSG00000114770,ABCC5,0,-7.3308,31,-0.9630,59,0.05031,51,-0.2159,89,0.69750,91,0.82993
ENSG00000145191,EIF2B5,0,-6.7222,26,-0.5620,33,-0.2502,58,0.89609,18,-1.1502,51,0.52085
ENSG00000161202,DVL3,0,-6.6584,37,0.03190,39,0.19770,36,0.02588,46,0.38583,41,0.23059
ENSG00000161203,AP2M1,388,-0.4694,227,-1.2823,476,-0.2079,510,-0.0589,771,0.61493,743,0.62414
ENSG00000161204,ABCF3,0,-6.6348,24,-0.5873,32,-0.2029,42,0.32583,17,-1.1232,65,1.13000
ENSG00000145198,VWA5B2,0,-6.5162,16,-1.0357,49,0.98628,26,-0.4006,15,-1.1415,43,0.47697
ENSG00000163888,CAMK2N2,0,-8.0716,23,-2.1422,84,-0.2960,181,1.38966,75,-0.3853,92,-0.0831
ENSG00000175166,PSMD2,34,-1.9135,49,-1.3723,116,-0.1004,142,0.31416,175,0.58497,154,0.42323
ENSG00000114867,EIF4G1,111,0.76762,51,-0.4573,49,-0.6754,75,0.17759,38,-0.8955,101,0.69882
ENSG00000175182,FAM131A,0,-9.4850,33,-3.0379,322,0.50791,215,-0.3451,200,-0.3932,466,1.10486
ENSG00000163882,POLR2H,49,-0.1458,36,-0.6082,55,0.08111,68,0.47222,11,-2.3739,60,0.21510
ENSG00000090539,CHRD,32,-0.2657,4,-3.3766,36,-0.1576,50,0.49753,29,-0.4238,53,0.56270
ENSG00000177383,MAGEF1,18,-1.7049,35,-0.7373,44,-0.4857,80,0.71664,73,0.40989,67,0.28895
ENSG00000156931,VPS8,17,-0.7209,15,-0.8698,32,0.36072,24,-0.2078,17,-0.7099,38,0.60080
ENSG00000187068,C3orf70,2,-3.8536,26,-0.5674,32,-0.3493,55,0.77029,48,0.36650,43,0.19917
ENSG00000073803,MAP3K13,28,-0.6935,42,-0.0647,59,0.68923,49,0.23426,5,-3.2223,34,-0.4314
ENSG00000163900,TMEM41A,17,0.07026,25,0.67149,15,-0.1988,14,-0.3103,11,-0.5812,21,0.44326
ENSG00000163904,SENP2,43,-0.2559,46,-0.1618,39,-0.5308,42,-0.3360,88,0.89208,74,0.68836
ENSG00000136527,TRA2B,170,1.36724,68,-0.1533,46,-0.9532,78,0.09953,59,-0.3688,90,0.32462
ENSG00000244405,ETV5,45,-0.7666,38,-0.9974,89,0.42369,72,-0.0311,48,-0.6554,90,0.35541
ENSG00000058866,DGKG,47,0.72200,3,-3.0746,31,0.05894,27,-0.2126,46,0.68426,30,-0.0110
ENSG00000090520,DNAJB11,51,0.85377,46,0.67932,26,-0.2589,19,-0.7810,34,0.19334,32,0.13890
ENSG00000156976,EIF4A2,400,-0.7869,271,-1.3733,619,-0.1566,726,0.16748,870,0.42499,900,0.53949
ENSG00000073849,ST6GAL1,218,2.49428,29,-0.9198,49,-0.1599,25,-1.2845,2,-4.5300,58,0.15359
ENSG00000157005,SST,3,-5.2877,21,-2.7236,37,-2.2869,474,4.44251,0,-9.1229,9,-4.0113
ENSG00000113916,BCL6,24,-0.4172,23,-0.4862,26,-0.3658,55,1.25963,9,-1.8633,24,-0.4522
ENSG00000145012,LPP,171,3.91001,17,-0.5271,16,-0.8489,8,-1.8715,0,-7.9469,9,-1.5956
ENSG00000152492,CCDC50,59,0.84689,59,0.84805,30,-0.2858,48,0.62417,7,-2.2503,14,-1.4133
ENSG00000114279,FGF12,0,-8.7480,29,-2.5130,183,0.38177,211,0.63194,124,-0.3405,169,0.15411
ENSG00000180611,MB21D2,0,-5.7117,10,-0.9592,25,0.71210,20,0.16986,31,0.81678,10,-0.9711
ENSG00000127249,ATP13A4,0,-5.6348,5,-1.8907,17,-0.0268,35,1.57342,8,-1.0613,11,-0.7650
ENSG00000198836,OPA1,18,-2.8582,45,-1.5843,115,-0.2129,151,0.33693,241,1.03978,155,0.34940
ENSG00000114315,HES1,279,4.04346,10,-1.9809,20,-1.2064,17,-1.3808,23,-0.7918,8,-2.4128
ENSG00000133657,ATP13A3,83,1.26225,16,-1.2795,30,-0.5207,28,-0.5719,63,0.79158,48,0.38700
ENSG00000041802,LSG1,0,-5.3463,24,0.84710,16,0.19845,14,0.03703,10,-0.5368,15,0.12294
ENSG00000114331,ACAP2,39,0.63364,43,0.79866,21,-0.4056,19,-0.5785,24,-0.1107,32,0.37277
ENSG00000184203,PPP1R2,0,-7.3817,28,-1.1589,49,-0.3906,87,0.78528,93,0.71015,68,0.22906
ENSG00000189058,APOD,4013,3.51558,1679,1.57624,321,-1.3553,218,-1.8741,78,-3.1835,79,-3.2733
ENSG00000061938,TNK2,22,-2.1256,98,0.11263,106,0.34314,90,-0.0312,81,-0.1932,100,0.15749
ENSG00000072274,TFRC,45,0.29101,17,-1.1449,27,-0.6709,59,0.95018,17,-1.1885,43,0.24239
ENSG00000161217,PCYT1A,0,-5.7990,37,1.01686,19,-0.0817,30,0.90288,7,-1.5363,13,-0.7272
ENSG00000213123,TCTEX1D2,0,-6.2531,7,-1.8983,22,-0.4201,36,0.59802,75,1.70745,22,-0.3125
ENSG00000163960,UBXN7,0,-5.8955,21,0.02701,25,0.38979,19,-0.2163,12,-0.8646,31,0.71686
ENSG00000163961,RNF168,0,-6.0592,33,0.50603,27,0.28496,32,0.57972,3,-2.7011,23,-0.0766
ENSG00000174013,FBXO45,0,-6.4721,32,0.03879,28,-0.2602,57,1.26779,12,-1.4915,27,-0.2675
ENSG00000163964,PIGX,12,-1.8196,30,-0.4271,35,-0.2581,45,0.27397,57,0.57350,50,0.41317
ENSG00000180370,PAK2,61,0.69380,58,0.59844,37,-0.1379,31,-0.4724,9,-2.2040,54,0.54029
ENSG00000119231,SENP5,27,-0.9539,28,-0.8740,56,0.23925,54,0.11958,33,-0.6611,66,0.46678
ENSG00000114503,NCBP2,18,-1.2834,26,-0.6959,32,-0.5333,66,0.95222,64,0.67557,34,-0.3550
ENSG00000270170,NCBP2AS2,33,0.02706,19,-0.8574,17,-1.1869,52,0.96866,52,0.74820,31,-0.0693
ENSG00000119227,PIGZ,0,-5.3284,7,-0.9991,15,0.07225,15,0.18252,17,0.33890,20,0.59573
ENSG00000228109,MELTF-AS1,0,-5.4217,12,-0.2925,14,-0.2109,21,0.70760,2,-2.4847,24,0.80278
ENSG00000075711,DLG1,39,-1.1201,150,0.98482,66,-0.4364,85,0.06489,94,0.21304,90,0.17033
ENSG00000161267,BDH1,0,-6.2573,26,-0.0645,19,-0.7399,45,1.07617,9,-1.6209,40,0.71370
ENSG00000145016,RUBCN,0,-6.7186,29,-0.3909,39,0.06982,44,0.29406,10,-1.9252,63,0.93513
ENSG00000122068,FYTTD1,116,1.48697,25,-0.9676,26,-1.1503,54,0.27961,50,0.07783,55,0.25837
ENSG00000186001,LRCH3,23,0.17978,47,1.30513,14,-0.7851,27,0.51734,0,-7.6593,22,0.08344
ENSG00000182899,RPL35A,2489,2.08340,1250,0.83675,527,-0.6960,566,-0.5091,648,-0.2184,376,-1.1228
ENSG00000182903,ZNF721,0,-5.9958,21,-0.9018,38,0.04918,54,0.76520,31,-0.2672,40,0.12790
ENSG00000174227,PIGG,0,-5.9173,49,1.36227,17,-0.4133,21,-0.0327,17,-0.3408,29,0.52397
ENSG00000273238,TMEM271,0,-7.8928,10,-3.0884,86,0.00901,75,-0.2504,180,1.22187,134,0.81655
ENSG00000169020,ATP5ME,497,0.04849,1263,1.61783,292,-0.9806,508,0.09988,702,0.60316,316,-0.7059
ENSG00000185619,PCGF3,0,-6.4719,34,0.12311,29,-0.1691,31,-0.0554,38,0.29082,49,0.79893
ENSG00000168993,CPLX1,46,-2.0929,24,-3.0044,230,0.52709,265,0.76364,39,-2.3207,187,0.03317
