Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000159111,MRPL10,44,-0.0077,50,0.19313,39,-0.2222,46,0.08177
ENSG00000141295,SCRN2,22,0.22111,15,-0.4248,13,-0.7170,24,0.47892
ENSG00000264920,AC018521.5,52,0.26146,52,0.22087,48,0.11870,37,-0.4441
ENSG00000167182,SP2,14,0.21495,8,-0.6705,12,-0.1145,13,0.17160
ENSG00000108439,PNPO,45,0.01751,56,0.36647,52,0.28717,36,-0.4645
ENSG00000108465,CDK5RAP3,47,0.06217,28,-0.7874,44,-0.0823,52,0.30642
ENSG00000082641,NFE2L1,110,-0.3337,122,-0.1168,170,0.52751,122,-0.1568
ENSG00000108468,CBX1,68,-0.1076,76,0.07543,84,0.28291,67,-0.1920
ENSG00000002919,SNX11,14,-0.1728,12,-0.3895,18,0.31267,15,0.03479
ENSG00000136436,CALCOCO2,31,1.00309,17,-0.2329,21,0.21509,11,-1.1561
ENSG00000159199,ATP5MC1,278,-0.3331,406,0.33106,230,-0.6737,413,0.53805
ENSG00000159202,UBE2Z,84,-0.4008,66,-0.7406,165,0.96608,91,-0.3155
ENSG00000159210,SNF8,59,-0.1310,96,0.71299,59,-0.1356,58,-0.1936
ENSG00000198740,ZNF652,25,1.16819,8,-0.9317,17,0.31355,8,-1.1820
ENSG00000167085,PHB,78,-0.0593,106,0.46002,60,-0.5323,87,0.18849
ENSG00000121067,SPOP,50,-0.2471,52,-0.1432,68,0.35789,55,-0.0502
ENSG00000121073,SLC35B1,34,-0.5220,41,-0.1533,37,-0.3786,60,0.70068
ENSG00000121104,FAM117A,7,-0.7637,8,-0.4336,9,-0.3523,15,0.92887
ENSG00000136504,KAT7,29,-0.4197,53,0.64729,41,0.22281,33,-0.2352
ENSG00000005884,ITGA3,12,-0.6319,16,-0.1725,21,0.38023,19,0.19934
ENSG00000005882,PDK2,84,-0.7414,144,0.20869,104,-0.3635,165,0.65779
ENSG00000167100,SAMD14,21,-0.6529,54,1.00862,20,-0.7321,35,0.35797
ENSG00000108819,PPP1R9B,116,0.28526,110,0.14841,120,0.34046,74,-0.6424
ENSG00000108826,MRPL27,125,0.48287,95,-0.0476,94,-0.0866,84,-0.3382
ENSG00000108829,LRRC59,24,-0.1809,14,-1.0048,26,-0.0379,33,0.51263
ENSG00000136444,RSAD1,11,-1.1985,25,0.27649,15,-0.5915,31,0.99464
ENSG00000006282,SPATA20,57,0.34097,45,-0.1163,48,0.00595,43,-0.2462
ENSG00000006283,CACNA1G,4,-1.7602,22,0.87016,17,0.49898,13,0.04985
ENSG00000154945,ANKRD40,91,1.00205,46,-0.3262,54,-0.0875,39,-0.7827
ENSG00000108848,LUC7L3,117,-0.0531,114,-0.0868,128,0.11882,119,-0.0153
ENSG00000141232,TOB1,47,0.66494,21,-0.7417,24,-0.6174,36,0.13417
ENSG00000008294,SPAG9,119,0.46744,73,-0.4134,95,0.01436,84,-0.2472
ENSG00000239672,NME1,156,-0.2062,183,0.08703,176,0.02766,181,0.09448
ENSG00000243678,NME2,350,-0.0751,462,0.39981,316,-0.2694,373,0.05767
ENSG00000011260,UTP18,16,-0.6910,26,0.09343,23,-0.0550,29,0.46900
ENSG00000154975,CA10,40,-1.2205,81,0.01593,54,-0.7206,125,1.20499
ENSG00000166260,COX11,50,-0.2326,55,-0.0572,51,-0.2258,67,0.36835
ENSG00000108924,HLF,100,-0.4982,114,-0.2316,162,0.42373,137,0.10144
ENSG00000108960,MMD,187,-0.5873,262,0.03096,260,0.01737,301,0.38201
ENSG00000166292,TMEM100,17,1.15412,14,0.58953,7,-0.6190,5,-1.0987
ENSG00000153933,DGKE,21,-0.9133,20,-0.8421,55,0.99225,35,0.01298
ENSG00000121058,COIL,14,0.16011,17,0.43732,10,-0.4615,13,-0.0206
ENSG00000121064,SCPEP1,27,-0.4075,22,-0.6300,37,0.19313,39,0.38160
ENSG00000121057,AKAP1,45,0.04353,23,-1.0157,29,-0.7553,61,0.81432
ENSG00000153944,MSI2,78,0.96220,54,0.15597,39,-0.4210,35,-0.7007
ENSG00000181610,MRPS23,78,-0.1203,101,0.31808,64,-0.4923,94,0.28656
ENSG00000180891,CUEDC1,29,1.34484,10,-0.6714,13,-0.3364,10,-0.8453
ENSG00000136451,VEZF1,22,1.15720,2,-2.7574,14,0.13675,10,-0.5920
ENSG00000264112,AC015813.1,10,-0.4517,10,-0.3649,17,0.50872,13,0.04595
ENSG00000136450,SRSF1,57,0.02176,40,-0.5589,61,0.12835,59,0.10199
ENSG00000264364,DYNLL2,224,-0.4107,261,-0.1059,386,0.66696,250,-0.2440
ENSG00000005379,TSPOAP1,71,-0.2451,66,-0.3266,82,0.02724,92,0.29891
ENSG00000213246,SUPT4H1,89,-0.2206,137,0.51903,91,-0.1874,102,0.03811
ENSG00000108389,MTMR4,31,-0.2828,29,-0.3460,40,0.23291,38,0.16655
ENSG00000108387,SEPTIN4,227,2.18893,52,-0.9257,97,0.05765,17,-3.0096
ENSG00000108384,RAD51C,30,-0.6997,41,-0.1230,44,-0.0110,55,0.53576
ENSG00000175175,PPM1E,16,-1.1369,30,-0.0189,40,0.51707,34,0.28226
ENSG00000108395,TRIM37,72,-1.1739,119,-0.2740,228,1.01918,136,-0.0779
ENSG00000182628,SKA2,64,0.74712,51,0.20804,37,-0.3331,35,-0.5522
ENSG00000167447,SMG8,5,-1.0713,3,-1.9911,16,0.91814,12,0.40039
ENSG00000153982,GDPD1,19,-0.4112,20,-0.2629,20,-0.3063,30,0.62644
ENSG00000175155,YPEL2,29,-0.2855,24,-0.5518,49,0.73903,31,-0.2264
ENSG00000265313,LINC01476,4,-2.1282,13,-0.1546,6,-1.5036,28,2.03033
ENSG00000108406,DHX40,18,-0.2926,21,0.00168,17,-0.3974,26,0.49981
ENSG00000141367,CLTC,253,-0.8251,324,-0.3408,387,-0.0603,531,0.72565
ENSG00000141378,PTRH2,15,-1.0454,30,0.13511,26,-0.0867,36,0.65876
ENSG00000062716,VMP1,39,-0.5430,40,-0.4532,45,-0.3094,72,0.77949
ENSG00000108443,RPS6KB1,26,0.18474,17,-0.5144,30,0.48138,20,-0.3721
ENSG00000167434,CA4,14,-1.0529,27,0.12547,6,-2.2852,45,1.71160
ENSG00000170832,USP32,19,-0.5717,29,0.18704,24,-0.1690,31,0.43726
ENSG00000062725,APPBP2,50,-0.1542,51,-0.0948,63,0.31642,52,-0.1044
ENSG00000141376,BCAS3,25,-0.2995,25,-0.2332,36,0.40452,29,-0.0161
ENSG00000108506,INTS2,13,0.30277,6,-0.9191,11,-0.0821,12,0.14546
ENSG00000108510,MED13,25,0.11967,25,0.09058,23,-0.0537,22,-0.0993
ENSG00000146872,TLK2,21,-0.2821,25,0.03183,29,0.35405,23,-0.1015
ENSG00000170921,TANC2,27,-1.2790,42,-0.5072,75,0.54787,70,0.50711
ENSG00000008283,CYB561,21,-0.9740,36,-0.0297,34,-0.1637,50,0.75333
ENSG00000136485,DCAF7,54,-0.2021,52,-0.2444,68,0.23853,62,0.06411
ENSG00000136463,TACO1,21,-0.0161,27,0.42858,13,-0.7793,24,0.31972
ENSG00000198909,MAP3K3,7,-0.5456,7,-0.5311,12,0.34091,11,0.31425
ENSG00000266173,STRADA,24,0.12591,21,-0.1390,21,-0.1705,24,0.09137
ENSG00000136490,LIMD2,22,-0.6040,24,-0.4294,30,-0.0515,40,0.62654
ENSG00000108588,CCDC47,63,-0.0484,44,-0.6155,59,-0.1768,77,0.40788
ENSG00000198231,DDX42,50,-0.4646,57,-0.1836,98,0.86844,54,-0.3811
ENSG00000108592,FTSJ3,12,0.40032,8,-0.3035,9,-0.0626,9,-0.1638
ENSG00000087191,PSMC5,170,-0.1183,184,0.02879,216,0.34496,164,-0.2172
ENSG00000266402,SNHG25,256,1.49755,104,-0.3835,111,-0.3189,72,-1.2133
ENSG00000136478,TEX2,50,-0.0885,38,-0.5060,56,0.11478,57,0.18030
ENSG00000261371,PECAM1,22,1.44102,1,-2.7657,11,-0.0083,8,-0.8064
ENSG00000108654,DDX5,267,-0.2731,246,-0.3681,295,-0.0855,367,0.41884
ENSG00000258890,CEP95,13,0.26359,10,-0.1534,9,-0.4108,12,0.15149
ENSG00000108854,SMURF2,18,0.50945,11,-0.4246,15,0.11663,12,-0.3735
ENSG00000120063,GNA13,37,1.58956,5,-2.0024,16,-0.2386,12,-0.8906
ENSG00000168646,AXIN2,10,-0.1045,3,-1.9420,14,0.58655,11,0.11533
ENSG00000154229,PRKCA,164,0.21917,143,-0.0461,71,-1.2798,187,0.61108
ENSG00000075461,CACNG4,18,-0.2986,24,0.18637,20,-0.1198,24,0.22501
ENSG00000198265,HELZ,26,-0.4279,23,-0.5511,46,0.67799,32,-0.0632
ENSG00000197170,PSMD12,44,-0.1047,33,-0.5417,54,0.27004,48,0.07522
ENSG00000154217,PITPNC1,63,0.97225,44,0.16502,31,-0.4585,29,-0.6882
ENSG00000130935,NOL11,13,-0.5799,19,0.10702,23,0.45644,18,-0.0278
ENSG00000171634,BPTF,67,0.79325,34,-0.4810,43,-0.1095,37,-0.4514
ENSG00000186665,C17orf58,14,-0.5556,13,-0.6250,21,0.10131,25,0.54602
ENSG00000182481,KPNA2,30,-0.9995,37,-0.6036,82,0.88497,55,0.09250
ENSG00000278730,AC005332.6,28,0.80347,15,-0.3581,16,-0.2930,16,-0.3634
ENSG00000196704,AMZ2,87,-0.2840,92,-0.1510,97,-0.0712,116,0.33167
ENSG00000108946,PRKAR1A,242,-0.7701,344,-0.1175,463,0.45318,401,0.19273
ENSG00000154265,ABCA5,19,-1.0223,31,-0.1620,25,-0.5511,51,1.08771
ENSG00000108984,MAP2K6,10,0.13399,2,-2.0033,8,-0.3417,13,0.67649
ENSG00000153822,KCNJ16,13,0.36371,12,0.12267,9,-0.3680,11,-0.0932
ENSG00000234899,SOX9-AS1,25,1.40560,13,-0.0299,10,-0.5321,8,-1.0809
ENSG00000125398,SOX9,134,1.66283,39,-0.8204,63,-0.0623,29,-1.5538
ENSG00000180616,SSTR2,58,-0.4101,39,-0.9913,168,2.01801,30,-1.6777
ENSG00000166685,COG1,30,-0.5861,31,-0.4805,45,0.15822,51,0.47255
ENSG00000133193,FAM104A,25,0.11465,23,-0.0454,20,-0.3213,26,0.16770
ENSG00000141219,C17orf80,9,-0.4462,20,0.87400,12,-0.0414,11,-0.1479
ENSG00000179604,CDC42EP4,126,1.21559,64,-0.2013,58,-0.4111,48,-0.8271
ENSG00000069188,SDK2,21,1.21284,5,-1.2558,21,1.17048,2,-2.8060
ENSG00000172809,RPL38,2319,0.68733,1842,0.17374,1594,-0.0765,1202,-0.6851
ENSG00000141540,TTYH2,98,2.57992,14,-1.4607,24,-0.7181,11,-2.1889
ENSG00000170412,GPRC5C,30,1.82797,13,-0.0112,7,-1.1898,7,-1.2063
ENSG00000109062,SLC9A3R1,129,1.47555,58,-0.2432,46,-0.6829,43,-0.9313
ENSG00000109065,NAT9,15,-0.5556,17,-0.2272,23,0.25492,23,0.28199
ENSG00000161509,GRIN2C,80,0.87993,61,0.24435,41,-0.4717,39,-0.6164
ENSG00000167861,HID1,35,-0.5598,50,0.05164,55,0.26194,51,0.15833
ENSG00000167862,MRPL58,31,0.08463,32,0.11735,21,-0.6114,33,0.30420
ENSG00000180901,KCTD2,60,-0.5634,104,0.40223,83,0.02091,88,0.17851
ENSG00000167863,ATP5PD,378,-0.1145,497,0.35552,331,-0.3631,433,0.17748
ENSG00000125449,ARMC7,9,-0.2874,19,0.95791,9,-0.2145,10,-0.1873
ENSG00000125458,NT5C,40,1.03063,26,0.07841,19,-0.4981,18,-0.6769
ENSG00000189159,JPT1,132,-0.5408,219,0.35357,180,0.02536,192,0.18753
ENSG00000188612,SUMO2,392,-0.2577,497,0.16318,365,-0.3916,530,0.39767
ENSG00000125450,NUP85,16,-0.5046,13,-0.6742,32,0.92858,19,-0.2237
ENSG00000125447,GGA3,20,-1.4251,36,-0.3730,71,0.95222,48,0.14087
ENSG00000125445,MRPS7,96,-0.0980,104,0.04995,120,0.33878,90,-0.2383
ENSG00000125454,SLC25A19,7,-0.5146,9,-0.0361,11,0.20384,11,0.21857
ENSG00000177885,GRB2,114,-0.5713,177,0.20871,143,-0.1673,186,0.42523
ENSG00000177728,TMEM94,109,0.48994,57,-0.6472,70,-0.3542,89,0.09598
ENSG00000177303,CASKIN2,33,1.13586,14,-0.5303,18,-0.1084,13,-0.8401
ENSG00000266714,MYO15B,28,1.42947,13,-0.2285,6,-1.4843,12,-0.4053
ENSG00000108469,RECQL5,14,0.16424,7,-0.8992,17,0.55378,11,-0.2954
ENSG00000161526,SAP30BP,53,0.03775,43,-0.2920,42,-0.4074,61,0.38749
ENSG00000132475,H3F3B,407,0.95392,228,-0.2097,176,-0.7082,227,-0.2961
ENSG00000132478,UNK,9,-0.3416,8,-0.5076,12,0.22167,12,0.27443
ENSG00000132471,WBP2,359,-0.2634,264,-0.7186,579,0.69169,389,-0.1383
ENSG00000132481,TRIM47,25,1.88845,10,-0.1441,4,-1.7645,7,-0.8962
ENSG00000204316,MRPL38,71,0.30205,50,-0.3247,58,-0.1155,61,-0.0242
ENSG00000161533,ACOX1,53,0.33700,31,-0.5820,34,-0.4971,51,0.30406
ENSG00000257949,TEN1,19,-0.2091,39,1.05063,19,-0.2149,18,-0.3193
ENSG00000167881,SRP68,40,-0.4100,26,-0.9847,51,0.06988,62,0.58056
ENSG00000182473,EXOC7,70,-0.0151,69,-0.0216,80,0.26229,64,-0.2008
ENSG00000141576,RNF157,63,0.03415,65,0.07112,72,0.29351,54,-0.3175
ENSG00000185262,UBALD2,42,0.01120,40,-0.0803,52,0.41893,36,-0.3422
ENSG00000161542,PRPSAP1,32,-0.0215,37,0.22666,33,0.06853,30,-0.1525
ENSG00000175931,UBE2O,23,-1.3856,57,0.15155,67,0.51945,59,0.31025
ENSG00000161544,CYGB,29,-0.6609,64,0.71865,48,0.27163,39,-0.1649
ENSG00000163597,SNHG16,38,0.18978,66,1.14046,25,-0.5403,27,-0.4952
ENSG00000182534,MXRA7,138,-0.5948,279,0.64143,164,-0.2837,215,0.28316
ENSG00000070495,JMJD6,13,0.20575,8,-0.6235,16,0.57630,10,-0.4481
ENSG00000181038,METTL23,22,-0.1505,44,1.02510,13,-1.0909,26,0.20292
ENSG00000161547,SRSF2,128,-0.2622,125,-0.2778,194,0.55350,137,-0.1650
ENSG00000092931,MFSD11,12,-0.5783,33,1.12857,17,-0.0538,15,-0.2429
ENSG00000167889,MGAT5B,39,-1.1364,75,-0.0081,60,-0.4243,109,0.99726
ENSG00000234912,SNHG20,20,-0.0510,23,0.20396,27,0.52921,16,-0.5514
ENSG00000129657,SEC14L1,61,0.04099,45,-0.4567,33,-1.0544,82,0.80658
ENSG00000184640,SEPTIN9,59,-0.0344,36,-0.7923,89,0.80402,50,-0.4149
ENSG00000078687,TNRC6C,47,-0.2755,54,-0.0131,63,0.28485,54,-0.0229
ENSG00000108639,SYNGR2,27,1.48562,6,-1.1832,16,0.28935,6,-1.5652
ENSG00000183077,AFMID,22,0.30354,6,-1.7320,25,0.58675,17,-0.2607
ENSG00000087157,PGS1,21,-0.5023,31,0.17085,31,0.22915,29,0.09177
ENSG00000108669,CYTH1,46,-0.0370,40,-0.2469,46,-0.0456,50,0.17135
ENSG00000055483,USP36,12,-0.6206,19,0.19109,18,0.18948,18,0.18909
ENSG00000035862,TIMP2,212,-0.2464,239,-0.0199,279,0.28405,237,-0.0404
ENSG00000108679,LGALS3BP,59,1.61560,16,-0.9215,23,-0.4401,17,-1.0280
ENSG00000171302,CANT1,20,-0.4398,11,-1.3688,32,0.41230,31,0.40676
ENSG00000167281,RBFOX3,97,-0.2978,145,0.39470,125,0.17928,108,-0.1273
ENSG00000141582,CBX4,33,-0.4043,39,-0.0464,49,0.37459,41,0.00335
ENSG00000167291,TBC1D16,21,0.27909,27,0.65112,9,-1.1891,20,0.15939
ENSG00000171298,GAA,40,-0.2341,32,-0.5535,48,0.07051,53,0.33741
ENSG00000141543,EIF4A3,35,0.10227,15,-1.1863,26,-0.4579,43,0.63378
ENSG00000181523,SGSH,13,0.48516,5,-1.1207,8,-0.3235,11,0.21110
ENSG00000181045,SLC26A11,27,-0.3574,31,-0.0790,41,0.44080,32,-0.0750
ENSG00000173821,RNF213,19,1.27488,3,-1.6173,15,0.74460,4,-1.7578
ENSG00000173818,ENDOV,19,-0.2567,23,0.04107,21,-0.0989,25,0.24973
ENSG00000171246,NPTX1,662,-0.5674,702,-0.4065,1146,0.48163,966,0.16081
ENSG00000141564,RPTOR,32,-0.0403,35,0.09608,31,-0.1327,34,0.08912
ENSG00000176108,CHMP6,20,0.20432,14,-0.3856,18,-0.0131,18,0.00400
ENSG00000226137,BAIAP2-DT,34,-0.2570,30,-0.4062,47,0.37945,40,0.04372
ENSG00000175866,BAIAP2,159,-0.8217,219,-0.2257,291,0.29340,296,0.40334
ENSG00000181409,AATK,89,0.23051,66,-0.2963,121,0.87480,50,-0.9635
ENSG00000224877,NDUFAF8,317,0.23750,431,0.73436,219,-0.4579,247,-0.2809
ENSG00000157637,SLC38A10,34,-0.0145,38,0.18825,25,-0.5413,39,0.30410
ENSG00000266074,BAHCC1,18,-0.1245,18,-0.1665,15,-0.4637,24,0.49562
ENSG00000184009,ACTG1,1489,-0.2458,1836,0.13020,1819,0.13516,1708,0.01468
ENSG00000185504,FAAP100,14,-0.2075,10,-0.6956,16,0.01674,19,0.40515
ENSG00000182446,NPLOC4,29,-0.7034,35,-0.3158,40,-0.1461,57,0.71186
ENSG00000204237,OXLD1,35,-0.0882,35,-0.1096,31,-0.3173,43,0.34984
ENSG00000185298,CCDC137,14,0.11407,8,-0.7247,13,0.09763,13,0.10627
ENSG00000214087,ARL16,76,-0.0310,83,0.12108,68,-0.2448,83,0.15196
ENSG00000185359,HGS,57,-0.1164,43,-0.5419,70,0.29277,62,0.06449
ENSG00000262814,MRPL12,82,-0.0616,106,0.36667,91,0.13295,76,-0.2541
ENSG00000225663,MCRIP1,170,0.09819,185,0.21995,187,0.28824,131,-0.4507
ENSG00000185624,P4HB,120,0.09277,71,-0.7526,130,0.25454,115,0.00045
ENSG00000141522,ARHGDIA,169,-0.4171,204,-0.0537,315,0.83319,173,-0.4399
ENSG00000183684,ALYREF,31,0.05117,35,0.24007,26,-0.2628,31,0.03993
ENSG00000141552,ANAPC11,344,0.15729,483,0.71904,250,-0.4373,288,-0.2130
ENSG00000183979,NPB,24,0.01860,27,0.20106,20,-0.3352,25,0.13705
ENSG00000185813,PCYT2,61,0.00074,56,-0.1434,73,0.35151,55,-0.2393
ENSG00000187531,SIRT7,12,-0.0737,12,-0.0758,14,0.24110,12,-0.1088
ENSG00000197063,MAFG,58,-0.0222,57,-0.0606,84,0.72965,43,-0.6512
ENSG00000169696,ASPSCR1,32,0.23564,29,0.03802,32,0.22930,24,-0.4223
ENSG00000169689,CENPX,107,0.25819,131,0.57143,90,-0.0644,74,-0.4982
ENSG00000169750,RAC3,35,-0.6504,35,-0.5585,68,0.61641,53,0.14128
ENSG00000169738,DCXR,259,0.65001,180,-0.0758,168,-0.2181,158,-0.3872
ENSG00000169733,RFNG,33,-0.3950,38,-0.1107,39,-0.0721,48,0.39013
ENSG00000169727,GPS1,73,-0.4786,90,-0.0787,90,-0.0948,114,0.44707
ENSG00000169718,DUS1L,31,-0.5767,41,-0.0840,39,-0.2134,55,0.59416
ENSG00000169710,FASN,191,-0.1358,208,0.02522,221,0.15046,202,-0.0292
ENSG00000176155,CCDC57,12,-0.3895,11,-0.3605,21,0.80079,13,-0.2868
ENSG00000141551,CSNK1D,57,-0.8257,77,-0.2445,94,0.08097,114,0.58347
ENSG00000181396,OGFOD3,13,0.03240,11,-0.1663,12,-0.1107,13,0.13371
ENSG00000169660,HEXD,19,0.15628,19,0.18250,15,-0.2237,17,-0.0458
ENSG00000178927,CYBC1,25,0.29842,25,0.26220,18,-0.2663,20,-0.1816
ENSG00000141562,NARF,37,-0.4349,43,-0.1243,52,0.23978,50,0.17535
ENSG00000141568,FOXK2,21,-0.9200,29,-0.3529,46,0.46843,42,0.35378
ENSG00000141580,WDR45B,84,0.14968,62,-0.3632,89,0.27408,71,-0.2019
ENSG00000141542,RAB40B,134,-0.6411,173,-0.1562,103,-1.0949,293,1.17478
ENSG00000141560,FN3KRP,42,-0.3792,45,-0.2177,39,-0.4930,68,0.70868
ENSG00000141556,TBCD,42,-0.4613,54,-0.0062,48,-0.2183,66,0.49315
ENSG00000176845,METRNL,23,0.82594,13,-0.2375,14,-0.2181,12,-0.5007
ENSG00000101557,USP14,50,-1.0370,87,-0.0414,111,0.42992,102,0.32132
ENSG00000079134,THOC1,10,-0.2914,15,0.31156,13,0.11289,12,-0.0284
ENSG00000176105,YES1,20,1.56050,7,-0.5597,10,0.02586,4,-1.6286
ENSG00000141433,ADCYAP1,13,-1.3192,18,-0.7700,25,-0.2588,45,1.24406
ENSG00000101596,SMCHD1,20,0.02753,12,-0.7668,19,-0.0785,23,0.32459
ENSG00000101577,LPIN2,37,-0.6703,67,0.36756,59,0.16567,57,0.14631
ENSG00000101608,MYL12A,46,1.27405,21,-0.3375,27,0.11720,13,-1.3874
ENSG00000118680,MYL12B,271,-0.4106,335,-0.0168,324,-0.0832,394,0.36822
ENSG00000170579,DLGAP1,77,-1.2889,158,-0.0388,217,0.60224,182,0.28237
ENSG00000177337,DLGAP1-AS1,25,2.23522,6,-0.8448,7,-0.5144,3,-2.0531
ENSG00000263878,DLGAP1-AS4,32,-0.8277,49,-0.0641,70,0.62091,52,0.04769
ENSG00000263753,LINC00667,41,-0.0628,47,0.14278,36,-0.3134,47,0.21388
ENSG00000082397,EPB41L3,78,-0.8545,118,-0.1058,161,0.48624,138,0.20498
ENSG00000206432,TMEM200C,6,-0.8048,12,0.24080,13,0.40924,11,0.08254
ENSG00000173482,PTPRM,32,-0.8459,104,1.26085,60,0.33535,40,-0.5374
ENSG00000206418,RAB12,29,-0.3918,31,-0.2437,52,0.71993,33,-0.2501
ENSG00000168502,MTCL1,10,-0.6188,6,-1.3405,13,-0.0694,19,0.89387
ENSG00000178127,NDUFV2,187,-0.3141,179,-0.3383,208,-0.1194,267,0.46060
ENSG00000101745,ANKRD12,125,-0.1733,140,0.04279,224,1.05118,86,-0.9656
ENSG00000128791,TWSG1,14,0.09434,21,0.72108,15,0.16849,10,-0.6658
ENSG00000017797,RALBP1,57,-0.1659,90,0.63483,78,0.45881,45,-0.6601
ENSG00000154845,PPP4R1,19,0.47828,15,-0.0059,20,0.53036,9,-0.9789
ENSG00000168461,RAB31,134,1.13343,102,0.42487,62,-0.4484,46,-1.0858
ENSG00000101558,VAPA,222,-0.4267,223,-0.3640,310,0.20295,316,0.29553
ENSG00000154856,APCDD1,109,2.01858,23,-1.1235,30,-0.8088,25,-1.2270
ENSG00000134265,NAPG,63,-0.6146,98,0.17514,99,0.23056,94,0.15915
ENSG00000141404,GNAL,78,-0.3212,104,0.18784,20,-2.5574,148,1.29706
ENSG00000255112,CHMP1B,76,-0.4202,101,0.10070,94,-0.0335,107,0.28361
ENSG00000154889,MPPE1,26,-0.2473,28,-0.1294,30,0.00844,33,0.23657
ENSG00000141385,AFG3L2,35,-0.7841,56,0.02228,53,-0.0682,69,0.56302
ENSG00000141391,PRELID3A,13,0.15158,16,0.57813,9,-0.4062,11,-0.1369
ENSG00000134278,SPIRE1,57,0.00037,50,-0.2336,62,0.16665,56,-0.0349
ENSG00000128789,PSMG2,75,0.09109,69,-0.0511,58,-0.3812,79,0.22996
ENSG00000175354,PTPN2,12,-0.3374,8,-0.8614,12,-0.2366,19,0.72451
ENSG00000085415,SEH1L,33,-0.5121,44,0.01425,54,0.45207,43,-0.0229
ENSG00000168675,LDLRAD4,36,-0.1253,35,-0.1852,40,0.08489,41,0.11051
ENSG00000177150,FAM210A,15,0.24597,12,-0.1315,14,0.08965,12,-0.2231
ENSG00000101654,RNMT,37,-0.5835,62,0.33933,77,0.86446,39,-0.5738
ENSG00000175322,ZNF519,8,-0.7649,11,-0.1766,17,0.60017,13,0.08022
ENSG00000067900,ROCK1,34,0.62110,35,0.56430,17,-0.6652,21,-0.3972
ENSG00000167088,SNRPD1,102,0.09474,69,-0.5625,94,-0.0631,106,0.19641
ENSG00000158201,ABHD3,23,1.48711,12,0.07995,8,-0.6092,6,-1.2057
ENSG00000101752,MIB1,46,0.40968,22,-0.8230,37,-0.0234,37,-0.0220
ENSG00000134508,CABLES1,62,0.44298,66,0.48607,35,-0.6496,46,-0.1803
ENSG00000101782,RIOK3,25,-0.3838,26,-0.2354,44,0.73147,27,-0.2714
ENSG00000141452,RMC1,15,-0.4371,9,-1.0409,17,-0.1608,25,0.78219
ENSG00000141458,NPC1,36,2.03882,1,-3.3278,12,-0.4907,9,-1.1208
ENSG00000154065,ANKRD29,12,0.08760,17,0.69803,8,-0.6287,11,-0.0126
ENSG00000168234,TTC39C,9,-0.6546,10,-0.4021,15,0.36593,15,0.31389
ENSG00000141447,OSBPL1A,67,-0.4945,62,-0.5603,84,-0.0802,112,0.62516
ENSG00000154059,IMPACT,21,-0.1466,31,0.51553,24,0.10625,20,-0.2526
ENSG00000198795,ZNF521,15,0.64043,5,-1.2819,6,-1.0404,13,0.52373
ENSG00000141380,SS18,33,1.09306,13,-0.6665,11,-1.0040,19,-0.0972
ENSG00000134504,KCTD1,36,-0.7196,79,0.65291,22,-1.5009,78,0.98499
ENSG00000171885,AQP4,1160,2.63779,187,-1.3055,251,-0.9602,142,-2.0790
ENSG00000170558,CDH2,72,-0.1361,72,-0.0993,75,-0.0468,83,0.18592
ENSG00000118271,TTR,106,4.85735,0,-8.3187,10,-1.8320,0,-6.2662
ENSG00000118276,B4GALT6,32,-0.9465,63,0.22678,73,0.55277,56,0.03631
ENSG00000153339,TRAPPC8,20,-0.3814,15,-0.8118,20,-0.3853,35,0.83904
ENSG00000134758,RNF138,13,0.08030,11,-0.2753,19,0.80398,9,-0.7276
ENSG00000141441,GAREM1,14,-0.1292,8,-0.9369,23,0.82380,13,-0.3115
ENSG00000101746,NOL4,30,-1.0152,47,-0.2099,53,0.00464,71,0.72480
ENSG00000134769,DTNA,210,1.16243,79,-0.7079,101,-0.3619,94,-0.5806
ENSG00000166974,MAPRE2,180,-0.8142,255,-0.1661,356,0.45883,312,0.23278
ENSG00000186812,ZNF397,12,0.23037,7,-0.7388,16,0.78148,8,-0.6560
ENSG00000172466,ZNF24,33,0.52928,25,-0.0024,24,-0.0635,21,-0.4271
ENSG00000153391,INO80C,9,-0.5470,11,-0.1382,13,0.16178,14,0.31703
ENSG00000141429,GALNT1,26,0.39820,12,-0.8576,28,0.54118,17,-0.5193
ENSG00000141428,C18orf21,14,-0.3805,13,-0.5429,19,0.11952,21,0.39491
ENSG00000141425,RPRD1A,110,-0.3424,119,-0.1843,174,0.55210,125,-0.1443
ENSG00000141424,SLC39A6,35,-0.0706,23,-0.6826,43,0.35635,36,0.01996
ENSG00000134759,ELP2,42,0.02892,29,-0.5895,37,-0.1865,48,0.34783
ENSG00000134775,FHOD3,26,-0.6490,44,0.25895,23,-0.8236,52,0.85370
ENSG00000134779,TPGS2,104,-0.4778,154,0.22845,123,-0.1642,156,0.35525
ENSG00000101489,CELF4,210,-0.6982,197,-0.7228,594,1.47228,222,-0.7021
ENSG00000078142,PIK3C3,36,-0.1956,34,-0.2310,59,0.82729,31,-0.5240
ENSG00000152214,RIT2,6,-1.2292,5,-1.4690,27,1.72726,10,-0.4729
