Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000164253,WDR41,24,-0.4234,35,0.26971,34,0.22894,30,-0.0117
ENSG00000171530,TBCA,377,-0.0680,468,0.30265,342,-0.2494,406,0.09123
ENSG00000132842,AP3B1,19,0.90521,7,-0.8802,10,-0.3087,11,-0.2743
ENSG00000085365,SCAMP1,93,-0.4973,98,-0.3386,165,0.61998,119,-0.0387
ENSG00000113273,ARSB,10,-0.0994,8,-0.4188,13,0.53146,9,-0.2134
ENSG00000152409,JMY,15,-0.5600,20,-0.0971,30,0.69298,20,-0.1713
ENSG00000152413,HOMER1,51,-1.1176,96,-0.0206,121,0.44461,112,0.33811
ENSG00000164329,TENT2,17,-0.0601,19,0.19872,15,-0.2462,18,0.13695
ENSG00000177034,MTX3,19,-0.7556,32,0.14237,32,0.16697,34,0.31031
ENSG00000113296,THBS4,26,0.30488,28,0.38087,27,0.41259,14,-0.8933
ENSG00000164300,SERINC5,30,1.70358,4,-1.9410,13,-0.0944,7,-1.2124
ENSG00000039319,ZFYVE16,32,1.00054,12,-0.8059,19,-0.0885,15,-0.5850
ENSG00000249042,AC008771.1,17,-0.8255,27,-0.0067,27,-0.0183,34,0.56121
ENSG00000228716,DHFR,20,0.42290,19,0.33957,17,0.10095,11,-0.6637
ENSG00000113318,MSH3,15,0.26908,13,-0.0827,10,-0.4493,14,0.14204
ENSG00000113319,RASGRF2,45,-1.0014,105,0.47196,21,-2.1760,132,1.46284
ENSG00000131732,ZCCHC9,12,0.34868,7,-0.4821,8,-0.3168,10,0.14071
ENSG00000145687,SSBP2,54,-0.5981,71,-0.0885,80,0.12395,87,0.35767
ENSG00000186468,RPS23,2516,0.97867,1894,0.29628,1144,-0.5991,1159,-0.6692
ENSG00000174695,TMEM167A,88,-0.0367,89,-0.0088,89,-0.0140,92,0.04435
ENSG00000038427,VCAN,33,1.70902,18,0.28987,4,-2.0114,10,-0.8214
ENSG00000164176,EDIL3,125,-0.0932,60,-1.2237,82,-0.8438,191,1.01280
ENSG00000127184,COX7C,1866,0.14974,2499,0.62663,1472,-0.3008,1550,-0.2434
ENSG00000145715,RASA1,34,-0.5231,22,-1.1076,56,0.42074,54,0.39501
ENSG00000134480,CCNH,46,-0.2971,48,-0.1632,44,-0.3594,67,0.54756
ENSG00000164180,TMEM161B,10,-0.1803,13,0.25049,10,-0.0799,11,0.07764
ENSG00000247828,TMEM161B-AS1,67,-0.1076,101,0.59725,38,-1.1120,86,0.46148
ENSG00000245526,LINC00461,62,0.24791,72,0.46762,47,-0.2782,49,-0.2466
ENSG00000081189,MEF2C,168,-1.3576,286,-0.3999,550,0.85173,402,0.22143
ENSG00000153140,CETN3,27,0.35223,16,-0.4968,23,0.04431,21,-0.1322
ENSG00000176055,MBLAC2,17,-0.5493,13,-0.8408,33,0.75782,23,0.03155
ENSG00000176018,LYSMD3,10,-0.2269,5,-1.1153,11,-0.0915,15,0.61090
ENSG00000164199,ADGRV1,75,1.76485,18,-1.0629,18,-1.1905,26,-0.6440
ENSG00000113369,ARRDC3,27,0.23845,25,0.09670,32,0.64411,15,-0.9045
ENSG00000237187,NR2F1-AS1,59,-0.4283,72,-0.0666,88,0.32488,77,0.07278
ENSG00000175745,NR2F1,106,-0.4192,119,-0.1794,156,0.30598,141,0.13165
ENSG00000113391,FAM172A,39,-0.1725,45,0.10509,34,-0.4219,50,0.38514
ENSG00000133302,SLF1,16,-1.1763,21,-0.5927,15,-1.2677,55,1.71541
ENSG00000175471,MCTP1,34,-0.2436,35,-0.1671,47,0.34925,38,-0.0347
ENSG00000198677,TTC37,33,-0.6509,41,-0.2039,54,0.26557,53,0.32136
ENSG00000164292,RHOBTB3,117,1.77387,37,-0.6153,45,-0.3799,26,-1.4694
ENSG00000173221,GLRX,31,-0.7495,46,-0.0352,44,-0.0843,59,0.58090
ENSG00000118985,ELL2,34,-0.4266,32,-0.4883,68,0.96042,36,-0.3809
ENSG00000175426,PCSK1,7,-2.1915,15,-1.0000,73,2.44180,16,-1.0800
ENSG00000153113,CAST,26,0.35211,13,-0.7851,28,0.51356,18,-0.4680
ENSG00000164307,ERAP1,10,0.13226,2,-1.9848,12,0.49082,10,0.02206
ENSG00000113441,LNPEP,42,-0.5963,46,-0.3978,92,0.95876,51,-0.2953
ENSG00000145721,LIX1,51,3.07000,4,-2.0294,10,-0.9142,3,-2.8040
ENSG00000058729,RIOK2,10,-0.0904,7,-0.6011,9,-0.4332,14,0.60707
ENSG00000174136,RGMB,44,-0.8931,60,-0.3179,68,-0.1419,100,0.81204
ENSG00000153922,CHD1,8,-0.2790,11,0.20261,9,-0.2441,11,0.29305
ENSG00000174132,FAM174A,37,-1.0990,58,-0.2785,66,-0.0726,95,0.84838
ENSG00000113532,ST8SIA4,10,-0.4829,17,0.40489,20,0.82328,10,-0.6444
ENSG00000145730,PAM,65,-1.6045,230,0.56325,155,-0.1114,216,0.68573
ENSG00000145725,PPIP5K2,12,-1.1985,24,-0.0831,37,0.83179,25,0.04281
ENSG00000181751,C5orf30,25,-1.1655,43,-0.2282,37,-0.5416,76,1.17660
ENSG00000112874,NUDT12,17,0.71876,6,-1.0703,11,-0.1399,11,-0.1574
ENSG00000184349,EFNA5,7,-0.7929,5,-1.2091,30,2.44067,4,-1.9258
ENSG00000145743,FBXL17,63,-0.3666,66,-0.2697,107,0.66343,71,-0.1999
ENSG00000151422,FER,14,0.56480,16,0.74062,10,-0.1073,6,-0.9200
ENSG00000198961,PJA2,256,-0.7680,238,-0.7945,543,0.67122,431,0.23250
ENSG00000112893,MAN2A1,16,0.68278,4,-1.6133,25,1.80677,2,-3.0292
ENSG00000164209,SLC25A46,57,-0.7170,63,-0.4751,134,0.95212,79,-0.1806
ENSG00000134987,WDR36,12,-0.0577,6,-1.1166,14,0.14185,15,0.31111
ENSG00000152495,CAMK4,52,-0.7815,59,-0.4850,57,-0.5977,120,1.11107
ENSG00000164211,STARD4,15,-0.2569,16,-0.1329,23,0.55068,16,-0.2293
ENSG00000134986,NREP,53,-0.6218,75,-0.0041,141,1.41465,45,-1.0328
ENSG00000224032,EPB41L4A-AS1,74,-0.0794,99,0.42002,74,-0.0742,74,-0.0978
ENSG00000134982,APC,186,0.61133,115,-0.2904,166,0.37449,94,-0.8001
ENSG00000153037,SRP19,55,-0.5965,80,0.07434,79,0.07592,87,0.32227
ENSG00000129625,REEP5,220,-1.0495,326,-0.3170,417,0.10019,523,0.70915
ENSG00000172795,DCP2,31,-0.1213,41,0.34144,34,0.08580,31,-0.1506
ENSG00000171444,MCC,17,1.08690,14,0.55538,10,0.07048,4,-1.7354
ENSG00000047188,YTHDC2,15,-0.7612,12,-0.9705,22,-0.0204,32,0.85453
ENSG00000080709,KCNN2,10,-0.3538,13,0.01966,8,-0.8467,17,0.79623
ENSG00000152503,TRIM36,43,-0.5378,34,-0.8280,96,1.11128,49,-0.3495
ENSG00000164219,PGGT1B,15,0.86318,4,-1.4409,10,0.05164,8,-0.3786
ENSG00000164221,CCDC112,19,-0.0371,7,-1.5630,24,0.50369,20,0.07793
ENSG00000145780,FEM1C,22,-0.0201,25,0.25013,13,-0.9591,27,0.51156
ENSG00000134970,TMED7,71,0.13030,52,-0.3977,66,-0.0127,68,0.07047
ENSG00000129596,CDO1,49,-0.5692,49,-0.4912,49,-0.5480,95,0.96041
ENSG00000145782,ATG12,45,-0.2012,67,0.47953,51,0.02064,48,-0.1154
ENSG00000177879,AP3S1,93,-0.7372,132,-0.1040,150,0.12507,168,0.44412
ENSG00000145781,COMMD10,18,0.02473,13,-0.5522,16,-0.2889,22,0.41040
ENSG00000092421,SEMA6A,28,1.54792,10,-0.5556,9,-0.7680,9,-0.8162
ENSG00000172869,DMXL1,22,-0.4687,24,-0.2449,31,0.16814,32,0.30575
ENSG00000133835,HSD17B4,74,0.53255,55,-0.0552,49,-0.2859,51,-0.2256
ENSG00000205302,SNX2,46,-0.0335,23,-1.1077,52,0.20562,52,0.23873
ENSG00000064652,SNX24,18,0.22070,8,-1.1648,24,0.78325,13,-0.5144
ENSG00000151292,CSNK1G3,31,0.10998,25,-0.2200,33,0.24163,27,-0.1975
ENSG00000168916,ZNF608,11,0.31838,7,-0.5542,6,-0.8500,12,0.51534
ENSG00000155324,GRAMD2B,73,2.07505,34,0.18416,14,-1.3746,13,-1.6304
ENSG00000164904,ALDH7A1,133,1.35617,75,0.08129,58,-0.4076,39,-1.1968
ENSG00000164902,PHAX,49,-0.1901,65,0.30201,48,-0.2109,58,0.15530
ENSG00000164241,C5orf63,78,0.67973,75,0.49666,95,1.14501,8,-3.2374
ENSG00000145794,MEGF10,31,1.90419,7,-1.0041,10,-0.5634,7,-1.3143
ENSG00000164244,PRRC1,10,0.03095,2,-2.1451,11,0.30476,11,0.28914
ENSG00000245937,LINC01184,35,0.27287,32,0.08443,26,-0.2485,29,-0.0790
ENSG00000064651,SLC12A2,43,1.20855,12,-1.0936,31,0.46235,12,-1.3794
ENSG00000066583,ISOC1,21,-0.2712,10,-1.3148,44,1.23562,19,-0.5582
ENSG00000198108,CHSY3,5,-1.0410,2,-2.0578,15,0.76896,13,0.53561
ENSG00000169567,HINT1,1090,-0.3821,1454,0.13852,1135,-0.3086,1600,0.43800
ENSG00000186687,LYRM7,45,-0.0657,37,-0.3411,66,0.74015,37,-0.4891
ENSG00000158985,CDC42SE2,114,-0.4321,162,0.20060,188,0.54617,128,-0.2620
ENSG00000158987,RAPGEF6,13,-0.6083,11,-0.7548,22,0.32889,22,0.43234
ENSG00000217128,FNIP1,17,-0.4523,18,-0.2933,18,-0.3578,28,0.69817
ENSG00000164398,ACSL6,152,0.12484,107,-0.4655,167,0.31053,132,-0.1739
ENSG00000072682,P4HA2,6,-0.6646,4,-1.1326,11,0.30416,12,0.58398
ENSG00000131435,PDLIM4,29,0.94164,14,-0.3773,16,-0.2626,14,-0.5327
ENSG00000233006,MIR3936HG,12,0.38704,14,0.67848,7,-0.4346,8,-0.4004
ENSG00000197536,C5orf56,19,0.64315,18,0.45404,10,-0.4978,11,-0.4648
ENSG00000113522,RAD50,33,-0.4372,41,-0.0356,55,0.55550,39,-0.1477
ENSG00000131437,KIF3A,115,-0.9112,171,-0.1815,330,1.17843,157,-0.4338
ENSG00000164402,SEPTIN8,195,0.53727,116,-0.4061,169,0.24305,117,-0.5285
ENSG00000198944,SOWAHA,114,-0.5872,190,0.30945,51,-1.8997,246,1.23824
ENSG00000164403,SHROOM1,17,0.97090,3,-1.8691,10,-0.0502,9,-0.3262
ENSG00000164405,UQCRQ,1098,0.06131,1425,0.49432,874,-0.3670,1047,-0.0367
ENSG00000072364,AFF4,49,-0.2881,55,-0.0582,61,0.12580,61,0.14119
ENSG00000155329,ZCCHC10,17,0.10489,15,-0.0945,17,0.03336,16,-0.0696
ENSG00000170606,HSPA4,53,-0.4152,68,0.04519,51,-0.4571,84,0.59941
ENSG00000053108,FSTL4,2,-2.6694,8,-0.5232,11,-0.1024,19,1.46083
ENSG00000113583,C5orf15,26,-0.4830,33,-0.0399,34,0.01103,39,0.35386
ENSG00000213585,VDAC1,180,-1.0137,323,0.02236,305,-0.0860,419,0.69433
ENSG00000113558,SKP1,823,-0.3079,943,-0.0459,926,-0.0889,1106,0.31666
ENSG00000113575,PPP2CA,145,-0.9879,266,0.09266,343,0.62999,258,0.05277
ENSG00000119048,UBE2B,120,-0.7270,134,-0.4747,197,0.18231,223,0.53310
ENSG00000237190,CDKN2AIPNL,44,-0.7033,50,-0.4212,78,0.36807,75,0.34724
ENSG00000043143,JADE2,25,-0.8916,54,0.44892,38,-0.1531,50,0.47010
ENSG00000152700,SAR1B,66,0.65183,46,-0.0746,35,-0.5419,45,-0.1526
ENSG00000113615,SEC24A,5,-1.2131,5,-0.9706,16,0.97585,11,0.21406
ENSG00000164615,CAMLG,108,-0.4861,156,0.16731,160,0.25111,145,0.06424
ENSG00000145833,DDX46,33,0.14302,22,-0.5121,37,0.37720,27,-0.2343
ENSG00000181904,C5orf24,30,-0.8828,52,0.12110,53,0.18830,57,0.37249
ENSG00000113621,TXNDC15,45,0.00813,40,-0.1732,48,0.13640,44,-0.0410
ENSG00000113648,H2AFY,92,-0.2555,88,-0.2999,117,0.18857,114,0.16673
ENSG00000145824,CXCL14,197,0.42102,97,-0.7920,40,-2.2979,235,1.03654
ENSG00000145832,SLC25A48,27,1.31952,10,-0.6250,9,-0.8948,12,-0.4236
ENSG00000113658,SMAD5,25,0.74239,17,0.01954,15,-0.2650,13,-0.4967
ENSG00000152377,SPOCK1,202,-0.4020,139,-0.9366,557,1.90103,116,-1.5046
ENSG00000146021,KLHL3,17,-0.4333,12,-0.9624,39,1.27388,17,-0.5729
ENSG00000177733,HNRNPA0,90,-0.5800,96,-0.4068,149,0.36819,138,0.26883
ENSG00000031003,FAM13B,36,-0.7086,61,0.22973,57,0.12753,59,0.27232
ENSG00000112981,NME5,20,-1.0574,31,-0.2971,34,-0.1426,52,0.88641
ENSG00000112983,BRD8,45,-0.0515,36,-0.4238,43,-0.1271,53,0.31007
ENSG00000094880,CDC23,24,0.01329,18,-0.4359,21,-0.1966,27,0.31522
ENSG00000120709,FAM53C,42,-0.2403,34,-0.5213,63,0.57880,45,-0.1118
ENSG00000120733,KDM3B,37,-0.2112,43,0.08325,48,0.32337,38,-0.1519
ENSG00000132563,REEP2,126,-0.4781,183,0.19632,199,0.40159,157,-0.0897
ENSG00000120738,EGR1,27,-1.2759,46,-0.3446,105,1.33459,49,-0.3428
ENSG00000120705,ETF1,38,-0.4195,62,0.45443,38,-0.3951,55,0.35732
ENSG00000113013,HSPA9,165,-0.4519,206,-0.0352,201,-0.0849,248,0.40418
ENSG00000044115,CTNNA1,120,0.89283,58,-0.4682,81,0.07069,55,-0.7363
ENSG00000146006,LRRTM2,26,-0.2755,34,0.19545,43,0.71782,23,-0.5590
ENSG00000120725,SIL1,20,-0.1482,30,0.54788,27,0.46157,16,-0.6156
ENSG00000120727,PAIP2,182,-0.0731,156,-0.3152,212,0.21820,190,0.01214
ENSG00000170464,DNAJC18,31,-0.5993,78,1.00214,51,0.30989,35,-0.4526
ENSG00000131508,UBE2D2,130,-0.3393,162,0.06276,150,-0.0803,176,0.28277
ENSG00000171604,CXXC5,109,-0.7797,96,-0.8906,270,1.02262,162,-0.0799
ENSG00000146005,PSD2,94,0.83496,64,0.01942,52,-0.3559,49,-0.5269
ENSG00000158458,NRG2,11,-0.0758,23,1.18970,10,-0.1494,8,-0.6051
ENSG00000185129,PURA,51,0.45881,35,-0.2362,59,0.74423,24,-1.0945
ENSG00000182700,IGIP,72,-0.3411,114,0.45665,103,0.34096,76,-0.2788
ENSG00000120306,CYSTM1,170,0.58582,110,-0.2347,124,-0.0454,106,-0.3896
ENSG00000113068,PFDN1,116,-0.1191,118,-0.0819,110,-0.2249,140,0.29694
ENSG00000131503,ANKHD1,41,0.52775,23,-0.4767,35,0.22027,25,-0.4675
ENSG00000213523,SRA1,47,0.10587,39,-0.2111,41,-0.1400,46,0.11521
ENSG00000243056,EIF4EBP3,17,1.15949,4,-1.2434,12,0.45722,5,-1.2420
ENSG00000113108,APBB3,24,-0.7949,44,0.28887,42,0.23922,40,0.19928
ENSG00000176087,SLC35A4,20,0.39962,10,-0.7317,15,-0.2240,17,0.11184
ENSG00000170458,CD14,18,0.56296,20,0.67587,9,-0.7600,11,-0.3520
ENSG00000131495,NDUFA2,375,0.19498,357,0.08347,288,-0.3089,344,0.03267
ENSG00000113141,IK,59,-0.0230,60,0.01737,48,-0.3945,67,0.29724
ENSG00000120314,WDR55,17,0.21440,19,0.41625,15,0.00511,12,-0.4150
ENSG00000170445,HARS,53,-0.2756,39,-0.7061,78,0.50341,62,0.04714
ENSG00000112855,HARS2,10,-0.5580,14,-0.0815,10,-0.6279,20,0.84675
ENSG00000146007,ZMAT2,146,-0.1640,168,0.08333,150,-0.1150,172,0.17543
ENSG00000120324,PCDHB10,7,-0.8509,2,-2.2688,15,0.60778,14,0.61209
ENSG00000120327,PCDHB14,8,-1.1498,25,0.76491,15,-0.0073,18,0.30098
ENSG00000178913,TAF7,63,-0.4069,67,-0.2559,67,-0.3158,101,0.62738
ENSG00000131504,DIAPH1,23,-0.4538,25,-0.2392,24,-0.3799,39,0.69303
ENSG00000171720,HDAC3,28,-0.4049,28,-0.3599,39,0.18556,40,0.29396
ENSG00000164620,RELL2,21,-0.6789,46,0.71515,36,0.35406,27,-0.2267
ENSG00000081791,DELE1,23,-0.3393,26,-0.0899,35,0.46030,26,-0.1011
ENSG00000013561,RNF14,35,-0.1529,29,-0.4424,42,0.18229,40,0.15076
ENSG00000113552,GNPDA1,29,-0.8768,38,-0.3483,54,0.24664,59,0.51771
ENSG00000131507,NDFIP1,432,-0.8009,459,-0.6127,919,0.63988,739,0.22448
ENSG00000113578,FGF1,104,2.57255,17,-1.3190,33,-0.3085,7,-3.0166
ENSG00000145819,ARHGAP26,51,-0.4691,52,-0.4081,69,0.08424,79,0.43367
ENSG00000113580,NR3C1,26,-0.2287,32,0.12547,37,0.45927,26,-0.2883
ENSG00000145817,YIPF5,31,-0.4204,33,-0.2614,40,0.06156,45,0.36572
ENSG00000183775,KCTD16,53,-0.9728,98,0.11797,88,-0.0563,116,0.60910
ENSG00000133706,LARS,55,-0.3660,72,0.13431,75,0.23195,67,0.01616
ENSG00000091009,RBM27,22,0.15768,14,-0.5055,19,-0.0937,21,0.14910
ENSG00000113649,TCERG1,31,-0.5569,42,-0.0278,46,0.12643,48,0.30427
ENSG00000156475,PPP2R2B,129,-0.3486,140,-0.1618,176,0.25091,163,0.12368
ENSG00000113657,DPYSL3,111,0.55049,69,-0.3244,94,0.22113,65,-0.5567
ENSG00000176049,JAKMIP2,27,-0.1235,21,-0.5041,41,0.70251,25,-0.3337
ENSG00000145868,FBXO38,12,-0.2789,5,-1.5100,21,0.84024,13,-0.0744
ENSG00000173210,ABLIM3,27,0.23536,18,-0.4626,26,0.18327,22,-0.1580
ENSG00000164284,GRPEL2,11,-0.4680,20,0.49575,15,-0.0263,16,0.10109
ENSG00000145882,PCYOX1L,12,-0.9065,15,-0.4895,27,0.57031,23,0.30435
ENSG00000113712,CSNK1A1,110,-0.2899,93,-0.5250,162,0.46397,130,0.03373
ENSG00000113716,HMGXB3,12,-0.7985,18,-0.1216,14,-0.5766,28,0.97088
ENSG00000182578,CSF1R,52,1.54801,29,0.19721,18,-0.7005,13,-1.3043
ENSG00000113721,PDGFRB,38,1.75928,7,-1.3506,8,-1.2906,14,-0.5070
ENSG00000011083,SLC6A7,13,-1.7025,21,-0.7941,71,1.63586,30,-0.3361
ENSG00000070808,CAMK2A,251,-0.7358,450,0.29744,371,-0.0256,439,0.37262
ENSG00000070814,TCOF1,19,-0.4892,29,0.26202,32,0.51587,22,-0.2259
ENSG00000019582,CD74,198,2.09405,73,-0.2305,50,-0.9297,35,-1.7073
ENSG00000164587,RPS14,1927,0.66491,1524,0.14902,1218,-0.2530,1110,-0.4928
ENSG00000070614,NDST1,41,0.65656,21,-0.5086,33,0.23606,22,-0.6085
ENSG00000171992,SYNPO,144,-0.2748,158,-0.0905,166,-0.0120,186,0.25504
ENSG00000086589,RBM22,39,-0.0198,46,0.27647,40,0.04151,37,-0.1584
ENSG00000132912,DCTN4,50,-0.0123,48,-0.0524,56,0.23254,46,-0.1618
ENSG00000211445,GPX3,23,0.12200,13,-0.7669,39,1.28784,12,-1.1948
ENSG00000145901,TNIP1,26,-0.1468,51,1.03316,24,-0.2583,24,-0.3211
ENSG00000197043,ANXA6,97,-0.9703,124,-0.4790,230,0.64751,187,0.26302
ENSG00000196743,GM2A,31,1.41990,9,-0.9006,9,-1.0740,14,-0.3451
ENSG00000123643,SLC36A1,13,-0.3029,5,-1.5068,32,1.70748,9,-1.1042
ENSG00000113140,SPARC,334,1.95244,49,-1.7036,84,-1.0110,100,-0.8270
ENSG00000177556,ATOX1,327,0.08755,404,0.43551,218,-0.6528,334,0.16167
ENSG00000145907,G3BP1,38,-0.0023,20,-1.0430,53,0.65783,35,-0.2146
ENSG00000155511,GRIA1,79,-0.8564,170,0.48431,145,0.25413,134,0.11282
ENSG00000164576,SAP30L,24,0.27627,17,-0.3271,22,0.11785,19,-0.1908
ENSG00000155506,LARP1,144,-0.5362,191,-0.0163,295,0.89394,157,-0.4387
ENSG00000170271,FAXDC2,49,1.79966,7,-1.7248,20,-0.2457,12,-1.2451
ENSG00000155508,CNOT8,34,-0.1358,24,-0.6998,37,0.01867,43,0.35364
ENSG00000082516,GEMIN5,10,-0.2010,16,0.67453,8,-0.6339,12,0.22801
ENSG00000082515,MRPL22,48,0.24941,45,0.09354,30,-0.5980,46,0.17284
ENSG00000155868,MED7,18,0.10223,13,-0.3546,16,-0.0619,17,0.11552
ENSG00000055163,CYFIP2,256,-0.4939,371,0.17039,390,0.30503,337,0.02099
ENSG00000172568,FNDC9,5,-2.1049,11,-0.7129,8,-1.2226,33,2.12068
ENSG00000155858,LSM11,14,-1.2021,28,0.00730,51,1.34449,21,-0.5584
ENSG00000113282,CLINT1,22,-0.4160,23,-0.3373,25,-0.1904,35,0.57779
ENSG00000145860,RNF145,65,-0.5883,85,-0.0697,108,0.38591,94,0.12380
ENSG00000164332,UBLCP1,42,-0.6860,50,-0.3103,88,0.74540,60,-0.0520
ENSG00000170214,ADRA1B,19,-0.5758,20,-0.4700,22,-0.3257,36,0.81583
ENSG00000113312,TTC1,95,0.12980,71,-0.3624,93,0.09297,87,-0.0279
ENSG00000170234,PWWP2A,19,0.35640,8,-1.0841,20,0.44787,14,-0.3161
ENSG00000170231,FABP6,31,0.44504,13,-0.9561,54,1.84054,5,-2.8853
ENSG00000164609,SLU7,85,-0.3172,87,-0.2448,109,0.15077,111,0.21928
ENSG00000145864,GABRB2,95,-1.0958,135,-0.4363,249,0.70475,197,0.25685
ENSG00000022355,GABRA1,93,-1.5549,168,-0.5009,273,0.34813,311,0.78611
ENSG00000113327,GABRG2,77,-1.2269,106,-0.6049,169,0.17521,213,0.82947
ENSG00000113328,CCNG1,24,0.81550,4,-2.1188,16,0.01439,15,-0.1780
ENSG00000170584,NUDCD2,55,0.33778,50,0.14528,44,-0.0809,40,-0.3008
ENSG00000038274,MAT2B,52,-0.7187,71,-0.1250,92,0.35669,86,0.25115
ENSG00000145934,TENM2,41,-0.7072,61,-0.0025,63,0.03654,74,0.45247
ENSG00000113645,WWC1,38,0.14500,33,-0.1040,28,-0.3966,39,0.21971
ENSG00000113643,RARS,26,-0.5172,29,-0.2950,33,-0.0568,43,0.52957
ENSG00000188573,FBLL1,62,-0.7058,128,0.56191,131,0.73042,73,-0.4850
ENSG00000120137,PANK3,39,-0.4057,32,-0.6944,65,0.58430,50,0.05895
ENSG00000184347,SLIT3,19,-0.9755,13,-1.3705,52,0.94698,36,0.22073
ENSG00000182132,KCNIP1,27,-0.4087,67,1.23755,31,-0.1468,28,-0.3775
ENSG00000181163,NPM1,197,-0.0445,176,-0.2164,161,-0.4181,240,0.42764
ENSG00000072803,FBXW11,80,-0.3247,79,-0.3135,107,0.21900,104,0.19498
ENSG00000168246,UBTD2,12,-0.2666,19,0.51250,12,-0.2250,15,0.10273
ENSG00000214357,NEURL1B,14,-0.5119,21,0.19922,18,-0.0539,21,0.31018
ENSG00000120129,DUSP1,55,1.03776,15,-1.2184,32,-0.0847,26,-0.5081
ENSG00000113719,ERGIC1,35,-0.3043,34,-0.3183,52,0.43503,42,-0.0061
ENSG00000037241,RPL26L1,51,-0.3926,68,0.11866,48,-0.4835,79,0.56779
ENSG00000113732,ATP6V0E1,126,1.67410,32,-1.0289,51,-0.3405,34,-1.1680
ENSG00000164463,CREBRF,29,-0.0015,25,-0.2453,42,0.78103,21,-0.6366
ENSG00000113734,BNIP1,11,-0.0563,13,0.16051,9,-0.5046,14,0.32635
ENSG00000145919,BOD1,38,-0.2039,60,0.58653,36,-0.3113,43,0.07452
ENSG00000113742,CPEB4,57,-0.5587,57,-0.4902,92,0.34613,88,0.30405
ENSG00000170091,NSG2,196,-1.2525,366,-0.1453,354,-0.2310,578,0.97812
ENSG00000184845,DRD1,12,-0.4781,2,-2.8923,35,1.99590,9,-1.1117
ENSG00000164466,SFXN1,48,-0.3107,47,-0.2741,77,0.65298,51,-0.2287
ENSG00000113749,HRH2,6,-1.9069,21,0.07626,21,0.09966,28,0.87729
ENSG00000145920,CPLX2,549,-0.1978,643,0.08944,317,-1.1533,833,0.80939
ENSG00000051596,THOC3,25,-1.0576,46,-0.0240,16,-1.7694,81,1.62825
ENSG00000248469,AC139491.1,6,-0.9788,18,0.98272,8,-0.5103,12,0.42144
ENSG00000170085,SIMC1,12,0.23304,3,-1.9620,9,-0.3041,14,0.56688
ENSG00000122203,KIAA1191,93,-0.6291,127,-0.0542,161,0.40388,139,0.12611
ENSG00000175414,ARL10,22,-0.5855,30,0.02488,36,0.35665,31,0.10494
ENSG00000048162,NOP16,17,-0.6158,26,0.10915,18,-0.5592,33,0.75625
ENSG00000146066,HIGD2A,176,0.26548,179,0.25583,153,-0.0060,131,-0.3571
ENSG00000175416,CLTB,214,-0.3427,303,0.27598,253,-0.0321,273,0.14327
ENSG00000113194,FAF2,26,-0.0413,32,0.29580,27,0.02536,25,-0.1382
ENSG00000146083,RNF44,46,-0.5334,47,-0.4509,86,0.65686,62,-0.0080
ENSG00000169258,GPRIN1,50,-0.6596,95,0.46257,57,-0.4283,89,0.52162
ENSG00000074317,SNCB,464,-0.9272,826,0.09783,1240,0.98854,665,-0.3494
ENSG00000048140,TSPAN17,21,-1.0646,39,-0.0059,29,-0.4939,57,1.00666
ENSG00000113763,UNC5A,29,-1.4332,52,-0.4138,64,-0.1002,100,1.06199
ENSG00000113761,ZNF346,11,-0.3191,6,-1.2237,15,0.14942,17,0.51488
ENSG00000165671,NSD1,17,-0.1106,12,-0.6124,23,0.51004,17,-0.1134
ENSG00000169228,RAB24,13,-0.7599,19,-0.0405,23,0.31518,22,0.27386
ENSG00000169230,PRELID1,114,-0.3254,153,0.19913,150,0.19532,135,-0.0138
ENSG00000169223,LMAN2,62,0.27445,21,-1.4508,52,-0.0563,60,0.27284
ENSG00000169220,RGS14,30,-0.9853,65,0.34805,16,-2.0248,88,1.48212
ENSG00000131187,F12,16,-0.6690,17,-0.4909,39,1.12711,19,-0.3964
ENSG00000198055,GRK6,25,-0.2581,26,-0.1029,39,0.64723,24,-0.3396
ENSG00000131188,PRR7,39,-0.6689,67,0.26390,31,-1.0981,83,1.00047
ENSG00000113758,DBN1,30,-1.1046,65,0.24395,66,0.31781,64,0.31603
ENSG00000196923,PDLIM7,20,0.48452,12,-0.4058,26,1.05403,7,-1.4941
ENSG00000183258,DDX41,49,-0.1448,52,-0.0446,62,0.27650,51,-0.0989
ENSG00000146067,FAM193B,28,0.04841,24,-0.2299,27,-0.0209,29,0.07816
ENSG00000184840,TMED9,73,-0.2546,51,-0.7777,81,-0.0778,104,0.53280
ENSG00000027847,B4GALT7,23,-0.5951,14,-1.3244,27,-0.3287,48,1.05869
ENSG00000170074,FAM153A,8,-1.8077,15,-0.7715,15,-0.9071,46,1.85718
ENSG00000249109,AC140125.2,7,-0.9763,17,0.49123,8,-0.8645,18,0.92856
ENSG00000249684,AC106795.2,6,-1.1292,8,-0.6220,0,-5.8443,25,2.53836
ENSG00000204677,FAM153CP,35,-0.5462,42,-0.1947,55,0.30111,52,0.22413
ENSG00000145916,RMND5B,27,-0.3415,35,0.12342,27,-0.3090,38,0.41855
ENSG00000145912,NHP2,238,-0.1649,296,0.21970,182,-0.6480,313,0.46371
