iter	run_hash	mediation_run	donor_key	n_donors	baselineDEGs	mediationCarrierDEGs	mediationMDEGs	medSigBaselineDEGs	mediated_n	pass_both	loss	gain	loss_file	gain_file	mediated_file
66	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000012124|CD22	80c146156f90daa41a2eef910b7d1c83	30	1022	0	0	0	0	FALSE	1022	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000012124_CD22.loss.txt		
67	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000070214|SLC44A1	80c146156f90daa41a2eef910b7d1c83	30	1022	637	0	0	0	FALSE	603	218	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000070214_SLC44A1.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000070214_SLC44A1.gain.txt	
68	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000084453|SLCO1A2	80c146156f90daa41a2eef910b7d1c83	30	1022	22	0	0	0	FALSE	1000	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000084453_SLCO1A2.loss.txt		
69	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000091513|TF	80c146156f90daa41a2eef910b7d1c83	30	1022	19	0	0	0	FALSE	1005	2	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000091513_TF.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000091513_TF.gain.txt	
70	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000102934|PLLP	80c146156f90daa41a2eef910b7d1c83	30	1022	688	0	0	0	FALSE	463	129	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000102934_PLLP.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000102934_PLLP.gain.txt	
71	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000117266|CDK18	80c146156f90daa41a2eef910b7d1c83	30	1022	753	0	0	0	FALSE	398	129	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000117266_CDK18.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000117266_CDK18.gain.txt	
72	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000123560|PLP1	80c146156f90daa41a2eef910b7d1c83	30	1022	0	0	0	0	FALSE	1022	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000123560_PLP1.loss.txt		
73	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000125851|PCSK2	80c146156f90daa41a2eef910b7d1c83	30	1022	1	0	0	0	FALSE	1021	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000125851_PCSK2.loss.txt		
74	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000133019|CHRM3	80c146156f90daa41a2eef910b7d1c83	30	1022	1	619	205	205	TRUE	1021	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000133019_CHRM3.loss.txt		/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000133019_CHRM3.mediated.lst
75	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000134352|IL6ST	80c146156f90daa41a2eef910b7d1c83	30	1022	0	6	4	4	TRUE	1022	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000134352_IL6ST.loss.txt		/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000134352_IL6ST.mediated.lst
76	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000136928|GABBR2	80c146156f90daa41a2eef910b7d1c83	30	1022	22	0	0	0	FALSE	1000	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000136928_GABBR2.loss.txt		
77	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000149972|CNTN5	80c146156f90daa41a2eef910b7d1c83	30	1022	0	0	0	0	FALSE	1022	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000149972_CNTN5.loss.txt		
78	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000150656|CNDP1	80c146156f90daa41a2eef910b7d1c83	30	1022	419	0	0	0	FALSE	631	28	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000150656_CNDP1.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000150656_CNDP1.gain.txt	
79	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000155886|SLC24A2	80c146156f90daa41a2eef910b7d1c83	30	1022	1135	0	0	0	FALSE	295	408	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000155886_SLC24A2.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000155886_SLC24A2.gain.txt	
80	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000174607|UGT8	80c146156f90daa41a2eef910b7d1c83	30	1022	387	0	0	0	FALSE	712	77	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000174607_UGT8.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000174607_UGT8.gain.txt	
81	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000175220|ARHGAP1	80c146156f90daa41a2eef910b7d1c83	30	1022	0	0	0	0	FALSE	1022	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000175220_ARHGAP1.loss.txt		
82	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000197430|OPALIN	80c146156f90daa41a2eef910b7d1c83	30	1022	1993	2	1	0	FALSE	117	1088	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000197430_OPALIN.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000197430_OPALIN.gain.txt	
83	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000197971|MBP	80c146156f90daa41a2eef910b7d1c83	30	1022	419	0	0	0	FALSE	645	42	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000197971_MBP.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000197971_MBP.gain.txt	
84	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000198597|ZNF536	80c146156f90daa41a2eef910b7d1c83	30	1022	1917	0	0	0	FALSE	56	951	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000198597_ZNF536.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000198597_ZNF536.gain.txt	
85	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000232310|LINC03002	80c146156f90daa41a2eef910b7d1c83	30	1022	2306	1	0	0	FALSE	72	1356	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000232310_LINC03002.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000232310_LINC03002.gain.txt	
86	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000253877|LINC01608	80c146156f90daa41a2eef910b7d1c83	30	1022	0	0	0	0	FALSE	1022	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000253877_LINC01608.loss.txt		
87	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000260788|CEDORA	80c146156f90daa41a2eef910b7d1c83	30	1022	1429	213	17	0	FALSE	239	646	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000260788_CEDORA.loss.txt	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000260788_CEDORA.gain.txt	
88	0d4f2dec005aebff128c2046639e6cc8	Astro.3|ENSG00000273507|ENSG00000273507	80c146156f90daa41a2eef910b7d1c83	30	1022	9	0	0	0	FALSE	1013	0	/home/gpertea/work/R/LFF_spatial_ERC/code/22_Mediation/out-erc_astro/Astro.3_ENSG00000273507_ENSG00000273507.loss.txt		
