xSpD,cell_type_anno,n_cell,expected_n,std_resid,RoE,log2_RoE,enrichment,prop_xSpD,prop_cell_type,n_donor,mean_log2_RoE,p_value,padj,sig_by_donor
xL2,Inhib.PVALB,319,192.9761048567714,9.452984857626616,1.6513667165075654,0.723660532933631,enriched,0.1166788588149232,0.014951256092988377,16,0.6725813125458673,0.0013122558593750004,0.002229768086255082,TRUE
xL6,Inhib.PVALB,222,199.85001935298186,1.6348477076222965,1.1105564188042014,0.1512826869519535,neutral,0.08119970738844184,0.01004706734250543,16,0.04773758869075792,0.8602600097656251,0.868571700681235,FALSE
xL1_inhib,Inhib.PVALB,132,145.19335448377163,-1.1303274135852288,0.9094443632620101,-0.1369427135264519,neutral,0.048280907095830286,0.008222762100541955,16,-0.40767438495736846,0.23120117187500003,0.2577122395833334,FALSE
xLD_glia,Inhib.PVALB,343,417.12902980359206,-3.9607222731242775,0.8225002944875398,-0.28191189949767503,neutral,0.12545720555961962,0.007437281814436566,16,-0.2363127631059814,0.03863525390625001,0.04777969270062871,TRUE
xVasc_adj,Inhib.PVALB,95,138.82593895043982,-3.83517229988082,0.685443074846032,-0.5448912378506959,neutral,0.034747622531089976,0.006189328295002932,16,-0.730509157370751,0.0010070800781250004,0.0017837265790519076,TRUE
xWMuf,Inhib.PVALB,255,378.9335812279384,-6.890933811678788,0.6733721332021813,-0.570524076904002,neutral,0.09326993416239941,0.006086499904525491,16,-0.6162798016354333,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xGL,Inhib.PVALB,21,222.5610710634877,-14.160968325044307,0.09638615961760832,-3.375030189424938,depleted,0.007681053401609363,8.534156947210144e-4,16,-3.237966588943849,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Inhib.PVALB,38,479.3560452429709,-22.29940096208363,0.08023239548958035,-3.639671317490824,depleted,0.013899049012435992,7.16994660276609e-4,16,-3.28632394492862,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Inhib.PVALB,7,108.63498291313654,-9.996218200082039,0.06872223552707614,-3.863079221817433,depleted,0.002560351133869788,5.827991008242444e-4,16,-2.840470715392833,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Inhib.PVALB,3,175.8094078649195,-13.534807516665696,0.019851464776522564,-5.65461072659495,depleted,0.0010972933430870519,1.5433686593270912e-4,16,-3.795635486763059,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL1_inhib,Inhib.VIP,2146,328.5172241538446,104.11914604753254,6.523974559448358,2.7057511562022722,enriched,0.3469123827998707,0.1336821777860836,16,2.677866038861768,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,Inhib.VIP,1562,436.631376972929,56.44456498372058,3.5744402765596113,1.83771734721896,enriched,0.25250565793727775,0.07320959880014997,16,1.773089258041395,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL5,Inhib.VIP,818,621.6103334998462,8.39161650164943,1.3156830162188624,0.39581194650934065,neutral,0.13223407694794698,0.026930041152263374,16,0.44004965891478004,0.002136230468750001,0.0034344012920673093,TRUE
xVasc_adj,Inhib.VIP,214,314.11018959305807,-5.8579167973569195,0.6817960990947287,-0.552587749784378,neutral,0.0345942450695118,0.013942276369796077,16,-0.7236755076151439,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xLD_glia,Inhib.VIP,608,943.8040154956183,-11.9972918586684,0.6443899316478375,-0.6339941422383064,depleted,0.09828645328160363,0.013183286714803009,16,-0.6778666728758593,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xGL,Inhib.VIP,293,503.57087988249265,-9.892267922452048,0.5822593839747691,-0.7802661090905196,depleted,0.047365017782088584,0.011907180883488439,16,-0.8314207001693488,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xWMuf,Inhib.VIP,305,857.3822726686274,-20.537145318547417,0.35610946831862667,-1.4896072999762477,depleted,0.04930488199159392,0.0072799312583540195,16,-1.4505899524766155,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL6,Inhib.VIP,142,452.18442564650536,-15.308590437867256,0.31478882843492423,-1.667543753049339,depleted,0.02295505981247979,0.006426502534395365,16,-1.586134149303442,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Inhib.VIP,73,1084.6000350669415,-34.176235004733776,0.0677356903738978,-3.883939990276466,depleted,0.011800840607824119,0.001377384478952433,16,-3.4566501487382886,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Inhib.VIP,12,245.79956265569226,-15.376145074465304,0.05075120664129653,-4.300414066103118,depleted,0.0019398642095053346,9.99084172841562e-4,16,-3.6702862365486855,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Inhib.VIP,13,397.7896843644448,-20.152057194200257,0.03389492756143584,-4.882786802239335,depleted,0.0021015195602974456,6.687930857084062e-4,16,-4.107003095517225,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL5,Inhib.Chandelier,252,76.771790299690025,21.112949399148913,3.2676866812675995,1.7082696588043875,enriched,0.3298429319371728,0.008296296296296296,16,1.5633846121041837,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,Inhib.Chandelier,150,53.92602198631066,13.587857661670624,2.7652213868919917,1.4673949889537732,enriched,0.19633507853403143,0.00703037120359955,16,1.1485569823695838,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xL1_inhib,Inhib.Chandelier,100,40.573417273446054,9.59972823190128,2.4468380444442155,1.2909186129785197,enriched,0.13089005235602094,0.006229365227683299,16,1.0175430342780714,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xLD_glia,Inhib.Chandelier,115,116.56422047181577,-0.15758438887329626,0.9866379286043905,-0.01940734601261018,neutral,0.1505235602094241,0.0024935492963854377,16,-0.20405205860125156,0.8208923339843751,0.8308304978340648,FALSE
xVasc_adj,Inhib.Chandelier,29,38.79408096493637,-1.6160191105235304,0.7507492038387154,-0.4135970550663708,neutral,0.03795811518324607,0.0018893739005798424,16,-0.8219966809651852,0.006286621093750002,0.008788654238085286,TRUE
xL6,Inhib.Chandelier,38,55.846896410269984,-2.483680950289116,0.6832674459951774,-0.5494777030669482,neutral,0.049738219895287955,0.0017197682838522809,16,-0.6464052003261624,0.024963378906250007,0.03181308653296495,TRUE
xWMuf,Inhib.Chandelier,57,105.89073008710496,-5.125600503127183,0.5404606205157461,-0.8877385919253244,depleted,0.07460732984293193,0.0013605117433645216,16,-1.0499149446586489,0.0010070800781250004,0.0017837265790519076,TRUE
xGL,Inhib.Chandelier,12,62.19336440837769,-6.649082977062102,0.19938314234623578,-2.3263846584792036,depleted,0.015706806282722512,4.8766611126915105e-4,16,-2.081926790529304,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xWMd,Inhib.Chandelier,9,133.95318894134226,-11.903662726388475,0.07065656140104311,-3.8230326495806066,depleted,0.011780104712041885,1.6981452480235477e-4,16,-2.8701576276429064,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Inhib.Chandelier,1,30.35739829759924,-5.44426461796832,0.04861070870374391,-4.362582022199895,depleted,0.0013089005235602095,8.32570144034635e-5,16,-1.8667236275244024,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Inhib.Chandelier,1,49.12889085910698,-7.107546457556146,0.030224330506567178,-5.048145806811585,depleted,0.0013089005235602095,5.144562197756971e-5,16,-2.4173798741119974,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL5,Inhib.SST,676,186.20173746770368,37.962674084470294,3.6234263760776373,1.8573545806903153,enriched,0.36481381543443064,0.022255144032921812,16,1.7281804733546973,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,Inhib.SST,319,130.79177845632677,17.12294570454958,2.433511098383661,1.2830393542533816,enriched,0.17215326497571506,0.014951256092988377,16,1.1082879738564588,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xL6,Inhib.SST,148,135.4506532044899,1.1234374515639645,1.0923081022393768,0.12737984790452794,neutral,0.07987048030221262,0.006698044895003621,16,-0.11747700157576103,1,1,FALSE
xLD_glia,Inhib.SST,292,282.71400593491444,0.6017807640242304,1.0327879055078215,0.04654401113530314,neutral,0.15758229897463572,0.006331446909083024,16,0.12138384547296516,0.34838867187500006,0.3785756270445719,FALSE
xL1_inhib,Inhib.SST,93,98.40646885824023,-0.5618062418844703,0.9453375606201333,-0.08109851679809922,neutral,0.05018888289260658,0.005793309661745468,16,-0.1595612775953397,0.6685485839843751,0.683259922018261,FALSE
xWMuf,Inhib.SST,208,256.82660059084486,-3.292830630926132,0.8102543597174383,-0.3035532166465528,neutral,0.11225040474905558,0.0049646744319266755,16,-0.31106003208677563,0.15905761718750003,0.18116099178303818,FALSE
xVasc_adj,Inhib.SST,67,94.0908796178365,-2.875415318455171,0.713599453485491,-0.4868135845255485,neutral,0.03615758229897464,0.0043651052185810155,16,-0.7375927455486375,0.013092041015625003,0.017653139175907263,TRUE
xWMd,Inhib.SST,32,324.8890826024964,-17.94862260147005,0.09988042542811072,-3.3236542235174253,depleted,0.017269293038316244,6.037849770750392e-4,16,-3.006628490539156,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xGL,Inhib.SST,11,150.84333016848672,-11.916586684893545,0.07598616990386917,-3.718119329465356,depleted,0.0059363194819212085,4.470272686633885e-4,16,-3.209619301798358,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Inhib.SST,5,73.62861131603584,-8.186938824382972,0.07419537345103637,-3.7525269612486825,depleted,0.002698327037236913,4.162850720173175e-4,16,-2.4038877341506826,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Inhib.SST,2,119.15685178262466,-11.129514504563403,0.02089307852208614,-5.580831105635821,depleted,0.0010793308148947653,1.0289124395513942e-4,16,-3.346754896368026,3.0517578125000014e-5,9.047055075354614e-5,TRUE
