top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,HumanPilot_anno
70,enrichment,Sp09D02,NPTXR,4.308899503911014,2.277902552514854e-5,0.0040598731778821884,11909,0.6955503756377053,ENSG00000221890,L3~Sp09D02
71,enrichment,Sp09D02,ATP5MPL,4.301020726060626,2.3551720867013595e-5,0.004130802064704964,8525,0.30012247586393204,ENSG00000156411,L3~Sp09D02
72,enrichment,Sp09D02,AKAP12,4.298152517482563,2.3839191139688793e-5,0.004130802064704964,4384,0.5445737838645833,ENSG00000131016,L3~Sp09D02
73,enrichment,Sp09D02,AC067969.1,4.268340974746237,2.7032778087089244e-5,0.004620012868692129,10914,1.1024882985865787,ENSG00000268055,L3~Sp09D02
74,enrichment,Sp09D02,MPC2,4.248483040183732,2.93828172079647e-5,0.004953784155223886,939,0.3219686276880775,ENSG00000143158,L3~Sp09D02
75,enrichment,Sp09D02,DIO2,4.241042078476989,3.0312698392656563e-5,0.005042416335290444,8425,0.8216091097954612,ENSG00000211448,L3~Sp09D02
76,enrichment,Sp09D02,TMEM108-AS1,4.233256305553812,3.1315743074153086e-5,0.005090865422547832,2559,1.1098780111360573,ENSG00000251011,L3~Sp09D02
77,enrichment,Sp09D02,RABL6,4.230907698184978,3.1624488310978e-5,0.005090865422547832,5983,0.28230797691038856,ENSG00000196642,L3~Sp09D02
78,enrichment,Sp09D02,CAMK2N2,4.228736680256261,3.191247241654131e-5,0.005090865422547832,2714,0.5056788818985181,ENSG00000163888,L3~Sp09D02
79,enrichment,Sp09D02,CNTN5,4.226318710704358,3.223616290327659e-5,0.005090865422547832,7085,1.384419208267998,ENSG00000149972,L3~Sp09D02
80,enrichment,Sp09D02,TMEM200A,4.198809887518243,3.6146571004880514e-5,0.0056370577482111155,4321,1.212090199607328,ENSG00000164484,L3~Sp09D02
81,enrichment,Sp09D02,SOWAHA,4.1938813206497425,3.6893396087829115e-5,0.005662435406023003,3560,0.5714634468072058,ENSG00000198944,L3~Sp09D02
82,enrichment,Sp09D02,GUK1,4.185643163400818,3.817471346508911e-5,0.005662435406023003,1160,0.22454459289761786,ENSG00000143774,L3~Sp09D02
83,enrichment,Sp09D02,ITPKA,4.185104403072899,3.825997225255718e-5,0.005662435406023003,8617,0.8790575392857599,ENSG00000137825,L3~Sp09D02
84,enrichment,Sp09D02,AGAP3,4.184523760659961,3.835206232670822e-5,0.005662435406023003,5028,0.28458959104297804,ENSG00000133612,L3~Sp09D02
85,enrichment,Sp09D02,CKB,4.182692640978267,3.86438659283196e-5,0.005662435406023003,8517,0.2509653795366476,ENSG00000166165,L3~Sp09D02
86,enrichment,Sp09D02,CPLX2,4.177721568303913,3.944676781472698e-5,0.005662435406023003,3745,0.48997902160761025,ENSG00000145920,L3~Sp09D02
87,enrichment,Sp09D02,WNT7B,4.177478917119479,3.9486364245271024e-5,0.005662435406023003,11977,0.9504347853614921,ENSG00000188064,L3~Sp09D02
88,enrichment,Sp09D02,TMOD2,4.162975945642319,4.1923104581512793e-5,0.005897209484330884,8687,0.35365531932179234,ENSG00000128872,L3~Sp09D02
89,enrichment,Sp09D02,CNIH2,4.162133884334164,4.206890382377755e-5,0.005897209484330884,6916,0.3630611856913029,ENSG00000174871,L3~Sp09D02
90,enrichment,Sp09D02,GLUL,4.142683368449887,4.55744280733435e-5,0.006317628496033706,986,0.4497027828074868,ENSG00000135821,L3~Sp09D02
91,enrichment,Sp09D02,CCNO,4.118187004121157,5.0386605887566066e-5,0.006907948297288728,3350,1.076692948846367,ENSG00000152669,L3~Sp09D02
92,enrichment,Sp09D02,EPB41L1,4.115308978677029,5.098276733344809e-5,0.006913706578827156,11410,0.26099822147242036,ENSG00000088367,L3~Sp09D02
93,enrichment,Sp09D02,COX6C,4.111153208793927,5.185547554530352e-5,0.006956439923690395,5357,0.3735501826027681,ENSG00000164919,L3~Sp09D02
94,enrichment,Sp09D02,S100A1,4.096219406404881,5.5110510003074995e-5,0.0073144544978549315,795,0.42192892282274075,ENSG00000160678,L3~Sp09D02
95,enrichment,Sp09D02,SLC1A3,4.082082214130306,5.837051914401284e-5,0.007665585229902149,3310,0.5004600158355809,ENSG00000079215,L3~Sp09D02
96,enrichment,Sp09D02,KCNQ2,4.077736569741098,5.940896857575203e-5,0.007720690541157108,11563,0.35749854673122294,ENSG00000075043,L3~Sp09D02
97,enrichment,Sp09D02,PRKCA,4.0671295819483015,6.201801259737523e-5,0.00783002342758816,10056,0.4050554402338994,ENSG00000154229,L3~Sp09D02
98,enrichment,Sp09D02,PTPRF,4.065727817889104,6.237086089598911e-5,0.00783002342758816,387,0.3410716603483922,ENSG00000142949,L3~Sp09D02
99,enrichment,Sp09D02,GNG3,4.064662658718468,6.264025662100318e-5,0.00783002342758816,6815,0.4160304310805313,ENSG00000162188,L3~Sp09D02
100,enrichment,Sp09D02,ANTKMT,4.0641878968744525,6.276068794155305e-5,0.00783002342758816,8959,0.2885655038672926,ENSG00000103254,L3~Sp09D02
1,enrichment,Sp09D03,DCLK1,10.11656242772727,1.0842450649945574e-20,1.3075166377037874e-16,7958,0.9590529757077644,ENSG00000133083,L5/4~Sp09D03
2,enrichment,Sp09D03,SORL1,9.645560122457734,3.5170271661199502e-19,7.313071820752084e-16,7185,0.603980904156301,ENSG00000137642,L5/4~Sp09D03
3,enrichment,Sp09D03,ANXA6,9.29900322225828,4.3238683334248004e-18,4.9040528479825284e-15,3676,0.8751387254743146,ENSG00000197043,L5/4~Sp09D03
4,enrichment,Sp09D03,ATP6V1B2,9.08184577126537,2.0344206993102704e-17,1.597105517742639e-14,5101,0.9545925685030882,ENSG00000147416,L5/4~Sp09D03
5,enrichment,Sp09D03,STMN2,8.909944327141218,6.838606006349868e-17,3.86464288625063e-14,5295,1.0326981815834069,ENSG00000104435,L5/4~Sp09D03
6,enrichment,Sp09D03,RTN3,8.856366439877162,9.953650300217208e-17,4.9672696458203955e-14,6836,0.6626240623399917,ENSG00000133318,L5/4~Sp09D03
7,enrichment,Sp09D03,KIFAP3,8.783273043437307,1.657760696479651e-16,7.386508017600044e-14,950,0.7828579788222694,ENSG00000075945,L5/4~Sp09D03
8,enrichment,Sp09D03,HMGCS1,8.715697718628784,2.6512482969289475e-16,1.0669991533059854e-13,3331,0.6598872815534303,ENSG00000112972,L5/4~Sp09D03
9,enrichment,Sp09D03,ELAVL4,8.618299745555557,5.198256327583815e-16,1.7527958362955588e-13,434,1.0557183601789712,ENSG00000162374,L5/4~Sp09D03
10,enrichment,Sp09D03,TUBB3,8.58199570736545,6.673974157213672e-16,2.1349872201384045e-13,9502,0.974990855599642,ENSG00000258947,L5/4~Sp09D03
11,enrichment,Sp09D03,PFKP,8.481750121071569,1.326563244402841e-15,3.2451378504254597e-13,6032,0.8770770779187339,ENSG00000067057,L5/4~Sp09D03
12,enrichment,Sp09D03,TUBA1B,8.35896503254783,3.0580930504915647e-15,6.15367240289238e-13,7448,0.6283527136901365,ENSG00000123416,L5/4~Sp09D03
13,enrichment,Sp09D03,SV2B,8.30374119046251,4.4422532233845e-15,8.526392494606925e-13,8904,1.0718773370081929,ENSG00000185518,L5/4~Sp09D03
14,enrichment,Sp09D03,SYNGR1,8.26243009678495,5.868123305000632e-15,9.89333869637674e-13,11914,0.792270304281442,ENSG00000100321,L5/4~Sp09D03
15,enrichment,Sp09D03,NECAB1,8.225698827305168,7.511022295942027e-15,1.171343927052159e-12,5323,0.7311580902321249,ENSG00000123119,L5/4~Sp09D03
16,enrichment,Sp09D03,SNX10,8.153618489168357,1.2169007996981929e-14,1.7861240443570183e-12,4545,1.037519197749818,ENSG00000086300,L5/4~Sp09D03
17,enrichment,Sp09D03,HSP90AB1,8.067775009264313,2.1548120032875325e-14,2.8003577659390893e-12,4116,0.5538922298610877,ENSG00000096384,L5/4~Sp09D03
18,enrichment,Sp09D03,PJA2,8.046607588334446,2.479481260585956e-14,3.1246472936434733e-12,3498,0.5457860258144633,ENSG00000198961,L5/4~Sp09D03
19,enrichment,Sp09D03,SERPINI1,8.04024731437664,2.586167318956588e-14,3.2265023471302392e-12,2661,0.8862414621588154,ENSG00000163536,L5/4~Sp09D03
20,enrichment,Sp09D03,CLSTN3,7.7570920032437325,1.65319564909138e-13,1.5344681862806396e-11,7301,0.9197986443351338,ENSG00000139182,L5/4~Sp09D03
21,enrichment,Sp09D03,TUBB4B,7.756419683462573,1.6604136353629877e-13,1.5344681862806396e-11,6007,0.5705774297143063,ENSG00000188229,L5/4~Sp09D03
22,enrichment,Sp09D03,SYT1,7.745213226709002,1.785412572211192e-13,1.6258983394822507e-11,7637,0.9596108799464993,ENSG00000067715,L5/4~Sp09D03
23,enrichment,Sp09D03,TUBB2A,7.739993338851022,1.8467660730994167e-13,1.634935967194385e-11,3827,0.9101184595878117,ENSG00000137267,L5/4~Sp09D03
24,enrichment,Sp09D03,DNAJC6,7.7365907990790115,1.887875184518449e-13,1.6470720840595923e-11,490,0.6582849942747302,ENSG00000116675,L5/4~Sp09D03
25,enrichment,Sp09D03,AP2M1,7.6932457766541855,2.497751119542903e-13,2.0666475042356438e-11,2710,0.5665370749570398,ENSG00000161203,L5/4~Sp09D03
26,enrichment,Sp09D03,NEFL,7.614679829350699,4.138420578955572e-13,3.2472286253490384e-11,5131,0.9971115654232979,ENSG00000277586,L5/4~Sp09D03
27,enrichment,Sp09D03,NDRG4,7.578688176000799,5.209815723683874e-13,3.93925217992e-11,9306,0.7076267404302999,ENSG00000103034,L5/4~Sp09D03
28,enrichment,Sp09D03,SLC25A46,7.546479397284436,6.398075979459813e-13,4.640836972077944e-11,3501,0.6494008429833104,ENSG00000164209,L5/4~Sp09D03
29,enrichment,Sp09D03,KLC1,7.5029011078228125,8.44097470011903e-13,5.786241777949726e-11,8520,0.6473151904361614,ENSG00000126214,L5/4~Sp09D03
30,enrichment,Sp09D03,OAT,7.488192487373384,9.266416704302126e-13,6.215473914132974e-11,6476,0.5414218303289123,ENSG00000065154,L5/4~Sp09D03
31,enrichment,Sp09D03,PGRMC1,7.461710455223251,1.0958158736239007e-12,7.120520228818639e-11,12322,0.510052554739104,ENSG00000101856,L5/4~Sp09D03
32,enrichment,Sp09D03,TOLLIP,7.455290964195753,1.1412127571687278e-12,7.377083087273082e-11,6548,0.6700704974814813,ENSG00000078902,L5/4~Sp09D03
33,enrichment,Sp09D03,NSF,7.413639230492104,1.4842780440583918e-12,9.248239529666138e-11,9929,0.981996882759653,ENSG00000073969,L5/4~Sp09D03
34,enrichment,Sp09D03,DYNC1I1,7.403510271258002,1.582022467747055e-12,9.72281394463658e-11,4766,0.7305004395383957,ENSG00000158560,L5/4~Sp09D03
35,enrichment,Sp09D03,WASF1,7.369752390435958,1.9559067782432415e-12,1.1564878182636342e-10,4260,0.8614561274253326,ENSG00000112290,L5/4~Sp09D03
36,enrichment,Sp09D03,ENO2,7.366011943542177,2.0023518799418635e-12,1.1783651912337116e-10,7293,0.6818327471943656,ENSG00000111674,L5/4~Sp09D03
37,enrichment,Sp09D03,KIF21A,7.364588371171159,2.0203126623590847e-12,1.1833530880559596e-10,7403,0.5990995699876156,ENSG00000139116,L5/4~Sp09D03
38,enrichment,Sp09D03,APBA2,7.352900738238648,2.1739053132635044e-12,1.2556316059386795e-10,8561,0.5614358544849578,ENSG00000034053,L5/4~Sp09D03
39,enrichment,Sp09D03,NELL2,7.336573886686193,2.4079066861136086e-12,1.3780295328418984e-10,7417,1.0893914092931831,ENSG00000184613,L5/4~Sp09D03
40,enrichment,Sp09D03,FBXW7,7.3350194436758205,2.431439583555501e-12,1.3788472838381104e-10,3154,0.8125908804430451,ENSG00000109670,L5/4~Sp09D03
41,enrichment,Sp09D03,CPNE4,7.327649569685252,2.5461356797381255e-12,1.4181066401970023e-10,2553,1.6275142977678552,ENSG00000196353,L5/4~Sp09D03
42,enrichment,Sp09D03,SERINC3,7.314622526057137,2.762065489215723e-12,1.5113828527831298e-10,11453,0.44173130373791153,ENSG00000132824,L5/4~Sp09D03
43,enrichment,Sp09D03,CHN1,7.307370083043387,2.8900004545336443e-12,1.5744823437013862e-10,1815,0.9003605662319526,ENSG00000128656,L5/4~Sp09D03
44,enrichment,Sp09D03,NRN1,7.300120751000971,3.0237150518312106e-12,1.6401682168107036e-10,3840,0.7896101412153798,ENSG00000124785,L5/4~Sp09D03
45,enrichment,Sp09D03,ACTR1A,7.2534238486692875,4.043617646402925e-12,2.128614926435565e-10,6391,0.49357983022246665,ENSG00000138107,L5/4~Sp09D03
46,enrichment,Sp09D03,AP2B1,7.221100390733765,4.941266952792412e-12,2.557977033321084e-10,9789,0.4891222474405491,ENSG00000006125,L5/4~Sp09D03
47,enrichment,Sp09D03,SNAP91,7.220179885748077,4.969516582603065e-12,2.561970615064291e-10,4190,0.7621742195457749,ENSG00000065609,L5/4~Sp09D03
48,enrichment,Sp09D03,NDFIP1,7.217128489926858,5.0643047638149826e-12,2.6000932606319226e-10,3639,0.5841494930254255,ENSG00000131507,L5/4~Sp09D03
49,enrichment,Sp09D03,VPS35,7.20260757507808,5.540359978109007e-12,2.798442554125019e-10,9239,0.5808567528429752,ENSG00000069329,L5/4~Sp09D03
50,enrichment,Sp09D03,MAPRE2,7.188314205703601,6.051942007958092e-12,3.0201611396514067e-10,10322,0.496677707588997,ENSG00000166974,L5/4~Sp09D03
51,enrichment,Sp09D03,SNCG,7.187587137139032,6.079173608245006e-12,3.021664140895008e-10,6290,0.7896560567191776,ENSG00000173267,L5/4~Sp09D03
52,enrichment,Sp09D03,PREPL,7.1635416690437586,7.051070654594441e-12,3.4770417978940804e-10,1410,0.709628945587211,ENSG00000138078,L5/4~Sp09D03
53,enrichment,Sp09D03,PCSK1,7.13454019506872,8.428562291509867e-12,4.07576523832857e-10,3478,1.6982906318730084,ENSG00000175426,L5/4~Sp09D03
54,enrichment,Sp09D03,YWHAB,7.102483646772848,1.026067539044094e-11,4.885961304242029e-10,11457,0.5527505414142848,ENSG00000166913,L5/4~Sp09D03
55,enrichment,Sp09D03,GDI1,7.097384899792976,1.0586185716144164e-11,5.002774734644492e-10,12432,0.4451780761331119,ENSG00000203879,L5/4~Sp09D03
56,enrichment,Sp09D03,MFSD6,7.053725289905872,1.382353174050256e-11,6.363925534852765e-10,1856,0.6026852385549427,ENSG00000151690,L5/4~Sp09D03
57,enrichment,Sp09D03,CMAS,7.050719245580397,1.4079271247605969e-11,6.434175387733775e-10,7360,0.7256694470034094,ENSG00000111726,L5/4~Sp09D03
58,enrichment,Sp09D03,SYNJ1,7.030726724868954,1.5902704738319344e-11,7.162532285749897e-10,11626,0.9509717091270468,ENSG00000159082,L5/4~Sp09D03
59,enrichment,Sp09D03,RTN1,7.019702030853181,1.700570523294471e-11,7.631769010295619e-10,8299,0.8184025227693865,ENSG00000139970,L5/4~Sp09D03
60,enrichment,Sp09D03,NEFM,6.997626702436161,1.9445513096660607e-11,8.553203431070088e-10,5130,1.0835833435329727,ENSG00000104722,L5/4~Sp09D03
61,enrichment,Sp09D03,PPME1,6.988004344307587,2.0613928075149397e-11,8.992285547746988e-10,7001,0.6251525110450205,ENSG00000214517,L5/4~Sp09D03
62,enrichment,Sp09D03,RGS4,6.971389752601659,2.279618738801655e-11,9.64085538484388e-10,923,1.0005989122394716,ENSG00000117152,L5/4~Sp09D03
63,enrichment,Sp09D03,SNAP25,6.969356499395119,2.307839190654184e-11,9.727230318446485e-10,11313,0.8133775323068765,ENSG00000132639,L5/4~Sp09D03
64,enrichment,Sp09D03,TMEM30A,6.922882584418823,3.055301674923161e-11,1.2456844345209594e-9,4173,0.4547659984237428,ENSG00000112697,L5/4~Sp09D03
65,enrichment,Sp09D03,ARL6IP1,6.909516820215543,3.311284805470292e-11,1.336944635373701e-9,9109,0.44420325100305985,ENSG00000170540,L5/4~Sp09D03
66,enrichment,Sp09D03,RAB3A,6.902546065774687,3.45304640224495e-11,1.3852156564118328e-9,10759,0.7758895507719981,ENSG00000105649,L5/4~Sp09D03
67,enrichment,Sp09D03,MAP2K4,6.90193080345027,3.46584180398444e-11,1.3858923829009577e-9,9651,0.6910946207048866,ENSG00000065559,L5/4~Sp09D03
68,enrichment,Sp09D03,PRNP,6.87322977624041,4.1175074556772866e-11,1.6205054579504678e-9,11298,0.4590964724666737,ENSG00000171867,L5/4~Sp09D03
69,enrichment,Sp09D03,SH3BGRL2,6.8658831208784346,4.302828227739432e-11,1.6775651552899111e-9,4181,0.6396187892213457,ENSG00000198478,L5/4~Sp09D03
70,enrichment,Sp09D03,KIF3A,6.864094441175265,4.349175717652235e-11,1.690352531259479e-9,3558,0.6546393981817833,ENSG00000131437,L5/4~Sp09D03
71,enrichment,Sp09D03,SYT4,6.841573333477188,4.976476902858312e-11,1.8986705149865537e-9,10338,1.0606599812505233,ENSG00000132872,L5/4~Sp09D03
72,enrichment,Sp09D03,NEUROD6,6.840298891007324,5.0145205831800947e-11,1.9073524023095995e-9,4566,1.4359783652648612,ENSG00000164600,L5/4~Sp09D03
73,enrichment,Sp09D03,HMGCR,6.839676108313982,5.033215313995061e-11,1.908644202352656e-9,3417,1.0239550351874402,ENSG00000113161,L5/4~Sp09D03
74,enrichment,Sp09D03,UCHL1,6.836558128379574,5.1278466155377047e-11,1.9327798904969306e-9,2908,0.800857161892506,ENSG00000154277,L5/4~Sp09D03
75,enrichment,Sp09D03,BCAP29,6.834388854931266,5.194714486048111e-11,1.952086082166754e-9,4869,0.5392587103140672,ENSG00000075790,L5/4~Sp09D03
76,enrichment,Sp09D03,WARS,6.815851994966854,5.802209815419059e-11,2.154415763606196e-9,8496,0.6572077546589956,ENSG00000140105,L5/4~Sp09D03
77,enrichment,Sp09D03,FSD1,6.811928398150138,5.939484573719356e-11,2.198843013107498e-9,10527,0.7648364598662528,ENSG00000105255,L5/4~Sp09D03
78,enrichment,Sp09D03,PIK3R1,6.787537539154016,6.867366464100661e-11,2.5076729499116108e-9,3387,0.5128534789207506,ENSG00000145675,L5/4~Sp09D03
79,enrichment,Sp09D03,SPHKAP,6.7873704209386405,6.874191638904864e-11,2.5076729499116108e-9,1997,1.2726101935737757,ENSG00000153820,L5/4~Sp09D03
80,enrichment,Sp09D03,STX1A,6.783266929037034,7.043888154831294e-11,2.562085965588199e-9,4685,0.861307783726547,ENSG00000106089,L5/4~Sp09D03
81,enrichment,Sp09D03,NAP1L2,6.772759687697636,7.497407318215051e-11,2.7191178401759007e-9,12229,0.9267374948673427,ENSG00000186462,L5/4~Sp09D03
82,enrichment,Sp09D03,IDH3A,6.754035809415324,8.377804576085838e-11,3.0296084026448378e-9,8831,0.5305917614528177,ENSG00000166411,L5/4~Sp09D03
83,enrichment,Sp09D03,ATP6V0B,6.7513512907880955,8.512089301367002e-11,3.060427265817139e-9,392,0.4843762637167119,ENSG00000117410,L5/4~Sp09D03
84,enrichment,Sp09D03,SULT4A1,6.719099124003013,1.0300520668382902e-10,3.6716941673927167e-9,11965,0.8227262738032293,ENSG00000130540,L5/4~Sp09D03
85,enrichment,Sp09D03,TMEFF1,6.710175988090743,1.0857402825228734e-10,3.8373075820836736e-9,5755,0.7692268970536028,ENSG00000241697,L5/4~Sp09D03
86,enrichment,Sp09D03,FAM131A,6.695354720901391,1.1848454685823208e-10,4.12908716928297e-9,2718,0.7818959449198241,ENSG00000175182,L5/4~Sp09D03
87,enrichment,Sp09D03,RHEB,6.664216945565286,1.422897786731407e-10,4.863581585550968e-9,5034,0.48796331404586907,ENSG00000106615,L5/4~Sp09D03
88,enrichment,Sp09D03,PGM2L1,6.6592516620794076,1.4649722090312115e-10,4.980107160728446e-9,7002,0.8007308539636064,ENSG00000165434,L5/4~Sp09D03
89,enrichment,Sp09D03,SLC6A17,6.654984104874128,1.5021092449409585e-10,5.09247688583788e-9,646,0.8050899850038985,ENSG00000197106,L5/4~Sp09D03
90,enrichment,Sp09D03,YWHAG,6.636786859692408,1.6711200650063267e-10,5.6196479598433785e-9,4708,0.6738696337890441,ENSG00000170027,L5/4~Sp09D03
91,enrichment,Sp09D03,MAP1B,6.628924960524769,1.7497933152042695e-10,5.814282256623656e-9,3401,0.5570914158398425,ENSG00000131711,L5/4~Sp09D03
92,enrichment,Sp09D03,CHP1,6.628680161247015,1.7523005197903935e-10,5.814282256623656e-9,8613,0.6052155826167223,ENSG00000187446,L5/4~Sp09D03
93,enrichment,Sp09D03,FLOT1,6.616350491403824,1.8832496431593654e-10,6.1830059336990115e-9,3943,0.3975609456202328,ENSG00000137312,L5/4~Sp09D03
94,enrichment,Sp09D03,PRKAR1B,6.612338676896356,1.9278950720972665e-10,6.312970845009317e-9,4446,0.7108198037193022,ENSG00000188191,L5/4~Sp09D03
95,enrichment,Sp09D03,PRKCE,6.598159082589564,2.0941812288988155e-10,6.768654148119592e-9,1412,0.8477604520226207,ENSG00000171132,L5/4~Sp09D03
96,enrichment,Sp09D03,TUBB,6.590887120599261,2.1848453634307294e-10,7.007231556339789e-9,3942,0.5324537894782825,ENSG00000196230,L5/4~Sp09D03
97,enrichment,Sp09D03,DPY19L1,6.586234017141573,2.2448694122340127e-10,7.1733917272059e-9,4576,1.0220625708060804,ENSG00000173852,L5/4~Sp09D03
98,enrichment,Sp09D03,ATP6V0D1,6.573355713500529,2.41956811084446e-10,7.681051336105722e-9,9341,0.511446210218259,ENSG00000159720,L5/4~Sp09D03
99,enrichment,Sp09D03,AAK1,6.555220045189757,2.6884179165584186e-10,8.406190959143567e-9,1487,0.6534932162307839,ENSG00000115977,L5/4~Sp09D03
100,enrichment,Sp09D03,MAPT,6.550268303193614,2.7667860040293006e-10,8.608085333234303e-9,9926,0.4742777813494451,ENSG00000186868,L5/4~Sp09D03
1,enrichment,Sp09D04,EFHD2,12.09339488716322,2.4241117572276276e-27,3.024321828317188e-23,128,1.5290330664491603,ENSG00000142634,L6~Sp09D04
2,enrichment,Sp09D04,DIRAS2,10.38956592393073,1.393080569329268e-21,6.1495070570413595e-18,5704,1.5635839540549281,ENSG00000165023,L6~Sp09D04
3,enrichment,Sp09D04,SSTR2,10.381666941764681,1.478720837698307e-21,6.1495070570413595e-18,10081,1.3009884939834815,ENSG00000180616,L6~Sp09D04
4,enrichment,Sp09D04,TBR1,10.180426447745882,6.7162444164530135e-21,2.094796633491695e-17,1766,1.5321504687291665,ENSG00000136535,L6~Sp09D04
5,enrichment,Sp09D04,NCALD,9.998304036975366,2.612394043848521e-20,6.518445618210829e-17,5366,1.0520484055419073,ENSG00000104490,L6~Sp09D04
6,enrichment,Sp09D04,NNAT,9.527887622284457,8.277031075787136e-19,1.7210706616920051e-15,11424,1.1113253755222685,ENSG00000053438,L6~Sp09D04
7,enrichment,Sp09D04,HS3ST4,9.366685828212322,2.6554535329183592e-18,4.732776896669921e-15,9153,1.982983485631637,ENSG00000182601,L6~Sp09D04
8,enrichment,Sp09D04,B3GALT2,9.2402813372352,6.5780464651042945e-18,1.0258463462330148e-14,1014,1.4319786076653969,ENSG00000162630,L6~Sp09D04
9,enrichment,Sp09D04,SEMA3E,9.219936583197024,7.607658051430308e-18,1.0292542505691864e-14,4724,2.4300039603881567,ENSG00000170381,L6~Sp09D04
10,enrichment,Sp09D04,SSBP3,9.208588332678286,8.249873762176872e-18,1.0292542505691864e-14,463,0.6880137996445411,ENSG00000157216,L6~Sp09D04
11,enrichment,Sp09D04,SLC35F1,9.170877173894596,1.0795634102874764e-17,1.2244211915224142e-14,4289,0.9513267229813869,ENSG00000196376,L6~Sp09D04
12,enrichment,Sp09D04,LMO3,9.158433694322767,1.1795999167937766e-17,1.2263907134932632e-14,7347,0.9482080531646064,ENSG00000048540,L6~Sp09D04
13,enrichment,Sp09D04,CLSTN2,9.133009748701188,1.4134649972760456e-17,1.3564914850781497e-14,2586,1.5891335724742532,ENSG00000158258,L6~Sp09D04
14,enrichment,Sp09D04,NPTX1,8.786023037780337,1.6249047857675916e-16,1.4480222933740338e-13,10176,1.2505251181081194,ENSG00000171246,L6~Sp09D04
15,enrichment,Sp09D04,KRT17,8.746632180740203,2.1371334112820174e-16,1.77752509594363e-13,9848,2.6791109198623007,ENSG00000128422,L6~Sp09D04
16,enrichment,Sp09D04,CIDEA,8.694901445540001,3.059654458221344e-16,2.385765563798093e-13,10275,2.01742378475197,ENSG00000176194,L6~Sp09D04
17,enrichment,Sp09D04,TMEM233,8.683543101619003,3.3099546793208415e-16,2.429117328188636e-13,7795,2.199884773257365,ENSG00000224982,L6~Sp09D04
18,enrichment,Sp09D04,CLPSL1,8.60485603935798,5.698025808036587e-16,3.863996602843607e-13,4038,1.978523393587704,ENSG00000204140,L6~Sp09D04
19,enrichment,Sp09D04,CCN2,8.600176897178908,5.884573216898728e-16,3.863996602843607e-13,4325,1.9683135256748452,ENSG00000118523,L6~Sp09D04
20,enrichment,Sp09D04,FOXP2,8.582919687515721,6.626393268193116e-16,4.1335441206988655e-13,4888,2.275983938672124,ENSG00000128573,L6~Sp09D04
21,enrichment,Sp09D04,IPCEF1,8.392531838089162,2.433693905569687e-15,1.445845960280353e-12,4393,1.3440070703217768,ENSG00000074706,L6~Sp09D04
22,enrichment,Sp09D04,PRKCB,8.29756417944353,4.6279825836705046e-15,2.624486850630601e-12,9143,1.0482821977362868,ENSG00000166501,L6~Sp09D04
23,enrichment,Sp09D04,PNMA8B,8.216729368829146,7.971384741190692e-15,4.323956349178046e-12,11041,0.7479832567660621,ENSG00000204851,L6~Sp09D04
24,enrichment,Sp09D04,OLFML2B,7.987180656154416,3.670269740668915e-14,1.907928553524391e-11,917,2.182383585528572,ENSG00000162745,L6~Sp09D04
25,enrichment,Sp09D04,UHMK1,7.952169036925538,4.6223559340565194e-14,2.3067405053315654e-11,919,0.6998476704597619,ENSG00000152332,L6~Sp09D04
26,enrichment,Sp09D04,SEC24D,7.853465991363471,8.82705643686727e-14,4.0787539298650397e-11,3089,1.8715992775179147,ENSG00000150961,L6~Sp09D04
27,enrichment,Sp09D04,TMEM275,7.708968252242521,2.255576526856848e-13,1.005020455323787e-10,425,1.9044519454798896,ENSG00000282881,L6~Sp09D04
28,enrichment,Sp09D04,FEZF2,7.703062137132656,2.343214981551748e-13,1.008067245166883e-10,2384,1.8066694335234854,ENSG00000153266,L6~Sp09D04
29,enrichment,Sp09D04,PCLO,7.6849043647594515,2.63425867788427e-13,1.0955003755094716e-10,4723,0.8367939010518505,ENSG00000186472,L6~Sp09D04
30,enrichment,Sp09D04,SLIT1,7.67481158961785,2.8111796088965075e-13,1.1313637677610589e-10,6336,0.9594604208225946,ENSG00000187122,L6~Sp09D04
31,enrichment,Sp09D04,PTPRU,7.653178412853206,3.230877990936183e-13,1.2596385567162442e-10,263,1.4557672991802095,ENSG00000060656,L6~Sp09D04
32,enrichment,Sp09D04,RXFP1,7.623161467247711,3.917390193898258e-13,1.4810109108810505e-10,3172,2.0126635514990046,ENSG00000171509,L6~Sp09D04
33,enrichment,Sp09D04,TMEM178A,7.536317021402189,6.822277310718147e-13,2.5033744626035176e-10,1398,0.7198747892361084,ENSG00000152154,L6~Sp09D04
34,enrichment,Sp09D04,BASP1,7.527839167765013,7.200400597163383e-13,2.5666342242917247e-10,3281,0.7947050581019222,ENSG00000176788,L6~Sp09D04
35,enrichment,Sp09D04,DOC2B,7.496071895224697,8.810346581492381e-13,3.0532745541860814e-10,9507,1.2111338776087601,ENSG00000272636,L6~Sp09D04
36,enrichment,Sp09D04,NXPH4,7.484231851193566,9.497214638588487e-13,3.20235810354135e-10,7553,1.9316250658171636,ENSG00000182379,L6~Sp09D04
37,enrichment,Sp09D04,NRGN,7.366955028495841,1.9895957870398888e-12,6.532157115555171e-10,7197,0.8296850192395624,ENSG00000154146,L6~Sp09D04
