top,model_type,test,gene,stat,pval,fdr,gene_index,logFC,ensembl,HumanPilot_anno
9,enrichment,Sp09D06,SLC44A1,16.224741526391647,4.033431767730295e-42,5.591232748244796e-39,5766,1.9348863439366888,ENSG00000070214,WM~Sp09D06
10,enrichment,Sp09D06,EDIL3,16.19723401997176,5.077427246628481e-42,6.334598232893693e-39,3454,1.5823036875459817,ENSG00000164176,WM~Sp09D06
11,enrichment,Sp09D06,SOX8,15.986575203062197,2.958585386128664e-41,3.355573752485565e-38,8966,1.8610965730079339,ENSG00000005513,WM~Sp09D06
12,enrichment,Sp09D06,SOX2-OT,15.925998939299754,4.910572445018137e-41,5.10535848533719e-38,2696,2.3350262012692933,ENSG00000242808,WM~Sp09D06
13,enrichment,Sp09D06,PTP4A2,15.474931634072963,2.130248789227476e-39,2.0443833764924607e-36,275,1.424164411029536,ENSG00000184007,WM~Sp09D06
14,enrichment,Sp09D06,LAMP2,15.1763377899977,2.574010541543238e-38,2.293811108306674e-35,12335,2.0832564103048368,ENSG00000005893,WM~Sp09D06
15,enrichment,Sp09D06,MAL,15.118729822306019,4.1610188928625435e-38,3.46085811382354e-35,1583,2.2452454516524356,ENSG00000172005,WM~Sp09D06
16,enrichment,Sp09D06,TF,15.09411366587368,5.10868832340668e-38,3.983499720176359e-35,2562,3.2353035141645785,ENSG00000091513,WM~Sp09D06
17,enrichment,Sp09D06,MID1IP1,14.8709356340532,3.2777212799918554e-37,2.4054618052457876e-34,12102,1.657494631384816,ENSG00000165175,WM~Sp09D06
18,enrichment,Sp09D06,PLP1,14.514183084498447,6.35702623213634e-36,4.406125515118499e-33,12295,3.059518270681164,ENSG00000123560,WM~Sp09D06
19,enrichment,Sp09D06,SHTN1,14.423844637289632,1.3449681954467593e-35,8.831485898101983e-33,6440,1.40143620277909,ENSG00000187164,WM~Sp09D06
20,enrichment,Sp09D06,ERMN,14.39357667292391,1.728606390251695e-35,1.0783046662390073e-32,1752,3.0592400120618017,ENSG00000136541,WM~Sp09D06
21,enrichment,Sp09D06,PHLDB1,14.354550138964168,2.3887476046224338e-35,1.4191435769175944e-32,7157,1.97129983545806,ENSG00000019144,WM~Sp09D06
22,enrichment,Sp09D06,RNF13,14.34286971132067,2.631498280807151e-35,1.4922987523340916e-32,2616,1.3231942075295056,ENSG00000082996,WM~Sp09D06
23,enrichment,Sp09D06,ENPP2,14.191937439620377,9.181214674481981e-35,4.980210186036399e-32,5404,2.852688086452613,ENSG00000136960,WM~Sp09D06
24,enrichment,Sp09D06,ZDHHC9,14.174542793373746,1.0602062472825368e-34,5.511305475457054e-32,12348,1.8101722436697714,ENSG00000188706,WM~Sp09D06
25,enrichment,Sp09D06,CRYAB,14.117299917803543,1.7019724848122513e-34,8.493523488207059e-32,7119,2.4045975744133203,ENSG00000109846,WM~Sp09D06
26,enrichment,Sp09D06,TMEM144,14.099637569978205,1.9694862468571375e-34,9.450504006072941e-32,3171,2.9080847795809426,ENSG00000164124,WM~Sp09D06
27,enrichment,Sp09D06,PLEKHH1,14.025922532911332,3.6209568750839272e-34,1.6731502953165584e-31,8334,2.4307762426108925,ENSG00000054690,WM~Sp09D06
28,enrichment,Sp09D06,SUN2,14.014278807246752,3.9863705229251025e-34,1.7762128087147706e-31,11907,1.4453115799203073,ENSG00000100242,WM~Sp09D06
29,enrichment,Sp09D06,SPP1,13.956057160184587,6.445770168338722e-34,2.773014780006686e-31,3022,2.8577284144156456,ENSG00000118785,WM~Sp09D06
30,enrichment,Sp09D06,MARCKSL1,13.925596329002426,8.287146872451568e-34,3.4463481460235256e-31,284,1.523598233522636,ENSG00000175130,WM~Sp09D06
31,enrichment,Sp09D06,SEPTIN4,13.886107329953859,1.1476777487469094e-33,4.618847610763368e-31,10005,2.204341493572801,ENSG00000108387,WM~Sp09D06
32,enrichment,Sp09D06,LINC01578,13.877129286202836,1.2358389207118372e-33,4.818226992125275e-31,8907,0.9870410445846677,ENSG00000272888,WM~Sp09D06
33,enrichment,Sp09D06,PMP22,13.873114129337495,1.2774243855786193e-33,4.829438374084502e-31,9655,2.0409815773675297,ENSG00000109099,WM~Sp09D06
34,enrichment,Sp09D06,SEMA4D,13.857506803278264,1.4527771793179208e-33,5.3308376732854054e-31,5702,1.5883010989684985,ENSG00000187764,WM~Sp09D06
35,enrichment,Sp09D06,SCD,13.826528838798064,1.8751977784330163e-33,6.684276423922946e-31,6363,1.9216011233354242,ENSG00000099194,WM~Sp09D06
36,enrichment,Sp09D06,LHPP,13.799731938327085,2.338293376644329e-33,8.103485601948514e-31,6477,1.9124138748581232,ENSG00000107902,WM~Sp09D06
37,enrichment,Sp09D06,DYNC1I2,13.684365770112473,6.041985508240519e-33,2.0372921946164517e-30,1799,1.1177398228017148,ENSG00000077380,WM~Sp09D06
38,enrichment,Sp09D06,SCARB2,13.676644734218334,6.43797844974631e-33,2.1136899773430253e-30,2981,1.0760339448164746,ENSG00000138760,WM~Sp09D06
39,enrichment,Sp09D06,NENF,13.645850883255685,8.292350083411787e-33,2.6527015292473194e-30,1102,1.081523296472947,ENSG00000117691,WM~Sp09D06
40,enrichment,Sp09D06,MAG,13.60784378918858,1.133160302998143e-32,3.534326985051208e-30,10851,3.2113635969562395,ENSG00000105695,WM~Sp09D06
41,enrichment,Sp09D06,ANLN,13.551141331805999,1.8050030507444157e-32,5.385710442369494e-30,4583,2.955815264996318,ENSG00000011426,WM~Sp09D06
42,enrichment,Sp09D06,JAM3,13.550597329611094,1.813079821894187e-32,5.385710442369494e-30,7234,1.8521893980556678,ENSG00000166086,WM~Sp09D06
43,enrichment,Sp09D06,GPR37,13.502269644699508,2.6953196944292203e-32,7.820188025046269e-30,4908,2.697833423403183,ENSG00000170775,WM~Sp09D06
44,enrichment,Sp09D06,CARNS1,13.494041840231025,2.883461752603687e-32,8.175924733064455e-30,6946,2.987293021322106,ENSG00000172508,WM~Sp09D06
45,enrichment,Sp09D06,SEPTIN8,13.471512367332641,3.4684572831091433e-32,9.616105125348817e-30,3559,1.00228648288114,ENSG00000164402,WM~Sp09D06
46,enrichment,Sp09D06,OPALIN,13.45324579267948,4.0286511494365104e-32,1.0926402552254326e-29,6333,2.8131507139528242,ENSG00000197430,WM~Sp09D06
47,enrichment,Sp09D06,CAPN3,13.450577739695188,4.117708670185522e-32,1.0930326248773313e-29,8627,2.5742856996452574,ENSG00000092529,WM~Sp09D06
48,enrichment,Sp09D06,PPP1R14A,13.445107234133404,4.306502321160785e-32,1.1193317283083742e-29,10907,2.8448532428600113,ENSG00000167641,WM~Sp09D06
49,enrichment,Sp09D06,MAP4K4,13.406410337161153,5.912863693145158e-32,1.5054874986873263e-29,1628,1.709316908882209,ENSG00000071054,WM~Sp09D06
50,enrichment,Sp09D06,UGT8,13.368435745440532,8.069049278480918e-32,2.0133891759665587e-29,3084,3.038105048632728,ENSG00000174607,WM~Sp09D06
51,enrichment,Sp09D06,PLLP,13.325940624132611,1.1424209218706387e-31,2.7946751806388405e-29,9290,2.3429698228374747,ENSG00000102934,WM~Sp09D06
52,enrichment,Sp09D06,SOX10,13.31338824537226,1.2659337782279503e-31,3.0372672725330594e-29,11893,2.147436772817871,ENSG00000100146,WM~Sp09D06
53,enrichment,Sp09D06,PTMA,13.286981333563729,1.5710022688246587e-31,3.6980800577087626e-29,2011,1.2080140880690897,ENSG00000187514,WM~Sp09D06
54,enrichment,Sp09D06,SEMA3B,13.16120058352473,4.387821960376633e-31,1.0137493847714607e-28,2304,2.3965318065860832,ENSG00000012171,WM~Sp09D06
55,enrichment,Sp09D06,NDRG1,13.119120196396908,6.184087599142835e-31,1.402775943398291e-28,5437,1.8463151975213912,ENSG00000104419,WM~Sp09D06
56,enrichment,Sp09D06,MOG,13.115254144909509,6.382073530084293e-31,1.4218348100237792e-28,3922,3.019979436158967,ENSG00000204655,WM~Sp09D06
57,enrichment,Sp09D06,CLDN11,13.10282285401588,7.062582649335669e-31,1.5458382654931896e-28,2669,3.1077653850800036,ENSG00000013297,WM~Sp09D06
58,enrichment,Sp09D06,SLC48A1,13.079949478669615,8.509448254213874e-31,1.8304116624064188e-28,7427,1.0694532462321356,ENSG00000211584,WM~Sp09D06
59,enrichment,Sp09D06,FGFR2,13.044117622017891,1.1392744268468036e-30,2.4090826693797833e-28,6463,1.8819375292685314,ENSG00000066468,WM~Sp09D06
60,enrichment,Sp09D06,MYRF,12.948067722920296,2.488466937615305e-30,5.174352252281425e-28,6792,2.9701261987890213,ENSG00000124920,WM~Sp09D06
61,enrichment,Sp09D06,RNASE1,12.886560838381346,4.101082360617963e-30,8.387721890339295e-28,8131,2.481958197061533,ENSG00000129538,WM~Sp09D06
62,enrichment,Sp09D06,SLC31A2,12.879184580868086,4.354133443827801e-30,8.761640136321878e-28,5797,2.7975758917674485,ENSG00000136867,WM~Sp09D06
63,enrichment,Sp09D06,WNK1,12.852751255441374,5.395808862012404e-30,1.068541450197885e-27,7245,1.2185127453934221,ENSG00000060237,WM~Sp09D06
64,enrichment,Sp09D06,QKI,12.8272503196762,6.635617625017706e-30,1.293530710776889e-27,4424,1.569718065627366,ENSG00000112531,WM~Sp09D06
65,enrichment,Sp09D06,NKX6-2,12.789366895865115,9.02072561058353e-30,1.7314241956560018e-27,6503,3.0851711492785427,ENSG00000148826,WM~Sp09D06
66,enrichment,Sp09D06,SELENOP,12.765560063125081,1.0939516390517957e-29,2.0679000983045763e-27,3328,2.276912774411576,ENSG00000250722,WM~Sp09D06
67,enrichment,Sp09D06,FAM107B,12.742594942998307,1.3175180343728247e-29,2.4533365666918447e-27,6072,2.6938620849144783,ENSG00000065809,WM~Sp09D06
68,enrichment,Sp09D06,TTYH2,12.662281513810346,2.5228714997024894e-29,4.628727180924744e-27,10088,2.2665424911348993,ENSG00000141540,WM~Sp09D06
69,enrichment,Sp09D06,EVI2A,12.63057476589616,3.2595241032861043e-29,5.893597494579339e-27,9763,2.9615694295857393,ENSG00000126860,WM~Sp09D06
70,enrichment,Sp09D06,MOBP,12.614889223893027,3.69971363128203e-29,6.593946751982086e-27,2207,2.9987257724121172,ENSG00000168314,WM~Sp09D06
71,enrichment,Sp09D06,PLAAT3,12.545007523644205,6.501995681000434e-29,1.1425196917769214e-26,6834,1.9377539792535179,ENSG00000176485,WM~Sp09D06
72,enrichment,Sp09D06,EFHD1,12.540425428475082,6.746688477225324e-29,1.1690511866925436e-26,2017,1.954271029953869,ENSG00000115468,WM~Sp09D06
73,enrichment,Sp09D06,GJB1,12.519885654903964,7.961419395206889e-29,1.3606392928027553e-26,12215,3.2478196482283184,ENSG00000169562,WM~Sp09D06
74,enrichment,Sp09D06,OLIG1,12.49793119217703,9.501839041821043e-29,1.5805992518101244e-26,11629,1.4880100718910363,ENSG00000184221,WM~Sp09D06
75,enrichment,Sp09D06,MTURN,12.481582236294875,1.0838970286230952e-28,1.77930254330286e-26,4558,1.246899643033522,ENSG00000180354,WM~Sp09D06
76,enrichment,Sp09D06,KLK6,12.450884724556213,1.387706726374011e-28,2.2484453400314495e-26,11134,3.2003164244239715,ENSG00000167755,WM~Sp09D06
77,enrichment,Sp09D06,FTH1,12.397549794542913,2.1309329554910723e-28,3.408399942654695e-26,6800,1.0081775584883483,ENSG00000167996,WM~Sp09D06
78,enrichment,Sp09D06,VWA1,12.388547787135598,2.290802174284684e-28,3.6177275856171796e-26,24,1.8955548537918274,ENSG00000179403,WM~Sp09D06
79,enrichment,Sp09D06,CD9,12.360653873058327,2.8661548855945694e-28,4.4697685440847305e-26,7268,2.2992284458150136,ENSG00000010278,WM~Sp09D06
80,enrichment,Sp09D06,PLEKHB1,12.343965475449815,3.2771054796307162e-28,5.047551600478125e-26,6994,1.6488268984970826,ENSG00000021300,WM~Sp09D06
81,enrichment,Sp09D06,GPRC5B,12.241927003440157,7.4268653689815174e-28,1.1163562932941374e-25,9121,1.5908960722804304,ENSG00000167191,WM~Sp09D06
82,enrichment,Sp09D06,GLDN,12.214013243170006,9.286652226583072e-28,1.3792889664148857e-25,8683,2.810034582494549,ENSG00000186417,WM~Sp09D06
83,enrichment,Sp09D06,AMER2,12.204969698425186,9.98364323684157e-28,1.465363917915711e-25,7924,1.543073688871369,ENSG00000165566,WM~Sp09D06
84,enrichment,Sp09D06,CFL2,12.20182040440849,1.0238409705263428e-27,1.4852837149170529e-25,8214,1.5783929657546454,ENSG00000165410,WM~Sp09D06
85,enrichment,Sp09D06,GPM6B,12.196342741551407,1.0697069828705548e-27,1.533984404401499e-25,12050,0.9796900600708598,ENSG00000046653,WM~Sp09D06
86,enrichment,Sp09D06,HSPA2,12.166225557388248,1.3610170646168864e-27,1.9295510111545768e-25,8321,2.5344098927494243,ENSG00000126803,WM~Sp09D06
87,enrichment,Sp09D06,BIN1,12.152017425328633,1.5246950857759802e-27,2.1370071581297816e-25,1688,0.8136839530149687,ENSG00000136717,WM~Sp09D06
88,enrichment,Sp09D06,CERS2,12.15063720964762,1.5416050355216443e-27,2.1370071581297816e-25,761,1.8861266170187156,ENSG00000143418,WM~Sp09D06
89,enrichment,Sp09D06,RHOU,12.135766179471464,1.7360960799502397e-27,2.3801686476328783e-25,1166,2.217564196000638,ENSG00000116574,WM~Sp09D06
90,enrichment,Sp09D06,CMTM5,12.117981220837375,2.0010635929630486e-27,2.713616237587717e-25,8162,2.380385911083256,ENSG00000166091,WM~Sp09D06
91,enrichment,Sp09D06,SECISBP2L,12.111288062084737,2.110907399110609e-27,2.8317936248713934e-25,8671,1.1101993575674203,ENSG00000138593,WM~Sp09D06
92,enrichment,Sp09D06,PRRG1,12.101405020227572,2.2841852661478897e-27,3.031648444729901e-25,12094,2.2305176477122597,ENSG00000130962,WM~Sp09D06
93,enrichment,Sp09D06,ELOVL1,12.096887134906453,2.3680506447580985e-27,3.092832229551498e-25,383,2.3998414276521163,ENSG00000066322,WM~Sp09D06
94,enrichment,Sp09D06,LINC00844,12.09626356675868,2.3798644921204214e-27,3.092832229551498e-25,6181,2.216603128876164,ENSG00000237949,WM~Sp09D06
95,enrichment,Sp09D06,BCAS1,12.055197305983711,3.3022632658882426e-27,4.203983316859359e-25,11510,2.4772958936717417,ENSG00000064787,WM~Sp09D06
96,enrichment,Sp09D06,HHIP,12.011724189858121,4.669282803285353e-27,5.825397225378806e-25,3138,2.897504028861574,ENSG00000164161,WM~Sp09D06
97,enrichment,Sp09D06,TMEM125,11.97373267225503,6.318068910439224e-27,7.736809338221253e-25,381,2.8259490795546225,ENSG00000179178,WM~Sp09D06
98,enrichment,Sp09D06,AIF1L,11.948486512079752,7.723037812159257e-27,9.354623276164941e-25,5927,2.1612980209460386,ENSG00000126878,WM~Sp09D06
99,enrichment,Sp09D06,AL359091.1,11.933298477549473,8.714098074080554e-27,1.0453566112714327e-24,5886,2.61137456388905,ENSG00000207955,WM~Sp09D06
100,enrichment,Sp09D06,PIP4K2A,11.921632308420822,9.560575336926842e-27,1.1359784562238027e-24,6100,1.9213614665279928,ENSG00000150867,WM~Sp09D06
1,enrichment,Sp09D07,MBP,6.499692164980388,3.704197647381952e-10,3.570299637513287e-9,10418,1.7028826730322597,ENSG00000197971,WM~Sp09D07
2,enrichment,Sp09D07,AL627171.2,6.152159610749789,2.6500010903062113e-09,1.9033629017075586e-8,8247,1.0427289650085092,ENSG00000282885,WM~Sp09D07
3,enrichment,Sp09D07,MOBP,6.022501397672666,5.413600353310532e-9,3.4936017121705795e-8,2207,1.6878210980214776,ENSG00000168314,WM~Sp09D07
4,enrichment,Sp09D07,BCAS1,5.836635003642675,1.4786475785675073e-8,8.317225964927062e-8,11510,1.396488527383603,ENSG00000064787,WM~Sp09D07
5,enrichment,Sp09D07,TP53INP2,5.80397038965352,1.760045809567379e-8,9.728990483014011e-8,11389,1.1043672713498645,ENSG00000078804,WM~Sp09D07
6,enrichment,Sp09D07,KRT17,5.595995381665468,5.2468398680042054e-8,2.4729722022372673e-7,9848,1.8344871099087992,ENSG00000128422,WM~Sp09D07
7,enrichment,Sp09D07,PAQR6,5.576349183822059,5.808261827517137e-8,2.7018596032850036e-7,859,1.0650041401158,ENSG00000160781,WM~Sp09D07
8,enrichment,Sp09D07,PAIP2B,5.511417307615897,8.112154738629446e-8,3.5774917822248487e-7,1505,1.1654034883612465,ENSG00000124374,WM~Sp09D07
9,enrichment,Sp09D07,CPLX3,5.421691526345249,1.280959468671923e-7,5.321761682034935e-7,8802,1.2815322710345216,ENSG00000213578,WM~Sp09D07
10,enrichment,Sp09D07,RAPGEF4,5.301292049534195,2.343724251474593e-7,9.022000543473319e-7,1806,0.5249895728413678,ENSG00000091428,WM~Sp09D07
11,enrichment,Sp09D07,KIF1C,5.294681112960859,2.422055179946839e-7,9.272034496783297e-7,9570,0.9519879717999026,ENSG00000129250,WM~Sp09D07
12,enrichment,Sp09D07,MYO6,5.264407576005628,2.814446270300394e-7,1.056984698021304e-6,4176,0.6922109829772867,ENSG00000196586,WM~Sp09D07
13,enrichment,Sp09D07,HIPK2,5.164999553758892,4.5868949814177724e-7,1.6170133311152339e-6,4969,0.9524917826537506,ENSG00000064393,WM~Sp09D07
14,enrichment,Sp09D07,ZCCHC24,5.135547106944865,5.293899338683041e-7,1.835650031945793e-6,6271,0.8823616429328199,ENSG00000165424,WM~Sp09D07
15,enrichment,Sp09D07,AQP1,5.1279647899669625,5.492363860588537e-7,1.8991887894873223e-6,4564,1.696627199488943,ENSG00000240583,WM~Sp09D07
16,enrichment,Sp09D07,ERMN,5.0914311560217564,6.554201164510728e-7,2.2250398293451933e-6,1752,1.3667042672516954,ENSG00000136541,WM~Sp09D07
17,enrichment,Sp09D07,MTURN,5.087158021795476,6.690685293822515e-7,2.2633674003722804e-6,4558,0.6072072581482705,ENSG00000180354,WM~Sp09D07
18,enrichment,Sp09D07,LPAR1,4.925650670196595,1.4439119680073555e-6,4.44028733370958e-6,5782,1.201205858754252,ENSG00000198121,WM~Sp09D07
19,enrichment,Sp09D07,PLP1,4.9211619969518505,1.4747106200961328e-6,4.524960574598956e-6,12295,1.3185362803546095,ENSG00000123560,WM~Sp09D07
20,enrichment,Sp09D07,SEPTIN4,4.867326807157073,1.8973089725441985e-6,5.66830142276375e-6,10005,0.9649320938076545,ENSG00000108387,WM~Sp09D07
21,enrichment,Sp09D07,SCD,4.814491074013697,2.424554785881611e-6,7.064162893194531e-6,6363,0.8349079019144194,ENSG00000099194,WM~Sp09D07
22,enrichment,Sp09D07,OPALIN,4.688491448980005,4.314654496479522e-6,1.1807332638315093e-5,6333,1.2122187998426535,ENSG00000197430,WM~Sp09D07
23,enrichment,Sp09D07,SHTN1,4.667091704636297,4.752758906881381e-6,1.2881907478221185e-5,6440,0.5773724655810454,ENSG00000187164,WM~Sp09D07
24,enrichment,Sp09D07,ADAMTS4,4.643692986809073,5.280770446270144e-6,1.414403007463854e-5,907,1.4235537263608524,ENSG00000158859,WM~Sp09D07
25,enrichment,Sp09D07,GFAP,4.63324115400442,5.534466686880568e-6,1.4753685130954751e-5,9914,1.225206411928537,ENSG00000131095,WM~Sp09D07
26,enrichment,Sp09D07,PLEKHB1,4.6267092878549105,5.698927093866429e-6,1.5146956630395733e-5,6994,0.7407914211198161,ENSG00000021300,WM~Sp09D07
27,enrichment,Sp09D07,CARNS1,4.607654073349142,6.206015999164071e-6,1.632671651976503e-5,6946,1.2643153896151886,ENSG00000172508,WM~Sp09D07
28,enrichment,Sp09D07,LINC00844,4.581613883693019,6.969629777943401e-6,1.8070054262182433e-5,6181,0.9998343909317732,ENSG00000237949,WM~Sp09D07
29,enrichment,Sp09D07,MYRF,4.577739892516438,7.090684190543972e-6,1.833817909644001e-5,6792,1.2815609041771359,ENSG00000124920,WM~Sp09D07
30,enrichment,Sp09D07,DAAM2,4.564691912573696,7.5134574058302385e-6,1.9315453244413366e-5,4063,1.0498828859379132,ENSG00000146122,WM~Sp09D07
31,enrichment,Sp09D07,CCN2,4.541360218463679,8.33056772493096e-6,2.1163136415442612e-5,4325,1.1280127931417054,ENSG00000118523,WM~Sp09D07
32,enrichment,Sp09D07,AIF1L,4.525872083367842,8.919440123376809e-6,2.2512428682834124e-5,5927,0.9716786963581735,ENSG00000126878,WM~Sp09D07
33,enrichment,Sp09D07,CAPN3,4.506142596592737,9.727665033595643e-6,2.4296834336817848e-5,8627,1.0692840928335263,ENSG00000092529,WM~Sp09D07
34,enrichment,Sp09D07,FGF1,4.502320124439135,9.892184825747032e-6,2.4648471716800477e-5,3641,0.9593679257075305,ENSG00000113578,WM~Sp09D07
35,enrichment,Sp09D07,NDRG1,4.493790677128647,1.0268981424762538e-5,2.5445047121218953e-5,5437,0.7768045044403976,ENSG00000104419,WM~Sp09D07
36,enrichment,Sp09D07,OLMALINC,4.463794776988204,1.1706587404970567e-5,2.856471434860411e-5,6364,0.8311564368297014,ENSG00000235823,WM~Sp09D07
37,enrichment,Sp09D07,RHOBTB3,4.431955519094989,1.3443195585271035e-5,3.2248754253287045e-5,3475,0.6247090591151341,ENSG00000164292,WM~Sp09D07
38,enrichment,Sp09D07,MAG,4.42793307003547,1.3679422396638168e-5,3.273824550555492e-5,10851,1.3030634665619067,ENSG00000105695,WM~Sp09D07
39,enrichment,Sp09D07,ERBIN,4.425820778740581,1.3805060072606107e-5,3.2981985726892724e-5,3384,0.6290936721717275,ENSG00000112851,WM~Sp09D07
40,enrichment,Sp09D07,PKP4,4.406031537851026,1.5037110331608331e-5,3.5611804953900066e-5,1756,0.5887469636287326,ENSG00000144283,WM~Sp09D07
41,enrichment,Sp09D07,TTYH2,4.391187004643641,1.6029792290746904e-5,3.763411528403432e-5,10088,0.9541178868915291,ENSG00000141540,WM~Sp09D07
42,enrichment,Sp09D07,PPP1R14A,4.355398193327577,1.8687865934611792e-5,4.3272051856016465e-5,10907,1.1449567221650718,ENSG00000167641,WM~Sp09D07
43,enrichment,Sp09D07,PIP4K2A,4.352107434442764,1.895242981841105e-5,4.37709208468153e-5,6100,0.8340694619586081,ENSG00000150867,WM~Sp09D07
44,enrichment,Sp09D07,TF,4.324269802516989,2.1338562022217934e-5,4.8669085884678415e-5,2562,1.2096854983321748,ENSG00000091513,WM~Sp09D07
45,enrichment,Sp09D07,HS3ST4,4.312526288495779,2.242914636557535e-5,5.0914488729424675e-5,9153,1.0134559623202462,ENSG00000182601,WM~Sp09D07
46,enrichment,Sp09D07,TMEM144,4.298674998284567,2.378406261052476e-5,5.3600065955366137e-5,3171,1.1238914330375518,ENSG00000164124,WM~Sp09D07
47,enrichment,Sp09D07,PLPP2,4.291124946703747,2.455521666018094e-5,5.5158603358375485e-5,10430,1.1493375551738185,ENSG00000141934,WM~Sp09D07
48,enrichment,Sp09D07,ANKRD40,4.284096831294725,2.5294507790159092e-5,5.669678030722689e-5,9972,0.7207741410828118,ENSG00000154945,WM~Sp09D07
49,enrichment,Sp09D07,LUC7L3,4.279015730136567,2.5842198324687684e-5,5.777907998186443e-5,9974,0.40226290980492124,ENSG00000108848,WM~Sp09D07
50,enrichment,Sp09D07,MAL,4.278087953061866,2.59434198385722e-5,5.798461230849637e-5,1583,0.8304317713145262,ENSG00000172005,WM~Sp09D07
51,enrichment,Sp09D07,CERCAM,4.253220813750035,2.880209136177131e-5,6.366670656085381e-5,5887,1.1000631377519814,ENSG00000167123,WM~Sp09D07
52,enrichment,Sp09D07,CNP,4.2236519120378855,3.2593569830796045e-5,7.119001701838436e-5,9856,0.857136280804633,ENSG00000173786,WM~Sp09D07
53,enrichment,Sp09D07,CENPB,4.217618375104647,3.342370865567349e-5,7.279926487223857e-5,11290,0.48997810585005397,ENSG00000125817,WM~Sp09D07
54,enrichment,Sp09D07,PLLP,4.204108733245074,3.5356298538382795e-5,7.660736029261267e-5,9290,0.9171968161777907,ENSG00000102934,WM~Sp09D07
55,enrichment,Sp09D07,DYNC1LI2,4.193368799902121,3.696832929138897e-5,7.989206240072212e-5,9319,0.4922761766659851,ENSG00000135720,WM~Sp09D07
56,enrichment,Sp09D07,GLDN,4.185241714402916,3.823456028184105e-5,8.242861138348867e-5,8683,1.157219748760875,ENSG00000186417,WM~Sp09D07
57,enrichment,Sp09D07,ELOVL5,4.168599773892218,4.0957781626927706e-5,8.76933728466707e-5,4140,0.5090652777791767,ENSG00000012660,WM~Sp09D07
58,enrichment,Sp09D07,MTRNR2L12,4.096404513878947,5.506411577922891e-5,1.1478361043636755e-4,2425,0.5720090800803882,ENSG00000269028,WM~Sp09D07
59,enrichment,Sp09D07,CLDND1,4.092898686020278,5.585536682077679e-5,1.162194056797884e-4,2430,0.7695114441345383,ENSG00000080822,WM~Sp09D07
60,enrichment,Sp09D07,OLIG1,4.055387541446446,6.502779118122209e-5,1.3339143748387482e-4,11629,0.5862410705306539,ENSG00000184221,WM~Sp09D07
61,enrichment,Sp09D07,SOX2-OT,4.054719455523944,6.520347151907062e-5,1.3372982256648446e-4,2696,0.7985397452685865,ENSG00000242808,WM~Sp09D07
62,enrichment,Sp09D07,RNASE1,4.042006793398114,6.863371507276838e-5,1.4021192553591915e-4,8131,0.9558499445571244,ENSG00000129538,WM~Sp09D07
63,enrichment,Sp09D07,KIF5B,4.041591732381325,6.874855425511966e-5,1.4042353681841406e-4,6127,0.511747659282689,ENSG00000170759,WM~Sp09D07
64,enrichment,Sp09D07,FAM107B,4.039394575648146,6.935951515964771e-5,1.415787485490453e-4,6072,1.0441534903476346,ENSG00000065809,WM~Sp09D07
65,enrichment,Sp09D07,GPR37,4.036942148629404,7.004755748567442e-5,1.4286632780632238e-4,4908,1.0083688694360189,ENSG00000170775,WM~Sp09D07
66,enrichment,Sp09D07,CLDN11,4.027707110614111,7.269720155722615e-5,1.4778723914419967e-4,2669,1.1805139658909056,ENSG00000013297,WM~Sp09D07
67,enrichment,Sp09D07,PADI2,4.000636182516258,8.102433007373964e-5,1.6325251001291598e-4,147,0.8188757553085152,ENSG00000117115,WM~Sp09D07
68,enrichment,Sp09D07,SOX10,3.9842381236041637,8.650115606201446e-5,1.7324310854769731e-4,11893,0.7996029966791585,ENSG00000100146,WM~Sp09D07
69,enrichment,Sp09D07,HSPA2,3.9727311641729446,9.05524355550173e-5,1.8067042795208633e-4,8321,0.9961952842481865,ENSG00000126803,WM~Sp09D07
70,enrichment,Sp09D07,CNTN2,3.9534888963940635,9.773249000872608e-5,1.9391071013817853e-4,1063,0.7261141507421314,ENSG00000184144,WM~Sp09D07
71,enrichment,Sp09D07,CD9,3.941772260102706,1.0236572643857695e-4,2.0220310371242653e-4,7268,0.8879235293191854,ENSG00000010278,WM~Sp09D07
72,enrichment,Sp09D07,ZBTB47,3.8971739553949485,1.21979893808598e-4,2.3674877958246244e-4,2223,0.3839882633813715,ENSG00000114853,WM~Sp09D07
73,enrichment,Sp09D07,LHPP,3.8931473583621887,1.2391621130889617e-4,2.4020799445148984e-4,6477,0.6818076623485937,ENSG00000107902,WM~Sp09D07
74,enrichment,Sp09D07,B3GAT2,3.890992005767764,1.2496461544188856e-4,2.420898357535717e-4,4162,0.7350681591858924,ENSG00000112309,WM~Sp09D07
75,enrichment,Sp09D07,MOG,3.882794922775928,1.2902911484871863e-4,2.491514064158201e-4,3922,1.1074075438601885,ENSG00000204655,WM~Sp09D07
76,enrichment,Sp09D07,SEMA3E,3.8827237122729477,1.2906496709001684e-4,2.491812290367563e-4,4724,1.1385001289908068,ENSG00000170381,WM~Sp09D07
77,enrichment,Sp09D07,BPTF,3.8793019604702748,1.3079887771867568e-4,2.5233443612466335e-4,10062,0.41082549105368,ENSG00000171634,WM~Sp09D07
78,enrichment,Sp09D07,CRYAB,3.829554312273423,1.5863726656626165e-4,3.009015094986262e-4,7119,0.8326924551575229,ENSG00000109846,WM~Sp09D07
