Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000087074,PPP1R15A,8,-1.4825,24,0.19234,24,0.21988,40,1.03588,17,-0.2895,18,-0.2213,29,0.58252,6,-1.9509,14,-0.6743
ENSG00000104805,NUCB1,58,-0.6931,89,-0.0262,82,-0.1607,66,-0.4932,117,0.41406,83,-0.1393,133,0.70147,71,-0.3864,77,-0.2642
ENSG00000087088,BAX,18,0.15937,16,0.01017,15,-0.0968,14,-0.1797,20,0.36775,9,-0.9414,17,0.11197,18,0.14952,16,0.03191
ENSG00000087086,FTL,3599,1.53881,1294,-0.2014,1142,-0.3778,1058,-0.4966,1243,-0.2454,829,-0.8697,779,-1.0402,2073,0.57528,1892,0.42520
ENSG00000104812,GYS1,8,0.01863,5,-0.7186,3,-1.1773,12,0.69134,6,-0.3860,16,1.06837,8,-0.0037,7,-0.2660,9,0.23089
ENSG00000183207,RUVBL2,47,-0.4267,72,0.25166,60,-0.0610,52,-0.2823,61,-0.0485,83,0.45769,75,0.33077,49,-0.3710,40,-0.6745
ENSG00000104852,SNRNP70,58,-0.0327,54,-0.1448,72,0.31462,46,-0.3870,51,-0.2251,87,0.63225,67,0.22323,47,-0.3527,46,-0.4023
ENSG00000104863,LIN7B,19,-1.7001,74,0.44507,79,0.49876,67,0.22014,64,0.16230,57,-0.0149,56,-0.0734,31,-0.9711,61,0.08899
ENSG00000177380,PPFIA3,20,-2.3063,66,-0.5661,87,-0.0779,102,0.16377,131,0.56877,150,0.80330,127,0.58583,52,-0.8621,83,-0.1553
ENSG00000104888,SLC17A7,83,-3.6570,783,-0.3655,825,-0.2515,1255,0.41737,1060,0.14444,1386,0.58104,1687,1.06146,393,-1.3809,705,-0.4952
ENSG00000104872,PIH1D1,59,-0.0944,76,0.35997,75,0.28366,54,-0.2156,50,-0.3356,54,-0.2198,60,-0.0803,63,0.00978,60,-0.0697
ENSG00000142541,RPL13A,2103,1.52868,677,-0.3986,855,0.00281,453,-0.9782,789,-0.1249,720,-0.2683,474,-0.9834,1276,0.65347,890,0.06724
ENSG00000142534,RPS11,1236,1.32150,371,-0.7035,477,-0.2573,393,-0.5568,589,0.07553,429,-0.4214,437,-0.4302,794,0.56023,644,0.21861
ENSG00000104870,FCGRT,55,1.86866,11,-0.8416,14,-0.4655,13,-0.4726,13,-0.5388,6,-1.7041,6,-1.7265,47,1.55497,21,0.20300
ENSG00000142546,NOSIP,70,0.54086,38,-0.4766,48,-0.0712,39,-0.3768,74,0.63207,42,-0.2735,49,-0.0388,64,0.38887,40,-0.3519
ENSG00000126464,PRR12,20,-0.5433,25,-0.1933,32,0.19187,30,0.09244,38,0.48522,35,0.37704,24,-0.2737,33,0.25216,23,-0.3073
ENSG00000126461,SCAF1,41,-0.6111,46,-0.4768,56,-0.1339,74,0.31214,57,-0.0910,65,0.09787,80,0.49291,67,0.16236,57,-0.0965
ENSG00000126456,IRF3,26,-0.0455,25,-0.1202,43,0.74987,31,0.19362,30,0.16904,17,-0.7245,30,0.17983,23,-0.2469,17,-0.6895
ENSG00000126457,PRMT1,74,-0.1722,85,0.04380,61,-0.4856,70,-0.2606,129,0.72638,114,0.52018,80,-0.0517,78,-0.0882,53,-0.6864
ENSG00000169169,CPT1C,18,-1.6824,62,0.17799,65,0.23272,45,-0.3585,57,0.00570,53,-0.0884,89,0.84981,37,-0.6674,43,-0.4325
ENSG00000196961,AP2A1,42,-1.4403,128,0.29016,85,-0.3925,112,0.03731,114,0.06483,141,0.41497,143,0.48294,84,-0.4145,81,-0.4585
ENSG00000010361,FUZ,29,0.84951,14,-0.3935,17,-0.0313,11,-0.6415,19,0.18125,18,0.07211,17,-0.0084,20,0.25128,13,-0.4324
ENSG00000104973,MED25,34,0.06138,36,0.20893,28,-0.2269,29,-0.1907,36,0.17853,35,0.11942,35,0.13491,30,-0.1143,22,-0.6095
ENSG00000104960,PTOV1,153,-0.2583,195,0.14472,158,-0.2032,134,-0.4558,201,0.17938,263,0.61480,192,0.11783,155,-0.2379,140,-0.3925
ENSG00000039650,PNKP,11,-0.8250,14,-0.4365,22,0.32008,16,-0.2498,26,0.55607,18,-0.0365,22,0.29654,21,0.24637,16,-0.2114
ENSG00000204673,AKT1S1,47,0.47907,26,-0.4823,49,0.55839,35,0.00887,31,-0.1531,22,-0.6925,40,0.24660,43,0.34774,22,-0.6908
ENSG00000104946,TBC1D17,67,0.71370,35,-0.3478,32,-0.4682,24,-0.9241,41,-0.0670,63,0.60461,45,0.05944,44,0.02586,44,0.04325
ENSG00000213024,NUP62,27,0.21208,21,-0.2082,15,-0.6606,16,-0.6097,28,0.25739,40,0.84991,27,0.25534,21,-0.1616,16,-0.5806
ENSG00000169136,ATF5,10,0.13660,11,0.19998,6,-0.6649,10,0.02878,13,0.55021,9,-0.1007,10,0.15522,7,-0.5443,7,-0.4070
ENSG00000105053,VRK3,21,-0.1533,26,0.15491,13,-0.8540,28,0.27036,25,0.11933,24,0.04632,29,0.38993,15,-0.6342,21,-0.1728
ENSG00000267890,AC010624.2,0,-8.2725,11,-0.2525,28,1.20271,19,0.53115,15,0.15962,17,0.36389,12,-0.1080,11,-0.2472,10,-0.5018
ENSG00000105357,MYH14,40,1.77678,3,-2.2724,14,0.01938,8,-0.8755,23,0.81851,14,0.01504,11,-0.3860,16,0.18568,10,-0.4557
ENSG00000131398,KCNC3,0,-3.6697,13,0.74550,7,-0.2001,13,0.62274,5,-0.7406,12,0.58727,10,0.24347,4,-1.1727,6,-0.4228
ENSG00000131408,NR1H2,63,0.26953,37,-0.6128,76,0.59170,65,0.33239,51,-0.0493,60,0.20074,47,-0.1965,46,-0.2058,52,-0.0275
ENSG00000142530,FAM71E1,3,-2.0265,16,0.22932,18,0.31602,17,0.22590,10,-0.5836,9,-0.6523,19,0.46524,14,-0.0479,17,0.28517
ENSG00000161671,EMC10,161,1.03481,91,0.09078,57,-0.6403,58,-0.6084,86,0.00311,78,-0.1507,74,-0.2528,102,0.27149,74,-0.2386
ENSG00000161677,JOSD2,84,1.34902,24,-0.7413,39,0.08010,36,-0.0393,21,-0.8482,34,-0.1411,34,-0.1766,46,0.32087,35,-0.1204
ENSG00000204653,ASPDH,32,-0.5016,39,-0.1971,72,0.81979,51,0.24916,36,-0.2858,25,-0.8669,53,0.35499,28,-0.6666,51,0.26146
ENSG00000131409,LRRC4B,96,-0.1934,107,-0.0185,54,-1.0741,98,-0.1638,152,0.54430,150,0.51888,124,0.23705,94,-0.2204,87,-0.3408
ENSG00000213023,SYT3,1,-3.1438,9,0.22580,5,-0.7333,8,-0.0076,11,0.51946,8,0.02893,10,0.34571,11,0.42153,7,-0.2201
ENSG00000235034,C19orf81,31,1.78642,12,0.27978,8,-0.4134,7,-0.6783,4,-1.2494,4,-1.3509,5,-1.2318,17,0.71320,11,0.10365
ENSG00000105472,CLEC11A,18,0.03944,14,-0.3594,27,0.68403,20,0.18756,12,-0.5732,11,-0.6708,14,-0.3963,28,0.71470,22,0.32017
ENSG00000167747,C19orf48,14,0.83229,8,0.06722,3,-1.3437,2,-1.6760,5,-0.6241,10,0.33033,9,0.22778,12,0.63864,7,-0.2426
ENSG00000167755,KLK6,266,5.49892,0,-8.4405,2,-4.0111,0,-9.6824,43,0.63866,7,-2.0473,0,-7.9333,4,-2.7572,0,-8.1715
ENSG00000169035,KLK7,1,-3.7314,14,-0.6388,22,0.05295,11,-1.0131,13,-0.7560,27,0.37864,50,1.73741,9,-1.3215,21,0.00861
ENSG00000142544,CTU1,11,-0.0045,15,0.59830,10,-0.1617,12,0.09701,13,0.25010,11,-0.0141,12,0.12556,2,-2.0600,7,-0.5484
ENSG00000142549,IGLON5,2,-2.5118,11,-0.0747,18,0.64820,28,1.40572,17,0.56313,4,-1.3859,14,0.30324,5,-1.2658,5,-1.1582
ENSG00000105379,ETFB,248,1.06613,97,-0.4986,172,0.45102,135,0.06553,106,-0.3150,101,-0.3914,100,-0.4467,128,-0.0216,144,0.16588
ENSG00000160318,CLDND2,13,0.22345,8,-0.5871,10,-0.2054,8,-0.5079,13,0.17614,8,-0.4729,11,-0.0603,23,1.13780,12,0.09217
ENSG00000197619,ZNF615,9,0.14052,9,0.00524,2,-1.8685,3,-1.3042,10,0.17939,15,0.89127,12,0.63583,6,-0.6204,7,-0.2643
ENSG00000105568,PPP2R1A,148,-1.6176,482,0.21492,371,-0.2230,456,0.10362,457,0.10596,628,0.62350,494,0.25904,358,-0.2781,332,-0.3976
ENSG00000167766,ZNF83,25,1.33720,8,-0.4446,13,0.28738,5,-1.1274,19,0.83607,9,-0.3385,8,-0.4810,12,0.12122,5,-1.0790
ENSG00000170954,ZNF415,25,1.03087,12,-0.1548,10,-0.3746,8,-0.7489,22,0.80147,14,0.11516,10,-0.4944,14,0.15140,8,-0.8139
ENSG00000130844,ZNF331,15,-1.0736,25,-0.3156,25,-0.2468,30,0.00850,53,0.92614,40,0.49192,40,0.54142,19,-0.6790,15,-0.9915
ENSG00000179820,MYADM,45,0.04835,33,-0.4760,34,-0.3535,53,0.31930,60,0.52628,55,0.38626,59,0.57011,22,-1.0292,23,-0.9645
ENSG00000126583,PRKCG,15,-3.2666,191,0.56123,115,-0.3120,128,-0.1486,119,-0.2663,178,0.37455,230,0.92670,56,-1.4008,93,-0.6347
ENSG00000105605,CACNG7,11,-0.9645,22,0.03568,19,-0.1225,38,0.94352,20,-0.0536,21,0.00732,19,-0.1885,23,0.11414,19,-0.1967
ENSG00000142408,CACNG8,8,-3.0636,35,-1.1123,43,-0.7184,161,1.43216,108,0.73218,89,0.41260,80,0.28239,41,-0.7909,74,0.11717
ENSG00000170906,NDUFA3,407,-0.4839,665,0.32519,585,0.08422,515,-0.1173,500,-0.1644,494,-0.1831,526,-0.0938,597,0.11647,624,0.18729
ENSG00000105619,TFPT,92,-0.2390,113,0.09238,115,0.10828,114,0.08938,82,-0.4283,108,0.00926,109,0.03111,83,-0.3959,142,0.45549
ENSG00000105618,PRPF31,38,-0.2571,48,0.13320,47,0.09330,44,-0.0126,37,-0.2817,59,0.43724,45,0.01264,48,0.11736,31,-0.5484
ENSG00000088038,CNOT3,17,-0.2572,21,0.12576,20,-0.0010,17,-0.2037,32,0.75428,22,0.14335,18,-0.1343,16,-0.3609,16,-0.3554
ENSG00000105617,LENG1,15,0.26294,7,-0.9164,13,0.10877,15,0.32578,17,0.52277,13,0.04077,11,-0.1572,18,0.55421,9,-0.5074
ENSG00000125505,MBOAT7,52,-1.7688,262,0.85565,132,-0.3531,173,0.06972,143,-0.2264,182,0.14657,209,0.42365,90,-0.9335,108,-0.6650
ENSG00000170892,TSEN34,24,0.10352,19,-0.2433,23,0.09457,23,0.09121,27,0.32438,30,0.47233,21,-0.0722,21,-0.0965,14,-0.6719
ENSG00000170889,RPS9,1452,1.94807,340,-0.5663,465,-0.0297,298,-0.7177,432,-0.1437,378,-0.3546,254,-1.0376,532,0.18604,465,-0.0304
ENSG00000167614,TTYH1,528,0.73673,348,0.06154,276,-0.3071,257,-0.4170,256,-0.4249,188,-0.8963,197,-0.8941,795,1.45315,304,-0.1553
ENSG00000167615,LENG8,32,1.27394,11,-0.4906,14,-0.1348,16,0.14670,2,-2.8998,11,-0.3946,16,0.15472,17,0.17357,17,0.18354
ENSG00000022556,NLRP2,0,-7.8173,12,0.42102,10,0.03729,5,-0.8468,5,-0.8528,11,0.18967,21,1.47545,0,-4.4521,9,-0.1400
ENSG00000160439,RDH13,1,-2.3679,8,-0.2596,12,0.44506,11,0.39929,4,-1.2818,8,-0.1545,16,1.11052,8,-0.1045,5,-0.7311
ENSG00000125503,PPP1R12C,36,-1.0374,69,-0.0179,95,0.48979,63,-0.1666,54,-0.3930,53,-0.4259,83,0.30575,84,0.29928,80,0.20772
ENSG00000105048,TNNT1,0,-6.0405,35,0.39855,28,-0.0162,30,0.06962,15,-0.9775,10,-1.4965,13,-1.2015,66,1.40563,65,1.38289
ENSG00000129990,SYT5,14,-3.3205,166,0.43856,122,-0.1027,138,0.08292,152,0.23989,137,0.07919,192,0.71007,53,-1.3631,104,-0.3559
ENSG00000105063,PPP6R1,32,-0.7654,56,0.14831,61,0.24481,60,0.23627,35,-0.5934,74,0.56548,52,0.00562,44,-0.2685,49,-0.0992
ENSG00000133265,HSPBP1,34,-1.2299,95,0.41468,111,0.61903,86,0.19742,64,-0.2578,61,-0.3305,81,0.11100,53,-0.5668,72,-0.0705
ENSG00000160469,BRSK1,114,-0.2542,80,-0.8597,177,0.44631,164,0.31994,108,-0.3446,190,0.55966,152,0.22205,125,-0.1064,133,-0.0096
ENSG00000108107,RPL28,2630,1.62808,808,-0.3878,1005,-0.0112,744,-0.4822,798,-0.3722,783,-0.4029,629,-0.8036,1324,0.43272,977,-0.0561
ENSG00000108106,UBE2S,74,-0.2059,104,0.38488,99,0.25409,71,-0.2663,71,-0.2767,75,-0.1765,87,0.05963,72,-0.2577,83,-0.0296
ENSG00000187902,SHISA7,10,-1.0618,34,0.94615,12,-0.8368,12,-0.7777,30,0.62745,22,0.11611,22,0.14261,10,-1.0772,16,-0.3547
ENSG00000063241,ISOC2,56,0.39293,53,0.36597,51,0.23598,45,0.06383,34,-0.3864,24,-0.9035,40,-0.1688,45,0.04224,39,-0.1805
ENSG00000090971,NAT14,17,-2.0948,80,0.23730,91,0.41559,86,0.32165,74,0.09898,73,0.05952,80,0.23495,57,-0.3119,52,-0.4594
ENSG00000218891,ZNF579,14,-0.3661,15,-0.3236,16,-0.1473,26,0.63247,25,0.55009,23,0.44031,13,-0.4678,20,0.19783,14,-0.3736
ENSG00000179943,FIZ1,9,-0.1054,7,-0.6138,13,0.44696,11,0.21737,10,0.02672,17,0.87504,6,-0.8809,9,-0.0738,13,0.47682
ENSG00000171443,ZNF524,15,0.55829,10,-0.1144,6,-0.7841,8,-0.4491,13,0.26703,7,-0.5733,8,-0.4552,21,1.11319,10,-0.0072
ENSG00000213015,ZNF580,53,0.00566,65,0.37015,54,0.02939,53,-0.0104,63,0.28623,35,-0.6586,43,-0.3757,46,-0.2123,63,0.28729
ENSG00000173581,CCDC106,40,-0.7764,96,0.68218,68,0.03755,57,-0.2317,72,0.14154,56,-0.2495,63,-0.0818,65,-0.0316,51,-0.3911
ENSG00000063244,U2AF2,31,0.00931,26,-0.2911,33,0.07963,38,0.33077,42,0.46950,40,0.41251,27,-0.2157,27,-0.1949,23,-0.4659
ENSG00000063245,EPN1,63,-1.4322,150,-0.1255,162,0.00756,151,-0.1016,204,0.37773,187,0.23427,184,0.23823,171,0.08854,168,0.06013
ENSG00000142409,ZNF787,21,0.28397,18,0.00218,17,-0.0525,13,-0.4244,22,0.36711,15,-0.2158,16,-0.1885,22,0.34586,16,-0.1501
ENSG00000167685,ZNF444,17,-0.4836,23,-0.0826,24,0.03773,11,-1.1304,26,0.15690,25,0.05409,23,-0.0741,36,0.67428,31,0.40246
ENSG00000198046,ZNF667,5,-2.0454,26,0.32953,24,0.17330,16,-0.5057,38,0.89740,19,-0.2436,30,0.54728,10,-1.1012,16,-0.4926
ENSG00000166770,ZNF667-AS1,37,-0.7264,65,0.13695,70,0.24277,45,-0.4346,86,0.58876,39,-0.6487,72,0.31560,51,-0.2437,57,-0.0746
ENSG00000196263,ZNF471,13,0.74101,3,-1.4385,5,-0.8328,7,-0.2334,6,-0.5304,14,0.75912,12,0.69418,12,0.49110,5,-0.8579
ENSG00000196867,ZFP28,9,-0.8379,14,-0.2116,15,-0.1099,20,0.29859,23,0.56941,22,0.45707,20,0.35036,13,-0.3483,8,-0.9823
ENSG00000197016,ZNF470,12,0.58113,9,0.13645,9,0.04460,6,-0.4496,9,0.13582,10,0.20785,9,0.05675,4,-0.9130,6,-0.3851
ENSG00000268182,SMIM17,5,-1.8782,12,-0.5707,21,0.35215,16,-0.1235,28,0.77608,15,-0.1478,24,0.64369,13,-0.3547,16,-0.0720
ENSG00000286125,AC006115.2,4,-1.0566,5,-0.8633,8,-0.0057,12,0.67268,10,0.28116,9,0.24354,10,0.36128,5,-0.6493,11,0.46100
ENSG00000198300,PEG3,71,-2.0671,263,-0.1063,245,-0.2087,200,-0.5265,823,1.86627,373,0.46410,269,-0.0677,137,-1.0956,163,-0.8376
ENSG00000083844,ZNF264,13,-0.0579,15,0.10840,30,1.25866,9,-0.6779,12,-0.2646,16,0.27837,10,-0.5365,9,-0.5773,13,-0.0783
ENSG00000268205,AC005261.1,66,0.56993,48,0.08201,46,0.00522,27,-0.7935,44,-0.0687,70,0.68151,35,-0.4711,52,0.20129,34,-0.4543
ENSG00000256060,TRAPPC2B,5,-1.5594,25,0.78752,17,0.06203,26,0.75870,17,0.06631,12,-0.4716,14,-0.1740,8,-0.9868,13,-0.2803
ENSG00000186230,ZNF749,6,-0.8613,12,0.22082,9,-0.2524,12,0.17652,8,-0.4752,8,-0.4222,13,0.36491,14,0.41092,10,-0.0744
ENSG00000213762,ZNF134,12,-0.2869,13,-0.1859,8,-0.8684,18,0.32496,25,0.90094,10,-0.5444,16,0.23049,15,0.04499,12,-0.2872
ENSG00000152443,ZNF776,8,-0.4819,8,-0.6169,19,0.79819,11,0.00436,10,-0.2166,15,0.44389,16,0.60545,5,-1.1420,9,-0.3588
ENSG00000198466,ZNF587,8,-0.1384,6,-0.5304,4,-0.9901,9,0.14279,8,-0.0165,7,-0.3081,14,0.90141,10,0.25595,6,-0.3808
ENSG00000176293,ZNF135,24,1.10712,10,-0.2404,9,-0.3798,7,-0.7660,18,0.63746,19,0.73836,9,-0.3732,10,-0.2235,4,-1.4800
ENSG00000121413,ZSCAN18,79,-0.9954,157,0.07398,115,-0.4301,108,-0.5235,230,0.68280,166,0.15169,220,0.69300,108,-0.5170,101,-0.6320
ENSG00000181894,ZNF329,7,-0.7058,9,-0.4149,14,0.30446,13,0.25488,5,-1.0656,16,0.51912,16,0.64757,7,-0.6947,12,0.07831
ENSG00000198131,ZNF544,8,-0.9584,19,0.36352,11,-0.4440,14,-0.1169,15,-0.0612,15,-0.0465,15,-0.0764,22,0.55818,16,0.11426
ENSG00000268516,AC020915.2,5,-0.8552,19,1.21968,8,-0.3746,5,-1.0204,9,-0.1519,2,-1.9022,11,0.25703,8,-0.2462,10,0.01508
ENSG00000142396,ERVK3-1,32,-0.6560,49,-0.0195,55,0.18130,41,-0.3043,62,0.35692,54,0.14137,64,0.46585,29,-0.8306,45,-0.1473
ENSG00000283103,AC010642.2,52,-0.5273,108,0.70425,55,-0.4467,58,-0.3688,74,-0.0018,66,-0.1727,62,-0.3000,84,0.19982,82,0.16574
ENSG00000121410,A1BG,73,1.33065,50,0.79676,26,-0.3740,22,-0.6044,28,-0.2292,21,-0.6444,20,-0.8261,19,-0.7909,29,-0.1549
ENSG00000083845,RPS5,961,1.47912,338,-0.2958,426,0.09647,307,-0.4166,344,-0.2370,239,-0.7993,270,-0.6667,489,0.32085,423,0.08767
ENSG00000083807,SLC27A5,50,0.40396,37,-0.0902,39,-0.0114,31,-0.3360,46,0.27258,29,-0.4312,32,-0.3063,42,0.13746,51,0.42739
ENSG00000119574,ZBTB45,5,-1.9542,19,0.03266,25,0.50602,19,0.05584,34,1.01206,23,0.38654,14,-0.4101,11,-0.7204,18,-0.0662
ENSG00000130726,TRIM28,99,0.35222,71,-0.1974,105,0.45432,90,0.20570,75,-0.0772,74,-0.1067,71,-0.1899,96,0.30783,48,-0.7587
ENSG00000130724,CHMP2A,153,0.44906,144,0.39215,108,-0.1084,103,-0.1881,99,-0.2396,115,-0.0087,90,-0.4335,115,-0.0111,113,-0.0431
ENSG00000130725,UBE2M,101,-0.7655,150,-0.1744,250,0.66504,208,0.36278,155,-0.1068,152,-0.1424,153,-0.1487,152,-0.1351,202,0.31507
ENSG00000099326,MZF1,16,-0.3061,20,0.00373,25,0.39825,24,0.34082,16,-0.3409,21,0.11738,16,-0.3340,22,0.18816,20,0.00032
ENSG00000247315,ZCCHC3,14,-0.4742,16,-0.2756,23,0.33276,25,0.46810,32,0.84951,16,-0.2210,17,-0.1319,13,-0.5698,17,-0.1830
ENSG00000177732,SOX12,22,0.61557,14,-0.1298,16,0.09630,16,0.15127,3,-2.2263,15,0.06100,13,-0.1636,19,0.43324,16,0.18223
ENSG00000125841,NRSN2,29,-2.0604,139,0.32958,178,0.69422,104,-0.1753,104,-0.1710,165,0.57216,114,-0.0237,88,-0.4320,100,-0.2357
ENSG00000125826,RBCK1,38,1.17110,16,-0.2222,21,0.17525,28,0.66983,9,-1.1317,17,-0.1456,10,-0.9597,24,0.41835,14,-0.3987
ENSG00000125875,TBC1D20,25,0.16657,31,0.52838,17,-0.4608,20,-0.2185,16,-0.5120,26,0.19920,24,0.11656,14,-0.7208,22,-0.0225
ENSG00000101266,CSNK2A1,65,-0.1809,66,-0.1548,57,-0.3833,79,0.14476,59,-0.3209,90,0.34744,97,0.53265,71,-0.0262,49,-0.5942
ENSG00000271303,SRXN1,0,-4.8577,33,0.73728,25,0.16025,19,-0.2684,19,-0.2166,22,-0.0339,33,0.71652,11,-1.1220,17,-0.4222
ENSG00000125818,PSMF1,77,-0.0646,83,0.07369,90,0.19141,82,0.03079,65,-0.3266,88,0.14502,85,0.10229,80,0.00657,62,-0.3942
ENSG00000125895,TMEM74B,0,-4.1888,22,1.11176,12,0.01621,23,0.98214,8,-0.6548,8,-0.6291,12,-0.0887,7,-0.8540,9,-0.4641
ENSG00000101298,SNPH,10,-2.8543,62,-0.1599,75,0.16849,117,0.90561,47,-0.5744,79,0.24646,76,0.20208,68,0.01313,72,0.11012
ENSG00000125775,SDCBP2,10,-1.0448,33,0.91586,22,0.09806,21,0.03472,10,-1.1208,19,-0.1197,19,-0.0749,22,0.11502,15,-0.4414
ENSG00000088832,FKBP1A,40,-2.4456,413,1.39655,152,-0.4517,203,0.00049,131,-0.6782,229,0.18736,190,-0.1213,110,-0.9453,165,-0.3287
ENSG00000088833,NSFL1C,69,-0.2753,59,-0.5665,97,0.26046,101,0.33822,113,0.51943,91,0.16692,90,0.16451,72,-0.1946,61,-0.4561
ENSG00000286288,AL109809.5,5,-0.8803,7,-0.6529,9,-0.2293,11,0.19194,5,-0.9801,4,-1.3675,6,-0.8993,36,2.21413,15,0.63702
ENSG00000198053,SIRPA,91,-1.5629,309,0.36603,255,0.01367,240,-0.0774,231,-0.1428,287,0.20742,350,0.59768,191,-0.4395,165,-0.6613
ENSG00000101327,PDYN,0,-8.1975,15,0.29445,17,0.47086,10,-0.2995,13,0.05940,14,0.11041,19,0.70764,13,-0.0010,5,-1.2748
ENSG00000125834,STK35,9,-0.1827,8,-0.4014,15,0.64788,9,-0.0971,8,-0.3474,7,-0.3848,8,-0.2146,12,0.38310,14,0.62942
ENSG00000125835,SNRPB,40,-0.4943,51,-0.1322,63,0.21418,32,-0.8203,46,-0.2792,65,0.25244,80,0.66671,67,0.29504,33,-0.7818
ENSG00000101361,NOP56,79,-0.0914,88,0.09842,64,-0.4182,71,-0.2447,85,0.03069,92,0.16231,114,0.57667,64,-0.4060,57,-0.5940
ENSG00000101365,IDH3B,51,-0.7925,88,0.05423,70,-0.3042,68,-0.3565,112,0.43503,93,0.13789,122,0.64901,55,-0.6834,71,-0.2957
ENSG00000088881,EBF4,31,1.82334,1,-2.8149,9,-0.2422,3,-1.8761,7,-0.6109,22,1.26142,5,-1.1757,19,1.01547,10,0.00118
ENSG00000132635,PCED1A,26,0.30067,17,-0.3629,31,0.58481,23,0.13218,19,-0.1645,20,-0.1184,20,-0.0882,22,0.03835,19,-0.1721
ENSG00000215305,VPS16,16,-0.6960,26,0.01935,35,0.46436,23,-0.1598,30,0.20984,28,0.11782,34,0.46827,18,-0.5241,15,-0.8394
ENSG00000132670,PTPRA,145,-0.4596,162,-0.3182,155,-0.3576,191,-0.0278,270,0.53054,236,0.30636,242,0.39772,199,0.03608,136,-0.5607
ENSG00000125901,MRPS26,73,-0.1970,104,0.41868,125,0.66159,55,-0.6346,91,0.14812,62,-0.4412,75,-0.1632,67,-0.3390,79,-0.0796
ENSG00000185019,UBOX5,16,0.26773,17,0.45091,13,-0.0211,22,0.84362,5,-1.4012,12,-0.0819,16,0.35923,3,-1.8904,7,-1.0256
ENSG00000215251,FASTKD5,9,-0.6005,21,0.73833,9,-0.5708,12,-0.2524,12,-0.2161,10,-0.4768,20,0.64515,10,-0.4569,8,-0.7797
ENSG00000088899,LZTS3,22,-2.7503,204,0.74187,162,0.27496,169,0.34077,105,-0.4167,146,0.11181,150,0.16637,73,-0.9563,117,-0.2364
ENSG00000198171,DDRGK1,99,-0.0487,245,1.78312,63,-0.7481,59,-0.8436,47,-1.1858,50,-1.0859,69,-0.6563,61,-0.7898,117,0.21738
ENSG00000125877,ITPA,18,-1.1913,51,0.47090,46,0.26278,55,0.55739,21,-0.9566,31,-0.3487,47,0.34016,33,-0.2341,29,-0.4672
ENSG00000088854,C20orf194,41,0.19054,34,-0.1425,16,-1.2691,34,-0.1266,45,0.33803,54,0.61797,39,0.09457,43,0.26909,25,-0.6058
ENSG00000088812,ATRN,31,-1.0559,77,0.39720,60,-0.0484,48,-0.3974,75,0.30344,98,0.74839,69,0.19792,36,-0.8190,40,-0.6857
ENSG00000101220,C20orf27,26,-0.9152,73,0.81821,44,-0.1252,46,-0.0488,43,-0.1513,50,0.09158,40,-0.3062,45,-0.0758,41,-0.2392
ENSG00000101222,SPEF1,1,-3.1139,25,1.37159,8,-0.6983,11,-0.2049,2,-2.4939,5,-1.1718,19,0.82383,3,-1.9147,16,0.41338
ENSG00000125817,CENPB,165,2.08177,34,-0.6356,49,-0.0454,26,-1.0039,43,-0.2371,52,0.05461,25,-1.1619,63,0.35999,36,-0.5189
ENSG00000101224,CDC25B,25,0.43705,19,0.03189,13,-0.5185,17,-0.1298,33,0.92092,19,-0.0079,19,0.03680,11,-0.8067,12,-0.7189
ENSG00000125843,AP5S1,9,-0.5329,15,0.16757,9,-0.5106,25,1.00593,18,0.46885,10,-0.3686,14,0.07743,8,-0.7561,9,-0.5606
ENSG00000088888,MAVS,49,1.81676,9,-1.0749,14,-0.2179,11,-0.5882,14,-0.2995,13,-0.3403,7,-1.3075,37,1.29104,14,-0.2984
ENSG00000125779,PANK2,21,-0.8334,39,0.13095,35,-0.0287,47,0.43779,24,-0.6158,50,0.53313,52,0.65186,14,-1.4610,24,-0.6207
ENSG00000101236,RNF24,25,-0.5235,36,0.03577,23,-0.6749,42,0.26599,21,-0.7941,47,0.46158,50,0.63843,29,-0.2836,29,-0.3098
ENSG00000088826,SMOX,43,1.68708,8,-1.0449,9,-0.7599,6,-1.2995,21,0.43261,11,-0.5145,3,-2.4305,49,1.95923,10,-0.6353
ENSG00000171867,PRNP,431,-1.0736,1186,0.57919,520,-0.7911,663,-0.4164,1179,0.49930,1020,0.26421,1131,0.48935,546,-0.7148,521,-0.7868
ENSG00000101265,RASSF2,235,3.61749,6,-2.8368,22,-0.8677,10,-2.0282,49,0.39549,28,-0.5094,7,-2.6071,38,-0.0024,14,-1.4602
ENSG00000089057,SLC23A2,41,-0.9184,71,-0.0729,73,-0.0245,58,-0.3796,89,0.30523,92,0.35944,93,0.42083,77,0.06925,54,-0.4884
ENSG00000089063,TMEM230,138,0.48324,102,-0.0106,58,-0.8748,101,-0.0239,142,0.52798,104,0.02091,119,0.27451,67,-0.6530,74,-0.5103
