Cluster,Description,geneID,p.adjust,GeneRatio,ONTOLOGY,n_valid,valid_genes,n_valid_anc,valid_genes_anc,GeneRatio_num
Oligo-3_up_ALL,regulation of synaptic plasticity,BAIAP2/ADCY8/EPHA4/SORCS3/VPS13A/GFAP/GRM5/KCNQ3/MEF2C/SLC4A10/JPH3/ADGRB1/CX3CL1/SLC1A1/SNAP25/STXBP1/SYT4/VGF/YWHAH/MCTP1/CAMK2A/CAMK2B/CAMK2G/PPFIA3/SYT12,2.1995459815424907e-4,25/596,BP,0,,0,,0.04194630872483222
Oligo-3_up_ALL,protein localization to cell periphery,GPC6/RAMP1/OLFM1/SORBS1/RAB31/DPP6/EPB41/FLNA/EFR3A/GRIP1/RAB26/LAMA5/LRP1/NSF/PALM/ASAP1/TESC/SCN3B/DPP10/SLC1A1/STXBP1/TUB/EZR/CACNB2/RHBDF2/KCNIP4/GRIP2/CAMK2A/CAMK2B/CAMK2G/SKAP1/LGI1/CACNA2D2/NRXN1/ROCK2,2.207776405514314e-4,35/596,BP,0,,0,,0.0587248322147651
Oligo-3_up_ALL,action potential,ABCC9/CNR1/FLNA/HCN1/KCND3/KCNJ3/KCNN2/KCNQ2/KCNQ3/ATP1A2/NRCAM/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/YWHAH/CACNA1C/CACNA1D/CACNB2/CACNB4/CALM3,2.4217062206082884e-4,22/596,BP,1,SNTA1,0,,0.03691275167785235
Oligo-3_up_ALL,negative regulation of cell migration,MICOS10-NBL1/ADARB1/NRG3/DPYSL3/JAG1/DUSP1/EPHA4/FGF2/PLCB1/IGFBP5/LRP1/MEF2C/NBL1/PPARG/PRKG1/ADAMTS9/ADGRB1/PTPRG/BCR/CX3CL1/NDRG4/BMP5/SP100/THBS1/MCTP1/RIN3/STK24/CHRD/CD69/RIPOR2,3.286276332179312e-4,30/596,BP,2,NRG3/IGFBP5,0,,0.050335570469798654
Oligo-3_up_ALL,cellular response to calcium ion,ABCC9/ADCY8/CPNE4/CPNE8/FOS/CPNE7/JUNB/KCNQ3/MEF2C/ASPH/PRKAA2/CPNE5/ADGRV1/NRXN1,4.0781817590336057e-4,14/596,BP,2,CPNE4/FOS,0,,0.02348993288590604
Oligo-3_up_ALL,sodium ion transmembrane transport,FGF14/HCN1/SLC6A17/ATP1A2/FXYD1/TESC/SCN3B/SLC17A7/SLC4A10/SLC24A3/SCN2A/SCN3A/SCN9A/WNK2/SLC6A7/SLC6A13/SNTA1/UTRN/YWHAH/SLC4A4/SLC4A7,4.235523510143418e-4,21/596,BP,3,SLC17A7/SNTA1/SLC4A4,0,,0.03523489932885906
Oligo-3_up_ALL,cardiac muscle cell action potential involved in contraction,FLNA/KCND3/KCNJ3/KCNN2/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/CACNB2,4.235523510143418e-4,12/596,BP,1,SNTA1,0,,0.020134228187919462
Oligo-3_up_ALL,vascular transport,ABCC9/SLCO2B1/SLC6A17/LRP1/ATP1A2/SLCO1C1/SLC24A3/SLC1A1/SLC1A2/SLC2A3/SLC6A13/SLC7A2/TFRC/SLC7A5/SLC4A4,5.096271858613299e-4,15/596,BP,1,SLC4A4,0,,0.025167785234899327
Oligo-3_up_ALL,transport across blood-brain barrier,ABCC9/SLCO2B1/SLC6A17/LRP1/ATP1A2/SLCO1C1/SLC24A3/SLC1A1/SLC1A2/SLC2A3/SLC6A13/SLC7A2/TFRC/SLC7A5/SLC4A4,5.096271858613299e-4,15/596,BP,1,SLC4A4,0,,0.025167785234899327
Oligo-3_up_ALL,cardiac muscle cell action potential,FLNA/KCND3/KCNJ3/KCNN2/ATP1A2/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/CACNB2/CALM3,5.499619365802173e-4,14/596,BP,1,SNTA1,0,,0.02348993288590604
Oligo-3_up_ALL,negative regulation of cell motility,MICOS10-NBL1/ADARB1/NRG3/DPYSL3/JAG1/DUSP1/EPHA4/FGF2/PLCB1/IGFBP5/LRP1/MEF2C/NBL1/PPARG/PRKG1/ADAMTS9/ADGRB1/PTPRG/BCR/CX3CL1/NDRG4/BMP5/SP100/THBS1/MCTP1/RIN3/STK24/CHRD/CD69/RIPOR2,5.61122805883845e-4,30/596,BP,2,NRG3/IGFBP5,0,,0.050335570469798654
Oligo-3_up_ALL,regulation of smooth muscle cell proliferation,CALCRL/PPARGC1A/ELN/FGF2/ID2/IGFBP5/JUN/MEF2C/MAP3K5/PDGFRB/PPARG/PRKG1/CX3CL1/NDRG4/BMPR2/STAT1/THBS1/NR4A3,6.071886348223349e-4,18/596,BP,1,IGFBP5,0,,0.030201342281879196
Oligo-3_up_ALL,negative regulation of locomotion,MICOS10-NBL1/ADARB1/NRG3/DPYSL3/JAG1/DUSP1/EPHA4/FGF2/PLCB1/IGFBP5/LRP1/MEF2C/NBL1/PPARG/PRKG1/ADAMTS9/ADGRB1/PTPRG/BCR/CX3CL1/ST6GAL1/NDRG4/BMP5/SP100/THBS1/MCTP1/RIN3/STK24/CHRD/CD69/RIPOR2,6.071886348223349e-4,31/596,BP,2,NRG3/IGFBP5,0,,0.05201342281879195
Oligo-3_up_ALL,heart process,ABCC9/YAP1/CELF2/EPAS1/FLNA/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/ATP2B2/PDE4D/FXYD1/SCN3B/RGS4/SCN2A/SCN3A/SCN9A/SLC1A1/SNTA1/THRB/CACNA1C/CACNA1D/CACNB2/CALM3,6.451233594075449e-4,25/596,BP,1,SNTA1,0,,0.04194630872483222
Oligo-3_up_ALL,axon development,UST/ADARB1/OLFM1/BAIAP2/CHL1/ARHGEF25/CNR1/EMB/UNC5D/EPHA4/INPP5F/FOXG1/TRAK1/FLNA/CYFIP2/GRM7/ITGA4/MAP2/NOTCH2/NRCAM/NR4A2/PAK3/SEMA5B/PRKG1/PARD3/ADGRB1/BCL11B/RTN4R/BMPR2/SNAP25/STXBP1/TRIO/UCHL1/VEGFA/FZD3/STK24/KALRN/UNC5A/DCLK1/LGI1/B4GALT6/NRXN1,8.029988973388787e-4,42/596,BP,0,,0,,0.07046979865771812
Oligo-3_up_ALL,smooth muscle cell proliferation,CALCRL/PPARGC1A/ELN/FGF2/ID2/IGFBP5/JUN/MEF2C/MAP3K5/PDGFRB/PPARG/PRKG1/CX3CL1/NDRG4/BMPR2/STAT1/THBS1/NR4A3,8.716450388539595e-4,18/596,BP,1,IGFBP5,0,,0.030201342281879196
Oligo-3_up_ALL,maintenance of location,MICOS10-NBL1/DIAPH1/FGF2/DZIP1/FLNA/VPS13A/PLCB1/SYNE1/HK1/LYN/ASPH/NBL1/ATP1A2/PDE4D/PLCB2/PLCB4/SRGN/JPH3/PTPRC/CX3CL1/SP100/CACNA1C/CALM3,8.834221539379571e-4,23/596,BP,0,,0,,0.03859060402684564
Oligo-3_up_ALL,heart contraction,ABCC9/CELF2/EPAS1/FLNA/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/ATP2B2/PDE4D/FXYD1/SCN3B/RGS4/SCN2A/SCN3A/SCN9A/SLC1A1/SNTA1/THRB/CACNA1C/CACNA1D/CACNB2/CALM3,9.081992094513281e-4,24/596,BP,1,SNTA1,0,,0.040268456375838924
Oligo-3_up_ALL,neurotransmitter secretion,LRRK2/ERC2/PCLO/NR4A1/MEF2C/SYT13/PTPRN2/SNAP25/STX1A/STXBP1/SYN2/SYT4/CACNB4/MCTP1/CAMK2A/DOC2A/PPFIA3/SYT12/NRXN1,9.081992094513281e-4,19/596,BP,1,LRRK2,0,,0.031879194630872486
Oligo-3_up_ALL,signal release from synapse,LRRK2/ERC2/PCLO/NR4A1/MEF2C/SYT13/PTPRN2/SNAP25/STX1A/STXBP1/SYN2/SYT4/CACNB4/MCTP1/CAMK2A/DOC2A/PPFIA3/SYT12/NRXN1,9.081992094513281e-4,19/596,BP,1,LRRK2,0,,0.031879194630872486
Oligo-3_up_ALL,regulation of calcium ion transport,GNB5/DIAPH1/EPB41/LYN/ASPH/ATP1A2/PDE4D/PDGFRB/JPH3/RGS4/CX3CL1/STIM1/TRPC3/WFS1/CACNA1C/CACNA1D/CACNB2/CACNB4/AHNAK/CALM3/CAMK2A/CAMK2B/CAMK2G/HOMER1,9.456619224535368e-4,24/596,BP,0,,0,,0.040268456375838924
Oligo-3_up_ALL,calcium ion transmembrane import into cytosol,DIAPH1/FGF2/FLNA/PLCB1/LYN/ASPH/ATP1A2/PDE4D/PLCB2/PLCB4/JPH3/PTPRC/CX3CL1/TRPC3/NALF1/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CALM3,0.0010334354226241478,20/596,BP,0,,0,,0.03355704697986577
Oligo-3_up_ALL,regulation of fat cell differentiation,YAP1/CEBPB/JDP2/JAG1/VSTM2A/TRIB2/ID2/BMAL1/SMAD3/PPARG/LMO3/RORA/RREB1/ZFP36L1/TRIO/VEGFA/ZFP36,0.0010334354226241478,17/596,BP,1,LMO3,0,,0.028523489932885907
Oligo-3_up_ALL,potassium ion transport,ABCC9/DPP6/FHL1/FLNA/KCNT2/HCN1/KCND3/KCNJ3/KCNN2/KCNQ2/KCNQ3/ATP1A2/NSF/FXYD1/KCNQ5/SLC17A7/SLC24A3/SLC12A5/DPP10/RGS4/SNAP25/CACNA1D/KCNIP4/KCNH7,0.0010334354226241478,24/596,BP,1,SLC17A7,0,,0.040268456375838924
Oligo-3_up_ALL,fat cell differentiation,YAP1/CEBPB/PPARGC1A/JDP2/JAG1/VSTM2A/PLCB1/FOSL2/TRIB2/NR4A1/ID2/BMAL1/SMAD3/NR4A2/PPARG/LMO3/RORA/RREB1/ZFP36L1/TRIO/VEGFA/ZFP36/NR4A3/ZNF516,0.0010940572042354188,24/596,BP,1,LMO3,0,,0.040268456375838924
Oligo-3_up_ALL,exploration behavior,CHL1/LRRK2/ABTB3/ABAT/VPS13A/GAD1/ATP1A2/SLC4A10/JPH3,0.001103082895529007,9/596,BP,2,LRRK2/GAD1,0,,0.015100671140939598
Oligo-3_up_ALL,potassium ion transmembrane transport,ABCC9/DPP6/FHL1/FLNA/KCNT2/HCN1/KCND3/KCNJ3/KCNN2/KCNQ2/KCNQ3/ATP1A2/KCNQ5/SLC17A7/SLC24A3/SLC12A5/DPP10/RGS4/SNAP25/CACNA1D/KCNIP4/KCNH7,0.0011328612489939242,22/596,BP,1,SLC17A7,0,,0.03691275167785235
Oligo-3_up_ALL,intracellular calcium ion homeostasis,ADCY8/CNR1/DIAPH1/FGF2/FLNA/PLCB1/ERC2/GRM5/LYN/ASPH/ATP1A2/ATP2B2/PDE4D/PLCB2/PLCB4/JPH3/SLC24A3/PTPRC/CX3CL1/STIM1/TRPC3/WFS1/CACNA1C/CACNB2/CACNB4/CALM3/ATP13A4,0.0012271019281325031,27/596,BP,0,,0,,0.04530201342281879
Oligo-3_up_ALL,cell-substrate adhesion,CD96/MERTK/SORBS1/JAG1/ECM2/FLNA/ITGA6/ITGA4/ITGA9/ITGAX/ITGB4/LAMA5/LAMC1/SMAD3/COL5A3/EPDR1/CARMIL1/AXL/ADAMTS9/PLEKHA2/BCR/RREB1/CX3CL1/ST6GAL1/THBS1/UTRN/VEGFA/SKAP1/ROCK2/CD44/SPOCK2,0.0014693495673240998,31/596,BP,0,,0,,0.05201342281879195
Oligo-3_up_ALL,protein localization to plasma membrane,RAMP1/SORBS1/RAB31/DPP6/FLNA/EFR3A/GRIP1/RAB26/LAMA5/LRP1/NSF/PALM/ASAP1/TESC/SCN3B/DPP10/STXBP1/EZR/CACNB2/RHBDF2/KCNIP4/GRIP2/CAMK2A/CAMK2B/CAMK2G/SKAP1/NRXN1/ROCK2,0.0015415074468255474,28/596,BP,0,,0,,0.04697986577181208
Oligo-3_up_ALL,cardiac muscle contraction,ABCC9/FLNA/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/PDE4D/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/CACNB2/CALM3,0.0015415074468255474,17/596,BP,1,SNTA1,0,,0.028523489932885907
Oligo-3_up_ALL,regulation of heart contraction,ABCC9/CELF2/EPAS1/FLNA/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/ATP2B2/PDE4D/FXYD1/SCN3B/RGS4/SLC1A1/SNTA1/THRB/CACNA1C/CACNA1D/CACNB2/CALM3,0.0015415074468255474,21/596,BP,1,SNTA1,0,,0.03523489932885906
Oligo-3_up_ALL,regulation of neuron projection development,UST/BAIAP2/LRRK2/CNR1/CRMP1/DPYSL3/EPHA4/INPP5F/TRAK1/FLNA/SYNE1/GFAP/ITGA6/LYN/MAP2/NRCAM/NTRK3/PAK3/PRRX1/CAMK1D/PTPRG/CX3CL1/NDRG4/RTN4R/BMP5/BMPR2/CAPRIN2/SNAP25/NR2F1/VEGFA/VIM/YWHAH/LRP8/CAMK2B/CAMK2G/STK24/ENC1,0.001855111183008182,37/596,BP,3,LRRK2/NTRK3/ENC1,1,NTRK3,0.06208053691275168
Oligo-3_up_ALL,axonogenesis,UST/ADARB1/OLFM1/BAIAP2/CHL1/ARHGEF25/EMB/UNC5D/EPHA4/FOXG1/TRAK1/CYFIP2/ITGA4/MAP2/NOTCH2/NRCAM/NR4A2/PAK3/SEMA5B/PRKG1/PARD3/ADGRB1/BCL11B/RTN4R/BMPR2/SNAP25/STXBP1/TRIO/UCHL1/VEGFA/FZD3/KALRN/UNC5A/DCLK1/LGI1/B4GALT6/NRXN1,0.0019952398043255786,37/596,BP,0,,0,,0.06208053691275168
Oligo-3_up_ALL,sodium ion transport,FGF14/NKAIN3/HCN1/SLC6A17/ATP1A2/PER1/FXYD1/TESC/SCN3B/SLC17A7/SLC4A10/SLC24A3/SCN2A/SCN3A/SCN9A/WNK2/SLC6A7/SLC6A13/SNTA1/UTRN/YWHAH/SLC4A4/SLC4A7,0.0019952398043255786,23/596,BP,3,SLC17A7/SNTA1/SLC4A4,0,,0.03859060402684564
Oligo-3_up_ALL,regulation of blood circulation,ABCC9/CELF2/EPAS1/FLNA/ITGA4/ITGA9/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/ATP2B2/PDE4D/FXYD1/SCN3B/RGS4/SLC1A1/BMPR2/SNTA1/THRB/CACNA1C/CACNA1D/CACNB2/CALM3,0.002002123656756347,24/596,BP,1,SNTA1,0,,0.040268456375838924
Oligo-3_up_ALL,protein localization to extracellular region,MICOS10-NBL1/RAPGEF4/ADCY8/CNR1/ABAT/VPS13A/PLCB1/MYRIP/PCLO/ILDR2/BMAL1/MYH10/NBL1/PPARG/PTPRN/PTPRN2/SNAP25/STX1A/SYT4/TLR2/VGF/TVP23A/SCG2/GNPTAB/RHBDF2/CAMK2G/PDE8B/OLFM2/SYTL4/CLSTN3,0.002002123656756347,30/596,BP,0,,0,,0.050335570469798654
Oligo-3_up_ALL,regulation of monoatomic ion transmembrane transporter activity,GNB5/DAPK1/FGF14/FHL1/ASPH/FXYD1/TESC/JPH3/WNK2/STIM1/UTRN/YWHAH/CACNA1D/CACNB2/CACNB4/AHNAK/CALM3/HOMER1,0.0022496298264806764,18/596,BP,0,,0,,0.030201342281879196
Oligo-3_up_ALL,muscle cell proliferation,CALCRL/YAP1/PPARGC1A/ELN/FGF2/FOS/TENM4/ID2/IGFBP5/JUN/MEF2C/MAP3K5/PDGFRB/PPARG/PRKG1/CX3CL1/NDRG4/BMPR2/STAT1/THBS1/NR4A3,0.0022496298264806764,21/596,BP,2,FOS/IGFBP5,0,,0.03523489932885906
Oligo-3_up_ALL,retrograde trans-synaptic signaling,FARP1/CNR1/PLCB1/TENM2/SYT4,0.0022825958326582888,5/596,BP,0,,0,,0.008389261744966443
Oligo-3_up_ALL,maintenance of location in cell,DIAPH1/FGF2/DZIP1/FLNA/VPS13A/PLCB1/SYNE1/HK1/LYN/ASPH/ATP1A2/PDE4D/PLCB2/PLCB4/SRGN/JPH3/PTPRC/CX3CL1/SP100/CACNA1C/CALM3,0.0022825958326582888,21/596,BP,0,,0,,0.03523489932885906
Oligo-3_up_ALL,cell communication involved in cardiac conduction,FLNA/KCNJ3/KCNN2/ATP1A2/PDE4D/SCN3B/CACNA1C/CACNA1D/CACNB2/CALM3,0.0022825958326582888,10/596,BP,0,,0,,0.016778523489932886
Oligo-3_up_ALL,release of sequestered calcium ion into cytosol,DIAPH1/FGF2/FLNA/PLCB1/LYN/ASPH/ATP1A2/PDE4D/PLCB2/PLCB4/JPH3/PTPRC/CX3CL1/CACNA1C/CALM3,0.0022825958326582888,15/596,BP,0,,0,,0.025167785234899327
Oligo-3_up_ALL,atrial cardiac muscle cell action potential,FLNA/KCNJ3/KCNN2/SCN3B/CACNA1C/CACNB2,0.0022825958326582888,6/596,BP,0,,0,,0.010067114093959731
Oligo-3_up_ALL,atrial cardiac muscle cell to AV node cell signaling,FLNA/KCNJ3/KCNN2/SCN3B/CACNA1C/CACNB2,0.0022825958326582888,6/596,BP,0,,0,,0.010067114093959731
Oligo-3_up_ALL,atrial cardiac muscle cell to AV node cell communication,FLNA/KCNJ3/KCNN2/SCN3B/CACNA1C/CACNB2,0.0022825958326582888,6/596,BP,0,,0,,0.010067114093959731
Oligo-3_up_ALL,negative regulation of mononuclear cell migration,MICOS10-NBL1/DUSP1/PLCB1/NBL1/BCR/BMP5/CD69/RIPOR2,0.002294220272256378,8/596,BP,0,,0,,0.013422818791946308
Oligo-3_up_ALL,negative regulation of sequestering of calcium ion,DIAPH1/FGF2/FLNA/PLCB1/LYN/ASPH/ATP1A2/PDE4D/PLCB2/PLCB4/JPH3/PTPRC/CX3CL1/CACNA1C/CALM3,0.002474050031704464,15/596,BP,0,,0,,0.025167785234899327
Oligo-3_up_ALL,angiogenesis,CALCRL/RAMP1/VAV3/COL4A1/COL4A3/JAG1/EPAS1/FGF2/FLNA/DDAH1/NR4A1/IGFBP7/ITGAX/NOTCH2/NRCAM/ANGPTL4/PDE3B/PDGFRB/PIK3CD/PKM/PPARG/ADAMTS9/PLXDC1/ADGRB1/RORA/SAT1/CX3CL1/SMOC2/HIF3A/SP100/STAT1/STIM1/BTG1/THBS1/VEGFA/PXDN/SCG2/NRXN1/ROCK2,0.0024976093611222203,39/596,BP,0,,0,,0.06543624161073826
Oligo-3_up_ALL,muscle tissue development,ABCC9/YAP1/NEBL/AKAP13/COL6A1/COL11A1/ELN/FGF2/FHL2/SYNE1/FOS/FOSL2/TENM4/HLF/NR4A1/ID2/IGFBP5/BMAL1/SMAD3/MEF2C/NOTCH2/PDGFRB/SOX6/PRKG1/ADAMTS9/MRTFB/RARB/RGS4/NDRG4/BMP5/VEGFA/BTG2/HOMER1,0.002695763104280454,33/596,BP,2,FOS/IGFBP5,0,,0.05536912751677853
Oligo-3_up_ALL,regulation of synapse structure or activity,FARP1/BAIAP2/LRRK2/LRFN5/CBLN2/EPHA4/CYFIP2/GPM6A/MEF2C/NRCAM/PAK3/ASAP1/CACNA2D3/SLC17A7/SLC12A5/MRTFB/ADGRB1/NLGN4X/CASKIN1/RTN4R/CAPRIN2/SNAP25/TLR2/LRP8/CAMK2B/DCLK1/NRXN1/HOMER1/CLSTN3,0.002695763104280454,29/596,BP,3,LRRK2/GPM6A/SLC17A7,0,,0.04865771812080537
Oligo-3_up_ALL,regulation of sequestering of calcium ion,DIAPH1/FGF2/FLNA/PLCB1/LYN/ASPH/ATP1A2/PDE4D/PLCB2/PLCB4/JPH3/PTPRC/CX3CL1/CACNA1C/CALM3,0.002917868461066613,15/596,BP,0,,0,,0.025167785234899327
Oligo-3_up_ALL,calcium ion homeostasis,ADCY8/CNR1/DIAPH1/FGF2/FLNA/PLCB1/ERC2/GRM5/LYN/ASPH/ATP1A2/ATP2B2/PDE4D/PLCB2/PLCB4/JPH3/SLC24A3/PTPRC/CX3CL1/STIM1/TRPC3/WFS1/CACNA1C/CACNB2/CACNB4/CALM3/ATP13A4,0.003008971064777977,27/596,BP,0,,0,,0.04530201342281879
Oligo-3_up_ALL,striated muscle contraction,ABCC9/FLNA/NR4A1/KCND3/KCNJ3/KCNN2/ASPH/ATP1A2/PDE4D/SCN3B/SCN2A/SCN3A/SCN9A/SNTA1/CACNA1C/CACNA1D/CACNB2/CALM3/HOMER1,0.0031749396398196923,19/596,BP,1,SNTA1,0,,0.031879194630872486
Oligo-3_up_ALL,muscle cell differentiation,NEBL/AKAP13/COL6A1/FHL2/SYNE1/LAMA1/ID2/IGFBP5/LAMC1/MEF2C/NOTCH2/MYEF2/PDGFRB/SOX6/PRKG1/MRTFB/ADGRB1/RARB/RGS4/RORA/BMPR2/ZEB1/UCHL1/VEGFA/CACNB4/CAPN2/CACNA2D2/OLFM2/HOMER1/CD53/RIPOR2,0.003182153045506434,31/596,BP,1,IGFBP5,0,,0.05201342281879195
Oligo-3_up_ALL,cardiac conduction,ABCC9/FLNA/KCND3/KCNJ3/KCNN2/ATP1A2/ATP2B2/PDE4D/SCN3B/CACNA1C/CACNA1D/CACNB2/CALM3,0.003182153045506434,13/596,BP,0,,0,,0.02181208053691275
Oligo-3_up_ALL,vascular process in circulatory system,ABCC9/SLCO2B1/DDAH1/ITGA4/ITGA9/SLC6A17/LRP1/ATP1A2/SLCO1C1/PRKG1/SLC24A3/BCR/SLC1A1/SLC1A2/SLC2A3/SLC6A13/SLC7A2/BMPR2/SNTA1/TFRC/VEGFA/GRIP2/SLC7A5/SLC4A4/ROCK2,0.003182153045506434,25/596,BP,2,SNTA1/SLC4A4,0,,0.04194630872483222
Oligo-3_up_ALL,regulation of transmembrane transporter activity,GNB5/DAPK1/FGF14/FHL1/ASPH/FXYD1/TESC/JPH3/WNK2/STIM1/UTRN/YWHAH/CACNA1D/CACNB2/CACNB4/AHNAK/CALM3/HOMER1,0.003204958102027003,18/596,BP,0,,0,,0.030201342281879196
Oligo-3_up_ALL,cell-matrix adhesion,CD96/SORBS1/JAG1/ECM2/ITGA6/ITGA4/ITGA9/ITGAX/ITGB4/SMAD3/COL5A3/EPDR1/ADAMTS9/PLEKHA2/BCR/CX3CL1/THBS1/UTRN/VEGFA/SKAP1/ROCK2/CD44,0.004026426457258825,22/596,BP,0,,0,,0.03691275167785235
Oligo-3_up_ALL,sequestering of calcium ion,DIAPH1/FGF2/FLNA/PLCB1/LYN/ASPH/ATP1A2/PDE4D/PLCB2/PLCB4/JPH3/PTPRC/CX3CL1/CACNA1C/CALM3,0.004026426457258825,15/596,BP,0,,0,,0.025167785234899327
Oligo-3_up_ALL,regulation of nervous system development,YAP1/BAIAP2/CBLN2/EPHA4/FGF2/FOXG1/TRAK1/TENM4/GFAP/GRM5/ID2/ITGAX/BMAL1/LYN/MAP2/PARD3/ADGRB1/RARB/CX3CL1/RTN4R/BMPR2/CAPRIN2/SYT4/TLR2/TNFRSF1B/VEGFA/YWHAH/LRP8/BTG2/FZD3/SLC7A5/CAMK2B/BHLHE40/NRXN1/CLSTN3,0.004056905760124896,35/596,BP,0,,0,,0.0587248322147651
Oligo-3_up_ALL,regulation of synapse organization,FARP1/BAIAP2/LRRK2/LRFN5/CBLN2/EPHA4/CYFIP2/GPM6A/MEF2C/NRCAM/PAK3/ASAP1/CACNA2D3/SLC12A5/MRTFB/ADGRB1/NLGN4X/CASKIN1/RTN4R/CAPRIN2/SNAP25/TLR2/LRP8/CAMK2B/DCLK1/NRXN1/HOMER1/CLSTN3,0.004145101721888146,28/596,BP,2,LRRK2/GPM6A,0,,0.04697986577181208
Oligo-3_up_ALL,glutamate receptor signaling pathway,PLCB1/GRIK1/GRM5/GRM7/MEF2C/NECAB2/CX3CL1/SLC1A1/NRXN1/HOMER1,0.004198727837145944,10/596,BP,0,,0,,0.016778523489932886
Oligo-3_up_ALL,cell-cell signaling involved in cardiac conduction,FLNA/KCNJ3/KCNN2/SCN3B/CACNA1C/CACNA1D/CACNB2,0.0043165069781470125,7/596,BP,0,,0,,0.01174496644295302
Oligo-3_up_ALL,positive regulation of cell projection organization,BAIAP2/CNR1/DPYSL3/EPHA4/DZIP1/TRAK1/FLNA/GRIP1/GPM6A/ITGA6/LYN/NTRK3/PALM/ASAP1/FNBP1L/CARMIL1/CAMK1D/TENM2/RREB1/CX3CL1/NDRG4/BMP5/BMPR2/CAPRIN2/VEGFA/LRP8/CAMK2B/STK24/ENC1/RIPOR2,0.004433727257626415,30/596,BP,3,GPM6A/NTRK3/ENC1,1,NTRK3,0.050335570469798654
Oligo-3_up_ALL,striated muscle tissue development,ABCC9/YAP1/NEBL/AKAP13/COL6A1/COL11A1/ELN/FGF2/FHL2/SYNE1/FOS/TENM4/HLF/NR4A1/ID2/BMAL1/SMAD3/MEF2C/NOTCH2/PDGFRB/SOX6/PRKG1/ADAMTS9/MRTFB/RARB/RGS4/NDRG4/BMP5/VEGFA/BTG2/HOMER1,0.004542423368873798,31/596,BP,1,FOS,0,,0.05201342281879195
Oligo-3_up_ALL,response to metal ion,ABCC9/ADCY8/LRRK2/CPNE4/CPNE8/ABAT/FOS/CPNE7/ANXA11/HCN1/JUNB/KCNQ3/MEF2C/ASPH/ATP1A2/PAM/PRKAA2/CPNE5/SLC1A1/STIM1/TFRC/THBS1/TRPC3/SLC30A3/CALM3/ADGRV1/NRXN1/HOMER1,0.004908174777515583,28/596,BP,3,LRRK2/CPNE4/FOS,0,,0.04697986577181208
Oligo-3_up_ALL,extracellular matrix organization,COL4A1/COL4A3/COL4A4/COL6A1/COL11A1/ADAMTS17/ECM2/ELN/GFAP/LAMA1/LAMC1/LRP1/SMAD3/COL5A3/PPARG/SULF2/ADAMTS9/SMOC2/TNFRSF1B/PXDN/ST7/THSD4/ADAMTS10/CRISPLD2/COL27A1/PAPLN/SPOCK2,0.005123177159121034,27/596,BP,0,,0,,0.04530201342281879
Oligo-3_up_ALL,extracellular structure organization,COL4A1/COL4A3/COL4A4/COL6A1/COL11A1/ADAMTS17/ECM2/ELN/GFAP/LAMA1/LAMC1/LRP1/SMAD3/COL5A3/PPARG/SULF2/ADAMTS9/SMOC2/TNFRSF1B/PXDN/ST7/THSD4/ADAMTS10/CRISPLD2/COL27A1/PAPLN/SPOCK2,0.0053071244252312025,27/596,BP,0,,0,,0.04530201342281879
Oligo-3_up_ALL,protein secretion,RAPGEF4/ADCY8/CNR1/ABAT/VPS13A/PLCB1/MYRIP/PCLO/ILDR2/BMAL1/MYH10/PPARG/PTPRN/PTPRN2/SNAP25/STX1A/SYT4/TLR2/VGF/TVP23A/SCG2/GNPTAB/RHBDF2/CAMK2G/PDE8B/OLFM2/SYTL4/CLSTN3,0.0053071244252312025,28/596,BP,0,,0,,0.04697986577181208
Oligo-3_up_ALL,external encapsulating structure organization,COL4A1/COL4A3/COL4A4/COL6A1/COL11A1/ADAMTS17/ECM2/ELN/GFAP/LAMA1/LAMC1/LRP1/SMAD3/COL5A3/PPARG/SULF2/ADAMTS9/SMOC2/TNFRSF1B/PXDN/ST7/THSD4/ADAMTS10/CRISPLD2/COL27A1/PAPLN/SPOCK2,0.005528063304718332,27/596,BP,0,,0,,0.04530201342281879
Oligo-3_up_ALL,negative regulation of leukocyte migration,MICOS10-NBL1/DUSP1/PLCB1/NBL1/BCR/BMP5/RIN3/CD69/RIPOR2,0.005528063304718332,9/596,BP,0,,0,,0.015100671140939598
Oligo-3_up_ALL,negative regulation of fat cell differentiation,YAP1/JDP2/JAG1/TRIB2/BMAL1/SMAD3/RORA/TRIO/VEGFA,0.005528063304718332,9/596,BP,0,,0,,0.015100671140939598
