Cluster,Description,geneID,p.adjust,GeneRatio,ONTOLOGY,n_valid,valid_genes,n_valid_anc,valid_genes_anc,GeneRatio_num
Oligo-3_up_ALL,cell-cell junction,CDH7/CDH10/YAP1/BAIAP2/SORBS1/CNN3/MPP7/JAG1/EPHA4/FLNA/MAGI3/LAMA1/ITGA6/ITK/ILDR2/LYN/MAP3K1/CCDC88C/ATP1A2/NHS/FXYD1/PARD3/PLXDC1/TENM2/ADGRB1/CADM3/SCN2A/BMPR2/VEGFA/EZR/YWHAH/LUZP1/AHNAK/TMEM47/CGNL1/SKAP1/LIMD1/ARHGEF6/CD53,6.001033595568243e-4,39/618,CC,0,,0,,0.06310679611650485
Oligo-3_up_ALL,potassium channel complex,ABCC9/DPP6/GRIK1/HCN1/KCND3/KCNJ3/KCNQ2/KCNQ3/KCNQ5/DPP10/SNAP25/STX1A/KCNIP4/CALM3,6.127228194623669e-4,14/618,CC,0,,0,,0.022653721682847898
Oligo-3_up_ALL,dendritic spine,FARP1/BAIAP2/PTCHD1/EPHA4/SYNE1/GABRB3/GPM6A/GRM5/KCND3/KCNN2/ATP1A2/ATP2B2/PALM/ASAP1/TENM2/ADGRB1/BCR/SLC1A1/CAMK2A/HOMER1,6.294463112683399e-4,20/618,CC,1,GPM6A,0,,0.032362459546925564
Oligo-3_up_ALL,transmembrane transporter complex,ABCC9/DPP6/GABRB3/UNC80/GRIK1/HCN1/KCND3/KCNJ3/KCNQ2/KCNQ3/ASPH/ATP1A2/PDE4D/FXYD1/CACNA2D3/SCN3B/KCNQ5/SLC17A7/DPP10/CACHD1/SCN2A/SCN3A/SCN9A/SNAP25/STX1A/TRPC3/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNB2/CACNB4/KCNIP4/CALM3/KCNH7/CACNA2D2/OLFM2,6.878392300135558e-4,37/618,CC,1,SLC17A7,0,,0.059870550161812294
Oligo-3_up_ALL,transcription factor AP-1 complex,FOS/FOSL2/JUN/JUNB,7.042719673909367e-4,4/618,CC,1,FOS,0,,0.006472491909385114
Oligo-3_up_ALL,transporter complex,ABCC9/DPP6/GABRB3/UNC80/GRIK1/HCN1/KCND3/KCNJ3/KCNQ2/KCNQ3/ASPH/ATP1A2/PDE4D/FXYD1/CACNA2D3/SCN3B/KCNQ5/SLC17A7/ATP8B2/DPP10/CACHD1/SCN2A/SCN3A/SCN9A/SNAP25/STX1A/TRPC3/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNB2/CACNB4/KCNIP4/CALM3/KCNH7/CACNA2D2/OLFM2,9.422341134784898e-4,38/618,CC,1,SLC17A7,0,,0.061488673139158574
Oligo-3_up_ALL,apical dendrite,CLU/FLNA/HCN1/MAP2/SLC4A10/SLC1A1,9.422341134784898e-4,6/618,CC,0,,0,,0.009708737864077669
Oligo-3_up_ALL,postsynaptic membrane,FARP1/GNB5/CHRM1/LRFN5/GSG1L/DGKB/EPHA4/SORCS3/SYNE1/GRIP1/GABRB3/GRIK1/GRM5/GRM7/HCN1/KCND3/NRCAM/ATP2B2/TENM2/SLC12A5/NLGN4X/KCTD16/SNTA1/UTRN/CACNA1C/LRP8/GRIP2/CLSTN3,0.0011835175766592768,28/618,CC,1,SNTA1,0,,0.045307443365695796
Oligo-3_up_ALL,distal axon,OLFM1/CHRM1/LRRK2/CNR1/CRMP1/DPYSL3/EPHA4/TRAK1/FLNA/GAD1/ERC2/GPM6A/HCN1/ITGA4/MAP2/SLC4A10/TENM2/PTPRN/SCN9A/SLC1A1/RTN4R/SNAP25/CALM3/ATCAY/NRXN1,0.001372462084339819,25/618,CC,3,LRRK2/GAD1/GPM6A,0,,0.040453074433656956
Oligo-3_up_ALL,cell leading edge,BAIAP2/IQGAP2/DIAPH1/DPYSL3/WWC1/ARHGEF26/AMPH/HCN1/ITGB4/ABLIM1/KITLG/MYH10/NHS/ATP2B2/ARHGEF4/PDE4A/APBB1IP/TESC/CARMIL1/SLC12A5/ARHGAP31/SAMSN1/SLC1A2/SNAP25/EZR/VIM/RIPOR1/DOCK8/ADGRV1/UNC5A/MTSS2/ARHGEF6/CD44/RIPOR2,0.0016097307138762341,34/618,CC,0,,0,,0.05501618122977346
Oligo-3_up_ALL,extracellular matrix,GPC6/CLU/COL4A1/COL4A3/COL4A4/EMID1/COL6A1/COL11A1/NCAN/ADAMTS17/ECM2/A2M/ELN/GPC5/LAMA1/ANXA11/IGFBP7/ITGB4/LAMA5/LAMC1/COL5A3/ANGPTL4/SERPINB9/PKM/SRGN/ADAMTS9/SMOC2/THBS1/VEGFA/PXDN/THSD4/COL21A1/ADAMTS10/CRISPLD2/COL27A1/SPOCK2,0.0016097307138762341,36/618,CC,0,,0,,0.05825242718446602
Oligo-3_up_ALL,external encapsulating structure,GPC6/CLU/COL4A1/COL4A3/COL4A4/EMID1/COL6A1/COL11A1/NCAN/ADAMTS17/ECM2/A2M/ELN/GPC5/LAMA1/ANXA11/IGFBP7/ITGB4/LAMA5/LAMC1/COL5A3/ANGPTL4/SERPINB9/PKM/SRGN/ADAMTS9/SMOC2/THBS1/VEGFA/PXDN/THSD4/COL21A1/ADAMTS10/CRISPLD2/COL27A1/SPOCK2,0.001630518188534984,36/618,CC,0,,0,,0.05825242718446602
Oligo-3_up_ALL,collagen-containing extracellular matrix,GPC6/CLU/COL4A1/COL4A3/COL4A4/COL6A1/COL11A1/NCAN/ECM2/A2M/ELN/GPC5/LAMA1/ANXA11/IGFBP7/ITGB4/LAMA5/LAMC1/COL5A3/ANGPTL4/SERPINB9/PKM/ADAMTS9/SMOC2/THBS1/PXDN/THSD4/COL21A1/ADAMTS10/COL27A1,0.001630518188534984,30/618,CC,0,,0,,0.04854368932038835
Oligo-3_up_ALL,excitatory synapse,BAIAP2/GNB5/ADCY8/GPM6A/KCNJ3/ATP2B2/SLC17A7/NLGN4X/STXBP1/YWHAH/HOMER1,0.001630518188534984,11/618,CC,2,GPM6A/SLC17A7,0,,0.01779935275080906
Oligo-3_up_ALL,complex of collagen trimers,COL4A1/COL4A3/COL4A4/COL11A1/COL5A3/COL27A1,0.001970913946363761,6/618,CC,0,,0,,0.009708737864077669
Oligo-3_up_ALL,voltage-gated potassium channel complex,DPP6/HCN1/KCND3/KCNJ3/KCNQ2/KCNQ3/KCNQ5/DPP10/SNAP25/STX1A/KCNIP4/CALM3,0.0019745415302759523,12/618,CC,0,,0,,0.019417475728155338
Oligo-3_up_ALL,protein complex involved in cell adhesion,LAMA1/ITGA6/ITGA4/ITGA9/ITGAX/ITGB4/LAMC1/LYN/NRXN1,0.0021579989945812953,9/618,CC,0,,0,,0.014563106796116505
Oligo-3_up_ALL,exocytic vesicle,RAB3C/LRRK2/DPYSL3/DMXL2/GAD2/RAB26/AMPH/SLC6A17/SLC17A7/SYT13/PTPRN2/SNAP25/STX1A/SYN2/SYT4/WFS1/SLC30A3/MCTP1/SLC35G2/DOC2A/SYT12/SYTL4,0.00331378643992182,22/618,CC,3,LRRK2/GAD2/SLC17A7,0,,0.03559870550161812
Oligo-3_up_ALL,actin cytoskeleton,BAIAP2/NEBL/SORBS1/IQGAP2/AKAP13/ADCY8/CNN3/CNR1/DAPK1/DIAPH1/DIAPH2/DPYSL3/DAAM1/FLNA/SYNE1/MYRIP/AMPH/ABLIM1/MYO1B/MYO1F/MYH10/ASAP1/TMEM63B/CARMIL1/AXL/SNAP25/SPTAN1/TPM2/EZR/LUZP1/AHNAK/CAPN2/CGNL1/KALRN/MTSS2/STK17B,0.0033252233593815553,36/618,CC,0,,0,,0.05825242718446602
Oligo-3_up_ALL,growth cone,OLFM1/LRRK2/CNR1/CRMP1/DPYSL3/EPHA4/TRAK1/FLNA/ERC2/GPM6A/ITGA4/MAP2/TENM2/RTN4R/SNAP25/ATCAY/NRXN1,0.004156187102334751,17/618,CC,2,LRRK2/GPM6A,0,,0.02750809061488673
Oligo-3_up_ALL,site of polarized growth,OLFM1/LRRK2/CNR1/CRMP1/DPYSL3/EPHA4/TRAK1/FLNA/ERC2/GPM6A/ITGA4/MAP2/TENM2/RTN4R/SNAP25/ATCAY/NRXN1,0.005795638062260781,17/618,CC,2,LRRK2/GPM6A,0,,0.02750809061488673
Oligo-3_up_ALL,main axon,KCNQ2/KCNQ3/MAP2/NRCAM/PARD3/SCN2A/SCN9A/SLC1A2/TNFRSF1B/LGI1,0.005975934330283024,10/618,CC,0,,0,,0.016181229773462782
Oligo-3_up_ALL,postsynaptic specialization membrane,CHRM1/LRFN5/GSG1L/EPHA4/SORCS3/GABRB3/GRIK1/GRM5/KCND3/NRCAM/ATP2B2/SLC12A5/NLGN4X/CACNA1C/LRP8/CLSTN3,0.005975934330283024,16/618,CC,0,,0,,0.025889967637540454
Oligo-3_up_ALL,calcium- and calmodulin-dependent protein kinase complex,CAMK2A/CAMK2B/CAMK2G,0.006801837959988948,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,synaptic vesicle,RAB3C/LRRK2/DMXL2/GAD2/RAB26/AMPH/SLC6A17/SLC17A7/SYT13/PTPRN2/SNAP25/STX1A/SYN2/SYT4/WFS1/SLC30A3/MCTP1/SLC35G2/DOC2A/SYT12,0.006801837959988948,20/618,CC,3,LRRK2/GAD2/SLC17A7,0,,0.032362459546925564
Oligo-3_up_ALL,integrin complex,ITGA6/ITGA4/ITGA9/ITGAX/ITGB4/LYN,0.006801837959988948,6/618,CC,0,,0,,0.009708737864077669
Oligo-3_up_ALL,secretory granule membrane,IQGAP2/RAB31/CPE/DIAPH1/STOM/RAB26/ITGAX/MGST1/OLR1/PAM/TMEM63B/PTPRC/PTPRN2/SLC2A3/SNAP25/SYT4/TLR2/TNFRSF1B/SYTL4/CD44/CD53/CD59/PHACTR2,0.008440851811790415,23/618,CC,0,,0,,0.0372168284789644
Oligo-3_up_ALL,transport vesicle,RAB3C/LRRK2/CPE/DPYSL3/DMXL2/GAD2/RAB26/MYRIP/AMPH/HLA-E/SLC6A17/PAM/SLC17A7/SYT13/PTPRN/PTPRN2/SNAP25/STX1A/SYN2/SYT4/VGF/WFS1/SLC30A3/MCTP1/SLC35G2/CRISPLD2/NCALD/DOC2A/SYT12/SYTL4/CD59,0.009001849059405006,31/618,CC,3,LRRK2/GAD2/SLC17A7,0,,0.05016181229773463
Oligo-3_up_ALL,dense core granule,VPS13A/DMXL2/MYRIP/PLCB2/SYT13/SYT4/SCG2,0.009001849059405006,7/618,CC,0,,0,,0.011326860841423949
Oligo-3_up_ALL,perikaryon,OLFM1/LRRK2/CRMP1/EPHA4/FLNA/GRIP1/ASTN1/SLC4A10/SLC12A5/CPNE5/PTPRN/SLC1A1/RTN4R/SLC2A3/CACNA1C,0.00977691884482988,15/618,CC,1,LRRK2,0,,0.024271844660194174
Oligo-3_up_ALL,leading edge membrane,DIAPH1/WWC1/AMPH/HCN1/ATP2B2/ARHGEF4/PDE4A/TESC/SLC12A5/SLC1A2/EZR/DOCK8/ADGRV1/UNC5A/MTSS2/CD44/RIPOR2,0.00977691884482988,17/618,CC,0,,0,,0.02750809061488673
Oligo-3_up_ALL,voltage-gated sodium channel complex,SCN3B/SCN2A/SCN3A/SCN9A,0.009881772650398912,4/618,CC,0,,0,,0.006472491909385114
Oligo-3_up_ALL,T-tubule,KCNJ3/ATP1A2/FXYD1/SCN2A/CACNA1C/CACNA1D/CACNB2/AHNAK,0.010566081427569022,8/618,CC,0,,0,,0.012944983818770227
Oligo-3_up_ALL,collagen type IV trimer,COL4A1/COL4A3/COL4A4,0.011224901727189783,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,plasma membrane signaling receptor complex,CALCRL/RAMP1/CSF2RA/FLNA/GRIK1/ITGA6/ITGA4/ITGA9/ITGAX/ITGB4/LYN/APBB1IP/TFRC/TLR2/SKAP1/OLFM2,0.011500833804888838,16/618,CC,0,,0,,0.025889967637540454
Oligo-3_up_ALL,sodium channel complex,GRIK1/SCN3B/SCN2A/SCN3A/SCN9A,0.011613058620751522,5/618,CC,0,,0,,0.008090614886731391
Oligo-3_up_ALL,neuron projection terminus,BAIAP2/CHRM1/LRRK2/EPHA4/GAD1/HCN1/SLC4A10/PTPRN/SCN9A/SLC1A1/SLC1A2/UCHL1/CALM3,0.01252406125463843,13/618,CC,2,LRRK2/GAD1,0,,0.021035598705501618
Oligo-3_up_ALL,sarcolemma,ABCC9/COL6A1/KCND3/KCNJ3/ATP1A2/FXYD1/PRKG1/SCN2A/SNTA1/UTRN/CACNA1C/CACNA1D/CACNB2/AHNAK,0.013242978455440056,14/618,CC,1,SNTA1,0,,0.022653721682847898
Oligo-3_up_ALL,axon initial segment,KCNQ2/KCNQ3/MAP2/NRCAM/LGI1,0.01367409804739439,5/618,CC,0,,0,,0.008090614886731391
Oligo-3_up_ALL,presynaptic active zone membrane,GPM6A/HCN1/ATP2B2/CACNA2D3/FZD3/CACNA2D2,0.01367409804739439,6/618,CC,1,GPM6A,0,,0.009708737864077669
Oligo-3_up_ALL,cell cortex,IQGAP2/AKAP13/MPP7/EPB41/TRAK1/FLNA/GAD1/MYRIP/ERC2/PCLO/GRM7/ASPH/MYH10/FNBP1L/SEPTIN3/PARD3/SNAP25/SPTAN1/STIM1/STXBP1/EZR/CAPN2/PPFIA3/MTSS2,0.013867705045703286,24/618,CC,1,GAD1,0,,0.038834951456310676
Oligo-3_up_ALL,postsynaptic density membrane,CHRM1/LRFN5/GSG1L/EPHA4/SORCS3/GRIK1/GRM5/NRCAM/ATP2B2/NLGN4X/CACNA1C/LRP8/CLSTN3,0.014438556109226676,13/618,CC,0,,0,,0.021035598705501618
Oligo-3_up_ALL,RNA polymerase II transcription regulator complex,YAP1/CEBPB/JDP2/E2F3/FOS/FOSL2/HLF/JUN/JUNB/BMAL1/SMAD3/MAF/PPARG/BMAL2/STAT1/STAT4/THRB/TCF7L1/RUNX3,0.015385633841186975,19/618,CC,1,FOS,0,,0.030744336569579287
Oligo-3_up_ALL,microvesicle,SYT4/SLC30A3/PPFIA3,0.016246252611318446,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,basal plasma membrane,SLCO2B1/ADCY8/EPB41/HCN1/ITGA9/ITGB4/LRP1/ATP2B2/PALM/SLCO1C1/SLC4A10/SCN3A/NDRG4/SLC6A13/BMPR2/TFRC/EZR/SLC7A5/SLC4A4/SLC4A7/CD44,0.016500417926166962,21/618,CC,1,SLC4A4,0,,0.03398058252427184
Oligo-3_up_ALL,synaptic cleft,CBLN2/NXPH1/LAMA5/SLC1A1/LGI1,0.022383126863305337,5/618,CC,0,,0,,0.008090614886731391
Oligo-3_up_ALL,parallel fiber to Purkinje cell synapse,GNB5/GPM6A/KCNJ3/ATP2B2/STXBP1,0.022383126863305337,5/618,CC,1,GPM6A,0,,0.008090614886731391
Oligo-3_up_ALL,adherens junction,CDH7/CDH10/BAIAP2/SORBS1/CNN3/MPP7/JAG1/EPHA4/ITGA6/LYN/PARD3/BMPR2/VEGFA/EZR/TMEM47/LIMD1,0.022854040200587643,16/618,CC,0,,0,,0.025889967637540454
Oligo-3_up_ALL,aryl hydrocarbon receptor complex,BMAL1/BMAL2/ARNT2,0.022854040200587643,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,network-forming collagen trimer,COL4A1/COL4A3/COL4A4,0.022854040200587643,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,collagen network,COL4A1/COL4A3/COL4A4,0.022854040200587643,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,cytosolic region,BAIAP2/LRRK2/PLCB1/STXBP1/CALM3/HOMER1,0.024641723423120977,6/618,CC,1,LRRK2,0,,0.009708737864077669
Oligo-3_up_ALL,extrinsic component of membrane,CDH7/CDH10/FARP1/GNB5/ARHGEF25/MCF2L/PDE4A/PIK3CD/GNG2/SNAP25/STXBP1/TRIO/DOC2A/KALRN,0.024641723423120977,14/618,CC,0,,0,,0.022653721682847898
Oligo-3_up_ALL,sarcoplasm,IRAG1/COL6A1/MEF2C/ASPH/JPH3/SCN3A/STIM1/THBS1/CAMK2B/CAMK2G,0.024710272422899294,10/618,CC,0,,0,,0.016181229773462782
Oligo-3_up_ALL,collagen trimer,COL4A1/COL4A3/COL4A4/EMID1/COL6A1/COL11A1/COL5A3/COL21A1/COL27A1,0.02484665842770569,9/618,CC,0,,0,,0.014563106796116505
Oligo-3_up_ALL,platelet alpha granule,CLU/A2M/SRGN/PROS1/STXBP1/THBS1/VEGFA/SYTL4/PHACTR2,0.026802186552258907,9/618,CC,0,,0,,0.014563106796116505
Oligo-3_up_ALL,neuronal dense core vesicle,VPS13A/DMXL2/PLCB2/SYT4/SCG2,0.02756711864871258,5/618,CC,0,,0,,0.008090614886731391
Oligo-3_up_ALL,presynaptic active zone cytoplasmic component,ERC2/PCLO/STXBP1/PPFIA3,0.02756711864871258,4/618,CC,0,,0,,0.006472491909385114
Oligo-3_up_ALL,basal part of cell,SLCO2B1/ADCY8/EPB41/HCN1/ITGA9/ITGB4/LRP1/ATP2B2/PALM/SLCO1C1/SLC4A10/SCN3A/NDRG4/SLC6A13/BMPR2/TFRC/EZR/SLC7A5/SLC4A4/SLC4A7/CD44,0.0287553184586717,21/618,CC,1,SLC4A4,0,,0.03398058252427184
Oligo-3_up_ALL,basement membrane,COL4A1/COL4A3/COL4A4/COL6A1/LAMA1/ITGB4/LAMA5/LAMC1/SMOC2/PXDN,0.0287553184586717,10/618,CC,0,,0,,0.016181229773462782
Oligo-3_up_ALL,plasma membrane raft,SORBS1/ADCY8/LRRK2/ATP1A2/FXYD1/BMPR2/STIM1/EZR/LRP8/SKAP1/ENTPD1,0.0287553184586717,11/618,CC,1,LRRK2,0,,0.01779935275080906
Oligo-3_up_ALL,laminin complex,LAMA1/LAMA5/LAMC1,0.028992658717446124,3/618,CC,0,,0,,0.0048543689320388345
Oligo-3_up_ALL,lamellipodium,BAIAP2/IQGAP2/DPYSL3/ABLIM1/KITLG/MYH10/NHS/APBB1IP/TESC/CARMIL1/ARHGAP31/SNAP25/DOCK8/MTSS2/ARHGEF6/CD44,0.037016732003594455,16/618,CC,0,,0,,0.025889967637540454
Oligo-3_up_ALL,Schaffer collateral - CA1 synapse,BAIAP2/CHRM1/ADCY8/GSG1L/EPHA4/GRM5/BCR/SLC1A1/SYN2/LRP8,0.03736659685896753,10/618,CC,0,,0,,0.016181229773462782
Oligo-3_up_ALL,node of Ranvier,KCNQ2/KCNQ3/SCN2A/SCN9A,0.03876641803378864,4/618,CC,0,,0,,0.006472491909385114
Oligo-3_up_ALL,endoplasmic reticulum lumen,CLU/COL4A1/COL4A3/COL4A4/COL6A1/COL11A1/IGFBP5/IGFBP7/LAMC1/ASPH/COL5A3/PDGFC/THBS1/VGF/WFS1/SCG2/COL21A1/COL27A1/RNASET2/P4HA2,0.047013194368936403,20/618,CC,1,IGFBP5,0,,0.032362459546925564
Oligo-3_up_EA,extracellular matrix,COL1A2/COL4A1/COL11A1/COL15A1/ECM2/ELN/FBLN1/FLRT2/IGFBP7/SRGN/ADAMTS9/THBS1/TIMP3/VEGFA/ADAMTS10/CRISPLD2,5.136598924713158e-4,16/138,CC,0,,0,,0.11594202898550725
Oligo-3_up_EA,external encapsulating structure,COL1A2/COL4A1/COL11A1/COL15A1/ECM2/ELN/FBLN1/FLRT2/IGFBP7/SRGN/ADAMTS9/THBS1/TIMP3/VEGFA/ADAMTS10/CRISPLD2,5.136598924713158e-4,16/138,CC,0,,0,,0.11594202898550725
Oligo-3_up_EA,main axon,KCNK2/KCNQ3/PARD3/SCN9A/SLC1A2/TNFRSF1B,0.003779518390185367,6/138,CC,0,,0,,0.043478260869565216
Oligo-3_up_EA,collagen-containing extracellular matrix,COL1A2/COL4A1/COL11A1/COL15A1/ECM2/ELN/FBLN1/IGFBP7/ADAMTS9/THBS1/TIMP3/ADAMTS10,0.006075125628043373,12/138,CC,0,,0,,0.08695652173913043
Oligo-3_up_EA,node of Ranvier,KCNK2/KCNQ3/SCN9A,0.026193870567464528,3/138,CC,0,,0,,0.021739130434782608
Oligo-3_up_EA,caveola,SORBS1/ADRA1B/ATP1A2/BMPR2/ENTPD1,0.026193870567464528,5/138,CC,0,,0,,0.036231884057971016
Oligo-3_up_EA,elastic fiber,ELN/FBLN1,0.026193870567464528,2/138,CC,0,,0,,0.014492753623188406
Oligo-3_up_EA,astrocyte projection,SLC7A11/KCNK2/SLC1A2,0.026193870567464528,3/138,CC,0,,0,,0.021739130434782608
Oligo-3_up_EA,complex of collagen trimers,COL1A2/COL4A1/COL11A1,0.026193870567464528,3/138,CC,0,,0,,0.021739130434782608
Oligo-3_up_EA,actin cytoskeleton,SORBS1/AKAP13/DAPK1/DAAM1/SYNE1/ARHGAP6/ABLIM1/CARMIL1/AXL/PKNOX2/LUZP1/CGNL1,0.036248795387079064,12/138,CC,0,,0,,0.08695652173913043
"Oligo-3_down_AA, Oligo-3_down_EA",protein O-linked mannosylation,TMTC2,0.011725286840425841,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",protein mannosylation,TMTC2,0.011725286840425841,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",mannosylation,TMTC2,0.011725286840425841,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",protein O-linked glycosylation,TMTC2,0.03843034794448352,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",protein glycosylation,TMTC2,0.04861216653784943,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",macromolecule glycosylation,TMTC2,0.04861216653784943,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",glycosylation,TMTC2,0.04861216653784943,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",rhythmic process,ENOX1,0.04861216653784943,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",calcium ion homeostasis,TMTC2,0.04861216653784943,1/2,BP,0,,0,,0.5
"Oligo-3_down_AA, Oligo-3_down_EA",glycoprotein biosynthetic process,TMTC2,0.04861216653784943,1/2,BP,0,,0,,0.5
Oligo-3_down_ALL,myelination,DLG1/LPAR1/ERBB3/GPM6B/MAG/MAL/MBP/PLLP/PLP1/ACER3/SOX10/UGT8/BCAS1/CD9,0.002244104066804638,14/282,BP,5,LPAR1/ERBB3/SOX10/UGT8/BCAS1,0,,0.04964539007092199
Oligo-3_down_ALL,ensheathment of neurons,DLG1/LPAR1/ERBB3/GPM6B/MAG/MAL/MBP/PLLP/PLP1/ACER3/SOX10/UGT8/BCAS1/CD9,0.002244104066804638,14/282,BP,5,LPAR1/ERBB3/SOX10/UGT8/BCAS1,0,,0.04964539007092199
Oligo-3_down_ALL,axon ensheathment,DLG1/LPAR1/ERBB3/GPM6B/MAG/MAL/MBP/PLLP/PLP1/ACER3/SOX10/UGT8/BCAS1/CD9,0.002244104066804638,14/282,BP,5,LPAR1/ERBB3/SOX10/UGT8/BCAS1,0,,0.04964539007092199
Oligo-3_down_ALL,oligodendrocyte development,LPAR1/GPM6B/MAG/MAL/PLP1/SOX10/HDAC11,0.028253557233666727,7/282,BP,2,LPAR1/SOX10,0,,0.024822695035460994
Oligo-3_down_ALL,oligodendrocyte differentiation,CNP/LPAR1/DAAM2/GPM6B/MAG/MAL/PLP1/SOX10/HDAC11/OPALIN,0.028253557233666727,10/282,BP,3,LPAR1/SOX10/OPALIN,0,,0.03546099290780142
Oligo-3_up_AA,modulation of chemical synaptic transmission,BAIAP2/NRG3/CPLX2/CPLX1/CNR1/CBLN2/DBN1/DNM1/EFNB3/SORCS3/IQSEC2/NCDN/VPS13A/PLCB1/MAPK8IP2/FRRS1L/KAT2A/GRIN1/GRM5/NXPH1/SEPTIN5/JPH3/ADGRB1/SYT13/CX3CL1/SLC8A2/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/VGF/YWHAG/CACNA1B/LRP8/CAMKV/MCTP1/CAMK2A/CAMK2B/NETO1/JPH4/BAIAP3/LGI1/TSPOAP1/CLSTN3/RIMS3,1.6594395565278568e-15,47/307,BP,1,NRG3,0,,0.15309446254071662
Oligo-3_up_AA,regulation of trans-synaptic signaling,BAIAP2/NRG3/CPLX2/CPLX1/CNR1/CBLN2/DBN1/DNM1/EFNB3/SORCS3/IQSEC2/NCDN/VPS13A/PLCB1/MAPK8IP2/FRRS1L/KAT2A/GRIN1/GRM5/NXPH1/SEPTIN5/JPH3/ADGRB1/SYT13/CX3CL1/SLC8A2/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/VGF/YWHAG/CACNA1B/LRP8/CAMKV/MCTP1/CAMK2A/CAMK2B/NETO1/JPH4/BAIAP3/LGI1/TSPOAP1/CLSTN3/RIMS3,1.6594395565278568e-15,47/307,BP,1,NRG3,0,,0.15309446254071662
Oligo-3_up_AA,neurotransmitter transport,CPLX2/CPLX1/HRH3/SLC29A1/ERC2/PCLO/ICA1/SLC6A17/SEPTIN5/SLC17A7/SYT13/RAB3B/SLC6A7/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/MCTP1/CAMK2A/DOC2A/BAIAP3/SYNGR3/TSPOAP1/SNPH/RIMS3/SV2A,2.928107562630011e-12,28/307,BP,1,SLC17A7,0,,0.09120521172638436
Oligo-3_up_AA,neurotransmitter secretion,CPLX2/CPLX1/HRH3/ERC2/PCLO/SEPTIN5/SYT13/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/MCTP1/CAMK2A/DOC2A/BAIAP3/SYNGR3/TSPOAP1/SNPH/RIMS3/SV2A,2.3032198540961386e-10,22/307,BP,0,,0,,0.07166123778501629
Oligo-3_up_AA,signal release from synapse,CPLX2/CPLX1/HRH3/ERC2/PCLO/SEPTIN5/SYT13/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/MCTP1/CAMK2A/DOC2A/BAIAP3/SYNGR3/TSPOAP1/SNPH/RIMS3/SV2A,2.3032198540961386e-10,22/307,BP,0,,0,,0.07166123778501629
Oligo-3_up_AA,vesicle-mediated transport in synapse,CPLX2/CPLX1/RAPGEF4/DNM1/NCDN/ERC2/PCLO/SEPTIN5/SUSD4/SLC17A7/SYT13/RAB3B/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/CALM3/GRIP2/CAPN2/DOC2A/BRSK2/SYNGR3/SNPH/RIMS3/SNAP91/SV2A,4.836353134412698e-10,28/307,BP,1,SLC17A7,0,,0.09120521172638436
Oligo-3_up_AA,regulation of synaptic plasticity,BAIAP2/CPLX2/DBN1/SORCS3/IQSEC2/NCDN/VPS13A/KAT2A/GRIN1/GRM5/JPH3/ADGRB1/CX3CL1/SLC8A2/SNAP25/STXBP1/SYP/SYT4/VGF/YWHAG/MCTP1/CAMK2A/CAMK2B/NETO1/JPH4,5.088289855440041e-10,25/307,BP,0,,0,,0.08143322475570032
Oligo-3_up_AA,synaptic vesicle exocytosis,CPLX2/CPLX1/ERC2/PCLO/SEPTIN5/SYT13/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/DOC2A/SYNGR3/SNPH/RIMS3/SV2A,9.858819257256096e-9,17/307,BP,0,,0,,0.05537459283387622
Oligo-3_up_AA,exocytic process,CPLX2/CPLX1/ERC2/SEPTIN5/SYT13/SNAP25/STX1A/STXBP1/SYP/SYT4/SYT5/DOC2A/SYNGR3/SNPH/RIMS3/SV2A,1.3172268479010926e-8,16/307,BP,0,,0,,0.05211726384364821
