Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000109689,STIM2,3,-2.5499,22,0.82969,22,0.27821,10,-0.8803
ENSG00000169851,PCDH7,48,-1.5065,166,2.06039,53,-1.3556,17,-2.9754
ENSG00000047365,ARAP2,3,-2.8806,17,-1.0990,37,0.73554,74,1.99980
ENSG00000065882,TBC1D1,385,4.50513,16,-3.1448,24,-1.2016,15,-1.8941
ENSG00000109787,KLF3,3,-2.3785,12,-1.0817,42,1.58532,35,1.21180
ENSG00000109790,KLHL5,3,-3.0531,22,-0.7693,29,0.15793,81,1.93805
ENSG00000035928,RFC1,51,0.22784,35,-0.9304,67,0.66598,82,1.02648
ENSG00000163682,RPL9,1525,0.77358,718,-1.0709,1359,0.57735,1643,0.90203
ENSG00000163683,SMIM14,75,0.25121,62,-0.1334,64,-0.0074,66,0.05434
ENSG00000078140,UBE2K,3,-4.8514,121,2.13048,41,-1.2680,38,-1.3699
ENSG00000121892,PDS5A,3,-3.2466,34,0.66173,21,-0.5583,40,0.44558
ENSG00000163697,APBB2,3,-3.4620,33,-0.3488,43,0.30032,80,1.36693
ENSG00000154277,UCHL1,267,-2.6355,1990,2.18170,868,-0.8793,179,-3.2198
ENSG00000064042,LIMCH1,3,-5.2619,120,-0.1301,97,-0.3884,296,1.49227
ENSG00000109133,TMEM33,127,0.93657,70,-0.1536,52,-0.5035,54,-0.4592
ENSG00000014824,SLC30A9,3,-4.6358,96,1.17245,57,-0.5314,67,-0.2782
ENSG00000124406,ATP8A1,48,-1.0073,103,0.67414,19,-2.3923,127,0.53438
ENSG00000151806,GUF1,3,-2.8690,26,0.55858,21,-0.2014,29,0.32666
ENSG00000163281,GNPDA2,3,-2.3603,19,0.95771,17,0.03275,9,-0.8641
ENSG00000163285,GABRG1,3,-3.4854,37,0.17397,64,0.94134,32,-0.1744
ENSG00000260878,AC104072.1,3,-3.3838,43,1.83649,32,-0.0927,0,-5.6209
ENSG00000151834,GABRA2,3,-4.1085,66,1.04969,71,0.39267,21,-1.4991
ENSG00000109158,GABRA4,3,-3.6000,54,3.36568,5,-2.8609,6,-2.7935
ENSG00000163288,GABRB1,13,-0.8863,30,1.72199,11,-1.1384,2,-3.4265
ENSG00000260918,AC107398.3,6,-3.7589,102,1.68696,52,-0.6707,35,-1.2685
ENSG00000169019,COMMD8,3,-2.3736,19,0.85074,22,0.45782,6,-1.4677
ENSG00000075539,FRYL,3,-3.0223,21,-0.7978,25,-0.0465,84,2.05803
ENSG00000109180,OCIAD1,4,-5.8736,268,1.50887,146,-0.6135,132,-0.7670
ENSG00000145247,OCIAD2,3,-3.7198,49,0.77945,50,0.26961,31,-0.4900
ENSG00000109184,DCUN1D4,3,-3.9958,64,1.47347,22,-1.3259,43,-0.2705
ENSG00000163069,SGCB,3,-4.3694,66,-0.0362,85,0.38944,116,0.91189
ENSG00000109189,USP46,36,-1.2427,93,0.90188,48,-0.7937,65,-0.3246
ENSG00000226950,DANCR,3,-3.5880,39,0.07513,54,0.53447,55,0.56770
ENSG00000145216,FIP1L1,3,-2.8086,24,0.29572,32,0.55586,23,0.04389
ENSG00000072201,LNX1,35,-0.3880,57,1.82406,10,-2.1634,2,-4.3273
ENSG00000134853,PDGFRA,3,-3.0430,20,-0.9935,61,1.39575,59,1.35155
ENSG00000157404,KIT,3,-2.8042,24,0.30827,44,1.11113,10,-1.1429
ENSG00000128039,SRD5A3,3,-2.4702,19,0.28476,24,0.49440,19,0.08224
ENSG00000134851,TMEM165,3,-3.8711,40,-0.6879,54,0.21253,136,1.85591
ENSG00000134852,CLOCK,3,-2.8674,30,1.71643,14,-0.8245,9,-1.3656
ENSG00000090989,EXOC1,3,-3.4913,43,0.98344,32,-0.1722,28,-0.3812
ENSG00000128050,PAICS,3,-3.6960,42,0.03314,72,0.88856,49,0.24125
ENSG00000174780,SRP72,115,0.66331,74,-0.2025,49,-0.7011,90,0.24947
ENSG00000171476,HOPX,5,-6.3601,550,2.25174,299,-0.5343,41,-3.4663
ENSG00000047315,POLR2B,27,-1.1176,64,0.64600,46,-0.3274,48,-0.2594
ENSG00000163453,IGFBP7,2779,4.35565,59,-4.3210,616,0.71200,187,-1.1767
ENSG00000150471,ADGRL3,83,0.25495,76,0.32998,66,-0.1121,31,-1.2724
ENSG00000145242,EPHA5,3,-3.4554,46,2.18596,21,-0.7665,5,-2.8927
ENSG00000033178,UBA6,3,-2.9670,25,-0.0396,33,0.44433,41,0.78261
ENSG00000083896,YTHDC1,3,-3.8362,42,-0.4236,69,0.65062,97,1.24780
ENSG00000132467,UTP3,3,-2.4582,20,0.75524,9,-1.0654,23,0.45604
ENSG00000018189,RUFY3,11,-4.2470,237,1.06531,126,-0.7156,201,0.01274
ENSG00000132463,GRSF1,81,-0.4088,113,0.43451,78,-0.4576,93,-0.1912
ENSG00000173542,MOB1B,3,-4.1005,65,0.99880,51,-0.1314,43,-0.3920
ENSG00000156136,DCK,39,0.46051,31,0.21874,26,-0.1985,14,-1.1316
ENSG00000080493,SLC4A4,3,-4.0519,46,-0.5915,155,1.86703,52,-0.0433
ENSG00000132466,ANKRD17,3,-4.3637,74,0.62128,54,-0.3126,87,0.43272
ENSG00000169116,PARM1,3,-4.3972,88,1.94161,57,-0.2812,7,-3.2743
ENSG00000163743,RCHY1,3,-3.4585,44,1.56526,21,-0.8184,20,-0.8722
ENSG00000138769,CDKL2,3,-2.5660,24,1.44156,11,-0.7948,11,-0.8603
ENSG00000138757,G3BP2,3,-6.2294,313,2.02374,146,-0.7879,81,-1.6849
ENSG00000138768,USO1,223,2.46007,44,-1.0491,24,-1.3384,28,-1.1240
ENSG00000198301,SDAD1,62,1.08236,34,0.16576,20,-0.7560,8,-2.1608
ENSG00000138760,SCARB2,229,1.03064,85,-1.3243,167,0.48637,245,1.15148
ENSG00000138758,SEPTIN11,42,-1.3448,116,0.76586,93,-0.1406,69,-0.6106
ENSG00000118816,CCNI,244,-0.0523,241,-0.2206,301,0.28329,296,0.25634
ENSG00000138764,CCNG2,3,-3.1366,31,0.45040,32,0.21141,32,0.18719
ENSG00000138767,CNOT6L,175,3.12125,17,-2.1211,35,0.00615,21,-0.8269
ENSG00000169288,MRPL1,3,-3.3894,42,1.57865,26,-0.4040,12,-1.5110
ENSG00000163291,PAQR3,3,-2.6882,25,1.29859,20,-0.0763,7,-1.5692
ENSG00000152784,PRDM8,3,-3.8740,65,3.14648,2,-4.2171,15,-1.7164
ENSG00000138670,RASGEF1B,61,0.86810,40,0.59648,16,-1.2616,2,-3.7942
ENSG00000273156,AC124016.2,3,-2.7408,26,1.21087,17,-0.3554,13,-0.8005
ENSG00000138668,HNRNPD,37,-1.4412,98,0.23070,119,0.38822,95,0.02008
ENSG00000152795,HNRNPDL,3,-6.1254,260,0.83738,219,-0.0487,214,-0.0842
ENSG00000145293,ENOPH1,32,-1.8275,114,0.39821,65,-0.7533,162,0.70336
ENSG00000249242,TMEM150C,168,1.54348,67,-0.0811,26,-1.4595,19,-1.9234
ENSG00000145284,SCD5,64,-2.5980,361,0.07125,397,0.17634,570,0.77931
ENSG00000138674,SEC31A,43,-0.2680,56,0.42521,52,0.02114,29,-0.9014
ENSG00000251022,THAP9-AS1,3,-2.3157,19,0.98786,9,-0.8044,15,-0.0644
ENSG00000138663,COPS4,3,-4.1885,74,1.58766,38,-0.6584,31,-0.9901
ENSG00000163319,MRPS18C,3,-4.2828,70,0.57146,68,0.13210,69,0.14800
ENSG00000163624,CDS1,3,-3.5738,50,2.15484,27,-0.5377,2,-3.8880
ENSG00000163625,WDFY3,63,0.39352,48,-0.1401,35,-0.5378,61,0.32700
ENSG00000109339,MAPK10,90,-1.3461,273,1.72169,90,-1.3473,67,-1.7828
ENSG00000172493,AFF1,137,3.04696,12,-2.4304,34,0.30491,28,-0.0240
ENSG00000145332,KLHL8,3,-2.4890,24,2.11690,4,-2.2742,8,-1.1380
ENSG00000198189,HSD17B11,89,1.42084,34,-0.5497,31,-0.3583,29,-0.4244
ENSG00000170502,NUDT9,3,-3.3258,39,1.31231,26,-0.3163,17,-0.9525
ENSG00000152583,SPARCL1,340,-2.1240,1380,0.03508,2887,1.26424,814,-0.8152
ENSG00000118785,SPP1,72,-1.0558,62,-2.4127,116,-0.3325,807,3.53832
ENSG00000118777,ABCG2,32,0.29585,15,-1.7619,99,2.39890,27,0.04605
ENSG00000163644,PPM1K,3,-5.0266,117,0.58883,121,0.22985,108,0.04873
ENSG00000145337,PYURF,3,-4.2933,68,0.36838,78,0.33557,76,0.30421
ENSG00000138641,HERC3,3,-2.7341,27,1.59599,14,-0.6900,9,-1.2953
ENSG00000177432,NAP1L5,179,0.17751,187,0.94149,78,-1.1076,34,-2.3193
ENSG00000138640,FAM13A,3,-2.9004,30,1.70737,8,-1.5866,16,-0.6606
ENSG00000145335,SNCA,54,-2.4094,347,2.13301,91,-1.6469,91,-1.6471
ENSG00000163110,PDLIM5,48,0.57269,20,-1.6798,110,2.11459,38,0.18173
ENSG00000138696,BMPR1B,3,-2.4070,16,-0.1984,25,0.64354,28,0.79074
ENSG00000138698,RAP1GDS1,3,-5.3124,164,1.82080,50,-1.4404,85,-0.6512
ENSG00000168785,TSPAN5,109,-0.1260,138,0.91196,66,-0.9009,43,-1.5341
ENSG00000151247,EIF4E,3,-4.6099,95,1.17832,78,-0.0121,43,-0.9205
ENSG00000164024,METAP1,3,-3.0037,34,2.11157,8,-1.7723,11,-1.2356
ENSG00000197894,ADH5,106,0.76155,58,-0.5665,92,0.52346,62,-0.1322
ENSG00000109270,LAMTOR3,3,-3.7220,54,1.83614,28,-0.6319,13,-1.7529
ENSG00000164031,DNAJB14,3,-4.3370,85,2.11761,26,-1.4024,28,-1.2689
ENSG00000164032,H2AFZ,3,-4.9983,123,1.12587,99,-0.0721,67,-0.6742
ENSG00000138814,PPP3CA,89,-2.2063,490,2.02337,198,-1.0105,74,-2.4754
ENSG00000254531,AP001816.1,3,-2.2583,18,0.92061,13,-0.2219,11,-0.4559
ENSG00000109332,UBE2D3,160,-0.0175,167,0.17012,157,-0.0475,129,-0.3565
ENSG00000145354,CISD2,3,-4.0024,64,1.38560,26,-1.0781,43,-0.2763
ENSG00000164038,SLC9B2,3,-2.1764,19,1.90471,0,-7.5112,11,-0.3911
ENSG00000164039,BDH2,3,-3.2401,20,-1.4302,90,1.90061,71,1.43585
ENSG00000168772,CXXC4,3,-2.4994,22,1.06874,16,-0.2076,11,-0.7342
ENSG00000138777,PPA2,3,-3.4865,45,0.98489,41,0.11024,23,-0.7720
ENSG00000145348,TBCK,3,-2.4084,19,0.76849,15,-0.1456,15,-0.1813
ENSG00000164022,AIMP1,38,0.22403,24,-1.2126,63,1.06855,65,1.11930
ENSG00000138801,PAPSS1,3,-4.5667,87,0.77451,48,-0.7275,102,0.46272
ENSG00000138796,HADH,11,-1.0181,22,-0.0566,32,0.58684,25,0.20139
ENSG00000109475,RPL34,1528,0.01478,1123,-1.1095,2386,0.75157,3360,1.36023
ENSG00000198856,OSTC,3,-2.8019,24,0.24936,35,0.72379,21,-0.0943
ENSG00000164089,ETNPPL,3,-5.0020,87,-0.6995,287,1.78080,135,0.43534
ENSG00000138802,SEC24B,3,-2.5921,24,1.53629,7,-1.4700,14,-0.5163
ENSG00000123739,PLA2G12A,3,-3.2163,33,0.60839,35,0.26658,27,-0.1730
ENSG00000109534,GAR1,3,-2.3978,20,1.07637,4,-2.0314,21,0.31990
ENSG00000170522,ELOVL6,3,-2.7171,25,1.17538,9,-1.3004,21,-0.0046
ENSG00000138660,AP1AR,3,-3.1563,36,1.66534,16,-0.8689,14,-1.0972
ENSG00000174720,LARP7,97,0.85228,42,-1.1807,73,0.37108,116,1.17051
ENSG00000145362,ANK2,11,-5.1910,497,1.82912,188,-1.1298,219,-0.8977
ENSG00000145349,CAMK2D,103,-0.7441,211,1.77185,46,-1.9580,35,-2.3386
ENSG00000174607,UGT8,3,-3.0466,10,-2.6096,26,-0.0434,165,3.83252
ENSG00000269893,SNHG8,185,1.10726,73,-1.0166,100,0.06468,160,0.85307
ENSG00000172403,SYNPO2,77,2.00132,17,-1.2555,31,0.36928,18,-0.5105
ENSG00000164096,C4orf3,142,-0.4452,182,-0.1330,140,-0.4621,319,0.87854
ENSG00000164111,ANXA5,35,-0.7231,27,-2.1994,192,2.22965,144,1.64181
ENSG00000164112,TMEM155,3,-3.2171,41,3.59890,3,-3.3534,3,-3.2428
ENSG00000123737,EXOSC9,3,-2.3272,20,1.57644,7,-1.1516,9,-0.8957
ENSG00000138686,BBS7,3,-3.2007,37,1.69732,20,-0.6360,11,-1.4897
ENSG00000138688,KIAA1109,191,1.32093,83,-0.2286,65,-0.4705,37,-1.3134
ENSG00000138685,FGF2,3,-2.5600,12,-1.4239,57,1.92814,42,1.33710
ENSG00000151458,ANKRD50,39,0.59411,30,0.52184,18,-0.6182,5,-2.5404
ENSG00000164066,INTU,3,-2.4061,18,0.44170,23,0.44815,15,-0.2090
ENSG00000164070,HSPA4L,3,-4.0657,71,2.28236,21,-1.4015,18,-1.6579
ENSG00000138709,LARP1B,3,-2.5984,22,0.71204,24,0.31923,13,-0.6158
ENSG00000164040,PGRMC2,5,-3.5382,70,0.74353,70,0.19905,50,-0.3300
ENSG00000077684,JADE1,3,-3.1803,35,1.05973,22,-0.4340,24,-0.3065
ENSG00000138650,PCDH10,3,-4.5735,92,1.12460,34,-1.2471,88,0.22457
ENSG00000151012,SLC7A11,187,2.14369,18,-2.9833,187,2.14787,64,0.19612
ENSG00000109390,NDUFC1,209,0.07343,193,-0.1504,294,0.63450,141,-0.5496
ENSG00000164134,NAA15,3,-3.0004,28,0.48012,18,-0.5568,39,0.67997
ENSG00000145391,SETD7,225,2.57010,33,-1.7019,39,-0.5572,65,0.22027
ENSG00000153130,SCOC,36,-2.7099,275,1.68075,100,-1.1966,119,-0.9333
ENSG00000109436,TBC1D9,3,-4.0391,72,3.01477,17,-1.6789,5,-3.4441
ENSG00000170153,RNF150,3,-3.5705,50,2.06351,25,-0.6350,6,-2.6873
ENSG00000109445,ZNF330,46,1.45356,18,-0.3721,12,-0.7443,12,-0.7675
ENSG00000109458,GAB1,3,-2.4420,9,-2.0094,27,0.73627,81,2.92046
ENSG00000153147,SMARCA5,3,-4.4502,72,0.11945,91,0.41012,105,0.65832
ENSG00000164161,HHIP,3,-2.8883,9,-2.6435,16,-0.6301,156,4.03991
ENSG00000164163,ABCE1,3,-3.1544,36,1.45601,9,-1.7228,26,-0.1641
ENSG00000164164,OTUD4,38,0.85884,22,-0.1997,11,-1.0494,25,0.17118
ENSG00000170365,SMAD1,3,-2.1057,12,-0.5184,38,1.75218,11,-0.2984
ENSG00000151612,ZNF827,3,-2.3938,19,0.79157,11,-0.7012,19,0.20856
ENSG00000164167,LSM6,3,-2.2395,14,-0.2543,31,1.19903,17,0.18332
ENSG00000151623,NR3C2,3,-2.3069,17,0.49796,19,0.29981,14,-0.1584
ENSG00000170390,DCLK2,51,-0.8715,89,-0.0628,158,0.93155,69,-0.4112
ENSG00000145425,RPS3A,1397,0.85701,643,-0.9937,1126,0.49075,1317,0.75462
ENSG00000059691,GATB,29,-0.4040,44,0.77902,31,-0.3424,16,-1.3487
ENSG00000109670,FBXW7,64,-2.0309,331,2.92693,31,-3.0738,33,-2.9833
ENSG00000109654,TRIM2,36,-2.6948,233,0.49277,105,-1.0883,356,0.85073
ENSG00000145428,RNF175,3,-3.4466,45,1.86964,30,-0.2424,3,-3.6098
ENSG00000145423,SFRP2,3,-2.8248,1,-5.8957,121,3.29692,98,2.73297
ENSG00000171566,PLRG1,3,-3.2420,33,0.31371,29,-0.0848,46,0.66703
ENSG00000164114,MAP9,3,-4.8914,130,1.65076,55,-0.9763,65,-0.7268
ENSG00000164116,GUCY1A1,3,-2.7773,26,1.08032,27,0.31187,7,-1.7786
ENSG00000260244,AC104083.1,13,-0.5301,21,0.75289,22,0.25486,2,-2.9423
ENSG00000061918,GUCY1B1,12,-3.8433,210,2.68621,67,-1.3073,18,-3.2202
ENSG00000109738,GLRB,3,-4.8668,126,2.62089,35,-1.5292,22,-2.1591
ENSG00000120251,GRIA2,3,-6.2355,325,2.59305,101,-1.3567,56,-2.2217
ENSG00000164125,GASK1B,3,-3.2079,15,-2.0166,97,2.10331,90,1.94218
ENSG00000164124,TMEM144,89,0.14819,25,-3.0689,59,-0.4960,488,3.75350
ENSG00000171497,PPID,42,-0.3398,59,0.63882,61,0.23625,10,-2.4899
ENSG00000052795,FNIP2,3,-3.5785,48,1.52198,8,-2.3928,38,-0.0012
ENSG00000109756,RAPGEF2,3,-4.4163,86,1.56395,54,-0.3722,29,-1.3284
ENSG00000145416,MARCH1,3,-2.4298,17,-0.1114,2,-2.8364,49,1.81417
ENSG00000170088,TMEM192,3,-2.4693,21,1.03891,16,-0.1774,11,-0.7136
ENSG00000109466,KLHL2,3,-4.4613,84,1.00720,32,-1.2164,89,0.36380
ENSG00000052802,MSMO1,91,-0.0695,98,0.15067,100,0.08437,74,-0.4053
ENSG00000109472,CPE,760,-0.9396,1387,-0.0058,2485,0.97250,931,-0.6275
ENSG00000196104,SPOCK3,44,-0.8664,60,-0.8970,65,-0.2529,230,1.95527
ENSG00000129116,PALLD,31,0.72438,13,-1.4221,32,0.79844,44,1.32285
ENSG00000145439,CBR4,3,-2.3663,19,0.74918,17,0.07770,13,-0.4109
ENSG00000154447,SH3RF1,3,-2.8458,31,2.51189,8,-1.5715,4,-2.5489
ENSG00000109572,CLCN3,39,-1.3583,108,0.69483,69,-0.5119,91,-0.0733
ENSG00000056050,HPF1,3,-3.6782,50,1.25065,33,-0.3617,26,-0.6901
ENSG00000198948,MFAP3L,49,0.58865,29,-0.6955,28,-0.3183,64,1.02799
ENSG00000164104,HMGB2,3,-2.3395,15,-0.2577,29,0.97202,23,0.53130
ENSG00000164106,SCRG1,3,-4.9674,80,-1.1174,314,1.86146,208,1.08415
ENSG00000150625,GPM6A,493,-1.8365,2021,1.46156,1068,-0.6683,640,-1.4475
ENSG00000150627,WDR17,36,0.05913,42,1.08220,20,-0.8824,2,-3.8309
ENSG00000129128,SPCS3,3,-4.3368,77,0.97597,61,-0.1176,52,-0.3430
ENSG00000218336,TENM3,3,-3.8087,61,2.82051,6,-2.8913,15,-1.6333
ENSG00000129187,DCTD,19,-0.8816,34,-0.0696,56,0.81854,31,-0.1766
ENSG00000168538,TRAPPC11,3,-2.7687,27,1.50981,11,-1.0740,14,-0.6851
ENSG00000173320,STOX2,3,-4.1946,73,1.43156,19,-1.6773,58,-0.0406
ENSG00000151726,ACSL1,157,2.57523,16,-2.4482,18,-1.1671,100,1.62300
ENSG00000151729,SLC25A4,3,-6.1990,304,1.85687,140,-0.8243,107,-1.2293
ENSG00000164323,CFAP97,3,-3.0746,25,-0.2694,53,1.12762,36,0.45587
ENSG00000109762,SNX25,3,-2.3200,22,3.04286,2,-2.6053,1,-3.4985
ENSG00000109775,UFSP2,3,-2.5029,19,0.15847,35,1.10052,12,-0.6573
ENSG00000154556,SORBS2,63,-0.4662,99,0.93176,82,-0.0537,10,-3.1560
ENSG00000109794,FAM149A,3,-2.6334,26,2.13840,14,-0.5467,0,-8.0179
ENSG00000145476,CYP4V2,3,-2.2777,10,-1.3617,45,1.85089,34,1.30677
ENSG00000109536,FRG1,3,-3.4492,41,0.90610,30,-0.2524,32,-0.1549
ENSG00000164366,CCDC127,3,-2.8650,27,0.83039,20,-0.2271,22,-0.1245
ENSG00000073578,SDHA,3,-4.8995,114,1.05967,100,0.05360,61,-0.7140
ENSG00000249915,PDCD6,213,0.85436,125,-0.0802,88,-0.5861,96,-0.4418
ENSG00000180104,EXOC3,57,0.25739,48,-0.0313,44,-0.1515,46,-0.0584
ENSG00000171368,TPPP,3,-6.1868,265,0.67681,148,-0.7203,345,0.62986
ENSG00000188818,ZDHHC11,3,-2.3711,19,0.90989,19,0.23846,8,-1.1144
ENSG00000028310,BRD9,3,-3.2620,34,0.45122,42,0.51052,28,-0.1582
ENSG00000049656,CLPTM1L,68,-0.1880,86,0.59907,64,-0.2829,37,-1.1402
ENSG00000153395,LPCAT1,3,-3.7716,55,1.56632,46,0.07322,6,-3.0010
ENSG00000171421,MRPL36,50,0.23329,41,-0.1958,64,0.62668,29,-0.6230
ENSG00000145494,NDUFS6,268,0.45974,196,-0.1430,200,-0.0157,181,-0.1742
ENSG00000164151,ICE1,3,-3.2375,35,0.79756,47,0.69677,10,-1.6788
ENSG00000133398,MED10,7,-2.6137,55,1.46025,22,-1.0926,30,-0.6201
ENSG00000215218,UBE2QL1,3,-4.9859,135,2.37026,66,-0.6816,8,-3.7366
ENSG00000145545,SRD5A1,3,-3.0486,35,2.17831,12,-1.1860,7,-2.0188
ENSG00000112941,TENT4A,3,-2.5012,23,1.71677,14,-0.4494,3,-2.3834
ENSG00000078295,ADCY2,3,-4.6282,86,0.40877,135,0.87134,56,-0.5476
ENSG00000215217,C5orf49,3,-2.2071,17,0.83108,11,-0.3870,14,-0.1274
ENSG00000247516,MIR4458HG,3,-2.5896,22,0.87194,16,-0.3181,17,-0.1716
ENSG00000112902,SEMA5A,61,1.10662,24,-0.9344,57,0.99775,24,-0.4421
ENSG00000150753,CCT5,11,-3.2416,121,1.52767,64,-0.6507,50,-1.0271
ENSG00000164237,CMBL,38,0.23069,31,-0.1731,64,1.11239,5,-2.7042
ENSG00000145495,MARCH6,3,-6.1270,279,1.46254,137,-0.7755,162,-0.5172
ENSG00000164236,ANKRD33B,3,-2.8747,33,3.39034,5,-2.1991,0,-7.2685
ENSG00000112977,DAP,114,1.67056,30,-1.3068,80,1.02057,30,-0.5754
ENSG00000169862,CTNND2,3,-6.1609,256,0.56112,172,-0.4670,345,0.65763
ENSG00000038382,TRIO,3,-4.4666,91,1.82739,61,-0.2396,12,-2.7067
ENSG00000154122,ANKH,3,-4.6947,93,0.59349,104,0.35110,78,-0.1193
ENSG00000173545,ZNF622,3,-2.8042,27,1.16766,11,-1.0108,21,-0.1279
ENSG00000154153,RETREG1,102,0.83432,56,-0.4200,9,-2.8534,113,1.02052
ENSG00000145555,MYO10,3,-4.4104,42,-1.6110,175,1.61690,212,1.99919
ENSG00000176788,BASP1,13,-6.2524,1278,3.46137,193,-2.3883,141,-2.8462
ENSG00000248455,LINC02217,3,-3.0067,31,1.17648,10,-1.4307,27,0.09630
ENSG00000145526,CDH18,3,-3.1970,38,1.93828,16,-0.9542,10,-1.6422
ENSG00000040731,CDH10,3,-3.1520,38,2.67850,12,-1.2971,2,-3.9495
ENSG00000113360,DROSHA,3,-2.7389,25,1.01386,12,-0.8968,22,0.03799
ENSG00000082213,C5orf22,3,-2.8147,29,2.04539,6,-1.8830,11,-1.1003
ENSG00000133401,PDZD2,3,-3.3196,36,0.56466,42,0.42766,27,-0.2837
ENSG00000113384,GOLPH3,3,-3.6500,47,0.88725,27,-0.6020,45,0.17028
ENSG00000150712,MTMR12,3,-3.2082,38,1.79482,21,-0.5040,7,-2.0916
ENSG00000056097,ZFR,3,-4.7414,98,0.73621,73,-0.2648,100,0.23784
ENSG00000113387,SUB1,182,-1.0826,434,1.09055,245,-0.6266,184,-1.0612
ENSG00000113407,TARS,3,-2.7459,25,0.75679,20,-0.0806,20,-0.1514
ENSG00000113456,RAD1,3,-2.3712,20,0.97119,16,-0.0998,11,-0.6902
ENSG00000168724,DNAJC21,45,0.63686,33,0.44268,2,-3.9266,26,-0.2553
ENSG00000164187,LMBRD2,3,-4.7363,114,2.47024,24,-1.9293,33,-1.4418
ENSG00000152620,NADK2,3,-3.6560,42,0.20521,43,0.08275,64,0.74497
ENSG00000079215,SLC1A3,25,-3.8937,299,-0.5485,1010,1.91920,280,-0.3149
ENSG00000285967,NIPBL-DT,3,-2.8590,24,0.09578,28,0.26322,36,0.70667
ENSG00000164190,NIPBL,114,2.18224,23,-1.2842,16,-1.1127,43,0.38369
ENSG00000197603,CPLANE1,165,3.10683,19,-1.7878,21,-0.6914,14,-1.2956
ENSG00000082068,WDR70,3,-2.3343,17,0.40003,17,0.08668,19,0.26886
ENSG00000113594,LIFR,209,2.33724,26,-2.3378,96,0.84071,92,0.76320
ENSG00000164327,RICTOR,58,1.38018,23,-0.4848,10,-1.4686,29,0.18245
ENSG00000113638,TTC33,3,-3.5613,47,1.47596,35,-0.1408,12,-1.7200
ENSG00000132356,PRKAA1,3,-2.4058,18,0.22540,22,0.44461,20,0.24502
ENSG00000145592,RPL37,2159,0.74697,903,-1.4502,1825,0.46363,3425,1.58006
ENSG00000182836,PLCXD3,3,-3.2380,38,1.56800,16,-0.9957,19,-0.7524
ENSG00000083720,OXCT1,3,-4.9656,132,2.25257,56,-0.9117,23,-2.2255
ENSG00000250722,SELENOP,556,1.66578,65,-3.1028,333,0.73779,789,2.39863
ENSG00000172262,ZNF131,3,-2.2091,18,1.43889,8,-0.9893,9,-0.7988
ENSG00000112972,HMGCS1,99,-1.1915,257,1.21179,172,-0.3437,62,-1.8832
ENSG00000172239,PAIP1,63,0.37710,46,-0.3684,60,0.28934,55,0.16165
ENSG00000248092,NNT-AS1,32,0.31476,20,-1.0076,46,0.92452,44,0.85422
ENSG00000112992,NNT,92,0.52743,72,0.49117,28,-1.3115,35,-0.9959
ENSG00000112996,MRPS30,3,-3.2145,37,1.32144,24,-0.3155,15,-1.0011
ENSG00000272335,AC093297.2,3,-2.3604,20,1.25336,6,-1.4463,15,-0.1326
ENSG00000164588,HCN1,3,-4.1197,78,3.86290,9,-2.6642,2,-4.4561
ENSG00000151883,PARP8,3,-2.2220,17,0.67003,21,0.51434,8,-1.0193
ENSG00000164172,MOCS2,3,-4.4313,86,1.42020,49,-0.5482,43,-0.7420
ENSG00000164258,NDUFS4,37,-0.7117,58,-0.0739,84,0.56985,63,0.09001
ENSG00000185305,ARL15,3,-2.8171,27,1.23900,27,0.29468,4,-2.5831
ENSG00000067248,DHX29,55,1.18813,25,-0.2942,20,-0.4268,18,-0.6501
ENSG00000039123,MTREX,91,1.36449,35,-0.5672,45,0.15828,22,-0.9157
ENSG00000067113,PLPP1,164,2.15362,31,-1.5801,61,0.34175,53,0.11524
ENSG00000134352,IL6ST,18,-2.1685,66,-0.5818,114,0.66814,165,1.31533
ENSG00000062194,GPBP1,3,-4.2510,69,0.46765,56,-0.1960,90,0.57927
ENSG00000145632,PLK2,3,-4.5606,102,2.65904,38,-1.0893,7,-3.5764
ENSG00000152932,RAB3C,3,-5.2633,167,2.74138,63,-1.0528,8,-4.0834
ENSG00000113448,PDE4D,3,-2.6159,24,1.23552,22,0.14730,5,-2.0231
ENSG00000152931,PART1,3,-2.4631,22,1.52580,4,-2.0489,15,-0.2834
ENSG00000164182,NDUFAF2,122,1.21398,53,-0.4332,43,-0.4947,52,-0.1936
ENSG00000188725,SMIM15,3,-2.1749,13,-0.3635,29,1.12218,20,0.51041
ENSG00000130449,ZSWIM6,88,1.67936,23,-1.3219,24,-0.5051,61,1.00345
ENSG00000068796,KIF2A,16,-1.0835,39,0.85447,22,-0.6726,26,-0.4209
ENSG00000086189,DIMT1,3,-2.4173,18,0.32766,27,0.71461,14,-0.3542
ENSG00000086200,IPO11,3,-2.4722,21,1.03580,18,-0.0104,9,-0.9633
ENSG00000153006,SREK1IP1,3,-3.4682,37,0.20698,33,-0.1423,61,0.87576
ENSG00000153015,CWC27,45,0.75035,25,-0.5468,41,0.56368,25,-0.2309
ENSG00000113595,TRIM23,3,-4.2299,75,1.54510,29,-1.1301,45,-0.4785
ENSG00000113597,TRAPPC13,3,-2.8716,28,1.02997,16,-0.6184,21,-0.1499
