Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000251022,THAP9-AS1,20,-0.5744,15,-0.9763,25,-0.2504,37,0.42351,16,-0.9174,17,-0.9176,46,0.73137,48,0.88750
ENSG00000138663,COPS4,30,-0.4268,14,-1.5620,29,-0.4935,33,-0.2784,74,1.00931,34,-0.2614,78,1.11712,42,0.11911
ENSG00000163319,MRPS18C,75,0.65853,53,0.11372,39,-0.4190,44,-0.1938,58,0.25245,32,-0.7216,87,0.90669,46,-0.1300
ENSG00000163624,CDS1,0,-6.5236,0,-5.7661,26,-0.4037,36,0.18508,53,0.75686,61,1.15676,8,-2.1210,43,0.48533
ENSG00000163625,WDFY3,56,-0.2322,65,-0.0105,52,-0.3826,66,0.00671,49,-0.4316,51,-0.4340,93,0.55842,92,0.61843
ENSG00000180769,WDFY3-AS2,0,-5.2418,22,0.80956,17,0.43173,10,-0.3991,43,1.99887,13,-0.0085,1,-2.9212,5,-1.3702
ENSG00000109339,MAPK10,28,-2.9860,57,-1.9476,180,-0.2334,214,0.06519,178,-0.2343,224,0.14306,249,0.29890,365,1.05795
ENSG00000163629,PTPN13,0,-5.9968,42,0.98508,11,-1.1450,9,-1.3643,48,1.20944,27,0.30774,60,1.62049,13,-0.8407
ENSG00000172493,AFF1,0,-5.8946,28,0.44435,23,0.18135,17,-0.3066,21,0.00781,34,0.88591,3,-2.8929,25,0.30964
ENSG00000145332,KLHL8,0,-5.4432,16,0.09967,25,0.85493,14,-0.1143,12,-0.3414,13,-0.2293,17,0.19746,17,0.13889
ENSG00000198189,HSD17B11,89,1.86586,25,-0.2462,24,-0.3413,26,-0.2192,27,-0.1269,31,0.10245,3,-3.3370,24,-0.3646
ENSG00000170502,NUDT9,8,-1.9635,38,0.26304,19,-0.8478,15,-1.2401,52,0.73892,51,0.83326,38,0.25934,41,0.39479
ENSG00000152583,SPARCL1,1601,0.25830,209,-2.8065,1040,-0.4535,534,-1.5129,4396,2.01912,1324,-0.0467,1868,0.50714,1226,-0.1775
ENSG00000118785,SPP1,0,-8.5564,1408,6.12630,29,-2.4163,29,-2.4118,13,-3.4209,24,-2.7043,0,-10.404,20,-2.9509
ENSG00000118762,PKD2,0,-5.3292,31,1.28027,16,0.22019,19,0.50300,16,0.18040,13,-0.1271,0,-7.1793,13,-0.0890
ENSG00000118777,ABCG2,905,6.15134,16,-2.5168,18,-2.4108,21,-2.2563,7,-3.6528,17,-2.5652,0,-9.7638,1,-6.6487
ENSG00000163644,PPM1K,13,-3.1454,76,-0.5696,101,-0.1452,91,-0.3253,153,0.52124,144,0.47913,83,-0.4283,162,0.69522
ENSG00000145337,PYURF,60,-0.5294,115,0.48528,57,-0.6610,58,-0.6448,125,0.62011,109,0.44022,109,0.40297,81,-0.0830
ENSG00000138641,HERC3,36,0.41018,13,-1.1818,22,-0.4064,20,-0.4983,47,0.86492,17,-0.8148,36,0.42618,41,0.70261
ENSG00000177432,NAP1L5,0,-8.6971,20,-2.9554,99,-0.6805,137,-0.1519,134,-0.1743,333,1.56284,154,0.04995,173,0.25537
ENSG00000138640,FAM13A,11,-1.5029,4,-2.9400,14,-1.2916,34,0.19026,56,0.97827,18,-0.8423,73,1.43391,45,0.70956
ENSG00000145335,SNCA,10,-5.0667,102,-1.7094,148,-1.2397,481,0.76367,261,-0.2960,162,-1.0906,654,1.19723,591,1.17704
ENSG00000163104,SMARCAD1,0,-5.8731,25,0.30127,14,-0.6008,27,0.49598,14,-0.5884,14,-0.6486,38,0.96185,30,0.66379
ENSG00000163110,PDLIM5,185,2.41486,53,0.18642,40,-0.2723,25,-1.0058,85,0.96796,25,-1.0328,22,-1.1599,19,-1.4551
ENSG00000138698,RAP1GDS1,0,-8.0645,120,-0.1497,98,-0.4944,97,-0.5144,104,-0.3748,193,0.67850,170,0.40263,208,0.82417
ENSG00000168785,TSPAN5,32,-1.8119,81,-0.4051,74,-0.5880,67,-0.7584,116,0.15216,96,-0.1639,243,1.37705,161,0.76086
ENSG00000151247,EIF4E,40,-1.0981,66,-0.3412,71,-0.2551,90,0.14094,54,-0.6514,84,0.02760,106,0.40010,118,0.63459
ENSG00000164024,METAP1,0,-6.0145,7,-1.7206,18,-0.4338,24,0.04869,30,0.41451,30,0.45243,33,0.58487,32,0.56603
ENSG00000197894,ADH5,101,0.22944,60,-0.5807,68,-0.4327,86,-0.0398,112,0.38976,85,-0.0543,116,0.44604,93,0.09828
ENSG00000109270,LAMTOR3,62,0.00703,35,-0.8802,36,-0.9004,53,-0.2542,68,0.13359,86,0.58080,83,0.45623,73,0.29481
ENSG00000164031,DNAJB14,0,-8.0172,36,-1.4194,73,-0.4166,107,0.24742,85,-0.1414,139,0.72420,115,0.33426,121,0.47308
ENSG00000164032,H2AFZ,239,1.44317,94,-0.1027,51,-1.0899,45,-1.3021,105,0.07626,121,0.32398,154,0.68622,89,-0.2086
ENSG00000138814,PPP3CA,128,-1.8888,56,-3.0930,262,-0.8810,734,0.91756,434,-0.0427,323,-0.5411,859,1.07218,618,0.58635
ENSG00000109332,UBE2D3,230,0.37253,169,-0.1140,127,-0.6004,148,-0.3466,202,0.16828,226,0.38276,272,0.64602,153,-0.2885
ENSG00000145354,CISD2,39,-0.6283,58,-0.0490,42,-0.5742,50,-0.2920,65,0.15060,89,0.73711,49,-0.2936,69,0.26832
ENSG00000164038,SLC9B2,0,-5.5387,7,-1.2188,15,-0.1374,27,0.93470,2,-2.9960,22,0.51429,4,-2.0194,27,0.92086
ENSG00000164039,BDH2,31,0.54498,46,1.18632,18,-0.3286,9,-1.3322,85,2.34923,13,-0.8545,12,-0.9295,5,-2.3092
ENSG00000168772,CXXC4,0,-6.2251,15,-0.8932,34,0.42199,68,1.85377,7,-1.9645,28,0.06823,3,-3.2431,18,-0.6135
ENSG00000138777,PPA2,61,0.58035,36,-0.2558,31,-0.5360,31,-0.5115,68,0.76413,33,-0.4162,53,0.36049,50,0.29237
ENSG00000145348,TBCK,0,-5.6683,14,-0.3854,13,-0.4640,25,0.61770,27,0.65815,16,-0.1363,18,-0.0208,23,0.41088
ENSG00000164022,AIMP1,43,0.59595,63,1.24008,25,-0.2670,11,-1.4889,21,-0.5082,39,0.50576,8,-1.8864,33,0.21255
ENSG00000138801,PAPSS1,0,-7.2730,140,0.38876,88,-0.3788,185,0.96011,77,-0.5495,119,0.14499,44,-1.3801,136,0.37817
ENSG00000138796,HADH,1,-4.5263,31,-0.1465,29,-0.2769,30,-0.2142,48,0.56426,44,0.44572,26,-0.3798,48,0.60764
ENSG00000109475,RPL34,4547,1.96031,3062,1.23206,1327,-0.1520,630,-1.3559,1098,-0.4317,1251,-0.2517,961,-0.6366,656,-1.2922
ENSG00000198856,OSTC,57,1.25312,26,-0.0403,19,-0.5349,21,-0.3567,36,0.50410,39,0.71661,4,-2.6694,17,-0.7145
ENSG00000164089,ETNPPL,0,-7.9989,22,-2.1289,63,-0.6353,21,-2.3243,610,3.75585,65,-0.5723,98,0.10585,37,-1.4556
ENSG00000138802,SEC24B,18,-0.8440,22,-0.5020,29,-0.1238,19,-0.7621,55,0.94751,36,0.27560,19,-0.7087,43,0.61219
ENSG00000123739,PLA2G12A,0,-6.5445,63,1.04425,30,-0.1802,37,0.17364,53,0.74731,25,-0.4792,28,-0.2649,36,0.12307
ENSG00000109534,GAR1,24,0.64027,32,1.16296,13,-0.3603,5,-1.6530,19,0.25575,14,-0.2244,19,0.28518,16,0.01756
ENSG00000170522,ELOVL6,0,-6.0021,11,-1.0443,14,-0.7811,22,-0.0246,10,-1.1569,42,1.12983,14,-0.7167,40,1.04267
ENSG00000138660,AP1AR,0,-6.7172,3,-3.3671,24,-0.7453,59,0.82762,42,0.19479,37,-0.0448,54,0.58233,55,0.70138
ENSG00000174720,LARP7,86,1.01846,116,1.53797,35,-0.4465,38,-0.3379,45,-0.0407,23,-1.1067,24,-0.9542,44,-0.0699
ENSG00000145362,ANK2,34,-3.7610,267,-0.7511,383,-0.2155,624,0.65423,482,0.16598,383,-0.2153,708,0.78973,470,0.13853
ENSG00000145349,CAMK2D,74,-1.6641,31,-2.9291,155,-0.5916,180,-0.3464,181,-0.3074,127,-0.9112,464,1.21933,488,1.54161
ENSG00000174607,UGT8,0,-7.0041,509,6.90690,8,-2.7140,10,-2.3457,7,-2.6423,0,-7.6086,0,-8.8536,0,-9.6134
ENSG00000269893,SNHG8,279,1.77617,228,1.40590,67,-0.6283,48,-1.1563,96,-0.0228,75,-0.4430,112,0.22534,38,-1.5226
ENSG00000172403,SYNPO2,288,3.78120,10,-2.0751,7,-2.8351,74,1.01532,0,-6.0129,11,-2.0616,0,-8.7529,15,-1.6255
ENSG00000164096,C4orf3,174,-0.5252,290,0.27172,181,-0.5029,246,0.01086,216,-0.1897,169,-0.6212,361,0.62718,350,0.64540
ENSG00000164111,ANXA5,372,3.26144,128,1.08181,41,-0.7756,29,-1.3020,60,-0.1462,31,-1.2408,3,-4.5584,14,-2.4429
ENSG00000164112,TMEM155,0,-6.4359,0,-8.2259,11,-1.5671,100,2.53881,9,-1.8368,16,-1.0558,13,-1.2706,46,0.72940
ENSG00000138686,BBS7,0,-6.3703,13,-1.2301,22,-0.4961,38,0.45050,24,-0.2889,34,0.25939,21,-0.4832,53,1.09465
ENSG00000138688,KIAA1109,46,-0.8282,60,-0.4330,62,-0.3991,83,0.07363,81,0.02675,97,0.35112,107,0.48153,87,0.15365
ENSG00000138685,FGF2,0,-5.9481,36,0.79741,27,0.39007,15,-0.5896,76,2.14976,18,-0.3114,5,-2.1858,12,-0.9937
ENSG00000151458,ANKRD50,0,-6.2397,13,-1.3197,14,-1.2505,39,0.37170,21,-0.6116,82,1.92195,6,-2.4130,33,0.09960
ENSG00000164066,INTU,0,-6.2164,12,-1.2120,20,-0.4674,15,-0.8774,42,0.75459,42,0.85431,29,0.15363,39,0.70673
ENSG00000164070,HSPA4L,0,-7.6395,7,-3.4583,50,-0.5932,93,0.46696,69,-0.0512,126,1.05559,40,-0.8952,102,0.63363
ENSG00000164073,MFSD8,0,-5.3741,22,0.63139,14,-0.1154,11,-0.5033,19,0.38057,19,0.51097,5,-1.6442,21,0.65104
ENSG00000138709,LARP1B,76,1.66897,9,-1.7268,27,-0.0571,24,-0.2670,12,-1.2069,23,-0.3054,25,-0.1422,32,0.24849
ENSG00000164040,PGRMC2,86,0.34888,64,-0.1088,61,-0.2105,67,-0.0313,70,0.02317,63,-0.1610,59,-0.2388,82,0.31847
ENSG00000077684,JADE1,0,-6.4834,26,-0.3013,39,0.34574,39,0.34866,20,-0.6811,32,-0.0151,25,-0.3409,46,0.64950
ENSG00000138650,PCDH10,44,-1.1307,118,0.39353,78,-0.2704,136,0.70927,99,0.12328,99,0.13992,63,-0.5897,75,-0.3311
ENSG00000151012,SLC7A11,146,2.18642,15,-1.4711,38,-0.1524,16,-1.4994,119,1.79846,28,-0.6172,21,-0.9926,14,-1.7071
ENSG00000109381,ELF2,65,1.83900,33,0.66034,5,-2.2637,9,-1.3630,18,-0.3301,23,0.08791,20,-0.1377,26,0.30168
ENSG00000109390,NDUFC1,300,1.06553,134,-0.2387,108,-0.6112,84,-1.0216,250,0.75959,149,-0.0784,243,0.70671,132,-0.2810
ENSG00000164134,NAA15,0,-6.2602,16,-0.8252,24,-0.2435,43,0.82438,43,0.71151,25,-0.1194,17,-0.6988,34,0.37423
ENSG00000172007,RAB33B,0,-5.3739,29,1.11512,16,0.20870,13,-0.1680,4,-1.7631,27,1.16374,0,-7.2242,14,-0.0885
ENSG00000145391,SETD7,49,0.45680,36,-0.0023,25,-0.5888,30,-0.3451,53,0.60101,59,0.89001,15,-1.3149,27,-0.4773
ENSG00000153130,SCOC,51,-2.4635,142,-0.9515,187,-0.5782,235,-0.1962,281,0.10163,325,0.37252,332,0.36552,431,0.90709
ENSG00000109436,TBC1D9,0,-7.4990,7,-3.2075,41,-0.7427,47,-0.5478,66,0.03771,122,1.18923,78,0.28262,103,0.84654
ENSG00000170153,RNF150,0,-7.3348,19,-1.6616,37,-0.7429,84,0.66136,29,-1.0467,81,0.59982,26,-1.2238,109,1.18266
ENSG00000109445,ZNF330,0,-5.6993,22,0.27377,17,-0.1558,22,0.31398,15,-0.3480,34,1.11994,1,-3.9608,19,0.05946
ENSG00000109452,INPP4B,120,2.80698,0,-8.3859,16,-0.7849,1,-4.4331,27,0.12373,38,0.72515,9,-1.4776,19,-0.4524
ENSG00000109458,GAB1,22,-0.1727,163,3.69289,14,-0.8867,8,-1.8289,28,0.19925,12,-1.0914,0,-7.9747,8,-1.8252
ENSG00000153147,SMARCA5,0,-7.6691,132,0.95751,103,0.60924,77,0.08468,94,0.40068,53,-0.5248,55,-0.4368,65,-0.1961
ENSG00000164161,HHIP,5,-3.0996,471,6.82002,9,-2.4397,2,-4.1078,6,-2.9063,0,-5.7985,0,-8.7486,3,-3.6734
ENSG00000164163,ABCE1,83,1.12244,29,-0.5504,41,-0.0452,35,-0.3236,32,-0.4347,29,-0.6245,49,0.23749,51,0.33575
ENSG00000164164,OTUD4,0,-6.3782,29,-0.0236,17,-0.9219,37,0.38812,29,-0.0332,34,0.25694,35,0.24467,43,0.67612
ENSG00000170365,SMAD1,0,-5.6043,14,-0.3186,8,-1.1884,26,0.71550,31,0.94528,21,0.39383,14,-0.2996,18,0.09935
ENSG00000151612,ZNF827,26,0.18724,20,-0.1965,14,-0.8423,36,0.80179,23,0.02115,14,-0.8126,26,0.16513,27,0.27304
ENSG00000164167,LSM6,0,-5.5298,22,0.44779,16,0.02073,17,0.05841,33,1.13682,12,-0.5197,19,0.24418,16,-0.0655
ENSG00000164168,TMEM184C,0,-5.7738,16,-0.2559,9,-1.1287,13,-0.6285,23,0.26588,40,1.35502,13,-0.5666,27,0.61458
ENSG00000151623,NR3C2,11,-1.1499,7,-1.7561,15,-0.7957,9,-1.5038,40,0.78100,56,1.63719,17,-0.5208,27,0.20209
ENSG00000170390,DCLK2,0,-8.0819,31,-1.7342,75,-0.4473,87,-0.1829,173,0.93041,81,-0.3139,163,0.83069,158,0.88634
ENSG00000145425,RPS3A,2337,2.10867,1484,1.26068,518,-0.4854,258,-1.5928,495,-0.5172,564,-0.3449,769,0.16806,265,-1.5518
ENSG00000059691,GATB,39,-0.3800,18,-1.5216,26,-1.0409,23,-1.2399,51,0.06459,21,-1.3496,181,2.25784,82,0.92144
ENSG00000109670,FBXW7,69,-2.2344,47,-2.7906,247,-0.3513,561,1.15192,196,-0.6752,223,-0.5153,226,-0.4540,521,1.00225
ENSG00000109654,TRIM2,1,-7.3575,558,1.34096,160,-0.7306,282,0.22724,291,0.25276,214,-0.2501,262,0.08383,276,0.18671
ENSG00000145428,RNF175,0,-6.4778,7,-2.2420,24,-0.4711,21,-0.7105,20,-0.7133,78,1.78635,18,-0.8390,45,0.62712
ENSG00000171566,PLRG1,8,-2.1089,33,-0.0895,25,-0.5700,29,-0.3407,63,0.92971,53,0.73489,38,0.09975,34,-0.0764
ENSG00000164114,MAP9,0,-8.1876,27,-2.0454,122,0.26429,113,0.13237,81,-0.3941,175,0.94904,62,-0.7994,133,0.42562
ENSG00000164116,GUCY1A1,108,2.52148,1,-4.0977,19,-0.5029,12,-1.2043,25,-0.0346,14,-0.9485,27,0.05626,29,0.19641
ENSG00000260244,AC104083.1,109,1.44583,2,-4.5493,31,-0.6616,33,-0.5546,35,-0.4097,47,0.04032,67,0.61421,57,0.39964
ENSG00000061918,GUCY1B1,5,-5.7916,15,-4.3815,203,-0.5792,409,0.63748,204,-0.5342,453,0.83200,198,-0.5786,448,0.81041
ENSG00000109738,GLRB,0,-7.7700,24,-1.7467,54,-0.6148,80,0.03474,74,-0.0829,73,-0.1209,97,0.33845,165,1.42991
ENSG00000120251,GRIA2,12,-4.7784,99,-1.7924,203,-0.7723,371,0.24550,257,-0.3570,228,-0.5819,659,1.17171,621,1.23792
ENSG00000164125,GASK1B,59,1.17712,15,-0.9671,29,0.01270,44,0.77554,80,1.72821,17,-0.8370,0,-6.8908,5,-2.7342
ENSG00000164124,TMEM144,23,-1.6641,730,6.23939,20,-1.9410,10,-2.9454,4,-3.9708,3,-4.6983,0,-9.4427,4,-4.1880
ENSG00000171497,PPID,29,-0.6623,36,-0.3558,26,-0.8918,35,-0.4313,49,0.12709,65,0.66042,30,-0.6127,72,0.85971
ENSG00000052795,FNIP2,98,0.64529,44,-0.5955,52,-0.3906,52,-0.3883,31,-1.1105,42,-0.7454,127,1.07620,97,0.70622
ENSG00000109756,RAPGEF2,79,0.08033,34,-1.1981,34,-1.2881,39,-1.0587,102,0.48167,53,-0.5831,248,2.04413,94,0.39119
ENSG00000168843,FSTL5,0,-6.6281,2,-4.1688,14,-1.4416,7,-2.4353,18,-1.0194,179,4.68827,0,-8.4770,1,-4.4490
ENSG00000164128,NPY1R,0,-5.5930,0,-7.8163,9,-1.0370,18,0.09795,18,0.11853,34,1.31504,15,-0.1535,24,0.61864
ENSG00000145416,MARCH1,16,-0.5202,51,1.36147,18,-0.3576,27,0.36169,22,0.00835,8,-1.5033,8,-1.5432,31,0.59211
ENSG00000170088,TMEM192,0,-5.6462,13,-0.4798,18,0.02577,30,0.96222,30,0.84781,15,-0.2129,6,-1.6080,18,0.04148
ENSG00000109466,KLHL2,0,-8.2041,137,0.40639,59,-0.9591,111,0.08656,77,-0.4934,80,-0.4763,190,0.94689,184,1.01787
ENSG00000052802,MSMO1,4,-4.9933,80,-0.6046,75,-0.7602,118,-0.0193,126,0.08732,157,0.49678,112,-0.0909,203,0.98431
ENSG00000109472,CPE,763,-0.8264,292,-2.2563,997,-0.4531,1093,-0.3010,4219,2.02105,1163,-0.1956,1706,0.42827,1081,-0.3182
ENSG00000196104,SPOCK3,42,-1.3489,437,2.59521,64,-0.7726,37,-1.6354,50,-1.0874,199,1.25013,30,-1.8203,35,-1.7209
ENSG00000129116,PALLD,151,2.98837,31,0.08608,28,-0.1094,10,-1.7156,42,0.54909,18,-0.7942,5,-2.4303,7,-2.1997
ENSG00000145439,CBR4,0,-5.7678,25,0.39042,25,0.43586,30,0.83031,10,-0.9615,14,-0.5627,5,-1.9233,27,0.57327
ENSG00000154447,SH3RF1,21,-0.3889,33,0.29444,30,0.16338,29,0.07749,39,0.52583,23,-0.2749,5,-2.3331,34,0.34176
ENSG00000137601,NEK1,0,-5.6762,16,-0.1469,21,0.25517,23,0.40916,24,0.41775,25,0.58187,0,-7.5162,20,0.14037
ENSG00000109572,CLCN3,19,-2.5208,135,0.44084,88,-0.2605,75,-0.5083,112,0.13802,114,0.19179,78,-0.4256,165,0.87185
ENSG00000056050,HPF1,7,-2.4081,45,0.25580,34,-0.1887,39,0.03151,60,0.72506,48,0.40379,22,-0.8624,41,0.12204
ENSG00000198948,MFAP3L,0,-6.6326,69,1.08616,28,-0.3678,11,-1.8039,82,1.38871,31,-0.2400,61,0.86769,36,0.02991
ENSG00000164104,HMGB2,83,2.08958,25,0.01794,15,-0.8065,16,-0.7365,26,0.09226,39,0.81947,0,-5.2081,11,-1.2971
ENSG00000164106,SCRG1,16,-2.9764,181,0.69275,136,0.25352,79,-0.6698,315,1.65801,139,0.28908,85,-0.4930,54,-1.2761
ENSG00000145451,GLRA3,0,-6.5181,1,-4.8231,23,-0.5758,29,-0.2114,22,-0.6145,17,-1.0891,96,1.81058,68,1.40619
ENSG00000150625,GPM6A,89,-4.4645,272,-2.8480,1351,-0.5018,2375,0.47493,2355,0.41135,1851,0.03020,3515,1.07761,2224,0.35524
ENSG00000150627,WDR17,0,-6.9500,5,-3.0719,24,-1.0067,40,-0.1871,64,0.58053,46,0.07094,112,1.55344,65,0.69599
ENSG00000129128,SPCS3,131,1.20169,56,-0.1701,35,-0.9565,37,-0.8768,66,0.07393,38,-0.8237,119,1.04412,81,0.44445
ENSG00000218336,TENM3,0,-6.4596,3,-3.9667,26,-1.2398,161,2.22727,18,-1.6875,42,-0.4780,13,-2.1519,86,0.80130
ENSG00000129187,DCTD,84,1.01829,17,-1.4552,36,-0.3932,33,-0.5132,55,0.30874,47,0.07374,38,-0.2666,57,0.42768
ENSG00000168538,TRAPPC11,0,-5.9590,22,-0.0318,14,-0.7435,22,0.03386,28,0.39136,16,-0.5007,31,0.54288,39,1.05033
ENSG00000173320,STOX2,0,-7.8850,40,-1.1347,66,-0.4272,121,0.64199,61,-0.5177,115,0.53540,85,0.01032,114,0.53108
ENSG00000151726,ACSL1,0,-6.3260,121,2.55517,11,-1.4393,44,0.79241,8,-1.8190,28,-0.0018,0,-8.1751,23,-0.3858
ENSG00000151729,SLC25A4,58,-2.2123,101,-1.3802,234,-0.1209,161,-0.7422,307,0.31554,322,0.44281,400,0.74697,358,0.63610
ENSG00000164323,CFAP97,46,0.52789,37,0.19051,21,-0.7043,34,0.08185,51,0.70985,33,0.03236,38,0.23267,21,-0.6893
ENSG00000109762,SNX25,28,0.30632,6,-2.0266,9,-1.4547,23,0.02759,13,-0.7880,40,1.03660,10,-1.1869,36,0.81626
ENSG00000186352,ANKRD37,0,-5.4334,6,-1.3494,13,-0.2070,20,0.44317,31,1.15875,12,-0.3170,3,-2.3080,25,0.93720
ENSG00000109775,UFSP2,0,-5.8669,28,0.47948,22,0.11382,23,0.19723,20,-0.0792,21,0.01511,27,0.44996,20,-0.0311
ENSG00000154556,SORBS2,292,1.65638,2,-5.6045,53,-1.1669,79,-0.5294,79,-0.4887,46,-1.3976,293,1.66233,142,0.47111
ENSG00000109794,FAM149A,14,-0.3721,4,-2.1672,16,-0.1489,18,0.00228,29,0.80128,29,0.87996,13,-0.4481,13,-0.4648
ENSG00000145476,CYP4V2,0,-5.4314,21,0.53481,11,-0.4685,22,0.68635,58,2.30876,11,-0.4977,0,-5.0420,6,-1.3154
ENSG00000083857,FAT1,25,0.61207,18,0.04824,11,-0.6404,5,-1.7283,64,2.29139,29,0.97983,0,-7.4244,3,-2.6894
ENSG00000109536,FRG1,26,-0.1277,48,0.85814,21,-0.4594,26,-0.1346,28,0.01103,26,-0.1000,39,0.51819,24,-0.2466
ENSG00000164366,CCDC127,0,-6.1299,24,-0.0437,21,-0.2725,18,-0.5576,24,-0.0242,30,0.30808,46,0.99746,33,0.51132
ENSG00000073578,SDHA,133,0.72706,80,-0.0912,60,-0.5640,80,-0.0903,113,0.46732,73,-0.2407,81,-0.0605,89,0.10147
ENSG00000249915,PDCD6,109,-0.2083,88,-0.5368,100,-0.3708,96,-0.4385,143,0.22228,128,0.05052,143,0.22472,180,0.67507
ENSG00000180104,EXOC3,48,0.15514,41,-0.0961,39,-0.2026,41,-0.1241,37,-0.2558,48,0.14512,20,-1.1602,62,0.62418
ENSG00000171368,TPPP,105,-1.5310,453,0.72403,228,-0.3980,481,0.94198,190,-0.6489,234,-0.3541,119,-1.3525,355,0.36762
ENSG00000206077,ZDHHC11B,0,-5.8489,54,1.60208,11,-1.0214,33,0.88796,27,0.44046,23,0.24875,3,-2.5687,13,-0.7635
ENSG00000028310,BRD9,1,-4.3962,29,-0.0230,32,0.16157,34,0.27748,32,0.13497,15,-1.0900,54,1.00309,36,0.36562
ENSG00000049656,CLPTM1L,70,-0.2423,54,-0.6407,65,-0.3731,80,-0.0349,72,-0.1805,73,-0.1800,82,0.00658,131,0.87561
ENSG00000153395,LPCAT1,11,-1.9782,19,-1.1317,22,-0.9485,33,-0.3205,38,-0.0822,54,0.51682,55,0.48709,71,1.03774
ENSG00000171421,MRPL36,55,0.65839,37,0.05166,39,0.11014,23,-0.7311,39,0.13140,28,-0.4541,14,-1.4399,55,0.75971
ENSG00000145494,NDUFS6,221,0.65971,160,0.14468,128,-0.2321,114,-0.4204,170,0.23353,169,0.25087,129,-0.1958,128,-0.2348
ENSG00000164151,ICE1,0,-6.9345,16,-1.5034,33,-0.4497,80,1.11589,38,-0.1990,30,-0.6445,47,0.10260,69,0.83039
ENSG00000133398,MED10,18,-1.4243,62,0.43037,36,-0.4408,49,0.05727,26,-0.8835,44,-0.1175,68,0.58001,67,0.62049
ENSG00000215218,UBE2QL1,0,-8.1547,7,-3.8779,65,-0.7539,131,0.43796,61,-0.8052,168,0.90818,137,0.46694,148,0.66171
ENSG00000037474,NSUN2,0,-5.6098,24,0.49658,10,-0.8237,14,-0.3170,14,-0.3482,32,1.15764,8,-1.1478,24,0.57881
ENSG00000145545,SRD5A1,0,-6.2428,13,-1.0429,18,-0.6632,39,0.67167,35,0.40593,25,-0.1522,23,-0.2243,44,0.89125
ENSG00000112941,TENT4A,0,-6.1071,9,-1.4884,28,0.22181,42,0.99036,14,-0.8575,33,0.54926,5,-2.2715,30,0.33234
ENSG00000078295,ADCY2,0,-8.0374,26,-1.9678,96,0.01401,76,-0.3840,175,0.98684,217,1.60525,49,-1.0253,58,-0.8112
ENSG00000124275,MTRR,0,-5.3396,42,1.79316,8,-0.8479,16,0.23250,16,0.14846,8,-0.9201,3,-2.3120,23,0.83387
ENSG00000247516,MIR4458HG,21,-1.1569,82,0.99332,46,0.06627,37,-0.3178,54,0.32154,56,0.42574,49,0.15179,24,-1.0043
ENSG00000112902,SEMA5A,35,-0.1051,54,0.57523,34,-0.1992,63,0.94910,21,-0.8623,58,0.77932,0,-8.5560,16,-1.3565
ENSG00000150753,CCT5,51,-1.3878,79,-0.7233,65,-1.0878,146,0.24186,122,-0.0687,134,0.08502,186,0.60575,199,0.81785
ENSG00000164237,CMBL,24,-0.6614,10,-1.9230,26,-0.6097,41,0.19111,66,0.93460,56,0.74874,3,-3.5976,48,0.44029
ENSG00000145495,MARCH6,150,-0.7718,144,-0.8320,174,-0.5878,219,-0.2071,280,0.19259,344,0.59137,182,-0.4796,370,0.72833
ENSG00000164236,ANKRD33B,0,-6.6358,2,-3.9235,27,-0.4605,71,1.29743,19,-0.9248,15,-1.4085,37,0.06968,71,1.32502
ENSG00000112977,DAP,212,3.08832,22,-0.9245,19,-1.2113,18,-1.2860,54,0.46368,22,-0.9554,29,-0.4762,23,-0.9016
ENSG00000169862,CTNND2,18,-3.7433,204,-0.2035,244,0.08544,280,0.32787,262,0.18849,247,0.10678,265,0.20777,248,0.11745
ENSG00000038382,TRIO,105,0.17359,18,-2.4322,79,-0.2909,91,-0.0422,78,-0.2776,103,0.15769,97,0.05817,140,0.72666
ENSG00000154122,ANKH,0,-8.2678,100,-0.1580,97,-0.2188,147,0.50977,92,-0.2957,138,0.38632,103,-0.1186,135,0.34538
ENSG00000154153,RETREG1,0,-7.2827,136,1.48510,32,-0.9128,111,1.29449,24,-1.2995,42,-0.4775,4,-3.6787,68,0.35012
ENSG00000145555,MYO10,39,-1.0297,257,2.07565,84,0.14704,45,-0.8662,187,1.47357,61,-0.3766,11,-2.8973,24,-1.8361
ENSG00000176788,BASP1,75,-3.7423,110,-3.1926,787,-0.2928,1576,0.96661,535,-0.8591,931,-0.0063,1071,0.21600,1418,0.75814
ENSG00000248455,LINC02217,0,-5.6656,11,-0.6718,24,0.53082,45,1.82457,8,-1.1618,9,-1.1117,0,-7.5154,19,0.14551
ENSG00000145526,CDH18,0,-6.3961,2,-3.7054,25,-0.3231,42,0.58374,16,-0.9009,18,-0.8061,74,1.49055,49,0.89441
ENSG00000286961,AC091938.1,0,-6.1740,8,-1.6324,23,-0.1784,1,-4.0905,44,0.88253,11,-1.4027,128,2.93296,28,0.18107
