Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000152942,RAD17,28,0.95831,3,-2.2827,15,-0.0198,9,-0.7354,32,1.16607,20,0.41103,11,-0.5322,12,-0.4496
ENSG00000145734,BDP1,44,0.35534,13,-1.4754,32,-0.1901,38,0.13399,36,0.04461,53,0.65913,22,-0.7039,39,0.20800
ENSG00000131844,MCCC2,14,-0.0248,4,-1.9066,16,0.13903,11,-0.4294,17,0.22159,27,1.01225,15,0.02149,14,-0.1363
ENSG00000164326,CARTPT,0,-8.8268,19,-1.4615,97,1.29136,16,-1.6944,278,3.34414,0,-8.0823,11,-2.2634,10,-2.6103
ENSG00000131711,MAP1B,1704,0.21929,1021,-0.5855,1937,0.48331,666,-1.2353,1019,-0.5879,3106,1.23002,787,-0.9829,1389,-0.1321
ENSG00000113048,MRPS27,50,0.18606,84,1.05498,56,0.40578,26,-0.7991,59,0.46527,35,-0.3432,26,-0.8429,32,-0.6134
ENSG00000083312,TNPO1,25,-0.0757,19,-0.4448,30,0.23508,39,0.65951,26,-0.0243,30,0.24714,19,-0.5047,23,-0.2502
ENSG00000249743,AC116345.1,0,-8.6261,14,-0.4448,50,2.01935,0,-4.5067,37,1.07824,1,-3.7521,30,0.72810,9,-1.3378
ENSG00000145741,BTF3,169,-0.1338,190,0.05004,205,0.19125,262,0.57248,197,0.10797,156,-0.2619,129,-0.5479,170,-0.1504
ENSG00000164331,ANKRA2,20,0.83459,15,0.38408,17,0.67756,11,-0.1495,4,-1.4754,7,-0.7401,5,-1.1199,11,-0.1461
ENSG00000171617,ENC1,275,-2.4795,639,-1.2296,2399,0.99415,224,-2.7829,2400,0.85810,2393,0.85303,1174,-0.3005,1245,-0.2574
ENSG00000049860,HEXB,20,-0.4577,58,1.26233,40,0.72654,21,-0.4105,28,0.07214,25,-0.1199,16,-0.7830,16,-0.9188
ENSG00000164347,GFM2,36,0.55564,11,-1.2433,31,0.34772,14,-0.8962,19,-0.4486,33,0.41249,17,-0.6166,29,0.28038
ENSG00000164346,NSA2,90,0.00335,93,0.05658,94,0.08560,111,0.33742,76,-0.2672,58,-0.6797,89,-0.0126,94,0.09543
ENSG00000198780,FAM169A,74,0.88845,31,-0.4914,58,0.54620,26,-0.7683,32,-0.4308,46,0.10944,37,-0.2334,36,-0.3110
ENSG00000113161,HMGCR,88,-0.0454,81,-0.1754,192,1.49716,26,-1.8725,82,-0.1587,89,-0.0261,64,-0.5356,60,-0.7524
ENSG00000113163,CERT1,49,-0.1589,71,0.44260,72,0.52397,25,-1.1553,46,-0.2315,57,0.09228,43,-0.3521,52,-0.0526
ENSG00000145708,CRHBP,20,-2.2290,737,5.06321,22,-2.1884,22,-2.0653,46,-0.9758,16,-2.4900,19,-2.2814,17,-2.7297
ENSG00000164252,AGGF1,52,0.50670,42,0.15394,54,0.66157,32,-0.2641,27,-0.5090,45,0.25992,25,-0.6238,28,-0.5404
ENSG00000113231,PDE8B,19,-1.1973,86,1.19042,29,-0.5902,18,-1.2522,76,0.97589,90,1.27686,44,0.09935,22,-1.1180
ENSG00000164253,WDR41,39,0.31079,36,0.19207,45,0.64226,23,-0.4924,30,-0.1038,20,-0.6929,22,-0.5731,30,-0.1175
ENSG00000171530,TBCA,301,0.11567,349,0.35322,302,0.13682,303,0.12386,208,-0.4626,293,0.07039,258,-0.1267,254,-0.1870
ENSG00000132842,AP3B1,18,0.55144,18,0.54700,17,0.53945,24,1.04432,7,-0.8897,7,-0.8016,6,-1.0476,8,-0.7924
ENSG00000085365,SCAMP1,122,0.19307,146,0.48573,140,0.46724,50,-1.1751,170,0.73340,107,-0.0175,62,-0.8663,84,-0.4730
ENSG00000152409,JMY,13,-0.0782,36,1.58698,17,0.40606,13,-0.1195,8,-0.7323,9,-0.7037,8,-0.8196,10,-0.5629
ENSG00000152413,HOMER1,70,-0.7371,64,-0.8598,144,0.44998,24,-2.3181,216,1.08007,298,1.66484,89,-0.3643,62,-1.0727
ENSG00000164329,TENT2,11,-0.4433,11,-0.3382,17,0.31625,11,-0.4499,20,0.51211,5,-1.5711,16,0.15999,16,0.29686
ENSG00000177034,MTX3,24,0.14290,17,-0.3541,26,0.30835,20,-0.1255,29,0.45150,19,-0.2202,18,-0.3003,20,-0.1409
ENSG00000164300,SERINC5,16,0.28242,1,-2.9833,11,-0.2889,30,1.37522,15,0.22444,7,-0.8196,10,-0.3609,14,0.11441
ENSG00000039319,ZFYVE16,29,0.97703,17,0.12179,14,-0.1595,45,1.76547,10,-0.7253,10,-0.7194,15,-0.1200,7,-1.4706
ENSG00000249042,AC008771.1,29,0.45341,18,-0.3131,27,0.34002,9,-1.3985,22,0.00166,34,0.70103,15,-0.5834,21,-0.1271
ENSG00000228716,DHFR,16,0.38081,15,0.24646,12,-0.0569,15,0.24792,9,-0.5047,21,0.79909,10,-0.3195,10,-0.5108
ENSG00000113318,MSH3,24,0.75050,26,0.89617,15,0.01242,13,-0.1491,8,-0.8591,21,0.50890,12,-0.3784,10,-0.7241
ENSG00000113319,RASGRF2,20,-0.9813,131,2.11029,31,-0.3859,15,-1.4367,105,1.67286,22,-0.8593,25,-0.6604,16,-1.5183
ENSG00000145687,SSBP2,96,0.67050,87,0.50674,71,0.21283,44,-0.5627,68,0.11398,54,-0.2531,42,-0.6209,54,-0.2961
ENSG00000186468,RPS23,782,-0.3144,767,-0.3434,747,-0.4219,2035,1.26439,504,-0.9883,668,-0.5586,992,0.06026,1087,0.26453
ENSG00000174695,TMEM167A,96,0.20320,133,0.73662,83,-0.0215,83,-0.0301,94,0.17526,53,-0.7043,60,-0.5393,81,-0.0829
ENSG00000038427,VCAN,10,-0.5475,16,0.16790,7,-1.1379,64,2.66993,12,-0.3052,12,-0.3585,12,-0.3589,7,-1.2672
ENSG00000164176,EDIL3,82,0.20147,99,0.51010,67,-0.1404,165,1.37611,75,0.06622,80,0.16852,59,-0.3080,34,-1.3557
ENSG00000127184,COX7C,1081,-0.2146,1409,0.20601,1155,-0.1216,1363,0.15270,722,-0.8367,1322,0.10369,1273,0.04324,1381,0.22085
ENSG00000145715,RASA1,86,1.20473,68,0.80537,46,0.20226,11,-2.0151,32,-0.4002,39,-0.0839,18,-1.2552,36,-0.2533
ENSG00000134480,CCNH,73,0.82414,61,0.51382,57,0.45614,33,-0.4479,53,0.28474,59,0.46401,25,-0.8688,23,-1.1921
ENSG00000247828,TMEM161B-AS1,47,-0.1761,43,-0.3156,57,0.12523,61,0.22776,55,0.06053,50,-0.0793,51,-0.0428,53,0.01660
ENSG00000245526,LINC00461,52,0.10618,36,-0.4623,42,-0.2412,61,0.34869,38,-0.4075,56,0.20908,44,-0.1568,55,0.24654
ENSG00000081189,MEF2C,6,-5.5200,169,-0.8258,708,1.85955,76,-2.0087,587,1.18286,157,-0.9387,303,0.07887,151,-1.1609
ENSG00000153140,CETN3,27,0.95049,22,0.61894,14,-0.0874,28,1.01505,25,0.81945,13,-0.2469,5,-1.4821,5,-1.7304
ENSG00000176055,MBLAC2,19,0.10384,19,0.13843,23,0.46685,7,-1.2474,18,0.04314,33,1.04699,18,0.06617,11,-0.8827
ENSG00000164199,ADGRV1,9,-1.4212,11,-1.0885,21,-0.1829,45,1.11218,17,-0.4791,17,-0.4711,28,0.30029,28,0.41791
ENSG00000113369,ARRDC3,21,0.73637,12,-0.1831,18,0.51825,11,-0.3243,24,0.94988,9,-0.5660,3,-2.0546,10,-0.4775
ENSG00000237187,NR2F1-AS1,86,1.19377,30,-0.5095,35,-0.2877,47,0.20269,33,-0.3794,43,0.05757,30,-0.5243,40,-0.0914
ENSG00000175745,NR2F1,196,1.40307,123,0.60572,44,-1.0684,79,-0.1176,59,-0.5673,125,0.62688,63,-0.4627,66,-0.4624
ENSG00000113391,FAM172A,53,0.83384,41,0.42507,24,-0.4895,33,0.06284,38,0.28895,37,0.24306,20,-0.7282,26,-0.3486
ENSG00000133302,SLF1,30,1.60988,8,-0.4668,10,-0.1187,10,-0.2419,10,-0.1980,13,0.24489,14,0.33505,6,-1.0573
ENSG00000175471,MCTP1,126,2.18595,39,0.12846,17,-1.2008,23,-0.7260,21,-0.8456,57,0.71711,11,-1.7477,29,-0.4045
ENSG00000198677,TTC37,52,0.34336,38,-0.1595,56,0.52351,44,0.09105,32,-0.4092,40,-0.0574,24,-0.8238,39,-0.1263
ENSG00000164292,RHOBTB3,30,-0.1891,7,-2.3530,18,-1.0106,122,2.27509,13,-1.4017,12,-1.5522,35,0.04824,39,0.27092
ENSG00000173221,GLRX,58,0.87248,31,-0.1196,40,0.29570,18,-0.9652,21,-0.7344,27,-0.3249,33,-0.0269,34,0.03761
ENSG00000118985,ELL2,29,-0.6031,32,-0.4602,46,0.12248,27,-0.7135,90,1.22482,46,0.10201,33,-0.4326,42,-0.0726
ENSG00000175426,PCSK1,15,-1.7290,17,-1.4631,136,2.34570,11,-2.1257,48,0.06978,16,-1.6002,45,-0.0371,28,-0.9016
ENSG00000153113,CAST,34,0.82714,11,-0.8908,18,-0.2064,47,1.36658,16,-0.3557,29,0.56814,9,-1.1666,14,-0.7012
ENSG00000113441,LNPEP,101,1.36632,16,-1.5067,34,-0.4509,25,-0.8788,34,-0.3896,83,1.03068,19,-1.3050,47,0.12445
ENSG00000145721,LIX1,15,0.26292,9,-0.5880,3,-2.2414,57,2.63048,6,-1.2532,1,-3.7332,8,-0.6843,14,0.17110
ENSG00000174136,RGMB,60,-0.1441,42,-0.6761,78,0.30588,33,-1.0714,163,1.53526,106,0.78175,34,-0.9916,43,-0.7931
ENSG00000174132,FAM174A,58,0.20164,79,0.70873,70,0.59167,23,-1.2189,49,-0.0595,38,-0.4386,33,-0.6796,46,-0.1753
ENSG00000145730,PAM,13,-3.0743,271,1.59714,185,1.06576,32,-1.8145,191,0.96767,32,-1.8260,94,-0.1791,54,-1.2195
ENSG00000145725,PPIP5K2,17,-0.1960,45,1.37000,24,0.35811,10,-0.9815,11,-0.8974,25,0.41202,16,-0.3298,14,-0.5637
ENSG00000181751,C5orf30,16,-0.5544,8,-1.4568,42,1.16681,26,0.24209,17,-0.4474,29,0.41285,19,-0.2773,16,-0.5809
ENSG00000184349,EFNA5,10,-0.3365,9,-0.5743,27,1.36174,6,-1.0838,11,-0.2461,16,0.30412,10,-0.4769,9,-0.5810
ENSG00000145743,FBXL17,62,0.08393,42,-0.4955,71,0.35168,35,-0.8038,52,-0.1800,67,0.21228,36,-0.7487,69,0.33903
ENSG00000198961,PJA2,325,-0.1128,435,0.35115,517,0.72751,174,-1.0718,382,0.14321,270,-0.4062,225,-0.6850,333,-0.0965
ENSG00000112893,MAN2A1,25,1.05399,0,-6.1483,19,0.66060,22,0.82832,11,-0.1951,11,-0.1940,16,0.27978,7,-1.1224
ENSG00000164209,SLC25A46,111,0.13808,83,-0.3233,133,0.47953,33,-1.7218,113,0.17131,186,0.98699,62,-0.7596,89,-0.2599
ENSG00000134987,WDR36,15,0.57380,7,-0.5431,19,1.12236,9,-0.2752,10,-0.0740,6,-0.8320,6,-0.8773,8,-0.4766
ENSG00000152495,CAMK4,75,0.11693,70,-0.0075,88,0.41782,36,-1.0156,54,-0.4026,97,0.51534,55,-0.3719,69,-0.0306
ENSG00000164211,STARD4,13,-0.2292,16,0.05133,23,0.74799,6,-1.3014,12,-0.3477,14,-0.1352,11,-0.5449,17,0.16698
ENSG00000134986,NREP,22,-1.7516,104,0.64363,110,0.85537,57,-0.3270,70,0.00728,30,-1.2700,79,0.20211,62,-0.2389
ENSG00000224032,EPB41L4A-AS1,61,-0.5272,89,0.06065,88,0.04818,82,-0.0791,87,0.02423,68,-0.3712,75,-0.2043,102,0.35019
ENSG00000134982,APC,140,-0.0828,167,0.20084,97,-0.7080,167,0.19980,87,-0.8222,110,-0.4577,160,0.12939,199,0.63402
ENSG00000153037,SRP19,79,0.26431,47,-0.5291,86,0.46574,48,-0.5067,77,0.23587,58,-0.2137,53,-0.3685,66,-0.0143
ENSG00000129625,REEP5,332,-0.2050,555,0.62050,661,1.06623,187,-1.0884,344,-0.1522,304,-0.3421,286,-0.4370,277,-0.5850
ENSG00000172795,DCP2,29,0.19130,24,-0.0975,31,0.31022,17,-0.5910,19,-0.4346,33,0.37691,23,-0.1538,25,-0.0383
ENSG00000047188,YTHDC2,17,-0.0101,7,-1.3425,37,1.47321,7,-1.3630,23,0.41972,12,-0.5715,9,-1.0340,14,-0.3679
ENSG00000080709,KCNN2,6,-0.9253,3,-2.0918,13,0.25724,16,0.46585,36,1.93653,5,-1.1831,4,-1.4181,10,-0.2418
ENSG00000152503,TRIM36,59,-0.0502,30,-1.0538,94,0.81399,27,-1.2101,52,-0.2396,99,0.78645,57,-0.1016,52,-0.3025
ENSG00000164221,CCDC112,43,1.52492,7,-1.3604,21,0.30456,27,0.71330,20,0.24009,15,-0.2486,13,-0.3864,8,-1.3466
ENSG00000145780,FEM1C,17,0.40290,6,-1.0461,8,-0.8723,16,0.32241,12,-0.1972,11,-0.2241,13,-0.0101,18,0.63620
ENSG00000134970,TMED7,47,-0.0720,76,0.70656,47,-0.0850,47,-0.0578,71,0.58175,42,-0.2485,30,-0.7726,45,-0.1787
ENSG00000129596,CDO1,94,1.14418,64,0.48628,40,-0.2973,40,-0.2388,61,0.40215,54,0.21665,35,-0.4445,30,-0.8162
ENSG00000145782,ATG12,51,0.23566,45,0.02823,67,0.77092,43,-0.0254,32,-0.4973,54,0.33854,29,-0.6523,32,-0.5895
ENSG00000177879,AP3S1,197,0.47676,164,0.18592,160,0.15481,76,-1.0129,138,-0.0971,154,0.07715,85,-0.8354,159,0.16623
ENSG00000145781,COMMD10,24,0.71878,27,0.90694,19,0.35350,6,-1.2542,9,-0.7971,14,-0.1383,13,-0.2820,13,-0.3633
ENSG00000092421,SEMA6A,7,-1.5011,50,1.67993,23,0.42086,46,1.52263,23,0.32613,2,-2.9147,7,-1.4458,7,-1.5887
ENSG00000172869,DMXL1,22,-0.3351,30,0.12865,46,0.97387,13,-1.1553,37,0.48868,27,-0.0503,26,-0.0753,18,-0.7397
ENSG00000133835,HSD17B4,48,-0.3567,75,0.36341,78,0.47738,84,0.54443,100,0.82369,45,-0.4629,40,-0.6243,38,-0.8615
ENSG00000205302,SNX2,67,0.48260,72,0.61081,58,0.28514,35,-0.5242,30,-0.7512,34,-0.5523,30,-0.7609,53,0.13160
ENSG00000064652,SNX24,39,1.44029,14,-0.1987,17,0.03867,10,-0.7906,15,-0.1756,13,-0.3846,9,-0.9496,16,-0.0626
ENSG00000151292,CSNK1G3,27,-0.1424,20,-0.5702,30,0.02866,29,0.01160,35,0.30836,27,-0.1355,26,-0.1927,32,0.21577
ENSG00000155324,GRAMD2B,29,0.58274,17,-0.2300,9,-1.3349,82,2.52069,4,-2.1547,4,-2.3737,18,-0.1680,16,-0.3860
ENSG00000164904,ALDH7A1,64,0.35528,44,-0.2252,24,-1.2057,126,1.51557,34,-0.6229,18,-1.5646,54,0.07588,58,0.25081
ENSG00000164902,PHAX,80,0.75884,31,-0.7288,45,-0.1965,42,-0.2667,51,0.01264,67,0.46721,32,-0.6665,53,0.10115
ENSG00000164241,C5orf63,84,0.53619,26,-1.2444,10,-2.7966,56,-0.0942,25,-1.2990,121,1.15859,34,-0.8597,98,1.08134
ENSG00000205279,CTXN3,39,1.00265,7,-1.5262,43,1.35568,7,-1.6723,13,-0.7248,7,-1.5284,22,0.08878,17,-0.4118
ENSG00000245937,LINC01184,15,-0.7810,24,-0.1182,29,0.21029,37,0.57375,32,0.35098,25,-0.0693,27,0.06006,22,-0.3116
ENSG00000064651,SLC12A2,39,-0.0092,31,-0.3334,43,0.17705,66,0.84532,44,0.17994,21,-0.9196,18,-1.1846,41,0.11547
ENSG00000066583,ISOC1,15,-0.2768,45,1.57339,14,-0.3740,11,-0.6527,20,0.19733,22,0.36146,12,-0.5639,13,-0.5125
ENSG00000169567,HINT1,901,-0.2011,1150,0.18590,1303,0.43829,723,-0.5436,728,-0.5319,844,-0.3036,858,-0.2775,1150,0.23612
ENSG00000186687,LYRM7,88,1.31834,17,-1.3127,43,0.13922,35,-0.1990,44,0.16985,40,-0.0015,26,-0.6258,34,-0.3107
ENSG00000158985,CDC42SE2,142,0.39192,43,-1.4466,127,0.23134,64,-0.8535,154,0.52407,136,0.31777,71,-0.6922,120,0.15429
ENSG00000158987,RAPGEF6,12,-0.0289,11,-0.1942,13,0.13650,12,0.01361,22,0.94983,24,1.04380,1,-3.2005,9,-0.5961
ENSG00000217128,FNIP1,26,0.81925,1,-3.5634,13,-0.3272,14,-0.1762,29,0.98026,26,0.80676,14,-0.1762,12,-0.4542
ENSG00000164398,ACSL6,75,-0.6549,158,0.51087,147,0.44694,92,-0.3477,90,-0.3779,55,-1.1216,86,-0.4538,138,0.37227
ENSG00000113522,RAD50,53,0.49427,14,-1.4970,46,0.30914,34,-0.2076,54,0.53185,43,0.16270,26,-0.6155,37,-0.1053
ENSG00000131437,KIF3A,241,0.26067,248,0.30077,312,0.78327,81,-1.4180,163,-0.3630,292,0.57099,142,-0.5753,155,-0.5292
ENSG00000164402,SEPTIN8,232,0.80626,137,-0.0587,145,0.04199,240,0.85864,112,-0.3657,118,-0.2835,89,-0.7211,114,-0.4215
ENSG00000198944,SOWAHA,112,0.03468,45,-1.3547,82,-0.4883,66,-0.7771,218,1.14008,152,0.53493,151,0.51832,98,-0.2075
ENSG00000164405,UQCRQ,454,-0.7843,785,0.06888,780,0.06532,698,-0.1182,739,-0.0279,521,-0.5740,852,0.19871,888,0.34057
ENSG00000072364,AFF4,38,-0.0725,47,0.29302,37,-0.1194,25,-0.6732,39,-0.0129,82,1.21902,25,-0.6939,34,-0.2640
ENSG00000155329,ZCCHC10,13,-0.4403,36,1.17638,18,0.05767,15,-0.2658,9,-1.0232,12,-0.6128,13,-0.5037,20,0.24881
ENSG00000170606,HSPA4,77,0.13146,68,-0.0704,106,0.73273,41,-0.8490,56,-0.3755,51,-0.5162,58,-0.3137,73,0.05714
ENSG00000113583,C5orf15,54,1.06483,36,0.37771,43,0.78937,25,-0.1951,18,-0.6821,24,-0.2410,9,-1.6231,19,-0.7141
ENSG00000213585,VDAC1,312,0.03490,376,0.33307,434,0.64824,131,-1.2988,335,0.14855,332,0.13551,189,-0.7403,272,-0.2275
ENSG00000113558,SKP1,768,0.05646,926,0.35695,1006,0.56041,631,-0.2523,663,-0.1752,595,-0.3449,574,-0.4012,661,-0.2222
ENSG00000113575,PPP2CA,251,0.09813,266,0.19253,336,0.64818,116,-1.0996,235,-0.0057,344,0.60919,141,-0.8027,191,-0.4049
ENSG00000119048,UBE2B,170,0.10467,178,0.17887,231,0.68936,81,-1.0478,165,0.05934,217,0.49476,129,-0.3357,117,-0.5851
ENSG00000237190,CDKN2AIPNL,31,-0.6392,41,-0.1923,65,0.59733,28,-0.7749,81,0.89497,33,-0.5557,59,0.37409,37,-0.4351
ENSG00000043143,JADE2,16,-0.8579,41,0.56556,47,0.91182,10,-1.5068,14,-1.0707,37,0.38821,24,-0.2748,27,-0.1510
ENSG00000152700,SAR1B,39,0.01782,50,0.42113,45,0.27268,40,0.07037,47,0.33167,39,0.01531,20,-1.0230,33,-0.3051
ENSG00000164615,CAMLG,120,0.01573,133,0.18154,173,0.69738,71,-0.8005,148,0.35076,76,-0.6921,87,-0.4920,109,-0.1747
ENSG00000145833,DDX46,39,0.48697,16,-0.9113,32,0.19460,27,-0.1228,30,0.07061,28,-0.0716,23,-0.3560,30,0.09042
ENSG00000181904,C5orf24,62,0.72887,42,0.11147,38,-0.0776,28,-0.5398,56,0.56270,56,0.56754,19,-1.1299,32,-0.4062
ENSG00000113621,TXNDC15,61,0.75670,45,0.26931,34,-0.2250,34,-0.1652,37,-0.0609,69,0.96305,26,-0.5941,27,-0.6440
ENSG00000113648,H2AFY,90,0.19188,84,0.08815,84,0.09025,62,-0.3942,99,0.33980,100,0.35558,62,-0.3947,71,-0.2249
ENSG00000145824,CXCL14,23,-2.7340,658,2.84020,65,-1.2949,127,-0.1863,120,-0.2696,68,-1.1372,225,0.73759,74,-1.1910
ENSG00000120708,TGFBI,0,-9.4250,5,-2.6313,123,3.19881,10,-1.7676,47,0.56544,1,-4.7656,20,-0.7933,11,-1.8001
ENSG00000113658,SMAD5,7,-1.1016,1,-3.9664,19,0.41976,14,-0.1188,27,0.99253,6,-1.3472,9,-0.6565,20,0.66094
ENSG00000271824,SMIM32,0,-8.0411,3,-1.8349,48,3.26413,0,-4.5989,15,0.25486,0,-7.1641,12,-0.0502,4,-1.8904
ENSG00000152377,SPOCK1,100,-0.8438,218,0.38036,212,0.37212,127,-0.4712,183,0.09893,296,0.89039,100,-0.8402,149,-0.2846
ENSG00000146021,KLHL3,22,0.43365,27,0.73073,17,0.05828,13,-0.3840,11,-0.5908,20,0.23397,9,-0.9681,16,-0.0680
ENSG00000177733,HNRNPA0,116,0.05578,103,-0.1295,140,0.40424,62,-0.9079,106,-0.0932,152,0.48494,95,-0.2598,106,-0.1039
ENSG00000031003,FAM13B,39,0.41551,31,0.05377,37,0.34032,20,-0.6703,27,-0.2059,21,-0.5634,20,-0.6183,34,0.22872
ENSG00000112981,NME5,20,-0.2965,19,-0.3480,33,0.54131,12,-1.0054,23,-0.0752,37,0.65617,25,0.03656,22,-0.2149
ENSG00000112983,BRD8,59,0.72959,44,0.26514,49,0.49995,32,-0.2253,36,-0.0657,41,0.13465,16,-1.2913,28,-0.5210
ENSG00000094880,CDC23,16,-0.4636,21,-0.0957,34,0.82283,13,-0.7697,36,0.77604,13,-0.8345,21,-0.0510,18,-0.3948
ENSG00000120709,FAM53C,34,0.10389,23,-0.5149,26,-0.3546,26,-0.2671,66,1.22686,50,0.74352,19,-0.7609,26,-0.3777
ENSG00000120733,KDM3B,47,0.99618,13,-0.9875,27,0.08790,19,-0.4666,17,-0.6593,18,-0.5273,28,0.14351,28,0.21491
ENSG00000132563,REEP2,175,0.05344,186,0.15103,202,0.32045,89,-0.9974,195,0.22207,228,0.47973,151,-0.1781,145,-0.3032
ENSG00000120738,EGR1,106,0.40232,15,-2.5068,137,0.95538,38,-1.1825,87,0.08229,137,0.83065,44,-0.9595,69,-0.3527
ENSG00000120705,ETF1,69,0.57817,35,-0.5006,65,0.52245,25,-0.9858,58,0.28219,61,0.35884,38,-0.3765,39,-0.4071
ENSG00000113013,HSPA9,224,0.35951,257,0.58670,234,0.48721,119,-0.6382,140,-0.3812,157,-0.2037,126,-0.5500,159,-0.2265
ENSG00000044115,CTNNA1,69,0.44193,58,0.17931,37,-0.5631,134,1.59327,35,-0.6258,36,-0.5508,30,-0.8492,46,-0.2574
ENSG00000146006,LRRTM2,117,2.14890,35,0.05134,15,-1.3587,13,-1.4567,21,-0.7533,52,0.69010,5,-2.8193,34,0.01713
ENSG00000120725,SIL1,32,0.63706,27,0.33127,24,0.16969,19,-0.1645,20,-0.1170,16,-0.4283,19,-0.1831,19,-0.2698
ENSG00000120727,PAIP2,136,-0.1601,323,1.26758,192,0.44144,156,0.05422,116,-0.4078,93,-0.7514,109,-0.5012,114,-0.5332
ENSG00000170464,DNAJC18,21,-0.9334,71,1.01210,45,0.29254,33,-0.2424,35,-0.1268,40,0.06630,24,-0.6991,35,-0.1406
ENSG00000131508,UBE2D2,163,0.28448,145,0.09516,163,0.31332,102,-0.4529,143,0.06614,109,-0.3607,103,-0.4404,138,0.01504
ENSG00000171604,CXXC5,79,-0.6013,48,-1.3636,112,-0.0652,108,-0.1204,184,0.74475,292,1.55818,65,-0.9068,94,-0.4136
ENSG00000146005,PSD2,72,0.84736,20,-1.1341,26,-0.8136,62,0.58896,32,-0.4645,40,-0.1017,46,0.11790,49,0.26231
ENSG00000185129,PURA,52,0.23654,29,-0.6740,31,-0.5960,46,0.06503,53,0.28043,110,1.53381,26,-0.8426,37,-0.3519
ENSG00000182700,IGIP,81,0.58712,68,0.29985,65,0.26202,43,-0.3966,45,-0.3314,63,0.19390,47,-0.2687,46,-0.3620
ENSG00000120306,CYSTM1,88,-0.2061,128,0.38644,87,-0.2555,113,0.18517,77,-0.4149,117,0.24139,78,-0.3983,111,0.18986
ENSG00000113068,PFDN1,96,-0.2724,173,0.66543,136,0.30338,94,-0.3035,130,0.19946,105,-0.1412,91,-0.3677,100,-0.2604
ENSG00000131503,ANKHD1,34,0.37011,22,-0.3089,33,0.38920,40,0.62826,35,0.41532,24,-0.1585,18,-0.5968,18,-0.6803
ENSG00000213523,SRA1,23,-0.8116,34,-0.1982,43,0.20483,47,0.33128,57,0.62323,28,-0.4781,38,-0.0073,36,-0.0990
ENSG00000113108,APBB3,30,-0.2484,69,1.08882,57,0.87002,24,-0.6328,21,-0.8214,46,0.41864,29,-0.3273,20,-1.0621
ENSG00000176087,SLC35A4,11,-0.4251,19,0.33111,16,0.05998,17,0.18385,13,-0.2611,18,0.25802,15,0.00313,14,-0.1398
ENSG00000170458,CD14,13,-0.4711,5,-1.6661,6,-1.7223,57,2.08086,7,-1.2502,20,0.23949,10,-0.7642,22,0.45970
ENSG00000131495,NDUFA2,173,-0.5806,312,0.34598,284,0.21712,294,0.24701,256,0.02729,161,-0.6946,235,-0.1062,256,0.03456
ENSG00000113141,IK,68,0.29850,57,0.00257,81,0.64939,74,0.43802,58,0.02941,59,0.05300,29,-1.0171,39,-0.6960
ENSG00000170445,HARS,88,0.43785,49,-0.4878,98,0.69437,45,-0.6092,65,-0.0434,78,0.23273,36,-0.9395,60,-0.2088
ENSG00000112855,HARS2,17,0.72392,10,-0.1670,16,0.71811,4,-1.3919,11,0.06621,15,0.49620,15,0.52465,5,-1.3543
ENSG00000146007,ZMAT2,179,0.37018,113,-0.3548,140,-0.0263,106,-0.4510,154,0.12706,162,0.21029,85,-0.7948,161,0.25455
ENSG00000178913,TAF7,112,0.47085,86,0.05348,122,0.70607,67,-0.3370,85,0.04005,51,-0.7570,50,-0.7899,74,-0.2395
ENSG00000131504,DIAPH1,38,1.07793,16,-0.2784,17,-0.2441,8,-1.3287,20,0.02451,28,0.57297,18,-0.1575,18,-0.1763
ENSG00000171720,HDAC3,31,0.37512,15,-0.7513,36,0.68793,20,-0.2909,25,0.04304,15,-0.7729,18,-0.5030,25,0.01892
ENSG00000164620,RELL2,22,-0.9499,59,0.60231,64,0.82522,23,-0.8546,61,0.64118,19,-1.1896,42,0.03487,32,-0.4599
ENSG00000081791,DELE1,14,0.17602,4,-1.6305,11,-0.1418,19,0.67606,19,0.67041,12,-0.1163,20,0.77833,9,-0.6431
ENSG00000013561,RNF14,60,0.67184,37,-0.1242,58,0.69982,22,-0.8830,35,-0.1783,26,-0.6168,30,-0.4218,36,-0.1698
ENSG00000113552,GNPDA1,43,0.30398,77,1.29480,39,0.15940,15,-1.3250,32,-0.1437,44,0.33688,26,-0.5011,25,-0.6327
ENSG00000131507,NDFIP1,850,0.48442,869,0.51995,929,0.72082,279,-1.2535,640,0.02667,586,-0.1125,417,-0.6414,476,-0.5298
ENSG00000187678,SPRY4,10,-0.2469,34,1.76546,16,0.53125,1,-3.1816,11,-0.1568,3,-1.9878,19,0.78658,7,-0.9714
ENSG00000113578,FGF1,65,0.64751,44,0.02644,17,-1.5052,172,2.48199,11,-2.0027,27,-0.7390,16,-1.4876,36,-0.3625
ENSG00000145819,ARHGAP26,79,0.61867,47,-0.2300,49,-0.1616,22,-1.3381,70,0.40690,82,0.67011,40,-0.4675,52,-0.0733
