Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000198648,STK39,20,-2.6376,204,1.25941,168,0.58395,86,-0.5726,64,-0.9307,83,-0.5782
ENSG00000172292,CERS6,36,-1.7420,204,1.31299,50,-1.2849,134,0.31532,51,-1.2360,57,-1.1618
ENSG00000138398,PPIG,135,-0.2523,204,0.52600,200,0.37159,146,-0.1607,120,-0.4294,119,-0.4848
ENSG00000213160,KLHL23,22,-2.2529,204,1.73784,80,-0.3468,100,0.01251,47,-1.1388,18,-2.7049
ENSG00000138385,SSB,1,-6.1935,204,1.46974,70,-0.6764,117,0.14748,101,-0.1153,31,-2.0098
ENSG00000144357,UBR3,189,0.57785,204,0.95005,22,-2.6778,131,-0.0099,103,-0.3919,67,-1.1254
ENSG00000128683,GAD1,127,0.29024,204,1.55263,0,-7.2481,53,-1.2321,66,-0.7261,100,-0.0983
ENSG00000115806,GORASP2,1,-5.7977,204,2.42234,24,-1.8380,47,-1.0223,73,-0.1906,30,-1.6344
ENSG00000198586,TLK1,74,-0.6364,204,1.38815,0,-7.3251,95,-0.3135,111,-0.0068,74,-0.6872
ENSG00000071967,CYBRD1,1,-6.1190,204,1.62568,139,0.48047,19,-2.8225,197,1.06740,66,-0.7587
ENSG00000077380,DYNC1I2,169,-0.0558,204,0.30601,361,1.20084,98,-1.0625,168,-0.0694,163,-0.1242
ENSG00000091409,ITGA6,1,-6.0583,204,1.75961,259,1.63889,26,-2.2879,87,-0.2101,27,-2.0561
ENSG00000091428,RAPGEF4,136,-0.5377,204,0.11808,5,-5.3524,143,-0.5615,153,-0.3588,390,1.39533
ENSG00000138430,OLA1,128,-0.1539,204,0.78212,55,-1.4397,162,0.27142,125,-0.1900,76,-1.0364
ENSG00000138433,CIR1,1,-5.9796,204,1.94484,96,0.03901,68,-0.6128,46,-1.0940,37,-1.5013
ENSG00000163328,GPR155,86,-0.6587,204,0.96814,86,-0.6598,120,-0.1707,88,-0.6179,106,-0.3707
ENSG00000128656,CHN1,341,-1.5501,204,-2.5737,294,-1.7717,2257,2.34168,893,-0.0797,710,-0.4784
ENSG00000115966,ATF2,1,-5.8683,204,2.23313,59,-0.5852,53,-0.8935,58,-0.6177,32,-1.5936
ENSG00000154518,ATP5MC3,2,-5.9731,204,0.40008,166,-0.0120,183,0.17683,272,0.78535,122,-0.5417
ENSG00000144320,LNPK,454,2.06435,204,0.81531,48,-1.6205,98,-0.6535,56,-1.3822,35,-2.1845
ENSG00000128654,MTX2,1,-6.2052,204,1.44618,61,-0.9047,135,0.42161,58,-0.9767,36,-1.8037
ENSG00000170144,HNRNPA3,558,1.30912,204,-0.4287,557,1.30752,171,-0.7461,201,-0.3695,183,-0.5655
ENSG00000116044,NFE2L2,18,-2.7282,204,1.42030,259,1.42843,25,-2.4875,133,0.29608,61,-0.9981
ENSG00000079156,OSBPL6,1,-5.8591,204,2.25897,40,-1.1755,60,-0.6780,61,-0.5395,28,-1.8143
ENSG00000180228,PRKRA,43,-1.2485,204,1.82403,46,-1.1412,71,-0.5762,57,-0.8243,49,-1.1431
ENSG00000116095,PLEKHA3,1,-5.9024,204,2.14103,1,-6.2361,75,-0.3348,33,-1.4810,54,-0.8460
ENSG00000170035,UBE2E3,68,-0.8085,204,1.31969,87,-0.4333,89,-0.4758,119,0.06258,54,-1.2285
ENSG00000138434,ITPRID2,241,0.99641,204,0.95975,119,-0.1620,72,-1.0968,116,-0.2032,73,-0.9873
ENSG00000115252,PDE1A,1,-6.1352,204,1.59104,18,-2.5985,130,0.44943,33,-1.7457,48,-1.2719
ENSG00000077232,DNAJC10,103,-0.0291,204,1.58055,184,0.92433,44,-1.5312,44,-1.3364,40,-1.5695
ENSG00000061676,NCKAP1,51,-2.6130,204,-0.6577,357,0.33592,467,1.06809,385,0.46036,189,-0.7226
ENSG00000065548,ZC3H15,73,-1.2195,204,0.46341,91,-0.8935,237,0.80642,109,-0.6259,98,-0.8464
ENSG00000138448,ITGAV,116,-0.2660,204,0.85092,231,0.84804,82,-0.9411,179,0.42374,64,-1.2484
ENSG00000144369,FAM171B,210,-0.3049,204,-0.4315,103,-1.3851,309,0.39358,568,1.33847,195,-0.4633
ENSG00000128699,ORMDL1,1,-5.8060,204,2.41154,18,-2.2762,41,-1.2733,61,-0.4825,50,-0.8350
ENSG00000151690,MFSD6,146,0.10049,204,0.86716,33,-2.1364,175,0.52175,54,-1.4249,67,-1.1879
ENSG00000115419,GLS,242,0.36893,204,0.11452,146,-0.4339,284,0.84105,132,-0.5895,67,-1.7049
ENSG00000144339,TMEFF2,187,1.02214,204,1.71123,1,-6.7575,70,-0.6649,32,-1.7234,32,-1.8399
ENSG00000196950,SLC39A10,92,-1.1010,204,0.15638,312,0.82543,257,0.66232,121,-0.6861,82,-1.3690
ENSG00000197121,PGAP1,235,1.05450,204,1.10659,60,-1.1029,100,-0.4174,75,-0.7773,42,-1.7386
ENSG00000115524,SF3B1,403,1.40026,204,0.30868,324,1.01450,79,-1.4124,134,-0.4201,109,-0.8037
ENSG00000144381,HSPD1,67,-1.4528,204,0.31519,248,0.57001,166,-0.0943,197,0.19620,148,-0.2809
ENSG00000115541,HSPE1,116,-0.6750,204,0.26792,175,-0.0333,178,-4.1599,310,0.90716,108,-0.8414
ENSG00000115540,MOB4,1,-6.0612,204,1.75328,43,-1.2919,97,-0.0444,60,-0.7801,43,-1.3685
ENSG00000162944,RFTN2,118,0.45613,204,2.14105,22,-2.1211,20,-2.4816,94,0.08981,36,-1.4635
ENSG00000178074,C2orf69,69,-0.7933,204,1.29349,52,-1.2257,130,0.23956,64,-0.9145,43,-1.6013
ENSG00000196141,SPATS2L,251,1.04042,204,0.92691,207,0.71745,66,-1.2486,112,-0.2681,43,-1.8252
ENSG00000082153,BZW1,1,-6.4961,204,0.90897,262,1.10784,108,-0.4221,107,-0.3477,86,-0.7478
ENSG00000013441,CLK1,234,0.68084,204,0.58698,296,1.07982,90,-0.9708,126,-0.3159,78,-1.1319
ENSG00000155744,FAM126B,68,-0.7205,204,1.47350,15,-2.9812,115,0.11805,78,-0.5066,39,-1.6732
ENSG00000119013,NDUFB3,61,-0.7764,204,1.68183,55,-0.9436,70,-0.6918,107,0.08671,36,-1.6787
ENSG00000115993,TRAK2,34,-1.8324,204,1.34541,117,0.04584,95,-0.3356,47,-1.3417,77,-0.6487
ENSG00000116030,SUMO1,1,-6.3740,204,1.12352,22,-2.5630,141,0.26801,105,-0.2586,98,-0.3984
ENSG00000055044,NOP58,14,-2.8875,204,1.87101,97,0.01735,55,-1.0013,38,-1.3894,64,-0.6793
ENSG00000204217,BMPR2,444,1.33166,204,0.03335,333,0.83282,180,-0.2052,124,-0.7410,75,-1.5952
ENSG00000163596,ICA1L,12,-2.9013,204,2.19550,1,-6.1092,61,-0.6641,54,-0.7543,51,-0.9065
ENSG00000138443,ABI2,85,-1.6907,204,-0.4452,95,-1.5136,485,1.49566,218,-0.2598,183,-0.5838
ENSG00000173166,RAPH1,1,-6.0406,204,1.80038,126,0.41179,71,-0.6053,31,-1.7190,47,-1.2132
ENSG00000023228,NDUFS1,177,0.16642,204,0.51137,117,-0.4847,148,-0.1418,178,0.17594,113,-0.5865
ENSG00000114942,EEF1B2,63,-1.8731,204,-0.1127,334,0.70823,180,-0.3454,208,-0.0543,308,0.65915
ENSG00000114948,ADAM23,102,-0.0770,204,1.50965,34,-1.7523,109,0.02847,51,-1.1505,28,-2.1263
ENSG00000118246,FASTKD2,45,-1.1484,204,1.90788,85,-0.1737,64,-0.7327,37,-1.4221,37,-1.5456
ENSG00000188674,C2orf80,25,-2.2118,204,1.44915,28,-2.0418,133,0.40113,53,-1.1113,44,-1.4793
ENSG00000078018,MAP2,1391,0.37108,204,-2.8201,450,-1.3759,1982,1.35487,1467,0.45862,1139,0.05504
ENSG00000144406,UNC80,80,-0.4572,204,1.52504,39,-1.5375,75,-0.6659,90,-0.2595,65,-0.8245
ENSG00000115365,LANCL1,84,-0.5955,204,1.13605,167,0.49304,77,-0.8684,76,-0.7468,92,-0.4962
ENSG00000178568,ERBB4,342,1.53995,204,0.84904,50,-1.5259,87,-0.8445,89,-0.6816,80,-0.8977
ENSG00000144451,SPAG16,81,-0.2037,204,2.01836,42,-1.1978,41,-1.4107,55,-0.7880,49,-1.0498
ENSG00000115414,FN1,532,0.98676,204,-0.6746,1852,3.76021,7,-5.7449,62,-2.3310,68,-2.3216
ENSG00000079246,XRCC5,127,-0.3249,204,0.55899,348,1.34317,103,-0.7675,176,0.19453,72,-1.2651
ENSG00000260804,LINC01963,174,0.71228,204,1.38360,89,-0.3584,72,-0.8163,56,-1.0602,43,-1.5401
ENSG00000197756,RPL37A,967,-0.3702,204,-2.9766,2489,1.18107,1181,-0.0708,1524,0.35225,2165,1.09295
ENSG00000115461,IGFBP5,465,1.28748,204,-0.1065,616,1.81192,156,-0.6012,61,-1.9005,72,-1.7665
ENSG00000163466,ARPC2,71,-1.4112,204,0.25922,174,-0.0468,260,0.79888,139,-0.3951,99,-0.9962
ENSG00000127837,AAMP,1,-5.8772,204,2.20897,61,-0.5556,44,-1.2318,110,0.37641,23,-2.1457
ENSG00000127838,PNKD,1,-6.3461,204,1.17448,87,-0.5189,84,-0.6724,168,0.53103,105,-0.2397
ENSG00000135926,TMBIM1,1,-6.0361,204,1.81080,171,0.91891,32,-1.9129,115,0.26284,39,-1.4834
ENSG00000144579,CTDSP1,1,-6.0390,204,1.80391,256,1.63737,19,-2.7225,37,-1.4860,57,-0.9064
ENSG00000171450,CDK5R2,1,-6.8255,204,0.38640,25,-2.8418,272,1.05725,123,-0.4974,141,-0.3105
ENSG00000144567,RETREG2,1,-6.9569,204,0.19479,152,-0.3097,262,0.74859,203,0.14599,140,-0.4721
ENSG00000198925,ATG9A,107,0.05708,204,1.64112,52,-1.0570,74,-0.6200,44,-1.2950,48,-1.2487
ENSG00000127824,TUBA4A,89,-1.1183,204,0.20249,51,-1.9432,286,0.96811,152,-0.2969,132,-0.5630
ENSG00000135924,DNAJB2,257,0.32243,204,-0.0585,73,-1.6097,271,0.53654,129,-0.7524,212,0.02139
ENSG00000054356,PTPRN,34,-3.0592,204,-0.4943,37,-2.9495,526,1.66174,187,-0.5377,230,-0.2436
ENSG00000123989,CHPF,20,-2.6323,204,1.20325,67,-0.8836,101,-0.3178,90,-0.4456,112,-0.1209
ENSG00000188760,TMEM198,1,-5.8583,204,2.26099,0,-6.7651,73,-0.3184,46,-0.9710,35,-1.4527
ENSG00000124006,OBSL1,1,-5.7232,204,2.67509,0,-6.8183,25,-1.9382,49,-0.7263,63,-0.3824
ENSG00000114923,SLC4A3,156,0.20666,204,0.86366,75,-0.9353,129,-0.1083,71,-1.0041,102,-0.5016
ENSG00000116106,EPHA4,1,-6.2592,204,1.33905,108,-0.0885,143,0.46734,60,-0.9973,23,-2.5419
ENSG00000116120,FARSB,1,-5.9374,204,2.05002,50,-0.9093,81,-0.2245,37,-1.3509,29,-1.8297
ENSG00000123983,ACSL3,214,0.22340,204,0.18723,147,-0.3701,204,0.19210,250,0.47855,104,-0.9648
ENSG00000171951,SCG2,1,-6.7379,204,0.51882,70,-1.2569,200,0.47354,133,-0.2838,167,0.08814
ENSG00000135919,SERPINE2,294,0.33428,204,-0.3080,157,-0.6563,201,-0.3349,709,1.88062,128,-1.0390
ENSG00000036257,CUL3,1,-5.9720,204,1.96220,62,-0.6367,58,-0.8620,103,0.15735,37,-1.4983
ENSG00000168958,MFF,1,-6.0217,204,1.84439,36,-1.4780,59,-0.8999,101,0.06849,68,-0.6020
ENSG00000173744,AGFG1,1,-6.2702,204,1.31782,248,1.28344,95,-0.3664,51,-1.2405,34,-1.9653
ENSG00000153820,SPHKAP,1,-6.1755,204,1.50681,28,-2.0370,138,0.51696,56,-1.0119,37,-1.7375
ENSG00000187957,DNER,62,-1.6832,204,0.17063,87,-1.1726,182,-0.0584,275,0.62081,239,0.44676
ENSG00000153827,TRIP12,258,1.12101,204,0.96707,101,-0.4070,84,-0.8158,63,-1.1327,78,-0.8611
ENSG00000135932,CAB39,1,-6.3718,204,1.12747,92,-0.4593,131,0.12941,107,-0.2190,75,-0.8365
ENSG00000135916,ITM2C,239,-1.3933,204,-1.8576,363,-0.7641,703,0.34856,1650,1.75703,777,0.49236
ENSG00000204128,C2orf72,1,-5.8406,204,2.31088,0,-6.6693,48,-1.0394,112,0.43565,34,-1.4880
ENSG00000173692,PSMD1,1,-6.7132,204,0.55695,132,-0.2612,200,0.51767,121,-0.3957,126,-0.3722
ENSG00000115053,NCL,233,0.20320,204,-0.0120,286,0.53883,208,0.03135,135,-0.6437,182,-0.2051
ENSG00000187514,PTMA,916,0.73685,204,-1.8282,1773,1.93494,444,-0.5131,536,-0.1304,619,0.10816
ENSG00000115468,EFHD1,1,-6.3797,204,1.11235,316,1.58737,20,-2.9866,171,0.51892,102,-0.3383
ENSG00000204120,GIGYF2,268,1.55038,204,1.51106,25,-2.1814,41,-1.6646,56,-0.9977,48,-1.3189
ENSG00000182600,SNORC,7,-3.7243,204,2.07626,67,-0.4698,33,-1.7364,90,-0.0151,60,-0.6864
ENSG00000066248,NGEF,38,-1.4805,204,1.73548,0,-7.1026,103,0.07211,42,-1.3103,48,-1.2059
ENSG00000188042,ARL4C,1,-5.9591,204,1.99523,19,-2.3823,73,-0.4512,54,-0.8248,57,-0.8216
ENSG00000157985,AGAP1,213,0.87610,204,1.09650,21,-2.6696,64,-1.1931,97,-0.3866,118,-0.0925
ENSG00000198612,COPS8,1,-6.3494,204,1.16855,52,-1.3064,119,-0.0392,145,0.28133,84,-0.6138
ENSG00000124831,LRRFIP1,221,0.99607,204,1.18583,138,0.22196,66,-1.0831,86,-0.5306,35,-1.9674
ENSG00000132329,RAMP1,188,-0.0497,204,0.09739,156,-0.3427,159,-0.3826,432,1.34044,135,-0.6106
ENSG00000184182,UBE2F,1,-5.8923,204,2.16792,71,-0.3349,48,-1.0957,51,-0.8517,46,-1.0734
ENSG00000065802,ASB1,1,-5.9206,204,2.09310,81,-0.1655,60,-0.7457,36,-1.3965,40,-1.3196
ENSG00000130414,NDUFA10,1,-6.4661,204,0.96040,134,0.02651,157,0.36748,59,-1.2265,85,-0.7385
ENSG00000172428,COPS9,234,-0.5920,204,-0.9524,341,-0.0077,339,-0.0200,687,1.15698,438,0.44842
ENSG00000063660,GPC1,146,-0.1483,204,0.49183,105,-0.6581,160,-0.0097,214,0.46211,106,-0.7056
ENSG00000130294,KIF1A,307,-0.7588,204,-1.5850,163,-1.7135,795,1.02478,587,0.25434,728,0.69192
ENSG00000115685,PPP1R7,45,-1.7546,204,0.73680,90,-0.7327,183,0.49523,108,-0.4585,92,-0.7566
ENSG00000115677,HDLBP,47,-2.0556,204,0.21453,243,0.45561,221,0.38829,127,-0.5719,162,-0.2174
ENSG00000168385,SEPTIN2,171,-0.1270,204,0.19177,279,0.66339,126,-0.7178,243,0.43810,178,-0.0718
ENSG00000115694,STK25,4,-5.3016,204,0.50932,124,-0.3943,192,0.38576,137,-0.2407,151,-0.0984
ENSG00000176720,BOK,179,1.00596,204,1.82021,42,-1.2706,18,-2.8139,19,-2.4666,83,-0.2788
ENSG00000168397,ATG4B,2,-5.4201,204,2.26278,91,0.09266,43,-1.2500,41,-1.1419,37,-1.3743
ENSG00000134121,CHL1,197,-0.0041,204,0.06217,133,-0.6130,258,0.55718,171,-0.2263,143,-0.5437
ENSG00000113851,CRBN,1,-5.9503,204,2.01720,47,-1.0311,53,-1.0142,33,-1.5327,80,-0.2344
ENSG00000150995,ITPR1,81,-0.3790,204,1.61114,21,-2.3586,81,-0.4760,47,-1.2225,70,-0.6761
ENSG00000134107,BHLHE40,99,-0.3674,204,1.09206,354,1.79061,58,-1.3579,93,-0.4641,21,-2.7703
ENSG00000134108,ARL8B,89,-0.8772,204,0.53241,145,-0.1379,172,0.17084,150,-0.0774,113,-0.5724
ENSG00000196220,SRGAP3,45,-1.5702,204,1.07039,53,-1.3272,156,0.43661,94,-0.4499,58,-1.2833
ENSG00000168137,SETD5,284,1.51715,204,1.29628,113,-0.0397,36,-1.9895,35,-1.7933,60,-1.0811
ENSG00000156959,LHFPL4,147,0.61011,204,1.70563,14,-2.9444,90,-0.2231,22,-2.2962,23,-2.3610
ENSG00000134072,CAMK1,1,-6.0737,204,1.72508,59,-0.8117,102,0.04655,57,-0.8693,33,-1.7990
ENSG00000171148,TADA3,94,-0.5398,204,0.92833,35,-1.9961,130,-0.0510,103,-0.3968,116,-0.2398
ENSG00000241553,ARPC4,32,-2.5200,204,0.34136,205,0.27829,204,0.34130,152,-0.1993,143,-0.3276
ENSG00000163703,CRELD1,1,-6.1214,204,1.62062,96,-0.1257,99,-0.0845,34,-1.6777,50,-1.2130
ENSG00000163704,PRRT3,1,-6.0361,204,1.81083,37,-1.4730,98,0.00256,29,-1.8236,51,-1.0820
ENSG00000125037,EMC3,115,0.23737,204,1.77106,57,-0.8385,51,-1.1979,63,-0.6868,44,-1.3298
ENSG00000254999,BRK1,97,-0.8179,204,0.43276,140,-0.2635,208,0.48266,139,-0.2720,103,-0.8020
ENSG00000157014,TATDN2,4,-4.3409,204,2.20358,17,-2.4655,64,-0.5974,53,-0.7852,43,-1.1590
ENSG00000157087,ATP2B2,165,-0.5516,204,-0.2741,22,-3.4801,388,1.12454,230,-0.0311,196,-0.3147
ENSG00000157103,SLC6A1,101,-1.4536,204,-0.4713,393,0.66510,183,-0.6674,558,1.26802,330,0.42598
ENSG00000144560,VGLL4,1,-6.2703,204,1.31740,245,1.26676,76,-0.7706,79,-0.5788,49,-1.3789
ENSG00000157152,SYN2,231,-0.5672,204,-0.9028,149,-1.2344,626,1.48959,248,-0.4628,272,-0.3508
ENSG00000132155,RAF1,6,-3.8062,204,2.20731,50,-0.8603,59,-0.7123,60,-0.5842,28,-1.8520
ENSG00000144713,RPL32,1353,0.65824,204,-2.5119,1860,1.20578,759,-0.3326,1209,0.47240,1307,0.68540
ENSG00000144711,IQSEC1,1,-7.0687,204,0.02573,234,0.24096,252,0.46961,170,-0.2614,220,0.15631
ENSG00000163517,HDAC11,1,-6.1230,204,1.61720,0,-7.2177,74,-0.6221,111,0.10775,97,-0.1203
ENSG00000170860,LSM3,1,-6.1076,204,1.65056,97,-0.0920,71,-0.6859,96,-0.0988,55,-1.0386
ENSG00000225733,FGD5-AS1,204,0.17830,204,0.21983,229,0.36151,164,-0.2038,200,0.14623,136,-0.5065
ENSG00000177463,NR2C2,89,-0.1976,204,1.69079,117,0.23446,45,-1.4198,43,-1.2996,58,-0.9226
ENSG00000131368,MRPS25,81,-0.1819,204,2.05262,26,-1.8647,56,-0.8839,66,-0.4918,24,-2.1316
ENSG00000131381,RBSN,1,-5.9658,204,1.97892,50,-0.9525,62,-0.7409,83,-0.1744,45,-1.2013
ENSG00000131370,SH3BP5,5,-4.1712,204,2.02232,69,-0.4512,68,-0.5551,49,-0.9609,35,-1.5523
ENSG00000206560,ANKRD28,379,1.93641,204,1.10794,61,-1.0896,67,-1.1196,27,-2.2951,43,-1.6959
ENSG00000131374,TBC1D5,1,-5.9461,204,2.02800,5,-4.1805,54,-0.9539,95,0.05639,66,-0.5488
ENSG00000182568,SATB1,1,-6.2324,204,1.39163,2,-5.7724,97,-0.2638,104,-0.1203,110,-0.0307
ENSG00000144566,RAB5A,59,-1.1297,204,1.10426,17,-2.9248,109,-0.2585,140,0.19153,106,-0.2680
ENSG00000114166,KAT2B,1,-6.2511,204,1.35499,129,0.20725,39,-1.8293,186,0.80675,100,-0.2089
ENSG00000182247,UBE2E2,1,-5.7798,204,2.49165,16,-2.4171,48,-0.9700,43,-0.9946,41,-1.1162
ENSG00000170142,UBE2E1,1,-6.1014,204,1.66389,133,0.42294,49,-1.2993,111,0.13520,59,-0.9042
ENSG00000174748,RPL15,550,0.05337,204,-1.6814,1077,1.17498,596,0.23388,777,0.61577,521,-0.0353
ENSG00000174738,NR1D2,138,0.55460,204,1.80108,61,-0.7211,37,-1.6997,50,-1.0214,52,-1.0356
ENSG00000151090,THRB,135,0.09445,204,1.03658,52,-1.3572,116,-0.1878,85,-0.6236,86,-0.6701
ENSG00000077097,TOP2B,33,-1.9717,204,1.11638,104,-0.2707,86,-0.6726,172,0.52790,91,-0.5259
ENSG00000179796,LRRC3B,1,-5.7986,204,2.43418,3,-4.7816,43,-1.1618,116,0.54174,24,-1.9509
ENSG00000163512,AZI2,1,-5.8625,204,2.24949,34,-1.4296,54,-0.8620,65,-0.4451,39,-1.3084
ENSG00000163527,STT3B,2,-5.5566,204,1.48261,151,0.53421,82,-0.5220,91,-0.2658,45,-1.4375
ENSG00000152642,GPD1L,1,-6.0585,204,1.75955,9,-3.5364,99,0.00187,34,-1.6190,68,-0.6239
ENSG00000170275,CRTAP,20,-2.4780,204,1.55026,234,1.32906,35,-1.9139,40,-1.4973,78,-0.5291
ENSG00000153560,UBP1,1,-5.9647,204,1.98147,83,-0.1721,75,-0.4110,43,-1.1850,29,-1.8553
ENSG00000163539,CLASP2,826,1.80402,204,-0.6606,173,-0.7999,368,0.49881,204,-0.5510,135,-1.2605
ENSG00000170248,PDCD6IP,98,-0.0711,204,1.66431,82,-0.3326,56,-1.0909,53,-1.0172,56,-1.0055
ENSG00000172995,ARPP21,1,-6.6159,204,0.71059,88,-0.7835,232,1.02978,117,-0.3458,46,-1.8730
ENSG00000178567,EPM2AIP1,97,-0.1718,204,1.49819,60,-0.8931,81,-0.5338,57,-0.9797,58,-1.0165
ENSG00000093167,LRRFIP2,317,1.78678,204,1.38638,35,-1.7768,51,-1.3982,42,-1.4840,37,-1.7739
ENSG00000144674,GOLGA4,706,2.52267,204,0.30291,133,-0.4283,71,-1.5815,99,-0.8791,83,-1.2272
ENSG00000144677,CTDSPL,1,-5.8116,204,2.39544,16,-2.4741,43,-1.1696,37,-1.2272,61,-0.5339
ENSG00000060971,ACAA1,101,-0.0084,204,1.69267,6,-4.1742,61,-0.9363,104,0.04170,55,-1.0173
ENSG00000114742,WDR48,59,-0.7757,204,1.80676,56,-0.8634,74,-0.5151,56,-0.8670,35,-1.6666
ENSG00000168028,RPSA,191,-0.9279,204,-0.9768,693,1.14539,289,-0.3533,372,0.10790,544,0.84068
ENSG00000168314,MOBP,647,1.58610,204,-0.4254,171,-0.6235,55,-2.5741,63,-2.1187,572,1.63357
ENSG00000114784,EIF1B,1,-6.3336,204,1.19759,133,0.16474,102,-0.3048,97,-0.3366,85,-0.5813
ENSG00000188846,RPL14,421,0.32718,204,-0.9562,471,0.51207,394,0.28063,303,-0.1988,394,0.24667
ENSG00000168036,CTNNB1,318,0.18104,204,-0.6233,721,1.58443,239,-0.3321,366,0.41005,195,-0.6387
ENSG00000182606,TRAK1,102,-0.1919,204,1.30566,101,-0.2105,63,-1.0908,161,0.54095,52,-1.3112
ENSG00000187094,CCK,104,-2.5907,204,-1.8200,346,-0.7995,1279,2.01021,688,0.27553,394,-0.6552
ENSG00000093183,SEC22C,5,-4.3269,204,1.72069,125,0.34739,65,-0.7948,56,-0.8884,55,-0.9933
ENSG00000008324,SS18L2,1,-5.9699,204,1.96866,40,-1.3049,103,0.21130,39,-1.3196,12,-3.2076
ENSG00000114857,NKTR,291,1.40373,204,1.06804,195,0.71125,50,-1.6173,66,-0.9987,37,-1.9793
ENSG00000114853,ZBTB47,180,0.65238,204,1.18984,52,-1.2921,51,-1.5075,70,-0.8356,129,0.11799
ENSG00000010282,HHATL,1,-5.9457,204,2.02908,0,-7.0406,46,-1.2322,169,1.00515,44,-1.2039
ENSG00000181061,HIGD1A,116,-0.9382,204,-0.0960,265,0.34544,271,0.48891,237,0.16032,156,-0.5395
ENSG00000163788,SNRK,48,-1.2007,204,1.58448,241,1.40280,40,-1.6666,63,-0.7781,34,-1.8223
ENSG00000249992,TMEM158,1,-6.9274,204,0.23721,14,-3.7411,373,1.76327,112,-0.7464,68,-1.5859
ENSG00000211456,SACM1L,1,-6.0883,204,1.69290,55,-0.9314,95,-0.1290,45,-1.2224,58,-0.9328
ENSG00000181555,SETD2,195,1.02335,204,1.57751,97,-0.1160,47,-1.4331,58,-0.9009,26,-2.2141
ENSG00000076201,PTPN23,1,-6.0046,204,1.88462,104,0.13737,39,-1.5696,57,-0.7841,79,-0.3140
ENSG00000114650,SCAP,1,-5.7862,204,2.47233,0,-6.7990,51,-0.8683,62,-0.4406,37,-1.2991
ENSG00000114646,CSPG5,2,-6.5889,204,0.09013,17,-3.6070,174,-0.2159,542,1.75874,223,0.24647
ENSG00000132153,DHX30,1,-6.4056,204,1.06668,74,-0.8295,160,0.49441,98,-0.3952,62,-1.1805
ENSG00000047849,MAP4,140,-0.8335,204,-0.3135,198,-0.3038,249,0.07244,244,0.03088,349,0.69543
ENSG00000164050,PLXNB1,1,-6.4850,204,0.92789,230,0.89059,33,-2.3497,273,1.18945,126,-0.0986
ENSG00000232112,TMA7,113,-1.7127,204,-0.9839,515,0.63291,463,0.59701,502,0.59051,353,0.02069
ENSG00000164054,SHISA5,317,0.83785,204,0.13887,354,1.02795,160,-0.3339,133,-0.5536,98,-1.1042
ENSG00000010256,UQCRC1,20,-3.5885,204,-0.2092,358,0.74206,307,0.63848,257,0.20055,164,-0.5488
ENSG00000068745,IP6K2,168,0.56589,204,1.22923,74,-0.7377,88,-0.5564,104,-0.2055,41,-1.7088
ENSG00000114302,PRKAR2A,1,-5.9039,204,2.13707,88,-0.0100,38,-1.4958,81,-0.1498,42,-1.2511
ENSG00000178467,P4HTM,125,0.02131,204,1.12127,32,-2.0290,157,0.49914,70,-0.8651,24,-2.5638
ENSG00000178252,WDR6,15,-3.0191,204,1.23769,181,0.69591,84,-0.6453,91,-0.3991,75,-0.7709
ENSG00000178057,NDUFAF3,1,-6.1644,204,1.52971,128,0.29631,69,-0.7904,119,0.17926,52,-1.1770
ENSG00000178035,IMPDH2,63,-0.6431,204,1.89570,44,-1.1909,60,-0.8405,72,-0.4411,38,-1.4844
ENSG00000198218,QRICH1,1,-5.8783,204,2.20577,53,-0.7813,60,-0.6962,48,-0.9166,34,-1.5317
ENSG00000067560,RHOA,203,-0.6515,204,-0.7676,864,1.77279,265,-0.2926,384,0.35203,267,-0.2506
ENSG00000145029,NICN1,270,1.59320,204,1.56022,1,-6.1208,58,-1.0767,37,-1.6001,34,-1.8315
ENSG00000173402,DAG1,1,-6.1745,204,1.50872,195,0.97681,34,-1.9901,132,0.33375,71,-0.7077
ENSG00000164061,BSN,12,-4.1481,204,-0.0157,69,-1.6666,371,1.36959,245,0.28449,104,-1.1228
ENSG00000164062,APEH,55,-0.8793,204,1.83469,26,-1.9586,57,-0.9674,84,-0.2163,59,-0.8320
ENSG00000176095,IP6K1,1,-6.4179,204,1.04448,95,-0.4478,137,0.15071,101,-0.3626,90,-0.5944
ENSG00000164076,CAMKV,127,-1.3214,204,-0.7253,179,-0.8009,562,1.46958,238,-0.3634,233,-0.4395
ENSG00000004534,RBM6,282,1.46595,204,1.23434,97,-0.3167,63,-1.1340,44,-1.5180,39,-1.7785
ENSG00000003756,RBM5,85,-0.2682,204,1.70042,75,-0.4572,63,-0.8543,45,-1.2404,52,-1.1030
ENSG00000114353,GNAI2,400,0.80161,204,-0.3541,706,1.82563,143,-0.9848,231,-0.0958,159,-0.7295
ENSG00000114383,TUSC2,1,-6.3872,204,1.09961,22,-2.6041,140,0.24463,114,-0.1437,100,-0.3732
ENSG00000088538,DOCK3,271,0.99163,204,0.67544,33,-2.2673,170,0.27857,60,-1.3768,73,-1.1770
