Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000019582,CD74,561,1.64834,8,-4.7172,42,-2.4255,13,-4.2857,355,0.82981,127,-0.8668,90,-1.3282,506,1.76433
ENSG00000164587,RPS14,883,-0.8128,394,-2.0231,917,-0.7557,472,-1.8615,1875,0.36775,1860,0.39999,2022,0.49082,2825,1.24088
ENSG00000070614,NDST1,3,-3.4570,55,0.61961,55,0.61914,18,-1.1598,1,-4.4763,72,1.25844,22,-0.8415,48,0.42466
ENSG00000171992,SYNPO,3,-4.8778,498,3.01742,140,0.52906,101,0.00183,166,0.80686,6,-4.3052,56,-0.9094,17,-2.8195
ENSG00000197043,ANXA6,350,1.94749,376,2.09121,67,-0.8291,79,-0.6225,200,0.91880,14,-3.2587,15,-3.0402,31,-2.0857
ENSG00000113140,SPARC,2080,2.22667,245,-1.3582,470,-0.3659,83,-3.0775,589,-0.0113,785,0.51191,301,-1.0453,551,-0.1292
ENSG00000177556,ATOX1,480,1.68562,80,-1.2411,122,-0.5950,65,-1.6358,85,-1.1431,355,1.34513,99,-0.9200,131,-0.5366
ENSG00000145907,G3BP1,3,-3.5345,99,1.54690,55,0.51056,19,-1.1822,17,-1.3055,76,1.24459,10,-2.0006,31,-0.4104
ENSG00000155511,GRIA1,282,2.79021,265,2.64284,34,-0.9275,32,-1.1004,18,-1.8592,7,-3.4246,10,-2.7240,0,-8.1175
ENSG00000155506,LARP1,3,-4.9762,382,2.23838,146,0.48395,82,-0.4649,111,0.04002,118,0.15311,29,-1.9899,59,-1.0169
ENSG00000170271,FAXDC2,32,-1.7054,4,-4.5369,102,0.03287,24,-2.2680,85,-0.2619,333,2.76104,24,-2.1206,71,-0.5908
ENSG00000055163,CYFIP2,3,-5.1677,582,2.90107,163,0.44998,120,-0.0507,169,0.50176,25,-2.5355,86,-0.5589,32,-2.1305
ENSG00000145860,RNF145,3,-3.8155,214,2.73624,32,-0.6376,60,0.40166,21,-1.2490,11,-2.2472,36,-0.4451,40,-0.3075
ENSG00000113312,TTC1,3,-4.2201,98,0.68804,34,-0.9652,29,-1.3098,96,0.65018,115,1.12975,73,0.20458,56,-0.2356
ENSG00000164609,SLU7,271,1.57063,203,1.04778,56,-0.9973,86,-0.3844,74,-0.5672,92,-0.2589,18,-2.6814,101,-0.1043
ENSG00000145864,GABRB2,3,-4.3953,524,4.25807,68,-0.1043,70,-0.0609,1,-5.4113,0,-7.6274,58,-0.3312,0,-8.3282
ENSG00000022355,GABRA1,3,-4.3071,538,4.66043,64,-0.0892,58,-0.2634,22,-1.6894,0,-7.5394,3,-4.5630,0,-8.2403
ENSG00000113327,GABRG2,3,-3.3760,246,4.03794,25,-0.5197,51,0.65499,1,-4.3958,0,-6.6135,14,-1.4181,0,-7.3149
ENSG00000145934,TENM2,3,-3.0962,207,4.11728,23,-0.3838,42,0.65600,1,-4.1173,0,-6.3359,4,-2.8898,0,-7.0376
ENSG00000113645,WWC1,213,2.93118,62,0.54035,89,1.14924,30,-0.6580,1,-4.7133,3,-3.9298,21,-1.1242,18,-1.4898
ENSG00000188573,FBLL1,3,-2.9985,187,3.98287,14,-1.0555,41,0.73085,1,-4.0202,0,-6.2390,14,-0.9607,0,-6.9409
ENSG00000181163,NPM1,1375,3.10762,136,-1.0599,118,-1.2737,38,-3.0547,168,-0.7349,196,-0.5412,185,-0.5877,258,-0.0772
ENSG00000072803,FBXW11,159,1.37244,134,1.06558,72,0.03947,29,-1.4208,2,-5.2622,74,0.08914,42,-0.7900,78,0.19653
ENSG00000120129,DUSP1,72,-1.6994,6,-5.2637,230,0.06465,52,-2.3003,608,1.73279,37,-2.8026,0,-8.0326,669,2.45346
ENSG00000113732,ATP6V0E1,112,0.85951,34,-1.0365,219,2.09414,33,-1.1295,16,-2.1599,103,0.81919,0,-6.7493,38,-0.9362
ENSG00000113742,CPEB4,3,-3.9544,152,1.80096,32,-0.7765,71,0.51853,19,-1.5373,56,0.08785,27,-1.0052,49,-0.1511
ENSG00000170091,NSG2,3,-4.3995,460,3.75421,36,-1.0847,35,-1.1919,144,1.13967,11,-2.9564,6,-3.6357,28,-1.5421
ENSG00000145920,CPLX2,3,-6.5054,1754,3.38038,458,0.62106,442,0.64187,64,-2.3761,0,-9.7336,177,-0.8780,46,-2.9882
ENSG00000122203,KIAA1191,20,-1.7732,257,2.43612,114,0.88113,49,-0.5247,1,-5.2860,99,0.74673,17,-2.0162,12,-2.7118
ENSG00000146066,HIGD2A,360,1.97982,139,0.30060,159,0.51700,48,-1.4198,14,-3.0916,120,0.07379,94,-0.3213,83,-0.5680
ENSG00000175416,CLTB,3,-5.2734,535,2.52693,119,-0.1662,79,-0.8721,8,-4.1493,154,0.27078,75,-0.8874,127,-0.0831
ENSG00000074317,SNCB,3,-5.4865,1242,4.76951,49,-1.7284,131,-0.2822,45,-1.8759,7,-4.6940,57,-1.5061,11,-4.0531
ENSG00000169230,PRELID1,3,-4.3350,81,0.25734,98,0.55713,46,-0.6818,64,-0.1116,136,1.31836,30,-1.2585,60,-0.2552
ENSG00000183258,DDX41,150,1.76880,176,2.08784,47,-0.1971,25,-1.2567,10,-2.4551,57,0.10923,0,-8.2734,20,-1.5478
ENSG00000184840,TMED9,3,-4.4543,136,0.97290,111,0.63398,47,-0.7732,77,0.04566,128,1.01069,0,-6.8637,74,-0.0344
ENSG00000145912,NHP2,260,1.19587,173,0.50451,201,0.75247,55,-1.3731,55,-1.2776,181,0.65509,35,-1.9340,99,-0.4269
ENSG00000169045,HNRNPH1,3,-4.9485,155,0.61013,115,0.12490,42,-1.5134,222,1.22708,182,1.02259,47,-1.2439,89,-0.3037
ENSG00000127022,CANX,1899,2.56560,621,0.47028,419,-0.1593,170,-1.6329,74,-2.7611,543,0.28210,101,-2.2993,281,-0.8429
ENSG00000161011,SQSTM1,260,0.41812,322,0.77408,298,0.64126,83,-1.4517,193,-0.0579,314,0.84306,97,-1.1187,120,-0.8560
ENSG00000197226,TBC1D9B,3,-4.3108,93,0.49744,65,-0.0790,24,-1.6973,2,-5.1469,161,1.75389,65,-0.0634,76,0.18890
ENSG00000113269,RNF130,3,-5.5756,106,-0.6800,92,-0.8928,30,-2.6697,109,-0.6293,507,2.52620,96,-0.8302,161,-0.0283
ENSG00000050748,MAPK9,3,-3.6758,161,2.30685,26,-0.7827,17,-1.5350,70,0.76360,34,-0.4211,47,0.09857,36,-0.3226
ENSG00000146063,TRIM41,3,-3.9270,40,-0.4180,11,-2.3508,28,-1.0186,56,0.11770,61,0.26715,143,1.72449,71,0.57342
ENSG00000204628,RACK1,825,0.87820,301,-0.7326,359,-0.4621,121,-2.2080,542,0.18585,605,0.41039,439,-0.1484,694,0.67220
ENSG00000124570,SERPINB6,268,1.84323,12,-3.0205,105,0.21314,32,-1.7233,64,-0.5609,149,0.90163,27,-1.8411,87,-0.0888
ENSG00000137267,TUBB2A,3,-5.9035,1371,3.93831,398,1.09510,179,-0.2445,40,-2.4576,4,-5.7647,75,-1.5352,4,-5.8467
ENSG00000137285,TUBB2B,441,0.56740,306,-0.0199,1357,2.71913,302,-0.0481,192,-0.7417,194,-0.7918,37,-3.1732,44,-3.0529
ENSG00000112739,PRPF4B,3,-4.0306,56,0.00511,54,-0.0590,27,-1.1909,169,1.90085,84,0.75797,15,-1.9250,48,-0.2687
ENSG00000124785,NRN1,3,-4.3045,247,2.29728,73,0.11685,29,-1.3783,91,0.46480,74,0.15542,47,-0.5722,39,-0.9039
ENSG00000124783,SSR1,485,2.99971,72,-0.4833,76,-0.4177,37,-1.6105,54,-0.9254,115,0.27639,6,-4.1175,45,-1.2853
ENSG00000111843,TMEM14C,3,-4.2762,57,-0.2457,116,0.90903,29,-1.3779,69,0.06238,140,1.46858,18,-1.9319,66,-0.0242
ENSG00000224531,SMIM13,3,-3.7913,206,2.68320,47,-0.0136,20,-1.3927,1,-4.8092,81,1.01132,14,-1.8449,24,-1.1060
ENSG00000205269,TMEM170B,3,-3.1970,140,2.73385,39,0.33258,34,0.14952,1,-4.2176,23,-0.5342,0,-7.0588,24,-0.4368
ENSG00000112137,PHACTR1,3,-3.7888,185,2.44251,32,-0.5993,44,-0.1467,25,-0.9875,26,-0.9983,40,-0.2811,49,0.05362
ENSG00000145990,GFOD1,3,-3.7234,238,3.17361,23,-1.0523,32,-0.5924,82,0.97097,23,-1.0939,8,-2.4681,17,-1.6117
ENSG00000225921,NOL7,95,0.37464,56,-0.4406,56,-0.4489,19,-2.1541,64,-0.2396,148,1.33987,55,-0.4690,80,0.12746
ENSG00000112186,CAP2,3,-4.5580,635,4.61548,88,0.13550,67,-0.3309,17,-2.3480,0,-7.7894,13,-2.6655,0,-8.4902
ENSG00000124795,DEK,408,2.48085,30,-1.8600,104,0.00811,32,-1.8674,91,-0.1984,130,0.41645,51,-1.0660,63,-0.8218
ENSG00000172201,ID4,1103,4.09733,12,-3.7552,404,1.58882,57,-1.6472,1,-6.5417,12,-3.9528,26,-2.7221,29,-2.6677
ENSG00000112294,ALDH5A1,3,-4.0074,146,1.64913,69,0.35671,44,-0.3966,108,1.11010,36,-0.7349,59,0.11375,31,-0.9347
ENSG00000112308,C6orf62,241,1.27940,111,-0.0169,218,1.10016,72,-0.7552,78,-0.5733,136,0.34788,26,-2.2051,72,-0.7432
ENSG00000269293,ZSCAN16-AS1,262,1.31098,107,-0.1757,103,-0.2362,30,-2.2038,120,0.00436,153,0.44495,121,0.02183,118,-0.0173
ENSG00000204681,GABBR1,3,-4.9155,275,1.66450,273,1.64906,133,0.44741,22,-2.2918,50,-1.2105,81,-0.3781,60,-0.9120
ENSG00000204655,MOG,3,-5.8306,19,-3.4808,7,-4.7999,8,-4.7282,1,-6.8446,872,4.26140,71,-1.5431,143,-0.5286
ENSG00000206503,HLA-A,126,-1.0698,77,-1.7971,471,1.03481,58,-2.3250,567,1.36254,221,-0.2280,25,-3.4296,472,1.21837
ENSG00000204592,HLA-E,212,-0.3583,9,-4.9646,257,-0.0606,53,-2.5605,709,1.67162,145,-1.0172,33,-3.1204,659,1.87311
ENSG00000204590,GNL1,3,-4.1294,101,0.84529,59,-0.0236,37,-0.7872,36,-0.7657,88,0.71491,55,-0.1469,77,0.44885
ENSG00000196230,TUBB,99,-1.0789,601,1.90909,271,0.48995,80,-1.5029,278,0.53353,260,0.48059,45,-2.2488,112,-0.9653
ENSG00000137312,FLOT1,313,1.24202,247,0.82680,129,-0.2218,38,-2.1581,151,0.02214,194,0.48815,108,-0.4961,111,-0.5019
ENSG00000204580,DDR1,467,1.32260,44,-2.3705,232,0.14404,70,-1.7943,128,-0.7840,498,1.74584,50,-2.1855,137,-0.7347
ENSG00000204525,HLA-C,81,-1.7422,49,-2.4731,326,0.39498,66,-2.1652,594,1.42407,167,-0.7198,55,-2.3087,617,1.81983
ENSG00000234745,HLA-B,17,-4.8419,71,-2.8229,434,-0.1171,90,-2.6113,1607,2.18457,83,-2.7310,51,-3.3042,1306,2.21697
ENSG00000198563,DDX39B,238,1.53706,95,-0.0098,142,0.63346,37,-1.5609,28,-1.8458,138,0.66334,58,-0.7750,73,-0.4757
ENSG00000213760,ATP6V1G2,3,-3.7269,175,2.42129,53,0.24631,28,-0.8079,9,-2.3616,47,0.07379,26,-0.8436,41,-0.1840
ENSG00000204469,PRRC2A,3,-4.7344,186,1.17684,136,0.64876,58,-0.7753,46,-1.0648,170,1.20270,40,-1.2578,69,-0.4821
ENSG00000204463,BAG6,362,2.55723,114,0.40963,66,-0.4537,24,-2.1009,63,-0.5232,94,0.09973,49,-0.9102,42,-1.2209
ENSG00000204435,CSNK2B,314,1.90858,62,-0.8142,146,0.53836,39,-1.6028,1,-5.9416,181,1.04347,14,-2.9405,86,-0.3370
ENSG00000213722,DDAH2,269,2.90575,24,-1.3045,72,0.37451,34,-0.8598,1,-5.0059,47,-0.3312,5,-3.3835,45,-0.3766
ENSG00000204389,HSPA1A,1169,2.31873,95,-1.8428,232,-0.4978,49,-2.9489,187,-0.8302,484,0.77844,19,-4.1434,370,0.26778
ENSG00000204388,HSPA1B,849,3.18437,70,-1.2892,85,-0.9868,11,-4.0330,80,-1.0889,224,0.59594,4,-5.3331,110,-0.6469
ENSG00000204387,SNHG32,3,-5.5122,42,-1.9969,34,-2.2854,42,-2.1010,266,0.86633,250,0.87261,266,0.86431,265,0.99268
ENSG00000204371,EHMT2,3,-3.5141,80,1.18722,24,-0.7682,31,-0.3890,45,0.23127,64,0.90658,21,-0.9571,34,-0.2526
ENSG00000204356,NELFE,293,1.81639,95,-0.1101,50,-1.0969,25,-2.2332,128,0.37068,161,0.85906,17,-2.6338,82,-0.3631
ENSG00000204314,PRRT1,3,-3.7905,286,3.57517,47,-0.0110,37,-0.4172,28,-0.8134,15,-1.8249,19,-1.3490,17,-1.6653
ENSG00000204310,AGPAT1,3,-4.1491,151,1.53592,101,0.82191,60,-0.0310,1,-5.1653,66,0.13722,11,-2.4691,75,0.37594
ENSG00000204308,RNF5,102,0.72130,86,0.44396,49,-0.4338,17,-2.0994,2,-4.7556,114,1.05861,34,-1.0081,91,0.60821
ENSG00000204256,BRD2,3,-3.9030,55,0.11452,98,1.06863,26,-1.1337,33,-0.6699,83,0.90784,27,-0.9708,65,0.41360
ENSG00000204231,RXRB,3,-3.5826,131,2.01926,28,-0.5780,35,-0.2566,41,-0.0141,47,0.22471,5,-3.1219,40,-0.0565
ENSG00000204227,RING1,157,1.25733,128,0.89147,49,-0.6220,30,-1.4400,8,-3.3347,108,0.69778,47,-0.6855,73,-0.0120
ENSG00000231500,RPS18,71,-4.6876,482,-1.9085,932,-0.9212,468,-2.0649,1773,0.07723,1896,0.20593,2879,0.87416,3859,1.67603
ENSG00000231925,TAPBP,128,-0.1311,152,0.14225,213,0.69453,65,-1.2589,351,1.57549,127,-0.1555,75,-0.9539,113,-0.3592
ENSG00000112514,CUTA,227,0.52041,108,-0.6468,146,-0.1913,73,-1.3243,3,-5.7306,416,1.93423,122,-0.4618,112,-0.6549
ENSG00000197283,SYNGAP1,3,-3.4392,239,3.77352,34,-0.1152,45,0.34255,1,-4.4585,6,-2.7873,5,-3.0220,12,-1.7739
ENSG00000137288,UQCC2,3,-4.4727,25,-1.6907,152,1.13706,42,-0.9752,161,1.24274,117,0.80219,66,-0.2310,56,-0.5163
ENSG00000186577,SMIM29,3,-4.6245,246,1.83542,107,0.37445,82,-0.0480,1,-5.6333,108,0.44131,48,-0.8683,72,-0.2708
ENSG00000272325,NUDT3,542,1.59441,237,0.17887,240,0.19817,130,-0.8276,116,-0.9264,82,-1.5512,245,0.22709,265,0.40158
ENSG00000124614,RPS10,591,-0.7779,368,-1.4941,593,-0.7741,241,-2.2403,1083,0.16627,1054,0.13709,1458,0.65120,2027,1.44798
ENSG00000124507,PACSIN1,3,-4.3839,349,2.97993,39,-0.9345,85,0.31554,158,1.31845,0,-7.6159,54,-0.4338,7,-3.5844
ENSG00000198755,RPL10A,522,-0.2424,271,-1.2420,368,-0.7794,182,-1.9429,658,0.12533,538,-0.2131,943,0.71321,1244,1.41285
ENSG00000112081,SRSF3,3,-4.8586,170,0.87753,124,0.35202,40,-1.4780,271,1.71009,102,0.03758,29,-1.8793,107,0.12972
ENSG00000124772,CPNE5,3,-2.9608,169,3.71677,18,-0.6153,37,0.60654,1,-3.9828,0,-6.2017,26,-0.0253,0,-5.0939
ENSG00000198663,C6orf89,100,0.66749,100,0.67342,22,-1.6640,53,-0.3613,46,-0.5606,84,0.44606,51,-0.3999,66,-0.0079
ENSG00000137409,MTCH1,134,-0.9577,805,2.05193,260,0.06556,147,-0.8849,93,-1.5060,414,0.95776,109,-1.2700,110,-1.3446
ENSG00000156639,ZFAND3,211,2.18516,42,-0.5734,98,0.77071,29,-1.2401,8,-3.0436,85,0.61089,5,-3.4912,40,-0.7250
ENSG00000124767,GLO1,3,-4.2201,86,0.48165,169,1.65220,45,-0.5999,58,-0.1623,44,-0.6317,19,-1.8398,95,0.73854
ENSG00000146122,DAAM2,300,0.39514,24,-3.3784,63,-1.9865,48,-2.4950,119,-1.0379,409,1.06562,234,-0.0009,460,1.32073
ENSG00000214736,TOMM6,486,2.72911,77,-0.5528,161,0.61038,45,-1.4464,1,-6.0207,122,0.18281,20,-2.5245,66,-0.8522
ENSG00000112576,CCND3,3,-4.4614,101,0.46863,87,0.22631,41,-1.0127,84,0.16068,136,1.12292,8,-3.2093,97,0.44789
ENSG00000146223,RPL7L1,85,0.38382,105,0.73757,101,0.68251,25,-1.6051,122,0.99680,53,-0.3924,1,-5.5782,81,0.36125
ENSG00000124733,MEA1,287,1.95651,86,-0.1193,81,-0.2108,31,-1.7468,106,0.21001,111,0.31782,33,-1.5506,72,-0.4385
ENSG00000124702,KLHDC3,286,1.69629,340,2.03573,71,-0.6298,99,-0.1159,19,-2.5825,65,-0.8193,20,-2.4780,51,-1.2092
ENSG00000112667,DNPH1,679,3.60376,79,-0.5511,78,-0.5716,40,-1.6673,18,-2.7543,88,-0.4052,40,-1.5747,42,-1.6017
ENSG00000137207,YIPF3,3,-3.8565,93,1.03474,87,0.91439,21,-1.4030,42,-0.2675,95,1.25296,19,-1.4768,35,-0.5805
ENSG00000137216,TMEM63B,3,-4.5388,352,2.73609,65,-0.3206,94,0.30343,47,-0.8211,39,-1.1831,11,-2.9635,66,-0.3196
ENSG00000096384,HSP90AB1,951,0.26981,3157,2.47262,536,-0.6310,555,-0.6290,754,-0.1011,605,-0.4872,303,-1.4932,410,-1.1198
ENSG00000178233,TMEM151B,3,-3.4511,136,2.27695,47,0.35727,47,0.39326,1,-4.4703,10,-2.1337,97,1.60171,8,-2.4341
ENSG00000001561,ENPP4,102,0.37477,92,0.22107,46,-0.8743,14,-2.7075,1,-5.5667,251,2.54821,5,-3.8865,54,-0.6747
ENSG00000172348,RCAN2,3,-4.1882,126,1.16099,24,-1.4209,26,-1.4512,1,-5.2049,121,1.27407,63,0.01303,88,0.63613
ENSG00000170915,PAQR8,3,-5.5959,64,-1.4542,224,0.48348,72,-1.3765,1,-6.6102,451,2.13049,90,-0.9369,199,0.32194
ENSG00000112146,FBXO9,3,-3.9687,130,1.48575,42,-0.3710,43,-0.3718,56,0.06439,74,0.58215,23,-1.2935,51,-0.0868
ENSG00000012660,ELOVL5,3,-4.6965,52,-0.8395,223,1.55133,28,-1.8649,38,-1.2846,201,1.63598,23,-2.0017,91,0.04750
ENSG00000151914,DST,348,0.37848,174,-0.7134,242,-0.2005,77,-2.0533,120,-1.2728,458,0.96395,226,-0.3073,424,0.80518
ENSG00000135298,ADGRB3,3,-3.6649,225,3.13208,37,-0.2577,37,-0.2664,11,-1.9894,55,0.41333,6,-2.7838,5,-3.1352
ENSG00000168216,LMBRD1,473,2.16352,164,0.27136,125,-0.1665,32,-2.3135,33,-2.1817,208,0.74885,44,-1.7383,103,-0.5006
ENSG00000112305,SMAP1,3,-3.4557,140,2.34029,49,0.42026,53,0.61294,1,-4.4753,37,-0.0098,17,-1.1936,11,-1.9067
ENSG00000119900,OGFRL1,682,2.95668,107,-0.4438,191,0.47997,49,-1.7286,32,-2.2559,127,-0.1904,12,-3.6039,91,-0.7380
ENSG00000079841,RIMS1,3,-3.2052,126,2.48667,54,0.87741,41,0.45704,1,-4.2258,1,-4.3566,45,0.55645,17,-1.0503
ENSG00000156508,EEF1A1,11429,1.84261,1457,-1.5215,1904,-1.1199,847,-2.4467,3797,-0.0567,4038,0.04563,3317,-0.2692,5808,0.72256
ENSG00000112695,COX7A2,798,1.40104,283,-0.3209,549,0.74800,146,-1.4234,128,-1.5241,435,0.41053,205,-0.8151,346,-0.0054
ENSG00000112697,TMEM30A,199,0.37613,434,1.73582,87,-0.9095,38,-2.2503,31,-2.4509,301,1.25571,78,-1.0868,113,-0.5661
ENSG00000196586,MYO6,339,1.51810,24,-2.5990,92,-0.6344,51,-1.6226,126,-0.1495,213,0.80815,98,-0.5267,156,0.21968
ENSG00000146247,PHIP,3,-4.1115,101,0.86915,35,-0.8069,28,-1.2383,123,1.20709,83,0.61417,17,-1.9004,76,0.44437
ENSG00000118418,HMGN3,479,2.57069,72,-0.7484,208,0.95298,75,-0.7338,1,-6.0999,152,0.48041,3,-5.3119,32,-2.0643
ENSG00000065609,SNAP91,3,-4.3104,463,3.99383,85,0.35128,57,-0.3037,1,-5.3266,7,-3.3673,50,-0.4906,9,-3.1211
ENSG00000135316,SYNCRIP,3,-4.1731,69,0.17039,40,-0.6821,58,-0.1201,37,-0.7859,82,0.50515,50,-0.3290,101,0.92397
ENSG00000203875,SNHG5,369,0.89420,21,-3.4549,78,-1.5303,51,-2.2886,219,0.03891,200,-0.1121,377,0.93121,392,1.17046
ENSG00000146278,PNRC1,309,1.43194,140,0.09743,72,-0.9323,34,-2.1737,185,0.53911,148,0.20559,97,-0.4874,143,0.14001
ENSG00000132424,PNISR,370,1.70309,143,0.06995,48,-1.5895,84,-0.8132,114,-0.2821,154,0.21392,121,-0.1931,115,-0.2921
ENSG00000112320,SOBP,3,-4.5412,219,1.72181,91,0.20511,74,-0.1387,84,0.08215,60,-0.4943,81,0.01909,67,-0.3058
ENSG00000025796,SEC63,593,3.35700,105,-0.0141,27,-2.0654,14,-3.1440,57,-0.9646,78,-0.5181,92,-0.2308,55,-1.0925
ENSG00000112335,SNX3,249,0.07592,273,0.22222,293,0.33171,105,-1.3428,307,0.41091,328,0.58738,141,-0.8062,243,0.04098
ENSG00000118689,FOXO3,3,-3.9792,157,1.83463,66,0.31392,35,-0.7226,15,-1.9124,78,0.67680,49,-0.1490,39,-0.5621
ENSG00000135535,CD164,102,0.25612,78,-0.1683,104,0.28096,15,-2.7274,3,-4.8228,269,2.50514,4,-4.4884,50,-0.9213
ENSG00000112290,WASF1,3,-4.0555,352,3.65669,38,-0.6159,24,-1.4128,1,-5.0725,67,0.28679,9,-2.6620,20,-1.6484
ENSG00000155111,CDK19,3,-4.1426,39,-0.6730,33,-0.9207,12,-2.5177,2,-4.9952,156,1.97347,63,0.06263,95,0.83676
ENSG00000123505,AMD1,108,0.34812,92,0.09150,56,-0.6852,23,-2.1149,104,0.28483,192,1.59155,31,-1.5592,67,-0.4378
ENSG00000155115,GTF3C6,106,0.62055,81,0.18866,99,0.49766,44,-0.8482,71,-0.0302,85,0.29002,46,-0.7144,68,-0.1120
ENSG00000010810,FYN,55,-0.7376,246,1.74700,227,1.59492,50,-0.9656,1,-5.6767,111,0.39447,27,-1.7932,50,-0.9698
ENSG00000203778,FAM229B,253,1.82659,67,-0.4220,49,-0.8886,12,-3.0340,1,-5.6859,218,1.89775,50,-0.8486,40,-1.2856
ENSG00000277443,MARCKS,539,1.07980,260,-0.1182,568,1.17164,130,-1.2640,174,-0.7449,268,-0.0808,198,-0.5428,275,-0.0330
ENSG00000196591,HDAC2,3,-4.0986,74,0.36195,57,-0.0469,12,-2.4328,132,1.35471,79,0.52880,58,-0.0295,70,0.31749
ENSG00000187189,TSPYL4,3,-4.1437,340,3.36081,25,-1.3608,31,-1.1021,126,1.20922,16,-2.0701,4,-4.0371,37,-0.8135
ENSG00000189241,TSPYL1,3,-6.6179,2458,4.28822,144,-1.3023,425,0.41711,81,-2.1553,24,-4.0445,55,-2.7144,36,-3.4831
ENSG00000111832,RWDD1,92,0.11465,39,-1.1933,93,0.13596,38,-1.3352,92,0.11837,111,0.47669,59,-0.5871,134,0.83537
ENSG00000152661,GJA1,1886,2.51585,183,-1.4460,2212,2.89573,244,-1.0963,106,-2.2564,80,-2.7932,27,-4.2517,59,-3.2295
ENSG00000111897,SERINC1,48,-2.9001,485,0.62236,230,-0.5676,98,-1.9507,92,-1.9453,616,1.20591,389,0.26119,481,0.69505
ENSG00000164434,FABP7,3,-4.1092,152,1.59795,145,1.50632,32,-1.0077,82,0.51631,41,-0.6302,87,0.61817,18,-1.8684
ENSG00000188580,NKAIN2,3,-4.7202,118,0.42731,36,-1.3812,6,-3.9761,83,-0.1275,238,2.03244,32,-1.5907,117,0.46392
ENSG00000111907,TPD52L1,269,2.22136,74,-0.0650,259,2.13651,50,-0.7046,109,0.56002,12,-2.9214,9,-3.0812,0,-8.4001
ENSG00000111906,HDDC2,784,2.65926,35,-2.4696,140,-0.4247,66,-1.6616,88,-1.1316,136,-0.5108,119,-0.6694,225,0.36435
ENSG00000111912,NCOA7,3,-4.3438,252,2.27884,15,-2.2856,20,-1.9814,87,0.34894,143,1.41256,27,-1.4504,28,-1.4539
ENSG00000111911,HINT3,3,-4.7772,188,1.14633,89,-0.0824,40,-1.3796,106,0.18487,191,1.39180,49,-0.9929,68,-0.5484
ENSG00000118518,RNF146,3,-3.8585,127,1.58649,51,0.04811,24,-1.1974,1,-4.8752,82,0.92808,37,-0.4719,58,0.27864
ENSG00000189367,KIAA0408,3,-3.9223,173,2.10896,8,-2.7745,28,-1.0025,52,0.00638,51,-0.0345,22,-1.3288,77,0.73490
ENSG00000152894,PTPRK,3,-3.7091,100,1.33160,0,-6.5224,21,-1.1998,1,-4.7274,94,1.46669,6,-2.8216,75,0.97382
ENSG00000079819,EPB41L2,3,-5.3300,74,-0.9575,83,-0.7831,39,-2.0092,87,-0.7148,286,1.44011,92,-0.6371,264,1.25976
ENSG00000118523,CCN2,1518,3.85513,113,-1.1069,97,-1.3484,25,-3.4825,262,0.18841,26,-3.3813,49,-2.3399,211,-0.1751
ENSG00000079950,STX7,3,-4.5530,163,1.16380,78,-0.0489,26,-1.8325,179,1.33572,141,1.06856,36,-1.2290,47,-0.9140
ENSG00000146409,SLC18B1,3,-3.2102,10,-1.7097,141,2.74104,49,0.80594,1,-4.2309,26,-0.3169,5,-2.6310,18,-0.8972
ENSG00000112306,RPS12,365,-3.0481,427,-2.8195,1165,-1.3378,630,-2.3729,2478,-0.1839,3756,0.54792,5070,0.98780,6177,1.60463
ENSG00000118515,SGK1,248,1.26669,24,-2.3640,67,-0.8564,24,-2.4717,22,-2.5112,369,2.61918,28,-2.1478,50,-1.3612
ENSG00000112339,HBS1L,3,-3.7351,28,-0.7307,20,-1.2135,18,-1.4962,1,-4.7533,110,1.80570,36,-0.3570,78,1.00221
ENSG00000029363,BCLAF1,229,1.68676,190,1.34052,73,-0.2357,31,-1.6136,26,-1.7875,101,0.29719,6,-3.9403,75,-0.2298
ENSG00000135525,MAP7,3,-4.6888,81,-0.1354,47,-0.9588,19,-2.4135,19,-2.3267,219,1.87468,83,-0.0914,131,0.73031
ENSG00000027697,IFNGR1,3,-4.6667,23,-2.0203,108,0.34094,19,-2.3905,114,0.43498,214,1.84624,3,-4.7795,121,0.60095
ENSG00000112379,ARFGEF3,3,-4.2049,175,1.73700,29,-1.1878,26,-1.4197,27,-1.2845,126,1.34612,42,-0.6259,57,-0.1738
ENSG00000146416,AIG1,3,-4.0500,100,0.92350,74,0.42034,32,-0.9723,1,-4.9915,106,1.20873,4,-3.7565,83,0.69804
ENSG00000169976,SF3B5,218,2.11802,63,-0.0601,78,0.28593,31,-1.2015,2,-4.8785,103,0.86395,11,-2.6686,38,-0.9039
ENSG00000111961,SASH1,537,2.65292,76,-0.7924,211,0.83684,45,-1.6584,14,-3.2273,149,0.30259,24,-2.4822,68,-1.0204
ENSG00000120265,PCMT1,364,2.07158,244,1.30760,119,0.10133,37,-1.7769,92,-0.2999,135,0.34920,8,-3.8937,27,-2.2235
