Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000125944,HNRNPR,112,0.44196,73,-0.2270,60,-0.5507,93,0.15480,86,0.03782,67,-0.3553,101,0.28361,63,-0.4529,96,0.21688,114,0.46819,76,-0.1631
ENSG00000125945,ZNF436,112,2.90954,11,-1.0777,8,-1.4759,16,-0.4939,11,-1.0817,1,-4.5330,19,-0.2448,10,-1.1414,20,-0.1281,27,0.33018,22,0.03598
ENSG00000117318,ID3,112,3.00045,114,3.04534,10,-1.1139,3,-2.7842,1,-3.6035,14,-0.6492,0,-9.0983,4,-2.2770,3,-2.6690,0,-8.9102,0,-7.0536
ENSG00000142676,RPL11,112,-1.7912,999,1.66978,431,0.27864,454,0.33855,331,-0.1591,358,-0.0351,233,-0.6985,440,0.28628,246,-0.6584,223,-0.7646,262,-0.5152
ENSG00000011007,ELOA,112,3.00428,18,-0.2274,8,-1.4867,12,-0.8177,13,-0.7295,9,-1.3147,18,-0.2655,3,-2.8102,14,-0.6460,27,0.37475,19,-0.1843
ENSG00000057757,PITHD1,112,-0.6016,84,-1.0243,123,-0.4958,187,0.19456,176,0.09943,171,0.05438,239,0.58728,176,0.10148,187,0.20947,207,0.35300,177,0.10905
ENSG00000011009,LYPLA2,112,1.34770,31,-0.6753,26,-1.0155,22,-1.1851,40,-0.2905,55,0.17499,81,0.80814,50,0.04951,36,-0.5177,92,1.01908,28,-0.8601
ENSG00000117308,GALE,112,2.96620,4,-2.2671,6,-1.9785,18,-0.2224,15,-0.5085,23,0.08230,16,-0.4749,17,-0.3397,23,0.13177,8,-1.3507,7,-1.6816
ENSG00000117305,HMGCL,112,2.93333,28,0.39537,14,-0.6545,10,-1.0849,18,-0.3226,27,0.35669,14,-0.6348,17,-0.4028,6,-2.0238,11,-1.0293,5,-2.0463
ENSG00000179163,FUCA1,112,3.04973,5,-1.9051,7,-1.7296,7,-1.5831,7,-1.5856,20,-0.0645,22,0.06974,18,-0.2312,14,-0.6210,18,-0.2028,19,-0.1438
ENSG00000189266,PNRC2,112,1.65264,40,-0.0476,22,-0.9967,20,-1.0717,39,-0.0639,41,-0.0209,54,0.41920,20,-1.0903,36,-0.1967,48,0.23246,44,0.10765
ENSG00000188529,SRSF10,112,1.27682,34,-0.6000,36,-0.5626,23,-1.2125,42,-0.2921,83,0.78157,57,0.18916,32,-0.6872,48,-0.1013,67,0.42428,43,-0.2595
ENSG00000001460,STPG1,112,3.17752,5,-2.0152,6,-1.7462,3,-2.4801,4,-2.1239,14,-0.4767,8,-1.3180,20,0.05510,19,-0.0452,32,0.75721,6,-1.8068
ENSG00000001461,NIPAL3,112,1.13867,55,0.00121,29,-1.0160,53,-0.0526,53,-0.0602,48,-0.2019,36,-0.6663,55,-0.0014,35,-0.7221,88,0.73810,87,0.73099
ENSG00000133226,SRRM1,112,1.43783,51,0.14686,38,-0.3492,47,0.01236,29,-0.7366,18,-1.4477,17,-1.4876,59,0.38441,47,0.03352,62,0.44675,40,-0.2428
ENSG00000169504,CLIC4,112,2.95643,96,2.61155,10,-1.2406,14,-0.6068,6,-1.7785,7,-1.7014,2,-3.1994,3,-2.9272,6,-1.9289,3,-2.8016,5,-1.9898
ENSG00000117614,SYF2,112,1.36995,71,0.61353,39,-0.3386,59,0.32817,28,-0.8223,10,-2.2728,61,0.35784,51,0.09029,53,0.15167,26,-0.9379,25,-1.0139
ENSG00000117616,RSRP1,112,1.74942,36,-0.1210,23,-0.8784,24,-0.7266,18,-1.1891,22,-0.8466,14,-1.5142,17,-1.2045,48,0.36876,57,0.59733,65,0.80559
ENSG00000183726,TMEM50A,112,0.64824,64,-0.2272,39,-1.0221,63,-0.2494,44,-0.7914,84,0.19888,99,0.45616,90,0.29928,95,0.43720,83,0.17177,56,-0.4327
ENSG00000204178,MACO1,112,2.63161,12,-1.0950,16,-0.7341,18,-0.5163,24,-0.0215,14,-0.8799,19,-0.3852,8,-1.6260,20,-0.3246,24,-0.0601,20,-0.3327
ENSG00000117643,MAN1C1,112,1.87169,16,-1.1894,15,-1.4222,4,-3.2852,8,-2.1316,0,-5.8007,34,-0.1128,52,0.56994,81,1.48661,42,0.21014,15,-1.3434
ENSG00000162430,SELENON,112,1.74881,45,0.23878,24,-0.8156,35,-0.1803,25,-0.6436,64,0.79042,4,-3.1009,24,-0.7592,21,-0.9834,68,0.90009,39,0.01344
ENSG00000117640,MTFR1L,112,1.07584,53,-0.1317,36,-0.7338,63,0.14772,61,0.09817,50,-0.1976,46,-0.3445,92,0.75038,59,0.05715,39,-0.5949,38,-0.6241
ENSG00000117632,STMN1,112,-3.4594,962,-0.2736,861,-0.4782,1293,0.18845,631,-0.9139,1372,0.28221,2367,1.17823,1776,0.69757,872,-0.4567,1644,0.57206,1290,0.18461
ENSG00000158008,EXTL1,112,1.47716,42,-0.1020,29,-0.7105,41,-0.1535,49,0.12848,23,-1.0523,45,-0.0233,7,-2.6796,38,-0.3123,103,1.33022,34,-0.4301
ENSG00000142684,ZNF593,112,1.66981,32,-0.3517,35,-0.2335,64,0.71175,32,-0.3836,14,-1.5386,39,-0.0621,32,-0.3874,28,-0.6023,39,-0.0826,39,-0.0718
ENSG00000142669,SH3BGRL3,112,-1.3471,354,0.41965,247,-0.1572,284,0.07055,375,0.51145,372,0.49764,453,0.81983,162,-0.7938,124,-1.2595,326,0.28757,349,0.39697
ENSG00000158062,UBXN11,112,2.19385,18,-0.7814,23,-0.4808,21,-0.6006,22,-0.5085,3,-3.2013,20,-0.6373,27,-0.2199,36,0.25429,30,-0.0593,30,-0.0154
ENSG00000117682,DHDDS,112,2.64708,18,-0.4698,14,-0.8574,18,-0.5071,12,-1.0900,3,-2.7865,38,0.66368,13,-0.9289,20,-0.3667,26,0.08575,13,-0.9737
ENSG00000198830,HMGN2,112,0.05323,227,1.20895,85,-0.3961,133,0.33414,86,-0.3584,160,0.62019,60,-0.8962,79,-0.4731,110,0.02677,88,-0.3213,69,-0.6763
ENSG00000117713,ARID1A,112,1.13419,47,-0.2420,28,-1.0973,39,-0.5457,43,-0.3889,41,-0.4398,59,0.10139,44,-0.3542,65,0.27452,83,0.64687,65,0.25674
ENSG00000204160,ZDHHC18,112,1.78187,18,-1.1358,17,-1.3083,44,0.22990,12,-1.6577,85,1.28797,31,-0.3378,20,-0.9905,27,-0.5979,37,-0.0356,52,0.47736
ENSG00000142751,GPN2,112,2.91487,7,-1.5813,9,-1.4188,31,0.55491,10,-1.1464,3,-2.6433,20,-0.1167,22,0.03586,7,-1.6674,22,-0.0100,24,0.14087
ENSG00000090273,NUDC,112,-0.3302,121,-0.2062,99,-0.5553,184,0.45035,141,0.02469,160,0.22630,177,0.38615,147,0.09127,139,0.01394,134,-0.0548,148,0.10085
ENSG00000253368,TRNP1,112,0.53575,30,-1.4615,59,-0.4837,82,0.05181,59,-0.4588,76,-0.0794,70,-0.1966,156,1.08242,108,0.54002,41,-1.0101,74,-0.1160
ENSG00000090020,SLC9A1,112,2.42009,8,-1.8386,7,-2.1777,23,-0.2551,12,-1.2202,9,-1.5971,73,1.59178,13,-1.1676,21,-0.4144,29,0.09759,23,-0.2587
ENSG00000142784,WDTC1,112,2.28011,36,0.29488,19,-0.6910,22,-0.4479,27,-0.1556,24,-0.3056,19,-0.6762,20,-0.6170,17,-0.8668,27,-0.1217,25,-0.2697
ENSG00000186501,TMEM222,112,0.68433,48,-0.6327,49,-0.6447,74,0.03955,40,-0.9220,33,-1.1853,82,0.19878,95,0.41687,81,0.18603,93,0.39288,107,0.61126
ENSG00000158195,WASF2,112,2.40068,82,1.79482,13,-1.1467,23,-0.2528,34,0.31638,30,0.12033,0,-6.3618,2,-3.3408,10,-1.6388,12,-1.1968,19,-0.5917
ENSG00000126705,AHDC1,112,1.37915,27,-0.8488,23,-1.1636,21,-1.2403,41,-0.2401,37,-0.4096,53,0.16551,29,-0.7428,34,-0.5844,110,1.34829,80,0.80990
ENSG00000126709,IFI6,112,0.68650,90,0.33733,47,-0.7151,141,1.07019,48,-0.6176,117,0.75931,96,0.43455,31,-1.2567,30,-1.4289,95,0.43173,60,-0.2974
ENSG00000117758,STX12,112,0.27103,91,-0.0545,51,-0.9850,90,-0.0610,99,0.08687,131,0.52958,117,0.34298,91,-0.0536,53,-0.9364,159,0.84184,123,0.42997
ENSG00000117751,PPP1R8,112,2.30577,21,-0.5077,15,-1.0847,20,-0.5796,34,0.25273,39,0.46037,16,-0.8528,19,-0.6763,12,-1.4000,44,0.63998,21,-0.5226
ENSG00000117748,RPA2,112,1.20274,43,-0.3222,29,-1.0019,31,-0.7984,45,-0.2496,61,0.20932,85,0.74738,43,-0.3116,47,-0.1942,69,0.41007,50,-0.1079
ENSG00000126698,DNAJC8,112,-0.0039,102,-0.1398,95,-0.2694,72,-0.6768,102,-0.1440,128,0.20547,161,0.57121,117,0.06808,99,-0.2039,125,0.17498,148,0.44220
ENSG00000130770,ATP5IF1,112,-2.3522,411,-0.4145,474,-0.2088,560,0.06601,331,-0.7426,646,0.29021,894,0.81755,669,0.34727,709,0.48859,389,-0.4954,600,0.17581
ENSG00000180098,TRNAU1AP,112,2.68434,18,-0.4685,14,-0.8219,22,-0.1202,14,-0.8013,23,-0.0878,15,-0.7315,12,-1.0050,16,-0.6838,22,-0.1184,16,-0.6343
ENSG00000120656,TAF12,112,2.94980,11,-1.0445,15,-0.5947,26,0.30454,20,-0.0976,6,-1.8119,16,-0.4586,15,-0.5509,9,-1.3572,18,-0.3118,9,-1.2830
ENSG00000198492,YTHDF2,112,0.65568,52,-0.5513,37,-1.1274,28,-1.4602,61,-0.2828,55,-0.4649,92,0.34354,118,0.74770,81,0.15797,106,0.57023,102,0.50491
ENSG00000116350,SRSF4,112,1.46301,31,-0.5876,35,-0.4477,39,-0.2574,72,0.72633,57,0.34438,38,-0.2876,42,-0.1200,28,-0.8002,43,-0.1020,35,-0.4027
ENSG00000116353,MECR,112,1.65515,30,-0.4933,24,-0.8452,33,-0.3479,49,0.28229,36,-0.1850,32,-0.3821,36,-0.2013,28,-0.6207,57,0.51734,44,0.11098
ENSG00000060656,PTPRU,112,2.43016,22,-0.2975,3,-3.0731,9,-1.5996,8,-1.7169,90,1.99629,2,-3.7701,0,-9.1812,0,-9.1728,103,2.26901,4,-2.8615
ENSG00000162511,LAPTM5,112,1.42464,95,1.13763,35,-0.4581,135,1.76399,33,-0.5114,61,0.40906,1,-5.1191,19,-1.3509,13,-1.9673,14,-1.7699,41,-0.2008
ENSG00000162512,SDC3,112,-0.9753,137,-0.6655,170,-0.3640,147,-0.5639,258,0.31019,138,-0.6615,100,-1.1422,286,0.47718,343,0.86705,320,0.65637,229,0.12162
ENSG00000134644,PUM1,112,0.22234,60,-0.7378,60,-0.7718,55,-0.8561,64,-0.6351,95,-0.0271,96,-0.0202,99,0.03917,100,0.06223,189,1.07891,168,0.88030
ENSG00000060688,SNRNP40,112,2.46893,21,-0.3769,13,-1.1643,15,-0.8338,5,-2.3224,20,-0.4474,21,-0.3416,25,-0.1091,25,-0.1359,33,0.30453,21,-0.3443
ENSG00000121766,ZCCHC17,112,-0.0454,87,-0.4258,80,-0.5922,89,-0.3894,106,-0.1255,138,0.28596,173,0.65361,100,-0.2197,111,-0.0642,172,0.63746,136,0.25885
ENSG00000121769,FABP3,112,-0.4407,36,-2.1045,125,-0.2891,166,0.17623,70,-1.1445,67,-1.2036,320,1.24797,321,1.25380,229,0.76762,61,-1.3461,72,-1.1085
ENSG00000162517,PEF1,112,0.28577,68,-0.4917,60,-0.7164,126,0.47725,77,-0.2918,46,-1.0814,163,0.90256,121,0.40844,101,0.14699,81,-0.2136,94,0.01425
ENSG00000084636,COL16A1,112,2.15450,44,0.53050,20,-0.7227,8,-1.9837,24,-0.3988,8,-1.9202,18,-0.8257,17,-0.9448,28,-0.1783,41,0.41074,40,0.35842
ENSG00000121753,ADGRB2,112,-1.1615,74,-1.7609,178,-0.4944,193,-0.3332,294,0.32142,129,-0.9403,312,0.41349,324,0.47768,351,0.67422,354,0.62126,266,0.16450
ENSG00000184007,PTP4A2,112,-0.4496,252,0.83324,115,-0.4344,136,-0.1464,136,-0.1453,139,-0.1163,110,-0.4710,207,0.51211,164,0.16346,112,-0.4474,182,0.30664
ENSG00000121774,KHDRBS1,112,0.52522,68,-0.2458,43,-1.0209,79,-0.0117,59,-0.4809,58,-0.4888,102,0.38264,106,0.43903,94,0.28150,86,0.11694,97,0.29733
ENSG00000121775,TMEM39B,112,2.82164,15,-0.6112,5,-2.1626,10,-1.2291,9,-1.3042,25,0.14037,37,0.76334,14,-0.6882,15,-0.6863,19,-0.2728,14,-0.7158
ENSG00000025800,KPNA6,112,1.21338,36,-0.5804,19,-1.5928,57,0.12617,44,-0.2880,48,-0.1601,43,-0.3222,23,-1.2333,53,0.01816,95,0.93693,84,0.73711
ENSG00000084652,TXLNA,112,2.84482,17,-0.4674,12,-1.0493,11,-1.1271,24,0.06727,15,-0.5670,10,-1.2629,17,-0.4240,15,-0.6421,22,-0.0174,13,-0.8171
ENSG00000160050,CCDC28B,112,2.40879,35,0.38595,18,-0.6675,17,-0.7137,13,-1.1473,33,0.26983,14,-1.0300,34,0.30648,24,-0.2071,9,-1.6729,8,-1.8736
ENSG00000084623,EIF3I,112,0.06647,76,-0.5337,72,-0.6580,120,0.18329,82,-0.4063,180,0.83111,116,0.12033,134,0.35008,121,0.20531,114,0.09928,74,-0.5757
ENSG00000175130,MARCKSL1,112,-1.1499,698,1.80379,269,0.20966,261,0.14678,207,-0.2163,278,0.24380,56,-2.1747,479,1.13554,117,-1.1444,91,-1.4548,139,-0.8184
ENSG00000160058,BSDC1,112,0.87746,55,-0.2358,37,-0.8917,34,-0.9503,25,-1.4340,48,-0.4673,71,0.15215,83,0.40530,70,0.13734,92,0.56174,104,0.75713
ENSG00000176261,ZBTB8OS,112,1.53553,41,-0.1100,48,0.16478,39,-0.1834,17,-1.4207,27,-0.7123,38,-0.2373,60,0.48402,47,0.11017,13,-1.8106,34,-0.3894
ENSG00000162521,RBBP4,112,0.49353,75,-0.1311,49,-0.8438,80,-0.0287,70,-0.2285,123,0.64689,91,0.17606,109,0.45328,69,-0.2743,78,-0.0618,87,0.09791
ENSG00000162522,KIAA1522,112,3.13541,4,-2.4188,15,-0.4933,13,-0.6114,10,-1.0211,0,-6.5219,10,-1.0019,14,-0.5495,28,0.59879,2,-3.2366,9,-1.1173
ENSG00000134684,YARS,112,0.23308,54,-0.8840,66,-0.6219,105,0.14151,53,-0.8982,81,-0.2567,174,0.95210,94,-0.0409,130,0.52230,102,0.09730,84,-0.2132
ENSG00000160097,FNDC5,112,2.19211,4,-2.8339,14,-1.2548,15,-1.0577,16,-0.9510,30,-0.0402,15,-1.0689,75,1.44783,27,-0.1968,4,-2.7629,46,0.63546
ENSG00000121905,HPCA,112,-1.5562,147,-1.1512,268,-0.2565,284,-0.1498,326,0.06666,80,-2.0490,425,0.48684,418,0.45800,404,0.44991,457,0.60519,470,0.64923
ENSG00000121900,TMEM54,112,1.76953,38,-0.0352,40,0.05471,18,-1.1049,33,-0.2194,14,-1.5233,35,-0.1261,47,0.30005,37,-0.0845,27,-0.5594,24,-0.7079
ENSG00000116514,RNF19B,112,2.03761,13,-1.3606,21,-0.7500,14,-1.3209,32,-0.0496,32,-0.0781,38,0.20816,46,0.52043,35,0.07335,18,-0.9083,16,-1.0590
ENSG00000004455,AK2,112,2.40199,65,1.38414,17,-0.7569,15,-0.9293,22,-0.3817,34,0.32914,19,-0.5563,6,-2.1301,10,-1.5490,21,-0.4484,12,-1.2757
ENSG00000142920,AZIN2,112,2.28321,23,-0.3767,11,-1.4775,23,-0.3675,13,-1.2322,23,-0.3691,19,-0.6613,36,0.31128,24,-0.3311,35,0.27726,28,-0.0918
ENSG00000160094,ZNF362,112,2.79463,11,-1.1433,14,-0.7992,13,-0.9037,11,-1.0595,23,-0.0347,18,-0.3887,27,0.25955,10,-1.2935,27,0.25933,11,-1.1555
ENSG00000134686,PHC2,112,0.95618,56,-0.1317,38,-0.7735,55,-0.1610,38,-0.7194,43,-0.5377,79,0.39211,102,0.80600,45,-0.5085,47,-0.4111,100,0.76627
ENSG00000163866,SMIM12,112,1.14430,35,-0.6872,35,-0.7513,54,-0.0315,31,-0.8827,58,0.08332,40,-0.4885,79,0.57679,62,0.19901,37,-0.5980,76,0.51697
ENSG00000116544,DLGAP3,112,0.95351,41,-0.6154,65,0.09845,56,-0.1335,68,0.15645,62,0.01737,49,-0.3462,32,-0.9956,54,-0.2163,66,0.10849,75,0.31195
ENSG00000163867,ZMYM6,112,3.13926,6,-1.7275,5,-1.9421,27,0.46471,11,-0.8762,17,-0.2277,11,-0.8250,8,-1.4102,14,-0.6162,20,-0.0108,9,-1.1519
ENSG00000116560,SFPQ,112,-0.3081,136,-0.0093,101,-0.5011,140,0.03970,125,-0.1339,129,-0.0817,143,0.07270,176,0.40275,134,-0.0233,147,0.11484,195,0.56600
ENSG00000146463,ZMYM4,112,2.24075,32,0.08147,22,-0.4771,9,-1.7283,13,-1.2713,12,-1.3067,33,0.16331,27,-0.1569,30,0.00658,34,0.17785,13,-1.2048
ENSG00000142687,KIAA0319L,112,1.26270,36,-0.5520,31,-0.8162,37,-0.5097,63,0.32084,53,0.04432,35,-0.5885,36,-0.5445,36,-0.5764,59,0.22003,103,1.12260
ENSG00000020129,NCDN,112,-2.1424,171,-1.5123,263,-0.9306,408,-0.2046,244,-0.9840,433,-0.1105,854,0.97912,507,0.13440,787,0.95067,627,0.47314,592,0.38064
ENSG00000126067,PSMB2,112,-0.0031,103,-0.1339,65,-0.8862,97,-0.2236,97,-0.2200,169,0.65504,145,0.41076,164,0.60333,109,-0.0474,105,-0.1046,116,0.06251
ENSG00000142686,C1orf216,112,0.54097,40,-1.0465,44,-0.9507,60,-0.4215,93,0.24181,78,-0.0172,148,1.00185,38,-1.1085,67,-0.2843,111,0.53402,129,0.77706
ENSG00000092847,AGO1,112,2.42791,24,-0.2228,19,-0.5602,13,-1.1229,24,-0.2185,14,-0.9931,15,-0.9246,15,-0.8869,13,-1.2181,41,0.63879,35,0.37628
ENSG00000126070,AGO3,112,3.29219,21,0.21403,5,-1.9400,7,-1.4751,13,-0.5887,12,-0.6754,15,-0.3665,3,-2.3918,10,-0.9856,18,-0.0361,12,-0.6513
ENSG00000116863,ADPRHL2,112,2.58527,13,-1.0492,16,-0.7895,15,-0.8365,18,-0.5012,6,-2.0583,27,0.09560,41,0.75514,25,-0.0414,7,-1.8224,11,-1.2127
ENSG00000054116,TRAPPC3,112,1.05823,30,-1.0113,52,-0.1707,25,-1.2475,35,-0.7687,60,0.05772,96,0.81273,59,0.02854,64,0.17934,44,-0.4070,58,0.00408
ENSG00000116871,MAP7D1,112,-0.4946,153,-0.0127,125,-0.3455,141,-0.1358,120,-0.3846,172,0.17548,214,0.51795,168,0.13740,184,0.30748,157,0.02849,147,-0.0693
ENSG00000054118,THRAP3,112,1.31173,39,-0.3836,20,-1.4072,53,0.10142,65,0.42405,44,-0.2075,34,-0.5987,30,-0.7598,49,-0.0361,65,0.41638,68,0.48885
ENSG00000196182,STK40,112,2.67075,17,-0.5592,14,-0.8425,16,-0.6171,21,-0.2407,22,-0.1830,10,-1.3493,17,-0.5023,23,-0.0952,12,-1.0876,16,-0.6170
ENSG00000181817,LSM10,112,1.14747,51,-0.1088,43,-0.4129,59,0.10224,43,-0.3726,43,-0.3834,82,0.63411,39,-0.5132,55,0.01717,41,-0.4387,47,-0.2229
ENSG00000116885,OSCP1,112,2.61382,9,-1.5037,13,-1.0113,5,-2.4194,10,-1.3246,4,-2.6040,31,0.31968,20,-0.3286,30,0.31915,24,-0.0588,24,-0.0507
ENSG00000116898,MRPS15,112,0.90228,48,-0.4343,45,-0.5790,61,-0.0549,41,-0.6754,90,0.55500,97,0.67552,84,0.43913,63,-0.0257,35,-0.8937,43,-0.5953
ENSG00000163873,GRIK3,112,1.70274,18,-1.2006,6,-2.8668,24,-0.7938,29,-0.4641,149,2.25345,4,-3.3072,0,-9.2856,0,-5.8740,149,2.25155,23,-0.8409
ENSG00000163875,MEAF6,112,0.36155,61,-0.5740,60,-0.6520,66,-0.4636,87,-0.0283,77,-0.2181,123,0.52241,124,0.52700,113,0.42180,100,0.18219,58,-0.6373
ENSG00000134697,GNL2,112,3.03096,8,-1.3242,12,-0.8718,8,-1.4139,15,-0.5014,0,-4.8413,19,-0.1508,11,-0.9431,17,-0.3185,25,0.25506,15,-0.5352
ENSG00000183317,EPHA10,112,3.31521,9,-1.0118,9,-1.0884,0,-5.8707,3,-2.3763,14,-0.4594,13,-0.4809,3,-2.6726,23,0.40332,13,-0.5517,9,-1.1208
ENSG00000185090,MANEAL,112,1.51887,21,-1.1512,24,-1.0029,26,-0.7959,17,-1.4160,32,-0.4854,73,0.79114,68,0.67505,50,0.22107,43,-0.0489,36,-0.3158
ENSG00000196449,YRDC,112,2.70247,13,-0.8703,10,-1.3738,19,-0.3249,10,-1.3416,6,-1.9819,26,0.12032,31,0.36994,18,-0.4808,20,-0.2738,20,-0.2787
ENSG00000197982,C1orf122,112,-1.0295,373,0.85222,239,0.14260,208,-0.0849,240,0.13888,265,0.29870,207,-0.0901,239,0.13418,175,-0.3806,153,-0.5591,230,0.07174
ENSG00000183431,SF3A3,112,1.79542,35,-0.1452,17,-1.2872,33,-0.2353,21,-0.8751,26,-0.5710,45,0.26761,53,0.52806,36,-0.0815,30,-0.3510,33,-0.2113
ENSG00000183520,UTP11,112,1.75018,23,-0.7813,27,-0.5711,32,-0.3134,19,-1.1005,23,-0.7629,62,0.74481,24,-0.7379,44,0.22374,45,0.23899,22,-0.8597
ENSG00000116954,RRAGC,112,1.92329,23,-0.6590,18,-1.0676,39,0.13168,13,-1.4875,35,-0.0016,42,0.27744,43,0.31630,28,-0.3989,38,0.11953,23,-0.6456
ENSG00000174574,AKIRIN1,112,0.68966,67,-0.1125,40,-0.9600,44,-0.7698,61,-0.2559,52,-0.5046,95,0.43736,81,0.17522,84,0.25030,117,0.76222,64,-0.1890
ENSG00000168653,NDUFS5,112,-2.4674,594,0.03432,644,0.17705,431,-0.4600,587,0.01683,577,-0.0092,883,0.66741,585,0.01142,699,0.32090,486,-0.2751,610,0.07706
ENSG00000127603,MACF1,112,0.30674,116,0.36641,61,-0.6588,104,0.20100,105,0.21650,101,0.14387,90,-0.0346,112,0.30668,62,-0.6520,98,0.10035,110,0.27990
ENSG00000183682,BMP8A,112,3.13345,0,-4.7324,16,-0.3178,2,-2.9662,3,-2.5082,0,-6.5230,8,-1.3077,25,0.34481,33,0.89175,0,-5.8963,10,-1.0238
ENSG00000090621,PABPC4,112,1.24050,65,0.33930,44,-0.2775,74,0.56688,60,0.21895,32,-0.7287,34,-0.6632,46,-0.1753,34,-0.6759,40,-0.4092,56,0.13012
ENSG00000116983,HPCAL4,112,-0.8682,132,-0.6165,153,-0.4233,212,0.11580,252,0.38674,145,-0.4739,213,0.11743,114,-0.8413,281,0.62625,292,0.62326,224,0.20199
ENSG00000084072,PPIE,112,1.93023,31,-0.1880,21,-0.8033,22,-0.7214,18,-0.9920,41,0.24762,33,-0.1126,30,-0.2251,35,0.00661,39,0.16546,18,-0.9975
ENSG00000168389,MFSD2A,112,3.19778,18,-0.1499,9,-1.2674,20,0.05458,4,-2.1782,0,-6.4862,3,-2.7280,14,-0.5156,17,-0.2287,8,-1.3475,24,0.32332
ENSG00000131236,CAP1,112,-0.4011,141,-0.0469,81,-0.9463,158,0.13424,117,-0.3281,78,-0.9422,172,0.26921,216,0.63389,174,0.31404,182,0.36009,199,0.49973
ENSG00000131238,PPT1,112,0.08486,88,-0.2894,85,-0.3605,75,-0.5204,58,-0.9258,132,0.35018,144,0.48404,170,0.75506,126,0.29724,100,-0.0867,75,-0.5208
ENSG00000084073,ZMPSTE24,112,1.87971,23,-0.6984,20,-0.9757,21,-0.8456,38,0.05887,65,0.93369,41,0.17457,13,-1.4663,29,-0.3504,38,0.09083,23,-0.7008
ENSG00000084070,SMAP2,112,0.02006,51,-1.1718,64,-0.8751,93,-0.2661,97,-0.1933,132,0.28662,159,0.58435,155,0.53679,136,0.36492,108,-0.0269,125,0.19282
ENSG00000117016,RIMS3,112,1.22459,20,-1.4736,45,-0.2505,32,-0.7377,11,-2.3456,92,0.89231,60,0.21739,103,1.08877,40,-0.4474,46,-0.1917,36,-0.5720
ENSG00000066136,NFYC,112,1.58207,24,-0.8643,22,-1.0817,46,0.10364,33,-0.3720,44,0.04548,31,-0.4851,38,-0.1780,40,-0.1245,44,0.04198,61,0.55130
ENSG00000179862,CITED4,112,2.93585,7,-1.7328,13,-0.7979,8,-1.4736,5,-2.1309,3,-2.6514,34,0.72827,45,1.18170,19,-0.2290,2,-3.2167,2,-3.5371
ENSG00000171793,CTPS1,112,2.94492,9,-1.3176,13,-0.8003,7,-1.5632,5,-2.2061,6,-1.7646,14,-0.6748,13,-0.7726,32,0.70560,10,-1.1354,14,-0.6098
ENSG00000010803,SCMH1,112,3.34651,11,-0.7812,10,-0.9677,12,-0.6132,8,-1.1947,9,-1.0299,13,-0.4901,2,-2.7930,11,-0.7981,14,-0.4005,15,-0.3345
ENSG00000127124,HIVEP3,112,2.50697,13,-1.0980,13,-1.1366,23,-0.2105,28,0.11144,4,-2.7922,28,0.09638,13,-1.0771,21,-0.4011,27,0.01091,29,0.15275
ENSG00000198815,FOXJ3,112,1.37148,34,-0.5459,18,-1.5199,45,-0.1039,23,-1.1007,38,-0.3707,59,0.30700,45,-0.0975,55,0.21678,83,0.86900,42,-0.2180
ENSG00000177181,RIMKLA,112,2.08007,11,-1.5941,24,-0.5183,22,-0.5858,15,-1.1582,24,-0.4456,24,-0.4670,29,-0.1922,51,0.79411,11,-1.6431,27,-0.3055
ENSG00000127125,PPCS,112,1.02898,50,-0.2562,42,-0.5531,55,-0.0930,68,0.21416,23,-1.4380,65,0.16204,55,-0.0976,54,-0.1528,83,0.53507,63,0.11730
ENSG00000171960,PPIH,112,2.66126,24,-0.0411,14,-0.9021,15,-0.7304,15,-0.6915,6,-2.0992,38,0.70015,14,-0.8339,12,-1.1709,24,-0.0542,20,-0.3258
ENSG00000065978,YBX1,112,0.52654,215,1.63882,91,0.21917,95,0.27548,39,-1.0868,56,-0.5496,35,-1.2615,85,0.09753,61,-0.4603,37,-1.1528,63,-0.3702
ENSG00000164008,C1orf50,112,2.28956,24,-0.3186,21,-0.5678,30,0.06050,8,-1.8573,19,-0.6398,44,0.63000,22,-0.4588,15,-1.1030,25,-0.2465,27,-0.1388
ENSG00000177868,SVBP,112,1.02714,51,-0.2305,47,-0.3876,78,0.44758,43,-0.4724,37,-0.7124,72,0.30892,71,0.29394,65,0.15717,47,-0.3550,33,-0.8778
ENSG00000117394,SLC2A1,112,1.46665,89,1.07940,28,-0.7776,95,1.18633,53,0.24366,38,-0.2664,26,-0.8214,32,-0.5612,21,-1.2042,16,-1.5831,32,-0.5322
ENSG00000117395,EBNA1BP2,112,0.33824,62,-0.5805,59,-0.7025,121,0.46190,77,-0.2480,71,-0.3672,111,0.33216,126,0.52912,116,0.44845,64,-0.5232,78,-0.2307
