Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000111412,C12orf49,46,0.39509,26,-0.6349,53,0.69648,22,-0.8546,28,-0.4515
ENSG00000135119,RNFT2,23,-0.4588,27,-0.2008,57,1.46449,8,-1.9496,15,-1.0342
ENSG00000135116,HRK,26,0.76307,12,-0.7615,24,0.60630,12,-0.5730,7,-1.4364
ENSG00000088992,TESC,41,-0.2224,54,0.32523,53,0.26520,46,0.00101,26,-0.8787
ENSG00000135108,FBXO21,56,-0.4243,65,-0.1513,109,0.91622,54,-0.4296,50,-0.5635
ENSG00000171435,KSR2,17,-0.3950,32,0.80699,33,0.88933,5,-2.1163,2,-3.1557
ENSG00000176871,WSB2,221,0.26208,166,-0.2899,312,1.01510,67,-1.6597,84,-1.3117
ENSG00000089220,PEBP1,990,-0.3329,1303,0.18868,1423,0.36794,946,-0.3636,1086,-0.1407
ENSG00000135090,TAOK3,34,-0.6034,55,0.28593,61,0.49767,46,-0.0389,33,-0.5479
ENSG00000111707,SUDS3,29,-0.6375,48,0.26893,59,0.70509,54,0.45107,7,-2.6996
ENSG00000139767,SRRM4,17,-1.0490,34,0.17844,69,1.86437,9,-1.8691,0,-6.6134
ENSG00000152137,HSPB8,39,-1.0799,39,-1.1004,36,-1.2286,90,0.34921,264,2.52232
ENSG00000111725,PRKAB1,7,-1.4482,15,-0.2449,24,0.64719,18,0.06097,28,0.79759
ENSG00000122966,CIT,52,0.06924,70,0.68585,57,0.26612,33,-0.6856,9,-2.5313
ENSG00000135127,BICDL1,12,-0.3298,13,-0.0987,30,1.72308,0,-4.8180,2,-2.5355
ENSG00000111737,RAB35,22,-0.6788,28,-0.2142,53,1.09490,38,0.28353,10,-1.7608
ENSG00000089154,GCN1,17,-0.5173,14,-0.9245,26,0.25484,28,0.30799,42,1.03861
ENSG00000089157,RPLP0,410,-0.0858,397,-0.1477,255,-0.9304,577,0.50138,730,0.91859
ENSG00000111775,COX6A1,1962,0.64559,1643,0.27265,1003,-0.6495,1316,-0.1366,915,-0.7174
ENSG00000257218,GATC,13,-0.5768,17,-0.1239,25,0.65186,2,-3.1768,33,1.01336
ENSG00000111786,SRSF9,80,-0.2620,112,0.38417,93,0.01472,98,0.11053,69,-0.4648
ENSG00000088986,DYNLL1,789,-0.5693,1674,0.93447,1089,0.02480,883,-0.3198,615,-0.8919
ENSG00000110871,COQ5,12,-0.1706,13,-0.0631,17,0.47880,8,-0.7201,14,0.09836
ENSG00000022840,RNF10,51,-0.3547,68,0.15880,86,0.66538,31,-1.0720,56,-0.1714
ENSG00000167272,POP5,18,-0.3339,19,-0.2479,22,-0.0268,40,1.00992,18,-0.3350
ENSG00000157782,CABP1,97,-0.8172,246,0.99724,207,0.60746,95,-0.7681,33,-2.3543
ENSG00000110917,MLEC,51,-0.3972,51,-0.3762,76,0.38709,79,0.37850,67,0.10867
ENSG00000175970,UNC119B,14,-0.4275,18,0.01560,13,-0.4653,31,0.98348,19,0.12304
ENSG00000157837,SPPL3,38,-1.1520,74,0.00980,133,1.31281,19,-2.0835,78,0.09909
ENSG00000157895,C12orf43,17,-0.2061,19,-0.0052,36,1.41661,2,-3.1160,6,-1.7989
ENSG00000110931,CAMKK2,51,-0.6694,129,1.24359,76,0.06162,51,-0.5609,23,-1.8067
ENSG00000089053,ANAPC5,34,-0.7573,75,0.78515,54,0.10205,21,-1.3569,63,0.35096
ENSG00000170633,RNF34,26,-0.5392,35,-0.0217,54,0.88750,24,-0.5865,27,-0.3959
ENSG00000089094,KDM2B,13,-0.7217,28,0.68500,26,0.51088,9,-1.2158,16,-0.3152
ENSG00000188735,TMEM120B,15,-0.0254,11,-0.5510,18,0.34529,10,-0.6391,23,0.68192
ENSG00000139725,RHOF,15,-0.2001,10,-0.9366,21,0.42472,36,1.31090,7,-1.2686
ENSG00000110801,PSMD9,23,-0.0139,28,0.37343,22,-0.0372,0,-5.4931,37,0.82412
ENSG00000110987,BCL7A,21,-0.6890,23,-0.5545,60,1.45886,3,-3.3509,38,0.32421
ENSG00000175727,MLXIP,11,-0.6133,20,0.51291,19,0.39262,0,-4.3416,23,0.69068
ENSG00000139719,VPS33A,12,-0.9592,15,-0.5459,36,1.11337,32,0.69345,10,-1.1340
ENSG00000130779,CLIP1,47,-0.3976,51,-0.2365,89,0.88892,58,-0.0221,34,-0.8690
ENSG00000111011,RSRC2,39,-0.6856,79,0.67631,59,0.08510,65,0.21758,35,-0.7738
ENSG00000139726,DENR,56,-0.0870,65,0.19654,89,0.86768,33,-0.9101,16,-1.9403
ENSG00000130787,HIP1R,51,-0.3286,44,-0.5732,64,0.11326,35,-0.8495,131,1.36328
ENSG00000139722,VPS37B,13,-0.9514,25,0.12310,36,0.87867,26,0.19803,12,-1.0193
ENSG00000150967,ABCB9,20,-0.4384,25,-0.0447,28,0.21894,46,1.02814,10,-1.3454
ENSG00000182196,ARL6IP4,220,0.09596,261,0.44082,161,-0.4789,149,-0.5486,241,0.23375
ENSG00000090975,PITPNM2,28,-0.2373,49,0.89897,35,0.21451,9,-1.8797,20,-0.7167
ENSG00000130921,C12orf65,16,-0.4796,21,0.02699,23,0.22590,23,0.15105,22,0.14174
ENSG00000111328,CDK2AP1,198,0.02646,108,-1.0479,81,-1.5264,289,0.67094,498,1.71125
ENSG00000139697,SBNO1,44,0.03833,52,0.34887,53,0.39738,41,-0.0907,8,-2.5633
ENSG00000183955,KMT5A,21,0.06208,17,-0.3741,30,0.73570,13,-0.6976,16,-0.3725
ENSG00000150977,RILPL2,14,-0.0113,12,-0.2898,15,0.08784,22,0.67357,10,-0.5292
ENSG00000188026,RILPL1,25,0.05813,37,0.86950,16,-0.6935,16,-0.6579,21,-0.2096
ENSG00000086598,TMED2,48,-0.8430,64,-0.3422,88,0.25104,127,0.85760,90,0.25271
ENSG00000111361,EIF2B1,20,-0.2803,28,0.31284,30,0.46444,15,-0.7708,19,-0.3699
ENSG00000111358,GTF2H3,17,0.11913,8,-1.1725,21,0.54327,15,-0.0728,20,0.40255
ENSG00000119242,CCDC92,104,-0.3786,168,0.55669,180,0.71179,39,-1.8507,77,-0.8027
ENSG00000179195,ZNF664,29,-0.8559,60,0.49757,37,-0.4247,61,0.43795,61,0.45113
ENSG00000196498,NCOR2,46,-0.6523,86,0.52818,70,0.11415,28,-1.3517,97,0.64155
ENSG00000073060,SCARB1,25,-1.0600,47,0.03456,50,0.16725,53,0.25849,69,0.70922
ENSG00000150991,UBC,765,-0.3032,901,0.00349,985,0.17791,993,0.16378,900,0.00101
ENSG00000184992,BRI3BP,50,-0.0237,39,-0.5124,78,0.88094,53,0.05481,22,-1.3211
ENSG00000081760,AACS,27,-0.2895,27,-0.3176,66,1.68338,3,-3.5371,11,-1.5836
ENSG00000139364,TMEM132B,69,-0.1439,99,0.58434,95,0.49062,31,-1.3673,38,-1.0734
ENSG00000151948,GLT1D1,19,-0.1588,26,0.48879,34,1.05007,5,-2.2155,2,-3.4178
ENSG00000060709,RIMBP2,34,-0.4206,55,0.46580,82,1.42646,4,-3.5402,0,-7.6815
ENSG00000132341,RAN,163,-0.4449,229,0.19551,270,0.53841,213,0.04409,120,-0.8709
ENSG00000061936,SFSWAP,14,-0.8924,21,-0.1868,27,0.28764,40,0.89053,23,-0.0310
ENSG00000198598,MMP17,32,-0.7303,55,0.26349,86,1.28564,20,-1.3349,17,-1.6001
ENSG00000177169,ULK1,45,-0.3133,73,0.66849,66,0.44321,29,-0.9540,26,-1.1212
ENSG00000183495,EP400,19,-0.1180,20,-0.0175,30,0.82985,6,-1.9266,18,-0.2234
ENSG00000185163,DDX51,11,-0.9326,19,0.05667,31,1.14375,0,-4.8752,24,0.46717
ENSG00000184967,NOC4L,17,-0.2619,22,0.22591,21,0.15614,16,-0.2842,19,0.01522
ENSG00000182870,GALNT9,39,-0.6141,80,0.76782,93,1.13216,12,-2.2960,3,-4.0313
ENSG00000112787,FBRSL1,43,0.38382,46,0.52679,30,-0.3059,12,-1.6932,33,-0.0976
ENSG00000176894,PXMP2,35,0.19405,25,-0.4483,24,-0.5407,64,1.20451,24,-0.4698
ENSG00000247077,PGAM5,23,-0.1433,22,-0.2352,35,0.69554,23,-0.1583,17,-0.6504
ENSG00000176915,ANKLE2,21,-1.0059,44,0.38838,46,0.43950,63,0.93480,8,-2.3076
ENSG00000090615,GOLGA3,39,-0.2007,56,0.51194,61,0.68683,2,-4.2975,33,-0.4183
ENSG00000198040,ZNF84,22,-0.1920,26,0.15707,38,0.94083,0,-4.8594,21,-0.2377
ENSG00000196199,MPHOSPH8,50,-0.8262,76,-0.0897,95,0.35874,156,1.17517,38,-1.1652
ENSG00000121390,PSPC1,23,-0.9425,40,0.06730,66,1.16454,27,-0.5858,24,-0.7402
ENSG00000121741,ZMYM2,23,-0.9007,48,0.42827,69,1.27039,6,-2.7616,22,-0.8693
ENSG00000121742,GJB6,107,0.75403,46,-0.8513,50,-0.7136,19,-2.0915,169,1.46499
ENSG00000165475,CRYL1,63,-0.3010,69,-0.1248,49,-0.7259,70,-0.0820,157,1.34510
ENSG00000278291,AL161772.1,50,0.04110,52,0.09059,60,0.40320,17,-1.6214,52,0.09451
ENSG00000172458,IL17D,70,0.31475,43,-0.5758,37,-0.8394,20,-1.6487,154,1.74333
ENSG00000150459,SAP18,156,-0.4443,248,0.45141,211,0.12687,150,-0.4487,203,0.04611
ENSG00000173141,MRPL57,99,-0.2709,157,0.64287,80,-0.6596,154,0.49925,91,-0.3789
ENSG00000180776,ZDHHC20,14,-1.1654,26,-0.0786,31,0.26646,0,-5.3166,75,1.85633
ENSG00000165487,MICU2,21,-0.4231,30,0.20194,30,0.17778,18,-0.6684,36,0.49375
ENSG00000151835,SACS,17,-1.0311,30,-0.0101,53,1.21975,42,0.53661,0,-5.9036
ENSG00000165566,AMER2,52,-0.9915,76,-0.3098,71,-0.4484,19,-2.3441,305,2.34648
ENSG00000139505,MTMR6,44,-0.6732,75,0.30787,114,1.27268,14,-2.2506,30,-1.1682
ENSG00000139496,NUP58,16,-1.0743,31,0.09155,50,1.13631,14,-1.1244,27,-0.1102
ENSG00000132932,ATP8A2,43,-0.5186,37,-0.7804,114,1.55816,60,0.06304,10,-2.5693
ENSG00000127870,RNF6,29,-0.4428,42,0.21732,64,1.15248,18,-1.1751,11,-1.8288
ENSG00000132970,WASF3,129,-0.0183,123,-0.1137,137,0.09673,165,0.39923,99,-0.4353
ENSG00000132975,GPR12,11,-1.0000,31,0.82627,39,1.42788,0,-4.8094,1,-4.1853
ENSG00000152484,USP12,49,0.21305,29,-0.7363,65,0.81955,40,-0.1357,24,-0.9440
ENSG00000122026,RPL21,1339,-0.1745,1556,0.11260,754,-1.1778,2240,0.72177,2209,0.69640
ENSG00000122034,GTF3A,78,-0.3665,120,0.47366,91,-0.0868,136,0.60203,46,-1.1351
ENSG00000122033,MTIF3,26,-0.8316,50,0.37752,41,-0.0514,51,0.32789,48,0.24344
ENSG00000186184,POLR1D,49,-0.5939,70,0.08278,77,0.25669,108,0.80497,39,-0.8456
ENSG00000132963,POMP,178,-0.1441,232,0.37986,150,-0.4571,209,0.14447,205,0.11523
ENSG00000139514,SLC7A1,61,0.52966,16,-1.7964,80,1.17509,43,-0.1440,16,-1.6465
ENSG00000122042,UBL3,176,0.29053,118,-0.4702,228,0.84232,41,-2.0320,132,-0.2295
ENSG00000102781,KATNAL1,29,0.01380,27,-0.1214,54,1.37497,8,-1.9004,3,-3.4255
ENSG00000189403,HMGB1,283,-0.4807,393,0.12856,353,-0.0766,479,0.44531,403,0.15330
ENSG00000120694,HSPH1,97,-1.3180,267,0.52834,356,1.18984,129,-0.7399,76,-1.5458
ENSG00000187676,B3GLCT,12,-0.8008,18,-0.1520,34,1.23338,7,-1.5924,19,-0.0128
ENSG00000073910,FRY,33,-1.1749,68,0.11518,108,1.10992,72,0.18679,24,-1.5084
ENSG00000139597,N4BP2L1,22,-0.5305,37,0.43310,49,1.04713,17,-0.8913,5,-2.6164
ENSG00000244754,N4BP2L2,37,-0.6265,49,-0.1068,39,-0.5318,115,1.39788,52,0.00270
ENSG00000083642,PDS5B,40,-0.9809,77,0.17854,129,1.36166,50,-0.5414,17,-2.1665
ENSG00000172915,NBEA,45,-0.2985,62,0.33720,90,1.15241,23,-1.2831,3,-3.9121
ENSG00000133083,DCLK1,184,-0.7763,200,-0.6306,605,1.78665,156,-0.9458,126,-1.2679
ENSG00000133104,SPART,34,-0.7546,45,-0.2817,56,0.12749,68,0.43902,80,0.72157
ENSG00000180440,SERTM1,23,-0.3737,36,0.51142,44,0.93304,13,-1.1755,5,-2.4847
ENSG00000120697,ALG5,11,-1.2251,27,0.36909,26,0.35360,0,-5.4343,49,1.38898
ENSG00000120686,UFM1,64,-0.1476,71,0.03453,75,0.14235,76,0.14547,60,-0.2271
ENSG00000183722,LHFPL6,51,-0.8873,26,-1.9671,158,1.41938,127,0.70743,72,-0.2346
ENSG00000133103,COG6,13,-0.6910,36,1.45271,21,0.20308,5,-1.8528,5,-1.9186
ENSG00000120688,WBP4,21,-0.5542,42,0.78674,29,-0.0048,17,-0.8082,29,0.00124
ENSG00000165572,KBTBD6,43,-0.7088,79,0.46242,102,1.02552,18,-1.9534,38,-0.7954
ENSG00000120696,KBTBD7,14,-0.8856,32,0.69970,21,-0.1484,34,0.67676,14,-0.7395
ENSG00000102760,RGCC,132,0.12252,130,0.10197,84,-0.6885,65,-1.0074,230,1.08462
ENSG00000102780,DGKH,17,-0.8316,27,0.00857,51,1.39013,25,-0.1626,2,-3.5974
ENSG00000023516,AKAP11,126,-0.3401,203,0.59512,230,0.86934,31,-2.4338,63,-1.3684
ENSG00000120675,DNAJC15,45,-0.4717,69,0.33483,45,-0.4757,34,-0.8559,114,1.17371
ENSG00000151778,SERP2,93,0.06440,163,1.30598,92,0.03960,2,-5.2592,22,-2.1669
ENSG00000102804,TSC22D1,322,-0.6297,451,-0.0188,564,0.42877,663,0.63873,304,-0.6484
ENSG00000133114,GPALPP1,18,-0.3378,26,0.44014,26,0.38773,23,0.12475,7,-1.7240
ENSG00000188342,GTF2F2,24,-0.2752,35,0.46732,21,-0.5372,28,0.01968,35,0.36384
ENSG00000180332,KCTD4,5,-2.5676,70,3.05921,11,-1.2740,7,-1.8241,9,-1.3951
ENSG00000133112,TPT1,1233,-0.3863,1175,-0.4727,786,-1.1627,3773,1.65825,1976,0.44445
ENSG00000123200,ZC3H13,59,0.01865,46,-0.4205,72,0.41787,41,-0.5476,70,0.31656
ENSG00000139684,ESD,48,-1.0218,108,0.45435,79,-0.1578,119,0.55683,97,0.20942
ENSG00000102468,HTR2A,17,-1.3190,53,0.80827,67,1.39832,12,-1.6579,0,-5.7960
ENSG00000136143,SUCLA2,54,-0.4930,81,0.26949,98,0.65233,49,-0.5921,52,-0.5036
ENSG00000136146,MED4,39,-0.2691,47,0.05923,55,0.38230,28,-0.7530,53,0.24197
ENSG00000136156,ITM2B,751,-0.6657,761,-0.6409,1154,0.12718,1438,0.48057,1878,0.95737
ENSG00000139687,RB1,20,-0.6075,17,-0.9260,40,0.74316,34,0.33162,36,0.42290
ENSG00000102531,FNDC3A,20,-1.2604,54,0.47906,44,0.07106,68,0.80798,34,-0.3432
ENSG00000102543,CDADC1,14,-0.3185,16,-0.0544,17,0.00980,27,0.77518,13,-0.3890
ENSG00000102547,CAB39L,31,-0.2986,41,0.21989,37,0.00788,52,0.58325,23,-0.7199
ENSG00000136144,RCBTB1,20,-0.2867,7,-1.9583,27,0.32451,42,1.02693,35,0.68174
ENSG00000123179,EBPL,22,-0.4425,29,0.07049,18,-0.7681,61,1.39271,24,-0.2492
ENSG00000102753,KPNA3,30,-0.0730,37,0.30171,40,0.47821,13,-1.3684,25,-0.3846
ENSG00000123178,SPRYD7,36,-0.2731,60,0.73689,57,0.63474,2,-4.5766,26,-0.7225
ENSG00000136104,RNASEH2B,22,-0.2638,31,0.34164,27,0.10302,22,-0.2614,24,-0.1278
ENSG00000136100,VPS36,28,-0.2005,29,-0.1561,40,0.48136,40,0.37863,18,-0.9094
ENSG00000165416,SUGT1,50,-0.4889,68,0.08146,81,0.45254,87,0.48890,35,-0.9905
ENSG00000136099,PCDH8,38,-0.6999,126,1.90861,44,-0.4667,30,-0.9660,5,-3.6283
ENSG00000118946,PCDH17,57,-0.5614,101,0.54131,131,1.13047,18,-2.2393,23,-1.8605
ENSG00000184226,PCDH9,112,-0.5899,150,-0.0554,215,0.67877,54,-1.6406,227,0.65934
ENSG00000204899,MZT1,42,-0.4965,82,0.82779,79,0.74003,22,-1.4485,13,-2.2179
ENSG00000083520,DIS3,12,-0.4632,10,-0.8431,26,1.03615,13,-0.3324,18,0.19651
ENSG00000118922,KLF12,23,0.78845,9,-0.9100,19,0.31685,12,-0.4331,12,-0.4465
ENSG00000136111,TBC1D4,14,-0.4065,12,-0.5619,37,1.79853,10,-0.7853,0,-6.7025
ENSG00000188243,COMMD6,197,-0.0608,181,-0.2174,131,-0.8011,358,0.97750,252,0.35955
ENSG00000118939,UCHL3,13,-0.6832,35,1.32488,24,0.49496,0,-4.5042,7,-1.5289
ENSG00000136153,LMO7,19,-1.1322,50,0.69815,51,0.75069,41,0.24706,3,-3.4708
ENSG00000178695,KCTD12,45,-0.9488,79,0.04967,35,-1.3563,273,2.46107,25,-1.7494
ENSG00000005812,FBXL3,34,-0.7343,60,0.30525,61,0.33896,33,-0.7127,67,0.46392
ENSG00000005810,MYCBP2,74,-0.7091,154,0.71431,162,0.82859,73,-0.6382,18,-2.7237
ENSG00000139737,SLAIN1,15,-2.2226,41,-0.6035,53,-0.1502,31,-0.9583,209,2.54089
ENSG00000136160,EDNRB,103,0.63698,79,0.09014,66,-0.2263,23,-1.8309,82,0.14426
ENSG00000152193,OBI1,12,-0.5475,21,0.49875,31,1.37575,0,-5.0221,3,-2.4246
ENSG00000139746,RBM26,42,-0.3725,50,-0.0160,78,0.90319,35,-0.5736,31,-0.8016
ENSG00000102471,NDFIP2,61,-1.4774,181,0.46244,296,1.66318,29,-2.4542,45,-1.8003
ENSG00000136158,SPRY2,38,0.31967,23,-0.6131,57,1.19207,1,-4.3501,23,-0.5662
ENSG00000178235,SLITRK1,25,-1.0027,62,0.66705,82,1.31764,5,-3.2844,15,-1.6680
ENSG00000165300,SLITRK5,19,-0.6288,37,0.63748,43,0.99920,11,-1.4225,6,-2.1719
ENSG00000152749,GPR180,11,-0.6956,16,-0.1012,29,1.20938,3,-2.3260,17,0.05541
ENSG00000125285,SOX21,22,0.58954,13,-0.3847,16,-0.0081,4,-2.0523,24,0.62310
ENSG00000134873,CLDN10,127,1.12577,77,0.03124,55,-0.5680,2,-5.0440,83,0.15152
ENSG00000134874,DZIP1,32,0.08609,40,0.50125,26,-0.2818,24,-0.3999,26,-0.2809
ENSG00000185352,HS6ST3,95,0.65799,28,-1.5509,126,1.33671,48,-0.5804,4,-3.9940
ENSG00000139793,MBNL2,51,-0.9275,102,0.33353,104,0.37795,50,-0.8570,124,0.61725
ENSG00000125249,RAP2A,64,-0.4722,101,0.41333,114,0.66824,40,-1.1521,61,-0.4930
ENSG00000065150,IPO5,51,-0.6324,80,0.21819,101,0.69371,50,-0.5874,61,-0.2612
ENSG00000152767,FARP1,65,-0.2979,104,0.63556,76,5.28978,63,-0.2958,55,-0.5081
ENSG00000102572,STK24,32,-0.9594,87,0.95837,65,0.33076,62,0.19158,11,-2.4832
ENSG00000088387,DOCK9,47,-0.2949,44,-0.4129,82,0.82061,36,-0.6684,59,0.10378
ENSG00000134882,UBAC2,17,-0.6732,27,0.13891,34,0.62060,11,-1.2872,33,0.46262
ENSG00000125304,TM9SF2,46,-0.7209,64,-0.1126,102,0.83795,54,-0.3565,67,-0.0348
ENSG00000175198,PCCA,15,0.29349,8,-0.8246,20,0.89505,0,-4.6519,17,0.44949
ENSG00000102452,NALCN,37,-0.3333,37,-0.3323,77,1.17788,22,-1.0946,32,-0.5511
ENSG00000102466,FGF14,31,-0.1681,48,0.69225,36,0.07440,35,0.03410,9,-2.0320
ENSG00000134900,TPP2,12,-0.8067,40,1.61244,15,-0.5018,15,-0.3746,7,-1.5873
ENSG00000134897,BIVM,13,-0.2023,12,-0.2335,21,0.77458,3,-2.3557,19,0.45938
ENSG00000134899,ERCC5,15,-0.5925,18,-0.2382,26,0.50492,36,0.96765,9,-1.1843
ENSG00000125266,EFNB2,16,-1.1760,30,-0.1014,45,0.71013,44,0.56197,27,-0.2484
ENSG00000134884,ARGLU1,42,-1.3586,96,0.06290,101,0.16322,160,0.93255,105,0.19627
ENSG00000204442,FAM155A,50,-0.2641,72,0.44678,74,0.51224,39,-0.6168,29,-1.0897
ENSG00000174405,LIG4,20,-0.2432,14,-0.8389,40,1.22320,30,0.42186,4,-2.4831
ENSG00000139826,ABHD13,10,-0.9295,23,0.48488,31,1.14613,1,-4.3140,14,-0.3420
ENSG00000041515,MYO16,23,0.40198,15,-0.4085,37,1.47736,0,-5.1967,1,-4.1000
ENSG00000185950,IRS2,82,0.10264,92,0.35022,105,0.62392,31,-1.4050,29,-1.5128
ENSG00000213995,NAXD,38,0.27887,40,0.38331,41,0.39697,3,-3.5155,24,-0.5018
ENSG00000134905,CARS2,17,-0.2185,20,0.10158,21,0.25845,7,-1.5073,27,0.62922
ENSG00000153487,ING1,18,0.39709,16,0.22247,15,0.08883,12,-0.2532,5,-1.5608
ENSG00000088448,ANKRD10,17,-0.9692,32,0.13107,32,0.14753,49,0.84256,27,-0.1580
ENSG00000102606,ARHGEF7,66,-0.7717,100,-0.0448,206,1.61070,11,-3.2945,60,-0.8461
ENSG00000126217,MCF2L,51,-0.1444,66,0.36777,70,0.48923,41,-0.4701,24,-1.2871
ENSG00000126226,PCID2,8,-1.6051,16,-0.4010,27,0.65114,39,1.17640,18,-0.1793
ENSG00000139842,CUL4A,21,-0.4621,24,-0.2703,42,0.90870,23,-0.2489,21,-0.4209
ENSG00000185896,LAMP1,83,-0.7627,89,-0.6455,135,0.11936,131,0.04871,271,1.33991
ENSG00000150403,TMCO3,26,-0.0098,24,-0.2006,25,-0.1385,29,0.13339,34,0.39938
ENSG00000198176,TFDP1,26,-0.1068,35,0.45462,23,-0.3446,23,-0.3375,31,0.19519
ENSG00000183087,GAS6,49,-0.4188,44,-0.6033,86,0.69918,88,0.62443,43,-0.5508
ENSG00000185989,RASA3,14,-0.5553,22,0.24798,17,-0.2697,13,-0.5954,36,1.05210
ENSG00000130177,CDC16,38,-0.3640,44,-0.0904,56,0.34344,65,0.55623,32,-0.6202
ENSG00000169062,UPF3A,28,-0.7983,38,-0.2606,37,-0.3207,49,0.16254,97,1.39411
ENSG00000198824,CHAMP1,13,-0.5950,13,-0.5640,42,2.01285,3,-2.5436,5,-1.8660
ENSG00000100814,CCNB1IP1,17,-0.8318,14,-1.1540,26,-0.1034,89,2.19611,17,-0.7249
ENSG00000129484,PARP2,17,-0.4949,34,0.88204,31,0.68779,4,-2.5408,9,-1.2995
ENSG00000092094,OSGEP,17,-0.3859,24,0.19021,14,-0.7244,34,0.75549,28,0.40471
ENSG00000100823,APEX1,56,-0.4083,80,0.26651,63,-0.1907,86,0.34992,74,0.10249
ENSG00000165782,PIP4P1,35,-0.3712,37,-0.2736,52,0.40100,69,0.83121,24,-0.9095
ENSG00000129538,RNASE1,16,-3.6284,64,-1.5259,46,-2.0213,370,1.57721,613,2.78000
ENSG00000165795,NDRG2,1311,0.75016,831,-0.1779,609,-0.7341,581,-0.7230,1216,0.48445
ENSG00000258441,LINC00641,42,-0.5240,85,0.83770,86,0.87788,10,-2.6574,16,-1.9157
ENSG00000092199,HNRNPC,150,-0.6112,259,0.42909,195,-0.1365,241,0.23762,225,0.11862
ENSG00000092201,SUPT16H,50,-0.3087,53,-0.1981,93,0.94369,40,-0.6195,41,-0.5828
ENSG00000100888,CHD8,28,-0.0678,28,-0.0988,46,0.93290,19,-0.6773,12,-1.4275
ENSG00000129472,RAB2B,19,-0.5308,24,-0.0393,24,-0.0529,44,0.96892,21,-0.2701
ENSG00000092203,TOX4,30,-0.4684,33,-0.2618,54,0.71275,17,-1.2336,55,0.59774
ENSG00000165819,METTL3,15,-0.0975,14,-0.2195,19,0.26560,25,0.69748,8,-1.0217
ENSG00000165821,SALL2,50,0.63488,16,-1.3723,28,-0.4892,24,-0.6609,80,1.37314
ENSG00000129562,DAD1,92,-0.4008,114,-0.0047,87,-0.4935,102,-0.1860,225,1.19175
ENSG00000155463,OXA1L,31,-0.4208,35,-0.2007,52,0.60196,36,-0.0923,38,-0.0440
ENSG00000172590,MRPL52,101,-0.1278,140,0.51423,85,-0.4475,70,-0.6927,144,0.47946
ENSG00000197324,LRP10,30,-0.5099,11,-2.1375,19,-1.2790,94,1.56168,102,1.73646
ENSG00000100461,RBM23,16,-0.9925,28,0.00620,26,-0.1013,64,1.48019,18,-0.6456
ENSG00000100462,PRMT5,29,0.28566,27,0.15683,26,0.02806,7,-1.9199,30,0.30598
ENSG00000100804,PSMB5,118,-0.3278,139,-0.0156,176,0.45179,127,-0.1649,130,-0.1222
ENSG00000100813,ACIN1,17,-1.2175,29,-0.3430,47,0.58590,68,1.15153,26,-0.4930
ENSG00000179933,C14orf119,21,-0.8372,31,-0.2182,36,0.11117,72,1.29492,26,-0.4315
ENSG00000092068,SLC7A8,14,-1.2183,36,0.48169,48,1.13686,20,-0.5691,10,-1.5579
ENSG00000235194,PPP1R3E,10,-0.9854,21,0.34722,24,0.57638,5,-1.8321,27,0.69230
ENSG00000129473,BCL2L2,64,-0.4819,84,0.02125,126,0.87206,84,0.01729,32,-1.4615
ENSG00000100836,PABPN1,61,-0.5080,91,0.23317,106,0.54381,61,-0.4495,69,-0.2555
ENSG00000092096,SLC22A17,315,-0.5292,405,-0.0706,668,0.98289,356,-0.2717,230,-0.9587
ENSG00000166091,CMTM5,20,-0.6825,16,-1.1120,8,-2.1431,15,-1.0299,135,3.14860
ENSG00000129460,NGDN,9,-1.3173,19,-0.1520,15,-0.4879,51,1.64431,24,0.31067
ENSG00000213983,AP1G2,11,-0.8064,25,0.69989,18,0.09359,15,-0.2803,17,-0.0529
ENSG00000092051,JPH4,104,-0.2329,197,1.10408,128,0.16934,49,-1.3580,34,-1.9284
ENSG00000100884,CPNE6,89,-0.2409,111,0.17892,155,0.89160,40,-1.4329,59,-0.8451
ENSG00000100897,DCAF11,63,-0.0049,47,-0.5496,74,0.31755,77,0.34153,60,-0.0891
ENSG00000092010,PSME1,64,-0.2897,46,-0.8716,57,-0.4925,153,1.25958,111,0.67030
ENSG00000100908,EMC9,25,-0.2837,33,0.22221,35,0.31867,26,-0.2008,24,-0.3487
ENSG00000100911,PSME2,39,-0.3219,51,0.16998,23,-1.1925,99,1.33567,46,-0.0071
ENSG00000092098,RNF31,16,0.28269,14,-0.0313,13,-0.0870,15,0.15613,10,-0.5418
ENSG00000213928,IRF9,27,0.01677,14,-1.0609,18,-0.6450,32,0.33703,60,1.45536
ENSG00000100926,TM9SF1,14,-0.7097,16,-0.5296,19,-0.1452,23,0.17187,46,1.39341
ENSG00000254505,CHMP4A,61,0.14924,87,0.89897,30,-1.0918,28,-1.1130,68,0.30026
ENSG00000213920,MDP1,36,-0.1447,58,0.84137,35,-0.2122,36,-0.1246,17,-1.2920
ENSG00000129559,NEDD8,303,-0.1295,429,0.56787,292,-0.1975,301,-0.1254,246,-0.4489
ENSG00000100938,GMPR2,22,-0.4237,44,0.91532,25,-0.2305,27,-0.0651,16,-0.8471
