Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000013297,CLDN11,2,-5.3535,32,-1.2850,22,-1.8927,4,-4.0002,427,4.63639
ENSG00000013293,SLC7A14,11,-2.0260,64,1.08587,65,1.11302,17,-1.3062,11,-1.9177
ENSG00000163584,RPL22L1,34,-0.3167,32,-0.4543,22,-1.0540,98,1.56656,52,0.38844
ENSG00000154310,TNIK,47,0.01545,38,-0.3684,57,0.38918,52,0.16410,38,-0.3482
ENSG00000144959,NCEH1,33,-0.4011,41,-0.0063,91,1.82305,0,-6.0968,2,-4.5580
ENSG00000169760,NLGN1,11,-1.2098,22,-0.0086,31,0.71256,19,-0.2594,29,0.47097
ENSG00000177565,TBL1XR1,69,-0.5793,101,0.11512,131,0.65210,102,0.11794,56,-0.8303
ENSG00000172667,ZMAT3,68,-0.1640,96,0.51110,106,0.73669,33,-1.2687,21,-1.9527
ENSG00000121879,PIK3CA,21,0.17502,14,-0.5519,26,0.63269,12,-0.6941,18,-0.0743
ENSG00000121864,ZNF639,14,-0.4215,27,0.86887,20,0.25810,6,-1.5610,13,-0.5108
ENSG00000171109,MFN1,13,-0.4728,11,-0.7079,23,0.59556,25,0.64779,16,-0.0808
ENSG00000114450,GNB4,15,-1.5195,45,0.42878,55,0.89938,36,0.00943,22,-0.7756
ENSG00000136522,MRPL47,30,-0.3249,38,0.10581,46,0.49794,23,-0.7266,36,0.01690
ENSG00000136521,NDUFB5,130,-0.2368,175,0.33729,166,0.23704,127,-0.2390,110,-0.4760
ENSG00000114757,PEX5L,51,-0.7959,68,-0.3072,122,0.88605,60,-0.4498,97,0.31421
ENSG00000163728,TTC14,17,-0.6273,27,0.24594,27,0.25139,16,-0.6047,32,0.51226
ENSG00000114416,FXR1,54,-0.5830,60,-0.3877,90,0.36795,80,0.12902,107,0.61036
ENSG00000205981,DNAJC19,72,0.15962,73,0.18612,71,0.11396,68,0.04080,32,-1.1495
ENSG00000242808,SOX2-OT,38,-1.8457,76,-0.7177,57,-1.1879,16,-2.9469,544,3.39705
ENSG00000181449,SOX2,118,0.64838,67,-0.4500,37,-1.4671,120,0.55888,124,0.61215
ENSG00000043093,DCUN1D1,38,0.21226,31,-0.1336,53,0.92283,9,-1.9684,18,-1.0171
ENSG00000078070,MCCC1,14,-0.1912,14,-0.1629,17,0.19385,9,-0.7459,23,0.71615
ENSG00000114796,KLHL24,28,-0.5739,30,-0.4166,36,-0.1153,52,0.50459,66,0.92516
ENSG00000163872,YEATS2,11,-1.2171,37,0.99000,23,0.01718,17,-0.4713,24,0.07256
ENSG00000180834,MAP6D1,9,-2.0003,34,0.30327,22,-0.5001,0,-5.7291,103,2.44911
ENSG00000175193,PARL,34,0.07597,29,-0.2169,34,0.11461,51,0.75500,15,-1.2227
ENSG00000114770,ABCC5,37,-0.3544,41,-0.1988,86,1.41374,22,-1.1154,13,-1.9386
ENSG00000145191,EIF2B5,23,-0.6449,41,0.46073,45,0.63152,13,-1.4289,31,-0.0825
ENSG00000161202,DVL3,27,-0.5853,35,-0.1293,40,0.12738,46,0.33613,50,0.46751
ENSG00000161203,AP2M1,339,-0.5907,491,0.09363,741,0.97391,287,-0.7809,314,-0.6397
ENSG00000161204,ABCF3,19,-0.6129,23,-0.2897,40,0.81730,10,-1.4718,41,0.69453
ENSG00000145198,VWA5B2,23,-0.1510,39,0.99631,36,0.77659,0,-5.5848,0,-5.4380
ENSG00000163888,CAMK2N2,193,0.58908,116,-0.4127,183,0.46900,138,-0.0730,35,-2.1834
ENSG00000175166,PSMD2,88,-0.4615,136,0.36744,127,0.22944,79,-0.5777,123,0.14066
ENSG00000114867,EIF4G1,54,-0.6472,59,-0.5225,99,0.47375,126,0.82454,73,-0.0969
ENSG00000175182,FAM131A,126,-0.5961,187,0.13545,316,1.30302,107,-0.7757,32,-2.6010
ENSG00000163882,POLR2H,27,-0.5161,36,0.00198,48,0.57357,33,-0.1473,33,-0.1382
ENSG00000090539,CHRD,19,-0.4544,24,-0.0821,35,0.71528,21,-0.2570,21,-0.2936
ENSG00000177383,MAGEF1,43,-0.3886,82,0.90119,73,0.63882,0,-6.4499,30,-0.9229
ENSG00000156931,VPS8,17,-0.2755,22,0.19604,26,0.48232,10,-1.0553,20,0.00932
ENSG00000187068,C3orf70,44,0.91489,19,-0.6703,26,-0.1749,18,-0.6847,29,0.08153
ENSG00000073803,MAP3K13,58,-0.0985,47,-0.4716,42,-0.6642,152,1.66123,41,-0.6435
ENSG00000163900,TMEM41A,15,0.17207,17,0.44284,17,0.36231,3,-2.0460,9,-0.6819
ENSG00000163904,SENP2,27,-0.2034,31,0.07201,47,0.93952,7,-2.1984,23,-0.4303
ENSG00000136527,TRA2B,39,-0.7241,60,0.04961,66,0.24302,74,0.40494,62,0.11072
ENSG00000244405,ETV5,43,-0.3855,76,0.75265,84,0.97364,7,-3.0718,10,-2.4934
ENSG00000058866,DGKG,8,-1.3909,37,1.74613,22,0.49737,0,-5.0920,5,-1.9700
ENSG00000090520,DNAJB11,14,-0.7218,27,0.45240,28,0.52932,12,-0.8471,21,-0.0637
ENSG00000156976,EIF4A2,386,-0.6149,608,0.23160,845,0.94483,429,-0.3723,215,-1.4492
ENSG00000073849,ST6GAL1,22,-0.8762,43,0.31484,46,0.42653,51,0.52854,21,-0.8600
ENSG00000163923,RPL39L,14,-0.5979,32,1.11858,18,-0.1397,11,-0.7906,14,-0.5117
ENSG00000157005,SST,153,-1.9699,149,-2.0092,331,-0.7022,2540,3.70677,93,-2.5336
ENSG00000113916,BCL6,26,0.24669,9,-1.6216,30,0.49416,18,-0.4079,38,0.82668
ENSG00000152492,CCDC50,27,0.18607,25,0.02428,17,-0.6821,0,-5.5260,59,1.56273
ENSG00000114279,FGF12,115,-0.2369,171,0.53773,211,1.01325,39,-1.8642,14,-3.3886
ENSG00000127249,ATP13A4,28,0.62726,17,-0.3013,12,-0.9634,0,-5.3061,49,1.56860
ENSG00000198836,OPA1,74,-0.3009,90,0.05976,141,1.00295,57,-0.6937,33,-1.5167
ENSG00000114315,HES1,21,0.01064,14,-0.6816,9,-1.4015,40,1.16445,37,0.99786
ENSG00000133657,ATP13A3,11,-1.5069,20,-0.4382,31,0.36062,38,0.64371,45,0.94249
ENSG00000114331,ACAP2,15,-0.6664,33,0.77651,15,-0.7232,12,-0.9929,41,1.04787
ENSG00000184203,PPP1R2,39,-0.8417,101,0.99670,70,0.19756,59,-0.1053,25,-1.4420
ENSG00000189058,APOD,132,-2.1826,201,-1.5165,168,-1.8019,1577,2.27051,1283,1.79847
ENSG00000061938,TNK2,61,-0.2670,80,0.25179,77,0.15785,75,0.09903,54,-0.4414
ENSG00000072274,TFRC,38,-0.2126,49,0.26009,60,0.66359,22,-1.0329,28,-0.7063
ENSG00000161217,PCYT1A,19,-0.7575,20,-0.6904,33,0.22534,62,1.31131,29,-0.0404
ENSG00000213123,TCTEX1D2,48,-0.0636,66,0.55827,53,0.10931,39,-0.4001,27,-0.9972
ENSG00000163960,UBXN7,15,-0.2697,9,-1.1405,17,-0.0762,21,0.27257,39,1.33322
ENSG00000163961,RNF168,19,0.20345,17,-0.0580,19,0.13678,14,-0.2967,15,-0.2426
ENSG00000174013,FBXO45,23,-0.5369,37,0.32418,37,0.35239,38,0.33475,17,-0.9795
ENSG00000163964,PIGX,43,-0.3197,45,-0.2656,79,0.89255,49,-0.0945,29,-0.8835
ENSG00000180370,PAK2,28,-0.2556,27,-0.2853,44,0.62565,19,-0.8473,39,0.34709
ENSG00000119231,SENP5,25,-0.3519,36,0.30785,34,0.23848,19,-0.7762,34,0.20719
ENSG00000114503,NCBP2,54,0.23813,59,0.42481,44,-0.1495,15,-1.7365,52,0.14578
ENSG00000270170,NCBP2AS2,36,-0.5082,62,0.54905,59,0.42315,34,-0.5272,31,-0.6538
ENSG00000119227,PIGZ,10,-1.1886,33,1.00942,23,0.29617,13,-0.6648,16,-0.3987
ENSG00000228109,MELTF-AS1,16,-0.5519,14,-0.7024,22,0.08728,64,2.01763,2,-3.0681
ENSG00000075711,DLG1,42,-0.7651,70,0.15132,99,0.88485,17,-2.0618,78,0.32473
ENSG00000161267,BDH1,39,0.56921,26,-0.2140,39,0.53656,12,-1.4024,16,-0.9540
ENSG00000145016,RUBCN,23,-0.6737,42,0.47704,39,0.34863,27,-0.3147,29,-0.2202
ENSG00000122068,FYTTD1,29,-0.5717,40,0.03520,30,-0.4992,76,1.15478,41,0.06570
ENSG00000186001,LRCH3,10,-0.7634,17,0.13886,16,0.07978,10,-0.7462,29,1.05099
ENSG00000182899,RPL35A,937,-0.1741,1027,-0.0011,596,-0.9737,1962,1.13346,1137,0.16884
ENSG00000182903,ZNF721,12,-1.0294,23,0.08910,36,0.99117,11,-1.0426,24,0.12118
ENSG00000174227,PIGG,14,-0.1307,6,-1.5136,20,0.52773,5,-1.5970,36,1.53238
ENSG00000273238,TMEM271,42,-0.5690,103,1.24887,73,0.45324,9,-2.8546,19,-1.7120
ENSG00000169020,ATP5ME,1065,0.15465,1179,0.36018,781,-0.4280,855,-0.2284,964,-0.0336
ENSG00000215375,MYL5,17,0.13887,15,-0.0499,15,-0.0971,20,0.38857,12,-0.4815
ENSG00000185619,PCGF3,22,-0.2260,27,0.18439,36,0.79754,12,-1.0877,14,-0.8450
ENSG00000168993,CPLX1,283,0.45350,123,-1.0786,367,1.03394,174,-0.4248,87,-1.4884
ENSG00000178950,GAK,29,-0.7013,43,0.01271,71,1.05787,37,-0.2204,20,-1.1795
ENSG00000127419,TMEM175,20,-0.8705,23,-0.6257,44,0.63378,19,-0.8440,65,1.24947
ENSG00000145214,DGKQ,15,-0.4685,15,-0.3856,36,1.36886,13,-0.6224,8,-1.2942
ENSG00000127418,FGFRL1,30,1.08869,9,-1.2769,5,-2.1267,0,-5.1269,57,2.15747
ENSG00000159692,CTBP1,144,0.00056,150,0.07818,210,0.77294,72,-1.1009,74,-1.0558
ENSG00000090316,MAEA,38,-0.4071,49,0.07349,83,1.20893,18,-1.5109,21,-1.2540
ENSG00000163950,SLBP,45,-0.5422,77,0.46370,102,1.10283,29,-1.1738,10,-2.6642
ENSG00000168936,TMEM129,26,-0.2611,31,0.04382,37,0.41598,5,-2.6263,47,0.77284
ENSG00000068078,FGFR3,310,0.96460,149,-0.5116,150,-0.4947,102,-1.0419,252,0.41700
ENSG00000168924,LETM1,39,-0.2658,58,0.54789,43,-0.0624,49,0.15098,27,-0.7879
ENSG00000109685,NSD2,30,-0.3836,57,0.89075,46,0.40922,12,-1.7236,20,-1.0100
ENSG00000185049,NELFA,14,-0.1935,17,0.14905,19,0.33753,0,-4.9787,26,0.83922
ENSG00000243449,C4orf48,492,-0.0850,511,-0.0156,500,-0.0565,330,-0.7133,783,0.71592
ENSG00000185818,NAT8L,294,0.55459,214,-0.0821,263,0.32232,129,-0.8741,117,-1.0304
ENSG00000123933,MXD4,38,-0.1817,32,-0.4616,32,-0.4810,50,0.29220,79,1.11514
ENSG00000159733,ZFYVE28,14,-0.3802,21,0.40392,25,0.79293,14,-0.2587,2,-3.0215
ENSG00000063978,RNF4,34,-0.0714,36,0.04428,52,0.79935,25,-0.5585,13,-1.5081
ENSG00000087266,SH3BP2,28,0.71806,19,-0.0600,9,-1.2767,28,0.58623,16,-0.2682
ENSG00000087274,ADD1,158,-0.2751,152,-0.3440,237,0.52206,181,-0.0196,188,0.04977
ENSG00000109736,MFSD10,27,-0.6638,28,-0.6209,54,0.63386,80,1.25663,16,-1.3617
ENSG00000197386,HTT,55,-0.1453,58,-0.0653,77,0.49433,77,0.42566,22,-1.5576
ENSG00000159788,RGS12,47,-0.1604,92,1.30067,30,-0.9365,38,-0.4636,31,-0.7724
ENSG00000163956,LRPAP1,115,-0.6166,153,-0.1097,216,0.58369,187,0.23817,140,-0.2375
ENSG00000132406,TMEM128,15,-0.2905,16,-0.0722,22,0.45827,16,-0.0751,15,-0.1858
ENSG00000168824,NSG1,87,-0.3735,81,-0.4927,158,0.81259,85,-0.3654,115,0.12449
ENSG00000168818,STX18,12,-0.5749,18,0.13048,24,0.66897,9,-0.9212,18,0.10603
ENSG00000072832,CRMP1,192,-0.3225,174,-0.5052,461,1.60554,118,-1.0545,57,-2.1376
ENSG00000181215,C4orf50,11,-0.8484,26,0.69807,33,1.24707,1,-4.3222,6,-1.6336
ENSG00000152969,JAKMIP1,55,-0.5316,112,0.88448,109,0.83094,28,-1.5163,6,-3.5707
ENSG00000109501,WFS1,119,0.19447,64,-0.9117,158,0.80458,86,-0.3507,90,-0.2893
ENSG00000074211,PPP2R2C,183,0.24685,154,-0.0832,249,0.90748,64,-1.4382,54,-1.6882
ENSG00000013288,MAN2B2,26,-0.5111,19,-1.0711,66,1.41912,42,0.31876,14,-1.4105
ENSG00000179010,MRFAP1,259,-0.2047,353,0.39527,307,0.11418,131,-1.2445,344,0.29213
ENSG00000170846,AC093323.1,36,-0.6039,85,1.08855,62,0.37802,17,-1.6575,24,-1.1689
ENSG00000178988,MRFAP1L1,66,-0.5896,112,0.41028,103,0.23672,94,0.04775,74,-0.3466
ENSG00000186222,BLOC1S4,14,0.13784,12,-0.1365,19,0.84489,1,-3.7117,11,-0.1551
ENSG00000170871,KIAA0232,45,-0.3154,56,0.11553,88,1.07710,16,-1.8344,30,-0.8805
ENSG00000132405,TBC1D14,34,-0.4978,54,0.36151,48,0.11693,46,0.03903,41,-0.1269
ENSG00000173011,TADA2B,17,-0.0042,15,-0.1226,25,0.81748,11,-0.6556,8,-1.0884
ENSG00000109519,GRPEL1,30,-0.3987,40,0.13535,46,0.40276,44,0.26069,23,-0.7526
ENSG00000184985,SORCS2,28,0.06494,18,-0.6869,30,0.20554,33,0.34582,30,0.17178
ENSG00000196526,AFAP1,12,-0.4259,20,0.50036,24,0.89553,0,-4.9389,12,-0.4718
ENSG00000163995,ABLIM2,24,-0.6228,62,1.31369,45,0.57440,8,-2.1807,1,-4.4099
ENSG00000071127,WDR1,43,-1.0199,77,0.02535,67,-0.2148,127,0.88592,105,0.55562
ENSG00000178163,ZNF518B,17,0.03114,15,-0.2369,23,0.58145,20,0.30562,5,-1.6832
ENSG00000157869,RAB28,15,-0.6979,29,0.45602,23,0.02849,24,0.05410,24,0.10126
ENSG00000038219,BOD1L1,50,-0.3212,56,-0.1287,96,1.00015,54,-0.1784,21,-1.6463
ENSG00000137449,CPEB2,18,-1.3455,35,-0.2447,56,0.72533,17,-1.3304,81,1.26397
ENSG00000118564,FBXL5,32,-1.2149,66,0.02515,72,0.20673,98,0.69944,81,0.36100
ENSG00000237765,FAM200B,81,-0.1424,96,0.19250,45,-1.1493,91,0.07369,161,1.07124
ENSG00000169762,TAPT1,18,-0.6583,27,0.14711,35,0.65785,4,-2.6721,39,0.71023
ENSG00000169744,LDB2,13,-2.4085,127,1.91110,66,0.28446,40,-0.5383,2,-4.4846
ENSG00000151552,QDPR,149,-0.8705,174,-0.6035,223,-0.1511,91,-1.5239,750,2.14804
ENSG00000002549,LAP3,33,-0.1387,32,-0.1843,21,-0.9007,41,0.22724,70,1.19162
ENSG00000118579,MED28,31,-0.4469,25,-0.7936,42,0.12088,74,1.08189,46,0.23595
ENSG00000163257,DCAF16,12,-0.5107,18,0.20362,16,-0.1055,7,-1.2769,32,1.15082
ENSG00000145147,SLIT2,24,0.22366,9,-1.4817,47,1.86052,6,-1.8654,4,-2.3173
ENSG00000163138,PACRGL,13,-0.5867,22,0.35641,29,1.00591,9,-1.0316,7,-1.3530
ENSG00000185774,KCNIP4,39,-0.8701,135,1.75484,56,-0.2290,41,-0.7098,7,-3.2688
ENSG00000152990,ADGRA3,24,0.53831,16,-0.2169,10,-0.9934,0,-5.1448,44,1.60896
ENSG00000109606,DHX15,27,-0.4318,36,0.08023,50,0.78915,18,-1.0000,30,-0.2217
ENSG00000109610,SOD3,15,-1.1143,20,-0.6352,4,-2.8855,119,2.92360,29,0.02093
ENSG00000053900,ANAPC4,6,-1.4645,16,0.15149,22,0.76970,14,-0.0603,16,0.17838
ENSG00000091490,SEL1L3,14,-0.1799,13,-0.2765,33,1.73691,1,-4.0710,2,-2.6589
ENSG00000250317,SMIM20,45,0.59771,23,-0.6946,37,0.17918,2,-3.9991,57,0.90512
ENSG00000168214,RBPJ,44,-0.3456,45,-0.3149,60,0.22367,27,-1.0417,101,1.11098
ENSG00000109689,STIM2,8,-1.2902,20,0.26757,16,-0.1426,22,0.41473,28,0.82349
ENSG00000169851,PCDH7,56,-1.0207,190,1.42451,137,0.63749,32,-1.7883,4,-4.6954
ENSG00000047365,ARAP2,10,-1.4294,32,0.55734,21,-0.2486,17,-0.5977,50,1.26385
ENSG00000065882,TBC1D1,12,-0.7860,22,0.28088,16,-0.3185,42,1.39378,10,-1.0173
ENSG00000109787,KLF3,18,-0.1499,16,-0.3880,18,-0.1462,28,0.53968,26,0.44211
ENSG00000109790,KLHL5,18,-0.3719,29,0.53234,25,0.23712,9,-1.4022,24,0.14675
ENSG00000035928,RFC1,28,-0.1727,24,-0.4626,19,-0.8506,55,0.99518,49,0.80145
ENSG00000163682,RPL9,1064,-0.0655,1189,0.14876,638,-0.9773,1833,0.87861,1196,0.13726
ENSG00000163683,SMIM14,42,-0.5364,56,-0.0241,70,0.40113,69,0.31690,50,-0.2158
ENSG00000078140,UBE2K,75,-0.3812,102,0.18560,154,1.09585,49,-1.0143,29,-1.8066
ENSG00000121892,PDS5A,19,-0.8214,28,-0.1237,50,1.10313,25,-0.2954,20,-0.6115
ENSG00000163697,APBB2,28,-0.1963,26,-0.3080,42,0.61986,15,-1.1061,40,0.43168
ENSG00000154277,UCHL1,810,-0.5852,1511,0.62190,1782,0.99881,503,-1.2548,204,-2.6087
ENSG00000064042,LIMCH1,89,-0.1491,103,0.12002,110,0.25119,50,-1.0338,119,0.34619
ENSG00000109133,TMEM33,52,-0.3459,46,-0.5452,98,0.93775,41,-0.6642,67,0.11380
ENSG00000014824,SLC30A9,66,-0.2017,77,0.07286,107,0.77057,57,-0.4125,33,-1.2603
ENSG00000124406,ATP8A1,45,-1.3820,136,0.61137,154,0.89441,30,-1.8411,103,0.04283
ENSG00000151806,GUF1,15,0.08782,20,0.70749,13,-0.0751,5,-1.6263,11,-0.3408
ENSG00000163281,GNPDA2,8,-0.6690,15,0.37638,25,1.54025,0,-4.6054,2,-2.3868
ENSG00000163285,GABRG1,71,0.23381,69,0.19324,60,-0.0796,30,-1.1514,72,0.21513
ENSG00000260878,AC104072.1,31,0.22743,42,0.88990,36,0.56311,0,-5.6107,1,-4.9595
ENSG00000151834,GABRA2,70,0.74567,67,0.66533,48,-0.0328,0,-6.5575,18,-1.4905
ENSG00000109158,GABRA4,31,-0.1215,34,0.08534,62,1.41335,3,-3.2972,5,-2.8378
ENSG00000163288,GABRB1,21,-0.7887,36,0.18169,69,1.70148,0,-6.0025,11,-1.7219
ENSG00000260918,AC107398.3,68,-0.3014,82,0.03728,119,0.80320,54,-0.6293,51,-0.7176
ENSG00000169019,COMMD8,17,-0.3277,20,-0.0465,21,0.06639,37,1.06833,9,-1.2437
ENSG00000109171,SLAIN2,13,-0.3306,18,0.20034,14,-0.2425,28,0.94628,10,-0.7581
ENSG00000075539,FRYL,12,-0.9850,13,-0.8449,23,0.25607,20,-0.0211,48,1.52406
ENSG00000109180,OCIAD1,135,-1.1049,227,-0.1991,421,1.09596,303,0.30079,152,-0.8150
ENSG00000145247,OCIAD2,48,-0.1231,73,0.73919,38,-0.5386,57,0.16962,34,-0.6569
ENSG00000109184,DCUN1D4,35,-0.3937,33,-0.4904,62,0.76031,48,0.18656,36,-0.2817
ENSG00000163069,SGCB,51,-0.2699,66,0.23189,68,0.28786,5,-3.5060,95,0.81127
ENSG00000109189,USP46,63,-0.0253,80,0.45608,80,0.44763,24,-1.5374,41,-0.7149
ENSG00000226950,DANCR,53,-0.0587,69,0.44781,47,-0.2799,25,-1.2455,76,0.54794
ENSG00000145216,FIP1L1,22,-0.0577,23,0.05549,27,0.35635,29,0.45309,6,-1.8755
ENSG00000072201,LNX1,22,-0.4400,40,0.73562,46,1.05074,8,-1.9149,0,-7.3818
ENSG00000134853,PDGFRA,34,-0.3347,49,0.38671,22,-1.0838,62,0.72960,52,0.41518
ENSG00000157404,KIT,23,-0.6069,62,1.48224,29,-0.1738,8,-2.1211,20,-0.7491
ENSG00000128039,SRD5A3,9,-1.0662,27,0.99122,24,0.71186,0,-5.0740,14,-0.2574
ENSG00000134851,TMEM165,15,-1.4188,22,-0.7611,44,0.49560,16,-1.1492,95,1.87970
ENSG00000134852,CLOCK,23,-0.3854,35,0.44523,31,0.18752,33,0.28551,13,-1.1349
ENSG00000090989,EXOC1,20,-0.8076,29,-0.1520,44,0.67996,28,-0.2024,38,0.31276
ENSG00000128050,PAICS,38,-0.1283,36,-0.2311,38,-0.1382,47,0.24761,55,0.49568
ENSG00000174780,SRP72,38,-0.6395,45,-0.3602,72,0.56347,90,0.85954,35,-0.6829
ENSG00000171476,HOPX,405,0.34630,593,1.21226,215,-0.8261,248,-0.5101,46,-3.0316
ENSG00000047315,POLR2B,29,-0.9664,58,0.29622,68,0.60716,45,-0.1908,46,-0.1247
ENSG00000163453,IGFBP7,146,-1.3156,144,-1.3317,91,-2.0678,1346,3.06245,364,0.27311
ENSG00000150471,ADGRL3,47,-0.5762,97,0.86407,84,0.54259,21,-1.7418,37,-0.8836
ENSG00000145242,EPHA5,33,-0.6553,43,-0.1799,103,1.81062,11,-2.2034,11,-2.2646
ENSG00000033178,UBA6,19,0.23704,14,-0.3658,24,0.66299,0,-5.0571,22,0.44388
ENSG00000083896,YTHDC1,32,-0.7171,37,-0.4730,58,0.39282,29,-0.7786,98,1.27179
ENSG00000132467,UTP3,14,-0.6761,22,0.15619,28,0.59023,17,-0.2987,20,-0.0897
ENSG00000018189,RUFY3,102,-0.6185,160,0.21432,215,0.83878,114,-0.3826,81,-0.9135
ENSG00000132463,GRSF1,59,-0.9050,119,0.37923,129,0.54396,77,-0.3879,95,-0.0537
ENSG00000173542,MOB1B,29,-0.9721,63,0.47980,85,1.13253,25,-1.0509,20,-1.4198
ENSG00000156136,DCK,19,-0.9384,43,0.58913,45,0.66592,10,-1.7144,34,0.06777
ENSG00000080493,SLC4A4,95,0.95280,62,0.04653,49,-0.3798,11,-2.5497,60,-0.0135
ENSG00000132466,ANKRD17,50,0.05740,58,0.35389,59,0.37899,30,-0.7538,24,-1.0816
ENSG00000169116,PARM1,61,0.33695,11,-2.5769,106,1.64809,49,-0.0995,9,-2.6521
ENSG00000163743,RCHY1,30,-0.4014,40,0.16566,42,0.25684,47,0.38927,25,-0.6416
ENSG00000138769,CDKL2,12,-0.7424,15,-0.4853,39,1.65616,2,-3.4181,18,-0.1223
ENSG00000138757,G3BP2,128,-0.7579,219,0.23284,355,1.32918,107,-0.9532,45,-2.2385
ENSG00000138768,USO1,35,-0.1100,30,-0.3722,53,0.73080,24,-0.7094,36,-0.0302
ENSG00000198301,SDAD1,14,-0.5688,19,-0.0790,36,1.29762,6,-1.7369,13,-0.6175
ENSG00000138760,SCARB2,42,-1.3241,73,-0.4101,96,0.11085,42,-1.1969,262,1.96869
ENSG00000138758,SEPTIN11,71,-0.4545,115,0.47607,108,0.33314,53,-0.8532,86,-0.0870
ENSG00000118816,CCNI,317,0.30772,193,-0.6201,265,-0.0430,391,0.62176,228,-0.2834
ENSG00000138764,CCNG2,30,-0.2042,51,0.89562,34,0.02969,8,-2.2069,29,-0.2247
ENSG00000169288,MRPL1,23,-0.7055,58,1.17231,41,0.41206,13,-1.4718,12,-1.5976
ENSG00000138756,BMP2K,21,-0.3311,9,-1.6087,15,-0.8552,74,2.04868,33,0.46736
ENSG00000163291,PAQR3,11,-0.4322,8,-1.0773,28,1.47565,0,-4.8277,21,0.61397
ENSG00000152784,PRDM8,52,0.55542,10,-2.2408,80,1.61417,16,-1.4283,15,-1.4447
ENSG00000138670,RASGEF1B,25,0.88436,10,-0.8630,19,0.35503,13,-0.3112,8,-1.1108
ENSG00000273156,AC124016.2,19,0.00761,27,0.74665,21,0.28693,2,-3.2235,13,-0.5996
ENSG00000138668,HNRNPD,74,-0.5769,108,0.13065,118,0.29581,129,0.40122,82,-0.3481
ENSG00000152795,HNRNPDL,179,-0.4234,235,0.08303,305,0.61248,193,-0.2511,172,-0.4407
ENSG00000145293,ENOPH1,66,-0.6396,110,0.30123,122,0.52836,66,-0.5639,90,-0.0696
ENSG00000249242,TMEM150C,34,0.03162,11,-1.8292,61,1.27054,42,0.33502,16,-1.1195
ENSG00000145284,SCD5,346,-0.5112,467,0.04618,545,0.35290,201,-1.2934,733,0.81404
ENSG00000138674,SEC31A,31,-0.6364,42,-0.1098,56,0.46801,68,0.72227,29,-0.6940
ENSG00000251022,THAP9-AS1,17,-0.5415,24,0.08658,26,0.27627,29,0.38761,20,-0.2509
ENSG00000138663,COPS4,51,-0.4020,81,0.51552,78,0.43075,51,-0.3276,32,-1.0722
ENSG00000163319,MRPS18C,66,-0.3966,96,0.29519,74,-0.2098,131,0.79290,56,-0.6109
ENSG00000163624,CDS1,39,-0.0017,21,-1.0389,76,1.50802,25,-0.7002,13,-1.6629
ENSG00000163625,WDFY3,33,-0.5901,45,-0.0300,58,0.49457,34,-0.4733,58,0.41222
ENSG00000180769,WDFY3-AS2,20,-0.0110,16,-0.3650,8,-1.4468,29,0.61459,42,1.27884
ENSG00000109339,MAPK10,152,0.03585,160,0.14472,222,0.83535,64,-1.3169,58,-1.4756
ENSG00000145332,KLHL8,16,0.55614,9,-0.5440,21,1.28227,0,-4.5446,3,-2.1497
ENSG00000198189,HSD17B11,16,-1.1077,34,0.21752,29,-0.0691,50,0.83732,35,0.21540
ENSG00000170502,NUDT9,28,-0.1170,25,-0.3224,42,0.71633,1,-4.2212,46,0.74310
ENSG00000152583,SPARCL1,2388,0.62232,1166,-0.7479,1677,-0.0928,1269,-0.5286,2353,0.48923
ENSG00000118785,SPP1,15,-3.3692,67,-1.0755,56,-1.3908,1,-6.8658,713,4.15693
ENSG00000163644,PPM1K,102,0.18595,90,-0.0663,105,0.24280,39,-1.3501,110,0.27824
ENSG00000138642,HERC6,16,0.41827,4,-1.9789,16,0.37476,21,0.77901,12,-0.1336
ENSG00000145337,PYURF,63,-0.4870,92,0.22831,71,-0.2642,29,-1.6188,174,1.33812
ENSG00000138641,HERC3,14,-0.5649,21,0.12667,33,1.15323,1,-3.8719,17,-0.1526
ENSG00000177432,NAP1L5,112,-0.1594,136,0.20676,208,1.14667,34,-1.9652,31,-2.0928
ENSG00000138640,FAM13A,11,-0.7476,28,1.06117,22,0.53749,9,-0.9557,4,-2.2337
ENSG00000145335,SNCA,125,-1.3326,440,1.05399,410,0.88484,142,-1.0163,58,-2.3564
ENSG00000163110,PDLIM5,44,-0.3137,34,-0.7605,31,-0.9555,115,1.38570,87,0.85764
ENSG00000138696,BMPR1B,36,1.31308,17,-0.2478,14,-0.5427,0,-5.2675,22,0.16285
ENSG00000138698,RAP1GDS1,90,-0.4804,79,-0.6918,205,1.23696,120,0.04972,62,-0.9854
ENSG00000168785,TSPAN5,74,-0.5450,76,-0.5146,163,1.04332,114,0.21043,60,-0.8010
ENSG00000151247,EIF4E,71,0.00738,92,0.53080,86,0.41179,32,-1.2166,33,-1.1913
ENSG00000164024,METAP1,22,-0.1231,20,-0.2663,33,0.72774,24,0.05088,12,-1.0611
ENSG00000197894,ADH5,68,-0.3637,85,0.04731,80,-0.0832,91,0.15485,107,0.43093
