Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000138668,HNRNPD,74,-0.5769,125,0.35238,92,-0.1636,124,0.33669,112,0.15872,129,0.40122,82,-0.3481
ENSG00000152795,HNRNPDL,179,-0.4234,250,0.16968,221,-0.0332,316,0.57377,293,0.43894,193,-0.2511,172,-0.4407
ENSG00000145293,ENOPH1,66,-0.6396,108,0.23544,111,0.27269,129,0.53341,115,0.34225,66,-0.5639,90,-0.0696
ENSG00000249242,TMEM150C,34,0.03162,5,-2.8047,18,-1.0220,86,1.67078,36,0.10388,42,0.33502,16,-1.1195
ENSG00000145284,SCD5,346,-0.5112,350,-0.4288,584,0.41623,370,-0.3382,719,0.78078,201,-1.2934,733,0.81404
ENSG00000138674,SEC31A,31,-0.6364,44,-0.0094,39,-0.1838,62,0.57857,50,0.18533,68,0.72227,29,-0.6940
ENSG00000251022,THAP9-AS1,17,-0.5415,22,-0.0366,26,0.17851,16,-0.5762,37,0.80874,29,0.38761,20,-0.2509
ENSG00000138663,COPS4,51,-0.4020,91,0.62178,72,0.21834,94,0.67604,63,-0.0107,51,-0.3276,32,-1.0722
ENSG00000163319,MRPS18C,66,-0.3966,113,0.53562,78,-0.0845,55,-0.6492,92,0.19137,131,0.79290,56,-0.6109
ENSG00000163624,CDS1,39,-0.0017,19,-1.1063,24,-0.7688,89,1.46921,63,0.83643,25,-0.7002,13,-1.6629
ENSG00000163625,WDFY3,33,-0.5901,48,0.06837,42,-0.1247,62,0.52613,54,0.29278,34,-0.4733,58,0.41222
ENSG00000180769,WDFY3-AS2,20,-0.0110,20,0.03215,12,-0.7530,7,-1.6634,10,-1.0201,29,0.61459,42,1.27884
ENSG00000109339,MAPK10,152,0.03585,152,0.04011,168,0.20280,269,1.02915,175,0.27309,64,-1.3169,58,-1.4756
ENSG00000145332,KLHL8,16,0.55614,10,-0.3019,8,-0.6730,30,1.68047,13,0.11094,0,-4.5446,3,-2.1497
ENSG00000198189,HSD17B11,16,-1.1077,28,-0.1118,40,0.44229,36,0.25129,23,-0.4313,50,0.83732,35,0.21540
ENSG00000170502,NUDT9,28,-0.1170,29,-0.0146,20,-0.5919,53,0.99534,31,0.09273,1,-4.2212,46,0.74310
ENSG00000152583,SPARCL1,2388,0.62232,1115,-0.7324,1217,-0.5944,1536,-0.2227,1818,0.05285,1269,-0.5286,2353,0.48923
ENSG00000118785,SPP1,15,-3.3692,9,-3.9114,126,0.02827,28,-2.2716,83,-0.6386,1,-6.8658,713,4.15693
ENSG00000163644,PPM1K,102,0.18595,116,0.37216,63,-0.6128,130,0.56803,80,-0.2373,39,-1.3501,110,0.27824
ENSG00000138642,HERC6,16,0.41827,4,-1.6694,3,-1.9784,24,1.06014,7,-0.8749,21,0.77901,12,-0.1336
ENSG00000145337,PYURF,63,-0.4870,101,0.35283,83,0.02018,80,-0.0345,62,-0.4472,29,-1.6188,174,1.33812
ENSG00000138641,HERC3,14,-0.5649,26,0.50249,15,-0.3866,31,0.83279,35,1.00568,1,-3.8719,17,-0.1526
ENSG00000177432,NAP1L5,112,-0.1594,130,0.10864,141,0.23990,267,1.39028,149,0.32937,34,-1.9652,31,-2.0928
ENSG00000138640,FAM13A,11,-0.7476,41,1.57989,15,-0.1949,26,0.74887,18,0.09609,9,-0.9557,4,-2.2337
ENSG00000145335,SNCA,125,-1.3326,383,0.59889,498,1.07337,377,0.57058,443,0.86066,142,-1.0163,58,-2.3564
ENSG00000163110,PDLIM5,44,-0.3137,43,-0.3191,26,-1.1201,14,-2.0081,47,-0.1742,115,1.38570,87,0.85764
ENSG00000138696,BMPR1B,36,1.31308,10,-1.0957,25,0.37746,6,-1.7646,23,0.25758,0,-5.2675,22,0.16285
ENSG00000138698,RAP1GDS1,90,-0.4804,55,-1.1912,104,-0.1770,211,1.03662,199,0.92483,120,0.04972,62,-0.9854
ENSG00000168785,TSPAN5,74,-0.5450,80,-0.3544,71,-0.5541,228,1.47633,98,-0.0292,114,0.21043,60,-0.8010
ENSG00000151247,EIF4E,71,0.00738,102,0.62227,81,0.24495,86,0.34020,87,0.35031,32,-1.2166,33,-1.1913
ENSG00000164024,METAP1,22,-0.1231,16,-0.5608,24,0.04820,45,1.12881,22,-0.0996,24,0.05088,12,-1.0611
ENSG00000197894,ADH5,68,-0.3637,72,-0.2320,98,0.27932,66,-0.3692,93,0.18555,91,0.15485,107,0.43093
ENSG00000109270,LAMTOR3,39,-0.5011,53,0.03891,51,-0.0208,77,0.66960,91,0.98057,37,-0.5250,26,-1.0971
ENSG00000164031,DNAJB14,47,-0.7494,48,-0.6220,65,-0.1497,135,1.10856,136,1.11819,57,-0.3553,36,-1.0907
ENSG00000164032,H2AFZ,103,-0.6535,262,0.98943,154,0.05956,139,-0.1047,96,-0.7000,242,0.84031,86,-0.8631
ENSG00000138814,PPP3CA,188,-1.0330,600,1.01034,456,0.51983,481,0.61388,498,0.67288,213,-0.7286,59,-2.6546
ENSG00000109332,UBE2D3,120,-0.5298,153,-0.0800,145,-0.1632,197,0.34487,179,0.18425,238,0.67063,131,-0.3348
ENSG00000145354,CISD2,50,-0.1162,50,-0.0992,52,-0.0131,79,0.69056,75,0.60365,33,-0.7640,33,-0.7198
ENSG00000164039,BDH2,51,0.38204,21,-1.0986,26,-0.7596,12,-1.8748,23,-0.9562,64,0.74216,86,1.28232
ENSG00000168772,CXXC4,14,-1.0628,9,-1.5761,46,1.00810,36,0.56769,71,1.88262,5,-2.3718,9,-1.5389
ENSG00000138777,PPA2,33,-0.4117,69,0.86776,61,0.65930,43,0.06690,38,-0.1428,22,-1.0006,32,-0.4046
ENSG00000145348,TBCK,10,-0.8907,34,1.13698,10,-0.8905,14,-0.3910,16,-0.1816,31,1.00571,14,-0.2996
ENSG00000164022,AIMP1,19,-0.6414,31,0.23274,43,0.76233,22,-0.3189,24,-0.1749,26,-0.0705,33,0.30836
ENSG00000138801,PAPSS1,38,-0.9862,60,-0.1787,59,-0.2059,111,0.87164,131,1.18127,29,-1.2754,67,0.01385
ENSG00000138796,HADH,31,-0.1661,30,-0.1918,17,-1.0863,32,-0.1130,33,-0.0627,30,-0.2071,68,1.21968
ENSG00000109475,RPL34,1908,-0.1392,1860,-0.1615,2479,0.31494,996,-1.1456,1174,-0.8919,3516,0.93070,2585,0.38630
ENSG00000198856,OSTC,14,-1.1915,24,-0.3124,33,0.20838,27,-0.1000,16,-0.9561,65,1.43372,38,0.44862
ENSG00000164089,ETNPPL,255,1.00328,100,-0.7384,186,0.26098,29,-2.5926,278,0.96763,22,-2.9593,146,-0.1384
ENSG00000138802,SEC24B,16,-0.4086,7,-1.6610,17,-0.2703,36,1.01357,19,-0.0849,35,0.94439,15,-0.4959
ENSG00000123739,PLA2G12A,28,-0.4022,30,-0.2504,36,0.04326,43,0.35545,30,-0.2388,52,0.68660,32,-0.1569
ENSG00000170522,ELOVL6,12,-0.8238,8,-1.2216,12,-0.7068,34,1.03788,45,1.57353,22,0.30950,4,-2.3212
ENSG00000138660,AP1AR,33,-0.0957,24,-0.5822,42,0.31712,57,0.87130,31,-0.1863,46,0.47481,11,-1.7898
ENSG00000174720,LARP7,34,-0.5727,37,-0.3655,32,-0.5904,34,-0.5393,52,0.16538,104,1.40732,48,0.04012
ENSG00000145362,ANK2,306,-0.1996,311,-0.1468,370,0.13762,501,0.65652,604,0.99321,186,-0.9585,139,-1.4027
ENSG00000145349,CAMK2D,105,-0.4934,212,0.74764,104,-0.4484,314,1.48386,161,0.26501,74,-0.9676,22,-2.7900
ENSG00000269893,SNHG8,132,0.18511,141,0.26600,152,0.39562,93,-0.4212,78,-0.6984,100,-0.3049,134,0.18146
ENSG00000172403,SYNPO2,1,-4.7629,0,-5.4031,51,1.09438,8,-1.7523,67,1.65277,70,1.74109,16,-0.7775
ENSG00000164096,C4orf3,154,-0.3406,165,-0.1932,187,0.01443,162,-0.2147,207,0.18332,266,0.61134,187,0.01482
ENSG00000164111,ANXA5,45,-0.9020,28,-1.5153,35,-1.1780,20,-2.0279,41,-0.9493,194,1.73915,190,1.69329
ENSG00000164112,TMEM155,5,-3.0684,35,-0.0434,89,1.66781,25,-0.5550,118,2.28781,7,-2.4781,0,-5.4322
ENSG00000138686,BBS7,15,-0.9066,19,-0.3782,23,-0.1084,58,1.50665,48,1.14262,15,-0.7672,5,-2.3606
ENSG00000138688,KIAA1109,51,0.00823,42,-0.2945,33,-0.6490,92,1.05361,84,0.87317,17,-1.6757,33,-0.6736
ENSG00000138685,FGF2,34,0.42064,23,-0.3220,9,-1.6441,4,-2.9543,29,0.05214,22,-0.3881,67,1.58290
ENSG00000151458,ANKRD50,18,-0.5652,13,-0.9876,20,-0.3506,57,1.48686,36,0.65945,31,0.40824,3,-2.8978
ENSG00000164066,INTU,14,-0.3053,19,0.19959,10,-0.7998,11,-0.6511,24,0.62636,11,-0.6815,30,1.02259
ENSG00000164070,HSPA4L,33,-0.4877,54,0.39303,29,-0.6033,96,1.44175,58,0.50377,33,-0.4222,6,-2.8313
ENSG00000138709,LARP1B,23,-0.1877,21,-0.2969,18,-0.5172,23,-0.1444,18,-0.5137,68,1.77384,9,-1.5977
ENSG00000164040,PGRMC2,44,-0.5919,65,0.09683,42,-0.6124,81,0.46741,78,0.39910,50,-0.3220,86,0.56937
ENSG00000077684,JADE1,20,0.10660,16,-0.3211,11,-0.8550,50,1.72773,23,0.27853,1,-4.4072,13,-0.6298
ENSG00000138650,PCDH10,70,-0.2321,48,-0.7843,89,0.20853,110,0.55711,185,1.53539,19,-2.1426,39,-1.0919
ENSG00000151012,SLC7A11,54,-0.6037,32,-1.3424,32,-1.3372,15,-2.4213,55,-0.4844,85,0.21423,272,2.53229
ENSG00000109390,NDUFC1,255,-0.1843,386,0.53648,384,0.52894,215,-0.4330,235,-0.2932,272,-0.0536,246,-0.2154
ENSG00000164134,NAA15,13,-0.7482,18,-0.1920,26,0.41825,22,0.14721,43,1.35269,4,-2.2004,20,0.05094
ENSG00000145391,SETD7,23,-0.6929,22,-0.6896,48,0.58976,41,0.29804,35,0.04143,26,-0.4268,54,0.78106
ENSG00000153130,SCOC,201,-0.1801,250,0.20651,225,0.03128,402,1.04208,286,0.43583,69,-1.8029,133,-0.8131
ENSG00000109436,TBC1D9,32,-0.7493,63,0.45124,33,-0.6184,112,1.49535,55,0.19796,54,0.17021,7,-2.8377
ENSG00000170153,RNF150,28,-0.5194,33,-0.2039,32,-0.2501,75,1.19377,67,1.00188,33,-0.1912,4,-3.3516
ENSG00000109445,ZNF330,12,-0.5973,8,-1.2255,5,-1.7817,28,0.79459,24,0.54042,28,0.78322,21,0.35002
ENSG00000153147,SMARCA5,74,-0.3111,56,-0.7093,49,-0.9315,51,-0.8679,85,-0.0533,203,1.51139,109,0.36281
ENSG00000164163,ABCE1,20,-0.4511,29,0.20699,25,-0.0471,45,0.94648,36,0.56930,11,-1.2543,19,-0.4669
ENSG00000164164,OTUD4,10,-1.0641,18,-0.0298,22,0.26305,25,0.48557,20,0.14060,24,0.37929,20,0.11484
ENSG00000151612,ZNF827,9,-1.2471,28,0.71322,24,0.47127,20,0.14015,36,1.21808,6,-1.7333,14,-0.4422
ENSG00000164167,LSM6,21,-0.2174,19,-0.3784,14,-0.7672,24,0.02348,31,0.43757,30,0.39990,29,0.34120
ENSG00000151623,NR3C2,12,-0.6604,38,1.37169,10,-0.8165,12,-0.5384,7,-1.3303,26,0.63196,22,0.37550
ENSG00000170390,DCLK2,46,-0.6078,81,0.37954,43,-0.6508,80,0.35447,28,-1.2752,84,0.44864,107,0.87037
ENSG00000145425,RPS3A,900,-0.1876,979,-0.0256,1059,0.10485,534,-0.9873,688,-0.5919,1673,0.89871,1219,0.34118
ENSG00000059691,GATB,15,-0.9949,55,1.26627,35,0.43722,34,0.38100,17,-0.6858,16,-0.7990,27,-0.0053
ENSG00000109670,FBXW7,157,-0.4549,172,-0.2511,184,-0.1453,411,1.26062,365,1.03360,144,-0.5404,19,-3.5418
ENSG00000109654,TRIM2,141,-0.6603,185,-0.1493,162,-0.3571,263,0.44101,336,0.87158,112,-0.9473,280,0.54781
ENSG00000145428,RNF175,18,-0.4262,27,0.31477,21,-0.0661,57,1.69118,33,0.63168,1,-4.5201,4,-2.3531
ENSG00000171566,PLRG1,22,-0.5724,28,-0.1501,35,0.24581,46,0.70919,51,0.86729,3,-3.1445,36,0.25922
ENSG00000164114,MAP9,75,0.05733,86,0.27651,54,-0.5013,133,1.03378,93,0.40583,47,-0.7078,22,-1.8775
ENSG00000164116,GUCY1A1,13,-0.7321,25,0.44336,4,-2.3852,42,1.35166,5,-1.9019,44,1.44829,9,-1.1852
ENSG00000260244,AC104083.1,13,-0.3509,26,0.78642,5,-1.6636,34,1.29016,4,-2.2091,24,0.66111,10,-0.7396
ENSG00000061918,GUCY1B1,86,-0.4626,110,-0.0162,59,-1.0075,308,1.89129,99,-0.1796,113,0.02559,26,-2.2190
ENSG00000109738,GLRB,45,-0.5912,58,-0.1026,52,-0.2684,178,1.96787,102,0.86875,2,-5.0455,12,-2.4385
ENSG00000120251,GRIA2,110,-1.0834,349,0.93529,216,0.10179,419,1.27729,320,0.77911,66,-1.7368,34,-2.7077
ENSG00000164125,GASK1B,31,-0.7397,7,-2.7894,58,0.34251,9,-2.4934,71,0.70591,71,0.68503,98,1.29452
ENSG00000164124,TMEM144,4,-4.0603,2,-4.7613,62,0.12954,6,-3.3645,35,-0.8077,1,-5.9905,348,4.38188
ENSG00000171497,PPID,31,-0.4114,35,-0.1382,30,-0.3959,75,1.15871,53,0.53259,32,-0.3195,22,-0.9028
ENSG00000052795,FNIP2,18,-1.3422,26,-0.5978,48,0.37031,60,0.74302,87,1.45492,34,-0.1822,17,-1.2822
ENSG00000109756,RAPGEF2,31,-0.8822,83,0.83827,54,0.10175,66,0.42874,50,-0.0163,70,0.51964,22,-1.2829
ENSG00000168843,FSTL5,32,0.27839,37,0.47137,16,-0.8987,16,-0.8846,19,-0.5588,35,0.39561,35,0.38479
ENSG00000145416,MARCH1,7,-1.7498,18,-0.1059,33,0.93220,7,-1.4170,44,1.46286,0,-5.2309,37,1.15491
ENSG00000170088,TMEM192,14,-0.5465,12,-0.7297,17,-0.1958,25,0.43834,21,0.16766,22,0.21637,28,0.63122
ENSG00000109466,KLHL2,36,-1.0057,131,1.30084,73,0.24364,97,0.73807,70,0.18713,15,-2.1575,45,-0.5432
ENSG00000052802,MSMO1,69,-0.6251,27,-1.9676,60,-0.7618,141,0.62093,112,0.22901,176,1.02236,126,0.42456
ENSG00000109472,CPE,2112,0.44793,1085,-0.7107,1259,-0.4755,1264,-0.4695,2963,0.97514,970,-0.8854,1749,0.05742
ENSG00000196104,SPOCK3,39,-1.0053,59,-0.2571,52,-0.4513,71,0.04448,75,0.13935,13,-2.5546,203,2.02790
ENSG00000129116,PALLD,24,0.20951,18,-0.3007,22,0.02043,11,-1.1143,11,-1.0437,23,0.04809,42,1.11190
ENSG00000145439,CBR4,18,0.02863,19,0.07969,13,-0.5237,21,0.29403,27,0.73466,2,-3.0569,24,0.48600
ENSG00000154447,SH3RF1,32,0.69570,19,-0.2391,6,-1.9453,30,0.46600,36,0.78919,9,-1.3583,16,-0.5290
ENSG00000109572,CLCN3,66,-0.3653,55,-0.5920,44,-0.9568,139,0.96005,115,0.62053,74,-0.1292,81,0.01618
ENSG00000056050,HPF1,41,0.13944,29,-0.4134,47,0.35452,55,0.64143,36,-0.0736,35,-0.1130,18,-1.1194
ENSG00000198948,MFAP3L,41,0.48729,23,-0.5348,19,-0.8459,31,-0.0565,25,-0.3642,12,-1.5593,65,1.23202
ENSG00000164104,HMGB2,19,-0.1066,14,-0.5407,11,-0.9031,20,0.01541,8,-1.4441,30,0.68262,38,1.14939
ENSG00000164105,SAP30,15,-0.0578,8,-1.0581,12,-0.3984,10,-0.6788,6,-1.4224,11,-0.5768,49,2.07357
ENSG00000164106,SCRG1,211,0.19553,137,-0.5421,248,0.43606,83,-1.3017,149,-0.4050,154,-0.3486,336,0.97632
ENSG00000150625,GPM6A,1405,-0.4823,2258,0.35787,2277,0.37233,2317,0.40233,3620,1.20776,707,-1.4878,600,-1.7344
ENSG00000150627,WDR17,23,-0.6160,49,0.74232,24,-0.4291,44,0.54793,46,0.61453,30,-0.0854,15,-1.1207
ENSG00000129128,SPCS3,23,-1.7021,76,0.31507,82,0.44578,86,0.52798,79,0.38022,73,0.24769,60,-0.0578
ENSG00000218336,TENM3,15,-1.9711,37,-0.4136,76,0.77679,68,0.58082,154,2.21853,8,-2.7145,12,-2.1378
ENSG00000129187,DCTD,35,-0.1670,30,-0.3974,48,0.37046,42,0.13752,38,-0.0089,51,0.46061,28,-0.4796
ENSG00000168538,TRAPPC11,11,-0.6565,24,0.68963,9,-0.9165,33,1.29417,22,0.54265,0,-4.9515,16,0.08432
ENSG00000173320,STOX2,33,-0.8888,92,0.89555,72,0.45329,74,0.50610,84,0.73159,22,-1.4387,28,-1.0767
ENSG00000151726,ACSL1,6,-2.3749,14,-0.9975,32,0.30339,39,0.64622,30,0.23975,26,0.00797,57,1.37463
ENSG00000151729,SLC25A4,180,-0.4082,326,0.64165,202,-0.1634,450,1.22981,210,-0.1013,139,-0.7550,102,-1.2318
ENSG00000164323,CFAP97,22,-0.1313,15,-0.7344,14,-0.8619,20,-0.2606,37,0.69846,25,0.07294,37,0.70933
ENSG00000109762,SNX25,11,-0.4214,4,-1.9445,11,-0.3595,45,2.12230,25,0.92082,0,-4.8084,7,-1.0795
ENSG00000109775,UFSP2,17,-0.4031,18,-0.2615,31,0.68068,23,0.18909,23,0.16548,5,-2.2136,33,0.78789
ENSG00000154553,PDLIM3,19,-0.0545,6,-1.7347,8,-1.2529,3,-2.4702,18,-0.0921,31,0.82318,49,1.68149
ENSG00000154556,SORBS2,47,-0.9365,172,1.35490,93,0.24288,103,0.42340,68,-0.2728,105,0.44505,6,-3.8041
ENSG00000109794,FAM149A,21,0.86307,14,0.05073,9,-0.6507,18,0.45373,12,-0.1780,0,-4.7872,14,0.05652
ENSG00000145476,CYP4V2,19,0.02461,8,-1.2685,22,0.25669,3,-2.7196,26,0.58754,11,-0.8717,41,1.40620
ENSG00000083857,FAT1,17,-0.4496,15,-0.5878,2,-3.2593,12,-0.9591,26,0.26746,62,1.87598,26,0.22583
ENSG00000109536,FRG1,34,-0.3932,54,0.43353,30,-0.5213,50,0.28763,54,0.42355,10,-2.1933,69,0.85861
ENSG00000164366,CCDC127,22,-0.2113,31,0.39351,16,-0.7126,42,0.91996,38,0.73422,2,-3.2517,23,-0.0849
ENSG00000073578,SDHA,63,-0.1413,83,0.33163,51,-0.4507,104,0.72843,60,-0.2083,85,0.36837,34,-1.0685
ENSG00000249915,PDCD6,90,-0.5066,147,0.36832,119,0.02161,162,0.53931,119,0.01887,100,-0.2685,116,-0.0232
ENSG00000180104,EXOC3,34,-0.3821,44,0.08920,34,-0.3021,60,0.62015,51,0.32399,26,-0.7165,50,0.29177
ENSG00000171368,TPPP,107,-1.2855,116,-1.0275,255,0.23206,233,0.07698,558,1.67774,118,-1.0067,283,0.41006
ENSG00000028310,BRD9,23,-0.5061,45,0.65559,20,-0.6718,37,0.31686,47,0.73072,24,-0.3852,25,-0.3209
ENSG00000049656,CLPTM1L,42,-1.0120,50,-0.6157,48,-0.6765,130,0.97835,114,0.73850,95,0.43246,69,-0.1071
ENSG00000153395,LPCAT1,27,-0.5498,43,0.25133,15,-1.4029,80,1.35437,51,0.54094,39,0.07216,14,-1.5105
ENSG00000171421,MRPL36,41,-0.1694,62,0.55373,38,-0.2838,32,-0.5539,47,0.06274,39,-0.2470,60,0.48929
ENSG00000145494,NDUFS6,190,-0.2704,264,0.31009,278,0.40053,199,-0.1571,179,-0.3288,243,0.17194,210,-0.0663
ENSG00000164151,ICE1,26,0.05923,22,-0.2089,20,-0.4000,28,0.16162,46,1.00086,28,0.12796,8,-1.8000
ENSG00000133398,MED10,42,-0.4057,57,0.12172,73,0.53003,76,0.62202,68,0.42578,22,-1.3875,42,-0.3557
ENSG00000215218,UBE2QL1,66,-0.8880,149,0.52881,123,0.19486,162,0.66627,165,0.69848,137,0.37315,5,-4.3825
ENSG00000145545,SRD5A1,35,0.15899,28,-0.2258,42,0.47532,40,0.39642,40,0.37450,24,-0.4177,11,-1.6662
ENSG00000112941,TENT4A,17,-0.1677,15,-0.3610,12,-0.6560,31,0.86567,39,1.24035,16,-0.2317,3,-2.7643
ENSG00000078295,ADCY2,115,0.31495,100,0.02070,59,-0.8129,101,0.04372,155,0.77328,40,-1.4160,102,0.06090
ENSG00000215217,C5orf49,15,-0.0261,11,-0.4269,23,0.68701,15,-0.0517,17,0.15111,15,0.02535,10,-0.6143
ENSG00000247516,MIR4458HG,34,-0.2583,38,-0.0504,53,0.50609,23,-0.8488,30,-0.4393,51,0.43967,51,0.42630
ENSG00000112902,SEMA5A,25,-0.9214,8,-2.3688,56,0.50152,29,-0.5583,86,1.28332,53,0.41462,49,0.29145
ENSG00000150753,CCT5,55,-0.6772,86,0.10624,92,0.21729,134,0.88248,71,-0.1911,74,-0.1318,75,-0.1116
ENSG00000164237,CMBL,24,-0.5783,33,0.02229,30,-0.1359,23,-0.5385,35,0.10548,60,1.03845,33,0.01472
ENSG00000145495,MARCH6,114,-0.6530,126,-0.4260,140,-0.2529,314,1.14120,261,0.80301,81,-1.1012,157,-0.0617
ENSG00000164236,ANKRD33B,11,-1.2645,39,0.86244,39,0.88363,22,-0.0945,43,1.05249,13,-0.8989,8,-1.5788
ENSG00000112977,DAP,39,-0.6606,49,-0.2127,53,-0.0877,28,-1.1020,44,-0.3958,135,1.59525,61,0.13725
ENSG00000169862,CTNND2,233,-0.0774,172,-0.5543,400,0.86310,205,-0.2713,354,0.64260,129,-0.9985,213,-0.2072
ENSG00000038382,TRIO,39,-0.7684,85,0.57099,69,0.23161,112,1.07784,62,0.05436,54,-0.1885,22,-1.5876
ENSG00000154122,ANKH,70,-0.4917,90,-0.0389,79,-0.2469,121,0.46057,123,0.48991,78,-0.2705,104,0.20718
ENSG00000173545,ZNF622,17,-0.2682,8,-1.2860,16,-0.2687,37,1.12575,22,0.19345,32,0.83469,6,-1.7496
ENSG00000154153,RETREG1,19,-1.6640,19,-1.4932,68,0.51191,60,0.29527,130,1.71757,20,-1.4662,68,0.51295
ENSG00000145555,MYO10,93,0.38090,37,-1.1302,33,-1.3046,23,-1.8503,96,0.37689,58,-0.4388,180,1.52582
ENSG00000176788,BASP1,510,-1.0383,789,-0.2390,1787,1.17940,1313,0.61630,2045,1.44344,237,-2.0865,116,-3.1413
ENSG00000248455,LINC02217,36,-0.6649,10,-2.4486,178,2.39407,38,-0.4708,80,0.74595,26,-1.0630,8,-2.7221
ENSG00000145526,CDH18,10,-1.0866,27,0.60057,28,0.64658,36,1.13268,35,1.07109,0,-5.2000,4,-2.1939
ENSG00000040731,CDH10,22,-0.9790,11,-1.9048,46,0.33296,54,0.59776,127,2.31882,16,-1.3329,5,-2.9192
ENSG00000113360,DROSHA,11,-1.0775,28,0.51149,19,-0.0912,36,0.97733,17,-0.2652,13,-0.7352,28,0.53378
ENSG00000082213,C5orf22,13,-0.6139,15,-0.3494,25,0.46832,34,1.00159,29,0.70728,16,-0.2346,5,-1.9570
ENSG00000133401,PDZD2,26,-0.6020,93,1.73467,44,0.35838,16,-1.2204,30,-0.2733,21,-0.8582,30,-0.2629
ENSG00000113384,GOLPH3,40,0.10977,40,0.07690,29,-0.4473,60,0.78911,39,0.06541,4,-3.4098,51,0.50328
ENSG00000150712,MTMR12,18,-0.5748,45,1.02504,21,-0.2920,43,0.93124,15,-0.7691,27,0.14926,11,-1.1823
ENSG00000056097,ZFR,77,-0.4066,190,1.19137,109,0.20692,90,-0.1121,73,-0.4417,70,-0.5223,84,-0.2214
ENSG00000113387,SUB1,303,-0.2470,602,0.96290,448,0.43716,484,0.57241,301,-0.2229,153,-1.2869,169,-1.1300
ENSG00000113407,TARS,14,-0.6689,26,0.34848,9,-1.3549,29,0.52295,10,-1.1726,57,1.83351,8,-1.3633
ENSG00000113456,RAD1,14,0.02174,13,-0.0301,5,-1.6092,25,1.05828,11,-0.3882,10,-0.5322,18,0.43757
ENSG00000168724,DNAJC21,18,-0.4057,35,0.71298,27,0.25179,23,-0.0134,18,-0.3887,29,0.40051,15,-0.6613
ENSG00000164187,LMBRD2,55,-0.7945,78,-0.1504,65,-0.4397,156,1.03574,215,1.66566,54,-0.7436,8,-3.5007
ENSG00000152620,NADK2,46,-0.0570,26,-0.9524,33,-0.5747,40,-0.3019,61,0.41658,67,0.56605,62,0.44181
ENSG00000079215,SLC1A3,1071,1.17691,593,-0.0810,232,-1.5439,149,-2.2044,800,0.42088,297,-1.1711,769,0.35277
ENSG00000164190,NIPBL,14,-0.8673,24,0.03812,11,-1.0810,20,-0.2512,31,0.46286,24,0.06869,47,1.24059
ENSG00000197603,CPLANE1,11,-1.1621,28,0.36482,22,-0.0416,19,-0.2432,16,-0.5241,61,1.82681,10,-1.1956
ENSG00000113594,LIFR,53,0.19260,31,-0.6734,26,-0.9425,30,-0.7260,37,-0.4169,42,-0.2206,111,1.49717
ENSG00000164327,RICTOR,13,-0.3281,8,-1.0173,23,0.61170,21,0.44080,30,1.06088,10,-0.6622,9,-0.9183
ENSG00000113638,TTC33,26,-0.6484,34,-0.1932,40,0.09658,56,0.64533,65,0.92265,23,-0.8039,33,-0.2135
ENSG00000132356,PRKAA1,10,-0.6980,16,0.06503,9,-0.7678,21,0.49268,28,0.99320,0,-4.9250,28,1.05333
ENSG00000145592,RPL37,1838,-0.0610,1432,-0.4551,2496,0.46181,689,-1.5869,1089,-0.8865,3161,0.88036,2637,0.55755
ENSG00000182836,PLCXD3,31,-0.0003,11,-1.5481,17,-0.9426,71,1.50061,51,0.86227,26,-0.2889,8,-1.9534
ENSG00000083720,OXCT1,90,-0.1044,83,-0.2315,73,-0.4254,243,1.70390,125,0.45792,24,-2.0951,34,-1.6094
ENSG00000250722,SELENOP,43,-2.0989,21,-2.9853,88,-0.8549,17,-3.2743,105,-0.5796,193,0.40941,697,3.24705
ENSG00000172262,ZNF131,8,-0.9162,9,-0.6195,12,-0.2169,29,1.32326,26,1.09329,9,-0.7094,8,-0.7542
ENSG00000112972,HMGCS1,99,-0.3732,60,-1.1101,112,-0.1234,227,1.10946,115,-0.0779,126,0.07250,127,0.08885
ENSG00000172239,PAIP1,39,-0.4821,69,0.50011,66,0.41749,73,0.59047,61,0.27814,13,-2.1068,50,-0.0367
ENSG00000248092,NNT-AS1,28,0.57059,14,-0.5774,16,-0.3717,19,-0.1369,24,0.25135,5,-2.0970,32,0.71021
ENSG00000112992,NNT,49,-0.1014,54,0.04897,77,0.64882,81,0.73714,72,0.54122,11,-2.3822,25,-1.1600
ENSG00000112996,MRPS30,21,-0.0873,22,0.00839,30,0.51702,48,1.35584,18,-0.3419,0,-5.4392,16,-0.4701
ENSG00000272335,AC093297.2,15,0.06526,15,0.02542,13,-0.2140,26,0.95994,16,0.20674,0,-4.8423,16,0.19895
ENSG00000164588,HCN1,41,0.31893,26,-0.4907,16,-1.1763,104,2.02857,48,0.53626,2,-4.1095,1,-4.4451
ENSG00000151883,PARP8,14,-0.0346,11,-0.2970,13,-0.1566,31,1.41526,11,-0.3542,1,-3.9817,17,0.31987
ENSG00000164172,MOCS2,78,-0.0318,94,0.27333,106,0.48389,106,0.48509,97,0.32723,40,-1.0802,37,-1.2024
