Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000178922,HYI,190,2.21870,26,-1.2258,37,-0.8710,39,-0.6209,72,0.36709,45,-0.3908,34,-0.8295
ENSG00000142949,PTPRF,464,2.23336,91,-0.6606,121,-0.2884,139,-0.0010,66,-1.1652,63,-1.2387,65,-1.1908
ENSG00000126091,ST3GAL3,3,-3.5658,26,-0.3183,41,0.53567,60,1.04388,47,0.61211,10,-1.7839,22,-0.5659
ENSG00000117408,IPO13,12,-3.0349,45,-1.1503,84,-0.2664,115,0.31185,73,-0.4144,278,1.94251,80,-0.2784
ENSG00000117410,ATP6V0B,202,-0.4597,192,-0.5399,469,1.46838,142,-1.0065,130,-1.1420,297,0.16315,53,-2.4675
ENSG00000117411,B4GALT2,21,-1.3934,49,-0.1295,88,1.30512,33,-0.7118,17,-1.6944,59,0.17067,32,-0.7786
ENSG00000178028,DMAP1,115,1.12811,18,-1.8456,91,1.06320,20,-1.6421,42,-0.5238,29,-1.0892,35,-0.8027
ENSG00000117419,ERI3,236,0.62224,100,-0.7583,229,0.82905,157,-0.0499,107,-0.6668,92,-0.8854,81,-1.0940
ENSG00000187147,RNF220,195,0.89290,52,-1.2219,114,-0.0192,70,-0.7841,84,-0.4987,210,1.02492,81,-0.5502
ENSG00000142937,RPS8,1189,0.01227,528,-1.2565,465,-1.7220,909,-0.4168,2859,1.55914,1611,0.51657,2126,1.00194
ENSG00000126088,UROD,107,0.98072,25,-1.3246,45,-0.5621,114,1.09301,51,-0.2700,58,-0.0532,48,-0.3438
ENSG00000117450,PRDX1,1045,1.54178,182,-1.3513,315,-0.6512,560,0.41662,361,-0.2998,511,0.26379,310,-0.5369
ENSG00000117448,AKR1A1,3,-3.7802,26,-0.5643,24,-0.8997,47,0.36001,61,0.79955,77,1.21783,54,0.60224
ENSG00000132780,NASP,3,-3.7194,23,-0.6897,20,-1.0885,48,0.45869,75,1.24996,81,1.40628,34,-0.1117
ENSG00000159592,GPBP1L1,45,0.21056,24,-0.8020,33,-0.3438,26,-0.6415,59,0.65900,53,0.48160,49,0.33867
ENSG00000085998,POMGNT1,3,-4.7112,47,-0.6744,92,0.56936,77,0.11606,29,-1.4271,177,1.57539,40,-0.9304
ENSG00000132128,LRRC41,179,1.61771,36,-1.0602,72,0.01797,39,-0.9628,75,0.07003,53,-0.4701,46,-0.7085
ENSG00000173660,UQCRH,33,-3.2135,185,-0.6524,378,0.71538,315,0.19567,338,0.31185,174,-0.7505,336,0.30147
ENSG00000117480,FAAH,14,-1.5743,15,-1.5381,56,0.76210,2,-4.4383,22,-0.9520,128,2.09126,16,-1.3866
ENSG00000079277,MKNK1,3,-3.3177,20,-0.4595,55,1.99989,14,-1.0098,27,0.01609,15,-0.8948,0,-4.9662
ENSG00000123472,ATPAF1,75,-0.5340,76,-0.5238,115,0.18241,222,1.27871,52,-1.1057,81,-0.4149,100,-0.0879
ENSG00000159658,EFCAB14,5,-4.3577,52,-1.1411,94,-0.3127,102,-0.1068,217,1.17945,174,0.78397,149,0.51470
ENSG00000162368,CMPK1,3,-5.0278,52,-0.8358,119,0.67009,84,-0.1000,89,0.00165,109,0.32890,110,0.33611
ENSG00000162374,ELAVL4,141,0.54341,93,-0.1523,215,2.24085,14,-3.0165,7,-3.9956,12,-3.2203,5,-4.3988
ENSG00000185104,FAF1,3,-3.3098,16,-0.8174,25,-0.1796,22,-0.3351,56,1.24523,54,1.17616,18,-0.6024
ENSG00000123091,RNF11,96,-1.5906,174,-0.6923,521,1.86552,151,-0.9043,111,-1.3771,151,-0.9079,173,-0.6938
ENSG00000085832,EPS15,41,-1.5974,57,-1.1023,148,0.56355,142,0.32967,90,-0.4010,187,0.80621,82,-0.5480
ENSG00000078618,NRDC,9,-2.5734,43,-0.2671,75,0.94255,18,-1.5680,98,1.11665,50,-0.0216,14,-1.9213
ENSG00000169213,RAB3B,3,-5.4561,136,0.19678,289,2.99085,19,-2.7547,34,-1.9183,7,-4.1210,16,-2.9857
ENSG00000117862,TXNDC12,161,2.45921,11,-2.0772,30,-0.7365,48,0.16611,46,0.08560,36,-0.3059,0,-6.8280
ENSG00000134717,BTF3L4,3,-4.2812,22,-1.3528,84,1.14025,51,-0.0658,35,-0.6407,69,0.43176,47,-0.2106
ENSG00000157077,ZFYVE9,3,-3.0373,19,-0.2722,39,1.41985,0,-5.9464,33,0.66290,14,-0.6971,16,-0.5206
ENSG00000134748,PRPF38A,3,-2.9555,22,0.09681,18,-0.3511,41,1.10074,13,-0.7581,35,0.85353,23,0.12760
ENSG00000162378,ZYG11B,168,0.14743,105,-0.5985,322,2.20988,12,-3.8178,48,-1.7881,54,-1.6003,28,-2.5677
ENSG00000116171,SCP2,274,1.31674,51,-1.4350,107,-0.3720,107,-0.2852,139,0.12807,140,0.14435,121,-0.0900
ENSG00000162384,CZIB,3,-3.8043,33,-0.2261,38,-0.0125,59,0.71796,32,-0.2817,81,1.28096,23,-0.8132
ENSG00000157193,LRP8,81,0.93229,26,-0.8930,93,1.99929,13,-1.8861,7,-2.7902,7,-2.7009,3,-3.8729
ENSG00000081870,HSPB11,21,-0.5289,10,-1.5773,32,0.21025,45,0.72608,23,-0.3681,34,0.24431,33,0.19262
ENSG00000116209,TMEM59,211,-0.0118,77,-1.5787,182,-0.3239,263,0.34909,296,0.54964,419,1.16342,102,-1.1496
ENSG00000116221,MRPL37,3,-3.2169,26,0.04616,29,0.31980,17,-0.6625,48,1.08963,22,-0.2499,25,-0.0203
ENSG00000157216,SSBP3,32,-1.9477,79,-0.5874,227,1.95540,22,-2.5138,87,-0.4402,56,-1.1217,74,-0.6890
ENSG00000116133,DHCR24,3,-5.8181,74,-1.1453,237,1.06802,24,-2.8354,101,-0.6740,370,1.53365,107,-0.5850
ENSG00000162402,USP24,13,-1.2477,15,-1.0654,49,1.27266,38,0.39968,12,-1.3946,28,-0.1083,15,-1.0842
ENSG00000162407,PLPP3,775,1.75383,79,-1.9903,134,-1.4587,1099,2.53894,62,-2.3587,124,-1.3159,69,-2.1899
ENSG00000177606,JUN,455,1.69519,56,-1.7435,69,-1.7113,128,-0.4970,624,2.38489,50,-1.9125,55,-1.7887
ENSG00000162599,NFIA,261,1.05689,87,-0.7607,103,-0.6159,172,0.32941,125,-0.1864,131,-0.1131,178,0.38819
ENSG00000162604,TM2D1,69,0.44252,19,-1.5332,46,-0.2620,86,0.81348,53,0.00931,73,0.54177,35,-0.6600
ENSG00000162607,USP1,3,-2.9309,14,-0.6023,23,0.25858,0,-6.6824,51,1.56494,42,1.21262,7,-1.6738
ENSG00000116641,DOCK7,241,3.05422,16,-1.7906,35,-0.8016,81,0.72634,1,-5.7091,9,-2.5966,18,-1.6295
ENSG00000125703,ATG4C,3,-3.2366,8,-1.7876,11,-1.5605,42,0.83084,20,-0.3625,105,2.69111,21,-0.3406
ENSG00000079739,PGM1,3,-3.5291,15,-1.1513,28,-0.2101,127,2.67605,22,-0.5510,12,-1.4676,19,-0.7705
ENSG00000162434,JAK1,56,-0.1409,30,-1.0932,60,-0.0230,109,0.97390,113,1.03864,37,-0.7833,24,-1.4455
ENSG00000162433,AK4,3,-4.3486,32,-0.9039,80,0.82709,171,2.01727,23,-1.3967,16,-1.8894,24,-1.3335
ENSG00000116675,DNAJC6,21,-3.7431,138,-0.9772,490,1.79217,91,-1.6014,74,-1.9232,331,0.41704,191,-0.4728
ENSG00000213625,LEPROT,90,0.88976,21,-1.4396,26,-1.3393,109,1.23703,107,1.21057,38,-0.5203,34,-0.7148
ENSG00000184588,PDE4B,275,1.90411,49,-1.0448,75,-0.4925,56,-0.8411,46,-1.1371,146,0.70747,63,-0.6576
ENSG00000118473,SGIP1,42,-0.3113,32,-0.7398,93,1.65504,11,-2.2828,44,-0.2196,31,-0.7882,17,-1.6711
ENSG00000198160,MIER1,3,-3.2508,17,-0.6645,29,0.25202,9,-1.6257,68,1.69576,28,0.15108,21,-0.3082
ENSG00000142864,SERBP1,3,-5.3587,51,-1.2874,104,-0.2455,179,0.71111,217,1.05387,166,0.58480,124,0.09552
ENSG00000172380,GNG12,62,0.80121,10,-2.0645,33,-0.3007,50,0.43271,66,0.89612,25,-0.6883,34,-0.1969
ENSG00000116729,WLS,1011,3.29538,38,-2.5565,102,-1.3080,270,0.46436,117,-0.8734,32,-2.7956,57,-1.9410
ENSG00000033122,LRRC7,3,-3.7569,24,-0.6627,88,2.88280,13,-1.5401,0,-6.8024,29,-0.3713,0,-7.8993
ENSG00000116754,SRSF11,35,-1.6976,84,-0.3612,114,0.16167,79,-0.4536,141,0.47843,163,0.72986,106,0.01077
ENSG00000132485,ZRANB2,290,1.54477,35,-1.9083,150,0.50981,40,-1.6830,119,-0.0229,70,-0.8545,79,-0.6668
ENSG00000172260,NEGR1,8,-2.9516,38,-0.7525,136,2.49033,16,-1.9924,31,-1.0753,12,-2.4175,37,-0.7718
ENSG00000117054,ACADM,158,1.89403,27,-1.1168,52,-0.1244,69,0.38212,21,-1.5041,33,-0.7973,32,-0.8596
ENSG00000137955,RABGGTB,3,-3.7175,15,-1.3564,41,0.28787,40,0.16416,40,0.17029,63,0.95724,40,0.17308
ENSG00000142892,PIGK,64,0.59692,10,-2.3065,56,0.51167,20,-1.2320,49,0.13699,73,0.81339,19,-1.2876
ENSG00000154027,AK5,127,-0.8862,64,-1.9160,470,2.23432,22,-3.4757,81,-1.5597,185,-0.3018,118,-0.9951
ENSG00000036549,AC118549.1,76,1.11428,6,-2.7628,44,0.21321,12,-1.8114,40,0.01096,43,0.13329,48,0.32241
ENSG00000077254,USP33,6,-3.6220,37,-1.0836,138,1.65142,32,-1.3361,87,0.23698,58,-0.4039,41,-0.9352
ENSG00000180488,MIGA1,39,-0.3013,25,-1.0085,47,-0.0229,51,0.10245,53,0.19253,100,1.27137,19,-1.4247
ENSG00000162613,FUBP1,3,-3.8032,23,-0.7887,48,0.54203,60,0.74999,75,1.14368,36,-0.0922,2,-4.0919
ENSG00000162616,DNAJB4,14,-1.4297,22,-0.7540,49,0.80955,37,0.08937,48,0.53230,46,0.45863,0,-5.6235
ENSG00000137941,TTLL7,8,-3.8653,60,-1.0286,109,-0.1522,28,-2.1777,90,-0.4220,421,2.41063,118,0.01240
ENSG00000142875,PRKACB,91,-1.4641,112,-1.1532,359,1.07200,97,-1.3650,108,-1.2008,405,0.93062,212,-0.1586
ENSG00000174021,GNG5,3,-4.6733,35,-1.0716,49,-0.6961,153,1.36234,190,1.78151,66,-0.0943,34,-1.1152
ENSG00000117155,SSX2IP,3,-4.2534,37,-0.5475,118,2.57359,18,-1.5881,42,-0.3269,9,-2.6270,7,-2.9592
ENSG00000162642,C1orf52,17,-1.6002,22,-1.2168,86,1.45221,25,-1.0419,51,0.05961,43,-0.2298,28,-0.8989
ENSG00000153904,DDAH1,1203,2.32714,128,-1.5406,275,-0.4732,674,1.14197,76,-2.3198,83,-2.1863,128,-1.5417
ENSG00000117174,ZNHIT6,5,-2.4565,16,-0.7995,30,0.21823,28,0.09319,52,1.10992,52,1.10700,0,-7.4288
ENSG00000097033,SH3GLB1,54,0.15008,28,-0.8691,31,-0.8980,58,0.26091,84,0.88385,74,0.65537,54,0.13107
ENSG00000183291,SELENOF,62,-0.7354,44,-1.2333,90,-0.1940,161,0.82707,125,0.39878,175,0.97520,49,-1.0950
ENSG00000153936,HS2ST1,3,-3.7198,28,-0.3799,56,1.10904,77,1.31362,23,-0.7240,5,-2.7994,19,-0.9944
ENSG00000143013,LMO4,261,-0.0499,381,0.57631,486,1.59024,45,-2.7234,122,-1.2293,76,-1.9335,81,-1.8546
ENSG00000065243,PKN2,5,-2.3479,18,-0.5210,26,0.09882,33,0.49360,33,0.45033,28,0.22012,28,0.18668
ENSG00000197147,LRRC8B,3,-4.4585,26,-1.2631,133,2.46887,1,-5.9107,29,-1.1083,60,0.00445,22,-1.5136
ENSG00000171492,LRRC8D,53,0.23567,15,-1.6612,49,0.14338,0,-7.9556,2,-4.4762,192,2.76096,5,-3.2296
ENSG00000162664,ZNF326,3,-3.5026,18,-0.8251,30,-0.0612,24,-0.4155,22,-0.5526,62,1.19708,59,1.10807
ENSG00000122482,ZNF644,3,-3.0782,20,-0.2148,17,-0.5587,3,-2.8461,43,1.07091,61,1.72301,24,0.09209
ENSG00000189195,BTBD8,3,-4.2757,49,-0.1347,132,3.25398,1,-5.0716,0,-6.3632,13,-2.0963,14,-1.9630
ENSG00000067208,EVI5,3,-3.2701,26,0.00145,16,-0.9382,3,-3.0841,49,1.05234,61,1.45553,46,0.93945
ENSG00000122406,RPL5,498,-0.0740,221,-1.3339,287,-1.1517,472,-0.1581,1213,1.48037,695,0.47655,729,0.55800
ENSG00000154511,DIPK1A,122,2.09644,15,-1.4591,28,-0.6627,9,-2.1522,13,-1.6511,66,0.89952,39,0.03342
ENSG00000117500,TMED5,378,3.53633,18,-2.0997,14,-2.7922,58,-0.3144,30,-1.3191,73,0.06310,37,-1.0239
ENSG00000117505,DR1,149,1.73012,20,-1.5855,66,0.34721,22,-1.4149,31,-0.9315,54,-0.0762,33,-0.8269
ENSG00000117528,ABCD3,199,2.10200,25,-1.4366,53,-0.3612,41,-0.6854,15,-2.1470,96,0.69824,33,-1.0145
ENSG00000117525,F3,426,2.64862,22,-2.3987,41,-1.7624,341,2.12198,13,-3.1451,21,-2.4954,20,-2.5434
ENSG00000117519,CNN3,1275,2.80659,97,-1.7492,133,-1.5396,557,1.03395,143,-1.1732,159,-1.0138,99,-1.7319
ENSG00000152078,TLCD4,3,-3.3017,13,-1.0801,41,1.03934,55,1.21022,0,-6.3111,26,-0.0524,22,-0.3140
ENSG00000228971,LINC02607,3,-3.7296,31,-0.2703,94,3.55323,3,-3.5392,0,-6.7937,4,-3.3313,6,-2.7451
ENSG00000117569,PTBP2,3,-4.2469,28,-0.9422,70,0.70329,13,-2.0923,64,0.34251,99,1.09084,50,-0.0450
ENSG00000117600,PLPPR4,3,-4.9698,44,-1.0493,204,2.91788,37,-1.2989,51,-0.8005,8,-3.5557,17,-2.4407
ENSG00000162688,AGL,3,-3.5098,22,-0.5453,45,0.90218,58,1.06034,11,-1.5160,24,-0.3971,26,-0.3055
ENSG00000156875,MFSD14A,3,-3.9134,28,-0.6261,71,1.40675,28,-0.5767,3,-3.8192,83,1.20471,13,-1.6998
ENSG00000137992,DBT,3,-3.3325,17,-0.7309,46,1.34408,8,-1.9271,32,0.22249,36,0.42621,13,-1.0904
ENSG00000137996,RTCA,3,-3.2834,16,-0.8197,53,1.98132,7,-1.9319,0,-6.3526,26,-0.0614,28,0.08671
ENSG00000170989,S1PR1,3,-4.7116,33,-1.2009,54,-0.5572,275,2.55855,156,1.34131,9,-3.0321,6,-3.5747
ENSG00000134186,PRPF38B,3,-3.7529,29,-0.3863,29,-0.4999,20,-0.9214,110,1.97787,47,0.40771,36,-0.0425
ENSG00000116266,STXBP3,4,-3.7674,16,-1.7587,51,0.00795,76,0.68276,64,0.37689,113,1.38856,30,-0.7909
ENSG00000121957,GPSM2,3,-3.2217,21,-0.2855,9,-1.8318,44,0.91446,7,-1.9155,90,2.33570,37,0.61816
ENSG00000085433,WDR47,21,-1.8871,36,-1.1176,165,2.53362,14,-2.4642,34,-1.1897,26,-1.6266,37,-1.0597
ENSG00000197780,TAF13,43,-0.9154,35,-1.2246,40,-1.2700,127,0.82433,92,0.26315,112,0.60673,172,1.36673
ENSG00000215717,TMEM167B,100,0.93445,25,-1.2746,89,1.07076,15,-2.0325,46,-0.3673,60,0.05831,6,-3.2893
ENSG00000031698,SARS,66,-0.5686,69,-0.4930,123,0.60589,48,-1.0566,136,0.60455,104,0.14763,60,-0.7196
ENSG00000143126,CELSR2,98,-0.0087,42,-1.3138,150,1.03206,55,-0.9118,30,-1.8102,157,0.78026,55,-0.9043
ENSG00000134222,PSRC1,3,-3.6027,15,-1.2575,40,0.40687,0,-5.8859,41,0.35974,92,1.81679,28,-0.2449
ENSG00000134243,SORT1,36,-2.9011,118,-1.1393,287,0.35960,143,-0.8514,186,-0.4395,675,1.81963,184,-0.4527
ENSG00000143106,PSMA5,13,-1.4444,22,-0.5900,33,0.01242,27,-0.2944,36,0.17288,61,1.07858,35,0.11599
ENSG00000181754,AMIGO1,138,2.10015,27,-0.7377,66,1.01301,6,-2.8369,8,-2.5981,3,-3.9555,13,-1.8431
ENSG00000065135,GNAI3,3,-3.3778,9,-1.6742,36,0.58011,62,1.33813,15,-0.9752,40,0.57728,17,-0.8328
ENSG00000116337,AMPD2,69,0.03649,30,-1.2865,123,1.60133,35,-1.0273,63,-0.1115,17,-2.0821,27,-1.4161
ENSG00000134201,GSTM5,362,3.07064,31,-1.4088,36,-1.4307,135,0.92709,17,-2.2817,6,-3.6783,42,-0.9803
ENSG00000134202,GSTM3,152,0.96698,56,-0.6844,84,-0.0502,194,1.42120,64,-0.4699,34,-1.4238,21,-2.1318
ENSG00000168710,AHCYL1,910,1.89789,107,-1.6878,174,-1.1627,847,1.74874,151,-1.1673,146,-1.2188,179,-0.8996
ENSG00000143093,STRIP1,3,-3.4624,24,-0.3296,60,1.94538,10,-1.6720,18,-0.7721,15,-1.0420,21,-0.5846
ENSG00000197106,SLC6A17,12,-3.5737,162,0.26509,322,2.82096,42,-1.8145,18,-3.0431,8,-4.1101,28,-2.3978
ENSG00000116396,KCNC4,3,-3.8342,29,-0.4600,88,2.58944,18,-1.2246,26,-0.6244,9,-2.1923,1,-4.6266
ENSG00000134248,LAMTOR5,14,-2.9002,62,-0.7568,83,-0.3759,199,1.17587,168,0.87557,142,0.58105,65,-0.6834
ENSG00000177301,KCNA2,139,1.06530,45,-0.7808,125,1.34600,59,-0.3691,40,-0.9560,10,-3.0176,0,-6.7033
ENSG00000134255,CEPT1,9,-1.4159,18,-0.4212,25,0.07974,42,0.92510,9,-1.4670,52,1.32095,11,-1.2151
ENSG00000116459,ATP5PB,124,0.14647,59,-1.0264,106,-0.1542,185,0.81813,129,0.20460,157,0.53544,52,-1.2254
ENSG00000116473,RAP1A,3,-4.7593,32,-1.3042,46,-0.9424,49,-0.6553,81,0.15031,216,1.92750,149,1.20034
ENSG00000197852,INKA2,3,-3.3102,19,-0.5558,62,2.68092,4,-2.9060,20,-0.5006,6,-2.1202,5,-2.5152
ENSG00000171385,KCND3,3,-3.8144,29,-0.4663,86,2.52467,46,0.29987,0,-6.8373,10,-1.9569,0,-7.9572
ENSG00000116489,CAPZA1,63,0.42992,19,-1.3932,46,-0.1155,9,-2.4951,30,-0.7608,101,1.26276,76,0.74833
ENSG00000155366,RHOC,216,0.79153,63,-1.1729,67,-1.3278,220,0.82043,390,1.91414,50,-1.5286,74,-0.9465
ENSG00000155380,SLC16A1,4,-2.9924,16,-1.0261,14,-1.4713,37,0.23462,76,1.48820,87,1.76215,25,-0.3675
ENSG00000081019,RSBN1,38,0.25052,20,-0.7744,63,1.77404,1,-4.3298,16,-1.1425,29,-0.1801,3,-3.3253
ENSG00000163349,HIPK1,60,0.03487,37,-0.6944,74,0.53831,34,-0.8382,74,0.38432,77,0.46301,21,-1.5292
ENSG00000197323,TRIM33,3,-3.5487,34,0.10607,52,1.20232,5,-2.5874,39,0.32533,50,0.75133,1,-4.3197
ENSG00000116752,BCAS2,3,-4.3441,30,-0.9438,106,1.79388,28,-1.0491,16,-1.9312,47,-0.2740,58,0.07397
ENSG00000213281,NRAS,93,1.27486,17,-1.4312,49,0.20924,50,0.18507,30,-0.5836,31,-0.5571,31,-0.5742
ENSG00000009307,CSDE1,3,-6.3340,129,-0.8523,294,0.66956,152,-0.5973,369,0.86507,262,0.28079,193,-0.2169
ENSG00000163399,ATP1A1,67,-1.3485,105,-0.6578,300,1.73235,24,-2.8643,150,-0.1067,137,-0.2506,57,-1.6004
ENSG00000198162,MAN1A2,3,-5.0795,121,0.40754,56,-1.0277,62,-0.6683,146,0.72099,122,0.41280,232,1.57037
ENSG00000092621,PHGDH,784,2.68624,59,-1.8439,55,-2.2566,415,1.30654,44,-2.2520,199,0.02931,89,-1.2202
ENSG00000134250,NOTCH2,229,2.14382,23,-1.7351,19,-2.3215,212,1.96683,71,-0.0066,6,-3.7077,44,-0.7617
ENSG00000265808,SEC22B,298,2.81472,27,-1.4900,47,-0.7855,31,-1.2717,36,-1.0224,71,0.02608,28,-1.4238
ENSG00000226067,LINC00623,3,-3.0980,25,0.13533,47,1.95206,8,-1.5332,0,-5.6536,19,-0.3531,15,-0.6742
ENSG00000171943,SRGAP2C,5,-2.2252,19,-0.3859,18,-0.5604,39,0.77277,34,0.56596,45,1.05937,21,-0.2576
ENSG00000265491,RNF115,33,-0.0447,24,-0.5542,49,0.90680,5,-2.7506,52,0.72714,32,-0.1067,11,-1.7462
ENSG00000265241,RBM8A,3,-4.6715,48,-0.5763,81,0.34059,80,0.22892,120,0.91089,91,0.43924,42,-0.7976
ENSG00000271601,LIX1L,3,-3.5948,17,-0.9967,29,-0.2560,72,1.34950,63,1.08749,37,0.19760,17,-0.9993
ENSG00000272031,ANKRD34A,3,-3.2108,17,-0.5686,58,2.60909,11,-1.2010,0,-6.2804,6,-2.0149,16,-0.6739
ENSG00000265972,TXNIP,204,0.27095,34,-2.4685,21,-3.5409,181,0.07782,623,2.41039,361,1.26809,91,-1.0085
ENSG00000178104,PDE4DIP,455,1.95212,63,-1.4027,124,-0.4593,186,0.29697,70,-1.2314,112,-0.5084,136,-0.2066
ENSG00000272755,AC245297.2,3,-3.6641,5,-2.7228,7,-2.7312,22,-0.6808,1,-5.0871,64,1.02776,196,3.72179
ENSG00000159164,SV2A,10,-4.3282,103,-0.9866,486,3.38214,81,-1.3466,20,-3.4208,42,-2.3294,22,-3.2718
ENSG00000143368,SF3B4,30,0.11631,13,-1.1646,36,0.57303,17,-0.8248,37,0.44396,39,0.53905,9,-1.7281
ENSG00000264522,OTUD7B,39,0.08534,16,-1.2653,10,-2.3326,51,0.53374,44,0.31506,93,1.63607,58,0.76857
ENSG00000136631,VPS45,3,-3.2437,16,-0.7135,40,1.05591,53,1.22168,8,-1.8108,11,-1.3484,23,-0.1772
ENSG00000023902,PLEKHO1,3,-4.0113,29,-0.6376,54,0.47415,47,0.10061,112,1.63527,15,-1.6201,28,-0.7075
ENSG00000143401,ANP32E,3,-4.3727,37,-0.6632,55,-0.0476,85,0.68311,109,1.11780,37,-0.6715,72,0.39897
ENSG00000117362,APH1A,49,0.15829,36,-0.3307,44,-0.0236,34,-0.4143,40,-0.1785,78,0.93746,32,-0.5411
ENSG00000266472,MRPS21,153,0.30527,92,-0.5049,164,0.60092,110,-0.2289,43,-1.6693,108,-0.2534,142,0.19093
ENSG00000163125,RPRD2,3,-3.3797,23,-0.3306,37,0.59628,36,0.37056,44,0.73624,34,0.30381,5,-2.4682
ENSG00000143384,MCL1,3,-4.6352,41,-0.7736,49,-0.6417,126,1.04717,191,1.84729,50,-0.4738,53,-0.4085
ENSG00000143420,ENSA,38,-2.6702,193,-0.2221,418,1.76599,111,-1.0833,206,-0.1123,77,-1.6255,111,-1.0764
ENSG00000143418,CERS2,96,-0.0990,26,-2.0762,28,-2.2680,92,-0.1611,153,0.67032,362,2.36922,105,0.03867
ENSG00000143363,PRUNE1,3,-3.2629,17,-0.6356,60,2.67991,13,-1.0736,7,-1.9883,12,-1.1624,2,-3.4837
ENSG00000197622,CDC42SE1,3,-3.6909,20,-0.8826,51,0.90064,11,-1.7038,47,0.45997,58,0.81842,25,-0.5266
ENSG00000213190,MLLT11,56,-1.5302,96,-0.7087,347,2.70278,37,-2.1246,51,-1.6741,34,-2.2762,43,-1.9301
ENSG00000163159,VPS72,27,-0.6744,22,-0.9987,53,0.56419,14,-1.6709,37,-0.1609,54,0.42249,60,0.62495
ENSG00000159352,PSMD4,4,-4.1115,44,-0.7850,90,0.49240,60,-0.3059,86,0.28267,108,0.66004,80,0.17270
ENSG00000143393,PI4KB,95,0.13996,71,-0.3283,124,0.85661,42,-1.1399,66,-0.4381,98,0.19357,39,-1.2476
ENSG00000143416,SELENBP1,3,-4.1121,31,-0.6358,22,-1.4214,233,3.24674,74,0.74658,14,-1.8893,5,-3.3149
ENSG00000159377,PSMB4,14,-3.6729,65,-1.4670,229,0.72991,158,-0.1032,221,0.45066,230,0.52013,138,-0.3108
ENSG00000143442,POGZ,177,1.99579,27,-1.1787,62,0.13772,29,-1.0807,39,-0.6373,63,0.11099,5,-3.4916
ENSG00000143376,SNX27,3,-3.9887,37,-0.2727,55,0.53131,35,-0.3615,13,-1.8264,79,1.00139,61,0.56504
ENSG00000159409,CELF3,3,-3.7604,53,0.60072,84,2.58267,7,-2.3722,1,-4.7129,0,-5.5878,17,-1.2209
ENSG00000197747,S100A10,636,3.08731,24,-2.6223,40,-2.1962,55,-1.4208,301,1.37079,57,-1.3552,38,-1.9602
ENSG00000163191,S100A11,3,-4.5150,11,-2.5594,9,-3.1925,9,-2.9439,446,4.89258,31,-1.0936,35,-0.8993
ENSG00000197956,S100A6,1254,1.67002,72,-2.9021,112,-2.5965,230,-1.1790,2188,2.97997,185,-1.5098,139,-1.9316
ENSG00000188643,S100A16,225,1.63401,57,-0.6965,43,-1.3658,201,1.40857,124,0.53811,38,-1.3248,29,-1.7397
ENSG00000189171,S100A13,796,1.32390,175,-1.1745,220,-1.0209,920,1.60440,247,-0.6439,231,-0.7487,310,-0.2894
ENSG00000160678,S100A1,337,0.66400,130,-0.8748,132,-1.0496,858,2.53988,47,-2.3955,173,-0.4266,96,-1.3387
ENSG00000160679,CHTOP,3,-4.5052,28,-1.2153,73,0.36907,42,-0.5981,118,1.08661,103,0.84465,45,-0.4909
ENSG00000143553,SNAPIN,3,-3.5592,14,-1.2219,31,-0.0998,58,0.99067,46,0.59991,59,1.02724,17,-0.9895
ENSG00000143621,ILF2,3,-4.3807,35,-0.7756,86,0.96152,20,-1.6302,94,0.80108,74,0.40133,38,-0.6603
ENSG00000143624,INTS3,44,-0.0998,21,-1.2288,57,0.42680,46,-0.0512,99,1.26718,42,-0.1751,1,-4.8390
ENSG00000143614,GATAD2B,3,-3.4593,25,-0.3045,45,1.01226,6,-2.3797,12,-1.4085,68,1.40194,21,-0.5632
ENSG00000198837,DENND4B,16,-1.0705,31,0.00182,51,1.21991,3,-3.3065,30,-0.0707,39,0.35197,10,-1.6568
ENSG00000143543,JTB,5,-4.4095,66,-0.6711,130,0.58601,131,0.42493,140,0.53667,112,0.16675,66,-0.6800
ENSG00000143545,RAB13,3,-3.9303,26,-0.7355,21,-1.2580,36,-0.2393,116,1.82168,40,-0.0666,91,1.33938
ENSG00000177954,RPS27,3788,0.63734,1336,-1.0368,876,-1.9721,2070,-0.3560,4870,1.08214,3334,0.41982,5243,1.21787
ENSG00000143549,TPM3,63,-1.3881,89,-0.8601,206,0.68802,155,0.01083,220,0.59686,101,-0.6664,138,-0.1700
ENSG00000143612,C1orf43,113,0.06105,50,-1.2004,112,0.05892,94,-0.2405,123,0.19887,213,1.15447,50,-1.1957
ENSG00000143569,UBAP2L,3,-3.8691,37,-0.5075,100,1.94780,0,-5.8749,23,-1.2331,57,0.19188,34,-0.6336
ENSG00000143575,HAX1,3,-4.1951,27,-0.9500,78,1.10929,31,-0.7479,66,0.46565,80,0.78813,8,-2.6517
ENSG00000160714,UBE2Q1,3,-4.6528,41,-0.7972,124,1.56426,34,-1.1078,71,0.04544,57,-0.3016,43,-0.7263
