Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000204160,ZDHHC18,14,-0.5882,17,-0.3371,27,0.46985,24,0.25498,24,0.21061,25,0.34320,14,-0.6393,14,-0.5940
ENSG00000142751,GPN2,11,-0.5974,22,0.49766,20,0.30957,12,-0.4402,12,-0.5533,21,0.43075,8,-1.1299,14,-0.2694
ENSG00000198746,GPATCH3,14,0.56908,10,0.12040,12,0.37901,5,-1.0580,12,0.42724,8,-0.1900,6,-0.6115,6,-0.5671
ENSG00000090273,NUDC,165,-0.1043,190,0.13350,209,0.30812,160,-0.1561,180,0.03083,164,-0.1215,156,-0.1866,151,-0.2472
ENSG00000253368,TRNP1,12,-2.0655,48,0.00683,62,0.47948,35,-0.4559,35,-0.4600,64,0.53889,45,-0.0817,48,0.01008
ENSG00000090020,SLC9A1,3,-2.5281,17,-0.2558,20,-0.0128,8,-1.2517,29,0.60531,41,1.42973,9,-1.1562,12,-0.7590
ENSG00000142784,WDTC1,38,0.53463,23,-0.2964,29,0.10301,37,0.48392,22,-0.3115,19,-0.6519,39,0.57004,23,-0.2588
ENSG00000186501,TMEM222,48,-0.4215,58,-0.1611,63,-0.0023,83,0.44204,41,-0.6605,77,0.35637,70,0.17363,56,-0.1778
ENSG00000158195,WASF2,135,2.60666,12,-1.5142,15,-1.2469,32,-0.0207,18,-0.8557,10,-1.8583,73,1.36277,21,-0.6665
ENSG00000126705,AHDC1,21,-1.2810,48,-0.0626,46,-0.1277,63,0.37841,78,0.73177,68,0.55414,30,-0.7707,31,-0.7214
ENSG00000126709,IFI6,195,0.83367,65,-0.9762,55,-1.2282,213,0.99028,193,0.82257,122,0.08173,133,0.20270,65,-0.8961
ENSG00000009780,FAM76A,12,-0.0636,15,0.26737,6,-1.1786,11,-0.1520,19,0.64600,15,0.33672,18,0.54391,6,-0.9883
ENSG00000117758,STX12,80,-0.3912,73,-0.5991,112,0.13459,148,0.58398,147,0.57253,104,0.00267,109,0.08537,76,-0.4711
ENSG00000117751,PPP1R8,43,0.71564,26,-0.0912,20,-0.5574,35,0.38770,45,0.79361,27,-0.0267,22,-0.3644,12,-1.2418
ENSG00000117748,RPA2,43,-0.8061,83,0.25119,55,-0.4657,109,0.67146,115,0.75634,72,0.00227,66,-0.1381,40,-0.8995
ENSG00000126698,DNAJC8,146,0.15780,140,0.09150,122,-0.1472,131,-0.0244,133,0.00044,145,0.15769,117,-0.1963,119,-0.1687
ENSG00000130770,ATP5IF1,202,-1.4283,646,0.41667,603,0.28866,501,-0.0396,429,-0.2844,576,0.20536,412,-0.3463,455,-0.1921
ENSG00000130766,SESN2,8,-0.5713,13,0.26299,13,0.25623,8,-0.4847,9,-0.3116,11,0.03898,18,0.74590,5,-1.0547
ENSG00000204138,PHACTR4,40,1.87685,3,-2.1698,10,-0.4714,13,-0.0911,8,-0.6785,8,-0.8941,35,1.62036,9,-0.6579
ENSG00000242125,SNHG3,12,0.30190,15,0.73242,7,-0.6228,12,0.31458,7,-0.3933,9,-0.2034,11,0.22834,5,-1.0363
ENSG00000180098,TRNAU1AP,21,0.36815,10,-0.7775,13,-0.3313,25,0.69282,14,-0.2633,18,0.18923,25,0.67964,11,-0.5352
ENSG00000197989,SNHG12,20,0.76979,10,-0.3673,11,-0.2085,15,0.28122,9,-0.4879,9,-0.5844,25,1.15934,8,-0.6597
ENSG00000120656,TAF12,19,0.30520,11,-0.6200,17,0.17349,21,0.48160,16,0.01248,17,0.15666,10,-0.6530,16,-0.0012
ENSG00000198492,YTHDF2,50,-0.6851,73,-0.1054,70,-0.1836,87,0.17983,107,0.51402,114,0.71195,57,-0.4897,40,-1.0342
ENSG00000116350,SRSF4,59,0.40440,48,0.08141,39,-0.2649,39,-0.2471,66,0.57592,44,-0.0771,45,-0.0174,33,-0.5167
ENSG00000116353,MECR,13,-1.3685,35,0.09503,35,0.12846,54,0.81335,29,-0.1982,40,0.35484,23,-0.5457,22,-0.6374
ENSG00000060656,PTPRU,10,-0.7546,3,-2.4538,13,-0.4131,31,0.98007,59,2.16444,21,0.36471,5,-1.7862,7,-1.3755
ENSG00000162511,LAPTM5,86,1.49024,21,-0.8386,28,-0.4211,33,-0.1170,21,-0.7811,12,-1.7660,88,1.52866,40,0.20184
ENSG00000162512,SDC3,138,-0.0847,154,0.09566,101,-0.6168,197,0.48938,168,0.23150,112,-0.4509,254,0.91222,110,-0.4325
ENSG00000134644,PUM1,85,-0.7656,119,-0.2728,133,-0.0811,197,0.55022,238,0.86941,162,0.25823,104,-0.4576,85,-0.7683
ENSG00000060688,SNRNP40,33,0.95199,19,0.04578,20,0.17863,13,-0.5582,10,-0.9536,20,0.16942,18,-0.0583,10,-0.9231
ENSG00000121766,ZCCHC17,75,-0.7961,131,0.07939,112,-0.1870,161,0.40132,167,0.46637,151,0.34383,87,-0.5700,98,-0.3893
ENSG00000121769,FABP3,26,-2.3356,129,0.04632,159,0.42160,71,-0.8775,121,-0.0553,210,0.97080,64,-1.0456,104,-0.2912
ENSG00000162517,PEF1,40,-1.0436,124,0.85854,72,-0.1389,70,-0.1780,84,0.11588,89,0.23034,41,-0.9768,55,-0.5368
ENSG00000084636,COL16A1,66,1.33737,22,-0.4549,26,-0.1914,19,-0.6817,30,0.04730,32,0.15183,34,0.22609,13,-1.2329
ENSG00000121753,ADGRB2,59,-1.8994,273,0.51705,170,-0.3352,223,0.12444,270,0.43669,274,0.52079,132,-0.6949,148,-0.5147
ENSG00000184007,PTP4A2,680,2.37248,120,-0.6865,112,-0.8001,136,-0.4484,211,0.24741,128,-0.5866,149,-0.3063,92,-1.0448
ENSG00000121774,KHDRBS1,84,-0.3848,128,0.30931,97,-0.1816,150,0.54002,120,0.17784,95,-0.2019,121,0.19737,66,-0.7595
ENSG00000121775,TMEM39B,15,0.31389,16,0.53891,9,-0.4362,8,-0.6500,14,0.22654,16,0.50781,6,-0.9572,6,-0.9088
ENSG00000025800,KPNA6,51,0.08732,36,-0.4944,42,-0.2470,50,0.07215,65,0.48973,66,0.58391,37,-0.3991,38,-0.3793
ENSG00000084652,TXLNA,20,0.40270,16,0.02994,9,-0.9332,18,0.24970,18,0.18996,18,0.28662,18,0.17583,12,-0.3952
ENSG00000160050,CCDC28B,16,-0.2334,24,0.44446,22,0.26597,7,-1.3681,21,0.14681,10,-1.0476,30,0.73896,21,0.17574
ENSG00000084623,EIF3I,68,-0.5099,93,-0.0117,102,0.14468,96,0.02815,104,0.16712,109,0.26182,97,0.05085,61,-0.6780
ENSG00000175130,MARCKSL1,1199,2.59455,83,-2.0101,248,-0.2643,277,-0.0681,170,-0.8211,94,-1.8233,474,0.80903,210,-0.4960
ENSG00000160058,BSDC1,68,0.04045,56,-0.2717,64,-0.0491,96,0.61323,98,0.64477,60,-0.1511,57,-0.2152,44,-0.6337
ENSG00000160062,ZBTB8A,14,0.54465,10,-0.0222,14,0.54739,1,-3.1935,14,0.53224,10,-0.0794,8,-0.4134,7,-0.4720
ENSG00000176261,ZBTB8OS,44,-0.0217,43,-0.0707,46,0.06001,35,-0.3531,34,-0.4348,49,0.18792,50,0.20021,49,0.16905
ENSG00000162521,RBBP4,106,0.26101,99,0.17237,72,-0.3755,78,-0.2167,125,0.54039,93,0.05770,95,0.09580,55,-0.7565
ENSG00000162522,KIAA1522,1,-3.0647,22,0.73524,16,0.11455,1,-3.7507,6,-1.2865,17,0.25447,18,0.33325,25,0.88668
ENSG00000134684,YARS,54,-1.1194,106,-0.1021,131,0.27690,154,0.51297,133,0.27694,127,0.22651,85,-0.4360,79,-0.5431
ENSG00000116497,S100PBP,24,1.16356,8,-0.5700,8,-0.5467,11,-0.1202,14,0.27048,10,-0.2467,17,0.59396,9,-0.3241
ENSG00000160097,FNDC5,2,-3.6712,27,0.24675,42,1.08271,9,-1.3638,10,-1.2896,36,0.78345,12,-1.0725,17,-0.5302
ENSG00000121905,HPCA,14,-4.1752,284,0.25324,272,0.17173,87,-1.5837,201,-0.3207,459,1.19990,135,-0.9287,246,-0.0053
ENSG00000121900,TMEM54,37,0.05123,40,0.16474,42,0.27842,17,-1.1351,21,-0.8186,39,0.14503,50,0.53151,29,-0.3311
ENSG00000116514,RNF19B,8,-1.9152,32,0.16340,25,-0.2565,21,-0.5121,41,0.53750,41,0.59339,34,0.23935,22,-0.4299
ENSG00000004455,AK2,80,1.92279,22,-0.2678,13,-1.0761,28,0.13701,26,-0.0138,16,-0.8066,29,0.14760,21,-0.3601
ENSG00000142920,AZIN2,27,0.20878,25,0.11681,20,-0.3018,20,-0.2556,28,0.25788,37,0.83202,5,-2.3376,16,-0.5839
ENSG00000160094,ZNF362,15,-0.3590,13,-0.6709,17,-0.1661,47,1.52232,20,0.08093,12,-0.7243,28,0.61516,14,-0.4168
ENSG00000134686,PHC2,98,0.99245,50,-0.1109,45,-0.2888,41,-0.4038,67,0.35240,54,0.01465,44,-0.2929,39,-0.4726
ENSG00000163866,SMIM12,23,-1.2666,65,0.38293,47,-0.1899,71,0.49438,44,-0.2617,69,0.48792,34,-0.6769,43,-0.2932
ENSG00000116544,DLGAP3,3,-3.4409,64,1.07449,31,-0.2441,19,-1.0104,25,-0.5859,32,-0.2190,35,-0.0464,62,0.88342
ENSG00000163867,ZMYM6,10,-0.5766,22,0.79494,10,-0.5528,22,0.65337,14,-0.0637,11,-0.4907,18,0.35826,8,-0.8108
ENSG00000116560,SFPQ,170,0.21382,130,-0.2305,155,0.06896,169,0.20471,140,-0.0961,153,0.04409,165,0.15990,118,-0.3660
ENSG00000146463,ZMYM4,18,-0.7980,32,0.07591,34,0.19873,27,-0.2102,32,0.07485,32,0.07725,35,0.19263,29,-0.1009
ENSG00000142687,KIAA0319L,47,-0.2712,57,0.01240,46,-0.3576,63,0.17528,98,0.90514,68,0.33543,32,-0.8908,39,-0.5670
ENSG00000020129,NCDN,71,-2.8006,741,0.91069,410,-0.1880,439,-0.0624,538,0.26176,565,0.38532,210,-1.1922,335,-0.4866
ENSG00000126067,PSMB2,95,-0.2555,113,0.03137,98,-0.2167,144,0.40601,131,0.26085,140,0.40893,89,-0.3580,65,-0.8399
ENSG00000142686,C1orf216,13,-2.4377,68,0.04282,86,0.45772,88,0.44813,106,0.74586,80,0.32474,15,-2.1952,43,-0.6730
ENSG00000134698,AGO4,19,0.75729,13,0.19649,7,-0.7942,12,0.11811,16,0.51231,8,-0.5960,13,0.20451,11,-0.1131
ENSG00000092847,AGO1,27,0.23881,17,-0.5088,28,0.29292,42,0.94482,21,-0.1735,19,-0.3673,22,-0.1171,18,-0.3845
ENSG00000126070,AGO3,34,1.12525,11,-0.7589,20,0.27491,16,-0.0803,24,0.55141,12,-0.5970,17,0.00221,11,-0.6582
ENSG00000116863,ADPRHL2,25,0.30102,24,0.21732,16,-0.4871,22,0.10194,30,0.56976,21,-0.0188,20,-0.0815,13,-0.7598
ENSG00000054116,TRAPPC3,31,-0.8060,64,0.35695,51,-0.0353,62,0.26581,43,-0.3072,64,0.36569,32,-0.7508,49,-0.0998
ENSG00000116871,MAP7D1,222,0.50311,185,0.23686,141,-0.2496,127,-0.3784,207,0.38932,155,-0.0837,127,-0.3871,141,-0.2163
ENSG00000054118,THRAP3,59,0.18540,47,-0.1878,52,0.00975,72,0.52312,56,0.11783,53,0.03859,41,-0.3612,40,-0.4047
ENSG00000196182,STK40,12,-0.5265,17,0.07024,18,0.13420,8,-0.9869,23,0.55758,16,-0.0465,23,0.55400,12,-0.4450
ENSG00000181817,LSM10,33,-0.4649,45,0.01902,47,0.08636,43,-0.0533,36,-0.3078,47,0.11689,50,0.19244,48,0.12588
ENSG00000116885,OSCP1,0,-5.1700,21,0.37767,15,-0.2104,15,-0.1768,20,0.25422,23,0.59185,19,0.22522,13,-0.4392
ENSG00000116898,MRPS15,29,-0.7637,56,0.27339,53,0.15897,42,-0.2140,54,0.15912,50,0.07384,50,0.06077,37,-0.4088
ENSG00000163873,GRIK3,7,-2.4213,5,-3.0703,21,-0.8844,187,3.16836,91,1.57767,17,-1.1788,9,-2.0675,12,-1.5744
ENSG00000163875,MEAF6,56,-0.8612,109,0.20119,93,-0.0764,110,0.19800,109,0.17172,130,0.51861,62,-0.6980,71,-0.4873
ENSG00000163877,SNIP1,13,-0.0113,14,0.19671,15,0.24079,9,-0.5840,12,-0.1115,16,0.42865,10,-0.3882,7,-0.9171
ENSG00000134697,GNL2,22,0.36217,16,-0.1284,23,0.53509,15,-0.2572,16,-0.1654,18,0.04871,12,-0.6203,13,-0.4884
ENSG00000116922,C1orf109,6,-1.2049,14,0.12671,11,-0.3583,11,-0.2499,12,-0.1715,17,0.47315,20,0.65751,12,-0.1188
ENSG00000183317,EPHA10,0,-4.1417,17,1.18172,9,-0.0450,7,-0.4499,11,0.36570,8,-0.1247,4,-1.2711,9,-0.0062
ENSG00000185090,MANEAL,6,-2.3812,41,0.51904,25,-0.3514,38,0.33861,37,0.27286,40,0.47838,23,-0.4796,23,-0.4566
ENSG00000196449,YRDC,10,-0.5847,13,-0.2456,19,0.40454,21,0.58312,21,0.53226,12,-0.3630,14,-0.0525,10,-0.6362
ENSG00000197982,C1orf122,435,1.21553,172,-0.3421,182,-0.2397,198,-0.0867,189,-0.1627,147,-0.5968,238,0.20500,241,0.22228
ENSG00000188786,MTF1,30,1.67539,10,-0.1112,8,-0.5037,19,0.87623,13,0.28927,3,-1.7469,12,0.10438,3,-1.7613
ENSG00000183431,SF3A3,23,-0.5537,34,0.01819,31,-0.1400,44,0.42870,61,0.97498,33,-0.0415,27,-0.3310,18,-0.9084
ENSG00000183386,FHL3,6,-0.5067,14,0.93276,9,0.12219,11,0.39532,2,-1.7761,6,-0.6471,10,0.20239,6,-0.4192
ENSG00000183520,UTP11,22,-0.4923,42,0.61168,32,0.08662,24,-0.3698,26,-0.2246,32,0.09532,17,-0.8942,32,0.08089
ENSG00000185668,POU3F1,2,-2.2496,26,2.13692,8,-0.1803,0,-7.3960,1,-3.1394,10,0.21221,0,-5.4472,10,0.18907
ENSG00000116954,RRAGC,42,-0.0646,47,0.14698,42,-0.0327,45,0.05506,56,0.41110,45,0.06149,46,0.10856,19,-1.2724
ENSG00000174574,AKIRIN1,63,-0.4359,118,0.62567,78,-0.1190,97,0.23990,74,-0.1814,95,0.22054,56,-0.6079,48,-0.8642
ENSG00000168653,NDUFS5,411,-0.7295,723,0.17190,750,0.23925,791,0.29797,535,-0.3207,656,-0.0008,546,-0.2893,680,0.05523
ENSG00000127603,MACF1,135,0.44182,68,-0.6912,93,-0.1692,158,0.69458,125,0.31939,80,-0.4187,152,0.63755,76,-0.4770
ENSG00000090621,PABPC4,115,1.35218,39,-0.4707,41,-0.3701,39,-0.4388,51,-0.0179,43,-0.2992,68,0.44658,45,-0.1973
ENSG00000116983,HPCAL4,55,-2.0859,245,0.21460,208,-0.0759,281,0.41237,299,0.51418,221,0.02643,186,-0.2466,223,0.03871
ENSG00000084072,PPIE,28,-0.1450,30,-0.0478,34,0.15969,27,-0.2353,23,-0.4329,34,0.18419,36,0.24618,29,-0.0808
ENSG00000168389,MFSD2A,18,0.76950,9,-0.2442,7,-0.7005,17,0.73204,13,0.27031,8,-0.4508,17,0.70482,5,-1.0512
ENSG00000131236,CAP1,146,0.01871,154,0.11880,127,-0.2230,130,-0.1638,130,-0.1696,187,0.46673,141,-0.0377,105,-0.4923
ENSG00000131238,PPT1,90,-0.3941,120,0.05896,97,-0.3036,167,0.58495,122,0.07264,124,0.11150,121,0.07017,95,-0.3123
ENSG00000117000,RLF,13,0.33354,9,-0.3045,15,0.61996,7,-0.5971,17,0.71475,10,-0.1845,7,-0.6842,6,-0.7565
ENSG00000259943,AL050341.2,16,0.05132,14,-0.1901,15,0.01086,20,0.37711,15,-0.0289,19,0.35091,11,-0.4770,11,-0.4530
ENSG00000084073,ZMPSTE24,48,0.60723,30,-0.1789,28,-0.2992,26,-0.3460,40,0.30956,41,0.38667,29,-0.1863,22,-0.6063
ENSG00000049089,COL9A2,72,3.17873,2,-2.9058,5,-1.6634,21,0.71328,9,-0.5245,2,-2.7653,20,0.63748,8,-0.6913
ENSG00000084070,SMAP2,31,-1.9085,148,0.52833,100,-0.1823,92,-0.2841,110,-0.0080,161,0.69494,66,-0.7957,100,-0.1589
ENSG00000117016,RIMS3,7,-3.8135,89,-0.1026,141,0.73152,65,-0.5783,73,-0.4168,128,0.55119,84,-0.1934,98,0.04346
ENSG00000066136,NFYC,11,-1.7054,29,-0.2752,38,0.19572,57,0.82109,36,0.06523,40,0.26890,38,0.16263,21,-0.7668
ENSG00000179862,CITED4,18,-0.1555,28,0.64685,18,-0.1607,17,-0.2237,11,-0.8535,31,0.81050,4,-2.3441,14,-0.5826
ENSG00000171793,CTPS1,5,-1.0230,18,1.20513,6,-0.7652,7,-0.4432,5,-0.9422,11,0.14216,9,-0.0963,11,0.12352
ENSG00000010803,SCMH1,4,-1.5600,15,0.44653,16,0.58151,16,0.57491,6,-1.0069,9,-0.2971,10,-0.1616,9,-0.3461
ENSG00000127124,HIVEP3,7,-1.4923,7,-1.6657,24,0.29738,16,-0.3450,37,0.96783,27,0.50323,24,0.28241,23,0.17060
ENSG00000198815,FOXJ3,21,-1.3119,51,0.05603,44,-0.2238,58,0.23430,76,0.68648,61,0.37881,45,-0.1463,34,-0.5767
ENSG00000177181,RIMKLA,7,-2.0419,33,0.30211,41,0.67695,17,-0.7598,25,-0.1733,38,0.53142,18,-0.6748,18,-0.6525
ENSG00000127125,PPCS,44,-0.4961,59,-0.0382,65,0.13993,57,-0.0833,59,-0.0357,76,0.42718,50,-0.2910,52,-0.2323
ENSG00000186409,CCDC30,12,-0.1804,8,-0.8833,13,-0.0360,22,0.78605,11,-0.2672,10,-0.5032,28,1.18389,13,-0.0370
ENSG00000171960,PPIH,12,-0.1630,14,0.01272,15,0.15892,10,-0.4151,16,0.27746,15,0.21792,10,-0.4763,13,-0.0917
ENSG00000065978,YBX1,217,1.82008,50,-0.7036,54,-0.5592,85,0.19234,51,-0.6191,42,-0.9529,114,0.67126,70,-0.1266
ENSG00000164008,C1orf50,16,-0.4359,15,-0.5361,22,0.07454,28,0.45034,26,0.34728,20,-0.0954,26,0.37369,20,-0.0391
ENSG00000177868,SVBP,37,0.01652,48,0.52328,34,-0.1265,38,0.08520,36,-0.0034,32,-0.2071,30,-0.3107,30,-0.3174
ENSG00000117394,SLC2A1,73,1.00527,23,-0.9114,33,-0.3077,48,0.31942,35,-0.1629,21,-1.0307,98,1.52995,26,-0.6514
ENSG00000117395,EBNA1BP2,50,-1.0249,133,0.57761,101,0.06989,67,-0.5762,107,0.16258,115,0.30479,71,-0.4844,74,-0.4238
ENSG00000179178,TMEM125,172,5.81578,0,-5.9297,2,-3.3766,8,-1.1120,7,-1.3684,1,-3.9927,4,-2.0051,1,-3.9099
ENSG00000066322,ELOVL1,237,4.02643,11,-1.7458,12,-1.6463,31,-0.1465,12,-1.5529,1,-4.5646,39,0.20839,8,-2.0756
ENSG00000159479,MED8,20,-0.1218,25,0.30169,21,0.00220,11,-0.9555,12,-0.8616,30,0.63731,19,-0.1811,19,-0.2082
ENSG00000198198,SZT2,18,1.32644,3,-1.4004,7,-0.2850,4,-0.8918,9,0.22125,10,0.30976,7,-0.2159,10,0.40364
ENSG00000178922,HYI,33,0.91393,17,-0.1630,20,0.08437,11,-0.7917,13,-0.6207,14,-0.5190,31,0.79109,18,-0.0565
ENSG00000142949,PTPRF,104,-0.2080,205,1.03911,111,-0.1131,38,-1.7453,48,-1.3741,150,0.42439,93,-0.3892,91,-0.4181
ENSG00000066135,KDM4A,17,-0.0882,19,0.08717,20,0.19467,11,-0.7263,20,0.14835,23,0.43320,14,-0.3526,12,-0.6454
ENSG00000126091,ST3GAL3,12,-1.4589,38,0.25549,48,0.66801,39,0.26590,32,-0.0750,29,-0.2302,25,-0.4083,26,-0.3896
ENSG00000117408,IPO13,153,1.79854,46,-0.2722,41,-0.4606,50,-0.1048,67,0.36606,28,-1.0801,46,-0.2507,44,-0.2903
ENSG00000132768,DPH2,7,-0.4791,14,0.56870,8,-0.4847,11,0.17270,9,-0.1424,14,0.52940,4,-1.2600,9,-0.1853
ENSG00000117410,ATP6V0B,261,-0.5729,504,0.53128,357,-0.0963,404,0.10901,312,-0.2953,518,0.58272,170,-1.2261,242,-0.6883
ENSG00000117411,B4GALT2,31,-1.0544,50,-0.3381,88,0.68311,45,-0.4767,44,-0.4942,72,0.30406,40,-0.6635,90,0.62452
ENSG00000159214,CCDC24,5,-1.6404,18,0.21186,20,0.40350,7,-1.1989,24,0.64183,19,0.31754,10,-0.6592,14,-0.1263
ENSG00000178028,DMAP1,40,-0.0658,42,-0.0008,48,0.22502,24,-0.8401,57,0.48347,46,0.16470,32,-0.4279,37,-0.1879
ENSG00000117419,ERI3,116,-0.6218,178,0.04421,176,0.02992,209,0.29597,190,0.14842,194,0.19653,150,-0.2266,147,-0.2653
ENSG00000187147,RNF220,130,0.17284,122,0.08799,122,0.08557,105,-0.1530,135,0.23402,137,0.29619,70,-0.7927,77,-0.6446
ENSG00000126106,TMEM53,5,-1.2569,13,0.01642,17,0.50688,14,0.14661,6,-1.1934,15,0.21805,17,0.39353,10,-0.3388
ENSG00000142937,RPS8,2288,1.41543,860,-0.2392,872,-0.2173,987,-0.0008,761,-0.4084,641,-0.7318,1154,0.24877,927,-0.0993
ENSG00000070785,EIF2B3,17,-0.6414,31,0.28427,22,-0.2929,25,-0.0590,19,-0.5035,40,0.79545,24,-0.0955,16,-0.7574
ENSG00000126107,HECTD3,13,-0.0963,16,0.19795,21,0.68904,10,-0.5563,8,-0.8573,16,0.18070,8,-0.8034,12,-0.2779
ENSG00000126088,UROD,64,-0.3823,79,-0.0639,91,0.18650,66,-0.3425,79,-0.0538,100,0.37307,75,-0.1348,75,-0.1315
ENSG00000132763,MMACHC,13,0.69674,9,-0.0138,7,-0.2232,8,-0.1312,10,0.16373,7,-0.3780,8,-0.1381,10,0.25320
ENSG00000117450,PRDX1,393,0.42019,195,-0.7427,285,-0.1056,371,0.32917,308,0.03173,323,0.11832,374,0.34193,274,-0.1552
ENSG00000117448,AKR1A1,66,0.43637,50,0.00054,54,0.14239,44,-0.2195,65,0.41247,46,-0.1345,47,-0.0873,28,-0.8950
ENSG00000132780,NASP,73,1.35632,20,-0.7583,27,-0.3065,26,-0.3546,33,0.04787,24,-0.4871,59,0.98474,21,-0.6615
ENSG00000159592,GPBP1L1,57,1.07761,23,-0.4005,26,-0.1813,21,-0.4884,27,-0.1403,31,0.08539,33,0.17479,24,-0.2853
ENSG00000159596,TMEM69,16,-0.0927,15,-0.1696,17,0.01894,20,0.28709,20,0.32053,20,0.34143,13,-0.3633,10,-0.8111
ENSG00000086015,MAST2,15,-0.6192,21,-0.1265,24,0.16638,27,0.33425,23,0.07144,20,-0.1841,25,0.19935,24,0.09513
ENSG00000117461,PIK3R3,5,-1.4607,6,-1.4795,15,0.02027,21,0.52310,21,0.55333,18,0.33507,26,0.88273,13,-0.2218
ENSG00000085998,POMGNT1,78,0.64051,42,-0.3981,43,-0.3582,65,0.34208,75,0.57984,51,-0.0460,53,-0.0021,36,-0.5809
ENSG00000132128,LRRC41,30,-0.6561,51,0.20632,36,-0.3873,42,-0.1171,64,0.53067,64,0.62448,35,-0.4124,28,-0.7714
ENSG00000173660,UQCRH,302,-0.9474,631,0.22447,628,0.21570,552,-0.0138,384,-0.5779,701,0.41710,446,-0.3487,520,-0.1077
ENSG00000117481,NSUN4,11,0.00823,13,0.24337,9,-0.2539,11,-0.0195,6,-0.8617,13,0.26010,16,0.58664,7,-0.6334
ENSG00000117480,FAAH,65,1.48762,34,0.42227,20,-0.4959,26,-0.0439,28,0.07858,20,-0.5069,14,-0.9622,14,-1.0063
ENSG00000079277,MKNK1,20,0.31551,27,0.95712,16,0.00104,5,-1.5794,8,-1.0425,17,0.11949,10,-0.7851,14,-0.2410
ENSG00000123472,ATPAF1,99,-0.0934,99,-0.1008,103,-0.0335,100,-0.0783,101,-0.0647,102,-0.0563,147,0.54591,100,-0.0694
ENSG00000159658,EFCAB14,119,1.49648,38,-0.4368,29,-0.8878,65,0.46744,51,0.05906,24,-1.1856,77,0.73474,45,-0.1209
ENSG00000186377,CYP4X1,1,-4.3428,26,0.49116,17,-0.2282,21,0.12222,25,0.36756,30,0.75386,9,-1.0983,15,-0.4550
ENSG00000162368,CMPK1,104,0.41931,61,-0.4626,75,-0.1014,78,-0.0372,92,0.22632,86,0.13046,85,0.09395,75,-0.0885
ENSG00000186094,AGBL4,3,-1.8984,16,0.78235,13,0.38710,7,-0.5710,8,-0.3528,15,0.66743,5,-1.0740,3,-1.6792
ENSG00000162373,BEND5,8,-2.1760,30,-0.1949,50,0.70310,18,-0.9579,23,-0.6021,62,1.14234,16,-1.1594,25,-0.4683
ENSG00000162374,ELAVL4,17,-3.4384,128,-0.5417,198,0.22133,120,-0.5936,329,1.03907,322,1.16864,70,-1.3917,97,-0.9197
ENSG00000185104,FAF1,29,-0.0408,29,-0.0606,22,-0.4922,41,0.53877,41,0.51808,33,0.16970,30,0.01188,18,-0.7631
ENSG00000123091,RNF11,127,-1.4793,343,0.04547,319,-0.0803,397,0.27503,407,0.31868,441,0.50775,236,-0.5421,301,-0.1637
ENSG00000085832,EPS15,117,-0.4651,105,-0.6900,176,0.19356,223,0.55298,244,0.70180,183,0.26337,132,-0.2876,95,-0.7913
ENSG00000117859,OSBPL9,30,1.35947,9,-0.5486,9,-0.6001,18,0.53590,8,-0.7451,8,-0.6921,26,1.16704,7,-0.9612
ENSG00000078618,NRDC,52,-0.4273,61,-0.2225,70,0.02305,96,0.53034,89,0.40195,82,0.31352,48,-0.5506,48,-0.5635
ENSG00000169213,RAB3B,28,-1.6977,14,-2.8338,63,-0.5283,531,3.64571,108,0.34935,32,-1.6077,23,-2.0159,43,-1.0722
ENSG00000117862,TXNDC12,31,0.02777,38,0.38655,21,-0.6482,43,0.52557,30,-0.0647,29,-0.0934,39,0.37273,20,-0.6977
ENSG00000134717,BTF3L4,58,-0.4423,74,-0.0490,76,-0.0044,105,0.51084,104,0.49189,84,0.16720,51,-0.6156,54,-0.5411
ENSG00000157077,ZFYVE9,13,-1.3812,41,0.36940,41,0.37450,26,-0.3847,63,1.02836,30,-0.1892,16,-1.0927,25,-0.4575
ENSG00000134748,PRPF38A,47,1.10027,14,-0.8592,18,-0.4396,15,-0.6581,18,-0.3976,21,-0.2230,46,1.07696,29,0.29454
ENSG00000134744,TUT4,40,1.07371,15,-0.5591,17,-0.2805,25,0.31615,29,0.56175,9,-1.3401,31,0.63430,20,-0.0875
ENSG00000162377,COA7,15,-0.3450,18,-0.0106,13,-0.6416,23,0.31726,16,-0.1908,24,0.45565,27,0.56895,14,-0.4657
ENSG00000162378,ZYG11B,38,-2.0289,131,-0.1738,173,0.31999,173,0.28939,180,0.34650,193,0.52606,99,-0.5933,108,-0.4535
ENSG00000116171,SCP2,100,0.37630,73,-0.1383,61,-0.4416,129,0.78647,68,-0.2465,73,-0.1358,99,0.36074,61,-0.4178
ENSG00000162384,CZIB,61,0.21288,53,-0.0272,68,0.43498,35,-0.6400,51,-0.0893,46,-0.2845,58,0.13096,51,-0.0715
ENSG00000162385,MAGOH,26,-0.3314,39,0.37686,30,-0.1313,17,-0.9299,20,-0.6776,40,0.40971,29,-0.1289,40,0.35442
