Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000136842,TMOD1,18,-0.9836,96,2.18822,24,-0.6205,11,-1.6409,10,-1.7984,24,-0.5785,19,-0.8780,31,-0.1579
ENSG00000136925,TSTD2,11,0.25068,9,-0.0024,7,-0.4262,15,0.75346,13,0.50705,9,0.01427,7,-0.3998,5,-0.9957
ENSG00000136937,NCBP1,25,0.19432,20,-0.1268,20,-0.1386,21,-0.0800,38,0.89112,21,-0.0779,16,-0.4657,18,-0.2827
ENSG00000136936,XPA,48,0.47423,30,-0.2756,35,-0.0091,29,-0.2919,37,0.08168,32,-0.1828,41,0.24417,39,0.17136
ENSG00000136938,ANP32B,333,2.94412,22,-1.8339,41,-0.8603,63,-0.1576,44,-0.6927,32,-1.2598,102,0.63091,28,-1.3470
ENSG00000095380,NANS,12,-1.4466,24,-0.4127,31,-0.0293,55,0.91622,43,0.50888,34,0.16687,34,0.13683,21,-0.6298
ENSG00000136928,GABBR2,5,-5.5480,336,0.71625,236,0.06265,161,-0.5445,251,0.15548,360,0.85633,100,-1.2588,127,-0.9059
ENSG00000119523,ALG2,14,-0.0888,16,0.08937,7,-1.1647,31,1.17060,26,0.86583,13,-0.2739,12,-0.3861,11,-0.4451
ENSG00000106803,SEC61B,106,0.12008,131,0.52462,88,-0.1897,109,0.16000,66,-0.6285,85,-0.2572,103,0.07528,90,-0.1376
ENSG00000119508,NR4A3,2,-2.4598,13,0.25472,13,0.26137,14,0.33507,18,0.74973,13,0.20595,3,-2.0489,10,-0.2280
ENSG00000136874,STX17,20,0.44005,10,-0.6545,13,-0.2231,13,-0.2780,18,0.26803,22,0.67809,17,0.13729,8,-0.8707
ENSG00000023318,ERP44,27,0.30246,19,-0.2181,16,-0.4909,22,-0.0155,34,0.66452,26,0.28675,24,0.10889,13,-0.7580
ENSG00000136891,TEX10,11,-0.3206,15,0.09192,11,-0.4491,15,0.07985,29,1.14369,16,0.21362,10,-0.5708,8,-0.9300
ENSG00000066697,MSANTD3,15,0.07763,13,-0.1924,16,0.18634,6,-1.3378,24,0.81115,15,0.12545,13,-0.1096,11,-0.3522
ENSG00000241697,TMEFF1,60,-0.5751,84,-0.0532,77,-0.2152,99,0.20278,131,0.65944,127,0.69156,45,-1.0167,47,-0.9500
ENSG00000148123,PLPPR1,75,1.79846,21,-0.3302,16,-0.8191,53,1.15467,22,-0.2341,9,-1.7138,16,-0.7711,29,0.16170
ENSG00000136897,MRPL50,30,0.00286,25,-0.2543,31,0.05992,18,-0.7654,39,0.42319,38,0.42323,29,-0.0431,23,-0.3669
ENSG00000136870,ZNF189,25,0.65900,22,0.50804,14,-0.2876,17,0.04927,11,-0.6020,21,0.43750,4,-2.0250,10,-0.6840
ENSG00000165152,TMEM246,30,-1.8301,133,0.51247,107,0.11831,100,-0.0004,119,0.28003,135,0.55173,47,-1.1575,55,-0.9309
ENSG00000155827,RNF20,57,0.73268,26,-0.5803,44,0.34821,48,0.43364,35,-0.0586,30,-0.3391,43,0.25849,18,-1.0942
ENSG00000198785,GRIN3A,3,-3.0412,4,-2.6420,24,0.11741,29,0.39132,31,0.49956,48,1.47014,19,-0.2301,15,-0.6490
ENSG00000136824,SMC2,33,0.78141,16,-0.4458,29,0.64179,22,0.11584,20,-0.0653,18,-0.2292,14,-0.5858,11,-0.9632
ENSG00000136783,NIPSNAP3A,44,0.73536,17,-0.8427,25,-0.2002,33,0.26099,29,0.07044,30,0.13167,39,0.51768,19,-0.5997
ENSG00000165028,NIPSNAP3B,7,-0.5488,9,-0.2088,6,-0.9257,17,0.74410,15,0.47394,16,0.70675,8,-0.4636,8,-0.3914
ENSG00000070214,SLC44A1,625,3.91620,52,-0.9720,26,-2.0451,57,-0.7702,38,-1.3702,32,-1.7521,64,-0.5853,29,-1.7637
ENSG00000106701,FSD1L,22,-0.5110,24,-0.4084,27,-0.2371,28,-0.1493,42,0.48120,50,0.88874,19,-0.7348,27,-0.2214
ENSG00000106692,FKTN,17,0.20683,10,-0.6624,13,-0.2470,37,1.48691,14,-0.0814,11,-0.5606,22,0.59296,8,-0.9748
ENSG00000148143,ZNF462,44,1.61352,11,-0.6655,13,-0.4069,31,1.01141,14,-0.2137,6,-1.6988,19,0.17699,16,-0.0790
ENSG00000119318,RAD23B,48,-1.2878,126,0.21088,89,-0.4011,113,0.01154,164,0.61542,159,0.64973,87,-0.3908,72,-0.6933
ENSG00000070061,ELP1,19,-0.6252,34,0.30927,22,-0.4338,25,-0.1915,44,0.71019,36,0.40438,23,-0.3168,18,-0.6669
ENSG00000119328,ABITRAM,10,-0.3085,15,0.43927,7,-0.8013,25,1.18209,13,0.06280,12,0.06061,7,-0.7371,7,-0.7429
ENSG00000106771,TMEM245,84,-0.0746,93,0.09743,88,-0.0057,89,0.02104,98,0.17665,110,0.40599,69,-0.3906,46,-0.9892
ENSG00000260230,FRRS1L,13,-3.7209,236,0.75712,137,-0.2283,204,0.41979,254,0.78521,168,0.12093,70,-1.2447,103,-0.6503
ENSG00000095203,EPB41L4B,1,-4.5879,84,1.47652,37,-0.0928,33,-0.2749,36,-0.1519,29,-0.5217,25,-0.7060,39,-0.0053
ENSG00000070159,PTPN3,1,-4.0259,27,1.00414,15,-0.0854,3,-2.3151,11,-0.5235,30,1.18476,4,-2.0004,12,-0.4621
ENSG00000157654,PALM2-AKAP2,88,0.51710,58,-0.1747,50,-0.4317,95,0.64618,53,-0.2924,78,0.36159,45,-0.5549,51,-0.3611
ENSG00000136810,TXN,171,-0.8038,408,0.65027,292,0.03038,240,-0.2781,272,-0.0842,292,0.03160,229,-0.3517,259,-0.1604
ENSG00000198121,LPAR1,367,4.99082,2,-4.7260,3,-4.0618,44,0.01536,35,-0.3463,3,-3.7912,13,-1.7497,4,-3.5608
ENSG00000136813,ECPAS,51,-0.4228,61,-0.1567,64,-0.0614,49,-0.4776,111,0.83922,97,0.70804,40,-0.7813,35,-0.9650
ENSG00000173258,ZNF483,93,-1.6065,254,-0.0898,307,0.24988,404,0.66858,346,0.41497,289,0.13991,218,-0.3175,178,-0.6302
ENSG00000106853,PTGR1,12,-1.3412,37,0.42826,21,-0.5266,34,0.23615,37,0.36063,39,0.52290,21,-0.5097,23,-0.3795
ENSG00000059769,DNAJC25,6,-0.8568,17,0.74732,10,-0.2612,15,0.44053,18,0.68118,10,-0.3034,8,-0.4741,5,-1.1845
ENSG00000242616,GNG10,73,-0.3613,157,1.02017,66,-0.5663,60,-0.6514,72,-0.3897,86,-0.1243,98,0.10868,90,-0.0305
ENSG00000148154,UGCG,6,-2.6217,50,0.54237,25,-0.6812,79,1.23682,36,-0.0414,46,0.37831,19,-1.0119,27,-0.4745
ENSG00000119314,PTBP3,9,-1.0927,22,0.25549,24,0.39997,19,-0.0511,8,-1.3398,26,0.51689,20,0.06551,12,-0.7315
ENSG00000119471,HSDL2,49,1.12897,10,-1.3931,17,-0.5859,31,0.39907,22,-0.1459,11,-1.3032,62,1.55986,28,0.21323
ENSG00000148153,INIP,41,0.39929,38,0.28916,34,0.09412,23,-0.5305,37,0.23208,26,-0.3650,27,-0.3011,31,-0.0854
ENSG00000148158,SNX30,39,0.28324,50,0.79218,34,0.04684,20,-0.7323,38,0.24017,29,-0.1981,23,-0.5355,13,-1.3516
ENSG00000136867,SLC31A2,133,4.74865,3,-2.6839,2,-3.2214,10,-0.7112,15,-0.0641,1,-3.7733,8,-1.1123,1,-3.4032
ENSG00000119321,FKBP15,18,0.58590,8,-0.6557,10,-0.4189,20,0.73087,21,0.83105,12,-0.0510,12,-0.0472,6,-1.0811
ENSG00000136868,SLC31A1,10,-0.0785,9,-0.1167,6,-0.7833,5,-0.9169,13,0.33337,14,0.50544,12,0.24711,14,0.46049
ENSG00000176386,CDC26,42,0.93902,23,-0.0405,23,-0.0158,11,-1.1474,21,-0.1970,19,-0.3626,30,0.40114,24,0.05017
ENSG00000136875,PRPF4,10,-0.6203,15,0.04117,13,-0.2670,14,-0.1508,12,-0.3538,25,0.98853,8,-0.8509,14,-0.1400
ENSG00000119431,HDHD3,7,-0.9368,14,0.06934,14,0.03008,8,-0.7310,20,0.55876,15,0.14648,16,0.26180,13,-0.0760
ENSG00000148218,ALAD,84,1.30561,26,-0.6171,30,-0.4271,50,0.44540,37,-0.0289,37,-0.0487,39,0.02304,23,-0.7745
ENSG00000148229,POLE3,41,0.12484,28,-0.5125,42,0.18110,40,0.07591,43,0.21535,50,0.48863,29,-0.4089,24,-0.6852
ENSG00000138835,RGS3,19,0.60222,12,-0.2209,15,0.19945,9,-0.5398,13,0.02311,13,0.01195,15,0.15313,9,-0.5233
ENSG00000136888,ATP6V1G1,85,-0.8318,164,0.21649,162,0.19921,174,0.29218,100,-0.5752,162,0.19650,156,0.11670,104,-0.5114
ENSG00000157693,TMEM268,10,-1.6995,45,0.59717,30,-0.1373,33,0.03840,43,0.45581,43,0.52198,14,-1.2279,19,-0.8127
ENSG00000148219,ASTN2,25,-0.2935,8,-2.0657,28,-0.1179,68,1.34964,62,1.17307,26,-0.2629,38,0.37306,15,-1.0466
ENSG00000119401,TRIM32,2,-2.4602,19,0.47124,17,0.26821,18,0.35356,11,-0.4309,17,0.32349,13,-0.1336,8,-0.8648
ENSG00000136869,TLR4,30,1.53130,4,-1.5624,9,-0.4571,10,-0.1921,7,-0.7144,4,-1.5733,36,1.89310,11,-0.0474
ENSG00000078725,BRINP1,15,-2.2101,80,0.30171,62,-0.1641,30,-1.2478,75,0.15370,126,1.18166,41,-0.7808,50,-0.4622
ENSG00000136861,CDK5RAP2,38,2.00271,7,-0.7407,7,-0.8477,12,0.08060,7,-0.7796,9,-0.4567,17,0.53867,9,-0.4153
ENSG00000106780,MEGF9,94,0.79204,47,-0.3310,44,-0.4594,32,-0.8880,52,-0.1470,89,0.81290,56,-0.0436,38,-0.6521
ENSG00000119402,FBXW2,24,-0.5250,41,0.31327,31,-0.1723,29,-0.2240,40,0.25641,49,0.66381,20,-0.8211,20,-0.7973
ENSG00000095261,PSMD5,7,-1.3732,20,0.12126,12,-0.6245,13,-0.5142,25,0.49924,28,0.77103,23,0.37677,12,-0.5716
ENSG00000119396,RAB14,126,-0.1208,165,0.35299,107,-0.4107,113,-0.2863,181,0.46536,156,0.24809,135,-0.0056,82,-0.7813
ENSG00000148180,GSN,642,2.68145,38,-2.1731,49,-1.8009,204,0.50313,108,-0.5004,33,-2.3706,380,1.58936,65,-1.2774
ENSG00000148175,STOM,87,0.41560,32,-1.1919,50,-0.4850,47,-0.5509,70,0.06479,21,-1.8712,269,2.50561,58,-0.2293
ENSG00000136848,DAB2IP,14,-1.4696,29,-0.4245,40,0.12369,66,0.91395,42,0.16281,38,0.00888,34,-0.1663,43,0.22115
ENSG00000119421,NDUFA8,98,-0.9238,201,0.22574,233,0.49374,186,0.07105,158,-0.1819,182,0.04317,140,-0.3696,139,-0.3853
ENSG00000106852,LHX6,5,-2.4138,11,-1.3736,45,1.06463,92,2.24266,13,-1.0612,14,-0.9658,12,-1.1447,21,-0.3469
ENSG00000119446,RBM18,28,-0.5778,33,-0.3393,52,0.46069,47,0.22754,40,-0.0183,52,0.42851,32,-0.3773,25,-0.7203
ENSG00000148187,MRRF,13,0.50954,6,-0.5519,15,0.84915,10,0.17474,8,-0.1229,5,-0.9741,9,0.02289,8,-0.2315
ENSG00000136940,PDCL,20,0.93995,6,-0.9425,10,-0.1885,9,-0.2916,18,0.77871,9,-0.3322,16,0.59015,8,-0.4235
ENSG00000056586,RC3H2,30,-0.8632,43,-0.3150,53,0.05186,74,0.57090,65,0.36565,59,0.23670,45,-0.2295,45,-0.2105
ENSG00000186130,ZBTB6,12,0.39897,12,0.44885,11,0.24569,14,0.62333,6,-0.5610,5,-0.9954,10,0.14058,4,-1.0621
ENSG00000011454,RABGAP1,61,-0.2617,71,-0.0388,67,-0.1265,65,-0.1728,96,0.45789,86,0.31039,81,0.17515,45,-0.7451
ENSG00000165209,STRBP,17,-1.8266,46,-0.3549,51,-0.1544,83,0.62450,82,0.61144,88,0.82612,32,-0.8582,35,-0.7233
ENSG00000148204,CRB2,67,3.06522,3,-2.1106,3,-2.0775,8,-0.7848,5,-1.3269,2,-2.6248,40,1.90531,6,-1.0876
ENSG00000119522,DENND1A,18,-0.4457,27,0.19907,20,-0.3534,20,-0.2841,25,0.00743,36,0.73271,12,-1.0898,26,0.12614
ENSG00000106689,LHX2,24,-1.6015,55,-0.3774,75,0.14365,29,-1.3175,42,-0.7717,76,0.16090,175,1.57214,78,0.19663
ENSG00000236668,AC006450.3,0,-3.8823,20,0.82027,12,-0.1412,6,-1.2230,5,-1.2535,22,1.01147,8,-0.7029,14,0.07259
ENSG00000119408,NEK6,5,-1.7338,17,0.05794,15,-0.1436,8,-1.1606,5,-1.6704,16,-0.1247,46,1.71702,23,0.52078
ENSG00000136930,PSMB7,118,-0.6941,194,0.08998,177,-0.0785,187,0.02287,223,0.30020,237,0.45433,134,-0.5021,153,-0.2936
ENSG00000136942,RPL35,1576,1.10799,674,-0.3136,832,0.05224,687,-0.2546,662,-0.3121,548,-0.6599,940,0.24199,913,0.19616
ENSG00000136950,ARPC5L,39,-1.8853,195,0.66693,134,-0.0231,114,-0.2733,105,-0.4047,205,0.76635,71,-0.9882,96,-0.5374
ENSG00000136935,GOLGA1,17,0.64056,11,-0.0873,9,-0.2666,7,-0.6296,13,0.19986,11,0.01791,16,0.56466,7,-0.6483
ENSG00000173611,SCAI,8,-2.7586,57,0.15027,51,-0.0220,38,-0.4977,78,0.65404,84,0.88817,24,-1.1798,41,-0.3607
ENSG00000119414,PPP6C,57,-0.1135,81,0.50675,54,-0.2174,84,0.49621,68,0.16430,51,-0.3042,50,-0.3292,43,-0.5408
ENSG00000136933,RABEPK,28,-0.2767,31,-0.1639,28,-0.3354,47,0.54015,45,0.47188,30,-0.1753,45,0.45454,28,-0.3071
ENSG00000044574,HSPA5,142,-0.3648,223,0.39624,147,-0.3370,218,0.31653,185,0.05487,181,0.02488,216,0.30280,104,-0.8373
ENSG00000165219,GAPVD1,41,0.51912,33,0.20249,24,-0.3577,22,-0.4377,32,0.15862,23,-0.4157,45,0.66881,24,-0.3214
ENSG00000119487,MAPKAP1,24,-0.5947,40,0.24195,35,0.00818,36,0.06684,35,0.01930,33,-0.0864,38,0.14922,33,-0.0624
ENSG00000196814,MVB12B,95,2.15298,16,-0.8597,18,-0.6944,36,0.39051,23,-0.3211,18,-0.7045,31,0.17734,15,-0.9042
ENSG00000169155,ZBTB43,7,-1.5722,15,-0.5173,18,-0.2310,25,0.29460,45,1.29076,20,-0.0173,22,0.08804,21,0.01802
ENSG00000136828,RALGPS1,19,-0.4564,18,-0.5952,26,0.04936,48,1.04679,32,0.37644,29,0.22984,14,-0.8776,20,-0.3572
ENSG00000136895,GARNL3,5,-2.3170,21,-0.4075,20,-0.5084,95,2.21065,33,0.29893,19,-0.6129,24,-0.1756,20,-0.4649
ENSG00000136856,SLC2A8,28,0.32606,38,0.92757,24,0.06910,14,-0.7164,10,-1.2945,19,-0.3167,22,-0.0876,17,-0.4435
ENSG00000197958,RPL12,1232,1.48857,373,-0.5364,474,-0.1304,469,-0.1333,342,-0.6225,334,-0.7196,630,0.33762,582,0.20932
ENSG00000148356,LRSAM1,12,-1.2565,31,0.16406,29,0.07956,34,0.31744,20,-0.4886,44,0.85646,17,-0.7412,15,-0.9376
ENSG00000136830,NIBAN2,6,-0.4954,9,0.02387,11,0.30716,8,-0.1442,7,-0.4699,6,-0.5570,14,0.73210,11,0.30319
ENSG00000136854,STXBP1,72,-3.3592,722,0.09904,691,0.02062,759,0.16735,1049,0.69715,1019,0.74369,379,-0.9123,391,-0.8656
ENSG00000187024,PTRH1,10,-1.0056,21,0.08041,24,0.35878,19,-0.0299,17,-0.1947,25,0.42436,10,-0.9638,20,0.02739
ENSG00000160404,TOR2A,1,-3.2560,9,0.18132,6,-0.5055,21,1.53260,6,-0.5590,7,-0.2954,12,0.50115,8,-0.0554
ENSG00000095370,SH2D3C,7,-1.2111,15,-0.0539,22,0.61546,10,-0.7018,23,0.57225,21,0.50971,3,-2.3549,14,-0.1742
ENSG00000136807,CDK9,31,-0.1270,41,0.35065,37,0.19141,20,-0.7602,32,-0.0576,46,0.55105,17,-1.0096,21,-0.7378
ENSG00000136877,FPGS,11,0.27564,8,-0.1305,11,0.36039,4,-1.0599,12,0.45911,6,-0.5597,9,0.01811,11,0.33094
ENSG00000106991,ENG,24,1.24083,5,-1.1252,7,-0.7015,13,0.27025,4,-1.6331,4,-1.6549,43,2.34907,6,-0.8124
ENSG00000106992,AK1,139,0.15049,105,-0.3287,110,-0.2495,214,0.85476,106,-0.2747,107,-0.2915,173,0.50587,118,-0.1106
ENSG00000160408,ST6GALNAC6,51,-0.9225,73,-0.4123,103,0.18415,110,0.27124,100,0.10719,76,-0.3445,136,0.61428,122,0.42810
ENSG00000136840,ST6GALNAC4,11,-0.1929,12,0.03059,9,-0.4220,21,0.84335,13,0.12959,8,-0.7274,25,1.14946,5,-1.2016
ENSG00000136908,DPM2,33,-0.4326,50,0.27354,43,0.00785,33,-0.4344,54,0.35437,52,0.34639,29,-0.5878,34,-0.3720
ENSG00000167106,FAM102A,136,1.49773,51,-0.1493,42,-0.5057,62,0.15667,35,-0.7156,40,-0.5819,76,0.50064,41,-0.4862
ENSG00000148339,SLC25A25,12,-2.1074,58,0.23301,56,0.18688,62,0.31359,73,0.58083,62,0.36064,30,-0.7907,28,-0.8942
ENSG00000148334,PTGES2,19,-2.3668,107,0.24758,117,0.41280,78,-0.2757,95,0.02742,102,0.15688,94,0.01572,87,-0.1106
ENSG00000171159,C9orf16,161,-1.3195,545,0.66011,395,0.06383,298,-0.3875,314,-0.3018,385,0.01738,285,-0.4561,484,0.38472
ENSG00000148337,CIZ1,33,-0.3243,36,-0.2109,41,0.03457,54,0.47951,52,0.39054,48,0.31387,26,-0.6572,29,-0.5190
ENSG00000106976,DNM1,85,-3.3865,848,0.06799,732,-0.1886,738,-0.1577,1410,0.89821,1358,0.96617,359,-1.2608,505,-0.7457
ENSG00000167110,GOLGA2,65,-0.2753,58,-0.4827,77,-0.0046,103,0.47077,107,0.52338,95,0.37735,61,-0.3643,52,-0.6056
ENSG00000175854,SWI5,40,1.11205,14,-0.6342,19,-0.0472,21,0.03769,13,-0.6550,18,-0.1519,23,0.21031,21,0.10086
ENSG00000167112,TRUB2,61,-0.0421,73,0.26891,75,0.30976,42,-0.6324,69,0.14212,66,0.09934,44,-0.5324,46,-0.4691
ENSG00000167113,COQ4,43,-0.4287,58,0.03628,67,0.30119,46,-0.3432,54,-0.0755,60,0.10288,50,-0.2003,61,0.11688
ENSG00000167114,SLC27A4,19,-1.0458,46,0.31762,42,0.16041,43,0.18248,32,-0.3119,52,0.53655,27,-0.5344,22,-0.8329
ENSG00000167118,URM1,47,0.50532,36,0.06498,43,0.38771,31,-0.1553,34,-0.0160,31,-0.1876,22,-0.6662,25,-0.4798
ENSG00000207955,AL359091.1,115,5.00978,0,-9.0238,0,-8.0842,17,0.38017,10,-0.4345,0,-5.0128,6,-1.1000,0,-9.2825
ENSG00000167123,CERCAM,165,4.94124,1,-4.5301,5,-2.2095,9,-1.2102,8,-1.2467,5,-1.9888,10,-1.0498,2,-3.4236
ENSG00000136811,ODF2,13,0.15335,8,-0.7697,25,1.41062,9,-0.5167,5,-1.2245,11,-0.2110,9,-0.5187,11,-0.1907
ENSG00000119392,GLE1,5,-0.8246,11,0.28734,7,-0.4788,24,1.44604,8,-0.1986,10,0.13044,8,-0.3262,3,-1.6020
ENSG00000197694,SPTAN1,168,-1.4100,410,-0.0534,563,0.52213,356,-0.2715,406,-0.0638,549,0.47508,349,-0.3006,328,-0.3981
ENSG00000119333,WDR34,6,-1.4872,17,-0.0626,26,0.70733,8,-1.1400,11,-0.6254,22,0.41067,22,0.35371,15,-0.2362
ENSG00000119335,SET,332,0.56121,214,-0.1546,268,0.23754,188,-0.3496,271,0.23449,215,-0.1489,231,-0.0215,162,-0.5791
ENSG00000160445,ZER1,33,-1.6391,90,-0.1556,110,0.21019,89,-0.1503,166,0.86222,128,0.48135,61,-0.7272,73,-0.4579
ENSG00000107021,TBC1D13,19,-0.8141,25,-0.4200,43,0.53396,33,0.03105,39,0.29695,39,0.37266,17,-0.9629,30,-0.0882
ENSG00000167136,ENDOG,41,-0.1745,43,-0.0928,64,0.62902,46,0.01334,32,-0.5394,43,-0.0971,47,0.07134,33,-0.4718
ENSG00000198917,SPOUT1,22,0.56568,12,-0.3755,17,0.16590,26,0.87309,12,-0.4145,8,-0.9852,18,0.30673,15,-0.0214
ENSG00000171097,KYAT1,13,0.74585,8,0.04508,5,-0.6185,4,-1.0019,9,0.14567,11,0.48914,8,0.09714,5,-0.6000
ENSG00000136802,LRRC8A,75,0.07601,54,-0.4685,61,-0.2563,98,0.51487,57,-0.3525,48,-0.6614,165,1.41393,61,-0.2380
ENSG00000175287,PHYHD1,19,1.16445,4,-1.1555,2,-2.3164,13,0.56240,2,-2.0877,3,-1.8207,40,2.59477,10,0.08749
ENSG00000175283,DOLK,4,-1.3575,16,0.66970,12,0.09373,12,0.11095,7,-0.5758,7,-0.6554,18,0.79055,9,-0.2384
ENSG00000095319,NUP188,13,0.45340,7,-0.5553,7,-0.5679,16,0.75657,16,0.82317,9,-0.1345,10,0.06638,6,-0.6515
ENSG00000148341,SH3GLB2,89,-0.6512,170,0.41835,130,-0.0569,102,-0.4266,128,-0.0792,165,0.36154,96,-0.5352,137,0.03229
ENSG00000148343,MIGA2,16,-0.1485,19,0.03757,17,-0.0682,7,-1.3417,23,0.39117,26,0.66058,11,-0.7916,18,-0.0484
ENSG00000167130,DOLPP1,13,-0.2101,12,-0.2522,11,-0.5177,35,1.47720,15,0.07425,12,-0.3163,19,0.42622,7,-1.0550
ENSG00000095321,CRAT,32,-0.4337,33,-0.4121,57,0.54061,43,0.04878,42,-0.0221,46,0.16641,35,-0.2794,39,-0.1143
ENSG00000119383,PTPA,80,-0.7312,116,-0.1694,155,0.34713,105,-0.3158,173,0.48334,153,0.32298,98,-0.4210,104,-0.3280
ENSG00000188483,IER5L,8,-1.6917,28,0.19229,26,0.09579,23,-0.1406,26,0.08542,39,0.84205,15,-0.7392,15,-0.7782
ENSG00000204054,LINC00963,12,0.63801,9,0.14798,7,-0.2382,5,-0.7824,6,-0.5493,8,-0.1272,11,0.46861,9,0.14719
ENSG00000148335,NTMT1,19,-0.5168,26,-0.0621,27,0.04202,30,0.17594,26,-0.0472,33,0.36156,20,-0.4258,27,0.01654
ENSG00000148331,ASB6,9,-1.4571,25,0.13615,16,-0.6393,22,-0.1209,28,0.26403,38,0.93200,16,-0.5357,23,-0.0154
ENSG00000136816,TOR1B,6,-0.7267,11,0.13337,12,0.23394,11,0.04579,12,0.25528,11,0.06466,11,0.15844,6,-0.9059
ENSG00000136827,TOR1A,15,-1.1213,44,0.57184,32,-0.0032,26,-0.3110,36,0.17660,39,0.35057,23,-0.5119,22,-0.5531
ENSG00000136819,C9orf78,83,0.07089,76,-0.0825,71,-0.1966,90,0.19253,93,0.24781,82,0.04685,80,0.00551,72,-0.1542
ENSG00000136878,USP20,17,-1.0681,34,0.00010,38,0.18422,39,0.22244,57,0.83089,34,0.00607,29,-0.2346,20,-0.7870
ENSG00000187239,FNBP1,140,2.44873,16,-1.3356,15,-1.3953,56,0.71697,29,-0.3432,15,-1.4226,56,0.73041,21,-0.7822
ENSG00000148358,GPR107,24,-0.3372,23,-0.4792,24,-0.3554,52,0.90598,41,0.48455,30,-0.0132,32,0.08236,28,-0.1172
ENSG00000107130,NCS1,44,-2.5463,276,0.25792,258,0.13942,167,-0.5529,218,-0.1439,230,-0.0676,310,0.42213,359,0.66281
ENSG00000130707,ASS1,24,-0.7942,62,0.75431,59,0.66298,16,-1.4094,9,-2.1665,51,0.40513,28,-0.6010,29,-0.5180
ENSG00000107164,FUBP3,54,1.05375,26,-0.1750,23,-0.3776,41,0.57684,16,-0.9021,21,-0.5440,40,0.53842,24,-0.2429
ENSG00000130713,EXOSC2,13,-0.4188,15,-0.2551,19,0.15286,15,-0.2575,25,0.59989,22,0.39524,14,-0.3280,13,-0.4879
ENSG00000097007,ABL1,51,1.57827,17,-0.2520,12,-0.7799,26,0.43562,15,-0.3977,14,-0.5714,24,0.27065,15,-0.3925
ENSG00000126878,AIF1L,285,3.88667,8,-2.5584,16,-1.6055,25,-0.8101,28,-0.6757,7,-2.8250,53,0.34285,20,-1.1493
ENSG00000126883,NUP214,21,0.44870,13,-0.3351,14,-0.1727,21,0.45096,27,0.86632,13,-0.2623,9,-0.8913,14,-0.1334
ENSG00000160539,PLPP7,8,-0.9837,30,1.24018,14,-0.1912,14,-0.1995,15,-0.0924,16,0.06969,8,-0.9865,7,-1.2009
ENSG00000130723,PRRC2B,71,-1.0828,117,-0.3519,127,-0.2136,206,0.58829,212,0.63943,162,0.22062,147,0.04507,128,-0.1796
ENSG00000130714,POMT1,17,-0.5496,28,0.23680,17,-0.5991,28,0.19522,25,0.03119,25,0.03767,42,0.88723,17,-0.5646
ENSG00000130717,UCK1,38,0.24304,34,0.08287,29,-0.1943,39,0.27601,36,0.18742,31,-0.1038,34,0.07021,23,-0.5382
ENSG00000107263,RAPGEF1,33,-0.6558,42,-0.3235,70,0.58355,38,-0.4544,69,0.49769,43,-0.3085,58,0.21907,51,0.01137
ENSG00000160563,MED27,20,-0.0654,24,0.23301,15,-0.5139,15,-0.5032,26,0.33451,31,0.68164,16,-0.4513,14,-0.5919
ENSG00000196358,NTNG2,18,-0.6868,5,-2.6218,28,-0.0093,32,0.20103,39,0.53377,44,0.82706,37,0.43130,29,0.06441
ENSG00000107290,SETX,58,0.76943,31,-0.2717,29,-0.3389,47,0.43846,33,-0.1146,33,-0.1527,49,0.49501,22,-0.7683
ENSG00000125482,TTF1,25,0.47922,13,-0.6366,17,-0.1565,15,-0.3330,25,0.49361,24,0.46313,21,0.20301,10,-0.8761
ENSG00000125484,GTF3C4,14,-0.8538,24,-0.0689,27,0.16662,40,0.76847,17,-0.6158,31,0.41822,26,0.06688,11,-1.1705
ENSG00000165698,SPACA9,15,-0.8829,26,-0.0722,31,0.27444,38,0.56007,29,0.12547,23,-0.2643,32,0.28000,21,-0.3882
ENSG00000165699,TSC1,18,-0.8225,26,-0.2726,29,-0.0693,34,0.14497,49,0.76286,43,0.59535,18,-0.7671,22,-0.5280
ENSG00000148308,GTF3C5,38,0.90768,19,-0.2063,15,-0.5532,19,-0.1927,20,-0.0961,29,0.55591,18,-0.2690,14,-0.6442
ENSG00000160271,RALGDS,94,1.62332,37,0.05582,22,-0.8192,46,0.38396,40,0.15486,28,-0.4463,23,-0.6689,20,-0.9267
ENSG00000148296,SURF6,35,-0.3360,47,0.16287,51,0.32306,28,-0.6380,44,0.04518,51,0.31541,30,-0.5521,36,-0.2928
ENSG00000148297,MED22,16,-0.1075,15,-0.2456,22,0.38109,15,-0.2461,13,-0.4597,22,0.37548,19,0.12645,12,-0.5236
ENSG00000148303,RPL7A,972,0.43996,733,-0.0163,693,-0.1146,832,0.18861,702,-0.0822,657,-0.2051,772,0.06699,692,-0.1050
ENSG00000148290,SURF1,122,0.45473,91,-0.0082,97,0.09651,103,0.18809,68,-0.4721,75,-0.3475,91,-0.0155,99,0.12452
