Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000184203,PPP1R2,36,-0.9283,44,-0.6259,46,-0.5580,40,-0.7567,82,0.36220,101,0.85140,53,-0.3341,87,0.46897
ENSG00000189058,APOD,1387,3.03461,248,-0.3283,181,-0.8199,292,-0.0679,115,-1.5091,122,-1.5366,135,-1.2603,135,-1.2637
ENSG00000061938,TNK2,62,-0.3713,79,0.01049,129,0.82907,65,-0.3102,52,-0.6536,85,0.13750,76,-0.0615,76,-0.0603
ENSG00000072274,TFRC,9,-1.6389,24,-0.1884,31,0.20085,20,-0.4870,31,0.20923,23,-0.2575,40,0.62870,43,0.75225
ENSG00000161217,PCYT1A,19,-0.0880,14,-0.5634,21,0.07438,25,0.34508,22,0.11875,15,-0.5508,27,0.46593,24,0.30186
ENSG00000213123,TCTEX1D2,17,-1.7646,52,-0.0964,80,0.59181,53,-0.0868,81,0.62770,62,0.21785,36,-0.6935,57,0.02709
ENSG00000163960,UBXN7,26,0.44404,19,-0.0110,24,0.35216,23,0.30659,16,-0.3137,11,-0.9689,23,0.26257,22,0.17480
ENSG00000163961,RNF168,25,0.17795,20,-0.2246,26,0.23297,25,0.15848,18,-0.3188,17,-0.5101,28,0.37474,27,0.27396
ENSG00000174013,FBXO45,29,-0.4204,19,-1.0535,33,-0.2405,33,-0.2214,56,0.62882,40,0.07165,56,0.64898,37,-0.0388
ENSG00000163964,PIGX,43,-0.7052,47,-0.5931,114,0.86744,46,-0.6208,77,0.21165,68,-0.0044,72,0.10011,76,0.19398
ENSG00000174007,CEP19,0,-4.3466,10,-0.3486,9,-0.5542,18,0.60177,18,0.62286,15,0.34245,10,-0.2844,17,0.45382
ENSG00000180370,PAK2,61,1.10778,28,-0.2295,21,-0.6361,25,-0.3567,40,0.36413,19,-0.8912,41,0.42730,32,0.01426
ENSG00000119231,SENP5,28,-0.3711,21,-0.7728,39,0.18691,28,-0.3288,55,0.74711,40,0.25112,25,-0.5042,38,0.13171
ENSG00000114503,NCBP2,39,-0.2719,45,-0.0283,39,-0.2538,27,-0.8509,53,0.23126,58,0.43511,47,0.04239,48,0.07922
ENSG00000270170,NCBP2AS2,26,-1.3177,45,-0.5184,51,-0.3217,86,0.54064,59,-0.0785,79,0.46179,57,-0.1396,77,0.34582
ENSG00000119227,PIGZ,9,-1.1214,20,0.07665,20,0.07517,14,-0.4996,16,-0.3116,20,0.05764,19,-0.0089,35,1.00359
ENSG00000075711,DLG1,141,0.87404,57,-0.5985,38,-1.2153,60,-0.5338,121,0.60918,91,0.15539,59,-0.5410,95,0.20764
ENSG00000161267,BDH1,14,-1.9324,40,-0.3822,45,-0.1789,44,-0.2370,71,0.55505,73,0.70605,53,0.07394,44,-0.2334
ENSG00000145016,RUBCN,28,-0.5272,34,-0.2543,40,0.03271,21,-0.9938,33,-0.2653,48,0.39070,46,0.26108,55,0.56334
ENSG00000122068,FYTTD1,38,-0.2687,23,-1.0750,42,-0.1366,49,0.11472,37,-0.3139,55,0.37228,54,0.27481,55,0.33214
ENSG00000186001,LRCH3,34,1.40119,16,0.10150,13,-0.2320,14,-0.0981,11,-0.4002,8,-0.9794,10,-0.6207,19,0.43457
ENSG00000182899,RPL35A,1533,1.13988,894,0.20612,929,0.26924,658,-0.2899,514,-0.6791,715,-0.1801,388,-1.1111,751,-0.0788
ENSG00000182903,ZNF721,21,-0.5498,18,-0.8344,52,0.90392,18,-0.7715,35,0.23868,29,-0.0579,37,0.31919,32,0.11508
ENSG00000174227,PIGG,16,-0.0016,9,-0.9060,13,-0.3707,10,-0.7016,17,0.01418,13,-0.4592,35,1.29370,22,0.47745
ENSG00000273238,TMEM271,15,-2.3059,50,-0.5114,70,0.02947,81,0.26218,96,0.54529,64,-0.1493,81,0.26397,101,0.62463
ENSG00000169020,ATP5ME,1407,0.54556,1041,0.04392,892,-0.2049,1084,0.10988,850,-0.2822,1064,0.09088,1013,-8.1658,704,-0.5785
ENSG00000215375,MYL5,20,0.63713,15,0.16661,8,-0.8457,12,-0.2023,12,-0.1314,9,-0.7370,23,0.87350,14,0.07112
ENSG00000185619,PCGF3,15,-0.7831,22,-0.2632,27,0.08796,22,-0.2178,28,0.12618,35,0.62038,25,-0.0666,21,-0.3070
ENSG00000168993,CPLX1,57,-2.8861,357,-0.1093,279,-0.4992,439,0.22891,362,-0.0846,658,1.11722,384,0.00851,243,-0.7158
ENSG00000178950,GAK,28,-0.7905,27,-0.8453,53,0.22626,44,-0.0881,44,-0.0725,57,0.40516,37,-0.3683,69,0.66846
ENSG00000127419,TMEM175,26,-0.3812,28,-0.2729,29,-0.2363,30,-0.1734,21,-0.7016,37,0.20698,52,0.72386,40,0.28872
ENSG00000145214,DGKQ,11,-1.2430,23,-0.1479,13,-1.0326,14,-0.9629,40,0.73937,34,0.50644,27,0.09661,35,0.51292
ENSG00000127418,FGFRL1,21,0.65513,16,0.25279,39,1.79871,22,0.76088,2,-2.7355,8,-0.9169,3,-2.0573,6,-1.2783
ENSG00000159692,CTBP1,76,-0.9836,99,-0.5782,178,0.35513,124,-0.2275,176,0.33736,152,0.11550,194,0.49673,137,-0.0718
ENSG00000090316,MAEA,31,-1.3662,37,-1.0771,38,-1.0322,82,0.16309,137,1.03969,88,0.31848,95,0.39507,73,-0.0289
ENSG00000163950,SLBP,18,-1.9842,53,-0.3973,77,0.21047,81,0.29168,90,0.47026,74,0.15605,71,0.06279,73,0.11263
ENSG00000168936,TMEM129,42,0.41668,40,0.33571,44,0.48893,30,-0.1449,31,-0.1166,22,-0.6740,35,0.09644,29,-0.2218
ENSG00000068078,FGFR3,108,-0.0660,147,0.43653,232,1.24134,99,-0.2056,29,-2.0510,48,-1.4501,250,1.38322,53,-1.1621
ENSG00000168924,LETM1,21,-0.9855,35,-0.1838,41,0.03615,39,-0.0296,52,0.45654,41,0.04899,57,0.60506,30,-0.4384
ENSG00000109685,NSD2,35,-0.3829,43,-0.0387,47,0.09968,52,0.25605,46,0.03570,40,-0.1768,46,0.03983,51,0.21654
ENSG00000185049,NELFA,22,0.53737,10,-0.6757,4,-2.0129,13,-0.2397,29,1.02807,24,0.86112,5,-1.6412,9,-0.8518
ENSG00000243449,C4orf48,874,0.64921,596,0.00947,429,-0.5152,572,-0.0558,461,-0.4008,618,0.07869,643,0.13343,521,-0.2071
ENSG00000185818,NAT8L,148,-0.6915,264,0.23194,277,0.31275,195,-0.2543,219,-0.0710,293,0.47429,220,-0.0661,152,-0.6505
ENSG00000123933,MXD4,47,0.65269,46,0.60838,34,0.11151,33,0.08115,19,-0.7570,24,-0.5102,34,0.12114,24,-0.4413
ENSG00000159733,ZFYVE28,12,-1.1711,20,-0.3691,25,-0.0380,31,0.31674,29,0.24774,22,-0.2769,30,0.28684,37,0.64549
ENSG00000063978,RNF4,26,-0.8537,20,-1.1954,43,-0.0636,63,0.59017,56,0.39145,49,0.19279,45,0.02434,47,0.10514
ENSG00000125386,FAM193A,16,0.18499,10,-0.4659,11,-0.3508,16,0.20152,18,0.35598,10,-0.6367,19,0.49200,17,0.32006
ENSG00000087274,ADD1,140,-0.5590,158,-0.3744,221,0.16743,173,-0.2337,213,0.10807,232,0.28717,192,-0.0591,234,0.26119
ENSG00000109736,MFSD10,23,-1.1471,25,-0.9873,45,-0.0816,32,-0.6375,80,0.86077,64,0.57406,37,-0.3800,59,0.33493
ENSG00000125388,GRK4,20,0.84977,14,0.32650,6,-1.0506,8,-0.6551,10,-0.1856,14,0.30437,8,-0.6623,12,0.08630
ENSG00000197386,HTT,38,-0.7311,70,0.23047,63,0.05917,53,-0.2178,83,0.52294,67,0.16989,49,-0.3545,57,-0.0878
ENSG00000159788,RGS12,43,-0.0078,45,0.07526,33,-0.4325,58,0.50074,14,-1.6542,19,-1.4069,90,1.27654,66,0.71350
ENSG00000163956,LRPAP1,106,-1.4289,189,-0.5513,300,0.18937,261,-0.0325,361,0.50320,290,0.15502,263,-0.0200,341,0.40235
ENSG00000132406,TMEM128,19,-0.4290,16,-0.6507,19,-0.4190,31,0.34811,23,-0.1193,16,-0.7615,60,1.50938,24,-0.0363
ENSG00000168824,NSG1,53,-1.7711,69,-1.3592,74,-1.2578,192,0.22962,252,0.68842,283,1.07907,136,-0.3248,159,-0.0778
ENSG00000168818,STX18,31,0.62639,14,-0.6477,35,0.85981,21,-0.0336,18,-0.2172,20,-0.1389,14,-0.6179,17,-0.2995
ENSG00000072832,CRMP1,48,-2.3119,125,-0.8697,172,-0.3721,189,-0.2170,359,0.84628,278,0.48067,231,0.10380,272,0.37261
ENSG00000181215,C4orf50,6,-1.7444,12,-0.7644,19,-0.1107,8,-1.3294,40,1.13188,9,-1.3459,40,1.13370,40,1.11493
ENSG00000152969,JAKMIP1,33,-1.5917,67,-0.5080,87,-0.0826,99,0.11216,120,0.43491,89,-0.0653,131,0.58377,114,0.35637
ENSG00000109501,WFS1,65,-1.0787,88,-0.6189,159,0.31903,85,-0.6721,165,0.38066,230,1.16502,84,-0.6984,69,-0.9891
ENSG00000074211,PPP2R2C,71,-1.7050,150,-0.5665,173,-0.3458,128,-0.8101,308,0.60203,319,0.78872,239,0.17921,222,0.05905
ENSG00000013288,MAN2B2,14,-1.7150,32,-0.4865,16,-1.5254,56,0.38499,71,0.79253,64,0.73579,30,-0.6065,49,0.16907
ENSG00000179010,MRFAP1,355,0.04793,256,-0.4743,278,-0.3446,398,0.23568,368,0.10533,361,0.08773,319,-0.1251,406,0.26811
ENSG00000170846,AC093323.1,34,-0.9532,53,-0.2674,66,0.07263,71,0.20524,63,-0.0044,49,-0.4467,90,0.59879,91,0.60615
ENSG00000178988,MRFAP1L1,74,-0.4076,62,-0.6960,93,-0.0471,93,-0.0481,87,-0.1502,104,0.14597,120,0.36473,127,0.45630
ENSG00000186222,BLOC1S4,11,-0.5249,9,-0.8240,19,0.30553,12,-0.3746,19,0.24961,21,0.54689,16,0.00935,14,-0.2228
ENSG00000170871,KIAA0232,52,-0.6318,46,-0.8148,87,0.17918,56,-0.5040,117,0.67830,95,0.39113,79,0.03781,71,-0.1533
ENSG00000132405,TBC1D14,31,-0.5519,48,0.13394,54,0.35090,34,-0.3947,61,0.55333,49,0.22739,30,-0.6061,37,-0.2526
ENSG00000173011,TADA2B,10,-1.6049,21,-0.4477,24,-0.2585,25,-0.2107,43,0.71088,30,0.13814,47,0.84803,23,-0.3073
ENSG00000109519,GRPEL1,27,-0.8892,41,-0.2584,54,0.17696,69,0.59133,66,0.50260,50,0.06179,34,-0.5616,44,-0.1440
ENSG00000184985,SORCS2,25,0.80836,17,0.18357,5,-1.7564,13,-0.2873,19,0.36305,6,-1.4649,35,1.42746,11,-0.4543
ENSG00000196526,AFAP1,6,-1.3417,13,-0.1268,5,-1.6202,11,-0.3939,23,0.73781,25,1.06675,15,0.07389,8,-0.9399
ENSG00000163995,ABLIM2,12,-1.8236,37,-0.0827,32,-0.3289,35,-0.1636,40,0.04543,42,0.13951,63,0.77386,50,0.37731
ENSG00000071127,WDR1,56,-0.2233,44,-0.5772,57,-0.1737,39,-0.7701,101,0.76755,50,-0.4324,80,0.37281,97,0.69647
ENSG00000178163,ZNF518B,7,-1.1285,10,-0.5460,17,0.19242,16,0.10126,19,0.42889,14,-0.1411,26,0.95312,10,-0.5397
ENSG00000002587,HS3ST1,4,-2.2068,10,-0.9785,13,-0.5938,18,-0.0782,37,1.12870,33,1.14944,12,-0.6500,9,-1.0953
ENSG00000157869,RAB28,21,0.03516,15,-0.4981,27,0.40819,15,-0.4662,22,0.05076,15,-0.5412,30,0.60944,27,0.39286
ENSG00000038219,BOD1L1,89,0.23115,49,-0.7370,66,-0.2588,70,-0.1715,59,-0.4214,95,0.39579,54,-0.5676,120,0.72715
ENSG00000137449,CPEB2,41,0.02681,34,-0.2711,53,0.45625,37,-0.1066,47,0.27880,34,-0.3151,29,-0.5200,52,0.43033
ENSG00000118564,FBXL5,50,-0.5395,45,-0.7086,65,-0.1249,84,0.29201,70,-0.0010,59,-0.3049,94,0.48174,105,0.67847
ENSG00000237765,FAM200B,114,0.62749,75,-0.0742,67,-0.2522,88,0.18767,51,-0.6754,89,0.25192,69,-0.1976,62,-0.3790
ENSG00000169762,TAPT1,38,0.60385,12,-1.1549,32,0.31430,13,-1.0697,31,0.28420,21,-0.3762,40,0.70319,27,0.05402
ENSG00000169744,LDB2,8,-2.6854,16,-1.7294,103,1.26565,33,-0.6289,24,-1.0906,22,-1.3175,55,0.17896,159,2.14787
ENSG00000151552,QDPR,1304,2.33021,203,-0.9609,238,-0.7218,260,-0.5794,257,-0.5997,291,-0.4525,254,-0.6206,276,-0.4861
ENSG00000002549,LAP3,68,1.49742,24,-0.2886,30,0.05181,27,-0.0797,4,-2.9197,21,-0.5202,20,-0.5664,43,0.66716
ENSG00000118579,MED28,43,0.22741,36,-0.0609,24,-0.6676,44,0.27736,30,-0.3364,41,0.18999,39,0.08504,36,-0.0481
ENSG00000163257,DCAF16,25,0.56101,9,-1.0021,16,-0.2162,22,0.35468,18,0.02430,18,0.00100,19,0.06545,16,-0.1731
ENSG00000145147,SLIT2,14,-1.6297,14,-1.5905,17,-1.3474,22,-0.9485,71,0.93779,103,2.15501,10,-2.1226,12,-1.8900
ENSG00000163138,PACRGL,8,-1.6877,9,-1.5613,26,0.08428,18,-0.4611,36,0.61174,40,0.97067,20,-0.2972,24,-0.0147
ENSG00000185774,KCNIP4,14,-2.4049,49,-0.5632,69,-0.0315,55,-0.3746,124,0.97077,82,0.29213,75,0.10917,80,0.22257
ENSG00000109819,PPARGC1A,3,-2.3521,4,-2.2451,21,0.36410,24,0.53529,19,0.15528,35,1.49370,11,-0.6129,2,-3.0528
ENSG00000109606,DHX15,66,0.40539,32,-0.7572,32,-0.7661,50,-0.0685,66,0.40971,64,0.39914,32,-0.7330,60,0.23328
ENSG00000181982,CCDC149,17,0.41514,12,-0.1744,6,-1.1369,21,0.70480,20,0.67139,11,-0.3474,9,-0.6344,13,-0.0098
ENSG00000153012,LGI2,1,-3.6247,6,-1.6765,9,-1.1377,37,1.10340,8,-1.3399,44,1.80299,12,-0.7276,12,-0.7234
ENSG00000053900,ANAPC4,9,-1.4316,7,-1.7265,22,-0.1230,18,-0.4611,41,0.89983,36,0.83751,17,-0.5147,27,0.19985
ENSG00000091490,SEL1L3,5,-2.2741,9,-1.3148,30,0.53174,14,-0.6839,15,-0.6035,23,0.13350,19,-0.2039,57,1.70256
ENSG00000250317,SMIM20,18,-0.8900,38,0.26653,45,0.55828,26,-0.3328,29,-0.1600,33,0.04896,42,0.45268,25,-0.4186
ENSG00000168214,RBPJ,141,1.45543,26,-1.3191,46,-0.4348,73,0.28818,44,-0.5363,67,0.16460,42,-0.6076,45,-0.4807
ENSG00000109689,STIM2,16,-0.4367,16,-0.3831,17,-0.3533,21,0.02332,27,0.40618,22,0.13412,15,-0.5250,31,0.66505
ENSG00000169851,PCDH7,23,-2.1906,52,-1.0130,75,-0.4498,89,-0.1709,160,0.80481,69,-0.6416,182,1.02794,174,0.94635
ENSG00000047365,ARAP2,68,2.38183,15,-0.3619,15,-0.3283,7,-1.4885,9,-1.1752,2,-3.1052,20,0.10980,31,0.81474
ENSG00000109787,KLF3,32,1.09841,12,-0.4247,33,1.18978,14,-0.2516,9,-0.8751,8,-1.0981,18,0.15480,12,-0.4643
ENSG00000109790,KLHL5,48,0.25090,25,-0.7344,32,-0.3600,43,0.08578,21,-1.0093,18,-1.3943,107,1.70063,55,0.49010
ENSG00000157796,WDR19,12,-0.2889,9,-0.7113,6,-1.3749,5,-1.5827,20,0.56582,8,-1.0249,33,1.47267,28,1.11790
ENSG00000035928,RFC1,66,1.27992,30,-0.0552,17,-0.9584,34,0.11106,24,-0.3989,25,-0.4135,22,-0.5476,39,0.36163
ENSG00000163682,RPL9,1624,1.11171,931,0.15183,978,0.23384,823,-0.0488,606,-0.5336,720,-0.2964,480,-0.8960,750,-0.1981
ENSG00000121897,LIAS,14,0.05603,11,-0.3199,9,-0.7254,18,0.37985,12,-0.1877,16,0.27054,16,0.17455,13,-0.0923
ENSG00000163683,SMIM14,72,0.13395,45,-0.6163,71,0.10697,62,-0.1091,69,0.04962,69,0.07728,77,0.24564,64,-0.0726
ENSG00000078140,UBE2K,43,-1.4930,64,-0.9082,97,-0.2588,97,-0.2593,147,0.42283,168,0.77150,121,0.10143,119,0.07408
ENSG00000121892,PDS5A,36,0.25237,23,-0.4680,31,-0.0045,15,-1.0856,45,0.59114,31,-0.0168,22,-0.5562,46,0.65112
ENSG00000163697,APBB2,50,0.99552,15,-0.9181,21,-0.3861,23,-0.3022,23,-0.2942,29,0.10069,29,0.07486,29,0.06652
ENSG00000154277,UCHL1,391,-2.5042,1194,-0.8276,1719,-0.2570,1811,-0.1741,3240,0.79722,2325,0.26902,2557,0.39122,2593,0.41437
ENSG00000064042,LIMCH1,212,1.11968,63,-0.8720,67,-0.7911,65,-0.8377,154,0.55596,122,0.19560,81,-0.4975,106,-0.0669
ENSG00000109133,TMEM33,55,-0.2795,33,-1.0859,42,-0.6941,65,-0.0177,104,0.76561,73,0.18892,72,0.15100,75,0.21340
ENSG00000014824,SLC30A9,63,-0.6956,58,-0.8023,136,0.54636,106,0.13769,122,0.37311,91,-0.1257,103,0.08286,107,0.15851
ENSG00000124406,ATP8A1,117,-0.1350,61,-1.1596,118,-0.1187,93,-0.4929,167,0.44105,115,-0.1926,100,-0.3898,262,1.23900
ENSG00000183783,KCTD8,16,-0.6529,7,-1.9057,58,1.47760,39,0.75950,0,-5.6767,1,-4.1680,31,0.34262,69,1.82060
ENSG00000151806,GUF1,18,-0.2309,11,-1.0238,25,0.31955,27,0.39837,22,0.07949,18,-0.2634,33,0.74938,16,-0.3941
ENSG00000163281,GNPDA2,11,-0.7049,14,-0.4083,10,-0.9298,11,-0.7599,24,0.48624,20,0.24059,25,0.55177,25,0.56591
ENSG00000163285,GABRG1,42,0.37820,37,0.18889,59,0.96143,40,0.32056,4,-2.9508,7,-2.4162,59,0.95288,43,0.41907
ENSG00000260878,AC104072.1,3,-3.0470,18,-0.4068,28,0.32316,18,-0.3745,44,1.08739,20,-0.2639,42,1.02547,15,-0.7130
ENSG00000151834,GABRA2,12,-1.7430,48,0.32392,54,0.53293,24,-0.7240,48,0.33935,34,-0.2421,64,0.82126,33,-0.2830
ENSG00000109158,GABRA4,2,-4.1616,27,-0.8279,40,-0.2492,38,-0.3070,75,0.81220,70,0.81711,43,-0.1173,51,0.15541
ENSG00000163288,GABRB1,9,-0.8561,15,-0.0299,13,-0.3013,12,-0.3354,17,0.15713,9,-0.9407,28,0.97793,27,0.95122
ENSG00000260918,AC107398.3,18,-2.1656,44,-0.8291,72,-0.0588,61,-0.3176,80,0.11697,71,-0.0876,127,0.88430,128,0.90910
ENSG00000169019,COMMD8,18,-0.5860,17,-0.6783,13,-1.0405,20,-0.4111,39,0.61656,36,0.58215,22,-0.2722,37,0.53395
ENSG00000109171,SLAIN2,26,1.10253,11,-0.3648,12,-0.2012,15,0.20878,15,0.12354,11,-0.4232,14,0.02646,8,-0.7954
ENSG00000075539,FRYL,79,2.01371,13,-1.0305,23,-0.2223,20,-0.4097,15,-0.8929,21,-0.4073,22,-0.2407,21,-0.3712
ENSG00000109180,OCIAD1,130,-1.4741,172,-1.0476,282,-0.2797,323,-0.0584,468,0.55426,334,-0.0052,452,0.49479,522,0.74240
ENSG00000145247,OCIAD2,38,-0.9753,63,-0.2065,108,0.67786,53,-0.4711,79,0.15524,70,-0.0370,55,-0.4244,109,0.69101
ENSG00000109184,DCUN1D4,34,-0.6080,53,0.10404,49,-0.0445,38,-0.4414,61,0.32736,55,0.16431,38,-0.4275,68,0.50024
ENSG00000163069,SGCB,74,0.29632,40,-0.6707,61,-0.0383,49,-0.3741,64,0.03890,61,-0.0344,85,0.52707,63,0.02864
ENSG00000109189,USP46,42,-1.0118,77,-0.0883,67,-0.3144,95,0.26099,125,0.71828,91,0.22244,51,-0.7422,91,0.18870
ENSG00000226950,DANCR,39,-0.2946,64,0.52603,76,0.82824,40,-0.2301,41,-0.1880,43,-0.1512,32,-0.5953,41,-0.2165
ENSG00000145216,FIP1L1,33,0.39643,22,-0.2836,23,-0.2182,18,-0.5764,32,0.32997,19,-0.5211,36,0.53062,32,0.33806
ENSG00000072201,LNX1,3,-4.0095,24,-1.1722,44,-0.2279,30,-0.8606,94,1.02784,58,0.24465,57,0.16933,93,0.99687
ENSG00000134853,PDGFRA,33,1.22825,30,1.05790,9,-0.8774,17,0.11871,10,-0.6594,9,-0.8935,13,-0.2815,12,-0.4489
ENSG00000157404,KIT,18,-0.7504,39,0.51495,35,0.32917,29,0.04335,6,-2.2823,7,-2.2433,57,1.15655,60,1.25321
ENSG00000128039,SRD5A3,25,-0.0748,19,-0.4699,13,-1.0593,20,-0.4471,22,-0.2987,35,0.55197,23,-0.2254,44,0.87507
ENSG00000134851,TMEM165,148,2.09788,27,-0.8530,28,-0.8201,21,-1.2531,42,-0.1946,37,-0.4078,39,-0.2997,43,-0.1238
ENSG00000134852,CLOCK,16,-1.1033,20,-0.8107,31,-0.0938,32,-0.0519,34,0.04569,38,0.26576,51,0.70907,38,0.21127
ENSG00000090989,EXOC1,36,-0.0758,22,-0.7949,28,-0.4519,42,0.17499,51,0.50114,37,-0.0365,38,0.05020,46,0.33968
ENSG00000128050,PAICS,31,-0.2744,26,-0.5971,37,-0.0170,48,0.40237,39,0.07379,35,-0.1363,38,0.01042,49,0.42681
ENSG00000174780,SRP72,55,-0.2608,48,-0.4758,49,-0.4420,70,0.14346,89,0.53253,73,0.22943,51,-0.3803,73,0.20355
ENSG00000171476,HOPX,21,-4.0076,261,-0.2906,200,-0.7066,249,-0.3622,671,1.32324,507,0.97825,260,-0.2953,137,-1.2803
ENSG00000084092,NOA1,11,-0.0971,16,0.48721,3,-2.0742,8,-0.4962,16,0.48583,10,-0.2694,6,-0.8820,25,1.27252
ENSG00000047315,POLR2B,24,-1.5360,39,-0.8555,38,-0.8834,64,-0.0640,104,0.73428,69,0.04967,106,0.77343,89,0.46754
ENSG00000163453,IGFBP7,178,1.91727,54,-0.1945,105,0.90305,56,-0.1512,15,-2.1282,44,-0.5790,22,-1.5765,34,-0.9292
ENSG00000150471,ADGRL3,17,-1.7849,40,-0.5118,32,-0.8476,99,0.97213,57,0.03506,57,0.03710,60,0.12813,81,0.63008
ENSG00000145242,EPHA5,5,-3.6687,31,-1.0364,40,-0.6128,43,-0.5310,95,0.78100,62,0.07035,126,1.29802,72,0.31985
ENSG00000033178,UBA6,25,0.09387,16,-0.5769,20,-0.2179,12,-1.0219,41,0.91833,27,0.28297,17,-0.4702,25,0.09989
ENSG00000083896,YTHDC1,95,1.10919,48,-0.0485,38,-0.4054,73,0.64185,36,-0.5200,29,-0.9488,50,0.01083,49,-0.0255
ENSG00000132467,UTP3,21,-0.2059,13,-0.8969,13,-0.9481,41,0.88684,33,0.52682,21,-0.2247,29,0.26985,24,-0.0062
ENSG00000018189,RUFY3,123,-0.8338,111,-1.0023,171,-0.3307,138,-0.6653,302,0.60775,203,-0.0576,375,0.98601,261,0.36199
ENSG00000132463,GRSF1,74,-0.7400,55,-1.1786,108,-0.1365,166,0.56470,148,0.37918,127,0.13273,118,0.00538,138,0.25810
ENSG00000173542,MOB1B,21,-0.7954,25,-0.5129,33,-0.0472,21,-0.7659,74,1.30573,37,0.11078,28,-0.3491,36,0.05141
ENSG00000156136,DCK,19,-0.9453,17,-1.1297,24,-0.5648,33,-0.0893,32,-0.1266,42,0.35727,42,0.30816,62,0.97516
ENSG00000080493,SLC4A4,37,0.22287,44,0.50857,95,1.94698,35,0.15471,8,-1.9818,16,-1.1780,34,0.09301,4,-3.1478
ENSG00000132466,ANKRD17,64,0.03791,41,-0.6487,70,0.18403,56,-0.1598,79,0.38765,49,-0.4264,78,0.36668,74,0.29245
ENSG00000169116,PARM1,2,-4.7931,57,-0.1345,11,-2.5478,47,-0.4394,164,1.73652,106,1.09628,41,-0.6423,22,-1.5647
ENSG00000163743,RCHY1,23,-0.9848,34,-0.3843,33,-0.4123,36,-0.2898,60,0.55806,54,0.44965,44,0.04417,48,0.18322
ENSG00000138769,CDKL2,5,-2.1073,17,-0.5017,18,-0.3945,31,0.49708,32,0.52982,26,0.26113,27,0.24142,24,0.08683
ENSG00000138757,G3BP2,82,-2.0785,168,-0.9949,274,-0.2378,318,0.00226,524,0.84335,347,0.16763,400,0.38246,397,0.36748
ENSG00000138768,USO1,41,-0.5373,41,-0.5189,27,-1.1888,57,-0.0127,55,-0.0650,69,0.34787,67,0.26106,90,0.75860
ENSG00000138744,NAAA,6,-1.1791,9,-0.7146,22,0.78559,20,0.64437,6,-1.1789,12,-0.1800,16,0.27973,19,0.50556
ENSG00000198301,SDAD1,28,-0.2377,9,-1.9178,27,-0.3141,19,-0.8082,60,1.01403,35,0.11531,45,0.51491,37,0.18868
ENSG00000138760,SCARB2,191,1.30174,52,-0.8443,59,-0.6468,107,0.29133,78,-0.2145,74,-0.3374,70,-0.3879,100,0.17768
ENSG00000138758,SEPTIN11,63,-0.8952,83,-0.4574,153,0.52438,109,-0.0261,109,-0.0269,75,-0.6903,166,0.66484,167,0.67911
ENSG00000118816,CCNI,366,0.11522,328,-0.0595,389,0.21740,510,0.67225,214,-0.7343,376,0.18762,240,-0.5575,267,-0.3918
ENSG00000138764,CCNG2,19,-0.7817,26,-0.2462,34,0.17192,33,0.12523,34,0.13601,25,-0.3628,45,0.60629,37,0.27066
ENSG00000138767,CNOT6L,11,-0.3244,9,-0.6314,18,0.41263,16,0.18610,13,-0.1275,16,0.20650,9,-0.7405,19,0.46546
ENSG00000169288,MRPL1,22,-1.3793,35,-0.6768,46,-0.2464,43,-0.3680,78,0.61824,70,0.50046,56,0.05543,65,0.31049
ENSG00000138756,BMP2K,30,1.52360,11,-0.2365,7,-0.8099,9,-0.4568,12,0.01156,8,-0.6833,6,-1.0140,19,0.69648
ENSG00000163291,PAQR3,13,-0.9483,8,-1.5709,29,0.30392,21,-0.1560,37,0.75213,32,0.55572,15,-0.7073,26,0.17204
ENSG00000152784,PRDM8,17,-2.0173,26,-1.3841,45,-0.5350,20,-1.7957,145,1.42837,138,1.68682,18,-1.9172,27,-1.3327
ENSG00000138670,RASGEF1B,8,-1.5270,10,-1.1255,8,-1.5034,20,-0.0477,28,0.48926,53,2.12700,2,-3.1141,6,-1.7655
ENSG00000273156,AC124016.2,10,-1.5537,21,-0.5228,34,0.24921,60,1.23829,28,-0.0936,31,0.09341,19,-0.6537,29,-0.0169
ENSG00000138668,HNRNPD,109,0.05805,76,-0.5089,124,0.27000,104,-0.0071,84,-0.3600,107,0.04051,146,0.54964,87,-0.3034
ENSG00000152795,HNRNPDL,307,0.25252,189,-0.5316,236,-0.1777,290,0.15589,347,0.45691,268,0.03069,189,-0.5285,277,0.08312
ENSG00000145293,ENOPH1,125,-0.0458,79,-0.7696,133,0.04762,131,0.02925,152,0.26830,144,0.21492,113,-0.2032,137,0.10232
ENSG00000249242,TMEM150C,11,-2.3573,21,-1.4569,43,-0.3369,30,-0.9133,110,1.24771,88,1.01209,46,-0.2337,43,-0.3414
ENSG00000145284,SCD5,514,0.44423,252,-0.7008,449,0.21809,276,-0.5590,296,-0.4492,328,-0.3257,507,0.42165,584,0.66220
