Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000170881,RNF139,32,0.27810,28,0.08073,27,-0.0009,20,-0.4327,23,-0.2400,38,0.53605,30,0.16109,30,0.17101,26,-0.0272,12,-1.2028
ENSG00000147687,TATDN1,29,-0.0086,29,-0.0002,27,-0.1018,30,0.04823,23,-0.3480,35,0.31219,30,0.03725,35,0.32979,28,-0.0284,18,-0.7596
ENSG00000147684,NDUFB9,321,-0.2416,274,-0.4853,354,-0.0854,531,0.56678,366,-0.0361,388,0.05661,297,-0.3604,373,-0.0056,400,0.10448,439,0.25419
ENSG00000170873,MTSS1,65,1.28612,24,-0.3184,17,-0.8981,45,0.65841,24,-0.3371,33,0.16533,29,-0.0597,16,-1.0117,32,0.10951,28,-0.1235
ENSG00000104549,SQLE,49,0.09544,61,0.45532,34,-0.4676,33,-0.5106,19,-1.2973,57,0.33092,82,0.94077,44,-0.0913,61,0.44250,23,-1.0596
ENSG00000164961,WASHC5,33,0.43995,28,0.18611,28,0.22046,18,-0.4990,16,-0.6744,23,-0.0814,38,0.70754,26,0.07490,24,-0.0147,11,-1.1705
ENSG00000156831,NSMCE2,11,0.14036,12,0.18002,8,-0.3875,8,-0.3340,16,0.71218,11,0.14474,10,0.00275,12,0.32389,4,-1.4677,8,-0.3976
ENSG00000173334,TRIB1,1,-3.1050,10,-0.3974,10,-0.5253,18,0.48691,11,-0.2573,20,0.63137,12,-0.1505,15,0.16225,22,0.78056,13,-0.0099
ENSG00000153310,FAM49B,50,-0.9644,107,0.20846,106,0.20017,95,0.02354,91,-0.0380,153,0.80408,102,0.13968,114,0.36392,44,-1.1495,51,-0.9197
ENSG00000153317,ASAP1,41,-0.7893,71,0.05960,44,-0.6946,66,-0.0478,70,0.04235,79,0.24011,70,0.02879,102,0.75056,57,-0.2722,48,-0.5398
ENSG00000132294,EFR3A,37,-1.8418,122,-0.0427,80,-0.6932,134,0.10631,141,0.19384,186,0.64179,220,0.92607,151,0.33554,72,-0.8572,83,-0.6389
ENSG00000184156,KCNQ3,9,-2.9201,39,-0.8140,39,-0.7891,82,0.36575,84,0.40101,80,0.31605,87,0.45547,102,0.82289,40,-0.7514,56,-0.2390
ENSG00000129295,LRRC6,8,-1.0265,22,0.53755,8,-1.0495,14,-0.1935,23,0.61481,12,-0.3533,13,-0.3006,16,0.03306,28,0.92719,13,-0.3142
ENSG00000129292,PHF20L1,57,0.46737,40,-0.1084,32,-0.4480,33,-0.4043,58,0.50387,43,0.03160,40,-0.0906,48,0.20506,41,-0.0422,28,-0.6506
ENSG00000155926,SLA,3,-1.7583,1,-3.4995,0,-4.8310,10,-0.3079,10,-0.2907,49,2.50845,34,1.75704,7,-0.8787,9,-0.4802,2,-2.3894
ENSG00000104419,NDRG1,449,3.16551,22,-2.0340,20,-2.1912,36,-1.3247,27,-1.7575,119,0.53207,118,0.50713,27,-1.8724,81,-0.0947,20,-2.2147
ENSG00000008513,ST3GAL1,13,0.00546,5,-1.3463,13,0.10591,3,-2.1083,7,-0.9547,33,1.60468,30,1.44053,8,-0.6506,11,-0.1937,7,-0.8971
ENSG00000131773,KHDRBS3,73,-1.4090,157,-0.2450,124,-0.6136,195,0.09507,157,-0.2479,190,0.05384,332,0.97040,283,0.80568,120,-0.6658,108,-0.8248
ENSG00000147724,FAM135B,0,-8.1354,17,0.56803,16,0.40390,11,-0.1799,13,0.06532,9,-0.4020,17,0.50495,21,1.01551,0,-4.0757,9,-0.4697
ENSG00000169427,KCNK9,0,-3.8296,20,1.20559,10,0.06757,4,-1.0965,6,-0.5815,10,0.11446,14,0.63662,13,0.63731,5,-0.9117,6,-0.5515
ENSG00000167632,TRAPPC9,18,-0.8259,33,0.10270,29,-0.0700,35,0.23595,27,-0.2027,27,-0.2144,48,0.73392,29,-0.0690,36,0.27549,24,-0.3526
ENSG00000282164,PEG13,9,-0.8674,23,0.46989,15,-0.1883,14,-0.2977,14,-0.2617,26,0.67424,13,-0.4538,26,0.75179,11,-0.6542,10,-0.7593
ENSG00000123908,AGO2,38,0.95043,26,0.33078,16,-0.3932,18,-0.2053,21,-0.0150,6,-1.7449,20,-0.0880,16,-0.4637,26,0.32629,28,0.45527
ENSG00000169398,PTK2,206,1.45851,94,0.12603,77,-0.1917,43,-1.0805,55,-0.6937,79,-0.1557,112,0.41025,80,-0.1510,78,-0.1610,51,-0.8195
ENSG00000105339,DENND3,11,-0.3041,24,1.00525,17,0.43212,10,-0.4772,12,-0.1085,14,0.06724,10,-0.3517,13,0.00216,10,-0.3707,9,-0.5058
ENSG00000022567,SLC45A4,4,-2.0644,8,-1.0763,10,-0.7254,33,1.18103,34,1.24749,7,-1.2067,9,-0.7937,22,0.54359,17,0.08218,11,-0.6176
ENSG00000184489,PTP4A3,0,-4.4731,11,-0.2812,8,-0.7697,19,0.66490,15,0.21610,11,-0.2885,11,-0.1702,16,0.44703,18,0.52921,15,0.26464
ENSG00000226490,AC138647.1,1,-2.8217,14,0.67460,25,1.73705,8,-0.1986,14,0.68376,0,-7.3495,0,-3.5851,11,0.35751,5,-0.7118,9,0.01565
ENSG00000181790,ADGRB1,8,-3.4127,125,0.57566,116,0.46103,66,-0.4457,75,-0.2475,92,0.07726,76,-0.2149,109,0.39293,99,0.19639,87,-0.0077
ENSG00000198576,ARC,1,-4.0247,22,0.47924,11,-0.5995,19,0.22785,22,0.50072,5,-1.7690,17,0.11737,29,1.09593,9,-0.8510,14,-0.2031
ENSG00000130193,THEM6,13,-0.4736,28,0.69857,22,0.30140,22,0.30687,16,-0.1789,19,0.01934,18,-0.0567,18,-0.0506,10,-0.9671,18,-0.0663
ENSG00000180155,LYNX1,44,-1.6251,114,-0.1736,83,-0.6710,145,0.20222,141,0.15548,164,0.40382,191,0.65401,165,0.46200,79,-0.7414,114,-0.1807
ENSG00000247317,LY6E-DT,3,-1.4828,7,-0.3043,22,1.40557,4,-1.0233,7,-0.3836,4,-1.3276,8,-0.2466,16,0.97249,5,-0.8526,9,-0.0009
ENSG00000160932,LY6E,40,-2.5109,359,0.83935,311,0.59848,203,-0.0886,156,-0.4966,270,0.36597,274,0.39350,231,0.12900,146,-0.6006,141,-0.6551
ENSG00000176956,LY6H,83,-2.6314,657,0.51970,452,-0.0843,456,-0.0688,299,-0.7227,962,1.16811,679,0.57261,534,0.20333,276,-0.8445,309,-0.6753
ENSG00000250571,GLI4,13,-0.3397,12,-0.4842,10,-0.7783,19,0.23855,10,-0.7149,24,0.59984,17,0.09539,15,-0.1475,25,0.69588,19,0.26641
ENSG00000253716,MINCR,21,0.97878,9,-0.3309,16,0.48087,7,-0.8202,7,-0.7899,10,-0.2223,11,-0.0946,10,-0.2320,18,0.72154,8,-0.5069
ENSG00000158106,RHPN1,27,-0.0275,25,-0.1420,56,1.18838,25,-0.1579,17,-0.7550,28,0.03746,20,-0.4797,33,0.34613,18,-0.6451,19,-0.5623
ENSG00000014164,ZC3H3,7,-0.6235,13,0.17299,10,-0.1630,20,0.87232,16,0.55423,7,-0.7972,11,-0.0201,14,0.37938,8,-0.6044,5,-1.1600
ENSG00000147813,NAPRT,19,-0.3033,19,-0.2819,14,-0.6980,20,-0.1824,18,-0.3865,46,1.15844,25,0.11786,28,0.35304,22,-0.0214,12,-0.9945
ENSG00000104529,EEF1D,435,2.48459,45,-1.3758,64,-0.8263,66,-0.7919,63,-0.8615,99,-0.1666,78,-0.5416,58,-1.0700,167,0.67886,77,-0.5459
ENSG00000179886,TIGD5,7,-0.2615,9,0.03348,6,-0.4458,7,-0.3551,6,-0.4999,5,-0.6773,16,0.92776,12,0.62235,7,-0.3356,7,-0.2773
ENSG00000104524,PYCR3,5,-1.1629,15,0.32105,14,0.17098,8,-0.6001,10,-0.3137,7,-0.8370,18,0.61190,16,0.51108,9,-0.3875,15,0.32826
ENSG00000104522,TSTA3,15,-0.6223,27,0.31566,19,-0.2520,12,-0.9731,22,-0.0075,10,-1.2321,26,0.23213,35,0.80263,20,-0.1458,26,0.21083
ENSG00000183309,ZNF623,13,-0.4865,23,0.34781,18,0.00404,18,0.01377,28,0.67288,15,-0.3003,19,0.08388,22,0.31420,14,-0.4177,8,-1.1515
ENSG00000180900,SCRIB,45,1.23443,8,-1.4804,14,-0.6084,27,0.38035,17,-0.3802,26,0.32775,20,-0.0977,9,-1.2933,44,1.19003,14,-0.6227
ENSG00000179950,PUF60,132,0.50448,83,-0.2431,83,-0.2272,64,-0.6249,97,0.00287,94,-0.0485,140,0.60255,98,0.03001,110,0.21122,62,-0.6863
ENSG00000185189,NRBP2,101,1.19824,51,0.06376,41,-0.2752,44,-0.1812,24,-1.0986,47,-0.0825,40,-0.3271,54,0.18167,55,0.19240,28,-0.8436
ENSG00000178209,PLEC,107,0.53565,66,-0.2310,83,0.12266,69,-0.1745,41,-0.9759,70,-0.1365,64,-0.2833,65,-0.2789,149,1.09836,64,-0.2725
ENSG00000178719,GRINA,143,-1.1857,436,0.55155,336,0.12921,248,-0.3458,268,-0.2244,340,0.14841,337,0.13399,387,0.40329,316,0.03147,208,-0.6182
ENSG00000178896,EXOSC4,13,-0.9377,17,-0.4808,37,0.72957,30,0.40524,21,-0.1831,23,-0.0486,30,0.41593,27,0.28732,14,-0.7314,17,-0.4690
ENSG00000197858,GPAA1,75,-0.1062,77,-0.0734,107,0.45579,100,0.35016,67,-0.2860,80,-0.0180,77,-0.0672,81,0.01078,82,0.03158,58,-0.4993
ENSG00000179091,CYC1,115,-0.6473,198,0.20508,194,0.17007,255,0.62076,156,-0.1693,183,0.07810,179,0.04396,178,0.03971,150,-0.2363,129,-0.4682
ENSG00000179526,SHARPIN,34,0.50322,21,-0.2219,25,0.06277,37,0.64406,26,0.09284,17,-0.5551,16,-0.6803,17,-0.6247,32,0.44549,28,0.19193
ENSG00000179632,MAF1,59,0.44790,36,-0.3166,57,0.38420,48,0.10862,51,0.21381,56,0.35876,29,-0.6660,42,-0.0844,48,0.11630,22,-1.0878
ENSG00000179832,MROH1,10,-2.0131,41,0.06015,47,0.27473,44,0.18975,46,0.24340,31,-0.3624,50,0.39213,44,0.20302,36,-0.1390,39,-0.0135
ENSG00000261236,BOP1,14,-1.1907,48,0.71472,32,0.05905,27,-0.1779,20,-0.6626,31,0.01408,38,0.35009,40,0.46749,29,-0.1120,19,-0.7112
ENSG00000185122,HSF1,35,-0.1635,40,0.02957,25,-0.6764,38,-0.0426,49,0.33853,65,0.81382,37,-0.1080,35,-0.2053,40,0.03125,33,-0.2601
ENSG00000185000,DGAT1,26,-0.2210,31,0.03396,26,-0.1992,18,-0.8123,27,-0.1717,20,-0.5901,39,0.40558,41,0.54927,41,0.48885,21,-0.5278
ENSG00000261678,SCRT1,3,-3.2038,32,0.28516,20,-0.4856,50,1.00383,48,0.93163,16,-0.8308,21,-0.3849,29,0.13804,9,-1.6415,40,0.64041
ENSG00000185803,SLC52A2,10,-0.3743,13,0.09708,11,-0.1160,12,-0.0518,16,0.36800,5,-1.3987,18,0.56253,15,0.34161,10,-0.2643,11,-0.1402
ENSG00000173137,ADCK5,6,-0.6786,8,-0.2753,9,-0.0585,11,0.16854,9,-0.1082,8,-0.2691,12,0.38046,12,0.32922,8,-0.3023,11,0.24967
ENSG00000071894,CPSF1,13,-0.6432,18,-0.2165,22,0.14198,36,0.89193,31,0.68222,20,-0.0676,15,-0.4710,20,-0.0746,18,-0.2068,13,-0.6989
ENSG00000147804,SLC39A4,0,-7.6532,16,0.95375,18,1.23832,9,0.06763,14,0.73060,1,-3.2702,4,-1.1705,9,0.17491,5,-0.8370,10,0.19662
ENSG00000160948,VPS28,117,0.01505,134,0.22908,130,0.17727,105,-0.1529,98,-0.2641,138,0.27635,96,-0.2944,106,-0.1514,139,0.28842,106,-0.1370
ENSG00000187954,CYHR1,59,-0.1393,72,0.17303,81,0.34310,48,-0.4784,57,-0.2175,63,-0.0585,67,0.04240,63,-0.0553,98,0.66641,45,-0.5828
ENSG00000167702,KIFC2,19,-2.0116,88,0.27454,60,-0.3399,85,0.21122,82,0.14974,67,-0.1581,78,0.08396,96,0.45849,54,-0.4973,92,0.34774
ENSG00000160972,PPP1R16A,17,-0.6083,26,0.04515,25,-0.0128,19,-0.4288,28,0.12323,16,-0.6835,19,-0.4527,20,-0.4469,52,1.18363,38,0.64691
ENSG00000167700,MFSD3,12,-1.3669,21,-0.5350,48,0.71880,34,0.16447,24,-0.3700,51,0.83848,27,-0.1701,33,0.13081,28,-0.1138,24,-0.3968
ENSG00000160959,LRRC14,14,-0.6418,28,0.42407,26,0.28685,24,0.17210,23,0.11817,18,-0.3061,27,0.36836,27,0.40777,10,-1.1199,12,-0.8447
ENSG00000254402,LRRC24,15,-0.7746,22,-0.1935,17,-0.5820,25,-0.0257,31,0.32111,26,0.01623,28,0.16203,32,0.41401,25,-0.0364,26,0.01002
ENSG00000213563,C8orf82,20,-0.0352,16,-0.3869,14,-0.5585,33,0.72505,17,-0.2909,26,0.33679,19,-0.1776,21,0.02220,22,0.08760,20,-0.0966
ENSG00000147799,ARHGAP39,9,-0.6607,14,0.08503,9,-0.6184,17,0.36125,14,0.11178,12,-0.1113,16,0.23105,13,-0.0163,12,-0.2047,18,0.47937
ENSG00000161016,RPL8,1201,1.14363,377,-0.7310,490,-0.3275,734,0.31413,482,-0.3513,615,0.03031,378,-0.7254,536,-0.2045,679,0.18831,607,0.01025
ENSG00000147789,ZNF7,16,0.66694,5,-0.9477,8,-0.3162,15,0.55050,6,-0.8494,12,0.24668,10,-0.0140,13,0.44407,8,-0.4010,7,-0.6398
ENSG00000170619,COMMD5,18,-0.4788,29,0.30021,27,0.15771,14,-0.7902,36,0.63031,17,-0.5679,28,0.21005,30,0.39631,21,-0.2240,16,-0.5893
ENSG00000182307,C8orf33,53,0.07288,36,-0.5393,47,-0.1264,49,-0.0544,62,0.32065,49,-0.0699,52,0.02660,56,0.15443,54,0.09630,47,-0.1365
ENSG00000181404,WASHC1,58,0.38544,35,-0.4027,31,-0.5669,66,0.59573,46,0.02321,52,0.23200,53,0.25123,37,-0.3598,45,-0.0262,39,-0.2234
ENSG00000172785,CBWD1,8,-0.4557,12,0.28752,10,-0.0933,4,-1.1936,10,-0.0846,17,0.76242,10,-0.0693,8,-0.3974,16,0.71849,10,0.01544
ENSG00000107104,KANK1,54,1.99798,5,-1.7782,6,-1.4054,15,-0.1768,4,-2.0254,23,0.50204,6,-1.4602,2,-2.8885,55,2.05387,12,-0.5734
ENSG00000080503,SMARCA2,61,-1.3433,194,0.45393,216,0.63857,152,0.06055,213,0.61388,160,0.14321,104,-0.5202,128,-0.2268,113,-0.4022,137,-0.1031
ENSG00000147852,VLDLR,35,0.58938,69,1.74985,62,1.56646,23,-0.1279,16,-0.6229,12,-1.0292,7,-1.8688,14,-0.9313,6,-1.9851,11,-1.1943
ENSG00000080608,PUM3,7,-0.4741,6,-0.6215,4,-1.0924,7,-0.5341,13,0.51760,9,-0.0863,14,0.59722,12,0.38149,9,-0.1410,12,0.33578
ENSG00000080298,RFX3,9,-1.4301,82,2.10959,60,1.48942,15,-0.7206,34,0.53041,3,-2.8379,3,-2.8595,13,-1.0702,16,-0.6540,21,-0.2559
ENSG00000106688,SLC1A1,4,-3.3036,77,0.91680,78,0.95098,43,-0.0317,31,-0.5274,20,-1.1528,51,0.24602,61,0.60419,26,-0.7810,28,-0.6834
ENSG00000106993,CDC37L1,21,-1.2197,65,0.52685,65,0.51806,50,0.10296,42,-0.1624,35,-0.4682,48,0.04557,45,-0.0656,64,0.48599,36,-0.4172
ENSG00000147853,AK3,105,0.94790,41,-0.5383,60,0.02803,45,-0.4004,60,0.02559,72,0.31865,44,-0.4279,43,-0.5176,76,0.41648,56,-0.0817
ENSG00000107020,PLGRKT,15,0.69592,8,-0.3097,9,-0.2117,4,-1.2414,2,-2.0801,13,0.46513,14,0.53455,5,-1.1825,25,1.48557,9,-0.0695
ENSG00000099219,ERMP1,36,1.77094,6,-1.0238,7,-0.8671,12,-0.0787,5,-1.1959,28,1.30992,20,0.73991,7,-0.8203,5,-1.4296,4,-1.7414
ENSG00000183354,KIAA2026,94,1.00724,26,-1.0086,42,-0.2897,49,-0.0519,54,0.11271,56,0.15240,77,0.68262,36,-0.5766,52,0.03462,35,-0.5679
ENSG00000137040,RANBP6,16,-1.5107,54,0.33781,37,-0.2470,30,-0.5940,47,0.09303,68,0.70269,46,0.07564,60,0.56369,45,0.02312,20,-1.1587
ENSG00000137033,IL33,11,-0.0143,6,-0.8435,10,-0.1692,4,-1.5275,3,-1.6980,20,1.00664,8,-0.3360,5,-1.1697,40,2.29606,6,-0.8647
ENSG00000147854,UHRF2,18,0.01863,13,-0.4866,14,-0.3698,18,0.02974,15,-0.2633,28,0.74791,23,0.41991,23,0.49403,10,-0.8433,9,-1.0170
ENSG00000178445,GLDC,8,-1.2492,35,0.90846,14,-0.5369,25,0.39617,22,0.20696,31,0.73871,11,-0.9371,18,-0.1185,16,-0.3649,18,-0.1490
ENSG00000107077,KDM4C,19,1.28463,10,0.25042,7,-0.3231,5,-0.7727,6,-0.4926,3,-1.3683,11,0.30214,12,0.54618,9,-0.0131,2,-2.2983
ENSG00000137038,DMAC1,108,-0.1731,148,0.32098,141,0.24329,145,0.29667,117,-0.0562,147,0.31898,90,-0.4620,108,-0.1938,104,-0.2363,113,-0.1063
ENSG00000153707,PTPRD,236,1.53473,87,-0.1428,44,-1.1869,97,0.03119,92,-0.0486,83,-0.2155,118,0.35097,95,0.00638,51,-0.9649,48,-1.0611
ENSG00000107186,MPDZ,85,0.81444,47,-0.1557,61,0.26227,41,-0.3471,46,-0.1933,27,-0.9949,58,0.18651,65,0.42583,36,-0.5490,36,-0.5520
ENSG00000147862,NFIB,157,0.61633,100,-0.1069,91,-0.2509,79,-0.4776,109,0.02770,121,0.18803,159,0.64063,65,-0.8456,119,0.16608,115,0.10329
ENSG00000175893,ZDHHC21,8,-2.3349,51,0.33355,38,-0.1219,35,-0.2469,36,-0.2063,52,0.36964,77,1.04329,46,0.20763,28,-0.5793,34,-0.3071
ENSG00000155158,TTC39B,8,-1.2026,7,-1.3720,4,-2.0624,23,0.44408,45,1.57466,19,0.11138,19,0.13513,23,0.48974,9,-1.0134,13,-0.4765
ENSG00000164975,SNAPC3,25,-0.5234,48,0.51769,39,0.19810,45,0.41264,31,-0.1917,43,0.32798,43,0.33482,35,0.02275,26,-0.4282,12,-1.5992
ENSG00000164985,PSIP1,168,-0.2641,213,0.10509,207,0.06212,184,-0.1228,224,0.18876,260,0.42976,162,-0.3273,223,0.19808,175,-0.2069,153,-0.4173
ENSG00000107295,SH3GL2,26,-3.4865,301,0.16024,252,-0.1194,215,-0.3671,204,-0.4483,331,0.31393,629,1.40852,392,0.67491,134,-1.0861,116,-1.3042
ENSG00000155876,RRAGA,96,-0.7437,243,0.72043,143,-0.1313,130,-0.2796,135,-0.2292,180,0.23491,218,0.54184,194,0.39350,89,-0.8636,91,-0.8259
ENSG00000137154,RPS6,1950,1.99342,374,-0.7910,336,-0.9510,525,-0.2664,458,-0.4805,516,-0.2956,603,-0.0507,347,-0.9782,802,0.40895,587,-0.0912
ENSG00000155886,SLC24A2,200,0.58232,56,-1.4010,11,-3.7256,140,-0.0006,83,-0.8145,257,1.00487,363,1.62446,177,0.43114,33,-2.1567,39,-1.9149
ENSG00000171843,MLLT3,11,-0.9818,25,0.21915,17,-0.3726,20,-0.1127,30,0.53815,26,0.29268,24,0.18906,27,0.40501,16,-0.4197,13,-0.7528
ENSG00000188352,FOCAD,14,-1.2920,38,0.25403,25,-0.3633,35,0.14537,18,-0.8704,53,0.82142,44,0.50535,45,0.60652,19,-0.8077,17,-0.9471
ENSG00000198642,KLHL9,36,-0.0792,36,-0.1006,27,-0.4986,38,-0.0121,28,-0.4522,47,0.34015,64,0.85379,41,0.15342,38,-0.0076,21,-0.9345
ENSG00000107105,ELAVL2,11,-3.6091,63,-1.1264,64,-1.1123,148,0.18259,209,0.75050,214,0.78891,120,-0.1504,233,1.08762,68,-1.0200,87,-0.6430
ENSG00000198680,TUSC1,40,-0.0062,35,-0.2116,59,0.63297,44,0.13659,44,0.16112,46,0.20634,44,0.15032,38,-0.0715,32,-0.3383,20,-1.0890
ENSG00000120159,CAAP1,9,-0.1465,13,0.38114,9,-0.2063,11,0.10858,11,0.09068,9,-0.1838,13,0.34829,13,0.32528,9,-0.2053,4,-1.3736
ENSG00000137055,PLAA,13,-0.8198,19,-0.2781,17,-0.4632,24,0.07961,16,-0.4905,31,0.51111,33,0.60889,29,0.42392,25,0.15828,13,-0.8248
ENSG00000096872,IFT74,15,0.66425,8,-0.2516,5,-0.9088,10,-0.0513,7,-0.5443,7,-0.5740,11,0.18838,10,-0.0404,13,0.34554,14,0.54477
ENSG00000120156,TEK,12,0.60820,20,1.41550,23,1.70919,2,-1.7724,3,-1.2192,1,-2.9460,0,-4.2315,2,-1.7821,16,1.09822,8,-0.0880
ENSG00000120162,MOB3B,61,2.70135,11,-0.3838,6,-1.1934,12,-0.2398,4,-1.6829,12,-0.1356,13,-0.0582,7,-0.9771,8,-0.8193,9,-0.6883
ENSG00000147894,C9orf72,9,-1.4773,16,-0.5500,14,-0.8217,22,-0.1184,16,-0.5885,47,1.15798,25,0.12406,40,1.01909,18,-0.3846,10,-1.3097
ENSG00000122729,ACO1,19,0.14761,10,-0.7991,12,-0.5643,14,-0.3353,10,-0.7936,44,1.58582,22,0.40645,6,-1.5528,30,0.88549,15,-0.1946
ENSG00000197579,TOPORS,29,0.75201,12,-0.6208,9,-1.0691,12,-0.6635,26,0.57254,11,-0.7176,24,0.48068,22,0.33168,15,-0.2819,17,-0.0850
ENSG00000235453,SMIM27,49,0.29596,33,-0.3530,47,0.22657,44,0.13184,36,-0.1815,67,0.80244,30,-0.4609,30,-0.5453,40,-0.0388,43,0.09380
ENSG00000165264,NDUFB6,130,-0.7187,257,0.35413,295,0.58350,157,-0.4189,199,-0.0537,257,0.35649,212,0.04511,212,0.05155,165,-0.3488,169,-0.3116
ENSG00000137074,APTX,30,0.50730,20,-0.1552,28,0.36957,22,0.02437,17,-0.4226,26,0.29977,25,0.23322,20,-0.1727,17,-0.3672,16,-0.5108
ENSG00000086061,DNAJA1,210,-0.5728,370,0.31621,270,-0.1865,338,0.17130,348,0.21909,323,0.09701,315,0.06126,379,0.40392,229,-0.4397,177,-0.8357
ENSG00000122692,SMU1,41,0.00812,58,0.55741,31,-0.4446,46,0.19485,44,0.12449,44,0.11082,39,-0.0784,39,-0.0741,36,-0.2175,33,-0.3354
ENSG00000107262,BAG1,148,0.73670,94,-0.0116,84,-0.1743,114,0.29712,104,0.16073,65,-0.5821,78,-0.2931,95,0.00937,72,-0.4215,88,-0.1022
ENSG00000086065,CHMP5,107,-0.3806,154,0.18974,111,-0.3222,148,0.13006,127,-0.1074,190,0.53752,155,0.20836,148,0.15102,108,-0.3621,102,-0.4495
ENSG00000086102,NFX1,27,-0.1514,29,-0.0263,24,-0.3591,30,0.03240,35,0.24481,41,0.50391,36,0.30202,27,-0.1621,28,-0.1099,24,-0.3553
ENSG00000165271,NOL6,9,-0.5881,21,0.65229,31,1.34119,9,-0.6164,12,-0.2430,12,-0.1848,20,0.56705,11,-0.3374,7,-0.9631,8,-0.8588
ENSG00000010438,PRSS3,6,-2.8597,64,0.68813,66,0.74169,27,-0.6775,36,-0.2097,7,-2.5418,12,-1.8612,87,1.44633,16,-1.4129,50,0.28958
ENSG00000107341,UBE2R2,109,0.40429,126,0.63758,94,0.16642,71,-0.2817,70,-0.2911,87,0.04138,104,0.33424,86,0.02811,52,-0.7660,47,-0.9109
ENSG00000137073,UBAP2,80,1.19505,19,-1.1018,25,-0.6942,36,-0.1179,38,-0.0574,39,0.00229,36,-0.1418,22,-0.9208,68,0.89714,44,0.19546
ENSG00000198876,DCAF12,10,-0.1588,8,-0.5180,13,0.22688,10,-0.1340,11,0.03639,24,1.30339,9,-0.3666,10,-0.1484,12,0.13686,4,-1.4540
ENSG00000165006,UBAP1,55,0.22375,47,0.00220,46,-0.0317,49,0.06820,44,-0.1291,66,0.53593,43,-0.1537,40,-0.2821,54,0.22041,36,-0.4399
ENSG00000164978,NUDT2,30,0.02969,40,0.47749,36,0.31480,34,0.19574,38,0.36922,22,-0.4528,22,-0.4357,23,-0.4329,34,0.23011,24,-0.3206
ENSG00000164976,MYORG,22,-0.4787,16,-1.0120,33,0.11588,24,-0.3736,26,-0.2366,32,0.07858,15,-1.0881,12,-1.5191,100,2.06158,44,0.59538
ENSG00000164972,C9orf24,16,-1.2622,49,0.40016,62,0.80254,41,0.14440,47,0.33743,19,-1.0431,20,-0.9896,42,0.19955,28,-0.4625,49,0.41977
ENSG00000164970,FAM219A,42,-0.6696,49,-0.4278,60,-0.1132,62,-0.0397,72,0.19332,75,0.24135,72,0.17686,88,0.58000,45,-0.5561,53,-0.2931
ENSG00000168913,ENHO,277,0.02734,216,-0.3586,287,0.08512,335,0.33416,233,-0.2460,230,-0.2654,160,-0.8252,154,-0.9470,503,1.01160,444,0.79871
ENSG00000122756,CNTFR,39,0.47511,24,-0.2682,36,0.34525,16,-0.9130,29,0.01249,33,0.18495,16,-0.9471,11,-1.5018,69,1.43408,35,0.30048
ENSG00000164967,RPP25L,13,-0.7824,28,0.37801,27,0.31300,20,-0.1543,23,0.07874,17,-0.4052,18,-0.2848,23,0.07831,32,0.60547,18,-0.3356
ENSG00000137100,DCTN3,90,-0.8953,226,0.55011,155,-0.0543,139,-0.2272,147,-0.1400,167,0.05782,161,0.00558,191,0.30900,144,-0.1726,157,-0.0399
ENSG00000147955,SIGMAR1,30,-0.0066,43,0.54357,44,0.59746,25,-0.2708,25,-0.2843,22,-0.4835,31,0.02019,38,0.40799,19,-0.7181,18,-0.7927
ENSG00000213930,GALT,14,0.09940,23,0.89271,12,-0.1370,8,-0.7746,15,0.15932,12,-0.1498,13,-0.0436,12,-0.2026,12,-0.2122,14,0.07277
ENSG00000187186,AL162231.1,36,-1.3469,102,0.26064,82,-0.0762,144,0.83676,89,0.04867,52,-0.7753,58,-0.6250,108,0.39711,93,0.12281,79,-0.1513
ENSG00000122733,PHF24,21,-2.2158,92,-0.0219,60,-0.6696,97,0.06097,113,0.30595,94,0.02199,145,0.72317,132,0.64732,55,-0.7994,81,-0.2166
ENSG00000137094,DNAJB5,15,-0.1746,27,0.76627,15,-0.1849,11,-0.5924,16,-0.0615,10,-0.7398,15,-0.1800,24,0.68170,10,-0.7931,16,-0.0550
ENSG00000165280,VCP,114,-0.4251,190,0.38523,139,-0.1132,105,-0.5568,94,-0.7238,203,0.49487,158,0.08237,212,0.63730,131,-0.2049,88,-0.8131
ENSG00000165283,STOML2,47,-0.6958,102,0.53760,65,-0.1791,96,0.44349,52,-0.5421,49,-0.6115,64,-0.2051,100,0.57950,79,0.12421,49,-0.6185
ENSG00000005238,FAM214B,24,-0.0314,30,0.29628,26,0.05373,17,-0.5453,18,-0.5155,10,-1.3988,22,-0.1955,35,0.64787,35,0.53560,21,-0.2768
ENSG00000198722,UNC13B,18,-0.2233,24,0.20790,15,-0.5636,11,-1.0198,23,0.15766,18,-0.2224,35,0.80447,29,0.57808,18,-0.2585,12,-0.8385
