"APOE_carrier","registration_variable","n","min_ncells","median_ncells","max_ncells","enough_samples"
"E4+","Oligo.2_xVasc_adj",2,13,14,15,TRUE
"E4+","Oligo.2_xWMd",8,37,177.5,450,TRUE
"E4+","Oligo.2_xWMuf",6,17,41.5,109,TRUE
"E4+","Oligo.3_xGL",8,50,153.5,377,TRUE
"E4+","Oligo.3_xL1_inhib",8,22,60,126,TRUE
"E4+","Oligo.3_xL2",8,20,51.5,109,TRUE
"E4+","Oligo.3_xL5",8,170,274,455,TRUE
"E4+","Oligo.3_xL6",8,28,350,706,TRUE
"E4+","Oligo.3_xLD_glia",8,357,451,986,TRUE
"E4+","Oligo.3_xVasc_adj",8,80,142,282,TRUE
"E4+","Oligo.3_xVasc_im",8,19,29.5,132,TRUE
"E4+","Oligo.3_xVasc_mural",6,11,23,48,TRUE
"E4+","Oligo.3_xWMd",8,39,860.5,2088,TRUE
"E4+","Oligo.3_xWMuf",8,294,823.5,2204,TRUE
"E4+","Oligo.4_xGL",8,96,120.5,210,TRUE
"E4+","Oligo.4_xL1_inhib",8,14,32,48,TRUE
"E4+","Oligo.4_xL2",4,14,17.5,23,TRUE
"E4+","Oligo.4_xL5",8,34,76.5,146,TRUE
"E4+","Oligo.4_xL6",7,26,89,210,TRUE
"E4+","Oligo.4_xLD_glia",8,43,148.5,183,TRUE
"E4+","Oligo.4_xVasc_adj",8,35,48.5,69,TRUE
"E4+","Oligo.4_xVasc_im",7,10,15,26,TRUE
"E4+","Oligo.4_xVasc_mural",2,10,10,10,TRUE
"E4+","Oligo.4_xWMd",8,93,534.5,2075,TRUE
"E4+","Oligo.4_xWMuf",8,113,273.5,671,TRUE
"E4+","Oligo.5_xL5",3,10,11,12,TRUE
"E4+","Oligo.5_xL6",2,11,11,11,TRUE
"E4+","Oligo.5_xLD_glia",4,11,11.5,19,TRUE
"E4+","Oligo.5_xWMd",6,19,26.5,109,TRUE
"E4+","Oligo.5_xWMuf",5,14,20,29,TRUE
"E4+","Vasc.Endo_xGL",8,62,71,107,TRUE
"E4+","Vasc.Endo_xL1_inhib",8,30,63.5,74,TRUE
"E4+","Vasc.Endo_xL2",8,31,76.5,199,TRUE
"E4+","Vasc.Endo_xL5",8,48,81.5,140,TRUE
"E4+","Vasc.Endo_xL6",7,28,64,127,TRUE
"E4+","Vasc.Endo_xLD_glia",8,168,338,479,TRUE
"E4+","Vasc.Endo_xVasc_adj",8,136,266,393,TRUE
"E4+","Vasc.Endo_xVasc_im",8,44,111.5,232,TRUE
"E4+","Vasc.Endo_xVasc_mural",8,164,345,980,TRUE
"E4+","Vasc.Endo_xWMd",8,21,90.5,201,TRUE
"E4+","Vasc.Endo_xWMuf",8,60,166.5,246,TRUE
"E4+","Vasc.PC_xGL",8,20,36.5,49,TRUE
"E4+","Vasc.PC_xL1_inhib",8,20,23.5,46,TRUE
"E4+","Vasc.PC_xL2",8,14,33.5,64,TRUE
"E4+","Vasc.PC_xL5",8,13,34.5,43,TRUE
"E4+","Vasc.PC_xL6",7,10,32,44,TRUE
"E4+","Vasc.PC_xLD_glia",8,86,105,238,TRUE
"E4+","Vasc.PC_xVasc_adj",8,73,106.5,253,TRUE
"E4+","Vasc.PC_xVasc_im",8,29,147.5,1023,TRUE
"E4+","Vasc.PC_xVasc_mural",8,148,523,1745,TRUE
"E4+","Vasc.PC_xWMd",7,10,44,71,TRUE
"E4+","Vasc.PC_xWMuf",8,29,53,140,TRUE
"E4+","Vasc.VLMC_xGL",2,11,11,11,FALSE
"E4+","Vasc.VLMC_xVasc_adj",7,13,23,49,TRUE
"E4+","Vasc.VLMC_xVasc_im",8,13,107,1198,TRUE
"E4+","Vasc.VLMC_xVasc_mural",8,18,81.5,553,TRUE
"E4+","Vasc.VLMC_xWMd",1,11,11,11,FALSE
