Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000114648,KLHL18,5,-2.1468,30,0.56011,21,-0.1605,25,0.11770,27,0.28151,15,-0.7269,22,-0.0929
ENSG00000076201,PTPN23,37,-0.4318,49,0.00551,40,-0.3010,62,0.39737,55,0.22660,32,-0.6457,59,0.29667
ENSG00000114650,SCAP,73,0.09332,74,0.15316,42,-0.7565,72,0.06119,77,0.21253,58,-0.2710,67,-0.0528
ENSG00000163832,ELP6,22,-0.3265,37,0.64997,40,0.63695,9,-1.7136,17,-0.7796,33,0.28881,24,-0.1715
ENSG00000114646,CSPG5,113,-0.3364,153,0.19429,157,0.18473,159,0.20439,118,-0.2950,212,0.68136,61,-1.2726
ENSG00000132153,DHX30,137,0.03758,170,0.51816,140,0.06528,138,0.04145,103,-0.4673,118,-0.2065,93,-0.5714
ENSG00000047849,MAP4,357,0.21980,289,-0.1513,326,0.07370,293,-0.0962,338,0.14772,254,-0.3265,342,0.15145
ENSG00000164050,PLXNB1,41,-0.8113,23,-1.9056,72,0.07568,66,-0.0510,68,-0.0129,124,0.98740,177,1.63865
ENSG00000232112,TMA7,733,0.02046,678,-0.1343,627,-0.2290,694,-0.0682,785,0.14842,890,0.33534,692,-0.0723
ENSG00000164054,SHISA5,143,0.22674,131,0.10727,149,0.28687,142,0.21301,123,-0.0244,86,-0.5749,86,-0.5862
ENSG00000010256,UQCRC1,292,-0.0216,370,0.48521,196,-0.6491,333,0.18943,314,0.10385,221,-0.4642,182,-0.7628
ENSG00000008300,CELSR3,23,0.14430,23,0.22804,17,-0.3025,31,0.62996,18,-0.2826,20,-0.0811,13,-0.7610
ENSG00000213672,NCKIPSD,118,0.71211,89,0.33543,79,0.04562,60,-0.3689,87,0.22943,42,-0.9098,23,-1.8233
ENSG00000068745,IP6K2,53,-0.3703,83,0.46275,79,0.26761,77,0.23245,58,-0.2332,42,-0.7349,52,-0.3909
ENSG00000114302,PRKAR2A,42,0.65712,28,0.00377,58,1.23049,20,-0.5430,20,-0.5414,18,-0.6395,16,-0.8116
ENSG00000177479,ARIH2,27,-0.6535,42,0.00836,38,-0.1343,45,0.13211,38,-0.1575,29,-0.5406,75,0.96535
ENSG00000178467,P4HTM,187,0.38882,187,0.52934,93,-0.7199,189,0.41179,125,-0.2822,102,-0.5774,87,-0.8245
ENSG00000178252,WDR6,38,-0.6208,48,-0.3189,69,0.32748,61,0.12848,53,-0.0907,39,-0.5737,105,1.04627
ENSG00000178149,DALRD3,35,0.26764,30,-0.0142,43,0.58306,33,0.14564,25,-0.3118,25,-0.2900,24,-0.3344
ENSG00000178057,NDUFAF3,190,0.39176,144,-0.0718,114,-0.4246,126,-0.2660,166,0.18980,150,0.00737,149,-0.0041
ENSG00000178035,IMPDH2,32,-0.8638,56,-0.0006,50,-0.1917,67,0.28109,61,0.14369,39,-0.5841,84,0.66214
ENSG00000198218,QRICH1,96,0.94415,58,0.12662,33,-0.7548,39,-0.5047,69,0.43724,27,-1.0542,36,-0.6288
ENSG00000172053,QARS,36,-0.0421,40,0.13816,31,-0.2952,47,0.38546,33,-0.2079,33,-0.1942,39,0.09202
ENSG00000172046,USP19,32,0.05653,31,0.01493,21,-0.5668,41,0.43332,40,0.46434,17,-0.9079,25,-0.3219
ENSG00000172037,LAMB2,16,-0.2010,3,-3.0185,5,-1.8662,5,-1.8177,19,-0.0086,35,1.01349,80,2.69977
ENSG00000185909,KLHDC8B,52,1.40962,17,-0.5728,14,-0.6736,25,0.16603,21,-0.0906,24,0.09159,17,-0.4245
ENSG00000114316,USP4,26,-0.3182,35,0.24671,25,-0.3319,20,-0.7024,37,0.27642,19,-0.7612,45,0.57617
ENSG00000067560,RHOA,166,-0.4358,181,-0.3815,172,-0.3796,187,-0.2521,221,0.01330,210,-0.0642,471,1.30157
ENSG00000145022,TCTA,17,-1.3918,44,0.01812,41,-0.0823,39,-0.1540,59,0.57764,49,0.18991,37,-0.2260
ENSG00000145029,NICN1,81,0.95201,46,0.02907,68,0.65531,38,-0.3042,27,-0.8986,49,0.11634,28,-0.7591
ENSG00000173402,DAG1,16,-1.7005,45,-0.1639,52,0.11058,57,0.27439,41,-0.2861,49,0.01690,94,1.11034
ENSG00000164061,BSN,337,0.57806,282,0.37771,221,-0.1083,338,0.58218,227,-0.0741,126,-0.9808,44,-2.5364
ENSG00000164062,APEH,87,0.04011,113,0.63717,62,-0.4833,73,-0.2369,79,-0.1357,71,-0.2795,58,-0.5955
ENSG00000164068,RNF123,72,1.17570,40,0.24127,14,-1.3710,34,-0.0704,34,-0.0683,31,-0.2314,17,-1.1641
ENSG00000176095,IP6K1,131,0.42156,103,0.02811,147,0.60377,87,-0.2342,94,-0.1323,71,-0.5635,81,-0.3549
ENSG00000164076,CAMKV,321,0.29366,285,0.12881,430,0.78548,298,0.17253,247,-0.1461,161,-0.7899,118,-1.2590
ENSG00000164077,MON1A,19,-0.7010,31,0.12715,36,0.34285,29,-0.0112,30,0.02412,27,-0.1155,29,-0.0213
ENSG00000004534,RBM6,53,0.46426,32,-0.4424,42,0.07654,49,0.35551,35,-0.1927,37,-0.1033,50,0.35958
ENSG00000003756,RBM5,146,1.08835,58,-0.5199,104,0.51580,81,0.09545,61,-0.3780,53,-0.5565,79,0.06316
ENSG00000114353,GNAI2,174,0.03557,117,-0.7213,168,-0.0184,154,-0.1534,139,-0.3589,202,0.27738,375,1.34354
ENSG00000012171,SEMA3B,7,-2.7018,13,-2.1876,35,-0.4715,14,-1.7923,11,-2.2456,82,0.93033,267,3.55967
ENSG00000243477,NAA80,22,0.19283,22,0.25103,25,0.41692,18,-0.1303,16,-0.3461,21,0.15326,10,-0.9640
ENSG00000114383,TUSC2,140,0.12174,139,0.14684,127,-0.0344,99,-0.4363,166,0.45128,119,-0.1445,65,-1.0624
ENSG00000114388,NPRL2,36,0.46826,29,0.17604,14,-0.9572,13,-1.1192,37,0.62747,20,-0.4311,22,-0.2958
ENSG00000126062,TMEM115,39,-0.0044,52,0.58997,48,0.30699,29,-0.5026,39,-0.0165,24,-0.7606,21,-0.9366
ENSG00000088543,C3orf18,30,0.06222,28,-0.0684,23,-0.3774,21,-0.5309,42,0.67101,28,-0.0747,22,-0.4428
ENSG00000088538,DOCK3,83,-0.3776,134,0.52009,187,0.95808,119,0.19855,84,-0.3985,50,-1.1606,45,-1.3000
ENSG00000145050,MANF,47,0.28017,37,-0.0945,34,-0.2029,42,0.11643,37,-0.1174,34,-0.2389,49,0.37326
ENSG00000259956,RBM15B,34,0.05019,26,-0.4245,27,-0.3293,33,0.02812,46,0.60784,27,-0.2854,37,0.18784
ENSG00000164081,TEX264,47,-0.1405,65,0.51793,30,-0.8448,51,-0.0138,47,-0.1545,62,0.31979,33,-0.6637
ENSG00000164082,GRM2,24,-0.4735,64,1.66208,24,-0.4865,7,-2.2435,34,0.04348,12,-1.5776,4,-3.0606
ENSG00000090097,PCBP4,35,-0.7627,32,-1.0674,67,0.27972,48,-0.2738,28,-1.1994,70,0.34419,196,2.23836
ENSG00000248487,ABHD14A,142,0.29928,142,0.39915,109,-0.1259,118,0.00177,119,0.01124,80,-0.6011,67,-0.8889
ENSG00000162244,RPL29,527,-0.5925,576,-0.5616,742,-0.0547,594,-0.4045,795,0.06361,1085,0.56670,1412,1.01921
ENSG00000164086,DUSP7,31,0.01026,23,-0.5298,31,0.03079,30,-0.0093,38,0.38189,19,-0.7625,50,0.79810
ENSG00000023330,ALAS1,28,-0.3552,45,0.57082,31,-0.1607,30,-0.2100,40,0.23813,21,-0.7880,22,-0.6793
ENSG00000247596,TWF2,137,1.02728,85,0.27737,90,0.30983,55,-0.4779,43,-0.9257,51,-0.5761,69,-0.1175
ENSG00000164088,PPM1M,9,-1.1535,17,-0.2595,38,1.08244,19,-0.0379,22,0.18158,16,-0.3543,20,-0.0030
ENSG00000164091,WDR82,175,0.34622,146,0.06827,243,0.89819,165,0.25186,107,-0.4798,81,-0.8733,97,-0.5931
ENSG00000163930,BAP1,77,-0.3935,83,-0.3558,122,0.33530,107,0.12740,116,0.28825,117,0.26774,87,-0.2021
ENSG00000010322,NISCH,211,-0.0892,289,0.56672,195,-0.2127,190,-0.2582,252,0.22317,166,-0.4666,99,-1.2606
ENSG00000168268,NT5DC2,9,-1.8728,32,-0.0380,6,-2.4077,18,-0.8748,60,1.25049,27,-0.2631,45,0.55965
ENSG00000168273,SMIM4,8,-2.2439,36,-0.1064,26,-0.5569,34,-0.1733,48,0.41619,47,0.33578,61,0.77007
ENSG00000163939,PBRM1,43,0.91871,24,-0.0558,30,0.30992,16,-0.7010,15,-0.8821,14,-0.8395,43,0.89809
ENSG00000163938,GNL3,14,-1.5620,48,0.44054,51,0.41678,39,-0.0181,53,0.56372,20,-1.0456,18,-1.1697
ENSG00000016864,GLT8D1,47,0.36438,36,-0.0903,29,-0.3942,43,0.22556,42,0.21735,33,-0.2072,31,-0.3164
ENSG00000114902,SPCS1,156,-0.3823,283,0.79528,133,-0.6321,230,0.23241,150,-0.4972,147,-0.4754,175,-0.2017
ENSG00000114904,NEK4,15,-0.3101,19,0.05245,21,0.16322,29,0.67843,13,-0.6167,26,0.53304,13,-0.5675
ENSG00000272573,MUSTN1,29,-0.4412,4,-3.4796,3,-3.4444,22,-0.8753,17,-1.3213,14,-1.5775,270,4.34667
ENSG00000163932,PRKCD,25,0.18268,26,0.28114,11,-1.0973,35,0.71341,29,0.46806,14,-0.7150,5,-2.3216
ENSG00000163931,TKT,117,0.08210,118,0.12684,62,-0.9007,141,0.38643,127,0.24502,77,-0.5643,105,-0.0898
ENSG00000113811,SELENOK,78,-0.6565,107,-0.2108,83,-0.5704,172,0.60435,129,0.14609,136,0.21639,141,0.27858
ENSG00000157445,CACNA2D3,73,0.92398,63,0.92225,42,-0.0050,19,-1.1681,37,-0.2353,17,-1.3350,5,-3.0154
ENSG00000187672,ERC2,71,-0.2459,107,0.55364,145,0.93002,66,-0.3578,65,-0.4122,66,-0.3572,29,-1.5846
ENSG00000163946,TASOR,48,1.24424,20,-0.2447,19,-0.2638,17,-0.4486,14,-0.8003,28,0.34590,26,0.25055
ENSG00000163947,ARHGEF3,55,-0.2629,102,1.05636,46,-0.5250,64,-0.0126,68,0.10035,30,-1.1917,9,-2.8329
ENSG00000157500,APPL1,45,-0.2952,66,0.42608,84,0.71732,33,-0.7421,66,0.37623,14,-2.0603,34,-0.7036
ENSG00000174840,PDE12,25,0.29758,22,0.08569,23,0.13200,25,0.29432,7,-1.8433,28,0.43330,30,0.58868
ENSG00000168374,ARF4,67,-0.5086,109,0.34084,95,0.02554,117,0.37394,101,0.14173,52,-0.9126,71,-0.4266
ENSG00000163681,SLMAP,14,-1.2860,41,0.43099,55,0.82846,24,-0.5114,31,-0.1391,24,-0.5199,32,-0.0622
ENSG00000163686,ABHD6,100,0.30814,111,0.65483,71,-0.2518,59,-0.5381,79,-0.0854,51,-0.7446,55,-0.6328
ENSG00000168297,PXK,31,-0.3033,31,-0.3811,10,-1.9973,14,-1.4616,18,-1.2332,47,0.34497,146,2.48907
ENSG00000168291,PDHB,112,0.36447,127,0.79782,56,-0.7318,80,-0.1668,90,0.01413,49,-0.9156,34,-1.4946
ENSG00000168301,KCTD6,58,1.05222,36,0.36677,8,-2.0477,45,0.63333,28,-0.1701,19,-0.7219,12,-1.4639
ENSG00000168309,FAM107A,399,-0.1499,219,-1.2767,412,-0.0989,476,0.13323,514,0.29314,903,1.22285,507,0.23480
ENSG00000144724,PTPRG,49,-0.1335,59,0.21079,41,-0.3995,59,0.16506,71,0.54533,35,-0.6308,28,-0.9680
ENSG00000114405,C3orf14,109,0.23288,114,0.39341,117,0.34013,98,0.05042,91,-0.0687,57,-0.7741,42,-1.2599
ENSG00000153266,FEZF2,18,-0.3940,6,-2.2081,152,4.02869,0,-5.5381,10,-1.2857,8,-1.6385,14,-0.7308
ENSG00000163618,CADPS,193,0.28752,212,0.60505,188,0.24370,167,0.04963,158,-0.0361,76,-1.1580,37,-2.2325
ENSG00000163630,SYNPR,169,0.02475,68,-1.5989,477,1.84979,398,1.50030,128,-0.4507,93,-0.8970,64,-1.4749
ENSG00000163634,THOC7,150,0.44893,141,0.46438,86,-0.4439,91,-0.3517,107,-0.1198,101,-0.1882,74,-0.6715
ENSG00000163636,PSMD6,78,0.22965,85,0.48742,54,-0.3497,50,-0.4897,69,0.02521,59,-0.2200,45,-0.6533
ENSG00000163637,PRICKLE2,68,-0.1703,81,0.13511,153,1.19144,80,0.09645,64,-0.2991,55,-0.5108,30,-1.4030
ENSG00000151276,MAGI1,124,1.20558,59,-0.0411,87,0.58755,92,0.68311,38,-0.8000,21,-1.5973,28,-1.1872
ENSG00000144741,SLC25A26,49,0.02765,59,0.42147,31,-0.6950,47,-0.0439,65,0.56421,30,-0.7184,18,-1.4553
ENSG00000144749,LRIG1,61,0.20312,21,-1.6824,44,-0.2932,55,0.04915,51,-0.0878,153,1.83449,58,0.12866
ENSG00000183662,TAFA1,86,0.71502,108,1.67388,1,-5.1475,43,-0.4086,39,-0.6066,13,-2.1527,12,-2.2791
ENSG00000144747,TMF1,18,-0.4897,34,0.67199,26,0.03658,22,-0.2035,20,-0.3805,17,-0.5793,25,0.00472
ENSG00000144744,UBA3,59,0.25359,48,-0.0809,41,-0.3222,57,0.20574,51,0.03186,34,-0.6280,65,0.41259
ENSG00000144746,ARL6IP5,377,0.86264,263,0.33590,174,-0.4016,168,-0.4578,220,-0.0359,123,-0.9360,174,-0.4028
ENSG00000114861,FOXP1,54,0.77475,23,-0.7207,68,1.16442,33,-0.0506,22,-0.6925,16,-1.1509,53,0.73417
ENSG00000163412,EIF4E3,24,-0.9480,34,-0.5095,115,1.62031,79,0.94552,32,-0.5819,35,-0.3927,28,-0.7462
ENSG00000170837,GPR27,22,-0.5900,24,-0.5992,72,1.35057,41,0.36501,37,0.26856,30,-0.1084,13,-1.4192
ENSG00000163602,RYBP,26,-0.5647,33,-0.2181,77,1.23639,33,-0.1559,21,-0.9529,30,-0.3098,61,0.84205
ENSG00000163605,PPP4R2,73,1.03651,35,-0.2309,51,0.44446,38,-0.0466,37,-0.0958,19,-1.0547,30,-0.3920
ENSG00000121440,PDZRN3,16,-0.2060,29,1.04288,4,-2.2992,6,-1.6490,21,0.21268,9,-1.0548,21,0.17581
ENSG00000185008,ROBO2,66,0.47927,63,0.56374,73,0.66622,39,-0.3718,42,-0.2456,29,-0.7860,7,-2.9238
ENSG00000169855,ROBO1,39,0.59579,19,-0.6617,19,-0.5520,28,0.06778,33,0.34404,24,-0.1956,38,0.53882
ENSG00000175161,CADM2,311,0.19925,313,0.27782,373,0.49774,239,-0.2203,303,0.17635,152,-0.9241,128,-1.1826
ENSG00000083937,CHMP2B,46,-0.1524,66,0.54638,62,0.30775,50,-0.0249,29,-0.9638,34,-0.6265,64,0.35010
ENSG00000163320,CGGBP1,100,0.55534,74,0.09135,136,1.09187,61,-0.2473,55,-0.4387,41,-0.8454,39,-0.9288
ENSG00000269028,MTRNR2L12,2036,-1.5443,3042,-1.1229,3843,-0.5785,6122,0.15809,6796,0.37547,13862,1.58296,6921,0.35852
ENSG00000261292,AC110491.1,72,1.32747,41,0.47938,1,-4.9987,54,0.80752,36,0.15155,8,-2.1785,0,-8.2266
ENSG00000113966,ARL6,42,0.18628,54,0.83555,23,-0.7520,28,-0.4725,42,0.22234,23,-0.7556,11,-1.8045
ENSG00000170854,RIOX2,29,0.58111,30,0.88715,12,-0.8153,25,0.34575,12,-0.8642,14,-0.5794,8,-1.3338
ENSG00000080822,CLDND1,65,-2.0831,127,-1.2833,169,-0.6503,60,-2.1925,57,-2.4164,333,0.42757,1436,3.51869
ENSG00000080819,CPOX,8,-1.6131,30,0.49038,20,-0.3105,6,-2.0558,9,-1.5689,22,-0.1729,77,2.03886
ENSG00000064225,ST3GAL6,9,-0.8458,25,1.14777,16,0.04571,4,-2.0023,11,-0.6090,10,-0.7032,18,0.29717
ENSG00000184220,CMSS1,77,0.40610,77,0.54609,43,-0.5114,42,-0.5600,64,0.12199,31,-1.0273,47,-0.3774
ENSG00000036054,TBC1D23,27,0.32110,22,0.05275,15,-0.5431,26,0.26028,19,-0.2138,13,-0.8158,32,0.61433
ENSG00000114021,NIT2,59,0.28699,70,0.80307,41,-0.2982,35,-0.5377,34,-0.6227,46,-0.0897,31,-0.6863
ENSG00000154174,TOMM70,70,-0.2043,95,0.38263,96,0.29297,98,0.32511,80,0.00463,52,-0.6759,36,-1.2028
ENSG00000206535,LNP1,38,0.96293,30,0.76144,5,-2.1849,19,-0.1879,16,-0.4224,21,0.00843,6,-1.8098
ENSG00000114354,TFG,76,0.20718,93,0.75665,53,-0.3618,55,-0.2944,46,-0.6201,49,-0.4831,60,-0.1654
ENSG00000174173,TRMT10C,34,0.02736,53,1.09037,22,-0.6203,30,-0.1821,29,-0.2147,22,-0.6219,6,-2.4484
ENSG00000081154,PCNP,108,-0.4668,137,-0.1355,165,0.19598,168,0.22515,158,0.14769,122,-0.2865,170,0.24994
ENSG00000066422,ZBTB11,118,1.78709,44,0.06961,74,0.91420,40,-0.1027,20,-1.2073,15,-1.5630,5,-3.2238
ENSG00000114391,RPL24,573,-0.4662,642,-0.3627,711,-0.1287,645,-0.2809,702,-0.1649,952,0.34366,1492,1.11181
ENSG00000182504,CEP97,17,-0.1534,22,0.29727,23,0.28299,20,0.08751,16,-0.3027,17,-0.2101,16,-0.2888
ENSG00000144815,NXPE3,45,0.08168,44,0.04982,47,0.17047,30,-0.5424,38,-0.1981,33,-0.3944,64,0.65133
ENSG00000170017,ALCAM,63,-0.6535,89,-0.1279,90,-0.0891,113,0.27204,93,-0.0440,97,0.02693,136,0.58183
ENSG00000242759,LINC00882,19,0.18225,16,-0.0760,13,-0.4542,16,-0.0831,15,-0.2467,24,0.55045,20,0.22682
ENSG00000114439,BBX,16,-0.5968,11,-1.4557,23,-0.0405,15,-0.7255,15,-0.7832,33,0.50676,91,2.41928
ENSG00000196776,CD47,209,0.67853,146,0.11958,201,0.61028,112,-0.3267,106,-0.4554,87,-0.7207,121,-0.2116
ENSG00000114446,IFT57,27,-0.3029,36,0.14910,71,1.27761,35,0.07658,23,-0.5938,27,-0.3033,18,-0.9767
ENSG00000198919,DZIP3,117,0.94560,72,0.17048,60,-0.1582,30,-1.1993,64,-0.0660,61,-0.1211,50,-0.4304
ENSG00000240891,PLCXD2,3,-2.5077,34,1.20375,38,1.03776,2,-3.1664,17,-0.3390,13,-0.6232,11,-0.9668
ENSG00000144827,ABHD10,114,0.96923,66,0.06597,65,0.03469,67,0.07028,64,-0.0067,38,-0.7966,29,-1.2171
ENSG00000144834,TAGLN3,551,0.23443,591,0.46658,659,0.53069,361,-0.4375,515,0.14330,235,-1.0960,155,-1.7240
ENSG00000091972,CD200,177,0.71847,145,0.52039,99,-0.2288,130,0.21171,117,0.03924,45,-1.4173,22,-2.4595
ENSG00000144848,ATG3,31,-0.7243,54,0.17666,41,-0.2953,26,-0.9959,44,-0.2088,70,0.55605,78,0.74076
ENSG00000138459,SLC35A5,27,-0.3131,43,0.54460,31,-0.1206,32,-0.0612,24,-0.5397,29,-0.2268,37,0.16582
ENSG00000121579,NAA50,43,-0.1226,48,0.04714,87,1.03788,65,0.53869,34,-0.5624,34,-0.4986,27,-0.8496
ENSG00000114573,ATP6V1A,373,0.55369,315,0.36464,236,-0.1866,265,-0.0055,324,0.36696,129,-1.1219,61,-2.2253
ENSG00000184307,ZDHHC23,88,2.11244,26,-0.0311,35,0.41613,14,-0.9389,18,-0.6339,11,-1.3967,4,-2.6972
ENSG00000172020,GAP43,834,0.10905,1019,0.59183,553,-0.5390,775,-0.0078,991,0.44868,388,-1.0850,201,-2.0667
ENSG00000185565,LSAMP,158,0.24212,132,-0.0641,205,0.67166,142,0.06948,116,-0.2823,147,0.12332,81,-0.8037
ENSG00000113845,TIMMDC1,29,-0.8756,49,-0.1154,54,0.06093,62,0.28725,60,0.25321,51,-0.0402,57,0.14001
ENSG00000138495,COX17,126,-0.6350,185,-0.0364,181,-0.0642,154,-0.3186,242,0.46288,190,0.01010,196,0.05889
ENSG00000082701,GSK3B,68,-0.5033,126,0.64836,98,0.06146,133,0.56528,89,-0.1055,52,-0.9132,34,-1.5673
ENSG00000163428,LRRC58,36,0.61766,14,-1.0558,9,-1.5344,30,0.31426,15,-0.8180,30,0.31244,70,1.80496
ENSG00000065518,NDUFB4,386,-0.0053,394,0.03655,305,-0.3778,348,-0.1704,524,0.56936,364,-0.0978,239,-0.7567
ENSG00000144840,RABL3,24,0.10742,18,-0.4867,32,0.51955,18,-0.3839,31,0.59061,29,0.37861,10,-1.2955
ENSG00000145087,STXBP5L,66,0.11165,79,0.52714,86,0.52466,52,-0.2851,69,0.19145,34,-0.9173,7,-3.1944
ENSG00000173230,GOLGB1,30,-0.5401,36,-0.3240,100,1.43966,41,-0.0617,35,-0.3507,32,-0.4668,46,0.12138
ENSG00000163406,SLC15A2,10,-0.7924,7,-1.3962,13,-0.3386,19,0.24355,16,-0.0439,47,1.76891,22,0.46324
ENSG00000114023,FAM162A,119,-0.2917,157,0.20427,134,-0.0922,165,0.23552,165,0.27362,117,-0.3129,88,-0.7496
ENSG00000114030,KPNA1,71,0.39645,73,0.59685,48,-0.2265,34,-0.7751,51,-0.1475,49,-0.2205,33,-0.7933
ENSG00000173175,ADCY5,20,-1.5279,58,0.08719,85,0.68368,38,-0.5995,59,0.09165,70,0.35089,54,-0.0682
ENSG00000206527,HACD2,45,-0.0743,37,-0.4863,86,0.99369,90,1.08000,32,-0.6526,33,-0.5572,43,-0.1421
ENSG00000065534,MYLK,12,-1.3522,18,-0.9435,26,-0.2402,11,-1.5074,20,-0.7267,41,0.47385,119,2.50967
ENSG00000160145,KALRN,138,0.08709,165,0.50638,230,0.94262,103,-0.3728,133,0.03552,55,-1.3378,19,-2.8723
ENSG00000082781,ITGB5,2,-3.1193,8,-1.7957,13,-0.7921,10,-1.1650,44,1.37519,28,0.36838,56,1.59388
ENSG00000163848,ZNF148,64,1.09711,34,0.01890,31,-0.1335,30,-0.1760,29,-0.2260,16,-1.0849,33,-0.0355
ENSG00000114520,SNX4,57,0.83719,43,0.45501,30,-0.2113,16,-1.1370,29,-0.3081,27,-0.3982,28,-0.2977
ENSG00000114544,SLC41A3,159,0.27101,170,0.51185,97,-0.5169,102,-0.4375,150,0.19123,98,-0.4946,80,-0.8138
ENSG00000144908,ALDH1L1,9,-1.9831,18,-1.1134,29,-0.2498,29,-0.2443,51,0.79305,83,1.55830,29,-0.2157
ENSG00000159685,CHCHD6,100,0.39594,87,0.20541,56,-0.5393,98,0.36667,90,0.24215,57,-0.4968,34,-1.2651
ENSG00000114554,PLXNA1,138,1.36826,62,0.01506,99,0.78250,35,-0.8537,57,-0.1247,18,-1.8542,24,-1.4080
ENSG00000163870,TPRA1,74,1.30025,29,-0.3267,39,0.21413,22,-0.6680,29,-0.2763,24,-0.5688,38,0.15591
ENSG00000114631,PODXL2,144,-0.4125,222,0.36464,249,0.46660,209,0.17896,184,-0.0323,138,-0.4842,98,-1.0037
ENSG00000114626,ABTB1,62,-0.2978,87,0.29307,97,0.39902,43,-0.8591,92,0.36493,60,-0.3665,48,-0.6908
ENSG00000074416,MGLL,60,-1.5881,139,-0.4000,164,-0.0609,106,-0.7460,243,0.67551,307,0.98390,162,-0.0771
ENSG00000058262,SEC61A1,87,0.46071,62,-0.1072,52,-0.3538,39,-0.7982,62,-0.0917,66,0.02661,99,0.67874
ENSG00000175792,RUVBL1,17,-0.4951,30,0.49444,14,-0.8066,19,-0.3038,25,0.07383,26,0.13756,21,-0.1516
ENSG00000163902,RPN1,100,-0.2397,138,0.36084,100,-0.2361,131,0.18914,96,-0.3394,82,-0.5517,146,0.36161
ENSG00000075785,RAB7A,203,0.06109,221,0.26521,219,0.18854,204,0.07606,175,-0.1949,154,-0.3741,157,-0.3397
ENSG00000177646,ACAD9,31,0.30129,33,0.56808,15,-0.7923,39,0.67391,20,-0.4525,16,-0.7362,16,-0.7200
ENSG00000240682,ISY1,12,-0.6984,21,0.17721,13,-0.6222,42,1.28787,19,-0.0618,9,-1.1154,17,-0.2257
ENSG00000169714,CNBP,181,0.12928,147,-0.2621,198,0.27051,180,0.11685,155,-0.1361,161,-0.0644,203,0.31268
ENSG00000181789,COPG1,84,0.31071,81,0.32778,52,-0.4681,84,0.29381,78,0.20031,46,-0.6461,31,-1.2224
ENSG00000183624,HMCES,74,0.69762,62,0.54342,31,-0.6746,37,-0.4240,50,0.05791,34,-0.5579,21,-1.2508
ENSG00000184897,H1FX,197,-0.2173,222,-0.0380,187,-0.3005,247,0.14404,265,0.29696,159,-0.5538,273,0.30689
ENSG00000129071,MBD4,28,0.24997,25,0.03812,19,-0.3342,38,0.75833,22,-0.1944,22,-0.1555,16,-0.5954
ENSG00000163913,IFT122,48,1.13639,24,-0.0382,27,0.18666,47,1.06787,18,-0.5662,14,-0.8668,1,-4.1634
ENSG00000004399,PLXND1,30,-0.3991,55,0.78451,25,-0.6866,29,-0.4771,32,-0.3374,35,-0.1561,40,0.05142
ENSG00000172765,TMCC1,68,0.93753,38,-0.0511,44,0.19108,34,-0.2139,35,-0.1896,21,-0.9443,38,-0.0395
ENSG00000196455,PIK3R4,16,-0.4715,39,1.34056,24,0.12352,10,-1.2506,17,-0.4593,14,-0.6748,7,-1.6656
ENSG00000017260,ATP2C1,137,0.34327,142,0.53130,136,0.33156,94,-0.2586,86,-0.4511,70,-0.7185,76,-0.5960
ENSG00000198585,NUDT16,44,-0.1947,57,0.27495,43,-0.2089,42,-0.2720,44,-0.1990,48,-0.0463,61,0.32391
ENSG00000114686,MRPL3,67,0.21738,89,0.95128,30,-1.0166,29,-1.0616,66,0.21492,21,-1.5282,39,-0.6103
ENSG00000196353,CPNE4,31,-0.9276,113,1.79950,26,-1.1761,19,-1.6170,64,0.22589,20,-1.6091,1,-5.2459
ENSG00000138246,DNAJC13,29,0.29956,25,0.04378,22,-0.1431,27,0.15267,24,-0.0516,21,-0.2590,23,-0.1220
ENSG00000081307,UBA5,42,0.36954,39,0.34986,20,-0.7962,27,-0.3253,39,0.28462,21,-0.7066,27,-0.3062
ENSG00000144868,TMEM108,32,0.31698,43,1.20098,26,0.01833,10,-1.4214,22,-0.2496,10,-1.4692,7,-1.9046
ENSG00000091527,CDV3,76,0.26345,64,-0.0236,32,-1.0899,45,-0.5625,82,0.44534,72,0.16720,66,0.02065
ENSG00000163781,TOPBP1,25,-0.0838,39,0.88309,31,0.23664,28,0.09902,19,-0.5826,13,-1.0359,12,-1.1695
ENSG00000091513,TF,43,-2.4227,46,-2.6159,134,-0.7227,34,-2.7436,23,-3.4400,244,0.22832,1481,4.37358
ENSG00000144867,SRPRB,63,0.15717,75,0.59792,60,0.05848,63,0.14163,51,-0.2135,40,-0.5640,20,-1.5666
ENSG00000154917,RAB6B,658,0.29042,613,0.22903,610,0.16678,499,-0.1564,685,0.40788,340,-0.7535,184,-1.6780
ENSG00000114019,AMOTL2,44,0.47839,27,-0.3754,30,-0.1315,7,-2.3616,23,-0.6291,17,-0.9619,102,2.02417
ENSG00000129055,ANAPC13,57,-0.4441,85,0.22423,73,-0.0769,90,0.26631,98,0.46076,43,-0.8794,49,-0.6825
ENSG00000182923,CEP63,6,-1.7099,22,0.45172,2,-2.9800,13,-0.4654,23,0.42224,15,-0.2487,31,0.91073
