Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000187231,SESTD1,121,1.62276,38,-0.3689,45,-0.0998,55,0.23703,31,-0.7067,38,-0.3605,26,-0.9307,32,-0.6558
ENSG00000170035,UBE2E3,93,0.06279,72,-0.3533,107,0.34664,30,-1.6904,77,-0.2386,73,-0.3157,126,0.56979,119,0.47533
ENSG00000138434,ITPRID2,251,1.57125,49,-1.1382,81,-0.4217,69,-0.6361,106,0.05701,94,-0.1505,106,0.05445,87,-0.2689
ENSG00000115252,PDE1A,49,-0.8791,281,2.18649,92,0.14412,75,-0.2020,20,-2.2316,63,-0.4966,46,-0.9733,53,-0.7637
ENSG00000077232,DNAJC10,281,2.44298,39,-1.0431,76,-0.0191,34,-1.2378,51,-0.6398,66,-0.2459,45,-0.8445,23,-1.8647
ENSG00000061676,NCKAP1,139,-1.4216,609,0.95826,430,0.41345,127,-1.5503,371,0.11093,208,-0.8038,390,0.19252,414,0.29148
ENSG00000065548,ZC3H15,114,-0.4211,205,0.53471,232,0.88987,46,-1.8139,102,-0.5910,156,0.07507,111,-0.4600,140,-0.0988
ENSG00000138448,ITGAV,243,1.14539,47,-1.4953,73,-0.9309,71,-0.8706,209,0.87356,121,-0.0454,101,-0.3264,181,0.62459
ENSG00000144369,FAM171B,112,-1.5489,157,-1.0418,297,-0.0556,149,-1.1209,357,0.25305,310,0.02301,451,0.64793,622,1.22135
ENSG00000128699,ORMDL1,143,1.48025,85,0.55230,28,-1.3377,34,-0.9188,39,-0.7217,72,0.26460,64,0.08275,58,-0.0910
ENSG00000151690,MFSD6,143,0.23420,220,0.96936,207,1.04374,51,-1.3645,39,-1.7789,142,0.21415,51,-1.3913,57,-1.2194
ENSG00000115419,GLS,219,0.23244,407,1.32204,223,0.30818,68,-1.5798,145,-0.4288,99,-1.0200,78,-1.3776,245,0.42220
ENSG00000144339,TMEFF2,101,0.92663,146,1.61578,56,-0.0893,52,-0.1742,30,-1.0570,9,-2.8451,29,-1.0982,48,-0.3262
ENSG00000196950,SLC39A10,192,0.08903,346,1.10264,235,0.49645,66,-1.5601,199,0.14727,115,-0.7156,81,-1.2597,165,-0.1518
ENSG00000197121,PGAP1,149,0.89637,169,1.12832,94,0.13362,26,-1.8449,52,-0.8070,40,-1.2246,106,0.31835,56,-0.6865
ENSG00000115524,SF3B1,448,1.93413,50,-1.7226,103,-0.7072,112,-0.5010,181,0.26591,140,-0.1538,99,-0.6881,147,-0.0688
ENSG00000144381,HSPD1,96,-0.9741,251,0.56464,170,-0.0936,149,-0.2915,240,0.49048,219,0.33418,98,-0.9393,215,0.30248
ENSG00000115541,HSPE1,101,-1.0133,104,-0.9739,193,-0.0083,70,-1.5633,256,0.46232,278,0.60247,199,0.04411,348,0.99506
ENSG00000115540,MOB4,64,-0.1939,141,1.14252,84,0.27924,35,-1.1322,27,-1.5298,49,-0.6251,78,0.11874,90,0.35498
ENSG00000162944,RFTN2,29,-0.6822,0,-7.3529,25,-1.0061,41,-0.1566,88,1.13398,19,-1.3559,113,1.61918,66,0.63237
ENSG00000115896,PLCL1,39,-0.1023,54,0.41342,35,-0.3044,64,0.70115,34,-0.3142,39,-0.1208,33,-0.3883,43,0.04986
ENSG00000178074,C2orf69,130,0.66997,99,0.20207,124,0.69975,38,-1.2832,58,-0.6518,47,-0.9597,58,-0.6459,105,0.31432
ENSG00000196141,SPATS2L,240,1.60073,114,0.26219,50,-1.1351,39,-1.4231,120,0.35659,49,-1.0542,90,-0.1124,119,0.34118
ENSG00000082153,BZW1,83,-0.4647,173,0.73930,111,-0.0114,56,-1.0776,164,0.64049,84,-0.4408,169,0.69791,51,-1.2016
ENSG00000013441,CLK1,272,1.37314,51,-1.3716,111,-0.1889,71,-0.8685,209,0.89089,109,-0.1957,98,-0.3653,77,-0.7359
ENSG00000155744,FAM126B,85,0.21033,56,-0.4472,118,0.90157,35,-1.1616,50,-0.6310,41,-0.9288,91,0.31241,80,0.09918
ENSG00000119013,NDUFB3,36,-0.9671,39,-0.8113,62,-0.1247,44,-0.6308,81,0.33629,42,-0.6996,94,0.56746,136,1.23239
ENSG00000115993,TRAK2,171,0.98723,191,1.18952,81,-0.3010,102,0.10683,47,-1.1088,91,-0.0727,63,-0.6584,33,-1.6506
ENSG00000116030,SUMO1,2,-5.4128,207,1.06976,144,0.51259,66,-0.8145,103,-0.1058,77,-0.5740,69,-0.7375,181,0.83204
ENSG00000055044,NOP58,197,1.96818,80,0.30771,53,-0.4068,45,-0.5935,33,-1.0714,43,-0.6762,40,-0.7745,52,-0.3920
ENSG00000204217,BMPR2,461,1.68784,217,0.32098,137,-0.4708,86,-1.1334,221,0.35294,113,-0.7171,81,-1.2215,150,-0.2719
ENSG00000163596,ICA1L,11,-2.2298,24,-1.0564,74,0.89141,44,-0.1181,47,-0.0314,43,-0.1663,52,0.13629,59,0.35304
ENSG00000138443,ABI2,86,-1.9013,660,1.40229,383,0.50516,191,-0.6881,186,-0.7321,122,-1.3738,228,-0.4127,417,0.57443
ENSG00000173166,RAPH1,1,-5.1270,16,-1.5056,79,1.20451,41,-0.1002,66,0.67358,9,-2.3681,39,-0.1997,65,0.65837
ENSG00000023228,NDUFS1,154,0.02957,180,0.28174,181,0.33851,106,-0.5732,168,0.16974,33,-2.3073,168,0.16209,193,0.39819
ENSG00000114942,EEF1B2,262,0.13942,198,-0.3143,164,-0.6762,401,0.85827,293,0.32160,192,-0.3620,242,0.00448,252,0.07082
ENSG00000114948,ADAM23,107,0.54488,131,0.89678,115,0.79089,31,-1.4173,20,-2.0167,63,-0.3250,14,-2.5386,97,0.37747
ENSG00000118246,FASTKD2,122,1.37829,67,0.31918,69,0.44025,38,-0.5945,21,-1.5024,12,-2.2328,53,-0.0660,44,-0.3523
ENSG00000188674,C2orf80,41,-1.0077,168,1.33671,116,0.80170,16,-2.4122,41,-1.0110,15,-2.4289,59,-0.4242,126,0.81045
ENSG00000078018,MAP2,920,-0.6660,1057,-0.4488,1791,0.47437,1238,-0.1986,985,-0.5602,1086,-0.4076,2020,0.60972,1718,0.33562
ENSG00000144406,UNC80,35,-1.1287,100,0.54729,56,-0.4532,72,0.00362,70,-0.0358,41,-0.8910,116,0.80276,102,0.57098
ENSG00000115365,LANCL1,126,0.43814,112,0.23438,86,-0.2108,86,-0.1974,144,0.65991,84,-0.2237,48,-1.0796,99,0.03069
ENSG00000178568,ERBB4,148,0.90909,22,-2.0757,89,0.05984,61,-0.5529,97,0.19314,29,-1.6536,103,0.28104,139,0.79270
ENSG00000144451,SPAG16,19,-1.3228,35,-0.3894,50,0.18919,39,-0.2337,75,0.85332,27,-0.8239,54,0.30746,57,0.37324
ENSG00000115414,FN1,918,3.05352,16,-3.7272,13,-4.2691,60,-1.8549,756,2.53003,2,-6.4155,14,-3.8999,7,-4.8442
ENSG00000079246,XRCC5,340,1.40020,113,-0.4766,124,-0.3680,63,-1.3617,136,-0.1804,151,-0.0110,95,-0.7407,222,0.63496
ENSG00000260804,LINC01963,161,1.28119,97,0.37650,87,0.23232,43,-0.9190,58,-0.4360,46,-0.8119,59,-0.4246,54,-0.5666
ENSG00000197756,RPL37A,1537,-0.0428,726,-1.2136,1079,-0.6737,2745,0.93822,2532,0.79512,749,-1.1672,2135,0.50095,1623,0.04503
ENSG00000115461,IGFBP5,959,3.12901,192,-0.0916,160,-0.4298,37,-2.5963,125,-0.7674,53,-2.0728,78,-1.4859,68,-1.6837
ENSG00000163466,ARPC2,165,-0.0666,217,0.38280,229,0.55218,121,-0.5647,135,-0.3941,86,-1.0876,93,-0.9691,276,0.78912
ENSG00000127837,AAMP,1,-5.5021,14,-2.0748,78,0.61385,28,-1.1127,74,0.43822,100,0.94326,71,0.36679,68,0.28459
ENSG00000127838,PNKD,3,-5.0181,73,-0.6604,103,-0.1257,113,0.03773,168,0.70541,149,0.50130,183,0.85104,97,-0.2025
ENSG00000135926,TMBIM1,18,-1.9511,34,-0.9920,36,-1.0018,40,-0.7328,146,1.43785,123,1.11455,62,-0.0631,82,0.40367
ENSG00000144579,CTDSP1,135,1.50615,25,-1.2916,24,-1.4435,47,-0.3079,147,1.66606,105,1.02601,3,-4.1836,4,-3.8044
ENSG00000171450,CDK5R2,11,-4.1420,395,1.30469,254,0.60934,162,-0.2165,79,-1.3233,205,0.15816,163,-0.2123,149,-0.3559
ENSG00000144567,RETREG2,7,-4.8817,268,0.46045,371,1.26144,112,-0.9306,206,0.02751,86,-1.3399,121,-0.8084,282,0.54542
ENSG00000198925,ATG9A,86,0.41043,101,0.67329,87,0.50220,56,-0.2843,51,-0.4480,44,-0.6678,31,-1.2171,62,-0.1342
ENSG00000127824,TUBA4A,132,-0.7805,593,1.80807,225,0.07138,112,-1.0294,83,-1.4883,220,0.03113,131,-0.7921,225,0.06840
ENSG00000135924,DNAJB2,268,0.14686,485,1.17672,285,0.29343,227,-0.1179,84,-1.6534,256,0.07272,200,-0.3237,110,-1.2399
ENSG00000054356,PTPRN,96,-1.8424,558,0.95064,610,1.37204,207,-0.6856,90,-1.9452,240,-0.4482,179,-0.9030,276,-0.2273
ENSG00000123989,CHPF,62,-0.8183,127,0.31144,120,0.25052,63,-0.8000,64,-0.7856,212,1.19831,111,0.08728,67,-0.7070
ENSG00000188760,TMEM198,1,-5.3893,115,1.35749,77,0.75289,31,-0.8268,18,-1.6495,73,0.53698,46,-0.2098,35,-0.6407
ENSG00000124006,OBSL1,25,-0.8718,23,-0.9640,45,0.05096,53,0.33012,47,0.11519,82,1.05848,32,-0.4799,41,-0.1132
ENSG00000114923,SLC4A3,158,0.49076,215,1.03249,120,0.04842,96,-0.3206,64,-0.9595,81,-0.5903,133,0.20758,68,-0.8532
ENSG00000116106,EPHA4,54,-0.7406,275,2.11930,88,0.03031,20,-2.2146,73,-0.2723,29,-1.6847,47,-0.9555,105,0.31497
ENSG00000116120,FARSB,34,-0.8185,193,2.21684,59,0.03290,33,-0.8688,50,-0.2212,23,-1.3912,37,-0.6962,32,-0.9171
ENSG00000123983,ACSL3,143,-0.4881,137,-0.5495,251,0.49684,104,-0.9806,218,0.19085,219,0.20192,126,-0.6782,296,0.70797
ENSG00000171951,SCG2,88,-0.8915,40,-2.0534,370,1.97775,70,-1.2395,107,-0.5914,81,-1.0064,104,-0.6283,164,0.09627
ENSG00000135919,SERPINE2,157,-1.1128,340,0.10549,138,-1.4263,113,-1.6055,396,0.35379,443,0.54318,446,0.55505,702,1.37080
ENSG00000036257,CUL3,86,0.37890,71,0.06295,36,-1.0740,32,-1.1801,41,-0.7898,74,0.13737,91,0.48009,145,1.30641
ENSG00000168958,MFF,1,-5.3685,92,0.38721,72,-0.0140,47,-0.6801,86,0.28580,98,0.50055,73,0.00345,111,0.70940
ENSG00000173744,AGFG1,79,0.11552,108,0.64688,78,0.10696,32,-1.2654,161,1.36080,39,-0.9901,8,-3.2294,77,0.08333
ENSG00000153820,SPHKAP,3,-4.5239,128,0.87733,152,1.47880,23,-1.8236,45,-0.8117,57,-0.4438,51,-0.6349,72,-0.0870
ENSG00000187957,DNER,12,-4.3000,67,-1.7839,379,1.17508,148,-0.5939,311,0.61737,298,0.54638,117,-0.9572,221,0.04556
ENSG00000153827,TRIP12,225,1.34809,137,0.46383,78,-0.4904,96,-0.1211,80,-0.4111,99,-0.0734,73,-0.5399,63,-0.7722
ENSG00000135932,CAB39,10,-3.4756,109,0.13170,148,0.77206,57,-0.8970,84,-0.2760,135,0.49267,100,-0.0118,112,0.18161
ENSG00000135916,ITM2C,137,-2.8320,448,-1.0666,791,-0.2029,573,-0.6859,1156,0.44347,1080,0.32948,1225,0.54140,1755,1.17838
ENSG00000204128,C2orf72,1,-5.6649,59,-0.1138,34,-1.0867,53,-0.2951,54,-0.2551,188,1.94693,38,-0.7989,113,0.96282
ENSG00000173692,PSMD1,85,-1.0703,228,0.50543,241,0.71192,132,-0.3789,84,-1.0760,263,0.75641,148,-0.1994,87,-1.0182
ENSG00000115053,NCL,392,1.03154,163,-0.4339,217,0.02667,204,-0.0778,186,-0.2225,297,0.54703,101,-1.1647,147,-0.5945
ENSG00000187514,PTMA,1394,1.24193,344,-1.0673,569,-0.3190,780,0.22827,1126,0.85443,551,-0.3333,397,-0.8463,378,-0.9231
ENSG00000115468,EFHD1,101,-0.0521,36,-1.6400,26,-2.2763,107,0.02712,270,1.67475,172,0.82787,112,0.11415,93,-0.1832
ENSG00000204120,GIGYF2,202,2.06750,64,-0.0298,29,-1.3360,35,-0.9602,25,-1.4904,75,0.23731,78,0.30565,47,-0.5189
ENSG00000182600,SNORC,52,-0.2176,26,-1.2532,28,-1.2727,70,0.27815,66,0.16537,77,0.42056,95,0.79000,92,0.73014
ENSG00000066248,NGEF,19,-1.9655,178,1.71462,93,0.61751,55,-0.3326,33,-1.1145,18,-1.9921,26,-1.4472,94,0.54388
ENSG00000188042,ARL4C,21,-1.4239,4,-3.7949,130,1.98136,24,-1.2306,55,0.02686,1,-5.0342,46,-0.2503,75,0.54242
ENSG00000157985,AGAP1,72,-0.4390,104,0.15817,59,-0.8203,116,0.33622,154,0.81138,68,-0.5192,106,0.18160,114,0.29945
ENSG00000198612,COPS8,29,-2.1176,154,0.43715,144,0.38964,69,-0.8490,107,-0.1589,168,0.59381,124,0.07849,121,0.04184
ENSG00000124831,LRRFIP1,228,1.80662,88,0.10100,65,-0.4254,29,-1.6301,87,0.07846,29,-1.6329,93,0.18653,62,-0.4575
ENSG00000132329,RAMP1,195,-0.1987,132,-0.8056,149,-0.6957,131,-0.8170,255,0.23901,183,-0.2980,381,0.92423,409,1.05589
ENSG00000184182,UBE2F,2,-4.5046,89,1.03084,42,-0.2832,29,-0.8218,65,0.46708,78,0.79175,69,0.56883,23,-1.1521
ENSG00000065802,ASB1,42,-0.2182,48,0.00075,57,0.32312,41,-0.2330,79,0.84282,37,-0.3813,26,-0.9321,43,-0.1669
ENSG00000130414,NDUFA10,125,0.20758,179,0.81713,135,0.38650,109,-0.0225,95,-0.2419,66,-0.8137,70,-0.7128,78,-0.5428
ENSG00000172428,COPS9,162,-1.5136,184,-1.3213,396,-0.1483,343,-0.3595,736,0.90837,439,0.03531,732,0.89942,480,0.17976
ENSG00000063660,GPC1,138,-0.4013,199,0.19060,161,-0.1729,130,-0.4913,145,-0.3196,325,1.03046,140,-0.3802,196,0.16306
ENSG00000130294,KIF1A,243,-1.6107,946,0.52717,865,0.44002,739,0.11614,346,-1.0795,757,0.15612,671,-0.0410,762,0.16551
ENSG00000115685,PPP1R7,80,-0.7717,201,0.72991,183,0.67072,83,-0.6987,106,-0.3257,102,-0.3909,128,-0.0295,104,-0.3537
ENSG00000115677,HDLBP,278,0.71309,176,-0.0489,230,0.46191,142,-0.3877,139,-0.4194,93,-1.0409,179,-0.0218,163,-0.1674
ENSG00000168385,SEPTIN2,122,-0.7004,139,-0.4967,118,-0.8258,202,0.10242,289,0.69993,312,0.83615,161,-0.2623,247,0.43379
ENSG00000115694,STK25,58,-1.5945,248,0.69914,228,0.65224,148,-0.1542,142,-0.2243,170,0.06264,121,-0.4754,126,-0.4085
ENSG00000176720,BOK,148,1.91437,0,-7.5300,28,-1.0231,112,1.36037,11,-2.2678,93,1.01101,9,-2.6439,30,-0.8065
ENSG00000168397,ATG4B,92,1.12337,19,-1.3715,55,0.26677,43,-0.1547,66,0.54092,26,-0.9607,25,-0.9914,47,-0.0201
ENSG00000188011,RTP5,1,-5.1483,27,-0.7572,117,2.28433,7,-2.7165,5,-3.2055,0,-5.7834,59,0.46573,66,0.65237
ENSG00000134121,CHL1,147,-0.5275,387,1.08496,212,0.06490,145,-0.5538,149,-0.5030,161,-0.3899,108,-1.0102,324,0.76773
ENSG00000113851,CRBN,135,1.22586,104,0.76228,58,-0.2336,76,0.22794,54,-0.3292,25,-1.4690,66,0.00273,18,-1.9828
ENSG00000150995,ITPR1,47,-0.5464,113,0.90187,84,0.46573,65,-0.0378,51,-0.4089,62,-0.0923,58,-0.2114,31,-1.1908
ENSG00000134107,BHLHE40,275,1.98097,115,0.36768,47,-1.1521,16,-2.5950,136,0.65169,27,-1.8477,82,-0.1764,82,-0.1823
ENSG00000134108,ARL8B,169,0.07643,199,0.34757,189,0.30035,89,-0.9306,137,-0.2520,207,0.41486,114,-0.5412,156,-0.0524
ENSG00000196220,SRGAP3,74,-0.5294,152,0.64254,159,0.86726,40,-1.4744,62,-0.7959,36,-1.6019,32,-1.7812,214,1.25315
ENSG00000168137,SETD5,257,2.42274,71,-0.0001,23,-1.8290,57,-0.3467,68,-0.0660,69,-0.0364,55,-0.3885,13,-2.5281
ENSG00000156959,LHFPL4,89,0.74761,100,0.95157,92,0.97035,15,-2.0129,20,-1.5804,40,-0.5560,35,-0.7664,29,-1.0757
ENSG00000134072,CAMK1,8,-2.9819,78,0.34146,100,0.90475,27,-1.3089,44,-0.5703,52,-0.3062,51,-0.3614,111,0.93643
ENSG00000171148,TADA3,66,-0.8201,131,0.27548,123,0.19563,112,0.02629,66,-0.8158,103,-0.1108,139,0.37556,133,0.30063
ENSG00000241553,ARPC4,137,-0.4451,269,0.65732,255,0.66456,123,-0.6114,163,-0.1779,152,-0.2842,121,-0.6492,159,-0.2108
ENSG00000163703,CRELD1,98,0.57423,124,0.99274,95,0.63129,45,-0.6758,24,-1.6051,25,-1.5724,37,-0.9780,78,0.19355
ENSG00000163704,PRRT3,13,-2.1387,87,0.75053,113,1.50986,24,-1.2893,36,-0.7001,23,-1.3421,13,-2.1941,79,0.56799
ENSG00000125037,EMC3,75,0.39679,69,0.24144,51,-0.2536,48,-0.3321,98,0.85020,32,-0.9468,72,0.31281,36,-0.7974
ENSG00000254999,BRK1,185,0.12886,243,0.58351,196,0.25577,120,-0.5615,102,-0.8093,155,-0.1557,59,-1.6327,283,0.84468
ENSG00000157014,TATDN2,29,-0.9070,49,-0.1211,62,0.31190,47,-0.1729,29,-0.9378,64,0.30352,53,0.01866,79,0.66590
ENSG00000157087,ATP2B2,109,-1.5452,674,1.43948,400,0.58618,142,-1.1418,144,-1.1239,383,0.42681,145,-1.1171,264,-0.1802
ENSG00000157103,SLC6A1,73,-2.3076,31,-3.5458,443,0.57681,195,-0.8267,637,1.12958,481,0.63289,323,-0.0321,338,0.04290
ENSG00000144560,VGLL4,134,0.84799,67,-0.3048,88,0.14633,48,-0.8358,163,1.19485,45,-0.9100,66,-0.3281,31,-1.4647
ENSG00000157152,SYN2,298,-0.5301,871,1.27848,638,0.85672,195,-1.1784,177,-1.3243,279,-0.6290,301,-0.5130,342,-0.3119
ENSG00000132155,RAF1,12,-2.1028,78,0.74418,65,0.48991,27,-0.9550,73,0.63478,36,-0.5157,50,0.01520,43,-0.2256
ENSG00000144713,RPL32,1398,0.32855,681,-0.8201,658,-0.9638,1634,0.59226,1750,0.70996,1029,-0.1718,1308,0.21769,1189,0.06058
ENSG00000144711,IQSEC1,248,0.21750,132,-0.7833,252,0.28576,202,-0.1103,151,-0.5754,331,0.70584,185,-0.2509,198,-0.1463
ENSG00000163517,HDAC11,1,-6.0797,25,-1.8403,78,-0.1627,108,0.38570,51,-0.8035,227,1.74309,103,0.31832,95,0.17990
ENSG00000170860,LSM3,5,-3.7545,94,0.53689,74,0.16388,52,-0.4361,133,1.14264,17,-2.1373,74,0.14385,89,0.44007
ENSG00000225733,FGD5-AS1,276,0.69774,184,0.01750,153,-0.3135,115,-0.7183,150,-0.3065,223,0.33829,181,-0.0065,201,0.16141
ENSG00000177463,NR2C2,182,1.90787,41,-0.6877,54,-0.2907,46,-0.4817,36,-0.8862,54,-0.2541,39,-0.7437,62,-0.0233
ENSG00000131368,MRPS25,89,0.78314,80,0.59954,41,-0.5445,34,-0.7524,8,-2.9054,64,0.22195,53,-0.0848,91,0.82959
ENSG00000131381,RBSN,1,-5.4384,1,-5.6906,73,0.56018,28,-1.0461,63,0.23707,140,1.66852,40,-0.4693,72,0.44762
ENSG00000131370,SH3BP5,38,-0.7299,139,1.45194,79,0.50443,39,-0.6737,73,0.31484,21,-1.5932,49,-0.3342,27,-1.2642
ENSG00000206560,ANKRD28,279,2.56606,30,-1.3575,76,0.09934,38,-1.0124,30,-1.3600,53,-0.4902,53,-0.4823,16,-2.2768
ENSG00000131374,TBC1D5,1,-5.7691,101,0.63925,57,-0.3414,73,0.10476,86,0.36873,103,0.67621,78,0.21775,62,-0.1718
ENSG00000182568,SATB1,14,-2.8638,139,0.61524,102,0.10813,98,0.03102,95,-0.0146,102,0.09056,142,0.64557,71,-0.4738
ENSG00000144566,RAB5A,52,-1.1447,61,-0.8904,106,-0.0327,101,-0.0957,73,-0.6229,183,0.89113,118,0.14829,170,0.76616
ENSG00000114166,KAT2B,1,-6.1444,0,-8.3094,44,-1.1848,95,0.10310,189,1.29349,119,0.47620,164,1.03756,145,0.82177
ENSG00000182247,UBE2E2,28,-1.0781,125,1.40708,42,-0.5021,35,-0.7347,32,-0.8354,148,1.74506,19,-1.6183,28,-1.0339
ENSG00000170142,UBE2E1,73,-0.0148,30,-1.3802,53,-0.5849,60,-0.3325,95,0.41595,87,0.26823,61,-0.3027,152,1.24025
ENSG00000174748,RPL15,761,0.19235,525,-0.4063,534,-0.4257,572,-0.2706,865,0.40470,700,0.05484,789,0.25093,811,0.29733
ENSG00000174738,NR1D2,132,1.42919,87,0.67014,22,-1.6180,30,-1.0082,50,-0.2454,63,0.13545,49,-0.2636,67,0.23408
ENSG00000151090,THRB,82,-0.3230,170,0.88062,120,0.33835,67,-0.6465,74,-0.4929,108,0.11297,78,-0.4036,87,-0.2393
ENSG00000077097,TOP2B,108,-0.1437,40,-1.6557,117,-0.0093,109,-0.1224,159,0.49559,183,0.74300,85,-0.5241,141,0.29877
ENSG00000179796,LRRC3B,1,-5.4564,36,-0.6667,35,-0.8050,20,-1.5646,47,-0.2436,124,1.40534,45,-0.3086,153,1.82655
ENSG00000163512,AZI2,1,-5.3240,38,-0.4620,69,0.60191,37,-0.4974,44,-0.2131,59,0.25595,35,-0.5650,102,1.21364
ENSG00000163527,STT3B,157,0.92186,114,0.36678,98,0.13052,36,-1.4135,66,-0.5028,86,-0.0920,56,-0.7602,108,0.28147
ENSG00000152642,GPD1L,1,-5.7481,118,0.94467,143,1.62035,50,-0.4844,31,-1.1840,60,-0.1841,37,-0.9336,25,-1.5332
ENSG00000170275,CRTAP,254,2.22059,31,-1.3997,53,-0.6304,123,0.80094,76,-0.0123,22,-1.8877,43,-0.9126,32,-1.3486
ENSG00000153560,UBP1,1,-5.2980,78,0.58987,89,1.00074,38,-0.5531,79,0.61555,33,-0.7716,23,-1.3117,58,0.11626
ENSG00000163539,CLASP2,588,1.22513,290,0.00957,349,0.36297,183,-0.7205,158,-0.9475,195,-0.6221,150,-1.0210,335,0.24304
ENSG00000170248,PDCD6IP,133,1.11327,86,0.35632,73,0.11129,26,-1.4885,61,-0.1993,78,0.19389,36,-1.0205,55,-0.3486
ENSG00000172995,ARPP21,52,-1.5569,388,1.78350,198,0.64056,31,-2.3295,69,-1.1437,60,-1.3476,119,-0.2923,171,0.29528
ENSG00000178567,EPM2AIP1,109,0.53992,123,0.74580,100,0.45693,36,-1.2069,47,-0.7909,58,-0.4856,66,-0.2865,69,-0.2093
ENSG00000093167,LRRFIP2,188,1.91471,59,-0.1373,53,-0.3458,43,-0.6486,50,-0.4082,82,0.38968,12,-2.5344,42,-0.6814
ENSG00000144674,GOLGA4,429,2.26702,102,-0.3528,72,-0.9725,104,-0.3176,125,-0.0223,30,-2.2091,132,0.06196,75,-0.8320
ENSG00000144677,CTDSPL,1,-4.7735,49,0.11930,57,0.42790,53,0.27470,79,0.94643,46,0.03827,49,0.13742,15,-1.6561
ENSG00000060971,ACAA1,48,-0.6184,85,0.31518,46,-0.7423,52,-0.4919,51,-0.5053,153,1.33911,84,0.29454,69,-0.0386
ENSG00000114742,WDR48,56,-0.1545,112,1.01897,69,0.22925,59,-0.0700,55,-0.1712,32,-1.0045,61,-0.0091,39,-0.7191
ENSG00000168028,RPSA,351,-0.2623,305,-0.4850,293,-0.6114,662,0.79370,599,0.61952,421,0.03189,448,0.13298,346,-0.2855
ENSG00000168314,MOBP,354,0.57821,16,-4.0657,66,-2.1917,1037,2.77117,200,-0.3519,370,0.65460,57,-2.2548,83,-1.7065
ENSG00000114784,EIF1B,15,-2.7420,129,0.56223,97,0.10693,78,-0.2511,144,0.75227,45,-1.1097,100,0.14601,120,0.44378
ENSG00000188846,RPL14,570,0.70129,220,-0.8424,369,-0.0309,393,0.07572,419,0.18368,261,-0.5771,458,0.32926,316,-0.2753
ENSG00000168036,CTNNB1,630,1.10303,359,0.13534,242,-0.5528,194,-0.8353,442,0.48131,276,-0.2876,258,-0.3950,330,-0.0037
ENSG00000182606,TRAK1,122,0.44947,33,-1.5667,65,-0.6397,35,-1.5221,108,0.24181,151,0.82082,106,0.22406,151,0.81234
ENSG00000187094,CCK,272,-1.6892,1278,0.76662,1547,1.36874,267,-1.7142,554,-0.6022,430,-0.9949,353,-1.2930,1038,0.40985
ENSG00000093183,SEC22C,91,0.53639,29,-1.2426,71,0.14997,63,-0.0700,64,-0.0401,72,0.15877,35,-0.9903,94,0.59908
ENSG00000008324,SS18L2,1,-5.3834,103,1.14356,92,1.16378,20,-1.4866,27,-1.0269,28,-0.9767,35,-0.6497,74,0.56771
ENSG00000114857,NKTR,369,2.81921,23,-2.0232,61,-0.6355,38,-1.2922,66,-0.4476,37,-1.3109,59,-0.6245,71,-0.3269
ENSG00000114853,ZBTB47,69,-0.2930,66,-0.3845,66,-0.4244,163,1.14151,91,0.14871,93,0.18408,49,-0.8191,87,0.07206
ENSG00000010282,HHATL,1,-5.8146,22,-1.8085,38,-1.0652,50,-0.5633,41,-0.8393,175,1.59670,128,1.00533,144,1.21544
ENSG00000181061,HIGD1A,261,0.04478,356,0.56412,268,0.10128,132,-1.0273,248,-0.0372,303,0.28776,225,-0.1943,224,-0.2028
ENSG00000163788,SNRK,181,1.73783,41,-0.7801,49,-0.5929,25,-1.5598,122,0.98279,80,0.27249,21,-1.8049,45,-0.6419
ENSG00000249992,TMEM158,12,-4.0603,364,1.09213,382,1.46761,74,-1.4778,52,-2.0132,156,-0.3288,94,-1.1074,212,0.15827
ENSG00000211456,SACM1L,34,-1.1634,146,1.21223,114,0.92019,51,-0.5385,44,-0.7748,51,-0.5354,28,-1.4325,65,-0.1594
ENSG00000181555,SETD2,218,2.12330,47,-0.5935,60,-0.2294,35,-1.0485,56,-0.3262,34,-1.0814,25,-1.5320,80,0.25887
ENSG00000076201,PTPN23,1,-5.4045,43,-0.4223,61,0.14266,52,-0.1191,101,0.99842,84,0.65775,60,0.10827,43,-0.4197
ENSG00000114650,SCAP,1,-5.3351,73,0.60728,54,0.11582,33,-0.6771,25,-1.1196,107,1.28562,50,-0.0078,59,0.25115
ENSG00000114646,CSPG5,3,-6.2702,140,-1.0435,210,-0.4674,191,-0.5719,296,0.13260,538,1.16388,333,0.32531,536,1.15426
ENSG00000132153,DHX30,33,-1.8227,201,1.03743,118,0.14197,78,-0.5290,60,-0.9336,96,-0.1980,55,-1.0733,223,1.22825
ENSG00000047849,MAP4,220,-0.5128,314,0.05630,331,0.16538,444,0.63782,239,-0.3812,428,0.57301,169,-0.9206,253,-0.2921
ENSG00000164050,PLXNB1,56,-1.3435,13,-3.4881,39,-2.0293,118,-0.1815,228,0.91839,316,1.52900,239,1.01004,143,0.12591
