Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000142684,ZNF593,112,1.66981,32,-0.3517,35,-0.2335,48,0.27310,14,-1.5386,39,-0.0621,32,-0.3874,28,-0.6023,39,-0.0840
ENSG00000142669,SH3BGRL3,112,-1.3471,354,0.41965,247,-0.1572,330,0.33585,372,0.49764,453,0.81983,162,-0.7938,124,-1.2595,338,0.37876
ENSG00000158062,UBXN11,112,2.19385,18,-0.7814,23,-0.4808,21,-0.5951,3,-3.2013,20,-0.6373,27,-0.2199,36,0.25429,30,-0.0405
ENSG00000117682,DHDDS,112,2.64708,18,-0.4698,14,-0.8574,15,-0.8253,3,-2.7865,38,0.66368,13,-0.9289,20,-0.3667,19,-0.3885
ENSG00000198830,HMGN2,112,0.05323,227,1.20895,85,-0.3961,110,0.02482,160,0.62019,60,-0.8962,79,-0.4731,110,0.02677,78,-0.5263
ENSG00000117713,ARID1A,112,1.13419,47,-0.2420,28,-1.0973,41,-0.5012,41,-0.4398,59,0.10139,44,-0.3542,65,0.27452,74,0.51267
ENSG00000204160,ZDHHC18,112,1.78187,18,-1.1358,17,-1.3083,28,-0.4880,85,1.28797,31,-0.3378,20,-0.9905,27,-0.5979,45,0.26341
ENSG00000142751,GPN2,112,2.91487,7,-1.5813,9,-1.4188,21,-0.0963,3,-2.6433,20,-0.1167,22,0.03586,7,-1.6674,23,0.07334
ENSG00000090273,NUDC,112,-0.3302,121,-0.2062,99,-0.5553,162,0.27544,160,0.22630,177,0.38615,147,0.09127,139,0.01394,141,0.02706
ENSG00000253368,TRNP1,112,0.53575,30,-1.4615,59,-0.4837,71,-0.1996,76,-0.0794,70,-0.1966,156,1.08242,108,0.54002,57,-0.5402
ENSG00000090020,SLC9A1,112,2.42009,8,-1.8386,7,-2.1777,18,-0.7136,9,-1.5971,73,1.59178,13,-1.1676,21,-0.4144,26,-0.0774
ENSG00000142784,WDTC1,112,2.28011,36,0.29488,19,-0.6910,24,-0.3194,24,-0.3056,19,-0.6762,20,-0.6170,17,-0.8668,26,-0.2104
ENSG00000186501,TMEM222,112,0.68433,48,-0.6327,49,-0.6447,57,-0.4011,33,-1.1853,82,0.19878,95,0.41687,81,0.18603,100,0.56141
ENSG00000158195,WASF2,112,2.40068,82,1.79482,13,-1.1467,29,0.06040,30,0.12033,0,-6.3618,2,-3.3408,10,-1.6388,16,-0.9234
ENSG00000126705,AHDC1,112,1.37915,27,-0.8488,23,-1.1636,31,-0.7108,37,-0.4096,53,0.16551,29,-0.7428,34,-0.5844,95,1.25422
ENSG00000126709,IFI6,112,0.68650,90,0.33733,47,-0.7151,95,0.46333,117,0.75931,96,0.43455,31,-1.2567,30,-1.4289,78,0.11538
ENSG00000117758,STX12,112,0.27103,91,-0.0545,51,-0.9850,95,0.01586,131,0.52958,117,0.34298,91,-0.0536,53,-0.9364,141,0.72342
ENSG00000117751,PPP1R8,112,2.30577,21,-0.5077,15,-1.0847,27,-0.1222,39,0.46037,16,-0.8528,19,-0.6763,12,-1.4000,32,0.16940
ENSG00000117748,RPA2,112,1.20274,43,-0.3222,29,-1.0019,38,-0.5389,61,0.20932,85,0.74738,43,-0.3116,47,-0.1942,59,0.18677
ENSG00000126698,DNAJC8,112,-0.0039,102,-0.1398,95,-0.2694,87,-0.4195,128,0.20547,161,0.57121,117,0.06808,99,-0.2039,137,0.34581
ENSG00000130770,ATP5IF1,112,-2.3522,411,-0.4145,474,-0.2088,445,-0.3129,646,0.29021,894,0.81755,669,0.34727,709,0.48859,495,-0.1374
ENSG00000180098,TRNAU1AP,112,2.68434,18,-0.4685,14,-0.8219,18,-0.4586,23,-0.0878,15,-0.7315,12,-1.0050,16,-0.6838,19,-0.3846
ENSG00000120656,TAF12,112,2.94980,11,-1.0445,15,-0.5947,23,0.12606,6,-1.8119,16,-0.4586,15,-0.5509,9,-1.3572,13,-0.7754
ENSG00000198492,YTHDF2,112,0.65568,52,-0.5513,37,-1.1274,45,-0.8178,55,-0.4649,92,0.34354,118,0.74770,81,0.15797,104,0.59837
ENSG00000116350,SRSF4,112,1.46301,31,-0.5876,35,-0.4477,55,0.33288,57,0.34438,38,-0.2876,42,-0.1200,28,-0.8002,39,-0.2659
ENSG00000116353,MECR,112,1.65515,30,-0.4933,24,-0.8452,41,-0.0041,36,-0.1850,32,-0.3821,36,-0.2013,28,-0.6207,51,0.35935
ENSG00000060656,PTPRU,112,2.43016,22,-0.2975,3,-3.0731,9,-1.7440,90,1.99629,2,-3.7701,0,-9.1812,0,-9.1728,53,1.22256
ENSG00000162511,LAPTM5,112,1.42464,95,1.13763,35,-0.4581,84,1.06685,61,0.40906,1,-5.1191,19,-1.3509,13,-1.9673,28,-0.8529
ENSG00000162512,SDC3,112,-0.9753,137,-0.6655,170,-0.3640,202,-0.0771,138,-0.6615,100,-1.1422,286,0.47718,343,0.86705,274,0.45240
ENSG00000134644,PUM1,112,0.22234,60,-0.7378,60,-0.7718,60,-0.7935,95,-0.0271,96,-0.0202,99,0.03917,100,0.06223,178,1.11600
ENSG00000060688,SNRNP40,112,2.46893,21,-0.3769,13,-1.1643,10,-1.4834,20,-0.4474,21,-0.3416,25,-0.1091,25,-0.1359,27,0.01177
ENSG00000121766,ZCCHC17,112,-0.0454,87,-0.4258,80,-0.5922,98,-0.2731,138,0.28596,173,0.65361,100,-0.2197,111,-0.0642,154,0.50787
ENSG00000121769,FABP3,112,-0.4407,36,-2.1045,125,-0.2891,118,-0.3827,67,-1.2036,320,1.24797,321,1.25380,229,0.76762,66,-1.2959
ENSG00000162517,PEF1,112,0.28577,68,-0.4917,60,-0.7164,101,0.14802,46,-1.0814,163,0.90256,121,0.40844,101,0.14699,87,-0.1042
ENSG00000084636,COL16A1,112,2.15450,44,0.53050,20,-0.7227,16,-1.0625,8,-1.9202,18,-0.8257,17,-0.9448,28,-0.1783,40,0.42543
ENSG00000121753,ADGRB2,112,-1.1615,74,-1.7609,178,-0.4944,244,0.02756,129,-0.9403,312,0.41349,324,0.47768,351,0.67422,310,0.45077
ENSG00000184007,PTP4A2,112,-0.4496,252,0.83324,115,-0.4344,136,-0.1584,139,-0.1163,110,-0.4710,207,0.51211,164,0.16346,147,-0.0314
ENSG00000121774,KHDRBS1,112,0.52522,68,-0.2458,43,-1.0209,69,-0.2490,58,-0.4888,102,0.38264,106,0.43903,94,0.28150,92,0.23010
ENSG00000121775,TMEM39B,112,2.82164,15,-0.6112,5,-2.1626,10,-1.3409,25,0.14037,37,0.76334,14,-0.6882,15,-0.6863,17,-0.5158
ENSG00000025800,KPNA6,112,1.21338,36,-0.5804,19,-1.5928,50,-0.0743,48,-0.1601,43,-0.3222,23,-1.2333,53,0.01816,89,0.94704
ENSG00000084652,TXLNA,112,2.84482,17,-0.4674,12,-1.0493,17,-0.4557,15,-0.5670,10,-1.2629,17,-0.4240,15,-0.6421,18,-0.3983
ENSG00000160050,CCDC28B,112,2.40879,35,0.38595,18,-0.6675,15,-0.9760,33,0.26983,14,-1.0300,34,0.30648,24,-0.2071,8,-1.8598
ENSG00000084623,EIF3I,112,0.06647,76,-0.5337,72,-0.6580,101,-0.0934,180,0.83111,116,0.12033,134,0.35008,121,0.20531,94,-0.2214
ENSG00000175130,MARCKSL1,112,-1.1499,698,1.80379,269,0.20966,234,-0.0273,278,0.24380,56,-2.1747,479,1.13554,117,-1.1444,115,-1.1728
ENSG00000160058,BSDC1,112,0.87746,55,-0.2358,37,-0.8917,30,-1.2446,48,-0.4673,71,0.15215,83,0.40530,70,0.13734,98,0.74043
ENSG00000176261,ZBTB8OS,112,1.53553,41,-0.1100,48,0.16478,28,-0.7338,27,-0.7123,38,-0.2373,60,0.48402,47,0.11017,23,-1.0059
ENSG00000162521,RBBP4,112,0.49353,75,-0.1311,49,-0.8438,75,-0.1366,123,0.64689,91,0.17606,109,0.45328,69,-0.2743,83,0.02174
ENSG00000162522,KIAA1522,112,3.13541,4,-2.4188,15,-0.4933,12,-0.8580,0,-6.5219,10,-1.0019,14,-0.5495,28,0.59879,6,-1.9229
ENSG00000134684,YARS,112,0.23308,54,-0.8840,66,-0.6219,79,-0.3219,81,-0.2567,174,0.95210,94,-0.0409,130,0.52230,93,-0.0553
ENSG00000160097,FNDC5,112,2.19211,4,-2.8339,14,-1.2548,16,-1.0677,30,-0.0402,15,-1.0689,75,1.44783,27,-0.1968,25,-0.3250
ENSG00000121905,HPCA,112,-1.5562,147,-1.1512,268,-0.2565,305,-0.0415,80,-2.0490,425,0.48684,418,0.45800,404,0.44991,464,0.70061
ENSG00000121900,TMEM54,112,1.76953,38,-0.0352,40,0.05471,26,-0.6460,14,-1.5233,35,-0.1261,47,0.30005,37,-0.0845,25,-0.6777
ENSG00000116514,RNF19B,112,2.03761,13,-1.3606,21,-0.7500,23,-0.6047,32,-0.0781,38,0.20816,46,0.52043,35,0.07335,17,-1.0452
ENSG00000004455,AK2,112,2.40199,65,1.38414,17,-0.7569,18,-0.6781,34,0.32914,19,-0.5563,6,-2.1301,10,-1.5490,16,-0.8639
ENSG00000142920,AZIN2,112,2.28321,23,-0.3767,11,-1.4775,18,-0.7936,23,-0.3691,19,-0.6613,36,0.31128,24,-0.3311,31,0.11223
ENSG00000160094,ZNF362,112,2.79463,11,-1.1433,14,-0.7992,12,-1.0429,23,-0.0347,18,-0.3887,27,0.25955,10,-1.2935,19,-0.3248
ENSG00000134686,PHC2,112,0.95618,56,-0.1317,38,-0.7735,47,-0.4490,43,-0.5377,79,0.39211,102,0.80600,45,-0.5085,73,0.30204
ENSG00000163866,SMIM12,112,1.14430,35,-0.6872,35,-0.7513,42,-0.4339,58,0.08332,40,-0.4885,79,0.57679,62,0.19901,57,0.05337
ENSG00000116544,DLGAP3,112,0.95351,41,-0.6154,65,0.09845,62,0.01921,62,0.01737,49,-0.3462,32,-0.9956,54,-0.2163,71,0.23421
ENSG00000163867,ZMYM6,112,3.13926,6,-1.7275,5,-1.9421,19,-0.0822,17,-0.2277,11,-0.8250,8,-1.4102,14,-0.6162,14,-0.5198
ENSG00000116560,SFPQ,112,-0.3081,136,-0.0093,101,-0.5011,132,-0.0489,129,-0.0817,143,0.07270,176,0.40275,134,-0.0233,171,0.39165
ENSG00000146463,ZMYM4,112,2.24075,32,0.08147,22,-0.4771,11,-1.5647,12,-1.3067,33,0.16331,27,-0.1569,30,0.00658,24,-0.4009
ENSG00000142687,KIAA0319L,112,1.26270,36,-0.5520,31,-0.8162,50,-0.0479,53,0.04432,35,-0.5885,36,-0.5445,36,-0.5764,81,0.81269
ENSG00000020129,NCDN,112,-2.1424,171,-1.5123,263,-0.9306,326,-0.5886,433,-0.1105,854,0.97912,507,0.13440,787,0.95067,610,0.47344
ENSG00000126067,PSMB2,112,-0.0031,103,-0.1339,65,-0.8862,97,-0.2404,169,0.65504,145,0.41076,164,0.60333,109,-0.0474,111,-0.0207
ENSG00000142686,C1orf216,112,0.54097,40,-1.0465,44,-0.9507,76,-0.0626,78,-0.0172,148,1.00185,38,-1.1085,67,-0.2843,120,0.73755
ENSG00000092847,AGO1,112,2.42791,24,-0.2228,19,-0.5602,18,-0.6523,14,-0.9931,15,-0.9246,15,-0.8869,13,-1.2181,38,0.56925
ENSG00000126070,AGO3,112,3.29219,21,0.21403,5,-1.9400,10,-1.0329,12,-0.6754,15,-0.3665,3,-2.3918,10,-0.9856,15,-0.3406
ENSG00000116863,ADPRHL2,112,2.58527,13,-1.0492,16,-0.7895,16,-0.7075,6,-2.0583,27,0.09560,41,0.75514,25,-0.0414,9,-1.5694
ENSG00000054116,TRAPPC3,112,1.05823,30,-1.0113,52,-0.1707,30,-1.0536,60,0.05772,96,0.81273,59,0.02854,64,0.17934,51,-0.2048
ENSG00000116871,MAP7D1,112,-0.4946,153,-0.0127,125,-0.3455,131,-0.2767,172,0.17548,214,0.51795,168,0.13740,184,0.30748,152,-0.0215
ENSG00000054118,THRAP3,112,1.31173,39,-0.3836,20,-1.4072,59,0.29736,44,-0.2075,34,-0.5987,30,-0.7598,49,-0.0361,67,0.50219
ENSG00000196182,STK40,112,2.67075,17,-0.5592,14,-0.8425,18,-0.4507,22,-0.1830,10,-1.3493,17,-0.5023,23,-0.0952,14,-0.8914
ENSG00000181817,LSM10,112,1.14747,51,-0.1088,43,-0.4129,51,-0.1288,43,-0.3834,82,0.63411,39,-0.5132,55,0.01717,44,-0.3537
ENSG00000116885,OSCP1,112,2.61382,9,-1.5037,13,-1.0113,7,-1.8651,4,-2.6040,31,0.31968,20,-0.3286,30,0.31915,24,-0.0596
ENSG00000116898,MRPS15,112,0.90228,48,-0.4343,45,-0.5790,51,-0.3631,90,0.55500,97,0.67552,84,0.43913,63,-0.0257,39,-0.7891
ENSG00000163873,GRIK3,112,1.70274,18,-1.2006,6,-2.8668,27,-0.6657,149,2.25345,4,-3.3072,0,-9.2856,0,-5.8740,86,1.42825
ENSG00000163875,MEAF6,112,0.36155,61,-0.5740,60,-0.6520,76,-0.2511,77,-0.2181,123,0.52241,124,0.52700,113,0.42180,79,-0.1928
ENSG00000134697,GNL2,112,3.03096,8,-1.3242,12,-0.8718,11,-0.9518,0,-4.8413,19,-0.1508,11,-0.9431,17,-0.3185,20,-0.1023
ENSG00000183317,EPHA10,112,3.31521,9,-1.0118,9,-1.0884,2,-3.3754,14,-0.4594,13,-0.4809,3,-2.6726,23,0.40332,11,-0.8662
ENSG00000185090,MANEAL,112,1.51887,21,-1.1512,24,-1.0029,22,-1.1427,32,-0.4854,73,0.79114,68,0.67505,50,0.22107,39,-0.1921
ENSG00000196449,YRDC,112,2.70247,13,-0.8703,10,-1.3738,15,-0.8057,6,-1.9819,26,0.12032,31,0.36994,18,-0.4808,20,-0.2989
ENSG00000197982,C1orf122,112,-1.0295,373,0.85222,239,0.14260,224,0.03344,265,0.29870,207,-0.0901,239,0.13418,175,-0.3806,191,-0.2319
ENSG00000183431,SF3A3,112,1.79542,35,-0.1452,17,-1.2872,27,-0.5632,26,-0.5710,45,0.26761,53,0.52806,36,-0.0815,32,-0.3026
ENSG00000183520,UTP11,112,1.75018,23,-0.7813,27,-0.5711,25,-0.7064,23,-0.7629,62,0.74481,24,-0.7379,44,0.22374,34,-0.2395
ENSG00000116954,RRAGC,112,1.92329,23,-0.6590,18,-1.0676,26,-0.5200,35,-0.0016,42,0.27744,43,0.31630,28,-0.3989,31,-0.2378
ENSG00000174574,AKIRIN1,112,0.68966,67,-0.1125,40,-0.9600,52,-0.5301,52,-0.5046,95,0.43736,81,0.17522,84,0.25030,90,0.38578
ENSG00000168653,NDUFS5,112,-2.4674,594,0.03432,644,0.17705,509,-0.2218,577,-0.0092,883,0.66741,585,0.01142,699,0.32090,548,-0.0977
ENSG00000127603,MACF1,112,0.30674,116,0.36641,61,-0.6588,105,0.22934,101,0.14387,90,-0.0346,112,0.30668,62,-0.6520,104,0.21127
ENSG00000183682,BMP8A,112,3.13345,0,-4.7324,16,-0.3178,3,-2.8267,0,-6.5230,8,-1.3077,25,0.34481,33,0.89175,5,-2.0969
ENSG00000090621,PABPC4,112,1.24050,65,0.33930,44,-0.2775,67,0.44401,32,-0.7287,34,-0.6632,46,-0.1753,34,-0.6759,48,-0.1282
ENSG00000116983,HPCAL4,112,-0.8682,132,-0.6165,153,-0.4233,232,0.28222,145,-0.4739,213,0.11743,114,-0.8413,281,0.62625,258,0.47052
ENSG00000084072,PPIE,112,1.93023,31,-0.1880,21,-0.8033,20,-0.9082,41,0.24762,33,-0.1126,30,-0.2251,35,0.00661,29,-0.3408
ENSG00000168389,MFSD2A,112,3.19778,18,-0.1499,9,-1.2674,12,-0.7472,0,-6.4862,3,-2.7280,14,-0.5156,17,-0.2287,16,-0.3330
ENSG00000131236,CAP1,112,-0.4011,141,-0.0469,81,-0.9463,137,-0.0883,78,-0.9422,172,0.26921,216,0.63389,174,0.31404,190,0.47769
ENSG00000131238,PPT1,112,0.08486,88,-0.2894,85,-0.3605,66,-0.7604,132,0.35018,144,0.48404,170,0.75506,126,0.29724,88,-0.3132
ENSG00000084073,ZMPSTE24,112,1.87971,23,-0.6984,20,-0.9757,29,-0.3586,65,0.93369,41,0.17457,13,-1.4663,29,-0.3504,31,-0.2794
ENSG00000084070,SMAP2,112,0.02006,51,-1.1718,64,-0.8751,95,-0.2485,132,0.28662,159,0.58435,155,0.53679,136,0.36492,117,0.09455
ENSG00000117016,RIMS3,112,1.22459,20,-1.4736,45,-0.2505,21,-1.4175,92,0.89231,60,0.21739,103,1.08877,40,-0.4474,41,-0.4003
ENSG00000066136,NFYC,112,1.58207,24,-0.8643,22,-1.0817,40,-0.1276,44,0.04548,31,-0.4851,38,-0.1780,40,-0.1245,52,0.34719
ENSG00000179862,CITED4,112,2.93585,7,-1.7328,13,-0.7979,6,-1.8566,3,-2.6514,34,0.72827,45,1.18170,19,-0.2290,2,-3.4820
ENSG00000171793,CTPS1,112,2.94492,9,-1.3176,13,-0.8003,6,-1.9425,6,-1.7646,14,-0.6748,13,-0.7726,32,0.70560,12,-0.9082
ENSG00000010803,SCMH1,112,3.34651,11,-0.7812,10,-0.9677,10,-0.9359,9,-1.0299,13,-0.4901,2,-2.7930,11,-0.7981,14,-0.3964
ENSG00000127124,HIVEP3,112,2.50697,13,-1.0980,13,-1.1366,26,-0.0456,4,-2.7922,28,0.09638,13,-1.0771,21,-0.4011,28,0.09111
ENSG00000198815,FOXJ3,112,1.37148,34,-0.5459,18,-1.5199,34,-0.5663,38,-0.3707,59,0.30700,45,-0.0975,55,0.21678,62,0.44994
ENSG00000177181,RIMKLA,112,2.08007,11,-1.5941,24,-0.5183,19,-0.9033,24,-0.4456,24,-0.4670,29,-0.1922,51,0.79411,19,-0.8933
ENSG00000127125,PPCS,112,1.02898,50,-0.2562,42,-0.5531,61,0.07370,23,-1.4380,65,0.16204,55,-0.0976,54,-0.1528,73,0.37350
ENSG00000171960,PPIH,112,2.66126,24,-0.0411,14,-0.9021,15,-0.7610,6,-2.0992,38,0.70015,14,-0.8339,12,-1.1709,22,-0.2002
ENSG00000065978,YBX1,112,0.52654,215,1.63882,91,0.21917,67,-0.2910,56,-0.5496,35,-1.2615,85,0.09753,61,-0.4603,50,-0.7643
ENSG00000164008,C1orf50,112,2.28956,24,-0.3186,21,-0.5678,19,-0.6718,19,-0.6398,44,0.63000,22,-0.4588,15,-1.1030,26,-0.2080
ENSG00000177868,SVBP,112,1.02714,51,-0.2305,47,-0.3876,61,0.05320,37,-0.7124,72,0.30892,71,0.29394,65,0.15717,40,-0.6389
ENSG00000117394,SLC2A1,112,1.46665,89,1.07940,28,-0.7776,74,0.86844,38,-0.2664,26,-0.8214,32,-0.5612,21,-1.2042,24,-1.0341
ENSG00000117395,EBNA1BP2,112,0.33824,62,-0.5805,59,-0.7025,99,0.15676,71,-0.3672,111,0.33216,126,0.52912,116,0.44845,71,-0.3998
ENSG00000179178,TMEM125,112,3.50888,77,2.59140,2,-2.8816,1,-3.3932,14,-0.2966,0,-4.2572,0,-8.5296,0,-8.4838,7,-1.2910
ENSG00000066322,ELOVL1,112,2.32209,162,3.15662,9,-1.7740,8,-2.0348,39,0.47473,5,-2.6124,10,-1.6139,3,-3.3094,4,-2.8355
ENSG00000159479,MED8,112,1.94421,15,-1.2278,24,-0.6115,38,0.13711,50,0.55116,53,0.65976,17,-1.1178,24,-0.5904,18,-1.0646
ENSG00000178922,HYI,112,3.04479,46,1.29031,17,-0.3069,9,-1.3417,4,-2.4116,8,-1.4005,11,-0.9393,9,-1.3417,10,-1.1956
ENSG00000142949,PTPRF,112,0.07617,54,-1.0236,72,-0.6398,75,-0.5737,73,-0.5735,163,0.68262,171,0.75444,157,0.69442,100,-0.1014
ENSG00000066135,KDM4A,112,3.21709,13,-0.6362,6,-1.6768,9,-1.2516,0,-6.4516,16,-0.2839,16,-0.2374,17,-0.1685,15,-0.4496
ENSG00000126091,ST3GAL3,112,1.72872,20,-0.9977,22,-0.9671,21,-1.0262,34,-0.2199,18,-1.2070,36,-0.1374,59,0.72739,44,0.20298
ENSG00000117408,IPO13,112,1.06762,75,0.40829,43,-0.4760,47,-0.3293,69,0.29161,40,-0.5579,35,-0.7687,56,-0.0412,62,0.13863
ENSG00000132768,DPH2,112,3.24951,15,-0.3736,8,-1.2584,8,-1.3644,10,-0.9181,21,0.13028,6,-1.5927,16,-0.3029,10,-1.0701
ENSG00000117410,ATP6V0B,112,-2.0500,228,-0.9922,265,-0.8212,264,-0.8247,432,-0.0170,860,1.09830,718,0.79493,689,0.81630,447,0.03839
ENSG00000117411,B4GALT2,112,0.61291,58,-0.4204,90,0.28777,61,-0.3690,38,-1.0465,40,-0.9590,66,-0.2039,109,0.64312,76,0.01044
ENSG00000159214,CCDC24,112,2.53507,9,-1.5214,13,-1.1373,18,-0.6071,15,-0.8296,24,-0.1114,13,-1.0499,31,0.31003,21,-0.3601
ENSG00000178028,DMAP1,112,1.27165,30,-0.8147,34,-0.6702,36,-0.5816,62,0.31626,51,0.00397,57,0.15980,35,-0.6276,71,0.58955
ENSG00000117419,ERI3,112,-0.8520,110,-0.8798,133,-0.6282,231,0.28898,288,0.61986,233,0.28145,228,0.24845,180,-0.1364,238,0.34900
ENSG00000187147,RNF220,112,0.23491,90,-0.1059,69,-0.5554,113,0.28147,74,-0.4011,84,-0.2120,145,0.65453,84,-0.2348,107,0.18679
ENSG00000126106,TMEM53,112,2.83939,19,-0.2348,8,-1.6542,8,-1.6447,16,-0.4855,21,-0.1105,34,0.65140,20,-0.1853,10,-1.2884
ENSG00000142937,RPS8,112,-2.8987,1853,1.42294,886,0.21835,888,0.22212,725,-0.1150,618,-0.3611,625,-0.3434,778,-0.0046,554,-0.5670
ENSG00000070785,EIF2B3,112,2.14101,19,-0.7772,12,-1.4730,19,-0.8475,31,-0.0503,36,0.20439,32,0.03786,24,-0.4506,36,0.20541
ENSG00000126107,HECTD3,112,3.07123,8,-1.4076,7,-1.7262,7,-1.5826,0,-6.2049,6,-1.6858,23,0.18592,20,-0.0210,24,0.30483
ENSG00000126088,UROD,112,0.76801,73,0.08085,57,-0.3284,56,-0.3562,74,0.10163,78,0.19196,73,0.09284,79,0.22973,53,-0.4492
ENSG00000117450,PRDX1,112,-1.4594,563,1.05642,308,0.08830,293,0.00083,373,0.38270,303,0.05359,345,0.25853,197,-0.6516,257,-0.2205
ENSG00000117448,AKR1A1,112,1.38444,45,-0.0842,32,-0.6708,49,0.04010,35,-0.4929,34,-0.5203,25,-1.0038,54,0.22417,51,0.09432
ENSG00000132780,NASP,112,2.15909,38,0.30188,23,-0.4776,37,0.27091,1,-4.3673,25,-0.3171,26,-0.2999,23,-0.5170,20,-0.7533
ENSG00000159592,GPBP1L1,112,2.05212,28,-0.2650,24,-0.4989,17,-1.0219,17,-1.0135,20,-0.7264,17,-0.9973,35,0.08189,42,0.39637
ENSG00000159596,TMEM69,112,2.97332,16,-0.4588,12,-0.9720,11,-1.0426,4,-2.4735,11,-0.9703,24,0.16833,19,-0.2110,14,-0.6416
ENSG00000086015,MAST2,112,2.09107,27,-0.2609,23,-0.5510,31,-0.0952,50,0.68042,38,0.23336,25,-0.3881,13,-1.4881,19,-0.8901
ENSG00000085998,POMGNT1,112,1.15921,63,0.22065,33,-0.8275,32,-0.8506,74,0.47764,58,0.09418,60,0.15419,64,0.28816,42,-0.4446
ENSG00000132128,LRRC41,112,1.38746,40,-0.2577,26,-0.9839,32,-0.6272,51,0.11364,63,0.43763,46,-0.0450,56,0.28657,39,-0.3351
ENSG00000173660,UQCRH,112,-2.4724,412,-0.5339,593,0.02846,573,-0.0298,816,0.53422,870,0.63877,782,0.46488,527,-0.1699,600,0.04946
ENSG00000117480,FAAH,112,1.91630,36,0.01483,23,-0.6999,17,-1.1464,33,-0.1124,30,-0.2681,31,-0.2227,28,-0.3846,42,0.28468
ENSG00000282881,TMEM275,112,3.20066,20,0.05052,1,-4.0847,14,-0.4794,15,-0.3520,0,-7.1856,0,-8.6960,0,-8.6876,38,1.22524
ENSG00000079277,MKNK1,112,2.50572,19,-0.5238,12,-1.2328,15,-0.8762,1,-4.2753,10,-1.3988,30,0.18769,38,0.62535,21,-0.3959
ENSG00000123472,ATPAF1,112,0.27769,77,-0.3018,90,-0.0702,86,-0.1490,123,0.43180,82,-0.2036,122,0.42091,87,-0.1158,87,-0.1138
ENSG00000159658,EFCAB14,112,1.41296,80,0.85045,32,-0.6304,60,0.43340,42,-0.1897,20,-1.2463,38,-0.3199,32,-0.6275,35,-0.4757
ENSG00000186377,CYP4X1,112,2.48516,5,-2.2995,9,-1.6487,5,-2.3823,12,-1.1740,36,0.48516,38,0.53668,27,0.00516,30,0.21709
ENSG00000162368,CMPK1,112,0.42414,77,-0.1607,69,-0.3573,89,0.07039,53,-0.7295,107,0.36334,96,0.19069,78,-0.1478,96,0.20204
ENSG00000186094,AGBL4,112,3.36368,0,-9.0041,6,-1.6995,3,-2.4505,6,-1.6159,31,0.83013,6,-1.5218,17,-0.1014,15,-0.3573
ENSG00000162373,BEND5,112,1.97745,11,-1.6314,24,-0.6038,20,-0.8349,9,-1.8981,77,1.30086,37,0.11426,38,0.18877,18,-1.0491
ENSG00000162374,ELAVL4,112,-0.3175,53,-1.4461,73,-1.0281,115,-0.3004,41,-1.8162,265,1.06250,187,0.49416,106,-0.4225,269,1.24590
ENSG00000185104,FAF1,112,1.79052,28,-0.4910,20,-1.0221,36,-0.0863,35,-0.1099,32,-0.2666,67,0.89952,23,-0.8391,32,-0.3009
ENSG00000123091,RNF11,112,-1.6937,166,-1.1065,303,-0.2073,370,0.13107,287,-0.2771,360,0.07529,473,0.50798,408,0.30067,450,0.47334
ENSG00000085832,EPS15,112,-0.6370,89,-0.9728,132,-0.4113,183,0.13375,211,0.34839,178,0.07661,282,0.82064,131,-0.4225,217,0.43571
ENSG00000117859,OSBPL9,112,3.22087,18,-0.0908,7,-1.6425,10,-0.9716,20,0.06052,11,-0.7759,18,-0.1295,10,-0.9972,8,-1.2793
ENSG00000078618,NRDC,112,0.49553,48,-0.8155,45,-0.9805,72,-0.2004,97,0.26806,72,-0.2003,117,0.56827,79,-0.0538,112,0.55512
ENSG00000169213,RAB3B,112,-0.2575,50,-1.4634,78,-0.8567,84,-0.7466,336,1.54460,42,-1.7061,287,1.26829,131,-0.0080,151,0.22973
ENSG00000117862,TXNDC12,112,2.04071,37,0.17752,21,-0.7712,29,-0.2074,29,-0.2351,31,-0.1135,23,-0.5787,25,-0.4694,26,-0.4195
ENSG00000134717,BTF3L4,112,0.58026,57,-0.4636,56,-0.5371,73,-0.0940,100,0.40654,88,0.20230,73,-0.0822,69,-0.2005,90,0.25993
ENSG00000157077,ZFYVE9,112,2.54185,12,-1.1417,16,-0.8050,12,-1.1965,14,-0.9373,22,-0.2489,26,0.02071,25,-0.0387,22,-0.2381
ENSG00000134748,PRPF38A,112,2.64124,35,0.53302,16,-0.7495,31,0.39146,14,-0.8273,9,-1.4884,8,-1.6364,17,-0.6435,9,-1.6125
ENSG00000134744,TUT4,112,2.88139,27,0.30021,8,-1.5075,11,-1.1723,32,0.56434,6,-1.9505,3,-2.6215,16,-0.5332,20,-0.2085
ENSG00000162377,COA7,112,2.78542,16,-0.5935,9,-1.4434,8,-1.7151,16,-0.5499,20,-0.2513,35,0.64248,15,-0.7096,20,-0.2427
