Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000171055,FEZ2,112,0.81534,88,0.43433,32,-1.1914,42,-0.7515,60,-0.1706,95,0.54440,84,0.36040,75,0.19689,67,-0.0061
ENSG00000115808,STRN,112,2.33259,38,0.43402,18,-0.7385,15,-1.0120,28,-0.0389,22,-0.3747,36,0.37402,14,-1.1027,21,-0.5385
ENSG00000008869,HEATR5B,112,2.42448,14,-0.9798,14,-1.0677,7,-2.1263,6,-2.2512,36,0.42648,40,0.58063,20,-0.4770,33,0.33260
ENSG00000152133,GPATCH11,112,2.31433,32,0.16143,17,-0.8961,15,-1.0887,31,0.10862,32,0.15990,7,-2.0772,32,0.19362,18,-0.7951
ENSG00000055332,EIF2AK2,112,1.71933,45,0.21159,25,-0.7327,39,-0.0209,25,-0.6944,47,0.26093,44,0.16991,18,-1.2168,38,-0.0651
ENSG00000218739,CEBPZOS,112,1.59322,34,-0.3488,26,-0.8136,45,0.10572,8,-2.3535,35,-0.2797,36,-0.2715,52,0.33732,41,-0.0586
ENSG00000115816,CEBPZ,112,2.25289,30,-0.0167,18,-0.8257,14,-1.2398,9,-1.8261,15,-1.0210,39,0.40234,35,0.27029,26,-0.2372
ENSG00000003509,NDUFAF7,112,3.11792,6,-1.6614,9,-1.1718,6,-1.7196,13,-0.6451,32,0.74239,6,-1.7697,8,-1.4849,22,0.16962
ENSG00000115828,QPCT,112,2.26813,5,-2.4387,15,-1.1024,22,-0.4864,66,1.29704,44,0.62397,28,-0.0655,13,-1.2750,15,-1.1021
ENSG00000163171,CDC42EP3,112,2.64412,4,-2.5194,7,-1.8333,21,-0.2325,20,-0.3199,4,-2.4875,33,0.42742,17,-0.6496,29,0.25955
ENSG00000119787,ATL2,112,2.06752,12,-1.4321,23,-0.5678,15,-1.2796,20,-0.7475,34,0.03392,39,0.27751,24,-0.4984,43,0.46457
ENSG00000143889,HNRNPLL,112,1.49015,34,-0.4220,22,-1.1136,33,-0.4967,29,-0.6753,60,0.45826,61,0.48589,41,-0.1451,47,0.08924
ENSG00000115875,SRSF7,112,0.79036,73,0.10023,46,-0.6579,40,-0.8793,50,-0.4730,114,0.82346,90,0.44180,81,0.29257,57,-0.2859
ENSG00000152147,GEMIN6,112,3.09469,17,-0.2848,7,-1.5590,6,-1.8830,15,-0.4161,9,-1.2575,16,-0.3142,18,-0.1510,16,-0.4280
ENSG00000163214,DHX57,112,3.22198,6,-1.7750,10,-0.9889,5,-2.1365,5,-1.8027,20,0.03630,23,0.25576,14,-0.5348,14,-0.5403
ENSG00000188010,MORN2,112,1.11089,58,0.06396,45,-0.3738,53,-0.1025,50,-0.1790,48,-0.2316,60,0.10042,56,0.00500,47,-0.3045
ENSG00000115904,SOS1,112,2.82876,16,-0.5558,11,-1.1093,11,-1.1616,1,-3.8309,25,0.17085,22,-0.0424,11,-1.1473,27,0.26478
ENSG00000011566,MAP4K3,112,2.06232,22,-0.6320,16,-1.1709,13,-1.4658,36,0.15030,40,0.31994,22,-0.5819,32,-0.0541,37,0.20913
ENSG00000231312,MAP4K3-DT,112,2.27547,16,-0.8857,15,-1.0661,23,-0.4418,14,-1.1301,9,-1.7573,20,-0.5887,31,0.08131,38,0.43091
ENSG00000152154,TMEM178A,112,-0.0882,73,-0.7424,69,-0.8679,120,0.02448,143,0.29626,110,-0.1174,81,-0.5837,116,-0.0264,204,0.98678
ENSG00000183023,SLC8A1,112,0.25906,75,-0.3629,57,-0.8229,72,-0.4505,125,0.44170,84,-0.1765,98,0.05641,78,-0.3142,160,0.95173
ENSG00000162878,PKDCC,112,3.00322,8,-1.4565,5,-2.1811,8,-1.4325,0,-6.4459,5,-2.0867,14,-0.6256,18,-0.2438,36,0.97871
ENSG00000143924,EML4,112,2.98468,1,-4.2988,6,-1.8215,17,-0.3619,12,-0.7902,4,-2.4878,10,-1.1146,20,-0.1016,25,0.29999
ENSG00000115944,COX7A2L,112,-0.7469,146,-0.3372,124,-0.6285,208,0.23313,270,0.62967,219,0.28996,191,0.07347,120,-0.6890,261,0.64075
ENSG00000057935,MTA3,112,1.42226,12,-1.9730,29,-0.7686,39,-0.2920,14,-1.7612,41,-0.1849,42,-0.1651,71,0.73173,54,0.24760
ENSG00000152518,ZFP36L2,112,2.35760,79,1.68610,27,-0.0525,23,-0.3232,3,-3.1481,1,-4.1630,18,-0.6853,14,-1.1680,14,-1.1619
ENSG00000138036,DYNC2LI1,112,2.14705,11,-1.6136,14,-1.2641,20,-0.7177,14,-1.2465,43,0.48801,32,0.02047,30,-0.0688,35,0.16912
ENSG00000138095,LRPPRC,112,0.33861,55,-0.7527,63,-0.5785,54,-0.8363,113,0.36362,137,0.66589,122,0.47784,88,-0.0309,110,0.34786
ENSG00000138032,PPM1B,112,1.02016,51,-0.2330,32,-0.9870,46,-0.4072,35,-0.8002,49,-0.2907,57,-0.0551,51,-0.2523,104,1.01347
ENSG00000138078,PREPL,112,-1.9527,151,-1.5083,195,-1.1985,302,-0.5018,554,0.48145,659,0.76356,553,0.47740,581,0.61996,566,0.57180
ENSG00000171132,PRKCE,112,-0.3241,38,-1.9255,72,-1.0482,139,0.01525,260,1.02404,233,0.84223,101,-0.4728,77,-0.9390,235,0.96486
ENSG00000116016,EPAS1,112,1.63295,90,1.25772,44,0.08803,72,0.99914,23,-0.8661,13,-1.6978,9,-2.2166,18,-1.2907,12,-1.9680
ENSG00000119729,RHOQ,112,1.73054,49,0.33409,32,-0.3193,32,-0.3538,56,0.54976,6,-2.6775,33,-0.2754,32,-0.3231,32,-0.3654
ENSG00000151665,PIGF,112,2.60301,15,-0.8040,15,-0.8005,23,-0.1666,21,-0.2564,23,-0.1591,14,-0.8475,20,-0.3630,13,-1.0326
ENSG00000119878,CRIPT,112,1.40127,72,0.66110,40,-0.2963,52,0.14389,31,-0.6624,43,-0.1557,30,-0.7005,24,-1.0882,49,0.06441
ENSG00000171150,SOCS5,112,2.28728,21,-0.5354,14,-1.1899,16,-1.0059,17,-0.8044,9,-1.7094,42,0.55450,21,-0.5814,41,0.56414
ENSG00000180398,MCFD2,112,0.53131,67,-0.2752,58,-0.5233,64,-0.3754,162,1.14482,59,-0.4634,66,-0.2847,71,-0.2009,93,0.26858
ENSG00000143933,CALM2,112,-4.3362,1610,-0.4111,1520,-0.5361,1579,-0.4742,2114,0.01071,3335,0.73978,3342,0.74335,2704,0.44228,2588,0.36404
ENSG00000119888,EPCAM,112,2.79301,13,-0.8374,8,-1.7198,4,-2.5360,0,-6.0186,19,-0.2722,38,0.77053,37,0.80867,11,-1.1695
ENSG00000095002,MSH2,112,2.01145,10,-1.7764,17,-1.0945,18,-1.0404,15,-1.1759,24,-0.4962,43,0.36088,43,0.41096,40,0.29486
ENSG00000184261,KCNK12,112,1.64073,18,-1.2257,31,-0.4952,10,-2.1608,38,-0.1219,24,-0.7938,57,0.50700,74,1.04417,30,-0.5505
ENSG00000116062,MSH6,112,2.83994,17,-0.4685,8,-1.5965,8,-1.6363,28,0.31202,20,-0.2007,35,0.66871,13,-0.8716,13,-0.8994
ENSG00000138081,FBXO11,112,0.57331,43,-0.8903,54,-0.5908,68,-0.2306,107,0.49912,97,0.34613,67,-0.2249,92,0.29787,78,0.00609
ENSG00000162869,PPP1R21,112,1.56065,27,-0.7036,22,-1.0862,29,-0.6645,28,-0.6399,47,0.14089,63,0.60358,48,0.18967,43,-0.0075
ENSG00000179915,NRXN1,112,-0.9894,105,-1.0760,123,-0.8993,163,-0.4455,76,-1.5605,176,-0.3009,387,0.95609,302,0.61124,372,1.00771
ENSG00000115239,ASB3,112,1.70556,36,-0.1576,23,-0.9058,23,-0.8795,33,-0.2806,16,-1.3719,59,0.61511,31,-0.4202,55,0.54950
ENSG00000068912,ERLEC1,112,0.24129,38,-1.3822,38,-1.4612,87,-0.1628,81,-0.2615,132,0.51226,158,0.79637,129,0.52719,107,0.19636
ENSG00000068878,PSME4,112,3.04037,13,-0.6724,8,-1.5248,17,-0.3058,25,0.27162,26,0.37409,4,-2.3221,8,-1.3973,11,-0.9487
ENSG00000170634,ACYP2,112,-0.3326,174,0.36091,108,-0.4209,141,0.03556,183,0.43859,126,-0.1417,166,0.28550,169,0.34891,101,-0.5178
ENSG00000115306,SPTBN1,112,-1.9432,341,-0.2719,415,0.03452,498,0.35481,348,-0.2389,448,0.15311,318,-0.3777,490,0.32426,455,0.19346
ENSG00000115310,RTN4,112,-3.2599,528,-0.9776,568,-0.9257,801,-0.3712,843,-0.2654,2072,1.18586,1133,0.19585,1412,0.60961,1376,0.56248
ENSG00000143947,RPS27A,112,-3.2752,2209,1.27811,1222,0.32947,1146,0.21646,1203,0.27424,842,-0.2838,996,-0.0231,716,-0.5711,805,-0.3810
ENSG00000085760,MTIF2,112,3.37113,16,-0.1990,7,-1.4748,9,-1.1338,1,-3.5187,20,0.18577,12,-0.6080,15,-0.2788,6,-1.6316
ENSG00000115355,CCDC88A,112,0.34789,156,0.89426,62,-0.6134,70,-0.4184,77,-0.2237,63,-0.5324,96,0.11241,78,-0.2363,120,0.51820
ENSG00000163001,CFAP36,112,0.04106,73,-0.6066,84,-0.4203,94,-0.2383,77,-0.5312,145,0.45542,179,0.79707,143,0.47716,92,-0.2772
ENSG00000275052,PPP4R3B,112,1.46171,55,0.29592,24,-1.0505,29,-0.7228,41,-0.1534,32,-0.5464,43,-0.1027,50,0.14481,53,0.24734
ENSG00000138035,PNPT1,112,3.28105,27,0.57896,6,-1.8166,3,-2.4641,5,-1.8458,19,0.01166,5,-1.9356,22,0.29039,7,-1.5779
ENSG00000115380,EFEMP1,112,2.07754,77,1.40311,21,-0.7130,64,1.22749,24,-0.4401,3,-3.3368,8,-2.0916,1,-4.6348,14,-1.3115
ENSG00000055813,CCDC85A,112,2.09104,19,-0.8217,23,-0.5450,19,-0.8309,11,-1.5370,48,0.62687,45,0.52853,32,-0.0056,18,-0.9348
ENSG00000115392,FANCL,112,2.29749,13,-1.1533,12,-1.4363,13,-1.2908,9,-1.7420,42,0.56634,23,-0.3860,32,0.14035,34,0.27287
ENSG00000119866,BCL11A,112,-0.0227,54,-1.1375,83,-0.5183,100,-0.2146,124,0.13847,118,0.05791,154,0.48647,103,-0.1587,171,0.72558
ENSG00000162928,PEX13,112,3.31414,9,-1.0874,6,-1.6518,4,-2.2290,0,-6.3610,9,-1.0899,15,-0.3444,22,0.25472,17,-0.1776
ENSG00000162929,KIAA1841,112,3.02806,11,-0.9916,7,-1.6520,6,-1.7840,13,-0.7271,16,-0.3640,20,-0.0630,13,-0.7246,23,0.15672
ENSG00000237651,C2orf74,112,0.65379,75,0.02189,60,-0.3600,73,-0.0305,103,0.52966,89,0.29309,73,-0.0283,73,-0.0312,50,-0.6431
ENSG00000115464,USP34,112,1.55932,33,-0.3988,23,-0.9809,34,-0.3980,33,-0.4236,35,-0.3354,33,-0.4330,35,-0.3290,66,0.73854
ENSG00000082898,XPO1,112,0.88339,48,-0.4584,38,-0.8336,61,-0.0878,51,-0.3684,106,0.80176,94,0.60636,46,-0.5629,67,0.08069
ENSG00000115484,CCT4,112,-0.2822,109,-0.3253,83,-0.7931,113,-0.2900,89,-0.6309,218,0.77601,213,0.73692,161,0.31223,146,0.14126
ENSG00000173163,COMMD1,112,1.59517,42,-0.0070,25,-0.8811,24,-0.8973,60,0.54026,44,0.05360,48,0.20541,30,-0.5657,44,0.05375
ENSG00000170340,B3GNT2,112,2.71353,8,-1.5653,8,-1.7180,11,-1.2785,4,-2.4015,47,1.06230,23,-0.0403,12,-1.0942,28,0.27085
ENSG00000186889,TMEM17,112,2.81965,3,-3.0467,10,-1.2844,5,-2.3135,40,0.89457,14,-0.7410,16,-0.5500,26,0.24112,15,-0.6708
ENSG00000115504,EHBP1,112,1.27570,36,-0.5424,37,-0.5255,51,-0.0018,34,-0.6270,56,0.13759,57,0.17249,46,-0.1841,51,-0.0073
ENSG00000014641,MDH1,112,-2.6232,260,-1.3806,346,-1.0186,535,-0.3172,1081,0.82544,1353,1.20323,1161,0.94341,772,0.30860,564,-0.2281
ENSG00000169764,UGP2,112,-0.4599,149,-0.0122,139,-0.1402,220,0.66836,197,0.42820,145,-0.0560,138,-0.1354,110,-0.5134,139,-0.1328
ENSG00000197329,PELI1,112,3.27970,15,-0.2912,5,-2.1052,10,-0.9659,3,-2.4846,3,-2.6181,2,-3.1799,8,-1.2977,32,0.92944
ENSG00000119862,LGALSL,112,1.90047,16,-1.2160,26,-0.5424,25,-0.6163,18,-1.0579,42,0.23743,37,0.05690,38,0.10885,32,-0.1663
ENSG00000119844,AFTPH,112,1.48163,24,-0.9565,17,-1.5552,34,-0.4682,47,0.04381,43,-0.0861,51,0.17935,46,0.01429,60,0.48057
ENSG00000237638,LINC02245,112,2.46329,12,-1.1767,16,-0.8242,21,-0.4350,43,0.73203,23,-0.2630,26,-0.0731,18,-0.6704,13,-1.1552
ENSG00000115902,SLC1A4,112,0.39449,58,-0.6135,68,-0.4060,124,0.62979,60,-0.5571,70,-0.3329,99,0.20907,81,-0.1265,92,0.10016
ENSG00000011523,CEP68,112,1.39746,30,-0.7095,27,-0.8892,30,-0.7531,33,-0.5567,39,-0.3094,45,-0.0765,32,-0.6336,90,1.16751
ENSG00000138069,RAB1A,112,-0.7485,122,-0.6111,134,-0.5060,168,-0.1362,224,0.32764,304,0.82282,267,0.60839,158,-0.2351,208,0.23130
ENSG00000138071,ACTR2,112,-0.4314,117,-0.3542,104,-0.5749,120,-0.3483,151,0.03729,229,0.69951,174,0.25324,193,0.46693,151,0.04227
ENSG00000198369,SPRED2,112,1.68236,10,-2.0866,22,-0.9873,21,-1.0820,31,-0.3859,57,0.54844,29,-0.4789,61,0.73823,39,-0.0552
ENSG00000197223,C1D,112,0.78817,35,-1.0278,40,-0.8579,63,-0.1393,89,0.41533,82,0.29976,78,0.20799,91,0.50170,51,-0.4636
ENSG00000115946,PNO1,112,2.75873,8,-1.5351,12,-1.1017,16,-0.6336,16,-0.5698,8,-1.5804,19,-0.3250,24,0.05248,19,-0.3197
ENSG00000221823,PPP3R1,112,-0.3761,41,-1.8699,67,-1.2040,145,0.02571,94,-0.6377,184,0.40557,149,0.06700,182,0.42903,242,0.95689
ENSG00000119865,CNRIP1,112,-0.4984,107,-0.5582,88,-0.9119,140,-0.1605,264,0.86072,263,0.85143,170,0.14943,124,-0.3604,193,0.38530
ENSG00000198380,GFPT1,112,1.49340,8,-2.4851,35,-0.4159,33,-0.5065,29,-0.6522,80,0.91674,62,0.51913,51,0.22657,27,-0.8177
ENSG00000169599,NFU1,112,1.38715,44,-0.1193,30,-0.7393,33,-0.6048,94,1.09924,49,0.04949,69,0.57446,37,-0.4333,26,-0.9717
ENSG00000115977,AAK1,112,-0.3342,58,-1.3307,88,-0.7487,98,-0.5809,168,0.29726,170,0.32026,207,0.63813,191,0.56632,168,0.32837
ENSG00000124380,SNRNP27,112,1.03652,65,0.15921,45,-0.4534,45,-0.4474,89,0.66470,71,0.29855,52,-0.1941,47,-0.3720,51,-0.2415
ENSG00000169564,PCBP1,112,-0.8314,216,0.18040,117,-0.8165,200,0.06635,254,0.43707,267,0.51812,249,0.40923,189,-0.0304,196,0.03158
ENSG00000116001,TIA1,112,2.12372,30,-0.1031,15,-1.2115,26,-0.3512,9,-1.8350,24,-0.4346,31,-0.0660,27,-0.2495,37,0.23985
ENSG00000116005,PCYOX1,112,1.03383,48,-0.2991,33,-0.9205,56,-0.0826,106,0.95425,40,-0.5733,85,0.58805,34,-0.8682,62,0.09572
ENSG00000143977,SNRPG,112,0.52810,112,0.53032,81,0.03086,67,-0.3007,101,0.36579,65,-0.3187,91,0.20408,76,-0.0957,56,-0.5950
ENSG00000035141,FAM136A,112,2.00323,24,-0.5097,21,-0.7969,24,-0.5484,37,0.11467,25,-0.4603,32,-0.1069,45,0.49192,16,-1.1931
ENSG00000075340,ADD2,112,-0.0801,34,-1.8763,71,-0.8203,100,-0.2676,126,0.11066,93,-0.3616,159,0.47244,123,0.07755,208,1.03982
ENSG00000144043,TEX261,112,2.47339,28,0.05654,14,-1.0063,24,-0.1875,15,-0.8367,23,-0.2487,11,-1.3247,17,-0.7769,25,-0.1009
ENSG00000124357,NAGK,112,1.21153,39,-0.4492,38,-0.5478,33,-0.7838,86,0.77961,53,0.00768,65,0.32103,42,-0.3695,53,0.00691
ENSG00000124383,MPHOSPH10,112,2.15617,19,-0.7734,14,-1.2326,18,-0.8866,14,-1.1665,28,-0.1817,32,0.05433,34,0.11774,35,0.19903
ENSG00000124374,PAIP2B,112,2.73185,57,1.41849,14,-0.8422,15,-0.7371,26,0.12355,7,-1.8196,13,-0.9498,8,-1.7045,11,-1.2594
ENSG00000075292,ZNF638,112,1.14434,53,-0.0515,33,-0.8287,52,-0.0999,42,-0.3963,43,-0.3775,75,0.49288,48,-0.2264,62,0.20064
ENSG00000003137,CYP26B1,112,1.95921,17,-1.0431,13,-1.5091,27,-0.4029,19,-0.8882,51,0.59984,1,-4.5728,10,-1.9040,75,1.44055
ENSG00000144036,EXOC6B,112,1.71092,27,-0.5856,34,-0.2638,22,-0.9390,36,-0.1498,44,0.16280,44,0.14263,27,-0.6513,44,0.18950
ENSG00000135638,EMX1,112,3.20615,7,-1.5580,9,-1.1462,11,-0.8945,0,-6.4814,26,0.42893,8,-1.3181,21,0.15544,9,-1.2678
ENSG00000144040,SFXN5,112,0.05742,124,0.21956,158,0.67426,180,0.93087,47,-1.2543,52,-1.1085,69,-0.6812,82,-0.4554,78,-0.5273
ENSG00000135631,RAB11FIP5,112,1.46517,12,-2.0020,25,-0.9552,19,-1.3491,33,-0.4719,46,-0.0037,80,0.88736,67,0.68323,44,-0.0741
ENSG00000272702,AC010913.1,112,2.82534,19,-0.2974,18,-0.3916,12,-0.9597,18,-0.3444,18,-0.3868,14,-0.7194,14,-0.7704,13,-0.8443
ENSG00000135632,SMYD5,112,2.65806,13,-0.9220,10,-1.3780,16,-0.6874,6,-2.0748,24,-0.0539,38,0.67407,18,-0.4679,19,-0.4272
ENSG00000135617,PRADC1,112,2.12508,22,-0.5695,21,-0.6748,22,-0.6283,18,-0.8473,37,0.24749,23,-0.5225,38,0.31153,20,-0.7182
ENSG00000135624,CCT7,112,-0.4314,125,-0.2619,90,-0.8164,112,-0.4599,172,0.23475,241,0.78030,205,0.51903,153,0.05439,179,0.33438
ENSG00000163013,FBXO41,112,0.53422,76,-0.0655,74,-0.1244,84,0.08681,56,-0.5377,51,-0.6688,49,-0.7358,79,-0.0131,109,0.54231
ENSG00000135625,EGR4,112,1.58535,4,-3.4707,21,-1.1118,10,-2.2650,0,-5.5798,111,1.57746,70,0.79343,62,0.66612,35,-0.3161
ENSG00000144034,TPRKB,112,2.36474,21,-0.4362,19,-0.6552,15,-1.0104,24,-0.2449,27,-0.0759,23,-0.3396,18,-0.7375,29,0.02719
ENSG00000124356,STAMBP,112,2.33197,36,0.35113,13,-1.2311,12,-1.3644,24,-0.2945,29,0.00951,29,0.02737,20,-0.5927,27,-0.1164
ENSG00000114956,DGUOK,112,0.77955,49,-0.5169,50,-0.5219,59,-0.2435,69,0.01824,93,0.48494,64,-0.0966,70,0.03907,72,0.09194
ENSG00000163170,BOLA3,112,0.26742,82,-0.2110,78,-0.3050,96,0.02945,129,0.49533,77,-0.3149,124,0.43947,102,0.13359,74,-0.3995
ENSG00000225439,BOLA3-AS1,112,2.80122,9,-1.4234,6,-1.9620,21,-0.1857,27,0.24328,10,-1.1876,14,-0.7027,16,-0.6280,21,-0.1476
ENSG00000114978,MOB1A,112,2.55936,30,0.24937,13,-1.0808,27,0.05727,27,0.05871,17,-0.6162,13,-1.0031,8,-1.7914,20,-0.4015
ENSG00000204843,DCTN1,112,-1.4233,166,-0.8309,170,-0.8527,205,-0.5540,274,-0.0666,406,0.55650,452,0.73040,431,0.72920,348,0.34400
ENSG00000005448,WDR54,112,1.72908,22,-0.8762,12,-1.7898,18,-1.2438,50,0.38107,59,0.62629,41,0.07643,34,-0.2630,50,0.41055
ENSG00000115274,INO80B,112,2.08572,26,-0.3597,22,-0.6212,15,-1.2245,34,0.08144,45,0.51089,41,0.37680,19,-0.8621,26,-0.3601
ENSG00000239779,WBP1,112,0.68658,94,0.40791,72,-0.0155,78,0.12289,97,0.46464,80,0.15036,43,-0.7924,50,-0.5979,58,-0.3674
ENSG00000115275,MOGS,112,2.86687,14,-0.6589,10,-1.1945,5,-2.2129,20,-0.1312,17,-0.3729,23,0.01522,8,-1.5295,28,0.38965
ENSG00000204822,MRPL53,112,3.47448,20,0.18175,9,-1.0738,7,-1.3615,17,-0.0487,9,-1.0268,12,-0.5632,6,-1.5097,6,-1.5117
ENSG00000115307,AUP1,112,0.94191,59,-0.0679,39,-0.7465,41,-0.6787,56,-0.1519,89,0.57782,73,0.25064,70,0.19972,59,-0.0976
ENSG00000115317,HTRA2,112,1.74716,25,-0.6764,21,-1.0259,43,0.16557,32,-0.3086,41,0.06788,56,0.57655,33,-0.2600,24,-0.7965
ENSG00000135622,SEMA4F,112,1.77146,3,-3.4299,21,-0.9381,21,-0.9601,15,-1.4046,72,1.00624,44,0.21639,46,0.31744,38,-0.0226
ENSG00000115350,POLE4,112,0.15056,132,0.41758,95,-0.1085,107,0.09013,103,0.01842,105,0.05014,103,0.02579,80,-0.3897,100,-0.0275
ENSG00000115364,MRPL19,112,2.07005,37,0.18500,18,-0.9901,20,-0.8272,29,-0.2099,37,0.18626,26,-0.3430,23,-0.5925,33,0.00592
ENSG00000176204,LRRTM4,112,1.99539,8,-2.1004,11,-1.7870,27,-0.3955,25,-0.4644,28,-0.3128,17,-1.0076,34,0.01566,55,0.83706
ENSG00000066032,CTNNA2,112,-0.1505,66,-0.9521,110,-0.1877,140,0.21884,93,-0.4251,224,0.96322,125,0.02074,135,0.16429,105,-0.2684
ENSG00000162951,LRRTM1,112,0.27717,35,-1.4742,53,-0.9314,51,-0.9825,87,-0.1215,94,-0.0008,142,0.65759,179,1.18958,92,-0.0373
ENSG00000163541,SUCLG1,112,0.28011,75,-0.3445,56,-0.8276,97,0.07023,105,0.17859,135,0.58109,111,0.27011,85,-0.1667,101,0.12604
ENSG00000034510,TMSB10,112,-4.8823,2466,-0.3353,3041,-0.0116,4041,0.48676,2401,-0.3767,7689,1.52240,2480,-0.3269,2488,-0.3478,2759,-0.1760
ENSG00000176407,KCMF1,112,1.12065,49,-0.1909,48,-0.2657,48,-0.2637,33,-0.7974,48,-0.2380,63,0.17975,60,0.12459,55,-0.0177
ENSG00000152291,TGOLN2,112,0.11445,74,-0.5112,52,-1.1116,75,-0.5438,99,-0.0723,85,-0.3083,92,-0.1835,122,0.27467,195,1.15624
ENSG00000042445,RETSAT,112,2.35714,20,-0.5641,16,-0.8812,24,-0.2656,5,-2.5945,28,-0.0170,21,-0.4400,21,-0.4964,30,0.11474
ENSG00000042493,CAPG,112,3.64642,27,0.79232,16,-0.0271,3,-2.3969,9,-0.9334,0,-5.2469,4,-2.0110,6,-1.5661,6,-1.6065
ENSG00000168906,MAT2A,112,0.81515,73,0.12590,38,-0.9210,66,-0.0265,85,0.38103,45,-0.6079,75,0.17467,72,0.12041,65,-0.0549
ENSG00000115486,GGCX,112,1.73703,37,-0.1085,17,-1.3643,25,-0.7403,55,0.52985,54,0.49975,27,-0.5498,40,0.04090,31,-0.3811
ENSG00000168899,VAMP5,112,2.72129,63,1.57838,24,-0.0152,23,-0.0847,3,-2.7356,2,-3.3087,10,-1.2708,7,-1.7829,6,-2.0169
ENSG00000168894,RNF181,112,0.25243,144,0.66308,83,-0.2326,77,-0.3427,129,0.48511,129,0.48059,106,0.16978,84,-0.2048,64,-0.6608
ENSG00000168883,USP39,112,2.56063,10,-1.4222,14,-1.0144,20,-0.4175,11,-1.3095,29,0.21150,15,-0.7678,14,-0.9389,31,0.31099
ENSG00000115525,ST3GAL5,112,0.94396,43,-0.5751,46,-0.4932,42,-0.6398,34,-0.9142,62,0.00956,69,0.17347,107,0.98143,48,-0.4126
ENSG00000132300,PTCD3,112,1.67720,39,-0.0405,20,-1.1237,40,-0.0374,52,0.39333,42,0.05551,35,-0.2245,30,-0.5104,34,-0.2959
ENSG00000132305,IMMT,112,0.57022,39,-1.0505,38,-1.1576,56,-0.5394,69,-0.1896,102,0.41829,82,0.08719,86,0.17940,124,0.83034
ENSG00000132313,MRPL35,112,1.40771,40,-0.2344,34,-0.5549,48,0.02920,31,-0.6216,49,0.07095,34,-0.4842,45,-0.0643,46,-0.0437
ENSG00000068615,REEP1,112,-0.0768,42,-1.5295,62,-1.0240,81,-0.6021,172,0.61026,161,0.50128,183,0.70611,136,0.26010,147,0.39392
ENSG00000115548,KDM3A,112,2.87649,10,-1.2208,7,-1.7095,12,-0.9492,16,-0.5317,24,0.13037,12,-0.9707,26,0.26751,13,-0.9019
ENSG00000115561,CHMP3,112,-0.0081,93,-0.2876,107,-0.0797,91,-0.3500,89,-0.3623,158,0.54038,104,-0.1239,167,0.70241,87,-0.4202
ENSG00000239305,RNF103,112,1.52104,17,-1.3827,26,-0.8852,38,-0.2407,63,0.54828,67,0.65686,20,-1.1606,46,0.06589,38,-0.2517
ENSG00000153561,RMND5A,112,1.56453,35,-0.3336,22,-1.1067,25,-0.8837,72,0.80620,63,0.59043,26,-0.7798,49,0.23213,31,-0.5313
ENSG00000222041,CYTOR,112,2.32530,4,-2.7006,21,-0.5151,9,-1.7217,21,-0.4693,24,-0.2650,28,-0.0258,54,1.14489,8,-1.9960
ENSG00000172005,MAL,112,1.20231,270,2.92695,37,-0.6119,39,-0.5058,48,-0.1498,14,-1.9671,20,-1.4743,15,-1.9555,23,-1.3464
ENSG00000144029,MRPS5,112,1.34522,47,-0.0586,22,-1.2763,47,-0.0805,53,0.11133,36,-0.4752,52,0.11056,49,4.13227,51,0.05750
ENSG00000115041,KCNIP3,112,1.33906,37,-0.4438,25,-1.0668,40,-0.3436,36,-0.4777,74,0.65356,38,-0.3936,38,-0.4315,68,0.56677
ENSG00000115042,FAHD2A,112,2.25370,26,-0.2011,18,-0.8050,33,0.17148,11,-1.4667,25,-0.2626,15,-1.0249,23,-0.4150,25,-0.2800
ENSG00000158050,DUSP2,112,2.20004,4,-2.8733,14,-1.2874,10,-1.7085,4,-2.9590,33,0.10315,64,1.17747,28,-0.1392,39,0.43034
ENSG00000084090,STARD7,112,-0.3282,137,-0.0111,110,-0.3774,109,-0.3999,149,0.11587,161,0.24515,131,-0.0865,177,0.43342,157,0.22117
ENSG00000135956,TMEM127,112,0.93556,34,-0.9106,32,-1.0908,31,-1.1306,70,0.17589,46,-0.4656,77,0.33467,89,0.63367,84,0.51900
ENSG00000144021,CIAO1,112,0.75468,42,-0.7525,43,-0.7689,45,-0.7154,86,0.33964,64,-0.1373,76,0.13430,92,0.48757,82,0.27894
ENSG00000144028,SNRNP200,112,1.06312,40,-0.5420,29,-1.1022,51,-0.2087,43,-0.4430,58,0.01646,69,0.27154,63,0.15442,71,0.35203
ENSG00000114982,KANSL3,112,3.30697,13,-0.5766,11,-0.8766,6,-1.7371,16,-0.2302,8,-1.1987,6,-1.5501,13,-0.6156,14,-0.4400
ENSG00000213337,ANKRD39,112,1.34951,18,-1.5116,31,-0.7485,37,-0.4500,46,-0.1054,66,0.46373,52,0.10279,57,0.27031,46,-0.1077
