Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to9,Feature log2 fold change topic 2to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000121486,TRMT1L,15,-0.1753,19,0.55465,12,-0.5729,11,-0.6723
ENSG00000116679,IVNS1ABP,80,1.17044,37,-0.3668,46,0.23339,16,-1.3786
ENSG00000047410,TPR,78,0.77734,46,-0.2261,50,0.06129,34,-0.5462
ENSG00000157181,ODR4,20,0.83327,10,-0.5869,15,0.40520,12,0.02138
ENSG00000162670,BRINP3,6,-2.0909,29,0.52368,37,0.53343,17,-0.7126
ENSG00000116741,RGS2,13,-1.4386,39,1.12173,22,-0.6589,19,-0.8705
ENSG00000116750,UCHL5,25,-1.2737,68,1.22490,29,-1.0197,32,-0.8800
ENSG00000116747,RO60,79,2.18700,14,-1.7071,50,1.29412,10,-1.2397
ENSG00000023572,GLRX2,33,-0.7602,60,0.74522,37,-0.5734,38,-0.5459
ENSG00000134371,CDC73,39,0.81510,22,-0.4023,30,0.36318,18,-0.4594
ENSG00000162630,B3GALT2,20,-2.1178,101,1.95713,34,-1.2920,23,-1.8874
ENSG00000287364,AL353709.1,0,-4.1180,17,2.18768,6,-1.1827,4,-1.7884
ENSG00000177888,ZBTB41,20,-0.5416,32,0.63474,22,-0.3935,18,-0.6602
ENSG00000134376,CRB1,7,-0.4225,7,-1.3915,39,2.43622,8,-0.2955
ENSG00000203724,C1orf53,5,-0.9849,11,0.51406,6,-0.7501,11,0.21137
ENSG00000151414,NEK7,103,2.02721,26,-0.8985,26,-0.3166,17,-1.0026
ENSG00000162702,ZNF281,48,0.95358,28,0.23610,17,-0.6996,6,-2.2032
ENSG00000118200,CAMSAP2,70,-0.9065,142,0.76551,74,-0.8169,106,-0.2743
ENSG00000116852,KIF21B,8,-2.3810,44,0.53240,43,0.10820,40,-0.0202
ENSG00000116857,TMEM9,93,-0.7862,170,0.57874,123,-0.3606,125,-0.3312
ENSG00000118194,TNNT2,0,-6.0141,13,1.85008,3,-1.6819,7,-0.5862
ENSG00000174307,PHLDA3,95,1.24413,41,-0.4719,33,-0.4793,41,-0.1303
ENSG00000159176,CSRP1,1015,2.59677,129,-2.0878,448,0.99735,191,-0.3839
ENSG00000134369,NAV1,72,0.91932,38,-0.3524,41,-0.0014,33,-0.3258
ENSG00000198700,IPO9,39,-0.4006,56,0.62788,29,-0.8703,40,-0.3446
ENSG00000198892,SHISA4,181,0.48734,136,0.10329,96,-0.5065,103,-0.4087
ENSG00000134375,TIMM17A,28,-2.1271,136,1.13939,76,-0.6606,81,-0.5582
ENSG00000176393,RNPEP,10,-0.4872,13,0.04483,23,0.90027,6,-1.1636
ENSG00000170075,GPR37L1,126,0.29043,66,-1.6537,384,2.30551,118,0.17574
ENSG00000143862,ARL8A,170,0.47127,136,0.41529,66,-0.9996,70,-0.9230
ENSG00000077152,UBE2T,3,-3.2023,32,1.61358,12,-1.1371,16,-0.7828
ENSG00000077157,PPP1R12B,55,0.32296,46,0.16178,41,-0.1603,28,-0.7063
ENSG00000117139,KDM5B,17,-0.4022,24,0.43286,12,-0.8857,24,0.08199
ENSG00000183155,RABIF,11,-1.5678,36,0.68297,23,-0.5427,33,0.02730
ENSG00000117153,KLHL12,13,-1.6463,49,1.53224,18,-1.2395,19,-1.1476
ENSG00000159346,ADIPOR1,82,0.06767,80,0.12317,81,0.04286,58,-0.4577
ENSG00000159348,CYB5R1,23,-0.7683,41,0.44971,49,0.40588,18,-1.1548
ENSG00000163444,TMEM183A,46,-0.7543,82,0.57933,54,-0.5194,65,-0.2125
ENSG00000143847,PPFIA4,9,-1.5804,28,0.75793,19,-0.4587,22,-0.1759
ENSG00000163485,ADORA1,91,0.93411,51,-0.0159,37,-0.4987,27,-0.9749
ENSG00000133048,CHI3L1,25,0.98654,12,-0.5895,23,0.84360,6,-1.1471
ENSG00000159388,BTG2,28,1.80523,8,-0.7744,8,-0.2357,5,-0.8220
ENSG00000188783,PRELP,20,0.05210,15,-1.0534,60,1.97725,13,-0.6168
ENSG00000058668,ATP2B4,71,-1.6839,248,1.04301,159,-0.4582,131,-0.7550
ENSG00000182004,SNRPE,100,0.02863,100,0.11911,91,-0.1087,85,-0.2168
ENSG00000143850,PLEKHA6,12,-1.8420,52,1.53829,11,-1.9737,29,-0.5878
ENSG00000158615,PPP1R15B,25,0.22440,22,0.27312,18,-0.2896,13,-0.7371
ENSG00000133056,PIK3C2B,44,2.27974,9,-1.2372,10,-0.3020,9,-0.4697
ENSG00000198625,MDM4,49,1.65505,16,-0.5354,10,-0.9072,12,-0.5971
ENSG00000170382,LRRN2,12,-1.9114,50,1.09158,32,-0.4219,25,-0.8008
ENSG00000163531,NFASC,222,1.61291,80,-0.3534,52,-0.7811,32,-1.4758
ENSG00000184144,CNTN2,452,3.72182,36,-2.1768,29,-1.3807,18,-2.0749
ENSG00000117222,RBBP5,20,0.03837,20,0.23307,15,-0.3288,16,-0.3024
ENSG00000133059,DSTYK,56,-0.3859,80,0.75088,57,-0.3540,30,-1.3173
ENSG00000133069,TMCC2,90,1.56662,29,-0.7881,27,-0.4373,37,0.08260
ENSG00000117266,CDK18,101,2.55921,17,-1.4193,22,-0.1733,13,-0.9730
ENSG00000174514,MFSD4A,8,-3.7647,136,1.88038,42,-1.4569,60,-0.9263
ENSG00000158711,ELK4,32,1.27391,13,-0.5573,18,0.32728,8,-0.9444
ENSG00000069275,NUCKS1,651,0.85096,364,-0.3017,379,-0.0364,317,-0.3137
ENSG00000117280,RAB29,28,0.83512,13,-1.0169,36,1.24352,16,-0.0404
ENSG00000133065,SLC41A1,30,0.74864,16,-0.7174,37,1.06612,13,-0.5378
ENSG00000266028,SRGAP2,46,0.25725,40,0.12890,37,-0.0870,27,-0.5834
ENSG00000266094,RASSF5,5,-1.5613,20,1.72803,5,-1.5717,6,-1.4057
ENSG00000162889,MAPKAPK2,38,1.29421,13,-1.1890,40,1.36565,11,-0.6713
ENSG00000123836,PFKFB2,43,0.89903,20,-0.8668,53,1.26435,15,-0.7731
ENSG00000180667,YOD1,13,-0.0332,15,0.60996,11,-0.3679,5,-1.4084
ENSG00000196352,CD55,99,2.75741,16,-1.1659,5,-2.0558,7,-1.6909
ENSG00000117335,CD46,42,0.19501,40,0.35824,26,-0.5600,25,-0.6452
ENSG00000076356,PLXNA2,9,-2.3797,54,1.26293,25,-0.8931,32,-0.5198
ENSG00000008118,CAMK1G,4,-3.8008,65,1.86468,18,-1.6169,31,-0.7903
ENSG00000196878,LAMB3,1,-2.5459,11,0.86345,9,-0.1095,7,-0.4270
ENSG00000117597,UTP25,12,-0.6119,20,0.83036,8,-1.1060,13,-0.4466
ENSG00000143469,SYT14,11,-0.5260,17,0.83855,8,-0.8463,9,-0.7609
ENSG00000143473,KCNH1,2,-3.1125,28,1.65750,4,-2.4569,19,-0.2630
ENSG00000117625,RCOR3,39,0.59357,26,-0.1555,29,0.10410,20,-0.4901
ENSG00000170385,SLC30A1,14,-0.7524,23,0.10943,37,0.75764,14,-0.7185
ENSG00000123684,LPGAT1,59,0.28665,52,0.33581,29,-0.8374,36,-0.4696
ENSG00000143493,INTS7,4,-1.2342,10,0.56396,7,-0.3196,9,-0.0626
ENSG00000066027,PPP2R5A,52,0.83119,28,-0.4840,40,0.39438,26,-0.2647
ENSG00000065600,PACC1,105,3.44894,9,-2.0882,9,-1.0169,9,-1.0688
ENSG00000117691,NENF,708,1.95756,182,-0.9733,200,-0.2179,165,-0.5213
ENSG00000123685,BATF3,3,-1.3326,9,1.10063,5,-0.7193,4,-0.8261
ENSG00000117697,NSL1,44,0.70996,25,-0.5330,41,0.56977,26,-0.1641
ENSG00000203705,TATDN3,28,0.43177,21,0.13094,20,-0.0825,11,-0.9274
ENSG00000162769,FLVCR1,7,-0.4626,10,0.30770,10,0.09243,7,-0.4429
ENSG00000174606,ANGEL2,29,0.42433,23,0.05429,24,0.08110,13,-0.8856
ENSG00000136643,RPS6KC1,21,-0.3935,31,0.65047,21,-0.4403,16,-0.8243
ENSG00000117707,PROX1,33,1.93151,4,-2.7514,46,2.60281,7,-0.5900
ENSG00000143499,SMYD2,3,-3.7042,57,1.56726,22,-1.1112,31,-0.6356
ENSG00000152104,PTPN14,5,-1.3653,15,0.36609,18,0.39252,11,-0.3665
ENSG00000082482,KCNK2,7,-0.8820,15,1.29278,7,-0.8488,4,-1.7601
ENSG00000136636,KCTD3,36,1.00502,17,-0.5268,25,0.39658,14,-0.4710
ENSG00000092978,GPATCH2,10,-0.5365,15,0.54078,11,-0.3861,11,-0.4239
ENSG00000067533,RRP15,18,0.42496,15,0.56611,4,-1.8296,8,-0.7432
ENSG00000143353,LYPLAL1,33,0.60104,21,-0.2786,33,0.59883,12,-0.9431
ENSG00000136628,EPRS,69,0.08292,66,0.09637,65,0.00103,52,-0.3459
ENSG00000162813,BPNT1,13,-0.0917,15,0.69914,8,-0.8366,7,-0.9621
ENSG00000067704,IARS2,46,0.05210,45,0.06378,45,0.01295,38,-0.2322
ENSG00000118873,RAB3GAP2,43,-0.4859,66,0.75372,44,-0.4610,30,-1.0016
ENSG00000116141,MARK1,4,-3.2590,48,1.54144,20,-1.0174,25,-0.7340
ENSG00000162817,C1orf115,12,-3.4178,150,1.51972,43,-1.5927,100,-0.3172
ENSG00000117791,MARC2,4,-1.9671,20,1.12301,12,-0.5261,10,-0.7258
ENSG00000186205,MARC1,5,-0.9487,10,0.26464,5,-0.9877,15,0.71055
ENSG00000154305,MIA3,31,-0.5040,48,0.61897,35,-0.3094,26,-0.7610
ENSG00000186063,AIDA,45,-0.0760,48,0.12888,49,0.07483,38,-0.3353
ENSG00000162819,BROX,76,1.27726,28,-0.9087,60,0.85654,25,-0.5303
ENSG00000143502,SUSD4,6,-2.4920,37,0.95835,20,-0.6964,30,-0.0844
ENSG00000162909,CAPN2,70,1.10481,25,-1.3379,92,1.59638,30,-0.2521
ENSG00000143514,TP53BP2,46,0.19788,29,-1.2545,128,1.98506,38,-0.0930
ENSG00000143756,FBXO28,26,-0.3728,38,0.75033,21,-0.7228,19,-0.8239
ENSG00000143753,DEGS1,87,0.30809,74,0.14729,79,0.16099,33,-1.1816
ENSG00000143771,CNIH4,30,-0.0596,32,0.11483,37,0.26756,21,-0.5915
ENSG00000162923,WDR26,39,-0.1949,50,0.65128,25,-0.8778,30,-0.6274
ENSG00000143786,CNIH3,6,-1.9793,28,1.41579,12,-0.9228,12,-0.9755
ENSG00000154380,ENAH,91,0.94824,44,-0.6250,65,0.40140,49,-0.0513
ENSG00000143742,SRP9,194,-0.3402,249,0.17577,272,0.19223,195,-0.3341
ENSG00000143819,EPHX1,93,0.49045,51,-1.1736,193,1.77266,61,-0.1935
ENSG00000196187,TMEM63A,204,5.54385,3,-4.1788,11,-1.0823,0,-5.0158
ENSG00000143811,PYCR2,87,0.91942,47,-0.2652,57,0.20639,26,-0.9823
ENSG00000143751,SDE2,10,0.31673,7,-0.5763,20,1.39547,3,-1.2783
ENSG00000163041,H3F3A,632,1.35245,229,-0.8806,438,0.71422,199,-0.5461
ENSG00000182827,ACBD3,45,0.37732,36,0.11563,23,-0.6351,32,-0.1692
ENSG00000143799,PARP1,160,0.70587,102,-0.0986,100,-0.0487,66,-0.6968
ENSG00000203685,STUM,17,-2.0546,72,0.62266,52,-0.3697,72,0.16021
ENSG00000143772,ITPKB,151,2.60888,17,-2.3301,88,1.52077,20,-0.8780
ENSG00000143801,PSEN2,9,-0.9455,19,0.47215,15,-0.2135,16,-0.1239
ENSG00000163050,COQ8A,33,0.16622,31,0.22506,31,0.06015,15,-1.0006
ENSG00000143776,CDC42BPA,129,0.78874,78,-0.0762,64,-0.3378,55,-0.5798
ENSG00000143740,SNAP47,17,-1.9509,73,1.07031,25,-1.4034,62,-0.0179
ENSG00000081692,JMJD4,9,-0.7494,17,0.56137,16,-0.0018,9,-0.7619
ENSG00000143761,ARF1,159,-1.2591,420,1.04715,192,-0.9714,258,-0.5252
ENSG00000143793,C1orf35,48,1.00882,25,-0.1346,19,-0.4772,16,-0.7239
ENSG00000162910,MRPL55,73,-0.3763,100,0.42347,69,-0.4650,81,-0.2127
ENSG00000143774,GUK1,470,-0.1863,527,-0.0247,497,-0.0979,640,0.30421
ENSG00000198835,GJC2,95,4.66914,3,-3.1333,3,-1.9927,3,-1.9891
ENSG00000154370,TRIM11,3,-2.0501,16,0.82147,14,0.04410,9,-0.6994
ENSG00000181218,HIST3H2A,14,-0.4826,21,0.67843,10,-0.8735,14,-0.3815
ENSG00000168159,RNF187,153,-1.2208,373,0.57294,288,-0.2607,311,-0.1407
ENSG00000116574,RHOU,271,4.27305,14,-2.7546,17,-1.1423,5,-2.7808
ENSG00000168118,RAB4A,71,-0.3232,89,0.12299,97,0.17011,77,-0.1821
ENSG00000154429,CCSAP,45,-0.9707,94,0.66514,67,-0.3688,66,-0.3914
ENSG00000069248,NUP133,38,0.28688,31,-0.0620,45,0.55512,15,-1.1025
ENSG00000135776,ABCB10,11,-0.0222,11,-0.0086,13,0.32165,9,-0.3406
ENSG00000135801,TAF5L,11,0.09917,11,0.06603,14,0.50511,5,-1.1645
ENSG00000143641,GALNT2,23,-0.5652,33,-0.0461,47,0.57504,31,-0.0850
ENSG00000177614,PGBD5,19,-2.6497,138,1.46249,57,-1.0697,73,-0.6834
ENSG00000135775,COG2,26,0.81161,14,-0.3831,20,0.38904,11,-0.5643
ENSG00000135744,AGT,302,0.86291,88,-2.2510,851,2.93260,106,-0.8055
ENSG00000119280,C1orf198,184,3.27364,13,-2.6929,60,0.93867,20,-0.7660
ENSG00000143643,TTC13,9,0.01974,10,0.64044,5,-0.9062,5,-0.8894
ENSG00000173409,ARV1,25,-0.2460,33,0.62751,20,-0.6251,18,-0.7351
ENSG00000143633,C1orf131,12,0.48757,8,-0.2906,12,0.55907,6,-0.5707
ENSG00000116906,GNPAT,86,-0.2109,105,0.42614,78,-0.3509,71,-0.5017
ENSG00000116903,EXOC8,5,-1.4263,16,1.30595,3,-1.9244,10,-0.4064
ENSG00000135766,EGLN1,76,-0.0737,79,-0.0415,96,0.29468,72,-0.1543
ENSG00000116918,TSNAX,61,-0.4020,86,0.48860,68,-0.2408,54,-0.5843
ENSG00000116991,SIPA1L2,15,-1.0933,34,0.53220,26,-0.2888,29,-0.0973
ENSG00000135778,NTPCR,67,-0.0228,69,0.10382,75,0.17533,50,-0.4636
ENSG00000135749,PCNX2,12,-1.9112,49,0.91408,33,-0.4340,34,-0.3843
ENSG00000135750,KCNK1,49,-1.6698,181,1.63807,49,-1.6638,75,-1.0372
ENSG00000183780,SLC35F3,2,-3.1578,27,1.86967,12,-0.9275,7,-1.5953
ENSG00000168275,COA6,37,-1.3908,105,0.78657,67,-0.5141,78,-0.2736
ENSG00000059588,TARBP1,15,-0.3431,20,0.44417,15,-0.2746,13,-0.4858
ENSG00000168264,IRF2BP2,129,0.77718,77,-0.2096,88,0.15342,49,-0.7508
ENSG00000173726,TOMM20,186,-0.7894,359,1.00341,155,-1.0719,196,-0.7134
ENSG00000054267,ARID4B,173,1.41568,61,-0.8578,98,0.42996,62,-0.2962
ENSG00000152904,GGPS1,25,-0.1039,29,0.47039,11,-1.3027,26,-0.0349
ENSG00000168243,GNG4,8,-2.0746,36,0.36557,46,0.49064,29,-0.2202
ENSG00000143669,LYST,12,-0.4958,19,0.62503,15,-0.2244,9,-0.9100
ENSG00000077585,GPR137B,23,-0.1697,21,-0.7490,60,1.41453,27,0.06151
ENSG00000086619,ERO1B,11,0.29600,10,0.18876,7,-0.3124,6,-0.5561
ENSG00000116977,LGALS8,13,-1.5230,43,1.10549,24,-0.6771,23,-0.7552
ENSG00000077522,ACTN2,18,-1.9511,80,1.61214,23,-1.5823,37,-0.8740
ENSG00000116984,MTR,17,0.60702,11,-0.4571,21,0.92262,6,-0.9776
ENSG00000198626,RYR2,7,-3.4064,93,1.63566,24,-1.7531,58,-0.4202
ENSG00000270188,MTRNR2L11,12,0.41341,7,-1.2608,18,1.00744,20,1.21493
ENSG00000133019,CHRM3,1,-5.3655,72,1.75874,29,-1.0481,32,-0.8895
ENSG00000155816,FMN2,16,-1.9257,56,-0.0316,116,1.19858,40,-0.5295
ENSG00000180875,GREM2,0,-8.2871,27,2.32283,9,-1.2568,6,-1.7310
ENSG00000182901,RGS7,9,-3.0793,90,1.52831,36,-1.0858,47,-0.6901
ENSG00000287516,AL359764.2,1,-2.6236,12,1.24708,6,-0.8061,7,-0.4923
ENSG00000091483,FH,29,-1.1826,72,0.89832,50,-0.3604,36,-0.8363
ENSG00000054277,OPN3,1,-4.4468,42,1.56802,15,-1.2450,25,-0.4723
ENSG00000203668,CHML,8,-1.9015,35,1.14620,17,-0.8460,22,-0.4982
ENSG00000143702,CEP170,68,0.33911,58,0.24739,41,-0.4530,36,-0.6554
ENSG00000054282,SDCCAG8,112,1.37566,37,-1.1385,90,0.99667,43,-0.2043
ENSG00000117020,AKT3,64,-1.1061,145,0.60446,107,-0.3235,115,-0.2122
ENSG00000179456,ZBTB18,43,-1.8953,179,1.21097,73,-1.1144,115,-0.4302
ENSG00000035687,ADSS,55,-0.0994,67,0.78163,29,-1.0847,31,-0.9666
ENSG00000203667,COX20,123,0.20634,94,-0.6429,190,0.92825,126,0.24559
ENSG00000153187,HNRNPU,207,0.30903,172,0.05038,160,-0.1030,132,-0.3999
ENSG00000203666,EFCAB2,24,1.06858,10,-0.8419,19,0.68122,13,-0.0086
ENSG00000185420,SMYD3,9,-1.6046,31,0.64615,20,-0.5207,29,0.09176
ENSG00000162852,CNST,11,-2.2289,61,1.42918,25,-1.0460,30,-0.7766
ENSG00000143653,SCCPDH,89,0.10773,87,0.30792,78,-0.0959,45,-0.9362
ENSG00000153207,AHCTF1,14,-0.4899,22,0.67933,19,-0.0572,7,-1.4384
ENSG00000259823,LYPD8,3,-1.9146,15,0.86989,7,-0.9580,14,0.07777
ENSG00000175137,SH3BP5L,2,-2.8208,24,1.74295,6,-1.7284,12,-0.7129
ENSG00000171161,ZNF672,14,0.28906,10,-0.5072,18,0.64415,13,0.20951
ENSG00000171163,ZNF692,15,0.69360,9,-0.1311,10,0.10120,5,-0.7799
ENSG00000035115,SH3YL1,45,0.92624,24,-0.1418,18,-0.5114,19,-0.4680
ENSG00000143727,ACP1,51,-1.0614,111,0.57317,91,-0.1566,81,-0.3391
ENSG00000151353,TMEM18,39,0.26242,35,0.22960,23,-0.5987,27,-0.3387
ENSG00000186487,MYT1L,14,-3.4816,179,1.36833,82,-0.9138,111,-0.4649
ENSG00000032389,EIPR1,16,-1.4347,45,0.74740,25,-0.7121,40,-0.0267
ENSG00000171853,TRAPPC12,30,-0.3925,41,0.29893,43,0.15840,27,-0.5868
ENSG00000182551,ADI1,63,0.46383,40,-0.7313,90,1.05551,47,-0.0086
ENSG00000171865,RNASEH1,25,-0.6165,42,0.81069,26,-0.5140,20,-0.9424
ENSG00000234171,RNASEH1-AS1,16,0.70337,8,-0.7704,14,0.49436,14,0.53580
ENSG00000171863,RPS7,860,0.83866,458,-0.5442,582,0.19322,563,0.13936
ENSG00000232044,SILC1,88,2.59065,14,-1.5345,20,-0.0504,13,-0.7341
ENSG00000228203,RNF144A-AS1,1,-3.5062,15,2.06889,0,-4.0999,9,-0.4656
ENSG00000151692,RNF144A,53,0.99799,29,0.13839,16,-0.8953,11,-1.3951
ENSG00000115738,ID2,132,-0.5396,189,0.07324,290,0.71776,117,-0.7216
ENSG00000134313,KIDINS220,102,-0.4108,141,0.38412,129,-0.0360,94,-0.5390
ENSG00000143797,MBOAT2,85,0.78296,48,-0.4355,75,0.57127,35,-0.6391
ENSG00000151693,ASAP2,23,-0.4578,31,-0.0281,45,0.59270,27,-0.2473
ENSG00000119185,ITGB1BP1,87,-0.5418,133,0.47842,90,-0.4887,110,-0.1767
ENSG00000119203,CPSF3,15,-0.3367,21,0.38332,18,-0.0684,13,-0.5759
ENSG00000134330,IAH1,49,-0.0372,54,0.35923,49,-0.0625,28,-0.9253
ENSG00000151694,ADAM17,46,1.25360,18,-0.6566,29,0.47917,13,-0.7353
ENSG00000134308,YWHAQ,561,0.68118,373,0.06096,287,-0.3941,225,-0.7663
ENSG00000205795,CYS1,5,-0.8830,8,-0.1053,12,0.47850,11,0.35974
ENSG00000115756,HPCAL1,36,-2.9119,297,1.20728,134,-0.9660,215,-0.2432
ENSG00000115758,ODC1,28,0.31859,22,-0.1946,30,0.41873,18,-0.3771
ENSG00000115761,NOL10,11,-0.2590,15,0.47296,9,-0.5837,11,-0.3438
ENSG00000143870,PDIA6,63,-0.3662,85,0.30197,90,0.17467,53,-0.6523
ENSG00000162975,KCNF1,24,-2.2012,122,1.28278,68,-0.6428,59,-0.8642
ENSG00000145063,AC062028.1,0,-7.6910,11,1.40646,6,-0.6213,6,-0.5872
ENSG00000134318,ROCK2,47,-1.2118,118,0.79023,86,-0.3042,71,-0.5998
ENSG00000169016,E2F6,13,0.51661,8,-0.3037,9,0.04377,10,0.11661
ENSG00000196208,GREB1,7,-0.2623,8,-0.1492,14,0.73625,7,-0.3241
ENSG00000169006,NTSR2,63,0.47223,31,-1.4514,134,1.80505,65,0.52161
ENSG00000134324,LPIN1,57,0.15628,53,0.22749,55,0.10100,25,-1.0701
ENSG00000071575,TRIB2,13,-1.2648,32,0.29411,41,0.46017,25,-0.3377
ENSG00000162981,LRATD1,14,-1.9749,64,1.26185,24,-1.2410,41,-0.4135
ENSG00000151779,NBAS,29,-0.3742,41,0.66753,24,-0.6496,24,-0.6618
ENSG00000079785,DDX1,83,-0.7333,156,1.04300,74,-0.9134,69,-1.0256
ENSG00000197872,FAM49A,21,-3.1161,204,1.40993,90,-0.9677,118,-0.5574
ENSG00000163032,VSNL1,83,-4.4222,2049,1.94981,625,-1.4725,882,-0.9549
ENSG00000163029,SMC6,24,1.01617,12,-0.3559,13,-0.0119,9,-0.5048
ENSG00000240857,RDH14,17,-0.7502,32,0.92010,18,-0.6585,15,-0.9349
ENSG00000118965,WDR35,6,-0.5235,9,-0.0634,13,0.60369,8,-0.1141
ENSG00000068697,LAPTM4A,90,0.05553,79,-0.4841,170,1.10406,70,-0.3449
ENSG00000055917,PUM2,67,-0.4006,93,0.45843,66,-0.4277,71,-0.3070
ENSG00000143878,RHOB,310,0.86716,178,-0.1354,181,-0.0120,95,-1.0117
ENSG00000118960,HS1BP3,17,1.01081,7,-0.8769,15,0.78416,9,0.03971
ENSG00000118961,LDAH,7,-0.1957,9,0.54360,6,-0.4263,5,-0.7790
ENSG00000119771,KLHL29,0,-7.7261,11,1.11439,3,-1.6357,12,0.39182
ENSG00000173960,UBXN2A,24,1.10679,9,-1.2040,24,1.13215,14,0.25367
ENSG00000119782,FKBP1B,6,-3.2126,67,1.31319,32,-0.8523,42,-0.4554
ENSG00000115128,SF3B6,213,0.67300,133,-0.2594,141,0.00432,125,-0.1794
ENSG00000219626,FAM228B,48,0.87206,23,-0.8433,43,0.65488,35,0.32717
ENSG00000198399,ITSN2,41,-0.1369,48,0.36457,35,-0.4190,36,-0.3529
ENSG00000084676,NCOA1,42,-1.1671,101,0.65300,87,-0.0633,63,-0.5828
ENSG00000184924,PTRHD1,31,-0.3955,41,0.13106,46,0.21727,36,-0.1959
ENSG00000138031,ADCY3,21,-1.0669,47,0.78834,36,-0.2127,24,-0.8258
ENSG00000115137,DNAJC27,10,-0.6276,17,0.49972,10,-0.6824,16,-0.0128
ENSG00000084710,EFR3B,27,-1.3922,73,0.48146,53,-0.3573,76,0.19352
ENSG00000119772,DNMT3A,26,0.98030,12,-0.5110,19,0.51657,9,-0.6905
ENSG00000138101,DTNB,28,-0.7210,51,0.92012,25,-0.8605,27,-0.7533
ENSG00000143970,ASXL2,30,0.56365,20,-0.3612,34,0.77003,12,-0.9066
ENSG00000084731,KIF3C,53,-2.5310,330,1.02185,175,-0.7482,258,-0.1495
ENSG00000084733,RAB10,105,0.14515,98,0.11664,111,0.22778,55,-0.8493
ENSG00000157833,GAREM2,19,0.23204,13,-1.0642,46,1.69742,16,-0.0244
ENSG00000084754,HADHA,110,0.99810,49,-0.8195,105,0.92954,47,-0.3711
ENSG00000138029,HADHB,159,1.36961,44,-1.6477,195,1.74897,64,-0.1374
ENSG00000138018,SELENOI,24,-0.8722,51,1.13295,17,-1.3754,27,-0.7233
ENSG00000171303,KCNK3,0,-7.5430,23,0.94781,19,-0.1286,17,-0.2327
ENSG00000213699,SLC35F6,19,0.07145,17,-0.1906,23,0.39693,17,-0.0466
ENSG00000157851,DPYSL5,65,0.92247,37,0.00068,24,-0.6754,22,-0.7983
ENSG00000084764,MAPRE3,44,-2.3595,250,1.25532,138,-0.6601,132,-0.7226
ENSG00000119777,TMEM214,16,-0.1774,19,0.20447,22,0.26040,11,-0.7176
ENSG00000228474,OST4,245,0.49222,162,-0.4947,233,0.41506,208,0.22677
ENSG00000138030,KHK,9,-0.9826,20,0.89587,8,-1.1983,15,-0.2452
ENSG00000138028,CGREF1,1,-5.1440,68,1.24799,28,-1.0778,55,-0.0459
ENSG00000138073,PREB,24,-0.1916,28,0.23530,27,-0.0249,21,-0.3747
ENSG00000138074,SLC5A6,12,-0.0894,13,0.07473,12,-0.0579,13,-0.0333
ENSG00000138085,ATRAID,80,1.19070,30,-1.0392,77,1.13009,30,-0.4137
ENSG00000115194,SLC30A3,1,-6.3637,121,2.14148,33,-1.6252,48,-1.0614
ENSG00000115204,MPV17,30,-0.5569,44,0.17048,50,0.25136,37,-0.2034
ENSG00000115207,GTF3C2,13,-0.2855,18,0.87693,8,-0.9786,8,-1.0703
ENSG00000115211,EIF2B4,34,0.42266,26,-0.0390,21,-0.3635,25,-0.0548
ENSG00000115234,SNX17,82,-0.2689,105,0.46631,71,-0.4779,74,-0.4128
ENSG00000163795,ZNF513,9,-0.5226,14,0.43342,12,-0.1131,10,-0.4632
ENSG00000115241,PPM1G,37,-0.3322,51,0.59000,39,-0.2719,25,-0.9451
ENSG00000115216,NRBP1,32,-0.8788,65,0.89615,34,-0.7820,38,-0.6180
ENSG00000138002,IFT172,8,-0.9437,16,0.43892,18,0.33364,9,-0.7711
ENSG00000115226,FNDC4,26,-1.6517,86,0.65351,70,-0.1747,69,-0.1961
ENSG00000243943,ZNF512,37,0.08939,36,0.11562,39,0.14944,23,-0.6192
ENSG00000198522,GPN1,18,-0.6628,31,0.82861,20,-0.5127,15,-0.9433
ENSG00000119760,SUPT7L,22,-1.0208,48,0.75352,30,-0.5534,34,-0.3835
ENSG00000163798,SLC4A1AP,36,-0.8862,73,0.81069,42,-0.6590,46,-0.5185
ENSG00000243147,MRPL33,150,-0.1483,167,0.07563,128,-0.3885,197,0.28668
ENSG00000158019,BABAM2,12,-1.7127,45,1.57292,15,-1.3197,17,-1.1257
ENSG00000075426,FOSL2,1,-3.6240,16,0.89125,5,-1.5604,20,0.54517
ENSG00000213639,PPP1CB,177,-0.3643,241,0.44540,183,-0.3183,171,-0.4188
ENSG00000171103,TRMT61B,13,-0.1801,16,0.92938,5,-1.4624,7,-0.9755
ENSG00000163811,WDR43,17,0.05189,17,0.15993,11,-0.5509,17,0.04430
ENSG00000115295,CLIP4,54,0.41868,42,0.00020,47,0.17647,24,-0.8301
ENSG00000119801,YPEL5,84,-0.8639,167,0.81935,87,-0.8087,112,-0.4281
ENSG00000213626,LBH,2,-3.1767,25,0.52132,22,-0.1218,29,0.33558
ENSG00000172954,LCLAT1,6,-0.8385,11,0.45871,12,0.17759,7,-0.6527
ENSG00000158089,GALNT14,5,-1.4297,15,1.63934,1,-2.7888,8,-0.7159
ENSG00000013016,EHD3,22,-2.6474,156,1.54551,64,-1.0784,74,-0.8396
