Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000116221,MRPL37,146,1.41113,70,0.12944,65,-0.0091,32,-1.0969,12,-2.5417
ENSG00000157216,SSBP3,146,-0.1023,161,0.05019,200,0.98645,70,-1.2399,26,-2.7309
ENSG00000116133,DHCR24,146,-0.3604,51,-1.9482,236,1.00241,104,-0.8863,168,-0.1392
ENSG00000162402,USP24,146,2.61292,0,-6.0666,21,-1.4511,11,-1.7816,73,1.14017
ENSG00000162407,PLPP3,146,0.32554,105,-0.2163,43,-2.3138,66,-0.9402,547,3.03103
ENSG00000162409,PRKAA2,146,2.70704,0,-6.0189,27,-0.7730,12,-1.6137,28,-0.3921
ENSG00000177606,JUN,146,0.99478,75,-0.1383,63,-0.7271,37,-1.2027,159,1.14743
ENSG00000162599,NFIA,146,0.27887,159,0.41932,76,-1.2590,228,1.04574,197,0.78173
ENSG00000162604,TM2D1,146,1.66813,28,-1.0785,44,-0.7067,44,-0.3986,72,0.37501
ENSG00000079739,PGM1,146,1.91774,9,-2.5631,31,-1.2282,19,-1.4528,122,1.54242
ENSG00000162434,JAK1,146,1.27012,98,0.55861,64,-0.2695,15,-2.3507,50,-0.5259
ENSG00000162433,AK4,146,1.54410,56,-0.1204,48,-0.6591,57,-0.1085,46,-0.4468
ENSG00000116675,DNAJC6,146,-0.8521,8,-5.0237,378,2.01838,83,-1.7059,134,-0.9846
ENSG00000213625,LEPROT,146,1.95172,124,1.60420,21,-1.9839,34,-0.6085,37,-0.4696
ENSG00000184588,PDE4B,146,1.48563,19,-1.8205,55,-0.3824,60,-0.0685,62,-0.0087
ENSG00000118473,SGIP1,146,1.21638,39,-0.9618,79,0.32550,13,-2.5313,54,-0.4637
ENSG00000198160,MIER1,146,2.62020,34,-0.1596,19,-1.5828,27,-0.5180,30,-0.3362
ENSG00000142864,SERBP1,146,0.22192,207,0.81293,101,-0.6637,126,-0.0244,164,0.40741
ENSG00000116717,GADD45A,146,1.47701,106,0.88688,25,-2.1166,33,-0.9848,154,1.57210
ENSG00000116729,WLS,146,0.76002,154,0.85247,65,-0.9765,43,-1.2051,169,1.01132
ENSG00000033122,LRRC7,146,1.84642,0,-6.5552,60,0.51109,22,-1.3310,0,-7.3672
ENSG00000116754,SRSF11,146,0.53023,130,0.33635,100,-0.1753,130,0.33653,47,-1.2764
ENSG00000118454,ANKRD13C,146,2.63752,10,-1.9679,31,-0.5395,3,-3.4025,19,-1.0354
ENSG00000132485,ZRANB2,146,0.90414,123,0.60826,62,-0.9018,93,0.13854,99,0.23923
ENSG00000172260,NEGR1,146,0.26252,8,-3.9772,167,1.20895,67,-0.9614,65,-1.0083
ENSG00000178965,ERICH3,146,2.62515,0,-6.0645,36,-0.1100,3,-3.5837,5,-2.9643
ENSG00000117054,ACADM,146,1.93030,44,-0.1964,32,-1.1597,32,-0.6771,67,0.47109
ENSG00000137955,RABGGTB,146,1.90793,19,-1.4797,40,-0.6473,45,-0.1993,44,-0.2388
ENSG00000117069,ST6GALNAC5,146,2.19876,0,-6.3208,48,0.30315,0,-6.3653,10,-2.2473
ENSG00000154027,AK5,146,-0.4401,12,-4.1499,286,1.89881,127,-0.6609,20,-3.3606
ENSG00000077254,USP33,146,1.02855,38,-1.1322,85,0.21464,41,-1.0335,67,-0.2791
ENSG00000180488,MIGA1,146,1.07970,74,-0.0672,67,-0.4211,74,-0.0790,67,-0.2387
ENSG00000162613,FUBP1,146,1.77297,60,0.16838,41,-0.7401,35,-0.6998,38,-0.5629
ENSG00000162616,DNAJB4,146,2.50689,53,0.50331,26,-1.0589,12,-1.8258,8,-2.2815
ENSG00000137941,TTLL7,146,0.42226,30,-2.0335,102,-0.3233,192,0.89072,142,0.36892
ENSG00000142875,PRKACB,146,-0.5022,11,-4.3037,260,1.04164,147,-0.4966,201,-0.0002
ENSG00000174021,GNG5,146,0.87142,275,2.10022,40,-1.8499,54,-0.7393,108,0.35463
ENSG00000117155,SSX2IP,146,1.44490,8,-3.0132,73,0.48961,18,-1.9363,35,-0.9145
ENSG00000162642,C1orf52,146,1.47877,14,-2.2259,69,0.34810,51,-0.3333,6,-3.4539
ENSG00000153904,DDAH1,146,-0.6131,92,-1.3190,224,0.13012,218,0.01762,362,0.87713
ENSG00000122417,ODF2L,146,2.54278,49,0.42034,24,-1.1642,19,-1.0935,7,-2.4825
ENSG00000097033,SH3GLB1,146,1.53229,161,1.72844,25,-2.0514,46,-0.4513,69,0.20723
ENSG00000183291,SELENOF,146,0.73292,164,0.92972,63,-1.0650,57,-0.7925,165,0.94859
ENSG00000153936,HS2ST1,146,2.40232,21,-1.0166,32,-0.6649,14,-1.6044,23,-0.8797
ENSG00000143013,LMO4,146,-1.6429,20,-4.5450,684,2.80592,197,-1.1935,26,-4.1436
ENSG00000137944,KYAT3,146,2.55324,22,-0.8386,26,-1.0230,28,-0.4749,16,-1.3061
ENSG00000197147,LRRC8B,146,1.44349,26,-1.4024,71,0.37763,14,-2.2512,32,-1.0577
ENSG00000171492,LRRC8D,146,2.52911,32,-0.2676,22,-1.3567,33,-0.2642,22,-0.8571
ENSG00000162664,ZNF326,146,2.47465,27,-0.6141,23,-1.3457,54,0.51001,12,-1.8389
ENSG00000233593,LINC02609,146,2.75391,10,-1.9429,29,-0.5829,17,-1.1003,0,-6.8512
ENSG00000122482,ZNF644,146,2.42986,22,-0.8991,25,-1.2010,48,0.30407,17,-1.2843
ENSG00000189195,BTBD8,146,1.42764,0,-6.8384,67,0.15172,7,-3.2663,89,0.53222
ENSG00000067208,EVI5,146,2.33339,8,-2.4168,18,-1.9747,55,0.44469,77,1.03530
ENSG00000122406,RPL5,146,-1.9858,1240,1.47975,383,-0.9115,644,0.31002,851,0.78777
ENSG00000154511,DIPK1A,146,2.37253,10,-2.1392,28,-1.0341,12,-1.8131,62,0.67192
ENSG00000117500,TMED5,146,1.77861,104,1.12441,19,-2.3680,30,-0.9181,111,1.24629
ENSG00000117505,DR1,146,1.62438,67,0.23701,51,-0.4031,33,-0.9007,23,-1.4162
ENSG00000067334,DNTTIP2,146,1.90405,46,-0.1586,42,-0.5741,25,-1.0864,31,-0.7635
ENSG00000117528,ABCD3,146,2.15170,69,0.70131,29,-1.1486,41,-0.1652,5,-3.2281
ENSG00000117525,F3,146,0.23489,258,1.22301,38,-2.6432,22,-2.6495,526,2.76647
ENSG00000117519,CNN3,146,0.04908,244,0.91307,68,-1.7689,118,-0.2959,428,2.00556
ENSG00000152078,TLCD4,146,2.72349,7,-2.4220,28,-0.6346,8,-2.3002,17,-1.1249
ENSG00000228971,LINC02607,146,1.66727,0,-6.6815,69,0.69261,23,-1.4068,0,-7.5347
ENSG00000117569,PTBP2,146,1.72789,33,-0.8119,42,-0.7599,29,-1.0110,79,0.58220
ENSG00000117600,PLPPR4,146,0.81213,33,-1.5435,123,1.30797,14,-2.7698,4,-4.6034
ENSG00000162688,AGL,146,2.82374,0,-5.9559,21,-1.2178,21,-0.7877,34,0.00445
ENSG00000156875,MFSD14A,146,2.32413,23,-0.9292,31,-0.8018,16,-1.4440,35,-0.3044
ENSG00000137992,DBT,146,2.40430,35,-0.2088,31,-0.7700,20,-1.0890,9,-2.2431
ENSG00000137996,RTCA,146,1.77750,42,-0.3824,52,-0.1402,16,-1.8596,23,-1.3171
ENSG00000162694,EXTL2,146,2.39577,46,0.19638,35,-0.4582,0,-7.9238,0,-6.9645
ENSG00000170989,S1PR1,146,1.65491,139,1.55250,22,-2.2150,21,-1.5700,102,0.97042
ENSG00000162631,NTNG1,146,1.75978,8,-2.9002,64,0.61332,7,-3.0209,7,-3.1036
ENSG00000162636,FAM102B,146,1.72218,0,-6.6418,66,0.61957,21,-1.5153,3,-4.0943
ENSG00000162639,HENMT1,146,2.77789,0,-5.9807,33,-0.1488,1,-4.5281,0,-6.8385
ENSG00000134186,PRPF38B,146,1.86898,44,-0.2598,26,-1.6268,58,0.19351,83,0.80066
ENSG00000116266,STXBP3,146,2.10309,7,-2.7669,25,-1.5396,23,-1.0832,116,1.60993
ENSG00000085433,WDR47,146,1.11334,5,-3.9091,98,0.99277,15,-2.4166,29,-1.4851
ENSG00000197780,TAF13,146,0.84090,63,-0.5400,82,-0.2432,75,-0.2574,104,0.25227
ENSG00000215717,TMEM167B,146,1.96243,18,-1.5166,37,-0.8125,21,-1.3467,75,0.69124
ENSG00000116299,KIAA1324,146,2.90004,12,-1.5808,27,-0.6043,0,-5.5743,7,-2.3851
ENSG00000031698,SARS,146,-0.3972,383,1.22744,195,0.13470,87,-1.1989,96,-1.0539
ENSG00000143126,CELSR2,146,0.38701,5,-4.5412,139,0.67814,66,-0.8715,129,0.17322
ENSG00000134222,PSRC1,146,2.44425,8,-2.3015,25,-1.2389,12,-1.8372,69,0.91146
ENSG00000134243,SORT1,146,-0.5029,301,0.67743,168,-0.5284,295,0.63923,226,0.19395
ENSG00000143106,PSMA5,146,1.34473,48,-0.5346,58,-0.4382,19,-1.9270,102,0.69089
ENSG00000181754,AMIGO1,146,2.42731,0,-6.1795,42,0.13290,5,-3.0949,1,-5.0941
ENSG00000116337,AMPD2,146,1.14027,15,-2.4647,85,0.41634,12,-2.7032,80,0.09526
ENSG00000168765,GSTM4,146,2.34690,12,-1.8847,24,-1.3992,37,-0.1657,59,0.57242
ENSG00000134201,GSTM5,146,0.62098,42,-1.3642,53,-1.5958,85,-0.2745,369,2.45241
ENSG00000134202,GSTM3,146,0.49008,67,-0.7720,100,-0.2610,70,-0.6969,196,1.00275
ENSG00000168710,AHCYL1,146,-1.1476,154,-1.0744,201,-1.1065,273,-0.1796,1165,2.55727
ENSG00000143093,STRIP1,146,2.08082,14,-1.8519,45,-0.1227,20,-1.2770,15,-1.6968
ENSG00000197106,SLC6A17,146,0.16963,121,-0.1439,168,0.95240,15,-3.2738,65,-1.1073
ENSG00000116396,KCNC4,146,1.48334,1,-5.5388,71,0.45162,24,-1.4461,36,-0.8812
ENSG00000134248,LAMTOR5,146,0.02764,90,-0.7396,153,0.20241,103,-0.5338,192,0.47453
ENSG00000177301,KCNA2,146,1.07829,0,-7.1261,103,1.16092,12,-2.7721,25,-1.7506
ENSG00000116459,ATP5PB,146,-0.0521,103,-0.6123,181,0.66214,96,-0.7187,111,-0.4843
ENSG00000121933,TMIGD3,146,2.21127,0,-6.2337,23,-1.5856,88,1.17746,46,0.08813
ENSG00000116473,RAP1A,146,1.02868,106,0.47468,38,-1.8038,123,0.71612,155,1.13009
ENSG00000197852,INKA2,146,2.55909,0,-6.1017,35,-0.2535,21,-0.9406,0,-6.9602
ENSG00000171385,KCND3,146,1.45853,59,-0.1087,66,0.11507,33,-1.0150,4,-4.1440
ENSG00000116489,CAPZA1,146,1.83156,0,-6.5654,48,-0.2429,23,-1.2843,61,0.23526
ENSG00000155366,RHOC,146,-0.1885,647,2.62636,65,-2.1499,141,-0.2483,223,0.50396
ENSG00000163349,HIPK1,146,1.48133,33,-0.9988,49,-0.7100,43,-0.5984,98,0.74297
ENSG00000116774,OLFML3,146,0.99325,389,3.16538,14,-3.5201,86,0.09055,41,-1.0642
ENSG00000197323,TRIM33,146,2.23765,26,-0.7990,37,-0.4459,11,-2.0301,21,-1.1345
ENSG00000116752,BCAS2,146,0.81028,55,-0.7893,96,0.22310,42,-1.1828,87,-0.0574
ENSG00000213281,NRAS,146,2.37497,38,-0.1342,27,-1.1035,41,-0.0102,9,-2.2155
ENSG00000009307,CSDE1,146,-0.7816,349,0.62069,246,0.08472,246,0.03620,189,-0.3846
ENSG00000163399,ATP1A1,146,-1.0435,234,-0.3152,380,1.18840,93,-1.7315,192,-0.6228
ENSG00000198162,MAN1A2,146,-0.4017,173,-0.1382,188,-0.0027,158,-0.2843,277,0.64392
ENSG00000092621,PHGDH,146,0.23008,80,-0.7228,75,-1.3633,164,0.41594,381,1.99015
ENSG00000265808,SEC22B,146,1.49600,45,-0.4973,56,-0.3253,45,-0.5236,44,-0.5518
ENSG00000226067,LINC00623,146,2.41646,17,-1.3470,24,-1.2872,31,-0.4340,47,0.25164
ENSG00000171943,SRGAP2C,146,2.05070,57,0.31092,21,-1.9114,71,0.66605,47,-0.0215
ENSG00000232527,LINC02802,146,1.95727,13,-2.0627,49,-0.0458,13,-1.9886,29,-0.8243
ENSG00000265491,RNF115,146,1.80914,25,-1.1497,36,-1.0135,18,-1.6197,106,1.17892
ENSG00000198483,ANKRD35,146,2.12310,52,0.19803,27,-1.3479,32,-0.5710,47,0.05721
ENSG00000131779,PEX11B,146,2.06075,23,-1.0931,50,0.20504,3,-3.8778,1,-5.3069
ENSG00000265241,RBM8A,146,0.64667,149,0.67869,79,-0.6542,85,-0.2557,118,0.28500
ENSG00000272031,ANKRD34A,146,2.32252,19,-1.2431,41,-0.0446,6,-2.9134,0,-7.1016
ENSG00000121851,POLR3GL,146,2.33225,85,1.22489,20,-1.8050,14,-1.6187,32,-0.4281
ENSG00000265972,TXNIP,146,1.06383,331,2.81623,7,-4.4248,45,-0.8508,145,1.04304
ENSG00000178104,PDE4DIP,146,0.28934,37,-1.8287,117,-0.1444,79,-0.6893,255,1.26348
ENSG00000159164,SV2A,146,-0.7567,6,-5.3125,354,1.97317,48,-2.4132,158,-0.6387
ENSG00000136631,VPS45,146,2.24796,12,-1.9603,31,-0.9359,8,-2.5735,71,0.81798
ENSG00000023902,PLEKHO1,146,0.88904,234,1.77615,55,-1.1619,14,-2.7585,105,0.32874
ENSG00000143401,ANP32E,146,1.40038,8,-3.0310,54,-0.5594,72,0.17047,91,0.54872
ENSG00000117362,APH1A,146,1.53929,47,-0.4027,36,-1.3283,58,-0.0788,115,1.07932
ENSG00000266472,MRPS21,146,-0.3572,251,0.51985,204,0.37275,80,-1.2839,152,-0.2999
ENSG00000163125,RPRD2,146,2.70102,12,-1.6052,24,-1.1008,12,-1.7075,35,-0.0595
ENSG00000143384,MCL1,146,0.84613,255,1.90700,31,-2.3276,67,-0.4431,171,1.12128
ENSG00000143420,ENSA,146,-0.6656,218,-0.0373,279,0.86417,118,-1.0025,130,-0.8473
ENSG00000143418,CERS2,146,1.53566,94,0.73006,17,-2.7617,77,0.38239,147,1.53957
ENSG00000197622,CDC42SE1,146,2.29495,81,1.08679,21,-1.7324,19,-1.2182,33,-0.4158
ENSG00000213190,MLLT11,146,-1.0431,37,-3.0625,436,2.17785,99,-1.6300,101,-1.6041
ENSG00000143434,SEMA6C,146,2.79381,11,-1.7208,24,-1.0291,12,-1.5736,24,-0.5436
ENSG00000163156,SCNM1,146,2.51666,42,0.13384,18,-1.8156,53,0.52881,16,-1.3246
ENSG00000163159,VPS72,146,2.50571,20,-1.0031,28,-0.9288,27,-0.5880,18,-1.1594
ENSG00000159352,PSMD4,146,0.27910,44,-1.5836,132,0.23024,106,-0.2409,153,0.35786
ENSG00000143393,PI4KB,146,1.71539,29,-1.0049,45,-0.6329,25,-1.2127,77,0.52963
ENSG00000143416,SELENBP1,146,1.44032,77,0.31106,27,-2.0084,56,-0.2096,161,1.62205
ENSG00000159377,PSMB4,146,-0.5901,169,-0.3660,240,0.42946,168,-0.3721,228,0.11878
ENSG00000143442,POGZ,146,2.25587,68,0.75261,23,-1.5069,20,-1.1776,37,-0.2626
ENSG00000143376,SNX27,146,1.72552,17,-1.8307,43,-0.7318,36,-0.6807,86,0.73083
ENSG00000159409,CELF3,146,1.51411,0,-6.7925,72,0.55340,11,-2.6216,38,-0.7614
ENSG00000143436,MRPL9,146,2.25410,59,0.51165,33,-0.7351,14,-1.6960,3,-3.7549
ENSG00000197747,S100A10,146,0.61849,505,3.31403,18,-3.4870,16,-2.7796,151,0.67748
ENSG00000163191,S100A11,146,0.26901,680,3.62448,32,-2.8787,84,-0.6145,46,-1.5189
ENSG00000197956,S100A6,146,-1.8876,2952,3.93767,134,-2.8306,204,-1.3871,517,0.05967
ENSG00000188643,S100A16,146,1.19126,103,0.56190,34,-1.8452,93,0.40398,146,1.19195
ENSG00000189171,S100A13,146,-1.4473,242,-0.6775,332,-0.3465,541,0.62389,758,1.22751
ENSG00000160678,S100A1,146,0.42823,13,-3.2003,109,-0.1073,188,0.86115,122,0.13145
ENSG00000160679,CHTOP,146,1.46048,81,0.41445,38,-1.3241,55,-0.2211,98,0.72672
ENSG00000143553,SNAPIN,146,2.30952,47,0.16398,25,-1.3412,20,-1.1792,42,0.01147
ENSG00000143621,ILF2,146,1.12959,112,0.65048,63,-0.5143,36,-1.1396,68,-0.1568
ENSG00000143624,INTS3,146,2.03937,59,0.36506,40,-0.5351,17,-1.5592,7,-2.7617
ENSG00000143614,GATAD2B,146,2.18396,10,-2.1766,32,-0.9317,25,-0.9252,62,0.53356
ENSG00000198837,DENND4B,146,2.01579,11,-2.2399,45,-0.2123,25,-0.9881,26,-0.9645
ENSG00000143543,JTB,146,0.07415,117,-0.2816,147,0.16061,134,-0.0719,127,-0.1486
ENSG00000143545,RAB13,146,1.72810,170,2.04660,17,-2.5798,70,0.39118,26,-1.1637
ENSG00000177954,RPS27,146,-3.9568,5975,1.94515,1090,-1.5692,3642,0.98253,3174,0.73910
ENSG00000143549,TPM3,146,-0.4831,258,0.43234,226,0.45969,139,-0.5606,113,-0.8891
ENSG00000143612,C1orf43,146,0.56319,91,-0.2129,108,0.10658,75,-0.5212,87,-0.2872
ENSG00000143569,UBAP2L,146,1.34351,94,0.55170,61,-0.2845,37,-0.9465,22,-1.7045
ENSG00000143575,HAX1,146,1.04555,92,0.23843,74,-0.2206,23,-1.8669,82,0.06610
ENSG00000160714,UBE2Q1,146,1.11811,27,-1.5738,85,0.39755,21,-1.9543,63,-0.2878
ENSG00000160716,CHRNB2,146,1.87809,3,-3.9823,58,0.40086,4,-3.7464,21,-1.3940
ENSG00000160710,ADAR,146,0.32577,90,-0.4617,131,0.30256,73,-0.7714,115,-0.0678
ENSG00000143603,KCNN3,146,1.96983,0,-6.4648,38,-0.7108,40,-0.3195,65,0.44961
ENSG00000163344,PMVK,146,0.23084,110,-0.2343,96,-0.7932,154,0.32045,254,1.19051
ENSG00000163346,PBXIP1,146,0.13826,231,0.91346,77,-1.4286,191,0.57982,259,1.12277
ENSG00000163348,PYGO2,146,2.34137,43,0.04574,32,-0.7379,6,-2.8193,19,-1.1854
ENSG00000143537,ADAM15,146,1.21293,222,2.04108,29,-2.1145,60,-0.2977,78,0.11660
ENSG00000143590,EFNA3,146,2.64785,0,-6.0508,34,-0.2495,15,-1.3989,0,-6.9064
ENSG00000179085,DPM3,146,1.13123,83,0.15889,41,-1.5199,65,-0.2292,179,1.51088
ENSG00000163463,KRTCAP2,146,0.12163,282,1.25834,92,-1.0501,126,-0.1264,209,0.72197
ENSG00000173171,MTX1,146,1.99545,68,0.54443,33,-1.0629,9,-2.4876,51,0.08450
ENSG00000177628,GBA,146,0.54999,107,0.02492,106,0.04235,80,-0.4374,80,-0.4250
ENSG00000160767,FAM189B,146,2.63238,35,-0.0607,28,-0.7355,8,-2.2008,0,-6.8877
ENSG00000116521,SCAMP3,146,1.06937,115,0.63825,56,-0.9232,57,-0.4906,106,0.50142
ENSG00000160752,FDPS,146,0.37480,195,0.86576,116,-0.0204,39,-1.6879,90,-0.4173
ENSG00000160753,RUSC1,146,1.18660,31,-1.3265,86,0.58496,20,-1.9816,31,-1.3043
ENSG00000116539,ASH1L,146,0.78608,55,-0.7937,82,-0.3162,44,-1.1467,166,1.00895
ENSG00000163374,YY1AP1,146,1.79706,79,0.65188,41,-0.7449,18,-1.6405,32,-0.7942
ENSG00000132676,DAP3,146,2.23159,34,-0.3903,35,-0.6457,23,-1.0207,16,-1.5524
ENSG00000132718,SYT11,146,-1.2979,82,-2.1609,410,0.74577,272,-0.3400,478,0.58116
ENSG00000116584,ARHGEF2,146,1.39959,72,0.16073,52,-0.6459,64,-0.0326,45,-0.5952
ENSG00000163479,SSR2,146,0.60730,306,2.00550,75,-0.8551,41,-1.3824,47,-1.2041
ENSG00000160803,UBQLN4,146,1.94074,25,-1.0526,46,-0.2523,25,-1.0546,22,-1.2456
ENSG00000116586,LAMTOR2,146,0.84454,76,-0.2507,89,0.00161,44,-1.1021,88,-0.0051
ENSG00000160789,LMNA,146,0.40592,531,3.07988,30,-2.8761,62,-0.9503,142,0.35491
ENSG00000196189,SEMA4A,146,2.28832,0,-6.2649,38,-0.3650,12,-1.8918,36,-0.2662
ENSG00000160785,SLC25A44,146,1.44565,16,-2.0828,65,0.04297,15,-2.2172,74,0.23522
ENSG00000160783,PMF1,146,2.11976,117,1.65279,19,-2.0267,22,-1.1657,32,-0.5574
ENSG00000160781,PAQR6,146,-0.9432,115,-1.3034,104,-2.1741,1309,3.25588,311,0.25284
ENSG00000198952,SMG5,146,1.79880,48,-0.1528,34,-1.1565,42,-0.3666,71,0.47694
ENSG00000198715,GLMP,146,2.18342,57,0.40674,25,-1.4295,21,-1.1599,50,0.20239
ENSG00000163468,CCT3,146,0.77158,97,0.08110,91,-0.0367,44,-1.1364,87,-0.1023
ENSG00000125462,C1orf61,146,-2.6452,342,-1.3847,854,0.08485,775,-0.1161,1958,1.50067
ENSG00000116604,MEF2D,146,0.90399,101,0.26785,102,0.65263,11,-3.0029,1,-6.3495
ENSG00000163382,NAXE,146,0.16164,135,0.03248,133,0.00311,108,-0.3263,140,0.08734
ENSG00000160818,GPATCH4,146,2.50080,30,-0.4342,29,-0.8280,14,-1.5229,16,-1.3707
ENSG00000132702,HAPLN2,146,0.32137,38,-1.7519,88,-0.8657,234,1.13615,224,1.06002
ENSG00000132692,BCAN,146,-0.5649,61,-1.9003,170,-0.5971,335,0.79480,488,1.48371
ENSG00000132688,NES,146,1.40802,251,2.57116,7,-4.1619,66,0.02690,86,0.45684
ENSG00000143314,MRPL24,146,1.16089,62,-0.2860,59,-0.6597,52,-0.5703,113,0.70413
ENSG00000143321,HDGF,146,1.42084,75,0.23632,41,-1.1960,44,-0.5999,112,0.92403
ENSG00000143294,PRCC,146,1.75972,57,0.07726,44,-0.6293,25,-1.2109,43,-0.3749
ENSG00000163565,IFI16,146,2.00492,133,1.79930,14,-2.6179,65,0.48477,19,-1.4182
ENSG00000162706,CADM3,146,0.21140,13,-3.3756,181,1.50480,29,-2.2486,64,-1.0766
ENSG00000158716,DUSP23,146,1.92049,123,1.55866,24,-1.7651,28,-0.9066,35,-0.5571
ENSG00000158710,TAGLN2,146,0.60380,618,4.03684,11,-4.2605,28,-1.9865,70,-0.5988
ENSG00000177807,KCNJ10,146,0.83670,0,-7.3208,46,-1.6353,180,1.20842,245,1.81639
ENSG00000162728,KCNJ9,146,1.37256,0,-6.8985,77,0.54946,44,-0.6518,20,-1.8210
ENSG00000162729,IGSF8,146,0.68783,62,-0.7031,107,0.32860,76,-0.3790,54,-0.9059
ENSG00000018625,ATP1A2,146,-1.4829,248,-0.6766,263,-0.9990,232,-0.7844,1482,2.60646
ENSG00000162734,PEA15,146,-2.3136,414,-0.7472,783,0.60040,916,0.53287,589,-0.1955
ENSG00000132716,DCAF8,146,1.16674,33,-1.2473,67,-0.3204,69,-0.1188,85,0.22345
ENSG00000162735,PEX19,146,1.30008,56,-0.3223,65,-0.1592,63,-0.1457,27,-1.4386
ENSG00000122218,COPA,146,0.94986,45,-0.9716,90,0.25219,38,-1.2183,72,-0.2285
ENSG00000162736,NCSTN,146,2.08294,47,0.01827,20,-1.9824,13,-1.8989,113,1.55521
ENSG00000215845,TSTD1,146,1.37443,0,-6.8534,84,0.92943,18,-1.9660,11,-2.6934
ENSG00000143256,PFDN2,146,0.37541,101,-0.2283,127,0.29432,91,-0.3895,75,-0.6933
ENSG00000158793,NIT1,146,2.03416,42,-0.2100,40,-0.5360,14,-1.8808,29,-0.7753
ENSG00000143222,UFC1,146,0.38736,89,-0.4147,113,-0.0729,67,-0.8469,173,0.66839
ENSG00000158850,B4GALT3,146,2.68601,39,0.11579,25,-0.9419,12,-1.6598,0,-5.5410
ENSG00000158864,NDUFS2,146,0.00396,81,-0.9208,176,0.69787,105,-0.5221,101,-0.5854
ENSG00000158869,FCER1G,146,1.11308,176,1.46270,31,-2.0522,121,0.76786,85,0.17721
ENSG00000158882,TOMM40L,146,2.60737,24,-0.6866,32,-0.4487,5,-3.0354,0,-5.6450
ENSG00000248485,PCP4L1,146,2.29264,0,-6.2616,32,-0.7595,0,-6.0223,74,0.92575
ENSG00000143252,SDHC,146,0.35950,109,-0.1198,124,0.17987,105,-0.1741,77,-0.6708
ENSG00000143226,FCGR2A,146,2.15353,120,1.72781,12,-2.8068,64,0.58118,16,-1.5586
ENSG00000203747,FCGR3A,146,2.24611,45,0.05225,17,-2.1293,75,0.91705,39,-0.1726
ENSG00000118217,ATF6,146,2.44958,29,-0.5163,23,-1.4037,40,0.00238,29,-0.4895
ENSG00000198929,NOS1AP,146,2.05988,0,-6.4108,53,0.38452,15,-1.7822,0,-7.2563
ENSG00000152332,UHMK1,146,0.54837,66,-0.7214,131,0.83402,68,-0.6783,11,-3.3287
ENSG00000117143,UAP1,146,2.54191,64,0.87311,21,-1.4431,18,-1.1337,8,-2.3708
ENSG00000117152,RGS4,146,-0.4726,0,-8.4641,308,2.40795,58,-1.8806,26,-3.0204
ENSG00000143248,RGS5,146,0.88956,313,2.42751,52,-1.3184,33,-1.4978,26,-1.8441
ENSG00000185630,PBX1,146,1.40849,12,-2.4738,66,0.05613,47,-0.5066,48,-0.4688
ENSG00000143198,MGST3,146,-1.3241,390,0.21054,424,0.81176,133,-1.4634,295,-0.2386
ENSG00000143149,ALDH9A1,146,1.52359,23,-1.5247,36,-1.3382,56,-0.1541,145,1.50734
ENSG00000143183,TMCO1,146,0.90300,104,0.31023,62,-0.8765,73,-0.2482,136,0.77357
ENSG00000143157,POGK,146,2.05206,20,-1.2885,28,-1.3415,61,0.42999,58,0.32611
ENSG00000143195,ILDR2,146,2.45728,0,-6.1621,39,-0.0214,13,-1.6955,0,-5.8395
ENSG00000143190,POU2F1,146,2.47715,10,-2.0764,21,-1.5233,21,-0.9733,70,0.98126
ENSG00000143162,CREG1,146,1.27149,91,0.43705,44,-1.2137,38,-0.9493,134,1.10979
ENSG00000197965,MPZL1,146,2.02537,116,1.55193,20,-2.0127,26,-0.9568,42,-0.2099
ENSG00000143158,MPC2,146,0.20855,93,-0.5091,151,0.58705,64,-1.0806,98,-0.4329
ENSG00000143164,DCAF6,146,1.52829,33,-0.9554,65,0.18776,19,-1.8129,29,-1.1688
ENSG00000143155,TIPRL,146,1.76933,23,-1.3387,57,0.15127,8,-2.7528,26,-1.1131
ENSG00000143153,ATP1B1,146,-2.4853,111,-2.8862,1139,2.15050,258,-1.6429,509,-0.6093
ENSG00000075945,KIFAP3,146,-0.1352,22,-2.9526,224,1.50026,42,-2.0288,104,-0.6739
ENSG00000117523,PRRC2C,146,0.19780,184,0.58002,109,-0.5001,219,0.88505,70,-0.9578
ENSG00000117533,VAMP4,146,2.48959,16,-1.3863,34,-0.4353,4,-3.4183,17,-1.2481
ENSG00000197959,DNM3,146,0.65024,3,-4.9036,122,0.78397,41,-1.3736,92,-0.1217
ENSG00000117592,PRDX6,146,-0.5987,150,-0.5629,159,-0.8282,229,0.11521,603,1.86819
ENSG00000234741,GAS5,146,0.01205,253,0.93636,83,-1.4263,255,0.95388,239,0.83806
ENSG00000152061,RABGAP1L,146,1.21819,0,-7.0163,78,0.25591,66,-0.1471,47,-0.6562
ENSG00000116161,CACYBP,146,-0.0326,1,-6.4391,220,1.82458,45,-1.8250,53,-1.5911
ENSG00000120333,MRPS14,146,2.50637,48,0.33503,20,-1.5872,19,-1.1378,35,-0.1543
