Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000144744,UBA3,54,0.92918,26,-0.3055,21,-0.6079,16,-1.0098,31,0.01975,35,0.25225
ENSG00000144746,ARL6IP5,236,0.69285,225,0.72289,162,0.05866,87,-0.9239,159,0.02916,103,-0.8148
ENSG00000114861,FOXP1,3,-3.3152,52,0.97104,35,0.13007,29,-0.1750,9,-1.9472,36,0.27645
ENSG00000163412,EIF4E3,28,-0.8359,47,-0.0117,55,0.23761,39,-0.3105,25,-1.0216,62,0.62704
ENSG00000170837,GPR27,20,-0.6678,35,0.27269,46,0.68055,33,0.13638,20,-0.6340,28,-0.1663
ENSG00000163602,RYBP,30,-0.0481,34,0.17347,49,0.75922,16,-0.9841,19,-0.7437,32,0.07461
ENSG00000163605,PPP4R2,20,-0.5980,49,1.04308,42,0.58936,19,-0.6288,23,-0.3807,20,-0.7232
ENSG00000185008,ROBO2,32,-0.5697,98,1.67155,36,-0.3441,21,-1.1880,22,-1.1014,34,-0.5916
ENSG00000169855,ROBO1,9,-1.3765,32,0.64114,17,-0.4351,16,-0.5728,28,0.33615,24,0.09032
ENSG00000175161,CADM2,287,0.50151,283,0.56164,168,-0.3753,110,-1.0278,189,-0.1840,196,-0.1661
ENSG00000083937,CHMP2B,40,-0.0520,55,0.55998,44,0.10928,43,0.08838,30,-0.4659,34,-0.3847
ENSG00000163320,CGGBP1,48,-0.3653,69,0.27189,71,0.28079,30,-1.0656,34,-0.8681,73,0.43168
ENSG00000269028,MTRNR2L12,2946,-0.4483,1525,-1.5864,3787,-0.0478,7947,1.22686,4853,0.35994,4175,0.14945
ENSG00000261292,AC110491.1,75,2.13095,25,0.17277,4,-2.4699,5,-2.1871,52,1.40511,7,-2.0899
ENSG00000113966,ARL6,34,0.60831,28,0.31968,11,-1.1002,14,-0.8094,32,0.54252,21,-0.2128
ENSG00000080822,CLDND1,76,-1.0155,84,-0.9511,505,2.31575,325,1.38908,48,-1.7094,64,-1.5487
ENSG00000080819,CPOX,27,0.48435,21,0.05279,52,1.62469,34,0.87325,6,-1.7021,7,-1.8606
ENSG00000184220,CMSS1,87,1.12389,40,-0.2057,30,-0.6440,33,-0.5043,47,0.05261,43,-0.1037
ENSG00000114021,NIT2,41,0.52208,44,0.78020,33,0.18318,12,-1.3138,24,-0.3000,22,-0.5519
ENSG00000154174,TOMM70,61,-0.3898,122,0.90594,80,0.05685,39,-1.0654,65,-0.2901,70,-0.2220
ENSG00000114354,TFG,56,0.27731,54,0.27366,40,-0.2558,29,-0.7348,47,-4.3550,47,0.01716
ENSG00000174173,TRMT10C,40,0.90327,29,0.44256,7,-1.7720,11,-1.0745,31,0.47898,20,-0.2839
ENSG00000081154,PCNP,103,-0.0412,95,-0.1981,129,0.32999,93,-0.1991,94,-0.1932,114,0.16840
ENSG00000066422,ZBTB11,33,0.25021,28,0.02361,19,-0.6407,13,-1.2180,19,-0.5688,37,0.66711
ENSG00000114391,RPL24,492,-0.0783,374,-0.5746,646,0.36903,750,0.62290,569,0.15907,481,-0.1524
ENSG00000144815,NXPE3,23,-0.6860,32,-0.1598,53,0.69275,30,-0.2374,36,0.06477,36,0.07297
ENSG00000170017,ALCAM,261,2.17471,48,-0.8930,97,0.31733,51,-0.7147,92,0.22269,41,-1.2564
ENSG00000114439,BBX,21,0.37509,13,-0.4750,29,0.92823,22,0.46514,12,-0.4834,13,-0.4451
ENSG00000196776,CD47,92,-0.2846,185,1.07347,102,-0.1194,58,-0.9917,55,-1.0748,103,-0.1335
ENSG00000114446,IFT57,13,-1.0573,33,0.51373,42,0.81239,23,-0.1789,14,-0.9636,24,-0.1279
ENSG00000198919,DZIP3,92,0.82308,75,0.57785,38,-0.6058,28,-1.0622,54,-0.0721,47,-0.3533
ENSG00000144827,ABHD10,34,-0.9313,87,0.67034,89,0.59530,27,-1.2669,41,-0.6467,64,0.06710
ENSG00000144834,TAGLN3,333,-0.5364,551,0.31442,427,-0.1456,285,-0.7808,288,-0.7632,589,0.53769
ENSG00000091972,CD200,181,1.17399,134,0.76086,64,-0.5696,38,-1.3678,67,-0.4838,68,-0.6014
ENSG00000144848,ATG3,26,-0.5490,40,0.14733,38,0.02977,50,0.50804,23,-0.7706,39,0.09771
ENSG00000138459,SLC35A5,30,0.41628,33,0.69236,25,0.10392,18,-0.4099,18,-0.3877,17,-0.5884
ENSG00000163608,NEPRO,21,0.32904,22,0.41501,20,0.24505,19,0.13053,8,-1.2418,15,-0.2999
ENSG00000072858,SIDT1,11,-0.8583,44,1.70105,19,-0.1066,9,-1.1669,9,-1.2144,15,-0.6155
ENSG00000176542,USF3,21,0.26049,14,-0.3818,10,-0.9143,15,-0.2514,9,-0.9956,25,0.84812
ENSG00000121579,NAA50,44,0.08070,50,0.30927,34,-0.3454,29,-0.5920,43,0.02694,43,0.06020
ENSG00000114573,ATP6V1A,175,-0.1778,307,0.90705,121,-0.7561,91,-1.1929,155,-0.3690,201,0.06000
ENSG00000184307,ZDHHC23,24,0.29224,36,1.18660,10,-1.0328,6,-1.7458,12,-0.7799,19,-0.1420
ENSG00000172020,GAP43,911,0.66217,637,0.07379,248,-1.4067,423,-0.5890,569,-0.1205,696,0.28639
ENSG00000185565,LSAMP,177,0.63874,127,0.10047,89,-0.4831,82,-0.6072,93,-0.4160,130,0.16376
ENSG00000113845,TIMMDC1,52,0.34017,29,-0.6884,46,0.11824,40,-0.1095,25,-0.8267,54,0.55594
ENSG00000138495,COX17,144,0.13034,112,-0.3115,143,0.12421,131,-0.0123,129,-0.0464,141,0.13450
ENSG00000082701,GSK3B,101,0.27869,108,0.46283,71,-0.2764,33,-1.4326,88,0.06390,85,-0.0058
ENSG00000163428,LRRC58,10,-0.6966,19,0.42685,27,0.94654,12,-0.3954,13,-0.1966,12,-0.4230
ENSG00000065518,NDUFB4,289,0.37249,182,-0.4226,190,-0.3090,181,-0.3799,270,0.26130,259,0.26561
ENSG00000144840,RABL3,20,-0.2566,32,0.56176,28,0.24933,25,0.03747,25,0.02714,18,-0.5650
ENSG00000145087,STXBP5L,49,0.00230,86,1.14978,34,-0.5936,17,-1.5820,41,-0.2793,43,-0.2862
ENSG00000173230,GOLGB1,28,-0.8286,55,0.31139,52,0.17061,23,-1.0853,38,-0.3443,57,0.43841
ENSG00000114023,FAM162A,132,0.04150,164,0.47107,102,-0.3704,78,-0.7811,136,0.09178,127,-0.0295
ENSG00000114030,KPNA1,85,0.81661,94,1.21161,29,-0.9114,19,-1.5640,46,-0.1931,34,-0.8266
ENSG00000173175,ADCY5,77,0.32434,60,-0.0928,78,0.35310,69,0.13582,38,-0.7908,62,-0.0376
ENSG00000206527,HACD2,65,0.24626,78,0.66382,46,-0.2977,29,-1.0105,37,-0.6287,56,0.00275
ENSG00000065534,MYLK,23,0.37309,5,-2.0070,63,2.30781,32,0.95146,6,-1.6321,9,-1.2016
ENSG00000160145,KALRN,156,0.32686,170,0.55428,103,-0.3365,81,-0.7078,94,-0.4795,124,-0.0513
ENSG00000163848,ZNF148,35,0.05946,33,-0.0099,30,-0.1596,14,-1.2866,27,-0.3403,43,0.56078
ENSG00000114520,SNX4,40,0.62673,32,0.30093,25,-0.1148,11,-1.4256,23,-0.2299,27,0.00176
ENSG00000114544,SLC41A3,157,0.99831,113,0.49996,50,-0.8806,48,-0.9364,101,0.24140,68,-0.5181
ENSG00000144908,ALDH1L1,28,-0.2517,12,-1.6802,68,1.26568,38,0.25533,29,-0.1979,35,0.19456
ENSG00000159685,CHCHD6,116,0.48169,77,-0.2146,87,-0.0082,61,-0.5489,83,-0.0807,94,0.16277
ENSG00000114554,PLXNA1,62,-0.0690,91,0.66855,50,-0.4043,26,-1.4184,41,-0.7162,74,0.29095
ENSG00000163870,TPRA1,18,-0.4016,30,0.43588,34,0.57423,17,-0.5446,19,-0.3596,22,-0.1530
ENSG00000114631,PODXL2,138,-0.1902,192,0.40142,256,0.83889,120,-0.4169,153,-0.0236,116,-0.5892
ENSG00000114626,ABTB1,46,-0.3610,61,0.09326,79,0.51796,30,-1.0409,41,-0.5569,68,0.35652
ENSG00000074416,MGLL,47,-1.6508,98,-0.5881,198,0.61965,213,0.74634,72,-0.9935,167,0.46587
ENSG00000058262,SEC61A1,75,0.25152,71,0.19270,88,0.51562,54,-0.2789,59,-0.1428,54,-0.3798
ENSG00000175792,RUVBL1,22,0.32836,27,0.85502,17,-0.0462,4,-2.1896,23,0.41102,13,-0.6123
ENSG00000163902,RPN1,108,0.05318,146,0.64398,160,0.70608,60,-0.8663,84,-0.3524,80,-0.5557
ENSG00000075785,RAB7A,160,-0.2063,251,0.62976,217,0.29162,144,-0.3725,180,-0.0164,144,-0.4721
ENSG00000177646,ACAD9,31,0.54831,39,1.10045,19,-0.2599,21,-0.0713,14,-0.7474,13,-1.0416
ENSG00000240682,ISY1,28,0.84845,15,-0.1634,16,-0.0641,13,-0.4028,18,0.14575,15,-0.2337
ENSG00000169714,CNBP,131,-0.0471,140,0.06802,138,0.03494,123,-0.1485,118,-0.2206,142,0.10598
ENSG00000181789,COPG1,79,0.01661,104,0.54446,37,-1.1643,36,-1.1886,90,0.22563,85,0.17788
ENSG00000183624,HMCES,67,1.15902,35,0.07073,29,-0.2652,20,-0.7995,46,0.49445,24,-0.6627
ENSG00000184897,H1FX,286,0.58074,167,-0.3367,232,0.22783,143,-0.5480,159,-0.3763,220,0.19305
ENSG00000129071,MBD4,18,-0.2144,30,0.78204,32,0.74808,13,-0.6539,14,-0.5902,15,-0.5886
ENSG00000163913,IFT122,27,-0.3199,46,0.64859,26,-0.3784,18,-0.9704,32,-0.0279,34,0.06056
ENSG00000004399,PLXND1,36,0.09323,46,0.59533,36,0.10273,23,-0.6208,39,0.21583,27,-0.5049
ENSG00000172765,TMCC1,53,0.97207,34,0.26847,35,0.26422,19,-0.7206,31,0.05434,20,-0.7340
ENSG00000017260,ATP2C1,60,-0.8011,192,1.36939,79,-0.3868,58,-0.8639,78,-0.3948,81,-0.4346
ENSG00000198585,NUDT16,65,0.42706,62,0.43293,49,-0.0384,65,0.43841,42,-0.2576,34,-0.7452
ENSG00000114686,MRPL3,55,0.45572,57,0.61010,15,-1.5186,37,-0.1852,41,-0.0304,37,-0.2218
ENSG00000196353,CPNE4,29,-1.1799,142,1.81824,25,-1.3950,20,-1.7573,23,-1.5692,61,-0.0585
ENSG00000138246,DNAJC13,24,0.07035,25,0.13421,34,0.59340,7,-1.8805,22,-0.1148,25,0.10859
ENSG00000081307,UBA5,32,0.15892,29,-0.0427,24,-0.3393,26,-0.1644,33,0.18883,30,0.07777
ENSG00000144868,TMEM108,17,-0.4555,38,1.01249,9,-1.4022,16,-0.5564,32,0.55253,19,-0.4174
ENSG00000091527,CDV3,56,0.32513,55,0.36234,37,-0.3463,39,-0.2570,36,-0.3848,44,-0.0584
ENSG00000163781,TOPBP1,14,-0.2767,27,0.93582,9,-0.9797,7,-1.4168,17,-0.0272,17,0.03968
ENSG00000091513,TF,23,-2.1961,13,-3.1809,536,3.58867,246,1.60568,24,-2.1382,11,-3.6193
ENSG00000144867,SRPRB,63,0.53698,74,0.99350,35,-0.3931,28,-0.7391,36,-0.3537,32,-0.6772
ENSG00000154917,RAB6B,747,0.41004,718,0.39901,438,-0.4547,295,-1.0689,508,-0.2195,607,0.08885
ENSG00000114019,AMOTL2,16,0.13970,15,0.00116,22,0.67815,23,0.71697,14,-0.0373,9,-0.9037
ENSG00000129055,ANAPC13,76,0.18075,68,-0.0098,73,0.10654,51,-0.4711,46,-0.6407,78,0.28947
ENSG00000114054,PCCB,12,-0.5756,15,-0.2428,24,0.57806,16,-0.1004,23,0.46590,16,-0.0926
ENSG00000114098,ARMC8,38,-0.0606,63,0.94801,50,0.39254,25,-0.7207,29,-0.4873,29,-0.6291
ENSG00000158186,MRAS,117,0.23148,108,0.12027,118,0.23918,60,-0.8298,87,-0.2561,105,0.08173
ENSG00000051382,PIK3CB,53,-0.2645,70,0.21974,81,0.41805,22,-1.5990,28,-1.2544,80,0.55545
ENSG00000175110,MRPS22,32,0.93583,27,0.77303,14,-0.4041,6,-1.6326,17,-0.0412,13,-0.6192
ENSG00000184432,COPB2,38,0.46138,31,0.17761,32,0.20837,8,-1.8248,55,1.10390,20,-0.6877
ENSG00000114115,RBP1,7,-1.5986,6,-1.8414,47,1.49789,22,0.15888,10,-0.9630,26,0.66895
ENSG00000158258,CLSTN2,11,-3.1071,138,0.90332,131,0.66635,50,-0.8893,10,-3.1990,104,0.38635
ENSG00000114120,SLC25A36,50,-0.2451,92,0.88792,52,-0.2018,34,-0.8519,62,0.07742,49,-0.3666
ENSG00000177311,ZBTB38,44,0.32708,47,0.55089,42,0.24823,21,-0.8061,25,-0.5299,31,-0.2658
ENSG00000114125,RNF7,84,0.06284,79,-0.0384,53,-0.6486,67,-0.2905,61,-0.4428,101,0.51106
ENSG00000069849,ATP1B3,74,-0.3857,134,0.69518,91,-0.0454,57,-0.7938,42,-1.2316,105,0.23567
ENSG00000114126,TFDP2,19,-0.2550,33,0.71183,20,-0.2254,24,0.05396,17,-0.4956,20,-0.2672
ENSG00000144935,TRPC1,31,-0.0098,48,0.88580,20,-0.6799,11,-1.4983,24,-0.3808,31,0.05397
ENSG00000163714,U2SURP,43,0.32317,44,0.45419,42,0.31353,25,-0.5029,25,-0.5172,30,-0.3085
ENSG00000175040,CHST2,77,1.15855,40,0.04610,40,0.05754,17,-1.2340,61,0.72932,25,-0.8529
ENSG00000163754,GYG1,64,0.71986,66,0.94247,23,-0.9433,28,-0.6173,40,-0.0495,29,-0.7377
ENSG00000071794,HLTF,20,0.02030,21,0.16546,10,-1.0580,8,-1.3129,35,1.00495,20,0.04133
ENSG00000082996,RNF13,53,0.31347,45,0.05907,94,1.31977,54,0.33412,24,-0.9402,26,-0.9904
ENSG00000070087,PFN2,440,-0.1521,662,0.61376,311,-0.6976,350,-0.5110,413,-0.2507,504,0.09046
ENSG00000196428,TSC22D2,47,0.49687,38,0.16299,29,-0.2861,31,-0.1683,26,-0.4668,35,-0.0107
ENSG00000120742,SERP1,87,0.33033,63,-0.2278,72,0.02199,94,0.45220,70,-0.0353,64,-0.2177
ENSG00000144895,EIF2A,49,1.06879,24,-0.1168,22,-0.2233,22,-0.2433,31,0.29545,20,-0.5204
ENSG00000198843,SELENOT,164,0.17156,173,0.30738,132,-0.1802,92,-0.7440,120,-0.3287,157,0.14516
ENSG00000181788,SIAH2,36,0.17465,39,0.38447,23,-0.5355,20,-0.7349,20,-0.7257,37,0.32536
ENSG00000152601,MBNL1,59,-0.2889,79,0.18101,59,-0.2950,35,-1.0887,61,-0.2506,90,0.53125
ENSG00000181467,RAP2B,43,0.06566,60,0.77185,35,-0.2285,15,-1.5293,27,-0.6521,42,0.07407
ENSG00000174953,DHX36,50,0.45067,46,0.36913,17,-1.2264,28,-0.5043,34,-0.1841,40,0.13051
ENSG00000163655,GMPS,35,0.55818,27,0.18112,22,-0.1619,26,0.06208,27,0.12379,19,-0.4785
ENSG00000169282,KCNAB1,21,-1.7502,107,0.99976,69,0.09373,39,-0.8041,44,-0.6337,67,0.05282
ENSG00000114850,SSR3,51,-0.3108,87,0.66759,79,0.39864,50,-0.3464,42,-0.6181,54,-0.2917
ENSG00000174891,RSRC1,31,-0.0585,34,0.12922,64,1.19312,30,-0.1050,20,-0.7580,25,-0.5125
ENSG00000178053,MLF1,21,0.07133,25,0.38957,21,0.10927,10,-1.0827,32,0.76236,16,-0.4934
ENSG00000168827,GFM1,33,0.16471,45,0.81690,21,-0.5512,28,-0.0808,12,-1.3351,27,-0.1489
ENSG00000118855,MFSD1,25,0.46739,17,-0.1262,24,0.39057,13,-0.5656,14,-0.3904,19,0.03947
ENSG00000180044,C3orf80,43,-0.2074,92,1.32885,23,-1.1380,22,-1.2004,35,-0.5223,44,-0.2286
ENSG00000068885,IFT80,18,-0.8353,48,0.92891,28,-0.1397,15,-1.1060,20,-0.6303,32,0.11145
ENSG00000186432,KPNA4,80,0.06367,107,0.66046,57,-0.4619,46,-0.7841,42,-0.9493,83,0.18040
ENSG00000163590,PPM1L,127,0.65643,110,0.47114,90,0.06887,44,-1.0551,63,-0.4781,76,-0.2451
ENSG00000169255,B3GALNT1,63,-0.1700,108,0.87117,67,-0.0692,38,-0.9684,67,-0.0735,60,-0.3334
ENSG00000169251,NMD3,25,0.45854,21,0.21522,17,-0.1548,13,-0.5827,14,-0.4279,19,0.05174
ENSG00000114209,PDCD10,24,0.02376,34,0.77095,18,-0.4308,16,-0.5805,18,-0.3691,22,-0.1593
ENSG00000163536,SERPINI1,869,0.97411,778,0.93256,169,-1.6423,185,-1.5092,387,-0.3763,413,-0.3514
ENSG00000173905,GOLIM4,12,-1.0818,6,-2.3631,82,2.15441,34,0.50219,16,-0.7177,23,-0.1338
ENSG00000008952,SEC62,224,-0.0766,243,0.06382,234,-0.0051,296,0.38494,178,-0.4418,231,-0.0300
ENSG00000173889,PHC3,9,-1.0320,28,0.77804,27,0.60578,12,-0.6762,8,-1.3162,19,0.00037
ENSG00000163558,PRKCI,122,1.24895,90,0.82490,29,-1.0804,21,-1.5786,58,-0.0192,41,-0.7502
ENSG00000136603,SKIL,39,0.63296,34,0.44343,40,0.67462,18,-0.6459,14,-0.9518,20,-0.5330
ENSG00000013297,CLDN11,20,-1.2101,4,-3.7019,250,3.75879,85,1.13017,8,-2.6063,8,-2.8757
ENSG00000013293,SLC7A14,51,0.49268,50,0.54076,42,0.15711,17,-1.1826,27,-0.5156,34,-0.2094
ENSG00000163584,RPL22L1,26,0.31249,10,-1.2531,22,0.04147,16,-0.4504,37,0.90800,24,0.23713
ENSG00000154310,TNIK,13,-1.5331,32,-0.1568,56,0.80762,37,0.09101,11,-1.7040,44,0.53812
ENSG00000144959,NCEH1,79,0.22629,123,1.18820,35,-1.0532,15,-2.2685,61,-0.2049,62,-0.2350
ENSG00000169760,NLGN1,58,1.86640,24,0.31797,5,-2.0061,17,-0.2284,28,0.51120,9,-1.5426
ENSG00000177565,TBL1XR1,86,-0.1809,141,0.74895,88,-0.1610,53,-0.9281,96,-0.0141,88,-0.1954
ENSG00000172667,ZMAT3,91,-0.1389,103,0.07615,120,0.32034,60,-0.7810,80,-0.3334,111,0.25380
ENSG00000121864,ZNF639,18,0.18053,15,-0.1373,14,-0.1369,12,-0.3803,16,0.05517,17,0.20157
ENSG00000171109,MFN1,16,-0.1946,23,0.43358,26,0.53903,7,-1.3688,15,-0.3509,18,0.00408
ENSG00000114450,GNB4,2,-3.7556,36,0.41127,69,1.52674,34,0.25290,5,-2.6485,26,-0.2120
ENSG00000136522,MRPL47,28,-0.4735,57,0.80979,36,-0.0903,32,-0.2468,28,-0.4561,34,-0.2236
ENSG00000136521,NDUFB5,117,-0.0036,147,0.43616,118,0.01724,84,-0.5198,129,0.15587,104,-0.2526
ENSG00000114757,PEX5L,76,-0.5353,224,1.60768,61,-0.8828,48,-1.2361,66,-0.7506,87,-0.4194
ENSG00000163728,TTC14,30,0.74958,22,0.32241,19,0.02044,18,-0.0584,12,-0.7168,15,-0.4149
ENSG00000114416,FXR1,74,0.03002,95,0.50600,116,0.78157,75,0.04789,56,-0.4077,48,-0.8194
ENSG00000205981,DNAJC19,93,0.73584,62,0.06055,57,-0.0799,30,-1.0489,82,0.53562,50,-0.3482
ENSG00000242808,SOX2-OT,35,-1.1911,29,-1.5945,268,2.34555,161,1.29022,43,-0.8966,40,-1.2259
ENSG00000181449,SOX2,28,-0.5558,15,-1.6563,86,1.32557,52,0.43573,34,-0.2626,43,0.17608
ENSG00000043093,DCUN1D1,59,0.48345,40,-0.1492,39,-0.1774,36,-0.3122,36,-0.3316,48,0.20134
ENSG00000114796,KLHL24,45,0.64700,40,0.51657,26,-0.2393,29,-0.0430,31,0.03183,21,-0.7521
ENSG00000163872,YEATS2,23,-0.0591,38,0.98045,11,-1.1687,12,-1.0477,37,0.74186,17,-0.5866
ENSG00000180834,MAP6D1,33,0.25643,41,0.75498,50,0.98639,36,0.43077,17,-0.7143,11,-1.7262
ENSG00000175193,PARL,37,0.21803,35,0.14403,35,0.12688,37,0.24069,25,-0.3900,29,-0.2414
ENSG00000114770,ABCC5,78,0.42979,101,1.06069,49,-0.3273,38,-0.7140,57,-0.1009,39,-0.8541
ENSG00000145191,EIF2B5,30,-0.1202,47,0.72270,41,0.40123,34,0.11064,47,0.60810,15,-1.4379
ENSG00000161202,DVL3,28,-0.5436,25,-0.7741,77,1.12119,29,-0.4953,46,0.23612,42,0.13411
ENSG00000161203,AP2M1,757,0.00731,1151,0.84758,578,-0.4228,427,-0.8948,552,-0.4956,721,-0.0933
ENSG00000161204,ABCF3,42,0.14216,59,0.82843,38,-0.0418,23,-0.8311,51,0.47389,25,-0.8231
ENSG00000145198,VWA5B2,33,-0.1089,34,-0.0588,48,0.52944,60,0.90945,24,-0.6083,27,-0.4932
ENSG00000163888,CAMK2N2,342,1.41272,98,-0.7747,100,-0.6602,97,-0.7100,268,0.96397,121,-0.4578
ENSG00000175166,PSMD2,124,-0.0234,155,0.39659,110,-0.2198,83,-0.6576,112,-0.1928,132,0.09571
ENSG00000114867,EIF4G1,100,0.10584,128,0.60276,124,0.46185,71,-0.4521,90,-0.0647,68,-0.6512
ENSG00000175182,FAM131A,219,-0.1547,397,1.01086,129,-0.9784,120,-1.0923,207,-0.2451,234,-0.0661
ENSG00000163882,POLR2H,28,-0.3783,46,0.47129,50,0.53408,25,-0.5874,27,-0.4164,34,-0.1351
ENSG00000090539,CHRD,30,1.10184,19,0.30642,14,-0.1719,6,-1.3740,25,0.77115,9,-0.9493
ENSG00000177383,MAGEF1,73,0.14875,73,0.17825,69,0.06572,43,-0.7001,45,-0.6094,74,0.23911
ENSG00000156931,VPS8,37,0.52379,38,0.67251,33,0.35562,18,-0.6012,19,-0.5207,19,-0.6581
ENSG00000187068,C3orf70,57,1.79226,12,-0.9786,5,-2.0629,23,0.16575,48,1.43196,10,-1.3184
ENSG00000073803,MAP3K13,73,0.88034,32,-0.5085,42,-0.0514,39,-0.1505,43,-0.0034,42,-0.0481
ENSG00000163904,SENP2,47,0.29666,44,0.23589,53,0.51970,31,-0.3479,33,-0.2575,32,-0.3692
ENSG00000136527,TRA2B,57,-0.0010,78,0.62691,48,-0.2596,37,-0.6806,66,0.24425,49,-0.3130
ENSG00000244405,ETV5,32,-0.5871,73,0.90464,63,0.51028,43,-0.1135,27,-0.8527,35,-0.5447
ENSG00000058866,DGKG,9,-1.5070,26,0.04500,37,0.59169,3,-2.9986,25,-0.0379,35,0.69741
ENSG00000090520,DNAJB11,17,-0.4102,35,0.91032,21,-0.0861,17,-0.4343,12,-0.8915,20,-0.1442
ENSG00000156976,EIF4A2,652,0.34086,724,0.60704,346,-0.6779,277,-1.0197,501,-0.0925,516,-0.0568
ENSG00000073849,ST6GAL1,20,-0.2002,26,0.28658,35,0.76395,35,0.77450,15,-0.6438,14,-0.8419
ENSG00000157005,SST,198,-0.9766,25,-4.2178,138,-1.5233,74,-2.4381,185,-1.0814,891,3.04695
ENSG00000113916,BCL6,30,0.53896,13,-0.8615,38,0.95292,16,-0.4238,30,0.53991,18,-0.3872
ENSG00000152492,CCDC50,28,0.52611,5,-2.0706,26,0.37921,28,0.54829,28,0.52935,21,0.02080
ENSG00000114279,FGF12,152,-0.1189,194,0.32757,130,-0.3686,98,-0.8117,128,-0.3899,192,0.36091
ENSG00000198836,OPA1,110,-0.0550,169,0.78360,66,-0.8609,58,-1.0494,79,-0.5773,124,0.19660
ENSG00000133657,ATP13A3,20,-0.0402,34,0.93580,21,0.00690,10,-1.1492,32,0.71407,13,-0.9720
ENSG00000114331,ACAP2,28,0.99357,16,0.08992,31,1.16079,10,-0.7059,16,0.01084,7,-1.3281
ENSG00000184203,PPP1R2,66,-0.1914,105,0.66894,66,-0.1958,44,-0.8359,74,-0.0116,70,-0.1220
ENSG00000189058,APOD,206,-0.5977,141,-1.2947,865,1.91251,678,1.42141,169,-0.9044,167,-1.1300
ENSG00000061938,TNK2,67,-0.4907,76,-0.3396,164,0.97765,108,0.26354,72,-0.3890,88,-0.0942
ENSG00000072274,TFRC,20,-0.8320,51,0.77449,38,0.16263,18,-0.9433,16,-1.1134,38,0.21794
ENSG00000161217,PCYT1A,7,-1.2295,25,0.77164,19,0.15456,12,-0.5569,21,0.31116,15,-0.3141
ENSG00000213123,TCTEX1D2,46,0.20592,30,-0.5227,47,0.22247,27,-0.6130,36,-0.1774,50,0.44952
ENSG00000163960,UBXN7,16,-0.0376,21,0.49038,28,0.92739,10,-0.7069,9,-0.8045,13,-0.3982
ENSG00000163961,RNF168,26,0.64877,27,0.77711,12,-0.5623,15,-0.2408,11,-0.7313,14,-0.4812
ENSG00000174013,FBXO45,39,0.56626,31,0.18573,21,-0.4555,22,-0.3985,25,-0.1725,27,-0.0310
ENSG00000163964,PIGX,68,0.28500,77,0.57947,43,-0.4408,36,-0.7357,43,-0.4326,57,-0.0235
ENSG00000180370,PAK2,33,0.15935,28,-0.1478,68,1.39103,25,-0.2708,33,0.12587,19,-0.8968
ENSG00000119231,SENP5,44,0.11263,60,0.74903,36,-0.1942,23,-0.9168,40,-0.0425,35,-0.3078
ENSG00000114503,NCBP2,31,-0.6029,49,0.14350,44,-0.0573,37,-0.3049,47,0.05884,50,0.23048
ENSG00000270170,NCBP2AS2,66,0.61533,55,0.36557,25,-0.9336,26,-0.8806,53,0.23996,43,-0.1101
ENSG00000119227,PIGZ,10,-0.8580,21,0.21832,13,-0.5004,4,-2.2046,19,0.07494,26,0.78073
ENSG00000075711,DLG1,87,0.54205,69,0.18119,74,0.25977,64,0.03633,40,-0.7158,54,-0.3141
ENSG00000161267,BDH1,30,0.02765,38,0.51058,9,-1.7833,13,-1.2476,39,0.50031,32,0.18490
ENSG00000145016,RUBCN,38,0.17125,39,0.27113,50,0.64313,34,-0.0076,44,0.42991,20,-0.9804
ENSG00000122068,FYTTD1,25,-0.4754,44,0.47581,48,0.53370,15,-1.2956,31,-0.1720,34,-0.0112
ENSG00000182899,RPL35A,706,0.30110,372,-0.8031,578,-0.0285,833,0.57928,534,-0.1561,632,0.16013
ENSG00000182903,ZNF721,22,-0.4971,36,0.39194,52,0.95769,10,-1.6972,38,0.42335,24,-0.4353
ENSG00000174227,PIGG,33,0.97038,26,0.68535,14,-0.4468,6,-1.6170,10,-0.8509,16,-0.2190
ENSG00000273238,TMEM271,126,0.77568,88,0.20117,68,-0.2546,36,-1.2434,65,-0.3172,81,0.04504
ENSG00000169020,ATP5ME,533,-0.7873,765,-0.2480,1029,0.26271,945,0.12332,1089,0.35825,921,0.10809
ENSG00000185619,PCGF3,23,-0.4795,42,0.57474,38,0.33498,24,-0.4251,21,-0.6284,30,-0.0673
ENSG00000168993,CPLX1,248,0.00867,246,-0.0066,270,0.14780,176,-0.5358,253,0.04347,260,0.11789
ENSG00000178950,GAK,47,-0.1297,65,0.45657,56,0.13028,48,-0.1015,31,-0.8067,50,-0.0582
ENSG00000127419,TMEM175,58,0.63837,37,-0.1034,65,0.83237,27,-0.5738,28,-0.5471,34,-0.3008
ENSG00000145214,DGKQ,34,0.06339,40,0.35325,48,0.62740,12,-1.5605,44,0.47751,26,-0.4618
ENSG00000159692,CTBP1,238,-0.0403,297,0.37010,234,-0.0715,174,-0.5400,247,0.01463,238,-0.0587
ENSG00000090316,MAEA,80,0.33694,123,1.33021,47,-0.5218,29,-1.2228,67,0.05237,39,-1.0007
