Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000116983,HPCAL4,337,-0.0573,417,0.33388,340,-0.0438,240,-0.6001,323,-0.1267,358,0.04911
ENSG00000084072,PPIE,33,-0.2607,32,-0.3665,69,0.95244,39,-0.0138,40,0.03416,36,-0.1834
ENSG00000168389,MFSD2A,12,-1.2567,24,-0.1676,55,1.24278,25,-0.0700,25,-0.0675,24,-0.1797
ENSG00000131236,CAP1,129,0.12820,161,0.57637,125,0.07944,90,-0.4527,102,-0.2521,102,-0.3219
ENSG00000131238,PPT1,119,0.68141,83,0.09990,41,-1.0115,38,-1.1259,113,0.58607,78,-0.0345
ENSG00000084073,ZMPSTE24,44,1.01661,36,0.78651,19,-0.3679,19,-0.3423,9,-1.3939,17,-0.6271
ENSG00000049089,COL9A2,10,-0.4846,5,-1.5472,40,1.89440,37,1.74270,5,-1.4995,7,-1.2431
ENSG00000084070,SMAP2,169,0.16248,190,0.41373,125,-0.3213,91,-0.8104,142,-0.1167,156,0.04785
ENSG00000117016,RIMS3,49,-0.4427,88,0.58814,68,0.06775,38,-0.8498,90,0.53620,55,-0.3542
ENSG00000066136,NFYC,42,0.47124,47,0.78733,28,-0.1902,12,-1.4412,26,-0.2861,27,-0.3175
ENSG00000179862,CITED4,25,0.79090,21,0.60310,10,-0.7017,7,-1.2507,26,0.84603,10,-0.8701
ENSG00000127124,HIVEP3,14,-0.3395,24,0.54608,23,0.42398,18,-0.0021,12,-0.6326,15,-0.3161
ENSG00000198815,FOXJ3,49,-0.2233,92,0.97429,41,-0.5151,35,-0.7498,41,-0.5287,54,-0.1247
ENSG00000177181,RIMKLA,52,0.81543,29,-0.1812,22,-0.6059,11,-1.5620,44,0.53202,34,0.09950
ENSG00000127125,PPCS,47,-0.1156,46,-0.1760,60,0.26453,47,-0.1336,50,-0.0476,54,0.13214
ENSG00000171960,PPIH,10,-0.6179,20,0.47834,19,0.32969,17,0.19689,18,0.29194,11,-0.6146
ENSG00000065978,YBX1,63,0.43112,31,-0.7729,76,0.75801,61,0.38686,48,-0.0071,42,-0.3135
ENSG00000164008,C1orf50,24,0.36509,19,-0.0339,18,-0.1057,16,-0.3403,21,0.14289,19,-0.0352
ENSG00000177868,SVBP,38,0.30572,27,-0.2638,54,0.90218,24,-0.3988,27,-0.2415,28,-0.2062
ENSG00000117394,SLC2A1,38,-0.6975,37,-0.8339,154,1.68949,69,0.25858,85,0.60397,38,-0.8836
ENSG00000117395,EBNA1BP2,90,0.57592,53,-0.3304,51,-0.3373,35,-0.9411,49,-0.4069,80,0.53717
ENSG00000066322,ELOVL1,7,-1.6817,2,-3.6143,122,3.72660,42,1.14329,9,-1.2327,3,-3.2627
ENSG00000159479,MED8,16,-0.2819,18,-0.1570,13,-0.5694,23,0.30469,26,0.49952,20,0.05071
ENSG00000178922,HYI,11,-0.7590,12,-0.7212,45,1.56943,19,0.05903,22,0.30516,14,-0.4798
ENSG00000142949,PTPRF,164,0.66825,165,0.80920,77,-0.5573,44,-1.4321,122,0.17496,84,-0.5510
ENSG00000066135,KDM4A,23,0.53017,31,1.26670,16,-0.0672,8,-1.0274,6,-1.6177,12,-0.6932
ENSG00000126091,ST3GAL3,63,0.39210,61,0.39938,34,-0.5834,38,-0.4098,76,0.70558,38,-0.5615
ENSG00000117408,IPO13,59,-0.0048,53,-0.1941,104,0.94971,44,-0.4474,66,0.17589,51,-0.3114
ENSG00000117410,ATP6V0B,621,0.24254,823,0.86082,425,-0.3700,241,-1.2481,428,-0.3586,486,-0.2050
ENSG00000117411,B4GALT2,97,0.28833,61,-0.5035,103,0.39520,95,0.26985,84,0.06548,76,-0.1408
ENSG00000159214,CCDC24,18,0.16185,19,0.29930,28,0.86246,16,-0.0987,18,0.09345,10,-0.9131
ENSG00000178028,DMAP1,80,0.60753,69,0.40663,83,0.65768,31,-0.9064,43,-0.4239,42,-0.5631
ENSG00000117419,ERI3,162,-0.4103,244,0.28548,238,0.20762,138,-0.6620,210,0.00542,217,0.07447
ENSG00000187147,RNF220,126,0.14111,123,0.12437,119,0.05167,83,-0.5266,145,0.37607,106,-0.1728
ENSG00000142937,RPS8,611,-0.2615,502,-0.6370,989,0.52958,1176,0.82888,674,-0.1037,672,-0.1434
ENSG00000070785,EIF2B3,37,0.41511,52,1.23095,22,-0.3963,17,-0.8350,26,-0.1210,17,-0.9963
ENSG00000126107,HECTD3,30,0.78282,15,-0.3425,24,0.42564,12,-0.6151,13,-0.5156,19,0.03986
ENSG00000126088,UROD,79,-0.0455,91,0.21895,84,0.06165,71,-0.2048,58,-0.5274,85,0.10292
ENSG00000117450,PRDX1,278,-0.0350,263,-0.1408,390,0.52067,281,-0.0211,221,-0.4006,288,0.02520
ENSG00000117448,AKR1A1,27,-0.4218,38,0.09987,53,0.63760,24,-0.6416,57,0.76558,29,-0.4497
ENSG00000132780,NASP,26,0.20363,14,-0.8451,36,0.73783,32,0.57057,16,-0.5196,22,-0.0369
ENSG00000159592,GPBP1L1,32,-0.0562,37,0.20323,49,0.66335,28,-0.2873,25,-0.4139,30,-0.2139
ENSG00000086015,MAST2,24,-0.2837,19,-0.7528,56,1.11858,14,-1.1536,32,0.15695,33,0.25018
ENSG00000085998,POMGNT1,75,0.42446,69,0.33576,64,0.16562,69,0.30061,61,0.09514,37,-0.8501
ENSG00000132128,LRRC41,76,0.76131,57,0.31334,62,0.42611,25,-0.9999,47,-0.0502,36,-0.5633
ENSG00000173660,UQCRH,484,0.18409,452,0.08329,268,-0.7561,324,-0.4591,424,-0.0343,496,0.30747
ENSG00000117480,FAAH,52,0.27989,66,0.78854,61,0.54236,34,-0.4021,48,0.13451,23,-1.2200
ENSG00000079277,MKNK1,56,1.76618,21,0.04976,18,-0.1673,12,-0.8694,17,-0.3012,13,-0.8503
ENSG00000123472,ATPAF1,145,0.40683,106,-0.1249,80,-0.5520,100,-0.2044,103,-0.1513,127,0.24846
ENSG00000159658,EFCAB14,16,-1.3573,33,-0.2603,92,1.55465,52,0.50345,26,-0.5935,30,-0.4697
ENSG00000186377,CYP4X1,36,1.37588,26,0.97687,5,-1.8053,5,-1.7921,10,-0.7359,12,-0.5396
ENSG00000162368,CMPK1,90,-0.2640,120,0.23516,118,0.17769,91,-0.2403,69,-0.6821,115,0.18383
ENSG00000162373,BEND5,45,1.00171,30,0.32918,16,-0.6575,11,-1.2182,15,-0.7686,26,0.06171
ENSG00000162374,ELAVL4,96,-0.4676,225,1.14886,53,-1.3830,64,-1.0776,83,-0.6936,137,0.14404
ENSG00000185104,FAF1,35,0.43467,31,0.29527,34,0.40634,17,-0.7125,30,0.16424,21,-0.5088
ENSG00000123091,RNF11,319,-0.6301,598,0.44370,331,-0.5712,294,-0.7589,355,-0.4644,593,0.51042
ENSG00000085832,EPS15,123,-0.3178,181,0.35680,149,-0.0139,120,-0.3519,120,-0.3593,159,0.12488
ENSG00000078618,NRDC,86,0.40698,93,0.64137,43,-0.6769,36,-0.9508,70,0.08098,60,-0.2256
ENSG00000169213,RAB3B,284,1.55542,58,-1.2067,79,-0.6264,52,-1.2663,152,0.42764,124,0.12548
ENSG00000117862,TXNDC12,15,-0.3290,26,0.64483,15,-0.2936,19,0.04832,17,-0.1261,16,-0.2851
ENSG00000134717,BTF3L4,64,0.16959,69,0.34733,64,0.17226,45,-0.3804,44,-0.4220,54,-0.1291
ENSG00000157077,ZFYVE9,28,0.31086,37,0.94550,23,-0.0245,13,-0.9126,12,-1.0236,19,-0.3540
ENSG00000162377,COA7,12,-0.6302,24,0.44248,13,-0.5738,15,-0.3647,17,-0.1669,21,0.29039
ENSG00000162378,ZYG11B,140,0.03734,195,0.70223,107,-0.3850,71,-1.0286,94,-0.5965,143,0.09115
ENSG00000116171,SCP2,72,0.33319,59,0.02982,63,0.11286,61,0.05831,66,0.18442,49,-0.3660
ENSG00000162384,CZIB,56,-0.1208,63,0.07834,71,0.27277,58,-0.0721,39,-0.6992,65,0.14601
ENSG00000162385,MAGOH,26,-0.1258,31,0.22171,39,0.57244,8,-1.8773,36,0.42566,26,-0.1281
ENSG00000157193,LRP8,18,-1.6097,40,-0.4477,86,0.86415,28,-0.9241,31,-0.7794,73,0.84063
ENSG00000058799,YIPF1,39,0.72422,35,0.67627,24,-0.0802,16,-0.7363,10,-1.3738,22,-0.2649
ENSG00000081870,HSPB11,33,0.25824,31,0.21781,25,-0.1482,32,0.23561,20,-0.4725,26,-0.1662
ENSG00000116209,TMEM59,175,0.47088,176,0.56590,143,0.14462,81,-0.7532,124,-0.0893,102,-0.5126
ENSG00000116221,MRPL37,80,0.43707,81,0.54163,61,-0.0147,39,-0.7106,35,-0.8536,58,-0.1156
ENSG00000157216,SSBP3,63,-1.5699,259,0.77835,215,0.34000,145,-0.3041,76,-1.2949,186,0.13035
ENSG00000116133,DHCR24,209,-0.0942,459,1.57975,203,-0.1396,147,-0.6504,122,-0.9366,131,-1.0220
ENSG00000162402,USP24,41,0.81736,32,0.42168,32,0.36878,15,-0.7819,24,-0.0555,17,-0.7547
ENSG00000162407,PLPP3,29,-0.8075,17,-1.7116,150,2.07681,61,0.38721,27,-0.9096,44,-0.1886
ENSG00000162409,PRKAA2,40,0.33188,50,0.86157,18,-0.9297,13,-1.3489,38,0.26290,28,-0.3373
ENSG00000173406,DAB1,33,1.25503,27,1.08595,0,-4.2158,5,-1.5927,31,1.14563,6,-1.7480
ENSG00000162601,MYSM1,26,0.46126,32,0.99348,12,-0.7659,14,-0.4946,20,0.06287,13,-0.7831
ENSG00000177606,JUN,133,1.31145,104,1.03768,23,-1.5523,25,-1.3818,102,0.81948,23,-1.7923
ENSG00000134709,HOOK1,23,0.23513,32,0.93890,6,-1.8814,11,-0.9116,20,-0.0106,19,-0.1385
ENSG00000162599,NFIA,17,-1.7908,19,-1.7363,137,1.60145,80,0.61756,21,-1.5057,68,0.46340
ENSG00000162604,TM2D1,77,0.44248,65,0.17770,72,0.32449,41,-0.5790,32,-0.9441,59,0.02374
ENSG00000162607,USP1,22,0.24291,23,0.35852,38,1.13498,11,-0.8065,14,-0.4636,14,-0.6801
ENSG00000079739,PGM1,26,-0.0737,21,-0.4689,18,-0.6171,25,-0.1306,23,-0.2487,37,0.70878
ENSG00000158966,CACHD1,25,0.59919,20,0.24416,23,0.46418,9,-1.0175,24,0.51038,12,-0.7304
ENSG00000162434,JAK1,80,0.32858,109,1.05613,45,-0.5651,35,-0.9556,76,0.26366,43,-0.8033
ENSG00000162433,AK4,19,-1.5442,61,0.30621,79,0.69679,40,-0.4033,17,-1.7293,64,0.45515
ENSG00000116675,DNAJC6,387,0.08250,572,0.88247,324,-0.2070,193,-1.0124,300,-0.3251,322,-0.2824
ENSG00000213625,LEPROT,13,-0.5282,12,-0.7394,27,0.67966,16,-0.2153,22,0.33874,20,0.25435
ENSG00000184588,PDE4B,56,0.42334,58,0.54445,38,-0.2273,37,-0.2463,36,-0.3009,36,-0.3742
ENSG00000118473,SGIP1,102,0.48289,109,0.70499,62,-0.3271,54,-0.5427,63,-0.3111,62,-0.4176
ENSG00000142864,SERBP1,81,-0.0839,98,0.26219,66,-0.4179,85,-0.0016,60,-0.5573,93,0.19777
ENSG00000116729,WLS,85,0.58677,38,-0.8076,85,0.57833,43,-0.5081,103,0.90749,49,-0.4086
ENSG00000033122,LRRC7,101,0.75262,96,0.79680,47,-0.4934,32,-1.0800,48,-0.4492,53,-0.4125
ENSG00000066557,LRRC40,25,0.39382,34,1.08884,17,-0.2272,9,-1.1721,15,-0.3805,14,-0.6292
ENSG00000116754,SRSF11,88,0.19761,88,0.23806,96,0.34377,65,-0.2948,67,-0.2362,69,-0.2412
ENSG00000118454,ANKRD13C,30,-0.0017,36,0.34468,33,0.13264,19,-0.7273,24,-0.3383,31,0.05644
ENSG00000132485,ZRANB2,75,-0.0522,102,0.54899,85,0.16621,54,-0.5607,45,-0.8421,77,-0.0131
ENSG00000172260,NEGR1,88,-0.4194,197,1.12258,107,-0.0995,62,-0.9456,59,-1.0308,105,-0.1682
ENSG00000178965,ERICH3,40,0.14533,63,1.11794,28,-0.4196,23,-0.6762,24,-0.6647,29,-0.4740
ENSG00000117054,ACADM,31,0.59169,35,0.94382,13,-0.7664,21,-0.0326,17,-0.3744,14,-0.8132
ENSG00000137955,RABGGTB,22,-0.5062,29,-0.1297,45,0.61169,21,-0.5959,25,-0.3080,36,0.31559
ENSG00000117069,ST6GALNAC5,86,0.93030,108,1.72351,4,-3.5724,15,-1.7677,37,-0.4497,28,-1.0687
ENSG00000142892,PIGK,13,-1.2676,42,0.62964,76,1.60305,14,-1.2094,18,-0.7875,23,-0.5843
ENSG00000154027,AK5,241,-0.7704,644,1.00655,348,-0.1916,173,-1.2762,204,-1.0228,425,0.17839
ENSG00000036549,AC118549.1,15,-0.2212,22,0.46458,24,0.51385,12,-0.5675,9,-0.9203,17,-0.0269
ENSG00000077254,USP33,78,-0.0016,110,0.67767,34,-1.2570,47,-0.7995,69,-0.1840,84,0.16681
ENSG00000180488,MIGA1,49,-0.4748,90,0.59763,81,0.34341,49,-0.4625,62,-0.0878,57,-0.2893
ENSG00000162613,FUBP1,32,-0.3154,70,1.18676,38,-0.0607,25,-0.6725,30,-0.4309,29,-0.5846
ENSG00000162616,DNAJB4,67,1.08462,28,-0.4089,30,-0.2544,21,-0.7887,23,-0.6512,40,0.27731
ENSG00000117114,ADGRL2,37,0.42995,44,0.84833,7,-2.1359,9,-1.6598,32,0.20132,28,-0.0555
ENSG00000137941,TTLL7,77,0.06600,113,0.85516,103,0.55157,64,-0.2298,65,-0.1913,43,-1.0573
ENSG00000142875,PRKACB,441,0.65040,424,0.69234,199,-0.6442,164,-0.9423,272,-0.1494,254,-0.3361
ENSG00000117133,RPF1,25,0.37515,13,-0.7061,36,1.00053,9,-1.1407,17,-0.2641,22,0.19168
ENSG00000174021,GNG5,40,0.05442,16,-1.4119,51,0.46785,37,-0.0638,53,0.52467,44,0.30300
ENSG00000117155,SSX2IP,95,0.39648,108,0.74160,23,-1.8004,41,-0.9413,85,0.22695,70,-0.1405
ENSG00000162642,C1orf52,59,-0.0873,100,0.92362,43,-0.5848,37,-0.8447,57,-0.1661,57,-0.2153
ENSG00000153904,DDAH1,122,-0.9210,156,-0.6091,427,1.13418,236,0.11223,98,-1.2645,262,0.39414
ENSG00000117174,ZNHIT6,27,0.14573,24,-0.0153,31,0.35070,19,-0.3824,29,0.25387,22,-0.1989
ENSG00000122417,ODF2L,38,0.91206,39,1.15072,9,-1.3778,19,-0.2329,19,-0.2203,12,-1.1631
ENSG00000097033,SH3GLB1,24,-0.2215,30,0.19910,51,1.07952,33,0.34462,28,0.05293,16,-1.0413
ENSG00000183291,SELENOF,61,-0.0630,85,0.55821,70,0.15831,68,0.11065,43,-0.6111,54,-0.3623
ENSG00000153936,HS2ST1,36,-0.0882,44,0.28385,44,0.22758,21,-0.9355,25,-0.6752,43,0.26366
ENSG00000143013,LMO4,470,-0.2131,704,0.52415,292,-0.9590,334,-0.7525,382,-0.5420,649,0.43243
ENSG00000137947,GTF2B,29,0.29995,33,0.58780,10,-1.4073,13,-0.9260,28,0.23569,24,-0.0139
ENSG00000137944,KYAT3,39,0.61925,27,0.06061,31,0.27715,16,-0.8120,25,-0.1154,24,-0.1686
ENSG00000197147,LRRC8B,165,1.13432,141,1.02609,45,-0.9951,16,-2.4835,89,0.07649,56,-0.8299
ENSG00000171492,LRRC8D,34,-0.1206,67,1.26900,28,-0.4214,30,-0.2965,33,-0.1533,23,-0.9085
ENSG00000162664,ZNF326,21,-0.0010,28,0.52218,31,0.59925,15,-0.5257,9,-1.2872,20,-0.1530
ENSG00000233593,LINC02609,55,0.72421,65,1.24792,11,-1.7881,23,-0.6497,38,0.13044,20,-1.0408
ENSG00000122482,ZNF644,23,0.45546,16,-0.1102,28,0.75678,12,-0.5666,16,-0.1182,15,-0.2995
ENSG00000172031,EPHX4,37,1.25806,30,1.02271,0,-4.4522,5,-1.7867,28,0.72272,10,-1.0834
ENSG00000189195,BTBD8,154,1.38823,80,0.28544,44,-0.6917,21,-1.7866,86,0.35946,52,-0.5835
ENSG00000067208,EVI5,21,0.23465,13,-0.5052,29,0.76473,14,-0.4316,19,0.12861,17,-0.0610
ENSG00000122406,RPL5,428,0.14988,336,-0.2741,496,0.39435,462,0.27308,332,-0.2600,375,-0.0859
ENSG00000154511,DIPK1A,39,0.18858,52,0.81338,28,-0.3329,22,-0.7296,23,-0.6245,32,-0.1836
ENSG00000117500,TMED5,27,0.51629,16,-0.3530,41,1.26439,22,0.23736,12,-0.7115,14,-0.7008
ENSG00000117505,DR1,57,0.17652,52,0.04296,48,-0.0874,20,-1.4286,44,-0.2147,61,0.42663
ENSG00000137942,FNBP1L,7,-1.5794,26,0.59069,42,1.37231,5,-1.9693,17,-0.1474,16,-0.3469
ENSG00000067334,DNTTIP2,53,0.92908,24,-0.4174,32,0.07280,33,0.11861,16,-0.9646,31,0.01493
ENSG00000023909,GCLM,20,0.27111,21,0.44301,16,-0.1322,13,-0.4423,14,-0.2671,16,-0.1647
ENSG00000117528,ABCD3,34,0.34264,37,0.54570,40,0.58728,25,-0.1617,24,-0.2146,17,-0.8855
ENSG00000117525,F3,22,-0.0777,5,-2.4233,69,1.90679,32,0.51640,15,-0.6641,21,-0.2251
ENSG00000117519,CNN3,48,-0.7142,45,-0.8962,127,0.88400,101,0.47737,74,-0.0350,79,0.11777
ENSG00000152078,TLCD4,77,2.01786,24,-0.0734,30,0.30411,10,-1.4265,30,0.31594,10,-1.6482
ENSG00000228971,LINC02607,63,-0.7477,181,1.20331,69,-0.5961,52,-1.0527,48,-1.1501,105,0.09014
ENSG00000117569,PTBP2,82,0.62367,76,0.59777,57,0.03863,58,0.06692,21,-1.5007,44,-0.4734
ENSG00000117598,PLPPR5,43,0.61599,44,0.76653,24,-0.3095,13,-1.2267,33,0.16116,22,-0.6066
ENSG00000117600,PLPPR4,216,0.77639,273,1.49304,40,-1.8836,40,-1.8838,123,-0.1589,86,-0.8967
ENSG00000162688,AGL,13,-0.4500,15,-0.2664,40,1.46150,7,-1.2564,21,0.33785,14,-0.3483
ENSG00000156875,MFSD14A,48,0.50491,59,1.04450,37,0.10693,20,-0.9073,22,-0.7467,24,-0.7588
ENSG00000137992,DBT,24,-0.1382,29,0.18778,22,-0.2739,18,-0.5526,25,-0.0456,29,0.24596
ENSG00000137996,RTCA,69,0.53304,69,0.63864,40,-0.3618,18,-1.5634,46,-0.1303,46,-0.1729
ENSG00000181656,GPR88,100,2.74966,29,0.33927,0,-8.2086,2,-3.4281,49,1.23086,2,-3.6214
ENSG00000162694,EXTL2,68,1.39527,33,0.13952,16,-1.0136,12,-1.4530,40,0.43906,24,-0.4621
ENSG00000170989,S1PR1,13,-0.8822,11,-1.1994,49,1.27972,26,0.16437,22,-0.0680,25,0.19244
ENSG00000118733,OLFM3,63,0.96575,83,1.92743,7,-2.4620,5,-2.8298,36,0.02544,14,-1.7342
ENSG00000162631,NTNG1,120,2.33971,30,-0.2094,3,-3.5763,8,-2.0723,78,1.45083,12,-1.8689
ENSG00000162636,FAM102B,49,-0.5906,99,0.63839,60,-0.2610,59,-0.2980,44,-0.7372,76,0.16380
ENSG00000162639,HENMT1,22,-0.0540,29,0.48220,20,-0.1933,18,-0.3805,19,-0.2512,22,-0.0472
ENSG00000134186,PRPF38B,35,1.19009,19,0.22920,14,-0.3158,15,-0.1911,15,-0.2385,12,-0.6514
ENSG00000116266,STXBP3,39,0.81048,24,-0.0156,49,1.22881,16,-0.6559,17,-0.5683,16,-0.8091
ENSG00000121940,CLCC1,18,-0.2087,36,1.06265,22,0.05536,18,-0.2659,21,0.03523,13,-0.9466
ENSG00000085433,WDR47,57,-0.9773,173,0.97772,95,-0.1933,49,-1.2168,72,-0.6182,114,0.14071
ENSG00000197780,TAF13,71,-0.2460,100,0.36430,90,0.13423,81,-0.0339,64,-0.3930,79,-0.0914
ENSG00000215717,TMEM167B,66,0.69291,51,0.32492,52,0.30883,16,-1.5278,33,-0.4411,40,-0.1650
ENSG00000116299,KIAA1324,23,-0.2144,46,1.15973,19,-0.5048,13,-1.1071,18,-0.5638,23,-0.2268
ENSG00000031698,SARS,211,0.14678,258,0.56468,255,0.46077,118,-0.7800,131,-0.6144,169,-0.2829
ENSG00000143126,CELSR2,139,0.08281,165,0.42349,187,0.57269,72,-0.9416,125,-0.0905,112,-0.3403
ENSG00000134222,PSRC1,47,0.89482,33,0.31479,41,0.67097,18,-0.6514,26,-0.0779,17,-0.9675
ENSG00000134243,SORT1,289,0.56259,306,0.78321,232,0.19044,143,-0.5856,128,-0.7483,151,-0.6350
ENSG00000143106,PSMA5,89,0.67217,77,0.50804,35,-0.8300,33,-0.9270,65,0.15735,52,-0.2552
ENSG00000174151,CYB561D1,32,0.51004,33,0.67638,29,0.35584,7,-1.7623,38,0.80493,13,-1.1610
ENSG00000181754,AMIGO1,58,0.50591,59,0.65032,46,0.14269,20,-1.1385,27,-0.6837,37,-0.2745
ENSG00000116337,AMPD2,91,-0.0028,72,-0.4231,121,0.45887,82,-0.1695,95,0.05377,97,0.11923
ENSG00000168765,GSTM4,27,0.32732,25,0.19195,28,0.38817,12,-0.9835,15,-0.6440,23,0.07029
ENSG00000134201,GSTM5,28,0.26214,8,-1.7507,42,0.91162,35,0.62380,28,0.26103,22,-0.1596
ENSG00000134202,GSTM3,100,0.26445,76,-0.2026,109,0.40437,84,-0.0281,87,0.02428,78,-0.1772
ENSG00000168710,AHCYL1,118,0.00604,86,-0.5720,194,0.83889,140,0.27338,110,-0.1065,109,-0.1593
ENSG00000143093,STRIP1,39,-0.3110,57,0.35398,46,-0.0488,30,-0.7025,48,0.02845,50,0.09907
ENSG00000197106,SLC6A17,194,0.14703,284,0.94257,147,-0.3018,74,-1.3585,149,-0.2846,156,-0.2755
ENSG00000116396,KCNC4,72,0.19076,55,-0.2646,61,-0.0856,48,-0.4594,63,-0.0195,74,0.32135
ENSG00000134248,LAMTOR5,141,0.12173,132,0.02635,134,0.04683,118,-0.1607,119,-0.1528,133,0.03588
ENSG00000177301,KCNA2,94,0.36888,83,0.19286,36,-1.1589,35,-1.1691,76,0.02975,89,0.39094
ENSG00000259834,AL365361.1,35,1.10844,14,-0.4098,14,-0.3315,6,-1.7265,26,0.61769,17,-0.0675
ENSG00000134255,CEPT1,29,0.76426,26,0.66850,21,0.22457,12,-0.6000,8,-1.1653,14,-0.5379
ENSG00000116455,WDR77,34,0.53459,42,1.09386,10,-1.3778,15,-0.7937,20,-0.3382,19,-0.4736
ENSG00000116459,ATP5PB,237,0.65489,208,0.51116,116,-0.5047,98,-0.7723,183,0.21926,129,-0.4349
ENSG00000116473,RAP1A,41,0.37617,23,-0.6059,64,1.15940,53,0.82193,29,-0.1698,19,-0.9722
ENSG00000197852,INKA2,38,-0.2455,61,0.61042,62,0.54564,24,-0.9365,32,-0.5035,41,-0.1932
ENSG00000171385,KCND3,72,0.43849,60,0.18048,72,0.44888,27,-1.0787,52,-0.0830,50,-0.1993
ENSG00000116489,CAPZA1,49,0.13915,44,-0.0183,37,-0.2817,28,-0.7148,38,-0.2483,54,0.41359
ENSG00000155366,RHOC,46,-0.6516,26,-1.6159,171,1.56628,103,0.64536,70,0.01439,62,-0.2553
ENSG00000155380,SLC16A1,23,0.69138,8,-0.9629,24,0.73240,28,1.04366,13,-0.2870,10,-0.7073
ENSG00000081019,RSBN1,8,-1.3164,26,0.50722,28,0.55115,18,-0.1393,19,-0.0481,18,-0.2305
ENSG00000134262,AP4B1,22,0.41129,25,0.70194,29,0.88025,9,-1.0201,7,-1.3589,13,-0.5958
ENSG00000163349,HIPK1,64,0.45664,44,-0.1839,53,0.13956,49,0.03010,42,-0.2260,46,-0.0753
ENSG00000197323,TRIM33,46,0.74168,42,0.68222,17,-0.8595,25,-0.2502,28,-0.0484,21,-0.6206
ENSG00000116752,BCAS2,136,0.80172,99,0.31505,73,-0.2354,54,-0.7060,51,-0.7817,82,-0.0616
ENSG00000213281,NRAS,19,-0.7201,60,1.52520,21,-0.5348,17,-0.8868,14,-1.0892,25,-0.3627
ENSG00000009307,CSDE1,209,-0.0949,255,0.27015,284,0.40793,180,-0.3347,147,-0.6511,221,-0.0034
ENSG00000163399,ATP1A1,773,0.90367,759,1.05419,227,-1.0818,129,-1.9282,521,0.22978,302,-0.8034
ENSG00000198162,MAN1A2,162,0.39581,82,-0.7767,182,0.59714,150,0.27517,115,-0.1547,124,-0.0579
ENSG00000092621,PHGDH,28,-0.8608,8,-2.7691,152,2.08698,76,0.75334,32,-0.6415,44,-0.2203
ENSG00000265808,SEC22B,50,-0.1905,63,0.19439,59,0.06655,48,-0.2465,38,-0.6345,63,0.22790
ENSG00000226067,LINC00623,17,-0.3366,17,-0.3696,36,0.91113,24,0.20630,14,-0.5865,21,0.01485
ENSG00000171943,SRGAP2C,34,0.85040,16,-0.4529,19,-0.1220,19,-0.0940,17,-0.2609,21,0.04992
ENSG00000232527,LINC02802,14,-1.0634,28,0.01240,28,0.00034,23,-0.3226,26,-0.1296,35,0.50650
ENSG00000265491,RNF115,61,0.61605,61,0.74962,31,-0.4807,34,-0.3208,27,-0.6951,34,-0.4359
ENSG00000131788,PIAS3,25,0.49739,24,0.52077,14,-0.4400,10,-0.8702,24,0.46256,14,-0.4794
ENSG00000198483,ANKRD35,15,-0.5714,12,-0.9776,30,0.50527,14,-0.7070,22,0.01461,31,0.77898
ENSG00000131779,PEX11B,56,0.35966,68,0.81084,40,-0.1941,24,-0.9935,32,-0.5110,39,-0.2938
ENSG00000265241,RBM8A,36,-0.8892,74,0.29499,98,0.73259,64,0.01727,63,-0.0052,54,-0.3469
ENSG00000271601,LIX1L,12,-0.5659,7,-1.4923,37,1.20388,22,0.31197,15,-0.2475,20,0.27400
ENSG00000272031,ANKRD34A,78,0.97522,53,0.36460,22,-1.0817,24,-0.9615,50,0.20961,38,-0.2817
ENSG00000121851,POLR3GL,14,-0.2620,18,0.14491,18,0.06099,18,0.04926,25,0.62915,14,-0.4083
ENSG00000265972,TXNIP,16,-0.1378,8,-1.2612,59,2.22019,37,1.24512,8,-1.2293,7,-1.5689
ENSG00000178104,PDE4DIP,161,0.60004,102,-0.1674,107,-0.0731,83,-0.4667,142,0.38709,103,-0.1661
ENSG00000159164,SV2A,350,0.32177,464,0.96923,166,-0.8653,97,-1.6720,266,-0.1261,260,-0.2124
ENSG00000143368,SF3B4,23,0.08807,32,0.74834,19,-0.2751,16,-0.4928,26,0.28524,16,-0.5771
ENSG00000136631,VPS45,62,0.90072,49,0.55957,22,-0.7823,28,-0.4105,40,0.17056,26,-0.6834
ENSG00000023902,PLEKHO1,76,0.62088,44,-0.3209,44,-0.2763,46,-0.2154,72,0.53578,48,-0.1647
ENSG00000143401,ANP32E,24,-0.6390,37,-0.0098,50,0.49302,34,-0.1442,34,-0.1338,39,0.11424
ENSG00000117362,APH1A,42,0.24807,45,0.44876,69,1.11875,37,0.04816,21,-0.8164,21,-1.0367
ENSG00000266472,MRPS21,255,0.28304,215,-0.0015,202,-0.0971,174,-0.3322,198,-0.1305,224,0.09746
ENSG00000163125,RPRD2,44,0.51635,46,0.66147,20,-0.7820,17,-0.9995,41,0.37807,26,-0.4296
ENSG00000143384,MCL1,24,0.06454,25,0.13847,27,0.21586,23,-0.0348,33,0.57050,17,-0.5615
ENSG00000143420,ENSA,330,0.35735,263,-0.0183,210,-0.3705,202,-0.4357,240,-0.1593,293,0.22299
